orf	hom | growth (relative abundance in pooled culture) | cisplatin [1 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | oxaliplatin [10 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | mitomycin C [0.5 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [0.23 mM] | Wu HI~Brown JM, 2004
YMR319C	-0.063	-0.092	-0.075	-0.077
YMR320W	0.013999999999999999	0.045	0.11900000000000001	-0.035
YMR322C	0.078	0.132	0.01	0.257
YMR326C	0.039	0.096	0.032	0.07
YNL001W	0.098	0.07200000000000001	-0.037000000000000005	0.19899999999999998
YNL004W	0.0	-0.049	0.051	0.11599999999999999
YNL009W	-0.013999999999999999	-0.052000000000000005	0.021	0.107
YNL010W	-0.065	-0.055999999999999994	0.08	0.069
YNL011C	-0.013000000000000001	-0.081	-0.006	0.11699999999999999
YNL012W	0.032	-0.027999999999999997	-0.009000000000000001	0.138
YNL013C	-0.138	-0.032	0.10400000000000001	0.026000000000000002
YNL014W	0.017	-0.016	0.018000000000000002	0.08
YNL016W	0.134	0.046	0.152	0.21
YNL020C	-0.049	-0.08199999999999999	0.065	0.076
YNL022C	-0.276	-0.47	-0.025	-0.107
YNL023C	-0.159	-0.061	0.03	0.04
YNL024C	0.389	0.573	0.039	0.275
YNL025C	-0.508	-0.44		-0.276
YNL027W	-0.26899999999999996	-0.183	-0.024	-0.063
YNL031C	0.187	0.32299999999999995	0.14300000000000002	0.18899999999999997
YNL032W	0.128	0.51	0.024	0.069
YNL034W	0.023	-0.035	-0.033	0.11699999999999999
YNL035C	0.054000000000000006	-0.016	0.092	0.11199999999999999
YNL041C	-0.257	-0.9670000000000001	0.07400000000000001	-0.025
YNL042W				
YNL043C	0.048	0.11800000000000001	0.06	0.187
YNL044W	0.059000000000000004	0.14800000000000002	0.045	0.162
YNL045W	0.0	0.064	0.035	0.12300000000000001
YNL046W	-0.02	0.064	0.006	0.179
YNL047C	0.083	0.019	0.026000000000000002	0.126
YNL049C	-0.031	-0.052000000000000005	0.044000000000000004	0.085
YNL050C				
YNL051W	-0.136	-0.149	0.06	-0.051
YNL052W	-0.179	0.028999999999999998	0.042	-0.215
YNL053W	0.171	0.185	0.009000000000000001	0.192
YNL055C	0.36700000000000005	0.565	0.102	0.267
YNL056W	0.027000000000000003	0.484	0.006999999999999999	-0.025
YNL057W	0.013000000000000001	0.02	0.079	0.018000000000000002
YNL058C	0.005	0.057	0.028999999999999998	0.048
YNL063W	-0.061	0.01	-0.017	0.06
YNL065W	-0.036000000000000004	0.027000000000000003	0.051	0.019
YNL066W	0.0	-0.076	0.078	0.109
YNL067W	0.354	0.8909999999999999	0.226	0.217
YNL068C	-0.434	-0.522	-0.065	-0.31
YNL069C	0.731	1.515		0.48700000000000004
YNL070W	-0.8190000000000001	-1.699	-0.081	-0.402
YNL071W	-0.024	0.35100000000000003	0.105	0.046
YNL072W	-0.107	-0.133	-0.086	-0.02
YNL073W				
YNL074C	0.1	0.07	0.036000000000000004	0.106
YNL076W	-0.027999999999999997	-0.39	-0.054000000000000006	-0.003
YNL077W	0.066	0.08800000000000001	0.039	0.062
YNL078W	0.035	0.033	0.046	0.049
YNL079C	-0.267			0.061
YNL082W	-0.138	-0.276	-0.019	-0.091
YNL083W	-0.051	-0.084	-0.016	-0.052000000000000005
YNL084C	-0.507	-0.337	-0.08800000000000001	-0.456
YNL085W	-0.068	0.005	-0.055	-0.121
YNL086W	0.049	0.099	-0.098	0.094
YNL087W	0.049	0.131	-0.031	0.040999999999999995
YNL089C	0.034	0.009000000000000001	0.040999999999999995	0.066
YNL090W	0.015	-0.129	0.065	-0.04
YNL091W	-0.397	-0.28600000000000003	-0.021	-0.289
YNL092W	0.008	0.062	0.008	-0.040999999999999995
YNL093W	-0.067	0.004	0.069	-0.07200000000000001
YNL094W	0.045	0.033	0.003	-0.067
YNL095C	-0.133	-0.064	0.005	-0.128
YNL096C	0.466	0.7090000000000001	0.201	0.217
YNL097C	0.081	0.43799999999999994	-0.064	-0.028999999999999998
YNL098C	-0.239	-0.243	-0.055	-0.155
YNL099C	-0.099	0.344	-0.027000000000000003	-0.075
YNL100W	-0.062	0.09	0.028999999999999998	-0.061
YNL101W	-0.013999999999999999	-0.003	-0.040999999999999995	-0.076
YNL104C	-0.02	0.001	0.015	-0.069
YNL105W	-0.14800000000000002	-0.217	0.019	-0.063
YNL106C	-0.174	-0.22899999999999998	-0.03	-0.12300000000000001
YNL107W	-0.8390000000000001	-0.805	0.157	-0.598
YNL108C	-0.08	-0.013999999999999999	0.003	-0.01
YNL109W	0.5539999999999999	1.107	0.222	0.22
YNL111C	-0.133	-0.285	0.071	-0.109
YNL115C	0.09699999999999999	-0.001	-0.012	0.027000000000000003
YNL116W	-0.05	-0.055999999999999994	0.047	-0.096
YNL117W	-0.076	-0.006999999999999999	0.023	-0.136
YNL119W	0.659	0.9990000000000001	0.195	0.316
YNL120C	0.7490000000000001	1.011		0.24
YNL121C	-0.039	-0.147	0.013000000000000001	-0.002
YNL122C	-0.086	-0.040999999999999995	0.077	-0.14300000000000002
YNL123W	-0.017	0.024	0.006	-0.051
YNL125C	-0.005	-0.045	-0.022000000000000002	-0.11199999999999999
YNL127W	0.113	0.049	0.017	-0.081
YNL128W	-0.078	-0.179	0.021	-0.157
YNL129W	-0.033	-0.006	-0.013999999999999999	-0.059000000000000004
YNL130C	0.032	0.106	0.078	-0.10800000000000001
YNL134C	-0.025	-0.045	-0.024	-0.036000000000000004
YNL135C	-0.221	-0.855	0.042	-0.131
YNL136W	-0.29	-0.273	-0.28800000000000003	-0.40299999999999997
YNL140C	0.013000000000000001	-0.034	0.044000000000000004	-0.034
YNL141W	-0.018000000000000002	-0.092	0.129	-0.106
YNL142W	-0.036000000000000004	-0.054000000000000006	0.159	0.018000000000000002
YNL143C	-0.040999999999999995	-0.013000000000000001	0.054000000000000006	-0.05
YNL144C	-0.024	0.028999999999999998	0.067	-0.01
YNL145W	-0.01	0.023	-0.04	0.019
YNL146W	0.008	-0.035	-0.077	0.086
YNL147W	0.256	-0.478		0.15
YNL148C	-0.245	-0.128		-0.14
YNL154C	-0.037000000000000005	0.008	-0.003	-0.145
YNL155W	-0.01	-0.084	0.028999999999999998	-0.024
YNL157W	-0.061	-0.031	-0.02	-0.12
YNL159C	0.017	0.017	-0.028999999999999998	-0.099
YNL160W	0.012	-0.038	0.048	-0.076
YNL166C				
YNL168C	-0.001	-0.023	-0.042	-0.17600000000000002
YNL170W	0.075	0.301	0.115	-0.09699999999999999
YNL173C	-0.021	-0.055999999999999994	0.013000000000000001	-0.07200000000000001
YNL175C	0.111	0.069	0.024	0.023
YNL176C	-0.037000000000000005	-0.008	-0.043	-0.065
YNL177C	0.35700000000000004	0.626		0.18899999999999997
YNL179C	0.361	0.305	0.07200000000000001	0.256
YNL180C				
YNL183C	-0.287	-0.473	0.055	-0.061
YNL184C	0.27	0.516		0.20199999999999999
YNL187W	-0.10099999999999999	-0.145	0.066	-0.09699999999999999
YNL190W	0.034	-0.067	-0.032	-0.042
YNL191W	0.013000000000000001	-0.01	-0.01	-0.064
YNL193W	0.033	-0.032	-0.085	-0.03
YNL194C	-0.002	0.001	-0.004	-0.054000000000000006
YNL195C	-0.004	-0.052000000000000005	0.053	-0.049
YNL196C	0.062	-0.105	-0.012	0.024
YNL197C	-1.219	-1.86	0.11900000000000001	-0.9990000000000001
YNL198C	0.27899999999999997	0.057999999999999996	0.115	0.11599999999999999
YNL200C	-0.036000000000000004	-0.07200000000000001	-0.018000000000000002	-0.071
YNL201C	-1.5519999999999998	-1.851	-0.163	-1.143
YNL202W	-0.047	-0.07200000000000001	0.003	-0.018000000000000002
YNL203C	0.019	-0.065	0.05	-0.095
YNL204C	0.135	-0.077	-0.067	0.111
YNL205C	0.036000000000000004	-0.009000000000000001	-0.027000000000000003	0.045
YNL206C	-0.048	-0.002	0.064	-0.03
YNL211C	0.027999999999999997	-0.061	0.026000000000000002	-0.008
YNL212W	0.002	-0.006	0.113	-0.052000000000000005
YNL213C				
YNL214W	-0.135	-0.015	0.018000000000000002	-0.075
YNL215W	0.233	0.52	0.184	0.036000000000000004
YNL217W	-0.081	0.006	-0.005	-0.094
YNL218W				
YNL219C	0.023	-0.187	0.03	-0.124
YNL224C	-0.214	-0.27899999999999997	-0.038	-0.15
YNL226W	1.149	1.702		0.499
YNL227C	1.026	1.6480000000000001		0.58
YNL229C	0.23800000000000002	-0.08199999999999999		0.095
YNL230C	-0.23600000000000002	-0.33299999999999996	0.034	-0.096
YNL231C	0.036000000000000004	-0.021	0.085	0.044000000000000004
YNL233W	0.07	0.085	0.027999999999999997	0.09300000000000001
YNL235C	0.065	0.11699999999999999	0.001	-0.07200000000000001
YNL236W	0.225	0.467	-0.01	0.039
YNL237W	-0.115	-0.099	0.002	-0.21600000000000003
YNL239W	0.17	0.155	0.045	0.051
YNL241C				
YNL242W	-0.013999999999999999	-0.017	-0.057	-0.024
YNL249C	-0.047	0.003	-0.021	-0.002
YNL250W	-0.779			-0.113
YNL252C	0.23399999999999999	0.635		0.184
YNL253W	0.015	0.043	0.002	-0.009000000000000001
YNL254C	-0.02	-0.003	-0.04	-0.076
YNL255C	-0.111	-0.128	-0.019	-0.049
YNL257C	0.005	0.228	0.071	-0.019
YNL259C	0.002	-0.154	0.044000000000000004	-0.21
YNL264C	-0.41200000000000003	-0.674	-0.004	-0.368
YNL265C	-0.025	-0.037000000000000005	0.012	-0.126
YNL266W	-0.017	0.005	-0.054000000000000006	-0.022000000000000002
YNL268W	0.069	-0.071	0.073	-0.01
YNL269W	-0.024	-0.073	-0.049	-0.07200000000000001
YNL270C	-0.064	-0.14	-0.006	-0.152
YNL271C	-0.281	-0.261	0.193	-0.45899999999999996
YNL273W	-0.635	-0.78	-0.14	-0.5379999999999999
YNL274C	0.021	-0.09699999999999999	-0.098	0.065
YNL275W	0.114	-0.12300000000000001	-0.038	-0.054000000000000006
YNL276C				
YNL278W	0.03	-0.057	-0.026000000000000002	-0.040999999999999995
YNL279W	-0.054000000000000006	-0.149	-0.03	-0.15
YNL281W	0.004	-0.037000000000000005	-0.032	-0.024
YNL283C	-0.48	-0.941	-0.022000000000000002	-0.266
YNL285W	-0.02	0.027000000000000003	0.006999999999999999	-0.165
YNL286W	-0.019	0.049	-0.06	-0.132
YNL288W	-0.055999999999999994	0.057999999999999996	0.004	-0.171
YNL289W	-0.001	0.071	-0.025	-0.08900000000000001
YNL291C	-0.295	-0.557	-0.073	-0.381
YNL292W	-0.025	-0.129	0.053	-0.132
YNL293W	-0.04	-0.14300000000000002	0.008	-0.182
YNL294C	0.132	0.379	-0.047	-0.091
YNL295W	0.049	0.11900000000000001	-0.069	0.008
YNL298W				
YNL299W	-0.111	-0.121	-0.003	-0.092
YNL300W	0.027000000000000003	0.066	0.016	0.003
YNL301C	-0.003	0.09	-0.040999999999999995	-0.027000000000000003
YNL303W	0.045	0.06	0.012	-0.156
YNL304W	0.019	0.075	0.037000000000000005	-0.05
YNL305C	-0.016	0.179	-0.048	-0.134
YNL307C	-0.115	0.17600000000000002	-0.166	-0.456
YNL311C	0.009000000000000001	0.092	-0.035	-0.10099999999999999
YNL314W	-0.349	-0.769	-0.071	-0.193
YNL315C	0.248	0.4165	0.299	0.154
YNL316C	-0.023	0.024	-0.009000000000000001	-0.141
YNL318C	-0.021	-0.063	0.057	-0.16
YNL319W	0.034	0.032	-0.008	-0.124
YNL321W	-0.008	0.034	-0.044000000000000004	-0.18100000000000002
YNL322C	-0.021	-0.021	-0.006999999999999999	-0.225
YNL323W	0.384	0.778		-0.003
YNL324W	0.028999999999999998	-0.14300000000000002	0.293	-0.146
YNL325C	0.04	-0.151	0.04	-0.14
YNL326C	0.095	0.23399999999999999	0.08199999999999999	-0.048
YNL327W	0.006999999999999999	0.006	0.071	-0.125
YNL328C	-0.005	0.08900000000000001	-0.152	-0.040999999999999995
YNL329C	-0.044000000000000004	-0.022000000000000002	0.044000000000000004	-0.19
YNL332W	-0.031	0.012	-0.025	-0.14800000000000002
YNL333W	0.005	0.032	-0.039	-0.091
YNL334C	0.005	0.179	0.011000000000000001	-0.067
YNL335W	0.003	0.027000000000000003	0.033	-0.107
YNL336W	-0.013999999999999999	0.057999999999999996	-0.037000000000000005	-0.086
YNL338W	-0.031	-0.017	0.017	-0.065
YNL339C	-0.013000000000000001	0.028999999999999998	0.039	-0.122
YNR001C	-0.057	0.21600000000000003	-0.019	0.043
YNR002C	0.011000000000000001	0.096	0.04	0.135
YNR004W	0.425	0.682	0.183	0.385
YNR005C	0.073	0.036000000000000004	0.142	0.11800000000000001
YNR006W	0.035	-0.391	0.166	0.052000000000000005
YNR007C	-0.46399999999999997	-1.2	-0.042	-0.14800000000000002
YNR008W	0.019	0.17800000000000002	0.185	0.187
YNR009W	-0.043	0.07	-0.022000000000000002	0.10099999999999999
YNR012W	0.275	0.588	0.235	0.141
YNR013C	-0.08199999999999999	-0.006	0.003	0.065
YNR014W	0.028999999999999998	0.053	-0.034	0.13699999999999998
YNR015W	0.0	0.096	0.102	0.10300000000000001
YNR018W	0.002	0.037000000000000005	0.07	0.038
YNR019W	0.038	0.11800000000000001	0.044000000000000004	0.11
YNR020C	-0.002	0.133		0.06
YNR021W	0.095	0.051	0.07400000000000001	-0.027000000000000003
YNR024W	0.033	0.115	0.031	0.08800000000000001
YNR025C	-0.025	-0.015	0.13699999999999998	0.085
YNR027W	-0.012	0.051		0.098
YNR028W	0.081	0.09	0.113	0.126
YNR029C	0.314	0.217	0.19899999999999998	0.198
YNR030W	0.081	0.033	0.022000000000000002	0.124
YNR031C	0.085	-0.16899999999999998	-0.053	0.095
YNR032C-A	0.057999999999999996	0.142	0.027000000000000003	0.172
YNR032W	0.276	0.179	0.092	0.225
YNR033W	-0.006999999999999999	-0.038	-0.057	-0.027000000000000003
YNR034W	0.055999999999999994	0.071	0.124	0.094
YNR036C	-0.09			-0.19899999999999998
YNR037C	0.415	0.85		0.312
YNR039C	0.098	0.016	0.028999999999999998	0.07200000000000001
YNR040W	-0.336	-1.209	-0.027999999999999997	-0.17800000000000002
YNR041C	-0.031	0.16	0.09300000000000001	0.067
YNR042W	0.049	0.055999999999999994	0.185	0.03
YNR044W				
YNR045W	0.17800000000000002	0.363	0.021	-0.017
YNR048W	0.11	-0.061	0.036000000000000004	0.15
YNR049C	0.006999999999999999	0.052000000000000005	0.027000000000000003	0.10099999999999999
YNR050C	0.331	0.02		0.18899999999999997
YNR051C	0.503	0.562	0.031	0.369
YNR055C	0.035	0.027000000000000003	0.033	0.177
YNR056C	0.016	0.035	0.115	0.156
YNR057C	0.009000000000000001	0.011000000000000001	0.064	0.146
YNR058W	0.005	0.008	0.079	0.188
YNR059W	0.016	0.063	0.025	0.153
YNR060W	-0.001	0.048	-0.013999999999999999	0.166
YNR061C	0.02	0.107	0.044000000000000004	0.18600000000000003
YNR062C	0.022000000000000002	0.04	0.006999999999999999	0.165
YNR063W	0.034	0.092	0.022000000000000002	0.198
YNR064C	-0.002	0.095	0.083	0.157
YNR065C	-0.013999999999999999	0.052000000000000005	-0.057999999999999996	0.142
YNR066C	0.03	0.115	0.016	0.163
YNR067C	0.008	0.081	0.012	0.151
YNR068C	-1.097	-1.037	-0.289	-0.478
YNR069C	0.038	0.128	0.002	0.183
YNR070W	0.015	0.139	-0.022000000000000002	0.126
YNR071C	-0.035	0.114	-0.084	0.121
YNR072W	-0.04	0.111	0.013000000000000001	0.09699999999999999
YNR074C	0.025	0.098	0.076	0.165
YNR075W	-0.001	0.018000000000000002	0.092	0.125
YOL001W	-0.701	-0.7090000000000001	-0.09300000000000001	-0.524
YOL002C	-0.003	-0.036000000000000004	-0.046	-0.027999999999999997
YOL003C	-0.021	0.051	-0.035	-0.017
YOL004W	0.473	0.7559999999999999	0.043	0.045
YOL006C	0.38299999999999995	0.794	0.261	0.231
YOL007C	0.048	0.17800000000000002	0.031	0.062
YOL008W	-0.08199999999999999	0.07	0.04	-0.162
YOL011W	0.027999999999999997	0.013000000000000001	0.002	-0.125
YOL012C	-0.252	-0.191	0.242	-0.392
YOL013C	-0.054000000000000006	-0.018000000000000002	0.05	-0.061
YOL013W-A	0.040999999999999995	0.065	-0.04	0.14300000000000002
YOL014W	0.037000000000000005	0.051	0.012	-0.071
YOL015W	-0.051	-0.075	-0.039	-0.07400000000000001
YOL016C	-0.11800000000000001	-0.08900000000000001	-0.044000000000000004	-0.13699999999999998
YOL017W	0.044000000000000004	-0.009000000000000001	0.06	-0.044000000000000004
YOL018C	0.024	-0.298	-0.102	-0.10800000000000001
YOL019W	-0.031	0.027000000000000003	-0.026000000000000002	-0.071
YOL020W	0.064	0.257	0.183	-0.096
YOL024W	0.001	-0.006999999999999999	-0.031	-0.075
YOL025W	0.04	0.016	-0.004	-0.048
YOL027C	0.11699999999999999	0.23800000000000002	0.33899999999999997	-0.008
YOL028C	-0.051	-0.015	0.055	-0.133
YOL029C	0.013000000000000001	-0.033	0.01	-0.048
YOL030W	-0.006999999999999999	-0.022000000000000002	0.049	-0.03
YOL031C	-0.022000000000000002	-0.064	0.054000000000000006	-0.06
YOL032W	-0.038	0.022000000000000002	-0.036000000000000004	-0.047
YOL035C	-0.122	0.004	-0.02	-0.207
YOL036W	-0.034	-0.08900000000000001	0.044000000000000004	-0.08800000000000001
YOL037C	0.005	-0.035	-0.031	-0.051
YOL039W	0.495	0.764	0.23399999999999999	0.292
YOL041C	0.612	1.349	0.14800000000000002	0.297
YOL042W	0.02	-0.006999999999999999	-0.016	-0.019
YOL043C	0.027000000000000003	-0.01	-0.032	-0.023
YOL044W	-0.009000000000000001	-0.07400000000000001	0.018000000000000002	-0.049
YOL045W	0.005	-0.067	-0.021	-0.062
YOL046C	0.002	0.129	-0.085	-0.063
YOL047C	-0.001	0.016	-0.11599999999999999	-0.042
YOL048C	0.004	0.032	-0.075	-0.04
YOL049W	-0.157	-0.102	-0.027999999999999997	-0.109
YOL050C	0.226	0.365	-0.034	-0.098
YOL052C	0.027999999999999997	0.09	-0.10099999999999999	0.044000000000000004
YOL052C-A	0.013999999999999999	0.02	0.027999999999999997	-0.066
YOL053W	0.002	0.035	-0.002	-0.048
YOL054W	-0.298	-0.157	-0.156	-0.318
YOL055C	-0.015	0.019	-0.033	-0.071
YOL056W	0.008	0.018000000000000002	-0.035	-0.054000000000000006
YOL057W	0.005	0.004	-0.028999999999999998	-0.07
YOL058W	0.018000000000000002	0.045	-0.061	-0.002
YOL059W	0.012	0.004	-0.013999999999999999	-0.07
YOL060C	0.008	-0.171	-0.068	-0.022000000000000002
YOL061W	0.098	0.084	-0.027000000000000003	0.036000000000000004
YOL062C	-0.096	-0.055999999999999994	-0.065	-0.038
YOL063C	0.031	-0.011000000000000001	0.009000000000000001	0.016
YOL064C	-0.29600000000000004	-0.069	0.396	-0.25
YOL065C	-0.05	-0.086	0.059000000000000004	-0.063
YOL067C	0.262	0.5720000000000001	0.018000000000000002	0.135
YOL068C	-0.075	-0.046	-0.08199999999999999	-0.012
YOL070C	0.068	0.018000000000000002	-0.055	0.013999999999999999
YOL071W	-0.096	0.02	0.069	-0.09699999999999999
YOL072W	0.17300000000000001	-0.43700000000000006	-0.045	-0.003
YOL075C	-0.034	-0.033	-0.033	-0.053
YOL076W	-0.455			-0.354
YOL079W	0.03	0.18	0.01	-0.03
YOL080C	0.08800000000000001	0.272	0.003	-0.051
YOL081W	-0.978	-1.442	-0.12	-0.768
YOL082W	-0.003	0.0	-0.018000000000000002	-0.085
YOL083W	-0.061	-0.078	-0.027000000000000003	-0.051
YOL084W	0.013999999999999999	0.005	-0.012	-0.046
YOL085C	0.003	0.015	0.027999999999999997	-0.002
YOL087C	0.141	0.036000000000000004	0.077	0.165
YOL088C	0.052000000000000005	-0.017	0.017	0.08900000000000001
YOL089C	-0.37	-1.692	-0.073	-0.081
YOL090W	-0.157	-0.196	-0.018000000000000002	0.07400000000000001
YOL091W	0.051	0.12300000000000001	-0.025	0.142
YOL092W	0.025	0.10800000000000001	0.040999999999999995	0.15
YOL093W	-0.131	-0.086	0.025	0.026000000000000002
YOL095C				
YOL096C	-0.07			-0.11
YOL098C	0.018000000000000002	0.07400000000000001	0.057	0.13699999999999998
YOL099C	0.027999999999999997	-0.003	-0.035	0.124
YOL100W	0.26	0.7909999999999999	-0.02	0.21600000000000003
YOL101C	0.053	0.07400000000000001	0.028999999999999998	0.19399999999999998
YOL103W	0.05	0.085	-0.08900000000000001	0.174
YOL104C	0.069	0.08199999999999999	-0.013999999999999999	0.147
YOL105C	0.124	0.13699999999999998	-0.027999999999999997	0.191
YOL106W	0.086	0.14400000000000002	-0.027000000000000003	0.19699999999999998
YOL107W	0.081	0.098	0.015	0.11199999999999999
YOL108C	0.047	0.165	-0.012	0.149
YOL109W	0.111	0.142	-0.08199999999999999	0.212
YOL110W	0.027999999999999997	0.048	0.027000000000000003	0.149
YOL111C	-0.021	0.083	-0.068	0.033
YOL112W	-0.015	0.048	0.027999999999999997	0.146
YOL113W	-0.019	-0.005	0.045	0.114
YOL114C	-0.113	-0.132	-0.034	0.071
YOL115W	-0.446	-0.89		-0.135
YOL116W	0.027000000000000003	-0.035	0.083	0.12
YOL117W	0.031	-0.047	-0.03	0.098
YOL118C	-0.13699999999999998	-0.214	0.057	0.184
YOL119C	-0.10400000000000001	-0.76	0.042	0.077
YOL121C	0.732	1.1		0.423
YOL122C	0.006999999999999999	-0.519	0.015	0.06
YOL124C	0.12300000000000001	0.235	-0.04	0.139
YOL125W	0.066	0.077	-0.009000000000000001	0.084
YOL126C	0.018000000000000002	0.042	-0.02	0.07
YOL128C	0.057999999999999996	-0.027000000000000003	-0.040999999999999995	0.039
YOL129W	0.07400000000000001	0.016	0.026000000000000002	0.09699999999999999
YOL131W	0.054000000000000006	0.131	-0.025	0.162
YOL132W	0.009000000000000001	0.059000000000000004	0.062	0.127
YOL136C	0.092	0.10400000000000001	0.11	0.18100000000000002
YOL137W	0.019	0.066	0.172	0.08199999999999999
YOL138C	-0.368	-0.502	-0.04	-0.2
YOL141W	0.042	-0.02	-0.017	0.091
YOL147C	0.009000000000000001	0.032	-0.055999999999999994	-0.07200000000000001
YOL150C	0.03	0.136	0.04	0.154
YOL151W	0.07	0.11699999999999999	0.0	0.046
YOL152W	0.012	0.084	-0.035	0.11199999999999999
YOL155C	0.077	0.115	0.078	0.239
YOL158C	0.048	0.083	-0.022000000000000002	-0.043
YOL159C	-0.027000000000000003	-0.10800000000000001	-0.05	-0.08
YOL160W	0.049	0.061	0.006	0.0
YOL162W	0.052000000000000005	0.11	-0.044000000000000004	-0.055999999999999994
YOL163W	-0.016	0.047	0.032	-0.08199999999999999
YOR002W	0.077	-0.201	0.038	0.043
YOR003W	0.027999999999999997	-0.024	-0.01	0.013999999999999999
YOR005C	0.017	0.11599999999999999	-0.015	0.004
YOR006C	0.516	0.754	0.195	0.34600000000000003
YOR007C	-0.002	0.005	-0.13699999999999998	0.07200000000000001
YOR008C-A	-0.31	-0.098	-0.081	-0.44
YOR009W	-0.002	0.0	-0.044000000000000004	0.011000000000000001
YOR010C	-0.012	0.019	0.006	-0.045
YOR011W	0.013000000000000001	0.005	0.001	-0.003
YOR012W	-0.047	0.053	-0.033	0.024
YOR013W	-0.061	-0.015	-0.012	0.004
YOR014W	-0.516	-0.983	0.075	-0.428
YOR015W	-0.09	-0.154	-0.023	-0.08900000000000001
YOR016C	-0.1	-0.054000000000000006	0.095	-0.111
YOR017W	0.013999999999999999	0.077	0.065	-0.025
YOR018W	-0.09300000000000001	-0.005	-0.043	0.033
YOR019W	-0.031	0.04	-0.057	-0.078
YOR021C	0.095	-0.008	0.033	0.016
YOR022C	0.038	-0.005	0.044000000000000004	0.009000000000000001
YOR023C	-0.054000000000000006	-0.344	0.013000000000000001	-0.063
YOR024W	-0.184	-0.36	-0.034	-0.12
YOR025W	-0.32	-0.456	-0.013000000000000001	-0.34600000000000003
YOR027W	-0.175	-0.19399999999999998	0.032	-0.09300000000000001
YOR028C	-0.095	-0.20600000000000002	-0.083	0.055999999999999994
YOR029W	-0.107	-0.34299999999999997	-0.001	-0.102
YOR030W	0.191	0.42	0.009000000000000001	0.087
YOR032C	-0.024	-0.013000000000000001	-0.073	-0.027000000000000003
YOR033C	-0.41600000000000004	-0.555	-0.21899999999999997	-0.507
YOR034C				
YOR036W	-0.28300000000000003			-0.289
YOR037W	-0.005	0.013000000000000001	0.043	-0.105
YOR038C	-0.6459999999999999	-0.643	0.059000000000000004	-0.486
YOR039W	-1.081	-1.624	0.018000000000000002	-0.968
YOR040W	0.01	0.006999999999999999	0.061	-0.040999999999999995
YOR041C	-0.042	-0.087	0.028999999999999998	-0.11199999999999999
YOR042W	0.015	-0.006	0.023	-0.024
YOR043W	-0.242	0.14300000000000002	-0.10800000000000001	-0.166
YOR044W	-0.036000000000000004	-0.09	0.015	-0.069
YOR045W	0.027000000000000003	-0.069	0.013000000000000001	-0.038
YOR047C	-0.055	0.10300000000000001	0.01	-0.08800000000000001
YOR049C	-0.07	-0.132	0.048	-0.109
YOR050C	-0.071	-0.091	0.003	-0.141
YOR051C	-0.276	-0.1	-0.10400000000000001	-0.21100000000000002
YOR052C	0.07400000000000001	0.042	0.02	-0.033
YOR053W	-0.005	-0.016	-0.01	-0.039
YOR054C				
YOR055W	-0.057999999999999996	-0.22699999999999998	0.027999999999999997	-0.145
YOR058C	-0.099	-0.057	-0.025	-0.111
YOR059C	0.033	0.052000000000000005	0.022000000000000002	-0.038
YOR061W	-0.618	-0.162	0.107	-0.303
YOR062C	0.037000000000000005	0.009000000000000001	0.001	-0.057
YOR064C	-0.10099999999999999	-0.276	-0.261	-0.163
YOR065W	-0.062	0.133	-0.086	-0.027000000000000003
YOR066W	-0.027000000000000003	0.076	0.005	0.11
YOR067C	-0.062	-0.375	0.002	-0.07
YOR068C	0.006999999999999999	-0.034	0.017	-0.024
YOR069W	0.034	-0.10400000000000001	0.045	-0.061
YOR070C	-0.083	-0.13699999999999998	0.05	-0.05
YOR071C	0.006999999999999999	0.05	0.08	-0.015
YOR072W	-0.182	-0.059000000000000004	0.222	-0.289
YOR076C	0.18100000000000002	0.381	0.05	0.023
YOR078W	0.9229999999999999			0.429
YOR079C	-0.013000000000000001	-0.256	-0.040999999999999995	-0.07
YOR081C	0.026000000000000002	-0.18899999999999997	-0.102	-0.077
YOR082C	-0.18100000000000002	-0.17	0.028999999999999998	-0.174
YOR083W	-0.149	0.24600000000000002	0.086	-0.10400000000000001
YOR084W	-0.008	-0.067	0.07200000000000001	-0.11
YOR085W	-0.318	-0.9620000000000001	0.13	-0.37799999999999995
YOR086C	0.034	-0.033	-0.061	-0.045
YOR087W	-0.0655	-0.03	-0.0455	-0.1415
YOR089C	-0.36700000000000005	-0.968	0.024	-0.429
YOR090C	0.036000000000000004	-0.032	-0.037000000000000005	-0.08800000000000001
YOR091W	-0.23199999999999998	0.085	-0.01	-0.235
YOR092W	-0.022000000000000002	-0.193	0.134	-0.147
YOR093C	0.045	-0.132	-0.037000000000000005	-0.106
YOR094W	-0.008	-0.106	-0.086	-0.141
YOR097C	-0.131	-0.251	0.013000000000000001	-0.059000000000000004
YOR099W	-0.085	-0.27399999999999997	-0.003	-0.079
YOR100C	-0.037000000000000005	-0.037000000000000005	-0.013999999999999999	-0.059000000000000004
YOR101W	-0.009000000000000001	-0.05	0.07	-0.02
YOR104W	-0.149	-0.573		-0.201
YOR105W	-0.069	-0.096	0.02	0.013999999999999999
YOR106W	-0.21899999999999997	-0.47100000000000003	0.205	-0.185
YOR107W	-0.054000000000000006	-0.154	-0.016	0.055999999999999994
