orf	hom | sporulation efficiency | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | dyad formation (percentage of cells forming dyads) | sporulation medium [unknown] | Marston AL~Amon A, 2004	hom | chromosome segregation (percentage of tetrads with 1 chromosome/cell) | sporulation medium [unknown] | Marston AL~Amon A, 2004
YGL163C	35.0	26.0	94.0
YGL164C	63.0	0.0	95.0
YGL165C	62.0	52.0	94.0
YGL166W	73.0	41.0	87.0
YGL167C	56.0	25.0	96.0
YGL168W	82.0	29.0	80.0
YGL170C	1.0	0.0	
YGL173C	22.0	18.0	84.0
YGL174W	49.0	27.0	44.0
YGL175C	2.0	0.0	
YGL176C	45.0	27.0	98.0
YGL177W	87.0	34.0	
YGL179C	38.0	26.0	
YGL180W	0.0	0.0	
YGL181W	36.0	19.0	0.0
YGL194C	54.0	24.0	90.0
YGL195W			
YGL196W	59.0	36.0	90.0
YGL197W	54.0	31.0	86.0
YGL198W	47.0	34.0	92.0
YGL199C	63.5	44.0	87.0
YGL200C	50.0	36.0	86.0
YGL202W	51.0	24.0	78.0
YGL203C	49.0	43.0	78.0
YGL205W	64.0	28.0	76.0
YGL206C			
YGL208W	62.0	40.0	76.0
YGL209W	63.0	37.0	82.0
YGL210W	66.0	30.0	70.0
YGL211W	43.0	42.0	80.0
YGL212W	61.0	36.0	74.0
YGL213C	45.0	29.0	88.0
YGL214W	48.0	33.5	77.0
YGL215W	41.0	24.0	94.0
YGL216W	50.0	44.0	83.0
YGL217C	56.0	46.5	84.0
YGL218W	74.0	39.5	84.0
YGL219C	51.0	41.0	80.0
YGL220W	36.0	25.0	86.0
YGL221C	49.0	47.0	80.0
YGL222C	69.0	33.0	88.0
YGL223C	61.0	26.0	60.0
YGL224C	50.0	30.0	94.0
YGL226C-A	43.0	35.0	87.0
YGL226W	58.0	43.0	86.0
YGL227W	20.0	15.0	89.0
YGL228W	51.0	25.0	84.0
YGL229C	60.0	17.0	88.0
YGL230C	59.0	34.0	80.0
YGL231C	58.0	34.0	85.0
YGL232W	67.0	30.0	87.0
YGL234W	60.0	40.0	76.0
YGL235W	65.0	43.5	87.0
YGL236C	62.0	23.0	92.0
YGL237C	47.0	53.0	86.0
YGL240W	29.0	38.0	77.0
YGL241W	72.0	44.0	86.0
YGL242C	66.0	18.0	94.0
YGL243W	58.0	41.0	75.0
YGL244W	36.0	44.0	74.0
YGL246C	48.0	33.0	87.0
YGL248W	37.0	14.0	80.0
YGL249W	45.0	47.0	78.0
YGL250W	52.0	37.0	73.0
YGL251C	51.0	33.0	76.0
YGL252C	62.0	26.0	98.0
YGL253W	54.0	31.0	88.0
YGL254W	52.0	40.0	70.0
YGL255W	62.0	16.0	84.0
YGL256W	39.0	18.0	74.0
YGL257C	39.0	41.0	79.0
YGL258W	62.0	29.0	77.0
YGL259W	53.0	38.0	70.0
YGL260W	67.0	33.0	96.0
YGL261C	54.0	26.0	89.0
YGL262W	59.0	32.0	76.0
YGL263W	59.0	46.0	88.0
YGR001C	61.0	30.0	78.0
YGR003W	40.0	28.0	80.0
YGR004W	63.0	57.0	75.0
YGR007W	20.0	20.0	77.0
YGR008C	52.0	27.0	85.0
YGR010W	45.0	31.0	82.0
YGR011W	63.0	40.0	90.5
YGR012W	61.0	21.0	84.0
YGR014W	47.0	23.0	86.0
YGR015C	30.0	33.0	76.0
YGR016W	57.0	28.0	90.0
YGR017W	33.0	27.0	85.0
YGR018C	48.5	43.0	86.5
YGR019W	45.0	31.0	94.0
YGR020C	62.0	42.0	87.0
YGR021W	60.0	17.0	67.0
YGR022C	62.5	51.5	73.0
YGR023W	52.0	19.0	75.0
YGR025W	64.5	39.5	67.5
YGR026W	63.0	30.0	87.0
YGR027C	55.0	42.0	87.0
YGR028W	40.0	25.0	65.0
YGR031W	62.0	40.0	63.0
YGR032W	47.0	57.0	92.0
YGR033C	48.0	33.0	66.0
YGR034W	33.0	24.0	63.0
YGR035C	36.0	42.0	80.0
YGR036C	59.0	34.0	82.0
YGR037C	73.0	11.0	77.0
YGR038W	66.0	32.0	80.0
YGR039W	37.0	41.0	86.0
YGR040W	65.0	42.0	88.0
YGR041W	38.0	29.0	89.0
YGR042W	54.0	26.0	68.0
YGR043C	59.0	12.0	98.0
YGR044C	47.0	38.0	92.0
YGR045C	67.0	39.0	92.0
YGR049W	63.0	38.0	88.0
YGR050C	63.0	44.0	79.0
YGR051C	3.0	0.0	94.0
YGR052W	34.0	41.0	82.0
YGR053C	44.0	34.0	86.0
YGR054W	57.0	25.0	88.0
YGR055W	35.0	37.0	91.0
YGR056W			
YGR057C	57.0	35.0	
YGR058W	57.0	51.0	88.0
YGR059W	60.0	40.0	72.0
YGR061C	51.0	27.0	88.0
YGR062C	58.0	10.0	82.0
YGR063C	64.0	38.0	
YGR064W	71.0	32.0	79.0
YGR066C	34.0	32.0	76.0
YGR067C	25.0	56.0	88.0
YGR068C	59.0	37.0	74.0
YGR069W	54.0	15.0	76.0
YGR070W	55.0	42.0	88.0
YGR071C	62.0	29.0	69.0
YGR072W	58.0	21.0	60.0
YGR076C	66.0	45.0	86.0
YGR077C	64.0	19.0	69.0
YGR078C	46.0	30.0	92.0
YGR079W	61.0	21.0	78.0
YGR080W	39.0	15.0	94.0
YGR081C	63.0	41.0	74.0
YGR084C	64.0	20.0	63.0
YGR085C	46.0	37.0	83.0
YGR086C	61.0	34.0	86.0
YGR087C	33.0	6.0	82.0
YGR088W	50.0	30.0	78.0
YGR089W	60.0	28.0	94.0
YGR092W	65.0	20.0	92.0
YGR093W	42.0	33.0	98.0
YGR096W	62.0	32.0	84.0
YGR097W	48.0	27.0	80.0
YGR100W	60.0	25.0	84.0
YGR101W	61.0	39.0	81.0
YGR102C	52.0	25.0	73.0
YGR104C			
YGR105W	43.0	33.0	64.0
YGR106C	55.0	24.0	92.0
YGR107W	40.0	33.0	66.0
YGR108W	48.0	42.0	82.0
YGR109C	46.0	26.0	91.0
YGR110W	62.0	58.0	96.0
YGR111W	17.0	18.0	57.0
YGR112W	35.0	54.0	77.0
YGR117C	55.0	38.0	95.0
YGR118W	64.0	28.0	79.0
YGR121C	43.0	35.0	65.0
YGR122C-A	50.0	34.0	83.0
YGR122W	55.0	40.0	72.0
YGR123C	54.0	33.0	76.0
YGR124W	34.0	35.0	74.0
YGR125W	41.0	12.0	83.0
YGR126W	54.0	22.0	89.0
YGR127W	36.0	31.0	68.0
YGR129W	23.0	26.0	85.0
YGR130C	67.0	24.0	82.0
YGR131W	24.0	17.0	61.0
YGR132C	46.0	28.0	76.0
YGR133W	41.0	37.0	87.0
YGR134W	60.0	30.0	52.0
YGR135W	41.0	38.0	81.0
YGR136W	40.0	33.0	80.0
YGR137W	41.0	27.0	79.0
YGR138C	33.0	45.0	78.0
YGR139W	39.0	33.0	86.0
YGR141W	34.0	29.0	65.0
YGR142W	21.0	33.0	80.0
YGR143W	16.0	13.0	82.0
YGR144W	37.0	32.0	92.0
YGR146C	25.0	36.0	80.0
YGR148C	49.0	33.0	92.0
YGR149W	43.0	33.0	77.0
YGR150C	25.0	32.0	77.0
YGR151C	49.0	18.0	90.0
YGR152C	30.0	17.0	69.0
YGR153W	31.0	29.0	84.0
YGR154C	41.0	29.0	90.0
YGR155W	40.0	28.0	72.0
YGR157W	27.0	19.0	96.0
YGR159C	25.0	36.0	56.0
YGR160W	49.0	27.0	70.0
YGR161C	37.0	16.0	88.0
YGR162W	38.0	17.0	89.0
YGR163W	30.0	33.0	80.0
YGR164W	43.0	26.0	94.0
YGR165W	42.0	26.0	91.0
YGR166W	30.0	30.0	79.0
YGR167W	31.0	19.0	92.0
YGR168C	44.0	18.0	84.0
YGR169C	61.0	20.0	78.0
YGR170W	39.0	26.0	78.0
YGR171C	35.0	20.0	76.0
YGR173W	29.0	31.0	86.0
YGR174C	34.0	21.0	82.0
YGR176W	33.0	39.0	81.0
YGR177C	26.0	42.0	70.0
YGR178C	13.0	23.0	86.0
YGR181W	39.0	41.0	95.0
YGR182C	50.0	38.0	68.0
YGR183C	28.0	18.0	92.0
YGR184C	33.0	21.0	87.0
YGR187C	40.0	30.0	89.0
YGR188C	55.0	29.0	70.0
YGR189C	48.0	56.0	80.0
YGR192C	42.0	21.0	82.0
YGR193C	37.0	24.0	69.0
YGR194C	36.0	17.0	75.0
YGR196C	42.0	19.0	76.0
YGR197C	49.0	20.0	79.0
YGR199W	46.0	41.0	77.0
YGR200C	47.0	40.0	88.0
YGR201C	57.0	28.0	76.0
YGR202C	47.0	13.0	84.0
YGR203W	40.0	20.0	82.0
YGR204W	69.0	28.0	67.0
YGR205W	45.0	31.0	94.0
YGR206W	42.0	19.0	86.0
YGR207C	20.0	25.0	94.0
YGR208W	48.0	31.0	83.0
YGR209C	52.0	29.0	94.0
YGR210C	61.0	33.0	77.0
YGR212W	48.0	38.0	88.0
YGR213C	20.0	40.0	96.0
YGR214W	43.0	30.0	70.0
YGR215W	34.0	35.0	88.0
YGR217W	40.0	15.0	90.0
YGR219W	55.0	33.0	86.0
YGR220C	55.0	33.0	70.0
YGR221C	30.0	27.0	82.0
YGR222W	61.0	39.0	68.0
YGR223C	45.0	56.0	88.0
YGR224W	56.0	32.0	80.0
YGR225W	0.0		
YGR226C	0.0		
YGR227W	64.0	55.0	
YGR228W	54.0	33.0	80.0
YGR229C			
YGR230W	57.0	25.0	72.0
YGR231C	47.0	49.0	74.0
YGR232W	46.0	15.0	80.0
YGR233C	30.0	33.0	96.0
YGR234W	60.0	17.0	87.0
YGR235C	51.0	33.0	88.0
YGR236C	61.0	38.0	68.0
YGR237C	62.0	29.0	84.0
YGR238C	33.0	30.0	86.0
YGR239C	50.0	60.0	90.0
YGR240C	63.0	33.0	70.0
YGR241C	41.0	32.0	78.0
YGR242W	45.0	20.0	83.0
YGR243W	49.0	33.0	56.0
YGR244C	41.0	34.0	72.0
YGR247W	58.0	26.0	94.0
YGR248W	43.0	51.0	80.0
YGR249W	66.0	33.0	
YGR250C	82.0	54.0	63.0
YGR252W	39.0	31.0	70.0
YGR254W	60.0	32.0	
YGR255C	69.0	29.0	54.0
YGR256W	42.0	26.0	88.0
YGR257C	71.0	25.0	69.0
YGR258C	63.0	27.0	82.0
YGR259C	48.0	19.0	84.0
YGR260W	33.0	24.0	78.0
YGR261C	52.0	10.0	86.0
YGR262C	26.0	19.0	90.0
YGR263C	65.0	14.0	96.0
YGR266W	32.0	19.0	62.0
YGR268C	44.0	20.0	72.0
YGR269W	32.0	13.0	82.0
YGR270W	55.0	25.0	98.0
YGR271C-A	64.0	36.0	86.0
YGR271W	58.0	22.0	78.0
YGR273C	76.0	42.0	86.0
YGR275W	52.0	31.0	76.0
YGR276C	57.0	44.0	82.0
YGR279C	38.0	21.0	74.0
YGR281W	34.0	21.0	90.0
YGR282C	44.0	39.0	87.0
YGR283C	44.0	25.0	91.0
YGR284C	57.0	39.0	64.0
YGR285C	51.0	18.0	54.0
YGR286C	54.0	19.0	90.0
YGR287C	46.0	14.0	90.0
YGR288W	39.0	10.0	86.0
YGR289C	65.0	40.0	70.0
YGR290W	54.0	19.0	94.0
YGR291C	53.0	26.0	88.0
YGR292W	27.0	30.0	93.0
YGR295C	59.0	37.0	72.0
YHL002W	60.0	40.0	94.0
YHL003C	60.0	27.0	91.0
YHL005C	49.0	43.0	57.0
YHL006C	52.0	40.0	72.0
YHL007C			
YHL008C	41.0	34.0	91.0
YHL009C	70.0	28.0	
YHL010C	61.0	34.0	
YHL011C	30.0	33.0	68.0
YHL012W	67.0	27.0	88.0
YHL013C	48.0	33.0	85.0
YHL014C	50.0	12.0	48.0
YHL016C	55.0	33.0	85.0
YHL017W	67.0	28.0	86.0
YHL019C	69.0	28.0	63.0
YHL020C	51.0	27.0	
YHL021C	58.0	22.0	
YHL022C	34.0	29.0	41.0
YHL023C	29.0	38.0	78.0
YHL024W	8.0	50.0	
YHL025W	49.0	31.0	77.0
YHL026C	51.0	25.0	88.0
YHL027W	43.0	16.0	69.0
YHL028W	60.0	18.0	87.0
YHL029C	57.0	40.0	90.0
YHL030W	68.0	18.0	98.0
YHL031C	57.0	21.0	93.0
YHL032C	57.0	28.0	98.0
YHL033C	45.0	27.0	78.0
YHL034C	60.0	45.0	89.0
YHL035C	67.0	25.0	95.0
YHL036W	61.0	23.0	98.0
YHL037C	52.0	31.0	93.0
YHL038C	0.0		
YHL039W	35.0	31.0	82.0
YHL040C	51.0	29.0	80.0
YHL041W	64.0	38.0	
YHL042W	55.0	20.0	63.0
YHL043W	64.0	31.0	98.0
YHL044W	45.0	18.0	0.0
YHL045W	65.0	49.0	86.0
YHL046C	57.0	16.0	97.0
YHL047C	64.0	31.0	95.0
YHR001W-A	53.0	19.0	85.0
YHR003C	23.0	30.0	74.0
YHR004C	48.0	33.0	86.0
YHR005C	49.0	27.0	88.0
YHR006W	60.0	15.0	90.0
YHR008C	61.0	26.0	79.0
YHR009C	48.0	17.0	47.0
YHR010W	54.0	33.0	89.0
YHR011W	65.0	38.0	94.0
YHR012W	58.0	40.0	98.0
YHR013C	67.0	30.0	98.0
YHR014W	52.0	90.0	
YHR015W	55.0	22.0	96.0
YHR016C	75.0	56.0	80.0
YHR017W	77.0	44.0	88.0
YHR018C	66.0	24.0	93.0
YHR021C	58.0	24.0	73.0
YHR021W-A	37.0	19.0	73.0
YHR022C			
YHR025W	43.0	28.0	83.0
YHR026W	28.0	25.0	81.0
YHR028C	54.0	30.0	93.0
YHR029C	61.0	23.0	
YHR030C	57.0	27.0	61.0
YHR031C	64.0	27.0	91.0
YHR032W	53.0	42.0	70.0
YHR033W	53.0	21.0	98.0
YHR034C	69.0	25.0	98.0
YHR035W	60.0	23.0	96.0
YHR037W	35.0	20.0	98.0
YHR038W	43.0	47.0	
YHR039C	54.0	24.0	94.0
YHR039C-A	61.0	13.0	94.0
YHR041C	36.0	28.0	80.0
YHR043C	48.0	44.0	94.0
YHR044C	64.0	31.0	96.0
YHR045W	78.0	22.0	80.0
YHR046C	60.0	10.0	95.0
YHR047C	82.0	29.0	96.0
YHR048W	45.0	38.0	
YHR049C-A	55.0	15.0	92.0
YHR049W	81.0	28.0	91.0
YHR050W	39.0	15.0	91.0
YHR051W			80.0
YHR057C	52.0	35.0	98.0
YHR059W	46.0	11.0	77.0
YHR060W	42.0	33.0	75.0
YHR061C	56.0	21.0	93.0
YHR064C	59.0	34.0	69.0
YHR066W	18.0	0.0	78.0
YHR067W	52.0	21.0	84.0
YHR073W	32.0	18.0	76.0
YHR075C	23.0	9.0	96.0
YHR076W	53.0	25.0	90.0
YHR077C	14.0	57.0	71.0
YHR078W	84.0	13.0	89.0
YHR079C	46.0	11.0	90.0
YHR079C-A	11.0	18.0	
YHR080C	36.0	36.0	76.0
YHR081W	44.0	45.0	89.0
YHR082C	47.0	15.0	94.0
YHR086W	45.0	24.0	89.0
YHR087W	55.0	20.0	94.0
YHR091C	52.0	21.0	93.0
YHR092C	54.0	7.0	93.0
YHR093W	76.0	24.0	
YHR094C	25.0	20.0	90.0
YHR095W	73.0	16.0	91.0
YHR096C	77.0	18.0	90.0
YHR097C	64.0	22.0	80.0
YHR100C	60.0	5.0	91.0
YHR103W	61.0	25.0	94.0
YHR104W	53.0	6.0	82.0
YHR105W	57.0	25.0	92.0
YHR106W	61.0	20.0	97.0
YHR108W	40.0	48.0	95.0
YHR109W	81.0	12.0	94.0
YHR110W	71.0	20.0	93.0
YHR111W	34.0	24.0	68.0
YHR112C	52.0	17.0	78.0
YHR113W	66.0	23.0	97.0
YHR114W	74.0	19.0	74.0
YHR115C	77.0	16.0	78.0
YHR116W	21.0	33.0	75.0
YHR117W	90.0	9.0	70.0
YHR120W	10.0	40.0	98.0
YHR121W	33.0	42.0	98.0
YHR123W	47.0	19.0	84.0
YHR124W	47.0	13.0	73.0
YHR125W	56.0	23.0	77.0
YHR126C	59.0	24.0	75.0
YHR127W	51.0	22.0	92.0
YHR129C	70.0	14.0	88.0
YHR130C	31.0	13.0	48.0
YHR131C	56.0	21.0	80.0
YHR132C	54.0	31.0	97.0
YHR132W-A	54.0	19.0	82.0
YHR133C	55.0	22.0	86.0
YHR134W	79.0	19.0	72.0
YHR135C	40.0	8.0	95.0
YHR136C	51.0	24.0	66.0
YHR137W	72.0	28.0	80.0
YHR138C	79.0	23.0	79.0
YHR139C	56.0	32.0	86.0
YHR139C-A	23.0	22.0	94.0
YHR140W	64.0	44.0	94.0
YHR142W	31.0	44.0	68.0
YHR143W	40.0	20.0	75.0
YHR146W	58.0	47.0	81.0
YHR147C	28.0	43.0	62.0
YHR150W	57.0	19.0	77.0
YHR151C	15.0	27.0	90.0
YHR152W	42.0	93.0	
YHR153C	7.0	43.0	82.0
YHR154W	39.0	31.0	84.0
YHR155W	44.0	27.0	87.0
YHR156C	35.0	11.0	86.0
YHR157W	31.0	16.0	73.0
YHR158C	45.0	24.0	88.0
YHR159W	37.0	30.0	80.0
YHR160C	50.0	8.0	86.0
YHR161C	42.0	24.0	79.0
YHR162W	65.0	42.0	78.0
YHR163W	29.0	24.0	84.0
YHR167W	12.0	42.0	92.0
YHR168W	69.0	42.0	79.0
YHR171W	5.0	60.0	79.0
YHR176W	28.0	36.0	82.0
YHR177W	70.0	50.0	96.0
YHR178W	32.0	9.0	86.0
YHR179W	29.0	28.0	89.0
YHR180W	35.0	17.0	92.0
YHR181W	53.0	49.0	86.0
YHR182W	22.0	23.0	74.0
YHR183W	44.0	16.0	85.0
YHR184W	1.0	100.0	
YHR185C	27.0	52.0	89.0
YHR189W	26.0	15.0	82.0
YHR191C	75.0	36.0	87.0
YHR193C	69.0	43.0	84.0
YHR194W	44.0	50.0	88.0
YHR195W	32.0	28.0	80.0
YHR198C	44.0	18.0	
YHR199C	25.0	16.0	88.0
YHR200W	24.0	29.0	61.0
YHR202W	18.0	22.0	82.0
YHR203C	26.0	31.0	81.0
YHR204W	37.0	22.0	90.0
YHR206W	19.0	32.0	92.0
YHR207C	26.0	12.0	86.0
YHR209W	49.0	16.0	80.0
YHR210C	5.0	60.0	88.0
YIL001W	72.0	38.0	78.0
YIL002C	34.0	12.0	49.0
YIL005W	18.0	22.0	86.0
YIL006W	49.0	16.0	64.0
YIL007C	22.0	27.0	80.0
YIL008W	45.0	51.0	80.0
YIL009C-A	63.0	26.0	80.0
YIL009W	41.0	17.0	78.0
YIL010W	54.0	31.0	91.0
YIL011W	89.0	28.0	95.0
YIL012W	61.0	20.0	55.0
YIL013C	22.0	9.0	74.0
YIL014C-A	57.0	32.0	80.0
YIL014W	40.0	30.0	92.0
YIL015W	15.0	67.0	83.0
YIL016W	52.0	31.0	88.0
YIL017C	43.0	37.0	54.0
YIL018W	17.0	35.0	21.0
YIL020C	25.0	20.0	75.0
YIL023C	36.0	11.0	
YIL024C	59.0	19.0	72.0
YIL025C	53.0	17.0	97.0
YIL027C	62.0	35.0	
YIL028W	48.0	45.0	97.0
YIL029C	33.0	9.0	94.0
YIL030C	34.0	29.0	73.0
YIL032C	62.0	24.0	83.0
YIL034C	62.0	18.0	88.0
YIL035C	43.0	19.0	94.0
YIL036W	51.0	27.0	94.0
YIL037C	33.0	36.0	96.0
YIL039W			
YIL040W	68.0	32.0	96.0
YIL041W	43.0	28.0	88.0
YIL042C	70.0	47.0	75.0
YIL043C	27.0	30.0	64.0
YIL044C	12.0	42.0	75.0
YIL045W	42.0	17.0	65.0
YIL047C	39.0	23.0	94.0
YIL049W	45.0	11.0	0.0
YIL050W	33.0	30.0	79.0
YIL052C	32.0	47.0	63.0
YIL053W	42.0	17.0	93.0
YIL054W	32.0	22.0	82.0
YIL055C	57.0	25.0	76.0
YIL056W	43.0	33.0	79.0
YIL057C	76.0	7.0	90.0
YIL058W	63.0	38.0	87.0
YIL059C	44.0	9.0	78.0
YIL060W	45.0	42.0	88.0
YIL064W	29.0	52.0	87.0
YIL065C	17.0	12.0	96.0
YIL066C	58.0	59.0	82.0
YIL067C	57.0	33.0	80.0
YIL069C	68.0	26.0	96.0
YIL070C	55.0	35.0	86.0
YIL071C	48.0	27.0	86.0
YIL072W	12.0	25.0	40.0
YIL073C	37.0	24.0	
YIL074C	43.0	35.0	82.0
YIL076W	29.0	24.0	98.0
YIL077C	58.0	26.0	84.0
YIL079C	69.0	20.0	91.0
YIL084C	13.0	38.0	79.0
YIL085C	27.0	41.0	90.0
YIL086C	84.0	21.0	45.0
YIL087C	57.0	26.0	94.0
YIL088C	62.0	29.0	61.0
YIL089W	56.0	23.0	69.0
YIL090W			
YIL092W	60.0	31.5	85.0
YIL093C	72.0	21.0	56.0
YIL094C	51.0	37.0	87.0
YIL095W	27.0	37.0	79.0
YIL096C	58.0	24.0	85.0
YIL097W	45.0	11.0	93.0
YIL098C	48.0	33.0	80.0
YIL099W	36.0	11.0	83.0
YIL100W	60.0	22.0	95.0
YIL101C	55.0	29.0	94.0
YIL102C	53.0	21.0	72.0
YIL103W	49.0	31.0	81.0
YIL105C	40.0	50.0	61.0
YIL107C	51.0	22.0	85.0
YIL108W	51.0	29.0	85.0
YIL110W	38.0	39.0	90.0
YIL111W	58.0	12.0	25.0
YIL112W	64.0	16.0	74.0
YIL113W	51.0	33.0	85.0
YIL114C	37.0	27.0	81.0
YIL116W			
YIL117C	44.0	23.0	85.0
YIL119C	69.0	31.0	71.0
YIL120W	57.0	28.0	85.0
YIL121W	42.0	12.0	96.0
YIL122W	16.0	13.0	92.0
YIL123W	48.0	21.0	83.0
YIL124W	46.0	30.0	85.0
YIL125W	59.0	19.0	81.0
YIL128W	43.0	21.0	71.0
YIL130W	29.0	24.0	87.0
YIL131C	43.0	30.0	87.0
YIL132C	29.0	55.0	63.0
YIL133C	55.0	25.0	84.0
YIL134W	55.0	13.0	84.0
YIL135C	57.0	19.0	81.0
YIL136W	27.0	22.0	88.0
YIL137C	35.0	28.0	86.0
YIL138C	41.0	27.0	88.0
YIL139C	52.0	15.0	81.0
YIL140W	47.0	26.0	86.0
YIL141W	44.0	23.0	88.0
YIL145C	47.0	34.0	94.0
YIL146C	48.0	33.0	74.0
YIL148W	55.0	22.0	84.0
YIL149C	42.0	17.0	78.0
YIL152W	55.0	40.0	61.0
YIL153W	68.0	32.0	61.0
YIL154C			
YIL155C	70.0	29.0	87.0
YIL156W	48.0	38.0	94.0
YIL157C	46.0	41.0	74.0
YIL158W	38.0	13.0	72.0
YIL159W	57.0	26.0	80.0
YIL160C	45.0	24.0	79.0
YIL161W	41.0	29.0	92.0
YIL162W	25.0	19.0	87.0
YIL163C	33.0	30.0	84.0
YIL164C	50.0	34.0	82.0
YIL165C	57.0	26.0	81.0
YIL166C	51.0	65.0	74.0
YIL173W	67.0	24.0	87.0
YIR001C	51.0	27.0	88.0
YIR002C	52.0	22.0	74.0
YIR003W	52.0	21.0	81.0
YIR004W			
YIR005W	63.0	52.0	80.0
YIR007W	50.0	28.0	90.0
YIR009W	51.0	25.0	88.0
YIR013C	29.0	10.0	88.0
YIR014W	60.0	33.0	86.0
YIR016W	41.0	15.0	50.0
YIR017C	80.0	51.0	87.0
YIR018W	69.0	60.0	90.0
YIR019C	44.0	18.0	84.0
YIR020C	57.0	18.0	80.0
YIR020W-A	50.0	14.0	72.0
YIR021W	43.0	14.0	54.0
YIR023W	60.0	35.0	92.0
YIR024C	33.0	52.0	68.0
YIR025W	1.0	0.0	
YIR026C	70.0	36.0	94.0
YIR027C	67.0	30.0	88.0
YIR028W	82.0	35.0	78.0
YIR029W	55.0	31.0	86.0
YIR030C	63.0	44.0	88.0
YIR031C	41.0	37.0	84.0
YIR032C	68.0	28.0	78.0
YIR033W	52.0	8.0	94.0
YIR034C	51.0	22.0	78.0
YIR035C	52.0	13.0	52.0
YIR036C	60.0	25.0	86.0
YIR037W	59.0	46.0	92.0
YIR038C	72.0	26.0	94.0
YIR039C	69.0	32.0	70.0
YIR042C	80.0	31.0	81.0
YJL003W	36.0	11.0	88.0
YJL004C	38.0	21.0	88.0
YJL006C	44.0	16.0	64.0
YJL007C	48.0	35.0	79.0
YJL012C	48.0	21.0	78.0
YJL013C	18.0	39.0	
YJL016W	45.5	42.5	72.5
YJL020C	51.5	31.0	88.0
YJL022W	68.0	37.0	77.0
YJL023C	51.0	29.0	61.0
YJL024C	47.0	28.0	86.0
YJL027C	50.0	38.0	75.0
YJL028W	41.0	41.0	78.0
YJL029C	50.0	48.0	
YJL030W	52.0	23.0	74.0
YJL036W	19.0	32.0	85.0
YJL037W	60.0	35.0	88.0
YJL038C	53.0	15.0	91.0
YJL042W	34.0	44.0	77.0
YJL043W	32.0	28.0	85.0
YJL044C	77.0	13.0	73.0
YJL045W	35.0	29.0	71.0
YJL046W	37.0	41.0	68.0
YJL047C	55.0	26.0	77.0
YJL048C	48.0	50.0	83.0
YJL049W	36.0	44.0	67.0
YJL051W	36.0	31.0	79.0
YJL052W	47.0	40.0	85.0
YJL053W	51.0	37.0	81.0
YJL055W	38.0	32.0	78.0
YJL056C	67.0	12.0	74.0
YJL057C	50.0	16.0	94.0
YJL058C	38.0	21.0	86.0
YJL059W	48.0	15.0	96.0
YJL060W	58.0	29.0	88.0
YJL062W	26.0	38.0	77.0
YJL063C	49.0	27.0	75.0
YJL064W	40.0	23.0	84.0
YJL065C	45.0	33.0	81.0
YJL066C	46.0	48.0	60.0
YJL067W	59.0	32.0	84.0
YJL068C	50.0	18.0	66.0
YJL070C	46.0	26.0	90.0
YJL071W			80.0
YJL073W	49.0	39.0	88.0
YJL075C	47.0	19.0	57.0
YJL077C	45.0	22.0	84.0
YJL078C	40.0	25.0	82.0
YJL079C	48.0	44.0	87.0
YJL080C	21.0	43.0	61.0
YJL082W	42.0	21.0	81.0
YJL083W	73.0	24.0	90.0
YJL084C	43.0	33.0	91.0
YJL088W	50.0	14.0	28.0
YJL089W	63.0	22.0	82.0
YJL092W	32.0	38.0	89.0
YJL093C	32.0	31.0	88.0
YJL094C	71.0	35.0	74.0
YJL095W	50.0	37.0	89.0
YJL096W	42.0	29.0	81.0
YJL098W	24.0	38.0	90.0
YJL099W	45.0	33.0	93.0
YJL100W	66.0	42.0	71.0
YJL101C	42.0	40.0	86.0
YJL102W	37.0	30.0	94.0
YJL103C	45.0	29.0	69.0
YJL105W	54.0	31.0	78.0
YJL106W	7.0	14.0	
YJL107C	65.0	16.0	92.0
YJL108C	46.0	22.0	90.0
YJL110C	59.0	31.0	77.0
YJL112W	31.0	32.0	83.0
YJL115W	34.0	50.0	73.0
YJL116C	42.0	29.0	88.0
YJL117W	55.0	25.0	94.0
YJL118W	62.0	16.0	78.0
YJL119C	67.0	21.0	88.0
YJL120W	56.0	18.0	65.0
YJL121C	47.0	11.0	66.0
YJL122W	57.0	40.0	87.0
YJL123C	48.0	25.0	70.0
YJL124C	75.0	40.0	80.0
YJL128C	51.0	33.0	74.0
YJL129C	63.0	23.5	78.5
YJL130C	61.0	15.0	89.0
YJL131C	79.0	29.0	50.0
YJL132W	64.0	17.5	84.0
YJL133W	45.0	24.0	93.0
YJL134W			
YJL135W	76.0	25.0	76.0
YJL136C	48.0	35.0	84.0
YJL137C	54.0	47.0	82.0
YJL138C	65.0	20.0	85.0
YJL139C	66.0	64.0	78.0
YJL140W	73.0	41.0	84.0
YJL141C	59.0	42.0	64.0
YJL142C	31.0	26.0	75.0
YJL144W	63.0	14.0	86.0
YJL145W	62.0	27.0	89.0
YJL146W	51.0	18.0	91.0
YJL147C	45.0	13.0	76.0
YJL148W	45.0	16.0	
YJL149W	44.0	20.0	79.0
YJL150W	52.0	8.0	77.0
YJL151C	77.0	44.0	94.0
YJL152W	32.0	38.0	80.0
YJL153C	48.0	23.0	86.0
YJL154C	51.0	24.0	90.0
YJL155C	26.0	12.0	79.0
YJL157C			
YJL158C	33.0	21.0	85.0
YJL159W	52.0	12.0	82.0
YJL160C	46.5	36.5	72.5
