orf	hap a/hap alpha | growth (colony size) | standard [standard] | Baryshnikova A~Myers CL, 2010
YOL018C	0.826449
YOL019W	1.044768
YOL019W-A	0.992904
YOL020W	1.010458
YOL023W	0.746893
YOL024W	1.014611
YOL025W	0.994671
YOL027C	0.889453
YOL028C	1.041428
YOL029C	1.025979
YOL030W	1.030861
YOL031C	1.063819
YOL032W	1.036628
YOL033W	0.223957
YOL035C	0.945774
YOL036W	1.000115
YOL037C	0.99879
YOL038C-A	1.027456
YOL039W	0.977447
YOL041C	0.667348
YOL042W	1.052974
YOL043C	1.023673
YOL044W	0.89162
YOL045W	1.01748
YOL046C	0.966522
YOL047C	1.000525
YOL048C	1.033787
YOL049W	0.925199
YOL050C	0.875758
YOL051W	0.330795
YOL052C	0.784059
YOL052C-A	1.043056
YOL053W	1.03816
YOL054W	1.002291
YOL055C	1.012837
YOL056W	0.999361
YOL057W	0.99415
YOL059W	1.044113
YOL060C	1.038408
YOL061W	1.000943
YOL062C	1.013578
YOL063C	1.011032
YOL064C	0.866595
YOL065C	1.043259
YOL067C	0.729366
YOL068C	1.003836
YOL070C	1.006802
YOL071W	0.959781
YOL072W	0.59108
YOL073C	1.008406
YOL075C	1.053202
YOL076W	0.525643
YOL077W-A	1.109035
YOL079W	0.977382
YOL080C	0.989791
YOL081W	0.890462
YOL082W	1.033642
YOL083W	1.046111
YOL084W	1.025062
YOL085C	1.071711
YOL086C	0.962006
YOL086W-A	1.059504
YOL087C	0.943216
YOL088C	0.990683
YOL089C	0.984097
YOL090W	0.934493
YOL091W	1.032015
YOL092W	1.046876
YOL093W	1.002168
YOL095C	0.724173
YOL096C	0.825963
YOL098C	1.021428
YOL099C	1.052309
YOL100W	1.02337
YOL101C	1.028745
YOL103W	1.018204
YOL104C	1.038018
YOL105C	1.002468
YOL106W	1.023558
YOL107W	1.04348
YOL108C	0.542181
YOL109W	1.038651
YOL110W	0.946814
YOL111C	1.02197
YOL112W	1.022024
YOL113W	1.014514
YOL114C	1.022556
YOL116W	1.014737
YOL117W	1.001146
YOL118C	1.049911
YOL119C	0.995658
YOL121C	0.710644
YOL122C	0.991152
YOL124C	1.030177
YOL125W	1.029453
YOL126C	1.014448
YOL128C	1.013118
YOL129W	0.987975
YOL131W	1.030545
YOL132W	1.046761
YOL136C	1.009796
YOL137W	1.019375
YOL140W	0.339226
YOL141W	1.015316
YOL143C	0.062585
YOL145C	0.350578
YOL147C	1.025634
YOL150C	1.038592
YOL151W	0.995151
YOL152W	1.019564
YOL154W	1.042069
YOL155C	1.04566
YOL155W-A	1.057307
YOL156W	1.039439
YOL157C	1.089891
YOL158C	0.976836
YOL159C	1.001564
YOL159C-A	0.994398
YOL160W	1.006366
YOL161C	0.995704
YOL162W	1.02332
YOL163W	0.997322
YOL164W-A	1.036755
YOL165C	1.111918
YOL166W-A	1.034962
YOR001W	0.470636
YOR002W	1.002286
YOR003W	1.039889
YOR005C	0.996796
YOR006C	0.962221
YOR007C	1.000156
YOR008C	0.487761
YOR008C-A	0.999777
YOR009W	1.022214
YOR010C	1.074453
YOR011W	1.052616
YOR011W-A	0.993701
YOR012W	1.017279
YOR013W	1.033904
YOR014W	0.780119
YOR015W	1.024153
YOR016C	1.056697
YOR017W	0.985546
YOR018W	1.031931
YOR019W	1.047026
YOR020W-A	1.025028
YOR021C	1.005897
YOR022C	0.984496
YOR023C	1.062645
YOR024W	0.986142
YOR025W	0.952583
YOR026W	0.664203
YOR027W	1.036014
YOR028C	1.088968
YOR029W	1.029762
YOR030W	0.818941
YOR032C	1.017237
YOR033C	1.04917
YOR034C	1.029232
YOR034C-A	1.035528
YOR035C	0.775235
YOR036W	0.31391
YOR037W	0.908142
YOR038C	0.972084
YOR039W	0.851565
YOR040W	1.029197
YOR041C	0.988982
YOR042W	1.02221
YOR043W	0.934336
YOR044W	1.035894
YOR045W	1.030622
YOR047C	1.060765
YOR049C	1.001479
YOR050C	0.99988
YOR051C	0.965502
YOR052C	1.04021
YOR053W	0.97479
YOR054C	0.950495
YOR055W	0.996253
YOR058C	0.98245
YOR059C	1.017277
YOR061W	0.984972
YOR062C	0.998072
YOR064C	1.041879
YOR065W	0.664526
YOR066W	0.997328
YOR067C	1.000228
YOR068C	0.674327
YOR069W	0.66896
YOR070C	0.876691
YOR071C	1.0254
YOR072W	0.994931
YOR072W-B	0.949705
YOR076C	0.96445
YOR078W	0.423131
YOR079C	1.018879
YOR080W	0.577648
YOR081C	1.042523
YOR082C	0.93201
YOR083W	0.889257
YOR084W	1.054949
YOR085W	0.901275
YOR086C	0.971368
YOR087W	0.9766565
YOR089C	0.832909
YOR090C	1.045119
YOR091W	1.015929
YOR092W	1.027901
YOR093C	1.021953
YOR094W	1.05691
YOR096W	0.363912
YOR097C	1.061427
YOR099W	0.998981
YOR100C	1.005768
YOR101W	1.028461
YOR104W	1.025145
YOR105W	1.01009
YOR106W	0.631373
YOR107W	1.032774
YOR108W	1.005956
YOR109W	0.956635
YOR111W	1.02563
YOR112W	1.041786
YOR113W	0.976912
YOR114W	0.99568
YOR115C	0.996838
YOR118W	1.001092
YOR120W	1.035252
YOR121C	0.996323
YOR123C	0.925218
YOR124C	0.923963
YOR125C	0.719025
YOR126C	1.015462
YOR127W	0.998489
YOR128C	1.0359
YOR129C	1.029976
YOR131C	1.06098
YOR132W	0.68409
YOR133W	1.029997
YOR134W	0.999216
YOR135C	0.794346
YOR136W	0.805481
YOR137C	1.039941
YOR138C	1.025023
YOR139C	0.881305
YOR140W	0.829416
YOR142W	1.037277
YOR144C	0.984274
YOR147W	0.970705
YOR150W	0.461969
YOR152C	0.985916
YOR153W	1.011934
YOR154W	1.014141
YOR155C	1.063246
YOR156C	1.049429
YOR161C	1.007476
YOR162C	1.00611
YOR163W	1.02068
YOR164C	1.010162
YOR165W	0.992287
YOR166C	1.039622
YOR167C	1.011823
YOR170W	1.015269
YOR171C	0.984487
YOR172W	1.017943
YOR173W	1.022159
YOR175C	0.995384
YOR177C	1.016249
YOR178C	0.978242
YOR179C	0.96501
YOR180C	1.018903
YOR182C	0.692848
YOR183W	0.731565
YOR184W	0.912603
YOR185C	1.037535
YOR186W	1.025811
YOR187W	0.419445
YOR188W	0.988066
YOR189W	0.969204
YOR190W	1.040985
YOR191W	0.989448
YOR192C	1.033884
YOR193W	1.024561
YOR195W	1.012408
YOR196C	0.750584
YOR197W	1.019837
YOR201C	0.5057
YOR202W	1.034299
YOR205C	0.494112
YOR208W	1.014602
YOR209C	1.016449
YOR211C	0.55058
YOR213C	1.056116
YOR214C	1.032033
YOR215C	1.076236
YOR216C	1.012157
YOR219C	1.023353
YOR220W	0.936397
YOR221C	0.733007
YOR222W	1.032158
YOR223W	1.004963
YOR225W	0.97105
YOR226C	1.038652
YOR227W	1.017607
YOR228C	1.007897
YOR229W	1.03132
YOR230W	1.027201
YOR231W	0.998877
YOR233W	0.926633
YOR235W	0.724895
YOR237W	1.034313
YOR238W	1.001152
YOR239W	1.010262
YOR241W	0.267938
YOR242C	1.006841
YOR243C	0.972114
YOR245C	1.007173
YOR246C	0.984371
YOR247W	1.073243
YOR248W	0.990068
YOR251C	1.009429
YOR252W	1.034598
YOR253W	0.974324
YOR255W	1.003585
YOR263C	1.007576
YOR264W	1.05255
YOR265W	0.984071
YOR266W	0.984172
YOR267C	1.0155
YOR268C	0.974465
YOR269W	0.936837
YOR270C	0.592044
YOR271C	1.024179
YOR273C	0.990311
YOR274W	1.024691
YOR275C	0.826626
YOR276W	0.977726
YOR277C	0.953572
YOR279C	0.989897
YOR280C	1.026316
YOR283W	0.985457
YOR284W	0.987691
YOR285W	1.014745
YOR286W	1.05658
YOR288C	1.02757
YOR289W	1.01591
YOR291W	1.029236
YOR292C	1.003029
YOR293W	0.477657
YOR296W	0.981558
YOR298C-A	0.957644
YOR298W	0.989366
YOR299W	0.966191
YOR300W	1.057571
YOR301W	1.043449
YOR304C-A	0.987502
YOR304W	0.969302
YOR306C	1.002588
YOR307C	1.036087
YOR308C	0.971394
YOR309C	0.743325
YOR311C	0.947151
YOR313C	0.993455
YOR314W	0.985122
YOR315W	0.958993
YOR316C	1.025916
YOR317W	1.043695
YOR318C	1.077574
YOR320C	1.044109
YOR321W	1.060724
YOR322C	0.932431
YOR323C	0.094485
YOR324C	1.035416
YOR325W	0.984951
YOR327C	0.993157
YOR328W	1.021995
YOR330C	0.481022
YOR332W	0.387327
YOR333C	1.006028
YOR334W	0.991839
YOR337W	0.97195
YOR338W	1.006419
YOR339C	1.015147
YOR342C	1.007617
YOR343C	1.015068
YOR344C	0.986862
YOR345C	1.042372
YOR346W	1.016045
YOR347C	1.050864
YOR348C	0.982123
YOR349W	1.05292
YOR350C	0.742611
YOR351C	0.985154
YOR352W	1.009663
YOR354C	0.929915
YOR355W	0.905214
YOR356W	1.03835
YOR357C	0.982932
YOR358W	0.780883
YOR359W	0.897996
YOR360C	1.061958
YOR363C	1.020499
YOR364W	0.990128
YOR365C	1.008094
YOR366W	1.045226
YOR367W	1.007127
YOR368W	0.997683
YOR369C	1.011441
YOR371C	1.058083
YOR374W	0.989494
YOR375C	1.021886
YOR376W	1.010125
YOR376W-A	0.937203
YOR377W	1.033649
YOR378W	1.022173
YOR379C	1.050206
YOR380W	1.075161
YOR381W	1.027118
YOR381W-A	0.998799
YOR382W	1.021594
YOR383C	1.046326
YOR384W	1.014314
YOR385W	1.045802
YOR386W	1.078409
YOR388C	1.015655
YOR389W	0.999809
YOR390W	0.996906
YOR391C	1.011518
YOR393W	1.021307
YOR394C-A	1.033375
YOR394W	1.052567
YOR396W	1.031795
YPL001W	0.990319
YPL002C	0.240269
YPL003W	0.99673
YPL004C	1.053975
YPL005W	0.638073
YPL006W	0.995744
YPL008W	0.983204
YPL009C	1.020741
YPL013C	0.482626
YPL014W	1.04887
YPL015C	1.025151
YPL017C	1.001733
YPL018W	1.022548
YPL019C	1.075796
YPL021W	1.046221
YPL022W	0.954275
YPL023C	0.972778
YPL025C	0.981262
YPL026C	0.968154
YPL027W	1.066936
YPL029W	0.582286
YPL030W	1.009971
YPL031C	0.409385
YPL032C	1.041799
YPL033C	0.988167
YPL034W	1.049788
YPL035C	1.042891
YPL036W	0.872272
YPL037C	0.919472
YPL038W	1.003173
YPL038W-A	1.048153
YPL039W	1.031481
YPL040C	0.343912
YPL041C	1.009232
YPL042C	0.382373
YPL045W	0.164342
YPL046C	1.094562
YPL047W	0.857986
YPL048W	0.998363
YPL049C	0.668013
YPL050C	0.202655
YPL051W	0.992216
YPL052W	1.016156
YPL053C	1.03325
YPL054W	1.00182
YPL055C	0.798009
YPL056C	1.008436
YPL057C	0.888496
YPL058C	1.09344
YPL059W	0.12299
YPL060W	1.050753
YPL061W	0.965004
YPL062W	0.952302
YPL064C	0.98512
YPL065W	0.347963
YPL066W	0.977072
YPL067C	1.067599
YPL068C	1.001385
YPL069C	0.680585
YPL070W	1.016472
YPL071C	1.026638
YPL072W	1.012177
YPL073C	1.017127
YPL074W	1.067249
YPL077C	0.970726
YPL078C	0.559857
YPL079W	0.765031
YPL080C	0.749638
YPL081W	1.004493
YPL084W	0.283069
YPL086C	0.766104
YPL087W	1.027104
YPL088W	1.018307
YPL089C	1.031723
YPL090C	0.600561
YPL091W	1.056368
YPL092W	1.033183
YPL095C	1.019136
YPL096C-A	0.589969
YPL096W	1.002708
YPL097W	0.348736
YPL098C	0.923328
YPL099C	0.999405
YPL100W	0.938291
YPL101W	0.792487
YPL102C	0.802796
YPL103C	1.01719
YPL104W	0.343476
YPL105C	1.04074
YPL106C	0.544577
YPL107W	0.973913
YPL108W	1.034202
YPL109C	1.015225
YPL110C	1.034622
YPL111W	1.031267
YPL112C	0.972904
YPL113C	1.017992
YPL114W	1.026373
YPL115C	1.001857
YPL116W	1.019068
YPL118W	0.463258
YPL119C	1.04698
YPL119C-A	1.023556
YPL120W	0.915202
YPL121C	1.042703
YPL123C	1.047115
YPL127C	1.005831
YPL130W	1.107125
YPL132W	0.780225
YPL133C	1.02047
YPL134C	1.056546
YPL135W	1.013513
YPL136W	0.977054
YPL137C	1.000739
YPL138C	0.992176
YPL139C	0.998291
YPL140C	1.015522
YPL141C	1.061411
YPL144W	0.889181
YPL145C	1.003127
YPL147W	1.040863
YPL148C	0.692986
YPL149W	1.002475
YPL150W	0.982663
YPL152W	0.97767
YPL154C	1.010243
YPL155C	1.024813
YPL156C	1.089919
YPL157W	0.75175
YPL158C	0.839531
YPL159C	0.977754
YPL161C	0.824223
YPL162C	1.007242
YPL163C	1.019988
YPL164C	0.996195
YPL165C	1.018205
YPL166W	0.986681
YPL167C	1.022115
YPL168W	0.973833
YPL170W	1.016868
YPL171C	1.050067
YPL172C	0.676139
YPL173W	0.451971
YPL174C	0.754588
YPL176C	0.993693
YPL177C	0.921936
YPL178W	0.47125
YPL179W	0.911232
YPL180W	0.461969
YPL181W	1.100082
YPL182C	1.07509
YPL183C	0.990309
YPL183W-A	0.826856
YPL184C	0.849701
YPL185W	1.002027
YPL186C	1.083517
YPL187W	1.023694
YPL188W	0.150724
YPL189C-A	0.808771
YPL189W	1.091528
YPL191C	1.040196
YPL192C	1.06075
YPL194W	0.999271
YPL195W	1.017334
YPL196W	1.025953
YPL197C	1.023112
YPL198W	1.022241
YPL199C	0.998792
YPL200W	0.992991
YPL201C	1.039328
YPL202C	1.025353
YPL203W	1.061261
YPL205C	0.650651
YPL206C	1.069262
YPL207W	1.046035
YPL208W	1.021141
YPL212C	0.982812
YPL213W	0.468909
YPL214C	1.039776
YPL215W	0.69946
YPL216W	0.984456
YPL219W	1.015153
YPL220W	0.999593
YPL221W	1.029834
YPL222W	1.007748
YPL223C	1.063691
YPL224C	1.014407
YPL225W	0.998949
YPL226W	0.619999
YPL227C	1.004034
YPL229W	1.012429
YPL230W	1.00959
YPL232W	1.046214
YPL234C	0.243538
YPL236C	1.009763
YPL239W	0.502317
YPL240C	1.017894
YPL241C	1.004433
YPL244C	0.996311
YPL245W	1.006233
YPL246C	1.058974
YPL247C	1.04839
YPL248C	1.046124
YPL249C	0.980717
YPL250C	0.959985
YPL253C	1.014303
YPL254W	0.282647
YPL256C	1.002706
YPL257W	0.997027
YPL258C	1.019746
YPL259C	0.975826
YPL260W	0.89935
YPL261C	0.793094
YPL262W	0.831302
YPL263C	0.990936
YPL264C	0.991275
YPL265W	1.078153
YPL267W	1.081944
YPL268W	0.611196
YPL269W	1.027244
YPL270W	0.865268
YPL271W	0.178107
YPL272C	1.024016
YPL273W	1.037156
YPL274W	1.050814
YPL277C	1.043953
YPL278C	1.044167
YPL282C	0.988819
YPL283C	1.126311
YPR001W	1.051754
YPR002W	1.027569
YPR003C	1.062215
YPR004C	1.020835
YPR005C	1.001999
YPR006C	1.05662
YPR007C	1.00884
YPR008W	1.01428
YPR009W	1.034537
YPR011C	1.023916
YPR012W	1.013661
YPR013C	1.083978
YPR014C	0.966116
YPR015C	1.014318
YPR017C	1.016559
YPR018W	0.885956
YPR020W	0.882326
YPR021C	1.024069
YPR022C	0.998425
YPR023C	0.925475
YPR024W	0.674938
YPR026W	1.018007
YPR027C	0.998645
YPR028W	1.051532
YPR029C	1.009091
YPR030W	1.014968
YPR031W	1.010659
YPR032W	0.815896
YPR036W	0.34497
YPR036W-A	1.048502
YPR037C	1.018496
YPR038W	1.020866
YPR039W	1.026132
YPR040W	1.020739
YPR042C	1.00306
YPR043W	0.546515
YPR044C	0.711599
YPR045C	0.938743
YPR046W	1.059544
YPR047W	0.285759
YPR049C	0.920086
YPR050C	0.97455
YPR051W	0.9891
YPR052C	1.032952
YPR053C	1.035628
YPR054W	0.993703
YPR057W	0.871671
YPR058W	1.026494
YPR059C	1.011458
YPR060C	0.904778
YPR061C	1.018049
YPR062W	1.048423
YPR063C	0.991732
YPR064W	0.987364
YPR065W	1.001244
YPR066W	0.841414
YPR067W	0.114588
YPR068C	1.064935
YPR069C	0.719614
YPR070W	0.746084
YPR071W	1.014283
YPR073C	0.992677
YPR074C	0.943259
YPR075C	1.012682
YPR076W	1.003569
YPR077C	1.024376
YPR078C	1.047557
YPR079W	0.984791
YPR080W	0.939237
YPR081C	0.959937
YPR083W	1.038959
YPR084W	0.965998
YPR089W	1.0241605
YPR091C	0.983821
YPR092W	0.997091
YPR093C	1.003892
YPR095C	1.080769
YPR096C	0.997034
YPR097W	1.022189
YPR098C	1.008185
YPR100W	0.550703
YPR101W	0.562909
YPR106W	0.992348
YPR108W-A	1.077138
YPR109W	0.99295
YPR111W	1.010979
YPR114W	1.011047
YPR115W	1.026356
YPR116W	0.471853
YPR117W	0.766305
YPR118W	0.969416
YPR119W	1.008638
YPR120C	1.011078
YPR121W	1.023971
YPR122W	0.974458
YPR124W	0.602874
YPR125W	1.041927
YPR126C	0.980862
YPR127W	1.000865
YPR128C	1.00828
YPR129W	1.06434
YPR130C	0.985755
YPR131C	0.76397
YPR132W	0.425952
YPR133W-A	0.970921
YPR134W	0.822586
YPR135W	0.805304
YPR138C	1.000936
YPR140W	1.040136
YPR141C	0.676777
YPR145W	1.010795
YPR146C	1.031508
YPR147C	1.043412
YPR148C	1.06571
YPR149W	1.022424
YPR150W	1.007775
YPR151C	1.019771
YPR152C	1.012314
YPR153W	1.003428
YPR154W	1.058086
YPR155C	0.974065
YPR156C	1.035659
YPR157W	1.031797
YPR158W	1.016586
YPR159C-A	1.001324
YPR160W	1.038672
YPR164W	0.92681
YPR166C	0.429235
YPR167C	0.980236
YPR170C	0.986241
YPR171W	1.025079
YPR172W	1.019382
YPR173C	0.613638
YPR174C	1.099844
YPR179C	0.812857
YPR184W	1.003762
YPR185W	0.945248
YPR188C	1.013311
YPR189W	0.922994
YPR191W	0.728491
YPR192W	1.017065
YPR193C	1.019123
YPR194C	1.040742
YPR195C	1.054224
YPR196W	1.000899
YPR197C	1.039239
YPR198W	1.050087
YPR199C	1.018393
YPR200C	1.032868
YPR201W	1.039722
YPR202W	1.057823
