ORF	hom | growth (culture turbidity) | sodium arsenite [0.2 mM] | Johnson AJ~Wu MJ, 2015	hom | growth (culture turbidity) | sodium arsenite [0.4 mM] | Johnson AJ~Wu MJ, 2015
YHR016C	0.744	1.364
YHR017W	0.348	1.429
YHR018C	0.750	0.216
YHR021C	0.672	0.121
YHR021W-A	1.210	1.797
YHR022C	1.245	1.516
YHR022C-A	1.215	0.987
YHR025W	1.609	0.580
YHR026W	0.848	0.285
YHR028C	0.781	0.293
YHR029C	0.817	0.196
YHR030C	0.193	0.025
YHR031C	0.726	0.350
YHR032W	0.478	1.725
YHR033W	0.962	0.487
YHR034C	0.809	0.472
YHR035W	1.231	0.789
YHR037W	1.156	1.796
YHR038W	0.308	0.037
YHR039C	0.866	0.154
YHR039C-B	1.899	1.960
YHR041C	1.505	1.999
YHR043C	1.108	0.600
YHR044C	1.261	1.250
YHR045W	0.671	1.334
YHR046C	1.052	1.339
YHR047C	1.103	1.363
YHR048W	1.108	1.156
YHR049C-A	1.011	1.674
YHR049W	0.940	0.812
YHR050W	1.068	1.551
YHR050W-A	1.067	0.480
YHR051W	0.608	0.790
YHR057C	1.129	1.423
YHR059W	1.209	0.386
YHR060W	1.229	2.396
YHR061C	1.143	1.539
YHR063C	1.361	1.223
YHR064C	0.730	2.185
YHR066W	0.743	1.716
YHR067W	1.158	0.217
YHR071W	1.267	1.212
YHR073W	1.208	1.306
YHR075C	1.128	0.562
YHR076W	1.080	0.489
YHR077C	1.037	1.911
YHR078W	0.723	0.668
YHR079C	0.962	1.214
YHR079C-B	1.200	1.810
YHR080C	1.019	1.730
YHR081W	0.954	2.163
YHR082C	1.023	0.633
YHR086W	1.370	1.398
YHR086W-A	0.571	1.004
YHR087W	1.264	0.589
YHR090C	1.229	0.799
YHR091C	0.769	0.823
YHR092C	1.203	1.263
YHR093W	0.990	1.222
YHR094C	0.983	0.909
YHR095W	1.065	1.073
YHR096C	1.198	1.155
YHR097C	1.138	1.167
YHR098C	0.378	0.682
YHR100C	1.368	0.841
YHR103W	0.644	0.415
YHR104W	1.056	1.316
YHR105W	1.194	1.285
YHR106W	1.129	0.923
YHR108W	1.162	0.765
YHR109W	1.142	0.928
YHR110W	1.184	0.963
YHR111W	1.995	2.638
YHR112C	1.308	1.378
YHR113W	1.276	0.677
YHR114W	1.138	0.982
YHR115C	1.064	0.802
YHR116W	1.178	1.883
YHR117W	1.061	1.168
YHR120W	1.107	0.967
YHR121W	1.404	1.497
YHR123W	1.308	1.210
YHR124W	1.290	1.231
YHR125W	1.430	1.178
YHR126C	1.217	1.114
YHR127W	1.160	0.655
YHR129C	0.849	1.078
YHR130C	1.121	0.861
YHR131C	1.043	0.274
YHR132C	1.268	0.905
YHR132W-A	1.405	0.440
YHR133C	1.243	1.481
YHR134W	0.797	0.847
YHR135C	0.913	0.652
YHR136C	1.113	1.463
YHR137W	1.280	1.367
YHR138C	1.122	1.102
YHR139C	1.109	1.056
YHR139C-A	1.241	1.922
YHR140W	0.882	1.737
YHR141C	1.403	1.178
YHR142W	0.990	0.796
YHR143W	0.974	0.999
YHR146W	1.245	1.266
YHR147C	0.895	0.934
YHR149C	1.101	1.229
YHR150W	1.107	0.565
YHR151C	0.561	0.736
YHR152W	0.964	0.754
YHR153C	0.963	1.176
YHR154W	0.250	0.110
YHR155W	0.599	0.931
YHR156C	0.816	0.934
YHR157W	0.890	0.732
YHR158C	1.072	1.383
YHR159W	0.962	0.735
YHR160C	1.071	0.783
YHR161C	1.124	0.412
YHR162W	0.458	1.546
YHR163W	0.851	0.827
YHR167W	0.844	1.417
YHR168W	0.321	1.173
YHR171W	1.294	0.569
YHR175W-A	0.493	1.169
YHR176W	0.912	0.763
YHR177W	0.673	0.900
YHR178W	0.455	0.343
YHR179W	0.539	0.609
YHR180W	1.014	0.537
YHR181W	0.891	2.143
YHR182W	1.023	0.757
YHR183W	0.614	1.198
YHR184W	0.856	0.592
YHR185C	1.217	0.552
YHR187W	1.631	1.349
YHR189W	0.525	0.995
YHR191C	0.561	0.694
YHR192W	1.257	1.204
YHR193C	0.893	1.860
YHR194W	1.451	0.231
YHR195W	1.153	0.836
YHR198C	1.084	0.718
YHR199C	1.032	0.977
YHR200W	0.621	1.067
YHR202W	0.601	0.717
YHR203C	0.594	1.581
YHR204W	0.739	1.352
YHR205W	2.225	3.401
YHR206W	1.080	0.547
YHR207C	1.010	1.596
YHR209W	0.831	0.672
YHR210C	0.945	0.762
YIL001W	1.186	1.228
YIL002C	1.126	0.455
YIL002W-A	0.500	1.369
YIL005W	1.172	0.866
YIL006W	1.176	1.848
YIL007C	1.123	1.893
YIL008W	0.566	2.268
YIL009C-A	1.207	2.100
YIL009W	0.961	1.759
YIL010W	1.031	1.723
YIL011W	1.242	0.917
YIL012W	1.132	0.597
YIL013C	1.219	1.204
YIL014W	1.137	0.663
YIL015C-A	1.148	2.020
YIL015W	1.041	1.293
YIL016W	1.077	1.467
YIL017C	1.071	1.203
YIL018W	0.932	1.891
YIL020C	0.932	0.990
YIL023C	1.070	1.164
YIL024C	1.128	0.737
YIL025C	1.025	0.454
YIL027C	0.895	0.477
YIL028W	1.043	0.483
YIL029C	1.206	1.693
YIL030C	1.069	1.227
YIL032C	0.994	0.554
YIL034C	0.958	0.411
YIL035C	1.232	0.739
YIL036W	0.640	0.291
YIL037C	0.767	0.536
YIL038C	0.634	2.465
YIL039W	0.582	0.637
YIL040W	1.154	0.627
YIL042C	1.034	1.930
YIL043C	0.723	0.305
YIL044C	1.055	0.382
YIL045W	1.113	0.437
YIL046W-A	0.000	0.000
YIL047C	0.662	1.382
YIL049W	1.094	0.889
YIL050W	1.010	0.956
YIL052C	0.793	2.203
YIL053W	1.135	1.111
YIL054W	0.435	1.273
YIL055C	0.378	0.934
YIL056W	0.516	1.409
YIL057C	1.218	0.600
YIL058W	1.194	1.614
YIL059C	0.967	2.099
YIL060W	0.594	1.430
YIL064W	1.099	1.158
YIL065C	1.070	1.068
YIL066C	0.509	1.343
YIL067C	0.383	1.106
YIL069C	0.433	1.086
YIL070C	0.644	1.447
YIL071C	0.858	1.922
YIL072W	1.100	1.326
YIL073C	1.203	1.745
YIL074C	0.565	1.854
YIL076W	1.095	1.463
YIL077C	1.150	1.517
YIL079C	0.947	0.868
YIL084C	0.887	0.722
YIL085C	0.897	1.965
YIL086C	1.150	1.394
YIL087C	1.101	1.422
YIL088C	1.071	0.746
YIL089W	0.903	1.924
YIL090W	1.964	1.028
YIL093C	1.417	2.054
YIL094C	1.011	1.932
YIL095W	1.043	1.032
YIL096C	0.971	0.926
YIL097W	0.864	0.421
YIL098C	1.186	2.004
YIL099W	0.618	0.400
YIL100W	1.031	1.228
YIL101C	1.046	1.464
YIL102C	1.047	1.354
YIL103W	1.058	1.903
YIL105C	1.006	0.979
YIL107C	1.073	1.480
YIL108W	0.868	1.598
YIL110W	1.214	2.367
YIL111W	1.055	1.280
YIL112W	0.816	0.931
YIL113W	1.040	1.277
YIL114C	0.917	1.070
YIL116W	0.824	1.000
YIL117C	0.985	0.753
YIL119C	1.081	1.776
YIL120W	1.006	1.713
YIL121W	1.099	2.092
YIL122W	1.007	1.286
YIL123W	1.068	1.486
YIL124W	0.785	0.476
YIL125W	0.787	0.502
YIL127C	0.676	1.490
YIL128W	0.865	1.055
YIL130W	0.953	0.941
YIL131C	1.052	1.757
YIL132C	0.814	1.500
YIL133C	1.079	2.105
YIL134C-A	0.904	1.538
YIL134W	1.000	0.725
YIL135C	0.918	0.413
YIL136W	0.681	0.433
YIL137C	0.951	0.640
YIL138C	0.832	0.637
YIL139C	1.068	0.993
YIL140W	0.821	0.810
YIL141W	0.839	0.844
YIL145C	0.976	1.376
YIL146C	1.080	1.351
YIL148W	0.353	0.046
YIL149C	1.010	0.925
YIL152W	0.752	0.610
YIL153W	0.526	0.842
YIL154C	0.533	0.352
YIL155C	0.612	1.566
YIL156W	0.978	1.023
YIL157C	0.693	1.294
YIL158W	1.046	1.377
YIL159W	1.018	1.144
YIL160C	0.891	0.587
YIL161W	0.956	0.715
YIL162W	0.946	0.737
YIL163C	0.882	0.612
YIL164C	0.840	1.134
YIL165C	0.875	1.126
YIL166C	0.789	1.644
YIL167W	0.886	1.652
YIL168W	0.776	1.648
YIL170W	0.993	1.180
YIL173W	1.057	1.085
YIR001C	0.987	1.461
YIR002C	0.964	1.428
YIR003W	0.592	1.181
YIR004W	0.851	1.303
YIR005W	0.901	1.383
YIR007W	1.029	1.239
YIR009W	0.945	1.377
YIR013C	1.019	1.232
YIR014W	1.056	1.767
YIR016W	1.018	1.656
YIR017C	1.195	2.184
YIR018C-A	1.109	1.000
YIR018W	1.138	2.332
YIR019C	1.209	1.826
YIR020C	1.238	1.878
YIR020W-B	1.210	1.639
YIR021W	1.157	0.767
YIR021W-A	1.160	1.054
YIR023W	0.857	0.496
YIR024C	1.190	1.377
YIR025W	1.178	1.686
YIR026C	1.415	4.284
YIR027C	1.177	1.625
YIR028W	1.149	2.130
YIR029W	1.126	2.185
YIR030C	1.089	0.802
YIR031C	1.222	1.446
YIR032C	1.036	0.118
YIR033W	1.252	1.114
YIR034C	1.219	1.781
YIR035C	1.182	0.949
YIR036C	1.216	1.674
YIR037W	1.148	0.601
YIR038C	1.152	1.669
YIR039C	1.205	2.152
YIR042C	1.188	2.104
YIR043C	1.071	0.427
YIR044C	1.189	0.646
YJL003W	0.098	0.154
YJL004C	0.163	0.663
YJL006C	1.090	1.969
YJL012C-A	2.585	1.897
YJL013C	1.006	1.447
YJL017W	1.171	1.585
YJL021C	0.985	1.772
YJL022W	0.743	1.853
YJL023C	0.678	1.372
YJL024C	0.989	1.823
YJL027C	0.925	1.848
YJL028W	0.918	1.831
YJL029C	1.388	1.287
YJL030W	0.958	0.285
YJL036W	1.204	1.391
YJL037W	1.107	0.927
YJL038C	0.984	0.751
YJL042W	1.497	0.277
YJL043W	1.252	1.524
YJL044C	1.143	1.129
YJL045W	1.145	1.245
YJL046W	1.076	1.222
YJL047C	0.482	0.495
YJL047C-A	1.188	1.006
YJL048C	1.081	1.459
YJL049W	0.971	1.139
YJL051W	0.940	0.875
YJL052W	1.029	1.790
YJL053W	0.470	0.901
YJL055W	1.193	0.785
YJL056C	0.955	0.622
YJL057C	1.229	1.091
YJL058C	0.896	0.787
YJL060W	1.023	1.519
YJL062W	0.208	0.088
YJL062W-A	1.568	1.660
YJL063C	1.014	1.483
YJL064W	0.644	0.843
YJL065C	0.695	1.041
YJL066C	1.092	1.283
YJL067W	1.240	1.079
YJL068C	0.834	1.143
YJL070C	0.607	0.581
YJL071W	0.902	1.256
YJL073W	0.598	0.273
YJL075C	1.490	2.357
YJL077C	0.857	1.567
YJL077W-B	1.179	1.016
YJL078C	0.360	0.377
YJL079C	1.265	1.030
YJL080C	0.475	0.349
YJL082W	1.035	0.986
YJL083W	1.037	1.222
YJL084C	1.133	1.391
YJL089W	0.611	1.230
YJL092W	0.395	0.188
YJL093C	1.052	0.807
YJL094C	0.624	0.852
YJL095W	0.980	0.389
YJL096W	1.090	1.565
YJL098W	0.871	1.178
YJL099W	0.598	0.697
YJL100W	0.814	1.437
YJL101C	0.732	0.578
YJL102W	0.816	0.913
YJL103C	0.774	0.764
YJL105W	1.078	1.516
YJL106W	0.959	0.798
YJL107C	1.039	1.079
YJL108C	1.118	1.181
YJL110C	1.176	1.302
YJL112W	1.114	1.043
YJL115W	0.214	0.134
YJL116C	1.175	1.732
YJL117W	1.029	0.478
YJL118W	1.188	1.024
YJL119C	1.218	1.349
YJL120W	0.365	0.032
YJL121C	0.668	0.053
YJL122W	1.132	0.900
YJL123C	0.951	0.709
YJL124C	1.284	1.579
YJL126W	1.089	1.206
YJL127C	1.265	1.339
YJL127C-B	0.744	0.928
YJL128C	0.000	0.004
YJL129C	3.071	14.376
YJL130C	0.793	0.882
YJL131C	0.802	0.775
YJL133W	0.775	1.008
YJL134W	0.837	1.062
YJL135W	0.774	1.009
YJL136C	0.726	2.761
YJL136W-A	0.542	1.063
YJL137C	0.354	1.626
YJL138C	0.441	0.407
YJL139C	0.422	1.022
YJL140W	1.229	5.092
YJL141C	0.444	0.726
YJL142C	0.772	1.208
YJL144W	0.786	1.383
YJL145W	0.935	1.714
YJL146W	0.909	1.512
YJL147C	0.799	1.032
YJL148W	0.631	0.987
YJL149W	0.644	0.832
YJL150W	0.707	0.752
YJL151C	0.307	0.397
YJL152W	0.849	1.074
YJL153C	0.796	1.228
YJL154C	0.609	0.905
YJL155C	0.374	0.296
YJL157C	0.527	0.754
YJL158C	0.550	0.887
YJL159W	0.562	0.637
YJL161W	1.135	1.075
YJL162C	0.764	1.164
YJL163C	1.007	1.217
YJL164C	0.835	1.159
YJL165C	1.139	1.610
YJL166W	0.100	0.130
YJL168C	0.535	0.819
YJL169W	0.705	1.276
YJL170C	0.709	0.893
YJL171C	0.773	1.085
YJL172W	1.048	1.696
YJL175W	0.307	0.496
YJL176C	0.123	0.240
YJL177W	0.457	1.624
YJL178C	0.500	0.658
YJL179W	0.011	0.007
YJL180C	0.208	0.284
YJL181W	0.700	0.923
YJL182C	0.690	0.958
YJL183W	0.211	0.425
YJL184W	0.614	-1.198
YJL185C	0.496	0.542
YJL186W	0.559	0.764
YJL187C	0.546	0.686
YJL188C	1.040	1.474
YJL189W	0.834	5.733
YJL190C	0.751	0.869
YJL191W	0.501	0.614
YJL192C	0.393	0.365
YJL193W	0.391	0.535
YJL196C	1.169	0.426
YJL197W	0.616	0.651
YJL198W	0.645	0.572
YJL199C	0.741	0.726
YJL200C	1.002	0.631
YJL201W	0.338	0.337
YJL204C	0.463	0.847
YJL206C	0.498	1.118
YJL206C-A	0.795	0.985
YJL207C	0.834	1.271
YJL208C	0.783	1.021
YJL209W	0.238	0.244
YJL210W	0.743	0.894
YJL211C	0.773	0.988
YJL212C	0.841	0.988
YJL213W	0.669	1.232
YJL214W	0.700	0.969
YJL215C	0.877	1.272
YJL216C	0.680	1.021
YJL217W	0.648	0.950
YJL218W	0.820	1.132
YJR001W	1.134	1.825
YJR003C	1.039	0.294
YJR004C	0.879	2.052
YJR005W	0.955	2.253
YJR008W	1.020	2.141
YJR009C	0.988	1.805
YJR010C-A	0.989	1.764
YJR010W	0.939	1.597
YJR011C	0.971	1.974
YJR014W	0.972	2.002
YJR015W	0.944	1.685
YJR018W	0.645	1.466
YJR019C	1.151	2.024
YJR020W	1.042	1.884
YJR021C	1.041	1.774
YJR024C	1.038	1.929
YJR025C	1.109	2.038
YJR026W	1.028	2.131
YJR030C	1.053	2.106
YJR031C	1.178	2.096
YJR032W	1.454	2.478
YJR033C	0.546	2.077
YJR034W	0.650	0.775
YJR035W	1.075	1.779
YJR036C	1.018	1.837
YJR037W	1.014	1.934
YJR038C	1.005	1.985
YJR039W	0.891	1.787
YJR040W	0.464	1.686
YJR043C	0.874	1.670
YJR044C	1.072	2.105
YJR047C	1.051	2.074
YJR048W	1.019	1.948
YJR049C	0.735	2.345
YJR050W	0.881	2.100
YJR051W	1.067	2.051
YJR052W	1.093	2.167
YJR053W	1.020	1.966
YJR054W	0.410	0.809
YJR055W	0.817	1.521
YJR056C	1.116	2.183
YJR058C	1.069	2.056
YJR059W	1.124	1.992
YJR060W	0.569	1.059
YJR061W	1.071	2.041
YJR062C	1.101	2.186
YJR063W	1.023	1.694
YJR066W	1.196	2.227
YJR069C	0.929	1.059
YJR070C	0.990	0.772
YJR073C	0.335	0.228
YJR074W	0.769	0.013
YJR075W	0.948	0.546
YJR077C	1.105	0.140
YJR078W	1.028	0.966
YJR079W	1.057	0.760
YJR080C	1.134	0.808
YJR082C	1.037	0.837
YJR083C	0.598	0.160
YJR084W	0.973	0.743
YJR085C	1.217	2.515
YJR087W	1.155	1.017
YJR088C	1.055	0.991
YJR090C	3.208	1.065
YJR091C	0.840	0.648
YJR092W	0.979	0.817
YJR094C	0.998	0.877
YJR094W-A	0.937	0.472
YJR095W	1.162	0.093
YJR096W	1.111	0.021
YJR097W	1.150	0.240
YJR098C	1.062	0.605
YJR099W	0.901	0.476
YJR100C	1.109	0.553
YJR101W	1.801	3.873
YJR102C	1.040	1.491
YJR103W	1.056	0.397
YJR104C	0.205	0.000
YJR105W	0.916	2.437
YJR106W	0.917	1.058
YJR107W	0.692	1.041
YJR108W	0.848	0.726
YJR109C	0.941	1.598
YJR110W	1.306	1.106
YJR111C	2.274	0.320
YJR112W-A	1.311	1.771
YJR113C	1.083	0.249
YJR114W	1.553	2.864
YJR115W	1.106	0.734
YJR116W	1.164	0.270
YJR117W	1.214	0.283
YJR118C	1.043	0.045
YJR119C	1.047	0.964
YJR120W	1.044	0.516
YJR121W	1.008	1.221
YJR122W	0.921	1.198
YJR124C	0.925	1.362
YJR125C	0.956	1.503
YJR126C	1.049	1.089
YJR127C	1.055	0.475
YJR128W	0.856	0.395
YJR129C	0.325	0.178
YJR130C	0.510	0.461
YJR131W	1.140	0.377
YJR133W	1.136	0.318
YJR134C	1.150	0.262
YJR135C	0.969	0.355
YJR137C	0.858	0.695
YJR139C	0.614	0.163
YJR140C	1.022	0.619
YJR142W	0.881	0.063
YJR143C	2.235	1.105
YJR144W	0.454	0.305
YJR145C	0.904	1.426
YJR146W	1.178	0.846
YJR147W	1.040	0.584
YJR148W	0.975	1.700
YJR149W	0.622	0.603
YJR150C	1.010	1.563
YJR151C	1.296	0.727
YJR151W-A	1.145	1.671
YJR152W	0.975	0.384
YJR153W	1.083	1.441
YJR154W	0.798	0.689
YKL001C	0.907	0.510
YKL003C	0.546	0.489
YKL005C	1.136	0.237
YKL006W	1.041	1.522
YKL007W	0.962	1.063
YKL008C	1.116	1.532
YKL009W	1.861	2.106
YKL010C	1.406	1.426
YKL011C	1.429	1.966
YKL015W	1.052	1.071
YKL016C	0.974	1.983
YKL017C	1.224	1.509
YKL018C-A	1.144	1.225
YKL020C	1.232	1.127
YKL023W	0.924	0.253
YKL025C	0.985	0.346
YKL026C	1.073	0.635
YKL027W	1.117	0.951
YKL029C	1.127	0.739
YKL030W	1.109	0.175
YKL031W	1.144	0.722
YKL032C	1.086	1.217
YKL034W	1.138	0.956
YKL037W	0.390	0.094
YKL038W	1.072	0.695
YKL039W	0.800	0.580
YKL040C	1.059	1.697
YKL041W	0.965	1.093
YKL043W	1.234	1.210
YKL044W	1.408	0.875
YKL046C	0.877	1.841
YKL047W	1.429	0.957
YKL048C	0.813	0.506
YKL050C	1.010	0.768
YKL051W	0.892	0.732
YKL053C-A	0.798	0.674
YKL053W	0.932	0.427
YKL054C	0.320	0.208
YKL055C	1.107	1.127
YKL056C	1.051	0.990
YKL057C	0.904	1.165
YKL061W	1.040	0.759
YKL062W	1.039	1.370
YKL063C	1.175	1.478
YKL064W	1.131	1.597
YKL066W	0.981	1.193
YKL067W	1.009	1.599
YKL068W	0.984	1.797
YKL068W-A	1.132	1.607
YKL069W	1.056	0.868
YKL070W	1.292	1.767
YKL071W	1.141	1.216
YKL072W	0.797	0.500
YKL073W	0.392	0.126
YKL074C	0.967	1.022
YKL075C	0.846	1.101
YKL076C	0.631	0.457
YKL077W	0.722	1.137
YKL079W	0.606	0.750
YKL080W	1.229	1.198
YKL081W	0.791	1.353
YKL084W	0.944	0.745
YKL085W	0.956	0.682
YKL086W	0.910	0.704
YKL087C	0.904	0.882
YKL090W	0.737	0.952
YKL091C	0.962	0.929
YKL092C	1.097	1.493
YKL093W	1.280	1.287
YKL096C-B	1.157	1.296
YKL096W	1.094	0.818
YKL096W-A	0.503	1.109
YKL097C	1.043	0.741
YKL098W	0.996	0.670
YKL100C	1.015	1.011
YKL101W	0.864	0.888
YKL102C	1.001	1.263
YKL103C	1.103	0.980
YKL105C	1.133	1.570
YKL106C-A	1.021	1.551
YKL106W	1.080	0.879
YKL107W	1.125	1.570
YKL109W	1.065	1.289
YKL110C	0.872	1.396
YKL113C	0.221	0.485
YKL114C	0.323	0.365
YKL115C	0.379	0.672
YKL116C	0.801	0.337
YKL117W	1.067	1.057
YKL118W	0.683	0.745
YKL119C	0.614	1.255
YKL120W	0.973	1.152
YKL121W	1.025	0.868
YKL123W	1.002	1.412
YKL124W	0.989	1.599
YKL126W	0.577	1.097
YKL127W	0.917	0.793
YKL128C	1.020	1.292
YKL129C	1.058	1.512
YKL130C	1.151	1.296
YKL131W	0.853	0.835
YKL132C	0.830	0.649
YKL133C	0.844	0.557
YKL134C	0.983	1.438
YKL135C	0.970	1.012
YKL136W	1.015	1.173
YKL138C	0.628	0.639
YKL139W	0.473	2.027
YKL140W	0.479	0.395
YKL142W	0.784	0.599
YKL143W	0.900	0.611
YKL146W	0.804	0.624
YKL147C	0.968	1.065
YKL148C	0.999	0.799
YKL149C	1.034	1.662
YKL150W	0.543	0.619
YKL151C	0.578	0.546
YKL155C	0.833	0.578
YKL156W	0.952	1.067
YKL158W	0.918	0.937
YKL159C	0.917	1.124
YKL160W	1.188	1.763
YKL161C	0.983	0.829
YKL162C	0.510	0.755
YKL162C-A	1.198	1.199
YKL163W	0.480	0.605
YKL164C	0.566	0.520
YKL166C	0.947	0.975
YKL167C	0.962	0.707
YKL168C	1.179	0.294
YKL169C	0.930	1.198
YKL170W	1.229	1.170
YKL171W	1.309	0.797
YKL174C	0.559	0.578
YKL175W	0.504	0.484
YKL176C	0.045	0.007
YKL179C	1.197	1.070
YKL183W	1.281	1.293
YKL184W	1.157	1.086
YKL185W	1.150	0.643
YKL187C	0.908	0.719
YKL188C	0.742	0.737
YKL190W	1.054	1.125
YKL191W	1.164	2.006
YKL197C	1.116	1.569
YKL199C	1.202	1.760
YKL200C	1.083	1.563
YKL202W	0.773	0.741
YKL204W	0.454	0.263
YKL205W	1.155	1.775
YKL206C	1.161	1.624
YKL207W	1.120	1.543
YKL208W	0.984	0.640
YKL211C	1.250	1.452
YKL212W	0.339	0.078
YKL213C	0.716	0.238
YKL214C	1.255	1.566
YKL215C	0.493	0.899
YKL216W	1.049	1.816
YKL217W	1.052	1.699
YKL218C	1.166	1.735
YKL220C	0.518	0.837
YKL221W	1.104	1.703
YKL222C	1.094	1.752
YKR001C	1.057	1.867
YKR003W	1.363	1.376
YKR004C-A	0.181	0.101
YKR005C	1.127	1.141
YKR006C	0.627	1.407
YKR007W	0.797	0.091
YKR009C	1.101	1.624
YKR010C	0.527	0.489
YKR011C	1.256	1.630
YKR012C	1.105	1.761
YKR013W	1.195	1.680
YKR014C	1.275	1.892
YKR015C	1.145	1.747
YKR016W	1.072	1.608
YKR017C	1.312	1.759
YKR018C	1.121	1.612
YKR019C	0.386	0.420
YKR020W	1.135	1.818
YKR021W	1.179	1.781
YKR023W	0.355	0.452
YKR024C	1.012	2.396
YKR026C	1.103	1.642
YKR027W	0.355	1.311
YKR028W	0.943	0.783
YKR029C	0.585	0.339
YKR030W	1.186	1.912
YKR031C	1.166	1.247
YKR032W	1.134	1.687
YKR033C	1.155	1.664
YKR034W	0.909	0.463
YKR035C	1.145	2.036
YKR035W-A	1.242	1.213
YKR036C	0.811	0.498
YKR039W	0.870	0.856
YKR040C	0.492	0.656
YKR041W	0.836	0.740
YKR042W	1.237	2.313
YKR043C	1.164	1.871
YKR044W	1.170	1.849
YKR045C	1.186	1.834
YKR046C	0.417	0.761
YKR047W	1.162	1.911
YKR048C	1.149	1.932
YKR049C	1.189	1.663
YKR050W	1.167	1.651
YKR051W	1.186	1.893
YKR052C	1.194	1.787
YKR053C	0.368	0.498
YKR055W	1.126	1.515
YKR056W	1.103	1.044
YKR057W	1.236	2.035
YKR058W	1.144	1.778
YKR059W	1.151	1.683
YKR060W	1.165	1.861
YKR061W	1.202	1.640
YKR064W	1.175	1.879
YKR065C	1.223	1.536
YKR066C	1.213	1.246
YKR067W	1.221	1.550
YKR069W	1.208	1.287
YKR070W	1.223	2.055
YKR072C	1.219	2.385
YKR073C	1.242	2.047
YKR074W	1.169	0.713
YKR075C	1.225	1.874
YKR076W	1.178	0.911
YKR077W	1.233	1.743
YKR078W	1.220	1.123
YKR080W	1.178	1.598
YKR082W	1.262	1.343
YKR084C	0.791	1.284
YKR085C	1.847	0.381
YKR087C	1.207	1.968
YKR088C	1.195	2.047
YKR089C	1.234	2.107
YKR090W	1.390	2.372
YKR092C	1.350	2.672
YKR093W	1.332	2.628
YKR094C	1.272	0.640
YKR095W	1.420	0.722
YKR096W	1.068	1.050
YKR097W	1.129	1.895
YKR098C	1.152	1.757
YKR099C-A	1.104	0.423
YKR099W	1.143	2.029
YKR100C	1.229	1.780
YKR101W	1.183	1.818
YKR102W	0.962	0.585
YKR103W	1.211	2.136
YKR104W	1.256	2.270
YKR105C	1.328	2.355
YKR106W	0.942	0.436
YLL001W	0.872	1.224
YLL002W	0.436	0.634
YLL005C	1.110	1.364
YLL006W	0.805	1.033
YLL006W-A	1.151	0.991
YLL007C	1.397	0.916
YLL009C	0.654	0.517
YLL010C	1.048	1.573
YLL012W	1.033	1.262
YLL013C	1.035	1.677
YLL014W	0.956	1.423
YLL015W	1.033	1.269
YLL016W	0.781	2.061
YLL017W	1.030	1.292
YLL018C-A	1.543	1.912
YLL019C	1.138	1.795
YLL020C	0.971	1.092
YLL021W	1.715	3.127
YLL023C	1.011	1.238
YLL024C	1.124	1.745
YLL025W	0.977	1.315
YLL026W	1.071	1.442
YLL027W	NaN	NaN
YLL028W	1.042	1.151
YLL029W	0.686	0.596
YLL030C	0.423	1.605
YLL032C	0.823	0.379
YLL033W	1.423	2.276
YLL038C	0.755	1.172
YLL039C	0.627	1.567
YLL040C	0.352	0.254
YLL041C	0.673	1.469
YLL042C	1.042	1.708
YLL043W	1.443	2.868
YLL044W	0.476	1.930
YLL045C	0.924	3.383
YLL046C	0.929	0.873
YLL047W	1.001	0.716
YLL048C	0.594	1.789
YLL049W	0.426	0.680
YLL051C	0.586	1.136
YLL052C	0.781	1.193
YLL053C	1.024	1.300
YLL054C	1.175	1.618
YLL055W	1.127	1.834
YLL056C	1.598	1.237
YLL057C	1.102	0.904
YLL058W	1.043	1.216
YLL059C	0.699	1.532
YLL060C	1.189	0.680
YLL061W	0.830	0.867
YLL062C	0.644	0.668
YLL063C	0.583	1.032
YLR001C	1.926	1.252
YLR003C	1.194	0.712
YLR004C	1.084	1.153
YLR006C	0.076	0.011
YLR011W	1.225	1.111
YLR012C	1.160	0.974
YLR013W	1.275	0.929
YLR014C	1.246	0.819
YLR015W	1.581	0.494
YLR016C	1.009	0.632
YLR017W	1.061	0.613
YLR018C	1.064	1.262
YLR019W	0.935	0.826
YLR020C	0.711	0.891
YLR021W	0.778	0.436
YLR023C	1.113	0.985
YLR024C	1.081	1.436
YLR025W	1.559	1.582
YLR030W	0.576	1.553
YLR031W	0.340	1.588
YLR032W	0.492	1.978
YLR034C	0.799	1.972
YLR035C	0.882	1.062
YLR036C	0.775	1.393
YLR037C	0.373	1.353
YLR038C	0.327	1.008
YLR039C	0.474	1.089
YLR040C	0.708	1.138
YLR041W	0.799	1.362
YLR042C	1.045	1.172
YLR043C	1.009	1.575
YLR044C	0.880	1.342
YLR046C	0.575	0.925
YLR047C	0.806	1.032
YLR048W	1.548	4.528
YLR049C	0.931	1.435
YLR050C	0.273	1.079
YLR052W	0.205	0.789
YLR053C	0.802	1.257
YLR055C	0.439	0.922
YLR056W	1.092	0.799
YLR057W	0.608	1.381
YLR058C	0.988	1.215
YLR059C	1.208	1.013
YLR061W	1.524	6.789
YLR062C	0.905	3.909
YLR063W	0.639	1.921
YLR064W	0.792	1.824
YLR065C	0.828	1.440
YLR067C	0.493	0.491
YLR068W	0.891	2.396
YLR069C	0.715	2.091
YLR070C	0.919	0.991
YLR072W	1.356	1.669
YLR073C	1.282	1.633
YLR074C	0.775	6.104
YLR077W	0.935	1.608
YLR079W	0.802	0.758
YLR080W	0.763	1.547
