ORF	Pho5 phosphatase activity;phosphate starvation
YIL012W	84.519
YIL013C	146.859
YIL014W	72.399
YIL015W	89.533
YIL016W	148.853
YIL017C	141.514
YIL020C	87.337
YIL023C	74.853
YIL024C	137.357
YIL025C	116.085
YIL027C	123.453
YIL028W	153.984
YIL029C	141.183
YIL032C	72.439
YIL034C	72.533
YIL035C	52.098
YIL036W	69.243
YIL037C	61.821
YIL039W	92.638
YIL040W	116.195
YIL041W	130.315
YIL043C	138.661
YIL044C	166.701
YIL045W	102.133
YIL049W	121.511
YIL050W	110.173
YIL053W	113.885
YIL057C	76.515
YIL064W	114.164
YIL065C	121.724
YIL072W	76.021
YIL073C	122.420
YIL076W	90.146
YIL077C	159.519
YIL079C	100.121
YIL084C	144.518
YIL086C	81.057
YIL087C	83.318
YIL088C	81.010
YIL090W	44.606
YIL093C	76.328
YIL095W	64.221
YIL096C	64.606
YIL097W	82.193
YIL006W	195.583
YIL007C	170.692
YIL008W	106.250
YIL009W	104.554
YIL010W	88.667
YIL015C-A	96.843
YIL038C	128.855
YIL042C	118.269
YIL047C	75.903
YIL052C	104.664
YIL054W	74.698
YIL055C	95.261
YIL059C	105.900
YIL060W	128.625
YIL067C	101.639
YIL069C	73.677
YIL070C	90.998
YIL071C	76.314
YIL074C	70.353
YIL089W	78.718
YIL092W	98.248
YFL006W	71.508
YFL011W	63.475
YFL015C	150.813
YFL020C	108.788
YFL021W	94.021
YFL023W	159.035
YFL025C	94.467
YFL026W	72.998
YFL027C	72.296
YFL028C	66.160
YFL030W	63.922
YFL031W	72.591
YFL032W	74.541
YFL034W	79.704
YFL035C-B	126.928
YFL036W	131.929
YFL040W	109.907
YFL041W	86.639
YFL043C	85.900
YFL044C	69.009
YFL046W	76.182
YFL047W	67.804
YFL048C	81.328
YFL049W	87.232
YFL050C	86.671
YFL051C	77.335
YFL052W	112.434
YFL053W	121.606
YFL054C	86.753
YFL055W	96.978
YFL056C	97.879
YFR001W	86.977
YFR006W	62.657
YFR007W	62.891
YFR008W	68.273
YFR009W	91.709
YFR010W	81.009
YFR012W	72.840
YFR014C	144.149
YFR015C	137.126
YFR016C	112.003
YFR017C	101.408
YFR018C	78.708
YFR020W	72.875
YFR021W	65.486
YFR022W	57.003
YFR023W	87.293
YFR024C-A	75.455
YFR026C	68.396
YFR031C-A	47.501
YGR256W	126.826
YGR259C	143.629
YGR260W	135.228
YGR261C	108.599
YGR263C	77.679
YGR266W	66.455
YGR268C	110.232
YGR269W	68.417
YGR270W	54.398
YGR275W	79.227
YGR279C	87.342
YGR281W	135.979
YGR282C	155.950
YGR283C	119.993
YGR284C	56.132
YGR285C	110.774
YGR286C	110.371
YGR287C	109.528
YGR288W	86.293
YGR290W	98.407
YHR021W-A	80.575
YHR039C-B	96.278
YHR079C-B	87.247
YIL009C-A	132.240
YIR017C	152.571
YIR018W	124.548
YIR019C	104.818
YIR020C	100.190
YIR020W-B	87.637
YIR021W	104.435
YIR024C	110.078
YIR025W	107.767
YIR026C	85.079
YIR027C	86.907
YIR028W	93.871
YIR029W	118.132
YIR031C	134.763
YIR033W	132.136
YIR034C	116.469
YIR035C	112.738
YIR036C	83.023
YIR037W	119.114
YIR038C	90.396
YIR039C	76.607
YIR042C	105.575
YKL033W-A	93.730
YKL162C-A	158.289
YKR035W-A	72.034
YKR066C	109.968
YKR067W	106.163
YKR069W	69.002
YKR070W	84.119
YKR072C	89.800
YKR073C	95.549
YKR074W	67.003
YKR075C	81.291
YKR076W	84.544
YKR077W	104.138
YKR078W	121.776
YKR080W	113.203
YKR082W	120.258
YKR084C	73.910
YMR062C	133.855
YMR063W	128.308
YMR065W	98.823
YMR067C	101.392
YMR068W	82.331
YMR069W	71.343
YMR070W	106.274
YMR071C	154.977
YMR072W	124.064
YMR073C	137.769
YMR075C-A	103.185
YMR075W	111.957
YMR077C	53.017
YMR078C	147.281
YMR080C	83.351
YMR081C	72.354
YMR082C	117.841
YMR083W	102.905
YMR084W	80.042
YMR085W	80.042
YMR086C-A	142.679
YMR086W	123.169
YMR087W	103.361
YMR088C	116.902
YMR089C	99.696
YMR090W	112.162
YMR091C	181.380
YMR092C	214.976
YNR070W	116.776
YNR071C	96.331
YNR072W	91.011
YNR073C	117.119
YNR074C	128.534
YNR075W	277.375
YOL013W-A	154.618
YOL086C	NaN
YOL087C	165.838
YOL088C	192.276
YOL089C	87.384
YOL090W	162.264
YOL091W	186.491
YOL092W	83.886
YOL093W	114.176
YOL095C	138.815
YOL096C	108.284
YOL098C	133.858
YOL099C	94.353
YOL100W	105.454
YOL101C	202.240
YOL103W	97.058
YOL104C	98.140
YOL105C	105.916
YOL106W	172.377
YOL107W	77.862
YOL108C	19.502
YOL109W	189.343
YOL110W	196.170
YOL111C	127.171
YOL112W	89.887
YOL113W	124.501
YOL114C	99.017
YOL115W	100.024
YOL116W	85.956
YOL117W	100.171
YOL118C	102.094
YOL119C	98.509
YOL121C	52.552
YOL122C	95.741
YOL124C	104.154
YOL126C	100.499
YOL128C	99.677
YOL129W	97.848
YOL131W	88.512
YOL132W	95.615
YOL136C	87.595
YOL137W	78.112
YOL138C	81.414
YBR232C	50.794
YDR424C	112.538
YEL011W	148.242
YER064C	137.825
YER077C	94.553
YER078C	91.831
YER088C	152.685
YER090W	85.469
YER091C	116.539
YER092W	103.805
YER093C-A	77.643
YER095W	72.823
YER096W	60.906
YER097W	130.272
YER098W	98.450
YGR134W	87.197
YGR210C	112.127
YHL024W	139.301
YHL025W	22.537
YHR016C	82.267
YHR017W	78.030
YHR032W	71.769
YHR045W	69.945
YHR064C	124.525
YHR140W	80.831
YHR162W	104.411
YHR168W	102.829
YHR181W	98.537
YHR191C	115.326
YHR193C	83.941
YLL030C	86.399
YLL044W	79.878
YLL048C	71.192
YLL049W	57.107
YLL059C	69.232
YLR030W	61.518
YLR031W	73.046
YLR032W	135.160
YLR034C	100.529
YLR035C	99.851
YLR036C	96.193
YLR037C	89.675
YLR038C	90.031
YLR039C	81.362
YLR040C	62.419
YLR041W	75.226
YLR050C	59.873
YLR052W	107.465
YMR142C	152.802
YMR158W	118.686
YMR171C	115.110
YMR181C	87.545
YMR209C	95.042
YMR271C	80.952
YMR279C	81.139
YMR306W	77.073
YMR311C	60.148
YMR312W	134.818
YMR313C	65.798
YMR315W	87.915
YMR316C-A	116.222
YMR316C-B	93.249
YMR316W	82.129
YMR317W	90.327
YMR318C	83.601
YMR319C	74.356
YMR320W	77.569
YNL250W	69.930
YNL252C	75.048
YNL279W	64.133
YNL300W	67.746
YNL316C	70.931
YOL016C	120.303
YOR096W	81.656
YOR306C	156.679
YOR317W	99.803
YPL132W	91.315
YPL134C	87.079
YML070W	81.119
YML071C	82.881
YML074C	74.064
YML090W	81.196
YML094W	214.622
YML095C	76.928
YML095C-A	91.029
YML096W	132.678
YML097C	95.685
YML099C	81.933
YML100W	87.679
YML100W-A	81.539
YML101C	80.159
YML102C-A	75.820
YML102W	74.780
YML103C	57.509
YML104C	70.558
YML106W	133.965
YML107C	117.784
YML108W	90.439
YML109W	98.710
YML113W	98.405
YML116W	80.224
YML117W	68.829
YML117W-A	67.871
YML118W	90.702
YML119W	93.873
YML120C	75.629
YML121W	91.964
YML122C	107.541
YML123C	100.737
YML124C	110.407
YML128C	109.357
YML131W	100.352
YMR004W	72.394
YMR095C	72.485
YMR096W	75.465
YMR099C	72.668
YMR100W	48.505
YMR101C	78.675
YMR102C	90.136
YMR103C	103.234
YMR105C	104.019
YMR106C	104.543
YMR107W	89.138
YMR109W	83.835
YMR110C	74.647
YMR111C	72.124
YMR114C	66.327
YMR115W	78.982
YMR116C	190.498
YMR119W-A	68.300
YMR120C	81.350
YMR121C	113.082
YMR122C	99.288
YMR123W	72.263
YMR124W	85.440
YMR125W	138.463
YMR126C	59.701
YMR127C	69.850
YMR129W	62.207
YMR130W	51.619
YMR132C	22.300
YMR133W	64.704
YMR135C	113.158
YPR006C	120.221
YPR009W	193.340
YPR012W	86.026
YPR014C	96.226
YPR015C	71.756
YPR017C	93.553
YPR018W	128.727
YPR020W	93.943
YPR027C	69.597
YPR028W	59.742
YPR029C	94.752
YPR030W	119.916
YPR032W	157.577
YPR036W	155.663
YPR038W	127.549
YPR039W	138.942
YPR040W	162.794
YPR042C	197.919
YPR044C	77.802
YPR045C	94.378
YPR046W	128.936
YPR047W	115.374
YPR049C	65.037
YPR051W	125.893
YPR052C	142.121
YPR053C	183.930
YPR054W	119.166
YPR057W	122.012
YPR058W	85.852
YPR059C	112.998
YPR060C	20.683
YPR061C	103.825
YPR062W	98.188
YPR063C	91.520
YPR065W	124.705
YPR066W	144.386
YPR068C	133.949
YPR069C	124.481
YPR070W	176.386
YPR071W	114.041
YPR073C	121.523
YPR074C	98.913
YPR075C	104.371
YPR076W	117.923
YPR077C	102.308
YPR079W	101.693
YPR084W	173.462
YPR087W	467.112
YPR089W	156.855
YPR090W	133.664
YPR092W	153.230
YPR093C	109.479
YPR095C	151.045
YPR096C	166.853
YPR097W	101.374
YPR098C	130.878
YPR099C	62.936
YPR100W	97.811
YPR101W	213.464
YJL127C	225.932
YJL126W	133.900
YJL124C	119.507
YJL123C	169.003
YJL122W	104.885
YJL120W	92.085
YJL121C	105.888
YJL118W	95.778
YJL119C	84.480
YJL117W	21.579
YJL116C	100.602
YJL115W	130.618
YJL112W	117.762
YJL110C	119.407
YJL108C	114.101
YJL107C	120.741
YJL106W	108.347
YJL102W	116.656
YJL100W	87.442
YJL099W	95.081
YJL098W	93.716
YJL096W	96.227
YJL095W	79.731
YJL093C	132.372
YJL092W	114.384
YJL089W	104.505
YJL088W	129.649
YJL084C	91.987
YJL083W	84.819
YJL082W	100.844
YJL080C	178.281
YJL079C	82.962
YJL077C	85.604
YJL073W	90.299
YJL071W	134.502
YJL068C	119.668
YJL067W	119.292
YJL066C	120.356
YJL064W	107.723
YJL065C	78.310
YJL063C	203.003
YJL062W	207.411
YJL060W	74.273
YJL059W	98.748
YJL058C	84.744
YJL057C	90.316
YJL056C	155.657
YJL055W	121.910
YJL053W	94.761
YJL052W	118.499
YJL051W	89.789
YJL049W	81.003
YJL048C	83.648
YJL047C	101.682
YJL046W	134.526
YJL045W	69.876
YJL044C	70.584
YJL043W	84.708
YJL038C	123.271
YJL037W	128.270
YJL036W	90.645
YJL030W	93.235
YEL012W	153.435
YER031C	84.874
YER046W	84.290
YER063W	94.640
YER066W	82.801
YGR188C	133.601
YGR201C	85.452
YGR204W	116.079
YHL002W	151.707
YHL011C	121.404
YHL039W	98.598
YHR003C	133.989
YHR004C	129.975
YHR006W	105.130
YHR008C	119.256
YHR009C	87.347
YHR025W	77.346
YHR026W	35.299
YHR041C	95.427
YHR059W	203.455
YHR067W	190.320
YHR127W	128.329
YHR131C	131.932
YHR180W	101.449
YHR185C	103.977
YHR194W	102.230
YLL007C	319.720
YMR154C	139.306
YNL274C	101.143
YOL141W	61.472
YOL150C	159.820
YOL158C	266.976
YOL159C	162.953
YOL160W	154.807
YOL162W	111.015
YOL163W	92.656
YJR073C	36.081
YJR075W	154.602
YJR078W	90.695
YJR079W	78.723
YJR082C	75.050
YJR083C	101.596
YJR088C	90.566
YJR092W	260.336
YJR102C	86.007
YJR103W	117.506
YJR105W	327.747
YJR108W	100.642
YJR110W	137.299
YJR111C	62.561
YJR115W	64.069
YJR127C	136.516
YJR128W	128.661
YJR129C	117.686
YJR130C	65.768
YJR135C	141.840
YJR137C	107.753
YJR146W	119.628
YJR147W	101.532
YJR149W	117.818
YJR152W	114.095
YJR154W	87.925
YKR087C	77.348
YKR088C	61.870
YKR089C	71.351
YKR090W	66.834
YKR091W	100.704
YKR092C	138.700
YKR093W	142.165
YKR097W	128.178
YKR098C	108.268
YKR099W	89.078
YKR100C	116.701
YKR101W	70.075
YKR103W	105.491
YKR104W	92.864
YKR105C	80.400
YLL018C-A	66.482
YLR262C-A	86.539
YLR422W	303.202
YLR423C	173.527
YLR425W	69.284
YLR426W	67.072
YLR427W	63.183
YLR428C	94.015
YLR429W	73.279
YLR431C	57.860
YLR432W	43.822
YLR433C	62.808
YLR434C	62.560
YLR435W	71.884
YLR436C	84.664
YLR437C	116.209
YLR438W	219.668
YLR441C	199.476
YLR443W	59.001
YLR444C	106.141
YLR445W	57.369
YLR446W	193.522
YLR447C	21.462
YLR448W	136.880
YLR449W	73.634
YLR450W	120.978
YLR452C	89.735
YLR453C	157.772
YLR454W	103.679
YLR456W	77.046
YLR460C	99.269
YLR461W	85.104
YML009C	74.760
YML010C-B	90.985
YML021C	119.581
YML081C-A	57.819
YMR060C	45.008
YMR158C-B	147.117
YMR194C-A	74.276
YMR326C	85.625
YNR032C-A	105.716
YNR050C	61.384
YNR051C	87.294
YNR056C	133.237
YNR057C	51.495
YNR058W	81.427
YNR059W	103.920
YNR060W	67.572
YNR061C	73.902
YNR062C	69.220
YNR063W	93.232
YNR064C	56.412
YNR065C	59.291
YNR066C	49.427
YNR067C	64.265
YNR068C	56.080
YAL012W	-0.963
YAL047C	104.766
YAL054C	94.070
YAL058C-A	98.041
YAR050W	149.906
YCL006C	86.824
YCL022C	69.084
YCL038C	68.513
YCL058C	45.963
YCL074W	100.123
YCL075W	48.978
YCL076W	49.994
YJR069C	41.709
YJR070C	50.906
YJR074W	102.832
YJR077C	58.889
YJR080C	78.878
YJR084W	109.391
YJR087W	65.447
YJR091C	128.417
YJR094C	69.296
YJR094W-A	52.850
YJR095W	53.674
YJR096W	66.477
YJR097W	50.529
YJR098C	54.333
YJR099W	53.919
YJR100C	80.291
YJR104C	118.534
YJR106W	87.998
YJR107W	91.125
YJR109C	99.975
YJR113C	95.732
YJR116W	63.562
YJR117W	88.493
YJR118C	133.771
YJR119C	85.605
YJR120W	62.049
YJR121W	68.564
YJR122W	109.905
YJR124C	117.846
YJR125C	95.013
YJR126C	95.010
YJR131W	80.327
YJR133W	65.140
YJR134C	94.000
YJR139C	66.153
YJR140C	138.590
YJR142W	67.075
YJR144W	NaN
YJR145C	58.158
YJR148W	149.649
YJR150C	326.888
YJR153W	131.586
YKL005C	189.123
YKL030W	110.698
YLR146C	103.024
YLR343W	90.395
YML067C	92.901
YML068W	152.651
YML072C	142.907
YMR136W	109.562
YMR172W	61.538
YOR300W	76.236
YOR309C	78.795
YDL191W	96.247
YDL192W	92.965
YDL197C	62.163
YDL198C	149.314
YDL199C	60.545
YDL200C	66.880
YDL201W	64.795
YDL203C	79.512
YDL204W	63.046
YDL206W	95.386
YDL210W	90.968
YDL211C	87.513
YDL213C	74.528
YDL214C	67.804
YDL215C	70.014
YDL216C	74.076
YDL218W	65.339
YDL219W	62.099
YDL222C	73.679
YDL223C	61.030
YDL224C	53.974
YDL225W	115.284
YDL226C	84.922
YDL227C	100.800
YDL229W	99.967
YDL230W	68.445
YDL231C	75.281
YDL232W	63.132
YDL233W	75.481
YDL234C	56.333
YDL236W	70.092
YDL237W	60.513
YDL238C	68.010
YDL239C	103.344
YDL240W	185.880
YDL241W	79.005
YDL242W	73.848
YDL243C	70.579
YDR001C	52.585
YDR003W	63.444
YDR004W	66.383
YDR005C	46.389
YDR006C	61.179
YDR008C	47.224
YDR009W	55.976
YDR010C	92.098
YDR011W	166.260
YDR014W	75.189
YDR015C	72.240
YDR017C	368.594
YDR018C	54.505
YDR019C	91.096
YDR020C	53.734
YDR022C	72.976
YDR024W	55.139
YDR025W	55.578
YDR026C	116.189
YDR027C	73.017
YDR028C	242.918
YDR029W	89.547
YDR030C	78.793
YDR031W	92.946
YDR032C	74.867
YDR033W	70.178
YDR034C	102.744
YDR035W	90.704
YDR036C	77.131
YDR042C	69.589
YDR043C	91.708
YDR046C	94.329
YAL064C-A	123.921
YBL091C-A	119.508
YBR269C	150.816
YBR271W	77.418
YBR273C	77.296
YBR274W	92.717
YBR277C	144.870
YBR278W	136.440
YBR281C	110.581
YBR282W	139.580
YBR283C	113.611
YBR284W	141.384
YBR285W	92.183
YBR286W	128.655
YBR290W	68.449
YBR291C	114.235
YBR292C	82.112
YBR293W	72.095
YBR295W	105.654
YBR296C	71.995
YBR297W	101.886
YBR298C	99.969
YBR300C	136.647
YCL001W-A	161.189
YCR020W-B	460.359
YCR024C	76.433
YCR024C-A	127.446
YCR025C	124.942
YCR026C	95.495
YCR027C	105.262
YCR028C	67.042
YCR031C	47.095
YCR034W	300.226
YCR036W	163.741
YCR037C	192.300
YCR043C	195.657
YCR045C	129.742
YCR049C	77.920
YCR050C	102.651
YCR051W	73.623
YCR059C	52.851
YCR061W	88.018
YCR065W	77.664
YCR066W	74.640
YCR068W	93.029
YCR071C	106.127
YCR073W-A	141.997
YCR076C	189.989
YCR077C	80.777
YCR079W	104.153
YCR081W	52.818
YCR082W	60.337
YCR085W	87.239
YCR086W	53.125
YCR087C-A	104.050
YCR087W	96.518
YJL007C	60.629
YJL016W	101.133
YJL017W	80.399
YJL020C	71.749
YJL021C	72.397
YJL022W	117.326
YJL023C	66.781
YJL024C	65.710
YJL029C	38.198
YJR001W	58.986
YJR005W	59.838
YJR008W	74.944
YJR009C	74.973
YJR010C-A	109.480
YJR010W	106.011
YJR011C	97.683
YJR014W	84.475
YJR015W	63.259
YJR018W	118.389
YJR019C	82.619
YJR020W	66.671
YJR021C	87.903
YJR024C	68.700
YJR025C	96.622
YJR026W	110.230
YJR030C	92.748
YJR031C	85.253
YJR033C	89.562
YJR035W	72.368
YJR036C	77.538
YJR043C	87.037
YJR048W	70.116
YJR049C	77.432
YJR050W	73.769
YJR051W	62.645
YJR052W	74.438
YJR053W	91.816
YJR054W	123.868
YJR055W	196.433
YJR056C	78.363
YJR058C	68.318
YJR059W	87.545
YJR060W	75.327
YJR061W	67.511
YJR062C	75.394
YJR063W	61.078
YDL096C	87.292
YDL099W	81.800
YDL100C	91.928
YDL101C	86.068
YDL104C	69.194
YDL106C	12.029
YDL107W	63.118
YDL109C	73.626
YDL110C	76.522
YDL112W	72.059
YDL113C	79.452
YDL114W	65.098
YDL116W	62.854
YDL117W	72.786
YDL118W	92.390
YDL119C	59.170
YDL121C	76.732
YDL122W	71.921
YDL123W	71.507
YDL124W	61.735
YDL125C	73.717
YDL127W	60.528
YDL128W	64.015
YDL129W	63.133
YDL130W	58.203
YDL131W	94.065
YDL133W	97.273
YDL134C	221.935
YDL134C-A	79.932
YDL135C	206.961
YDL136W	51.741
YDL137W	59.268
YDL138W	60.414
YDL142C	70.231
YDL144C	77.102
YDL146W	55.372
YDL149W	65.937
YDL151C	89.005
YDL154W	76.205
YDL155W	74.240
YDL156W	70.998
YDL157C	54.908
YDL159W	51.645
YDL161W	56.395
YDL162C	53.741
YDL168W	64.921
YDL169C	56.387
YDL170W	65.635
YDL171C	52.975
YDL172C	128.394
YDL173W	125.729
YDL174C	79.117
YDL175C	65.518
YDL176W	100.165
YDL177C	55.209
YDL178W	53.431
YDL179W	47.449
YDL180W	54.135
YDL181W	63.416
YDL182W	67.110
YDL183C	54.890
YDL184C	94.470
YDL186W	82.421
YDL187C	67.509
YDL188C	96.127
YDL189W	53.572
YDL190C	63.683
YOR325W	56.739
YOR333C	76.975
YOR345C	130.036
YOR366W	61.191
YOR379C	76.405
YNL001W	33.388
YNL004W	74.361
YNL005C	105.078
YNL008C	56.649
YNL009W	53.297
YNL010W	51.593
YNL012W	45.040
YNL013C	53.578
YNL015W	101.579
YNL016W	88.097
YNL020C	75.846
YNL021W	97.972
YNL022C	55.580
YNL023C	59.180
YNL024C	50.002
YNL025C	398.889
YNL027W	60.331
YNL028W	16.749
YNL029C	13.570
YNL030W	45.984
YNL031C	66.651
YNL032W	42.204
YNL034W	66.614
YNL035C	60.143
YNL037C	101.467
YNL040W	96.610
YNL041C	72.181
YNL043C	65.727
YNL044W	56.075
YNL045W	52.073
YNL046W	41.469
YNL049C	48.084
YNL050C	42.140
YNR001C	92.400
YNR002C	80.023
YNR004W	80.668
YNR005C	44.870
YNR006W	28.040
YNR007C	54.895
YNR008W	55.028
YNR009W	42.460
YNR010W	56.659
YNR012W	42.984
YNR013C	63.470
YNR014W	73.682
YNR015W	70.550
YNR018W	65.384
YNR019W	62.587
YNR020C	58.393
YNR021W	53.559
YNR022C	47.374
YNR024W	53.581
YNR025C	52.450
YNR027W	47.754
YNR028W	45.689
YNR029C	47.364
YNR030W	77.946
YNR031C	132.263
YNR032W	68.151
YNR034W	59.175
YNR036C	64.066
YNR037C	74.581
YNR039C	59.229
YNR040W	42.550
YNR041C	40.764
YNR042W	34.091
YNR045W	45.499
YNR047W	94.725
YNR048W	71.229
YNR049C	65.198
YBL095W	69.064
YBL096C	62.101
YBL098W	52.280
YBL099W	35.194
YBL100C	45.561
YBL101C	38.441
YBL102W	42.910
YBL103C	20.799
YBL104C	50.959
YBL106C	58.596
YBL107C	64.222
YBR001C	64.547
YBR003W	57.603
YBR005W	66.676
YBR006W	61.068
YBR007C	64.293
YBR008C	55.164
YBR009C	51.866
YBR010W	41.800
YBR012C	35.459
YBR013C	52.201
YBR014C	84.215
YBR015C	72.389
YBR016W	80.496
YBR018C	70.114
YBR019C	76.986
YBR020W	141.467
YBR021W	11.172
YBR022W	67.208
YBR023C	77.213
YBR024W	68.332
YBR025C	49.155
YBR026C	101.002
YBR027C	73.232
YBR028C	66.049
YBR030W	89.709
YBR031W	64.429
YBR032W	91.654
YBR033W	81.345
YBR034C	53.196
YBR036C	85.839
YBR037C	59.869
YBR040W	55.604
YBR041W	54.849
YBR042C	43.034
YBR043C	74.690
YBR044C	101.356
YBR045C	81.107
YBR046C	66.605
YBR047W	70.701
YBR048W	64.019
YBR050C	67.071
YBR051W	66.120
YBR052C	64.771
YBR053C	70.073
YBR054W	66.029
YBR056W	60.551
YBR057C	69.364
YBR058C	62.912
YBR059C	71.085
YBR061C	102.128
YBR062C	74.302
YBR063C	68.946
YBR064W	53.981
YBR065C	61.312
YBR066C	73.295
YBR067C	63.600
YBR068C	52.486
YBR069C	101.681
YBR071W	83.377
YBR072W	83.437
YBR073W	74.186
YBR074W	103.852
YBR075W	79.218
YBR076W	73.624
YBR077C	289.947
YNL146W	64.107
YNL145W	44.878
YNL144C	75.941
YNL143C	73.297
YNL141W	145.806
YNL139C	70.476
YNL136W	80.127
YNL135C	59.346
YNL134C	80.109
YNL133C	106.228
YNL129W	65.364
YNL128W	47.102
YNL127W	50.884
YNL123W	44.996
YNL122C	51.828
YNL117W	81.057
YNL116W	79.498
YNL108C	73.019
YNL101W	71.771
YNL098C	64.375
YNL094W	70.433
YNL092W	58.860
YNL081C	82.453
YNL077W	59.818
YNL069C	135.678
YNL064C	64.852
YNL063W	47.164
YNL057W	118.003
YNL058C	83.803
YNL054W	68.546
YIL099W	74.588
YIL100W	59.724
YIL101C	59.926
YIL103W	91.291
YIL105C	62.428
YIL107C	65.285
YIL108W	58.673
YIL110W	82.069
YIL112W	86.177
YIL113W	83.290
YIL114C	75.140
YIL116W	87.012
YIL117C	69.017
YIL119C	144.529
YIL120W	75.132
YIL121W	53.809
YIL123W	81.286
YIL124W	65.554
YIL125W	50.695
YIL128W	47.162
YIL130W	110.994
YIL132C	88.699
YIL133C	93.270
YIL134W	95.060
YIL135C	57.231
YIL137C	89.600
YIL138C	104.537
YIL139C	67.371
YIL140W	68.752
YIL141W	61.468
YIL145C	69.526
YIL146C	63.891
YIL148W	128.819
YIL149C	73.248
YIL152W	100.090
YIL153W	139.731
YIL154C	94.607
YIL155C	60.800
YIL156W	69.514
YIL157C	55.980
YIL159W	58.561
YIL160C	63.465
YIL161W	63.639
YIL162W	56.432
YIL163C	97.069
YIL164C	83.633
YIL165C	81.470
YIL166C	83.896
YIL167W	68.144
YIL168W	93.040
YIL170W	59.064
YIL173W	64.859
YIR001C	89.261
YIR002C	59.475
YIR003W	64.907
YIR005W	97.174
YIR007W	94.218
YIR009W	59.309
YIR013C	73.954
YIR014W	66.877
YIR016W	94.399
YDL194W	120.633
YDR007W	188.636
YDR048C	208.581
YFR011C	247.584
YFR013W	239.570
YNL051W	98.130
YNL052W	96.420
YNL056W	293.242
YNL065W	313.933
YNL066W	329.671
YNL067W	117.349
YNL068C	156.133
YNL070W	165.037
YNL071W	108.250
YNL072W	269.184
YNL073W	73.429
YNL074C	260.751
YNL076W	40.901
YNL078W	365.503
YNL079C	80.178
YNL080C	53.935
YNL082W	184.877
YNL083W	176.953
YNL085W	195.924
YNL087W	93.730
YNL090W	89.320
YNL091W	218.311
YNL093W	57.239
YNL095C	128.754
YNL097C	102.334
YNL099C	372.974
YNL100W	396.514
YNL104C	287.965
YNL105W	91.833
YNL106C	212.086
YNL107W	78.198
YNL115C	115.543
YNL119W	280.638
YNL120C	333.903
YNL121C	65.469
YNL125C	250.180
YNL130C	125.175
YBR189W	100.201
YCR095C	286.998
YCR102W-A	116.840
YDL133C-A	291.861
YDR058C	128.073
YDR174W	69.904
YDR202C	78.834
YDR205W	119.729
YDR445C	343.074
YDR537C	45.481
YFR039C	75.462
YGL219C	82.577
YGR028W	223.389
YGR032W	392.187
YGR038W	384.097
YGR040W	381.972
YGR050C	242.949
YGR053C	135.527
YGR063C	86.051
YGR086C	416.407
YGR089W	134.750
YGR092W	83.013
YGR093W	373.971
YGR106C	205.491
YGR110W	271.063
YGR117C	256.258
YGR238C	278.667
YGR239C	249.812
YGR248W	283.765
YGR250C	212.349
YJL136C	148.870
YJL137C	135.540
YOL125W	123.347
YJL141C	168.574
YJL160C	245.441
YJL175W	24.615
YJL177W	127.570
YJL213W	252.860
YKL096W-A	121.951
YKL115C	202.190
YKL139W	55.680
YKL194C	102.907
YKL201C	266.399
YKL202W	286.287
YKL204W	136.752
YKL215C	358.448
YKL220C	373.806
YKR010C	359.513
YKR019C	332.351
YKR023W	400.047
YKR027W	291.501
YKR028W	82.959
YKR029C	72.907
YKR034W	214.477
YKR036C	156.469
YKR039W	221.519
YKR040C	143.355
YKR041W	329.478
YKR046C	247.994
YKR053C	403.559
YAR002C-A	130.837
YBR083W	63.477
YBR084C-A	52.672
YBR090C	52.150
YBR100W	61.970
YMR119W	71.310
YBR125C	81.190
YBR131W	113.638
YBR150C	103.872
YBR168W	101.180
YBR169C	76.358
YBR270C	76.003
YBR272C	54.641
YBR275C	58.508
YBR276C	78.360
YBR280C	60.905
YBR287W	70.976
YBR288C	67.928
YBR289W	25.972
YBR294W	100.782
YBR301W	103.977
YCL026C-A	87.320
YCR028C-A	77.670
YCR030C	72.062
YCR032W	88.935
YCR033W	99.263
YCR046C	88.730
YCR047C	86.409
YCR048W	83.610
YCR053W	103.324
YCR060W	71.800
YCR062W	90.137
YCR067C	96.654
YCR069W	103.156
YCR073C	82.905
YCR075C	85.610
YCR083W	105.870
YCR084C	NaN
YCR088W	85.228
YCR089W	75.455
YBR191W	104.738
YCL035C	115.976
YDR071C	91.656
YDR074W	361.839
YER027C	113.991
YER037W	111.688
YGR155W	NaN
YLR192C	60.125
YLR237W	142.573
YLR246W	105.468
YLR334C	97.040
YLR346C	109.246
YLR358C	106.679
YLR361C	64.963
YLR370C	52.003
YLR382C	130.471
YLR394W	106.148
YLR406C	90.389
YML022W	265.292
YML027W	207.043
YML036W	94.541
YML038C	74.275
YML041C	90.655
YML042W	221.940
YML047C	67.256
YML075C	123.404
YML076C	118.467
YMR048W	175.833
YMR135W-A	208.002
YMR137C	102.550
YMR138W	77.820
YMR139W	72.528
YMR160W	104.834
YMR173W	109.524
YOR298C-A	69.546
YOR364W	104.074
YPL183C	121.341
YPL183W-A	132.055
YPL224C	154.580
YGR295C	94.234
YHR132W-A	99.199
YIL030C	75.440
YIL058W	79.504
YIR023W	72.823
YIR030C	82.590
YIR032C	62.218
YIR043C	97.804
YIR044C	87.135
YJR003C	77.795
YKL053C-A	84.250
YKR106W	72.255
YMR322C	66.780
YNL138W	66.337
YNL140C	39.213
