orf	hap alpha | protein/peptide methylation (H3K79) | standard [standard] | Vlaming H~Leeuwen F, 2016
YBR108W	-0.38551901424425433
YBR111C	-0.3478330976083388
YBR111W-A	1.5922946163435152
YBR112C	0.3510359179636408
YBR115C	0.7296990203293646
YBR117C	0.42256726184032645
YBR118W	0.5194271490289624
YBR119W	0.4783647770145035
YBR120C	-0.8927945999978079
YBR122C	-0.16792280968997228
YBR125C	-0.2584438109122787
YBR126C	4.143061082217128
YBR128C	0.4313396631094435
YBR129C	0.7641265561091894
YBR130C	2.2305008404701074
YBR131W	-0.15206384490242053
YBR132C	-0.864575817924833
YBR133C	0.4209057756257644
YBR137W	-1.0748367845004883
YBR139W	0.24942317932149727
YBR141C	-0.2753557993785371
YBR145W	-0.9459201569957462
YBR146W	-1.413117576054504
YBR147W	-0.02172120002161205
YBR148W	1.1156448644075467
YBR149W	0.4150789306838401
YBR150C	-0.26655439234341455
YBR151W	0.6958907804887285
YBR156C	0.602844337465391
YBR158W	-0.49993041231382174
YBR159W	0.08586824718930267
YBR161W	0.049125537296615236
YBR162C	-0.5176448067184135
YBR162W-A	-0.8102326038832305
YBR163W	2.1434344293005045
YBR164C	-1.2320818706545404
YBR165W	-0.4682178205937142
YBR166C	0.8422235156345709
YBR168W	-0.282304932261988
YBR169C	1.4239655376832503
YBR171W	3.275703257643953
YBR173C	-2.309868487099619
YBR175W	1.555398787200955
YBR176W	-0.11369400238161599
YBR179C	-0.39472732317772774
YBR180W	1.2963452794543322
YBR181C	-0.4681296840565168
YBR182C	0.9742997100399727
YBR182C-A	0.1372661693637766
YBR183W	0.4704328289642719
YBR184W	0.2246735948776925
YBR185C	-0.24168887813828957
YBR186W	-0.21068594009329483
YBR187W	0.5241941735996789
YBR188C	1.1994356255524892
YBR191W	-0.16517282916472628
YBR194W	-0.11846076444809261
YBR195C	0.9196971763776836
YBR196C-A	-0.1397598376215291
YBR196C-B	0.36963606366944496
YBR197C	0.09640368114269918
YBR199W	0.6642563548910424
YBR200W	-1.0748912890805482
YBR200W-A	-0.3248703913227552
YBR201W	-1.432874970272781
YBR203W	-0.20165413094143192
YBR204C	-0.07821696062899407
YBR205W	-0.4299183592901714
YBR207W	-0.9209128429769696
YBR208C	0.18584865923505553
YBR210W	-0.6580470271385606
YBR212W	0.31866554494773025
YBR213W	0.2999815056246679
YBR214W	0.4831836417949855
YBR215W	-0.9964420324361531
YBR216C	0.8963726010109911
YBR217W	0.46073519942127883
YBR219C	-0.12997887244466316
YBR220C	0.7590115417872451
YBR221C	0.9678867976661026
YBR222C	-0.5008226765501842
YBR223C	-0.26682432664687433
YBR227C	0.073175765913506
YBR228W	-1.0889269536026887
YBR229C	0.685679748267724
YBR230C	-0.11359485928321995
YBR230W-A	0.8486663142384528
YBR233W	0.07224798850582158
YBR235W	0.12938827257222496
YBR238C	0.02514968671832924
YBR239C	-1.3009197572781737
YBR241C	0.10689507461842489
YBR242W	-1.0548097693409444
YBR244W	-0.2581801043987719
YBR245C	-0.7225770076004449
YBR246W	0.19475288539857688
YBR249C	-0.8236874808146323
YBR250W	0.1695691403801228
YBR251W	0.15641800185542276
YBR255C-A	0.18073842332190584
YBR255W	-0.16793150648372204
YBR258C	-0.8858558647771367
YBR259W	-0.08930995082337995
YBR260C	-0.46444980413560033
YBR261C	-1.0447501981129683
YBR264C	-1.6688786507137834
YBR267W	2.3883060606666096
YBR268W	1.7115735754590347
YBR269C	-0.03621816071217982
YBR270C	0.2851990189976043
YBR271W	0.41658043699735775
YBR272C	0.6317126185110623
YBR273C	-0.8466980470142114
YBR275C	0.4065049503414778
YBR278W	0.028091281795911065
YBR280C	0.06921390847806691
YBR281C	-0.5466101526224588
YBR282W	-0.2709265942368838
YBR283C	-0.16508023298854832
YBR284W	-0.38824202430714516
YBR286W	-1.5388244878138413
YBR287W	-0.8433034761061765
YBR288C	0.8794061765069197
YBR289W	2.636284203364645
YBR290W	0.8755906644469981
YBR291C	-0.019012562708031717
YBR293W	0.5134833573933684
YBR294W	0.07201515521972869
YBR295W	0.8784291888533714
YBR296C	0.329586002157302
YBR296C-A	0.38159325389101645
YBR297W	2.189710459580962
YBR298C	0.41871508778475486
YBR298C-A	0.19560693942565507
YBR299W	-0.3628843069638962
YBR301W	1.2374469413328821
YBR302C	-0.8744031001878213
YCL001W	-0.2716034288393718
YCL001W-B	-0.09846998254169162
YCL002C	-0.21429934492349698
YCL005W	0.07495474991428934
YCL005W-A	0.009252813145816632
YCL008C	0.4534924152005755
YCL009C	-0.5873328820310435
YCL012C	0.012792663797319281
YCL016C	1.549160896774112
YCL024W	0.4372757094207533
YCL025C	0.016225449411464175
YCL026C-A	0.1998986528981821
YCL026C-B	-0.7217832007980737
YCL027W	-0.8365136200118622
YCL028W	-0.18105757896606514
YCL029C	-0.07315217194801545
YCL033C	0.5894634551396355
YCL034W	0.621793210707233
YCL035C	0.60705463253626
YCL036W	-0.38028181016305657
YCL038C	0.5630688686209596
YCL039W	-0.19159519408081188
YCL040W	-0.16027506235537403
YCL042W	1.0636670382788698
YCL044C	-0.9504735239756115
YCL045C	1.5250087739792724
YCL047C	1.365447023928626
YCL048W	-0.5424923442686362
YCL049C	0.1696100796218493
YCL050C	0.23356606291193083
YCL051W	0.641543545135796
YCL055W	-0.3056814817885447
YCL056C	0.028549255162403614
YCL057C-A	-0.2622886580495812
YCL057W	0.4862901725493516
YCL058W-A	0.6653181184230476
YCL061C	1.4431195958284024
YCL063W	0.017882489015157713
YCL064C	0.29144772732009827
YCL066W	-0.4951803849945122
YCL069W	-0.14046408118446435
YCL073C	-0.7284535675033184
YCR003W	0.2989646465462219
YCR004C	-0.9080883381779216
YCR005C	-0.01734096179486211
YCR008W	-0.6838721376342235
YCR009C	0.31126702391509625
YCR011C	0.32611884952040177
YCR014C	-0.6342730220419466
YCR015C	0.5144263826299044
YCR016W	-0.6185275814154767
YCR017C	-0.17824001047781549
YCR020C	-0.8351261864501536
YCR020C-A	1.7155824660331729
YCR020W-B	-0.6469133359449722
YCR021C	0.09721572304695737
YCR023C	0.48151363043008105
YCR024C	-0.4011604020044062
YCR024C-A	0.8834789226047002
YCR024C-B	0.09433946557548364
YCR026C	-0.1588016066349767
YCR030C	1.0036014946912912
YCR031C	0.18753002699578156
YCR034W	1.7196985178918853
YCR036W	2.481741361467587
YCR038C	0.47617573576314526
YCR039C	0.10582147739342213
YCR044C	-0.11692430304074339
YCR045C	0.17037129105181842
YCR046C	0.5857226483716781
YCR051W	0.17669733327536366
YCR053W	0.1645636791071236
YCR059C	-0.14693922136111243
YCR060W	0.7178208438234749
YCR061W	-0.5895823029732906
YCR063W	1.178225463045231
YCR065W	0.23903910493090644
YCR067C	0.8902100401130761
YCR068W	0.39994587276665694
YCR069W	1.2151643241023162
YCR071C	-0.32487328240215047
YCR073C	-0.41258141656574643
YCR073W-A	-0.1305987335060027
YCR075C	-1.1566942246156457
YCR075W-A	0.9468488316396284
YCR076C	0.09125539020804363
YCR077C	0.23762253512378803
YCR079W	-0.8853238391847995
YCR081W	0.6659818511760749
YCR082W	-0.22236194645474203
YCR083W	0.029329172581655127
YCR086W	3.3199446430786015
YCR087C-A	-0.9548071827383658
YCR088W	0.5143916290199293
YCR089W	-0.316341847722538
YCR090C	0.12398396714703776
YCR091W	0.9850489844641764
YCR092C	0.8526523467287485
YCR094W	2.4112250464270035
YCR095C	-0.6307991535617471
YCR095W-A	1.3007323945099727
YCR097W	-0.46980590176127257
YCR098C	1.0566218960088964
YCR099C	0.8982119487042616
YCR100C	0.23016612731049962
YCR102C	0.12753725158749096
YCR104W	-1.4209225141061892
YCR105W	-0.1686876061248359
YCR107W	-0.32043519491187583
YDL001W	1.4109119816547098
YDL002C	-0.3659602458137129
YDL005C	1.2683867783221545
YDL006W	0.8513536211691841
YDL010W	0.012886154642981177
YDL012C	-0.9981931208705658
YDL013W	4.335829196690437
YDL018C	0.2759949581595847
YDL019C	-0.07642372274427732
YDL020C	-2.7243954021165906
YDL021W	-0.3837190675841736
YDL022W	0.25696090531642046
YDL024C	-0.032893123357629395
YDL025C	0.3183012525424219
YDL027C	2.3186710609698005
YDL033C	-0.7100952470775292
YDL035C	-0.5336039787232973
YDL036C	-0.1912485618603093
YDL037C	0.1180183244879641
YDL039C	-0.6342714988904444
YDL040C	-7.950641850661528
YDL044C	-1.6349025585532957
YDL045W-A	-0.570079179324433
YDL048C	-0.12106592797683245
YDL049C	0.6850982365230283
YDL051W	0.01305818880406432
YDL052C	-0.24731833582758508
YDL053C	-0.2463881650490058
YDL054C	-0.8900281359627445
YDL056W	-0.12413607637360277
YDL057W	-0.47730342948179977
YDL059C	0.516347230246034
YDL061C	-1.1935177998845665
YDL063C	-0.7541786300680746
YDL065C	0.4132446527282741
YDL066W	0.8695771065994805
YDL067C	0.036749454669973536
YDL069C	0.6831467954671435
YDL070W	-0.23960181777819456
YDL073W	0.22680455363407934
YDL074C	-9.524671615819424
YDL076C	2.2488258217137727
YDL077C	-0.322595875698728
YDL079C	-0.4025009162204226
YDL080C	0.2851206220829427
YDL082W	-0.7508124084139732
YDL083C	-1.195722266881807
YDL085C-A	-1.2432531257368575
YDL085W	-0.8218244927006888
YDL086W	1.7719763870647214
YDL088C	-0.6269735585447859
YDL089W	0.08506044428196127
YDL090C	1.7297059974211637
YDL091C	-0.4458853525884749
YDL093W	0.1914146053368219
YDL095W	1.8307653867774258
YDL099W	0.06605197046813727
YDL100C	0.08211541613656605
YDL104C	0.4406065052845162
YDL107W	1.733654188060787
YDL109C	-0.2243610472141929
YDL110C	-1.4751434992861283
YDL112W	-0.15340788288198154
YDL113C	1.519884461800657
YDL114W	-0.22145056861932672
YDL115C	1.4457404291561764
YDL116W	2.6955953384391385
YDL119C	0.7348684933158562
YDL122W	-0.44272679408925053
YDL123W	0.618570657906233
YDL124W	0.5306587308955135
YDL125C	0.3161698574789729
YDL127W	-0.15125600337228234
YDL128W	-0.015853527564654125
YDL129W	3.953005254150883
YDL130W	-2.6999802909862987
YDL130W-A	-0.5841141303623598
YDL131W	0.1469183626783168
YDL133C-A	-0.5649610072118009
YDL133W	0.5368799823029552
YDL134C	0.9949525771048129
YDL135C	0.10481364721388645
YDL136W	2.6264913894985082
YDL137W	-0.36030777739451136
YDL138W	0.6487994110502963
YDL142C	-0.15974450757197375
YDL144C	0.7421587245798641
YDL149W	0.7110485063540454
YDL155W	-0.6162299757381843
YDL156W	-0.021600887887040343
YDL157C	0.5335029195148185
YDL159W-A	-0.1387161198021593
YDL160C-A	1.0567763485087909
YDL161W	0.8523794679367278
YDL167C	-0.898652985498443
YDL168W	-0.3139405864610101
YDL169C	0.5352138412418872
YDL170W	-0.20838544127452044
YDL171C	-0.3407338224222423
YDL175C	-0.6791667182153787
YDL176W	0.15442684337297152
YDL177C	0.7966652723002289
YDL178W	0.7984104145842322
YDL179W	-1.0816398010673578
YDL180W	1.9186225817562177
YDL181W	0.4670111991758341
YDL182W	1.2465224824125825
YDL183C	0.4288229309060776
YDL184C	4.52758583722992
YDL185W	-0.15641552859163554
YDL186W	-0.2664432749214361
YDL188C	0.18280110204467723
YDL189W	-0.13079746429084071
YDL190C	-0.19911079528146244
YDL192W	-0.3380272427081547
YDL194W	-0.2582250273615977
YDL197C	-0.6016721107963294
YDL199C	-0.10214781320457725
YDL200C	-0.09953784471589915
YDL202W	-0.4537320719727934
YDL203C	0.34455668019445546
YDL204W	-0.1411527991059422
YDL206W	0.8748760479201507
YDL211C	0.9954221626522081
YDL213C	-0.2938977148214128
YDL215C	-1.0440361861839689
YDL216C	0.6379505505698241
YDL218W	0.15491385487249223
YDL219W	0.930818840361231
YDL223C	-0.7062975066458479
YDL224C	-1.7158876858119032
YDL226C	3.5019191551520774
YDL227C	-2.4041665174562996
YDL231C	-0.20952206720043445
YDL236W	0.6416489281641264
YDL237W	-1.019761816711134
YDL239C	-0.6266632556057056
YDL240W	1.020915290553945
YDL241W	-0.5069596999127115
YDL244W	6.972088412947159
YDL246C	0.45431415899843175
YDL247W	0.02197241648072254
YDL248W	-0.0972850678795623
YDR001C	-0.5214088099690041
YDR003W	-0.49702938834824933
YDR003W-A	0.5236053868764223
YDR004W	2.5615452195749255
YDR005C	0.5410725670577488
YDR006C	-0.9173041908226847
YDR007W	0.7532414765976789
YDR009W	0.632970671161811
YDR011W	-0.24804394939110833
YDR012W	0.8670008519487307
YDR014W	-0.41644635159069027
YDR017C	-2.1773296200491075
YDR018C	-0.33049177799453866
YDR019C	-0.2712372162667037
YDR020C	0.18397095567028043
YDR022C	-0.6517147447334928
YDR025W	-0.7458622832570485
YDR026C	0.22204436882028172
YDR027C	-1.3974426873611643
YDR030C	0.10927655715374561
YDR031W	-0.5471783920570719
YDR032C	0.6430970902255845
YDR033W	-0.6519170825558472
YDR034C	0.012493446030962162
YDR034C-A	0.12676170515829577
YDR034W-B	-0.4311886995966744
YDR035W	-0.7854570347342118
YDR036C	-0.35488806717407995
YDR040C	0.1912797696952009
YDR042C	0.001850394902043466
YDR043C	-0.3520583692909392
YDR046C	0.4584515876703301
YDR049W	0.11295162520706024
YDR051C	0.7146514487838846
YDR055W	0.2161714552683852
YDR056C	0.8796333943876551
YDR057W	-0.7603586971401753
YDR058C	0.3525856541684838
YDR059C	0.48142860915877445
YDR061W	-0.07616041796732587
YDR063W	-0.03525084514166152
YDR065W	0.1657006086184933
YDR066C	0.34919219023787623
YDR067C	0.14077011940890735
YDR069C	-0.6819617201080429
YDR070C	0.7197286761010692
YDR071C	0.31777475056598364
YDR072C	0.5043799855673999
YDR073W	-0.6922085527788201
YDR074W	1.774048261413818
YDR075W	-0.6029070663711417
YDR076W	1.602434556276209
YDR077W	-0.6773089361683308
YDR078C	1.299930068857618
YDR079C-A	-3.0684408234518026
YDR079W	-1.568931493116549
YDR083W	-0.16928856076057971
YDR084C	0.7042170946133767
YDR085C	-0.3904023182893382
YDR089W	0.0637111462986272
YDR090C	-0.0009005734270332835
YDR092W	-0.09662657975462957
YDR093W	-0.5665890804063172
YDR096W	-0.5236204500507973
YDR097C	-0.6992611434026336
YDR098C	-1.6829263249800868
YDR099W	0.03760573681828105
YDR100W	1.2926940451815387
YDR101C	0.11012089351042269
YDR104C	-0.11064646736211267
YDR105C	-0.4973572352496569
YDR106W	0.16349061271822388
YDR107C	-0.6562152507663547
YDR108W	-0.5610954979376763
YDR109C	0.5207599703117411
YDR110W	-0.6916980768636449
YDR111C	0.2742181033561752
YDR115W	0.7108154602069132
YDR116C	-0.531526817898906
YDR117C	-0.2941654285701303
YDR119W	0.31051095529866196
YDR121W	-1.0863840963317684
YDR122W	-0.19867189445945066
YDR123C	0.27562699477097174
YDR124W	-0.025039982126495233
YDR127W	0.2284655270725729
YDR128W	-0.7147598363707395
YDR129C	3.6881770313189035
YDR130C	0.37651134526389635
YDR131C	-0.053152006546670086
YDR132C	-0.15494189371318837
YDR135C	0.32790952249072125
YDR137W	-0.4856621245488113
YDR139C	0.3690349870410886
YDR140W	4.762107651597512
YDR142C	-0.3628335723399613
YDR143C	0.3875859367430582
YDR144C	-0.050544958449337804
YDR146C	1.0641837840787347
YDR147W	0.328990312915335
YDR148C	0.04766301621506998
YDR150W	-0.5739181386759981
YDR152W	0.033742431595507265
YDR153C	0.5880967696484682
YDR155C	0.2693985439018659
YDR156W	0.48401165981871586
YDR158W	-0.04757562461324511
YDR159W	3.4592738663004816
YDR161W	0.5204766083329718
YDR162C	-0.5445979817072273
YDR163W	0.2535806318163408
YDR165W	-0.11361996442316072
YDR169C	-0.4969281322672245
YDR169C-A	0.7469554253739312
YDR171W	0.6107736591713548
YDR176W	3.551035510764483
YDR178W	0.3944241950060898
YDR179C	0.1963987052701435
YDR179W-A	0.35736234347393364
YDR181C	-1.489644851253202
YDR182W-A	0.20208645695341937
YDR183W	0.6191693081728874
YDR184C	-0.08740872373809963
YDR185C	0.35695629215250524
YDR186C	-0.06902033559857715
YDR191W	0.22874398063547519
YDR192C	-0.044130324154673
YDR194C	-0.5200536766168298
YDR194W-A	0.24437902364769626
YDR195W	-3.5703723934154996
YDR197W	-0.33064591415768835
YDR198C	-0.1782684288605498
YDR200C	-0.1345938263972502
YDR202C	-0.19955731803913665
YDR204W	0.825747491036292
YDR205W	0.24027029110532835
YDR206W	-0.09565007946557354
YDR207C	0.631885914090898
YDR210W	-0.4519282844356602
YDR213W	-0.6687387303942351
YDR214W	0.6649109363375251
YDR216W	-0.08693228146218634
YDR218C	0.36705832804953537
YDR219C	-1.2214898397668785
YDR221W	1.6558507614821765
YDR222W	-0.21975118656932718
YDR223W	-0.18910222909902177
YDR225W	-0.10777603522899812
YDR226W	4.350610353262683
YDR229W	-0.09511897791407996
YDR231C	-0.4868749395897913
YDR233C	-0.5434899121354159
YDR234W	0.32096269209584943
YDR239C	0.4113469532252116
YDR242W	0.06389197312980062
YDR244W	-0.2465093402191154
YDR245W	2.116339973466834
YDR246W-A	0.25598994035109873
YDR247W	0.3345963164076578
YDR248C	0.4376758199820974
YDR249C	-0.05100355879221793
YDR251W	-0.4138947475159722
YDR252W	0.6943520911249554
YDR254W	-0.13289442005849023
YDR255C	0.7886641817900122
YDR256C	-0.057464181510472535
YDR257C	0.2893014677546066
YDR258C	-0.46879793571212214
YDR259C	-0.5871568720927464
YDR260C	-0.22348822489369297
YDR261C	0.2530983638608906
YDR262W	1.368000952028875
YDR263C	0.20365885533854622
YDR264C	5.247614714559322
YDR265W	0.7331229652571448
YDR266C	0.36749563311073935
YDR268W	-1.3381129284961537
YDR270W	0.7714645727607847
YDR272W	-0.3500895959739716
YDR273W	-0.7514255983850787
YDR275W	0.2193301083634999
YDR276C	0.863860063696009
YDR277C	-0.4359924510525811
YDR279W	0.5917328012356012
YDR281C	0.18720768468195711
YDR282C	-0.18441086644894059
YDR283C	1.429613609004763
YDR284C	-0.119234668972139
YDR285W	-1.2471596181353295
YDR286C	-0.7469815098848616
YDR287W	4.536226336710852
YDR289C	0.7789454975754272
YDR291W	0.3526829169974027
YDR293C	-0.3914521177723507
YDR294C	0.5240592165694097
YDR296W	-0.5781163694151257
YDR297W	0.26538726121994555
YDR298C	0.10748186459542788
YDR304C	-0.7681167679295637
YDR305C	0.1425311410521356
YDR306C	-0.06616673923803836
YDR307W	0.30766891025766296
YDR309C	0.09659602978113309
YDR310C	0.45800406187354437
YDR313C	0.27178953742545636
YDR314C	-0.239698002143514
YDR315C	-0.3669904205777809
YDR316W	1.3875005697589144
YDR317W	0.5912000868266215
YDR318W	-0.24577614752552351
YDR319C	0.5270417143472347
YDR320C	-0.07823949976190131
YDR322C-A	0.061022763343997775
YDR322W	-0.1784860596060718
YDR323C	0.9036717429241985
YDR326C	-1.123156582691481
YDR329C	-0.03304373128172431
YDR332W	0.5049214293723259
YDR333C	0.04741110800280289
YDR334W	-0.13856578042803425
YDR335W	2.6610604384201033
YDR336W	-0.5615846372072197
YDR337W	-0.3728098319557268
YDR338C	-0.41583993827192367
YDR342C	-0.12363593547145746
YDR345C	1.0807518610795945
YDR346C	0.20621071029052948
YDR348C	-0.7407790681951569
YDR349C	1.0631552729405038
YDR350C	-0.09734635741602354
YDR351W	-0.9065757635199623
YDR352W	0.49007381057449717
YDR354W	1.1027101145412053
YDR357C	0.2581780816752926
YDR358W	-0.5940650675799675
YDR363W	0.5100496175741539
YDR363W-A	-1.9814878346664355
YDR366C	0.35765468288185437
YDR368W	0.0007146159223540812
YDR369C	1.755312909618906
YDR370C	0.49542021964684
YDR371W	-0.5638373213345
YDR374C	0.5644167098780679
YDR375C	1.07145769857821
YDR377W	-0.12504621780184533
YDR378C	2.3655903985611464
YDR379C-A	-0.3550017882361227
YDR379W	0.5533247126255888
YDR380W	0.6256508794642996
YDR381C-A	0.05494591733446794
YDR382W	-0.4793378862072979
YDR383C	-0.5365894139697637
YDR385W	-0.44185194780097903
YDR386W	-0.46400386677378047
YDR387C	-0.035408155853914096
YDR388W	0.025924220575723786
YDR389W	0.7765363019267083
YDR391C	5.97915997427009
YDR392W	0.2556739014849765
YDR393W	-0.3622430389876129
YDR395W	-0.7804366907202207
YDR399W	-0.23821179409407034
YDR400W	-0.5377576411863368
YDR402C	-1.9081896853110178
YDR403W	-0.13396164040756373
YDR405W	-0.14435845151170634
YDR406W	0.09277864218284472
YDR408C	-0.527970476475533
YDR409W	0.1753909462564991
YDR410C	-0.5197828651289967
YDR411C	1.2071267918664352
YDR414C	-1.1325162968054827
YDR415C	0.24069233379980348
YDR418W	-0.7357190605920326
YDR419W	-0.11025345053517381
YDR420W	0.562338618856768
YDR421W	0.837433725010439
