orf	hap a (post-SGA) | mitotic recombination rate (leu2-URA3-leu2, patch) | standard | SC - Leu | Novarina D~Chang M, 2020	hap a (post-SGA) | mitotic recombination rate (leu2-URA3-leu2, replica pinning) | standard | SC - Leu | Novarina D~Chang M, 2020
YBR007C	0.0	-0.1071428571428571
YBR008C	0.0	-0.03273809523809523
YBR009C	0.0	0.41369047619047605
YBR010W	0.0	-0.1071428571428571
YBR012C	0.0	0.37648809523809534
YBR013C	0.0	0.4508928571428572
YBR014C	0.0	0.2276785714285714
YBR015C	0.0	0.07886904761904767
YBR016W	0.0	0.1160714285714286
YBR018C	0.0	0.30208333333333326
YBR019C	0.0	0.07886904761904767
YBR020W	0.0	0.35788690476190466
YBR021W	0.0	0.3605442176870748
YBR022W	0.0	0.26488095238095255
YBR023C	0.0	0.5252976190476188
YBR024W	0.0	0.48809523809523836
YBR025C	0.0	0.37648809523809534
YBR026C	0.0	0.0044642857142858094
YBR027C	0.0	0.3392857142857142
YBR028C	0.0	0.37648809523809534
YBR030W	0.0	0.1160714285714286
YBR031W	0.0	0.15327380952380976
YBR032W	0.0	0.19047619047619024
YBR033W	0.0	0.04166666666666674
YBR034C	0.0	0.1160714285714286
YBR036C	0.0	-0.03273809523809523
YBR037C	0.0	0.5625
YBR040W	1.0	0.26488095238095255
YBR041W	0.0	-0.03273809523809523
YBR042C	0.0	0.37648809523809534
YBR043C	0.0	0.1160714285714286
YBR044C	0.0	0.1160714285714286
YBR045C	0.0	0.04166666666666674
YBR046C	0.0	-0.03273809523809523
YBR047W	0.0	-0.21875
YBR048W	0.0	-0.293154761904762
YBR050C	0.0	-0.18154761904761918
YBR051W	0.0	-0.06994047619047616
YBR052C	0.0	0.04166666666666674
YBR053C	0.0	-0.1071428571428571
YBR054W	0.0	-0.18154761904761918
YBR056W	0.0	0.15327380952380976
YBR056W-A	0.0	0.26488095238095255
YBR057C	0.0	0.0044642857142858094
YBR058C	0.0	0.41369047619047605
YBR058C-A	0.0	0.30208333333333326
YBR059C	0.0	-0.21875
YBR061C	0.0	-0.05753968253968256
YBR062C	0.0	0.26488095238095255
YBR063C	0.0	-0.06994047619047616
YBR064W	0.0	0.0044642857142858094
YBR065C	0.0	-0.06994047619047616
YBR066C	0.0	0.1160714285714286
YBR067C	0.0	0.04166666666666674
YBR068C	0.0	0.19047619047619024
YBR069C	1.0	0.15327380952380976
YBR071W	0.0	0.2276785714285714
YBR072C-A	0.0	0.26488095238095255
YBR072W	0.0	0.19047619047619024
YBR073W	0.0	-0.06994047619047616
YBR074W	0.0	0.013764880952381015
YBR076W	0.0	-0.4047619047619049
YBR077C	0.0	0.04166666666666674
YBR082C	1.0	0.07886904761904767
YBR083W	0.0	0.15327380952380976
YBR084C-A	0.0	0.15327380952380976
YBR084W	0.0	0.2276785714285714
YBR085C-A	0.0	0.3392857142857142
YBR089C-A	0.0	-0.1071428571428571
YBR090C	0.0	-0.1071428571428571
YBR092C	0.0	0.1160714285714286
YBR093C	0.0	0.2276785714285714
YBR094W	0.0	-0.06994047619047616
YBR095C	0.0	-0.14434523809523803
YBR098W	0.0	0.06026785714285715
YBR099C	0.0	-0.03273809523809523
YBR103W	0.0	0.0044642857142858094
YBR104W	0.0	-0.3675595238095237
YBR105C	0.0	0.24627976190476197
YBR106W	0.0	-0.03273809523809523
YBR107C	0.0	0.41369047619047605
YBR108W	0.0	0.04166666666666674
YBR111C	0.0	0.15327380952380976
YBR111W-A	0.0	0.15327380952380976
YBR112C	0.0	-0.06994047619047616
YBR113W	0.0	0.07886904761904767
YBR114W	0.0	0.3392857142857142
YBR116C	0.0	0.04166666666666674
YBR119W	0.0	-0.03273809523809523
YBR120C	0.0	0.37648809523809534
YBR121C	0.0	0.30208333333333326
YBR122C	0.0	-0.08536585365853655
YBR125C	0.0	0.2276785714285714
YBR126C	0.0	0.1054421768707483
YBR128C	0.0	0.30208333333333326
YBR129C	0.0	0.1160714285714286
YBR130C	0.0	0.2276785714285714
YBR131W	0.0	0.37648809523809534
YBR132C	0.0	0.15327380952380976
YBR133C	0.0	0.3392857142857142
YBR134W	0.0	0.37648809523809534
YBR137W	0.0	0.3392857142857142
YBR138C	0.0	0.15327380952380976
YBR139W	0.0	0.30208333333333326
YBR141C	0.0	0.04166666666666674
YBR144C	0.0	0.19047619047619024
YBR145W	0.0	0.19047619047619024
YBR146W	0.0	0.30208333333333326
YBR147W	1.0	0.26488095238095255
YBR148W	0.0	-0.03273809523809523
YBR149W	0.0	0.15327380952380976
YBR150C	0.0	0.3392857142857142
YBR151W	0.0	-0.06994047619047616
YBR156C	0.0	0.30208333333333326
YBR157C	0.0	0.171875
YBR158W	0.0	0.07886904761904767
YBR159W	0.0	-0.18154761904761918
YBR161W	0.0	0.26488095238095255
YBR162C	0.0	0.4508928571428572
YBR162W-A	0.0	0.26488095238095255
YBR163W	0.0	0.07886904761904767
YBR164C	0.0	0.30208333333333326
YBR165W	0.0	0.15327380952380976
YBR166C	0.0	-0.2559523809523808
YBR168W	0.0	0.19047619047619024
YBR169C	0.0	0.0044642857142858094
YBR170C	0.0	-0.3303571428571429
YBR171W	0.0	-0.293154761904762
YBR172C	0.0	0.04166666666666674
YBR174C	1.0	0.15327380952380976
YBR175W	0.0	0.3392857142857142
YBR176W	0.0	-0.1071428571428571
YBR177C	0.0	0.19047619047619024
YBR178W	0.0	0.41369047619047605
YBR179C	0.0	0.26488095238095255
YBR180W	0.0	-0.293154761904762
YBR181C	0.0	0.1160714285714286
YBR182C	0.0	-0.2559523809523808
YBR182C-A	0.0	0.04166666666666674
YBR183W	0.0	-0.2559523809523808
YBR184W	0.0	0.04166666666666674
YBR185C	0.0	0.07886904761904767
YBR186W	1.0	-0.1071428571428571
YBR187W	0.0	0.04166666666666674
YBR188C	0.0	0.4508928571428572
YBR189W	0.0	-0.1071428571428571
YBR191W	0.0	-0.13265306122448983
YBR194W	0.0	0.519756838905775
YBR195C	0.0	0.19047619047619024
YBR196C-A	0.0	0.0044642857142858094
YBR196C-B	0.0	0.0044642857142858094
YBR197C	0.0	0.26488095238095255
YBR199W	0.0	0.1160714285714286
YBR200W	0.0	-0.6651785714285714
YBR200W-A	0.0	-0.21875
YBR201W	0.0	0.07886904761904762
YBR203W	0.0	0.07886904761904767
YBR204C	0.0	0.07886904761904767
YBR205W	0.0	-0.1071428571428571
YBR206W	0.0	-0.1071428571428571
YBR207W	0.0	0.3392857142857142
YBR208C	0.0	0.41369047619047605
YBR209W	0.0	0.11111111111111116
YBR210W	0.0	-0.03273809523809523
YBR212W	0.0	-0.03273809523809523
YBR213W	0.0	-0.18154761904761918
YBR214W	0.0	-0.2559523809523808
YBR215W	1.0	0.0044642857142858094
YBR216C	0.0	-0.03273809523809523
YBR217W	0.0	-0.1071428571428571
YBR218C	0.0	-0.06994047619047616
YBR219C	0.0	-0.03273809523809523
YBR220C	0.0	-0.14434523809523803
YBR221C	0.0	0.0044642857142858094
YBR221W-A	0.0	-0.06994047619047616
YBR222C	0.0	0.07886904761904767
YBR223C	0.0	0.14087301587301582
YBR224W	0.0	-0.3303571428571429
YBR225W	0.0	-0.293154761904762
YBR226C	0.0	0.0044642857142858094
YBR227C	0.0	0.0044642857142858094
YBR228W	0.0	-0.3675595238095237
YBR229C	0.0	-0.1071428571428571
YBR230C	0.0	0.04166666666666674
YBR230W-A	0.0	0.07886904761904767
YBR231C	0.0	0.0044642857142858094
YBR232C	0.0	0.37648809523809534
YBR233W	0.0	0.3392857142857142
YBR235W	0.0	0.19047619047619024
YBR238C	0.0	0.1160714285714286
YBR239C	0.0	-0.18154761904761918
YBR240C	0.0	-0.03273809523809523
YBR241C	0.0	0.1160714285714286
YBR242W	0.0	-0.06994047619047616
YBR244W	0.0	-0.3675595238095237
YBR245C	0.0	0.1160714285714286
YBR246W	0.0	-0.1071428571428571
YBR248C	0.0	-0.8626373626373627
YBR249C	0.0	-0.21875
YBR250W	0.0	0.19047619047619024
YBR251W	0.0	0.26488095238095255
YBR255W	0.0	0.15327380952380976
YBR258C	0.0	0.2276785714285714
YBR259W	0.0	0.04166666666666674
YBR260C	0.0	0.04166666666666674
YBR261C	0.0	-0.14434523809523803
YBR262C	0.0	-0.18154761904761918
YBR263W	0.0	0.26488095238095255
YBR264C	0.0	0.0044642857142858094
YBR266C	0.0	0.04166666666666674
YBR267W	0.0	0.15327380952380976
YBR268W	0.0	0.0044642857142858094
YBR269C	0.0	-0.03273809523809523
YBR270C	0.0	0.15327380952380976
YBR271W	0.0	-0.293154761904762
YBR272C	0.0	0.48809523809523836
YBR273C	0.0	-0.03273809523809523
YBR274W	0.0	0.07886904761904762
YBR275C	0.0	0.3392857142857142
YBR276C	0.0	0.19047619047619024
YBR277C	0.0	0.30208333333333326
YBR278W	0.0	0.2276785714285714
YBR280C	0.0	0.19047619047619024
YBR281C	0.0	0.3392857142857142
YBR282W	0.0	0.4437689969604861
YBR283C	0.0	0.1160714285714286
YBR284W	0.0	0.19047619047619024
YBR285W	0.0	0.19047619047619024
YBR286W	0.0	-0.1071428571428571
YBR287W	0.0	0.4508928571428572
YBR288C	0.0	0.30208333333333326
YBR289W	0.0	0.20656370656370648
YBR290W	0.0	0.0044642857142858094
YBR291C	0.0	-0.3303571428571429
YBR292C	0.0	-0.21875
YBR293W	0.0	-0.4047619047619049
YBR294W	0.0	0.19047619047619024
YBR295W	0.0	-0.293154761904762
YBR296C	0.0	-0.293154761904762
YBR296C-A	0.0	0.15327380952380976
YBR297W	0.0	0.15327380952380976
YBR298C	0.0	0.3392857142857142
YBR299W	0.0	0.26488095238095255
YBR300C	0.0	0.26488095238095255
YBR301W	0.0	0.26488095238095255
YCL001W	0.0	0.23015873015873
YCL001W-A	0.0	0.48809523809523836
YCL001W-B	0.0	0.1160714285714286
YCL002C	0.0	0.2834821428571428
YCL005W	0.0	0.19047619047619024
YCL007C	0.0	0.38888888888888906
YCL008C	0.0	0.0044642857142858094
YCL010C	0.0	0.2276785714285714
YCL011C	0.0	-0.03273809523809523
YCL012C	0.0	0.1160714285714286
YCL014W	0.0	0.12670068027210882
YCL016C	0.0	-0.06994047619047616
YCL021W-A	0.0	-1.0
YCL022C	0.0	0.04166666666666674
YCL023C	0.0	0.06823979591836732
YCL024W	0.0	-0.1071428571428571
YCL025C	0.0	0.19047619047619024
YCL026C-A	0.0	0.2987012987012989
YCL026C-B	0.0	0.2195121951219512
YCL027W	0.0	-0.21875
YCL028W	0.0	-0.3675595238095237
YCL029C	0.0	0.07886904761904767
YCL030C	0.0	-0.1071428571428571
YCL032W	0.0	0.0044642857142858094
YCL033C	0.0	-0.1071428571428571
YCL034W	0.0	0.1160714285714286
YCL035C	0.0	0.07886904761904767
YCL036W	0.0	0.2276785714285714
YCL037C	0.0	0.0044642857142858094
YCL038C	0.0	0.060267857142857206
YCL039W	0.0	0.0044642857142858094
YCL040W	0.0	-0.14434523809523803
YCL042W	0.0	0.3392857142857142
YCL044C	0.0	-0.03273809523809523
YCL045C	0.0	-0.03273809523809523
YCL046W	0.0	-0.03273809523809523
YCL047C	0.0	0.0044642857142858094
YCL048W	0.0	-0.06994047619047616
YCL049C	0.0	0.07886904761904767
YCL050C	0.0	-0.21875
YCL051W	0.0	0.15327380952380976
YCL055W	0.0	-0.03273809523809523
YCL056C	1.0	0.19047619047619024
YCL057C-A	0.0	0.04166666666666674
YCL057W	0.0	0.26488095238095255
YCL058C	0.0	0.0044642857142858094
YCL061C	1.0	0.3020833333333334
YCL063W	0.0	-0.06994047619047633
YCL064C	0.0	0.1160714285714286
YCL069W	0.0	-0.03273809523809523
YCL076W	0.0	0.15327380952380976
YCR001W	0.0	0.07886904761904767
YCR002C	0.0	0.15327380952380976
YCR003W	0.0	-0.14434523809523803
YCR004C	0.0	-0.06994047619047616
YCR005C	0.0	-0.1071428571428571
YCR006C	0.0	0.04166666666666674
YCR007C	0.0	-0.14434523809523803
YCR008W	0.0	0.1160714285714286
YCR009C	0.0	0.07886904761904767
YCR010C	0.0	0.1160714285714286
YCR011C	0.0	-0.14434523809523803
YCR014C	0.0	0.04166666666666674
YCR015C	0.0	0.04166666666666674
YCR016W	0.0	0.04166666666666674
YCR017C	0.0	-0.03273809523809523
YCR019W	0.0	0.19047619047619024
YCR020C	0.0	0.04166666666666674
YCR020C-A	0.0	0.1160714285714286
YCR020W-B	0.0	0.3392857142857142
YCR021C	0.0	0.2276785714285714
YCR022C	0.0	0.1160714285714286
YCR023C	0.0	0.07886904761904767
YCR024C-A	0.0	0.07886904761904767
YCR025C	0.0	0.15327380952380976
YCR026C	0.0	0.19047619047619024
YCR027C	0.0	0.07886904761904767
YCR028C	0.0	0.26488095238095255
YCR028C-A	0.0	-0.5163690476190477
YCR030C	0.0	0.19047619047619024
YCR031C	0.0	0.26488095238095255
YCR032W	0.0	0.19047619047619024
YCR033W	0.0	0.15327380952380976
YCR034W	0.0	0.2276785714285714
YCR036W	0.0	0.3392857142857142
YCR037C	0.0	0.37648809523809534
YCR043C	0.0	0.3392857142857142
YCR045C	0.0	0.1160714285714286
YCR046C	0.0	0.5252976190476188
YCR047C	0.0	-0.34006211180124235
YCR048W	0.0	0.07886904761904767
YCR049C	0.0	-0.03273809523809523
YCR050C	0.0	-0.4047619047619049
YCR051W	0.0	0.3392857142857142
YCR053W	0.0	0.07886904761904767
YCR059C	0.0	-0.06994047619047616
YCR060W	0.0	0.30208333333333326
YCR061W	0.0	0.2183779761904761
YCR065W	0.0	0.1160714285714286
YCR066W	0.0	-0.03273809523809523
YCR067C	0.0	0.2276785714285714
YCR068W	0.0	0.26488095238095255
YCR069W	0.0	0.2276785714285714
YCR071C	0.0	0.3180272108843538
YCR073C	0.0	0.5252976190476188
YCR073W-A	0.0	0.1778115501519757
YCR075C	0.0	0.1160714285714286
YCR075W-A	0.0	0.19047619047619024
YCR076C	0.0	0.2276785714285714
YCR077C	0.0	0.19047619047619024
YCR079W	0.0	0.04166666666666674
YCR081W	0.0	0.37648809523809534
YCR083W	0.0	0.15327380952380976
YCR085W	0.0	0.15327380952380976
YCR086W	0.0	0.7857142857142858
YCR087C-A	0.0	0.04166666666666674
YCR087W	0.0	0.0044642857142858094
YCR088W	0.0	-0.06994047619047616
YCR089W	0.0	0.15327380952380976
YCR091W	0.0	0.19047619047619024
YCR092C	0.0	-0.3675595238095237
YCR094W	0.0	-0.21875
YCR095C	0.0	0.41369047619047605
YCR095W-A	0.0	0.2276785714285714
YCR098C	0.0	0.01461038961038974
YCR099C	0.0	0.0044642857142858094
YCR100C	0.0	-0.03273809523809523
YCR101C	0.0	0.19047619047619024
YCR102C	1.0	0.2276785714285714
YCR102W-A	0.0	0.19047619047619024
YCR105W	0.0	0.3392857142857142
YCR106W	0.0	-0.06994047619047616
YCR107W	0.0	0.0044642857142858094
YDL001W	0.0	-0.18154761904761918
YDL002C	0.0	-0.03273809523809523
YDL006W	0.0	-0.14434523809523803
YDL009C	0.0	0.5625
YDL010W	0.0	0.07886904761904767
YDL011C	0.0	0.26488095238095255
YDL012C	0.0	0.2276785714285714
YDL013W	0.0	-0.7023809523809524
YDL018C	0.0	-0.2559523809523808
YDL019C	0.0	-0.1071428571428571
YDL020C	0.0	-0.4419642857142857
YDL022W	0.0	0.04166666666666674
YDL023C	0.0	-0.03273809523809523
YDL024C	0.0	0.1160714285714286
YDL025C	0.0	0.04166666666666674
YDL026W	0.0	0.171875
YDL027C	0.0	0.07886904761904767
YDL032W	0.0	0.04166666666666674
YDL033C	1.0	-0.3675595238095237
YDL034W	0.0	-0.06994047619047616
YDL035C	0.0	-0.21875
YDL036C	0.0	0.06026785714285704
YDL037C	0.0	0.07886904761904767
YDL039C	0.0	0.041666666666666685
YDL044C	0.0	0.19047619047619024
YDL045W-A	0.0	0.0044642857142858094
YDL046W	1.0	0.1160714285714286
YDL047W	0.0	0.21753246753246747
YDL048C	0.0	-0.3303571428571429
YDL049C	0.0	-0.5535714285714286
YDL050C	0.0	-0.21875
YDL051W	0.0	0.04166666666666674
YDL052C	0.0	-0.18154761904761918
YDL053C	0.0	0.19047619047619024
YDL054C	0.0	-0.1071428571428571
YDL056W	0.0	0.04166666666666674
YDL057W	0.0	0.37648809523809534
YDL059C	0.0	0.1160714285714286
YDL061C	0.0	-0.12891986062717764
YDL062W	0.0	-0.03273809523809523
YDL063C	0.0	0.04166666666666674
YDL065C	0.0	0.0044642857142858094
YDL066W	0.0	-0.14434523809523803
YDL067C	0.0	0.1160714285714286
YDL068W	0.0	0.2276785714285714
YDL069C	0.0	0.20907738095238093
YDL070W	0.0	0.3392857142857142
YDL071C	0.0	-0.03273809523809523
YDL074C	0.0	-0.06994047619047616
YDL075W	0.0	-0.2142857142857143
YDL076C	0.0	0.19047619047619024
YDL077C	0.0	0.13467261904761918
YDL078C	0.0	0.3605442176870748
YDL079C	0.0	0.30208333333333326
YDL080C	0.0	0.020408163265306145
YDL081C	0.0	0.1054421768707483
YDL082W	0.0	0.04166666666666674
YDL083C	0.0	-0.21875
YDL085C-A	0.0	0.4508928571428572
YDL085W	0.0	0.1160714285714286
YDL086W	0.0	0.15327380952380976
YDL088C	0.0	0.04166666666666674
YDL089W	0.0	0.3392857142857142
YDL091C	0.0	0.26488095238095255
YDL093W	0.0	0.2276785714285714
YDL094C	0.0	-0.21875
YDL095W	0.0	0.04166666666666674
YDL096C	0.0	0.07886904761904767
YDL099W	0.0	0.41369047619047605
YDL100C	0.0	0.5997023809523812
YDL101C	0.0	0.0044642857142858094
YDL104C	0.0	0.41369047619047605
YDL106C	0.0	-0.2559523809523808
YDL107W	0.0	0.48809523809523836
YDL109C	0.0	-0.1071428571428571
YDL110C	0.0	0.4508928571428572
YDL112W	0.0	0.15327380952380976
YDL113C	0.0	0.19047619047619024
YDL114W	0.0	0.1160714285714286
YDL115C	0.0	-0.12613981762917936
YDL116W	0.0	-0.43609022556390975
YDL117W	0.0	0.20431893687707636
YDL118W	0.0	0.1160714285714286
YDL119C	0.0	-0.3197278911564626
YDL122W	0.0	-0.1496598639455783
YDL123W	0.0	-0.293154761904762
YDL124W	0.0	-0.1071428571428571
YDL125C	0.0	0.26488095238095255
YDL127W	0.0	0.0044642857142858094
YDL128W	0.0	-0.5238095238095237
YDL129W	0.0	0.1160714285714286
YDL130W	0.0	0.04166666666666674
YDL130W-A	0.0	0.48809523809523836
YDL131W	0.0	0.30208333333333326
YDL133C-A	0.0	0.15327380952380948
YDL133W	0.0	0.2276785714285714
YDL134C	0.0	0.1160714285714286
YDL135C	0.0	-0.18154761904761918
YDL136W	0.0	-0.2559523809523808
YDL137W	0.0	0.19047619047619024
YDL138W	0.0	0.07886904761904767
YDL142C	0.0	-0.1071428571428571
YDL144C	0.0	0.3392857142857142
YDL146W	0.0	0.26488095238095255
YDL149W	0.0	0.07886904761904767
YDL151C	0.0	0.48809523809523836
YDL154W	0.0	0.07886904761904767
YDL155W	0.0	-0.293154761904762
YDL156W	0.0	0.0044642857142858094
YDL157C	0.0	-0.293154761904762
YDL159W	0.0	-0.32539682539682535
YDL159W-A	0.0	0.1160714285714286
YDL161W	0.0	-0.06994047619047616
YDL162C	1.0	0.07886904761904767
YDL168W	0.0	-0.03273809523809523
YDL169C	0.0	0.20341614906832306
YDL170W	0.0	-0.18154761904761918
YDL171C	0.0	0.26488095238095255
YDL172C	0.0	0.2276785714285714
YDL173W	0.0	0.26488095238095255
YDL174C	0.0	-0.1071428571428571
YDL175C	0.0	0.30208333333333326
YDL176W	0.0	0.07886904761904767
YDL177C	0.0	0.30952380952380953
YDL178W	0.0	-0.14434523809523803
YDL179W	0.0	0.07886904761904767
YDL180W	0.0	0.07886904761904767
YDL181W	0.0	0.3392857142857142
YDL182W	0.0	0.2276785714285714
YDL183C	0.0	0.04166666666666674
YDL184C	0.0	0.48809523809523836
YDL186W	0.0	-0.03273809523809523
YDL187C	0.0	-0.5535714285714286
YDL188C	0.0	0.04166666666666674
YDL189W	0.0	-0.04485049833887056
YDL190C	0.0	-0.27606177606177607
YDL191W	0.0	0.04166666666666674
YDL192W	0.0	-0.06994047619047616
YDL194W	0.0	-0.18154761904761918
YDL197C	0.0	0.07886904761904767
YDL198C	0.0	-0.4047619047619049
YDL199C	0.0	-0.06994047619047616
YDL201W	0.0	0.1160714285714286
YDL203C	0.0	-0.293154761904762
YDL204W	0.0	0.2276785714285714
YDL206W	0.0	0.30208333333333326
YDL210W	0.0	0.19047619047619024
YDL211C	0.0	-0.06994047619047616
YDL213C	0.0	-0.293154761904762
YDL214C	0.0	-0.14434523809523803
YDL215C	0.0	0.4508928571428572
YDL216C	0.0	0.1160714285714286
YDL218W	0.0	-0.2559523809523808
YDL219W	0.0	-0.03273809523809523
YDL222C	0.0	-0.03273809523809523
YDL224C	0.0	-0.15413533834586468
YDL226C	0.0	-0.06994047619047616
YDL227C	0.0	-0.3675595238095237
YDL229W	0.0	-0.1071428571428571
