ORF	hom | growth (relative abundance in pooled culture) | Osmotic Stress-Sorbitol (glucitol [0.6 M]) | Gonzalez R~Valero E, 2016	hom | growth (relative abundance in pooled culture) | High Osmostic Stress-Glucose (glucose [200 g/L]) | Gonzalez R~Valero E, 2016
YOR192C	0.283	0.246
YOR197W	0.455	0.468
YOR198C	1.345	0.836
YOR199W	1.170	0.451
YOR200W	0.186	-0.745
YOR201C	0.454	0.716
YOR202W	0.113	0.121
YOR205C	-0.302	-1.795
YOR209C	-2.723	-6.132
YOR211C	1.009	0.255
YOR216C	-1.318	0.076
YOR223W	0.117	-0.417
YOR227W	-0.130	-0.077
YOR230W	0.633	0.270
YOR234C	0.439	0.336
YOR235W	1.288	1.181
YOR240W	0.115	0.106
YOR241W	0.000	0.000
YOR245C	0.213	0.119
YOR246C	0.436	0.790
YOR247W	0.511	0.104
YOR251C	0.589	0.296
YOR267C	0.617	-0.054
YOR268C	0.431	0.158
YOR269W	1.177	-0.013
YOR270C	-3.845	-1.987
YOR271C	-0.257	-0.252
YOR274W	0.161	-0.157
YOR275C	0.645	-0.289
YOR276W	0.343	-0.422
YOR277C	0.519	-0.137
YOR279C	-0.054	-0.050
YOR284W	0.327	0.260
YOR286W	-0.089	0.243
YOR289W	0.052	0.055
YOR290C	0.000	0.000
YOR291W	0.210	0.200
YOR292C	0.039	-0.204
YOR293C-A	0.264	-0.603
YOR293W	2.662	2.013
YOR295W	0.407	0.084
YOR296W	-0.005	-0.363
YOR297C	0.004	0.355
YOR298C-A	0.230	-0.579
YOR298C-A2	NaN	-0.244
YOR298C-A3	NaN	-0.486
YOR298C-A4	NaN	-0.340
YOR298W	-0.261	-0.236
YOR299W	0.222	-0.010
YOR300W	-0.262	0.120
YOR301W	0.093	-0.084
YOR302W	1.635	2.971
YOR303W	22.643	24.441
YOR304C-A	-0.147	-0.228
YOR304W	0.943	0.099
YOR305W	-0.545	-1.218
YOR306C	-0.175	0.249
YOR307C	-0.132	-0.020
YOR308C	-0.199	-0.759
YOR309C	0.540	0.217
YOR311C	-0.357	-0.256
YOR313C	0.157	-0.093
YOR314W	-0.028	-0.256
YOR315W	0.322	0.759
YOR316C	-0.051	0.010
YOR316C-A	0.412	-0.085
YOR317W	0.104	0.050
YOR318C	0.073	-0.089
YOR320C	0.168	-0.068
YOR321W	0.325	0.173
YOR322C	0.407	-0.085
YOR323C	0.000	0.000
YOR324C	0.326	-0.070
YOR325W	0.082	0.297
YOR327C	0.467	0.268
YOR328W	0.428	0.312
YOR330C	-0.059	-0.772
YOR331C	0.000	0.000
YOR332W	-0.845	0.453
YOR333C	0.321	0.104
YOR334W	0.172	-0.224
YOR337W	0.467	-0.458
YOR338W	0.277	-0.233
YOR339C	0.169	0.088
YOR342C	-0.079	0.142
YOR343C	0.201	0.202
YOR344C	-0.959	-0.045
YOR345C	-0.108	0.321
YOR346W	0.308	0.128
YOR347C	-0.471	-0.410
YOR348C	0.060	0.050
YOR349W	0.402	0.058
YOR350C	0.311	-0.124
YOR351C	0.178	0.185
YOR352W	-0.034	-0.342
YOR354C	0.447	0.113
YOR355W	0.130	-0.438
YOR356W	-0.113	-0.397
YOR357C	0.209	0.185
YOR358W	-0.290	-0.658
YOR359W	0.704	1.214
YOR360C	-0.027	-0.726
YOR363C	1.042	0.446
YOR364W	-0.185	-0.096
YOR365C	0.162	-0.040
YOR368W	-0.015	0.076
YOR371C	-0.149	-0.298
YOR374W	0.137	-0.191
YOR375C	0.049	-0.758
YOR376W	-0.093	-0.529
YOR376W-A	0.153	-0.329
YOR377W	-0.279	-0.085
YOR378W	-0.023	0.061
YOR379C	1.699	1.382
YOR380W	0.070	0.021
YOR381W	-0.073	0.300
YOR382W	0.145	-0.050
YOR384W	0.085	0.251
YOR385W	0.175	-0.086
YOR386W	0.208	0.203
YPL001W	-0.144	-0.592
YPL002C	1.132	0.820
YPL003W	0.589	0.526
YPL004C	0.086	-0.369
YPL005W	0.085	-1.778
YPL006W	-0.164	-0.225
YPL008W	-0.185	-0.732
YPL009C	0.380	0.085
YPL013C	0.026	-0.750
YPL014W	0.033	0.142
YPL015C	0.070	-0.178
YPL017C	0.148	0.080
YPL018W	-1.928	-1.107
YPL019C	-0.285	-0.445
YPL021W	0.364	0.009
YPL022W	0.186	0.032
YPL023C	0.122	0.212
YPL024W	0.000	0.000
YPL025C	-0.227	-0.023
YPL026C	-0.199	0.123
YPL027W	0.461	-0.267
YPL029W	-0.054	-0.982
YPL030W	0.155	-0.063
YPL031C	30.481	0.000
YPL032C	0.394	0.128
YPL033C	0.143	-0.135
YPL035C	0.599	0.498
YPL038W	0.039	-0.096
YPL038W-A	0.361	-0.436
YPL039W	0.145	-0.006
YPL040C	-0.342	-0.755
YPL042C	-0.007	0.161
YPL045W	0.000	0.000
YPL046C	-0.187	-0.297
YPL047W	1.135	-0.268
YPL048W	-0.225	-0.343
YPL049C	0.303	0.289
YPL051W	0.639	0.090
YPL052W	0.238	-0.478
YPL053C	1.841	0.765
YPL054W	0.274	0.005
YPL055C	-1.074	1.805
YPL056C	1.206	0.443
YPL057C	35.525	36.629
YPL058C	0.289	0.460
YPL060W	0.303	-0.168
YPL061W	-0.440	-0.466
YPL062W	0.141	0.010
YPL064C	0.028	-0.095
YPL065W	32.288	31.676
YPL066W	0.131	-0.048
YPL067C	0.172	-0.009
YPL068C	0.539	0.150
YPL069C	-2.442	0.221
YPL081W	0.545	0.181
YPL084W	0.000	0.000
YPL086C	1.507	0.611
YPL091W	0.216	0.112
YPL092W	0.280	-0.009
YPL095C	-0.039	-0.222
YPL096W	-0.002	-0.083
YPL097W	-0.022	-0.843
YPL098C	-0.086	0.337
YPL099C	0.311	0.001
YPL100W	0.299	0.135
YPL101W	0.581	-0.226
YPL102C	0.679	-0.180
YPL103C	-0.235	-0.050
YPL104W	0.962	-0.665
YPL105C	0.133	-0.084
YPL106C	1.032	-0.139
YPL107W	0.087	-0.093
YPL108W	0.263	-0.202
YPL109C	0.229	-0.071
YPL110C	0.295	0.130
YPL111W	0.198	0.184
YPL112C	0.027	-0.243
YPL113C	0.079	-0.035
YPL114W	0.077	-0.253
YPL115C	-0.045	-0.291
YPL116W	0.082	-0.191
YPL118W	0.450	-0.101
YPL119C	0.083	-0.223
YPL119C-A	0.761	-0.212
YPL120W	-1.149	-0.674
YPL121C	0.195	0.030
YPL123C	-0.243	-0.377
YPL125W	1.012	0.598
YPL127C	0.122	-0.018
YPL129W	0.000	0.000
YPL130W	0.203	-0.298
YPL132W	0.221	-0.586
YPL133C	-0.225	-0.079
YPL134C	0.161	0.342
YPL135W	0.261	-0.261
YPL136W	-0.121	0.103
YPL137C	0.056	-0.295
YPL138C	-0.249	0.220
YPL139C	-2.369	0.215
YPL140C	-0.260	-0.059
YPL141C	0.234	-0.068
YPL144W	0.342	-0.050
YPL145C	0.548	0.085
YPL147W	0.298	-0.003
YPL149W	-0.144	0.062
YPL150W	0.428	-0.618
YPL152W	0.047	-0.513
YPL152W-A	0.498	-0.345
YPL154C	-0.335	0.175
YPL155C	0.168	-0.127
YPL156C	0.187	0.124
YPL157W	1.837	-0.572
YPL158C	0.456	-0.382
YPL159C	0.418	0.229
YPL161C	0.032	-0.012
YPL162C	-0.026	-0.111
YPL163C	0.411	0.017
YPL164C	0.301	0.042
YPL165C	0.048	-0.163
YPL166W	0.085	-0.169
YPL167C	0.244	0.029
YPL168W	0.036	-0.127
YPL170W	0.336	0.017
YPL171C	0.078	-0.087
YPL173W	0.766	-0.409
YPL174C	1.196	0.704
YPL176C	-0.067	0.002
YPL177C	0.816	0.183
YPL178W	-0.775	-1.572
YPL179W	0.724	-0.129
YPL180W	1.763	-0.694
YPL182C	-0.442	1.339
YPL183C	0.615	-0.255
YPL183W-A	0.507	-0.354
YPL183W-A2	NaN	-0.957
YPL183W-A3	NaN	-0.226
YPL184C	1.034	0.643
YPL185W	0.393	0.110
YPL187W	0.511	0.487
YPL188W	-3.464	0.717
YPL189W	0.436	-0.099
YPL191C	-0.021	-0.004
YPL192C	0.207	0.073
YPL193W	0.040	1.013
YPL194W	0.348	-0.251
YPL195W	0.692	0.174
YPL196W	-0.156	-0.248
YPL197C	0.342	0.151
YPL198W	0.024	0.061
YPL199C	-0.056	0.038
YPL200W	0.144	0.080
YPL201C	0.170	0.157
YPL203W	0.205	0.014
YPL205C	-1.254	-0.403
YPL206C	0.003	0.165
YPL207W	-0.043	-0.415
YPL208W	0.007	-0.243
YPL212C	0.189	0.015
YPL213W	0.188	-1.058
YPL214C	1.061	0.331
YPL215W	0.382	-0.573
YPL216W	0.204	0.152
YPL219W	-0.096	-0.215
YPL220W	-0.034	-0.065
YPL221W	0.173	-0.206
YPL222W	0.033	-0.027
YPL223C	-0.124	-0.044
YPL224C	0.695	0.228
YPL225W	0.065	0.310
YPL226W	-0.398	-0.064
YPL227C	0.232	-0.088
YPL229W	0.171	-0.112
YPL230W	0.324	0.254
YPL232W	0.244	0.412
YPL236C	0.213	-0.162
YPL239W	2.284	1.013
YPL240C	0.161	0.060
YPL241C	0.099	-0.153
YPL244C	-0.009	0.088
YPL245W	-0.097	-0.050
YPL246C	-0.295	0.153
YPL247C	0.044	-0.531
YPL248C	0.372	0.263
YPL249C	0.073	-0.075
YPL249C-A	-30.104	-30.078
YPL250C	-0.249	0.296
YPL253C	0.059	-0.206
YPL254W	28.480	0.000
YPL256C	-0.285	-0.259
YPL257W	0.164	0.076
YPL258C	0.045	-0.088
YPL259C	0.192	0.070
YPL260W	-0.540	-0.105
YPL261C	-0.308	-0.100
YPL262W	-1.217	-1.130
YPL263C	0.187	0.120
YPL264C	0.070	0.026
YPL265W	0.304	-0.066
YPL267W	0.076	0.048
YPL269W	-0.128	-0.068
YPL270W	0.244	0.167
YPL271W	1.299	0.852
YPL272C	-0.169	-0.193
YPL273W	0.053	-0.055
YPL274W	0.031	0.044
YPL277C	0.016	-0.453
YPR001W	0.342	0.174
YPR002W	0.312	0.218
YPR003C	0.204	-0.150
YPR004C	0.174	0.022
YPR005C	0.079	-0.163
YPR006C	-0.054	-0.122
YPR007C	0.717	-0.232
YPR008W	0.742	-2.015
YPR009W	0.282	0.129
YPR011C	-0.109	-0.284
YPR012W	0.012	-0.026
YPR013C	1.223	0.625
YPR014C	0.073	0.278
YPR015C	0.223	-0.048
YPR017C	0.272	-0.124
YPR018W	-0.941	0.403
YPR020W	0.251	0.202
YPR021C	-0.038	-0.390
YPR022C	0.075	0.544
YPR023C	0.521	-1.025
YPR024W	-30.518	0.013
YPR026W	0.648	-0.019
YPR028W	0.202	0.074
YPR029C	0.065	-0.127
YPR030W	0.657	0.606
YPR031W	1.194	1.024
YPR032W	0.856	0.156
YPR037C	-0.099	-0.048
YPR038W	0.107	-0.149
YPR039W	0.305	0.013
YPR040W	0.269	-0.365
YPR042C	0.310	-0.078
YPR043W	0.005	0.216
YPR045C	0.224	-0.095
YPR046W	-0.145	-0.456
YPR047W	-0.360	-0.270
YPR049C	-1.095	-0.020
YPR050C	1.190	-0.531
YPR051W	0.417	-0.082
YPR052C	0.399	0.075
YPR053C	0.011	-0.386
YPR054W	-0.464	-0.309
YPR057W	0.909	-0.321
YPR058W	0.001	0.111
YPR059C	-0.286	0.019
YPR060C	-30.104	-30.078
YPR061C	0.097	-0.243
YPR062W	0.066	-0.192
YPR063C	-0.186	-0.236
YPR064W	0.126	-0.716
YPR065W	0.516	0.046
YPR066W	0.515	-0.431
YPR067W	-28.519	2.820
YPR068C	0.000	-0.240
YPR069C	-0.104	-0.131
YPR070W	-0.440	0.695
YPR071W	0.046	-0.134
YPR072W	-28.519	-28.493
YPR073C	0.130	-0.009
YPR074C	0.000	31.313
YPR075C	-0.256	-0.526
YPR076W	0.129	-0.065
YPR077C	0.278	0.243
YPR078C	0.015	-0.450
YPR079W	0.259	-0.047
YPR083W	-0.136	-1.073
YPR084W	0.262	0.105
YPR087W	0.198	0.383
YPR089W	-0.017	-0.085
YPR090W	0.015	0.160
YPR091C	0.295	-0.006
YPR092W	0.502	0.113
YPR093C	0.490	0.412
YPR095C	-0.617	-0.563
YPR096C	-0.496	-0.443
YPR097W	-0.098	-0.356
YPR098C	0.026	-0.007
YPR099C	-1.642	-4.305
YPR100W	0.337	0.650
YPR101W	0.736	0.484
YPR106W	0.270	0.015
YPR108W-A	0.660	0.152
YPR109W	0.603	-0.008
YPR111W	0.362	0.148
YPR114W	-0.040	0.394
YPR115W	0.286	0.132
YPR116W	0.316	-0.492
YPR117W	0.104	-0.174
YPR118W	0.425	0.161
YPR119W	0.304	-0.252
YPR120C	-0.090	-0.120
YPR121W	0.606	0.075
YPR122W	-0.068	-0.016
YPR123C	0.566	-0.514
YPR125W	0.311	0.063
YPR126C	0.317	0.089
YPR127W	-0.096	-0.086
YPR128C	-0.065	-0.384
YPR129W	0.477	0.360
YPR130C	0.075	0.178
YPR131C	2.448	1.391
YPR132W	0.625	-0.324
YPR133W-A	-0.120	0.013
YPR135W	-1.360	-30.815
YPR138C	0.772	0.116
YPR140W	-0.114	-0.345
YPR145W	0.075	-0.200
YPR146C	-0.270	-0.002
YPR147C	-0.006	-0.089
YPR148C	-0.108	-0.304
YPR149W	0.185	-0.370
YPR150W	0.170	0.014
YPR151C	0.626	-0.010
YPR152C	0.208	-0.348
YPR153W	-0.955	-0.337
YPR154W	0.051	-0.165
YPR155C	0.221	0.083
YPR156C	-0.148	-0.057
YPR157W	0.152	-0.094
YPR158W	0.042	-0.157
YPR159C-A	0.366	-0.347
YPR159W	1.798	-0.795
YPR160W	0.205	-0.043
YPR164W	0.346	-0.067
YPR166C	-0.353	-1.184
YPR167C	0.107	-0.567
YPR170C	0.300	0.026
YPR171W	0.382	0.300
YPR172W	0.040	-0.460
YPR173C	32.940	0.000
YPR174C	0.289	0.235
YPR179C	0.895	0.514
YPR184W	0.115	-0.350
YPR185W	0.145	-0.016
YPR188C	0.136	0.038
YPR189W	-0.140	-0.401
YPR191W	0.342	-0.555
YPR192W	0.079	-0.015
YPR193C	-0.342	-0.529
YPR194C	0.154	-0.050
YPR195C	0.320	0.425
YPR196W	0.100	0.135
YPR197C	-0.636	0.112
YPR198W	-0.523	-0.328
YPR199C	0.107	-0.016
YPR200C	0.126	0.199
YPR201W	-0.086	-0.007
