ORF	hap a | growth (relative abundance in pooled culture) | selenomethionine [12 uM] | Plateau P~Lazard M, 2017	hap a | growth (relative abundance in pooled culture) | selenomethionine [20 uM] | Plateau P~Lazard M, 2017
YDR043C	0.478	0.105
YBR165W	0.468	0.225
YGL056C	0.468	0.363
YPR114W	0.475	0.174
YOR231W	0.478	0.123
YIL157C	0.473	0.169
YDR525W	0.146	0.570
YBL090W	0.468	-0.109
YML055W	0.470	0.269
YKL191W	0.480	0.001
YDR512C	0.494	0.133
YGL215W	0.414	0.261
YLR306W	0.488	0.240
YDR065W	0.486	-0.016
YGL222C	0.479	0.121
YHR006W	0.514	0.432
YBR170C	0.502	0.785
YDR431W	0.496	0.476
YDR459C	0.501	0.421
YGR282C	0.541	0.280
YPL199C	0.501	0.245
YOR279C	0.501	-0.039
YMR036C	0.464	-0.073
YCR003W	0.498	-0.016
YIR019C	0.493	0.302
YNL056W	0.514	0.365
YML101C-A	0.507	0.574
YGR054W	0.501	0.943
YCR066W	0.497	0.202
YBR041W	0.509	0.155
YHR076W	0.605	0.120
YNR032C-A	0.499	0.338
YLR246W	0.528	0.402
YDL044C	0.509	-0.092
YPR146C	0.540	0.180
YLR238W	0.485	0.168
YIL103W	0.499	0.135
YMR119W	0.698	0.538
YLL061W	0.494	0.249
YLR423C	0.525	0.301
YER016W	0.497	0.342
YPL239W	0.526	-0.170
YGR187C	0.518	0.217
YOR144C	0.524	0.447
YHL008C	0.536	0.393
YGL083W	0.522	0.419
YJR056C	0.511	0.229
YLR006C	0.543	0.378
YJL096W	0.510	-0.185
YDR384C	0.547	0.473
YCR061W	0.536	0.107
YDL142C	-0.110	NaN
YPR106W	0.542	0.291
YKL168C	0.514	0.238
YPL039W	0.514	0.396
YLR111W	0.545	0.606
YKL166C	0.543	0.544
YGL197W	0.542	0.162
YGL084C	0.538	0.516
YOR124C	0.529	0.030
YOR135C	0.563	0.469
YLR393W	0.534	0.392
YOR008C-A	0.538	-0.110
YJL067W	0.536	0.275
YFL049W	0.555	0.227
YMR062C	0.551	-0.296
YPR166C	0.556	0.154
YBR162C	0.556	0.323
YLR325C	0.558	0.352
YIL098C	0.554	0.199
YGL060W	0.569	0.195
YJR144W	0.561	0.072
YGL202W	0.565	0.372
YOL052C	0.589	0.776
YNL032W	0.561	0.019
YJR152W	0.561	0.091
YNL070W	0.556	0.007
YMR139W	0.556	0.331
YKL033W-A	0.562	0.608
YHR142W	0.570	0.111
YMR072W	0.581	-0.118
YMR275C	0.566	-0.103
YOL076W	0.549	0.358
YOR188W	0.550	0.230
YPR083W	0.564	-0.065
YHL003C	0.579	0.142
YOL079W	0.581	0.244
YDL056W	0.581	0.097
YDL090C	0.513	0.482
YLR374C	0.587	0.001
YHL034C	0.574	-0.456
YMR044W	0.567	0.007
YPR074C	0.606	0.514
YJL120W	0.589	0.390
YML081C-A	0.600	0.037
YOR201C	0.578	-0.188
YLR090W	0.588	0.186
YLR099C	0.597	0.243
YKL101W	0.575	0.491
YIL037C	0.585	0.355
YJL088W	0.582	0.098
YGL129C	0.593	-0.193
YMR286W	0.398	-0.270
YNR030W	0.584	0.004
YNL324W	0.602	0.247
YMR054W	0.536	0.475
YDR294C	0.600	0.181
YOR376W	0.598	0.972
YMR202W	0.305	-0.073
YGR171C	0.606	0.030
YMR022W	0.578	-0.217
YBR251W	0.614	-0.053
YLR261C	0.684	0.407
YKL212W	0.608	0.344
YMR261C	0.603	0.278
YOL090W	0.594	0.083
YER054C	0.605	0.303
YGR240C	0.602	-0.181
YBL044W	0.593	-0.577
YML102W	0.641	0.488
YMR193W	0.628	0.166
YBL072C	0.609	-0.386
YOL089C	0.620	0.513
YDR028C	0.712	1.078
YGL162W	0.608	-0.192
YLR421C	0.621	0.280
YPR091C	0.630	0.243
YPL040C	0.630	-0.060
YHR022C	0.636	0.388
YOL048C	0.630	0.634
YNL091W	0.640	0.338
YGL143C	0.624	0.269
YPL048W	0.636	0.276
YBR044C	0.770	-0.063
YDR393W	0.735	2.019
YMR179W	0.530	0.231
YHR112C	0.653	0.564
YOR106W	0.610	-0.374
YPL205C	0.101	0.967
YIL156W	0.659	0.212
YDR337W	0.653	-0.122
YBR174C	0.390	0.648
YDR220C	0.647	0.567
YMR016C	0.640	0.346
YGL094C	0.607	0.052
YHR031C	0.659	0.336
YPL068C	0.645	0.461
YDR114C	0.674	0.424
YPL269W	0.646	0.255
YLR139C	0.669	0.076
YOR070C	0.915	0.630
YHR177W	0.647	0.187
YLR398C	0.675	0.051
YHR147C	0.668	0.170
YKL003C	-0.141	0.177
YPL118W	0.660	0.188
YLR044C	0.623	0.022
YCR095C	0.677	0.223
YDL236W	0.675	0.253
YBR173C	0.672	0.174
YOR002W	0.545	0.531
YER167W	0.646	0.562
YGR226C	0.671	-0.045
YMR305C	0.670	0.170
YDL061C	0.682	0.329
YDR247W	0.666	0.346
YKL194C	0.676	0.050
YNL094W	0.679	0.326
YCL005W	0.687	0.316
YER110C	0.706	0.676
YJR122W	0.721	0.430
YNR032W	0.677	0.598
YDR143C	0.677	0.347
YDR144C	0.704	0.463
YOL013C	0.688	0.391
YDR414C	0.696	0.381
YOR369C	0.709	0.665
YNL252C	0.710	0.227
YKL025C	0.573	0.422
YNL160W	0.826	0.227
YPL105C	0.691	0.071
YDR465C	0.177	0.024
YOR267C	0.702	-0.006
YIL036W	0.722	0.064
YBL012C	0.717	0.081
YDR441C	0.722	0.305
YBR226C	0.717	0.277
YIL079C	0.741	0.231
YDR181C	0.760	0.566
YML106W	0.722	0.426
YPL078C	0.734	-0.035
YGR089W	0.728	0.160
YML061C	0.732	0.503
YPL022W	0.733	0.349
YMR264W	0.782	0.171
YBR261C	0.744	0.308
YBL002W	0.720	0.035
YBR268W	0.757	0.361
YLR193C	0.744	0.024
YPL047W	0.747	0.518
YGR255C	0.770	0.118
YLR176C	0.745	0.497
YPL008W	0.767	0.568
YOR304W	0.748	0.464
YDL104C	0.548	-0.511
YIL035C	0.481	0.471
YML062C	0.750	0.387
YDR199W	0.792	0.323
YGR224W	0.776	0.933
YGR018C	0.775	0.515
YNL021W	0.796	0.009
YCL009C	0.779	0.374
YNL192W	0.713	0.610
YOL065C	0.814	0.825
YPL156C	0.791	-0.065
YGR276C	0.790	0.456
YLR190W	0.789	0.199
YOR258W	0.811	0.553
YBR134W	0.818	0.321
YBL067C	0.802	0.243
YFR021W	0.810	-0.080
YFL012W-A	0.812	0.108
YMR052W	0.799	0.501
YNL140C	0.844	0.981
YMR015C	0.807	0.004
YDR289C	0.814	0.455
YEL057C	0.819	0.427
YAL056C-A	0.826	0.713
YJL131C	0.824	0.093
YGR165W	0.877	0.110
YDL188C	0.824	0.200
YDL118W	0.761	0.260
YAL023C	0.826	0.727
YOL030W	0.831	0.145
YDR295C	0.833	0.032
YOR171C	0.850	0.475
YOR342C	0.850	0.381
YDR377W	0.750	0.056
YOR113W	0.846	0.338
YEL015W	0.895	0.280
YDR073W	0.837	0.023
YDR476C	0.857	0.511
YPR120C	0.858	0.367
YIL044C	0.871	0.379
YOR327C	0.859	0.260
YLR354C	0.856	0.856
YKL076C	0.853	0.288
YOR085W	0.866	0.668
YOL080C	0.846	0.458
YBR133C	0.877	0.259
YBR224W	0.856	0.274
YBL082C	0.865	0.283
YMR241W	0.865	0.267
YLR143W	0.884	0.477
YJL179W	0.877	-0.398
YDL172C	0.873	0.312
YJR113C	0.907	-0.126
YMR304C-A	0.891	0.184
YMR052C-A	0.894	0.467
YGL151W	0.895	0.764
YNL219C	0.903	0.665
YKL075C	0.904	0.407
YMR326C	0.781	0.153
YPL212C	0.912	-0.119
YDR184C	0.908	0.628
YOR127W	0.933	0.437
YKR073C	0.921	0.350
YGL175C	0.995	0.205
YJR154W	0.932	0.385
YGR101W	0.904	0.487
YER050C	0.935	0.171
YNL127W	0.943	0.660
YGR220C	0.903	0.352
YKL016C	0.940	-0.268
YDL119C	0.925	0.109
YHR120W	0.966	0.021
YOR118W	0.939	0.675
YEL063C	0.952	0.129
YBR068C	0.632	0.405
YHR162W	0.945	0.375
YBR201W	0.969	0.499
YNL315C	0.885	0.350
YPL161C	1.040	0.398
YGL024W	1.400	NaN
YGR025W	0.961	0.121
YPR119W	0.945	0.470
YBR195C	0.982	0.490
YBR225W	0.966	0.477
YIL107C	0.981	0.838
YDL229W	0.965	0.725
YNL294C	0.972	0.046
YHL013C	0.989	0.516
YFR008W	0.977	0.423
YNL058C	0.972	0.697
YGR076C	1.000	0.199
YDR080W	1.004	0.192
YKL126W	0.994	0.420
YPR069C	1.009	0.636
YOR138C	0.976	0.488
YBL083C	1.001	0.624
YDR457W	1.023	0.666
YNL271C	1.034	0.351
YJL175W	1.036	-0.279
YGL072C	1.352	-0.311
YEL043W	1.008	0.254
YDL101C	1.045	0.459
YLR289W	1.030	-0.333
YCR081W	0.804	0.203
YHR073W	1.052	0.394
YLR386W	0.994	0.710
YOR073W	1.056	0.145
YBR171W	1.040	0.374
YFL013C	1.012	0.286
YDL013W	0.994	0.131
YEL007W	1.048	0.715
YOR109W	1.046	0.335
YBR172C	1.058	0.357
YDR157W	1.183	0.436
YNL235C	1.051	0.242
YLR410W	1.074	0.431
YCL016C	1.084	0.481
YPL037C	1.075	0.165
YGL212W	1.080	0.276
YAL058W	1.079	0.820
YGR271W	1.086	0.082
YLR402W	0.987	0.628
YPR179C	1.076	0.502
YIL009C-A	1.099	0.625
YER154W	1.113	0.388
YDL035C	0.706	0.405
YPR189W	1.107	0.492
YGR036C	1.911	NaN
YPL097W	1.158	0.511
YPR065W	1.111	0.443
YHR194W	1.130	0.163
YDR461W	1.138	0.564
YHR003C	1.148	0.097
YGL136C	1.101	-0.216
YKL110C	1.124	0.546
YDL134C	1.129	0.331
YOR006C	1.130	0.430
YBR078W	1.155	0.260
YER131W	1.131	0.496
YBL081W	1.278	0.553
YJR060W	1.144	-0.100
YDR083W	1.139	0.729
YLL013C	1.161	0.850
YLR018C	1.152	0.692
YLR221C	1.192	0.336
YPL030W	1.151	0.294
YPL090C	1.171	0.356
YNL144C	1.230	0.506
YDR017C	1.153	0.468
YOR191W	1.173	0.194
YDL088C	1.190	0.658
YML009C-A	1.176	0.741
YIL052C	1.200	0.042
YDR310C	1.201	0.406
YLR335W	1.201	0.699
YOL087C	1.216	-0.029
YCR051W	1.201	0.110
YDL117W	1.209	0.037
YDL173W	1.215	0.523
YKL027W	1.224	0.058
YOL039W	1.218	0.601
YDR392W	1.213	-0.458
YPL086C	1.287	0.832
YBR189W	1.283	0.456
YGL012W	1.232	0.385
YDL002C	1.229	0.339
YDL099W	0.731	0.044
YGL080W	1.252	0.120
YNL208W	1.245	0.625
YAL042C-A	1.257	1.062
YDR173C	1.323	NaN
YGL007W	1.260	0.569
YNL096C	1.082	0.555
YDR496C	1.282	0.187
YGL235W	1.278	0.478
YER151C	1.000	NaN
YER037W	1.289	0.598
YMR060C	1.355	0.010
YBR059C	1.299	0.382
YJR069C	1.297	0.559
YER048C	1.445	0.795
YDR048C	1.302	0.483
YOR080W	1.557	NaN
YMR307W	1.411	0.982
YER069W	1.304	0.530
YLR342W	1.316	0.726
YOR167C	1.175	0.484
YIL128W	1.326	-0.145
YPR130C	1.326	0.274
YLR344W	1.332	0.400
YER020W	1.307	0.351
YOR299W	1.335	0.842
YKR072C	1.332	0.455
YMR083W	1.341	0.319
YDR137W	1.059	-0.246
YGR227W	1.333	0.308
YCR020C-A	1.354	0.503
YLL007C	1.355	0.425
YGL149W	1.345	0.633
YCR034W	1.366	0.502
YGL213C	1.378	0.784
YKR074W	1.351	0.272
YML107C	1.345	0.844
YIL017C	1.369	0.314
YLR262C	1.376	0.309
YMR316W	1.358	0.577
YOR140W	1.375	0.249
YOR189W	1.409	0.379
YHR191C	1.434	0.107
YFL007W	1.415	0.720
YAL020C	1.411	0.609
YOL064C	1.412	0.612
YDR174W	1.674	0.333
YOR300W	1.456	0.413
YHR082C	1.458	0.102
YDR049W	1.441	0.535
YML108W	1.450	0.354
YEL054C	1.242	0.658
YAL009W	1.472	0.578
YKR084C	1.489	0.463
YDR435C	1.465	0.854
YCR044C	1.479	0.996
YPL123C	1.451	0.160
YKL009W	2.283	NaN
YKL149C	1.458	0.142
YOR001W	1.475	0.251
YJR145C	1.579	NaN
YER156C	1.504	0.307
YNL307C	1.527	0.235
YHR004C	1.508	0.566
YGL219C	1.987	0.638
YDR120C	1.505	0.365
YER002W	1.480	0.609
YHL023C	1.526	0.564
YGR064W	1.834	0.113
YML007W	1.536	0.602
YGR063C	1.529	0.558
YOR306C	1.541	0.664
YDR490C	1.582	0.599
YKL053W	1.527	0.561
YER120W	1.543	0.151
YOR136W	1.021	0.227
YIL139C	1.566	0.607
YKL205W	1.574	0.798
YEL062W	1.560	0.613
YJR118C	1.621	1.206
YLR192C	1.713	NaN
YLR236C	1.595	0.058
YKL150W	1.603	1.136
YKL184W	1.615	0.928
YOR255W	1.655	1.425
YEL053C	1.617	0.316
YER164W	1.597	0.779
YOR130C	1.707	0.435
YGR055W	1.798	NaN
YCR031C	1.646	0.413
YJL148W	1.637	0.416
YJL183W	1.699	0.791
YBR025C	1.662	0.815
YMR078C	1.980	-1.019
YNL141W	1.677	1.486
YDR156W	1.664	0.984
YGL199C	1.688	0.711
YLR384C	1.700	0.410
YNL121C	1.693	-0.023
YIR004W	1.727	0.593
YNL215W	1.687	0.914
YML082W	1.698	0.463
YKL113C	1.758	1.068
YJR059W	1.707	0.487
YPL152W	1.698	0.572
YNL001W	0.947	0.130
YDL219W	1.741	0.768
YPR051W	1.723	0.239
YDR447C	1.744	0.689
YMR198W	1.800	0.171
YML034C-A	1.733	0.611
YOR359W	1.741	0.693
YER068C-A	1.752	0.811
YDR257C	1.757	0.411
YGL217C	1.758	0.513
YPR159W	1.850	0.569
YGR162W	1.839	0.488
YJL064W	1.702	-0.148
YJL062W	1.769	0.531
YLR441C	1.768	0.957
YBR168W	1.609	0.760
YOR198C	1.804	0.632
YBR106W	1.802	0.630
YLR061W	1.831	0.180
YFL025C	1.844	1.201
YER092W	1.826	0.813
YMR304W	1.828	0.235
YKL056C	1.853	0.416
YLR358C	1.828	-0.329
YMR205C	1.866	1.018
YHR111W	1.861	1.321
YDR266C	1.477	0.789
YGL014W	1.904	0.726
YER177W	1.906	0.741
YKR092C	1.921	0.721
YPL023C	1.933	0.150
YGL214W	1.915	0.617
YDR385W	1.923	0.844
YPL102C	1.938	0.737
YDL232W	2.021	0.828
YPR129W	1.931	0.707
YMR216C	1.943	0.715
YHR034C	2.054	-0.227
YJL123C	1.957	1.119
YPL101W	1.972	0.840
YAL012W	1.973	-0.193
YOR274W	1.973	-0.051
YJL197W	1.994	0.346
YDR276C	1.689	NaN
YDR463W	1.993	0.578
YGR011W	1.992	0.427
YDR025W	1.814	0.543
YNL109W	2.013	0.529
YOR008C	1.995	0.957
YDR121W	2.008	0.177
YML011C	1.998	0.076
YPR050C	2.017	0.582
YNL326C	2.025	1.155
YLR087C	2.017	1.005
YLR140W	2.078	NaN
YDL020C	2.029	0.110
YGR148C	2.049	0.938
YFR031C-A	2.050	0.805
YLR435W	2.043	0.672
YFR001W	2.066	NaN
YJL127C	2.277	0.405
YNL120C	2.089	0.846
YNL119W	2.107	1.318
YLR452C	2.084	0.751
YGR200C	2.091	0.966
YOL009C	2.144	0.968
YLR436C	2.117	0.691
YOR235W	2.150	0.630
YOR014W	2.117	0.730
YCL010C	2.142	0.984
YOR182C	2.146	0.640
YGL211W	2.150	1.268
YNL025C	2.137	0.329
YOL004W	1.911	0.861
YBL016W	2.162	0.282
YOR096W	1.841	NaN
YAL034C-B	2.161	0.633
YPL188W	2.219	0.797
YDL063C	2.203	0.079
YBR246W	2.219	0.523
YJL065C	2.197	0.778
YDL005C	2.087	-0.246
YOL061W	2.231	0.373
YMR269W	2.583	0.732
YMR312W	2.235	0.584
YJL071W	2.245	0.795
YNR051C	2.269	1.055
YGR027C	2.256	0.198
YEL061C	2.263	1.070
YIL110W	2.265	0.885
YMR230W	2.273	0.717
YLR334C	1.875	0.275
YLR406C	2.286	0.676
YDR443C	2.286	0.773
YNL079C	2.282	0.236
YLL044W	2.302	0.304
YNL147W	2.467	0.391
YGL025C	2.273	1.562
YGR252W	2.338	NaN
YGL031C	2.307	0.766
YPL042C	2.440	-0.126
YJL056C	2.547	2.677
YLR052W	2.324	0.650
YBR082C	2.347	1.280
YIL008W	2.369	1.270
YLR264W	2.358	0.795
YFR032C-A	2.380	1.023
YDR024W	2.517	NaN
YAL010C	2.424	1.307
YDR450W	2.507	NaN
YJL080C	2.460	0.883
YGR034W	2.455	0.753
YLL045C	2.395	0.416
YLR048W	2.429	-0.323
YDR442W	2.495	1.113
YER064C	2.493	0.622
YOR333C	2.482	0.560
YMR194W	2.494	1.088
YML026C	2.520	1.134
YLR315W	2.534	1.148
YJL177W	2.444	0.714
YKL006W	2.530	0.733
YLR150W	2.581	0.785
YJR094W-A	2.539	0.688
YKL143W	2.249	0.562
YLR080W	2.530	0.996
YML063W	2.608	0.658
YKR057W	2.580	1.261
YGR118W	2.593	0.950
YLL043W	2.582	0.748
YOL051W	2.700	0.988
YDL191W	2.623	0.230
YDR382W	2.495	NaN
YGL029W	2.597	0.636
YOR345C	2.594	1.069
YNL067W	2.612	1.015
YIL005W	2.624	0.515
YLR388W	2.634	0.736
YPL144W	2.655	0.891
YOL121C	2.651	1.199
YEL059W	2.678	1.049
YGR081C	2.681	1.281
YCR002C	2.646	0.715
YMR193C-A	2.687	0.624
YHL033C	2.768	0.616
YOR234C	2.741	1.287
YBR031W	2.719	0.832
YIL133C	2.780	0.823
YDR417C	2.807	0.756
YOR325W	2.803	1.164
YGL078C	2.795	0.665
YLR372W	2.888	0.862
YLR287C-A	2.864	1.160
YOL041C	2.848	0.888
YMR143W	2.854	1.278
YOR379C	2.903	0.963
YKR027W	2.891	0.856
YHR203C	2.677	0.771
YDR207C	2.866	0.419
YAL059W	2.911	1.069
YPL198W	1.314	NaN
YMR145C	2.951	1.635
YLR043C	1.835	-0.122
YGR214W	2.830	1.018
YDR448W	3.061	0.698
YLR242C	2.982	1.231
YGR111W	2.983	0.654
YBR181C	3.011	1.281
YNL302C	2.187	-0.561
YCR079W	3.019	0.414
YBL087C	3.026	1.115
YBR048W	3.033	0.865
YHR087W	3.041	0.840
YOR078W	2.963	NaN
YOR309C	3.062	1.058
YML036W	3.071	0.706
YNL248C	3.113	0.904
YDR502C	3.081	0.703
YPL038W	3.068	0.783
YDL081C	3.413	0.484
YDR418W	3.117	0.913
YDR471W	3.130	0.952
YNL299W	3.161	0.753
YHL011C	3.218	1.209
YDL136W	3.230	0.926
YIL053W	3.251	1.253
YMR242C	2.063	NaN
YLR089C	3.222	0.531
YNL162W	3.249	0.609
YER155C	3.492	-0.056
YDL160C	3.383	0.965
YPL079W	3.281	0.149
YLR068W	3.119	0.586
YDR101C	3.295	1.276
YLR184W	3.323	0.812
YOR243C	3.523	1.279
YER056C-A	3.354	0.814
YOR366W	3.497	0.810
YDL082W	3.443	0.865
YGR085C	3.419	1.042
YLR185W	3.447	1.429
YNL228W	3.394	1.287
YHR081W	3.453	0.646
YKR094C	3.449	0.746
YLR448W	3.485	1.047
YNL226W	3.480	1.180
YOR141C	3.581	1.082
YDL130W	3.575	0.999
YCL058C	3.556	1.673
YDR500C	3.548	0.990
YCR077C	3.581	1.099
YDR176W	3.661	1.081
YNL227C	3.565	1.456
YER074W	3.603	0.840
YGL147C	3.626	1.031
YDR378C	3.667	1.170
YLR180W	3.633	1.081
YNL069C	3.530	1.051
YDL182W	3.641	1.436
YCR084C	3.684	0.939
YMR142C	3.216	1.267
YBR266C	2.664	0.699
YDR290W	3.742	1.535
YKL204W	3.799	1.284
YJL124C	3.855	1.194
YBR084C-A	3.884	1.202
YIR023W	3.529	NaN
YML024W	2.892	0.979
YLR074C	4.057	0.949
YLR062C	4.159	NaN
YGR204W	-4.265	NaN
YDL240W	-2.038	-0.494
YBR280C	-1.226	-0.138
YCR101C	-0.492	0.262
YML088W	0.006	-0.091
YDR140W	1.849	NaN
YOR297C	1.864	NaN
YGL076C	2.012	NaN
YGL088W	2.499	NaN
