ORF	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012
YML122C	0.875	-0.308	1.062	NaN	NaN	NaN
YKR016W	1.134	0.274	0.494	NaN	NaN	NaN
YHL042W	0.277	0.547	0.016	NaN	NaN	NaN
YDR107C	0.206	2.110	-0.171	NaN	NaN	NaN
YPR129W	0.004	-0.584	-0.371	NaN	NaN	NaN
YKR031C	-0.699	-1.221	-0.775	NaN	NaN	NaN
YPR156C	-0.315	-0.704	-0.148	NaN	NaN	NaN
YGR213C	-0.754	0.962	-1.730	NaN	NaN	NaN
YPL034W	0.189	-0.680	0.162	NaN	NaN	NaN
YGL001C	NaN	NaN	NaN	0.212	0.651	0.488
YFR032C	-0.068	-1.482	-0.389	NaN	NaN	NaN
YER114C	0.684	4.974	4.158	NaN	NaN	NaN
YNL222W	NaN	NaN	NaN	-0.490	-0.192	-0.295
YHL043W	-0.241	-0.505	-0.569	NaN	NaN	NaN
YCR083W	-0.034	-0.101	-0.094	NaN	NaN	NaN
YFL032W	-0.254	-1.076	-0.400	NaN	NaN	NaN
YDR403W	-0.042	2.483	1.229	NaN	NaN	NaN
YOR177C	0.293	0.473	-0.129	NaN	NaN	NaN
YKR028W	-0.833	-1.335	-1.094	NaN	NaN	NaN
YBR201W	0.253	0.058	-0.856	NaN	NaN	NaN
YOL059W	0.082	0.180	-0.193	NaN	NaN	NaN
YNL197C	0.209	1.758	1.012	NaN	NaN	NaN
YJL201W	0.419	0.701	1.147	NaN	NaN	NaN
YGR027C	-0.116	-0.570	-0.094	NaN	NaN	NaN
YJR035W	-0.451	-0.904	-0.926	NaN	NaN	NaN
YDR201W	NaN	NaN	NaN	0.270	-0.760	-1.050
YIL016W	0.856	0.416	0.594	NaN	NaN	NaN
YKL161C	-1.063	-2.009	-1.791	NaN	NaN	NaN
YOR265W	-0.825	1.875	0.039	NaN	NaN	NaN
YBL077W	NaN	NaN	NaN	0.207	1.619	0.621
YBL034C	NaN	NaN	NaN	0.441	0.362	-1.092
YLR290C	-0.126	0.534	-1.139	NaN	NaN	NaN
YEL023C	0.092	-0.684	0.046	NaN	NaN	NaN
YAL024C	-0.524	0.924	-0.719	NaN	NaN	NaN
YCL010C	0.487	1.594	0.738	NaN	NaN	NaN
YNR061C	-0.089	-0.655	0.223	NaN	NaN	NaN
YIL003W	NaN	NaN	NaN	-0.133	0.139	-0.102
YDL127W	-0.294	-0.349	-0.075	NaN	NaN	NaN
YPL177C	-0.038	0.128	-0.530	NaN	NaN	NaN
YGR176W	-1.121	-0.794	-1.323	NaN	NaN	NaN
YNL072W	0.030	-0.261	0.570	NaN	NaN	NaN
YBR128C	-0.383	0.858	-0.038	NaN	NaN	NaN
YDR046C	0.169	-0.104	-0.727	NaN	NaN	NaN
YNL262W	NaN	NaN	NaN	-1.382	-0.431	-0.400
YNL255C	0.326	-0.189	-0.425	NaN	NaN	NaN
YGL028C	-0.738	-0.618	-1.296	NaN	NaN	NaN
YDR003W	0.543	0.473	0.436	NaN	NaN	NaN
YNL118C	NaN	NaN	NaN	-0.287	-0.413	-0.666
YDR269C	-0.066	0.034	0.042	NaN	NaN	NaN
YMR288W	NaN	NaN	NaN	-1.465	-1.064	0.004
YDR478W	NaN	NaN	NaN	0.338	-0.007	0.424
YDR473C	NaN	NaN	NaN	-0.182	-0.191	0.566
YMR244W	1.061	1.698	-0.032	NaN	NaN	NaN
YLR037C	0.279	0.869	0.224	NaN	NaN	NaN
YDR457W	0.490	-0.042	-0.200	NaN	NaN	NaN
YDR134C	-0.366	-0.519	-0.094	NaN	NaN	NaN
YDR481C	-0.399	-0.015	0.422	NaN	NaN	NaN
YKL135C	0.222	3.524	1.084	NaN	NaN	NaN
YOR289W	-1.959	-1.408	-0.314	NaN	NaN	NaN
YDL172C	-1.121	-1.163	-1.143	NaN	NaN	NaN
YER122C	-0.109	-0.298	-1.423	NaN	NaN	NaN
YPR199C	0.465	1.611	-0.993	NaN	NaN	NaN
YLR012C	-0.034	-0.086	-0.388	NaN	NaN	NaN
YFR006W	-0.778	-0.600	-0.559	NaN	NaN	NaN
YNR063W	-0.155	-0.216	0.107	NaN	NaN	NaN
YGL096W	0.600	0.632	0.535	NaN	NaN	NaN
YMR188C	-1.241	-0.796	-1.263	NaN	NaN	NaN
YDL223C	-0.469	-0.692	-0.972	NaN	NaN	NaN
YPR029C	-0.528	2.353	0.930	NaN	NaN	NaN
YDL176W	0.153	0.507	0.516	NaN	NaN	NaN
YPL052W	-0.394	-1.199	-0.031	NaN	NaN	NaN
YDL149W	-1.510	-0.839	-1.058	NaN	NaN	NaN
YOR166C	0.065	-1.239	-0.646	NaN	NaN	NaN
YOR041C	0.462	-0.375	-0.034	NaN	NaN	NaN
YLR456W	-0.341	-1.018	-1.402	NaN	NaN	NaN
YER157W	NaN	NaN	NaN	0.160	0.948	0.328
YGL053W	-0.676	-0.867	-2.460	NaN	NaN	NaN
YML003W	-0.139	0.164	0.041	NaN	NaN	NaN
YHR041C	0.074	0.833	0.319	NaN	NaN	NaN
YDR310C	-0.249	3.845	1.126	NaN	NaN	NaN
YCR075C	0.087	0.874	-0.099	NaN	NaN	NaN
YGR017W	-0.230	0.002	-0.445	NaN	NaN	NaN
YBR203W	-0.189	0.007	0.498	NaN	NaN	NaN
YJL005W	NaN	NaN	NaN	0.011	-0.561	-0.325
YOL134C	NaN	NaN	NaN	-0.238	-0.130	0.053
YOR358W	-0.167	0.146	-0.223	NaN	NaN	NaN
YDL034W	0.027	-0.691	0.013	NaN	NaN	NaN
YNR058W	-0.494	-1.299	0.309	NaN	NaN	NaN
YKL047W	-0.321	-0.265	1.474	NaN	NaN	NaN
YDR178W	-0.715	-0.815	-0.801	NaN	NaN	NaN
YGL059W	0.205	-0.221	0.764	NaN	NaN	NaN
YKL042W	NaN	NaN	NaN	-0.507	0.248	0.398
YGR264C	NaN	NaN	NaN	-0.101	-0.889	0.675
YNL180C	0.124	0.052	-0.171	NaN	NaN	NaN
YOR159C	NaN	NaN	NaN	-0.311	-1.566	-0.148
YGL203C	-0.354	-2.121	0.320	NaN	NaN	NaN
YOR144C	0.955	1.440	1.446	NaN	NaN	NaN
YOR260W	NaN	NaN	NaN	-0.069	0.129	-1.367
YKL087C	-0.581	-0.354	-0.681	NaN	NaN	NaN
YIL036W	0.386	-0.084	0.452	NaN	NaN	NaN
YDL053C	0.333	-0.462	0.219	NaN	NaN	NaN
YGR212W	0.456	0.155	-0.141	NaN	NaN	NaN
YFL042C	-0.215	-0.185	-0.933	NaN	NaN	NaN
YDR309C	0.397	1.048	0.428	NaN	NaN	NaN
YJR099W	-0.088	-0.466	0.527	NaN	NaN	NaN
YNL181W	NaN	NaN	NaN	0.052	5.325	2.033
YPL255W	NaN	NaN	NaN	-0.093	-0.537	-0.138
YDR528W	-0.511	0.885	0.167	NaN	NaN	NaN
YNL221C	NaN	NaN	NaN	-0.038	1.049	0.131
YPR111W	-0.559	2.229	0.200	NaN	NaN	NaN
YFL031W	0.836	0.048	0.920	NaN	NaN	NaN
YJL077C	-0.500	-0.206	-0.191	NaN	NaN	NaN
YIL048W	NaN	NaN	NaN	0.583	1.242	0.721
YCL026C-A	0.279	0.577	0.333	NaN	NaN	NaN
YPL270W	-0.911	-0.524	-1.721	NaN	NaN	NaN
YER153C	-3.077	-2.718	-2.924	NaN	NaN	NaN
YKL187C	-0.405	-0.582	-0.943	NaN	NaN	NaN
YNL006W	NaN	NaN	NaN	-0.779	3.462	0.556
YKR101W	-0.846	-0.684	-0.699	NaN	NaN	NaN
YDR060W	NaN	NaN	NaN	0.418	0.330	0.217
YGR202C	-2.061	-2.876	-2.468	NaN	NaN	NaN
YPR031W	-0.521	-0.586	-0.302	NaN	NaN	NaN
YMR310C	0.681	0.406	0.763	NaN	NaN	NaN
YJL079C	-0.907	-0.009	-1.289	NaN	NaN	NaN
YLR001C	0.216	1.979	1.084	NaN	NaN	NaN
YDR233C	0.123	0.685	-0.030	NaN	NaN	NaN
YGL157W	0.705	0.185	-0.051	NaN	NaN	NaN
YML037C	0.487	-0.389	0.840	NaN	NaN	NaN
YGR289C	-0.820	-2.522	-1.926	NaN	NaN	NaN
YOR017W	-0.068	-0.265	-0.706	NaN	NaN	NaN
YMR187C	0.345	-0.120	0.862	NaN	NaN	NaN
YNL068C	-0.832	0.981	-0.850	NaN	NaN	NaN
YEL062W	-0.402	-0.587	-0.585	NaN	NaN	NaN
YPL192C	1.127	1.565	1.710	NaN	NaN	NaN
YNL158W	NaN	NaN	NaN	0.182	0.400	-0.092
YKL205W	-0.500	-1.107	-1.531	NaN	NaN	NaN
YDR232W	NaN	NaN	NaN	0.502	1.557	0.366
YPL149W	-0.186	0.205	-0.123	NaN	NaN	NaN
YKR007W	-0.295	1.687	0.282	NaN	NaN	NaN
YKL023W	-0.681	1.583	-1.201	NaN	NaN	NaN
YOR249C	NaN	NaN	NaN	0.495	0.216	-0.743
YPL197C	1.265	1.570	2.089	NaN	NaN	NaN
YDR261C	0.616	0.395	0.275	NaN	NaN	NaN
YBR273C	-0.256	-0.511	0.680	NaN	NaN	NaN
YMR195W	-0.366	0.350	-0.938	NaN	NaN	NaN
YHR189W	-0.300	-1.042	-0.506	NaN	NaN	NaN
YBR062C	-1.820	-2.875	-0.378	NaN	NaN	NaN
YKR045C	0.136	-0.283	-0.248	NaN	NaN	NaN
YER053C	-0.365	0.289	-1.394	NaN	NaN	NaN
YAR050W	0.313	0.586	1.420	NaN	NaN	NaN
YOR101W	-0.150	-1.021	-0.869	NaN	NaN	NaN
YDL161W	-0.321	0.556	-0.290	NaN	NaN	NaN
YGR097W	-1.485	-1.399	1.234	NaN	NaN	NaN
YGR172C	NaN	NaN	NaN	-0.352	-0.174	-0.112
YLR415C	-0.330	-0.189	-0.622	NaN	NaN	NaN
YFR009W	-0.114	0.414	-0.002	NaN	NaN	NaN
YGR093W	0.433	-0.074	0.307	NaN	NaN	NaN
YPR184W	-0.712	0.895	-1.615	NaN	NaN	NaN
YER137C	-0.396	-1.036	-0.946	NaN	NaN	NaN
YLR262C-A	0.359	-0.017	-0.162	NaN	NaN	NaN
YBL025W	NaN	NaN	NaN	-0.443	-0.227	-0.123
YNL216W	NaN	NaN	NaN	1.124	0.256	-1.202
YBR255W	-1.412	-1.729	-0.534	NaN	NaN	NaN
YCR053W	0.152	-0.122	0.095	NaN	NaN	NaN
YPL111W	-0.122	-0.353	-0.234	NaN	NaN	NaN
YOR338W	1.223	0.791	0.803	NaN	NaN	NaN
YML097C	-0.167	-0.239	-0.551	NaN	NaN	NaN
YOR333C	-0.169	-0.349	-0.173	NaN	NaN	NaN
YDR501W	-0.775	-0.955	-1.191	NaN	NaN	NaN
YOR304C-A	0.626	0.338	0.099	NaN	NaN	NaN
YNL300W	0.474	0.850	0.575	NaN	NaN	NaN
YOR324C	0.888	1.769	0.190	NaN	NaN	NaN
YMR232W	0.099	0.809	-0.167	NaN	NaN	NaN
YNL038W	NaN	NaN	NaN	0.075	1.093	0.080
YLR211C	-0.821	-0.829	-0.228	NaN	NaN	NaN
YFR007W	-0.525	-0.741	0.428	NaN	NaN	NaN
YPL017C	0.092	0.600	0.907	NaN	NaN	NaN
YGR295C	0.243	-0.639	-0.369	NaN	NaN	NaN
YDR144C	-1.416	0.073	-0.350	NaN	NaN	NaN
YOL160W	0.425	0.769	-0.108	NaN	NaN	NaN
YHR188C	NaN	NaN	NaN	0.282	0.003	0.663
YDR493W	0.626	-0.298	0.531	NaN	NaN	NaN
YDR234W	-0.109	-0.009	-0.070	NaN	NaN	NaN
YGR052W	-0.581	0.603	0.178	NaN	NaN	NaN
YCL069W	-0.346	-0.630	0.223	NaN	NaN	NaN
YJR139C	0.189	7.137	5.352	NaN	NaN	NaN
YDL077C	-0.208	-0.131	0.326	NaN	NaN	NaN
YDL015C	NaN	NaN	NaN	-0.006	-0.259	-0.024
YJL103C	-0.875	-1.954	-1.723	NaN	NaN	NaN
YMR275C	-0.378	1.876	1.757	NaN	NaN	NaN
YFL012W-A	-0.487	-0.444	0.597	NaN	NaN	NaN
YLR336C	NaN	NaN	NaN	-0.591	0.334	0.030
YJR125C	-0.069	0.247	-0.140	NaN	NaN	NaN
YOR099W	0.696	0.145	0.309	NaN	NaN	NaN
YOL137W	0.132	-0.172	0.465	NaN	NaN	NaN
YOR296W	-0.870	-1.064	-1.629	NaN	NaN	NaN
YDL090C	-0.313	0.067	0.959	NaN	NaN	NaN
YHR202W	0.015	-1.166	-0.422	NaN	NaN	NaN
YLR246W	0.006	-0.318	-0.633	NaN	NaN	NaN
YER148W	NaN	NaN	NaN	-0.236	1.357	0.493
YML050W	0.258	-0.791	0.248	NaN	NaN	NaN
YDR148C	0.531	-0.399	0.360	NaN	NaN	NaN
YBR107C	0.522	0.675	1.859	NaN	NaN	NaN
YGL025C	0.658	-2.449	-2.052	NaN	NaN	NaN
YKR059W	-0.238	0.231	0.087	NaN	NaN	NaN
YLR113W	-0.206	-1.984	-0.868	NaN	NaN	NaN
YOR334W	-0.447	-0.502	-0.817	NaN	NaN	NaN
YNL095C	0.644	0.218	0.736	NaN	NaN	NaN
YCL006C	-0.138	0.431	0.854	NaN	NaN	NaN
YLL060C	1.435	1.733	0.844	NaN	NaN	NaN
YDL004W	NaN	NaN	NaN	-0.782	-1.309	-0.549
YDR521W	-0.139	-0.211	-0.085	NaN	NaN	NaN
YBR267W	-1.145	-1.599	-0.723	NaN	NaN	NaN
YPL100W	-0.157	-0.838	-0.923	NaN	NaN	NaN
YGR007W	-0.623	0.457	-0.649	NaN	NaN	NaN
YDL003W	NaN	NaN	NaN	0.156	0.345	0.246
YBL014C	NaN	NaN	NaN	-0.091	0.407	0.568
YKL150W	0.298	0.225	0.171	NaN	NaN	NaN
YGR079W	-0.242	-0.500	0.160	NaN	NaN	NaN
YBR248C	0.734	0.991	0.654	NaN	NaN	NaN
YLR334C	-0.793	-0.984	-1.389	NaN	NaN	NaN
YDR541C	-0.270	-0.944	-1.012	NaN	NaN	NaN
YPL003W	0.574	0.282	-0.033	NaN	NaN	NaN
YKL142W	0.550	0.702	0.096	NaN	NaN	NaN
YGL088W	-0.974	-2.100	-2.224	NaN	NaN	NaN
YGL260W	-0.435	0.587	0.789	NaN	NaN	NaN
YGR194C	-0.202	0.191	0.134	NaN	NaN	NaN
YMR304W	-0.762	-0.072	-0.571	NaN	NaN	NaN
YNL272C	NaN	NaN	NaN	-0.632	-0.143	-0.364
YOR227W	0.070	-1.427	-0.004	NaN	NaN	NaN
YMR119W	0.219	0.483	0.424	NaN	NaN	NaN
YNL188W	NaN	NaN	NaN	0.501	-0.126	-0.848
YOR285W	-0.767	-0.966	-1.232	NaN	NaN	NaN
YLR269C	-1.183	-2.045	-2.286	NaN	NaN	NaN
YBL054W	-0.819	-0.842	-0.650	NaN	NaN	NaN
YDR097C	-0.139	-0.565	-0.307	NaN	NaN	NaN
YOL058W	0.608	-2.109	0.965	NaN	NaN	NaN
YBR194W	-0.431	0.493	0.098	NaN	NaN	NaN
YMR190C	-1.912	-0.405	-2.685	NaN	NaN	NaN
YIL014C-A	0.050	-0.550	0.783	NaN	NaN	NaN
YGR059W	-0.197	0.382	-0.410	NaN	NaN	NaN
YGL239C	NaN	NaN	NaN	-0.273	1.823	1.322
YDL084W	NaN	NaN	NaN	-0.977	0.429	0.024
YGR169C	-0.446	-0.485	-0.411	NaN	NaN	NaN
YDR450W	0.207	-0.279	-0.390	NaN	NaN	NaN
YOL046C	0.154	-0.775	0.372	NaN	NaN	NaN
YKL138C-A	NaN	NaN	NaN	0.432	-0.084	0.812
YHR196W	NaN	NaN	NaN	0.067	-0.901	-0.901
YBR012C	0.296	0.341	0.891	NaN	NaN	NaN
YHR139C	0.135	0.203	-0.786	NaN	NaN	NaN
YJR092W	-0.258	-0.570	0.401	NaN	NaN	NaN
YBL075C	-0.932	-0.815	1.416	NaN	NaN	NaN
YNL121C	0.358	-0.641	0.928	NaN	NaN	NaN
YIL109C	NaN	NaN	NaN	-0.153	-2.567	-2.158
YLR433C	-0.292	-1.169	-0.782	NaN	NaN	NaN
YKL027W	1.308	0.364	-0.191	NaN	NaN	NaN
YLR057W	-0.261	0.399	-0.225	NaN	NaN	NaN
YKL207W	0.340	0.891	-0.297	NaN	NaN	NaN
YMR157C	0.316	-0.359	0.161	NaN	NaN	NaN
YFL052W	-0.021	-0.454	-0.312	NaN	NaN	NaN
YOL150C	0.893	0.593	0.594	NaN	NaN	NaN
YDL064W	NaN	NaN	NaN	-0.070	-0.755	0.032
YKR022C	NaN	NaN	NaN	-1.059	-1.000	0.260
YGL074C	NaN	NaN	NaN	0.238	1.947	0.508
YCL040W	-0.441	0.277	0.324	NaN	NaN	NaN
YGR095C	NaN	NaN	NaN	1.261	-2.922	-1.767
YML120C	0.584	0.850	-0.916	NaN	NaN	NaN
YKL010C	-1.218	-1.206	-0.442	NaN	NaN	NaN
YMR069W	-0.747	-1.010	-0.601	NaN	NaN	NaN
YOR102W	NaN	NaN	NaN	0.454	-0.600	-0.225
YOR143C	NaN	NaN	NaN	0.305	0.350	0.579
YGR291C	0.384	-0.691	1.005	NaN	NaN	NaN
YOR261C	NaN	NaN	NaN	-0.220	-0.341	-0.701
YPL206C	-1.041	-0.268	-0.852	NaN	NaN	NaN
YKR017C	0.509	1.353	-0.140	NaN	NaN	NaN
YCL064C	-0.028	1.610	0.389	NaN	NaN	NaN
YPL043W	NaN	NaN	NaN	-0.669	-0.057	-0.868
YBR007C	-1.775	-1.406	-2.031	NaN	NaN	NaN
YNL306W	NaN	NaN	NaN	-0.284	-0.397	0.025
YDL155W	-0.023	0.118	0.298	NaN	NaN	NaN
YPL250C	-0.707	0.623	0.669	NaN	NaN	NaN
YIR017C	0.170	-0.134	0.112	NaN	NaN	NaN
YLR039C	-0.027	1.509	2.704	NaN	NaN	NaN
YPL053C	-0.795	-0.940	-1.138	NaN	NaN	NaN
YHR134W	0.133	0.881	0.455	NaN	NaN	NaN
YBR232C	0.174	0.130	0.265	NaN	NaN	NaN
YFR029W	NaN	NaN	NaN	-0.205	-1.671	-0.739
YER080W	-0.065	-0.804	-0.512	NaN	NaN	NaN
YBR047W	-0.411	1.369	-0.434	NaN	NaN	NaN
YNR042W	-1.437	-2.782	-1.616	NaN	NaN	NaN
YBR031W	0.058	-2.086	-2.796	NaN	NaN	NaN
YKL099C	NaN	NaN	NaN	-0.567	-1.481	-2.168
YDL124W	0.770	0.716	1.164	NaN	NaN	NaN
YBL050W	NaN	NaN	NaN	-2.064	-2.355	2.596
YDR019C	-0.079	-0.858	-1.101	NaN	NaN	NaN
YPL094C	NaN	NaN	NaN	0.240	-0.309	0.674
YNL220W	-0.179	0.288	-0.062	NaN	NaN	NaN
YGR111W	1.189	0.913	-0.110	NaN	NaN	NaN
YLR285W	-0.001	-0.439	0.440	NaN	NaN	NaN
YPL155C	0.393	1.141	1.216	NaN	NaN	NaN
YJL051W	-0.135	-1.128	-0.536	NaN	NaN	NaN
YLR069C	0.228	0.497	-0.677	NaN	NaN	NaN
YIR027C	-0.137	-0.875	-0.152	NaN	NaN	NaN
YJL049W	0.894	0.971	-0.141	NaN	NaN	NaN
YKL066W	-1.374	-1.194	-1.580	NaN	NaN	NaN
YDR246W	NaN	NaN	NaN	-0.304	-1.854	-0.805
YOR318C	-0.366	-0.433	-0.394	NaN	NaN	NaN
YGR273C	-0.277	-1.034	-0.808	NaN	NaN	NaN
YIL024C	0.070	0.112	0.344	NaN	NaN	NaN
YGL252C	0.663	-1.011	-0.637	NaN	NaN	NaN
YFR021W	-0.089	0.414	1.347	NaN	NaN	NaN
YPR079W	-0.063	0.671	0.188	NaN	NaN	NaN
YOL127W	NaN	NaN	NaN	-0.674	-2.940	-2.192
YPL228W	NaN	NaN	NaN	0.120	0.405	0.277
YCR092C	-0.648	-0.760	-0.957	NaN	NaN	NaN
YHR180W	0.556	1.584	1.645	NaN	NaN	NaN
YPL072W	-0.378	0.520	-1.020	NaN	NaN	NaN
YML070W	0.268	1.450	1.937	NaN	NaN	NaN
YOL138C	-1.917	-1.925	-1.423	NaN	NaN	NaN
YDL170W	0.407	0.782	0.207	NaN	NaN	NaN
YMR213W	NaN	NaN	NaN	0.175	0.875	-0.444
YAL002W	0.342	0.569	0.534	NaN	NaN	NaN
YDR158W	-0.225	-0.437	0.173	NaN	NaN	NaN
YFR035C	-1.679	-0.684	-2.101	NaN	NaN	NaN
YDR458C	-0.187	-1.020	-1.024	NaN	NaN	NaN
YCR020C-A	-1.023	0.058	-1.027	NaN	NaN	NaN
YGL194C	-1.002	-0.676	-0.981	NaN	NaN	NaN
YDR163W	-0.232	-0.222	-0.282	NaN	NaN	NaN
YBR247C	NaN	NaN	NaN	-0.603	-2.397	-1.927
YOR170W	0.095	0.785	0.636	NaN	NaN	NaN
YER147C	NaN	NaN	NaN	0.191	-0.104	0.263
YJL031C	NaN	NaN	NaN	-0.009	0.507	-0.095
YKL123W	0.440	-0.208	-0.054	NaN	NaN	NaN
YBR092C	-0.437	-0.642	-0.007	NaN	NaN	NaN
YMR140W	0.545	0.205	-0.026	NaN	NaN	NaN
YMR122C	-0.091	-0.575	0.043	NaN	NaN	NaN
YCL056C	-1.567	-1.305	-0.424	NaN	NaN	NaN
YDR123C	0.170	-1.215	-0.911	NaN	NaN	NaN
YGL085W	0.331	-0.139	-0.339	NaN	NaN	NaN
YNL303W	-0.072	-0.410	-0.195	NaN	NaN	NaN
YDR519W	-0.148	-1.194	-1.903	NaN	NaN	NaN
YDL182W	-0.118	-0.497	-0.152	NaN	NaN	NaN
YLR241W	-0.502	0.362	-0.629	NaN	NaN	NaN
YGR214W	-1.057	-0.854	-0.354	NaN	NaN	NaN
YOR149C	NaN	NaN	NaN	1.269	1.767	1.494
YBR205W	-0.798	-0.476	-1.123	NaN	NaN	NaN
YDR252W	0.460	-0.594	-0.097	NaN	NaN	NaN
YHR171W	-0.995	-0.231	-0.949	NaN	NaN	NaN
YDR504C	-0.840	-0.531	-0.528	NaN	NaN	NaN
YOR242C	-0.424	-0.382	-0.370	NaN	NaN	NaN
YPR038W	-0.857	-0.290	-0.875	NaN	NaN	NaN
YDR530C	0.182	-0.135	-0.496	NaN	NaN	NaN
YDR447C	0.103	-0.822	-0.867	NaN	NaN	NaN
YDR272W	1.261	1.427	1.779	NaN	NaN	NaN
YLR108C	0.522	-0.426	-0.544	NaN	NaN	NaN
YER152C	0.717	1.277	0.680	NaN	NaN	NaN
YOR012W	-0.328	-0.008	0.201	NaN	NaN	NaN
YNR002C	-0.930	-0.559	-1.533	NaN	NaN	NaN
YDR461W	-1.158	-1.369	-0.403	NaN	NaN	NaN
YOR194C	NaN	NaN	NaN	-0.257	2.003	0.820
YDL218W	-0.226	0.776	-1.126	NaN	NaN	NaN
YJL091C	NaN	NaN	NaN	-0.879	-0.640	-0.842
YKL157W	1.598	1.133	0.559	NaN	NaN	NaN
YDR432W	-0.092	-0.499	-0.154	NaN	NaN	NaN
YDL069C	-2.575	-4.668	-0.046	NaN	NaN	NaN
YOR005C	0.124	-1.712	-0.263	NaN	NaN	NaN
YEL018W	0.896	1.155	0.976	NaN	NaN	NaN
YDL222C	0.208	0.449	0.124	NaN	NaN	NaN
YBR162W-A	-0.679	-2.310	-0.975	NaN	NaN	NaN
YLR289W	-0.892	-1.364	-2.355	NaN	NaN	NaN
YER055C	0.499	0.604	0.506	NaN	NaN	NaN
YNR024W	0.831	0.307	0.441	NaN	NaN	NaN
YGR253C	NaN	NaN	NaN	-1.176	-3.072	-2.390
YDR274C	0.132	-0.074	0.001	NaN	NaN	NaN
YIR018W	0.068	-0.689	-0.100	NaN	NaN	NaN
YHR162W	-0.294	-0.242	-0.008	NaN	NaN	NaN
YLR210W	-0.941	-1.590	-1.547	NaN	NaN	NaN
YML101C	0.201	0.502	-0.030	NaN	NaN	NaN
YJL057C	-0.364	-0.270	-0.546	NaN	NaN	NaN
YIL171W	NaN	NaN	NaN	0.658	0.204	0.011
YHR032W	-0.807	-0.698	-1.398	NaN	NaN	NaN
YDR429C	NaN	NaN	NaN	-0.168	-2.387	-1.094
YIL071C	0.369	1.620	0.398	NaN	NaN	NaN
YPL124W	NaN	NaN	NaN	3.533	3.651	3.181
YCR072C	NaN	NaN	NaN	0.592	0.604	0.576
YLR356W	0.250	0.185	0.501	NaN	NaN	NaN
YJR147W	-0.279	0.871	0.380	NaN	NaN	NaN
YDR128W	0.476	0.885	0.436	NaN	NaN	NaN
YKL127W	0.423	1.545	0.361	NaN	NaN	NaN
YFR016C	0.119	1.116	1.869	NaN	NaN	NaN
YER156C	-0.875	-0.455	-1.389	NaN	NaN	NaN
YMR241W	-1.254	-1.872	-0.810	NaN	NaN	NaN
YEL057C	0.564	-0.149	-0.386	NaN	NaN	NaN
YLR059C	1.169	0.558	1.008	NaN	NaN	NaN
YKR026C	0.107	-0.353	-0.138	NaN	NaN	NaN
YHR038W	0.111	0.187	-1.520	NaN	NaN	NaN
YFR055W	-0.124	0.023	0.224	NaN	NaN	NaN
YIL121W	0.484	-0.402	0.075	NaN	NaN	NaN
YER121W	0.647	-0.077	-0.684	NaN	NaN	NaN
YNL263C	NaN	NaN	NaN	0.705	-0.017	-0.468
YML034C-A	-0.273	-0.570	-0.718	NaN	NaN	NaN
YGR139W	0.762	-0.089	0.542	NaN	NaN	NaN
YML109W	-0.262	1.858	1.564	NaN	NaN	NaN
YEL071W	0.390	0.433	0.352	NaN	NaN	NaN
YDR037W	NaN	NaN	NaN	-0.567	-0.820	-1.003
YNR006W	-0.793	-1.929	-0.452	NaN	NaN	NaN
YLR083C	-0.663	-0.886	-1.340	NaN	NaN	NaN
YMR006C	0.034	-0.248	-0.997	NaN	NaN	NaN
YCL059C	NaN	NaN	NaN	-0.618	-0.882	-1.241
YBR120C	-0.464	1.800	1.435	NaN	NaN	NaN
YBR033W	-0.726	-0.149	-0.133	NaN	NaN	NaN
YIL002C	0.673	0.609	1.389	NaN	NaN	NaN
YKL162C	0.097	0.281	0.265	NaN	NaN	NaN
YOR361C	NaN	NaN	NaN	-0.044	-0.428	0.676
YPR042C	-0.728	-0.795	0.170	NaN	NaN	NaN
YNL067W	-0.733	-0.696	-1.103	NaN	NaN	NaN
YMR251W-A	-0.694	-1.241	-0.657	NaN	NaN	NaN
YIL136W	-0.061	-0.006	-0.436	NaN	NaN	NaN
YML086C	-0.585	-0.697	-0.197	NaN	NaN	NaN
YDR076W	-0.206	-0.578	-0.008	NaN	NaN	NaN
YGR084C	-0.160	-0.491	-0.068	NaN	NaN	NaN
YLR034C	-0.772	-1.333	-0.637	NaN	NaN	NaN
YBR040W	0.181	1.159	0.491	NaN	NaN	NaN
YOR052C	-0.414	0.653	-0.722	NaN	NaN	NaN
YHR185C	0.293	0.198	0.064	NaN	NaN	NaN
YLR438W	-1.542	-2.011	-0.704	NaN	NaN	NaN
YLL034C	NaN	NaN	NaN	-0.422	0.764	-0.392
YNL339C	0.367	0.176	0.079	NaN	NaN	NaN
