ORF	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	hom | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [5 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012	het | growth (relative abundance in pooled culture) | cyclosporin A [10 uM], micafungin [0.045 ug/ml], time [20 generations] | Singh-Babak SD~Cowen LE, 2012
YDL107W	-0.901	-1.090	-1.192	NaN	NaN	NaN
YNL196C	0.034	1.784	0.423	NaN	NaN	NaN
YAL019W	0.235	-0.466	0.095	NaN	NaN	NaN
YDR506C	0.179	-0.291	-0.088	NaN	NaN	NaN
YBR151W	0.869	-0.183	1.121	NaN	NaN	NaN
YHR080C	-1.134	1.327	-0.517	NaN	NaN	NaN
YNL031C	-0.052	-1.835	0.303	NaN	NaN	NaN
YBR244W	2.547	1.685	1.584	NaN	NaN	NaN
YJL210W	-0.266	-0.040	-0.191	NaN	NaN	NaN
YKL102C	0.932	0.306	0.867	NaN	NaN	NaN
YOR204W	NaN	NaN	NaN	0.651	1.129	0.567
YKL171W	0.431	-0.340	-0.129	NaN	NaN	NaN
YIL070C	0.135	-1.138	-0.778	NaN	NaN	NaN
YPR112C	NaN	NaN	NaN	0.631	0.884	0.303
YMR210W	0.584	-0.635	0.706	NaN	NaN	NaN
YKL181W	0.181	-0.462	-0.470	NaN	NaN	NaN
YMR308C	NaN	NaN	NaN	0.125	-0.201	0.084
YOR294W	NaN	NaN	NaN	-0.340	-0.687	0.150
YGR025W	0.098	-1.259	-0.713	NaN	NaN	NaN
YHR028C	-0.263	0.985	-1.742	NaN	NaN	NaN
YKL059C	NaN	NaN	NaN	-0.122	-0.380	-0.258
YOR340C	NaN	NaN	NaN	-0.287	1.674	-0.603
YMR117C	NaN	NaN	NaN	-0.626	-1.870	-0.444
YLR350W	0.595	-0.215	-0.185	NaN	NaN	NaN
YOL107W	0.687	1.047	0.874	NaN	NaN	NaN
YOR180C	0.216	-0.243	-0.535	NaN	NaN	NaN
YDR479C	0.113	-0.215	0.354	NaN	NaN	NaN
YML042W	0.101	-0.266	-0.213	NaN	NaN	NaN
YDR105C	0.780	0.726	0.201	NaN	NaN	NaN
YLR018C	-1.079	-0.543	-0.706	NaN	NaN	NaN
YHR083W	NaN	NaN	NaN	0.672	0.599	0.364
YIL117C	-0.014	2.778	0.872	NaN	NaN	NaN
YLL037W	NaN	NaN	NaN	-0.972	-1.010	-0.363
YML099W-A	0.250	0.482	-0.399	NaN	NaN	NaN
YER037W	-2.277	-2.183	-2.691	NaN	NaN	NaN
YDR119W	-0.078	0.292	-0.627	NaN	NaN	NaN
YDR377W	-0.558	-1.669	-2.287	NaN	NaN	NaN
YER073W	0.649	-0.282	0.068	NaN	NaN	NaN
YHR023W	NaN	NaN	NaN	-0.425	0.714	-0.781
YDL195W	NaN	NaN	NaN	0.377	0.591	0.075
YDR502C	0.387	-0.877	1.120	NaN	NaN	NaN
YML076C	-0.933	-0.994	2.202	NaN	NaN	NaN
YDL036C	-0.316	-0.640	-0.097	NaN	NaN	NaN
YDR452W	0.109	-0.466	0.047	NaN	NaN	NaN
YGL019W	-0.491	-0.811	-0.065	NaN	NaN	NaN
YOL126C	-0.231	-0.907	0.007	NaN	NaN	NaN
YPR151C	-0.007	-1.158	-0.206	NaN	NaN	NaN
YPL084W	-0.081	-0.720	-0.565	NaN	NaN	NaN
YNR064C	-0.272	-1.601	-1.492	NaN	NaN	NaN
YOR214C	0.329	-0.176	0.486	NaN	NaN	NaN
YIR004W	-0.005	-0.772	-0.666	NaN	NaN	NaN
YOR213C	0.440	0.749	-0.651	NaN	NaN	NaN
YAL031C	0.402	-1.368	0.133	NaN	NaN	NaN
YOR015W	-0.004	0.854	-0.407	NaN	NaN	NaN
YDL078C	-0.540	-0.601	-0.701	NaN	NaN	NaN
YLR367W	-0.120	-1.156	-0.892	NaN	NaN	NaN
YKL100C	0.143	-0.686	0.173	NaN	NaN	NaN
YPL081W	0.081	-0.076	-1.195	NaN	NaN	NaN
YHR177W	-0.452	-0.266	-0.676	NaN	NaN	NaN
YDR206W	-1.842	-2.336	-1.992	NaN	NaN	NaN
YOR300W	-0.576	-1.011	-0.838	NaN	NaN	NaN
YOR079C	-0.875	-0.378	-0.488	NaN	NaN	NaN
YDR483W	-0.167	2.659	1.438	NaN	NaN	NaN
YCR101C	2.821	3.030	2.805	NaN	NaN	NaN
YCL030C	0.056	-1.085	0.168	NaN	NaN	NaN
YLR151C	-0.948	-0.385	-0.097	NaN	NaN	NaN
YCR098C	0.096	0.227	1.063	NaN	NaN	NaN
YIL163C	0.121	-0.464	-0.362	NaN	NaN	NaN
YJR087W	0.577	1.017	0.406	NaN	NaN	NaN
YPL174C	-0.120	2.005	2.004	NaN	NaN	NaN
YIL079C	-0.648	-2.995	-1.795	NaN	NaN	NaN
YFL003C	0.508	-1.454	0.035	NaN	NaN	NaN
YLR385C	0.660	-0.728	-1.096	NaN	NaN	NaN
YNL214W	-0.899	-0.582	-0.204	NaN	NaN	NaN
YPL013C	-4.382	-4.462	-3.224	NaN	NaN	NaN
YKL112W	NaN	NaN	NaN	1.430	2.541	1.619
YGL098W	NaN	NaN	NaN	0.537	1.728	0.550
YFR056C	-0.282	0.007	-0.522	NaN	NaN	NaN
YMR258C	0.672	1.245	0.644	NaN	NaN	NaN
YOR172W	-0.314	-0.099	-0.456	NaN	NaN	NaN
YLR413W	0.856	0.742	0.127	NaN	NaN	NaN
YOR364W	-0.238	0.721	1.198	NaN	NaN	NaN
YOR044W	0.760	0.894	0.335	NaN	NaN	NaN
YBR226C	-0.769	-1.520	-0.850	NaN	NaN	NaN
YBR024W	-0.478	-1.123	0.314	NaN	NaN	NaN
YER038W-A	-1.383	-2.093	-1.168	NaN	NaN	NaN
YGR227W	-0.940	-2.142	-2.344	NaN	NaN	NaN
YOR114W	0.101	-0.456	-0.487	NaN	NaN	NaN
YLR098C	1.002	1.787	0.234	NaN	NaN	NaN
YKR095W	-0.665	-1.199	-1.010	NaN	NaN	NaN
YDR489W	NaN	NaN	NaN	0.027	-0.170	0.488
YKR041W	0.059	-0.913	-0.581	NaN	NaN	NaN
YDR192C	-0.396	-0.530	-0.476	NaN	NaN	NaN
YMR227C	NaN	NaN	NaN	0.733	1.318	2.436
YLR085C	-0.396	1.919	0.247	NaN	NaN	NaN
YAR007C	NaN	NaN	NaN	-0.094	0.832	-0.244
YPL134C	-0.462	-0.951	0.460	NaN	NaN	NaN
YDR002W	NaN	NaN	NaN	0.911	1.560	-0.253
YMR027W	1.100	0.531	-0.243	NaN	NaN	NaN
YJL156C	NaN	NaN	NaN	0.203	-0.329	-0.433
YER022W	NaN	NaN	NaN	1.368	3.136	0.048
YOR354C	0.352	-1.455	-0.658	NaN	NaN	NaN
YCL014W	-0.138	-0.186	0.174	NaN	NaN	NaN
YKL055C	1.114	0.855	-0.579	NaN	NaN	NaN
YPL171C	0.060	-0.737	-0.165	NaN	NaN	NaN
YEL009C	-0.720	-0.093	0.745	NaN	NaN	NaN
YLL054C	0.442	0.449	-0.624	NaN	NaN	NaN
YML023C	NaN	NaN	NaN	0.017	-0.308	-0.223
YPL058C	0.582	0.545	1.188	NaN	NaN	NaN
YKL151C	0.763	0.494	0.127	NaN	NaN	NaN
YOR160W	NaN	NaN	NaN	-0.213	-0.882	-0.813
YMR088C	-0.033	-0.285	-0.269	NaN	NaN	NaN
YNL101W	-0.464	1.088	1.270	NaN	NaN	NaN
YLR308W	-0.093	0.960	-0.581	NaN	NaN	NaN
YBR078W	0.300	-1.874	-0.963	NaN	NaN	NaN
YNL024C-A	NaN	NaN	NaN	0.377	0.002	-0.102
YBR243C	NaN	NaN	NaN	0.210	0.625	0.537
YJL173C	NaN	NaN	NaN	-0.830	-0.714	-0.094
YDR255C	-1.185	-0.879	-0.348	NaN	NaN	NaN
YDR124W	-0.509	-0.509	-0.888	NaN	NaN	NaN
YOL025W	-0.637	-1.165	1.228	NaN	NaN	NaN
YKL097C	-0.709	-0.900	-0.855	NaN	NaN	NaN
YPR182W	NaN	NaN	NaN	-0.203	-1.050	-0.686
YLR420W	-1.092	-1.409	-0.560	NaN	NaN	NaN
YGL056C	-0.104	0.201	-1.030	NaN	NaN	NaN
YJR116W	0.620	-0.428	1.835	NaN	NaN	NaN
YLR119W	0.554	0.463	1.187	NaN	NaN	NaN
YLR220W	-0.409	-1.069	-0.985	NaN	NaN	NaN
YIL029C	0.477	1.295	-0.307	NaN	NaN	NaN
YER180C	0.072	0.793	0.461	NaN	NaN	NaN
YKR015C	-0.081	-0.729	-0.636	NaN	NaN	NaN
YJL131C	0.848	0.684	1.022	NaN	NaN	NaN
YOR316C	0.376	1.182	0.680	NaN	NaN	NaN
YPR162C	NaN	NaN	NaN	-0.030	-0.275	-0.790
YNL100W	1.090	0.892	0.182	NaN	NaN	NaN
YER164W	1.315	4.035	1.561	NaN	NaN	NaN
YDR487C	NaN	NaN	NaN	0.150	0.193	-0.175
YEL005C	-0.721	-1.383	-0.571	NaN	NaN	NaN
YER145C	-0.937	-0.760	0.580	NaN	NaN	NaN
YLR364W	-0.090	-0.178	-0.110	NaN	NaN	NaN
YGR069W	0.037	0.450	-0.441	NaN	NaN	NaN
YBR035C	-0.305	0.518	-0.015	NaN	NaN	NaN
YBR241C	0.271	0.236	0.773	NaN	NaN	NaN
YBR155W	NaN	NaN	NaN	-0.275	-0.205	-0.796
YGR135W	-0.233	-1.359	-2.769	NaN	NaN	NaN
YMR278W	-2.256	-2.231	-3.316	NaN	NaN	NaN
YDL217C	NaN	NaN	NaN	-0.259	-1.645	-0.937
YDR208W	NaN	NaN	NaN	-0.985	4.308	-0.062
YLR022C	NaN	NaN	NaN	0.921	1.012	-0.028
YDR240C	NaN	NaN	NaN	0.350	-0.159	-0.068
YLR127C	NaN	NaN	NaN	-0.686	-1.174	-1.496
YGL131C	-2.062	-1.476	-1.600	NaN	NaN	NaN
YGL261C	0.484	-0.547	-0.346	NaN	NaN	NaN
YPR144C	NaN	NaN	NaN	0.159	-0.830	-0.251
YNR066C	-0.060	-1.723	0.322	NaN	NaN	NaN
YBL107C	0.267	-0.434	0.594	NaN	NaN	NaN
YPR069C	-1.206	-2.886	-2.587	NaN	NaN	NaN
YLR401C	0.210	0.295	-0.425	NaN	NaN	NaN
YPL023C	-0.995	-0.460	-0.963	NaN	NaN	NaN
YHR087W	-0.138	1.244	-0.261	NaN	NaN	NaN
YGL242C	-0.312	-0.433	0.621	NaN	NaN	NaN
YDL011C	0.333	-0.772	-1.004	NaN	NaN	NaN
YGR195W	NaN	NaN	NaN	0.301	-0.067	-0.247
YMR186W	-1.322	1.631	-1.106	NaN	NaN	NaN
YGR280C	NaN	NaN	NaN	-0.659	-0.294	-0.784
YBR170C	0.515	0.663	0.511	NaN	NaN	NaN
YLR071C	NaN	NaN	NaN	0.474	0.302	-0.575
YER071C	-0.129	0.950	0.335	NaN	NaN	NaN
YLR129W	NaN	NaN	NaN	-1.211	-3.502	-3.389
YDR074W	-0.629	3.788	1.749	NaN	NaN	NaN
YMR229C	NaN	NaN	NaN	0.117	0.281	0.347
YOR317W	-0.203	0.451	0.550	NaN	NaN	NaN
YOR218C	NaN	NaN	NaN	-0.064	-0.540	-0.074
YGL212W	-0.171	0.432	0.242	NaN	NaN	NaN
YLR307W	0.463	0.620	0.063	NaN	NaN	NaN
YOR138C	-0.213	0.615	-0.432	NaN	NaN	NaN
YMR160W	0.236	0.096	0.161	NaN	NaN	NaN
YMR070W	-0.167	-0.466	0.450	NaN	NaN	NaN
YBR285W	0.641	-0.146	0.874	NaN	NaN	NaN
YIL173W	0.342	-1.652	0.177	NaN	NaN	NaN
YNL117W	1.017	1.571	0.492	NaN	NaN	NaN
YAR002W	-0.197	0.276	0.730	NaN	NaN	NaN
YER040W	-0.649	1.213	-1.048	NaN	NaN	NaN
YMR097C	-0.237	-0.343	-0.819	NaN	NaN	NaN
YDR136C	0.016	1.910	4.571	NaN	NaN	NaN
YDR470C	0.210	-0.154	-0.252	NaN	NaN	NaN
YMR040W	-0.194	-0.620	-0.512	NaN	NaN	NaN
YDR150W	-1.736	0.698	1.734	NaN	NaN	NaN
YNL007C	NaN	NaN	NaN	-0.606	-1.209	-0.603
YER036C	NaN	NaN	NaN	0.157	0.108	0.366
YPL047W	-0.984	1.382	0.725	NaN	NaN	NaN
YMR158C-A	-0.171	0.163	1.149	NaN	NaN	NaN
YDR229W	0.059	-1.344	-0.876	NaN	NaN	NaN
YJR137C	-0.625	-1.171	-1.510	NaN	NaN	NaN
YPR073C	-0.688	-0.903	-1.257	NaN	NaN	NaN
YDR365C	NaN	NaN	NaN	0.105	-0.992	-0.736
YMR068W	-1.084	-0.675	-0.437	NaN	NaN	NaN
YOR264W	-0.903	-1.180	-1.271	NaN	NaN	NaN
YDR115W	-0.297	-0.698	-1.112	NaN	NaN	NaN
YHR182W	0.434	-0.387	-0.877	NaN	NaN	NaN
YLR454W	-0.020	0.034	0.201	NaN	NaN	NaN
YLR178C	-0.653	-0.952	1.101	NaN	NaN	NaN
YPL240C	-0.055	-0.550	0.845	NaN	NaN	NaN
YBR020W	-0.719	-0.080	0.918	NaN	NaN	NaN
YIL095W	-0.023	-0.216	-0.217	NaN	NaN	NaN
YFR038W	0.151	-0.281	-0.757	NaN	NaN	NaN
YNL295W	0.303	0.065	-0.026	NaN	NaN	NaN
YER110C	1.129	-0.024	-1.290	NaN	NaN	NaN
YCR076C	1.172	0.060	0.543	NaN	NaN	NaN
YBR294W	0.007	0.827	0.842	NaN	NaN	NaN
YJR079W	0.468	-0.242	0.729	NaN	NaN	NaN
YOR365C	0.542	-0.550	-0.819	NaN	NaN	NaN
YJR012C	NaN	NaN	NaN	0.626	0.911	0.035
YPL117C	NaN	NaN	NaN	1.620	0.536	1.674
YKR084C	0.427	0.435	-0.482	NaN	NaN	NaN
YPL272C	2.754	3.065	2.418	NaN	NaN	NaN
YLR442C	NaN	NaN	NaN	-0.127	-0.234	0.287
YGL039W	-0.174	0.013	-0.251	NaN	NaN	NaN
YIL144W	NaN	NaN	NaN	-0.089	0.023	0.166
YBR022W	-0.160	0.096	0.092	NaN	NaN	NaN
YOR284W	-0.519	-0.404	-1.176	NaN	NaN	NaN
YMR161W	0.894	0.981	-0.719	NaN	NaN	NaN
YLR128W	0.010	-2.086	-0.640	NaN	NaN	NaN
YIL154C	-1.158	1.412	0.983	NaN	NaN	NaN
YOR200W	0.140	-0.842	-0.728	NaN	NaN	NaN
YJL178C	-1.340	-0.726	-0.652	NaN	NaN	NaN
YFL028C	-1.961	-3.222	-0.113	NaN	NaN	NaN
YJR039W	-0.389	0.011	-0.482	NaN	NaN	NaN
YHR178W	0.508	-0.792	-0.345	NaN	NaN	NaN
YPL181W	0.489	1.341	1.559	NaN	NaN	NaN
YKR076W	-1.666	-2.419	-2.057	NaN	NaN	NaN
YBR300C	0.687	2.684	0.582	NaN	NaN	NaN
YAL064C-A	-1.515	-0.113	-0.818	NaN	NaN	NaN
YBR139W	0.047	-0.762	0.414	NaN	NaN	NaN
YEL065W	-0.848	-0.947	-0.581	NaN	NaN	NaN
YOR347C	0.172	-0.429	-0.416	NaN	NaN	NaN
YBL081W	0.095	0.566	0.525	NaN	NaN	NaN
YLR104W	0.543	-0.405	-0.213	NaN	NaN	NaN
YKL184W	-0.668	-1.060	-1.325	NaN	NaN	NaN
YPL025C	0.415	-0.305	0.194	NaN	NaN	NaN
YDR462W	-1.365	-1.641	-1.602	NaN	NaN	NaN
YER058W	-0.483	0.729	1.285	NaN	NaN	NaN
YDL001W	1.103	-0.143	-1.044	NaN	NaN	NaN
YMR231W	NaN	NaN	NaN	0.421	0.682	0.066
YKR075C	0.284	-0.341	-0.328	NaN	NaN	NaN
YLR389C	0.034	0.116	-0.452	NaN	NaN	NaN
YNR070W	-0.591	0.626	-0.305	NaN	NaN	NaN
YGR256W	-0.683	-0.195	0.730	NaN	NaN	NaN
YOR273C	0.333	-0.342	0.231	NaN	NaN	NaN
YPL028W	NaN	NaN	NaN	-0.991	-2.339	-0.976
YMR318C	1.084	1.352	1.375	NaN	NaN	NaN
YLR326W	-0.309	0.161	-0.189	NaN	NaN	NaN
YDR217C	-0.354	-0.541	-0.721	NaN	NaN	NaN
YGL250W	0.194	-0.539	-0.179	NaN	NaN	NaN
YOL087C	-0.027	0.692	0.651	NaN	NaN	NaN
YML089C	0.690	-0.745	-0.452	NaN	NaN	NaN
YBR072W	-0.265	0.353	0.258	NaN	NaN	NaN
YDR096W	-0.469	0.016	1.083	NaN	NaN	NaN
YFL054C	-0.430	-0.804	0.201	NaN	NaN	NaN
YBR292C	-0.965	1.393	-0.698	NaN	NaN	NaN
YHR034C	-0.310	-1.523	-0.428	NaN	NaN	NaN
YMR214W	-0.136	0.012	-0.133	NaN	NaN	NaN
YMR315W	0.180	-0.816	-0.078	NaN	NaN	NaN
YIL004C	NaN	NaN	NaN	-2.078	-1.695	-1.321
YBR208C	-0.208	1.302	0.876	NaN	NaN	NaN
YLL010C	-0.603	-0.716	-0.368	NaN	NaN	NaN
YJL119C	0.398	0.275	1.261	NaN	NaN	NaN
YBR249C	-0.806	-0.381	-1.358	NaN	NaN	NaN
YBR239C	-0.490	0.264	-0.366	NaN	NaN	NaN
YHR021W-A	-0.373	-0.115	0.270	NaN	NaN	NaN
YLR209C	-0.303	-0.529	-0.111	NaN	NaN	NaN
YIL148W	-0.746	0.201	0.607	NaN	NaN	NaN
YGR122C-A	0.284	1.289	0.019	NaN	NaN	NaN
YER104W	NaN	NaN	NaN	-0.146	1.146	0.408
YHR146W	-2.414	-3.315	-1.824	NaN	NaN	NaN
YML116W	-0.037	-0.216	0.256	NaN	NaN	NaN
YBR041W	-0.246	-0.311	-0.378	NaN	NaN	NaN
YMR207C	-0.510	-0.918	-1.956	NaN	NaN	NaN
YPR076W	0.401	-0.046	0.236	NaN	NaN	NaN
YMR290W-A	NaN	NaN	NaN	-0.081	-0.522	-0.817
YKL198C	-0.883	-0.477	-1.037	NaN	NaN	NaN
YLR348C	0.411	-0.474	0.031	NaN	NaN	NaN
YGL197W	0.188	-0.886	1.308	NaN	NaN	NaN
YKL103C	0.529	0.796	-0.345	NaN	NaN	NaN
YGR046W	NaN	NaN	NaN	0.023	-1.007	-0.084
YJR060W	0.409	-1.039	0.671	NaN	NaN	NaN
YLR078C	NaN	NaN	NaN	-0.096	1.261	0.320
YOR210W	NaN	NaN	NaN	0.007	-0.686	1.246
YGL112C	NaN	NaN	NaN	1.078	5.146	3.728
YLR314C	NaN	NaN	NaN	-1.496	3.027	3.177
YER044C-A	0.148	1.106	-0.410	NaN	NaN	NaN
YNR065C	-0.193	-0.408	-0.410	NaN	NaN	NaN
YER183C	0.214	0.366	1.719	NaN	NaN	NaN
YMR316C-A	-0.014	-0.020	0.009	NaN	NaN	NaN
YPL163C	0.708	1.300	1.112	NaN	NaN	NaN
YMR201C	0.441	0.227	-0.818	NaN	NaN	NaN
YNR011C	NaN	NaN	NaN	-0.174	-0.505	-1.100
YGL064C	-0.373	-1.794	-1.497	NaN	NaN	NaN
YDL211C	0.402	0.141	0.222	NaN	NaN	NaN
YJR078W	-0.281	-0.179	-0.154	NaN	NaN	NaN
YJL097W	NaN	NaN	NaN	-0.082	-0.428	-0.494
YKL105C	0.416	1.618	-0.460	NaN	NaN	NaN
YML057W	-0.340	-0.008	0.188	NaN	NaN	NaN
YKR080W	-0.381	-1.624	-0.577	NaN	NaN	NaN
YER049W	-0.573	-0.098	-0.707	NaN	NaN	NaN
YGR108W	0.261	1.577	-0.517	NaN	NaN	NaN
YBL059W	0.266	0.460	-0.757	NaN	NaN	NaN
YGL166W	-1.149	-1.387	-0.484	NaN	NaN	NaN
YHR019C	NaN	NaN	NaN	0.446	-0.028	0.334
YDR367W	NaN	NaN	NaN	1.047	4.419	2.091
YHR143W-A	NaN	NaN	NaN	0.066	0.438	-0.152
YGL164C	-0.314	-0.735	-0.498	NaN	NaN	NaN
YGL043W	-1.035	-0.148	-0.436	NaN	NaN	NaN
YHR067W	-1.189	-0.924	-1.268	NaN	NaN	NaN
YGR207C	0.571	0.276	0.292	NaN	NaN	NaN
YGR217W	-0.020	-0.032	0.330	NaN	NaN	NaN
YLR324W	-0.652	-0.502	-0.549	NaN	NaN	NaN
YKL053C-A	0.004	-0.721	-0.862	NaN	NaN	NaN
YBR237W	NaN	NaN	NaN	0.276	0.028	-0.308
YER173W	0.288	-0.886	-0.033	NaN	NaN	NaN
YBR130C	0.044	0.449	-1.068	NaN	NaN	NaN
YLL042C	-0.214	-0.342	-0.414	NaN	NaN	NaN
YDR356W	NaN	NaN	NaN	-0.028	0.135	0.515
YLR090W	-0.042	-0.167	0.167	NaN	NaN	NaN
YHR076W	-1.143	0.390	-1.267	NaN	NaN	NaN
YMR267W	-0.249	-0.634	-1.192	NaN	NaN	NaN
YPR098C	3.183	3.286	3.416	NaN	NaN	NaN
YBR161W	-0.101	0.999	1.189	NaN	NaN	NaN
YNL193W	-0.119	-0.020	0.265	NaN	NaN	NaN
YDR191W	-0.608	-0.980	-0.585	NaN	NaN	NaN
YDR278C	0.442	0.009	-0.334	NaN	NaN	NaN
YJL046W	-1.427	-0.178	0.715	NaN	NaN	NaN
YER082C	NaN	NaN	NaN	0.158	-0.531	-0.263
YMR087W	-1.304	-1.448	-1.623	NaN	NaN	NaN
YOR343C	-0.097	-0.850	-0.227	NaN	NaN	NaN
YGR066C	-0.048	-0.876	0.615	NaN	NaN	NaN
YIL011W	0.643	0.832	-0.401	NaN	NaN	NaN
YLR115W	NaN	NaN	NaN	0.048	-0.205	0.152
YER092W	0.203	-0.335	-0.216	NaN	NaN	NaN
YGL259W	-0.879	-0.957	-0.288	NaN	NaN	NaN
YNL239W	1.193	0.791	1.650	NaN	NaN	NaN
YKR086W	NaN	NaN	NaN	-0.213	0.070	-0.602
YPL249C	-1.995	-2.359	-0.650	NaN	NaN	NaN
YBL106C	0.436	-0.189	0.240	NaN	NaN	NaN
YIL063C	NaN	NaN	NaN	-0.157	-0.223	-0.696
YJR145C	-0.078	-0.997	-0.317	NaN	NaN	NaN
YPR089W	1.071	-0.048	1.017	NaN	NaN	NaN
YGL004C	0.157	0.386	0.251	NaN	NaN	NaN
YNL170W	0.189	-1.380	-0.487	NaN	NaN	NaN
YPR176C	NaN	NaN	NaN	0.194	0.350	-0.232
YML082W	1.420	1.465	0.989	NaN	NaN	NaN
YFR049W	-0.231	-1.359	-0.421	NaN	NaN	NaN
YPL187W	0.711	-0.012	0.250	NaN	NaN	NaN
YNL175C	0.160	0.916	-0.534	NaN	NaN	NaN
YLR303W	-1.707	-2.057	-1.731	NaN	NaN	NaN
YGL162W	-0.669	-1.917	-0.583	NaN	NaN	NaN
YHR186C	NaN	NaN	NaN	0.152	0.822	0.510
YGR072W	-0.180	-0.358	-0.364	NaN	NaN	NaN
YKR034W	-0.428	-0.884	-1.198	NaN	NaN	NaN
YLR066W	NaN	NaN	NaN	-0.308	-0.494	-0.757
YGL013C	0.511	0.669	-0.350	NaN	NaN	NaN
YPL027W	-0.756	0.711	-2.265	NaN	NaN	NaN
YDR360W	0.398	4.030	1.596	NaN	NaN	NaN
YGR057C	0.018	1.661	0.632	NaN	NaN	NaN
YMR225C	-0.104	-1.128	0.159	NaN	NaN	NaN
YDR277C	-0.677	-1.893	-1.114	NaN	NaN	NaN
YER048C	-0.289	0.565	0.570	NaN	NaN	NaN
YIL013C	-0.809	-0.449	-0.180	NaN	NaN	NaN
YGL229C	0.276	0.449	1.098	NaN	NaN	NaN
YOR313C	-1.267	-1.336	-1.994	NaN	NaN	NaN
YCR014C	0.418	0.192	0.281	NaN	NaN	NaN
YDR075W	0.071	-0.018	0.181	NaN	NaN	NaN
YDR014W	-0.603	0.556	-1.600	NaN	NaN	NaN
YOR126C	1.163	1.733	0.164	NaN	NaN	NaN
YMR289W	-0.112	0.156	-0.010	NaN	NaN	NaN
YDL017W	NaN	NaN	NaN	-0.258	-0.069	0.171
YAR028W	0.040	0.088	0.300	NaN	NaN	NaN
YNL024C	0.098	-0.077	0.282	NaN	NaN	NaN
YMR178W	0.627	0.060	-0.889	NaN	NaN	NaN
YIL058W	0.111	0.662	0.385	NaN	NaN	NaN
YGL063W	-0.821	-1.655	-0.418	NaN	NaN	NaN
YCR100C	0.065	-0.035	0.340	NaN	NaN	NaN
YEL050C	0.204	-0.216	0.105	NaN	NaN	NaN
YNL205C	-0.608	0.275	-0.223	NaN	NaN	NaN
YBR253W	NaN	NaN	NaN	-0.125	-0.704	-0.238
YBR298C	0.087	1.114	0.458	NaN	NaN	NaN
YLR222C	NaN	NaN	NaN	0.047	-2.148	-1.163
YJL093C	-0.072	-0.199	-0.310	NaN	NaN	NaN
YGR144W	0.496	0.345	1.060	NaN	NaN	NaN
YLR016C	0.174	-1.280	-0.555	NaN	NaN	NaN
YEL026W	NaN	NaN	NaN	0.008	-0.396	-0.193
YBR212W	-0.950	0.050	-1.344	NaN	NaN	NaN
YJR148W	-0.026	-1.242	0.332	NaN	NaN	NaN
YDL108W	NaN	NaN	NaN	0.790	0.539	0.581
YFR039C	3.058	3.164	3.217	NaN	NaN	NaN
YOR258W	-2.809	-0.285	-1.129	NaN	NaN	NaN
YLR461W	-0.737	-1.289	-1.163	NaN	NaN	NaN
YNL334C	-0.427	0.183	0.130	NaN	NaN	NaN
YNL157W	-0.271	0.053	0.538	NaN	NaN	NaN
YGR276C	-1.035	-1.632	-1.099	NaN	NaN	NaN
YML095C	-1.108	-1.148	-0.875	NaN	NaN	NaN
YDR078C	0.103	-0.425	-0.460	NaN	NaN	NaN
YNL299W	0.553	2.439	2.293	NaN	NaN	NaN
YLL021W	1.836	7.818	8.154	NaN	NaN	NaN
YOL033W	-1.309	-1.032	-0.234	NaN	NaN	NaN
YKR103W	-0.433	-1.481	-0.926	NaN	NaN	NaN
YCR102C	-0.050	-0.061	-0.218	NaN	NaN	NaN
YHR003C	2.761	2.686	2.608	NaN	NaN	NaN
YKL041W	0.293	0.218	0.228	NaN	NaN	NaN
YLR146C	0.335	0.277	0.670	NaN	NaN	NaN
YER021W	NaN	NaN	NaN	0.223	0.018	-0.582
YLR351C	0.135	-0.560	-0.264	NaN	NaN	NaN
YDR415C	-0.187	-0.855	0.005	NaN	NaN	NaN
YOR335C	NaN	NaN	NaN	0.636	0.447	0.550
YOR222W	-0.037	-0.246	-0.578	NaN	NaN	NaN
YDR498C	NaN	NaN	NaN	-0.035	-1.009	0.263
YJR024C	0.638	0.193	-0.037	NaN	NaN	NaN
YNL115C	-0.246	1.208	-0.142	NaN	NaN	NaN
YMR234W	-0.040	0.456	-0.105	NaN	NaN	NaN
YJL013C	0.325	1.499	1.279	NaN	NaN	NaN
YDR157W	0.360	-0.363	-0.127	NaN	NaN	NaN
YBL036C	-0.364	-0.902	-1.054	NaN	NaN	NaN
YIL140W	-0.855	-0.303	-0.587	NaN	NaN	NaN
YKL111C	NaN	NaN	NaN	-0.791	5.888	-0.278
YGR005C	NaN	NaN	NaN	-0.372	0.660	-0.583
YMR023C	-0.424	0.141	0.141	NaN	NaN	NaN
YBL074C	NaN	NaN	NaN	0.433	1.461	-0.030
YHR007C	NaN	NaN	NaN	0.139	1.927	0.705
YPR128C	1.121	-0.332	0.310	NaN	NaN	NaN
