orf	hom | sugar utilization efficiency (residual sugar wt-mut) | synthetic grape juice [200 g/L glucose+fructose], time [180 h] | Walker ME~Jiranek V, 2014
YOL091W	-0.3787206486570947
YOL107W	-0.2709818031405998
YOL116W	-0.2527926875881028
YOL122C	-0.5400759566634887
YOL159C	-0.3573149141568031
YOR008C	-0.5497744452709079
YOR025W	-0.49643731716338224
YOR080W	-5.749117390609196
YOR081C	-0.23940040840474033
YOR106W	-1.2299448178458923
YOR135C	-0.46136684077508133
YOR209C	-5.3250583768733915
YOR213C	-0.2488771885378559
YOR221C	-0.44240208214065274
YOR241W	-2.4104359454301494
YOR248W	-0.6286072729535273
YOR265W	-3.2856070380015194
YOR267C	-3.7325883630484675
YOR270C	-1.1393968507994423
YOR283W	-12.19540500193134
YOR284W	-0.6669075933837777
YOR318C	-0.5565794144943964
YOR320C	-11.252896422504366
YOR321W	-0.5116498421142348
YOR332W	
YOR337W	-0.25719835001508845
YOR347C	-0.44747681966063596
YPL033C	-0.6328568089510176
YPL052W	-0.37332015228218124
YPL121C	-9.284883348120857
YPL123C	-11.404973638321426
YPL135W	-0.5596173773962143
YPL145C	-0.4179336572673067
YPL171C	-0.6547884025273553
YPL180W	-2.637365434944797
YPL234C	
YPL245W	-14.549625438244185
YPL254W	-0.40805143417554063
YPL268W	-2.000127643933686
YPR036W	-1.5829901686942587
YPR067W	-0.24172032088908227
YPR074C	-6.333175749451584
YPR075C	-0.6042026787027225
YPR095C	
YPR097W	-0.2884565010259669
YPR101W	-11.989295950192332
YPR125W	-0.34807866012893246
