orf	hom | growth (relative abundance in pooled culture) | dimethyl sulfoxide [1%] | Gaytan BD~Vulpe CD, 2013
YLR370C	3.3879817429839445
YLR371W	-4.527526921457839
YLR417W	3.847946008574761
YLR443W	3.348832994371629
YLR450W	5.611576940920866
YLR454W	2.315713109588434
YLR456W	2.910448518597711
YML047W-A	3.3555787341572496
YML071C	-4.540817944105368
YML106W	2.173273952355337
YML116W	-2.6729990543956736
YML131W	2.129740240441032
YMR042W	6.445737851622318
YMR044W	4.625902007732103
YMR063W	4.921458593143927
YMR074C	4.557146297159717
YMR092C	3.0650879556689636
YMR154C	3.5715183480899815
YMR155W	2.416160218533926
YMR175W	4.174187896510778
YMR195W	2.83586481481714
YMR214W	3.8372147975360287
YMR225C	2.459621639688833
YMR244C-A	5.287666375957709
YMR244W	3.0528948764258894
YMR261C	4.162100944793855
YMR272C	3.7084023738682785
YMR286W	3.910568844783966
YMR289W	10.344506622386875
YMR291W	5.455042130185221
YMR295C	3.776525186052159
YMR304W	5.770248835592904
YMR319C	2.819973957666358
YNL004W	2.167344796243734
YNL010W	3.155164622468612
YNL041C	-3.3839027749988695
YNL051W	-5.126323456547214
YNL058C	4.485113503356624
YNL107W	-4.095330938155527
YNL122C	3.165491792842781
YNL123W	2.8649798053974243
YNL130C	3.1127177749037744
YNL175C	4.209479593684509
YNL187W	3.282334140323613
YNL198C	-2.5741862355377
YNL217W	6.949356222616678
YNL278W	4.437696059036413
YNL286W	3.485301090071107
YNL315C	3.9255927342177412
YNL334C	3.2591492741740056
YNR019W	4.850364298435538
YNR024W	4.372059855433131
YOL163W	2.5228269441056006
YOR006C	3.18303836269009
YOR021C	5.652222052552573
YOR030W	3.3292307316542655
YOR033C	4.24824979645711
YOR041C	2.1965132516852868
YOR044W	2.710988413529976
YOR084W	2.011848527837901
YOR137C	4.433465598003766
YOR161C	4.498366340514519
YOR231W	2.847635951824413
YOR275C	3.7570711920659496
YOR297C	2.639069015700219
YOR304C-A	-4.860549331208381
YOR308C	3.6124432762823515
YOR314W	4.542937281404611
YOR352W	3.6275493708871114
YOR366W	3.367112807268373
YPL002C	5.471886878256037
YPL004C	3.61157427089987
YPL015C	3.7901318352358473
YPL026C	4.252123980677801
YPL033C	2.906165021036431
YPL052W	4.342419670812274
YPL060W	5.113063301530097
YPL140C	3.811870706248137
YPL197C	2.839826396278335
YPR005C	2.7428181079490157
YPR011C	7.7951429036520175
YPR128C	6.989491996806247
YPR160W	2.8659855039300575
YPR200C	3.5714907041305213
YPR201W	3.970435568542182
