orf	hom | growth (relative abundance in pooled culture) | gamma-irradiation [200 Gy] | Game JC~Brown JM, 2003
YBL038W	0.222
YBL039C	
YBL042C	0.068
YBL043W	0.16
YBL044W	0.067
YBL045C	0.175
YBL046W	-0.239
YBL047C	0.076
YBL048W	0.087
YBL049W	-0.026000000000000002
YBL051C	-0.309
YBL052C	0.23800000000000002
YBL053W	0.142
YBL054W	0.175
YBL055C	0.133
YBL056W	0.102
YBL057C	0.013000000000000001
YBL059W	0.077
YBL060W	-0.063
YBL061C	-0.069
YBL062W	-0.052000000000000005
YBL063W	0.02
YBL064C	-0.07
YBL065W	-0.22399999999999998
YBL066C	0.02
YBL067C	0.166
YBL068W	0.034
YBL069W	0.028999999999999998
YBL070C	0.013999999999999999
YBL071C	0.37200000000000005
YBL072C	0.226
YBL075C	-0.035
YBL078C	-0.079
YBL079W	
YBL080C	0.068
YBL081W	-0.18100000000000002
YBL082C	0.067
YBL083C	-0.214
YBL085W	-0.013000000000000001
YBL086C	0.023
YBL087C	0.16399999999999998
YBL088C	0.002
YBL089W	-0.35700000000000004
YBL090W	0.022000000000000002
YBL091C	0.013000000000000001
YBL091C-A	0.17
YBL094C	0.025
YBL095W	-0.127
YBL096C	-0.1
YBL098W	0.08199999999999999
YBL102W	0.048
YBL103C	
YBL104C	-0.040999999999999995
YBL106C	-0.024
YBL107C	-0.032
YBR001C	0.08199999999999999
YBR003W	0.145
YBR005W	-0.024
YBR006W	-0.162
YBR007C	0.142
YBR008C	0.055
YBR009C	-0.013999999999999999
YBR010W	0.035
YBR012C	0.11
YBR013C	0.10099999999999999
YBR014C	0.096
YBR015C	0.423
YBR016W	0.14400000000000002
YBR018C	0.156
YBR019C	0.011000000000000001
YBR020W	-0.2495
YBR021W	
YBR022W	-0.037000000000000005
YBR023C	0.037000000000000005
YBR024W	-0.008
YBR025C	0.095
YBR027C	-0.455
YBR028C	0.013999999999999999
YBR030W	-0.008
YBR031W	0.057
YBR032W	-0.11800000000000001
YBR033W	-0.027999999999999997
YBR034C	0.177
YBR035C	0.07
YBR036C	-0.033
YBR037C	0.145
YBR040W	-0.11
YBR041W	-0.055
YBR042C	0.019
YBR043C	-0.094
YBR044C	-0.07
YBR045C	0.001
YBR046C	-0.063
YBR047W	0.011000000000000001
YBR048W	
YBR050C	-0.011000000000000001
YBR051W	0.023
YBR052C	-0.18899999999999997
YBR053C	-0.025
YBR054W	-0.012
YBR056W	-0.069
YBR057C	-0.433
YBR058C	-0.35700000000000004
YBR059C	0.121
YBR061C	
YBR062C	0.138
YBR063C	0.012
YBR064W	-0.003
YBR065C	0.06
YBR066C	0.063
YBR067C	0.033
YBR068C	0.04
YBR069C	-0.455
YBR071W	-0.13699999999999998
YBR072W	0.04
YBR073W	-0.9009999999999999
YBR074W	-0.08600000000000001
YBR076W	-0.054000000000000006
YBR077C	0.19399999999999998
YBR078W	-0.10300000000000001
YBR082C	
YBR083W	0.023
YBR084C-A	
YBR084W	0.081
YBR085W	
YBR086C	
YBR089C-A	-0.023
YBR090C	0.027999999999999997
YBR092C	0.039
YBR093C	0.006999999999999999
YBR094W	0.036000000000000004
YBR095C	
YBR098W	-0.8719999999999999
YBR099C	-1.307
YBR101C	0.006999999999999999
YBR103W	-0.106
YBR104W	0.046
YBR105C	0.032
YBR106W	
YBR107C	-0.026000000000000002
YBR108W	0.02
YBR113W	-0.019
YBR114W	-0.158
YBR115C	
YBR116C	-0.034
YBR118W	
YBR119W	-0.456
YBR120C	-0.094
YBR125C	-0.044000000000000004
YBR128C	-0.14
YBR129C	-0.127
YBR130C	-0.076
YBR131W	0.1
YBR133C	-0.34700000000000003
YBR134W	0.14400000000000002
YBR137W	-0.048
YBR138C	-0.027000000000000003
YBR139W	0.006
YBR141C	0.015
YBR144C	-0.057999999999999996
YBR145W	0.027000000000000003
YBR147W	0.006999999999999999
YBR148W	0.013999999999999999
YBR149W	-0.133
YBR150C	0.092
YBR151W	-0.013000000000000001
YBR156C	-0.29
YBR157C	-0.068
YBR158W	-0.062
YBR159W	-0.226
YBR161W	-0.048
YBR162C	-0.11199999999999999
YBR162W-A	0.08
YBR164C	0.21899999999999997
YBR165W	
YBR168W	
YBR169C	0.018000000000000002
YBR171W	0.368
YBR172C	0.012
YBR173C	
YBR174C	-0.043
YBR175W	0.031
YBR176W	-0.009000000000000001
YBR177C	0.018000000000000002
YBR180W	0.062
YBR181C	0.134
YBR182C	-0.062
YBR183W	0.005
YBR184W	-0.063
YBR185C	0.002
YBR186W	0.054000000000000006
YBR187W	-0.065
YBR188C	0.003
YBR195C	-0.171
YBR197C	-0.218
YBR199W	0.017
YBR201W	0.036000000000000004
YBR203W	0.001
YBR204C	-0.017
YBR205W	-0.004
YBR206W	0.013999999999999999
YBR207W	-0.011000000000000001
YBR208C	-0.314
YBR210W	-0.001
YBR212W	-0.38799999999999996
YBR213W	-0.198
YBR214W	-0.091
YBR215W	-0.09300000000000001
YBR216C	-0.066
YBR217W	0.08
YBR218C	0.005
YBR219C	-0.085
YBR220C	-0.013999999999999999
YBR221C	0.038
YBR222C	-0.07
YBR223C	0.0
YBR224W	0.11699999999999999
YBR225W	0.084
YBR226C	0.154
YBR227C	0.027999999999999997
YBR228W	-0.063
YBR229C	0.192
YBR230C	0.026000000000000002
YBR231C	-0.625
YBR232C	0.016
YBR233W	0.011000000000000001
YBR235W	0.063
YBR238C	-0.034
YBR239C	-0.011000000000000001
YBR240C	-0.022000000000000002
YBR241C	0.065
YBR242W	-0.01
YBR244W	-0.8740000000000001
YBR245C	0.008
YBR246W	0.068
YBR248C	-0.077
YBR249C	-0.107
YBR250W	-0.033
YBR255W	-0.077
YBR258C	0.069
YBR259W	-0.057
YBR260C	0.006
YBR261C	0.02
YBR262C	0.032
YBR263W	0.054000000000000006
YBR264C	-0.039
YBR267W	
YBR269C	-0.07
YBR270C	0.161
YBR271W	0.32799999999999996
YBR272C	0.10400000000000001
YBR273C	0.22
YBR275C	0.17800000000000002
YBR276C	0.08900000000000001
YBR277C	0.052000000000000005
YBR278W	-0.061
YBR280C	-0.009000000000000001
YBR281C	-0.098
YBR284W	-0.11199999999999999
YBR285W	
YBR286W	-0.059000000000000004
YBR287W	0.026000000000000002
YBR288C	0.188
YBR290W	-0.11
YBR291C	-0.309
YBR292C	-0.29
YBR293W	-0.10400000000000001
YBR294W	0.071
YBR295W	-0.15
YBR296C	-0.21899999999999997
YBR297W	-0.133
YBR298C	-0.363
YBR299W	-0.047
YBR300C	-0.077
YBR301W	-0.043
YCL001W	0.037000000000000005
YCL001W-A	-0.45
YCL002C	0.013000000000000001
YCL005W	-0.483
YCL008C	-0.005
YCL009C	-0.040999999999999995
YCL010C	-0.35200000000000004
YCL011C	-0.19899999999999998
YCL014W	0.028500000000000004
YCL016C	-0.841
YCL022C	-0.027000000000000003
YCL023C	0.026000000000000002
YCL024W	-0.008
YCL025C	0.07
YCL026C-A	-0.03
YCL027W	-0.005
YCL028W	-0.159
YCL030C	0.09
YCL032W	-0.20199999999999999
YCL033C	-0.109
YCL034W	0.033
YCL035C	0.038
YCL036W	-0.299
YCL037C	-0.239
YCL038C	0.011000000000000001
YCL039W	0.043
YCL040W	0.069
YCL042W	-0.027000000000000003
YCL044C	0.036000000000000004
YCL045C	-0.017
YCL046W	-0.12
YCL047C	-0.055
YCL048W	0.053
YCL049C	0.067
YCL050C	0.17300000000000001
YCL051W	0.299
YCL055W	-0.575
YCL056C	-0.048
YCL057W	-0.047
YCL058C	
YCL061C	-0.231
YCL063W	0.017
YCL064C	0.11599999999999999
YCL069W	0.057
YCL076W	-0.012
YCR001W	0.021
YCR002C	
YCR003W	-0.5429999999999999
YCR004C	0.069
YCR005C	-0.006999999999999999
YCR006C	-0.138
YCR007C	-0.07400000000000001
YCR008W	-0.059000000000000004
YCR009C	
YCR010C	-0.012
YCR011C	-0.11599999999999999
YCR014C	0.012
YCR015C	0.012
YCR016W	0.0
YCR017C	-0.008
YCR019W	-0.08800000000000001
YCR020C	-0.049
YCR020C-A	-0.040999999999999995
YCR021C	-0.006999999999999999
YCR022C	-0.051
YCR023C	-0.025
YCR024C	
YCR024C-A	-0.147
YCR025C	-0.09699999999999999
YCR026C	-0.18
YCR027C	-0.022000000000000002
YCR030C	0.067
YCR031C	0.444
YCR032W	0.054000000000000006
YCR033W	0.022000000000000002
YCR034W	0.249
YCR036W	-0.209
YCR037C	-0.018000000000000002
YCR043C	0.035
YCR045C	-0.313
YCR048W	-0.107
YCR049C	-0.052000000000000005
YCR050C	-0.484
YCR051W	0.005
YCR053W	0.002
YCR059C	-0.07200000000000001
YCR060W	0.034
YCR061W	-0.346
YCR064C	
YCR065W	0.418
YCR066W	-1.45
YCR067C	-0.109
YCR068W	-0.326
YCR069W	0.063
YCR071C	
YCR073C	-0.017
YCR073W-A	-0.225
YCR075C	0.037000000000000005
YCR076C	0.027999999999999997
YCR077C	-0.047
YCR079W	0.17300000000000001
YCR081W	0.146
YCR082W	0.079
YCR083W	-0.004
YCR085W	-0.044000000000000004
YCR086W	-0.27899999999999997
YCR087C-A	-0.23399999999999999
YCR087W	-0.141
YCR088W	0.205
YCR089W	0.17300000000000001
YCR090C	0.040999999999999995
YCR091W	0.05
YCR092C	0.062
YCR094W	-0.528
YCR095C	-0.3
YCR098C	-0.479
YCR099C	0.011000000000000001
YCR100C	0.065
YCR101C	-0.048
YCR102C	-0.006999999999999999
YCR102W-A	0.022000000000000002
YCR105W	0.035
YCR106W	0.046
YCR107W	-0.163
YDL001W	0.062
YDL002C	0.0
YDL006W	-0.37
YDL009C	0.008
YDL010W	0.016
YDL011C	-0.044000000000000004
YDL012C	0.008
YDL018C	0.051
YDL019C	-0.11599999999999999
YDL020C	-0.396
YDL021W	-0.24100000000000002
YDL022W	0.067
YDL023C	0.21600000000000003
YDL024C	0.285
YDL025C	-0.153
YDL026W	0.033
YDL027C	-0.037000000000000005
YDL034W	0.10300000000000001
YDL035C	0.26899999999999996
YDL036C	-0.057
YDL037C	-0.177
YDL039C	-0.026500000000000003
YDL040C	
YDL041W	0.29
YDL046W	0.006
YDL048C	0.081
YDL049C	-0.001
YDL050C	-0.018000000000000002
YDL051W	-0.24
YDL052C	0.063
YDL053C	0.07400000000000001
YDL054C	-0.14400000000000002
YDL056W	
YDL057W	-0.026000000000000002
YDL059C	-2.178
YDL061C	
YDL062W	0.245
YDL063C	0.262
YDL065C	0.012
YDL066W	-0.862
YDL067C	-0.126
YDL068W	
YDL069C	
YDL070W	-0.091
YDL071C	-0.085
YDL072C	0.017
YDL073W	-0.22
YDL074C	-0.89
YDL076C	0.008
YDL077C	0.153
YDL078C	-0.022000000000000002
YDL079C	0.004
YDL080C	-0.07
YDL082W	0.615
YDL085W	0.018000000000000002
YDL086W	0.037000000000000005
YDL088C	-0.105
YDL089W	-0.21
YDL091C	0.033
YDL093W	0.001
YDL094C	-0.084
YDL095W	0.21
YDL096C	0.222
YDL099W	0.006
YDL100C	-0.129
YDL101C	-0.18
YDL104C	0.047
YDL109C	0.083
YDL110C	0.053
YDL112W	-0.013000000000000001
YDL113C	0.005
YDL114W	-0.027000000000000003
YDL117W	0.26899999999999996
YDL118W	0.165
YDL119C	-0.12
YDL121C	-0.026000000000000002
YDL122W	-0.035
YDL123W	0.015
YDL124W	0.025
YDL125C	0.025
YDL127W	-0.01
YDL128W	0.057999999999999996
YDL129W	-0.006
YDL130W	0.515
YDL130W-A	0.018000000000000002
YDL131W	0.018000000000000002
YDL133C-A	-0.0045000000000000005
YDL133W	-0.35200000000000004
YDL134C	0.039
YDL135C	0.039
YDL136W	0.434
YDL137W	-0.024
YDL138W	0.034
YDL142C	0.033
YDL144C	0.04
YDL146W	0.247
YDL149W	-0.006999999999999999
YDL154W	0.018000000000000002
YDL155W	0.013999999999999999
YDL156W	-0.04
YDL157C	0.01
YDL160C	-0.47100000000000003
YDL161W	0.001
YDL162C	0.087
YDL167C	-0.147
YDL168W	-0.033
YDL169C	-0.077
YDL170W	-0.040999999999999995
YDL171C	-0.07200000000000001
YDL172C	-0.044000000000000004
YDL173W	0.085
YDL174C	-0.052000000000000005
YDL175C	
YDL176W	-0.021
YDL177C	0.025
YDL178W	-0.091
YDL179W	-0.099
YDL180W	0.022000000000000002
YDL182W	-0.064
YDL183C	-0.27399999999999997
YDL184C	-0.012
YDL186W	0.02
YDL187C	0.281
YDL188C	0.16699999999999998
YDL189W	-0.051
YDL190C	-0.14300000000000002
YDL192W	0.6709999999999999
YDL194W	0.18
YDL197C	0.09300000000000001
YDL199C	0.075
YDL200C	-0.10400000000000001
YDL201W	-0.019
YDL203C	-0.052000000000000005
YDL204W	-0.017
YDL210W	-0.002
YDL211C	-0.012
YDL213C	-0.43799999999999994
YDL214C	-0.03
YDL215C	-0.006
YDL216C	0.027000000000000003
YDL218W	-0.006
YDL219W	-0.021
YDL222C	-0.042
YDL223C	-0.22399999999999998
YDL224C	0.064
YDL225W	-0.08199999999999999
YDL226C	0.02
YDL227C	-0.07200000000000001
YDL229W	-0.115
YDL230W	-0.092
YDL231C	-0.08
YDL233W	-0.032
YDL234C	0.018000000000000002
YDL236W	0.083
YDL237W	-0.034
YDL238C	-0.05
YDL239C	0.06
YDL240W	0.147
YDL241W	-0.019
YDL242W	0.018000000000000002
YDL243C	-0.077
YDR001C	-0.021
YDR003W	0.02
YDR004W	-1.689
YDR005C	0.121
YDR006C	0.006999999999999999
YDR007W	-0.019
YDR008C	-0.059000000000000004
YDR009W	0.02
YDR010C	0.006999999999999999
YDR011W	0.011000000000000001
YDR014W	-1.138
YDR015C	0.042
YDR018C	0.037000000000000005
YDR019C	0.05
YDR020C	0.076
YDR022C	0.005
YDR026C	0.067
YDR028C	0.4
YDR029W	0.039
YDR030C	0.012
YDR031W	0.012
YDR032C	0.06
YDR033W	0.028999999999999998
YDR034C	0.002
YDR035W	0.040999999999999995
YDR036C	-0.055
YDR042C	-0.009000000000000001
YDR043C	0.016
YDR046C	-0.012
YDR049W	-0.439
YDR051C	0.071
YDR055W	-0.062
YDR056C	-0.07
YDR057W	-0.21100000000000002
YDR058C	-0.09699999999999999
YDR059C	-0.008
YDR061W	-0.005
YDR063W	0.017
YDR066C	0.018000000000000002
YDR067C	-0.198
YDR068W	-0.016
YDR070C	-0.037000000000000005
YDR071C	0.012
YDR072C	-0.075
YDR073W	-0.033
YDR075W	-0.385
YDR076W	-1.476
YDR077W	-0.023
YDR078C	-0.391
YDR079W	
YDR080W	0.076
YDR083W	0.201
YDR084C	0.038
YDR085C	-0.157
YDR089W	-0.046
YDR090C	-0.037000000000000005
YDR093W	-0.096
YDR094W	0.022000000000000002
YDR095C	-0.153
YDR096W	-0.025
YDR097C	-0.049
YDR098C	0.006999999999999999
YDR099W	-0.052000000000000005
YDR100W	-0.008
YDR101C	0.154
YDR102C	-0.034
YDR104C	-0.027000000000000003
YDR105C	-0.193
YDR107C	-0.046
YDR108W	-0.011000000000000001
YDR109C	-0.027999999999999997
YDR110W	-0.03
YDR111C	-0.004
YDR112W	-0.049
YDR114C	
YDR115W	
YDR116C	
YDR117C	0.053
YDR119W	0.226
YDR120C	-0.034
YDR121W	0.13699999999999998
YDR122W	0.005
YDR123C	0.045
YDR124W	0.08800000000000001
YDR125C	0.273
YDR126W	0.6629999999999999
YDR127W	
YDR128W	0.076
YDR130C	0.012
YDR131C	0.035
YDR132C	-0.018000000000000002
YDR133C	0.009000000000000001
YDR135C	0.076
YDR136C	-0.055999999999999994
YDR137W	-0.059000000000000004
YDR139C	0.032
YDR142C	-0.11900000000000001
YDR143C	0.039
YDR144C	0.055999999999999994
YDR146C	0.047
YDR147W	-0.19
YDR148C	0.006999999999999999
YDR149C	-0.838
YDR150W	-0.434
YDR151C	-0.14800000000000002
YDR152W	-0.075
YDR153C	-0.062
YDR154C	-0.15
YDR155C	-0.141
YDR156W	-0.07200000000000001
YDR157W	-0.08800000000000001
YDR158W	-0.18600000000000003
YDR162C	-0.09699999999999999
YDR163W	0.098
YDR165W	
YDR169C	-0.017
YDR176W	-0.149
YDR178W	0.046
YDR179C	
YDR179W-A	-0.046
YDR181C	-0.046
YDR183W	-0.038
YDR184C	0.055
YDR193W	0.141
YDR195W	
YDR197W	0.002
YDR198C	-0.03
YDR199W	0.168
YDR200C	
YDR202C	0.17300000000000001
YDR203W	0.085
YDR204W	0.047
YDR205W	-0.126
YDR206W	0.034
YDR207C	
YDR209C	0.033
YDR210W	0.004
YDR213W	-0.03
YDR214W	0.01
YDR215C	-0.045
YDR216W	-0.209
YDR217C	-2.563
YDR218C	-0.003
YDR219C	0.027000000000000003
YDR220C	-0.091
YDR221W	-0.156
YDR222W	-0.003
YDR223W	-0.016
YDR225W	-0.201
YDR229W	-0.015
YDR230W	-0.09
YDR231C	-0.133
YDR233C	-0.034
YDR234W	-0.086
YDR237W	0.28
YDR239C	0.025
YDR242W	-0.040999999999999995
YDR244W	0.08199999999999999
YDR247W	-0.011000000000000001
YDR248C	-0.141
YDR249C	-0.149
YDR250C	-0.002
YDR251W	0.045
YDR252W	-0.126
YDR253C	-0.462
YDR254W	0.16699999999999998
YDR255C	-0.128
YDR256C	-0.084
YDR257C	-0.32299999999999995
YDR258C	-0.068
YDR259C	0.019
YDR260C	-0.23399999999999999
YDR261C	-0.1
YDR262W	0.03
YDR263C	-0.051
YDR265W	0.042
YDR266C	-0.045
YDR268W	
YDR269C	-0.047
YDR270W	-0.095
YDR271C	-0.016
YDR272W	-0.139
YDR273W	-0.024
YDR274C	0.03
YDR275W	-0.025
YDR276C	0.35100000000000003
YDR277C	0.037000000000000005
YDR278C	0.006999999999999999
YDR279W	0.19699999999999998
YDR281C	-0.29600000000000004
YDR282C	-0.061
YDR283C	-0.07
YDR284C	-0.005
YDR285W	-0.084
YDR286C	-0.047
YDR287W	-0.04
YDR289C	0.19399999999999998
YDR290W	0.111
YDR291W	-0.133
YDR293C	-0.64
YDR294C	0.024
YDR295C	-0.15
YDR297W	0.044000000000000004
YDR304C	-0.133
YDR305C	-0.083
YDR306C	-0.215
YDR307W	-0.09699999999999999
YDR309C	-0.09699999999999999
YDR310C	0.023
YDR312W	-0.09
YDR313C	-0.094
YDR314C	-0.125
YDR315C	0.03
YDR316W	-0.11699999999999999
YDR317W	-0.171
YDR318W	0.009000000000000001
YDR319C	-0.21600000000000003
YDR321W	-0.07
YDR323C	0.237
YDR326C	-0.115
YDR329C	-0.051
YDR330W	-0.057
YDR333C	-0.1
YDR334W	-0.263
YDR335W	0.374
YDR336W	-0.193
YDR337W	
YDR338C	0.023
YDR340W	0.078
YDR344C	-0.015
YDR345C	-0.003
YDR346C	-0.46
YDR347W	
YDR348C	-0.266
YDR349C	0.11699999999999999
YDR351W	-0.111
YDR352W	-0.026000000000000002
YDR354W	-0.071
YDR357C	-0.095
YDR358W	0.009000000000000001
YDR360W	-0.20800000000000002
YDR363W-A	0.364
YDR368W	-0.106
YDR370C	-0.011000000000000001
YDR371W	-0.17300000000000001
YDR372C	0.012
YDR374C	-0.016
YDR375C	
YDR377W	0.024
YDR379W	-0.081
YDR380W	-0.129
YDR383C	-0.077
YDR384C	-0.145
YDR385W	0.254
YDR386W	-1.901
YDR387C	-0.162
YDR389W	-0.177
YDR391C	-0.152
YDR392W	-0.19
YDR393W	0.195
YDR395W	-0.175
YDR399W	-0.057999999999999996
YDR400W	-0.078
YDR402C	-0.076
YDR403W	-0.34600000000000003
YDR406W	-0.07400000000000001
YDR408C	-0.019
YDR409W	-0.13
YDR411C	-0.044000000000000004
YDR414C	0.223
YDR415C	-0.051
YDR417C	0.523
YDR419W	-0.06
YDR420W	-0.073
YDR421W	-0.073
YDR422C	0.017
YDR423C	-0.083
YDR424C	-0.3
YDR425W	0.012
YDR426C	0.016
YDR428C	0.268
YDR430C	0.053
YDR431W	0.233
YDR435C	-0.011000000000000001
YDR436W	0.083
YDR438W	-0.053
YDR439W	-0.14800000000000002
YDR440W	-0.81
YDR441C	-0.161
YDR442W	0.049
YDR443C	0.44799999999999995
YDR444W	0.013999999999999999
YDR445C	-0.078
YDR447C	0.154
YDR451C	-0.257
YDR452W	-0.31
YDR453C	-0.069
YDR455C	-0.061
YDR456W	
YDR457W	0.002
YDR458C	-0.359
YDR459C	-0.001
YDR461W	-0.094
YDR462W	
YDR465C	-0.13699999999999998
YDR466W	-0.055999999999999994
YDR467C	-0.11800000000000001
YDR469W	-0.057
YDR471W	
YDR475C	-0.2
YDR476C	-0.099
YDR479C	0.062
YDR480W	-0.11599999999999999
YDR481C	-0.09300000000000001
YDR482C	0.018000000000000002
YDR483W	-0.139
YDR484W	0.18100000000000002
YDR485C	-0.18
YDR486C	-0.02
YDR488C	-0.138
YDR490C	-0.057999999999999996
YDR491C	-0.10800000000000001
YDR492W	-0.11800000000000001
YDR493W	-0.042
YDR494W	-0.098
YDR495C	0.207
YDR496C	-0.040999999999999995
YDR497C	0.0
YDR500C	0.584
YDR501W	-0.04
YDR502C	0.064
YDR503C	0.165
YDR504C	0.08900000000000001
YDR505C	0.068
YDR506C	0.1005
YDR508C	0.0
YDR511W	-0.019
YDR512C	-0.031
YDR513W	0.055999999999999994
YDR514C	0.022000000000000002
YDR515W	-0.005
YDR516C	-0.376
YDR517W	-0.047
YDR518W	0.14400000000000002
YDR520C	-0.32
YDR521W	0.028999999999999998
YDR522C	
YDR523C	-0.016
YDR524C	-0.09699999999999999
YDR525W	
YDR525W-A	-0.027999999999999997
YDR528W	-0.08800000000000001
YDR530C	-0.055999999999999994
YDR534C	-0.04
YDR535C	-0.021
YDR536W	-0.07200000000000001
YDR537C	-0.165
YDR538W	-0.028999999999999998
YDR539W	0.016
YDR540C	-1.266
YDR541C	0.025
YEL001C	0.054000000000000006
YEL003W	0.07200000000000001
YEL004W	0.057
YEL005C	0.024
YEL006W	-0.201
YEL007W	0.258
YEL008W	0.064
YEL009C	-0.038
YEL010W	0.044000000000000004
YEL011W	0.354
YEL012W	0.017
YEL013W	0.353
YEL014C	0.098
YEL015W	-0.295
YEL016C	0.04
YEL017C-A	0.005
YEL017W	0.133
YEL018W	0.136
YEL020C	0.086
YEL023C	0.034
YEL024W	0.163
YEL025C	0.038
YEL028W	-0.006999999999999999
YEL030W	0.033
YEL031W	0.292
YEL033W	
YEL036C	
YEL037C	-0.141
YEL038W	0.109
YEL039C	-0.028999999999999998
YEL040W	-0.005
YEL041W	0.044000000000000004
YEL042W	0.15
YEL043W	-0.04
YEL047C	0.059000000000000004
YEL048C	0.004
YEL049W	0.012
YEL050C	0.385
YEL052W	0.016
YEL053C	0.165
YEL054C	
YEL056W	-0.019
YEL057C	0.043
YEL059W	0.028999999999999998
YEL060C	-0.039
YEL061C	0.73
YEL062W	-0.099
YEL063C	-0.001
YEL064C	-0.02
YEL065W	-0.02
YEL066W	-0.114
YEL067C	0.013000000000000001
YEL068C	0.04
YEL071W	-0.003
YEL072W	0.053
YER001W	-0.038
YER002W	-0.024
YER005W	-0.124
YER007C-A	0.275
YER007W	0.18600000000000003
YER010C	-0.102
YER011W	-0.003
YER016W	-0.349
YER017C	0.381
YER019C-A	-0.09699999999999999
YER019W	0.233
YER020W	0.155
YER024W	-0.092
YER027C	0.047
YER028C	-0.001
YER030W	-0.086
YER031C	0.001
YER032W	-0.09300000000000001
YER033C	0.002
YER034W	0.001
YER037W	0.049
YER038W-A	-0.068
YER039C	-0.046
YER039C-A	0.054000000000000006
YER040W	0.45
YER041W	-0.188
YER042W	-0.1
YER044C-A	0.018000000000000002
YER045C	0.019
YER046W	-0.012
YER046W-A	-0.087
YER047C	
YER048C	-0.012
YER049W	-0.006
YER050C	
YER051W	-0.037000000000000005
YER052C	-0.19899999999999998
YER053C	-0.054000000000000006
YER055C	-0.046
YER056C	-0.040999999999999995
YER056C-A	0.47600000000000003
YER057C	0.1
YER058W	0.053
YER059W	-0.027000000000000003
YER060W	-0.046
YER060W-A	-0.002
YER061C	0.187
YER062C	-0.012
YER063W	-0.042
YER064C	0.043
YER065C	-0.004
YER066C-A	-0.11800000000000001
YER066W	-0.016
YER067C-A	-0.065
YER067W	-0.063
YER068C-A	-0.14800000000000002
YER069W	-0.126
YER071C	0.001
YER072W	-0.483
YER073W	-0.09699999999999999
YER074W	
YER075C	0.039
YER078C	-0.061
YER079W	-0.071
YER080W	-0.046
YER081W	0.035
YER083C	-0.7929999999999999
YER084W	-0.068
YER085C	-0.05
YER086W	0.0
YER087C-B	0.073
YER087W	-0.804
YER088C	-0.025
YER089C	-0.02
YER090W	-0.23399999999999999
YER091C	-0.002
YER091C-A	0.052000000000000005
YER092W	0.091
YER093C-A	-0.019
YER095W	-1.115
YER096W	0.038
YER097W	0.052000000000000005
YER098W	0.034
YER101C	0.012
YER103W	-0.069
YER106W	0.04
YER110C	0.47600000000000003
YER111C	0.01
YER113C	-0.028999999999999998
YER114C	-0.033
YER115C	-0.006999999999999999
YER117W	0.183
YER118C	-0.053
YER119C	-0.08900000000000001
YER119C-A	-0.017
YER120W	0.039
YER121W	-0.023
YER123W	0.068
YER124C	0.024
YER128W	0.011000000000000001
YER129W	-0.096
YER130C	-0.059000000000000004
YER131W	0.067
YER132C	-0.042
YER134C	-0.031
YER135C	0.001
YER137C	0.048
YER139C	0.317
YER140W	0.0
YER141W	0.028999999999999998
YER142C	-0.057
YER143W	-0.036000000000000004
YER144C	-0.019
YER145C	-0.021
YER149C	0.043
YER150W	-0.033
YER151C	0.304
YER152C	-0.023
YER153C	-0.237
YER156C	0.218
