ORF	hom | growth (relative abundance in pooled culture) | gamma-irradiation [200 Gy] | Game JC~Brown JM, 2003
YGL016W	0.522
YNL031C	0.542
YNL177C	-0.106
YNR050C	0.396
YLR422W	0.713
YPR188C	0.077
YKL191W	0.316
YOL105C	0.195
YPR087W	0.923
YJL172W	0.115
YJL191W	0.428
YNL053W	-0.352
YDR200C	NaN
YLR018C	0.138
YPL061W	0.447
YOL101C	0.372
YBR258C	0.160
YDR345C	0.003
YEL050C	1.069
YHR004C	0.104
YKL007W	0.417
YKR092C	1.130
YFR011C	-0.295
YMR216C	0.827
YPR030W	0.127
YBR101C	0.155
YDR436W	-0.079
YLR168C	-0.016
YOL106W	0.201
YBR048W	1.013
YDR315C	NaN
YML034W	NaN
YNR029C	0.255
YNR063W	0.175
YMR127C	-0.356
YNL001W	0.042
YDR490C	0.202
YGR021W	0.040
YKL220C	0.032
YLR241W	-0.327
YDR242W	0.057
YLR172C	0.246
YLR366W	0.355
YBR262C	0.011
YLR239C	-0.906
YNL184C	0.372
YGR025W	-0.058
YGR122C-A	-0.557
YGR275W	-0.021
YMR037C	-1.037
YMR116C	0.747
YML124C	0.840
YPR198W	0.263
YMR267W	0.007
YIL058W	0.029
YPR095C	0.118
YER151C	-0.907
YLR400W	0.153
YPL101W	0.927
YBR090C	-0.025
YFR013W	-0.066
YNL016W	1.109
YPR189W	0.431
YOL109W	0.252
YBR025C	0.562
YGR192C	-0.191
YJL196C	0.098
YMR275C	0.136
YER007C-A	0.024
YGR018C	-0.112
YML054C	NaN
YGR273C	-0.206
YOL100W	0.183
YGR279C	-0.213
YKR106W	-0.345
YNL067W	0.140
YNL096C	0.488
YLR391W	0.133
YGR110W	NaN
YNL109W	0.494
YBR125C	-0.208
YMR143W	0.904
YJL161W	0.133
YOR167C	0.400
YDR146C	0.284
YHR132W-A	-0.640
YNR032W	0.141
YJR094W-A	0.092
YLR384C	1.066
YGR200C	0.908
YIR030C	-0.181
YKL110C	0.814
YMR072W	0.630
YEL061C	0.996
YPR120C	0.275
YDR486C	-0.266
YHL033C	0.143
YKL053W	0.408
YLL033W	0.410
YOL006C	0.661
YDR444W	-0.064
YFL025C	-0.492
YFL034C-A	-0.086
YBL027W	0.246
YGR197C	-0.149
YGR281W	0.279
YOR303W	-0.265
YGR148C	0.999
YCL062W	0.353
YJR145C	NaN
YOL155C	-0.579
YNL120C	1.494
YJL124C	0.304
YJL137C	0.172
YIR024C	0.467
YML108W	0.140
YIR025W	-0.180
YPL178W	0.861
YAL058C-A	0.600
YGR240C	NaN
YDR199W	0.169
YGL213C	0.634
YOR359W	0.863
YBR031W	0.669
YGR270W	0.757
YML081W	0.086
YBR299W	-0.101
YNL179C	0.236
YGR034W	0.405
YMR322C	-0.188
YDR385W	0.716
YAL012W	-0.225
YLR192C	NaN
YCR051W	0.227
YPL102C	1.012
YPL214C	0.334
YKR074W	1.090
YIR028W	0.127
YNL055C	0.900
YDR073W	-0.322
YDR120C	-0.834
YGL014W	0.259
YKL016C	0.079
YBL072C	0.359
YEL013W	1.076
YIL030C	-0.631
YML123C	0.072
YDR237W	0.096
YNL024C	0.359
YCL058C	NaN
YLL007C	0.847
YLR389C	-0.019
YDR347W	0.873
YGR283C	0.163
YLR402W	0.813
YOR308C	0.551
YDR440W	0.199
YGR037C	0.635
YOL039W	0.498
YKR094C	-0.051
YML047C	0.322
YOL041C	0.522
YIR029W	0.076
YIL133C	0.376
YGL078C	0.524
YPL086C	1.067
YPL118W	NaN
YGL219C	0.788
YGR102C	-0.030
YMR269W	1.419
YMR080C	-0.065
YML026C	0.884
YML035C	0.004
YNR037C	0.136
YBR106W	0.780
YER056C-A	0.971
YPR057W	0.762
YLR214W	-0.810
YNL119W	1.088
YIR027C	-0.025
YKR099W	1.190
YDR083W	0.825
YDR447C	0.903
YHR111W	1.184
YHR203C	0.609
YJL139C	0.337
YKL032C	0.497
YGL211W	1.473
YKL138C	0.446
YCR031C	0.945
YPL078C	0.615
YPR166C	-0.417
YDR471W	NaN
YOR006C	1.137
YFR032C-A	0.452
YGR063C	0.655
YGR085C	0.536
YGR214W	0.803
YDL035C	0.975
YLR441C	NaN
YFR031C-A	0.597
YNR051C	-0.750
YJL136C	1.312
YOR295W	1.237
YJL177W	0.638
YDR101C	0.608
YMR194W	0.649
YKL053C-A	1.020
YLL045C	1.018
YNR004W	0.731
YOR309C	NaN
YGR118W	1.067
YOR183W	0.989
YGL244W	0.367
YMR193C-A	0.947
YGL064C	0.506
YEL054C	NaN
YDR363W-A	0.506
YGL031C	0.481
YDL130W	0.475
YOL121C	NaN
YLR264W	0.922
YGR064W	0.572
YBR181C	1.210
YDR417C	0.874
YOR078W	1.434
YDR126W	0.477
YBR069C	NaN
YDL061C	1.165
YDL063C	0.507
YHL011C	1.495
YLR448W	0.884
YLL044W	0.479
YOR182C	0.997
YGL147C	0.692
YLR287C-A	1.110
YDL136W	0.569
YNL069C	0.726
YLR388W	0.927
YNL226W	0.949
YHR034C	1.005
YDL082W	0.803
YDL062W	0.703
YIR005W	0.677
YLR068W	1.654
YPR106W	0.762
YNL227C	1.086
YFR034C	NaN
YKR057W	0.709
YDR500C	0.837
YAL046C	-0.328
YAL048C	-0.024
YAL056W	-0.774
YBL103C	0.147
YBR021W	-0.367
YBR061C	-0.178
YBR082C	0.363
YBR084C-A	0.872
YBR085W	0.016
YBR086C	0.021
YBR095C	0.356
YBR115C	0.124
YBR118W	0.144
YBR165W	0.010
YBR168W	0.843
YBR267W	0.763
YBR285W	-0.268
YCR002C	NaN
YCR024C	-0.133
YCR064C	1.323
YCR071C	0.186
YDL040C	0.233
YDL056W	0.608
YDL068W	-0.539
YDL069C	-0.243
YDL175C	NaN
YDR079W	-0.110
YDR115W	0.076
YDR127W	0.142
YDR375C	-0.744
YDR475C	-0.055
YDR525W	0.343
YER074W	0.684
YFL018C	-0.767
YGL107C	-0.441
YGR062C	-0.575
YHR046C	-0.338
YHR047C	-0.229
YHR048W	-0.238
YHR049C-A	-0.328
YHR051W	-0.198
YHR067W	-0.365
YHR073W	-0.192
YHR076W	-0.392
YHR078W	-0.532
YHR079C	-0.640
YHR080C	-0.279
YHR092C	-0.226
YJL003W	-0.023
YJL102W	0.541
YJL180C	NaN
YJR144W	-0.021
YKL194C	-0.092
YLR056W	-0.384
YLR067C	-0.057
YLR182W	-0.449
YLR193C	1.092
YML073C	-0.032
YML110C	-0.053
YMR097C	0.956
YMR138W	-0.088
YMR256C	-0.836
YNL042W	0.175
YNL050C	0.099
YNL073W	1.064
YNL166C	-0.263
YNL180C	0.648
YNL213C	-0.393
YNL218W	0.082
YNL241C	-1.368
YNL276C	-0.198
YNL298W	-0.435
YNR044W	0.020
YOL095C	0.655
YOR034C	0.101
YOR054C	0.217
