orf	hom | growth (spot assay) | temperature [30 C] | SC - Ino - Cho | Villa-Garcia MJ~Henry SA, 2011	hom | growth (spot assay) | temperature [30 C] | SC - Ino + Cho | Villa-Garcia MJ~Henry SA, 2011	hom | growth (spot assay) | temperature [37 C] | SC - Ino + Cho | Villa-Garcia MJ~Henry SA, 2011
YDR226W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YDR260C	0.0	0.0	-3.845189324823767
YDR266C	0.0	0.0	-2.5634595498825115
YDR276C	0.0	0.0	-2.5634595498825115
YDR277C	0.0	0.0	-2.5634595498825115
YDR283C	0.0	0.0	-3.845189324823767
YDR289C	0.0	0.0	-3.845189324823767
YDR294C	0.0	0.0	-2.5634595498825115
YDR297W	0.0	0.0	-2.5634595498825115
YDR300C	0.0	0.0	-2.5634595498825115
YDR335W	0.0	0.0	-3.845189324823767
YDR346C	0.0	0.0	-3.845189324823767
YDR348C	0.0	0.0	-3.845189324823767
YDR351W	0.0	0.0	-2.5634595498825115
YDR354W	0.0	0.0	-2.5634595498825115
YDR358W	0.0	0.0	-1.2817297749412557
YDR363W	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YDR368W	0.0	0.0	-2.5634595498825115
YDR379W	0.0	0.0	-2.5634595498825115
YDR384C	0.0	0.0	-2.5634595498825115
YDR385W	0.0	0.0	-3.845189324823767
YDR389W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YDR392W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YDR395W	0.0	0.0	-3.845189324823767
YDR399W	0.0	0.0	-2.5634595498825115
YDR400W	0.0	0.0	-1.2817297749412557
YDR403W	0.0	0.0	-3.845189324823767
YDR411C	0.0	0.0	-2.5634595498825115
YDR422C	0.0	0.0	-2.5634595498825115
YDR432W	-8.045951887263055	-6.753668642580806	
YDR439W	0.0	-2.2512228808602686	-2.5634595498825115
YDR448W	-8.045951887263055	-4.502445761720537	-2.5634595498825115
YDR469W	-2.6819839624210178	-2.2512228808602686	-2.5634595498825115
YDR477W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YDR482C	0.0	0.0	-3.845189324823767
YDR486C	0.0	0.0	-3.845189324823767
YDR540C	0.0	-4.502445761720537	-3.845189324823767
YEL004W	0.0	0.0	-2.5634595498825115
YEL013W	0.0	0.0	-3.845189324823767
YEL027W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YEL029C	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YEL031W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YEL037C	0.0	0.0	-2.5634595498825115
YEL040W	0.0	0.0	-2.5634595498825115
YEL041W	0.0	0.0	-3.845189324823767
YEL044W	-8.045951887263055	-6.753668642580806	
YEL048C	0.0	0.0	-3.845189324823767
YEL051W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YER007C-A	-2.6819839624210178	-2.2512228808602686	-2.5634595498825115
YER027C	0.0	0.0	-3.845189324823767
YER059W	0.0	0.0	-2.5634595498825115
YER081W	0.0	0.0	-3.845189324823767
YER083C	-5.3639679248420356	-4.502445761720537	
YER092W	0.0	0.0	-3.845189324823767
YER095W	0.0	0.0	-2.5634595498825115
YER101C	0.0	0.0	-2.5634595498825115
YER116C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YER118C	0.0	0.0	-2.5634595498825115
YER120W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YER122C	-5.3639679248420356	-2.2512228808602686	-2.5634595498825115
YER129W	0.0	0.0	-3.845189324823767
YER130C	0.0	-2.2512228808602686	-3.845189324823767
YER148W			
YER149C	0.0	0.0	-3.845189324823767
YER150W	0.0	0.0	-2.5634595498825115
YER152C	0.0	-2.2512228808602686	-3.845189324823767
YER167W	0.0	0.0	-2.5634595498825115
YER169W	0.0	-4.502445761720537	-3.845189324823767
YER174C	0.0	-4.502445761720537	-3.845189324823767
YER177W	0.0	-2.2512228808602686	-3.845189324823767
YFL013C	0.0	0.0	-3.845189324823767
YFL031W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YFR010W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YFR019W	-8.045951887263055	-6.753668642580806	
YFR040W	0.0	0.0	-3.845189324823767
YFR048W	0.0	0.0	-3.845189324823767
YGL012W	0.0	-4.502445761720537	-3.845189324823767
YGL020C	0.0	-4.502445761720537	-3.845189324823767
YGL025C	-8.045951887263055	-6.753668642580806	-3.845189324823767
YGL031C	0.0	0.0	-1.2817297749412557
YGL049C	0.0	0.0	-3.845189324823767
YGL054C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YGL058W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YGL060W	0.0	0.0	-2.5634595498825115
YGL062W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YGL066W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YGL070C			
YGL115W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YGL126W	-2.6819839624210178	-6.753668642580806	-3.845189324823767
YGL127C	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YGL150C			
YGL167C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YGL168W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YGL175C	0.0	-2.2512228808602686	-3.845189324823767
YGL179C	0.0	0.0	-3.845189324823767
YGL180W	0.0	0.0	-2.5634595498825115
YGL181W	0.0	0.0	-2.5634595498825115
YGL194C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YGL203C	0.0	0.0	-3.845189324823767
YGL211W	0.0	-2.2512228808602686	-3.845189324823767
YGL219C	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YGL244W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YGR014W	0.0	-2.2512228808602686	-2.5634595498825115
YGR020C	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YGR056W	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YGR057C	0.0	-2.2512228808602686	-3.845189324823767
YGR063C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YGR092W	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YGR104C	-2.6819839624210178	-2.2512228808602686	
YGR105W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YGR108W	0.0	0.0	-2.5634595498825115
YGR135W	0.0	0.0	-3.845189324823767
YGR162W	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YGR166W	0.0	0.0	-3.845189324823767
YGR223C	0.0	0.0	-1.2817297749412557
YGR227W	0.0	0.0	-3.845189324823767
YGR229C	0.0	0.0	-3.845189324823767
YGR241C	0.0	0.0	-2.5634595498825115
YGR250C	0.0	0.0	-2.5634595498825115
YGR252W	-2.6819839624210178	-2.2512228808602686	-1.2817297749412557
YHL025W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YHR010W	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YHR013C	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YHR026W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YHR030C	-2.6819839624210178	-6.753668642580806	-3.845189324823767
YHR038W	0.0	-4.502445761720537	-3.845189324823767
YHR041C	-8.045951887263055	-6.753668642580806	-3.845189324823767
YHR060W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YHR079C	-8.045951887263055	-6.753668642580806	-3.845189324823767
YHR099W			
YHR104W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YHR111W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YHR142W	0.0	-2.2512228808602686	-3.845189324823767
YHR143W-A			
YHR162W	0.0	-2.2512228808602686	-2.5634595498825115
YHR178W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YHR179W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YHR199C	-5.3639679248420356	-2.2512228808602686	-3.845189324823767
YHR206W	0.0	0.0	-3.845189324823767
YIL017C	0.0	0.0	-3.845189324823767
YIL027C	0.0	-2.2512228808602686	-2.5634595498825115
YIL029C	0.0	0.0	-3.845189324823767
YIL036W	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YIL044C	0.0	0.0	-3.845189324823767
YIL072W	0.0	-2.2512228808602686	-3.845189324823767
YIL077C	0.0	0.0	-2.5634595498825115
YIL105C	0.0	0.0	-3.845189324823767
YIL119C	0.0	0.0	-2.5634595498825115
YIL153W	0.0	0.0	-2.5634595498825115
YJL087C			
YJL095W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YJL115W	0.0	0.0	-2.5634595498825115
YJL117W	0.0	0.0	-2.5634595498825115
YJL121C	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YJL128C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YJL134W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YJL140W	-8.045951887263055	-6.753668642580806	
YJL151C	0.0	0.0	-3.845189324823767
YJL153C	-8.045951887263055	-6.753668642580806	-3.845189324823767
YJL155C	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YJL158C	0.0	0.0	-2.5634595498825115
YJL176C	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YJL192C	0.0	0.0	-3.845189324823767
YJL193W	0.0	0.0	-3.845189324823767
YJL204C	0.0	-2.2512228808602686	-3.845189324823767
YJL208C	0.0	0.0	-3.845189324823767
YJL212C	0.0	0.0	-2.5634595498825115
YJL214W	0.0	0.0	-2.5634595498825115
YJR066W	0.0	0.0	-3.845189324823767
YJR075W	0.0	0.0	-2.5634595498825115
YJR083C	0.0	0.0	-3.845189324823767
YKL006W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YKL027W	0.0	0.0	-3.845189324823767
YKL032C	0.0	0.0	-3.845189324823767
YKL048C	0.0	0.0	-3.845189324823767
YKL053C-A	-5.3639679248420356	-4.502445761720537	
YKL056C	0.0	0.0	-3.845189324823767
YKL064W	0.0	0.0	-2.5634595498825115
YKL065C	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YKL077W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YKL079W	0.0	0.0	-3.845189324823767
YKL119C	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YKL121W	0.0	0.0	-3.845189324823767
YKL160W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YKL176C	0.0	0.0	-2.5634595498825115
YKL184W	0.0	-2.2512228808602686	-3.845189324823767
YKL190W	-2.6819839624210178	-2.2512228808602686	-2.5634595498825115
YKL212W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YKL213C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YKR007W	0.0	0.0	-3.845189324823767
YKR026C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YKR029C	0.0	-4.502445761720537	-3.845189324823767
YKR036C	0.0	-2.2512228808602686	-2.5634595498825115
YKR070W	0.0	0.0	-2.5634595498825115
YLL015W	0.0	0.0	-3.845189324823767
YLL019C	0.0	0.0	-2.5634595498825115
YLL021W	0.0	0.0	-3.845189324823767
YLL039C	0.0	0.0	-3.845189324823767
YLL043W	0.0	-2.2512228808602686	
YLR015W	0.0	0.0	-1.2817297749412557
YLR016C	0.0	0.0	-1.2817297749412557
YLR021W	0.0	0.0	-3.845189324823767
YLR039C	-2.6819839624210178	-4.502445761720537	
YLR048W	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YLR055C	0.0	0.0	-3.845189324823767
YLR056W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YLR061W	-5.3639679248420356	-4.502445761720537	-1.2817297749412557
YLR074C	0.0	0.0	-3.845189324823767
YLR079W	0.0	-4.502445761720537	-3.845189324823767
YLR087C	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YLR089C	-2.6819839624210178	-2.2512228808602686	-2.5634595498825115
YLR113W	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YLR134W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YLR150W	0.0	0.0	-3.845189324823767
YLR192C	0.0	0.0	-3.845189324823767
YLR199C	0.0	0.0	-3.845189324823767
YLR208W			
YLR226W	0.0	0.0	0.0
YLR237W	0.0	0.0	-2.5634595498825115
YLR242C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YLR262C	0.0	0.0	-1.2817297749412557
YLR268W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YLR292C	0.0	0.0	-3.845189324823767
YLR315W	-5.3639679248420356	-6.753668642580806	
YLR320W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YLR324W	0.0	0.0	-2.5634595498825115
YLR332W	0.0	-2.2512228808602686	-2.5634595498825115
YLR342W	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YLR354C	0.0	0.0	-2.5634595498825115
YLR357W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YLR371W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YLR373C	-2.6819839624210178	-2.2512228808602686	-1.2817297749412557
YLR418C	-8.045951887263055	-6.753668642580806	-3.845189324823767
YLR426W	0.0	-4.502445761720537	-3.845189324823767
YLR436C	0.0	0.0	-2.5634595498825115
YML008C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YML013W	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YML014W	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YML022W	0.0	0.0	-3.845189324823767
YML028W	0.0	0.0	-3.845189324823767
YML034W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YML055W	0.0	0.0	-2.5634595498825115
YML059C	0.0	-4.502445761720537	-3.845189324823767
YML071C	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YML103C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YML115C	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YML117W	0.0	0.0	-3.845189324823767
YMR010W	0.0	-4.502445761720537	-3.845189324823767
YMR014W	0.0	0.0	-2.5634595498825115
YMR015C	0.0	0.0	-3.845189324823767
YMR016C	0.0	0.0	-3.845189324823767
YMR029C	0.0	0.0	-3.845189324823767
YMR039C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YMR052W	0.0	0.0	-2.5634595498825115
YMR067C	0.0	0.0	-3.845189324823767
YMR068W	0.0	0.0	-3.845189324823767
YMR079W			
YMR092C	0.0	0.0	-2.5634595498825115
YMR099C	0.0	0.0	-2.5634595498825115
YMR104C	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YMR123W	0.0	-2.2512228808602686	-2.5634595498825115
YMR190C	0.0	-2.2512228808602686	-2.5634595498825115
YMR202W	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YMR214W	0.0	0.0	-3.845189324823767
YMR242C	0.0	-2.2512228808602686	-2.5634595498825115
YMR272C	-2.6819839624210178	-4.502445761720537	-1.2817297749412557
YMR276W	0.0	-2.2512228808602686	-3.845189324823767
YMR304W	0.0	0.0	-2.5634595498825115
YMR307W	0.0	-2.2512228808602686	-3.845189324823767
YMR312W	0.0	-2.2512228808602686	-1.2817297749412557
YNL041C	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YNL051W	-2.6819839624210178	-2.2512228808602686	-1.2817297749412557
YNL059C			
YNL079C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YNL080C	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YNL119W	-2.6819839624210178	-2.2512228808602686	-1.2817297749412557
YNL127W	0.0	0.0	-2.5634595498825115
YNL133C	-2.6819839624210178	-4.502445761720537	
YNL148C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YNL215W	-5.3639679248420356	-4.502445761720537	
YNL219C	0.0	0.0	-2.5634595498825115
YNL229C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YNL236W	-8.045951887263055	-6.753668642580806	
YNL267W			
YNL307C	0.0	-2.2512228808602686	-2.5634595498825115
YNL322C	0.0	0.0	-3.845189324823767
YNL323W	0.0	-2.2512228808602686	-2.5634595498825115
YOL018C	-2.6819839624210178	-2.2512228808602686	-1.2817297749412557
YOL052C	-5.3639679248420356	-2.2512228808602686	-1.2817297749412557
YOL059W	-5.3639679248420356	-4.502445761720537	-2.5634595498825115
YOL067C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YOL068C	-2.6819839624210178	-2.2512228808602686	-1.2817297749412557
YOL087C	0.0	0.0	-3.845189324823767
YOL090W	-5.3639679248420356	-2.2512228808602686	-3.845189324823767
YOL093W	0.0	0.0	-3.845189324823767
YOL098C	0.0	0.0	-2.5634595498825115
YOL107W	0.0	0.0	-3.845189324823767
YOL108C	-8.045951887263055	-6.753668642580806	-3.845189324823767
YOL109W	0.0	0.0	-3.845189324823767
YOL110W	0.0	0.0	-3.845189324823767
YOL111C	0.0	0.0	-3.845189324823767
YOL116W	0.0	0.0	-2.5634595498825115
YOL121C	0.0	0.0	-3.845189324823767
YOL122C	0.0	0.0	-2.5634595498825115
YOL124C	0.0	0.0	-2.5634595498825115
YOL145C			
YOL148C			
YOR002W	0.0	-4.502445761720537	-3.845189324823767
YOR008C	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YOR012W	0.0	0.0	-2.5634595498825115
YOR067C	0.0	-4.502445761720537	-3.845189324823767
YOR070C	-8.045951887263055	-6.753668642580806	-3.845189324823767
YOR078W	0.0	-2.2512228808602686	-1.2817297749412557
YOR096W	-2.6819839624210178	-2.2512228808602686	-2.5634595498825115
YOR106W	0.0	0.0	-3.845189324823767
YOR123C	-5.3639679248420356	-4.502445761720537	-3.845189324823767
YOR141C	-5.3639679248420356	-6.753668642580806	
YOR151C			
YOR189W	-2.6819839624210178	-4.502445761720537	-3.845189324823767
YOR210W			
YOR216C	-2.6819839624210178	-4.502445761720537	-2.5634595498825115
YOR224C			
YOR246C	0.0	0.0	-2.5634595498825115
YOR270C	0.0	0.0	-2.5634595498825115
YOR290C	0.0	-2.2512228808602686	-1.2817297749412557
YOR320C	0.0	-4.502445761720537	-3.845189324823767
YOR322C	0.0	-2.2512228808602686	
YOR359W	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YOR371C	0.0	0.0	-2.5634595498825115
YPL016W			
YPL055C	0.0	-4.502445761720537	-3.845189324823767
YPL065W	0.0	0.0	-3.845189324823767
YPL089C	0.0	-2.2512228808602686	-3.845189324823767
YPL138C	0.0	0.0	-3.845189324823767
YPL140C	0.0	0.0	-2.5634595498825115
YPL144W	-2.6819839624210178	-2.2512228808602686	-3.845189324823767
YPL157W	0.0	0.0	-2.5634595498825115
YPL159C	-2.6819839624210178	-2.2512228808602686	-2.5634595498825115
YPL174C	-2.6819839624210178	-4.502445761720537	-2.5634595498825115
YPL177C	0.0	-2.2512228808602686	-2.5634595498825115
YPL226W	-5.3639679248420356	-6.753668642580806	-3.845189324823767
YPL241C	-2.6819839624210178	-4.502445761720537	-2.5634595498825115
YPL254W			
YPL264C	-5.3639679248420356	-2.2512228808602686	-2.5634595498825115
YPR036W	-8.045951887263055	-6.753668642580806	-3.845189324823767
YPR043W	-2.6819839624210178	-2.2512228808602686	-1.2817297749412557
YPR056W			
YPR086W			
YPR113W			
YPR139C	0.0	-4.502445761720537	-3.845189324823767
YPR161C			
YPR167C	0.0	0.0	-3.845189324823767
YPR179C	0.0	0.0	-3.845189324823767
YPR187W			
YPR201W	0.0	-2.2512228808602686	-3.845189324823767
