ORF	growth (colony size);Camptothecin	growth (colony size);Hydroxyurea	growth (colony size);Benomyl	growth (colony size);Caffeine	growth (colony size);Cycloheximide	growth (colony size);CsA	growth (colony size);FK506	growth (colony size);Fluconazole	growth (colony size);Rapamycin	growth (colony size);Sulfometuron methyl	growth (colony size);Tunicamycin	growth (colony size);Wortmannin
YPR101W	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YJL036W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YJR104C	-1.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000
YGL127C	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YAL047C	-0.000	-0.000	-2.000	-2.000	-0.000	-0.000	-0.000	-0.000	-1.000	-2.000	-0.000	-2.000
YEL031W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000
YPR007C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YJL127C	-3.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YOL148C	-3.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-3.000	-2.000	-3.000
YDR392W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-1.000	-0.000	-0.000
YGR063C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000
YBR081C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000
YLR055C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000
YHR041C	-0.000	-2.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000
YLR119W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YPR032W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-1.000
YNL138W	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YDR293C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YLR006C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000
YOR242C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000
YHR064C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000
YHR178W	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YJR117W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000
YCL008C	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-1.000	-1.000
YDR310C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-1.000	-0.000	-0.000
YLR372W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-1.000	-0.000	-0.000
YJL187C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000
YLR182W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YDR334W	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR083W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YKL081W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YPL234C	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-3.000	-3.000	-2.000	-0.000	-3.000	-2.000
YOL072W	-0.000	-0.000	-0.000	-1.000	-0.000	-3.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000
YHR167W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YHR025W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YCR053W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YKR059W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YPR163C	-1.000	-2.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000
YOR297C	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YOL018C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000
YNL273W	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YDR457W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YMR060C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000
YOL006C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000
YLR234W	-1.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YJR066W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000
YLL028W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000
YBR126C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000
YNL299W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YML124C	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YLR425W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YOR295W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR082C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000
YMR304W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YOR124C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YER151C	-2.000	-1.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-2.000
YFR010W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YML088W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000
YDR207C	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000
YBR173C	-0.000	-0.000	-1.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YML106W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YNL229C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-1.000	-0.000	-2.000	-0.000	-1.000
YIL008W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YLR386W	-0.000	-0.000	-2.000	-2.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YEL013W	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YOR106W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YDL077C	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-2.000	-2.000
YGL212W	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-1.000	-2.000	-0.000	-2.000	-0.000
YDR359C	-2.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YLR373C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000
YKL054C	-2.000	-3.000	-3.000	-2.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-1.000	-0.000
YHR039C-A	-0.000	-0.000	-0.000	-0.000	-3.000	-3.000	-3.000	-0.000	-0.000	-0.000	-2.000	-2.000
YPR036W	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-3.000	-1.000	-0.000	-2.000	-3.000	-0.000
YBR127C	-0.000	-2.000	-0.000	-0.000	-0.000	-3.000	-3.000	-0.000	-0.000	-2.000	-3.000	-0.000
YGR105W	-0.000	-0.000	-0.000	-1.000	-0.000	-2.000	-2.000	-0.000	-0.000	-0.000	-3.000	-0.000
YHR060W	-0.000	-1.000	-0.000	-0.000	-3.000	-3.000	-3.000	-0.000	-0.000	-0.000	-3.000	-0.000
YOR332W	-0.000	-0.000	-0.000	-1.000	-0.000	-2.000	-3.000	-0.000	-2.000	-2.000	-3.000	-2.000
YKL080W	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-3.000	-0.000	-1.000	-3.000	-2.000	-1.000
YLR447C	-0.000	-2.000	-0.000	-0.000	-0.000	-3.000	-3.000	-0.000	-0.000	-1.000	-2.000	-0.000
YGR020C	-0.000	-2.000	-0.000	-0.000	-0.000	-3.000	-3.000	-0.000	-0.000	-0.000	-3.000	-0.000
YEL051W	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-3.000	-2.000
YOR270C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-2.000
YKL119C	-0.000	-1.000	-0.000	-2.000	-3.000	-3.000	-3.000	-1.000	-1.000	-2.000	-2.000	-2.000
YKR001C	-0.000	-0.000	-0.000	-2.000	-0.000	-1.000	-1.000	-1.000	-2.000	-0.000	-0.000	-0.000
YBR097W	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YPL045W	-0.000	-0.000	-0.000	-3.000	-0.000	-2.000	-2.000	-0.000	-3.000	-0.000	-0.000	-3.000
YOR132W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YOR089C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000
YKL041W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YJR102C	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-3.000	-2.000	-0.000	-1.000	-0.000
YNR006W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YPL065W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YHR012W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-2.000	-1.000	-0.000	-0.000	-0.000
YDR495C	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YPL120W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YJL154C	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YLR417W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-3.000	-2.000	-0.000	-1.000	-0.000
YLR360W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YPR173C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YDR080W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-1.000
YOR069W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YDR136C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000
YLR261C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-2.000	-0.000
YDR200C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YLR322W	-0.000	-2.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YKR020W	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-2.000	-1.000	-0.000	-0.000	-2.000
YAL002W	-0.000	-1.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YML097C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YLR337C	-0.000	-2.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-2.000	-1.000	-0.000	-0.000
YOR359W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000
YNL197C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YDR369C	-3.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBL006C	-0.000	-0.000	-1.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBL089W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBL094C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR032W	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR090C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YBR094W	-3.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR099C	-3.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR100W	-3.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YBR173C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000
YBR267W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-1.000
YBR281C	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YNL154C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YCL005W	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000
YCL074W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YCR061W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YCR079W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YNL064C	-0.000	-0.000	-1.000	-2.000	-0.000	-0.000	-0.000	-3.000	-2.000	-0.000	-0.000	-3.000
YDL118W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000
YDL172C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YDL173W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YDL180W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YDL183C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YDL203C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000
YDR048C	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YDR049W	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YDR067C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000
YDR219C	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YDR442W	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-1.000	-0.000
YEL045C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YEL059W	-2.000	-2.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YER014C-A	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000
YER049W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000
YER083C	-1.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-2.000	-0.000
YER093C-A	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000
YFL032W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000
YFR039C	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YFR041C	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YGL024W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-1.000	-1.000	-3.000
YGL045W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000
YGL050W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YGL072C	-0.000	-2.000	-2.000	-1.000	-3.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000
YGL157W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YGL168W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-2.000	-2.000
YGL211W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YGR020C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000
YGR081C	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YGR161C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YHL029C	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-1.000	-1.000	-0.000	-0.000	-2.000
YHR039C-A	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000
YHR045W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000
YHR111W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YHR121W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YHR189W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000
YIL029C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YIL040W	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YIL092W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YIL102C	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YIL103W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YIL105C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000
YIL161W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YMR152W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YIR043C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YJL022W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YJL027C	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YJL162C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YJL175W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000
YJR084W	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YLR200W	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YKL037W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YKL118W	-0.000	-1.000	-0.000	-0.000	-0.000	-3.000	-3.000	-3.000	-1.000	-2.000	-3.000	-2.000
YKL162C-A	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000
YKR007W	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000	-0.000	-0.000
YKR032W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YKR033C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YKR040C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YKR047W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YLL023C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YLR047C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000
YLR218C	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-3.000	-0.000
YLR235C	-3.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YLR358C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YLR374C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000
YLR426W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000
YLR434C	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YML012C-A	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YML094C-A	-0.000	-0.000	-3.000	-1.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-3.000
YML117W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000
YMR007W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000
YMR031W-A	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YMR073C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000
YMR166C	-1.000	-1.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000	-0.000
YMR191W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YMR293C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-2.000	-0.000	-0.000
YMR322C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
YNL056W	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000
YNL081C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-1.000	-0.000
YNL105W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-1.000	-0.000	-0.000	-0.000
