ORF	hap a | growth (GI50) | methyl methanesulfonate [0.004-0.016%] | Svensson JP~Samson LD, 2011
YOR053W	0.012
YOR054C	0.015
YOR055W	0.013
YOR058C	0.014
YOR059C	0.015
YOR061W	0.012
YOR062C	0.014
YOR064C	0.017
YOR065W	0.015
YOR067C	0.016
YOR068C	0.013
YOR069W	0.014
YOR070C	0.012
YOR071C	0.011
YOR072W	0.015
YOR073W	0.011
YOR076C	0.014
YOR078W	0.015
YOR079C	0.017
YOR080W	0.005
YOR081C	0.015
YOR082C	0.015
YOR083W	0.014
YOR084W	0.014
YOR085W	0.015
YOR086C	0.013
YOR087W	0.014
YOR089C	0.011
YOR090C	0.014
YOR091W	0.013
YOR092W	0.014
YOR093C	0.012
YOR094W	0.013
YOR289W	0.017
YOR290C	0.009
YOR291W	0.014
YOR292C	0.013
YOR293W	0.016
YOR295W	0.006
YOR296W	0.011
YOR297C	0.011
YOR298W	0.011
YOR299W	0.011
YOR301W	0.011
YOR302W	0.012
YOR303W	0.013
YOR304C-A	0.013
YOR307C	0.013
YOR308C	0.012
YOR311C	0.011
YOR312C	0.011
YOR313C	0.011
YOR314W	0.011
YOR315W	0.012
YOR316C	0.012
YOR318C	0.012
YOR320C	0.013
YOR321W	0.014
YOR322C	0.011
YOR323C	0.011
YOR324C	0.008
YOR330C	0.012
YOR332W	0.010
YOR334W	0.011
YOR337W	0.012
YOR338W	0.013
YOR339C	0.016
YOR342C	0.014
YOR343C	0.014
YOR344C	0.013
YOR346W	0.006
YOR347C	0.010
YOR348C	0.011
YOR349W	0.011
YOR350C	0.014
YOR351C	0.013
YOR352W	0.012
YOR354C	0.013
YOR355W	0.012
YOR356W	0.015
YOR357C	0.016
YOR358W	0.009
YOR359W	0.009
YOR360C	0.007
YOR363C	0.011
YOR367W	0.012
YOR368W	0.007
YOR371C	0.012
YOR374W	0.013
YOR375C	0.012
YOR376W	0.014
YOR377W	0.011
YOR378W	0.013
YOR380W	0.009
YOR381W	0.007
YOR382W	0.012
YOR384W	0.010
YOR385W	0.011
YOR386W	0.012
YOL001W	0.010
YOL002C	0.013
YOL003C	0.014
YOL004W	0.014
YOL006C	0.007
YOL007C	0.010
YOL008W	0.009
YOL009C	0.006
YOL011W	0.011
YOL012C	0.007
YOL013C	0.011
YOL014W	0.011
YOL015W	0.012
YOL017W	0.014
YOL018C	0.011
YOL019W	0.011
YOL020W	0.010
YOL023W	0.009
YOL024W	0.012
YOL025W	0.011
YOL027C	0.012
YOL028C	0.012
YOL029C	0.013
YOL030W	0.011
YOL031C	0.012
YOL032W	0.013
YOL033W	0.011
YOL035C	0.009
YOL036W	0.010
YOL037C	0.009
YOL039W	0.012
YOL041C	0.012
YOL042W	0.011
YOL043C	0.011
YOL044W	0.011
YOL045W	0.012
YOL048C	0.012
YOL049W	0.006
YOL050C	0.015
YOL051W	0.009
YOL052C	0.011
YOL052C-A	0.012
YOL053W	0.011
YOL054W	0.010
YOL055C	0.011
YOL056W	0.014
YOL057W	0.011
YOL058W	0.014
YOL059W	0.010
YOL060C	0.011
YOL063C	0.012
YOL064C	0.009
YOL065C	0.012
YOL067C	0.010
YOL068C	0.012
YOL070C	0.012
YOL071W	0.013
YOL072W	0.013
YOL075C	0.011
YOL076W	0.003
YOL079W	0.013
YOL080C	0.010
YOL081W	0.009
YOL082W	0.012
YOL083W	0.013
YOL084W	0.012
YOL085C	0.011
YPL274W	0.013
YPL273W	0.012
YPL272C	0.014
YPL271W	0.006
YPL270W	0.008
YPL269W	0.011
YPL267W	0.009
YPL264C	0.012
YPL263C	0.012
YPL262W	0.011
YPL260W	0.012
YPL261C	0.010
YPL259C	0.012
YPL258C	0.012
YPL257W	0.011
YPL256C	0.005
YPL254W	0.011
YPL253C	0.010
YPL249C	0.012
YPL248C	0.010
YPL247C	0.014
YPL246C	0.013
YPL245W	0.014
YPL244C	0.012
YPL241C	0.012
YPL240C	0.010
YPL239W	0.012
YPL236C	0.011
YPL234C	0.006
YPL232W	0.012
YPL230W	0.012
YPL229W	0.011
YPL227C	0.010
YPL226W	0.013
YPL225W	0.013
YPL223C	0.012
YPL222W	0.012
YPL221W	0.011
YPL220W	0.012
YPL219W	0.013
YPL216W	0.011
YPL215W	0.013
YPL214C	0.013
YPL213W	0.012
YPL212C	0.015
YPL208W	0.012
YPL207W	0.015
YPL206C	0.012
YPL205C	0.007
YPL203W	0.011
YPL202C	0.009
YPL201C	0.012
YPL200W	0.011
YPL199C	0.013
YPL198W	0.013
YPL197C	0.013
YPL196W	0.012
YPL193W	0.007
YPL192C	0.010
YPL191C	0.012
YPL189W	0.011
YPL188W	0.010
YPL187W	0.013
YPL185W	0.011
YPL186C	0.013
YPL184C	0.012
YPL181W	0.011
YPL182C	0.014
YPL180W	0.010
YPL179W	0.011
YPL178W	0.012
YPL174C	0.011
YPL173W	0.012
YPL172C	0.011
YPL171C	0.012
YPL170W	0.005
YPL168W	0.013
YPL167C	0.009
YPL166W	0.012
YPL165C	0.010
YPL164C	0.009
YPL163C	0.010
YPL162C	0.009
YPL161C	0.011
YPL159C	0.010
YPL157W	0.012
YPL156C	0.014
YPL155C	0.012
YPL154C	0.014
YPL152W	0.011
YPL150W	0.014
YPL149W	0.011
YPL147W	0.009
YPL145C	0.009
YPL144W	0.011
YPL140C	0.011
YPL139C	0.012
YPL138C	0.012
YPL136W	0.013
YPL135W	0.012
YPL133C	0.012
YPL130W	0.013
YPL129W	0.011
YPL127C	0.009
YPL125W	0.009
YPL123C	0.008
YPL120W	0.011
YPL119C	0.009
YPL118W	0.012
YPL116W	0.013
YPL115C	0.013
YPL114W	0.013
YPL113C	0.013
YPL112C	0.010
YPL111W	0.011
YPL110C	0.010
YPL109C	0.008
YPL108W	0.012
YPL107W	0.009
YPL106C	0.008
YPL105C	0.011
YPL104W	0.012
YPL103C	0.011
YPL101W	0.010
YPL102C	0.008
YPL100W	0.012
YPL099C	0.012
YPL098C	0.011
YPL097W	0.010
YPL096W	0.012
YPL095C	0.013
YPL092W	0.013
YBR174C	0.014
YBR175W	0.012
YBR176W	0.013
YBR177C	0.012
YBR178W	0.008
YBR179C	0.009
YBR180W	0.011
YBR181C	0.012
YBR182C	0.011
YBR183W	0.012
YBR184W	0.012
YBR185C	0.011
YBR186W	0.012
YBR194W	0.012
YBR195C	0.010
YBR197C	0.008
YBR199W	0.011
YBR200W	0.007
YBR201W	0.011
YBR203W	0.011
YBR204C	0.012
YBR205W	0.013
YBR206W	0.012
YBR207W	0.014
YBR208C	0.014
YBR209W	0.011
YBR210W	0.011
YBR214W	0.012
YBR215W	0.010
YBR216C	0.011
YBR217W	0.011
YBR218C	0.013
YBR219C	0.012
YBR220C	0.012
YBR221C	0.012
YBR222C	0.012
YBR223C	0.009
YBR224W	0.011
YBR225W	0.013
YBR226C	0.011
YBR227C	0.010
YBR228W	0.011
YBR229C	0.012
YBR230C	0.013
YBR231C	0.008
YBR233W	0.016
YBR235W	0.013
YBR238C	0.014
YBR239C	0.012
YBR240C	0.012
YBR241C	0.012
YBR244W	0.009
YBR245C	0.011
YBR246W	0.011
YBR248C	0.010
YBR249C	0.011
YBR250W	0.012
YBR251W	0.012
YBR255W	0.005
YBR258C	0.011
YBR259W	0.011
YBR260C	0.013
YBR262C	0.010
YBR263W	0.011
YBR264C	0.010
YBR266C	0.013
YBR267W	0.013
YBR268W	0.011
YDR049W	0.010
YDR050C	0.009
YDR051C	0.013
YDR055W	0.011
YDR056C	0.011
YDR057W	0.012
YDR059C	0.012
YDR061W	0.013
YDR063W	0.012
YDR065W	0.010
YDR066C	0.012
YDR067C	0.012
YDR068W	0.012
YDR069C	0.010
YDR070C	0.013
YDR072C	0.012
YDR073W	0.013
YDR075W	0.006
YDR076W	0.004
YDR077W	0.015
YDR078C	0.008
YDR079W	0.013
YDR080W	0.010
YDR083W	0.014
YDR084C	0.012
YDR085C	0.011
YDR089W	0.013
YDR090C	0.013
YDR092W	0.005
YDR093W	0.013
YDR094W	0.013
YDR095C	0.014
YDR096W	0.014
YDR099W	0.013
YDR100W	0.012
YDR101C	0.011
YDR102C	0.011
YDR103W	0.013
YDR104C	0.013
YDR105C	0.015
YDR107C	0.013
YDR108W	0.012
YDR109C	0.015
YDR110W	0.012
YDR111C	0.013
YDR112W	0.013
YDR114C	0.010
YDR117C	0.011
YDR119W	0.013
YDR120C	0.011
YDR121W	0.012
YDR122W	0.014
YDR123C	0.012
YDR124W	0.013
YDR125C	0.015
YDR126W	0.013
YDR127W	0.004
YDR128W	0.012
YDR129C	0.013
YDR130C	0.010
YDR131C	0.013
YDR132C	0.012
YDR133C	0.012
YDR134C	0.013
YDR135C	0.015
YDR136C	0.013
YDR137W	0.014
YPR021C	0.012
YDR139C	0.011
YDR140W	0.011
YDR142C	0.011
YDR144C	0.011
YDR146C	0.012
YDR338C	0.014
YDR340W	0.013
YDR344C	0.013
YDR345C	0.015
YDR346C	0.012
YDR347W	0.012
YDR348C	0.010
YDR349C	0.011
YDR350C	0.008
YDR352W	0.012
YDR354W	0.009
YDR357C	0.014
YDR358W	0.012
YDR359C	0.011
YDR360W	0.013
YDR363W	0.009
YDR364C	0.004
YDR368W	0.011
YDR369C	0.002
YDR370C	0.012
YDR371W	0.012
YDR372C	0.012
YDR374C	0.012
YDR375C	0.012
YDR377W	0.012
YDR378C	0.010
YDR379W	0.012
YDR380W	0.014
YDR382W	0.017
YDR383C	0.014
YDR384C	0.017
YDR385W	0.012
YDR386W	0.004
YDR387C	0.014
YDR388W	0.010
YDR389W	0.017
YDR391C	0.015
YDR392W	0.012
YDR393W	0.011
YDR395W	0.015
YDR399W	0.015
YDR400W	0.011
YDR401W	0.014
YDR402C	0.014
YDR403W	0.014
YDR405W	0.010
YDR406W	0.014
YDR408C	0.013
YDR411C	0.014
YDR414C	0.011
YDR415C	0.014
YDR418W	0.010
YDR419W	0.012
YDR420W	0.015
YDR421W	0.015
YDR422C	0.013
YDR423C	0.014
YDR425W	0.014
YDR426C	0.013
YDR428C	0.014
YDR430C	0.013
YDR431W	0.013
YDR435C	0.012
YDR436W	0.016
YEL001C	0.013
YEL003W	0.013
YEL004W	0.013
YEL005C	0.014
YEL006W	0.014
YEL007W	0.015
YEL008W	0.012
YEL009C	0.014
YEL010W	0.015
YEL013W	0.012
YEL014C	0.012
YEL015W	0.015
YEL016C	0.015
YEL017C-A	0.016
YEL017W	0.012
YPR083W	0.014
YEL020C	0.014
YEL023C	0.017
YEL024W	0.013
YEL025C	0.017
YEL027W	0.004
YEL028W	0.016
YEL031W	0.014
YEL033W	0.000
YPR091C	0.014
YEL037C	0.013
YEL038W	0.016
YEL039C	0.015
YEL040W	0.018
YEL041W	0.013
YEL042W	0.021
YEL043W	0.012
YEL045C	0.008
YEL047C	0.013
YEL048C	0.013
YEL049W	0.014
YEL050C	0.009
YEL051W	-0.017
YEL052W	0.016
YEL053C	0.013
YEL054C	0.012
YEL056W	0.014
YEL057C	0.013
YEL059W	0.006
YEL060C	0.013
YEL061C	0.010
YEL062W	0.014
YEL063C	0.014
YEL064C	0.015
YEL065W	0.015
YEL066W	0.013
YEL067C	0.013
YEL068C	0.012
YEL071W	0.013
YEL072W	0.012
YER001W	0.012
YER002W	0.010
YER004W	0.011
YER005W	0.011
YER007C-A	0.010
YER007W	0.012
YER010C	0.011
YER011W	0.010
YPR011C	0.013
YER017C	0.010
YER019W	0.008
YER019C-A	0.013
YER020W	0.012
YER024W	0.012
YER030W	0.011
YER032W	0.012
YER033C	0.011
YER038W-A	0.013
YER039C	0.011
YER040W	0.013
YER041W	0.010
YER042W	0.012
YER044C-A	0.011
YER045C	0.013
YER046W-A	0.010
YER047C	0.011
YER048C	0.012
YER049W	0.012
YER050C	0.013
YER051W	0.012
YER052C	0.007
YER056C	0.012
YER056C-A	0.010
YER057C	0.011
YER058W	0.011
YER059W	0.012
YER060W	0.012
YER060W-A	0.010
YER061C	0.011
YER062C	0.012
YER065C	0.013
YER066C-A	0.014
YER067W	0.012
YER067C-A	0.012
YER068W	0.004
YER068C-A	0.012
YER069W	0.011
YPR118W	0.012
YER071C	0.013
YER072W	0.013
YER073W	0.011
YER074W	0.014
YER075C	0.013
YER079W	0.014
YER080W	0.012
YER083C	0.008
YER084W	0.012
YER085C	0.012
YER086W	0.006
YER087C-B	0.011
YGR123C	0.012
YGR124W	0.011
YGR125W	0.011
YGR126W	0.014
YGR127W	0.013
YGR129W	0.011
YGR131W	0.011
YGR132C	0.011
YGR133W	0.011
YGR135W	0.012
YGR136W	0.013
YGR137W	0.011
YGR138C	0.011
YGR139W	0.010
YGR141W	0.011
YGR142W	0.014
YGR143W	0.012
YGR144W	0.011
YGR146C	0.010
YGR148C	0.012
YGR149W	0.011
YGR150C	0.012
YGR151C	0.011
YGR152C	0.011
YGR153W	0.011
YGR154C	0.011
YGR157W	0.014
YGR159C	0.015
YGR160W	0.017
YGR161C	0.013
YGR163W	0.011
YGR164W	0.011
YGR165W	0.010
YGR166W	0.013
YOL153C	0.012
YGR168C	0.010
YGR169C	0.012
YGR170W	0.013
YGR171C	0.011
YGR173W	0.013
YGR174C	0.012
YGR176W	0.012
YGR177C	0.013
YGR178C	0.012
YGR180C	0.008
YGR183C	0.012
YGR184C	0.010
YGR187C	0.010
YGR189C	0.015
YGR192C	0.013
YGR193C	0.011
YGR194C	0.012
YGR196C	0.012
YGR197C	0.011
YGR199W	0.012
YGR200C	0.009
YGR202C	0.011
YGR203W	0.013
YGR205W	0.011
YGR208W	0.011
YGR209C	0.011
YGR212W	0.011
YGR213C	0.011
YGR214W	0.013
YGR215W	0.011
YGR217W	0.011
YHL047C	0.011
YHL046C	0.013
YHL045W	0.012
YHL044W	0.007
YHL043W	0.011
YHL042W	0.011
YHL041W	0.012
YHL040C	0.011
YHL038C	0.012
YHL037C	0.011
YHL036W	0.011
YHL035C	0.011
YHL034C	0.010
YHL033C	0.014
YHL032C	0.013
YHL031C	0.012
YHL030W	0.011
YHL028W	0.011
YHL027W	0.010
YHL026C	0.011
YHL023C	0.013
YHL022C	0.012
YHL021C	0.011
YHL020C	0.010
YHL019C	0.011
YHL017W	0.013
YHL016C	0.012
YHL014C	0.011
YHL012W	0.010
YHL010C	0.011
YHL009C	0.011
YHL008C	0.010
YHL007C	0.010
YHL006C	0.009
YHL005C	0.009
YHL003C	0.009
YHR001W-A	0.011
YHR011W	0.008
YHR012W	0.010
YHR013C	0.006
YHR014W	0.011
YHR015W	0.011
YHR018C	0.010
YHR022C	0.010
YHR029C	0.011
YHR030C	0.010
YHR031C	0.010
YHR034C	0.012
YHR035W	0.013
YHR037W	0.012
YHR038W	0.011
YHR039C	0.011
YHR043C	0.011
YHR044C	0.012
YHR046C	0.011
YHR047C	0.012
YHR048W	0.010
YHR049W	0.011
YHR049C-A	0.012
YHR050W	0.013
YHR051W	0.013
YHR057C	0.013
YHR060W	0.005
YHR061C	0.011
YHR066W	0.013
YHR073W	0.011
YHR075C	0.011
YHR078W	0.011
YHR079C	0.010
YHR080C	0.012
YHR081W	0.013
YHR082C	0.011
YHR086W	0.012
YHR087W	0.011
YHR091C	0.013
YHR092C	0.012
YHR093W	0.011
YHR094C	0.011
YHR095W	0.012
YHR096C	0.013
YHR097C	0.011
YHR104W	0.013
YHR105W	0.012
YHR106W	0.011
YHR108W	0.011
YHR109W	0.012
YHR110W	0.012
YHR111W	0.011
YHR112C	0.012
YHR113W	0.012
YHR114W	0.012
YHR115C	0.015
YHR116W	0.011
YHR117W	0.012
YHR120W	0.010
YHR121W	0.011
YHR123W	0.012
YHR124W	0.011
YHR125W	0.012
YHR126C	0.012
YHR129C	0.011
YHR130C	0.011
YHR132C	0.013
YHR133C	0.012
YHR134W	0.010
YHR136C	0.013
YHR137W	0.012
YHR138C	0.011
YHR139C	0.013
YHR139C-A	0.011
YHR142W	0.012
YHR143W	0.012
YHR147C	0.012
YHR150W	0.013
YHR151C	0.005
YHR152W	0.012
YHR154W	0.006
YHR155W	0.012
YHR156C	0.012
YHR157W	0.012
YHR158C	0.012
YHR159W	0.012
YHR160C	0.012
YHR161C	0.010
YHR163W	0.011
YHR167W	0.012
YHR176W	0.011
YHR177W	0.012
YHR178W	0.011
YHR179W	0.013
YHR182W	0.011
YHR183W	0.010
YHR184W	0.011
YHR189W	0.011
YHR195W	0.011
YHR198C	0.012
YHR199C	0.012
YHR200W	0.018
YHR202W	0.012
YHR203C	0.014
YHR204W	0.013
YHR206W	0.012
YHR207C	0.012
YHR209W	0.012
YHR210C	0.011
YCL001W	0.011
YCL002C	0.011
YCL005W	0.012
YMR118C	0.014
YCL008C	0.005
YCL009C	0.014
YCL010C	0.010
YCL011C	0.014
YCL014W	0.012
YCL013W	0.012
YCL023C	0.012
YCL024W	0.013
YCL025C	0.014
YCL026C	0.013
YCL027W	0.014
YCL028W	0.014
YCL029C	0.012
YCL030C	0.012
YCL032W	0.011
YCL033C	0.011
YCL034W	0.011
YCL036W	0.010
YCL037C	0.011
YCL039W	0.013
YCL044C	0.015
YCL045C	0.013
YCL046W	0.012
YCL047C	0.012
YCL048W	0.012
YCL049C	0.012
YCL050C	0.011
YCL051W	0.013
YCL055W	0.012
YCL056C	0.013
YCL057W	0.014
YCL061C	0.011
YCL063W	0.012
YCL064C	0.011
YCL069W	0.013
YCR001W	0.011
YCR002C	0.012
YCR003W	0.012
YCR004C	0.014
YCR005C	0.014
YCR006C	0.013
YCR007C	0.013
YCR009C	0.011
YCR010C	0.014
YCR011C	0.013
YCR014C	0.012
YCR015C	0.011
YCR016W	0.011
YCR017C	0.013
YCR019W	0.012
YCR020C	0.014
YCR020C-A	0.016
YCR021C	0.014
YCR023C	0.012
YLR420W	0.011
YLR451W	0.012
YLR126C	0.012
YLR128W	0.012
YLR130C	0.013
YLR131C	0.011
YLR133W	0.011
