ORF	hap a | growth (GI50) | methyl methanesulfonate [0.004-0.016%] | Svensson JP~Samson LD, 2011
YMR083W	0.012
YMR084W	0.014
YMR085W	0.014
YMR086C-A	0.011
YMR086W	0.009
YMR087W	0.010
YMR088C	0.011
YMR090W	0.013
YMR091C	0.011
YMR092C	0.011
YNR070W	0.012
YNR071C	0.009
YNR072W	0.010
YNR073C	0.014
YNR074C	0.011
YNR075W	0.009
YOL013W-B	0.012
YOL086C	0.000
YOL087C	0.012
YOL088C	0.013
YOL089C	0.011
YOL090W	0.012
YOL091W	0.013
YOL092W	0.013
YOL093W	0.012
YOL095C	0.010
YOL096C	0.009
YOL098C	0.011
YOL099C	0.009
YOL100W	0.011
YOL101C	0.011
YOL103W	0.011
YOL104C	0.011
YOL105C	0.012
YOL106W	0.011
YOL107W	0.011
YOL108C	0.011
YOL109W	0.010
YOL110W	0.011
YOL111C	0.010
YOL112W	0.011
YOL113W	0.009
YOL114C	0.010
YOL115W	0.009
YOL116W	0.011
YOL117W	0.011
YOL118C	0.012
YOL122C	0.011
YOL124C	0.012
YOL126C	0.011
YOL128C	0.011
YOL129W	0.010
YOL131W	0.010
YOL132W	0.010
YOL136C	0.011
YOL137W	0.012
YOL138C	0.010
YBR232C	0.011
YDR424C	0.011
YEL011W	0.012
YER078C	0.011
YER088C	0.011
YER090W	0.007
YER091C	0.011
YER092W	0.011
YER093C-A	0.010
YER095W	0.003
YER096W	0.011
YER097W	0.010
YER098W	0.013
YGR134W	0.012
YGR210C	0.010
YHL024W	0.010
YHL025W	0.010
YHR016C	0.011
YHR017W	0.010
YHR032W	0.011
YHR045W	0.006
YHR064C	0.010
YHR140W	0.012
YHR162W	0.011
YHR168W	0.011
YHR181W	0.011
YHR191C	0.008
YLL030C	0.012
YLL044W	0.014
YLL048C	0.012
YLL049W	0.011
YLL059C	0.011
YLR030W	0.010
YLR031W	0.013
YLR032W	0.002
YLR034C	0.009
YLR035C	0.010
YLR036C	0.012
YLR038C	0.011
YLR039C	0.011
YLR040C	0.012
YLR041W	0.012
YLR050C	0.011
YLR052W	0.011
YMR142C	0.009
YMR158W	0.003
YMR171C	0.012
YMR181C	0.011
YMR209C	0.010
YMR271C	0.011
YMR279C	0.010
YMR306W	0.010
YMR311C	0.010
YMR312W	0.008
YMR313C	0.010
YMR315W	0.011
YMR316C-A	0.009
YMR316C-B	0.011
YMR316W	0.010
YMR317W	0.011
YMR318C	0.014
YMR319C	0.011
YMR320W	0.011
YNL250W	0.002
YNL252C	0.010
YNL279W	0.011
YNL300W	0.010
YNL316C	0.011
YOL016C	0.009
YOR096W	0.010
YOR306C	0.013
YOR317W	0.011
YPL132W	0.012
YPL134C	0.013
YML070W	0.011
YML071C	0.013
YML074C	0.013
YML090W	0.010
YML094C-A	0.013
YML096W	0.010
YML097C	0.012
YML099C	0.011
YML100W	0.010
YML099W-A	0.011
YML101C	0.011
YML101C-A	0.008
YML102W	0.008
YML103C	0.012
YML104C	0.007
YML106W	0.011
YML107C	0.010
YML113W	0.014
YML116W	0.012
YML117W	0.011
YML116W-A	0.012
YML118W	0.014
YML119W	0.013
YML120C	0.014
YML121W	0.005
YML122C	0.010
YML123C	0.010
YML124C	0.012
YML128C	0.009
YML131W	0.013
YMR004W	0.011
YMR095C	0.011
YMR096W	0.012
YMR099C	0.012
YMR100W	0.011
YMR101C	0.011
YMR102C	0.011
YMR103C	0.009
YMR105C	0.012
YMR106C	0.009
YMR107W	0.011
YMR110C	0.011
YMR111C	0.011
YMR114C	0.011
YMR115W	0.013
YMR116C	0.008
YMR119W-A	0.011
YMR120C	0.004
YMR121C	0.011
YMR122C	0.011
YMR123W	0.010
YMR124W	0.009
YMR126C	0.005
YMR127C	0.011
YMR129W	0.010
YMR130W	0.011
YMR132C	0.010
YMR133W	0.013
YMR135C	0.008
YPR006C	0.009
YPR009W	0.009
YPR012W	0.010
YPR014C	0.010
YPR015C	0.010
YPR017C	0.011
YPR018W	0.008
YPR020W	0.010
YPR027C	0.010
YPR028W	0.010
YPR029C	0.010
YPR030W	0.010
YPR032W	0.010
YPR036W	0.004
YPR038W	0.009
YPR039W	0.011
YPR040W	0.009
YPR042C	0.010
YPR044C	0.010
YPR045C	0.009
YPR046W	0.012
YPR047W	0.012
YPR049C	0.009
YPR051W	0.011
YPR052C	0.011
YPR053C	0.011
YPR054W	0.009
YPR057W	0.012
YPR058W	0.010
YPR059C	0.011
YPR060C	0.004
YPR061C	0.011
YPR062W	0.011
YPR066W	0.011
YPR068C	0.010
YPR069C	0.010
YPR070W	0.008
YPR071W	0.010
YPR073C	0.008
YPR074C	0.008
YPR075C	0.010
YPR076W	0.011
YPR077C	0.011
YPR079W	0.011
YPR084W	0.013
YPR087W	0.010
YPR092W	0.010
YPR093C	0.000
YPR095C	0.013
YPR096C	0.009
YPR097W	0.010
YPR098C	0.011
YPR099C	0.011
YPR100W	0.011
YPR101W	0.011
YJL127C	0.009
YJL126W	0.010
YJL124C	0.008
YJL123C	0.009
YJL122W	0.011
YJL120W	0.009
YJL121C	0.010
YJL118W	0.013
YJL119C	0.011
YJL117W	0.011
YJL116C	0.010
YJL115W	0.002
YJL112W	0.011
YJL110C	0.009
YJL108C	0.011
YJL106W	0.010
YJL102W	0.012
YJL100W	0.012
YJL099W	0.015
YJL098W	0.010
YJL096W	0.010
YJL095W	0.008
YJL093C	0.011
YJL092W	0.006
YJL089W	0.009
YJL088W	0.010
YJL083W	0.011
YJL082W	0.009
YJL080C	0.010
YJL079C	0.014
YJL077C	0.011
YJL073W	0.011
YJL071W	0.010
YJL068C	0.011
YJL067W	0.010
YJL066C	0.010
YJL064W	0.009
YJL065C	0.011
YJL063C	0.011
YJL062W	0.012
YJL060W	0.010
YJL059W	0.012
YJL058C	0.012
YJL057C	0.012
YJL056C	0.009
YJL055W	0.013
YJL053W	0.011
YJL052W	0.012
YJL051W	0.009
YJL049W	0.012
YJL048C	0.011
YJL047C	0.003
YJL046W	0.009
YJL045W	0.013
YJL044C	0.012
YJL043W	0.013
YJL038C	0.011
YJL037W	0.015
YJL036W	0.014
YJL030W	0.010
YEL012W	0.012
YER031C	0.009
YER046W	0.010
YER063W	0.012
YER066W	0.012
YGR188C	0.007
YHL002W	0.012
YHL011C	0.009
YHL039W	0.011
YHR003C	0.012
YHR004C	0.008
YHR006W	0.011
YHR008C	0.011
YHR009C	0.011
YHR025W	0.007
YHR026W	0.010
YHR041C	0.008
YHR059W	0.010
YHR067W	0.007
YHR180W	0.010
YHR185C	0.011
YHR194W	0.009
YLL007C	0.014
YMR154C	0.011
YNL274C	0.015
YOL141W	0.007
YOL150C	0.012
YOL158C	0.000
YOL159C	0.012
YOL160W	0.012
YOL162W	0.009
YOL163W	0.010
YJR073C	0.013
YJR075W	0.009
YJR078W	0.016
YJR079W	0.014
YJR082C	0.013
YJR083C	0.013
YJR088C	0.012
YJR092W	0.008
YJR102C	0.013
YJR103W	0.014
YJR105W	0.010
YJR110W	0.010
YJR111C	0.011
YJR115W	0.010
YJR127C	0.011
YJR128W	0.011
YJR129C	0.010
YJR130C	0.014
YJR135C	0.012
YJR137C	0.012
YJR146W	0.000
YJR147W	0.010
YJR152W	0.010
YJR154W	0.010
YKR087C	0.012
YKR088C	0.009
YKR089C	0.010
YKR090W	0.012
YKR091W	0.010
YKR092C	0.013
YKR093W	0.011
YKR097W	0.009
YKR098C	0.010
YKR099W	0.012
YKR100C	0.010
YKR101W	0.011
YKR103W	0.009
YKR104W	0.012
YKR105C	0.013
YLL018C-A	0.013
YLR262C-A	0.011
YLR422W	0.014
YLR423C	0.010
YLR425W	0.012
YLR426W	0.012
YLR427W	0.012
YLR428C	0.008
YLR429W	0.012
YLR431C	0.013
YLR432W	0.013
YLR433C	0.012
YLR434C	0.012
YLR435W	0.011
YLR436C	0.011
YLR437C	0.013
YLR438W	0.011
YLR441C	0.012
YLR443W	0.010
YLR444C	0.011
YLR445W	0.013
YLR446W	0.012
YLR447C	0.002
YLR450W	0.013
YLR452C	0.008
YLR453C	0.011
YLR454W	0.010
YLR456W	0.012
YLR460C	0.012
YLR461W	0.012
YML009C-A	0.012
YML021C	0.011
YML081C-A	0.013
YMR060C	0.009
YMR158C-A	0.012
YMR194C-A	0.013
YMR326C	0.011
YNR032C-A	0.011
YNR050C	0.013
YNR051C	0.014
YNR056C	0.013
YNR057C	0.014
YNR058W	0.010
YNR059W	0.011
YNR060W	0.011
YNR061C	0.012
YNR062C	0.011
YNR063W	0.013
YNR064C	0.011
YNR065C	0.014
YNR066C	0.014
YNR067C	0.017
YNR068C	0.015
YAL012W	0.012
YAL047C	0.010
YAL054C	0.012
YAL056C-A	0.014
YAR050W	0.011
YCL022C	0.011
YCL038C	0.013
YCL058C	0.014
YCL074W	0.014
YCL075W	0.013
YCL076W	0.015
YJR069C	0.014
YJR070C	0.012
YJR074W	0.010
YJR077C	0.013
YJR080C	0.010
YJR084W	0.010
YJR087W	0.010
YJR091C	0.012
YJR094C	0.013
YJR094W-A	0.014
YJR095W	0.013
YJR096W	0.010
YJR097W	0.011
YJR098C	0.011
YJR099W	0.012
YJR100C	0.013
YJR104C	0.006
YJR106W	0.008
YJR107W	0.011
YJR109C	0.012
YJR113C	0.011
YJR116W	0.013
YJR117W	0.012
YJR118C	0.011
YJR119C	0.014
YJR120W	0.013
YJR121W	0.013
YJR122W	0.009
YJR124C	0.011
YJR125C	0.000
YJR126C	0.008
YJR131W	0.011
YJR133W	0.010
YJR134C	0.009
YJR139C	0.010
YJR140C	0.011
YJR142W	0.013
YJR148W	0.009
YJR150C	0.011
YJR153W	0.012
YKL005C	0.011
YKL030W	0.000
YLR146C	0.000
YLR343W	0.011
YML067C	0.010
YML068W	0.014
YML072C	0.016
YMR136W	0.019
YMR172W	0.018
YOR300W	0.011
YDL192W	0.010
YDL197C	0.012
YDL198C	0.012
YDL199C	0.013
YDL200C	0.009
YDL201W	0.030
YDL203C	0.014
YDL204W	0.014
YDL206W	-0.007
YDL210W	0.013
YDL211C	0.012
YDL213C	0.013
YDL214C	0.011
YDL215C	0.012
YDL216C	0.012
YDL218W	0.014
YDL219W	0.016
YDL222C	0.021
YDL223C	0.010
YDL224C	0.014
YDL225W	0.009
YDL226C	0.008
YDL227C	0.012
YDL229W	0.010
YDL231C	0.011
YDL232W	0.012
YDL233W	0.013
YDL234C	0.014
YDL236W	0.017
YDL237W	0.000
YDL238C	0.016
YDL239C	0.011
YDL240W	0.000
YDL241W	0.009
YDL242W	0.009
YDR001C	0.012
YDR003W	0.010
YDR004W	0.003
YDR005C	0.012
YDR006C	0.000
YDR008C	0.012
YDR009W	0.014
YDR010C	0.008
YDR011W	0.009
YDR014W	0.007
YDR015C	0.012
YDR017C	0.008
YDR018C	0.012
YDR019C	0.010
YDR020C	0.010
YDR022C	0.014
YDR024W	0.011
YDR025W	0.016
YDR026C	0.012
YDR027C	0.009
YDR028C	0.005
YDR029W	0.010
YDR030C	0.010
YDR031W	0.011
YDR032C	0.012
YDR033W	0.013
YDR034C	0.012
YDR035W	0.015
YDR036C	0.015
YDR042C	0.015
YDR043C	0.012
YDR046C	0.009
YAL064C-A	0.000
YBL091C-A	0.009
YBR269C	0.009
YBR271W	0.010
YBR273C	0.010
YBR274W	0.010
YBR277C	0.009
YBR278W	0.012
YBR283C	0.008
YBR284W	0.010
YBR285W	0.009
YBR286W	0.011
YBR290W	0.009
YBR291C	0.011
YBR292C	0.012
YBR293W	0.012
YBR295W	0.013
YBR296C	0.013
YBR297W	0.013
YBR298C	0.014
YBR300C	0.010
YCL001W-A	0.011
YCR024C	0.008
YCR024C-A	0.012
YCR025C	0.013
YCR026C	0.012
YCR027C	0.011
YCR028C	0.014
YCR031C	0.015
YCR034W	0.011
YCR036W	0.010
YCR037C	0.009
YCR043C	0.009
YCR045C	0.011
YCR049C	0.011
YCR050C	0.010
YCR051W	0.012
YCR059C	0.011
YCR061W	0.012
YCR065W	0.009
YCR066W	0.003
YCR068W	0.017
YCR071C	0.009
YCR073W-A	0.012
YCR076C	0.009
YCR077C	0.009
YCR081W	0.010
YCR082W	0.011
YCR085W	0.010
YCR086W	0.010
YCR087C-A	0.011
YCR087W	0.013
YJL007C	0.021
YJL016W	0.010
YJL020C	0.009
YJL023C	0.009
YJL024C	0.011
YJL029C	0.013
YJR001W	0.011
YJR005W	0.012
YJR008W	0.016
YJR009C	0.014
YJR010C-A	0.010
YJR010W	0.010
YJR011C	0.010
YJR014W	0.009
YJR015W	0.012
YJR018W	0.007
YJR019C	0.012
YJR020W	0.013
YJR021C	0.011
YJR024C	0.016
YJR025C	0.016
YJR026W	0.013
YJR030C	0.011
YJR031C	0.011
YJR033C	0.010
YJR035W	0.008
YJR036C	0.011
YJR043C	0.006
YJR048W	0.012
YJR049C	0.014
YJR050W	0.017
YJR051W	0.013
YJR052W	0.017
YJR053W	0.011
YJR054W	0.010
YJR055W	0.009
YJR056C	0.012
YJR058C	0.010
YJR059W	0.010
YJR060W	0.010
YJR061W	0.012
YJR062C	0.012
YJR063W	0.013
YDL100C	0.009
YDL101C	0.005
YDL104C	0.011
YDL106C	0.117
YDL107W	0.009
YDL109C	0.011
YDL110C	0.012
YDL112W	0.010
YDL113C	0.014
YDL114W	0.012
YDL116W	0.007
YDL117W	0.015
YDL118W	0.006
YDL119C	0.007
YDL122W	0.011
YDL123W	0.012
YDL124W	0.011
YDL125C	0.012
YDL127W	0.013
YDL128W	0.012
YDL129W	0.012
YDL130W	0.015
YDL131W	0.011
YDL133W	0.009
YDL134C	0.009
YDL133C-A	0.010
YDL135C	0.010
YDL136W	0.012
YDL137W	0.012
YDL138W	0.013
YDL142C	0.009
YDL144C	0.012
YDL146W	0.012
YDL149W	0.017
YDL151C	0.011
YDL154W	0.009
YDL155W	0.007
YDL156W	0.009
YDL159W	0.010
YDL161W	0.011
YDL162C	0.011
YDL168W	0.012
YDL169C	0.012
YDL170W	0.014
YDL171C	0.015
YDL172C	0.010
YDL173W	0.008
YDL174C	0.011
YDL175C	0.009
YDL177C	0.007
YDL178W	0.008
YDL179W	0.011
YDL180W	0.012
YDL181W	0.012
YDL182W	0.014
YDL183C	0.014
YDL184C	0.013
YDL186W	0.010
YDL187C	0.011
YDL188C	0.008
YDL189W	0.010
YDL190C	0.010
YOR309C	0.012
YOR325W	0.012
YOR333C	0.015
YOR345C	0.010
YOR366W	0.010
YOR379C	0.011
YNL001W	0.007
YNL004W	0.010
YNL005C	0.009
YNL008C	0.013
YNL009W	0.011
YNL010W	0.012
YNL012W	0.014
YNL013C	0.013
YNL015W	0.010
YNL016W	0.010
YNL020C	0.009
YNL021W	0.009
YNL022C	0.009
YNL023C	0.009
YNL024C	0.010
YNL025C	0.008
YNL027W	0.013
YNL028W	0.014
YNL029C	0.013
YNL032W	0.008
YNL034W	0.009
YNL035C	0.009
YNL037C	0.009
YNL040W	0.008
YNL041C	0.009
YNL043C	0.011
YNL044W	0.011
YNL045W	0.012
YNL046W	0.012
YNL049C	0.013
YNL050C	0.014
YNR001C	0.009
YNR002C	0.008
YNR006W	0.009
YNR007C	0.010
YNR008W	0.011
YNR009W	0.012
YNR010W	0.007
YNR012W	0.011
YNR013C	0.011
YNR015W	0.009
YNR018W	0.009
YNR019W	0.010
YNR020C	0.009
YNR021W	0.009
YNR022C	0.010
YNR024W	0.011
YNR025C	0.012
YNR027W	0.012
YNR028W	0.013
YNR029C	0.014
YNR030W	0.009
YNR031C	0.011
YNR032W	0.009
YNR034W	0.009
YNR037C	0.012
YNR039C	0.010
YNR040W	0.012
YNR041C	0.012
YNR042W	0.013
YNR045W	0.013
YNR047W	0.011
YNR048W	0.012
YNR049C	0.012
YBL095W	0.009
YBL096C	0.009
YBL099W	0.006
YBL100C	0.003
YBL101C	0.011
YBL102W	0.011
YBL103C	0.012
YBL104C	0.012
YBL106C	0.015
YBL107C	0.011
YBR001C	0.000
YBR003W	0.009
YBR005W	0.009
YBR006W	0.010
YBR007C	0.011
YBR008C	0.011
YBR009C	0.015
YBR010W	0.012
YBR012C	0.013
YBR013C	0.014
YBR014C	0.011
YBR015C	0.009
YBR016W	0.009
YBR018C	0.023
YBR019C	0.008
YBR020W	0.013
YBR021W	0.014
YBR022W	0.010
YBR023C	0.018
YBR024W	0.015
YBR025C	0.015
YBR026C	0.010
YBR027C	0.009
YBR028C	0.008
YBR030W	0.008
YBR031W	0.010
YBR032W	0.010
YBR033W	0.010
YBR034C	0.010
YBR036C	0.029
YBR037C	0.013
YBR040W	0.064
YBR043C	0.000
YBR044C	0.008
YBR045C	0.010
YBR046C	0.010
YBR047W	0.010
YBR048W	0.011
YBR050C	0.012
YBR051W	0.011
YBR052C	0.014
YBR053C	0.013
YBR054W	0.013
YBR056W	0.018
YBR057C	0.011
YBR058C	0.007
YBR062C	0.009
YBR063C	0.010
YBR064W	0.012
YBR065C	0.013
YBR066C	0.011
YBR067C	0.013
YBR068C	0.008
YBR069C	0.002
YBR071W	0.009
YBR072W	0.009
YBR073W	0.010
YBR074W	0.012
YBR076W	0.011
YBR077C	0.006
YNL146W	0.012
YNL145W	0.013
YNL144C	0.012
YNL143C	0.012
YNL141W	0.009
YNL139C	0.008
YNL136W	0.008
YNL135C	0.011
YNL133C	0.010
YNL129W	0.012
YNL128W	0.012
YNL127W	0.014
YNL123W	0.013
YNL122C	0.014
YNL117W	0.015
YNL116W	0.010
YNL108C	0.009
YNL101W	0.009
YNL098C	0.009
YNL092W	0.011
YNL081C	0.012
YNL077W	0.012
YNL069C	0.006
YNL064C	0.007
YNL063W	0.016
YNL057W	0.011
YNL058C	0.011
YNL054W	0.009
YIL099W	0.008
YIL100W	0.010
YIL101C	0.012
YIL103W	0.010
YIL105C	0.013
YIL107C	0.013
YIL108W	0.012
YIL110W	0.011
YIL112W	0.010
YIL113W	0.010
YIL114C	0.009
YIL116W	0.011
YIL117C	0.008
YIL119C	0.012
YIL120W	0.015
YIL121W	0.011
YIL123W	0.000
YIL124W	0.015
YIL125W	0.013
YIL128W	0.009
YIL130W	0.010
YIL132C	0.005
YIL133C	0.010
YIL134W	0.007
YIL135C	0.011
YIL137C	0.010
YIL138C	0.010
YIL139C	0.008
YIL140W	0.012
YIL141W	0.014
YIL148W	0.010
YIL149C	0.008
YIL152W	0.008
YIL153W	0.007
YIL154C	0.010
YIL155C	0.012
YIL156W	0.010
YIL157C	0.011
YIL159W	0.013
YIL160C	0.014
YIL161W	0.013
YIL162W	0.016
YIL163C	0.009
YIL164C	0.010
YIL167W	0.010
YIL168W	0.011
YIL170W	0.011
YIL173W	0.011
YIR001C	0.012
YIR002C	0.010
YIR003W	0.009
YIR005W	0.010
YIR007W	0.009
YIR009W	0.010
YIR013C	0.010
YIR014W	0.010
YIR016W	0.011
YDL194W	0.011
YDR007W	0.009
YDR048C	0.010
YFR011C	0.012
YFR013W	0.011
YNL051W	0.014
YNL052W	0.009
YNL056W	0.010
YNL065W	0.009
YNL066W	0.011
YNL068C	0.010
YNL070W	0.010
YNL071W	0.009
YNL072W	0.010
YNL073W	0.014
YNL074C	0.013
YNL076W	0.012
YNL078W	0.005
YNL079C	0.018
YNL080C	0.007
YNL082W	0.009
YNL085W	0.012
YNL087W	0.009
YNL090W	0.011
YNL091W	0.014
YNL093W	0.013
YNL095C	0.014
YNL097C	0.014
YNL099C	0.008
YNL100W	0.009
YNL104C	0.008
YNL105W	0.011
YNL106C	0.010
YNL107W	0.005
YNL115C	0.011
YNL119W	0.013
YNL120C	0.011
YNL121C	0.011
YNL125C	0.012
YNL130C	0.009
YBR189W	0.006
YCR095C	0.009
YCR102W-A	0.011
YDR058C	0.010
YDR174W	0.010
YDR202C	0.011
YDR205W	0.012
YDR445C	0.014
YDR537C	0.010
YFR039C	0.015
YGL219C	0.009
YGR028W	0.009
YGR032W	0.008
YGR038W	0.007
YGR040W	0.009
YGR050C	0.010
YGR053C	0.011
YGR063C	0.010
YGR086C	0.012
YGR089W	0.012
YGR106C	0.008
YGR110W	0.008
YGR117C	0.010
YGR238C	0.011
YGR239C	0.010
YGR248W	0.011
YGR250C	0.010
YJL136C	0.012
YJL137C	0.013
YOL125W	0.010
YJL141C	0.007
YJL172W	0.014
YJL175W	0.010
YJL177W	0.014
YJL213W	0.011
YKL096W-A	0.011
YKL115C	0.012
YKL139W	0.009
YKL194C	0.012
YKL202W	0.012
YKL204W	0.010
YKL215C	0.009
YKL220C	0.007
YKR010C	0.007
YKR019C	0.010
YKR027W	0.010
YKR028W	0.010
YKR029C	0.009
YKR034W	0.013
YKR036C	0.012
YKR039W	0.013
YKR040C	0.017
YKR041W	0.010
YKR046C	0.000
YKR053C	0.006
YBR083W	0.010
YBR084C-A	0.012
YBR090C	0.011
YBR098W	0.006
YMR119W	0.012
YBR125C	0.012
YBR131W	0.011
YBR150C	0.010
YBR168W	0.008
YBR169C	0.010
YBR270C	0.009
YBR272C	0.009
YBR275C	0.009
YBR276C	0.011
YBR280C	0.012
YBR287W	0.012
YBR288C	0.015
YBR289W	0.009
YBR294W	0.010
YBR301W	0.010
YCL026C-A	0.008
YCR028C-A	0.010
YCR030C	0.010
YCR032W	0.011
YCR033W	0.010
YCR046C	0.012
YCR047C	0.008
YCR048W	0.015
YCR053W	0.011
YCR060W	0.022
YCR067C	0.009
YCR069W	0.009
YCR073C	0.011
YCR075C	0.014
YCR083W	0.010
YCR084C	0.009
YCR088W	0.010
YCR089W	0.009
YBR191W	0.011
YDR074W	0.009
YER027C	0.009
YER037W	0.009
YGR155W	0.010
YLR192C	0.010
YLR237W	0.012
YLR246W	0.011
YLR334C	0.012
YLR346C	0.014
YLR358C	0.007
YLR361C	0.015
YLR370C	0.018
YLR382C	0.010
YLR394W	0.007
YML027W	0.009
YML036W	0.009
YML038C	0.011
YML041C	0.008
YML042W	0.013
YML047C	0.013
YML075C	0.022
YML076C	0.009
YMR048W	0.007
YMR135W-A	0.008
YMR137C	0.011
YMR138W	0.011
YMR139W	0.010
YMR160W	0.011
YMR173W	0.011
YOR298C-A	0.011
YOR364W	0.016
YPL183C	0.012
YPL183W-A	0.007
YPL224C	0.012
YHR132W-A	0.010
YIL030C	0.012
YIL058W	0.011
YIR023W	0.006
YIR030C	0.013
YIR032C	0.017
YIR043C	0.012
YIR044C	0.009
YJR003C	0.010
YKR106W	0.011
YMR322C	0.013
YNL138W	0.016
YNL140C	0.016
YNL142W	0.015
YNL315C	0.003
YOL155C	0.009
YOR265W	0.010
YOR266W	0.010
YOR267C	0.011
YOR268C	0.019
YOR269W	0.018
YOR270C	0.015
YOR271C	0.017
YOR273C	0.014
YOR274W	0.010
YOR275C	0.008
YOR276W	0.010
YPL004C	0.014
YPL017C	0.011
YPL027W	0.010
YPL034W	0.012
YPL036W	0.012
YPL137C	0.010
YHR005C	0.009
YOR179C	0.011
YOR180C	0.010
YDL115C	0.020
YFL012W-A	0.011
YFL014W	0.012
YFL019C	0.010
YFR025C	0.011
YFR030W	0.008
YHR146W	0.008
YHR171W	0.009
YJL042W	0.009
YJL070C	0.013
YJL078C	0.013
YJL094C	0.012
YJL101C	0.000
YJL105W	0.013
YJL128C	0.000
YLR455W	0.019
YKR094C	0.008
YKR095W	0.008
YLR110C	0.012
YLR390W-A	0.006
YLR439W	0.013
YLR442C	0.013
YML066C	0.020
YML115C	0.000
YMR037C	0.010
YMR104C	0.008
YNL109W	0.008
YNR052C	0.008
YNR055C	0.011
YNR069C	0.013
YNL111C	0.015
YOL147C	0.019
YPR007C	0.016
YPR008W	0.019
YPR013C	0.016
YPR022C	0.000
YPR023C	0.008
YPR024W	0.003
YPR026W	0.009
YPR031W	0.008
YPR043W	0.012
YPR050C	0.013
YPR064W	0.015
YPR078C	0.012
YBR081C	0.018
YBR082C	0.011
YBR084W	0.017
YBR085W	0.009
YBR089C-A	0.008
YBR092C	0.008
YBR093C	0.008
YBR095C	0.009
YBR099C	0.005
YBR103W	0.012
YBR104W	0.012
YBR105C	0.015
YBR106W	0.010
YBR107C	0.008
YBR108W	0.009
YBR111C	0.006
YBR113W	0.012
YBR114W	0.019
YBR115C	0.018
YBR116C	0.013
YBR119W	0.019
YBR120C	0.022
YBR121C	0.000
YBR126C	0.009
YBR127C	0.009
YBR128C	0.009
YBR129C	0.009
YBR130C	0.011
YBR132C	0.010
YBR133C	0.009
YBR134W	0.011
YBR137W	0.012
YBR138C	0.013
YBR139W	0.011
YBR141C	0.013
YBR144C	0.009
YBR145W	0.009
YBR146W	0.009
YBR147W	0.009
YBR148W	0.009
YBR149W	0.012
YBR151W	0.011
YBR156C	0.012
YBR157C	0.011
YBR158W	0.013
YBR162C	0.011
YBR162W-A	0.009
YBR163W	0.009
YBR164C	0.009
YBR165W	0.010
YBR166C	0.010
YBR170C	0.010
YBR171W	0.014
YBR172C	0.011
YDL001W	0.012
YDL002C	0.013
YDL006W	0.010
YDL009C	0.009
YDL010W	0.009
YDL013W	0.007
YDL018C	0.013
YDL019C	0.012
YDL020C	0.010
YDL021W	0.012
YDL022W	0.012
YDL023C	0.012
YDL024C	0.010
YDL025C	0.009
YDL026W	0.009
YDL027C	0.010
YDL032W	0.009
YDL033C	0.010
YDL034W	0.012
YDL035C	0.013
YDL036C	0.012
YDL037C	0.013
YDL039C	0.012
YDL041W	0.009
YDL042C	0.010
YDL044C	0.008
YDL045W-A	0.009
YDL048C	0.012
YDL049C	0.013
YDL050C	0.015
YDL051W	0.011
YDL052C	0.010
YDL053C	0.014
YDL054C	0.012
YDL056W	0.011
YDL057W	0.010
YDL059C	0.005
YDL061C	0.010
YDL063C	0.010
YDL065C	0.009
YDL066W	0.012
YDL068W	0.010
YDL069C	0.012
YDL070W	0.013
YDL071C	0.013
YDL073W	0.011
YDL076C	0.009
YDL077C	0.009
YDL078C	0.010
YDL079C	0.010
YDL080C	0.013
YDL081C	0.010
YDL082W	0.011
YDL083C	0.012
YDL085W	0.011
YDL086W	0.013
YDL088C	0.010
YDL089W	0.009
YDL090C	0.009
YDL091C	0.009
YDL093W	0.009
YDL094C	0.011
YDL095W	0.014
YDR438W	0.012
YDR439W	0.011
YDR440W	0.000
YDR441C	0.012
YDR442W	0.012
YDR443C	0.009
YDR446W	0.009
YDR447C	0.010
YDR448W	0.011
YDR450W	0.011
YDR451C	0.011
YDR452W	0.010
YDR453C	0.011
YDR455C	0.011
YDR456W	0.011
YDR459C	0.009
YDR462W	0.010
YDR463W	0.013
YDR465C	0.011
YDR466W	0.011
YDR467C	0.012
YDR469W	0.011
YDR470C	0.008
YDR471W	0.013
YDR475C	0.011
YDR476C	0.012
YDR479C	0.010
YDR480W	0.010
YDR484W	0.009
YDR485C	0.008
YDR486C	0.014
YDR488C	0.014
YDR490C	0.014
YDR491C	0.013
YDR492W	0.011
YDR494W	0.009
YDR495C	0.008
YDR496C	0.010
YDR497C	0.010
YDR500C	0.007
YDR501W	0.011
YDR503C	0.011
YDR504C	0.012
YDR505C	0.012
YDR506C	0.013
YDR507C	0.014
YDR508C	0.010
YDR509W	0.010
YDR511W	0.009
YDR512C	0.004
YDR513W	0.010
YDR516C	0.013
YDR517W	0.013
YDR518W	0.016
YDR519W	0.013
YDR520C	0.000
YDR522C	0.012
YDR524C	0.009
YDR525W	0.010
YDR528W	0.009
YDR529C	0.009
YDR530C	0.010
YDR533C	0.011
YDR534C	0.013
YGL101W	0.009
YGL104C	0.011
YGL105W	0.014
YGL107C	0.014
YGL108C	0.011
YGL109W	0.010
YGL110C	0.004
YGL114W	0.011
YGL115W	0.010
YGL117W	0.011
YGL118C	0.015
YGL121C	0.017
YGL124C	0.012
YGL125W	0.010
YGL126W	0.013
YGL127C	0.011
YGL129C	0.009
YGL131C	0.011
YGL132W	0.010
YGL133W	0.011
YGL135W	0.006
YGL136C	0.013
YGL138C	0.012
YGL139W	0.012
