orf	hap a | growth (GI50) | methyl methanesulfonate [0.004-0.016%] | Svensson JP~Samson LD, 2011
YCL005W	0.012065505
YCL007C	0.0
YCL008C	0.005031964
YCL009C	0.013639289
YCL010C	0.010146387
YCL011C	0.013596657
YCL014W	0.012476627
YCL016C	0.009253644
YCL022C	0.011112788
YCL023C	0.0122749265
YCL024W	0.012715384
YCL025C	0.014286421
YCL026C-A	0.008262404
YCL027W	0.01413183
YCL028W	0.013552795
YCL029C	0.012402781
YCL030C	0.012360169
YCL032W	0.011334765
YCL033C	0.010912774
YCL034W	0.010934731
YCL035C	0.010763028
YCL036W	0.01036487
YCL037C	0.011160169
YCL038C	0.012686767
YCL039W	0.013495986
YCL040W	0.013860907
YCL042W	0.012834517
YCL044C	0.015400177
YCL045C	0.01317769
YCL046W	0.012447153
YCL047C	0.012442726
YCL048W	0.011711638
YCL049C	0.011543001
YCL050C	0.011110787
YCL051W	0.012922576
YCL055W	0.011920263
YCL056C	0.012948852
YCL057W	0.013545252
YCL058C	0.013867613
YCL061C	0.0108049595
YCL063W	0.011936179500000001
YCL064C	0.010890479
YCL069W	0.012502071
YCL076W	0.015004298
YCR001W	0.011199958
YCR002C	0.012357882
YCR003W	0.012053605
YCR004C	0.014278338
YCR005C	0.013913992
YCR006C	0.013241326
YCR007C	0.013193069
YCR008W	0.011541482
YCR009C	0.010858583
YCR010C	0.013916488
YCR011C	0.013036313
YCR014C	0.011802466
YCR015C	0.010975943
YCR016W	0.010612501
YCR017C	0.013373201
YCR019W	0.011600028
YCR020C	0.013758624
YCR020C-A	0.015831965
YCR020W-B	0.011864251
YCR021C	0.013962965
YCR022C	0.010808376
YCR023C	0.011928731
YCR024C	0.007969451
YCR024C-A	0.01182433
YCR025C	0.012627533
YCR026C	0.011648324
YCR027C	0.010623467
YCR028C	0.013579032
YCR028C-A	0.01016975
YCR030C	0.009760072
YCR031C	0.015423543
YCR032W	0.01097572
YCR033W	0.010142065
YCR034W	0.010817407
YCR036W	0.009823452
YCR037C	0.008967401
YCR043C	0.009048391
YCR044C	0.0
YCR045C	0.010660324
YCR046C	0.012290593
YCR047C	0.007762238
YCR048W	0.014500929
YCR049C	0.011448311
YCR050C	0.010338949
YCR051W	0.011977909
YCR053W	0.011396131
YCR059C	0.010528254
YCR060W	0.021775264
YCR061W	0.011947295
YCR063W	0.0
YCR065W	0.008938462
YCR066W	0.002593102
YCR067C	0.00853706
YCR068W	0.017325046
YCR069W	0.008597639
YCR071C	0.00882861
YCR073C	0.010766557
YCR073W-A	0.012242297
YCR075C	0.014215989
YCR076C	0.009257821
YCR077C	0.009492692
YCR079W	0.018019532
YCR081W	0.009521628
YCR082W	0.010525483
YCR083W	0.010110704
YCR084C	0.009459914
YCR085W	0.010455653
YCR086W	0.010347285
YCR087C-A	0.010576317
YCR087W	0.012923868
YCR088W	0.009727142
YCR089W	0.009221383
YCR090C	0.009311383
YCR091W	0.009530882
YCR092C	0.009612206
YCR094W	0.00497211
YCR095C	0.00949715
YCR098C	0.009667668
YCR099C	0.010816856
YCR100C	0.011772665
YCR101C	0.011261042
YCR102C	0.01159451
YCR102W-A	0.011000942
YCR105W	0.011773986
YCR106W	0.013792735
YCR107W	0.009687301
YDL001W	0.01193273
YDL002C	0.012973892
YDL006W	0.009596986
YDL009C	0.009300211
YDL010W	0.009186221
YDL011C	0.012571886
YDL012C	0.01260602
YDL013W	0.007366777
YDL018C	0.012558449
YDL019C	0.012159194
YDL020C	0.010174754
YDL021W	0.011737652
YDL022W	0.012179591
YDL023C	0.012207376
YDL024C	0.009737677
YDL025C	0.009476741
YDL026W	0.009009648
YDL027C	0.010131534
YDL032W	0.008921288
YDL033C	0.010193042
YDL034W	0.012149555
YDL035C	0.013196396
YDL036C	0.011822936
YDL037C	0.01314632
YDL039C	0.0123986965
YDL040C	0.0
YDL041W	0.009068392
YDL042C	0.009634579
YDL044C	0.008265652
YDL045W-A	0.009187539
YDL046W	0.014072573
YDL047W	0.007709461
YDL048C	0.011552179
YDL049C	0.012930493
YDL050C	0.01523798
YDL051W	0.010591422
YDL052C	0.010305927
YDL053C	0.013547111
YDL054C	0.011822461
YDL056W	0.011288433
YDL057W	0.01018154
YDL059C	0.005083725
YDL061C	0.009714928
YDL062W	0.01543386
YDL063C	0.010014034
YDL065C	0.008846176
YDL066W	0.012244312
YDL067C	0.009654186
YDL068W	0.010128139
YDL069C	0.012009441
YDL070W	0.012945648
YDL071C	0.01264221
YDL072C	0.0
YDL073W	0.010862175
YDL074C	0.005429364
YDL075W	0.006579903
YDL076C	0.009351014
YDL077C	0.008671798
YDL078C	0.00962118
YDL079C	0.01037555
YDL080C	0.013209354
YDL081C	0.010309416
YDL082W	0.010569247
YDL083C	0.011832289
YDL085W	0.010829778
YDL086W	0.012953081
YDL088C	0.009917831
YDL089W	0.009247554
YDL090C	0.008749506
YDL091C	0.009340061
YDL093W	0.009399926
YDL094C	0.011098842
YDL095W	0.013557251
YDL096C	0.011499007
YDL099W	0.009989721
YDL100C	0.008506963
YDL101C	0.005154745
YDL104C	0.010705097
YDL106C	0.117283751
YDL107W	0.009414701
YDL109C	0.01115644
YDL110C	0.011609954
YDL112W	0.010472466
YDL113C	0.014178015
YDL114W	0.012147417
YDL115C	0.019880023
YDL116W	0.006813218
YDL117W	0.014830173
YDL118W	0.005747784
YDL119C	0.007394436
YDL121C	0.012184971
YDL122W	0.011032298
YDL123W	0.011619214
YDL124W	0.010754838
YDL125C	0.012145595
YDL127W	0.012702962
YDL128W	0.012084964
YDL129W	0.011893371
YDL130W	0.015049904
YDL130W-A	0.009335991
YDL131W	0.010973764
YDL133C-A	0.010205274
YDL133W	0.00900403
YDL134C	0.009131634
YDL135C	0.009584102
YDL136W	0.011903081
YDL137W	0.011752227
YDL138W	0.013178706
YDL142C	0.008846276
YDL144C	0.011580734
YDL146W	0.012067545
YDL149W	0.017187345
YDL151C	0.010683954
YDL154W	0.009487024
YDL155W	0.007361091
YDL156W	0.008915463
YDL157C	0.009861595
YDL159W	0.010267172
YDL160C	0.0
YDL161W	0.011351226
YDL162C	0.010915352
YDL167C	0.0
YDL168W	0.01241594
YDL169C	0.012392828
YDL170W	0.013800451
YDL171C	0.014628234
YDL172C	0.009757137
YDL173W	0.007582888
YDL174C	0.010520976
YDL175C	0.008985568
YDL176W	0.008118375
YDL177C	0.007337127
YDL178W	0.007808747
YDL179W	0.010852823
YDL180W	0.011595225
YDL181W	0.011943878
YDL182W	0.013889299
YDL183C	0.014221701
YDL184C	0.013439374
YDL185W	0.0
YDL186W	0.010387023
YDL187C	0.010873172
YDL188C	0.008295902
YDL189W	0.010171436
YDL190C	0.010220546
YDL191W	0.010958178
YDL192W	0.010019543
YDL194W	0.011301583
YDL197C	0.012229085
YDL198C	0.012351105
YDL199C	0.012948596
YDL200C	0.009184308
YDL201W	0.030418264
YDL202W	0.0
YDL203C	0.013813285
YDL204W	0.013844571
YDL206W	-0.00683908
YDL210W	0.013289616
YDL211C	0.012352292
YDL213C	0.012670549
YDL214C	0.011083427
YDL215C	0.012121606
YDL216C	0.011595507
YDL218W	0.014471276
YDL219W	0.016100584
YDL222C	0.02117865
YDL223C	0.009504966
YDL224C	0.014389123
YDL225W	0.009053829
YDL226C	0.008319793
YDL227C	0.011842718
YDL229W	0.009993751
YDL230W	0.009719102
YDL231C	0.011138688
YDL232W	0.011795645
YDL233W	0.01310504
YDL234C	0.013697493
YDL236W	0.016567205
YDL237W	0.0
YDL238C	0.015833855
YDL239C	0.010784219
YDL240W	0.0
YDL241W	0.008850526
YDL242W	0.008512598
YDL243C	0.009240335
YDR001C	0.01150019
YDR003W	0.010461748
YDR004W	0.003488624
YDR005C	0.012479913
YDR006C	0.0
YDR007W	0.009333539
YDR008C	0.012159488
YDR009W	0.013606327
YDR010C	0.008486861
YDR011W	0.008605047
YDR014W	0.007207419
YDR015C	0.012370097
YDR017C	0.007884573
YDR018C	0.011684145
YDR019C	0.010001025
YDR020C	0.01033171
YDR022C	0.0136671
YDR024W	0.011379854
YDR025W	0.016026054
YDR026C	0.011993012
YDR027C	0.00887961
YDR028C	0.00496066
YDR029W	0.010126765
YDR030C	0.010411443
YDR031W	0.011076315
YDR032C	0.01206856
YDR033W	0.012834223
YDR034C	0.011581964
YDR035W	0.01463615
YDR036C	0.014615994
YDR042C	0.015309582
YDR043C	0.012415071
YDR046C	0.008867885
YDR048C	0.009531814
YDR049W	0.009775763
YDR050C	0.009312919
YDR051C	0.012707971
YDR055W	0.011234047
YDR056C	0.010749786
YDR057W	0.011828749
YDR058C	0.009976983
YDR059C	0.01210716
YDR061W	0.012814883
YDR063W	0.012309192
YDR065W	0.009626039
YDR066C	0.012094604
YDR067C	0.011742855
YDR068W	0.012031674
YDR069C	0.01043418
YDR070C	0.013004218
YDR071C	0.011063505
YDR072C	0.012395886
YDR073W	0.012889512
YDR074W	0.009074699
YDR075W	0.006290953
YDR076W	0.003576122
YDR077W	0.014902349
YDR078C	0.008368264
YDR079W	0.012992151
YDR080W	0.010266852
YDR083W	0.013752721
YDR084C	0.011581392
YDR085C	0.011375044
YDR089W	0.012591141
YDR090C	0.012644513
YDR092W	0.004870323
YDR093W	0.012897373
YDR094W	0.012951917
YDR095C	0.013818542
YDR096W	0.014099545
YDR097C	0.009910114
YDR098C	0.009760824
YDR099W	0.013406838
YDR100W	0.01241233
YDR101C	0.010856691
YDR102C	0.011192564
YDR103W	0.012825401
YDR104C	0.012584069
YDR105C	0.014963226
YDR107C	0.013223768
YDR108W	0.012246977
YDR109C	0.015305671
YDR110W	0.012057423
YDR111C	0.012908958
YDR112W	0.013121781
YDR114C	0.010194463
YDR115W	0.009726281
YDR116C	0.008032881
YDR117C	0.01112736
YDR119W	0.012513807
YDR120C	0.01116163
YDR121W	0.01248737
YDR122W	0.013715935
YDR123C	0.012213797
YDR124W	0.013302477
YDR125C	0.014856147
YDR126W	0.0126125
YDR127W	0.003639987
YDR128W	0.011864813
YDR129C	0.01297119
YDR130C	0.010346924
YDR131C	0.013189058
YDR132C	0.012240282
YDR133C	0.011816547
YDR135C	0.014539542
YDR136C	0.012629312
YDR137W	0.013571667
YDR138W	0.0
YDR139C	0.010621795
YDR140W	0.011203301
YDR142C	0.011432343
YDR143C	0.007740981
YDR144C	0.010559882
YDR146C	0.01169017
YDR147W	0.011059725
YDR148C	0.008493396
YDR149C	0.01012494
YDR150W	0.010359066
YDR151C	0.009635356
YDR152W	0.01162349
YDR153C	0.01097028
YDR154C	0.012411807
YDR155C	0.011969917
YDR156W	0.012539417
YDR157W	0.012535396
YDR158W	0.009898636
YDR159W	0.01190486
YDR161W	0.01059268
YDR162C	0.009217892
YDR163W	0.012702657
YDR165W	0.010686022
YDR169C	0.010415223
YDR171W	0.011330004
YDR173C	0.011844341
YDR174W	0.00971268
YDR175C	0.015592515
YDR176W	0.011504728
YDR178W	0.015818667
YDR179C	0.013007969
YDR179W-A	0.012538544
YDR181C	0.009190747
YDR183W	0.01297398
YDR184C	0.011159259
YDR185C	0.010804411
YDR186C	0.01060986
YDR191W	0.010837433
YDR192C	0.011133568
YDR193W	0.01215466
YDR194C	0.013928704
YDR195W	0.008991661
YDR197W	0.013478949
YDR198C	0.01371967
YDR199W	0.010374502
YDR200C	0.008545932
YDR202C	0.011294798
YDR203W	0.010513619
YDR204W	0.012155121
YDR205W	0.011942108
YDR206W	0.012199146
YDR207C	0.005384365
YDR209C	0.010666436
YDR210W	0.011710119
YDR213W	0.012375894
YDR214W	0.013551484
YDR215C	0.014255775
YDR216W	0.008909214
YDR217C	0.007428045
YDR218C	0.010791704
YDR219C	0.010197337
YDR220C	0.011172302
YDR221W	0.010849746
YDR222W	0.01168844
YDR223W	0.010860588
YDR225W	0.011733448
YDR226W	0.00970678
YDR227W	0.010664997
YDR229W	0.013391014
YDR230W	0.013803409
YDR231C	0.009878208
YDR233C	0.008872035
YDR234W	0.01027744
YDR237W	0.009084471
YDR239C	0.011578374
YDR241W	0.012405774
YDR242W	0.010564589
YDR244W	0.01015572
YDR245W	0.0
YDR247W	0.008587198
YDR248C	0.00969175
YDR249C	0.008705574
YDR250C	0.005926168
YDR251W	0.010525644
YDR252W	0.011374583
YDR253C	0.005842273
YDR254W	0.01104408
YDR255C	0.009838246
YDR256C	0.009782498
YDR257C	0.012451721
YDR258C	0.010821334
YDR259C	0.010547362
YDR260C	0.008160689
YDR261C	0.00903154
YDR262W	0.009390419
YDR263C	0.009256534
YDR264C	0.009806774
YDR265W	0.008937194
YDR266C	0.01054571
YDR268W	0.0
YDR269C	0.009669464
YDR270W	0.01123179
YDR271C	0.01269997
YDR272W	0.010758027
YDR273W	0.010634791
YDR274C	0.008781204
YDR275W	0.00994046
YDR276C	0.010747463
YDR277C	0.010164751
YDR278C	0.010592909
YDR279W	0.009917728
YDR281C	0.00981273
YDR282C	0.011101874
YDR283C	0.0
YDR284C	0.01034851
YDR285W	0.010310624
YDR286C	0.010416508
YDR287W	0.011163534
YDR289C	0.007585442
YDR290W	0.008395392
YDR291W	0.010295967
YDR293C	0.008068314
YDR294C	0.010426306
YDR295C	0.010841751
YDR296W	0.0
YDR297W	0.010047202
YDR298C	0.007879504
YDR300C	0.0
YDR304C	0.011701153
YDR305C	0.010933371
YDR306C	0.010736168
YDR307W	0.011420906
YDR309C	0.010983662
YDR310C	0.014079376
YDR312W	0.011863052
YDR313C	0.010383824
YDR314C	0.009930699
YDR315C	0.00879497
YDR316W	0.010094858
YDR317W	0.014396839
YDR318W	0.010846418
YDR319C	0.011818627
YDR320C	0.009890676
YDR321W	0.01142227
YDR322W	0.015116881
YDR323C	0.00984694
YDR326C	0.01046467
YDR329C	0.009244927
YDR330W	0.010348264
YDR332W	0.011942889
YDR333C	0.011212823
YDR334W	0.008555619
YDR335W	0.009789365
YDR336W	0.012272194
YDR337W	0.012440271
YDR338C	0.014084177
YDR340W	0.01276521
YDR344C	0.012899546
YDR345C	0.014622876
YDR346C	0.012392615
YDR347W	0.011813554
YDR348C	0.009788239
YDR349C	0.011153977
YDR350C	0.007658823
YDR351W	0.011863546
YDR352W	0.011645533
YDR354W	0.009079474
YDR357C	0.013660864
YDR358W	0.011662245
YDR359C	0.010733624
YDR360W	0.013033114
YDR363W	0.008691276
YDR363W-A	0.009337549
YDR364C	0.003512746
YDR368W	0.011400681
YDR369C	0.002192052
YDR370C	0.012433712
YDR371W	0.011867961
YDR372C	0.011574316
YDR374C	0.012329382
YDR375C	0.011855262
YDR377W	0.012181386
YDR378C	0.009916089
YDR379W	0.012332115
YDR380W	0.014141951
YDR382W	0.017146564
YDR383C	0.014165492
YDR384C	0.016809042
YDR385W	0.011716574
YDR386W	0.004494632
YDR387C	0.013606467
YDR388W	0.010211911
YDR389W	0.0171667
YDR391C	0.01526863
YDR392W	0.011534898
YDR393W	0.011052719
YDR395W	0.015006462
YDR399W	0.015109633
YDR400W	0.010643366
YDR401W	0.013693208
YDR402C	0.013898332
YDR403W	0.013514302
YDR405W	0.010256292
YDR406W	0.013839514
YDR408C	0.013456555
YDR409W	0.011541538
YDR410C	0.013651076
YDR411C	0.014494672
YDR414C	0.011442431
YDR415C	0.013767242
YDR417C	0.006863479
YDR418W	0.009846932
YDR419W	0.011925716
YDR420W	0.015340811
YDR421W	0.015360345
YDR422C	0.01331219
YDR423C	0.014329184
YDR424C	0.010848023
YDR425W	0.01416584
YDR426C	0.013206987
YDR428C	0.014076937
YDR430C	0.013418934
YDR431W	0.012554297
YDR432W	0.007417564
YDR433W	0.01168497
YDR435C	0.011955123
YDR436W	0.016266935
YDR438W	0.011929473
YDR439W	0.011034526
YDR440W	0.0
YDR441C	0.012039703
YDR442W	0.011691242
YDR443C	0.009305048
YDR444W	0.011782594
YDR445C	0.013963167
YDR446W	0.009089166
YDR447C	0.009914365
YDR448W	0.010727318
YDR450W	0.010662061
YDR451C	0.010643643
YDR452W	0.010317208
YDR453C	0.010949865
YDR455C	0.010546118
YDR456W	0.011145921
YDR457W	0.014799023
YDR458C	0.01213799
YDR459C	0.009303157
YDR461W	0.01126696
YDR462W	0.009589309
YDR463W	0.012590392
YDR465C	0.011440915
YDR466W	0.011315848
YDR467C	0.011612365
YDR469W	0.011364365
YDR470C	0.007894768
YDR471W	0.01268725
YDR475C	0.010786463
YDR476C	0.011742172
YDR477W	0.009325881
YDR479C	0.00960133
YDR480W	0.009667645
YDR481C	0.010014561
YDR482C	0.010122001
YDR483W	0.011750466
YDR484W	0.008511985
YDR485C	0.008312045
YDR486C	0.013674868
YDR488C	0.013662233
YDR490C	0.014082098
YDR491C	0.013024963
YDR492W	0.011193809
YDR493W	0.012328615
YDR494W	0.009055446
YDR495C	0.008466973
YDR496C	0.009961239
YDR497C	0.009835934
YDR500C	0.007142853
YDR501W	0.010904747
YDR502C	0.013163558
YDR503C	0.011389861
YDR504C	0.012181468
YDR505C	0.011947192
YDR506C	0.0131124615
YDR507C	0.013579202
YDR508C	0.010296116
YDR509W	0.009907127
YDR511W	0.008903475
YDR512C	0.004215728
YDR513W	0.010194256
YDR514C	0.012577524
YDR515W	0.011273783
YDR516C	0.012786541
YDR517W	0.013339123
YDR518W	0.015645168
YDR519W	0.012546504
YDR520C	0.0
YDR521W	0.0
YDR522C	0.012177622
YDR523C	0.011610651
YDR524C	0.009272403
YDR525W	0.00973731
YDR525W-A	0.012316885
YDR528W	0.009243776
YDR529C	0.009310138
YDR530C	0.009614351
YDR532C	0.007201807
YDR533C	0.01075712
YDR534C	0.013001875
YDR535C	0.012458367
YDR536W	0.009691315
YDR537C	0.009956441
YDR538W	0.009453196
YDR539W	0.010311341
YDR540C	0.011174054
YDR541C	0.010869059
YEL001C	0.013348171
YEL003W	0.01302048
YEL004W	0.012646184
YEL005C	0.013847589
YEL006W	0.014133922
YEL007W	0.015345041
YEL008W	0.012020259
YEL009C	0.013822433
YEL010W	0.01509225
YEL011W	0.01192259
YEL012W	0.012147091
