orf	hom | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012	het | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012
YBR067C	0.17590514650872893	-0.0628321693486145
YBR068C	0.2139906462825205	-0.01350224179631035
YBR069C	0.6917392732247502	-0.12585224384518456
YBR070C		-0.3796921501344576
YBR071W	0.006031599522983569	-0.8867929403899456
YBR072W	0.4105268765589713	-0.8174624353816994
YBR073W	0.07583790749959261	-0.45758406544141766
YBR074W	-0.05200968642958537	0.005525854233488735
YBR076W	-0.08175039172127263	0.14547273560306978
YBR077C	-1.2832783478818535	0.0006562894130460881
YBR078W		0.651838192335235
YBR079C		0.025045627854047545
YBR080C		0.2023207160757953
YBR081C		1.9022481392978392
YBR082C		-0.050367427585008
YBR083W	0.06801524354490913	-0.9451193556584796
YBR084C-A	-1.195621547361654	-0.6920005282983225
YBR084W	0.43314638848639614	0.22800276596712687
YBR085W		-0.19124089889958026
YBR086C		-0.20488204326435386
YBR087W		-0.023333090347222123
YBR088C		-0.12384950118892979
YBR089W		-0.5020124919968522
YBR090C	0.09512374515660933	-0.39817797556653295
YBR091C		-3.8097317815142966
YBR092C	0.8666412108504212	0.18241470793185607
YBR093C	0.07067010567042546	0.18086843278203912
YBR094W	0.07642934080638887	-0.6261552082928409
YBR095C		-0.8768720939646477
YBR096W	-0.00505591887438917	0.33028064166992394
YBR097W		-0.5963828373343681
YBR098W	-0.07708015148422104	0.4933105125456312
YBR099C	-0.23414287545907794	0.43572843728323196
YBR101C	0.33546120266938567	-7.434026944954726
YBR102C		0.029566918002531365
YBR103W	-0.1938735071119292	-0.711066773791118
YBR104W	0.2320622267058151	0.5696282844969816
YBR105C	-0.22306412610800197	
YBR106W	-2.3851176187271346	-0.026138405424517907
YBR107C	-0.028323867122480435	0.07259369653170929
YBR108W	-0.0055346635885367	-0.055520951928032934
YBR109C		-1.1548173099162302
YBR110W		-2.090314340845977
YBR111C		-1.092957574547724
YBR112C		-2.121497178488473
YBR113W	-0.09743437167539731	-2.7293542394831563
YBR114W	0.28836036086711303	-0.4850108974983605
YBR115C		-0.32881684260596744
YBR116C	0.26125066248155543	0.7225171238103182
YBR117C		-0.315004675453135
YBR118W		0.5732839294457147
YBR119W	0.17327125834164936	-2.5212855334637534
YBR120C	0.2459898192176374	0.4684253657282364
YBR121C		0.05072538938666497
YBR123C		-3.1603695289255938
YBR124W		0.9671558021297056
YBR125C	0.1985898633712507	-0.3983864950192157
YBR126C	12.07518144199535	0.9601589068944097
YBR127C	-0.3707937447861669	0.15603823266068004
YBR128C	0.06902298678360087	0.14120555097620727
YBR129C	0.7771326986650712	-0.015161835812933832
YBR130C	0.4062347707097047	-0.06578691711237629
YBR131W	0.8674739089197576	-0.038970087206013894
YBR132C		0.037633965305693566
YBR133C	-1.2429645896879424	-6.342723077371272
YBR134W	-0.8480686780719653	-0.18579754691305003
YBR135W		-0.9911999003537787
YBR136W		0.20285151405212734
YBR137W	0.060290293468125804	0.38948085913296976
YBR138C	0.4459376925089292	0.7436401591401065
YBR139W	0.4386839707279863	1.2422833883064603
YBR140C		-1.547388033451348
YBR141C	0.4163751235851037	-0.32112475257850764
YBR142W		-0.5875900685472066
YBR143C		-0.8407257225912349
YBR144C	0.5726851185202803	-0.08263357448475613
YBR145W	0.12177205998081075	-0.2563950964759318
YBR146W	-0.008056704492352934	-0.021878309680743366
YBR147W	-0.2112633702011352	0.3029127703523091
YBR148W	0.00033366793128927996	-0.24065164315817122
YBR149W	0.003485545630329767	0.6551889595481534
YBR150C	0.9366775316841612	0.4301141123277407
YBR151W	0.7112533189702671	0.5002954662751079
YBR152W		0.11766863796041706
YBR153W		0.12249727205065519
YBR154C		-2.7340883388552952
YBR155W		-0.23556202192411632
YBR156C	-2.1652274766036794	-5.28369554558929
YBR157C	0.08539442397772805	0.28389501336784667
YBR158W	0.6473126952799323	-0.7698183679983036
YBR159W	1.1198931200054707	0.1616114182971179
YBR160W		-0.4963559964353353
YBR161W	0.07881923732418857	0.2755788432695614
YBR162C	1.4053918929766693	-0.039411504706486446
YBR162W-A	0.3986903050211393	0.39421147408463025
YBR163W	-0.6670437129462942	0.2723294294324364
YBR164C	-0.14564338467189702	-0.29042533271394116
YBR165W		0.2905761575972889
YBR166C		0.1750593203831677
YBR167C		-0.4329024505041133
YBR168W	-3.7378255846723065	-0.06949900928862496
YBR169C	0.01827845173190322	-0.142681724273631
YBR170C	0.28877894316060054	-0.15083000589147685
YBR171W	-2.7330182759228507	-0.011970696644778178
YBR172C	0.20186772035952982	-0.023487735127917384
YBR173C	-0.06485526346318923	-3.7595859130290132
YBR174C	-1.5381196323182733	0.13263106450358297
YBR175W	-2.4188967349855104	-1.0828926048271739
YBR176W	0.8558130642645877	0.43695035113796465
YBR177C	-0.024206187926993767	-0.029388017135871605
YBR178W	0.0302121756038852	-0.5576492214637995
YBR179C	-0.6452380704949506	-0.1578204907294811
YBR180W	0.013102739719816367	0.004797241979284332
YBR181C	0.5610519595715107	-0.462501985886699
YBR182C	0.09666381321340761	-0.4911113182643454
YBR183W	0.7532056265102	0.20375833139305674
YBR184W	-0.039682069523728034	0.11008523187984491
YBR185C	-0.40417423429753807	-0.3451798893416485
YBR186W	0.08570930269247178	0.7315937860292197
YBR187W	0.49877056762249405	-2.531166532849877
YBR188C	0.349917673317986	0.5418321977224069
YBR189W	1.3474909941424025	0.042089920175333306
YBR190W		-4.62722107835451
YBR191W	-0.9237352969197938	-4.215724555129463
YBR192W		-0.26104747373194653
YBR193C		0.22107710307065628
YBR194W		0.050282868933373866
YBR195C	-0.48401627324394214	0.09804370607526298
YBR196C		-0.3323237735632047
YBR197C	0.4027752376678074	0.19535214220414207
YBR198C		4.033874481650927
YBR199W	0.11370769599057329	0.316665314509275
YBR200W	0.05428274477572853	-0.7482025464516423
YBR201W	0.41340417948740127	0.38426690431404564
YBR202W		-4.7468334038862166
YBR203W	0.7047231833103869	0.11236411270564069
YBR204C	0.04698274798716173	-0.1417067001083193
YBR205W	0.024890537301825968	-0.3335687616513025
YBR206W	0.03600925825271754	-0.41420109497457264
YBR207W	0.11427454224114991	-0.3141010838279671
YBR208C	-0.7613565146667449	-1.7022877790341375
YBR209W		-0.40131215309529233
YBR210W	0.017988181531616965	0.12821997696890697
YBR211C		0.4835879741626401
YBR212W	0.27650240349551153	0.09365240190357016
YBR213W	0.4522057151797463	0.21249572566670993
YBR214W	0.29698496835069027	0.2813740250558882
YBR215W	-1.9161260067901418	-0.4869358040397653
YBR216C	0.25831351764163163	0.949633367404846
YBR217W	0.6122689243532267	0.2035284506796777
YBR218C	0.15124560577123405	-0.22279677077991022
YBR219C	0.3886921793708742	0.563379609615394
YBR220C	-0.020212999014346967	-0.036490584259578684
YBR221C	-1.6520074140909402	0.32288541929777653
YBR222C	-0.27941713166243304	-0.03582786807623585
YBR223C	-0.06913202874488887	-0.06686856725080231
YBR224W	0.37019471901672635	0.6647077158800458
YBR225W	0.40547455025096096	0.33647477929469954
YBR226C	0.051972117993062096	0.7355591704167471
YBR227C	0.32594793143212814	-0.3711084482251683
YBR228W	0.016626725543783232	0.012414870957884919
YBR229C	0.08967406679028644	0.7057707620391617
YBR230C	0.15701214984844467	-0.14653262156006722
YBR231C	-0.7728030174852217	0.6651225813057425
YBR232C	-0.0888256600198365	-0.06667425254893444
YBR233W	0.019690637148599505	0.05779581472730202
YBR234C		0.04417586448414917
YBR235W	0.4748037043124484	-0.5605313419173718
YBR236C		0.650810128456108
YBR237W		-0.5735908312853918
YBR238C	-0.68501097187209	0.5027964440404654
YBR239C	0.04457905716964306	0.17848274075564916
YBR240C	-0.3555670506390128	0.443472230330652
YBR241C	0.35226825437933723	0.46791714276831486
YBR242W	0.10665417611478928	0.3899328202796714
YBR243C		1.0705618631033482
YBR244W	0.002109748804806666	0.1702197340123143
YBR245C	0.0539629602912243	0.9069857132907693
YBR246W	1.0776486701222459	0.6110809344169107
YBR247C		-0.5500390739925963
YBR248C	0.18909238569372291	0.7066642707418286
YBR249C	0.0068893116692338675	0.011328920300583967
YBR250W	0.110884189736506	0.014228088430112279
YBR251W	-3.34856619495425	-0.43873497012395557
YBR252W		-0.571369656593918
YBR253W		-0.20995452602781847
YBR254C		-0.2896201487860219
YBR255W	0.15338162406296532	0.3541477749994475
YBR256C		-0.21105942308517534
YBR257W		-1.9219713814800479
YBR258C	0.12780006706966474	0.4098412630094
YBR259W	0.1510983447299714	-0.6460229827303218
YBR260C	-0.0676532692607065	0.0330150045017172
YBR261C	-0.13832031379625473	0.2784060026826653
YBR262C	0.04715123895343193	0.36189086512342356
YBR263W	0.026183349740792432	0.300843272068774
YBR264C	0.4172128217920135	1.2413519406615803
YBR265W		-3.4438183292071103
YBR266C	-5.33209021378047	-3.573584772622244
YBR267W	-2.8920382373589533	-1.8244445220968963
YBR268W	-5.156374257576607	0.11282025883265286
YBR269C	1.0491089612797317	0.3339302033792484
YBR270C	0.518324601201028	1.9400808390586566
YBR271W	0.8953535451784854	3.3028555906231536
YBR272C	1.114396515530834	-1.9393693940167855
YBR273C	-0.036153550781241904	-0.14807780221893688
YBR275C	-0.8488089070703451	-0.46255667329577904
YBR276C	-0.28063402838106316	0.3579202564960451
YBR277C	-2.2230458246917184	2.206168847136787
YBR278W	-1.7721819413408066	1.534670595775322
YBR279W	-0.8642594420916334	-0.019499450238232425
YBR280C	1.1371861837362416	0.1941555531301037
YBR281C	2.0198774851161896	1.8806309261867
YBR282W		1.7744501182491
YBR283C	-3.0831039939610463	2.40074737043171
YBR284W	0.38987673986191673	1.85432942241452
YBR285W	0.177977140542495	1.2162601120341698
YBR286W	1.0691352093907787	2.3650396527453936
YBR287W	0.06157693760619587	0.04397921742909484
YBR288C	0.0732742808311609	-0.09298881490556377
YBR289W	-0.7502944841785669	2.274073713054744
YBR290W	1.4750473799493848	4.369626814486817
YBR291C	0.6815677988190595	1.6480602586044333
YBR292C	0.37028270052720336	1.5957275673783695
YBR293W	-0.1443911585127229	2.134061063406477
YBR294W	-0.2034547869352996	-0.6087929386028712
YBR295W	1.4630169272197253	2.1216117991257053
YBR296C	0.48510764338924334	1.5935674681562615
YBR297W	-0.3081139795167662	3.676566699619823
YBR298C	2.119996168187354	2.874248613256047
YBR299W	0.9162055932666359	-1.049918195241844
YBR300C	0.45598432664682936	0.22052019584509863
YBR301W	-0.05771437455157256	-0.5899280640328365
YCL001W	0.33229151723224876	-1.6114681705027867
YCL001W-A	1.5542560848245335	1.8552506316080246
YCL002C	0.8826736674213927	-0.005256819843619902
YCL004W		0.06262541871687734
YCL005W	0.17880792581557667	0.016969612825054523
YCL007C	-1.124675799289854	1.0444058593981291
YCL008C	1.4352585164203047	-0.014453530999368318
YCL009C	-0.10998629223385	-0.3606413473300556
YCL010C	-0.2670110171781546	-0.6401597526581103
YCL011C	-0.14408286566833653	0.9330892953367664
YCL014W	0.21884439644579035	-2.1527977668627867
YCL016C	0.8700865852169106	0.0404954996922433
YCL017C		-0.2777184800385917
YCL022C	-0.437053627878133	-0.8429441173219775
YCL023C	-0.027318574018092328	0.6673481899231876
YCL024W	0.07145123916251353	-2.102680859637137
YCL025C	0.024787248701276233	-1.1281702118851642
YCL026C-A	-0.1790221317504903	0.5705661529647478
YCL027W	-0.22544021575577425	-1.3382267723882952
YCL028W	0.11877466866306034	-0.7646310840063587
YCL029C	-1.5803590873971276	-1.2440540421580921
YCL030C	0.11969757248809905	-2.444733703468263
YCL032W	0.27614776994381235	-1.5287628421553379
YCL033C	-0.0490126430054425	-1.0341933090628495
YCL034W	0.016289434627090704	-3.3976947679571694
YCL035C	0.7081768345735165	0.5194391578647991
YCL036W	0.9398711552410174	-3.926815040300813
YCL037C	1.3510644668539167	0.6557593039246173
YCL038C	0.35091807214659215	-0.015294696153975995
YCL039W	-0.04696831638316906	-0.5919467910709723
YCL040W	-0.02361632370042453	0.14187155642503327
YCL041C		0.03193499100342707
YCL042W	0.8231504442071221	-1.0051931110254986
YCL043C		-1.941736181523196
YCL044C	-0.15948887410502907	-0.8274218660666728
YCL045C	-0.03541573771960177	-1.569075506860565
YCL046W	0.4780715680249214	-0.4170121683208335
YCL047C	-0.4316688784195082	-0.02668094778506853
YCL048W	0.09867959607066366	-0.025270182447654433
YCL049C	0.0104406439883796	-1.1123314392903365
YCL050C	-0.2721666912859426	0.249832682648416
YCL051W	0.6766668650661044	-0.23645376479625788
YCL052C		-0.4217228035423268
YCL054W		-1.4042178414647373
YCL055W	-0.19516321434328246	-1.6791615387764025
YCL056C	0.14405106793284414	-0.7141408085008013
YCL057W	1.121937839310576	-0.7014525584958217
YCL058C	0.884547048495663	-0.127302353960986
YCL059C		-0.04459461441489637
YCL061C	-3.174835217366631	-1.4067564935724175
YCL063W	-1.7947782161440695	-1.9748667799820516
YCL064C	-0.06673328498090073	-1.4128350501309235
YCL069W	-0.33956589203314863	-1.0104563239816613
YCL076W	-0.17756077811010787	-0.739790161250514
YCR001W	0.19816566249886278	-1.3856418782886266
YCR002C		-2.77802876270478
YCR003W	-2.8959198985433066	-0.308165292703873
YCR004C	-0.26419794673650365	-0.5666107590380112
YCR005C	0.1555258196029771	-0.9063151778055367
YCR006C	0.8342447478610722	-6.25305454420111
YCR007C	0.25459801480888755	-0.9159121450534328
YCR008W	0.3552934269460886	-0.6637786843803339
YCR009C	3.224795560345003	-1.1762778017775828
YCR010C	-0.20463715563412124	-0.557847131233729
YCR011C	0.40937783321314575	-1.9445426201181542
YCR012W		-0.0343188094902722
YCR013C		-0.09543512930773707
YCR014C	0.15793758967937635	-0.8351354289678947
YCR015C	0.4357556672812437	-0.0002773920843613664
YCR016W	-0.30953328185127854	-0.9464018890225724
YCR017C	-1.1282068063458401	-0.635213531360625
YCR019W	0.1474854803867938	-1.132162445266833
YCR020C	-0.1417620070676545	-0.9240727743575347
YCR020C-A	-1.0287498724716506	-0.315084209243708
YCR020W-B	-0.3394898389884497	0.8475017712587141
YCR021C	0.04709669194909788	-0.548717251297274
YCR022C	0.1094323416698406	-0.3150806997484163
YCR023C	-0.494052652208371	-0.5644516351267321
YCR024C	-3.08545248229986	1.6997438880426963
YCR024C-A	1.9262000977941733	0.9484708444440795
YCR025C	0.5667542791624106	0.7467798002931922
YCR026C	0.5580421275238123	2.1729329609060968
YCR027C	1.8912100788193669	1.5172891587505506
YCR028C	-3.75218612626855	1.1235884641455844
YCR028C-A	-3.0473850910568565	-1.2262518346717552
YCR030C	-0.006525835519895005	-0.219790188508553
YCR031C	-0.294390491486304	2.1651458833286132
YCR032W	0.10488917129353192	0.5051077939749619
YCR033W	-0.09777507111622101	-0.13264854616434363
YCR034W	1.5044130825492534	3.483997139469254
YCR035C		-4.1815360498997
YCR036W	0.9685492952057188	9.056497756432963
YCR037C	0.19505422280184267	2.32399828456651
YCR043C	-0.10546080078989052	0.8998187007775621
YCR044C	1.54495787048561	2.8709061298468335
YCR045C	0.8123294883968472	0.7543481543928627
YCR046C		0.28268760723687675
YCR047C	-1.1869832165009928	-0.05591335438524656
YCR048W	-0.2599056111633779	0.40508389168448145
YCR049C	1.6864032358070273	0.8584767717667073
YCR050C	1.885670932122715	2.4433974600305035
YCR051W	-0.3253426101208403	1.8711735575284731
YCR052W		-1.3999774419805044
YCR053W	0.622414578382178	0.5454258336714314
YCR054C		-0.29552812994289407
YCR057C		-1.0720611919466625
YCR059C	0.6146582048508856	0.8886685815232549
YCR060W	-0.26468474317655005	0.4591629035057456
YCR061W	1.4645670088164044	0.3909982172289877
YCR063W	-0.21839041360478229	1.4444845157904111
YCR064C		0.8929476718663474
YCR065W	-1.5364022799893646	2.14909059955041
YCR066W	-1.0142277564228175	1.199617359023345
YCR067C	0.30004605543556057	0.33747054389845815
