ORF	hom | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012	het | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012
YNL257C	0.271	-0.128
YNL258C	NaN	0.078
YNL259C	0.923	0.326
YNL260C	NaN	0.208
YNL261W	NaN	0.044
YNL262W	NaN	0.548
YNL263C	NaN	-0.190
YNL264C	0.167	-0.349
YNL265C	1.581	0.213
YNL266W	0.413	-0.093
YNL267W	NaN	-0.460
YNL268W	0.772	0.820
YNL269W	-0.025	0.041
YNL270C	0.620	-0.012
YNL271C	-5.907	-0.017
YNL272C	NaN	-0.080
YNL273W	-0.446	-0.573
YNL274C	-0.036	-0.034
YNL275W	1.676	0.434
YNL276C	NaN	0.004
YNL277W	NaN	-0.038
YNL278W	0.010	0.047
YNL279W	0.064	-0.018
YNL280C	NaN	0.530
YNL281W	0.087	1.008
YNL282W	NaN	-0.545
YNL283C	-0.233	-0.361
YNL284C	-4.079	-0.535
YNL285W	0.004	-0.128
YNL286W	0.519	0.023
YNL287W	NaN	-2.477
YNL288W	0.608	1.899
YNL289W	-0.649	-0.084
YNL290W	NaN	0.486
YNL291C	0.009	0.617
YNL292W	-0.052	0.441
YNL293W	0.533	0.342
YNL294C	1.772	0.669
YNL295W	0.020	-0.188
YNL296W	4.735	0.063
YNL297C	-2.025	-0.100
YNL298W	NaN	-0.459
YNL299W	0.289	0.020
YNL300W	-0.271	-0.007
YNL301C	-0.301	0.180
YNL302C	NaN	-5.613
YNL303W	0.039	0.530
YNL304W	0.018	0.368
YNL305C	0.002	0.219
YNL306W	NaN	0.341
YNL307C	-0.799	-0.067
YNL308C	NaN	0.017
YNL309W	NaN	0.693
YNL310C	NaN	-0.243
YNL311C	-0.132	-0.337
YNL312W	NaN	0.027
YNL313C	NaN	0.123
YNL314W	-0.003	0.002
YNL315C	-0.172	-0.400
YNL316C	-0.506	-0.228
YNL317W	NaN	-1.328
YNL318C	-0.270	-0.202
YNL319W	-0.127	-0.191
YNL320W	NaN	0.977
YNL321W	0.087	0.324
YNL322C	0.083	-0.193
YNL323W	4.843	0.870
YNL324W	2.305	0.252
YNL325C	0.437	0.373
YNL326C	0.255	-0.809
YNL327W	-0.190	-1.088
YNL328C	-0.269	0.009
YNL329C	-0.131	-0.037
YNL330C	NaN	-0.022
YNL331C	NaN	5.228
YNL332W	0.074	0.669
YNL333W	-0.345	-0.256
YNL334C	-0.817	-0.020
YNL335W	-1.235	-0.477
YNL336W	-0.483	-0.521
YNL338W	-0.642	-0.171
YNL339C	-0.835	-0.440
YNR001C	-0.131	-2.545
YNR002C	0.012	0.026
YNR003C	NaN	-0.874
YNR004W	-2.626	-0.142
YNR005C	1.631	0.313
YNR006W	1.133	0.684
YNR007C	0.050	-0.289
YNR008W	-0.786	0.398
YNR009W	0.351	0.205
YNR010W	NaN	0.713
YNR011C	NaN	0.938
YNR012W	-1.650	0.669
YNR013C	-0.284	-0.227
YNR014W	-0.013	-0.371
YNR015W	-0.069	0.508
YNR016C	NaN	0.314
YNR017W	NaN	-0.247
YNR018W	-0.226	-0.017
YNR019W	0.198	0.229
YNR020C	-0.898	0.319
YNR021W	0.007	0.194
YNR022C	NaN	1.740
YNR023W	NaN	2.981
YNR024W	-0.069	-0.175
YNR025C	-0.444	-0.885
YNR026C	NaN	0.635
YNR027W	0.564	0.050
YNR028W	0.202	-1.297
YNR029C	-0.191	0.105
YNR030W	0.512	1.297
YNR031C	-0.020	-0.332
YNR032C-A	0.107	0.529
YNR032W	0.839	0.569
YNR033W	0.442	0.068
YNR034W	0.070	-0.099
YNR035C	NaN	0.729
YNR036C	-0.683	0.267
YNR037C	-1.472	-0.211
YNR038W	NaN	-0.658
YNR039C	0.029	0.075
YNR040W	-0.079	-0.148
YNR041C	-0.968	0.967
YNR042W	-0.196	0.483
YNR043W	NaN	1.551
YNR045W	0.007	0.093
YNR046W	NaN	-0.523
YNR047W	NaN	2.598
YNR048W	0.377	0.109
YNR049C	0.096	0.604
YNR050C	NaN	-0.037
YNR051C	10.520	2.272
YNR052C	6.984	9.627
YNR053C	NaN	-0.512
YNR054C	NaN	0.175
YNR055C	0.241	0.720
YNR056C	0.168	0.580
YNR057C	-0.001	-1.023
YNR058W	0.067	1.076
YNR059W	-0.007	0.893
YNR060W	-0.173	-0.755
YNR061C	0.246	-0.151
YNR062C	0.348	0.381
YNR063W	0.286	0.844
YNR064C	-0.313	0.257
YNR065C	-0.095	0.085
YNR066C	-0.054	1.428
YNR067C	-0.024	0.224
YNR068C	NaN	1.485
YNR069C	-0.031	-0.308
YNR070W	-0.491	0.049
YNR071C	-0.030	0.123
YNR072W	-0.215	-1.996
YNR073C	0.131	-0.056
YNR074C	NaN	-0.295
YNR075W	-0.404	0.018
YOL001W	3.313	0.855
YOL002C	0.454	-0.401
YOL003C	-1.157	-0.049
YOL004W	1.607	-0.088
YOL005C	NaN	-0.471
YOL006C	-2.665	0.613
YOL007C	-0.068	0.059
YOL008W	-0.422	-1.207
YOL009C	-1.654	-0.497
YOL010W	NaN	-0.701
YOL011W	0.605	-0.354
YOL012C	-0.645	1.471
YOL013C	0.295	-0.745
YOL013W-B	1.256	0.187
YOL014W	-0.048	-0.076
YOL015W	-0.180	-0.566
YOL016C	0.658	0.087
YOL017W	0.309	-1.154
YOL018C	1.966	-0.333
YOL019W	0.374	-4.897
YOL020W	-1.215	-0.429
YOL021C	NaN	-10.467
YOL022C	NaN	0.447
YOL023W	-1.252	0.227
YOL024W	-0.183	-0.318
YOL025W	0.958	-0.162
YOL026C	NaN	0.252
YOL027C	-0.050	0.905
YOL028C	0.947	-0.018
YOL029C	0.028	0.396
YOL030W	0.500	0.086
YOL031C	0.055	0.781
YOL032W	0.018	0.321
YOL033W	-1.347	0.057
YOL034W	NaN	-0.488
YOL035C	0.980	0.226
YOL036W	-0.098	-0.273
YOL037C	0.212	0.415
YOL038W	NaN	-1.505
YOL039W	-2.963	-0.345
YOL040C	NaN	-0.146
YOL041C	-1.834	-0.446
YOL042W	0.209	-0.115
YOL043C	-0.324	-0.119
YOL044W	0.014	-0.001
YOL045W	0.200	-0.387
YOL046C	0.375	0.833
YOL047C	-0.083	0.152
YOL048C	0.102	0.132
YOL049W	-0.144	0.142
YOL050C	0.957	0.238
YOL051W	NaN	0.430
YOL052C	-0.024	NaN
YOL053W	0.411	0.287
YOL054W	-1.600	0.136
YOL055C	0.016	0.192
YOL056W	0.684	1.231
YOL057W	0.091	0.396
YOL058W	0.682	-0.618
YOL059W	0.011	-0.008
YOL060C	-0.118	-0.767
YOL061W	0.545	0.621
YOL062C	0.338	-0.072
YOL063C	0.023	-0.429
YOL064C	-1.155	0.214
YOL065C	0.072	-0.221
YOL066C	NaN	-0.057
YOL067C	-0.205	2.111
YOL068C	0.841	-0.023
YOL069W	NaN	-0.325
YOL070C	-0.021	-0.109
YOL071W	-0.008	-0.072
YOL072W	2.953	-0.692
YOL075C	-0.166	-0.031
YOL076W	NaN	0.102
YOL077C	NaN	-2.503
YOL078W	NaN	0.168
YOL079W	0.115	-0.085
YOL080C	0.163	-0.118
YOL081W	-1.738	-1.082
YOL082W	0.492	-0.334
YOL083W	-0.003	-0.315
YOL084W	0.044	-0.163
YOL085C	-0.050	0.239
YOL086C	NaN	0.362
YOL087C	1.841	0.685
YOL088C	0.401	-0.058
YOL089C	1.798	-0.201
YOL090W	1.030	2.262
YOL091W	0.456	-0.015
YOL092W	-0.005	0.062
YOL093W	-0.708	-0.568
YOL094C	NaN	-0.034
YOL095C	-2.496	-0.029
YOL096C	1.788	0.369
YOL097C	NaN	-0.171
YOL098C	0.021	-0.341
YOL099C	0.703	0.174
YOL100W	1.246	0.008
YOL101C	0.798	0.163
YOL102C	NaN	-0.007
YOL103W	0.468	-0.579
YOL104C	0.421	-0.354
YOL105C	0.433	2.468
YOL106W	0.340	-0.142
YOL107W	0.404	-0.808
YOL108C	0.756	0.224
YOL109W	-0.116	-0.824
YOL110W	-0.003	0.057
YOL111C	1.046	-0.070
YOL112W	0.989	0.681
YOL113W	0.887	-0.080
YOL114C	-0.365	1.438
YOL115W	-0.152	-0.780
YOL116W	-0.115	-0.469
YOL117W	0.125	-0.514
YOL118C	0.762	-0.104
YOL119C	0.059	-0.826
YOL120C	NaN	-4.486
YOL121C	-2.755	-1.282
YOL122C	0.060	-0.132
YOL123W	NaN	0.667
YOL124C	0.411	0.066
YOL125W	NaN	0.735
YOL126C	-0.117	-0.134
YOL128C	0.858	0.152
YOL129W	0.013	-0.353
YOL130W	NaN	0.609
YOL131W	0.010	0.145
YOL132W	-0.016	-0.246
YOL133W	NaN	-0.462
YOL134C	NaN	-0.652
YOL135C	NaN	0.224
YOL136C	0.496	0.319
YOL137W	-0.110	-0.362
YOL138C	0.066	-0.028
YOL139C	NaN	-1.947
YOL141W	-0.023	-0.081
YOL143C	NaN	0.144
YOL144W	NaN	0.983
YOL146W	NaN	0.219
YOL147C	-0.231	0.506
YOL148C	NaN	0.940
YOL149W	NaN	-0.574
YOL150C	0.285	0.174
YOL151W	-0.124	-0.236
YOL152W	-0.099	0.215
YOL155C	0.004	0.635
YOL158C	-0.671	-0.158
YOL159C	-0.040	-0.023
YOL160W	-0.098	-0.179
YOL162W	-0.316	-0.093
YOL163W	-0.347	-0.260
YOL166C	NaN	-0.721
YOR001W	-3.921	-3.897
YOR002W	-0.392	-0.850
YOR003W	0.313	-0.854
YOR004W	NaN	0.172
YOR005C	0.100	2.030
YOR006C	-0.687	-0.417
YOR007C	0.321	0.007
YOR008C	-4.688	0.383
YOR008C-A	-0.060	-1.414
YOR009W	0.362	-0.629
YOR010C	0.449	-0.399
YOR011W	-0.104	-0.446
YOR012W	-0.040	-0.510
YOR013W	-0.280	0.051
YOR014W	-0.778	-0.158
YOR015W	0.352	-0.529
YOR016C	0.042	0.427
YOR017W	-0.530	0.243
YOR018W	-0.125	0.008
YOR019W	0.009	0.154
YOR020C	NaN	-0.903
YOR021C	-0.021	-0.407
YOR022C	-0.559	0.435
YOR023C	0.352	-0.448
YOR024W	-0.017	-0.632
YOR025W	-0.527	0.248
YOR026W	NaN	-2.297
YOR027W	-0.315	-0.185
YOR028C	1.130	-0.337
YOR029W	0.472	-0.438
YOR030W	2.613	-0.008
YOR031W	0.245	0.366
YOR032C	-0.001	-0.076
YOR033C	0.110	-0.526
YOR034C	-0.084	-0.440
YOR035C	3.900	0.193
YOR036W	0.097	0.011
YOR037W	-0.095	-0.013
YOR038C	-1.426	-0.002
YOR039W	0.205	-0.044
YOR040W	0.033	-0.015
YOR041C	-0.214	-0.467
YOR042W	0.116	-0.754
YOR043W	3.563	1.305
YOR044W	0.385	-0.011
YOR045W	0.118	-0.200
YOR046C	NaN	0.117
YOR047C	-0.312	-0.397
YOR048C	NaN	-0.373
YOR049C	0.111	-0.176
YOR050C	-0.041	-0.430
YOR051C	-2.448	-0.007
YOR052C	0.232	0.066
YOR053W	0.077	-0.318
YOR054C	-0.127	-0.941
YOR055W	0.147	0.208
YOR056C	NaN	0.156
YOR057W	NaN	0.493
YOR058C	0.049	0.252
YOR059C	0.490	0.303
YOR060C	NaN	1.578
YOR061W	1.553	-0.023
YOR062C	0.477	0.162
YOR063W	NaN	1.318
YOR064C	0.163	0.386
YOR065W	-5.056	-1.141
YOR066W	-0.022	-0.180
YOR067C	-0.278	0.029
YOR068C	1.039	0.401
YOR069W	0.902	0.782
YOR070C	-0.107	-0.069
YOR071C	0.057	0.206
YOR072W	-1.893	-1.973
YOR073W	NaN	-0.051
YOR074C	NaN	-0.131
YOR075W	NaN	0.152
YOR076C	-0.971	0.338
YOR077W	NaN	1.005
YOR078W	-1.146	-0.301
YOR079C	-0.204	-0.064
YOR080W	-4.593	0.073
YOR081C	0.055	0.035
YOR082C	-0.271	0.954
YOR083W	0.888	0.458
YOR084W	0.049	0.387
YOR085W	-0.004	0.018
YOR086C	0.093	-0.207
YOR087W	0.234	-0.529
YOR089C	1.325	0.268
YOR090C	-0.038	-0.474
YOR091W	-1.939	-0.015
YOR092W	0.044	-0.273
YOR093C	0.094	-0.136
YOR094W	0.082	-0.200
YOR095C	NaN	-0.745
YOR096W	-1.658	-2.423
YOR097C	-0.174	1.157
YOR098C	NaN	-0.374
YOR099W	-0.319	0.755
YOR100C	0.552	-0.120
YOR101W	0.281	-0.169
YOR102W	NaN	-0.044
YOR103C	NaN	-0.126
YOR104W	NaN	0.187
YOR105W	0.456	-0.229
YOR106W	2.309	0.215
YOR107W	0.358	0.002
YOR108W	-0.014	0.621
YOR109W	0.383	-0.287
YOR110W	NaN	0.024
YOR111W	-0.061	0.178
YOR112W	1.228	0.423
YOR113W	-0.254	0.643
YOR114W	-0.116	0.106
YOR115C	-0.478	-0.249
YOR116C	NaN	-1.901
YOR117W	NaN	-1.026
YOR118W	0.278	1.605
YOR119C	NaN	0.255
YOR120W	0.965	-0.056
YOR121C	-0.048	-0.155
YOR122C	NaN	0.098
YOR123C	-1.009	-2.140
YOR124C	0.070	-0.112
YOR125C	-0.327	-2.471
YOR126C	0.003	0.464
YOR127W	-0.122	0.034
YOR128C	NaN	-0.293
YOR129C	-0.017	-0.073
YOR130C	-0.098	0.174
YOR131C	0.062	6.381
YOR132W	1.158	0.963
YOR133W	0.321	0.189
YOR134W	0.668	0.668
YOR135C	-0.164	-0.196
YOR136W	0.061	0.475
YOR137C	-0.093	-0.206
YOR138C	0.053	0.101
YOR139C	1.661	-0.076
YOR140W	0.581	-0.175
YOR141C	-2.974	-0.159
YOR142W	0.249	0.309
YOR143C	NaN	-0.323
YOR144C	0.035	0.401
YOR145C	NaN	-1.738
YOR146W	NaN	-1.257
YOR147W	NaN	0.009
YOR148C	NaN	0.735
YOR149C	NaN	-0.328
YOR150W	-0.627	0.376
YOR151C	NaN	-0.483
YOR152C	0.369	0.059
YOR153W	6.556	8.212
YOR154W	0.622	0.119
YOR155C	0.013	-0.015
YOR156C	-0.322	0.103
YOR157C	NaN	-0.877
YOR158W	-1.003	-0.071
YOR159C	NaN	-0.023
YOR160W	NaN	0.870
YOR161C	0.014	-0.018
YOR162C	2.495	0.341
YOR163W	0.043	0.225
YOR164C	0.495	1.685
YOR165W	0.236	0.577
YOR166C	0.179	0.021
YOR167C	0.270	0.362
YOR168W	NaN	-0.573
YOR169C	NaN	0.084
YOR170W	0.562	0.192
YOR171C	1.353	0.512
YOR172W	0.153	0.709
YOR173W	0.526	0.821
YOR174W	NaN	0.942
YOR175C	0.503	0.184
YOR176W	NaN	0.173
YOR177C	0.047	0.520
YOR178C	1.011	-0.728
YOR179C	NaN	0.118
YOR180C	0.123	-0.265
YOR181W	NaN	0.763
YOR182C	-0.684	NaN
YOR183W	-0.847	-1.316
YOR184W	NaN	0.062
YOR185C	0.386	0.298
YOR186W	0.430	NaN
YOR187W	NaN	-0.787
YOR188W	0.287	-0.907
YOR189W	-0.642	0.592
YOR190W	0.058	0.290
YOR191W	0.079	0.255
YOR192C	0.363	1.061
YOR193W	-0.080	-0.431
YOR194C	NaN	1.256
YOR195W	-0.549	0.677
YOR196C	-2.011	0.002
YOR197W	0.311	0.118
YOR198C	0.764	0.318
YOR199W	-0.714	0.171
YOR200W	-1.432	0.631
YOR201C	-3.926	0.008
YOR202W	-0.173	-2.722
YOR203W	NaN	-0.647
YOR204W	NaN	-0.875
YOR205C	-2.343	-0.048
YOR206W	NaN	-4.712
YOR207C	NaN	-1.728
YOR208W	-0.598	-0.016
YOR209C	-2.220	0.110
YOR210W	NaN	-2.223
YOR211C	-2.273	0.098
YOR212W	NaN	0.081
YOR213C	-0.641	-0.052
YOR214C	-0.202	0.100
YOR215C	-0.189	0.495
YOR216C	-0.171	0.642
YOR217W	NaN	0.422
YOR218C	NaN	-0.901
YOR219C	-0.190	0.626
YOR220W	-0.103	-0.007
YOR221C	-0.857	1.829
YOR222W	0.436	1.497
YOR223W	-0.281	0.164
YOR224C	NaN	-0.249
YOR225W	0.409	0.146
YOR226C	0.028	0.145
YOR227W	0.133	0.530
YOR228C	0.110	-0.523
YOR229W	0.003	0.441
YOR230W	0.014	-0.121
YOR231W	0.512	-0.027
YOR232W	NaN	-0.446
YOR233W	0.187	0.006
YOR234C	-1.582	0.112
YOR235W	-0.276	0.860
YOR236W	NaN	0.057
YOR237W	0.086	0.788
YOR238W	-0.036	0.094
YOR239W	0.006	-0.508
YOR241W	-3.028	0.029
YOR242C	0.004	0.097
YOR243C	2.388	1.257
YOR244W	NaN	0.889
YOR245C	0.305	0.698
YOR246C	0.421	0.026
YOR247W	-0.178	-0.072
YOR248W	-0.099	0.062
YOR249C	NaN	0.081
YOR250C	NaN	-3.081
YOR251C	-1.693	-0.074
YOR252W	0.082	-0.434
YOR253W	0.362	0.281
YOR254C	NaN	-0.058
YOR255W	0.412	0.255
YOR256C	NaN	1.831
YOR257W	NaN	2.977
YOR258W	-6.273	NaN
YOR259C	NaN	-1.117
YOR260W	NaN	-0.816
YOR261C	NaN	-1.357
YOR262W	NaN	-0.168
YOR263C	0.272	-0.014
YOR264W	0.096	0.315
YOR265W	-0.070	0.450
YOR266W	-0.893	1.512
YOR267C	0.567	2.499
YOR268C	0.028	-0.448
YOR269W	-0.087	0.013
YOR270C	-0.995	-0.015
YOR271C	0.020	-0.000
YOR272W	NaN	-0.019
YOR273C	-0.049	0.203
YOR274W	1.687	1.150
YOR275C	1.704	-0.035
YOR276W	-1.160	-0.821
YOR277C	-0.391	0.627
YOR278W	NaN	0.077
YOR279C	0.556	0.132
YOR280C	0.015	0.248
YOR282W	NaN	1.580
YOR283W	0.134	0.004
YOR284W	-0.009	-0.047
YOR285W	-0.150	0.411
YOR286W	-0.101	0.066
YOR287C	NaN	-0.063
YOR288C	0.058	0.058
YOR289W	-0.033	0.236
YOR290C	-0.330	1.171
YOR291W	0.100	0.253
YOR292C	0.833	0.642
YOR293W	NaN	-2.639
YOR294W	NaN	-0.522
YOR295W	-2.899	-0.147
YOR296W	-0.037	0.592
YOR297C	0.790	0.166
YOR298C-A	0.456	-0.146
YOR298W	0.084	0.688
YOR299W	NaN	-0.123
YOR300W	-0.060	0.222
YOR301W	-0.099	-0.232
YOR302W	-0.899	-0.442
YOR303W	0.316	-0.317
YOR304C-A	-0.111	-1.567
YOR304W	-0.063	-1.201
YOR305W	NaN	0.037
YOR306C	0.265	0.185
YOR307C	-0.012	-0.007
YOR308C	-0.036	0.706
YOR309C	-5.416	-1.003
YOR310C	NaN	-4.341
YOR311C	0.075	-0.010
YOR312C	-2.633	-2.586
YOR313C	0.139	0.049
YOR314W	0.097	0.169
YOR315W	0.305	-0.236
YOR316C	-0.043	0.720
YOR317W	0.286	0.074
YOR318C	-0.089	NaN
YOR319W	NaN	0.196
YOR320C	0.174	NaN
YOR321W	0.377	0.149
YOR322C	-0.413	-0.934
YOR323C	NaN	-0.077
YOR324C	-0.453	-0.293
YOR325W	0.582	3.553
YOR326W	NaN	0.302
YOR327C	-0.446	0.808
YOR328W	-0.002	-0.015
YOR329C	NaN	0.023
YOR330C	-1.523	-0.539
YOR331C	NaN	6.412
YOR332W	1.727	1.158
YOR333C	0.418	3.019
YOR334W	-0.649	1.054
YOR335C	NaN	0.169
YOR336W	NaN	0.315
YOR337W	0.015	0.090
YOR338W	-0.060	-0.143
YOR339C	-0.037	-0.393
YOR340C	NaN	-0.261
YOR341W	NaN	-0.556
YOR342C	0.039	-0.075
YOR343C	-0.233	-0.125
YOR344C	0.338	0.694
YOR345C	0.362	3.260
YOR346W	-0.139	-0.269
YOR347C	0.010	-0.011
YOR348C	0.167	0.490
YOR349W	NaN	-0.017
YOR350C	-0.608	-0.432
YOR351C	0.123	0.312
YOR352W	-0.459	0.368
YOR353C	NaN	-0.462
YOR354C	-0.052	-0.005
YOR355W	-2.050	-1.712
YOR356W	-0.095	0.290
YOR357C	0.921	-0.201
YOR358W	-0.019	0.319
YOR359W	0.413	2.744
YOR360C	-1.114	-0.978
YOR361C	NaN	0.038
YOR362C	NaN	-1.379
YOR363C	0.029	0.536
YOR364W	-0.145	-1.194
YOR365C	0.157	0.114
YOR366W	1.705	3.468
YOR367W	0.073	NaN
YOR368W	-0.021	-0.453
YOR369C	1.854	-3.620
YOR370C	NaN	-0.051
YOR371C	0.066	-0.253
YOR372C	NaN	-1.170
YOR373W	NaN	0.248
YOR374W	0.129	0.063
YOR375C	-0.090	-0.174
YOR376W	0.061	-0.013
YOR377W	0.027	1.141
YOR378W	-0.011	-0.075
YOR379C	2.057	4.005
YOR380W	-0.527	0.018
YOR381W	-0.063	-0.084
YOR382W	0.008	-0.043
YOR383C	NaN	0.143
YOR384W	-0.349	0.039
YOR385W	-0.003	0.477
YOR386W	0.098	0.387
YPL001W	0.526	0.464
YPL002C	3.788	-0.346
YPL003W	0.666	-0.032
YPL004C	0.105	-0.212
YPL005W	-2.606	-0.170
YPL006W	0.712	-0.503
YPL007C	NaN	-0.073
YPL008W	0.151	-0.586
YPL009C	1.059	0.643
YPL010W	NaN	-0.796
YPL011C	NaN	1.656
YPL012W	NaN	-1.833
YPL013C	-0.148	-0.391
YPL014W	-0.167	-0.952
YPL015C	0.988	-0.131
YPL016W	NaN	0.048
YPL017C	-1.041	-0.915
YPL018W	0.033	-0.760
YPL019C	-0.188	-0.880
YPL020C	NaN	-0.450
YPL021W	0.007	0.190
YPL022W	0.278	-0.233
YPL023C	0.093	-0.926
YPL025C	0.362	-0.044
YPL026C	0.196	0.244
YPL027W	-0.152	-0.115
YPL028W	NaN	-0.699
YPL029W	-1.381	-0.669
YPL030W	-0.102	-0.464
YPL031C	0.732	-2.078
YPL032C	0.386	-0.409
YPL033C	0.296	-0.045
YPL034W	0.411	-0.412
YPL035C	0.448	0.046
YPL036W	0.059	-0.146
YPL037C	0.832	-0.205
YPL038W	0.855	-1.134
YPL039W	-0.160	-1.798
YPL040C	-0.606	0.214
YPL041C	0.473	NaN
YPL042C	0.326	-0.200
YPL043W	NaN	-5.374
YPL044C	NaN	-3.569
YPL045W	NaN	-1.476
YPL046C	-0.162	0.330
YPL047W	-1.748	0.830
YPL048W	-0.162	1.729
YPL049C	-0.276	0.069
YPL050C	0.217	-1.856
YPL051W	0.067	NaN
YPL052W	0.080	-0.329
YPL053C	0.089	0.160
YPL054W	0.493	-0.077
YPL055C	-0.005	0.116
YPL056C	-0.042	-0.460
YPL057C	-0.324	-1.848
YPL058C	0.786	-0.054
YPL059W	NaN	-0.104
YPL060W	-0.361	0.076
YPL061W	-1.176	0.636
YPL062W	-0.574	0.233
YPL063W	NaN	-0.059
YPL064C	0.750	0.518
YPL065W	3.615	-0.274
YPL066W	0.070	0.037
YPL067C	-0.271	0.215
YPL068C	-0.245	0.397
YPL069C	-0.727	-0.048
YPL070W	0.460	-0.530
YPL071C	0.612	-1.004
YPL072W	0.121	1.039
YPL073C	0.143	-0.171
YPL074W	0.056	-0.405
YPL075W	NaN	-0.680
YPL076W	NaN	0.549
YPL077C	0.162	-0.377
YPL078C	-0.544	-0.584
YPL079W	-1.255	1.288
YPL080C	-1.114	-0.374
YPL081W	0.205	-0.044
YPL083C	NaN	0.171
YPL084W	1.183	0.977
YPL085W	NaN	0.160
YPL086C	-1.936	-0.256
YPL087W	-0.071	0.015
YPL088W	0.179	0.058
YPL089C	1.084	NaN
YPL090C	NaN	-1.303
YPL091W	-0.524	-0.277
YPL092W	0.240	0.153
YPL093W	NaN	-3.111
YPL094C	NaN	0.374
YPL095C	0.382	0.289
YPL096W	-0.090	0.955
YPL097W	-2.087	0.702
YPL098C	1.015	0.689
YPL099C	0.220	0.192
YPL100W	-0.085	0.383
YPL101W	-2.400	0.166
YPL102C	-3.559	1.163
YPL103C	-0.007	0.507
YPL104W	-5.780	-8.621
YPL105C	-0.143	0.254
YPL106C	-2.365	0.335
YPL107W	-0.132	0.452
YPL108W	-0.061	0.099
YPL109C	-0.245	1.442
YPL110C	0.136	0.079
YPL111W	-0.004	-0.110
YPL112C	0.290	-0.616
YPL113C	0.020	0.615
YPL114W	0.054	0.161
YPL115C	-0.803	-0.141
YPL116W	0.013	-0.510
YPL117C	NaN	0.005
YPL118W	-4.891	0.033
YPL119C	-0.028	-0.457
YPL120W	1.233	-0.299
YPL121C	0.100	0.021
YPL122C	NaN	0.040
YPL123C	-0.031	0.361
YPL124W	NaN	0.116
YPL125W	-3.838	0.323
YPL126W	NaN	0.499
YPL127C	0.068	0.393
YPL128C	NaN	0.219
YPL129W	NaN	-0.567
YPL130W	-0.076	-0.172
YPL131W	NaN	-1.735
YPL132W	-0.200	0.248
YPL133C	0.085	-0.003
YPL134C	0.269	-0.179
YPL135W	0.212	0.438
YPL136W	-0.008	0.336
YPL137C	0.112	0.691
YPL138C	0.086	0.129
YPL139C	-0.020	-0.002
YPL140C	0.076	0.333
YPL141C	0.027	0.740
YPL142C	NaN	8.118
YPL143W	NaN	8.992
YPL144W	-1.684	0.630
YPL145C	-0.098	-0.090
YPL146C	NaN	-0.280
YPL147W	-0.035	0.360
YPL148C	-1.466	0.007
YPL149W	0.008	-0.086
YPL150W	-0.376	0.309
YPL151C	NaN	0.598
YPL152W	-0.361	1.631
YPL153C	NaN	-0.057
YPL154C	0.103	-0.152
YPL155C	0.707	-0.455
YPL156C	0.427	0.496
YPL157W	-4.368	0.186
YPL158C	0.139	-0.044
YPL159C	-0.341	-0.611
YPL160W	NaN	0.386
YPL161C	-1.473	1.396
YPL162C	0.052	0.348
YPL163C	-0.238	-0.254
YPL164C	0.029	0.857
YPL165C	-0.096	0.143
YPL166W	-0.179	0.817
YPL167C	-0.116	0.171
YPL168W	0.118	0.864
YPL169C	NaN	-0.548
YPL170W	0.375	-0.178
YPL171C	0.080	0.062
YPL172C	0.387	0.579
YPL173W	-1.834	-0.265
YPL174C	-1.226	0.736
YPL175W	NaN	-0.127
YPL176C	1.035	1.529
YPL177C	0.695	0.586
YPL178W	0.015	2.329
YPL179W	-1.488	0.324
YPL180W	-0.678	-0.003
YPL181W	0.749	NaN
YPL182C	0.565	1.211
YPL183C	1.498	0.084
YPL183W-A	-1.296	0.512
YPL184C	0.147	0.064
YPL185W	0.386	0.685
YPL186C	0.208	0.157
YPL187W	0.491	1.306
YPL188W	NaN	0.602
YPL189W	-0.147	0.740
YPL190C	NaN	0.032
YPL191C	-0.036	0.521
YPL192C	-0.141	0.536
YPL193W	NaN	-0.149
YPL194W	0.193	0.401
YPL195W	0.856	0.255
YPL196W	1.051	-0.231
YPL197C	-0.033	0.682
YPL198W	0.425	0.179
YPL199C	-0.064	0.499
YPL200W	-0.295	-0.002
YPL201C	0.181	-0.035
YPL202C	0.106	2.250
YPL203W	0.203	-0.110
YPL204W	NaN	0.582
YPL205C	-1.032	1.246
YPL206C	-0.027	0.102
YPL207W	1.419	0.035
YPL208W	NaN	0.131
YPL209C	NaN	0.861
YPL210C	NaN	-0.367
YPL211W	1.489	-0.485
YPL212C	-0.904	0.415
YPL213W	-1.216	-0.148
YPL214C	-0.426	0.473
YPL215W	-1.318	0.078
YPL216W	-0.404	0.087
YPL217C	NaN	0.285
YPL218W	NaN	-0.879
YPL219W	-0.240	0.426
YPL220W	-0.008	0.225
YPL221W	0.864	-0.028
YPL222W	0.057	-0.726
YPL223C	-0.011	0.112
YPL224C	-0.162	0.822
YPL225W	-0.032	0.076
YPL226W	-1.022	0.409
YPL227C	-0.294	-0.028
YPL228W	NaN	0.185
YPL229W	0.013	1.099
YPL230W	-0.720	0.207
YPL231W	NaN	0.223
YPL232W	-0.038	0.089
YPL233W	NaN	-4.437
YPL234C	NaN	0.849
YPL235W	NaN	-1.085
YPL236C	0.100	-0.130
YPL237W	NaN	-6.374
YPL238C	NaN	-7.375
YPL239W	NaN	-0.655
YPL240C	0.238	-0.025
