ORF	hom | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012	het | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012
YGL050W	0.607	-0.229
YGL051W	-0.391	-0.286
YGL053W	0.122	-0.170
YGL054C	3.451	-0.785
YGL055W	NaN	-0.169
YGL056C	0.750	0.167
YGL057C	0.157	0.241
YGL058W	-3.040	-1.108
YGL059W	0.458	0.061
YGL060W	-0.091	-0.008
YGL061C	NaN	-0.278
YGL062W	1.408	-0.470
YGL063W	-0.034	-0.045
YGL064C	-0.940	-0.261
YGL065C	NaN	0.355
YGL066W	-1.203	0.488
YGL067W	-0.011	0.193
YGL068W	NaN	-0.188
YGL069C	NaN	-0.429
YGL070C	-1.930	-6.061
YGL071W	-0.387	-0.597
YGL072C	-1.697	-0.288
YGL073W	1.559	0.994
YGL074C	NaN	0.998
YGL075C	NaN	0.003
YGL076C	-3.796	-0.292
YGL077C	-0.490	-1.078
YGL078C	-2.136	0.007
YGL079W	1.035	0.179
YGL080W	0.017	0.372
YGL081W	0.122	-0.129
YGL082W	0.547	0.167
YGL083W	0.313	-0.336
YGL084C	2.216	0.659
YGL085W	0.458	-0.067
YGL086W	-0.329	0.013
YGL087C	0.927	0.001
YGL088W	-0.153	-0.562
YGL089C	-0.009	-0.719
YGL090W	0.038	1.170
YGL091C	NaN	-0.345
YGL092W	NaN	-1.189
YGL093W	NaN	-4.481
YGL094C	0.154	0.175
YGL095C	1.981	-0.012
YGL096W	-0.174	-0.400
YGL097W	NaN	0.531
YGL098W	NaN	0.223
YGL099W	NaN	-0.186
YGL101W	0.140	NaN
YGL102C	NaN	-0.012
YGL103W	NaN	-0.257
YGL104C	0.934	NaN
YGL105W	-2.350	0.092
YGL107C	-0.945	-0.419
YGL108C	-0.003	-0.530
YGL109W	-0.101	0.132
YGL110C	0.186	0.093
YGL111W	NaN	-0.089
YGL112C	NaN	1.824
YGL113W	NaN	0.706
YGL114W	-0.102	-0.028
YGL115W	-1.442	0.075
YGL116W	NaN	9.524
YGL117W	0.460	0.375
YGL118C	0.259	-0.283
YGL120C	NaN	0.263
YGL121C	0.359	0.073
YGL122C	NaN	0.680
YGL123W	NaN	-0.428
YGL124C	0.399	0.885
YGL125W	1.947	-0.053
YGL126W	-0.012	-0.288
YGL127C	-1.365	0.651
YGL128C	NaN	-0.067
YGL129C	-0.304	NaN
YGL130W	NaN	-0.423
YGL131C	-0.104	0.229
YGL132W	0.334	0.257
YGL133W	-0.242	-0.040
YGL135W	-3.348	0.063
YGL136C	-1.107	0.213
YGL137W	NaN	0.326
YGL138C	0.017	0.013
YGL139W	-0.228	-0.006
YGL140C	-0.013	1.779
YGL141W	0.327	0.029
YGL142C	NaN	-0.596
YGL143C	-0.306	1.174
YGL144C	-0.059	-0.031
YGL145W	NaN	-0.741
YGL146C	-0.047	0.449
YGL147C	-3.326	0.309
YGL148W	4.003	-0.223
YGL149W	-0.642	-0.399
YGL150C	NaN	-1.206
YGL151W	0.486	-0.097
YGL152C	-0.098	0.594
YGL153W	-0.498	0.201
YGL154C	-0.139	-0.115
YGL155W	NaN	0.438
YGL156W	-0.094	0.184
YGL157W	0.306	0.844
YGL158W	-0.115	0.768
YGL159W	-0.140	0.405
YGL160W	0.248	1.291
YGL161C	0.482	-0.258
YGL162W	-0.356	-0.279
YGL163C	-0.540	0.056
YGL164C	0.413	0.555
YGL165C	0.095	NaN
YGL166W	0.016	-0.494
YGL167C	-1.393	1.688
YGL168W	-0.180	1.373
YGL169W	NaN	-1.994
YGL170C	0.217	0.091
YGL171W	NaN	1.123
YGL172W	NaN	0.193
YGL173C	NaN	0.010
YGL174W	NaN	0.457
YGL175C	-0.555	0.377
YGL176C	0.056	-0.099
YGL177W	-0.008	-0.870
YGL179C	0.393	0.194
YGL180W	0.512	0.824
YGL181W	0.085	-0.237
YGL194C	0.021	-0.209
YGL195W	3.903	NaN
YGL196W	0.293	0.944
YGL197W	-0.393	0.436
YGL198W	0.534	0.863
YGL199C	0.773	0.862
YGL200C	0.400	-0.951
YGL201C	NaN	-0.140
YGL202W	0.203	NaN
YGL203C	0.148	0.071
YGL205W	0.011	-0.090
YGL206C	NaN	-1.183
YGL207W	NaN	-2.979
YGL208W	0.627	-0.387
YGL209W	0.049	2.406
YGL210W	-0.194	-2.266
YGL211W	-1.400	-0.736
YGL212W	1.756	0.762
YGL213C	-1.365	0.023
YGL214W	-0.926	-0.170
YGL215W	0.342	-1.567
YGL216W	-0.031	0.522
YGL217C	-0.003	-0.287
YGL218W	-2.575	-0.178
YGL219C	-2.091	0.439
YGL220W	1.236	-0.438
YGL221C	0.507	0.414
YGL222C	-0.354	-0.589
YGL223C	NaN	0.175
YGL224C	0.049	NaN
YGL225W	NaN	0.001
YGL226C-A	0.153	0.433
YGL226W	-0.027	0.211
YGL227W	0.519	-0.068
YGL228W	0.013	-2.879
YGL229C	0.313	0.295
YGL230C	0.212	-0.268
YGL231C	0.361	-0.047
YGL232W	-0.779	-4.845
YGL233W	NaN	0.514
YGL235W	0.316	1.502
YGL236C	NaN	-0.299
YGL237C	-0.427	-1.781
YGL238W	NaN	-0.408
YGL239C	NaN	-0.587
YGL240W	0.109	-0.539
YGL241W	0.209	-0.071
YGL242C	1.342	-0.005
YGL243W	-0.284	0.092
YGL244W	-1.797	-0.786
YGL245W	NaN	0.130
YGL246C	NaN	-1.080
YGL247W	NaN	-0.026
YGL248W	0.238	-0.824
YGL249W	-0.125	-0.634
YGL250W	0.674	-0.132
YGL251C	NaN	-0.131
YGL252C	-0.712	0.092
YGL253W	1.646	0.441
YGL254W	-0.122	-0.146
YGL255W	-0.069	-0.223
YGL256W	-0.005	-0.709
YGL257C	-0.466	-0.371
YGL258W	0.047	-0.143
YGL259W	0.268	-0.481
YGL260W	-0.393	-0.504
YGL261C	-0.164	-0.365
YGL262W	-0.779	-0.251
YGL263W	-0.065	-0.102
YGR001C	0.406	0.002
YGR002C	NaN	0.473
YGR003W	0.257	-0.077
YGR004W	-0.713	0.063
YGR005C	NaN	-0.445
YGR006W	NaN	-0.718
YGR007W	0.076	-0.240
YGR008C	-0.121	-0.008
YGR009C	NaN	0.290
YGR010W	-0.093	-0.150
YGR011W	0.122	0.819
YGR012W	-0.101	-0.145
YGR013W	NaN	-0.574
YGR014W	-0.780	-0.020
YGR015C	0.383	0.209
YGR016W	NaN	0.124
YGR017W	0.309	0.553
YGR018C	1.009	0.090
YGR019W	0.086	-0.254
YGR020C	-1.019	0.079
YGR021W	0.031	-0.445
YGR022C	0.152	0.220
YGR023W	0.164	0.119
YGR024C	NaN	-0.275
YGR025W	0.163	0.289
YGR026W	-0.222	-0.431
YGR027C	-0.100	-3.034
YGR028W	0.282	-0.082
YGR029W	NaN	0.022
YGR030C	NaN	-0.268
YGR031W	0.020	-0.566
YGR032W	-0.471	0.190
YGR033C	-0.004	0.365
YGR034W	-2.169	-3.826
YGR035C	1.167	0.123
YGR036C	NaN	0.303
YGR037C	-0.074	-0.039
YGR038W	0.158	-0.184
YGR039W	0.934	-0.727
YGR040W	0.128	0.218
YGR041W	-0.021	-0.003
YGR042W	0.025	-0.497
YGR043C	0.571	-0.040
YGR044C	0.117	0.431
YGR045C	-0.440	0.217
YGR046W	NaN	0.835
YGR047C	NaN	0.078
YGR048W	NaN	0.571
YGR049W	0.159	-0.104
YGR050C	0.169	0.348
YGR051C	0.325	-0.277
YGR052W	0.303	0.177
YGR053C	0.709	0.290
YGR054W	-0.115	2.101
YGR055W	-0.393	0.303
YGR056W	0.114	-0.686
YGR057C	-0.681	0.032
YGR058W	0.008	0.164
YGR059W	0.408	-0.545
YGR060W	NaN	0.253
YGR061C	NaN	0.588
YGR062C	-0.684	NaN
YGR063C	2.193	-2.578
YGR064W	0.882	-2.152
YGR065C	NaN	0.217
YGR066C	0.395	0.583
YGR067C	-0.348	0.269
YGR068C	-0.568	-0.624
YGR069W	-0.497	0.232
YGR070W	-0.001	0.285
YGR071C	0.696	0.277
YGR072W	-0.363	0.814
YGR073C	NaN	0.769
YGR074W	NaN	0.193
YGR075C	NaN	2.488
YGR076C	-0.514	-0.520
YGR077C	-0.162	0.590
YGR078C	NaN	0.267
YGR079W	-0.303	-1.045
YGR080W	0.275	-0.025
YGR081C	0.151	-0.341
YGR082W	NaN	-0.023
YGR083C	NaN	-0.959
YGR084C	-0.529	0.142
YGR085C	-0.213	1.115
YGR086C	0.035	-0.538
YGR087C	0.810	0.440
YGR088W	1.016	1.666
YGR089W	-0.176	0.008
YGR090W	NaN	-1.490
YGR091W	NaN	0.515
YGR092W	0.397	0.263
YGR093W	0.072	0.649
YGR094W	NaN	0.172
YGR095C	NaN	-9.157
YGR096W	0.316	0.198
YGR097W	-0.153	0.036
YGR098C	NaN	-0.516
YGR099W	NaN	-0.240
YGR100W	-0.069	0.018
YGR101W	-3.965	-0.069
YGR102C	-3.349	0.245
YGR103W	NaN	0.013
YGR104C	-4.120	0.107
YGR105W	-0.922	-0.088
YGR106C	-0.050	-0.021
YGR107W	0.185	0.281
YGR108W	-0.092	-0.126
YGR109C	-0.010	-0.278
YGR110W	0.147	NaN
YGR111W	-0.166	0.013
YGR112W	-0.820	-0.184
YGR113W	NaN	0.675
YGR114C	NaN	-1.492
YGR115C	NaN	-2.486
YGR116W	NaN	-4.122
YGR117C	0.098	0.432
YGR118W	-1.895	-0.205
YGR119C	NaN	0.246
YGR120C	NaN	-0.554
YGR121C	0.185	-0.060
YGR122C-A	0.050	-0.125
YGR122W	1.183	0.003
YGR123C	0.339	0.321
YGR124W	0.139	0.044
YGR125W	0.021	0.019
YGR126W	-0.030	0.074
YGR127W	-0.107	-0.123
YGR128C	NaN	0.341
YGR129W	0.274	0.226
YGR130C	0.181	-0.055
YGR131W	0.652	-0.005
YGR132C	-0.370	-0.181
YGR133W	0.435	-0.375
YGR134W	-0.645	0.091
YGR135W	-1.207	-1.197
YGR136W	-0.362	0.081
YGR137W	0.488	-0.075
YGR138C	-0.312	-0.411
YGR139W	0.072	0.261
YGR140W	NaN	-0.104
YGR141W	0.401	-0.356
YGR142W	-0.070	-1.181
YGR143W	-0.068	0.722
YGR144W	0.928	0.527
YGR145W	NaN	-0.399
YGR146C	0.022	0.141
YGR147C	-2.180	0.581
YGR148C	-3.421	-2.624
YGR149W	-0.148	0.046
YGR150C	-1.252	0.105
YGR151C	0.057	-0.534
YGR152C	-0.360	0.276
YGR153W	-0.153	-0.040
YGR154C	0.159	-0.087
YGR155W	-2.383	0.191
YGR156W	NaN	0.151
YGR157W	0.095	1.396
YGR158C	NaN	-7.754
YGR159C	-1.330	-1.001
YGR160W	-1.306	-0.356
YGR161C	-0.007	-0.063
YGR162W	-1.963	-0.229
YGR163W	-1.794	-0.532
YGR164W	0.369	-0.089
YGR165W	-2.660	-0.693
YGR166W	0.039	-0.220
YGR167W	-1.704	-0.007
YGR168C	0.878	-0.437
YGR169C	0.013	-0.208
YGR170W	-0.385	-0.196
YGR171C	-2.292	0.136
YGR172C	NaN	-0.684
YGR173W	-0.033	-0.027
YGR174C	-0.387	-0.147
YGR175C	NaN	-0.031
YGR176W	-0.006	-0.483
YGR177C	-0.143	-0.157
YGR178C	2.124	1.555
YGR179C	NaN	-0.025
YGR180C	NaN	-0.021
YGR181W	-0.011	-0.098
YGR182C	-0.940	-0.143
YGR183C	-1.753	0.420
YGR184C	-1.977	-0.248
YGR185C	NaN	0.861
YGR186W	NaN	-0.105
YGR187C	-0.205	-0.360
YGR188C	NaN	-0.031
YGR189C	0.033	0.360
YGR190C	NaN	0.062
YGR191W	NaN	-0.199
YGR192C	0.414	0.550
YGR193C	0.348	0.907
YGR194C	0.083	-0.289
YGR195W	NaN	-1.610
YGR196C	0.000	-0.380
YGR197C	0.201	0.078
YGR198W	NaN	2.181
YGR199W	0.063	-0.009
YGR200C	-2.538	0.097
YGR201C	0.229	-0.710
YGR202C	0.014	0.956
YGR203W	0.680	0.006
YGR204W	NaN	0.508
YGR205W	0.011	0.088
YGR206W	2.560	0.010
YGR207C	0.063	0.564
YGR208W	-0.004	0.082
YGR209C	0.076	12.334
YGR210C	0.005	0.516
YGR211W	NaN	0.232
YGR212W	0.138	0.010
YGR213C	0.019	0.099
YGR214W	-0.093	-2.170
YGR215W	-5.488	-0.094
YGR216C	NaN	0.595
YGR217W	0.034	NaN
YGR218W	NaN	0.170
YGR219W	-3.599	0.227
YGR220C	-4.102	0.104
YGR221C	0.060	-0.543
YGR222W	-0.042	0.295
YGR223C	-2.330	-7.175
YGR224W	-0.002	-0.011
YGR225W	-0.023	0.441
YGR226C	0.068	-0.017
YGR227W	0.658	0.322
YGR228W	-0.591	0.136
YGR229C	-0.268	0.037
YGR230W	0.186	-0.195
YGR231C	-0.303	0.189
YGR232W	-0.022	0.663
YGR233C	-0.124	-0.200
YGR234W	0.236	0.945
YGR235C	-0.064	-0.005
YGR236C	0.126	-0.327
YGR237C	0.390	0.084
YGR238C	0.076	0.382
YGR239C	0.617	0.496
YGR240C	NaN	0.589
YGR241C	0.283	0.452
YGR242W	0.211	-0.126
YGR243W	-0.028	-0.047
YGR244C	0.031	NaN
YGR245C	NaN	0.562
YGR246C	NaN	0.052
YGR247W	-0.033	0.021
YGR248W	0.418	NaN
YGR249W	-0.019	-0.099
YGR250C	-0.569	0.268
YGR251W	NaN	0.102
YGR252W	2.123	2.547
YGR253C	NaN	-1.326
YGR254W	0.356	0.152
YGR255C	-2.558	0.231
YGR256W	0.152	0.183
YGR257C	-2.740	-0.741
YGR258C	0.251	0.756
YGR259C	-0.029	-0.871
YGR260W	-0.079	0.165
YGR261C	1.091	0.511
YGR262C	0.208	0.363
YGR263C	0.732	0.114
YGR264C	NaN	0.794
YGR265W	NaN	0.206
YGR266W	0.474	0.828
YGR267C	NaN	0.087
YGR268C	-0.197	0.029
YGR269W	0.416	0.500
YGR270W	0.825	2.287
YGR271C-A	-0.986	0.048
YGR271W	-0.197	-0.116
YGR273C	0.323	0.327
YGR274C	NaN	-7.458
YGR275W	0.039	-0.034
YGR276C	-0.233	-0.400
YGR277C	NaN	0.082
YGR278W	NaN	0.226
YGR279C	-0.197	0.181
YGR280C	NaN	0.516
YGR281W	-1.909	-3.387
YGR282C	0.051	-0.163
YGR283C	0.024	0.495
YGR284C	-0.028	-0.312
YGR285C	-0.761	-0.189
YGR286C	0.639	0.203
YGR287C	-0.354	0.763
YGR288W	-0.417	-0.292
YGR289C	1.438	10.249
YGR290W	-0.179	-0.017
YGR291C	-0.023	0.110
YGR292W	-0.102	-0.439
YGR295C	-0.388	-0.150
YHL002W	1.754	0.392
YHL003C	0.555	0.435
YHL005C	-0.392	-0.085
YHL006C	-0.388	0.191
YHL007C	-1.025	-0.123
YHL008C	0.136	-0.719
YHL009C	0.802	-0.004
YHL010C	0.026	0.271
YHL011C	1.460	0.779
YHL012W	-0.076	0.211
YHL013C	-1.018	-0.050
YHL014C	3.257	-0.350
YHL015W	NaN	-1.354
YHL016C	0.130	-0.062
YHL017W	0.793	-0.410
YHL019C	0.519	0.113
YHL020C	-0.421	-0.499
YHL021C	0.032	-0.041
YHL022C	0.340	-1.213
YHL023C	0.481	0.167
YHL024W	0.623	0.291
YHL025W	1.081	1.659
YHL026C	-0.027	-0.521
YHL027W	3.112	0.767
YHL028W	-0.072	-0.141
YHL029C	4.025	2.448
YHL030W	0.114	0.481
YHL031C	NaN	0.019
YHL032C	-0.667	0.773
YHL033C	-0.052	0.505
YHL034C	-1.105	-1.151
YHL035C	-0.084	0.535
YHL036W	0.091	1.199
YHL037C	0.080	-0.685
YHL038C	-2.824	-0.018
YHL039W	-0.890	-0.971
YHL040C	-0.619	0.670
YHL041W	-0.501	0.039
YHL042W	-0.103	0.780
YHL043W	-0.754	0.302
YHL044W	-0.278	0.137
YHL045W	-0.036	-0.141
YHL046C	-0.070	-0.996
YHL047C	-0.389	-0.857
YHR001W-A	-0.064	2.388
YHR003C	-0.116	-0.293
YHR004C	0.132	-0.159
YHR005C	NaN	-0.352
YHR005C-A	NaN	0.289
YHR006W	-0.015	-0.514
YHR007C	NaN	-0.255
YHR008C	-2.916	-0.646
YHR009C	-0.233	-0.024
YHR010W	-4.077	-5.575
YHR011W	-3.315	-6.772
YHR012W	1.858	0.010
YHR013C	-0.958	-0.273
YHR014W	0.153	-0.026
YHR015W	0.196	1.076
YHR016C	0.611	0.457
YHR017W	-0.425	-0.836
YHR018C	0.130	-0.564
YHR019C	NaN	-0.243
YHR020W	NaN	0.081
YHR021C	NaN	-0.815
YHR021W-A	-0.022	0.335
YHR022C	-0.553	-1.241
YHR023W	NaN	-0.947
YHR024C	NaN	-1.098
YHR025W	NaN	-0.739
YHR026W	-1.687	0.524
YHR028C	0.344	0.960
YHR029C	0.927	0.022
YHR030C	-0.264	0.333
YHR031C	-1.529	0.249
YHR032W	0.088	0.288
YHR033W	-0.039	0.569
YHR034C	-6.896	-0.608
YHR035W	1.508	1.692
YHR036W	NaN	0.152
YHR037W	0.463	-0.270
YHR038W	-3.554	-2.360
YHR039C	0.493	-0.139
YHR039C-A	-1.032	0.804
YHR041C	-3.915	0.090
YHR042W	3.027	1.033
YHR043C	0.131	0.427
YHR044C	0.397	0.304
YHR045W	0.235	0.021
YHR046C	0.418	0.225
YHR047C	0.196	-0.034
YHR048W	2.041	0.619
YHR049C-A	-0.015	-0.264
YHR049W	0.009	0.273
YHR050W	1.647	1.027
YHR051W	-0.650	0.366
YHR057C	0.526	0.332
YHR058C	NaN	1.062
YHR059W	0.341	0.517
YHR060W	NaN	-0.041
YHR061C	-0.154	-0.061
YHR062C	NaN	0.030
YHR064C	0.420	2.733
YHR065C	NaN	-1.855
YHR066W	-1.806	-2.264
YHR067W	-0.936	0.421
YHR068W	NaN	0.182
YHR069C	NaN	-4.744
YHR070W	NaN	-1.191
YHR072W	NaN	-0.735
YHR073W	1.696	1.207
YHR074W	NaN	0.449
YHR075C	-0.175	1.719
YHR076W	0.957	0.524
YHR077C	-0.250	-0.526
YHR078W	0.361	0.200
YHR079C	3.341	0.180
YHR080C	-0.065	-0.114
YHR081W	-2.184	1.445
YHR082C	-0.260	-0.135
YHR083W	NaN	-0.265
YHR084W	NaN	1.027
YHR085W	NaN	0.154
YHR086W	0.926	-6.375
YHR087W	1.310	0.286
YHR091C	-0.601	-0.314
YHR092C	1.409	2.768
YHR093W	0.669	0.806
YHR094C	0.726	0.042
YHR095W	0.474	-0.100
YHR096C	0.337	-0.163
YHR097C	1.759	-0.103
YHR100C	-3.226	-0.505
YHR101C	NaN	-0.244
YHR103W	0.069	-3.434
YHR104W	-1.292	0.233
YHR105W	0.735	-0.154
YHR106W	0.336	-0.180
YHR107C	NaN	-2.764
YHR108W	-1.276	-0.265
YHR109W	0.588	0.272
YHR110W	-0.181	0.181
YHR111W	-3.327	-0.270
YHR112C	-0.586	0.028
YHR113W	-0.018	-0.710
YHR114W	0.428	0.629
YHR115C	0.084	0.285
YHR116W	-1.616	-0.082
YHR117W	0.369	0.014
YHR118C	NaN	0.531
YHR120W	-3.882	-0.247
YHR121W	0.401	0.694
YHR122W	NaN	-0.204
YHR123W	0.065	0.018
YHR124W	0.353	0.613
YHR125W	-0.356	-0.003
YHR126C	0.053	0.124
YHR127W	0.239	0.722
YHR129C	0.413	0.573
YHR130C	-0.102	0.465
YHR131C	0.335	0.548
YHR132C	0.089	-1.098
YHR132W-A	0.398	-0.312
YHR133C	0.464	0.337
YHR134W	-0.700	0.034
YHR135C	0.251	-0.319
YHR136C	0.230	0.392
YHR137W	0.458	0.595
YHR138C	-0.003	0.035
YHR139C	0.438	0.079
YHR139C-A	0.636	1.505
YHR140W	0.071	-1.233
YHR142W	-0.801	0.077
YHR143W	0.329	-0.395
YHR143W-A	NaN	-1.070
YHR146W	0.145	0.764
YHR147C	-0.915	0.426
YHR148W	NaN	-0.521
YHR150W	1.154	0.265
YHR151C	0.577	-0.097
YHR152W	1.071	0.381
YHR153C	-0.007	0.418
YHR154W	1.240	0.142
YHR155W	0.967	0.041
YHR156C	0.466	2.852
YHR157W	-0.012	0.016
YHR158C	0.092	0.089
YHR159W	0.390	-0.077
YHR160C	1.332	0.302
YHR161C	0.021	0.041
YHR162W	0.055	-0.312
YHR163W	0.149	-0.176
YHR164C	NaN	-0.062
YHR166C	NaN	-1.109
YHR167W	8.888	0.542
YHR168W	-1.686	-8.350
YHR170W	NaN	-3.779
YHR171W	0.245	0.487
YHR172W	NaN	0.412
YHR176W	0.097	-0.234
YHR177W	-0.058	-0.258
YHR178W	0.434	-2.632
YHR179W	-2.005	-1.085
YHR180W	0.396	0.379
YHR181W	-0.364	-0.512
YHR182W	0.326	-0.085
YHR183W	-0.129	-0.143
YHR184W	0.198	-0.018
YHR185C	0.038	0.336
YHR186C	NaN	0.153
YHR188C	NaN	0.648
YHR189W	0.267	-0.007
YHR190W	NaN	-0.203
YHR191C	-2.360	-0.007
YHR193C	-0.866	0.135
YHR194W	-3.521	-0.016
YHR195W	-0.849	0.637
YHR196W	NaN	-0.300
YHR198C	0.256	-0.376
YHR199C	0.054	-0.191
YHR200W	-1.297	-0.979
YHR202W	-0.041	0.304
YHR203C	-0.722	-0.778
YHR204W	0.023	0.294
YHR206W	-0.056	0.090
YHR207C	-0.877	-0.489
YHR209W	0.198	-0.451
YHR210C	-0.123	-0.112
YIL001W	1.417	-0.246
YIL002C	0.129	-0.534
YIL003W	NaN	-0.395
YIL004C	NaN	0.971
YIL005W	1.871	-1.513
YIL006W	1.925	-1.426
YIL007C	0.027	-0.520
YIL008W	NaN	-0.233
YIL009C-A	0.056	-1.035
YIL009W	-0.397	-0.361
YIL010W	0.021	0.029
YIL011W	-0.001	-0.129
YIL012W	0.056	0.177
YIL013C	0.013	-0.008
YIL014C-A	-3.000	-0.220
YIL014W	-0.032	-0.092
YIL015W	2.229	-0.139
YIL016W	1.665	0.425
YIL017C	1.986	-0.094
YIL018W	-1.859	-2.963
YIL019W	NaN	0.074
YIL020C	-0.135	-0.265
YIL021W	NaN	-9.460
YIL022W	NaN	0.434
YIL023C	0.070	-0.011
YIL024C	-0.089	0.493
YIL025C	0.088	-0.023
YIL026C	NaN	0.604
YIL027C	1.472	-0.318
YIL028W	0.533	0.117
YIL029C	2.183	-0.110
YIL030C	0.196	0.141
YIL031W	3.508	-0.098
YIL032C	0.287	0.190
YIL033C	NaN	-1.568
YIL034C	NaN	0.075
YIL035C	0.470	-0.005
YIL036W	-3.121	-0.166
YIL037C	-0.042	0.435
YIL038C	3.087	3.809
YIL039W	NaN	0.054
YIL040W	NaN	-0.033
YIL041W	4.065	NaN
YIL042C	-0.022	-1.038
YIL043C	-0.583	0.218
YIL044C	0.098	-0.539
YIL045W	0.639	0.061
YIL046W	NaN	12.745
YIL047C	-3.328	0.022
YIL048W	NaN	3.687
YIL049W	NaN	-0.085
YIL050W	1.265	-0.011
YIL051C	NaN	-0.474
YIL052C	0.522	1.889
YIL053W	8.785	-0.025
YIL054W	0.244	-0.215
YIL055C	0.718	-0.638
YIL056W	-0.027	-0.490
YIL057C	0.346	0.333
YIL058W	0.964	-0.285
YIL059C	0.027	0.035
YIL060W	-3.678	0.064
YIL061C	NaN	0.452
YIL062C	NaN	0.604
YIL063C	NaN	0.303
YIL064W	1.666	3.023
YIL065C	1.825	0.824
YIL066C	-0.277	-0.090
YIL067C	2.567	-0.043
YIL068C	NaN	-0.108
YIL069C	-0.767	-0.500
YIL070C	-1.228	0.293
YIL071C	-0.257	0.287
YIL072W	0.095	-0.579
YIL073C	1.770	1.392
YIL074C	0.282	0.662
YIL075C	NaN	-0.424
YIL076W	3.114	-3.212
YIL077C	5.423	2.574
YIL078W	NaN	-0.358
YIL079C	-0.199	-1.523
YIL083C	0.566	-0.008
YIL084C	0.071	0.199
YIL085C	-0.033	0.059
YIL086C	-0.015	0.964
YIL087C	1.096	3.939
YIL088C	0.325	0.302
YIL089W	-0.292	-0.417
YIL090W	0.936	0.004
YIL091C	NaN	-0.193
YIL092W	1.049	-0.177
YIL093C	-0.777	-0.827
YIL094C	0.202	-0.006
YIL095W	1.160	-0.021
YIL096C	0.707	0.708
YIL097W	NaN	0.543
YIL098C	0.478	-0.100
YIL099W	0.371	0.050
YIL100W	0.787	-0.082
YIL101C	0.390	0.343
YIL102C	-0.242	-0.026
YIL103W	NaN	0.320
YIL104C	NaN	1.316
YIL105C	0.507	-0.020
YIL106W	NaN	0.103
YIL107C	-0.081	-0.299
YIL108W	0.005	-0.044
YIL109C	NaN	-0.957
YIL110W	1.859	3.114
YIL111W	0.438	-0.249
YIL112W	-0.128	-0.038
YIL113W	-0.122	0.900
YIL114C	-0.068	-0.096
YIL115C	NaN	0.182
YIL116W	0.394	-0.075
YIL117C	0.144	-1.054
YIL118W	NaN	-1.412
YIL119C	0.129	-0.135
YIL120W	0.036	0.146
YIL121W	-0.221	0.336
YIL122W	NaN	-0.023
YIL123W	-0.108	0.862
YIL124W	-0.023	0.410
YIL125W	-0.322	0.417
YIL126W	NaN	-0.500
YIL128W	NaN	-0.078
YIL129C	NaN	0.112
YIL130W	0.164	-0.052
YIL131C	-0.020	0.111
YIL132C	-0.038	-0.052
YIL133C	-0.299	0.036
YIL134W	1.072	0.019
YIL135C	-0.534	0.105
YIL136W	0.097	0.691
YIL137C	-0.261	0.087
YIL138C	-0.158	1.103
YIL139C	0.181	0.741
YIL140W	-0.052	0.035
YIL141W	0.039	0.058
YIL142W	NaN	0.065
YIL143C	NaN	-0.015
YIL144W	NaN	0.028
YIL145C	-0.048	0.628
YIL146C	1.198	0.175
YIL147C	NaN	0.245
YIL148W	1.421	-1.906
YIL149C	0.878	0.036
YIL150C	NaN	0.469
YIL152W	0.128	-0.259
YIL153W	2.258	0.018
YIL154C	0.636	-0.026
YIL155C	0.162	0.307
YIL156W	0.216	0.549
YIL157C	-0.658	0.212
YIL158W	1.149	NaN
YIL159W	-0.465	0.189
YIL160C	-0.036	0.310
YIL161W	0.286	0.053
YIL162W	0.047	0.271
YIL163C	-0.149	0.430
YIL164C	0.293	-0.051
YIL165C	-0.018	0.125
YIL166C	-0.258	0.602
YIL170W	1.575	9.084
YIL173W	-0.283	-0.333
YIR001C	0.083	-0.451
YIR002C	0.219	-1.158
YIR003W	0.246	-1.372
YIR004W	-0.346	-0.180
YIR005W	-4.736	-0.167
YIR006C	NaN	-0.047
YIR007W	0.004	-0.306
YIR008C	NaN	-0.836
YIR009W	0.633	0.107
YIR010W	NaN	-0.843
YIR011C	NaN	-0.044
YIR012W	NaN	-0.223
YIR013C	-0.073	-0.119
YIR014W	0.534	-0.462
YIR015W	NaN	0.068
YIR016W	0.240	-0.327
YIR017C	0.348	-0.468
YIR018W	0.249	0.834
YIR019C	0.544	0.608
YIR020C	0.537	0.036
YIR021W	-0.218	-0.253
YIR022W	NaN	0.162
YIR023W	0.775	-0.709
YIR024C	-0.026	0.100
YIR025W	-0.096	-0.616
YIR026C	-4.957	-0.276
YIR027C	0.049	-0.131
YIR028W	0.019	0.844
YIR029W	-0.264	-0.154
YIR030C	-0.298	-0.041
YIR031C	0.370	0.287
YIR032C	0.094	0.274
YIR033W	-0.522	0.415
YIR034C	NaN	-0.320
YIR035C	0.030	-0.018
YIR036C	-0.432	-0.251
YIR037W	-0.326	-0.019
YIR038C	-0.747	0.095
YIR039C	-0.124	-0.577
YIR042C	-0.326	-0.370
YJL001W	NaN	-2.107
YJL002C	1.829	-0.342
YJL003W	-0.027	-0.407
YJL004C	-0.691	0.492
YJL005W	0.033	-0.677
YJL006C	NaN	-0.085
YJL007C	0.610	0.086
YJL009W	NaN	0.625
YJL010C	NaN	-0.063
YJL011C	NaN	-1.197
YJL012C	-0.420	-0.002
