orf	hap a | protein/peptide metabolism (unfolded protein response (UPR)) | standard [standard] | Jonikas MC~Schuldiner M, 2009
YMR243C	0.1661167
YMR244C-A	0.01863994
YMR244W	0.06348852
YMR245W	-0.05981098
YMR246W	0.1425597
YMR247C	-0.01442518
YMR250W	0.0449464
YMR251W	0.07885444
YMR251W-A	0.02758393
YMR252C	0.07935762
YMR253C	0.05283427
YMR254C	0.004659374
YMR255W	0.04737993
YMR256C	-0.1628575
YMR258C	0.01734508
YMR259C	0.1200502
YMR261C	0.01720217
YMR262W	0.06333615
YMR263W	-0.7494433
YMR264W	1.408635
YMR265C	0.0682728
YMR266W	0.04175309
YMR269W	-1.444052
YMR271C	0.04681319
YMR272C	0.1227589
YMR273C	0.1722351
YMR274C	0.2652263
YMR275C	0.2388703
YMR276W	-0.08342004
YMR278W	0.09392606
YMR279C	0.03999495
YMR280C	-0.09239482
YMR282C	-0.215998
YMR283C	0.004169482
YMR284W	-0.04251576
YMR285C	0.01267638
YMR287C	-0.2836229
YMR289W	0.1140823
YMR291W	-0.003956547
YMR292W	0.3088046
YMR293C	-0.3317705
YMR294W	-0.04874541
YMR294W-A	-0.03187438
YMR295C	0.005626537
YMR297W	0.01981076
YMR299C	-0.07768569
YMR300C	-0.218658
YMR302C	0.04043356
YMR303C	0.1007908
YMR304C-A	0.1392677
YMR304W	0.1247921
YMR305C	0.04968054
YMR306C-A	-0.003147328
YMR306W	0.04498944
YMR307W	1.067429
YMR310C	-0.182687
YMR311C	-0.03544946
YMR312W	-0.4463658
YMR313C	0.03539687
YMR315W	0.006907318
YMR316C-A	0.1786878
YMR316C-B	0.03731571
YMR316W	0.008490607
YMR317W	0.04808156
YMR318C	0.0007802532
YMR319C	-0.04340699
YMR320W	-0.01012662
YMR322C	-0.04818114
YMR326C	0.01705044
YNL001W	-0.2735184
YNL003C	-0.1422656
YNL004W	-0.05436958
YNL005C	-0.3759745
YNL008C	0.0723096
YNL009W	-0.03825281
YNL010W	0.02733349
YNL011C	0.03958523
YNL012W	0.02971549
YNL013C	0.03675945
YNL014W	-0.003582065
YNL015W	-0.0178414
YNL016W	-0.6178544
YNL020C	-0.0471049
YNL021W	-0.1637112
YNL022C	-0.006150853
YNL023C	0.01270489
YNL024C	0.04046584
YNL025C	0.1293225
YNL027W	-0.07169159
YNL028W	0.06465049
YNL029C	-0.2132997
YNL030W	0.2636398
YNL031C	0.4605117
YNL032W	0.04290237
YNL034W	-0.08909982
YNL035C	-0.2019143
YNL037C	-0.3965184
YNL040W	0.02235249
YNL041C	0.3751734
YNL042W	-0.08615513
YNL043C	0.05915884
YNL044W	0.1348209
YNL045W	-0.02449975
YNL046W	0.01765126
YNL047C	-0.005594055
YNL049C	0.1170652
YNL050C	-0.05005587
YNL051W	0.3482826
YNL052W	-0.1018728
YNL053W	0.02503174
YNL054W	0.05417379
YNL056W	-0.03515965
YNL057W	0.0403717
YNL058C	-0.08789246
YNL063W	0.07467864
YNL064C	-0.9486495
YNL065W	-0.04032133
YNL066W	0.08044752
YNL067W	-0.7427048
YNL068C	0.1513188
YNL069C	-1.07285
YNL070W	-0.2048326
YNL071W	-0.4134951
YNL072W	-0.06898185
YNL073W	-0.4322988
YNL074C	0.009490647
YNL076W	-0.1310797
YNL077W	-0.03750084
YNL078W	0.07624325
YNL079C	0.07444225
YNL080C	2.984588
YNL081C	-0.1828425
YNL082W	-0.2215724
YNL083W	0.1171728
YNL084C	-0.0798609
YNL085W	-0.05932736
YNL086W	-0.133033
YNL087W	0.08524118
YNL089C	-0.05815316
YNL090W	-0.05908013
YNL091W	-0.5024245
YNL092W	-0.08405186
YNL093W	-0.007519212
YNL094W	0.01832123
YNL095C	0.03799816
YNL096C	-0.3503616
YNL097C	-0.6300691
YNL098C	-0.05390173
YNL099C	0.005062721
YNL100W	-0.06456177
YNL101W	0.04790325
YNL104C	0.008932826
YNL105W	0.05685385
YNL106C	0.164089
YNL107W	0.1139343
YNL108C	0.02063059
YNL109W	-0.8168103
YNL111C	-0.2088381
YNL115C	-0.1129275
YNL116W	0.08741484
YNL117W	0.059575
YNL119W	-0.3359525
YNL120C	-0.242997
YNL121C	-0.1292141
YNL122C	0.06809739
YNL123W	-0.01096013
YNL125C	-0.04006723
YNL127W	0.0911713
YNL128W	-0.003721832
YNL129W	0.09700424
YNL130C	0.09421318
YNL133C	2.752749
YNL134C	0.09476621
YNL135C	-0.1407458
YNL136W	-0.7403906
YNL139C	-0.007430274
YNL140C	0.6375529
YNL141W	-0.02443392
YNL142W	-0.0277419
YNL143C	0.03965798
YNL144C	-0.01264709
YNL145W	0.01822955
YNL146W	0.05438589
YNL147W	-0.403505
YNL148C	1.192043
YNL153C	-0.2264124
YNL154C	0.2453702
YNL155W	-0.01526909
YNL156C	-0.001087442
YNL157W	0.04254836
YNL159C	0.09464792
YNL160W	0.1091065
YNL162W	0.4185496
YNL164C	-0.2065539
YNL165W	-0.02962223
YNL166C	-0.06474083
YNL167C	0.02407972
YNL168C	-0.02708173
YNL169C	-0.07513161
YNL170W	-0.112294
YNL171C	-0.3465715
YNL173C	-0.002668939
YNL175C	-0.2910449
YNL176C	-0.3075627
YNL177C	-0.5086196
YNL179C	-0.08333908
YNL180C	-0.01529991
YNL183C	-0.02181502
YNL184C	-0.4797133
YNL187W	-0.1501477
YNL190W	-0.07608473
YNL191W	-0.01291568
YNL192W	0.3892502
YNL193W	-0.1015971
YNL194C	-0.07996005
YNL195C	-0.02028001
YNL196C	-0.1182996
YNL197C	-0.6991754
YNL198C	0.553347
YNL199C	0.6750105
YNL200C	0.0362375
YNL201C	-0.03196455
YNL202W	-0.005917467
YNL203C	-0.08134743
YNL204C	-0.02744386
YNL205C	0.2653545
YNL206C	1.122841
YNL208W	0.07206761
YNL211C	-0.06886756
YNL212W	0.01416211
YNL213C	-0.3302737
YNL214W	-0.1459736
YNL215W	0.1514981
YNL217W	-0.03698568
YNL219C	2.116362
YNL223W	-0.03048063
YNL224C	-0.4102341
YNL226W	-1.250877
YNL227C	-0.9526473
YNL228W	-1.088791
YNL229C	-0.007452739
YNL230C	-0.02673443
YNL231C	-0.01971742
YNL233W	-0.1004897
YNL234W	0.05032091
YNL235C	0.07445986
YNL236W	0.3214766
YNL237W	0.003979114
YNL238W	1.210338
YNL239W	-0.05688657
YNL241C	0.03571514
YNL242W	-0.1514772
YNL246W	-0.3191407
YNL249C	-0.05637083
YNL252C	-0.1429054
YNL253W	0.2026739
YNL254C	0.03787005
YNL255C	0.04929749
YNL257C	-0.1106646
YNL259C	-0.03241928
YNL264C	0.1514622
YNL265C	0.04045551
YNL266W	0.09610076
YNL268W	0.02562296
YNL270C	0.1931626
YNL271C	0.1020088
YNL273W	-0.2565152
YNL274C	-0.07815192
YNL275W	-0.001271655
YNL277W	0.08711753
YNL278W	-0.02051515
YNL279W	0.05219722
YNL280C	0.1059924
YNL281W	-0.1475547
YNL283C	-0.05449314
YNL284C	0.08603312
YNL285W	-0.08164167
YNL286W	0.02877961
YNL288W	0.1160723
YNL289W	0.1303714
YNL291C	0.04105834
YNL292W	0.006889491
YNL293W	0.00649122
YNL294C	0.006893812
YNL295W	-0.06924653
YNL296W	0.4207881
YNL297C	0.3050937
YNL298W	0.2269284
YNL299W	-0.1874728
YNL300W	0.06782902
YNL301C	-0.06069011
YNL302C	-1.119719
YNL303W	0.04348328
YNL304W	0.09465863
YNL305C	-0.01073073
YNL307C	-0.03595403
YNL309W	-0.02640293
YNL311C	-0.02972096
YNL314W	-0.07551737
YNL315C	-0.618856
YNL316C	-0.02803898
YNL318C	0.01423577
YNL319W	0.1105176
YNL320W	-0.04195686
YNL321W	-0.04371809
YNL322C	0.8026273
YNL323W	0.5726021
YNL324W	0.2038207
YNL325C	0.1173751
YNL326C	-0.07330827
YNL327W	0.08969537
YNL328C	-0.09295971
YNL329C	-0.1972012
YNL330C	0.08613556
YNL332W	-0.005128884
YNL333W	0.09273975
YNL334C	-0.02939972
YNL335W	-0.008053239
YNL336W	-0.0200903
YNL338W	0.0877885
YNL339C	0.1594554
YNR001C	0.02854339
YNR002C	0.006401942
YNR004W	-0.9235588
YNR005C	0.2539987
YNR006W	0.3143985
YNR007C	-0.0264626
YNR008W	-0.04119573
YNR009W	-0.1094003
YNR010W	-1.007472
YNR012W	0.06999234
YNR013C	-0.01351949
YNR014W	0.01333478
YNR015W	-0.02970117
YNR018W	-0.07089607
YNR019W	0.02020322
YNR020C	-0.2788418
YNR021W	0.08977947
YNR022C	-0.01724435
YNR024W	-0.004777711
YNR025C	-0.08928487
YNR027W	-0.07646583
YNR028W	-0.0008740903
YNR029C	-0.2216044
YNR030W	2.102232
YNR031C	-0.01597612
YNR032C-A	-0.1338065
YNR032W	0.101349
YNR033W	0.03025249
YNR034W	0.003109246
YNR036C	-0.1708805
YNR037C	-0.5438911
YNR039C	0.08430159
YNR040W	0.01531772
YNR041C	-0.1888326
YNR042W	0.009397411
YNR044W	-0.06622864
YNR045W	-0.1176588
YNR047W	0.1580629
YNR048W	0.04345855
YNR049C	0.09977914
YNR051C	0.2913302
YNR052C	-0.1277123
YNR055C	-0.08707198
YNR056C	0.009037651
YNR057C	0.01383717
YNR058W	0.02900478
YNR059W	-0.04320208
YNR060W	-0.3690812
YNR061C	0.002536808
YNR062C	0.02608556
YNR063W	0.03241576
YNR064C	-0.2080821
YNR065C	0.05574222
YNR066C	0.03759661
YNR067C	0.07321945
YNR069C	-0.09061221
YNR070W	-0.1597073
YNR071C	0.0842296
YNR072W	-0.1742982
YNR073C	-0.05297224
YNR074C	-0.05613779
YNR075W	-0.0535188
YOL001W	1.35263
YOL002C	-0.01634194
YOL003C	0.07175907
YOL004W	-0.5302114
YOL006C	-1.02991
YOL007C	-0.1303925
YOL008W	-0.259031
YOL009C	0.05132525
YOL011W	-0.1306298
YOL012C	0.3627556
YOL013C	1.787873
YOL013W-A	-0.07952614
YOL014W	-0.164109
YOL015W	0.02202759
YOL016C	0.0367529
YOL017W	0.06004088
YOL018C	0.3805661
YOL019W	0.01179248
YOL020W	-0.2632285
YOL024W	-0.09522311
YOL025W	-0.005021221
YOL027C	-0.3129484
YOL028C	0.01961741
YOL029C	-0.06296385
YOL030W	0.01097832
YOL031C	1.255656
YOL032W	-0.1043526
YOL033W	-0.4056034
YOL035C	0.1576893
YOL036W	0.06154049
YOL037C	0.04054727
YOL039W	-0.7760293
YOL041C	-1.206013
YOL042W	0.07697798
YOL043C	-0.004420432
YOL044W	-0.1090789
YOL045W	0.1115261
YOL046C	0.101547
YOL047C	0.08935692
YOL048C	0.07545273
YOL049W	-0.1118412
YOL050C	0.153274
YOL051W	-0.1691098
YOL052C	-0.2121965
YOL052C-A	-0.02651241
YOL053W	0.08496964
YOL054W	0.118666
YOL055C	0.03054128
YOL056W	0.06712165
YOL057W	-0.023782124999999998
YOL059W	0.082041
YOL060C	-0.1224904
YOL061W	0.03420356
YOL062C	0.1630971
YOL063C	0.09361027
YOL064C	0.9996965
YOL065C	0.1055298
YOL067C	-0.2356552
YOL068C	0.211234
YOL070C	0.1003067
YOL071W	0.04287673
YOL073C	-0.2108603
YOL075C	-0.05893251
YOL079W	-0.3314956
YOL080C	-0.2829103
YOL081W	-0.2319982
YOL082W	-0.01590252
YOL083W	0.09835729
YOL084W	0.01993806
YOL085C	0.03808444
YOL087C	0.132267
YOL088C	0.07336848
YOL089C	-0.1374003
YOL090W	-0.08427563
YOL091W	-0.03380665
YOL092W	-0.02077232
YOL093W	0.06736896
YOL095C	-0.206387
YOL096C	-0.1363985
YOL098C	-0.1585889
YOL099C	0.02757315
YOL100W	-0.0696565
YOL101C	-0.007810894
YOL103W	-0.003701134
YOL104C	0.02862218
YOL105C	-0.01484123
YOL106W	-0.02030968
YOL107W	-0.06786984
YOL108C	-0.1597034
YOL109W	0.03532313
YOL110W	0.0376793
YOL111C	0.3005838
YOL112W	0.005547826
YOL113W	-0.09573981
YOL114C	-0.009741863
YOL116W	-0.0002781662
YOL117W	-0.04739356
YOL118C	-0.03765166
YOL119C	0.01007919
YOL121C	-0.2370253
YOL122C	0.05482364
YOL124C	-0.07551918
YOL126C	-0.06293704
YOL128C	-0.03487829
YOL129W	7.464138e-05
YOL131W	0.02217628
YOL132W	0.006865005
YOL136C	0.00893501
YOL137W	-0.06667121
YOL138C	0.05024635
YOL141W	-0.05948969
YOL147C	-0.1302879
YOL150C	0.03055672
YOL151W	0.02664217
YOL152W	-0.09297118
YOL155C	-0.01368642
YOL158C	0.04439806
YOL159C	-0.3094051
YOL160W	-0.0651841
YOL162W	0.01499387
YOL163W	-0.01088421
YOR001W	-0.8336634
YOR002W	2.505338
YOR003W	0.064867
YOR005C	0.0597678
YOR006C	-0.07770044
YOR007C	0.1401786
YOR008C	0.1690239
YOR008C-A	0.1103356
YOR009W	0.03292268
YOR010C	0.08835913
YOR011W	0.1431502
YOR012W	0.08986855
YOR013W	0.1098029
YOR014W	-0.2021309
YOR015W	0.112954
YOR016C	0.07227583
YOR017W	-0.03254198
YOR018W	0.0233782
YOR019W	0.0305385
YOR021C	0.02109306
YOR022C	-0.01924109
YOR023C	0.3177107
YOR024W	0.2612475
YOR025W	0.06235315
YOR026W	0.4931663
YOR027W	-0.2845906
YOR028C	0.125309
YOR029W	0.03599069
YOR030W	0.03791759
YOR032C	0.1006936
YOR033C	-0.005931133
YOR034C	0.07410465
YOR035C	1.001254
YOR037W	-0.06249339
YOR038C	0.216279
YOR039W	0.03363663
YOR040W	-0.006396432
YOR041C	0.03180946
YOR042W	0.01803741
YOR043W	0.2929757
YOR044W	0.004968575
YOR045W	-0.1798568
YOR047C	-0.2706949
YOR049C	0.09689395
YOR050C	-0.0880989
YOR051C	0.07182519
YOR052C	0.0561619
YOR053W	-0.009157096
YOR054C	-0.03086517
YOR055W	-0.01830551
YOR058C	-0.07751175
YOR059C	0.07898754
YOR061W	0.9778003
YOR062C	0.0135823
YOR064C	0.03008691
YOR065W	-0.2513389
YOR066W	0.0234842
YOR067C	1.902577
YOR068C	0.1791496
YOR069W	-0.07783902
YOR070C	0.4167379
YOR071C	0.03665992
YOR072W	-0.2854447
YOR076C	-0.4664049
YOR078W	-1.168472
YOR079C	-0.03473996
YOR080W	-0.6358604
YOR081C	0.003522535
YOR082C	-0.3769583
YOR083W	-0.2814508
YOR084W	0.003061563
YOR085W	2.82684
YOR086C	0.09356433
YOR087W	-0.020205475
YOR089C	0.5976208
YOR090C	0.08801851
YOR091W	-0.01840329
YOR092W	-0.0007581387
YOR093C	0.4611245
YOR094W	-0.01226548
YOR097C	-0.007271142
YOR099W	-0.005515928
YOR100C	0.02406702
YOR101W	0.007158667
YOR104W	-0.01097773
YOR105W	-0.02355218
YOR106W	0.110969
YOR107W	-0.01764046
YOR108W	0.009550952
YOR109W	0.4276549
YOR111W	-0.01999908
YOR112W	0.1569557
YOR113W	-0.003440009
YOR114W	-0.04783304
YOR115C	0.09001338
YOR118W	-0.04693749
YOR120W	0.07680884
YOR121C	-0.05671388
YOR123C	-0.1279404
YOR124C	0.03615404
YOR125C	0.0892755
YOR126C	-0.06715115
YOR127W	0.4606317
YOR128C	-0.3289354
YOR129C	-0.05696256
YOR130C	0.4225204
YOR131C	-0.01125764
YOR132W	0.1430515
YOR133W	0.05149041
YOR134W	-0.00991976
YOR135C	-0.08516748
YOR136W	-0.305028
YOR137C	-0.1359306
YOR138C	-0.06579129
YOR139C	0.1535901
YOR140W	0.1324794
YOR141C	0.1716313
YOR142W	0.0535766
YOR144C	-0.1906691
YOR150W	-0.2204981
YOR152C	-0.03523425
YOR153W	-0.1968997
YOR154W	1.007836
YOR155C	0.02535728
YOR156C	-0.1504887
YOR158W	-0.07906898
YOR161C	0.001070332
YOR162C	-0.0375323
YOR163W	-0.03071635
YOR164C	0.2747444
YOR165W	0.3831904
YOR166C	-0.001467174
YOR167C	-0.2662539
YOR170W	0.03649775
YOR171C	0.5336754
YOR172W	0.01769881
YOR173W	0.03481383
YOR175C	-0.005929448
YOR177C	-0.03014179
YOR178C	-0.001065197
YOR179C	-0.08174421
YOR180C	0.04245379
YOR182C	-0.3411677
YOR183W	-0.1149529
YOR184W	0.03670258
YOR185C	0.03711531
YOR186W	-0.003646503
YOR187W	-0.42056
YOR188W	-0.03787508
YOR189W	0.5580995
YOR190W	0.000920759
YOR191W	-0.1135638
YOR192C	-0.01650169
YOR193W	-0.1072896
YOR195W	-0.06920054
YOR196C	-0.2218033
YOR197W	0.06150197
YOR199W	-0.195401
YOR200W	-0.197387
YOR201C	-0.1869711
YOR202W	-0.001546783
YOR205C	-0.2318603
YOR208W	0.03051076
YOR209C	-0.06838743
YOR211C	-0.5556565
YOR213C	-0.08920851
YOR214C	-0.01345089
YOR215C	-0.007781578
YOR216C	0.4035544
YOR219C	-0.02180484
YOR220W	-0.08069297
YOR221C	-0.4621648
YOR222W	0.02586932
YOR223W	0.02269095
YOR225W	0.05264754
YOR226C	0.06439055
YOR227W	0.003093254
YOR228C	-0.04976359
YOR229W	0.04039778
YOR230W	0.1096283
YOR231W	0.01384536
YOR233W	0.03714783
YOR234C	-0.778298
YOR235W	-0.5395753
YOR237W	0.04850714
YOR238W	0.1321115
YOR239W	0.05114694
YOR241W	0.05057338
YOR242C	0.4574056
YOR243C	0.002797888
YOR245C	0.07724473
YOR246C	0.3593768
YOR247W	0.237163
YOR248W	0.1964426
YOR251C	-0.2320738
YOR252W	-0.03612343
YOR253W	0.04170575
YOR255W	-0.002346186
YOR263C	0.01348998
YOR264W	0.01948712
YOR265W	0.2434364
YOR266W	0.002773511
YOR267C	-0.1414529
YOR268C	0.01964619
YOR269W	-0.1251258
YOR270C	0.05393909
YOR271C	-0.02086541
YOR273C	0.01385326
YOR274W	0.0827114
YOR275C	0.3380918
YOR276W	-0.06940998
YOR277C	-0.1033903
YOR279C	0.1085931
YOR280C	-0.0137185
YOR283W	0.02176307
YOR284W	0.03984258
YOR285W	0.003576299
YOR286W	-0.03559228
YOR288C	0.8144578
YOR289W	-0.01106324
YOR291W	-0.1801971
YOR292C	-0.04604454
YOR293W	-1.061333
YOR295W	-0.4508171
YOR296W	0.1222939
YOR297C	-0.1312976
YOR298C-A	0.02230234
YOR298W	0.1079751
YOR299W	-0.02662823
YOR300W	0.06712485
YOR301W	0.1183863
YOR302W	-0.2731467
YOR303W	-0.3844326
YOR304C-A	-0.05806062
YOR304W	0.1662009
YOR306C	0.02369285
YOR307C	0.03625046
YOR308C	-0.528262
YOR309C	-1.32549
YOR311C	0.1247944
YOR312C	-0.9411591
YOR313C	0.1093154
YOR314W	0.05420955
YOR315W	-0.02005537
YOR316C	0.05200667
YOR317W	0.05589819
YOR318C	-0.01380379
YOR320C	0.004028786
YOR321W	0.0351779
YOR322C	-0.09073842
YOR324C	0.008139051
YOR325W	0.02249411
YOR327C	0.08469254
YOR328W	0.06944683
YOR330C	-0.2368702
YOR333C	-0.1403793
YOR334W	-0.1720048
YOR337W	-0.02518437
YOR338W	0.0927257
YOR339C	0.01370329
YOR342C	0.01469503
YOR343C	-0.01562635
YOR344C	0.05566995
YOR345C	0.04186351
YOR346W	0.04961532
YOR347C	0.01159619
YOR348C	0.02951207
YOR349W	0.009011156
YOR350C	-0.1822576
YOR351C	0.05719956
YOR352W	-0.01270494
YOR354C	-0.1082389
YOR355W	-0.6457787
YOR356W	0.02839133
YOR357C	0.03926574
YOR358W	-0.1282528
YOR359W	0.2465425
YOR360C	-0.04118887
YOR363C	0.05459974
YOR364W	0.02254763
YOR365C	-0.09403294
YOR366W	-0.08360469
YOR367W	-0.03604152
YOR368W	0.09770829
YOR371C	-0.09026458
YOR374W	-0.08694585
YOR375C	-0.09757916
YOR376W	-0.04480119
YOR377W	-0.0554046
YOR378W	-0.07991371
YOR379C	-0.05925018
YOR380W	-0.02716123
YOR381W	0.0167268
YOR382W	-0.02923722
YOR383C	-0.06708128
YOR384W	-0.06084406
YOR385W	-0.02810804
YOR386W	-0.007609422
YPL001W	-0.03953975
YPL003W	0.05683692
YPL004C	0.02162469
YPL005W	-0.267046
YPL008W	-0.1022663
YPL009C	-0.02244236
YPL013C	-0.220629
YPL014W	-0.09643948
YPL015C	-0.05771656
YPL017C	-0.06249755
YPL018W	-0.003735689
YPL019C	0.05546364
YPL021W	0.01390964
YPL022W	-0.01860992
YPL023C	-0.112068
YPL024W	-0.05513804
YPL025C	0.01765799
YPL026C	0.04802477
YPL027W	-0.04086922
YPL029W	-0.1831876
YPL030W	-0.1002602
YPL032C	-0.1601124
YPL033C	0.009427479
YPL034W	0.02554748
YPL035C	0.003033041
YPL036W	0.02394171
YPL037C	-0.5455086
YPL038W	-0.01450642
YPL039W	0.04377048
YPL040C	-0.2138739
YPL041C	0.1222727
YPL046C	0.02633552
YPL047W	-0.4131458
YPL048W	0.02301562
YPL049C	-0.5516293
YPL050C	0.3402039
YPL051W	0.3364405
YPL052W	-0.02194015
YPL053C	-0.0200425
YPL054W	0.06545522
YPL055C	0.08176914
YPL056C	0.03560176
YPL057C	0.09599283
YPL058C	-0.005754889
YPL060W	-0.1313909
YPL061W	0.2688382
YPL062W	0.3638012
YPL064C	-0.03444763
YPL065W	0.571597
YPL066W	-0.07965164
YPL067C	0.01793813
YPL068C	0.04261484
YPL069C	0.8832955
YPL070W	-0.005434537
YPL071C	-0.06865296
YPL072W	-5.763328e-05
YPL073C	0.05794726
YPL074W	0.05237442
YPL077C	0.1544986
YPL078C	0.05601762
YPL079W	-0.9279044
YPL080C	-1.04212
YPL081W	0.09094523
YPL086C	-0.5424746
YPL087W	0.03561451
YPL088W	0.01372454
YPL089C	0.2271112
YPL090C	-0.9367425
YPL091W	-0.1931193
YPL092W	-0.001502166
YPL095C	-0.06297176
YPL096W	-0.07345033
YPL097W	-0.8227697
YPL098C	-0.05865725
YPL099C	0.004282437
YPL100W	-0.01168559
YPL101W	-0.4972977
YPL102C	-0.4692376
YPL103C	0.1085089
YPL104W	-0.3213581
YPL105C	-0.2914752
YPL106C	-0.01434387
YPL107W	-0.06700693
YPL108W	-0.06236951
YPL109C	-0.06480718
YPL110C	0.03909705
YPL111W	-0.01407769
YPL112C	-0.03202319
YPL113C	0.007390629
YPL114W	-0.07335634
YPL115C	0.2836189
YPL116W	-0.1688514
YPL118W	-0.1754774
YPL119C	0.03363133
YPL120W	0.280577
YPL121C	0.02476437
YPL123C	0.05444099
YPL125W	-0.1516069
YPL127C	0.0244234
YPL130W	-0.03223435
YPL133C	0.02550164
YPL134C	0.07593832
YPL135W	0.03543116
YPL136W	0.09895169
YPL137C	-0.0001845702
YPL138C	-0.06097368
YPL139C	-0.5088186
YPL140C	0.05196734
YPL141C	-0.04805525
YPL144W	-0.5298639
YPL145C	-0.003728225
YPL147W	-0.1619826
YPL148C	0.1603368
YPL149W	0.01005827
YPL150W	-0.05497798
YPL152W	-0.0952167
YPL154C	-0.04011816
YPL155C	-0.004771627
YPL156C	-0.1279605
YPL157W	-1.358472
YPL158C	0.2281009
YPL159C	0.07819872
YPL161C	-0.04672447
YPL162C	-0.002123381
YPL163C	-0.01615401
YPL164C	-0.03463101
YPL165C	0.0217636
YPL166W	0.02607186
YPL167C	-0.003257477
YPL168W	-0.03838886
YPL170W	0.02872671
YPL171C	0.06075229
YPL172C	-0.1869085
YPL173W	-0.1498782
YPL174C	-0.0805368
YPL176C	0.02529768
YPL177C	0.09992313
YPL178W	-1.71058
YPL179W	-0.08739667
YPL180W	0.2203776
YPL181W	-0.5161742
YPL182C	-0.5414882
YPL183C	-0.4383041
YPL183W-A	-0.2335189
YPL184C	0.4843597
YPL185W	0.03736706
YPL186C	0.04125509
YPL187W	0.01824116
YPL189W	-0.01316642
YPL191C	0.03170615
YPL192C	0.2504786
YPL194W	0.02524854
YPL195W	-0.02008902
YPL196W	0.01178766
YPL197C	-0.1234621
YPL198W	-0.1228104
YPL199C	0.01819393
YPL200W	0.006067527
YPL201C	0.001752738
YPL202C	0.03313457
YPL203W	0.01900918
YPL205C	0.03779076
YPL206C	0.08419426
YPL207W	-0.1327995
YPL208W	-0.0278618
YPL212C	0.1308197
YPL213W	-0.3270363
YPL214C	-0.2085202
YPL215W	-0.1453548
YPL216W	-0.003627826
YPL219W	0.03628275
YPL220W	-0.07970106
YPL221W	0.09253276
YPL222W	0.003516856
YPL223C	-0.01882154
YPL224C	-0.02233852
YPL225W	-0.7118306
YPL226W	0.2796418
YPL227C	1.794606
YPL229W	-0.05866734
YPL230W	-0.03654034
YPL232W	0.005768511
YPL234C	-0.2285903
YPL236C	0.02616795
YPL239W	-0.8149852
YPL240C	-0.1121878
YPL241C	0.01994308
YPL244C	0.4635592
YPL245W	-0.02478466
YPL246C	-0.0932489
YPL247C	-0.006182455
YPL248C	-0.08105005
YPL249C	0.0126173
YPL250C	0.02813237
YPL253C	-0.02261513
YPL256C	0.4449315
YPL257W	-0.0003415874
YPL258C	-0.0991626
YPL259C	0.06455825
YPL260W	0.2890516
YPL261C	0.2072467
YPL262W	-0.3987138
YPL263C	-0.06313468
YPL264C	0.03111611
YPL265W	0.02203519
YPL267W	0.04068755
YPL268W	-0.4620407
YPL269W	-0.011150469999999999
YPL270W	-0.1463905
YPL272C	0.01805513
YPL273W	0.06303062
YPL274W	0.05688201
YPR001W	0.04151502
YPR002W	0.006074882
YPR003C	0.07931178
YPR004C	0.02916012
YPR005C	0.06198767
YPR006C	0.1600408
YPR007C	-0.03053621
YPR008W	-0.04348963
YPR009W	-0.01827816
YPR011C	-0.005762447
YPR012W	0.05379604
YPR013C	0.07717511
YPR014C	0.03382723
YPR015C	0.08571588
YPR017C	0.06722248
YPR018W	0.629535
YPR020W	-0.2921548
YPR022C	0.0677183
YPR023C	0.1389488
YPR024W	-0.3181647
YPR026W	-0.02939446
YPR027C	-0.005416471
YPR028W	0.02976015
YPR029C	0.01594299
YPR030W	0.03502126
YPR031W	0.1573821
YPR032W	0.1144754
YPR036W	0.03271352
YPR037C	-0.06216343
YPR038W	0.07064648
YPR039W	0.04702546
YPR040W	0.09028317
YPR042C	0.06526568
YPR043W	-1.437401
YPR044C	-0.9143226
YPR045C	-0.7743448
YPR046W	-0.1697131
YPR047W	-0.1685693
YPR049C	-0.0427532
YPR050C	-0.04183331
YPR051W	-0.02516684
YPR052C	-0.3108144
YPR053C	-0.01074009
YPR054W	0.5757493
YPR057W	-1.066903
YPR058W	-0.02644119
YPR059C	-0.05885134
YPR060C	-0.0143932
YPR061C	0.03073223
YPR062W	0.00138546
YPR063C	0.1600386
YPR064W	-0.08793328
YPR065W	-0.09635813
YPR066W	-0.1542607
YPR068C	0.039771
YPR069C	-0.3418206
YPR070W	-0.7469051
YPR071W	0.06307494
YPR073C	-0.06229784
YPR074C	-0.02577001
YPR075C	0.04567376
YPR076W	0.02879661
YPR077C	-0.008291922
YPR078C	-0.1072156
YPR079W	-0.0380958
YPR083W	0.00993522
YPR084W	-0.1911007
YPR089W	0.048079214999999995
YPR091C	0.02740546
YPR092W	0.07680404
YPR093C	0.0210553
YPR095C	-0.03209981
YPR096C	0.1285949
YPR097W	0.1176048
YPR098C	0.05234703
YPR100W	-0.1409022
YPR106W	0.3329749
YPR109W	-0.01704118
YPR111W	0.1044752
YPR115W	0.02009311
YPR116W	-0.2165768
YPR117W	-0.02666724
YPR118W	-0.02341766
YPR119W	-0.0489228
YPR120C	-0.5904401
YPR121W	0.1071558
YPR122W	0.07944838
YPR123C	-0.09652702
YPR124W	-0.5148355
YPR125W	0.02403485
YPR126C	0.01161102
YPR127W	0.0765664
YPR128C	0.03619022
YPR129W	0.2919253
YPR130C	0.54107
YPR131C	-0.8952756
YPR132W	-0.03540937
YPR134W	-0.1401812
YPR135W	-0.9345658
YPR138C	0.05472654
YPR140W	0.4617164
YPR141C	-0.08767518
YPR145W	0.08098452
