orf	hom | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016	het | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016
YLR281C	0.45	
YLR282C	-2.06	
YLR283W	0.3	
YLR284C	-1.46	
YLR285W	-0.22	
YLR286C	-1.05	
YLR287C	0.45	
YLR287C-A	0.0	
YLR288C	0.6	
YLR289W	2.32	
YLR290C	0.15	
YLR291C		-0.25
YLR292C	1.2	
YLR293C		7.66
YLR294C	0.22	
YLR295C	4.08	
YLR296W	0.67	
YLR297W	0.45	
YLR298C		-1.23
YLR299W	0.3	
YLR300W	-1.24	
YLR303W	-1.69	
YLR304C	-0.94	
YLR305C		0.25
YLR306W	-0.41	
YLR307W	-0.19	
YLR308W	-0.04	
YLR309C	0.19	
YLR310C		-3.62
YLR311C	-1.12	
YLR312C	-0.94	
YLR312W-A	0.86	
YLR313C	-0.71	
YLR314C		-0.18
YLR315W	0.0	
YLR316C		-0.92
YLR317W		-0.25
YLR318W	-0.04	
YLR319C	-2.62	
YLR320W	-0.56	
YLR321C		-1.53
YLR322W	0.41	
YLR323C		0.31
YLR324W	0.26	
YLR325C	2.02	
YLR326W	1.12	
YLR327C	-0.15	
YLR328W	1.61	
YLR329W	0.6	
YLR330W	1.8	
YLR331C	-1.05	
YLR332W	-1.27	
YLR334C	-0.9	
YLR335W	-0.11	
YLR336C		-0.43
YLR339C		-6.93
YLR340W		-3.0
YLR341W	0.71	
YLR342W	2.17	
YLR343W	1.05	
YLR344W	0.79	
YLR345W	-0.22	
YLR346C	-0.22	
YLR347C		-0.67
YLR348C	0.52	
YLR349W	3.97	
YLR350W	0.49	
YLR351C	0.22	
YLR352W	1.05	
YLR353W	0.19	
YLR354C	-0.07	
YLR355C		0.55
YLR356W	-0.11	
YLR358C	-0.11	
YLR359W		7.42
YLR360W	1.12	
YLR361C	0.56	
YLR363C	0.11	
YLR364W	1.2	
YLR365W	-0.97	
YLR366W	0.04	
YLR367W	-1.01	
YLR368W	-0.11	
YLR369W	0.86	
YLR370C	-2.06	
YLR371W	-3.82	
YLR372W	-1.27	
YLR373C	0.56	
YLR374C	-2.32	
YLR375W	1.05	
YLR376C	-1.31	
YLR377C	-0.82	
YLR378C		0.12
YLR379W		0.31
YLR380W	-1.01	
YLR381W	-1.99	
YLR382C	2.06	
YLR384C	1.31	
YLR385C	0.26	
YLR386W	1.5	
YLR387C	0.94	
YLR388W	1.24	
YLR389C	0.0	
YLR390W	1.2	
YLR390W-A	-1.74	
YLR392C	1.54	
YLR393W	-0.75	
YLR394W	0.94	
YLR395C	-0.04	
YLR396C	-3.41	
YLR397C		0.61
YLR398C	0.52	
YLR400W	-1.05	
YLR401C	-0.04	
YLR402W	-0.19	
YLR403W	2.17	
YLR404W	0.41	
YLR405W	0.45	
YLR406C	0.79	
YLR407W	-0.94	
YLR408C	1.69	
YLR409C		-0.86
YLR410W	1.01	
YLR412W	0.0	
YLR413W	-0.75	
YLR414C	-0.71	
YLR415C	1.01	
YLR416C	0.11	
YLR417W	-7.08	
YLR418C	-0.67	
YLR420W	-1.42	
YLR421C	-0.75	
YLR422W	3.45	
YLR423C	-0.15	
YLR424W		-0.55
YLR425W	0.94	
YLR426W	-1.46	
YLR427W	-1.84	
YLR428C	-0.34	
YLR429W	0.64	
YLR430W		0.31
YLR431C	-1.27	
YLR432W	0.26	
YLR433C	3.37	
YLR434C	1.24	
YLR435W	-5.13	
YLR436C	2.36	
YLR437C	3.15	
YLR438C-A		0.12
YLR438W	0.04	
YLR439W	5.51	
YLR440C		0.67
YLR441C	0.04	
YLR443W	-2.14	
YLR444C	-0.3	
YLR445W	-2.21	
YLR446W	-0.64	
YLR447C	-2.02	
YLR448W	0.52	
YLR449W	-0.45	
YLR450W	-1.5	
YLR451W	-0.6	
YLR452C	0.97	
YLR453C	-0.34	
YLR454W	3.19	
YLR455W	-1.12	
YLR456W	0.07	
YLR457C		0.49
YLR458W		0.0
YLR459W		0.8
YLR460C	0.07	
YLR461W	0.37	
YML001W	-0.67	
YML002W	1.09	
YML003W	0.52	
YML004C	0.79	
YML005W	0.26	
YML006C	-1.24	
YML007W	-0.52	
YML008C	1.35	
YML009C	-0.32	
YML009C-A	0.0	
YML010W		-0.8
YML011C	-0.26	
YML012C-A	-0.41	
YML012W	0.79	
YML013W	-0.9	
YML014W	-0.26	
YML015C		3.13
YML016C	3.37	
YML017W	-0.6	
YML018C	1.99	
YML019W	-0.26	
YML020W	-0.64	
YML021C	-0.11	
YML022W	0.04	
YML023C		-0.35000000000000003
YML024W	1.39	
YML025C		1.17
YML026C	0.3	
YML027W	-0.41	
YML028W	-0.52	
YML029W	-1.35	
YML030W	1.61	
YML031W		-1.41
YML034C-A	-0.26	
YML034W	-0.225	
YML035C	-0.82	
YML036W	0.79	
YML037C	1.16	
YML038C	0.67	
YML041C	0.49	
YML042W	-0.49	
YML043C		1.1
YML046W		-1.23
YML047C	-0.15	
YML047W-A	1.84	
YML048W	-0.86	
YML049C		-0.25
YML050W	-1.5	
YML051W	-0.52	
YML052W	0.3	
YML053C	-0.75	
YML054C	0.22	
YML055W	0.0	
YML057C-A	1.09	
YML057W	-0.22	
YML058W	2.14	
YML059C	0.94	
YML060W	-0.26	
YML061C	2.85	
YML062C	0.15	
YML063W	0.75	
YML064C		0.31
YML065W		0.12
YML066C	-1.39	
YML067C	-0.49	
YML068W	0.97	
YML069W		0.8
YML070W	-0.75	
YML071C	-2.7	
YML072C	-0.86	
YML073C	0.52	
YML074C	-0.3	
YML075C	2.74	
YML076C	-3.26	
YML077W		5.09
YML078W	0.71	
YML080W	0.86	
YML081C-A	0.64	
YML081W	-2.96	
YML082W	-0.11	
YML083C	-0.52	
YML084W	1.24	
YML085C		-0.12
YML086C	2.4	
YML087C	-0.82	
YML088W	0.22	
YML089C	-0.75	
YML090W	-0.94	
YML091C		0.31
YML092C		2.21
YML093W		2.15
YML094C-A	0.45	
YML094W	3.45	
YML095C	1.05	
YML096W	-0.67	
YML097C	-0.52	
YML098W		-0.06
YML099C	-0.04	
YML100W	-0.07	
YML100W-A	-0.56	
YML101C	0.45	
YML101C-A	0.52	
YML102W	0.3	
YML103C	1.16	
YML104C	-0.22	
YML105C		-0.92
YML106W	0.56	
YML107C	1.12	
YML108W	0.86	
YML109W	-0.82	
YML110C	0.79	
YML111W	0.07	
YML112W	1.84	
YML113W	-1.54	
YML114C		-0.74
YML115C	-2.32	
YML116W	0.15	
YML116W-A	0.22	
YML117W	-3.45	
YML118W	-0.75	
YML119W	-1.69	
YML120C	-1.01	
YML121W	-1.05	
YML122C	-0.37	
YML123C	2.1	
YML124C	0.15	
YML125C		-0.43
YML126C		-0.06
YML127W		-1.17
YML128C	-0.19	
YML129C	1.09	
YML130C		7.3
YML131W	-1.87	
YMR001C		1.29
YMR002W	0.11	
YMR003W	-1.46	
YMR004W	-0.04	
YMR005W		-0.5333333333333333
YMR006C	0.19	
YMR007W	-0.26	
YMR008C	0.97	
YMR009W	-0.52	
YMR010W	-0.15	
YMR011W	-1.57	
YMR012W	-0.6	
YMR013C		-2.7
YMR015C	1.35	
YMR016C	1.8	
YMR017W	0.07	
YMR018W	0.0	
YMR019W	-0.15	
YMR020W	-0.45	
YMR021C	-1.2	
YMR022W	-0.07	
YMR023C	-1.42	
YMR025W	0.26	
YMR026C	0.11	
YMR027W	0.79	
YMR028W		0.43
YMR029C	0.11	
YMR030W	-0.79	
YMR031C	0.56	
YMR031W-A	0.11	
YMR033W		2.86
YMR034C	0.67	
YMR035W	-0.3	
YMR036C	-1.2	
YMR037C	-0.64	
YMR038C	-0.94	
YMR039C	-2.51	
YMR040W	0.37	
YMR041C	-0.45	
YMR042W	0.52	
YMR043W		-1.47
YMR047C		2.02
YMR048W	0.52	
YMR049C		2.15
YMR052C-A	1.95	
YMR052W	0.56	
YMR053C	0.3	
YMR054W	-0.22	
YMR055C	0.64	
YMR056C	0.19	
YMR057C	0.04	
YMR058W	-0.75	
YMR059W		1.72
YMR060C	-2.1	
YMR061W		
YMR062C	0.37	
YMR063W	-8.36	
YMR064W	1.01	
YMR065W	0.79	
YMR067C	0.22	
YMR068W	0.6	
YMR069W	-0.07	
YMR070W	-0.56	
YMR071C	-1.01	
YMR072W	0.97	
YMR073C	-0.79	
YMR074C	2.55	
YMR075C-A	-0.75	
YMR075W	0.52	
YMR076C		1.1
YMR077C	-4.5	
YMR078C	-0.19	
YMR079W		0.0
YMR080C	2.02	
YMR081C	-0.04	
YMR082C	-0.26	
YMR083W	1.72	
YMR084W	-0.22	
YMR085W	-0.45	
YMR086C-A	0.56	
YMR086W	-0.45	
YMR087W	-1.84	
YMR088C	0.75	
YMR090W	0.11	
YMR091C	-2.74	
YMR092C	0.07	
YMR093W		0.0
YMR094W		-0.12
YMR095C	1.8	
YMR096W	1.24	
YMR097C	3.52	
YMR098C	0.79	
YMR099C	1.31	
YMR100W	1.87	
YMR101C	0.86	
YMR102C	-0.34	
YMR103C	0.52	
YMR104C	-0.26	
YMR105C	-1.61	
YMR106C	-1.5	
YMR107W	0.79	
YMR108W		0.43
YMR109W	-0.71	
YMR110C	1.2	
YMR111C	0.97	
YMR112C		-0.98
YMR113W		-0.25
YMR114C	0.67	
YMR115W	-0.56	
YMR116C	-1.84	
YMR117C		0.67
YMR118C	0.67	
YMR119W	-1.09	
YMR119W-A	1.95	
YMR120C	0.15	
YMR121C	-0.64	
YMR122C	-0.52	
YMR123W	0.0	
YMR124W	-0.82	
YMR125W	-0.07	
YMR126C	1.05	
YMR127C	-0.45	
YMR128W		-0.37
YMR129W	-0.82	
YMR130W	0.11	
YMR131C		-0.55
YMR132C	-0.82	
YMR133W	-1.39	
YMR134W		0.06
YMR135C	-1.84	
YMR135W-A	0.56	
YMR136W	-0.04	
YMR137C	-0.79	
YMR138W	-0.15	
YMR139W	-0.71	
YMR140W	0.49	
YMR141C	2.06	
YMR142C	0.22	
YMR143W	1.01	
YMR144W	-1.87	
YMR145C	-0.67	
YMR146C		-0.25
YMR147W	0.82	
YMR148W	0.22	
YMR149W		-0.18
YMR151W	-3.82	
YMR152W	-2.62	
YMR153C-A	0.6	
YMR153W	0.07	
YMR154C	-5.62	
YMR155W	0.9	
YMR156C	0.19	
YMR157C	-0.07	
YMR158C-A	-0.45	
YMR158W-B	-0.6	
YMR159C	0.79	
YMR160W	0.56	
YMR161W	1.65	
YMR162C	0.82	
YMR163C	-1.09	
YMR164C	1.09	
YMR166C	0.15	
YMR167W	1.12	
YMR168C		0.25
YMR169C	0.9	
YMR170C	0.11	
YMR171C	0.11	
YMR172C-A	1.27	
YMR172W	0.04	
YMR173W	0.04	
YMR173W-A	0.82	
YMR174C	-1.425	
YMR175W	1.3099999999999998	
YMR176W	-0.67	
YMR177W	-0.04	
YMR178W	-0.37	
YMR179W	-0.37	
YMR180C	-0.07	
YMR181C	-0.04	
YMR182C	1.5	
YMR183C	-2.02	
YMR184W	0.11	
YMR185W		-0.25
YMR186W	-0.97	
YMR187C	0.41	
YMR188C	1.01	
YMR189W	2.77	
YMR190C	-1.8	
YMR191W	-0.11	
YMR192W	0.94	
YMR193C-A	0.75	
YMR194C-A	1.01	
YMR194W	1.65	
YMR195W	0.64	
YMR196W	-0.79	
YMR197C		0.06
YMR199W	-0.97	
YMR200W		0.92
YMR201C	-1.31	
YMR202W	1.2	
YMR203W		-0.61
YMR204C	-1.54	
YMR205C	-1.39	
YMR206W	1.24	
YMR207C	-0.04	
YMR208W		-0.61
YMR209C	0.49	
YMR210W	-0.22	
YMR211W		0.86
YMR213W		-1.29
YMR214W	-1.69	
YMR215W	0.56	
YMR216C	0.3	
YMR218C		-0.31
YMR219W	1.99	
YMR220W		-0.18
YMR221C	-0.37	
YMR222C	-0.82	
YMR223W	-0.11	
YMR225C	0.6	
YMR226C	0.11	
YMR227C		0.31
YMR229C		0.0
YMR230W	1.12	
YMR232W	-0.22	
YMR233W	-1.09	
YMR234W	-0.82	
YMR235C		0.25
YMR236W		-0.49
YMR237W	-0.97	
YMR238W	-0.04	
YMR239C		0.06
YMR240C		1.78
YMR241W	0.3	
YMR242C	-2.62	
YMR243C	-0.07	
YMR244C-A	0.41	
YMR244W	-0.15	
YMR245W	1.09	
YMR246W	-0.07	
YMR247C	-0.9	
YMR250W	0.37	
YMR251W	0.34	
YMR251W-A	0.56	
YMR252C	0.26	
YMR253C	-0.86	
YMR254C	0.82	
YMR255W	0.56	
YMR257C	0.71	
YMR258C	0.37	
YMR259C	0.07	
YMR260C		1.9
YMR261C	2.02	
YMR262W	1.09	
YMR263W	-0.26	
YMR264W	-2.4	
YMR265C	-2.89	
YMR267W	1.84	
YMR268C		-0.37
YMR269W	2.25	
YMR270C		0.55
YMR271C	-2.47	
YMR272C	-0.49	
YMR273C	-4.01	
YMR274C	-0.56	
YMR275C	1.42	
YMR276W	1.01	
YMR277W		2.7
YMR278W	0.07	
YMR279C	0.11	
YMR280C	-0.67	
YMR281W		-0.31
YMR282C	1.42	
YMR283C	2.55	
YMR284W	0.9	
YMR285C	-0.82	
YMR286W	0.79	
YMR287C	0.19	
YMR288W		-0.98
YMR290C		1.59
YMR290W-A		0.12
YMR291W	-1.09	
YMR292W	-0.56	
YMR293C	-0.34	
YMR294W	-1.5	
YMR294W-A	0.34	
YMR295C	1.76	
YMR296C		4.23
YMR297W	-0.45	
YMR298W		-1.04
YMR299C	-0.45	
YMR300C	0.22	
YMR301C		0.49
YMR302C	-0.49	
YMR303C	-0.56	
YMR304C-A	-0.82	
YMR304W	-0.52	
YMR305C	-0.19	
YMR306C-A	0.19	
YMR306W	-0.19	
YMR307W	-5.21	
YMR308C		0.67
YMR309C		-0.43
YMR310C	-1.01	
YMR311C	0.67	
YMR312W	0.67	
YMR313C	0.15	
YMR314W		0.86
YMR315W	-2.81	
YMR316C-A	-0.19	
YMR316C-B	-0.3	
YMR316W	1.8	
YMR317W	1.87	
YMR318C	-0.49	
YMR319C	-1.35	
YMR320W	0.15	
YMR322C	0.15	
YMR326C	0.56	
YNL001W	-0.19	
YNL002C		-1.72
YNL004W	-0.19	
YNL005C	2.92	
YNL006W		-1.1
YNL007C		0.18
YNL009W	2.21	
YNL010W	-0.67	
YNL011C	-1.05	
YNL012W	1.39	
YNL013C	0.37	
YNL014W	-0.07	
YNL016W	-1.84	
YNL020C	0.64	
YNL022C	-0.34	
YNL023C	-0.04	
YNL024C	-0.34	
YNL024C-A		1.9
YNL025C	-1.69	
YNL026W		-1.72
YNL027W	-10.0	
YNL031C	0.07	
YNL032W	-0.94	
YNL034W	-0.34	
YNL035C	-0.3	
YNL038W		-0.74
YNL039W		0.92
YNL041C	0.26	
YNL042W	0.49	
YNL043C	0.52	
YNL044W	0.34	
YNL045W	-0.37	
YNL046W	-0.26	
YNL047C	1.09	
YNL049C	0.45	
YNL050C	-0.56	
YNL051W	-1.16	
YNL052W	-1.46	
YNL053W	-2.36	
YNL054W	3.48	
YNL055C	1.16	
YNL056W	-2.66	
YNL057W	0.79	
YNL058C	0.49	
YNL061W		-3.13
YNL062C		0.49
YNL063W	-0.15	
YNL065W	-0.45	
YNL066W	-1.01	
YNL067W	0.04	
YNL068C	0.6	
YNL069C	-0.3	
YNL070W	-4.35	
YNL071W	-1.8	
YNL072W	0.56	
YNL073W	3.0	
YNL074C	-0.79	
YNL075W		0.12
YNL076W	-2.96	
YNL077W	0.0	
YNL078W	-0.37	
YNL079C	-6.41	
YNL080C	6.3	
YNL081C	1.27	
YNL082W	2.14	
YNL083W	1.39	
YNL084C	-1.16	
YNL085W	-0.26	
YNL086W	0.07	
YNL087W	0.52	
YNL088W		1.35
YNL089C	2.51	
YNL091W	-0.04	
YNL092W	-1.5	
YNL093W	0.19	
YNL094W	0.37	
YNL095C	-0.6	
YNL096C	-0.07	
YNL097C	-0.67	
YNL098C	-0.9	
YNL099C	-2.92	
YNL100W	1.57	
YNL101W	1.31	
YNL102W		-2.15
YNL103W		1.17
YNL104C	-1.42	
YNL105W	-0.26	
YNL106C	-0.56	
YNL107W	1.31	
YNL108C	0.49	
YNL109W	1.54	
YNL110C		-2.39
YNL111C	-0.07	
YNL112W		2.39
YNL113W		-0.31
YNL114C		-0.74
YNL115C	1.8	
YNL116W	-0.34	
YNL117W	2.92	
YNL118C		-2.82
YNL119W	0.56	
YNL120C	0.6	
YNL121C	1.46	
YNL122C	-0.82	
YNL123W	0.07	
YNL124W		1.04
YNL125C	0.04	
YNL126W		3.43
YNL127W	0.19	
YNL128W	0.71	
YNL129W	-1.05	
YNL130C	-2.1	
YNL131W		-0.06
YNL132W		1.84
YNL133C	-0.04	
YNL134C	-1.5	
YNL135C	-1.69	
YNL136W	-0.22	
YNL137C		-0.18
YNL138W-A		2.51
YNL140C	0.82	
YNL141W	0.04	
YNL142W	0.11	
YNL143C	0.49	
YNL144C	-0.52	
YNL145W	-1.35	
YNL146W	-2.02	
YNL148C	1.8	
YNL149C		0.18
YNL150W		1.41
YNL151C		1.1
YNL152W		0.12
YNL154C	1.54	
YNL155W	0.34	
YNL157W	-0.15	
YNL158W		-0.06
YNL159C	0.6	
YNL160W	-0.11	
YNL161W		-3.37
YNL163C		-0.25
YNL166C	-1.12	
YNL168C	-1.35	
YNL170W	-1.8	
YNL172W		0.12
YNL173C	-0.52	
YNL175C	-0.71	
YNL176C	0.37	
YNL177C	1.01	
YNL178W		-0.25
YNL179C	0.64	
YNL180C	0.82	
YNL181W		0.67
YNL182C		0.06
YNL183C	-0.34	
YNL184C	-1.5	
YNL187W	-0.56	
YNL188W		-0.67
YNL189W		-1.23
YNL190W	-0.6	
YNL191W	0.19	
YNL193W	0.41	
YNL194C	-0.19	
YNL195C	-0.07	
YNL196C	-2.92	
YNL197C	0.34	
YNL198C	1.72	
YNL199C	1.27	
YNL200C	0.11	
YNL201C	-0.82	
YNL202W	1.57	
YNL203C	-1.24	
YNL204C	-2.32	
YNL205C	-0.94	
YNL206C	0.15	
YNL207W		-1.59
YNL211C	-1.2	
YNL212W	-3.0	
YNL213C	-0.04	
YNL214W	-1.39	
YNL215W	0.52	
YNL216W		0.06
YNL217W	0.19	
YNL218W	0.0	
YNL219C	-0.37	
YNL220W	0.45	
YNL221C		1.47
YNL222W		1.47
YNL224C	1.31	
YNL226W	1.46	
YNL227C	1.87	
YNL228W	2.1	
YNL229C	-0.07	
YNL230C	-0.41	
YNL231C	0.9	
YNL232W		-1.66
YNL233W	1.54	
YNL235C	0.0	
YNL236W	-0.45	
YNL237W	-0.94	
YNL239W	0.07	
YNL240C		-0.74
YNL241C	-0.75	
YNL242W	0.86	
YNL244C		0.31
YNL245C		-0.18
YNL246W	-1.01	
YNL247W		-0.25
YNL248C	0.34	
YNL249C	1.27	
YNL250W	3.15	
YNL251C		-0.92
YNL252C	1.5	
YNL253W	1.05	
YNL254C	0.26	
YNL255C	-0.45	
YNL256W		-0.61
YNL257C	1.87	
YNL258C		-0.55
YNL259C	2.1	
YNL260C		0.43
YNL261W		0.43
YNL262W		-0.37
YNL263C		0.61
YNL264C	-1.27	
YNL265C	-0.67	
YNL266W	-1.8	
YNL267W		-0.37
YNL268W	0.11	
YNL269W	1.16	
YNL270C	-0.94	
YNL271C	-6.18	
YNL272C		-0.31
YNL273W	0.94	
YNL274C	-0.86	
YNL275W	0.34	
YNL276C	0.3	
YNL278W	0.67	
YNL279W	0.3	
YNL281W	1.05	
YNL282W		-1.1
YNL283C	-2.36	
YNL284C	1.42	
YNL285W	-1.95	
YNL286W	1.72	
YNL287W		3.13
YNL288W	1.05	
YNL289W	0.75	
YNL290W		-0.43
YNL291C	0.0	
YNL292W	2.21	
YNL293W	0.97	
YNL294C	-4.68	
YNL295W	0.64	
YNL296W	3.33	
YNL297C	-3.37	
YNL298W	-1.8	
YNL299W	-1.61	
YNL300W	1.57	
YNL301C	-0.41	
YNL303W	0.75	
YNL304W	0.97	
YNL305C	-0.04	
YNL306W		-0.06
YNL307C	-0.37	
YNL308C		0.06
YNL310C		0.0
YNL311C	-1.39	
YNL312W		0.25
YNL313C		0.92
YNL315C	-1.12	
YNL316C	-0.64	
YNL317W		2.39
YNL318C	0.75	
YNL319W	0.6	
YNL321W	2.06	
YNL322C	1.54	
YNL323W	-0.45	
YNL324W	1.12	
YNL325C	-0.52	
YNL326C	1.31	
YNL327W	-0.52	
YNL328C	0.64	
YNL329C	0.97	
YNL332W	0.07	
YNL333W	-0.79	
YNL334C	-0.22	
YNL335W	-2.4	
YNL336W	1.09	
YNL338W	0.56	
YNL339C	0.19	
YNR001C	-1.31	
YNR002C	-0.75	
YNR003C		-1.96
YNR004W	-0.26	
YNR005C	-1.16	
YNR006W	1.72	
YNR007C	-3.11	
YNR008W	0.04	
YNR009W	-0.41	
YNR011C		0.37
YNR012W	0.0	
YNR013C	-0.07	
YNR014W	1.01	
YNR015W	-0.41	
YNR016C		-0.12
YNR017W		-0.37
YNR018W	3.22	
YNR019W	0.75	
YNR020C	0.49	
YNR021W	-1.65	
YNR024W	-0.52	
YNR025C	-0.19	
YNR026C		0.74
YNR027W	-1.46	
YNR028W	-0.34	
YNR029C	1.16	
YNR030W	-0.04	
YNR031C	0.34	
YNR032C-A	0.37	
YNR032W	-0.3	
YNR033W	1.54	
YNR034W	0.3	
YNR035C		0.0
YNR037C	1.87	
YNR038W		0.18
YNR039C	0.11	
YNR040W	-2.59	
YNR041C	0.52	
YNR043W		0.49
YNR044W	0.79	
YNR045W	0.15	
YNR046W		-0.43
YNR048W	1.39	
YNR049C	-0.86	
YNR050C	0.67	
YNR051C	-0.94	
YNR052C	-0.11	
YNR053C		-0.86
YNR054C		0.55
YNR055C	-1.91	
YNR056C	-0.07	
YNR057C	-0.3	
YNR058W	-0.67	
YNR059W	0.41	
YNR060W	0.11	
YNR061C	-0.11	
YNR062C	0.26	
YNR063W	-0.6	
YNR064C	-0.34	
YNR065C	-0.45	
YNR066C	-0.97	
YNR067C	0.04	
YNR068C	0.19	
YNR069C	-1.09	
YNR070W	-0.07	
YNR071C	0.45	
YNR072W	1.09	
YNR073C	0.64	
YNR074C	1.24	
YNR075W	-0.15	
YOL001W	0.15	
YOL002C	-0.04	
YOL003C	-0.15	
YOL004W	0.45	
YOL005C		0.31
YOL006C	0.11	
YOL007C	0.26	
YOL008W	-0.3	
YOL009C	2.62	
YOL010W		-0.43
YOL011W	-0.26	
YOL012C	1.91	
YOL013C	-0.34	
YOL013W-A	0.07	
YOL014W	-0.56	
YOL015W	-1.09	
YOL016C	0.22	
YOL017W	-0.11	
YOL018C	-2.62	
YOL019W	0.04	
YOL020W	1.27	
YOL021C		-3.13
YOL022C		-0.55
YOL023W	1.12	
YOL024W	-0.52	
YOL025W	0.45	
YOL026C		0.12
YOL027C	-0.19	
YOL028C	-2.55	
YOL029C	0.79	
YOL030W	0.0	
YOL031C	0.26	
YOL032W	0.45	
YOL033W	1.42	
YOL034W		-0.25
YOL035C	-0.04	
YOL036W	0.75	
YOL037C	0.11	
YOL038W		0.37
YOL039W	0.34	
YOL040C		-9.63
YOL041C	-0.26	
YOL042W	-1.01	
YOL043C	0.22	
YOL044W	-0.86	
YOL045W	0.94	
YOL046C	1.2	
YOL047C	0.15	
YOL048C	0.22	
YOL049W	0.3	
YOL050C	-0.79	
YOL051W	0.45	
YOL052C	-0.41	
YOL052C-A	-0.41	
YOL053W	-0.41	
YOL054W	-1.01	
YOL055C	-1.16	
YOL056W	-0.82	
YOL057W	-0.3	
YOL058W	0.37	
YOL059W	3.75	
YOL060C	0.97	
YOL061W	1.2	
YOL062C	0.45	
YOL063C	-0.6	
YOL064C	0.56	
YOL065C	0.04	
YOL066C		-0.49
YOL067C	-2.51	
YOL068C	0.41	
YOL069W		0.06
YOL070C	-1.16	
YOL071W	-5.58	
YOL072W	1.24	
YOL075C	0.71	
YOL076W	-0.22	
YOL077C		-0.25
YOL078W		0.06
YOL079W	-1.05	
YOL080C	-0.9	
YOL081W	0.07	
YOL082W	0.19	
YOL083W	0.52	
YOL084W	1.05	
YOL085C	0.19	
YOL087C	-0.26	
YOL088C	-0.26	
YOL089C	-0.34	
YOL090W	0.3	
YOL091W	-0.71	
YOL092W	0.49	
YOL093W	0.52	
YOL094C		-0.67
YOL095C	1.39	
YOL097C		5.21
YOL098C	-0.3	
YOL099C	0.67	
YOL100W	1.61	
YOL101C	0.86	
YOL102C		-0.25
YOL103W	-0.86	
YOL104C	-0.56	
YOL105C	-0.71	
YOL106W	-0.19	
YOL107W	-0.9	
YOL108C	-1.65	
YOL109W	-0.04	
YOL110W	-0.11	
YOL111C	-0.75	
YOL112W	-1.09	
YOL113W	-1.24	
YOL114C	-1.01	
YOL115W	0.07	
YOL116W	-1.42	
YOL117W	-2.21	
YOL118C	-0.97	
YOL119C	1.05	
YOL120C		-1.84
YOL121C	-0.41	
YOL122C	-1.2	
YOL123W		-0.12
YOL124C	-1.35	
YOL125W	1.84	
YOL126C	-1.31	
YOL127W		0.06
YOL128C	0.22	
YOL129W	-0.64	
YOL130W		0.55
YOL131W	-0.11	
YOL132W	0.19	
YOL133W		0.12
YOL134C		0.31
YOL135C		1.17
YOL136C	0.04	
YOL137W	-0.19	
YOL138C	-0.64	
YOL139C		-0.55
YOL141W	0.41	
YOL144W		-0.12
YOL146W		1.9
YOL147C	-0.82	
YOL149W		-0.8
YOL150C	1.57	
YOL151W	-0.56	
YOL152W	0.37	
YOL155C	0.41	
YOL158C	-1.35	
YOL159C	2.51	
YOL160W	3.04	
YOL162W	-1.39	
YOL163W	0.37	
YOR001W	1.12	
YOR002W	0.19	
YOR003W	-0.49	
YOR004W		-0.18
YOR005C	-0.04	
YOR006C	0.26	
YOR007C	0.0	
YOR008C	-0.19	
YOR008C-A	-1.24	
YOR009W	0.75	
YOR010C	0.0	
YOR011W	0.75	
YOR012W	-0.34	
YOR013W	0.15	
YOR014W	-3.15	
YOR015W	-1.12	
YOR016C	-0.52	
YOR017W	-0.34	
YOR018W	0.19	
YOR019W	-0.34	
YOR020C		0.0
YOR021C	-0.15	
YOR022C	0.26	
YOR023C	-1.16	
YOR024W	-0.71	
YOR025W	-1.5	
YOR026W	2.4	
YOR027W	0.19	
YOR028C	-0.45	
YOR029W	0.75	
YOR030W	-4.72	
YOR032C	-0.64	
YOR033C	0.79	
YOR034C	1.76	
YOR035C	-0.67	
YOR036W	0.34	
YOR037W	-0.45	
YOR038C	-0.04	
YOR039W	-1.46	
YOR040W	0.04	
YOR041C	0.04	
YOR042W	1.35	
YOR043W	0.04	
YOR044W	-1.91	
YOR045W	1.01	
YOR046C		0.67
YOR047C	-0.37	
YOR048C		0.25
YOR049C	-0.15	
YOR050C	-0.49	
YOR051C	0.0	
YOR052C	-0.6	
YOR053W	2.77	
YOR054C	-0.49	
YOR055W	0.07	
YOR056C		-1.59
YOR057W		-0.18
YOR058C	-0.52	
YOR059C	-1.61	
YOR060C		-0.12
YOR061W	-1.35	
YOR062C	0.37	
YOR063W		-0.37
YOR064C	-1.24	
YOR065W	0.49	
YOR066W	-0.94	
YOR067C	0.22	
YOR068C	-0.41	
YOR069W	0.45	
YOR070C	-2.66	
YOR071C	0.49	
YOR072W	1.01	
YOR074C		-0.8
YOR075W		0.25
YOR076C	-0.19	
YOR077W		-0.92
YOR078W	1.39	
YOR079C	-0.97	
YOR080W	-5.96	
YOR081C	0.37	
YOR082C	0.56	
YOR083W	0.56	
YOR084W	0.67	
YOR085W	1.01	
YOR086C	-0.9	
YOR087W	0.21000000000000002	
YOR089C	-0.9	
YOR090C	-0.6	
YOR091W	-0.86	
YOR092W	4.68	
YOR093C	0.71	
YOR094W	0.11	
YOR095C		-0.06
YOR096W	1.31	
YOR097C	-0.11	
YOR098C		0.67
YOR099W	0.75	
