orf	hom | growth (culture turbidity) | hot-compressed water-treated lignocellulose hydrolysate | CSM | Jayakody LN~Kitagaki H, 2015
YBR186W	1.0078386
YBR187W	0.9810986
YBR188C	1.052739
YBR189W	0.98135567
YBR191W	0.43635488
YBR194W	0.9491209
YBR195C	1.0239315
YBR196C-A	0.7121214
YBR196C-B	1.0121676
YBR197C	0.8526683
YBR199W	0.9382606
YBR200W	0.8514736
YBR200W-A	0.984032
YBR201W	1.003159
YBR203W	1.0302109
YBR204C	1.0441469
YBR205W	0.98257667
YBR206W	1.0315044
YBR207W	0.97833836
YBR208C	1.0348194
YBR210W	0.9986316
YBR212W	1.0335495
YBR213W	0.981616
YBR214W	1.0362456
YBR215W	1.048798
YBR216C	0.97777945
YBR217W	1.0399717
YBR218C	1.0650237
YBR219C	0.9410295
YBR220C	1.002211
YBR221C	1.017601
YBR221W-A	0.9620261
YBR222C	1.0130875
YBR223C	1.117961
YBR224W	1.0429491
YBR225W	1.0627167
YBR226C	1.0628135
YBR227C	0.98312604
YBR228W	1.1136928
YBR229C	1.0458925
YBR230C	0.9731449
YBR230W-A	0.98510575
YBR231C	0.8999458
YBR232C	1.1663605
YBR233W	0.96088696
YBR233W-A	1.0085424
YBR235W	0.99710345
YBR238C	0.94839394
YBR239C	0.87549835
YBR240C	0.9718946
YBR241C	1.0105183
YBR242W	1.0694586
YBR244W	0.9897507
YBR245C	1.0612161
YBR246W	1.0816244
YBR248C	1.0505333
YBR249C	1.0907999
YBR250W	0.9913071
YBR251W	1.0165056
YBR255W	1.0621403
YBR258C	1.0321629
YBR259W	1.0698884
YBR260C	1.0480793
YBR261C	1.0303655
YBR262C	1.0389527
YBR263W	1.0233881
YBR264C	1.0905272
YBR266C	1.0275683
YBR267W	1.0476011
YBR268W	1.0569282
YBR270C	1.1221349
YBR272C	1.0506252
YBR274W	1.0310808
YBR275C	1.0656546
YBR276C	1.0952692
YBR279W	0.6209651
YBR280C	1.0395591
YBR282W	0.6961798
YBR287W	1.090479
YBR288C	0.752781
YBR289W	0.47656208
YBR294W	1.1112543
YBR296C-A	1.0702718
YBR299W	1.0487326
YBR301W	2.0020897
YCL001W	1.0120023
YCL001W-B	0.9966131
YCL002C	1.0118005
YCL005W	1.0845604
YCL005W-A	0.91528046
YCL006C	1.0680182
YCL007C	1.2489698
YCL008C	1.0374672
YCL009C	1.0320586
YCL010C	1.0376909
YCL011C	1.0220206
YCL012C	1.0450132
YCL013W	1.1092274
YCL014W	1.0467225
YCL016C	0.9590555
YCL021W-A	1.0310487
YCL023C	1.0711246
YCL024W	1.0026197
YCL025C	1.0930498
YCL026C	1.0422314
YCL026C-A	1.0899328
YCL026C-B	1.0246494
YCL027W	1.0516521
YCL028W	1.0675187
YCL029C	1.0392365
YCL030C	1.0757529
YCL032W	1.0468696
YCL033C	1.0872494
YCL034W	1.2236477
YCL035C	1.0758328
YCL036W	0.91413057
YCL037C	1.0418891
YCL038C	0.9850182
YCL039W	1.0086902
YCL040W	1.0943998
YCL042W	1.1146516
YCL044C	1.1808951
YCL045C	1.0822235
YCL046W	1.1009709
YCL047C	1.9887648
YCL048W	2.1943579
YCL049C	0.8073201
YCL050C	0.8149756
YCL051W	0.87852055
YCL055W	0.73429495
YCL056C	0.85927105
YCL057C-A	1.009111
YCL057W	0.8403578
YCL061C	0.7577302
YCL063W	0.7972241
YCL064C	0.8686328
YCL069W	0.7375593
YCR001W	0.90295166
YCR002C	0.73409307
YCR003W	0.7821015
YCR004C	0.63738215
YCR005C	0.7876402
YCR006C	0.80753833
YCR007C	0.7608035
YCR008W	0.7493414
YCR009C	0.4303159
YCR010C	0.8064103
YCR011C	0.7099652
YCR014C	0.7037308
YCR015C	0.9352702
YCR016W	0.873118
YCR017C	0.76638037
YCR019W	0.7977318
YCR020C	0.836405
YCR020C-A	0.69033706
YCR020W-B	0.6334947
YCR021C	0.8071752
YCR022C	0.6817818
YCR023C	0.80104727
YCR024C	0.7957901
YCR028C-A	1.0365793
YCR030C	1.0931883
YCR032W	0.9065294
YCR033W	0.9189442
YCR044C	1.1523203
YCR046C	1.2375286
YCR047C	0.5128927
YCR048W	1.1275704
YCR053W	0.69787043
YCR060W	1.0276401
YCR061W	1.0316132
YCR063W	0.72491217
YCR067C	1.10173
YCR069W	1.028513
YCR071C	0.67836213
YCR073C	1.0598218
YCR075C	1.0874991
YCR075W-A	0.7781763
YCR083W	1.0329026
YCR084C	0.9453487
YCR088W	1.0107784
YCR089W	1.08887
YCR090C	1.066858
YCR091W	1.0614909
YCR092C	1.0541905
YCR094W	0.8821383
YCR095C	0.685292
YCR095W-A	1.0156589
YCR098C	1.0074265
YCR099C	1.0474744
YCR100C	1.038503
YCR101C	1.0298617
YCR102C	1.0274659
YCR102W-A	0.96538603
YCR105W	0.09145182
YCR106W	1.0406653
YCR107W	1.0493022
YDL001W	0.96143717
YDL002C	0.89266735
YDL006W	0.40834007
YDL009C	0.9422487
YDL010W	1.0676471
YDL011C	1.0230312
YDL012C	0.9739305
YDL013W	0.45424935
YDL018C	1.1065655
YDL019C	1.031797
YDL020C	1.0518236
YDL021W	1.0897106
YDL022W	1.021991
YDL023C	0.77914184
YDL024C	1.0422268
YDL025C	0.92695993
YDL026W	1.0450695
YDL027C	1.0282259
YDL032W	1.0833784
YDL033C	0.9579034
YDL034W	1.0458548
YDL035C	1.0186849
YDL036C	1.0135045
YDL037C	0.886622
YDL039C	1.0235075
YDL040C	0.70266455
YDL041W	0.6130886
YDL044C	1.0783377
YDL045W-A	1.0101023
YDL046W	1.0459402
YDL047W	0.51654774
YDL048C	1.0734516
YDL049C	1.0226095
YDL050C	1.0033067
YDL051W	1.0878944
YDL052C	1.2066363
YDL053C	1.087437
YDL054C	1.0451165
YDL056W	1.0941564
YDL057W	1.0426173
YDL059C	0.9351419
YDL061C	1.0193255
YDL062W	0.98813546
YDL063C	1.1959372
YDL065C	1.1063278
YDL066W	1.1837752
YDL067C	0.9051244
YDL068W	0.9332513
YDL069C	1.0430278
YDL070W	0.95579886
YDL071C	1.0244548
YDL072C	1.0003588
YDL073W	0.97933644
YDL074C	0.97822064
YDL075W	0.8497358
YDL076C	0.9860103
YDL077C	0.59586346
YDL078C	1.0641673
YDL079C	1.1331989
YDL080C	0.99489653
YDL081C	0.9825129
YDL082W	0.93057144
YDL083C	0.80510336
YDL085C-A	1.0144889
YDL085W	1.0210584
YDL086W	1.0179971
YDL088C	1.0255111
YDL089W	1.0285625
YDL090C	0.9500493
YDL091C	1.0569835
YDL093W	1.0676186
YDL094C	0.9953768
YDL095W	0.92251575
YDL106C	0.8564199
YDL107W	1.0078857
YDL121C	1.1238222
YDL130W-A	1.0767926
YDL133C-A	1.0165907
YDL159W-A	1.0394683
YDL160C	0.6133855
YDL160C-A	0.9755703
YDL191W	0.53838736
YDL192W	0.5511383
YDL194W	1.028874
YDL197C	0.8424396
YDL198C	0.83023125
YDL199C	0.9006247
YDL200C	0.8790396
YDL201W	0.67628706
YDL202W	0.9589967
YDL203C	0.76415694
YDL204W	0.90255535
YDL205C	0.8952958
YDL206W	0.76958066
YDL210W	0.7289695
YDL211C	0.7719485
YDL213C	0.926889
YDL214C	0.8143782
YDL215C	0.8497876
YDL216C	0.86411566
YDL218W	0.8788771
YDL219W	0.83141327
YDL222C	0.76548123
YDL223C	0.7629006
YDL224C	0.7281376
YDL225W	0.7768873
YDL226C	0.851805
YDL227C	0.83908194
YDL229W	0.90669197
YDL230W	0.8192641
YDL231C	0.8231499
YDL232W	0.78779435
YDL233W	0.8158322
YDL234C	0.8244743
YDL236W	0.83041507
YDL237W	0.66114897
YDL238C	0.6102068
YDL239C	0.67091113
YDL240W	0.70728475
YDL241W	0.70248264
YDL242W	0.90609723
YDL243C	0.80606866
YDR001C	0.76695263
YDR003W	0.8297696
YDR003W-A	1.0189025
YDR004W	0.7539234
YDR005C	0.7419487
YDR006C	0.8335798
YDR007W	0.988013
YDR008C	0.5670765
YDR009W	0.7111674
YDR010C	0.7638274
YDR011W	0.70312834
YDR014W	0.7188964
YDR015C	1.0577968
YDR017C	0.90156674
YDR018C	1.005108
YDR019C	0.8753343
YDR020C	0.88326573
YDR022C	0.81625724
YDR024W	0.74364734
YDR025W	0.43486702
YDR026C	0.7485277
YDR027C	0.7920095
YDR028C	0.56735367
YDR029W	0.8159257
YDR030C	1.0709732
YDR031W	0.96366996
YDR032C	0.57065463
YDR033W	0.99659353
YDR034C	1.7237502
YDR034W-B	1.0446286
YDR035W	0.917782
YDR036C	0.9086315
YDR042C	0.7373741
YDR043C	0.93899834
YDR046C	0.9132228
YDR048C	0.55345416
YDR049W	0.4667452
YDR051C	1.004855
YDR055W	1.0045513
YDR056C	0.81614226
YDR057W	0.46042278
YDR058C	1.0329783
YDR059C	0.9332321
YDR061W	1.6394827
YDR063W	0.69661695
YDR065W	0.87175924
YDR066C	0.5842906
YDR067C	0.8079976
YDR068W	0.8089057
YDR069C	0.59621686
YDR070C	0.62513703
YDR071C	1.051049
YDR072C	1.1330035
YDR073W	0.96167123
YDR074W	0.8631507
YDR075W	0.48015773
YDR076W	0.91570896
YDR077W	0.80727446
YDR078C	0.80643743
YDR079C-A	0.5569852
YDR079W	0.99254704
YDR080W	0.74098235
YDR083W	1.3011248
YDR084C	0.78193027
YDR085C	0.9226778
YDR089W	0.92372245
YDR090C	0.95588464
YDR092W	0.8106898
YDR093W	0.8785405
YDR094W	1.3845072
YDR095C	0.5272701
YDR096W	0.8175895
YDR097C	0.75446135
YDR098C	0.6732955
YDR099W	1.1456373
YDR100W	0.74845093
YDR101C	0.9330021
YDR102C	1.2532418
YDR104C	0.98800015
YDR105C	0.8133538
YDR107C	1.5914019
YDR108W	1.0198826
YDR109C	0.6285571
YDR110W	1.0243675
YDR111C	0.79416364
YDR112W	0.7784548
YDR114C	1.3431554
YDR115W	1.3297839
YDR116C	0.8871545
YDR117C	0.9875986
YDR119W	0.6988637
YDR120C	0.5553377
YDR121W	0.94582975
YDR122W	2.077294
YDR123C	1.337083
YDR124W	0.8808604
YDR125C	0.59997314
YDR126W	0.85784435
YDR127W	0.7960399
YDR128W	0.80611956
YDR129C	0.90428394
YDR130C	1.0527313
YDR131C	0.93583685
YDR132C	0.5240512
YDR133C	0.9444985
YDR134C	1.4233826
YDR135C	0.7219647
YDR136C	0.93633795
YDR137W	0.82348716
YDR138W	0.86053157
YDR139C	0.822768
YDR140W	0.8519982
YDR142C	0.79367137
YDR143C	0.8653989
YDR144C	1.1013905
YDR146C	0.53789973
YDR147W	1.0126672
YDR148C	1.4153128
YDR149C	0.7311303
YDR150W	0.9152269
YDR151C	0.83778477
YDR152W	0.8176754
YDR153C	0.4670908
YDR154C	0.9049818
YDR155C	0.79476094
YDR156W	1.1015617
YDR157W	1.0746709
YDR158W	1.0194643
YDR159W	0.94283044
YDR161W	1.1632231
YDR162C	0.6796377
YDR163W	1.03418
YDR165W	1.1081462
YDR169C	1.0534719
YDR169C-A	1.0659211
YDR171W	1.099923
YDR173C	0.98552406
YDR174W	0.45350385
YDR175C	0.8878359
YDR176W	1.0607203
YDR178W	1.1088669
YDR179C	1.0878701
YDR179W-A	1.0269727
YDR181C	1.1324832
YDR182W-A	1.034678
YDR183W	1.1261175
YDR184C	1.1124064
YDR185C	1.096564
YDR186C	1.0062413
YDR191W	1.1282077
YDR192C	1.0679309
YDR193W	1.0695666
YDR194C	0.80706286
YDR194W-A	1.0171195
YDR195W	0.76880324
YDR197W	0.95245254
YDR198C	1.1836677
YDR199W	1.0922942
YDR200C	1.0915654
YDR202C	0.9033507
YDR203W	1.3598728
YDR204W	1.1591958
YDR205W	1.0370762
YDR206W	1.1491096
YDR207C	0.6871447
YDR209C	1.1887326
YDR210W	1.1824731
YDR213W	1.1848605
YDR214W	1.0709302
YDR215C	1.0940932
YDR216W	1.1234589
YDR217C	1.1115777
YDR218C	1.1051049
YDR219C	1.0998808
YDR220C	1.0421035
YDR221W	1.1105665
YDR222W	1.0651346
YDR223W	1.1103898
YDR225W	1.1665121
YDR226W	0.79935956
YDR229W	1.1668779
YDR230W	1.1492779
YDR231C	0.9914217
YDR233C	1.1508472
YDR234W	0.7565568
YDR237W	1.1148788
YDR239C	1.0703883
YDR241W	0.9164892
YDR242W	1.0557685
YDR244W	1.0979812
YDR245W	1.0196543
YDR246W-A	0.94917417
YDR247W	1.1212788
YDR248C	1.0834517
YDR249C	1.0506965
YDR250C	1.0608345
YDR251W	1.0758003
YDR252W	1.0669925
YDR253C	1.0989571
YDR254W	1.0842139
YDR255C	1.0405334
YDR256C	1.0253402
YDR257C	1.0848876
YDR258C	1.0953376
YDR259C	1.1562903
YDR260C	1.0388929
YDR261C	1.1435242
YDR262W	1.129833
YDR263C	1.1256636
YDR264C	0.6486651
YDR265W	1.1047826
YDR266C	0.9527781
YDR268W	1.0346804
YDR269C	0.97223485
YDR270W	1.0986243
YDR271C	0.9782993
YDR272W	1.0504963
YDR273W	1.1250666
YDR274C	1.2785424
YDR275W	1.1717464
YDR276C	1.1330593
YDR277C	1.1418662
YDR278C	1.06766
YDR279W	1.0798576
YDR281C	1.0742337
YDR282C	1.1611446
YDR283C	1.2338129
YDR284C	1.0833963
YDR285W	1.3167398
YDR286C	1.2434695
YDR287W	1.0821179
YDR289C	1.7691551
YDR290W	1.0805138
YDR291W	1.0340053
YDR293C	0.9029623
YDR294C	1.0668771
YDR295C	0.99330413
YDR296W	1.0616153
YDR297W	0.9960527
YDR298C	1.014265
YDR300C	0.70988166
YDR304C	0.98525107
YDR305C	1.0264881
YDR306C	1.0679649
YDR307W	1.1037884
YDR309C	1.0962728
YDR310C	0.9129154
YDR312W	1.0878987
YDR313C	1.0948346
YDR314C	1.0931224
YDR315C	0.8308669
YDR316W	0.9670192
YDR317W	0.8948198
YDR318W	0.9454943
YDR319C	0.9732084
YDR320C	0.68851215
YDR320C-A	1.0061752
YDR321W	1.0306603
YDR322C-A	1.0057293
YDR322W	1.0025705
YDR323C	0.96111685
YDR326C	1.0601481
YDR329C	1.0626681
YDR330W	1.094748
YDR332W	1.0766981
YDR333C	0.92162853
YDR334W	0.80197704
YDR335W	0.98815656
YDR336W	0.93659955
YDR337W	1.0781829
YDR338C	1.092938
YDR340W	1.1189617
YDR344C	1.0734996
YDR345C	1.0770153
YDR346C	1.0411897
YDR347W	0.9005711
YDR348C	1.0205792
YDR349C	0.95090955
YDR350C	0.9655295
YDR351W	1.0111501
YDR352W	0.9268762
YDR354W	1.0470803
YDR357C	0.9809272
YDR358W	0.9850146
YDR359C	0.57990986
YDR360W	0.7187895
YDR363W	0.7283734
YDR363W-A	0.9469716
YDR368W	0.9936997
YDR369C	0.70579696
YDR370C	1.0169201
YDR371W	0.98738825
YDR372C	1.0421959
YDR374C	0.9089178
YDR375C	1.0658021
YDR377W	0.91473794
YDR378C	0.522594
YDR379C-A	1.0063139
YDR379W	1.0660787
YDR380W	1.0708882
YDR382W	1.0533715
YDR383C	1.0394312
YDR384C	0.99423724
YDR385W	0.7830525
YDR386W	0.8143478
YDR387C	0.9595402
YDR388W	0.8318921
YDR389W	0.9217823
YDR391C	1.1513714
YDR392W	0.8720291
YDR393W	1.0912237
YDR395W	1.129004
YDR399W	1.1228087
YDR400W	1.0863435
YDR401W	1.0038368
YDR402C	1.0207233
YDR403W	1.0099096
YDR405W	1.0812521
YDR406W	0.9597384
YDR408C	1.1934493
YDR409W	0.946149
YDR411C	1.1079998
YDR414C	1.1498772
YDR415C	1.0654119
YDR417C	0.9133105
YDR418W	1.1271675
YDR419W	1.2361385
YDR420W	1.0939002
YDR421W	0.92760074
YDR422C	1.098355
YDR423C	1.0357064
YDR424C	1.1771204
YDR425W	1.1675937
YDR426C	1.1333195
YDR428C	1.0855976
YDR430C	1.1493584
YDR431W	1.2199953
YDR432W	0.7760181
YDR433W	0.61128557
YDR435C	1.0542718
YDR436W	1.2333359
YDR438W	1.0155748
YDR439W	0.9929129
YDR440W	1.0103238
YDR441C	0.97216976
YDR442W	0.9480914
YDR443C	0.93581504
YDR444W	0.99901015
YDR445C	0.9717881
YDR446W	1.070182
YDR447C	0.9153423
YDR448W	0.64520955
YDR450W	0.553079
YDR451C	0.96569073
YDR452W	1.0588645
YDR453C	1.027516
YDR455C	0.8292245
YDR456W	0.74569833
YDR457W	0.94530004
YDR458C	1.0557076
YDR459C	0.9930024
YDR461W	1.0505095
YDR462W	1.056999
YDR463W	0.956111
YDR465C	1.0336375
YDR466W	1.0296857
YDR467C	1.0822752
YDR469W	1.2198908
YDR470C	1.0032876
YDR471W	1.1154721
YDR475C	0.9981437
YDR476C	0.9932517
YDR477W	0.55762154
YDR479C	1.0099449
YDR480W	1.0798013
YDR481C	1.0172744
YDR482C	0.9816096
YDR483W	1.0399572
YDR484W	0.45390743
YDR485C	0.90018284
YDR486C	0.9790333
YDR488C	0.9866844
YDR490C	0.9974985
YDR491C	1.0203072
YDR492W	1.0602869
YDR493W	1.0520319
YDR494W	1.0230479
YDR495C	0.44317213
YDR496C	0.9467218
YDR497C	0.9115121
YDR500C	1.0052767
YDR501W	1.0336097
YDR502C	1.196438
YDR503C	1.044221
YDR504C	1.0202153
YDR505C	1.0364702
YDR506C	0.99840784
YDR507C	1.0283237
YDR508C	1.0261577
YDR509W	1.0432656
YDR511W	1.1601005
YDR512C	1.0677453
YDR513W	1.108406
YDR514C	1.0144203
YDR515W	1.0508826
YDR516C	0.9980427
YDR517W	0.98028505
YDR518W	1.0163902
YDR519W	0.8779989
YDR520C	0.97573185
YDR521W	0.9383784
YDR522C	0.92972225
YDR523C	0.6807066
YDR524C	0.85275924
YDR524C-B	0.904279
YDR524W-C	0.996613
YDR525W	0.77810496
YDR525W-A	1.0147997
YDR528W	0.9709831
YDR529C	0.8777183
YDR530C	1.3800374
YDR532C	0.57074124
YDR533C	0.94853806
YDR534C	0.9753332
YDR535C	1.0541593
YDR536W	1.0252607
YDR537C	0.89363354
YDR538W	1.032883
YDR539W	1.0683115
YDR540C	1.0874658
YDR541C	1.0217755
YEL001C	1.1361083
YEL003W	0.9957167
YEL004W	1.0809826
YEL005C	1.0529662
YEL006W	1.12947
YEL007W	1.1839354
YEL008W	1.1704322
YEL009C	1.0706074
YEL010W	1.1417252
YEL011W	1.1323684
YEL012W	1.0236347
YEL013W	1.18454
YEL014C	1.1589465
YEL015W	1.1611305
YEL016C	1.0806727
YEL017C-A	1.08142
YEL017W	1.080233
YEL018W	1.0247238
YEL020C	1.189095
YEL022W	1.0015028
YEL023C	1.1884205
YEL024W	1.1205597
YEL025C	0.9776571
YEL027W	1.2888589
YEL028W	1.2540158
YEL029C	0.74169064
YEL030W	1.145059
YEL031W	0.8520469
YEL033W	0.50501317
YEL036C	0.76401293
YEL037C	1.0537415
YEL038W	1.1566498
YEL039C	1.1744238
YEL040W	1.1505662
YEL041W	1.070901
YEL042W	1.1773045
YEL043W	1.1091939
YEL044W	0.6996088
YEL045C	1.4811159
YEL046C	1.1736003
YEL047C	1.1204395
YEL048C	1.1013043
YEL049W	1.1756114
YEL050C	1.0342385
YEL051W	1.062417
YEL052W	1.0722644
YEL053C	1.1302923
YEL054C	0.85590076
YEL056W	1.1887798
YEL057C	1.2093819
YEL059C-A	1.0412722
YEL059W	1.1604832
YEL060C	1.1835774
YEL061C	0.86815387
YEL062W	1.011717
YEL063C	1.282077
YEL064C	1.1174487
YEL065W	1.0717199
YEL066W	1.1241684
YEL067C	1.0758003
YEL068C	1.1316664
YEL071W	1.0765699
YEL072W	0.9808079
YER001W	1.1431532
YER002W	1.2095753
YER004W	1.0454377
YER005W	1.0855714
YER007C-A	1.054478
YER007W	1.0130868
YER010C	1.0438956
YER011W	1.1149104
YER014C-A	1.0118743
YER014W	1.2826862
YER015W	1.0057377
YER016W	0.9238821
YER017C	0.9890464
YER019C-A	1.1128815
YER019W	0.71665186
YER020W	0.9805264
YER024W	1.2129828
YER026C	1.004661
YER027C	1.110422
YER028C	1.2451149
YER030W	1.2097622
YER031C	1.0284702
YER032W	1.1815246
YER033C	1.1968657
YER034W	1.1768531
YER037W	1.0426955
YER038W-A	1.29971
YER039C	1.2734627
YER039C-A	1.0295528
YER040W	0.9929931
YER041W	0.8999332
YER042W	1.0762532
YER044C	1.1056933
YER044C-A	0.9393078
YER045C	1.0175762
YER046W	0.9912991
YER046W-A	1.0659647
YER047C	0.940808
YER048C	1.0391625
YER049W	1.0270616
YER050C	1.0085435
YER051W	0.97317356
YER052C	0.9502554
YER053C	1.0998576
YER053C-A	0.9989177
YER054C	1.0416634
YER055C	0.92508864
YER056C	0.95966893
YER056C-A	1.092183
YER057C	1.0212915
YER058W	0.98778033
YER059W	1.0702636
YER060W	1.0727798
YER060W-A	1.0657883
YER061C	1.0177834
YER062C	1.0090873
YER063W	1.0297776
YER064C	1.1690317
YER065C	1.0628713
YER066C-A	1.0042758
YER066W	1.0081728
YER067C-A	1.1348798
YER067W	0.9556667
YER068C-A	1.0241334
YER068W	0.92933255
YER069W	0.9423649
