ORF	het | growth (relative abundance in pooled culture) | time [20 generations], Chitosan oligosaccharide [91.1 ug/ml] | Jaime MD~Nislow C, 2012	hom | growth (relative abundance in pooled culture) | time [5 generations], Chitosan oligosaccharide [91.1 ug/ml] | Jaime MD~Nislow C, 2012
YJR117W	-0.691	NaN
YJR118C	-1.032	NaN
YJR119C	-0.255	NaN
YJR120W	-0.154	NaN
YJR121W	-0.065	NaN
YJR122W	1.417	NaN
YJR123W	NaN	3.146
YJR124C	0.658	NaN
YJR125C	1.446	NaN
YJR126C	0.257	NaN
YJR127C	-0.022	NaN
YJR128W	-0.710	NaN
YJR129C	1.095	NaN
YJR130C	0.454	NaN
YJR131W	-0.173	NaN
YJR133W	-0.087	NaN
YJR134C	-1.750	NaN
YJR135C	0.136	NaN
YJR137C	-0.075	NaN
YJR139C	-0.020	NaN
YJR140C	0.323	NaN
YJR141W	NaN	-1.219
YJR142W	-2.543	NaN
YJR144W	-0.011	NaN
YJR145C	-0.291	NaN
YJR146W	-0.239	NaN
YJR147W	-0.189	NaN
YJR148W	-0.410	NaN
YJR149W	-0.040	NaN
YJR150C	-0.125	NaN
YJR152W	-0.401	NaN
YJR153W	-0.210	NaN
YKL001C	0.126	NaN
YKL004W	NaN	-1.876
YKL005C	0.088	NaN
YKL006W	1.880	NaN
YKL007W	0.125	NaN
YKL008C	0.399	NaN
YKL009W	-2.653	NaN
YKL010C	-0.008	NaN
YKL011C	0.139	NaN
YKL013C	NaN	2.686
YKL014C	NaN	-1.325
YKL015W	0.033	NaN
YKL016C	0.030	NaN
YKL017C	-0.219	NaN
YKL018W	NaN	1.314
YKL019W	NaN	-0.412
YKL020C	-0.024	NaN
YKL021C	NaN	0.379
YKL022C	NaN	-0.677
YKL023W	0.868	NaN
YKL024C	NaN	-2.593
YKL025C	-0.824	NaN
YKL026C	0.079	NaN
YKL027W	-0.268	NaN
YKL029C	0.213	NaN
YKL030W	-0.021	NaN
YKL031W	-0.517	NaN
YKL032C	0.170	NaN
YKL033W-A	-1.346	NaN
YKL033W	NaN	-1.407
YKL034W	-0.922	NaN
YKL035W	NaN	-0.469
YKL036C	-0.701	NaN
YKL037W	-0.429	NaN
YKL038W	0.381	NaN
YKL039W	-3.408	NaN
YKL040C	0.540	NaN
YKL041W	-0.671	NaN
YKL042W	NaN	-1.066
YKL043W	-0.239	NaN
YKL044W	-0.428	NaN
YKL045W	NaN	-2.149
YKL046C	0.276	NaN
YKL047W	-0.574	NaN
YKL048C	-0.519	NaN
YKL049C	NaN	-2.706
YKL050C	-0.182	NaN
YKL051W	-0.100	NaN
YKL052C	NaN	-1.042
YKL053C-A	-0.046	NaN
YKL053W	-0.134	NaN
YKL055C	-0.041	NaN
YKL056C	-1.323	NaN
YKL057C	0.589	NaN
YKL058W	NaN	-0.583
YKL059C	NaN	1.026
YKL060C	NaN	-0.697
YKL061W	0.463	NaN
YKL062W	0.148	NaN
YKL063C	-0.332	NaN
YKL064W	-0.796	NaN
YKL065C	1.059	NaN
YKL066W	0.314	NaN
YKL067W	-0.068	NaN
YKL068W	-0.207	NaN
YKL069W	0.649	NaN
YKL070W	-0.140	NaN
YKL071W	0.002	NaN
YKL072W	0.383	NaN
YKL073W	-1.957	NaN
YKL074C	1.493	NaN
YKL075C	0.435	NaN
YKL076C	-0.674	NaN
YKL077W	1.266	NaN
YKL078W	NaN	0.117
YKL079W	0.548	NaN
YKL081W	1.173	NaN
YKL082C	NaN	-2.595
YKL084W	0.201	NaN
YKL085W	-0.346	NaN
YKL086W	0.189	NaN
YKL087C	-0.340	NaN
YKL088W	NaN	-2.128
YKL089W	NaN	-0.681
YKL091C	0.226	NaN
YKL092C	0.113	NaN
YKL093W	0.088	NaN
YKL094W	0.003	NaN
YKL095W	NaN	-0.264
YKL096W-A	-0.977	NaN
YKL096W	0.027	NaN
YKL097C	-0.469	NaN
YKL098W	-0.415	NaN
YKL099C	NaN	-0.456
YKL100C	0.419	NaN
YKL101W	1.262	NaN
YKL102C	0.249	NaN
YKL103C	0.065	NaN
YKL104C	NaN	-0.810
YKL105C	0.149	NaN
YKL107W	0.268	NaN
YKL108W	NaN	0.557
YKL109W	1.180	NaN
YKL110C	-0.296	NaN
YKL111C	-3.996	NaN
YKL112W	NaN	-2.956
YKL113C	0.289	NaN
YKL114C	-4.271	NaN
YKL115C	1.446	NaN
YKL116C	0.043	NaN
YKL117W	-0.275	NaN
YKL118W	0.893	NaN
YKL120W	-0.162	NaN
YKL121W	0.471	NaN
YKL122C	NaN	-1.987
YKL123W	-0.497	NaN
YKL124W	-0.330	NaN
YKL125W	NaN	-0.086
YKL126W	-0.508	NaN
YKL127W	-0.210	NaN
YKL128C	-0.241	NaN
YKL129C	-0.424	NaN
YKL130C	0.415	NaN
YKL131W	0.395	NaN
YKL132C	0.292	NaN
YKL133C	-0.213	NaN
YKL134C	-2.164	NaN
YKL135C	-0.538	NaN
YKL136W	0.490	NaN
YKL137W	-0.065	NaN
YKL138C	0.279	NaN
YKL139W	2.059	NaN
YKL140W	-0.205	NaN
YKL141W	NaN	-2.887
YKL142W	0.095	NaN
YKL144C	NaN	-1.521
YKL145W	NaN	-1.288
YKL146W	-0.012	NaN
YKL147C	0.175	NaN
YKL149C	-0.129	NaN
YKL150W	0.905	NaN
YKL151C	0.056	NaN
YKL152C	NaN	-0.061
YKL153W	-1.565	NaN
YKL155C	0.583	NaN
YKL156W	-1.593	NaN
YKL157W	0.061	NaN
YKL159C	-1.131	NaN
YKL160W	0.381	NaN
YKL161C	0.338	NaN
YKL162C-A	0.282	NaN
YKL162C	-0.201	NaN
YKL164C	0.134	NaN
YKL165C	NaN	1.733
YKL166C	0.312	NaN
YKL167C	0.459	NaN
YKL168C	-0.113	NaN
YKL169C	-0.363	NaN
YKL170W	0.432	NaN
YKL171W	-0.061	NaN
YKL172W	NaN	-0.486
YKL173W	NaN	0.496
YKL174C	0.010	NaN
YKL175W	-0.070	NaN
YKL176C	-2.486	NaN
YKL179C	-0.897	NaN
YKL180W	NaN	1.922
YKL182W	NaN	1.667
YKL183W	0.121	NaN
YKL184W	-0.475	NaN
YKL185W	0.074	NaN
YKL186C	NaN	-0.197
YKL187C	0.119	NaN
YKL188C	0.005	NaN
YKL189W	NaN	-0.292
YKL190W	-2.036	NaN
YKL191W	-1.488	NaN
YKL192C	NaN	-0.720
YKL193C	NaN	-0.794
YKL195W	NaN	-0.562
YKL196C	NaN	0.882
YKL197C	1.213	NaN
YKL198C	0.388	NaN
YKL201C	1.400	NaN
YKL202W	0.986	NaN
YKL203C	NaN	-0.190
YKL205W	-0.141	NaN
YKL206C	0.110	NaN
YKL207W	1.195	NaN
YKL208W	-1.509	NaN
YKL211C	-0.668	NaN
YKL212W	-2.687	NaN
YKL213C	-0.429	NaN
YKL214C	0.185	NaN
YKL215C	-0.017	NaN
YKL216W	0.140	NaN
YKL217W	-0.213	NaN
YKL218C	0.143	NaN
YKL220C	0.382	NaN
YKL221W	-0.547	NaN
YKL222C	-0.020	NaN
YKR002W	NaN	1.452
YKR003W	-0.011	NaN
YKR004C	NaN	1.339
YKR005C	0.446	NaN
YKR006C	-0.354	NaN
YKR007W	-2.269	NaN
YKR008W	NaN	-1.801
YKR009C	0.206	NaN
YKR010C	0.925	NaN
YKR011C	0.460	NaN
YKR012C	0.567	NaN
YKR013W	0.867	NaN
YKR014C	0.769	NaN
YKR015C	-0.022	NaN
YKR016W	-0.122	NaN
YKR017C	0.171	NaN
YKR018C	-0.173	NaN
YKR019C	0.723	NaN
YKR020W	-0.417	NaN
YKR021W	-0.258	NaN
YKR022C	NaN	-0.778
YKR023W	0.648	NaN
YKR024C	-3.506	NaN
YKR025W	NaN	-0.983
YKR026C	0.260	NaN
YKR027W	-0.434	NaN
YKR028W	0.958	NaN
YKR029C	0.254	NaN
YKR030W	-0.482	NaN
YKR031C	0.369	NaN
YKR032W	-0.308	NaN
YKR033C	0.421	NaN
YKR034W	0.183	NaN
YKR035C	0.232	NaN
YKR035W-A	0.527	NaN
YKR036C	0.174	NaN
YKR037C	NaN	-0.799
YKR038C	NaN	-0.753
YKR039W	0.025	NaN
YKR040C	0.493	NaN
YKR041W	1.416	NaN
YKR042W	1.991	NaN
YKR043C	0.159	NaN
YKR044W	-0.125	NaN
YKR046C	-0.227	NaN
YKR047W	0.315	NaN
YKR048C	0.863	NaN
YKR049C	0.093	NaN
YKR050W	0.187	NaN
YKR051W	0.073	NaN
YKR052C	-0.326	NaN
YKR053C	0.010	NaN
YKR054C	-0.664	NaN
YKR055W	-0.195	NaN
YKR056W	-0.780	NaN
YKR057W	-2.395	NaN
YKR058W	0.078	NaN
YKR059W	-0.581	NaN
YKR060W	-0.992	NaN
YKR061W	-0.684	NaN
YKR062W	NaN	-1.497
YKR063C	NaN	0.027
YKR064W	-0.080	NaN
YKR065C	-0.243	NaN
YKR066C	-0.270	NaN
YKR067W	-0.191	NaN
YKR069W	0.352	NaN
YKR070W	-0.276	NaN
YKR071C	NaN	-0.536
YKR072C	-1.833	NaN
YKR073C	-0.988	NaN
YKR074W	0.997	NaN
YKR075C	-0.021	NaN
YKR076W	0.178	NaN
YKR077W	0.402	NaN
YKR078W	0.536	NaN
YKR079C	NaN	0.176
YKR080W	-0.168	NaN
YKR081C	NaN	0.006
YKR082W	1.670	NaN
YKR083C	NaN	-0.035
YKR084C	-0.539	NaN
YKR086W	NaN	-0.433
YKR087C	-0.548	NaN
YKR088C	-1.503	NaN
YKR089C	-0.613	NaN
YKR090W	-0.155	NaN
YKR091W	0.173	NaN
YKR092C	-0.129	NaN
YKR093W	-0.222	NaN
YKR094C	0.232	NaN
YKR095W	-1.540	NaN
YKR096W	0.049	NaN
YKR097W	-0.152	NaN
YKR098C	0.311	NaN
YKR099W	-0.799	NaN
YKR100C	-0.304	NaN
YKR101W	0.334	NaN
YKR102W	0.458	NaN
YKR103W	0.078	NaN
YKR104W	-0.111	NaN
YKR106W	-0.046	NaN
YLL001W	0.017	NaN
YLL003W	NaN	-2.208
YLL004W	NaN	-0.431
YLL005C	0.441	NaN
YLL006W	-0.889	NaN
YLL007C	-0.074	NaN
YLL008W	NaN	-1.081
YLL009C	0.441	NaN
YLL010C	-0.247	NaN
YLL011W	NaN	-2.146
YLL012W	-0.480	NaN
YLL013C	-0.650	NaN
YLL014W	1.927	NaN
YLL015W	1.095	NaN
YLL016W	0.361	NaN
YLL017W	0.115	NaN
YLL018C-A	0.525	NaN
YLL018C	NaN	-0.180
YLL019C	-0.337	NaN
YLL020C	-0.724	NaN
YLL023C	0.813	NaN
YLL025W	0.043	NaN
YLL026W	0.187	NaN
YLL028W	0.077	NaN
YLL029W	-0.395	NaN
YLL030C	0.130	NaN
YLL031C	NaN	0.392
YLL032C	-0.168	NaN
YLL033W	0.457	NaN
YLL034C	NaN	0.330
YLL035W	NaN	1.414
YLL036C	NaN	-0.160
YLL037W	-0.557	NaN
YLL038C	0.483	NaN
YLL039C	-0.314	NaN
YLL040C	-2.359	NaN
YLL041C	-1.326	NaN
YLL042C	-0.491	NaN
YLL043W	0.754	NaN
YLL044W	1.458	NaN
YLL045C	0.290	NaN
YLL046C	0.124	NaN
YLL047W	0.032	NaN
YLL048C	-0.170	NaN
YLL049W	-1.242	NaN
YLL050C	NaN	0.916
YLL051C	0.276	NaN
YLL052C	-0.049	NaN
YLL053C	-0.055	NaN
YLL054C	-0.022	NaN
YLL055W	-0.067	NaN
YLL056C	-0.184	NaN
YLL057C	-0.489	NaN
YLL058W	-0.119	NaN
YLL059C	-0.149	NaN
YLL060C	-0.134	NaN
YLL061W	0.267	NaN
YLL062C	0.154	NaN
YLL063C	-0.330	NaN
YLR001C	-0.537	NaN
YLR002C	NaN	-0.287
YLR003C	-0.818	NaN
YLR004C	0.389	NaN
YLR005W	NaN	-0.531
YLR006C	-1.854	NaN
YLR007W	NaN	-0.269
YLR008C	NaN	-1.411
YLR009W	NaN	1.258
YLR010C	NaN	-2.957
YLR011W	-0.264	NaN
YLR012C	-0.006	NaN
YLR013W	0.085	NaN
YLR014C	0.135	NaN
YLR015W	-1.067	NaN
YLR016C	0.207	NaN
YLR017W	-0.403	NaN
YLR018C	0.026	NaN
YLR019W	0.245	NaN
YLR020C	-0.434	NaN
YLR021W	-0.830	NaN
YLR022C	NaN	-2.759
YLR023C	-0.843	NaN
YLR024C	-1.121	NaN
YLR025W	-4.622	NaN
YLR026C	NaN	1.147
YLR027C	-1.093	NaN
YLR028C	0.781	NaN
YLR029C	NaN	-0.888
YLR030W	-0.307	NaN
YLR031W	0.252	NaN
YLR032W	-0.310	NaN
YLR033W	NaN	-2.643
YLR034C	-0.334	NaN
YLR035C	0.355	NaN
YLR036C	-0.017	NaN
YLR037C	-0.539	NaN
YLR038C	0.056	NaN
YLR039C	-2.194	NaN
YLR040C	-0.208	NaN
YLR041W	-0.365	NaN
YLR042C	0.188	NaN
YLR044C	-0.029	NaN
YLR045C	NaN	-2.016
YLR046C	-0.052	NaN
YLR047C	-0.030	NaN
YLR049C	0.058	NaN
YLR050C	-0.415	NaN
YLR051C	NaN	-1.261
YLR052W	-1.407	NaN
YLR055C	0.613	NaN
YLR056W	2.601	NaN
YLR057W	-1.066	NaN
YLR058C	0.010	NaN
YLR059C	1.196	NaN
YLR060W	NaN	-0.182
YLR061W	-2.421	NaN
YLR063W	0.178	NaN
YLR064W	-0.671	NaN
YLR065C	-0.946	NaN
YLR066W	NaN	-0.629
YLR067C	-0.221	NaN
YLR068W	-2.218	NaN
YLR069C	1.900	NaN
YLR070C	0.207	NaN
YLR072W	-0.105	NaN
YLR073C	-0.651	NaN
YLR074C	0.257	NaN
YLR075W	NaN	0.614
YLR077W	0.122	NaN
YLR078C	NaN	0.737
YLR079W	0.409	NaN
YLR080W	-1.096	NaN
YLR081W	-0.101	NaN
YLR082C	0.044	NaN
YLR084C	0.486	NaN
YLR085C	-0.493	NaN
YLR086W	NaN	0.292
YLR087C	-1.211	NaN
YLR088W	NaN	0.925
YLR089C	-0.198	NaN
YLR090W	0.268	NaN
YLR091W	-0.674	NaN
YLR092W	0.411	NaN
YLR093C	0.590	NaN
YLR094C	-0.338	NaN
YLR095C	-0.747	NaN
YLR096W	-0.259	NaN
YLR097C	0.159	NaN
YLR098C	1.102	NaN
YLR099C	0.159	NaN
YLR099W-A	NaN	-0.990
YLR100W	NaN	-3.929
YLR101C	-0.210	NaN
YLR103C	NaN	-0.012
YLR104W	-0.343	NaN
YLR105C	NaN	-0.511
YLR106C	NaN	-0.981
YLR107W	-0.758	NaN
YLR108C	0.539	NaN
YLR109W	0.896	NaN
YLR110C	-0.080	NaN
YLR111W	0.099	NaN
YLR112W	0.461	NaN
YLR113W	-1.698	NaN
YLR114C	0.094	NaN
YLR115W	NaN	2.353
YLR117C	NaN	-0.945
YLR118C	0.095	NaN
YLR119W	1.014	NaN
YLR120C	-0.063	NaN
YLR121C	0.163	NaN
YLR122C	-0.221	NaN
YLR123C	-0.259	NaN
YLR124W	0.075	NaN
YLR125W	0.684	NaN
YLR126C	-0.125	NaN
YLR127C	NaN	-0.042
YLR128W	0.117	NaN
YLR129W	NaN	-3.311
YLR130C	0.217	NaN
YLR131C	-1.301	NaN
YLR132C	NaN	0.001
YLR133W	-0.629	NaN
YLR134W	0.301	NaN
YLR135W	-0.270	NaN
YLR136C	-0.313	NaN
YLR137W	-0.015	NaN
YLR138W	-0.439	NaN
YLR139C	-0.098	NaN
YLR140W	-0.848	NaN
YLR141W	NaN	-0.445
YLR142W	-0.278	NaN
YLR143W	-1.729	NaN
YLR144C	-0.088	NaN
YLR145W	NaN	-0.616
YLR146C	-0.081	NaN
YLR147C	NaN	-3.525
YLR148W	-0.497	NaN
YLR149C	0.382	NaN
YLR150W	1.178	NaN
YLR151C	-0.319	NaN
YLR152C	0.774	NaN
YLR153C	NaN	-2.896
YLR154C	-0.214	NaN
YLR163C	NaN	0.453
YLR164W	0.115	NaN
YLR165C	0.250	NaN
YLR166C	NaN	-0.287
YLR167W	NaN	-0.041
YLR168C	-0.786	NaN
YLR169W	-0.515	NaN
YLR170C	-0.526	NaN
YLR171W	0.071	NaN
YLR172C	-2.383	NaN
YLR173W	-0.305	NaN
YLR174W	0.594	NaN
YLR175W	NaN	-0.719
YLR176C	-1.225	NaN
YLR178C	0.208	NaN
YLR179C	-0.012	NaN
YLR180W	-2.857	NaN
YLR181C	-0.333	NaN
YLR182W	-1.080	NaN
YLR183C	-0.012	NaN
YLR185W	-1.367	NaN
YLR186W	NaN	-2.689
YLR187W	0.205	NaN
YLR188W	0.178	NaN
YLR189C	0.225	NaN
YLR190W	0.559	NaN
YLR191W	0.692	NaN
YLR192C	-1.807	NaN
YLR193C	0.142	NaN
YLR194C	-0.199	NaN
YLR196W	NaN	-0.145
YLR197W	NaN	-0.731
YLR198C	0.185	NaN
YLR199C	-0.451	NaN
YLR200W	-0.911	NaN
YLR201C	0.487	NaN
YLR202C	0.407	NaN
YLR203C	0.109	NaN
YLR204W	0.513	NaN
YLR205C	-0.031	NaN
YLR206W	-0.004	NaN
YLR207W	0.790	NaN
YLR208W	NaN	1.345
YLR209C	0.100	NaN
YLR210W	-0.647	NaN
YLR211C	0.370	NaN
YLR212C	NaN	1.651
YLR213C	0.090	NaN
YLR214W	-0.089	NaN
YLR215C	NaN	-1.550
YLR216C	-1.530	NaN
YLR217W	-1.469	NaN
YLR218C	0.801	NaN
YLR219W	-0.112	NaN
YLR220W	-0.005	NaN
YLR221C	-0.005	NaN
YLR222C	NaN	-1.132
YLR223C	NaN	-3.633
YLR224W	-0.020	NaN
YLR225C	0.316	NaN
YLR226W	0.679	NaN
YLR227C	-0.353	NaN
YLR229C	NaN	1.143
YLR230W	1.783	NaN
YLR232W	2.684	NaN
YLR233C	-0.822	NaN
YLR236C	-0.448	NaN
YLR237W	-0.122	NaN
YLR238W	0.540	NaN
YLR239C	-0.054	NaN
YLR241W	0.003	NaN
YLR242C	-0.797	NaN
YLR243W	NaN	-1.258
YLR244C	-1.534	NaN
YLR246W	0.104	NaN
YLR247C	0.310	NaN
YLR248W	1.266	NaN
YLR249W	NaN	-0.165
YLR250W	-0.105	NaN
YLR252W	-0.236	NaN
YLR253W	0.155	NaN
YLR254C	-0.136	NaN
YLR255C	0.135	NaN
YLR257W	0.352	NaN
YLR258W	-0.810	NaN
YLR259C	NaN	-0.090
YLR260W	0.012	NaN
YLR262C-A	-0.522	NaN
YLR262C	-0.128	NaN
YLR263W	-0.099	NaN
YLR264W	-1.882	NaN
YLR265C	0.118	NaN
YLR266C	-0.810	NaN
YLR267W	0.427	NaN
YLR268W	-0.936	NaN
YLR269C	1.227	NaN
YLR270W	0.284	NaN
YLR271W	0.103	NaN
YLR272C	NaN	-1.626
YLR273C	0.465	NaN
YLR274W	NaN	1.287
YLR275W	NaN	0.293
YLR276C	NaN	-0.235
YLR277C	NaN	0.225
YLR278C	0.830	NaN
YLR279W	0.747	NaN
YLR280C	0.293	NaN
YLR281C	0.543	NaN
YLR282C	0.608	NaN
YLR283W	0.152	NaN
YLR284C	-0.144	NaN
YLR285W	0.622	NaN
YLR286C	-0.258	NaN
YLR287C-A	-2.322	NaN
YLR287C	0.009	NaN
YLR288C	0.038	NaN
YLR289W	0.332	NaN
YLR290C	-0.326	NaN
YLR291C	NaN	-2.172
YLR292C	-1.678	NaN
YLR293C	NaN	2.837
YLR294C	-0.158	NaN
YLR295C	0.458	NaN
YLR296W	0.416	NaN
YLR297W	1.137	NaN
YLR298C	NaN	-0.646
YLR299W	0.462	NaN
YLR300W	0.346	NaN
YLR303W	0.212	NaN
YLR304C	0.021	NaN
YLR305C	NaN	-2.665
YLR306W	-0.230	NaN
YLR307W	-0.071	NaN
YLR308W	0.370	NaN
YLR309C	-0.588	NaN
YLR310C	NaN	-1.447
YLR311C	0.356	NaN
YLR312C	-0.112	NaN
YLR312W-A	0.307	NaN
YLR313C	-0.074	NaN
YLR314C	NaN	-0.249
YLR315W	0.101	NaN
YLR316C	NaN	0.563
YLR317W	-1.958	NaN
YLR318W	-1.612	NaN
YLR319C	-0.619	NaN
YLR322W	-1.206	NaN
YLR323C	NaN	-0.769
YLR325C	-1.692	NaN
YLR326W	-0.210	NaN
YLR328W	-0.443	NaN
YLR329W	0.261	NaN
YLR330W	-1.335	NaN
YLR331C	0.219	NaN
YLR332W	0.423	NaN
YLR334C	-0.043	NaN
YLR335W	0.439	NaN
YLR336C	NaN	-2.682
YLR337C	1.717	NaN
YLR340W	NaN	-0.890
YLR341W	0.185	NaN
YLR342W	0.156	NaN
YLR343W	-0.071	NaN
YLR344W	0.051	NaN
YLR345W	-0.150	NaN
YLR346C	-0.027	NaN
YLR347C	NaN	-1.965
YLR348C	-0.089	NaN
YLR349W	0.376	NaN
YLR350W	-0.376	NaN
YLR351C	0.505	NaN
YLR352W	0.143	NaN
YLR353W	-0.308	NaN
YLR354C	-0.180	NaN
YLR355C	NaN	-1.403
YLR356W	-0.250	NaN
YLR358C	-1.331	NaN
YLR359W	NaN	-0.049
YLR361C	0.097	NaN
YLR363C	0.008	NaN
YLR364W	0.213	NaN
YLR365W	0.683	NaN
YLR366W	-2.717	NaN
YLR367W	-2.925	NaN
YLR368W	-0.831	NaN
YLR369W	0.803	NaN
YLR370C	-0.695	NaN
YLR371W	0.561	NaN
YLR372W	-1.886	NaN
YLR373C	-2.254	NaN
YLR374C	0.036	NaN
YLR375W	0.023	NaN
YLR376C	-0.850	NaN
YLR377C	0.647	NaN
YLR378C	NaN	-3.539
YLR379W	-3.039	NaN
YLR380W	0.199	NaN
YLR381W	0.733	NaN
YLR382C	0.074	NaN
YLR384C	-0.386	NaN
YLR385C	-0.144	NaN
YLR386W	1.588	NaN
YLR387C	-0.245	NaN
YLR388W	-2.287	NaN
YLR389C	-0.208	NaN
YLR390W-A	-0.139	NaN
YLR390W	0.325	NaN
YLR392C	0.694	NaN
YLR393W	-0.182	NaN
YLR394W	0.063	NaN
YLR395C	0.808	NaN
YLR396C	-0.302	NaN
YLR397C	NaN	-1.114
YLR398C	-0.324	NaN
YLR400W	0.383	NaN
YLR401C	-0.136	NaN
YLR402W	-0.304	NaN
YLR404W	-0.975	NaN
YLR405W	-0.274	NaN
YLR406C	-0.064	NaN
YLR407W	0.475	NaN
YLR408C	1.614	NaN
YLR409C	NaN	-1.204
YLR410W	-0.661	NaN
YLR412W	-1.242	NaN
YLR413W	0.356	NaN
YLR414C	0.219	NaN
YLR415C	-0.054	NaN
YLR416C	0.591	NaN
YLR417W	-2.827	NaN
YLR418C	0.421	NaN
YLR420W	0.760	NaN
YLR421C	0.107	NaN
YLR422W	-0.164	NaN
YLR423C	0.313	NaN
YLR424W	NaN	-1.529
YLR425W	-2.333	NaN
YLR426W	0.228	NaN
YLR427W	0.390	NaN
YLR428C	0.292	NaN
YLR429W	0.185	NaN
YLR430W	NaN	0.171
YLR431C	-0.401	NaN
YLR432W	-0.066	NaN
YLR433C	0.688	NaN
YLR434C	-0.644	NaN
YLR436C	0.195	NaN
YLR437C	-0.542	NaN
YLR438C-A	NaN	-2.318
YLR438W	-0.625	NaN
YLR439W	0.401	NaN
YLR440C	NaN	0.145
YLR441C	-2.386	NaN
YLR443W	0.212	NaN
YLR444C	0.018	NaN
YLR445W	-0.451	NaN
YLR446W	-0.603	NaN
YLR447C	2.104	NaN
YLR448W	0.665	NaN
YLR449W	0.032	NaN
YLR450W	-0.375	NaN
YLR451W	-0.259	NaN
YLR452C	0.111	NaN
YLR453C	-1.158	NaN
YLR454W	-0.240	NaN
YLR455W	-0.645	NaN
YLR456W	-0.161	NaN
YLR457C	NaN	-1.110
YLR458W	-0.313	NaN
YLR459W	NaN	-0.185
YLR460C	-0.116	NaN
YLR461W	-0.014	NaN
YML001W	0.301	NaN
YML002W	0.171	NaN
YML003W	-0.121	NaN
YML004C	0.485	NaN
YML006C	-0.786	NaN
YML007W	0.919	NaN
YML008C	1.351	NaN
YML009C	0.590	NaN
YML009C-A	-0.028	NaN
YML010W	NaN	-0.285
YML011C	0.161	NaN
YML012W	0.965	NaN
YML012C-A	-1.996	NaN
YML013W	-1.883	NaN
YML015C	NaN	-1.042
YML016C	2.212	NaN
YML017W	1.218	NaN
YML018C	-0.469	NaN
YML021C	0.440	NaN
YML023C	NaN	-0.145
YML024W	-0.649	NaN
YML025C	NaN	-0.791
YML026C	-3.409	NaN
YML027W	-0.371	NaN
YML028W	-0.197	NaN
YML029W	0.698	NaN
YML030W	0.440	NaN
YML034W	0.450	NaN
YML034C-A	-0.928	NaN
YML035C	-0.323	NaN
YML036W	-2.467	NaN
YML037C	0.290	NaN
YML038C	0.120	NaN
YML041C	0.005	NaN
YML042W	0.054	NaN
YML043C	NaN	-1.978
YML046W	NaN	-0.073
YML047C	-0.198	NaN
YML049C	NaN	-0.578
YML050W	0.052	NaN
YML051W	0.273	NaN
YML052W	-0.297	NaN
YML053C	-0.179	NaN
YML055W	-0.390	NaN
YML057W	-0.271	NaN
YML057C-A	-1.298	NaN
YML058W	-0.332	NaN
YML059C	0.331	NaN
YML060W	-0.388	NaN
YML062C	-0.137	NaN
YML063W	-1.727	NaN
YML064C	NaN	-1.975
YML065W	NaN	0.748
YML066C	0.238	NaN
YML067C	-1.364	NaN
YML068W	-0.282	NaN
YML069W	NaN	-0.729
YML070W	0.215	NaN
YML071C	-3.019	NaN
YML072C	-0.515	NaN
YML073C	-0.354	NaN
YML074C	-0.094	NaN
YML075C	-0.727	NaN
YML076C	-0.215	NaN
YML077W	NaN	0.586
YML078W	-0.185	NaN
YML081C-A	-0.498	NaN
YML081W	1.321	NaN
YML082W	0.639	NaN
YML084W	0.156	NaN
YML085C	NaN	-2.636
YML086C	-0.636	NaN
YML087C	-0.029	NaN
YML088W	0.341	NaN
YML089C	0.290	NaN
YML090W	0.289	NaN
YML091C	NaN	-0.679
YML092C	NaN	-1.580
YML093W	NaN	3.026
YML094W	-0.816	NaN
YML094C-A	-1.061	NaN
YML095C	0.034	NaN
YML096W	-0.786	NaN
YML097C	0.943	NaN
YML098W	NaN	-1.023
YML099C	-0.055	NaN
YML099W-A	-0.092	NaN
YML100W	-0.000	NaN
YML101C	-0.399	NaN
YML101C-A	0.715	NaN
YML102W	1.165	NaN
YML103C	-0.571	NaN
YML104C	-0.191	NaN
YML105C	NaN	-1.979
YML106W	-1.209	NaN
YML108W	0.041	NaN
YML109W	0.265	NaN
YML110C	1.231	NaN
YML111W	-0.122	NaN
YML112W	-1.280	NaN
YML113W	-0.383	NaN
YML114C	NaN	0.093
YML115C	0.741	NaN
YML116W	0.012	NaN
YML116W-A	1.107	NaN
YML117W	-0.696	NaN
YML118W	0.359	NaN
YML119W	0.110	NaN
YML121W	-2.077	NaN
YML122C	0.406	NaN
YML123C	-0.392	NaN
YML124C	-0.549	NaN
YML125C	NaN	-0.899
YML126C	NaN	-2.095
YML127W	NaN	-1.734
YML128C	-0.027	NaN
YML129C	0.721	NaN
YML130C	NaN	-0.673
YML131W	0.328	NaN
YMR001C	NaN	-2.058
YMR003W	0.369	NaN
YMR004W	-0.836	NaN
YMR005W	NaN	-1.158
YMR006C	-0.668	NaN
YMR007W	0.174	NaN
YMR009W	-0.239	NaN
YMR010W	-0.653	NaN
YMR011W	0.197	NaN
YMR012W	0.086	NaN
YMR013C	NaN	0.061
YMR015C	0.331	NaN
YMR017W	0.077	NaN
YMR018W	-0.148	NaN
YMR019W	0.345	NaN
YMR020W	0.099	NaN
YMR021C	0.742	NaN
YMR022W	-0.104	NaN
YMR023C	-0.051	NaN
YMR025W	0.428	NaN
YMR026C	1.189	NaN
YMR027W	0.182	NaN
YMR028W	NaN	-0.021
YMR029C	-0.772	NaN
YMR030W	-0.133	NaN
YMR031C	0.493	NaN
YMR031W-A	1.051	NaN
