orf	hap a | growth (CFU) | temperature [30ºC - 62ºC], time [20 min] | YPD | Teng X~Hardwick JM, 2011
YBR199W	39.625
YBR200W	250.25
YBR201W	57.375
YBR203W	120.375
YBR204C	174.75
YBR205W	219.0
YBR206W	151.25
YBR207W	140.25
YBR208C	153.5
YBR209W	87.5
YBR210W	248.75
YBR212W	213.75
YBR213W	182.5
YBR214W	100.0
YBR215W	55.0
YBR216C	168.75
YBR217W	166.25
YBR218C	200.0
YBR219C	205.0
YBR220C	255.0
YBR221C	78.75
YBR222C	151.375
YBR223C	139.25
YBR224W	12.25
YBR225W	160.25
YBR226C	166.0
YBR227C	108.375
YBR228W	143.25
YBR229C	155.375
YBR230C	202.75
YBR231C	105.0
YBR232C	214.375
YBR233W	126.0
YBR235W	75.625
YBR238C	230.875
YBR239C	133.625
YBR240C	39.25
YBR241C	170.875
YBR242W	77.625
YBR244W	102.625
YBR245C	107.25
YBR246W	65.875
YBR248C	197.125
YBR249C	161.625
YBR250W	226.25
YBR251W	116.375
YBR255W	61.25
YBR258C	149.875
YBR259W	147.375
YBR260C	143.875
YBR261C	108.0
YBR262C	138.0
YBR263W	136.25
YBR264C	180.625
YBR266C	53.75
YBR267W	239.25
YBR268W	113.0
YBR269C	11.75
YBR270C	88.25
YBR271W	71.25
YBR272C	206.0
YBR273C	106.625
YBR274W	61.75
YBR275C	196.375
YBR276C	101.25
YBR277C	13.375
YBR278W	10.0
YBR279W	20.875
YBR280C	214.0
YBR281C	14.125
YBR282W	211.75
YBR283C	35.625
YBR284W	1.25
YBR285W	158.875
YBR286W	9.5
YBR287W	142.25
YBR288C	337.75
YBR289W	37.25
YBR290W	8.5
YBR291C	7.5
YBR292C	30.75
YBR293W	96.625
YBR294W	154.25
YBR295W	14.0
YBR296C	86.125
YBR297W	16.25
YBR298C	17.125
YBR299W	202.0
YBR300C	57.375
YBR301W	163.125
YCL001W	124.5
YCL001W-A	10.5
YCL002C	226.375
YCL005W	19.5
YCL006C	117.375
YCL008C	53.0
YCL009C	134.0
YCL010C	66.5
YCL011C	183.0
YCL013W	204.75
YCL014W	244.0625
YCL016C	170.25
YCL022C	94.75
YCL023C	160.1875
YCL024W	408.75
YCL025C	294.75
YCL026C	20.25
YCL026C-A	172.5
YCL027W	267.125
YCL028W	261.125
YCL029C	254.75
YCL030C	265.125
YCL032W	2.75
YCL033C	4.75
YCL034W	248.125
YCL035C	165.875
YCL036W	7.0
YCL037C	114.375
YCL038C	161.3125
YCL039W	121.375
YCL040W	254.375
YCL042W	290.125
YCL044C	232.375
YCL045C	204.625
YCL046W	175.625
YCL047C	212.25
YCL048W	228.5
YCL049C	199.25
YCL050C	8.375
YCL051W	113.625
YCL055W	238.5
YCL056C	9.125
YCL057W	248.25
YCL058C	46.625
YCL061C	103.75
YCL063W	153.625
YCL064C	263.625
YCL069W	209.5
YCL074W	58.5
YCL075W	120.0
YCL076W	104.875
YCR001W	233.25
YCR002C	17.625
YCR003W	2.5
YCR004C	4.125
YCR005C	231.0
YCR006C	273.375
YCR007C	269.625
YCR008W	278.5
YCR009C	4.75
YCR010C	194.125
YCR011C	221.25
YCR014C	247.375
YCR015C	220.25
YCR016W	290.875
YCR017C	21.125
YCR019W	14.0
YCR020C	330.0
YCR020C-A	176.125
YCR020W-B	
YCR021C	359.625
YCR022C	575.0
YCR023C	334.125
YCR024C	189.0
YCR024C-A	17.25
YCR025C	19.25
YCR026C	15.5
YCR027C	32.125
YCR028C	146.125
YCR028C-A	74.625
YCR030C	137.25
YCR031C	148.25
YCR032W	198.625
YCR033W	116.875
YCR034W	45.625
YCR036W	3.75
YCR037C	13.75
YCR043C	62.5
YCR044C	8.25
YCR045C	12.75
YCR046C	66.375
YCR047C	70.5
YCR048W	155.125
YCR049C	80.875
YCR050C	17.5
YCR051W	86.75
YCR053W	85.5
YCR059C	147.75
YCR060W	226.25
YCR061W	104.75
YCR063W	267.25
YCR065W	35.375
YCR066W	119.0
YCR067C	138.875
YCR068W	23.375
YCR069W	142.375
YCR071C	18.25
YCR073C	179.0
YCR073W-A	101.625
YCR075C	124.875
YCR076C	20.0
YCR077C	147.875
YCR079W	72.75
YCR081W	46.875
YCR082W	134.0
YCR083W	155.375
YCR084C	91.25
YCR085W	23.625
YCR086W	117.75
YCR087C-A	22.75
YCR087W	17.0
YCR088W	205.5
YCR089W	163.75
YCR090C	141.25
YCR091W	76.0
YCR092C	139.5
YCR094W	12.5
YCR095C	121.5
YCR098C	88.875
YCR099C	112.0
YCR100C	151.0
YCR101C	191.25
YCR102C	190.75
YCR102W-A	160.5
YCR105W	79.875
YCR106W	176.625
YCR107W	175.75
YDL001W	31.0
YDL002C	31.625
YDL006W	81.625
YDL009C	146.875
YDL010W	165.5
YDL011C	147.125
YDL012C	169.625
YDL013W	95.875
YDL018C	140.625
YDL019C	30.25
YDL020C	75.625
YDL021W	22.25
YDL022W	23.75
YDL023C	119.375
YDL024C	109.375
YDL025C	75.375
YDL026W	81.375
YDL027C	142.0
YDL032W	22.625
YDL033C	31.0
YDL034W	288.75
YDL035C	49.875
YDL036C	184.625
YDL037C	175.375
YDL039C	250.625
YDL040C	22.5
YDL041W	62.375
YDL042C	72.25
YDL044C	38.5
YDL045W-A	71.375
YDL046W	136.625
YDL047W	2.0
YDL048C	152.125
YDL049C	70.125
YDL050C	82.125
YDL051W	103.75
YDL052C	193.25
YDL053C	172.625
YDL054C	204.5
YDL056W	103.375
YDL057W	25.25
YDL059C	61.0
YDL061C	194.625
YDL062W	56.375
YDL063C	70.25
YDL065C	106.75
YDL066W	103.25
YDL067C	182.625
YDL068W	7.25
YDL069C	29.0
YDL070W	187.25
YDL071C	207.75
YDL072C	160.75
YDL073W	53.0
YDL074C	10.0
YDL075W	106.875
YDL076C	21.25
YDL077C	95.625
YDL078C	79.0
YDL079C	103.125
YDL080C	120.0
YDL081C	5.5
YDL082W	313.25
YDL083C	313.375
YDL085W	167.625
YDL086W	182.0
YDL088C	42.25
YDL089W	63.5
YDL090C	199.0
YDL091C	60.875
YDL093W	95.375
YDL094C	113.0
YDL095W	48.25
YDL096C	126.875
YDL099W	266.5
YDL100C	34.75
YDL101C	136.625
YDL104C	199.125
YDL106C	17.5
YDL107W	186.75
YDL109C	234.5
YDL110C	250.125
YDL112W	270.0
YDL113C	3.75
YDL114W	221.5
YDL115C	5.625
YDL116W	177.125
YDL117W	582.5
YDL118W	134.25
YDL119C	242.125
YDL121C	232.75
YDL122W	176.5
YDL123W	243.75
YDL124W	327.75
YDL125C	96.375
YDL127W	252.875
YDL128W	197.625
YDL129W	242.75
YDL130W	516.75
YDL130W-A	162.25
YDL131W	204.375
YDL133C-A	103.5
YDL133W	92.0
YDL134C	20.375
YDL135C	31.875
YDL136W	338.125
YDL137W	176.875
YDL138W	172.75
YDL142C	53.75
YDL144C	210.125
YDL146W	209.25
YDL149W	267.375
YDL151C	119.0
YDL154W	230.0
YDL155W	261.5
YDL156W	249.375
YDL157C	310.5
YDL159W	141.875
YDL160C	9.5
YDL161W	269.0
YDL162C	320.625
YDL167C	9.25
YDL168W	209.625
YDL169C	247.625
YDL170W	172.125
YDL171C	191.875
YDL172C	81.75
YDL173W	88.75
YDL174C	112.75
YDL175C	167.75
YDL176W	177.75
YDL177C	197.625
YDL178W	233.125
YDL179W	120.875
YDL180W	279.625
YDL181W	177.5
YDL182W	389.5
YDL183C	169.5
YDL184C	159.125
YDL185W	18.75
YDL186W	185.0
YDL187C	103.0
YDL188C	81.25
YDL189W	83.375
YDL190C	296.625
YDL191W	399.5
YDL192W	21.75
YDL194W	87.375
YDL197C	236.75
YDL198C	3.25
YDL199C	241.125
YDL200C	242.0
YDL201W	230.25
YDL202W	36.75
YDL203C	141.25
YDL204W	234.875
YDL206W	141.625
YDL210W	61.125
YDL211C	235.375
YDL213C	256.125
YDL214C	158.5
YDL215C	207.875
YDL216C	216.125
YDL218W	210.0
YDL219W	199.125
YDL222C	179.25
YDL223C	212.125
YDL224C	261.125
YDL225W	68.25
YDL226C	87.5
YDL227C	108.25
YDL229W	120.5
YDL230W	252.125
YDL231C	185.375
YDL232W	6.5
YDL233W	203.375
YDL234C	122.875
YDL236W	192.125
YDL237W	222.625
YDL238C	196.625
YDL239C	93.25
YDL240W	42.0
YDL241W	150.25
YDL242W	171.0
YDL243C	191.0
YDR001C	93.25
YDR003W	139.75
YDR004W	170.75
YDR005C	11.25
YDR006C	92.75
YDR007W	93.375
YDR008C	18.75
YDR009W	171.25
YDR010C	89.875
YDR011W	45.25
YDR014W	150.75
YDR015C	166.875
YDR017C	6.25
YDR018C	170.875
YDR019C	193.375
YDR020C	211.875
YDR022C	182.375
YDR024W	309.5
YDR025W	227.25
YDR026C	77.875
YDR027C	26.5
YDR028C	74.125
YDR029W	145.0
YDR030C	81.75
YDR031W	120.875
YDR032C	86.125
YDR033W	180.0
YDR034C	190.0
YDR035W	136.5
YDR036C	170.625
YDR042C	228.25
YDR043C	43.25
YDR046C	123.25
YDR048C	31.75
YDR049W	26.75
YDR050C	94.375
YDR051C	161.125
YDR055W	160.375
YDR056C	153.25
YDR057W	102.25
YDR058C	78.125
YDR059C	154.125
YDR061W	109.875
YDR063W	125.125
YDR065W	108.625
YDR066C	163.625
YDR067C	573.75
YDR068W	184.375
YDR069C	63.375
YDR070C	75.875
YDR071C	66.75
YDR072C	70.875
YDR073W	19.25
YDR074W	3.25
YDR075W	41.25
YDR076W	117.75
YDR077W	65.625
YDR078C	24.5
YDR079W	13.625
YDR080W	56.5
YDR083W	110.25
YDR084C	205.125
YDR085C	113.625
YDR089W	183.75
YDR090C	107.25
YDR092W	231.5
YDR093W	141.125
YDR094W	181.75
YDR095C	153.375
YDR096W	356.25
YDR097C	35.875
YDR098C	157.875
YDR099W	162.5
YDR100W	140.25
YDR101C	376.875
YDR102C	56.5
YDR103W	37.75
YDR104C	63.125
YDR105C	101.625
YDR107C	58.875
YDR108W	63.375
YDR109C	17.5
YDR110W	80.0
YDR111C	138.25
YDR112W	138.125
YDR114C	8.25
YDR115W	72.625
YDR116C	63.625
YDR117C	147.25
YDR119W	129.0
YDR120C	19.75
YDR121W	39.125
YDR122W	112.875
YDR123C	112.125
YDR124W	169.125
YDR125C	128.875
YDR126W	142.75
YDR127W	212.5
YDR128W	119.75
YDR129C	115.625
YDR130C	148.25
YDR131C	127.625
YDR132C	95.0
YDR133C	100.375
YDR134C	142.0
YDR135C	141.625
YDR136C	44.375
YDR137W	48.5
YDR139C	66.0
YDR140W	151.375
YDR142C	121.25
YDR143C	157.25
YDR144C	146.125
YDR146C	104.625
YDR147W	96.75
YDR148C	133.25
YDR149C	68.125
YDR150W	67.875
YDR151C	118.75
YDR152W	86.75
YDR153C	58.125
YDR154C	64.625
YDR155C	79.125
YDR156W	207.875
YDR157W	49.25
YDR158W	54.25
YDR159W	118.875
YDR161W	210.375
YDR162C	79.375
YDR163W	26.5
YDR165W	42.0
YDR169C	44.25
YDR171W	109.125
YDR173C	133.75
YDR174W	167.0
YDR175C	0.0
YDR176W	3.5
YDR178W	105.875
YDR179C	93.875
YDR179W-A	147.0
YDR181C	94.125
YDR183W	75.5
YDR184C	83.125
YDR185C	81.125
YDR186C	33.125
YDR191W	87.625
YDR192C	28.75
YDR193W	68.75
YDR194C	153.375
YDR195W	3.25
YDR197W	73.75
YDR198C	136.25
YDR199W	137.5
YDR200C	3.75
YDR202C	84.25
YDR203W	22.5
YDR204W	5.25
YDR205W	64.75
YDR206W	55.5
YDR207C	6.0
YDR209C	66.75
YDR210W	96.0
YDR213W	27.625
YDR214W	87.25
YDR215C	116.625
YDR216W	95.5
YDR217C	124.0
YDR218C	70.375
YDR219C	135.75
YDR220C	79.375
YDR221W	126.625
YDR222W	76.25
YDR223W	92.5
YDR225W	144.75
YDR226W	0.5
YDR227W	232.125
YDR229W	176.25
YDR230W	1.0
YDR231C	3.25
YDR233C	100.75
YDR234W	70.75
YDR237W	5.25
YDR239C	124.5
YDR241W	77.5
YDR242W	187.5
YDR244W	92.75
YDR245W	4.5
YDR247W	2.25
YDR248C	146.875
YDR249C	60.75
YDR250C	40.625
YDR251W	62.25
YDR252W	117.875
YDR253C	61.5
YDR254W	73.625
YDR255C	7.5
YDR256C	57.625
YDR257C	141.25
YDR258C	121.5
YDR259C	110.875
YDR260C	58.5
YDR261C	16.75
YDR262W	4.875
YDR263C	5.75
YDR264C	45.625
YDR265W	6.25
YDR266C	8.5
YDR268W	6.25
YDR269C	61.125
YDR270W	6.25
YDR271C	24.0
YDR272W	8.75
YDR273W	29.625
YDR274C	15.25
YDR275W	27.0
YDR276C	27.875
YDR277C	41.0
YDR278C	26.625
YDR279W	31.0
YDR281C	39.625
YDR282C	47.0
YDR283C	61.5
YDR284C	71.625
YDR285W	87.5
YDR286C	30.5
YDR287W	115.0
YDR289C	93.75
YDR290W	2.25
YDR291W	37.75
YDR293C	3.5
YDR294C	17.0
YDR295C	21.875
YDR296W	2.75
YDR297W	16.375
YDR298C	40.25
YDR300C	
YDR304C	81.875
YDR305C	13.75
YDR306C	72.25
YDR307W	49.25
YDR309C	71.375
YDR310C	25.5
YDR312W	95.0
YDR313C	9.875
YDR314C	80.25
YDR315C	86.0
YDR316W	45.75
YDR317W	50.625
YDR318W	72.75
YDR319C	57.375
YDR320C	40.5
YDR321W	89.875
YDR322W	19.0
YDR323C	83.75
YDR326C	133.875
YDR329C	59.25
YDR330W	55.125
YDR332W	73.25
YDR333C	16.125
YDR334W	93.625
YDR335W	8.0
YDR336W	16.0
YDR337W	111.875
YDR338C	103.375
YDR340W	66.0
YDR344C	76.125
YDR345C	97.75
YDR346C	73.625
YDR347W	12.5
YDR348C	217.75
YDR349C	183.5
YDR350C	6.75
YDR351W	113.75
YDR352W	145.5
YDR354W	174.125
YDR357C	134.125
YDR358W	156.875
YDR359C	167.625
YDR360W	139.125
YDR363W	122.75
YDR363W-A	55.625
YDR364C	
YDR368W	142.0
YDR369C	165.5
YDR370C	176.125
YDR371W	120.0
YDR372C	46.375
YDR374C	162.0
YDR375C	16.0
YDR377W	1.5
YDR378C	45.0
YDR379W	129.125
YDR380W	182.75
YDR382W	185.0
YDR383C	121.75
YDR384C	168.0
YDR385W	139.75
YDR386W	138.625
YDR387C	103.375
YDR388W	20.0
YDR389W	233.125
YDR391C	140.0
YDR392W	4.25
YDR393W	178.5
YDR395W	17.75
YDR399W	118.875
YDR400W	111.0
YDR401W	81.125
YDR402C	146.25
YDR403W	124.75
YDR405W	44.0
YDR406W	78.75
YDR408C	33.25
YDR409W	64.125
YDR410C	74.0
YDR411C	52.0
YDR414C	13.428571428571429
YDR415C	154.375
YDR417C	169.0
YDR418W	69.75
YDR419W	72.0
YDR420W	129.25
YDR421W	39.25
YDR422C	27.25
YDR423C	111.875
YDR424C	112.75
YDR425W	41.875
YDR426C	68.5
YDR428C	157.75
YDR430C	108.5
YDR431W	64.25
YDR432W	39.0
YDR433W	65.5
YDR435C	27.0
YDR436W	29.5
YDR438W	117.625
YDR439W	8.75
YDR440W	114.625
YDR441C	96.625
YDR442W	123.125
YDR443C	272.875
YDR444W	159.75
YDR445C	30.625
YDR446W	71.875
YDR447C	41.75
YDR448W	18.75
YDR450W	133.75
YDR451C	97.375
YDR452W	99.0
YDR453C	52.0
YDR455C	142.5
YDR456W	104.625
YDR457W	19.0
YDR458C	127.25
YDR459C	114.75
YDR461W	130.875
YDR462W	30.75
YDR463W	22.0
YDR465C	52.25
YDR466W	22.5
YDR467C	40.125
YDR469W	2.25
YDR470C	40.625
YDR471W	197.0
YDR475C	34.8125
YDR476C	110.125
YDR477W	41.25
YDR479C	79.875
YDR480W	73.0
YDR481C	62.625
YDR482C	83.625
YDR483W	61.625
YDR484W	50.5
YDR485C	120.75
YDR486C	23.75
YDR488C	105.875
YDR490C	93.75
YDR491C	110.5
YDR492W	99.375
YDR493W	162.5
YDR494W	25.875
YDR495C	21.25
YDR496C	80.875
YDR497C	78.875
YDR500C	7.125
YDR501W	101.375
YDR502C	207.875
YDR503C	80.375
YDR504C	91.5
YDR505C	89.5
YDR506C	114.0625
YDR507C	2.5
YDR508C	142.875
YDR509W	50.625
YDR511W	49.625
YDR512C	61.875
YDR513W	43.75
YDR514C	59.625
YDR515W	188.0
YDR516C	83.75
YDR517W	102.625
YDR518W	84.125
YDR519W	110.625
YDR520C	157.375
YDR521W	168.75
YDR522C	57.625
YDR523C	13.75
YDR524C	316.625
YDR525W	19.125
YDR525W-A	177.375
YDR528W	58.0
YDR529C	13.125
YDR530C	25.0
YDR532C	56.25
YDR533C	83.0
YDR534C	102.625
YDR535C	195.375
YDR536W	131.25
YDR537C	169.625
YDR538W	222.125
YDR539W	190.25
YDR540C	136.5
YDR541C	211.875
YEL001C	109.5
YEL003W	54.25
YEL004W	115.125
YEL005C	28.0
YEL006W	106.875
YEL007W	60.25
YEL008W	142.625
YEL009C	113.125
YEL010W	104.25
YEL011W	23.75
YEL012W	39.375
YEL013W	21.75
YEL014C	126.875
YEL015W	160.75
YEL016C	111.75
YEL017C-A	101.625
YEL017W	132.125
YEL020C	113.625
YEL023C	131.75
YEL024W	6.6
YEL025C	73.875
YEL027W	5.5
YEL028W	122.75
YEL030W	122.0
YEL031W	20.25
YEL033W	120.75
YEL037C	76.625
YEL038W	126.875
YEL039C	90.375
YEL040W	115.75
YEL041W	82.375
YEL042W	27.25
YEL043W	91.75
YEL045C	11.0
YEL046C	44.125
YEL047C	136.25
YEL048C	75.5
YEL049W	136.375
YEL050C	7.5
YEL051W	26.75
YEL052W	127.75
YEL053C	114.5
YEL054C	350.5
YEL056W	184.875
YEL057C	161.625
YEL059W	136.125
YEL060C	149.125
YEL061C	253.875
YEL062W	21.5
YEL063C	111.125
YEL064C	218.0
YEL065W	134.0
YEL066W	202.875
YEL067C	112.75
YEL068C	202.875
YEL071W	219.0
YEL072W	227.0
YER001W	165.25
YER002W	248.0
YER004W	185.125
YER005W	91.625
YER007C-A	352.25
YER007W	216.375
YER010C	314.5
YER011W	256.125
YER014W	8.75
YER016W	103.375
YER017C	3.75
YER019C-A	221.0
YER019W	178.5
YER020W	129.125
YER024W	265.375
YER027C	87.875
YER028C	179.125
YER030W	289.375
YER031C	130.375
YER032W	230.25
YER033C	195.75
YER034W	257.5
YER035W	192.5
YER037W	30.5
YER038W-A	145.125
YER039C	168.375
YER039C-A	163.125
YER040W	376.625
YER041W	254.5
YER042W	203.5
YER044C	222.25
YER044C-A	220.5
YER045C	284.75
YER046W	117.5
YER046W-A	195.125
YER047C	202.375
YER048C	116.0
YER049W	93.5
YER050C	3.875
YER051W	150.125
YER052C	177.75
YER053C	176.25
YER054C	210.25
YER055C	166.5
YER056C	122.625
YER056C-A	61.75
YER057C	123.875
YER058W	113.5
YER059W	173.125
YER060W	123.125
YER060W-A	134.875
YER061C	169.375
YER062C	159.625
YER063W	172.625
YER064C	71.875
YER065C	172.375
YER066C-A	113.125
YER066W	225.25
YER067C-A	167.5
YER067W	182.25
YER068C-A	236.125
YER068W	6.0
YER069W	180.0
YER071C	201.375
YER072W	130.625
YER073W	296.875
YER074W	139.875
YER075C	85.25
YER077C	221.0
YER078C	244.375
YER079W	147.25
YER080W	175.5
YER081W	153.75
YER083C	2.75
YER084W	136.375
YER085C	138.75
YER086W	220.125
YER087C-B	174.875
YER088C	46.5
YER089C	189.25
YER090W	247.75
YER091C	76.875
YER091C-A	121.5
YER092W	14.5
YER093C-A	66.0
YER095W	29.0
YER096W	205.75
YER097W	73.125
YER098W	35.375
YER101C	152.5
YER103W	2.5
YER106W	201.875
YER108C	166.75
YER109C	193.0
YER110C	147.875
YER111C	12.5
YER113C	113.75
YER114C	162.625
YER115C	158.125
YER116C	59.0
YER117W	139.25
YER118C	197.75
YER119C	188.125
YER119C-A	188.5
YER120W	113.625
YER121W	283.375
YER122C	7.25
YER123W	43.625
YER124C	121.5
YER128W	108.625
YER129W	81.0
YER130C	122.625
YER131W	126.5
YER132C	89.875
YER134C	131.75
YER135C	147.625
YER137C	204.875
YER139C	125.625
YER140W	300.875
YER141W	81.625
YER142C	131.375
YER143W	109.125
YER144C	123.0
YER145C	186.25
YER149C	205.125
YER150W	212.375
YER151C	61.25
YER152C	211.125
YER153C	135.875
YER154W	74.5
YER155C	4.5
YER156C	211.25
YER158C	129.125
YER161C	171.875
YER162C	57.0
YER163C	159.125
YER164W	41.25
YER166W	137.5
YER167W	10.0
YER169W	7.5
YER170W	190.75
YER173W	184.0
YER174C	168.375
YER175C	155.625
YER176W	150.25
YER177W	40.0
YER178W	37.0
YER179W	144.625
YER180C	241.75
YER181C	196.375
YER182W	181.0
YER183C	210.375
YER184C	201.75
YER185W	207.0
YER186C	217.75
YER187W	123.375
YER188W	185.625
YFL001W	45.0
YFL003C	144.375
YFL004W	115.25
YFL007W	131.5625
YFL010C	207.125
YFL010W-A	244.125
YFL011W	150.25
YFL012W	198.625
YFL013C	85.375
YFL013W-A	194.5
YFL014W	290.875
YFL015C	112.75
YFL018C	89.125
YFL019C	219.75
YFL020C	145.125
YFL021W	122.875
YFL023W	45.625
YFL025C	14.25
YFL026W	138.875
YFL027C	73.25
YFL028C	29.375
YFL030W	54.0
YFL031W	8.75
YFL032W	17.125
YFL033C	47.25
