ORF	hom | viral RNA replication (luciferase expression) | standard [standard] | Kushner DB~Ahlquist P, 2003
YOR213C	130.560
YOR214C	97.511
YOR215C	98.116
YOR216C	129.819
YOR219C	59.173
YOR220W	69.920
YOR221C	NaN
YOR222W	115.478
YOR223W	96.366
YOR225W	82.720
YOR226C	77.163
YOR227W	82.153
YOR228C	60.158
YOR229W	58.154
YOR230W	94.441
YOR231W	87.317
YOR233W	81.796
YOR234C	104.561
YOR235W	133.235
YOR237W	85.435
YOR238W	93.704
YOR239W	85.722
YOR240W	80.020
YOR241W	NaN
YOR242C	87.457
YOR243C	128.154
YOR245C	117.685
YOR246C	23.012
YOR247W	123.847
YOR248W	143.157
YOR251C	149.317
YOR252W	105.643
YOR253W	84.792
YOR255W	82.434
YOR258W	38.128
YOR263C	85.424
YOR264W	95.310
YOR265W	200.079
YOR266W	100.314
YOR267C	68.862
YOR268C	91.692
YOR269W	141.663
YOR270C	44.027
YOR271C	71.533
YOR273C	92.781
YOR274W	61.659
YOR275C	61.243
YOR276W	123.005
YOR277C	120.959
YOR279C	60.953
YOR280C	88.696
YOR283W	76.276
YOR284W	111.132
YOR285W	87.564
YOR286W	61.926
YOR288C	73.205
YOR289W	94.753
YOR290C	NaN
YOR291W	78.046
YOR292C	111.120
YOR293W	NaN
YOR295W	58.363
YOR296W	71.938
YOR297C	78.844
YOR298C-A	44.323
YOR298W	81.759
YOR299W	NaN
YOR300W	80.944
YOR301W	73.059
YOR302W	93.712
YOR303W	69.030
YOR304C-A	79.716
YOR304W	74.456
YOR305W	NaN
YOR306C	66.051
YOR307C	92.853
YOR308C	131.476
YOR309C	NaN
YOR311C	65.848
YOR312C	108.651
YOR313C	110.669
YOR314W	79.969
YOR315W	105.567
YOR316C	90.899
YOR317W	81.252
YOR318C	73.260
YOR320C	109.309
YOR321W	111.024
YOR322C	88.901
YOR323C	78.503
YOR324C	97.057
YOR325W	153.406
YOR327C	47.359
YOR328W	76.799
YOR330C	NaN
YOR331C	NaN
YOR332W	NaN
YOR333C	158.572
YOR334W	88.798
YOR337W	67.637
YOR338W	89.279
YOR339C	116.601
YOR342C	79.520
YOR343C	87.108
YOR344C	81.485
YOR345C	159.254
YOR346W	69.921
YOR347C	80.042
YOR348C	88.578
YOR349W	NaN
YOR350C	121.889
YOR351C	90.698
YOR352W	76.096
YOR354C	77.236
YOR355W	155.663
YOR356W	91.213
YOR357C	107.940
YOR358W	157.893
YOR359W	72.933
YOR360C	106.009
YOR363C	109.368
YOR364W	65.291
YOR365C	107.014
YOR366W	188.100
YOR367W	87.181
YOR368W	90.695
YOR369C	78.714
YOR371C	87.832
YOR374W	105.260
YOR375C	98.703
YOR376W	93.622
YOR377W	88.044
YOR378W	72.819
YOR379C	130.352
YOR380W	78.010
YOR381W	84.393
YOR382W	103.609
YOR383C	90.370
YOR384W	99.475
YOR385W	72.685
YOR386W	98.579
YPL001W	68.579
YPL002C	NaN
YPL003W	72.081
YPL004C	86.970
YPL005W	NaN
YPL006W	101.483
YPL008W	196.387
YPL009C	93.824
YPL013C	NaN
YPL014W	64.479
YPL015C	104.941
YPL017C	53.203
YPL018W	110.683
YPL019C	116.525
YPL021W	114.990
YPL022W	108.885
YPL023C	101.283
YPL024W	NaN
YPL025C	108.489
YPL026C	114.274
YPL027W	64.718
YPL029W	NaN
YPL030W	100.834
YPL031C	NaN
YPL032C	208.974
YPL033C	68.571
YPL034W	NaN
YPL035C	103.577
YPL036W	80.738
YPL037C	71.541
YPL038W	85.610
YPL039W	111.695
YPL040C	NaN
YPL041C	66.609
YPL042C	NaN
YPL045W	NaN
YPL046C	105.879
YPL047W	108.348
YPL048W	57.309
YPL049C	83.044
YPL050C	NaN
YPL051W	149.835
YPL052W	92.547
YPL053C	166.874
YPL054W	83.851
YPL055C	20.355
YPL056C	113.404
YPL057C	162.008
YPL058C	103.065
YPL059W	86.286
YPL060W	153.370
YPL061W	249.595
YPL062W	191.083
YPL064C	106.321
YPL065W	76.272
YPL066W	143.425
YPL067C	96.133
YPL068C	121.602
YPL069C	132.129
YPL070W	102.629
YPL071C	94.744
YPL072C	87.586
YPL073W	88.747
YPL074W	86.345
YPL077C	115.967
YPL078C	NaN
YPL079W	88.801
YPL080C	71.717
YPL081W	128.840
YPL084W	18.510
YPL086C	409.001
YPL087W	98.533
YPL088W	98.263
YPL089C	162.046
YPL090C	53.510
YPL091W	99.562
YPL092W	102.606
YPL095C	111.931
YPL096W	100.233
YPL097W	NaN
YPL098C	111.611
YPL099C	96.169
YPL100W	94.003
YPL101W	348.033
YPL102C	381.085
YPL103C	79.568
YPL104W	NaN
YPL105C	82.989
YPL106C	NaN
YPL107W	76.322
YPL108W	99.019
YPL109C	101.425
YPL110C	102.008
YPL111W	100.653
YPL112C	88.996
YPL113C	90.460
YPL114W	102.615
YPL115C	75.500
YPL116W	88.732
YPL118W	NaN
YPL119C	39.348
YPL120W	125.955
YPL121C	81.079
YPL123C	106.534
YPL125W	NaN
YPL127C	95.874
YPL129W	NaN
YPL130W	72.427
YPL132W	NaN
YPL133C	108.260
YPL134C	98.766
YPL135W	88.622
YPL136W	76.768
YPL137C	94.969
YPL138C	61.630
YPL139C	142.595
YPL140C	72.648
YPL141C	95.302
YPL144W	33.549
YPL145C	121.721
YPL147W	88.881
YPL148C	NaN
YPL149W	112.876
YPL150W	112.292
YPL152W	96.864
YPL154C	90.189
YPL155C	88.104
YPL156C	107.359
YPL157W	46.163
YPL158C	122.837
YPL159C	105.707
YPL161C	122.593
YPL162C	86.340
YPL163C	116.060
YPL164C	104.580
YPL165C	105.795
YPL166W	96.185
YPL167C	104.121
YPL168W	115.938
YPL170W	99.208
YPL171C	102.734
YPL172C	NaN
YPL173W	NaN
YPL174C	240.309
YPL176C	124.701
YPL177C	96.666
YPL178W	7.555
YPL179W	52.079
YPL180W	131.028
YPL181W	232.981
YPL182C	227.539
YPL183C	117.842
YPL183W-A	192.835
YPL184C	119.466
YPL185W	94.989
YPL186C	116.830
YPL187W	106.852
YPL188W	NaN
YPL189W	87.348
YPL191C	77.320
YPL192C	118.417
YPL193W	NaN
YPL194W	102.675
YPL195W	141.066
YPL196W	101.311
YPL197C	103.926
YPL198W	72.948
YPL199C	124.202
YPL200W	101.359
YPL201C	116.498
YPL202C	129.624
YPL203W	93.916
YPL205C	214.853
YPL206C	88.525
YPL207W	100.953
YPL208W	NaN
YPL212C	147.682
YPL213W	83.393
YPL214C	129.974
YPL215W	NaN
YPL216W	97.913
YPL219W	115.621
YPL220W	100.144
YPL221W	137.963
YPL222W	112.790
YPL223C	76.563
YPL224C	103.619
YPL225W	98.670
YPL226W	22.744
YPL227C	110.993
YPL229W	77.777
YPL230W	96.321
YPL232W	131.943
YPL234C	NaN
YPL236C	105.864
YPL239W	78.519
YPL240C	87.567
YPL241C	147.732
YPL244C	49.264
YPL245W	92.227
YPL246C	61.836
YPL247C	70.779
YPL248C	NaN
YPL249C	60.890
YPL250C	98.968
YPL253C	93.984
YPL254W	NaN
YPL256C	77.551
YPL257W	102.980
YPL258C	93.175
YPL259C	62.871
YPL260W	126.551
YPL261C	80.490
YPL262W	NaN
YPL263C	86.198
YPL264C	68.583
YPL265W	86.379
YPL267W	75.119
YPL268W	NaN
YPL269W	89.647
YPL270W	NaN
YPL271W	NaN
YPL272C	93.317
YPL273W	52.628
YPL274W	68.558
YPR001W	79.534
YPR002W	106.246
YPR003C	94.930
YPR004C	103.375
YPR005C	90.083
YPR006C	61.253
YPR007C	108.157
YPR008W	89.167
YPR009W	84.690
YPR011C	84.161
YPR012W	87.202
YPR013C	90.819
YPR014C	38.067
YPR015C	84.887
YPR017C	98.269
YPR018W	88.229
YPR020W	113.602
YPR021C	121.446
YPR022C	98.752
YPR023C	60.324
YPR024W	100.103
YPR026W	89.654
YPR027C	77.842
YPR028W	81.044
YPR029C	115.565
YPR030W	90.211
YPR031W	100.237
YPR032W	87.748
YPR036W	NaN
YPR037C	84.912
YPR038W	125.928
YPR039W	71.644
YPR040W	72.311
YPR042C	103.809
YPR043W	99.488
YPR044C	NaN
YPR045C	162.371
YPR046W	28.322
YPR047W	NaN
YPR049C	104.529
YPR050C	113.558
YPR051W	103.392
YPR052C	130.867
YPR053C	102.553
YPR054W	89.369
YPR057W	49.609
YPR058W	109.634
YPR059C	81.768
YPR060C	NaN
YPR061C	342.649
YPR062W	110.699
YPR063C	104.225
YPR064W	96.519
YPR065W	96.727
YPR066W	68.030
YPR067W	NaN
YPR068C	86.806
YPR069C	68.212
YPR070W	45.010
YPR071W	88.814
YPR072W	NaN
YPR073C	80.913
YPR074C	101.265
YPR075C	136.200
YPR076W	178.751
YPR077C	93.108
YPR078C	87.017
YPR079W	94.862
YPR083W	81.751
YPR084W	77.834
YPR087W	59.574
YPR089W	88.720
YPR090W	78.623
YPR091C	71.902
YPR092W	74.031
YPR093C	79.494
YPR095C	155.151
YPR096C	75.453
YPR097W	72.775
YPR098C	82.688
YPR099C	NaN
YPR100W	NaN
YPR101W	185.642
YPR106W	103.706
YPR109W	85.397
YPR111W	70.443
YPR114W	76.335
YPR115W	77.118
YPR116W	NaN
YPR117W	46.776
YPR118W	112.635
YPR119W	83.747
YPR120C	84.100
YPR121W	82.344
YPR122W	94.200
YPR123C	NaN
YPR124W	NaN
YPR125W	78.478
YPR126C	63.178
YPR127W	85.471
YPR128C	86.618
YPR129W	69.176
YPR130C	95.167
YPR131C	NaN
YPR132W	140.990
YPR133W-A	NaN
YPR134W	89.428
YPR135W	NaN
YPR138C	80.993
YPR139C	226.399
YPR140W	83.923
YPR145W	67.490
YPR146C	37.300
YPR147C	90.772
YPR148C	72.072
YPR149W	101.044
YPR150W	108.112
YPR151C	110.770
YPR152C	147.335
YPR153W	144.384
YPR154W	95.495
YPR155C	72.471
YPR156C	79.565
YPR157W	97.648
YPR158W	64.283
YPR159W	NaN
YPR160W	73.724
YPR163C	NaN
YPR164W	202.633
YPR166C	NaN
YPR167C	64.436
YPR170C	71.267
YPR171W	69.573
YPR172W	97.150
YPR173C	NaN
YPR174C	77.415
YPR179C	66.003
YPR184W	104.894
YPR185W	91.721
YPR188C	107.683
YPR189W	606.345
YPR191W	NaN
YPR192W	81.737
YPR193C	82.920
YPR194C	82.841
YPR195C	122.962
YPR196W	88.386
YPR197C	42.621
YPR198W	88.705
YPR199C	89.583
YPR200C	65.659
YPR201W	55.729
