ORF	hap a | growth (colony size) | paromomycin [13 mg/ml] | Alamgir M~Golshani A, 2008
YIR017C	11.580
YER181C	22.473
YIR018W	16.908
YER182W	-6.484
YIR019C	25.421
YER183C	-6.596
YIR020C	1.538
YER184C	-4.791
YIR020W-B	0.330
YER185W	-12.713
YIR021W	15.354
YER186C	1.264
YIR024C	0.271
YER187W	36.168
YIR025W	-2.280
YMR052C-A	-0.255
YIR026C	12.984
YMR052W	-16.004
YIR027C	-24.902
YMR053C	-24.885
YIR028W	-1.410
YOR271C	-23.045
YBR280C	-39.718
YOR273C	-35.859
YBR287W	-32.238
YOR274W	-41.513
YBR288C	5.128
YOR275C	14.327
YBR289W	0.000
YOR276W	-8.462
YBR294W	-5.070
YBR301W	9.502
YCL026C-A	-3.048
YCR028C-A	-4.693
YPL004C	7.680
YCR030C	-27.897
YCR032W	-24.421
YPL027W	-27.119
YCR033W	19.946
YPL034W	-8.551
YCR046C	-5.893
YNL140C	8.003
YBR090C	-22.387
YNL142W	-14.808
YNL315C	6.180
YBR112C	0.000
YOL151W	-24.505
YBR125C	8.644
YOL152W	-19.073
YBR131W	-12.116
YOL155C	-2.130
YBR150C	-12.697
YOR265W	-14.220
YBR168W	-4.468
YOR266W	-25.171
YBR169C	17.062
YOR267C	-18.393
YBR270C	-3.090
YOR268C	-2.898
YBR272C	-20.197
YOR269W	-23.255
YBR275C	9.782
YOR270C	-12.730
YBR276C	-16.679
YIR023W	-14.872
YPR008W	-54.089
YIR030C	1.351
YPR013C	-34.398
YIR032C	26.061
YPR022C	-7.988
YIR043C	24.846
YPR023C	7.257
YIR044C	12.049
YPR024W	13.286
YJR003C	-25.545
YPR026W	-24.042
YPR031W	13.961
YKL053C-A	-4.744
YPR037C	-0.841
YKR106W	-8.499
YPR043W	31.487
YAR002C-A	-28.562
YMR322C	4.293
YBR083W	23.308
YNL138W	21.765
YBR084C-A	-1.486
YNL107W	-6.561
YML066C	-27.146
YNL115C	-33.902
YML115C	-18.421
YNL119W	20.860
YMR037C	-20.421
YNL120C	-2.798
YMR104C	17.441
YNL121C	-15.184
YMR119W	2.615
YNL125C	13.969
YNR052C	45.871
YNL130C	-1.352
YNR055C	5.890
YGR295C	11.956
YNR069C	3.192
YHR132W-A	4.634
YOL125W	21.833
YIL030C	2.451
YOL147C	28.908
YIL058W	19.104
YPL268W	46.039
YPR007C	-2.915
YNL085W	-14.780
YJL105W	-32.159
YNL087W	-12.621
YJL128C	-20.023
YNL090W	-14.785
YKR085C	0.000
YNL091W	-18.420
YKR094C	24.734
YNL093W	-2.874
YKR095W	10.410
YNL095C	22.045
YKR096W	3.575
YNL097C	30.537
YKR102W	10.503
YNL099C	-22.041
YLR110C	10.372
YNL100W	0.381
YLR390W-A	-11.900
YNL104C	24.500
YLR439W	0.000
YNL105W	40.197
YLR442C	9.496
YNL106C	39.380
YLR455W	-28.599
YNL068C	-19.275
YFL042C	-43.752
YNL070W	-26.450
YFR019W	8.115
YNL071W	6.026
YFR024C	-23.137
YNL072W	9.511
YFR025C	-17.170
YNL073W	0.000
YFR030W	6.471
YNL074C	15.886
YHR146W	14.671
YNL076W	3.227
YHR171W	6.395
YNL078W	-5.226
YJL042W	-1.535
YNL079C	25.352
YJL070C	12.330
YNL080C	42.701
YJL078C	1.295
YNL082W	8.644
YJL094C	36.001
YNL083W	29.311
YJL101C	2.976
YCR089W	1.985
YKR040C	-9.338
YDL194W	14.790
YKR041W	-5.811
YDR007W	27.072
YKR046C	0.000
YDR048C	-9.451
YKR053C	11.778
YFR011C	-9.601
YFR013W	0.165
YPR050C	7.256
YNL051W	31.065
YPR064W	29.327
YNL052W	9.678
YPR067W	0.000
YNL056W	40.780
YPR078C	6.933
YNL065W	0.517
YFL013W-A	4.844
YNL066W	11.838
YFL014W	-1.577
YNL067W	6.320
YFL019C	-12.084
YPL137C	0.701
YCR037C	17.483
YCR066W	29.164
YBR081C	0.000
YBR101C	22.264
YDL040C	25.412
YDL072C	39.212
YHR026W	0.000
YGR155W	42.345
YLR192C	26.706
YCR047C	43.547
YKL204W	24.288
YCR048W	-31.807
YKL215C	-46.426
YCR053W	49.144
YKL220C	-53.101
YCR060W	-20.702
YKR010C	-32.238
YCR062W	-22.725
YKR019C	38.443
YCR067C	14.686
YKR023W	21.224
YCR069W	15.258
YKR027W	45.432
YCR073C	27.141
YKR028W	4.825
YCR075C	23.028
YKR029C	29.408
YCR083W	28.926
YKR034W	37.746
YCR084C	0.000
YKR036C	4.987
YCR088W	16.452
YKR039W	-0.880
YOL122C	-63.313
YBR232C	-33.392
YDR424C	15.752
YER096W	-57.849
YER097W	3.919
YHR140W	-30.393
YHR162W	-22.763
YLR031W	-47.998
YLR032W	-14.291
YMR142C	-15.098
YOL095C	12.872
YMR316C-A	2.656
YOL096C	0.000
YMR316C-B	19.928
YOL098C	0.000
YMR316W	20.730
YOL099C	24.330
YMR317W	9.390
YOL100W	0.000
YMR318C	29.170
YOL101C	-9.304
YMR319C	-14.279
YOL103W	-34.842
YMR320W	15.754
YOL104C	-15.642
YNL250W	-0.337
YOL105C	-19.006
YNL252C	0.000
YOL106W	-56.841
YNL279W	-10.006
YOL107W	-27.902
YNL300W	-27.161
YOL108C	-14.280
YNL316C	-15.508
YMR072W	7.663
YMR085W	3.451
YMR086C-A	-3.578
YNR073C	27.447
YNR074C	1.833
YOL093W	12.788
YOL109W	13.079
YOL121C	14.310
YOL016C	4.244
YOL110W	11.074
YOR096W	36.360
YOL111C	34.504
YOR306C	0.000
YOL112W	10.412
YOR317W	26.878
YOL113W	8.781
YPL132W	0.000
YOL114C	36.907
YPL134C	29.569
YOL115W	-32.992
YML070W	19.979
YOL116W	-4.425
YML071C	-1.978
YOL117W	11.824
YML074C	-17.304
YOL118C	-28.720
YML090W	8.432
YOL119C	-29.948
YML094W	-23.444
YML095C	-37.804
YDR025W	13.909
YMR071C	-17.826
YML095C-A	31.555
YOL124C	14.938
YML096W	-8.486
YOL126C	-2.030
YML097C	16.224
YOL128C	-18.700
YML099C	6.856
YOL129W	-26.419
YML100W	3.296
YOL131W	-0.645
YML100W-A	15.679
YOL132W	34.241
YML101C	12.325
YOL136C	-1.407
YML102C-A	19.325
YML102W	6.864
YOL137W	24.479
YJR044C	1.087
YOL138C	-10.165
YML103C	-18.710
YML104C	-6.114
YML106W	20.038
YEL011W	1.552
YML107C	18.780
YER064C	12.850
YML108W	-10.222
YER077C	-36.638
YML109W	1.967
YER078C	14.943
YML113W	-23.427
YER088C	7.320
YML116W	7.668
YER090W	17.328
YML117W	10.473
YER091C	8.271
YML117W-A	-20.652
YER092W	-12.634
YML118W	-43.007
YER093C-A	-31.548
YML119W	-25.348
YER095W	-17.544
YML120C	-31.407
YML121W	-2.796
YMR062C	-15.652
YMR063W	12.712
YMR065W	13.000
YMR067C	-14.855
YMR068W	-26.091
YMR069W	0.000
YMR070W	-15.730
YML122C	-10.804
YER098W	22.582
YML123C	2.145
YGR134W	11.417
YML124C	0.999
YGR210C	5.225
YML128C	10.925
YHL024W	34.441
YML131W	-26.995
YHL025W	41.604
YMR004W	7.723
YHR016C	2.773
YMR095C	-19.190
YHR017W	9.167
YMR096W	8.108
YHR032W	-24.720
YMR099C	-30.582
YHR045W	-12.104
YMR100W	22.982
YHR064C	-1.612
YMR101C	-0.980
YMR102C	-12.388
YMR073C	23.328
YMR075C-A	35.703
YMR075W	21.525
YMR077C	0.000
YMR078C	22.842
YMR080C	3.331
YMR081C	0.000
YMR082C	0.000
YMR083W	0.000
YMR084W	0.000
YMR103C	-17.003
YHR168W	0.000
YMR105C	31.200
YHR181W	38.792
YMR106C	1.149
YHR191C	11.461
YMR107W	-1.967
YHR193C	-6.259
YMR109W	12.417
YLL030C	3.923
YMR110C	-50.591
YLL044W	-17.704
YMR111C	-2.129
YLL048C	6.357
YMR114C	-1.098
YLL049W	-14.182
YMR115W	-4.261
YLL059C	-42.610
YMR116C	52.761
YLR030W	-4.822
YMR119W-A	9.603
YMR120C	40.239
YMR086W	28.748
YMR087W	-7.557
YMR088C	15.029
YMR089C	0.000
YMR090W	0.000
YMR091C	24.211
YMR092C	-7.944
YNR070W	0.000
YNR071C	-27.023
YNR072W	-10.936
YMR121C	4.829
YLR034C	19.318
YMR122C	15.297
YLR035C	13.156
YMR123W	2.595
YLR036C	1.089
YMR124W	12.886
YLR037C	12.928
YMR125W	4.573
YLR038C	0.000
YMR126C	-40.893
YLR039C	21.627
YMR127C	-22.388
YLR040C	-7.020
YMR129W	-4.911
YLR041W	-18.782
YMR130W	-33.702
YLR050C	-14.567
YMR132C	0.341
YLR052W	28.109
YMR133W	-9.778
YMR135C	18.933
YNR075W	26.196
YOL013W-A	10.791
YOL086C	0.000
YOL087C	1.724
YOL088C	-7.350
YOL089C	6.123
YOL090W	7.996
YOL091W	6.980
YOL092W	-11.723
YMR158W	0.000
YMR171C	38.977
YMR181C	-29.044
YMR209C	3.750
YMR271C	5.703
YMR279C	-22.192
YMR306W	-0.276
YMR311C	-9.295
YMR312W	-8.568
YMR313C	-3.118
YMR315W	4.240
YJL056C	-10.452
YJL055W	-15.157
YJL053W	-23.902
YJL052W	0.000
YJL051W	13.768
YJL049W	-8.448
YJL048C	9.484
YJL047C	19.079
YJL046W	-6.013
YJL045W	-0.607
YJL044C	12.689
YJL043W	7.917
YLR262C-A	-0.034
YLR422W	-30.346
YLR423C	18.235
YLR425W	-1.236
YLR426W	-31.116
YLR427W	20.816
YLR428C	35.057
YLR429W	13.705
YLR431C	11.701
YLR432W	10.901
YLR433C	4.016
YLR434C	-2.895
YJL038C	-13.210
YJL037W	-8.798
YJL036W	-36.727
YJL030W	2.370
YLR435W	20.683
YLR436C	24.083
YLR437C	-16.874
YLR438W	-53.856
YLR441C	-24.130
YLR443W	13.757
YLR444C	7.755
YLR445W	-22.299
YLR446W	0.882
YLR447C	0.000
YLR448W	30.945
YLR449W	-8.591
YIL094C	0.363
YLR450W	-5.791
YLR452C	-41.895
YLR453C	-11.551
YLR454W	-32.412
YLR456W	-40.569
YLR460C	-63.318
YLR461W	7.345
YML010C-B	33.349
YML021C	-21.251
YML081C-A	17.188
YMR060C	21.319
YAL024C	25.151
YMR158C-B	10.900
YER089C	-17.014
YDL191W	18.534
YDL192W	3.779
YMR194C-A	-29.431
YDL197C	8.712
YMR326C	9.277
YDL198C	0.000
YNR032C-A	-20.338
YDL199C	2.319
YNR050C	-8.553
YDL200C	4.643
YNR051C	31.665
YDL201W	40.686
YNR056C	38.961
YDL203C	26.106
YNR057C	13.870
YDL204W	8.866
YJL127C	27.759
YJL126W	-36.541
YJL124C	9.295
YJL123C	4.087
YJL122W	-5.961
YJL120W	-20.071
YJL121C	55.143
YJL118W	-16.155
YJL119C	17.980
YJL117W	52.359
YJL116C	18.144
YNR058W	12.236
YDL206W	11.960
YNR059W	-65.270
YDL210W	-31.917
YNR060W	-5.428
YDL211C	-35.782
YNR061C	-1.832
YDL213C	0.469
YNR062C	-3.568
YDL214C	-3.157
YNR063W	9.892
YDL215C	15.040
YNR064C	14.897
YDL216C	8.403
YNR065C	5.504
YDL218W	-37.549
YNR066C	-5.192
YDL219W	27.206
YNR067C	14.999
YDL222C	24.329
YNR068C	60.744
YDL223C	52.597
YDL224C	-4.050
YJL115W	17.297
YJL112W	-7.852
YJL110C	-52.181
YJL108C	4.385
YJL107C	-53.373
YJL106W	8.033
YJL102W	0.000
YJL100W	46.729
YJL099W	-23.607
YJL098W	-14.100
YJL096W	0.000
YJL095W	10.217
YDL225W	39.538
YDL226C	5.997
YDL227C	-3.529
YDL229W	-5.684
YDL230W	-40.939
YDL231C	-22.587
YDL232W	12.081
YDL233W	23.373
YDL234C	8.557
YDL236W	30.328
YDL237W	42.290
YDL238C	14.395
YJL093C	2.503
YJL092W	-5.203
YJL089W	8.064
YJL088W	5.885
YJL084C	-25.999
YJL083W	-75.424
YJL082W	20.661
YJL080C	48.918
YKR087C	-14.121
YJL079C	30.947
YKR088C	-26.257
YJL077C	11.866
YKR089C	-2.797
YJL073W	31.624
YKR090W	16.449
YJL071W	7.051
YKR091W	14.275
YDL239C	7.736
YDL240W	-54.574
YDL241W	-25.784
YDL242W	-12.869
YDL243C	52.473
YDR001C	-39.779
YDR003W	6.141
YDR004W	6.263
YDR005C	20.948
YDR006C	-58.705
YDR008C	10.322
YDR009W	8.347
YJL068C	10.690
YKR092C	17.948
YDL047W	8.790
YJL067W	-1.337
YKR093W	-11.080
YJL066C	12.861
YKR097W	-28.764
YJL064W	29.426
YKR098C	25.973
YJL065C	20.660
YKR099W	-8.253
YJL063C	0.000
YKR100C	25.902
YJL062W	-5.685
YKR101W	36.936
YJL060W	20.393
YKR103W	33.062
YJL059W	6.552
YKR104W	22.706
YJL058C	27.803
YKR105C	39.669
YJL057C	14.512
YLL018C-A	25.091
YDR010C	-3.405
YBR299W	-2.870
YFL001W	4.272
YDR011W	-8.285
YDR014W	21.688
YDR015C	16.859
YDR017C	27.224
YDR018C	12.780
YDR019C	15.080
YDR020C	10.982
YDR022C	35.560
YDR024W	34.625
YJR034W	-6.139
YJR039W	12.803
YJR066W	-1.161
YIL102C	10.902
YIL111W	-17.345
YIL122W	6.553
YIL131C	-22.037
YIL136W	23.032
YIL158W	6.386
YIR004W	7.016
YIL056W	-29.483
YIL085C	9.933
YDL067C	6.033
YDL074C	43.593
YDL075W	42.228
YDR477W	60.120
YDR483W	7.096
YDR521W	0.000
YDR523C	0.000
YFL033C	-5.915
YGR254W	13.675
YER014W	0.000
YCR107W	24.674
YDR242W	2.482
YDR326C	45.161
YDR417C	11.026
YDR444W	30.316
YDR461W	-31.934
YDR493W	-58.672
YDR502C	-13.529
YDR515W	-64.165
YFL003C	18.723
YFL004W	2.769
YFL007W	17.037
YFL010C	41.442
YFL010W-A	32.195
YFL012W	-15.619
YFL013C	-32.776
YGR122C-A	-46.520
YOL148C	55.458
YGR258C	-3.263
YGR271W	2.109
YNR033W	9.982
YGR273C	6.118
YGR276C	2.575
YGR289C	-2.112
YGR291C	-6.518
YGR292W	-23.647
