orf	hap a (post-SGA) | growth (colony size) | expression of yEVenus [prHSC82, 2u plasmid] | SC(MSG) - Leu | Farkas Z~Pal C, 2018
YOR266W	0.031046073
YOR267C	0.025240869
YOR268C	0.001712168
YOR269W	0.020291965
YOR270C	0.018634937
YOR271C	0.007601855
YOR273C	0.03402674
YOR274W	-0.004528766
YOR275C	-0.041095408
YOR276W	0.000107776
YOR277C	0.025564824
YOR279C	0.006627108
YOR280C	0.013043342
YOR283W	-0.013624789
YOR284W	-0.000207149
YOR285W	0.010001271
YOR286W	-0.006505181
YOR288C	-0.000699455
YOR289W	-0.022826111
YOR290C	
YOR291W	-0.003391433
YOR292C	-0.001806112
YOR293C-A	0.019344665
YOR293W	-0.020738266
YOR295W	
YOR296W	0.003011378
YOR297C	-0.154846275
YOR298C-A	-0.01888146
YOR298W	-0.029058927
YOR299W	-0.031788943
YOR300W	0.005320196
YOR301W	-0.005554165
YOR302W	-0.015266475
YOR303W	-0.008572264
YOR304C-A	-0.022822555
YOR304W	-0.034490433
YOR305W	-0.020711185
YOR306C	0.007146794
YOR307C	0.021121641
YOR308C	-0.014361385
YOR309C	-0.04231791
YOR311C	-0.007094004
YOR312C	-0.055951643
YOR313C	-0.025690625
YOR314W	-0.043299117
YOR315W	-0.038321929
YOR316C	-0.047071852
YOR316C-A	-0.023974228
YOR317W	-0.014941471
YOR318C	-0.038679737
YOR320C	-0.004849506
YOR321W	-0.016082534
YOR322C	0.027344415
YOR323C	
YOR324C	-0.007713254
YOR325W	0.012844303
YOR327C	0.009000409
YOR328W	-0.057396089
YOR330C	-0.038372637
YOR331C	0.074742748
YOR332W	-0.026961779
YOR333C	-0.016018602
YOR334W	-0.02804336
YOR337W	-0.015852385
YOR338W	-0.041074219
YOR339C	0.015564101
YOR342C	-0.01974663
YOR343C	0.020116407
YOR344C	-0.046280853
YOR345C	-0.007580793
YOR346W	-0.038444959
YOR347C	-0.009823726
YOR348C	0.007587439
YOR349W	-0.032419103
YOR350C	-0.020979458
YOR351C	-0.027441393
YOR352W	0.017274245
YOR354C	-0.015235733
YOR355W	-0.028062365
YOR356W	0.014210469
YOR357C	-0.011087096
YOR358W	-0.005126252
YOR359W	-0.009696673
YOR360C	0.017021587
YOR363C	-0.050072736
YOR364W	0.034216728
YOR365C	-0.02264959
YOR366W	-0.034999275
YOR367W	0.0028299
YOR368W	-0.029469723
YOR369C	
YOR371C	-0.016090543
YOR374W	-0.044250271
YOR375C	-0.02866054
YOR376W	0.009621264
YOR376W-A	0.006549168
YOR377W	0.005606416
YOR378W	0.041307857
YOR379C	-0.00602448
YOR380W	0.006333243
YOR381W	-0.036403852
YOR382W	-0.023170931
YOR383C	-0.049268885
YOR384W	-0.031863254
YOR385W	-0.027203014
YOR386W	-0.036435536
YPL001W	-0.012394193
YPL002C	-0.136883813
YPL003W	0.018770443
YPL004C	-0.008927185
YPL005W	0.017218905
YPL006W	
YPL008W	-0.002892136
YPL009C	0.00591317
YPL013C	-0.018049281
YPL014W	-0.028213427
YPL015C	0.00049936
YPL017C	-0.006034329
YPL018W	-0.001787532
YPL019C	-0.02741695
YPL021W	-0.030781007
YPL022W	-0.046892811
YPL023C	-0.028415511
YPL024W	-0.005371782
YPL025C	0.028422949
YPL026C	-0.008224976
YPL027W	0.017504842
YPL029W	-0.014781262
YPL030W	-0.010237602
YPL031C	0.006732139
YPL032C	0.018303522
YPL033C	0.008669137
YPL034W	0.009464831
YPL035C	-0.003806835
YPL036W	-0.002680553
YPL037C	-0.01934353
YPL038W	-0.034177935
YPL038W-A	0.003234898
YPL039W	-0.052546975
YPL040C	0.018021857
YPL041C	0.006858305
YPL042C	0.246118025
YPL045W	0.203389974
YPL046C	0.013625998
YPL047W	-0.017144013
YPL048W	0.002188765
YPL049C	
YPL050C	0.010696016
YPL051W	-0.005366128
YPL052W	0.016352094
YPL053C	-0.001215431
YPL054W	-0.007177973
YPL055C	-0.052803776
YPL056C	0.039531266
YPL057C	0.058249336
YPL058C	0.004525119
YPL059W	0.068554402
YPL060W	0.003527472
YPL061W	0.018885979
YPL062W	0.042736614
YPL064C	0.016026248
YPL065W	-0.084556297
YPL066W	0.011623574
YPL067C	-0.003767744
YPL068C	0.003470838
YPL069C	-0.079572765
YPL070W	-0.015622899
YPL071C	0.019248461
YPL072W	0.03999612
YPL073C	0.017249453
YPL074W	0.010351376
YPL075W	0.025770144
YPL077C	-0.005647646
YPL078C	0.004639201
YPL079W	-0.278315361
YPL080C	-0.00502157
YPL081W	-0.007455054
YPL084W	0.078455182
YPL086C	-0.056576161
YPL087W	-0.005345097
YPL088W	0.024685976
YPL089C	-0.004355377
YPL090C	-0.017815001
YPL091W	0.004264927
YPL092W	0.002537376
YPL095C	0.007134324
YPL096C-A	0.003612013
YPL096W	-0.016526029
YPL097W	-0.057241089
YPL098C	-0.032563865
YPL099C	-0.014261929
YPL100W	-0.05115411
YPL101W	-0.040969982
YPL102C	-0.020191334
YPL103C	-0.008009339
YPL104W	-0.011412336
YPL105C	-0.052132084
YPL106C	-0.101009939
YPL107W	-0.013074672
YPL108W	-0.009531994
YPL109C	-0.017498111
YPL110C	-0.021869679
YPL111W	-0.000537187
YPL112C	-0.006162005
YPL113C	0.021938949
YPL114W	0.035382848
YPL115C	-0.010811994
YPL116W	0.016666075
YPL118W	-0.030369751
YPL119C	-0.036939097
YPL119C-A	0.004765954
YPL120W	-0.008733109
YPL121C	-0.045361504
YPL123C	-0.026379755
YPL125W	-0.001437849
YPL127C	-0.000148221
YPL129W	
YPL130W	0.034210868
YPL132W	-0.003009266
YPL133C	0.010758895
YPL134C	-0.023179412
YPL135W	-0.025624762
YPL136W	-0.026364786
YPL137C	0.012586919
YPL138C	0.002704792
YPL139C	-0.048414952
YPL140C	-0.023516741
YPL141C	-0.003404659
YPL144W	0.070744666
YPL145C	0.00518474
YPL147W	-0.029341649
YPL148C	0.009034534
YPL149W	-0.006499368
YPL150W	0.028341552
YPL152W	-0.008005754
YPL152W-A	0.000640132
YPL154C	-0.000938217
YPL155C	-0.024684397
YPL156C	-0.010105847
YPL157W	-0.056997816
YPL158C	0.00965557
YPL159C	-0.028916711
YPL161C	-0.018783243
YPL162C	0.005721391
YPL163C	-0.012807809
YPL164C	0.030027684
YPL165C	0.036357196
YPL166W	-0.014092548
YPL167C	-0.027828815
YPL168W	-0.002783911
YPL170W	-0.001155998
YPL171C	-0.021407675
YPL172C	-0.024591496
YPL173W	0.029826002
YPL174C	0.001111671
YPL176C	-0.006268625
YPL177C	-0.014404307
YPL178W	
YPL179W	-0.013500251
YPL180W	-0.060494612
YPL181W	-0.021216931
YPL182C	-0.015839356
YPL183C	-0.004610581
YPL183W-A	0.015897304
YPL184C	0.005344819
YPL185W	-0.048476006
YPL186C	0.000326587
YPL187W	0.00189715
YPL188W	-0.016523688
YPL189C-A	-0.011289559
YPL189W	0.005119522
YPL191C	0.002232364
YPL192C	-0.008793074
YPL193W	-0.07432996
YPL194W	0.00825719
YPL195W	0.008261962
YPL196W	0.000879527
YPL197C	-0.039179817
YPL198W	-0.064036179
YPL199C	-0.036834768
YPL200W	-0.038721478
YPL201C	-0.012910517
YPL202C	-0.013862894
YPL203W	-0.011787991
YPL205C	-0.019844417
YPL206C	-0.026858965
YPL207W	-0.046692337
YPL208W	-0.035385745
YPL212C	-0.073103805
YPL213W	-0.009997353
YPL214C	-0.018764444
YPL215W	0.023191439
YPL216W	-0.024240133
YPL219W	-0.04030005
YPL220W	-0.03451287
YPL221W	-0.025974949
YPL222W	0.004168928
YPL223C	-0.009932694
YPL224C	0.028809528
YPL225W	-0.03623924
YPL226W	0.021536407
YPL227C	-0.015334144
YPL229W	-0.040680125
YPL230W	-0.028402403
YPL232W	-0.010289284
YPL234C	
YPL236C	-0.016625274
YPL239W	-0.036328787
YPL240C	0.001968158
YPL241C	0.044825095
YPL244C	-0.010197532
YPL245W	-0.021947939
YPL246C	-0.00298728
YPL247C	-0.01299426
YPL248C	-0.011154134
YPL249C	0.002460673
YPL249C-A	-0.113809581
YPL250C	-0.017023063
YPL253C	-0.041428638
YPL254W	
YPL256C	
YPL257W	0.011505724
YPL258C	-0.007690767
YPL259C	0.019475929
YPL260W	-0.047478268
YPL261C	-0.017772067
YPL262W	0.010969557
YPL263C	0.00969094
YPL264C	-0.005973213
YPL265W	-0.028892472
YPL267W	-0.036404514
YPL268W	-0.00160346
YPL269W	0.020561707
YPL270W	-0.01707823
YPL271W	-0.013283338
YPL272C	0.00113088
YPL273W	-0.007159316
YPL274W	-0.005977663
YPL277C	-0.004095874
YPR001W	-0.003561527
YPR002W	-0.011657124
YPR003C	0.028772731
YPR004C	-0.003935413
YPR005C	0.036479772
YPR006C	-0.01062608
YPR007C	-0.025690441
YPR008W	0.006280522
YPR009W	0.009266175
YPR011C	0.027624844
YPR012W	0.019218178
YPR013C	0.007715203
YPR014C	0.002015216
YPR015C	0.015266847
YPR017C	0.018299221
YPR018W	0.022224456
YPR020W	-0.017520957
YPR021C	0.019940894
YPR022C	-0.015701035
YPR023C	-0.00606793
YPR024W	-0.057973823
YPR026W	-0.027302391
YPR027C	0.039641149
YPR028W	0.019563553
YPR029C	-0.015793565
YPR030W	-0.015970813
YPR031W	-0.024597562
YPR032W	-0.035228295
YPR036W	-0.248566066
YPR037C	-0.00889076
YPR038W	-0.001068578
YPR039W	0.001728316
YPR040W	-0.006711552
YPR042C	0.018540267
YPR043W	-0.003147943
YPR044C	0.00608954
YPR045C	0.011290932
YPR046W	0.002278077
YPR047W	0.030937399
YPR049C	-0.059384927
YPR050C	4.88e-05
YPR051W	-0.008005736
YPR052C	-0.005072933
YPR053C	0.013940003
YPR054W	-0.028247407
YPR057W	-0.005451431
YPR058W	-0.004330261
YPR059C	0.017782242
YPR060C	0.026466039
YPR061C	0.000636856
YPR062W	0.033432218
YPR063C	0.017694568
YPR064W	0.000636542
YPR065W	-0.028421098
YPR066W	0.003181263
YPR067W	0.003829016
YPR068C	0.011844177
YPR069C	-0.015662429
YPR070W	-0.039978817
YPR071W	-0.018507172
YPR072W	-0.011297239
YPR073C	0.002203097
YPR074C	0.005669315
YPR075C	-0.010896953
YPR076W	-0.01360405
YPR077C	-0.018234147
YPR078C	0.006218656
YPR079W	-0.021970164
YPR083W	0.014405469
YPR084W	0.002913599
YPR087W	-0.359988743
YPR089W	-0.011053451
YPR091C	-0.007452686
YPR092W	-0.009387966
YPR093C	-0.008533129
YPR095C	0.030629173
YPR096C	0.014621293
YPR097W	0.022380457
YPR098C	0.010323221
YPR099C	-0.034195494
YPR100W	-0.021959917
YPR101W	-0.068242976
YPR106W	-0.00912299
YPR108W-A	-0.004646826
YPR109W	0.013458467
YPR111W	-0.027657251
YPR114W	-0.006126615
YPR115W	0.01830092
YPR116W	0.009251188
YPR117W	-0.007818606
YPR118W	0.016342312
YPR119W	-0.015188814
YPR120C	-0.016626941
YPR121W	-0.018578293
YPR122W	0.002420506
YPR123C	-0.022567746
YPR124W	-0.030291297
YPR125W	0.017833245
YPR126C	-0.004135887
YPR127W	-0.0043589
YPR128C	-0.026586013
YPR129W	-0.007885067
YPR130C	-0.05388156
YPR131C	-0.085315377
YPR132W	-0.00828656
YPR133W-A	-0.047559753
YPR134W	0.025755291
YPR135W	-0.002747697
YPR138C	0.008916839
YPR139C	0.013559245
YPR140W	-0.017120021
YPR141C	-0.013739383
YPR145W	-0.000147228
YPR146C	-0.002479256
YPR147C	-0.031467261
YPR148C	-0.005748631
YPR149W	-0.05790156
YPR150W	0.02236176
YPR151C	0.05435608
YPR152C	-0.005796574
YPR153W	-0.007229644
YPR154W	-0.001518553
YPR155C	-0.039550472
YPR156C	0.029700524
YPR157W	0.002401663
YPR158W	-0.034970039
YPR159C-A	-0.008958981
YPR159W	
YPR160W	-0.020408307
YPR163C	0.012867038
YPR164W	-0.032189775
YPR166C	-0.031253765
YPR167C	-0.013756545
YPR170C	-0.03415711
YPR171W	-0.028399445
YPR172W	-0.027898964
YPR173C	-0.010487907
YPR174C	0.016347135
YPR179C	-0.007376995
YPR184W	0.017396838
YPR185W	0.021628293
YPR188C	-0.049391935
YPR189W	-0.02853624
YPR191W	0.003550826
YPR192W	-0.01223222
YPR193C	-0.005620294
YPR194C	-0.007438172
YPR195C	-0.013436454
YPR196W	-0.01829975
YPR197C	0.011474071
YPR198W	-0.006374166
YPR199C	-0.03596863
YPR200C	-0.020492211
YPR201W	-0.000277959
