orf	hap a (post-SGA) | growth (colony size) | expression of yEVenus [prHSC82, 2u plasmid] | SC(MSG) - Leu | Farkas Z~Pal C, 2018
YIL037C	-0.024680519
YIL038C	-0.016615878
YIL039W	-0.022576681
YIL040W	-0.038287163
YIL041W	-0.048415746
YIL042C	-0.036700855
YIL043C	-0.015034647
YIL044C	0.006201946
YIL045W	-0.013999696
YIL046W-A	-0.014195798
YIL047C	0.016824836
YIL049W	-0.00066845
YIL050W	-0.008182747
YIL052C	-0.022847324
YIL053W	-0.014592771
YIL054W	0.028317171
YIL055C	-0.01355509
YIL056W	0.002602365
YIL057C	-0.005051702
YIL058W	0.00561953
YIL059C	0.006646553
YIL060W	0.008390914
YIL064W	-0.00394876
YIL065C	-0.07092432
YIL066C	-0.00718169
YIL067C	-0.016346145
YIL069C	
YIL070C	-0.017464965
YIL071C	-0.026213269
YIL072W	-0.014634102
YIL073C	-0.011234738
YIL074C	0.012279851
YIL076W	0.060860735
YIL077C	0.008605941
YIL079C	0.016802363
YIL084C	0.374678988
YIL085C	0.036771915
YIL086C	-0.021339
YIL087C	0.006644081
YIL088C	-0.017344497
YIL089W	0.027269718
YIL090W	-0.021842869
YIL092W	-0.000952438
YIL093C	-0.017249906
YIL094C	-0.014857479
YIL095W	-0.004406988
YIL096C	-0.004043965
YIL097W	-0.01357097
YIL098C	-0.016696329
YIL099W	0.016006854
YIL100W	-0.006616237
YIL101C	0.055972916
YIL102C	-0.007460068
YIL103W	-0.014554955
YIL105C	-0.015704635
YIL107C	0.00959187
YIL108W	0.007405055
YIL110W	0.025656027
YIL111W	0.025571876
YIL112W	-0.020236636
YIL113W	-0.024371104
YIL114C	-0.004691399
YIL116W	-0.012386726
YIL117C	-0.044280984
YIL119C	0.058793725
YIL120W	0.006498806
YIL121W	
YIL122W	-0.038557679
YIL123W	-0.037044366
YIL124W	-0.016575185
YIL125W	
YIL127C	0.006878229
YIL128W	-0.078728544
YIL130W	0.015393496
YIL131C	0.007028539
YIL132C	0.004663515
YIL133C	-0.051621474
YIL134C-A	-0.009905363
YIL134W	-0.011889774
YIL135C	0.009995448
YIL136W	0.003520875
YIL137C	-0.021399202
YIL138C	-0.015119429
YIL139C	-0.02624271
YIL140W	-0.020584317
YIL141W	-0.00866622
YIL145C	-0.021578707
YIL146C	-0.030731092
YIL148W	0.019565371
YIL149C	-0.014319362
YIL152W	-0.00784618
YIL153W	-0.021123495
YIL154C	-0.220333688
YIL155C	-0.040335782
YIL156W	-0.009553369
YIL157C	
YIL158W	0.003776777
YIL159W	-0.010256584
YIL160C	-0.002412507
YIL161W	0.003315617
YIL162W	0.004364071
YIL163C	-0.064208995
YIL164C	-0.026531003
YIL165C	-0.030730446
YIL166C	-0.047676541
YIL173W	-0.013172571
YIR001C	-0.024994264
YIR002C	-0.026057476
YIR003W	-0.039310157
YIR004W	-0.009328657
YIR005W	-0.043096851
YIR007W	-0.015100008
YIR009W	
YIR013C	0.003132582
YIR014W	-0.028219935
YIR016W	-0.022709984
YIR017C	0.004638837
YIR018C-A	0.008520572
YIR018W	0.03538084
YIR019C	0.005731551
YIR020C	-0.003235702
YIR020W-A	-0.003583981
YIR021W	0.006699418
YIR021W-A	0.012018118
YIR023W	0.038655327
YIR024C	-0.005502712
YIR025W	-0.012862439
YIR026C	-0.001885402
YIR027C	-0.011720325
YIR028W	0.018841745
YIR029W	-0.022027592
YIR030C	0.011529005
YIR031C	-0.004854529
YIR032C	-0.002753777
YIR033W	-0.021137422
YIR034C	
YIR035C	-0.041266196
YIR036C	-0.022521991
YIR037W	0.002496383
YIR038C	0.019136037
YIR039C	-0.002876617
YIR042C	-0.017265094
YJL003W	0.001723091
YJL004C	0.043440306
YJL006C	-0.074215194
YJL007C	0.011086032
YJL012C	-0.0179380775
YJL013C	-0.004473864
YJL016W	-0.0086564935
YJL020C	0.0002863714999999994
YJL022W	-0.014208286
YJL023C	-0.06451262
YJL024C	0.019235657
YJL027C	0.011121111
YJL028W	0.007680439
YJL029C	-0.049191737
YJL030W	-0.033344611
YJL036W	0.00435589
YJL037W	-0.024396573
YJL038C	-0.012755418
YJL042W	0.002397273
YJL043W	0.004470213
YJL044C	0.011726148
YJL045W	-0.007577794
YJL046W	-0.075985949
YJL047C	0.002050577
YJL047C-A	0.026325009
YJL048C	-0.002605184
YJL049W	0.002040268
YJL051W	-0.017264563
YJL052W	-0.035318912
YJL053W	0.002142663
YJL055W	-0.020691286
YJL056C	-0.004781584
YJL057C	-0.008426595
YJL058C	-0.023190405
YJL059W	-0.008032831
YJL060W	0.011903367
YJL062W	0.031361061
YJL062W-A	0.037659087
YJL063C	0.007168652
YJL064W	0.004854994
YJL065C	0.011845694
YJL066C	4.67e-05
YJL067W	0.011593815
YJL068C	0.006400529
YJL070C	-0.034996498
YJL071W	-0.00175768
YJL073W	-0.005718731
YJL075C	0.01574647
YJL077C	0.022334264
YJL077W-B	-0.013950005
YJL078C	0.013704383
YJL079C	0.016474448
YJL080C	-0.016559119
YJL082W	0.013990535
YJL083W	0.00361672
YJL084C	0.020115161
YJL088W	-0.003508778
YJL089W	-0.006636785
YJL092W	0.011528509
YJL093C	-0.000891414
YJL094C	-0.00376824
YJL095W	-0.012643518
YJL096W	0.010342247
YJL098W	-0.010481734
YJL099W	0.022668105
YJL100W	0.009399194
YJL101C	-0.030094136
YJL102W	0.001811249
YJL103C	0.029954064
YJL105W	-0.027296164
YJL106W	0.006917296
YJL107C	0.011845905
YJL108C	-0.003580099
YJL110C	-0.038802551
YJL112W	0.01589961
YJL115W	-0.05723739
YJL116C	0.005294363
YJL117W	0.022995813
YJL118W	0.029582886
YJL119C	0.0244733
YJL120W	-0.009422057
YJL121C	-0.010868267
YJL122W	0.009689844
YJL123C	0.001516998
YJL124C	-0.018804326
YJL126W	-0.027585933
YJL127C	-0.072088432
YJL127C-B	-0.002645956
YJL128C	0.007401562
YJL129C	-0.021746493
YJL130C	0.006810585
YJL131C	0.008767043
YJL132W	-0.012740374
YJL133W	0.008900433
YJL134W	-0.004901363
YJL135W	0.003875579
YJL136C	0.001864064
YJL136W-A	-0.023084345
YJL137C	0.001554782
YJL138C	-0.02568943
YJL139C	0.00948236
YJL140W	-0.021982837
YJL141C	-0.004896771
YJL142C	0.017949384
YJL144W	0.011244342
YJL145W	0.035686819
YJL146W	-0.003476946
YJL147C	0.011144315
YJL148W	-0.054286952
YJL149W	-0.011808995
YJL150W	-0.017986005
YJL151C	-0.015594576
YJL152W	-0.047971702
YJL153C	-0.041826923
YJL154C	-0.012643026
YJL155C	0.016111681
YJL157C	0.000988579
YJL158C	0.042694752
YJL159W	0.044251945
YJL160C	-0.050874007
YJL161W	0.004042046
YJL162C	-0.03575706
YJL163C	-0.007048587
YJL164C	-0.01440322
YJL165C	-0.002306599
YJL166W	-0.027022744
YJL168C	-0.028757537
YJL169W	-0.02165397
YJL170C	0.006478474
YJL171C	0.039260435
YJL172W	-0.009873788
YJL175W	0.006314651
YJL177W	-0.013995149
YJL178C	-0.011246273
YJL179W	-0.227550523
YJL180C	
YJL181W	-0.026974866
YJL182C	-0.005506494
YJL183W	-0.02717866
YJL184W	-0.004336594
YJL185C	-0.009022869
YJL186W	-0.025966495
YJL187C	0.0087372
YJL188C	-0.000298442
YJL189W	0.011529213
YJL190C	0.051553994
YJL191W	-0.012744748
YJL192C	-0.011842671
YJL193W	-0.033826862
YJL196C	0.002939225
YJL197W	-0.021395743
YJL198W	-0.015287744
YJL199C	0.029569437
YJL200C	-0.015591046
YJL201W	0.004789005
YJL204C	-0.008455729
YJL205C	-0.003759226
YJL206C	-0.029416104
YJL207C	-0.002099883
YJL208C	-0.013244893
YJL209W	-0.005913489
YJL210W	-0.039842557
YJL211C	-0.046465904
YJL212C	-0.038756409
YJL213W	-0.025250286
YJL214W	-0.025448625
YJL215C	-0.011291822
YJL216C	-0.005175487
YJL217W	-0.019436607
YJL218W	-0.003311185
YJR001W	0.013842886
YJR003C	-0.012911005
YJR004C	0.022434997
YJR005C-A	
YJR005W	-0.018990933
YJR008W	0.006850091
YJR009C	-0.001336923
YJR010C-A	-0.009004384
YJR010W	0.016243468
YJR011C	-0.020208926
YJR014W	0.010594201
YJR015W	-0.011225248
YJR018W	-0.018997008
YJR019C	0.049008331
YJR020W	0.011917817
YJR021C	0.015315536
YJR024C	-0.031001228
YJR025C	-0.01004311
YJR030C	0.003291036
YJR031C	-0.008556125
YJR032W	-0.171664899
YJR033C	-0.03508231
YJR034W	0.010186096
YJR035W	-0.002200972
YJR036C	-0.010028915
YJR037W	0.03209698
YJR038C	0.033684124
YJR039W	0.009214489
YJR040W	0.061229983
YJR043C	0.017464626
YJR044C	0.027188878
YJR047C	0.032048608
YJR048W	-0.011662067
YJR049C	-0.016118506
YJR050W	0.012386691
YJR051W	0.032018522
YJR052W	-0.009804252
YJR053W	-0.003456683
YJR054W	-0.003533178
YJR055W	-0.013575423
YJR056C	0.010573947
YJR058C	-0.044134374
YJR059W	0.028146582
YJR060W	-0.029985158
YJR061W	0.014010597
YJR062C	0.010874881
YJR063W	-0.023765885
YJR066W	-0.017342147
YJR069C	0.014709586
YJR070C	-0.001641973
YJR073C	0.020899308
YJR074W	-0.035078665
YJR075W	-0.024813659
YJR077C	-0.003708259
YJR078W	-0.002555333
YJR079W	-0.008912216
YJR080C	0.00765975
YJR082C	-0.020590157
YJR083C	-0.011898738
YJR084W	-0.003821898
YJR085C	-0.025041564
YJR086W	
YJR087W	-0.019801589
YJR088C	0.004636321
YJR090C	-0.034617724
YJR091C	-0.019105457
YJR092W	-0.04568411
YJR094C	0.007189426
YJR094W-A	0.000990879
YJR095W	0.020465107
YJR096W	-0.012203396
YJR097W	0.019689021
YJR098C	0.015866228
YJR099W	-0.037038697
YJR100C	0.013126965
YJR101W	-0.057974737
YJR102C	-0.069319097
YJR103W	0.00091835
YJR104C	0.036308019
YJR105W	-0.123560297
YJR106W	-0.02956146
YJR107W	-0.03095195
YJR108W	-0.021065083
YJR109C	-0.010035132
YJR110W	-0.013433264
YJR111C	-0.006500433
YJR112W-A	-0.023606044
YJR113C	0.041681671
YJR114W	
YJR115W	-0.006911619
YJR116W	-0.00994588
YJR117W	-0.017039156
YJR118C	-0.040741955
YJR119C	-0.013485465
YJR120W	-0.001314612
YJR121W	-0.040541523
YJR122W	
YJR124C	-0.028182055
YJR125C	-0.012097623
YJR126C	0.01149321
YJR127C	0.004989925
YJR128W	-0.000766249
YJR129C	-0.024557055
YJR130C	-0.030136207
YJR131W	0.030450435
YJR133W	-0.005142707
YJR134C	0.022612124
YJR135C	0.00349755
YJR135W-A	0.03016522
YJR137C	-0.038092903
YJR139C	-0.027298941
YJR140C	0.005072306
YJR142W	0.004108015
YJR143C	0.017523277
YJR144W	-0.065527868
YJR145C	-0.039569168
YJR146W	-0.025573634
YJR147W	-0.028602662
YJR148W	-0.064476577
YJR149W	-0.011008825
YJR150C	-0.036421596
YJR151C	0.008929642
YJR151W-A	-0.013347696
YJR152W	-0.007852713
YJR153W	-0.005045803
YJR154W	0.006769193
YKL001C	-0.00215768
YKL002W	0.002691294
YKL003C	-0.008636222
YKL005C	0.027539042
YKL006W	0.033275217
YKL007W	0.01588964
YKL008C	0.005111412
YKL009W	-0.054500419
YKL010C	-0.026900731
YKL011C	-0.063109713
YKL015W	0.000480025
YKL016C	0.00227112
YKL017C	-0.007948611
YKL018C-A	0.045386937
YKL020C	-0.001711752
YKL023W	0.046007276
YKL025C	0.015394849
YKL026C	0.032556631
YKL027W	0.010197871
YKL029C	-0.014280606
YKL030W	-0.00280303
YKL031W	0.01452149
YKL032C	-0.027665324
YKL033W-A	-0.000745186
YKL034W	-0.002933484
YKL037W	0.03931014
YKL038W	0.016719367
YKL039W	0.046536121
YKL040C	0.022887597
YKL041W	0.027463641
YKL043W	0.011392009
YKL044W	0.009964812
YKL046C	-0.005997133
YKL047W	0.009296286
YKL048C	-0.0473559
YKL050C	0.010754296
YKL051W	0.020369469
YKL053C-A	-0.006906743
YKL053W	0.002932698
YKL054C	0.000414215
YKL055C	0.02047089
YKL056C	0.033971248
YKL057C	0.002817948
YKL061W	0.024530575
YKL062W	0.011091058
YKL063C	0.004782685
YKL064W	0.035172956
YKL065C	-0.000284203
YKL066W	0.020687036
YKL067W	0.018251261
YKL068W	-0.01916262
YKL068W-A	0.015641768
YKL069W	-0.018409934
YKL070W	-0.014006386
YKL071W	0.003400222
YKL072W	0.023261933
YKL073W	-0.00058634
YKL074C	-0.024943677
YKL075C	0.009852417
YKL076C	-0.003534916
YKL077W	0.001945572
YKL079W	0.036249256
YKL080W	0.018937361
YKL081W	-0.0154649
YKL084W	-0.006806677
YKL085W	0.008906282
YKL086W	0.016058052
YKL087C	-0.014348146
YKL090W	0.037480868
YKL091C	0.003370528
YKL092C	-0.008894634
YKL093W	-0.007919877
YKL094W	0.025807773
YKL096C-B	-0.071783049
YKL096W	-0.021878992
YKL096W-A	0.006166518
YKL097C	0.001398297
YKL098W	0.025181635
YKL100C	-0.006821172
YKL101W	0.028827037
YKL102C	-0.007581498
YKL103C	-0.026223253
YKL105C	-0.000340901
YKL106C-A	0.033575417
YKL106W	0.025550437
YKL107W	0.050628966
YKL109W	0.034025587
YKL110C	-0.007744488
YKL113C	-0.02274245
YKL114C	-0.00572873
YKL115C	0.020695129
YKL116C	0.031927273
YKL117W	0.026640696
YKL118W	-0.065455794
YKL119C	
YKL120W	-0.029630674
YKL121W	0.010990061
YKL123W	0.023691309
YKL124W	0.028141176
YKL126W	0.023659714
YKL127W	0.002933849
YKL128C	-0.009713057
YKL129C	-0.017522687
YKL130C	-0.037209265
YKL131W	-0.00577801
YKL132C	-0.015544545
YKL133C	-0.005627335
YKL134C	0.004102107
YKL135C	
YKL136W	0.024173939
YKL137W	-0.01619703
YKL138C	0.035721003
YKL139W	-0.016980122
YKL140W	0.008777327
YKL142W	-0.033517643
YKL143W	-0.033992891
YKL146W	0.017883887
YKL147C	0.034958249
YKL148C	-0.001415419
YKL149C	-0.033110024
YKL150W	0.034098196
YKL151C	0.008690756
YKL155C	0.020399881
YKL156W	0.002404658
YKL157W	0.0192627515
YKL159C	-0.007640397
YKL160W	-0.020850204
YKL161C	-0.003028464
YKL162C	-0.01275273
YKL162C-A	0.00935602
YKL163W	0.022536195
YKL164C	-0.002968153
YKL166C	0.009170131
YKL167C	-0.016046367
YKL168C	0.03326978
YKL169C	0.015919939
YKL170W	0.032103355
YKL171W	-0.038213788
YKL174C	-0.010590172
YKL175W	-0.02083486
YKL176C	0.008160764
YKL177W	-0.013308202
YKL178C	0.007924637
YKL179C	-0.003963019
YKL183W	0.013371561
YKL184W	-0.025538863
YKL185W	0.001782266
YKL187C	-0.028743517
YKL188C	-0.00229101
YKL190W	0.008483999
YKL191W	-0.009302446
YKL194C	-0.005711356
YKL197C	0.003078106
YKL198C	0.0070316705
YKL201C	-0.00513194
YKL202W	0.005838626
YKL204W	-0.038363786
YKL205W	-0.021821758
YKL206C	0.020679106
YKL207W	-0.027974497
YKL208W	-0.021614315
YKL211C	0.013928414
YKL212W	-0.002142598
YKL213C	0.041838794
YKL214C	0.037041627
YKL215C	-0.02533665
YKL216W	-0.035305701
YKL217W	-0.036118731
YKL218C	-0.026852462
YKL220C	0.016859838
YKL221W	0.003939588
YKL222C	0.013750285
YKR001C	-0.013436176
YKR003W	-0.026000087
YKR004C	0.012523401
YKR005C	-0.002572679
YKR006C	0.00466778
YKR007W	-0.0190838
YKR009C	-0.019340109
YKR010C	0.011462471
YKR011C	0.00377441
YKR012C	0.018363261
YKR013W	-0.031089446
YKR014C	-0.015708524
YKR015C	-0.017128034
YKR016W	-0.024682088
YKR017C	0.007529994
YKR018C	0.007389872
YKR019C	-0.022068234
YKR020W	-0.008168031
YKR021W	0.039175036
YKR023W	-0.05007151
YKR024C	0.020672832
YKR026C	0.002334312
YKR027W	0.027813203
YKR028W	0.009944274
YKR029C	0.000228507
YKR030W	0.021722477
YKR031C	-0.017530233
YKR032W	-0.015755287
YKR033C	-0.017071347
YKR034W	0.010494782
YKR035C	-0.02753027
YKR035W-A	-0.003427719
YKR036C	0.0035754
YKR039W	0.010603543
YKR040C	-0.023975315
YKR041W	-0.014519313
YKR042W	-0.078880693
YKR043C	-0.006421655
YKR044W	-0.033590591
YKR045C	0.033007416
YKR046C	-0.013312617
YKR047W	-0.015341112
YKR048C	0.02108482
YKR049C	-0.003232077
YKR050W	-0.009724934
YKR051W	-0.015556164
YKR052C	-0.011626476
YKR053C	-0.016476019
YKR054C	-0.012402982
YKR055W	-0.050450961
YKR056W	-0.020629223
YKR057W	-0.043357024
YKR058W	0.028495171
YKR059W	-0.001166592
YKR060W	-0.013526314
YKR061W	0.023754949
YKR064W	0.02234
YKR065C	0.003217955
YKR066C	0.010799821
YKR067W	-0.013151399
YKR069W	0.012622248
YKR070W	-0.022742911
YKR072C	-0.009967857
YKR073C	-0.006762701
YKR074W	-0.014099049
YKR075C	-0.02201621
YKR076W	-0.004242067
YKR077W	0.002913107
YKR078W	-0.007188749
YKR080W	-0.022337033
YKR082W	0.000287688
YKR084C	-0.018982692
YKR085C	-0.085135494
YKR087C	-0.012170748
YKR088C	0.040502512
YKR089C	-0.026464174
YKR090W	-0.011953755
YKR091W	-0.019476075
YKR092C	-0.004548662
YKR093W	-0.056937317
YKR094C	0.006004396
YKR095W	-0.021251039
YKR096W	0.022568672
YKR097W	-0.009965107
YKR098C	0.011422448
YKR099W	-0.04414779
YKR100C	-0.016756259
YKR101W	0.001395725
YKR102W	0.01636386
YKR103W	0.014818495
YKR104W	-0.019279537
YKR105C	-0.004504028
YKR106W	0.004228106
YLL001W	0.014036784
YLL002W	0.007091111
YLL005C	-0.024676364
YLL006W	-0.062274212
YLL006W-A	-0.005307499
YLL007C	0.007803555
YLL009C	0.025239527
YLL010C	0.011286534
YLL012W	0.017703846
YLL013C	0.014149897
YLL014W	0.033445777
YLL015W	-0.019303832
YLL018C-A	-0.005132571
YLL019C	0.016266555
YLL020C	0.002342961
YLL021W	0.012985662
YLL023C	0.002379243
YLL024C	0.019826908
YLL025W	0.029619214
YLL026W	0.012929921
YLL027W	-0.006608993
YLL028W	0.014267407
YLL029W	0.011511083
YLL030C	-0.001959345
YLL032C	0.013818634
YLL033W	0.012709014
YLL038C	0.039516065
YLL039C	0.048744477
YLL040C	0.033271924
YLL041C	-0.025561577
YLL042C	-0.041136467
YLL043W	0.009457418
YLL044W	0.040056751
YLL045C	-0.029229175
YLL046C	-0.007388832
YLL047W	-0.022209733
YLL048C	0.00700624
YLL049W	0.022716805
YLL051C	-0.049636913
YLL052C	-0.009851977
YLL053C	0.000555563
YLL054C	-0.020877813
YLL055W	0.009339708
YLL056C	-0.033844069
YLL057C	-0.015912128
YLL058W	-0.006418361
YLL059C	0.021660053
YLL060C	0.004393795
YLL061W	0.027734468
YLL062C	0.01555345
YLL063C	0.008963581
YLR001C	-0.039819798
YLR003C	-0.001137082
YLR004C	-0.047137493
YLR006C	0.019008785
YLR011W	0.013550789
YLR012C	-0.051846946
YLR013W	-0.014946565
YLR014C	-0.016346849
YLR015W	-0.019507393
YLR016C	-0.021392021
YLR017W	-0.026891109
YLR018C	-0.003193064
YLR019W	-0.020935692
YLR020C	-0.013674508
YLR021W	-0.019128239
YLR023C	-0.016670043
YLR024C	0.020072948
YLR025W	
YLR027C	-0.10928437
YLR028C	-0.011506244
YLR030W	-0.004905958
YLR031W	0.03026686
YLR032W	-0.0224339
YLR034C	-0.012605895
YLR035C	0.008653035
YLR036C	-0.009941001
YLR037C	-0.016898661
YLR038C	-0.004861469
YLR039C	0.010893321
YLR040C	-0.008579318
YLR041W	0.027533366
YLR042C	-0.028728942
YLR043C	0.0015934
YLR044C	-0.008469277
YLR046C	-0.031616571
YLR047C	-0.005773593
YLR048W	-0.042322075
YLR049C	-0.003673747
YLR050C	0.005202189
YLR052W	-0.01149771
YLR053C	0.02558125
YLR054C	0.015208759
YLR055C	-0.016172874
YLR056W	-0.050341523
YLR057W	-0.045152691
YLR058C	-0.026331484
YLR059C	-0.015175764
YLR061W	-0.016582057
YLR062C	-0.049317272
YLR063W	-0.001002493
YLR064W	-0.029039861
YLR065C	-0.043600968
YLR067C	-0.015087713
YLR068W	-0.046770412
YLR069C	0.004245121
YLR070C	0.001083858
YLR072W	-0.013226573
YLR073C	0.029850782
YLR074C	-0.136879125
YLR077W	-0.035317687
YLR079W	-0.04004867
YLR080W	-0.019753207
YLR081W	-0.023631996
YLR082C	0.033069573
YLR083C	0.006307259
YLR084C	-0.001275826
YLR085C	-0.054174981
YLR087C	-0.002625445
YLR089C	-0.0246967
YLR090W	0.002064595
YLR091W	-0.031210594
YLR092W	-0.050106636
YLR093C	0.007501812
YLR094C	-0.002957183
YLR095C	-0.001154991
YLR096W	0.007019816
YLR097C	-2.51e-05
YLR098C	-0.015565199
YLR099C	-0.039672868
YLR102C	-0.003459396
YLR104W	-0.004287938
YLR107W	-0.009067264
YLR108C	0.006673858
YLR109W	-0.009383617
YLR110C	0.017410202
YLR111W	0.021020831
YLR112W	0.004611742
YLR113W	0.013917106
YLR114C	0.023260667
YLR118C	0.003003154
YLR119W	0.025865992
YLR120C	-0.012675067
YLR121C	0.012427422
YLR122C	0.008439396
YLR123C	-0.000647057
YLR124W	0.003863036
YLR125W	0.000443335
YLR126C	-0.020453835
YLR128W	0.008116777
YLR130C	-0.023885304
YLR131C	-0.02019723
YLR133W	-0.027582357
YLR134W	-0.031549775
YLR135W	-0.011371235
YLR136C	-0.008563024
YLR137W	-0.066934297
YLR138W	-0.036311292
YLR139C	-0.08456927
YLR142W	-0.007639043
YLR143W	-0.022360563
YLR144C	0.015571928
YLR146C	-0.019381664
YLR148W	0.09355793
YLR149C	-0.008011311
YLR150W	-0.050231981
YLR151C	0.021518771
YLR152C	-0.01543922
YLR154C	-0.023668732
YLR164W	-0.022657786
YLR165C	0.032037494
YLR168C	0.03733361
YLR169W	0.017743453
YLR170C	0.012501588
YLR171W	0.021716198
YLR172C	0.009834346
YLR173W	0.0021644
YLR174W	0.027073203
YLR176C	0.005859121
YLR177W	0.010181654
YLR178C	-0.01764793
YLR179C	-0.016689357
YLR180W	0.009286415
YLR181C	-0.025384655
YLR182W	-0.007156496
YLR183C	0.009801147
YLR184W	0.027102225
YLR185W	0.017978238
YLR187W	0.032189189
YLR188W	0.0054821
YLR189C	0.005135813
YLR190W	-0.08870706
YLR191W	0.009041468
YLR192C	-0.026310427
YLR193C	0.010851651
YLR194C	0.008175212
YLR199C	0.002046981
YLR200W	0.002081806
YLR201C	-0.010348031
YLR202C	0.026457359
YLR203C	0.006121027
YLR204W	-0.029641307
YLR205C	-0.009382118
YLR206W	0.014010261
YLR207W	0.003861642
YLR209C	-0.009235056
YLR210W	0.00825345
YLR211C	-0.013599763
YLR213C	0.012814661
YLR214W	0.014127388
YLR216C	0.005129891
YLR217W	0.012810276
YLR218C	0.01570927
YLR219W	-0.028261962
YLR220W	0.000249341
YLR221C	-0.019253943
YLR224W	-0.023706342
YLR225C	-0.001793021
YLR226W	-0.04757327
YLR227C	0.012475933
YLR228C	-0.007239116
YLR231C	0.0073244
YLR232W	-0.028420104
YLR233C	0.005502078
YLR234W	-0.048998319
YLR235C	-0.031957779
YLR236C	-0.071424016
YLR237W	0.019048523
YLR238W	-0.01149698
YLR239C	-0.051343776
YLR240W	-0.026188472
YLR241W	-0.039773306
YLR242C	0.009825018
YLR244C	0.007205558
YLR246W	0.017031831
YLR247C	-0.000604179
YLR248W	-0.011376549
YLR250W	-0.010803183
YLR251W	-0.012806723
YLR252W	-0.017089989
YLR253W	-0.017901425
YLR254C	0.012598605
YLR255C	-0.015622537
YLR257W	0.005039556
YLR258W	0.019677353
YLR260W	-0.000858911
YLR261C	-0.164063789
YLR262C	-0.078082319
YLR262C-A	0.002102725
YLR263W	-0.01693262
YLR264C-A	0.00127395
YLR264W	-0.027928661
YLR265C	-0.023190423
YLR266C	0.001995093
YLR267W	0.017225938
YLR268W	-0.004711392
YLR269C	-0.017128001
YLR270W	-0.02813991
YLR271W	0.030262468
YLR273C	-0.007453925
YLR278C	-0.003468665
YLR279W	-0.010022147
YLR280C	-0.002105074
YLR281C	0.005478765
YLR282C	-0.021154002
YLR283W	0.003216931
YLR284C	0.015593016
YLR285C-A	-0.025460508
YLR285W	-0.014865842
YLR286C	0.00522406
YLR287C	-0.014202073
YLR287C-A	-0.020418459
YLR288C	-0.001388094
YLR289W	-0.009956727
YLR290C	-0.041314486
YLR292C	-0.03277797
YLR294C	-0.012759138
YLR295C	-0.040200983
YLR296W	0.003747406
YLR297W	0.018385986
YLR299W	0.012571885
YLR300W	0.020531636
YLR303W	0.004640507
YLR304C	-0.000227262
YLR306W	-0.005885817
YLR307C-A	-0.020054607
YLR307W	-0.021876002
YLR308W	
YLR309C	0.00121194
YLR311C	-0.007390033
YLR312C	-0.015180758
YLR312W-A	-0.02704781
YLR313C	-0.0005976095
YLR315W	0.006011106
YLR318W	1.25e-06
YLR319C	0.006593819
YLR320W	-0.013898557
YLR322W	-0.227302634
YLR324W	0.021468303
YLR325C	0.014155175
YLR326W	-0.015847561
YLR327C	-0.003276534
YLR328W	-0.017111476
YLR329W	-0.016154966
YLR330W	-0.00498508
YLR331C	0.001197364
YLR332W	0.006792509
YLR333C	0.01630472
YLR334C	-0.000696004
YLR335W	-0.015031502
YLR337C	0.030370213
YLR338W	0.037336727
YLR341W	-0.020147704
YLR342W	0.083877371
YLR342W-A	0.002610828
YLR343W	0.000309457
YLR344W	-0.037135066
YLR345W	-0.023380528
YLR346C	0.01439566
YLR348C	-0.011352743
YLR349W	-0.021856157
YLR350W	-0.028145521
YLR351C	-0.019380538
YLR352W	-0.017344989
YLR353W	-0.033793518
YLR354C	0.00783271
YLR356W	0.010603832
YLR357W	-0.070333594
YLR358C	0.048198787
YLR360W	-0.002548214
YLR361C	0.030006868
YLR361C-A	-0.003025336
YLR362W	
YLR363C	-0.006134439
YLR363W-A	-0.022531736
YLR364W	-0.045552224
YLR365W	-0.025008293
YLR366W	-0.012250495
YLR367W	-0.002430914
YLR368W	-0.059583134
YLR369W	0.078553576
YLR370C	0.01596539
YLR371W	-0.002201126
YLR372W	-0.008312809
YLR373C	0.006735893
YLR374C	-0.003447031
YLR375W	0.014868928
YLR376C	0.000971861
YLR377C	0.008856529
YLR380W	-0.022967818
YLR381W	-0.007352003
YLR382C	-0.018979123
YLR384C	-0.042549258
YLR385C	-0.006277213
YLR386W	-0.010747392
YLR387C	0.01985384
YLR388W	-0.021140244
YLR389C	-0.044892721
YLR390W	-0.00503011
YLR390W-A	-0.005942747
YLR392C	-0.014982366
YLR393W	0.001456207
YLR394W	-0.007317969
YLR395C	-0.019539202
YLR396C	-0.023261592
YLR398C	-0.013185265
YLR399C	0.309550983
YLR400W	-0.009089397
YLR401C	0.004820753
YLR402W	-0.003968781
YLR403W	-0.053193995
YLR404W	-0.042244264
YLR405W	-0.00906337
YLR406C	-0.006408419
YLR406C-A	0.006817599
YLR407W	-0.005623096
YLR408C	-0.013019616
YLR410W	-0.026857517
YLR412C-A	0.019178704
YLR412W	0.019933914
YLR413W	0.016850064
YLR414C	-0.001861076
YLR415C	-0.012964455
YLR416C	-0.008884064
YLR417W	-0.040695992
YLR418C	-0.055794874
YLR419W	-0.021021948
YLR420W	-0.035483447
YLR421C	-0.021570382
YLR422W	0.001148361
YLR423C	-0.005991934
YLR425W	-0.042912068
YLR426W	-0.005330348
YLR427W	-0.031978638
YLR428C	-0.017017246
YLR429W	0.007324392
YLR431C	0.00611673
YLR432W	-0.00545431
YLR433C	0.003735244
YLR434C	0.013717788
YLR435W	-0.009103287
YLR436C	0.016164806
YLR437C	-0.029451275
YLR438W	-0.008917886
