orf	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [overnight + 20 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | carboplatin [15 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | oxaliplatin [4 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | psoralen [0.5 uM], time [5 generations], radiation [unknown] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | angelicin irradiated (angelicin [62.5 uM], time [5 generations], radiation [unknown]) | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | mechlorethamine [62.5 uM], time [overnight + 5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | mechlorethamine [62.5 uM], time [overnight + 20 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | mitomycin C [1 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | streptozocin [2 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | streptozocin [2 mM], time [overnight + 20 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | methyl methanesulfonate [0.002%], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | camptothecin [30 ug/ml], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | camptothecin [30 ug/ml], time [overnight + 20 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | 2-dimethylaminoethyl chloride [240 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | 4-nitroquinoline N-oxide [0.0313 uM], time [5 generations] | Lee W~Giaever G, 2005
YAL048C	-0.0154935	0.0	-0.2786635	-0.195827	-0.557977	-0.136133	0.064516	0.0	-0.2136875	-0.22718850000000002	-0.7127695000000001	-0.420896	-0.35806750000000004	0.12604	0.036537500000000014	-0.295258
YAL049C	-0.10434849999999998	0.224582	-0.091399	-0.20091450000000002	-0.24594	-0.01906149999999998	-0.32905200000000007	0.1679662	-0.258994	-0.134984	0.384857	-0.22485349999999998	-0.211061	0.1323785	0.186057	-0.348949
YAL051W	-0.2208345	0.478912	-0.1315145	-0.117919	0.1572055	0.262441	0.005307999999999998	0.1540156	-0.4139485	0.3835695	0.222063	-0.4401915	-0.3454935	0.1335575	0.5264105	-0.8632295000000001
YAL053W	-0.15107900000000002	0.23776000000000003	-0.12271800000000001	0.028692499999999996	-0.2047135	0.19083499999999998	0.11434533333333334	0.2592246	-0.21026850000000002	0.011633999999999999	0.30355150000000003	-0.512597	-0.5047925	0.12422499999999999	0.2652305	-0.610317
YAL054C	-0.3705165	0.6324704999999999	-0.3950635	-0.3742705	0.028470999999999996	0.21258300000000002	-0.16228466666666666	0.0355564	-0.8812180000000001	-0.014962000000000001	0.4051865	-0.29026799999999997	-0.2771075	-0.020592	-0.10535250000000002	0.142243
YAL055W	-0.017138999999999995	-0.1419085	-0.048609	-0.04848399999999999	0.2675745	0.292327	0.1840453333333333	0.12444460000000002	-0.047413500000000004	0.494745	0.289541	-0.34325950000000005	-0.358575	0.137158	0.5501750000000001	-0.779749
YAL056C-A	0.1196135	0.34729499999999996	0.0799795	0.142308	0.18179800000000002	0.46294500000000005	0.4878073333333333	0.32662240000000003	-0.1628035	0.328923	0.5191140000000001	-0.0667595	-0.022412	0.2887995	-0.0803925	0.070315
YAL056W	-0.1672225	0.0	-0.201246	-0.3906485	0.004140500000000005	-0.0386255	-0.20281733333333332	0.0	-0.5733555	0.1329265	0.20464200000000002	-0.306865	-0.1535235	0.13915750000000002	-0.10461899999999999	-1.07708
YAL058W	-0.009300499999999996	0.440256	-0.11806	-0.15680149999999998	0.0970535	-0.0330295	0.17325233333333334	-0.21820659999999997	-0.234874	0.25551250000000003	0.6933739999999999	-0.271597	-0.37727350000000004	0.3146105	-0.05776750000000001	-0.8061834999999999
YAL059W	0.1226005	0.8341540000000001	-0.27382449999999997	0.393824	-0.26974299999999996	-0.10621800000000003	0.5151936666666667	0.5219712	0.243887	-0.112656	0.5396715	-0.35686199999999996	-0.390504	0.41974100000000003	0.08309150000000001	-0.569373
YAL060W	-0.187529	0.4208005	-0.3258945	-0.1240935	-0.15413500000000002	0.04032949999999999	-0.05098033333333333	0.557122	-0.3931095	0.1378835	0.295383	-0.5416665	-0.4302255	0.09230000000000001	0.257298	-0.765136
YAL061W	-0.23005350000000002	0.709861	-0.21941	-0.2103665	0.106769	0.2367735	0.10371000000000001	0.579104	-0.35594549999999997	0.134836	0.248675	-0.707522	-0.671711	-0.12644	0.3175005	-0.9560755
YAL062W	-0.28758649999999997	0.2203825	-0.16800949999999998	-0.292748	0.27321399999999996	0.3232905	-0.003603	0.272749	-0.35520250000000003	0.3492785	0.3156695	-0.557547	-0.5579815	-0.012837000000000001	0.47148100000000004	-0.818623
YAL064C-A	-0.208618	0.548848	0.035839	-0.187863	0.09953700000000001	0.07419200000000001	-0.17409266666666667	0.495646	-0.297962	0.22200899999999998	0.3981875	-0.2207465	-0.052124500000000004	0.39801549999999997	0.30619799999999997	0.14569550000000003
YAL065C	-0.10573949999999999	-0.178446	-0.1364115	-0.0348325	0.1067355	0.0688885	-0.07140200000000001	0.26701579999999997	-0.2251665	0.152276	0.3465555	-0.3591295	-0.365516	0.10898	0.42406	-0.7131825
YAL066W	-0.10384049999999999	-0.11461350000000001	-0.0009914999999999993	-0.22603299999999998	-0.13878000000000001	0.116413	-0.05472733333333335	0.2197702	-0.215311	-0.3901305	0.250478	-0.42363150000000005	-0.274138	-0.121373	0.19045499999999999	-1.0818685
YAL067C	-0.1615	-0.33109	-0.367894	0.017103	-0.3741805	-0.5325865000000001	0.18516466666666667	-0.06896060000000002	-0.2848485	-0.337289	0.285815	-0.5201205	-0.05772699999999999	0.24132	-0.03341050000000001	-0.9510460000000001
YAL068C	-0.176668	-0.003493000000000003	-0.279693	-0.0489035	-0.2291665	-0.1161685	0.15912933333333334	0.24234299999999998	-0.265674	-0.021813000000000003	0.3190195	-0.561695	-0.3587845	0.064017	0.31253200000000003	-0.754512
YAR002C-A	-0.23698550000000002	-0.1438875	-0.1259935	-0.1902095	-0.059445000000000005	0.38548499999999997	0.21782466666666667	-0.1943256	-0.047775	-0.161946	0.356886	-0.3146235	-0.212233	0.18412299999999998	0.024162	-0.3872915
YAR002W	-0.3665335	0.0	-0.251529	-1.0971685	-1.0883699999999998	-0.897443	-1.3149123333333332	0.0	0.574199	-0.753674	0.0	0.3664845	-0.45114150000000003	0.0	0.38582	-0.9830085
YAR003W	-0.238594	-1.7864849999999999	-0.47846500000000003	-0.2416665	-0.6003094999999999	-1.0902655	-0.31269766666666665	-0.5057107999999999	-0.4285925	-0.510401	0.21779	-0.490665	-0.091446	-2.4605595	-0.5989990000000001	-0.735499
YAR014C	0.431504	-0.5001595	0.2074495	0.261189	0.3514095	0.1821565	0.085061	-0.46253120000000003	0.3498365	0.1497765	-0.7117215	0.2464085	0.32461399999999996	0.7038215	0.162179	-0.725177
YAR015W	0.4780995	-0.413345	0.18600649999999996	0.663385	-0.02662399999999998	-0.1460005	1.047537	0.09891640000000002	0.8719905	-0.5727734999999999	0.0	0.1879155	0.12161150000000001	0.0	0.03159000000000001	-0.2507895
YAR018C	0.067188	0.1255805	0.184046	0.2369805	-0.5848825	-0.5210955	-0.289699	-0.4887194	-0.28231100000000003	-0.5159665	0.4561045	0.6060125	0.34825799999999996	-0.1864635	-0.5355795	-0.9045225
YAR020C	-0.099862	0.47944699999999996	0.020562999999999998	0.1518285	0.293302	0.410826	-0.17498566666666668	0.216215	-0.07201300000000001	0.357113	0.279153	-0.315035	-0.2784535	0.0667905	0.7964370000000001	-0.820057
YAR023C	-0.14507750000000003	0.352195	-0.0457375	-0.167869	-0.063691	0.187579	-0.4023726666666667	0.3301768	-0.3459615	0.059358999999999995	0.19487500000000002	-0.09482550000000001	-0.0595885	-0.025053499999999992	0.041533	-0.88933
YAR027W	-0.0911235	0.2694665	-0.221435	-0.034140000000000004	0.07007250000000001	-0.12209900000000001	-0.15343266666666666	0.2080382	-0.2739475	0.143789	0.244043	-0.2839825	-0.22601949999999998	0.2176905	0.3682335	-1.1275499999999998
YAR028W	-0.3129165	-0.2012905	-0.1044065	-0.4746155	-0.5201195	-0.5276855	-0.3024793333333333	0.3086948	-0.39743649999999997	-0.5852215000000001	0.254319	-0.1022965	0.0903755	0.10201200000000002	-0.3008095	-0.287114
YAR029W	-0.491518	0.5150669999999999	-0.2464415	-0.265563	-0.263559	0.074401	-0.04834433333333334	0.4290208	-0.565626	-0.047725	0.210701	-0.499213	-0.2807855	0.1864245	0.29543200000000003	-0.89133
YAR030C	-0.28077300000000005	0.5361745	-0.3071835	-0.1587515	-0.1722045	-0.015448500000000004	-0.289472	0.3579998	-0.37474399999999997	0.1806935	0.2518995	-0.3418035	-0.3622985	0.189812	0.561047	-0.6870185
YAR031W	-0.216879	0.6139494999999999	-0.200098	-0.08878149999999999	0.1939275	0.356641	0.0022670000000000004	0.3865862	-0.1297855	0.14834150000000002	0.3280255	-0.46792049999999996	-0.346124	0.07673050000000001	0.5410794999999999	-0.6947695
YAR035W	-0.208975	0.475941	-0.3382505	-0.2634255	-0.384011	-0.127036	-0.1584306666666667	0.32364	-0.3520815	-0.21722249999999999	0.40510749999999995	-0.42678249999999995	-0.3604395	0.273883	-0.0867795	-0.531147
YAR042W	0.12873099999999998	0.5762002500000001	-0.17991975	0.054049000000000014	-0.49912924999999997	-0.13966575	-0.08083516666666667	0.017246600000000004	-0.015332249999999992	-0.38794850000000003	0.45883224999999994	-0.022395250000000005	0.06564575	0.28771375	-0.06310324999999997	-0.3680915
YAR047C	-0.0601115	0.30711499999999997	-0.250015	-0.282763	-0.043791	-0.264862	-0.28616766666666665	0.0737688	-0.653814	-0.021395499999999998	0.2382665	-0.104114	-0.134139	0.3000905	0.3315895	-0.6273485000000001
YAR050W	0.1000125	0.2765595	0.032294500000000004	0.166488	0.232775	0.27122	0.177207	-0.1026486	-0.143569	0.1913465	0.12363849999999998	-0.20498450000000001	-0.155246	-0.3060755	0.336898	-0.3140145
YBL001C	-0.1717685	0.5068695000000001	-0.181731	-0.184177	-0.084504	-0.065217	-0.30693166666666666	0.0016250000000000043	-0.3184785	0.019644	0.0643815	-0.22693100000000002	-0.193047	0.1506965	0.13078599999999999	-0.0363995
YBL002W	-0.024861499999999995	-0.11839249999999998	-0.151038	-0.2660875	-0.0124815	-0.047755000000000006	-0.267545	-0.2193828	0.122857	-0.1862455	-0.114694	-0.23856000000000002	0.1433955	0.2501055	-0.28530849999999996	0.253138
YBL003C	0.009996999999999999	0.3962505	-0.022237	0.041421	-0.087689	-0.079849	0.080187	-0.3579388	-0.0325685	-0.11021	0.0950065	-0.1223485	0.108666	0.0602355	-0.2483515	0.055678000000000005
YBL005W	-0.016960000000000003	0.40836649999999997	-0.1269095	-0.156152	0.21925	0.15115599999999998	-0.2599876666666667	-0.078329	-0.0911625	0.2246755	0.086061	-0.1650995	-0.021596500000000005	0.20418699999999998	-0.0466465	0.0130855
YBL006C	-1.311472	-1.16432	-0.6748955000000001	-1.53872	-0.6030675	-0.3514505	-1.1773213333333332	-1.525172	-0.7342465	-0.5598135	-0.3483055	-0.346923	-0.22413300000000003	0.1372045	-0.3365995	-1.717055
YBL007C	-0.39904	-0.8224755	-0.3431495	-0.94307	-1.2786149999999998	-1.321235	0.057614	-0.1554798	-1.1529085	-0.526563	0.0	0.1854115	0.08982049999999998	0.0	-1.63618	0.179255
YBL008W	0.033483	-0.650165	0.110377	0.1614545	0.17461200000000002	0.156314	-0.23942566666666665	-0.2159624	0.1393895	-0.025987000000000003	-0.484954	0.14896900000000002	0.232389	0.04937899999999999	-0.8192035	-0.05667199999999999
YBL009W	-0.377311	0.316665	-0.36182899999999996	-0.27824150000000003	-0.2246	-0.1686245	-0.5132806666666667	-0.164548	-0.7742549999999999	0.005554000000000003	-0.06922049999999999	-0.40003900000000003	-0.3045885	0.14293	-0.4265645	-0.1892635
YBL010C	0.1262405	0.362026	0.170129	0.130741	0.22654800000000003	0.27028399999999997	-0.07979333333333334	-0.1694716	-0.0017420000000000005	0.22523349999999998	0.040648500000000004	-0.021591	0.042655	-0.0382695	0.2917125	0.017624499999999994
YBL011W	-0.2591475	0.1655335	-0.261189	-0.226024	0.0315835	0.1255545	-0.020850666666666667	-0.1165586	-0.2494	0.0564085	0.165045	-0.4206255	-0.459589	0.114438	-0.016639499999999998	-0.086931
YBL012C	-0.145382	0.1900695	-0.2578175	-0.0671235	-0.0872285	0.010726	-0.010792666666666664	-0.0337998	-0.2506455	0.1568695	0.3278665	-0.42910099999999995	-0.3243835	0.168604	-0.015568499999999999	-0.0665385
YBL013W	-0.0328935	-0.644352	-0.185999	-0.049758500000000004	0.017318	0.007582000000000005	-0.6536066666666667	-0.21897139999999998	-0.26087899999999997	0.0421495	-0.05789	-0.11940150000000001	-0.15533750000000002	0.1550855	-0.2409835	-0.282435
YBL015W	-0.24732	0.39247750000000003	-0.255709	-0.15825	0.114261	0.21407900000000002	-0.06428566666666667	0.29488240000000004	-0.2955915	0.24608800000000003	0.154547	-0.4009275	-0.316459	-0.045477	0.20380750000000003	-0.1470465
YBL017C	-0.10100200000000001	0.1922915	-0.04679649999999999	-0.135471	0.176078	-0.1080265	-0.20666600000000002	-0.1152922	0.0033325000000000004	0.274418	-0.056739000000000005	0.023920499999999997	0.0505965	0.073413	0.2168555	-0.178052
YBL019W	-0.058678	-0.365247	-0.294143	-0.24934150000000002	-0.040298	-0.340489	0.10942099999999999	-0.41341579999999994	-0.5879365	-0.1635625	0.11931900000000001	-0.23146	-0.17079450000000002	0.1118175	-0.3519955	-0.22413699999999998
YBL021C	-0.11513699999999999	0.6345655	-0.410937	0.07470749999999998	0.16937449999999998	-0.1140865	0.30696133333333336	0.15021959999999998	-0.43096	0.17772	0.2159455	-0.2792905	-0.12472	-0.11257099999999999	0.032499	-0.1105915
YBL022C	-0.8324545	-2.32495	-0.5348470000000001	-1.4623825	-0.2841535	-0.2709645	-0.19134533333333334	-1.4417985999999998	-0.6536485	-0.513423	-0.9353275	0.18189650000000002	0.28793250000000004	-0.310136	-0.5428595	-0.1329015
YBL024W	-0.482659	-0.7130449999999999	-0.1909495	-0.8341175000000001	-0.012317999999999999	-0.4589685	-0.4890320000000001	-0.38995559999999996	-0.928011	-0.024568	-0.533544	-0.182006	-0.45991150000000003	-0.5480145000000001	-0.2568985	-0.7344285
YBL027W	0.1833255	0.3350805	0.04223	0.4881	-0.0056305	-0.15734700000000001	0.29524100000000003	0.3702082	0.31100550000000005	0.28202099999999997	-0.3000799999999999	-0.16896899999999998	-0.182137	0.5958479999999999	0.341791	-0.36351
YBL028C	-0.2560755	0.3054095	-0.1096245	-0.05681750000000001	-0.093384	-0.19706949999999998	-0.06633666666666667	-0.192586	-0.44308000000000003	-0.2145045	0.013563500000000003	-0.3765985	-0.233463	-0.0035279999999999964	-0.5225879999999999	-0.2901825
YBL029W	0.1820985	0.322766	0.0586595	0.3231835	0.392092	0.144785	0.14240633333333333	-0.11205880000000001	-0.004132999999999998	0.540318	0.117783	0.0008284999999999994	0.10584099999999999	0.223902	0.3782605	-0.5836775
YBL031W	-0.655343	-2.1136500000000003	-0.6437425	-1.109708	-0.1006215	-0.4005975	-0.6962476666666667	-1.3659952	-1.139545	-0.285423	-0.770091	-0.3689335	-0.413051	-0.1828485	-0.036736	-0.574328
YBL032W	0.0907415	0.2225545	0.2446545	-0.09672649999999999	-0.024970500000000007	0.03487900000000001	-0.30151733333333336	-0.3361094	-0.0400335	0.314968	0.279578	0.051435499999999995	0.130903	0.3634655	-0.304821	0.158822
YBL033C	-0.1760385	0.0	-0.152423	-0.1225785	-0.1996835	-0.4134095	-0.3168763333333333	0.0	0.7249410000000001	0.0379105	0.0	-0.10421	-0.014092500000000008	0.0	-0.018638500000000002	0.843177
YBL036C	-0.277024	0.4261335	-0.3233105	-0.142627	0.033551	-0.07770200000000001	-0.06485633333333334	0.1340922	-0.4385485	0.0843285	0.255188	-0.550595	-0.2332175	0.0306635	-0.007498000000000005	0.0470555
YBL037W	-0.274535	0.049216499999999996	-0.268119	-0.251997	0.025834	-0.2933545	-0.31290066666666666	-0.16661220000000002	-0.45318400000000003	0.057007	0.009982000000000005	-0.241074	-0.173021	0.139357	-0.135978	-0.034734
