,Unnamed: 0,gene,area.24_mean,area.24_std,area.24_count,mean_intensity.24_mean,mean_intensity.24_std,mean_intensity.24_count,area.48_mean,area.48_std,area.48_count,mean_intensity.48_mean,mean_intensity.48_std,mean_intensity.48_count,corrected_area.24_mean,corrected_area.24_std,corrected_area.24_count,corrected_mean_intensity.24_mean,corrected_mean_intensity.24_std,corrected_mean_intensity.24_count,corrected_area.48_mean,corrected_area.48_std,corrected_area.48_count,corrected_mean_intensity.48_mean,corrected_mean_intensity.48_std,corrected_mean_intensity.48_count
24,24,ACN9,211.44444444444449,81.64574561958374,9.0,0.3817137130422623,0.0778783394161955,9.0,215.11111111111111,79.4236180938083,9.0,0.4804913735598908,0.0740414023332501,9.0,-0.4816743780230375,1.1929159270051146,9.0,-0.1858319619898615,0.8968756678202109,9.0,-0.5616896773379678,1.1660339017945502,9.0,-0.8028745527571095,1.3162835238736943,9.0
25,25,ACO1,279.9375,70.32540437139342,16.0,0.4380564852958123,0.0494603470547355,16.0,306.375,72.2522202657699,16.0,0.5535706983123451,0.0471581463378976,16.0,0.8293052662594366,0.7853428503787522,16.0,0.65216219948918,0.5591347912469931,16.0,0.7653760481282665,0.710131287772161,16.0,0.7299624148914221,0.5976610449601409,16.0
26,26,ACO2,234.53125,42.94180936960485,32.0,0.38952691205632,0.0433251240825228,32.0,249.4375,41.0765905391694,32.0,0.520128837306366,0.0277977738292168,32.0,0.0552972838557849,0.5565509399250105,32.0,-0.2286251093388447,0.607112484183392,32.0,0.0923501507850214,0.5286457160812637,32.0,-0.1942884565883913,0.5231967862915888,32.0
27,27,ACS1,209.0,46.80729726146422,14.0,0.3800900163628902,0.0515595858060557,14.0,218.8571428571429,42.934399231416265,14.0,0.492506766509027,0.0434100715057964,14.0,-0.4415301982537266,0.4816653660857257,14.0,-0.4074377836722174,0.5543988719335271,14.0,-0.4281833983567968,0.483153265736328,14.0,-0.8200674567515387,0.7898230125271735,14.0
28,28,ADA2,242.25,59.58243589067727,16.0,0.399344445732429,0.0764922640263716,16.0,257.625,53.86758456313655,16.0,0.5264264532776869,0.0459157902313141,16.0,0.1825202804243815,0.7503483756529985,16.0,-0.165091311512596,1.048480330136262,16.0,0.2477959401989896,0.7039255024993273,16.0,-0.0177097653089969,0.8984803342735483,16.0
29,29,ADD37,217.8,58.05563833821089,15.0,0.4160420156253209,0.0619391326272949,15.0,226.33333333333331,46.85184348662534,15.0,0.5352556390433219,0.0556919809478123,15.0,-0.3049389735743249,0.7279112487420794,15.0,0.1412186696061911,0.7240428574574983,15.0,-0.2922949213179322,0.6751608440393638,15.0,0.1301601005052511,0.5849108843281061,15.0
30,30,ADD66,233.7142857142857,39.03928705888383,14.0,0.3960003925359701,0.0392638186940157,14.0,245.14285714285717,40.884183781952686,14.0,0.5094148927626403,0.0358870711318546,14.0,0.0207308756514541,0.674251249034614,14.0,-0.2230335230728134,0.5630407289159488,14.0,0.0240412973359125,0.6447372879731904,14.0,-0.5292143154756164,0.6862877538860879,14.0
31,31,ADE1,172.06666666666666,43.85929884571909,15.0,0.3973544782205008,0.0875555651122641,15.0,164.93333333333334,41.070438911472,15.0,0.5076209083338254,0.0940356687142843,15.0,-1.0626311376092796,0.5732488732463781,15.0,-0.0878922937414035,1.0827302618050691,15.0,-1.2527220276177928,0.5805548851916001,15.0,-0.4357644873975367,1.3176985365249685,15.0
32,32,ADE12,110.85714285714286,48.79447815994243,14.0,0.2971486572881138,0.0968981601756768,14.0,116.85714285714286,64.98503631648555,14.0,0.4142803818120077,0.098987411369217,14.0,-2.037587637828288,0.8643706145347055,14.0,-1.4656951175277724,1.158540994650997,14.0,-1.9390636521685785,1.0783744146139769,14.0,-2.075727254825808,1.6555915969838175,14.0
33,33,ADE16,260.93333333333334,70.45309145266867,15.0,0.4071029172494582,0.0624336233622215,15.0,276.26666666666665,59.42277902174104,15.0,0.5210466542776516,0.0621766519169198,15.0,0.3948079045635467,0.8224273785078291,15.0,-0.0216149283300642,0.7187248498683632,15.0,0.45584798026278,0.7827547529906508,15.0,-0.1255093536254042,0.8538980200858539,15.0
34,34,ADE17,265.6428571428572,78.18381412548757,14.0,0.409866378864209,0.1239521041926027,14.0,321.7857142857143,86.18422001863092,14.0,0.5466324010449333,0.0374705401411777,14.0,-0.6296967367540179,0.2989366268930754,14.0,0.1352518257464738,1.112241298355314,14.0,-0.5880435487526166,0.2845502944919901,14.0,0.2308357085288741,0.407289811217874,14.0
35,35,ADE2,213.53333333333333,51.555610290064,15.0,0.3668407326973072,0.1171483164204832,15.0,226.6,60.90484381393652,15.0,0.4980612797797748,0.053621104539789,15.0,-0.3439573844801892,0.7584220419733068,15.0,-0.1577828559669206,1.104407621999578,15.0,-0.5462832058787054,0.908461928847132,15.0,-0.3741351861799045,0.8040164507723063,15.0
36,36,ADE3,252.125,97.28026521345429,16.0,0.3906914812487656,0.1301472632665348,16.0,290.75,108.15698467197268,16.0,0.5200039310826253,0.0673810765696289,16.0,-0.732665118713117,0.7953522500026117,16.0,-0.1580500287728629,1.2641971315497489,16.0,-0.8311843630453146,0.7003907861110026,16.0,-0.2801630048891793,0.9000712887218242,16.0
37,37,ADE4,176.21428571428572,70.77611349712728,14.0,0.3956006002653957,0.1298881486130189,14.0,164.57142857142858,66.78290233252852,14.0,0.5057324280046703,0.0708196863975258,14.0,-1.0398583040934768,0.8743179448913467,14.0,-0.0493551805035579,1.1512671753165125,14.0,-1.305143463563046,0.8474463509402602,14.0,-0.5400230011621162,1.049666815722063,14.0
38,38,"ADE5,7",174.6875,56.249111104087696,16.0,0.3918730844812223,0.0592049764881621,16.0,164.25,52.53379864430137,16.0,0.5034818402508229,0.0658391546653127,16.0,-1.030828583829168,0.7282822316445615,16.0,-0.1988595903480447,0.6389329675034869,16.0,-1.2808839357417845,0.6971880054246763,16.0,-0.5783090613592857,0.9186512762141158,16.0
39,39,ADE6,193.5625,69.4799431490844,16.0,0.4263642925690052,0.0698469167509893,16.0,187.1875,71.64190463688134,16.0,0.5349335313813097,0.0626604219660641,16.0,-0.7157337735224838,0.799858959051026,16.0,0.3384002613997892,0.7834313838972755,16.0,-0.92991714672035,0.8924116139135622,16.0,0.1150889950662328,0.7491389757602577,16.0
40,40,ADE8,190.4,73.16497991330473,15.0,0.4105801532229046,0.1396589462619943,15.0,178.86666666666667,66.04421318509362,15.0,0.5367290997701227,0.0430763621585735,15.0,-0.7764930044241968,0.775083599309017,15.0,0.1150706894726642,1.490051542764543,15.0,-1.059932198448185,0.7141290487051436,15.0,0.233457648020828,0.971994632175717,15.0
41,41,ADH1,266.5,344.36100243784864,2.0,0.3092526393376626,0.0860739943710278,2.0,575.0,,1.0,0.5033857731882107,,1.0,-1.6357899285735509,2.8553714819900624,2.0,-1.8166494731675855,2.6972608041110546,2.0,0.367881769582022,,1.0,-0.7467370436891303,,1.0
42,42,ADH2,253.3125,61.30657251333932,16.0,0.3981032379776421,0.1192202084276948,16.0,261.8125,46.08719091750622,16.0,0.5440418371012185,0.0548720083635954,16.0,0.3048002407423487,0.497802217268495,16.0,0.0498578032266702,1.0536355284617185,16.0,0.2715463370290393,0.4664170990584288,16.0,0.3080491338583672,0.7354297584336867,16.0
43,43,ADH3,168.3125,19.112713918576123,16.0,0.3977045730431651,0.0534145744455377,16.0,179.0625,20.97130976675833,16.0,0.5412996122134381,0.0526594689110977,16.0,-1.025257833453456,0.5777638625908218,16.0,-0.1210720615919136,0.5227093368523184,16.0,-0.9538994579035678,0.5255973087529457,16.0,0.2608287539493375,0.6241240040008348,16.0
44,44,ADH4,205.13333333333333,56.76249600203423,15.0,0.4056717134789473,0.0517076915720571,15.0,213.46666666666667,53.34505823499716,15.0,0.5306192322158061,0.0385708576388808,15.0,-0.4875243316725151,0.6917776557249798,15.0,0.0129049008968963,0.5718358009152696,15.0,-0.5103166133620604,0.5976243398607702,15.0,0.0988535326736425,0.5165599047130662,15.0
45,45,ADH5,239.07142857142856,64.13742971237536,14.0,0.410776919872161,0.0585796517954065,14.0,254.92857142857144,62.2877494878707,14.0,0.5238922115060556,0.0462020795091254,14.0,0.1940905042747742,0.8993356855341385,14.0,-0.0312513253890985,0.7033012157549511,14.0,0.2126907019935946,0.8723105011974941,14.0,-0.1082427411846717,0.6655128493315423,14.0
46,46,ADH6,248.6153846153846,104.51837036420795,13.0,0.3533795910328501,0.1387931835903868,13.0,316.3333333333333,96.29626003625322,12.0,0.5083785471275881,0.0719225853149852,12.0,-0.4530564785205873,1.4128494726232033,13.0,-0.5524067602405955,1.271140531890404,13.0,-0.3243565309032167,0.8738238379423591,12.0,-0.4588517261533503,1.315825666983244,12.0
47,47,ADH7,221.6,34.340313668589914,15.0,0.4388691999872752,0.0382220474529723,15.0,236.33333333333331,31.183023464394097,15.0,0.5420651467116904,0.0291904132303201,15.0,-0.1431498384961111,0.4022202980623787,15.0,0.5016857700589187,0.196860259725304,15.0,-0.0850808606684011,0.4366640237975357,15.0,0.2988878008089733,0.2347492528756292,15.0
48,48,ADI1,201.9333333333333,51.03565513675803,15.0,0.4174738768804403,0.0569279476833187,15.0,222.66666666666663,39.09999391060725,15.0,0.5360562342980516,0.040138653268889,15.0,-0.5494603552403525,0.5099000297586492,15.0,0.2232915190808024,0.5708571271897668,15.0,-0.5353605954264321,0.4473441394316959,15.0,0.2244876771269381,0.4386358386942609,15.0
49,49,ADK1,101.3125,24.079642162346737,16.0,0.3747678853622895,0.0551323027524263,16.0,109.625,36.8725281657406,16.0,0.4787793221056391,0.0580960478449061,16.0,-2.1375633816542954,0.6076766785417016,16.0,-0.5288149475927526,0.7962762017304487,16.0,-2.0220560360514583,0.6984582347513374,16.0,-0.945771857615666,0.8696897226366747,16.0
50,50,ADK2,234.57142857142856,49.79297801237298,14.0,0.3998947667263542,0.1246365880160987,14.0,260.2857142857143,55.46090594204252,14.0,0.5468882585810885,0.0491024144891104,14.0,-0.1270599513931022,0.7472274088891098,14.0,0.1152433152740125,1.095146484735513,14.0,-0.0775591789635729,0.7737818057495851,14.0,0.4430084523032218,0.4835427306700475,14.0
51,51,ADO1,140.25,51.38806605947857,16.0,0.3417721345327316,0.0993898142103583,16.0,145.75,57.32422408255228,16.0,0.473119597367116,0.0788846429447813,16.0,-1.5449734822966217,0.7608210708729226,16.0,-0.8915230350472888,0.9845382292171708,16.0,-1.5052903813184637,0.8108180215897826,16.0,-1.1451735593990136,1.1031590133309288,16.0
52,52,ADP1,251.33333333333331,56.43285095285073,15.0,0.4392024657065763,0.0517690724181958,15.0,258.3333333333333,51.80687580768002,15.0,0.5585701956643171,0.0379151490197791,15.0,0.2478794840316983,0.4245719565943734,15.0,0.4786531285658659,0.5313635377767372,15.0,0.1946016740108548,0.414344953251024,15.0,0.6027724664853468,0.4588635828575808,15.0
53,53,ADR1,273.9230769230769,69.73457002384296,13.0,0.3859601722447829,0.0677177944536874,13.0,299.38461538461536,68.12065088446437,13.0,0.5103626468345588,0.0572155703030441,13.0,0.6276263064797754,0.5822407428936123,13.0,-0.0853618729812323,1.1560321525019135,13.0,0.6268716962864995,0.561763652382107,13.0,-0.31203369510799,1.644056730503647,13.0
54,54,ADY2,258.93333333333334,58.7032083166386,15.0,0.4191243662588711,0.0537326127211527,15.0,271.93333333333334,52.055556402568136,15.0,0.5416037423785988,0.0426253681473821,15.0,0.4067731477293672,0.5320899468110011,15.0,0.1234623161565031,0.7725537856990499,15.0,0.4195788926634292,0.4919186097954432,15.0,0.2605385280161889,0.8788313793874624,15.0
55,55,ADY3,256.0,85.78595904476892,14.0,0.3992767235071963,0.069320947667406,14.0,292.2142857142857,96.10265230585355,14.0,0.5252063537395903,0.0480374459477025,14.0,0.3280712622473831,1.4671190579538855,14.0,0.0491787833122313,0.6603297959576526,14.0,0.4203272487455819,1.3952741849658152,14.0,-0.0837716286177766,0.9715003241597792,14.0
56,56,ADY4,243.6,60.32625583323684,15.0,0.3656269249457537,0.0479499886236147,15.0,257.7333333333333,48.51725269967179,15.0,0.526021166321444,0.0392897915324518,15.0,0.2242099544386051,0.5506425050090842,15.0,-0.6402455625409775,0.5585950135369383,15.0,0.2629478464128735,0.4791391742366666,15.0,-0.118000029820069,0.4120710438426191,15.0
57,57,AEP1,205.75,59.24694084929617,16.0,0.4174106894435876,0.1237729606224109,16.0,214.625,47.00620526412799,16.0,0.5593814319850653,0.0392879276238646,16.0,-0.4630223188749448,0.7736927573251566,16.0,0.3114816574570729,1.1530678682301996,16.0,-0.4306754600869499,0.7260921158707218,16.0,0.6274535015294589,0.490082091823168,16.0
58,58,AEP2,306.0,97.41003175091508,15.0,0.3809755326326869,0.1106355668390725,15.0,368.73333333333335,93.06792194541627,15.0,0.534107577606471,0.0310968063904548,15.0,0.034498983186752,0.4144992446624968,15.0,-0.3758732223207411,0.926841021000272,15.0,0.0562997704258328,0.3403942353060385,15.0,-0.053909689348213,0.3485908390774043,15.0
59,59,AEP3,230.8571428571429,68.91450348953254,14.0,0.4089907881476962,0.0378126966460844,14.0,242.8571428571429,55.94895632883347,14.0,0.5106102554350909,0.0468366333237207,14.0,-0.1190597801215957,0.5368152414103131,14.0,0.0727167628181417,0.3981709032338278,14.0,-0.0549522704145757,0.5168566559624871,14.0,-0.3084963897178741,0.5959295747002943,14.0
60,60,AFG1,242.64285714285717,61.76706508868889,14.0,0.3843712738354909,0.117324508073199,14.0,262.57142857142856,59.461318112268174,14.0,0.5212540132372129,0.0274877284066735,14.0,0.192116769751505,0.8013185624088404,14.0,-0.1055932353963885,1.0827378378787635,14.0,0.2759517492494623,0.7554578589765317,14.0,-0.0972679549478421,0.5902747941662836,14.0
61,61,AFG3,139.8125,47.33880543486496,16.0,0.4770155506604033,0.066997364684227,16.0,128.125,57.46868712612113,16.0,0.5222523110389907,0.0570351967449701,16.0,-1.4676908346478874,1.039888757446461,16.0,0.9786056483937676,1.2332608911166458,16.0,-1.7271074387876295,1.033483922394428,16.0,-0.0607701189292999,0.8889982643416391,16.0
62,62,AFI1,335.375,86.59936489374505,16.0,0.3980256956811857,0.0647647202197053,16.0,405.4375,83.7328838231034,16.0,0.5297811989198306,0.0584104793247032,16.0,0.3239096088643963,0.4511744679691417,16.0,-0.2780997487803199,0.945439783591488,16.0,0.3453424401883194,0.4436929957530667,16.0,-0.2383768575478623,1.1801349363780649,16.0
63,63,AFR1,257.6,65.32533964703131,15.0,0.3684773830044601,0.113764326612537,15.0,263.06666666666666,53.1513562072189,15.0,0.5050800466946652,0.059807634079197,15.0,0.3615583897855606,0.7309040598823,15.0,-0.4919219521675892,1.0526926990505965,15.0,0.2707064982542825,0.643104691350046,15.0,-0.4821804080652488,0.8781988271829451,15.0
64,64,AFT1,214.4,72.48921101988705,15.0,0.3799603327562791,0.0427372361939941,15.0,220.33333333333331,65.92275421893054,15.0,0.47038125028896,0.0289704293141108,15.0,-0.3865324730040645,0.7155515138534503,15.0,-0.4213429687381979,0.5712333254645032,15.0,-0.4070395362709689,0.6919317841156611,15.0,-1.271835802324499,0.854851950890591,15.0
65,65,AFT2,268.42857142857144,51.46128385751504,14.0,0.3811130289869314,0.1207362347710246,14.0,283.1428571428572,45.30555602344381,14.0,0.5236227775925144,0.0371691140194871,14.0,0.6122107819924255,0.7702103095335792,14.0,-0.3092218482744487,1.2391406330522656,14.0,0.6196482304743366,0.7582471734990042,14.0,-0.1120413248061381,0.8966582233548239,14.0
66,66,AGA2,239.9333333333333,39.54647657533866,15.0,0.4170211148731628,0.0494632341447344,15.0,264.0,46.33110648982418,15.0,0.5335697058124389,0.0321572178526878,15.0,0.0990272714415022,0.7135472843714588,15.0,0.0806342242611924,0.5806670903878695,15.0,0.066596968182243,0.7313318391620055,15.0,0.1362084260552808,0.4708309169750485,15.0
67,67,AGC1,317.75,105.40493347087698,16.0,0.3776107840058434,0.1321807230114703,16.0,381.5,115.78485796222807,16.0,0.5178997365437118,0.059459583484746,16.0,0.1526114858278941,0.9027587869902276,16.0,-0.4391551711868168,1.3944898182167669,16.0,0.1819830489649578,0.8365976688247516,16.0,-0.3692840730813749,1.2897823629882434,16.0
68,68,AGE1,307.46153846153845,84.45375004957387,13.0,0.438314897352426,0.0489968102455903,13.0,374.0769230769231,98.41194163520125,13.0,0.5586939572654546,0.0269995792568591,13.0,0.1042924547890197,0.6306260861798267,13.0,0.471385556932574,0.5023322593129366,13.0,0.1058794372932613,0.5850516593217953,13.0,0.3865168905287861,0.3175964479564008,13.0
69,69,AGE2,230.58333333333331,50.90714958419769,12.0,0.4126272992452227,0.0438161223021393,12.0,263.1666666666667,64.35813621423243,12.0,0.5197842762078374,0.043128294102984,12.0,-0.0262016727081934,1.1522528570605892,12.0,0.1318904266962455,0.4901625256861454,12.0,0.0730614887617012,1.1408833072669635,12.0,0.0035691160374398,0.5620171597812312,12.0
70,70,AGP1,244.8571428571429,41.51896164193148,14.0,0.3943299421502635,0.0529667800122587,14.0,260.2142857142857,44.750897836164775,14.0,0.5201482747419529,0.0496756039922837,14.0,0.1782759233376462,0.6409332978226717,14.0,-0.2384931420454692,0.5627376993986434,14.0,0.2317433772158972,0.6923748162391468,14.0,-0.1706741324412762,0.5045644062006368,14.0
71,71,AGP2,167.1875,63.081131621639976,16.0,0.3799697569180797,0.053945836322795,16.0,185.6875,66.3452774003797,16.0,0.5086513705475141,0.0879001692989294,16.0,-1.1600498662315637,0.9607011111114424,16.0,-0.3052716820942191,0.9779103423129164,16.0,-1.104746970074298,0.916765779677472,16.0,-0.2173724474014161,1.3196245897079224,16.0
72,72,AGP3,257.7333333333333,62.60016735106186,15.0,0.4266615210453734,0.0458726663662463,15.0,275.2,54.42058434085396,15.0,0.5551165228422767,0.0335830542999423,15.0,0.3840823868091634,0.7756761662125639,15.0,0.2585245644960808,0.3958924133566636,15.0,0.4712161208349891,0.7412719403037533,15.0,0.5357669594836589,0.3409261437379914,15.0
73,73,AGX1,292.875,85.99292606565575,16.0,0.397555246811459,0.0524360191698287,16.0,303.375,78.79667928705288,16.0,0.530807453702107,0.0245323059818087,16.0,0.972464321821262,0.8336300657019728,16.0,-0.1510006131652359,0.8120582309821283,16.0,0.9088903898490532,0.7909798711911861,16.0,-0.0499619407368931,0.7243116838402945,16.0
74,74,AHA1,225.5,56.06662703129792,16.0,0.3979645624660428,0.0514432839189551,16.0,238.6875,61.33049132908253,16.0,0.5164729990683371,0.0282770238021348,16.0,-0.131942767262601,0.6763640288687219,16.0,-0.1361250317432495,0.6086349813496135,16.0,-0.0768222770573454,0.7798419503407474,16.0,-0.3719559134004904,0.6593409693617306,16.0
