orf	hap a | abundance of a specific protein/peptide (Rnr3) | YPD [standard] | quantitative | quantitative | quantitative	hap a | abundance of a specific protein/peptide (Rnr3) | methyl methanesulfonate [0.03%] | quantitative | quantitative | quantitative
YBR036C	0.0328686925652069	-0.744978097612779
YBR040W	0.0708491385794807	0.061479417744729
YBR041W	0.282608759035745	-0.0941004007544707
YBR042C	-0.0438133879187642	-0.0888129577637135
YBR043C	0.027062017331886	-0.0250411963108704
YBR044C	-0.128702476142118	0.0834830850298463
YBR045C	-0.224090445197942	-0.028245482599949
YBR046C	0.260712058367509	0.733461607042241
YBR047W	0.0115131639907015	-0.0356032661674228
YBR048W	0.082977290325898	-0.113825725374582
YBR050C	0.0341165559626121	-0.0825524552134644
YBR051W	0.0167063107263083	-0.306560463279387
YBR052C	0.0353362351352754	-0.18442050080313
YBR053C	0.0230661595012255	-0.101188846249712
YBR054W	0.0348965288750113	-0.0995378091612062
YBR056W	-0.047717264609635	-0.140335623902543
YBR057C	-0.219263768505943	-0.171638940023376
YBR058C	-0.0883914000229593	0.153862712774518
YBR059C	-0.257150800386706	0.0329886784213315
YBR061C	0.0205518638853975	0.0678180264361021
YBR062C	0.0657102400764662	-0.148033604795375
YBR063C	0.264669028693688	0.338515732968146
YBR064W	0.0463780315048422	-0.0358120601932575
YBR065C	0.0967449986244261	-0.00654724597223785
YBR066C	0.0697683146585935	-0.199773110103705
YBR067C	0.0806064610330647	-0.124453882765287
YBR068C	0.00905208812345295	-0.0547501088642006
YBR069C	0.0298417499139903	-0.0781267119785352
YBR071W	-0.127817767829279	0.0612917333563348
YBR072W	-0.0567063160571988	0.250373932123405
YBR073W	0.0227510897474194	0.027167084106044
YBR074W	0.08850176554485785	-0.1142088747863095
YBR076W	0.0729329937158753	0.0505731348190659
YBR077C	0.25016536517684	0.10160332075974
YBR078W	0.127768476339812	0.199009716500875
YBR082C	0.346914673706657	0.362001007484504
YBR083W	-0.0167644611365631	-0.0667396364286581
YBR084C-A	-0.464929548870275	-0.461734064801314
YBR084W	-0.260388803228681	-0.0428958121449906
YBR085W	0.11213583468926	-0.0933908701491635
YBR086C	-0.0755139535407204	-0.0982780159274184
YBR089C-A	0.0402719211991982	-0.117591752733858
YBR090C	-0.0768572539061765	-0.0121810741548225
YBR092C	-0.0145450270420417	-0.0974663585461761
YBR093C	0.0264401231633475	-0.183385633868374
YBR094W	0.236419587546044	0.743521152709626
YBR095C	-0.389336720152915	-0.379102546960755
YBR098W	0.1735187874057825	0.772336276654072
YBR099C	0.17320030895404	0.855336165284412
YBR101C	-0.0354470781556298	-0.0698396992042789
YBR103W	-0.0916334665377458	-0.095839405669234
YBR104W	-0.193038158546074	0.41301379903181
YBR105C	-0.0927413692840331	0.056546757480208
YBR107C	-0.0084594484341255	0.0043512703617441
YBR108W	-0.0324887802956111	-0.0298330663454867
YBR111C	-0.0734043668469514	0.17156784606285
YBR113W	-0.0691804092804939	-0.0710147633292643
YBR114W	-0.0292582336174583	0.0512852868606694
YBR115C		-0.460801454596747
YBR116C	-0.0118808103460321	0.0917389723700228
YBR118W	0.0671576195891693	-0.173930291956681
YBR119W	-0.225192055114147	-0.165545261745899
YBR121C	-0.142772548467438	0.222280885185446
YBR122C	-0.1212790560975	-0.276389698148105
YBR125C	-0.099247019799986	-0.214013613675371
YBR126C	0.0450458543272063	-0.282721777075815
YBR128C	0.00815333825362315	-0.328863455530355
YBR129C	-0.0759561925560775	-0.216806660376935
YBR130C	-0.0390330151267299	-0.134338121883551
YBR131W	-0.0371626904009591	
YBR134W	0.248761258920468	0.116051703784217
YBR137W	0.146946155165897	-0.0721069417073284
YBR138C	-0.00158501353366351	-0.0402864515617897
YBR139W	-0.0812611401893456	-0.0288613791681499
YBR141C	0.0740322098967411	-0.0239652493838618
YBR144C	0.0338472143455878	-0.0608541372271622
YBR145W	0.19905187425349	-0.0048712378772707
YBR146W	0.119089534448463	-0.035573005792489
YBR147W	-0.0225201377035626	-0.086054009356863
YBR148W	-0.00494031112491905	-0.113301250563845
YBR149W	0.0174854240717439	-0.104802038508781
YBR150C	0.0029191047027769	-0.0745301935960816
YBR151W	-0.072570777263329	-0.014311507255719
YBR156C	-0.232759865798037	0.0187743440394957
YBR157C	0.0221073570541164	0.0377301441339809
YBR158W	0.0308317928018793	-0.089572352036862
YBR159W	0.0262442251535425	-0.155908136518953
YBR161W	0.28422189652095	0.191348900213191
YBR162C	0.204628830546026	-0.197406065510799
YBR162W-A	0.142734434483571	0.56411446665356
YBR164C	0.187541687312242	0.00524709086937949
YBR165W	0.100205772100751	-0.160771980127649
YBR166C	0.00236196152349515	-0.116425579125792
YBR168W	0.111914637454911	-0.203734847589992
YBR169C	-0.0365781571926175	0.0348035548870578
YBR170C	-0.004032948259013	0.141380572907144
YBR171W	0.2253852335306	0.272623503388533
YBR172C	0.0449317220899562	-0.229401765846241
YBR174C	0.0559783987275389	-0.2451061102964
YBR175W	0.0805075001923254	-0.248181275286186
YBR176W	0.13163303391342	0.0547878980032655
YBR177C	0.150761753980415	-0.140458145832059
YBR178W	0.042757225288863	-0.106554517078199
YBR180W	0.108809867205855	-0.111969045106652
YBR181C	-0.0916821673224145	-0.0283572469554831
YBR182C	-0.0701669308141031	0.753847041863013
YBR183W	0.031535980883966	0.178248282615485
YBR184W	0.0337673131066662	-0.126979741311527
YBR185C	-0.030968251991801	0.156125133936401
YBR186W	0.0491430730179211	-0.13270686031957
YBR187W	0.0043505141957423	-0.0215617107601081
YBR188C	0.238535942678829	0.355964815390439
YBR194W	-0.179717055368393	-0.408978669751885
YBR195C	0.0630775795449663	0.0170359393286185
YBR197C	-0.0410704449739637	-0.0741967329206877
YBR199W	0.008258390702885	0.069117735158459
YBR201W	0.131432633811008	0.11009392001555
YBR203W	0.0242214631510608	-0.128012144784817
YBR205W	0.131991084650631	0.0098963857466411
YBR206W	0.00972092377487436	-0.0721353768695805
YBR207W	0.0286362086359592	-0.133580431712491
YBR208C	0.008587400232335	-0.0919002745631509
YBR209W	0.134063263653057	-0.0531703233435383
YBR210W	-0.0592123507854202	0.000392868494864852
YBR212W	-0.227301102344021	0.0713776128637987
YBR213W	-0.11239167029989	0.121550404344377
YBR214W	-0.0641045571919592	0.342080954434149
YBR215W	0.0995726936447318	0.369058382001553
YBR216C	0.184784873312492	0.223416638426971
YBR217W	-0.0578013115977542	-0.00292659804596285
YBR218C	0.0649875797915749	-0.0251487718538498
YBR219C	0.0575901366244692	-0.0629728320485557
YBR220C	0.0329397361548233	0.0319516573486942
YBR221C	0.186145508317102	
YBR222C	-0.0812183657110148	0.0281023123764717
YBR223C	-0.171648947618454	0.0373507201977134
YBR224W	-0.0134561750629176	0.0638035097165291
YBR225W	0.0659819737557116	0.0799937283699587
YBR226C	0.105831434066236	0.0367664248763672
YBR227C	-0.0210496366975329	-0.308207849840146
YBR228W	-0.0621899858169207	-0.109169134232969
YBR229C	-0.123320239642696	-0.163649173652996
YBR230C	-0.0744503878888484	-0.20558472377572
YBR231C	-0.159155597331093	0.026454675240154
YBR232C	0.110131932871639	-0.0798701125808672
YBR233W	0.134088805569945	0.0307127662126357
YBR235W	-0.233184362229742	-0.0723388763836765
YBR238C	-0.170117873919611	-0.308877537329621
YBR239C	0.0603157255134928	0.010568189314811
YBR240C	-0.0258903437820231	0.0689953868311809
YBR241C	0.0166265391099821	-0.0627444812837097
YBR242W	0.0262389485291897	-0.305567809453211
YBR244W	0.105714751104085	0.0565309619328944
YBR245C	-0.0176220724792053	0.0651133077603926
YBR246W	0.0595308623732879	0.226663461690361
YBR249C	-0.121384159335541	-0.179880793001511
YBR250W	-0.202682074787029	-0.0488464037316028
YBR255W	-0.0280100518294994	0.0256449862003122
YBR258C	-0.0155366980791557	-0.214625759719611
YBR259W	0.0267475033128552	-0.102292076431706
YBR260C	0.0850384895387551	-0.0706438794257304
YBR261C	0.489112594042165	0.180716700888204
YBR262C	-0.0602066748900983	-0.179519257828286
YBR263W	0.221707423816198	-0.141585674453741
YBR264C	0.0893433542526298	-0.0504615833188964
YBR266C	-0.406490785139197	-0.44403657858899
YBR267W	-0.194654444093056	-0.409100214740826
YBR269C	-0.158034150528966	0.0038616268915138
YBR270C	-0.0264405821469494	-0.12519453725159
YBR271W	-0.00967106529488118	0.248685060905259
YBR272C	0.0480663253153428	-0.278027251479175
YBR273C	0.036204874149675	-0.11356353079312
YBR274W	0.0877190257115983	-0.138984266759991
YBR275C	0.0636562345840886	0.21697556111461
YBR276C	-0.019779848033164	-0.162971248605854
YBR277C	-0.0131963107142355	-0.251379613038035
YBR278W	-0.0018137677972167	-0.19895998742636
YBR280C	0.0550152802839168	0.128553023959967
YBR281C	-0.196583559505065	-0.0281589588799107
YBR283C	-0.0149290792210126	-0.105410583567054
YBR284W	-0.0351565538644469	-0.351923367738251
YBR285W	0.0456708669955531	-0.17929715567755
YBR286W	0.0017657984476656	-0.283600228736689
YBR287W	0.0561588998920693	-0.0850467189127835
YBR288C	0.0498277185321473	-0.0153220171566373
YBR290W	-0.00415503580002705	0.0232397737592919
YBR291C	-0.0761599395152506	-0.0112858045412167
YBR292C	-0.0892686214670418	-0.115283298394053
YBR293W	-0.136157497394255	-0.0018578279574768
YBR295W	0.0765156023923515	0.0579372347125652
YBR296C	0.0617850988818796	-0.0110092364168782
YBR297W	-0.0247731510727492	-0.179604311910728
YBR298C	-0.0552019275768158	-0.21936499096856
YBR299W	-0.0046716067385663	-0.0703563626766829
YBR300C	-0.032661355790974	-0.0594000128377548
YBR301W	0.0126912670001938	-0.0216895250577272
YCL001W	-0.0120243927170428	-0.136404036232852
YCL001W-A	-0.0754020464954959	-0.0719919850342274
YCL002C	-0.17931143111279	0.0223101780903154
YCL009C	-0.0706120440504805	0.065669492193436
YCL010C	0.0453916064504938	-0.00785933513105775
YCL011C	-0.0649938787459087	0.0329124309600011
YCL014W	0.022060930022450354	-0.12118303733556615
YCL016C	0.315423493394764	1.08870645964835
YCL022C	0.162600577742978	0.282176897217439
YCL023C	-0.117937266602737	0.07783456014101
YCL024W	-0.170319068350219	0.122221661789669
YCL025C	-0.470702942308047	0.100358474973914
YCL026C-A	-0.00567884375104755	-0.0447937020816747
YCL027W	0.114959495897954	-0.0208250015339588
YCL028W	-0.016497315405618	-0.16856551668758
YCL029C	0.00773899071943185	-0.110856074944418
YCL032W	0.094321160444983	-0.240096345484
YCL033C	0.0069021675158137	-0.179141809244155
YCL034W	-0.02689272020705	-0.212563576468972
YCL035C	-0.0548192331209727	-0.0100273416997528
YCL036W	-0.0478573212864533	0.14222820793202
YCL038C	0.0695662094646239	-0.0816209329614812
YCL039W	0.0714862440986015	-0.0809912364785836
YCL040W	0.116330312760268	-0.0232212080173527
YCL042W	0.0999783796718179	-0.059302267722609
YCL044C	-0.157260751908226	-0.079841723657539
YCL045C	0.0605012631520363	0.00657376935727851
YCL046W	0.0395929789960499	-0.155087662018767
YCL047C	0.0186347231327024	-0.0783090095448317
YCL048W	0.00944283433059715	-0.0244278292196208
YCL049C	-0.173220991018006	-0.0043215998050633
YCL050C	0.0257070350604151	-0.109234304901219
YCL051W	-0.00427672479708035	-0.208849050297815
YCL055W	0.0357366131877907	0.0690548448621783
YCL056C	0.21213760331952	0.0895068877820848
YCL057W	0.0654635756452913	-0.097529695705259
YCL061C	0.90860855305525	0.44495067578265146
YCL063W	0.29151749356685447	0.10991246267156325
YCL064C	-0.113236041127478	-0.110578213739516
YCL069W	-0.146777038866335	-0.149716165768937
YCL076W	0.0115006826260237	-0.0669286747960854
YCR001W	0.0756696144589203	-0.14685054341274
YCR005C	0.022136573711238	-0.0902569613832358
YCR006C	-0.0174106262331959	-0.158208489506154
YCR007C	0.039666722789881	-0.0871575670603124
YCR008W	0.0538503578636598	-0.196594943635917
YCR009C	0.132057462222258	0.0111776577107795
YCR010C	-0.0925158790349179	-0.128711504930231
YCR011C	-0.108908955441387	-0.0753826088602509
YCR014C	-0.113748851116606	-0.0579814275655601
YCR015C	-0.0316725907757653	0.152458518632284
YCR016W	-0.0335468781717696	-0.156613692391984
YCR017C	0.0927690467065344	-0.0842098613397632
YCR019W	0.174785927842779	-0.0673833208129159
YCR020C	0.0240365581470974	-0.0835805952935898
YCR020C-A	0.0852182678885914	0.0431671220930954
YCR021C	0.0189659317073012	-0.117779321879438
YCR022C	0.109502516683804	0.141762235106759
YCR023C	0.132231167787915	-0.0161128834791041
YCR024C-A	-0.133909622300321	-0.0885013408205531
YCR025C	-0.102174668641845	0.0786400351712758
YCR026C	-0.181530193558248	-0.103698808182415
YCR027C	0.0575521099360914	-0.138913670547299
YCR030C	0.0715641517372207	-0.151960745097936
YCR031C	-0.00214165042326155	-0.0938118225289144
YCR032W	-0.00909171823557699	-0.0521024389118619
YCR033W	0.14061356330906	-0.0836143196022696
YCR034W	0.122986312672625	-0.13734311914556
YCR036W	-0.147512481459118	0.0077493534628884
YCR037C	-0.225470468924133	0.0471042475673971
YCR043C	-0.0487212139404898	0.036067231155535
YCR044C	0.116122486977462	0.387354883791705
YCR045C	-0.142386776499941	-0.114422245929712
YCR048W	-0.0488812929888605	-0.0567506240239093
YCR049C	-0.129315828080425	-0.243710083233051
YCR050C	-0.14913224125653	-0.195621066169722
YCR051W	0.0535591114071334	-0.0541843283108288
YCR053W	0.301600586591378	
YCR059C	0.006316521824224	0.224353705935389
YCR060W	0.025806653072287	0.165774663597419
YCR061W	-0.06031432713977349	0.1074645541888504
YCR063W	0.106633359696572	0.675556837272796
YCR065W	-0.0234659419971611	-0.400428059547556
YCR067C	-0.0114052952924608	-0.160299557197427
YCR068W	-0.116381006245945	-0.463234047257867
YCR069W	-0.0292327381815409	-0.0746162682977434
YCR073C	-0.0119620118262102	-0.135300153898046
YCR073W-A	0.110696824441558	-0.135561775847816
YCR075C	0.107771669679428	0.0525594167006777
YCR076C	-0.13226863707962	-0.168213623342584
YCR077C	0.502789884155823	1.08086703820892
YCR079W	0.219848887209161	0.360071983010298
YCR081W	0.321478001320542	1.20660702888999
YCR082W	0.0965574488042624	-0.106715752581064
YCR083W	-0.0404881317943018	-0.401526677652593
YCR085W	-0.056674557275732	-0.0526847445306654
YCR086W	-0.0124097293007983	-0.144495790294289
YCR087C-A	-0.0841418948740836	-0.161630464040958
YCR087W	-0.0169157205613858	-0.166624753872676
YCR088W	-0.07650292347451	-0.0253536896653864
YCR089W	-0.212359885659658	0.205268489055969
YCR090C	-0.00439653172164055	-0.0914488431712429
YCR091W	-0.0155266910141571	-0.067039750645725
YCR092C	0.0619481429773601	-0.0653363676520399
YCR095C	0.0044880227179902	0.100398868028223
YCR098C	0.0481285254036221	-0.076846130896036
YCR099C	0.0263857051231565	-0.173612876808659
YCR100C	0.054077402046044	-0.149039364984354
YCR101C	0.00107625243928345	-0.107491022189039
YCR102C	0.131655092481481	-0.159359392227226
YCR102W-A	-0.141110664762121	-0.0340389586029083
YCR105W	-0.238845220489444	-0.0802858772091274
YCR106W	-0.0497760724122138	-0.0325951198092282
YCR107W	-0.018554233452385	-0.0833831473570984
YDL001W	0.038438304064055	0.0557295409671514
YDL002C	-0.0920805895214842	-0.519913417863535
YDL006W	0.0924586171511032	-0.245963796717842
YDL010W	0.0705493768631388	-0.115292999810829
YDL011C	0.0380506000472056	-0.188263992381931
YDL012C	0.0750780436566343	-0.172802064365625
YDL013W	0.980817811367019	0.670354891759207
YDL018C	0.0639314020415945	-0.1369329739001
YDL019C	-0.0507281703839726	-0.0951422099795335
YDL020C	0.105706330091548	0.759789191002579
YDL023C	-0.0014193491906484	0.0310399349921407
YDL024C	0.0561725734339205	-0.0645542852901679
YDL025C	0.0898886594839695	-0.122727400017183
YDL026W	0.027058390526046	-0.140419819772648
YDL027C	0.0103930783057372	-0.0458367821622441
YDL033C	-0.464375956389464	
YDL034W	0.391993293935235	1.20860197196758
YDL035C	0.129216570982309	0.0700329463836831
YDL036C	0.193720847670463	0.1232043211679
YDL037C	-0.0403741482351788	-0.031564975114522
YDL039C	-0.1054499442112235	-0.013477845026934512
YDL040C	-0.0672608125250155	-0.153720268168608
YDL046W	-0.00680919328078505	-0.0696283644173054
YDL048C	0.0265584673535381	0.333797387398871
YDL050C	-0.0175321233049273	-0.204781729347801
YDL051W	0.0148806785456847	-0.136487140193372
YDL052C	0.0434694142052474	-0.0874318868883359
YDL053C	-0.123102377134992	-0.104197078703536
YDL054C	-0.21878185265636	-0.00404616684641461
YDL056W	0.00305654165325049	-0.0368589912836785
YDL059C	0.199107376292542	1.54695675762136
YDL061C	-0.0946936661751443	-0.15763210324093
YDL062W	-0.341208954846134	-0.345116369831901
YDL065C	-0.207651505318713	0.094304098586066
YDL066W	-0.112224755397249	-0.172726901799701
YDL070W	-0.0313096317940521	0.306819952711002
YDL071C	-0.0488472692558448	0.235741775667159
YDL074C	0.141569641414479	-0.654573975036782
YDL076C	-0.354328965146585	0.095051493448034
YDL077C	-0.576207372365741	0.421780483705361
YDL078C	-0.11430744791063	-0.280713920491169
YDL079C	-0.0408306496583135	-0.291256344272647
YDL080C	-0.0222834605353396	-0.141798266807311
YDL081C	0.203253805211043	0.620198228100023
YDL082W	-0.31104292603034	-0.465834814765923
YDL083C	0.0812186237852699	-0.030469586189089
YDL085W	-0.0211770236235193	-0.315029980157666
YDL086W	-0.0272933878130316	-0.286154973173402
YDL088C	0.202219752179794	-0.1586711671337
YDL089W	0.106414750053401	-0.0749015188180205
YDL091C	-0.129028654953735	-0.137023171214219
YDL093W	0.0297366025897271	-0.0840598568366946
YDL094C	0.0480243270817431	0.167157131375744
YDL095W	-0.0105252137195568	-0.0635814003993723
YDL096C	-0.0611473764335424	-0.286406769218539
YDL099W	-0.0441001325317996	-0.26229249695152
YDL100C	0.740548576898602	0.181400049393617
YDL106C	-0.0583247501133054	0.112428317561261
YDL109C	-0.0565533268223775	-0.0522025842716498
YDL110C	-0.248098391124013	-0.0142638228491177
YDL112W	-0.0610597817749136	-0.121436208002633
YDL113C	-0.017069339936528	0.0528628385457942
YDL114W	0.0147986627308732	-0.0285019346416141
YDL117W	0.114982422775679	-0.0291505958491441
YDL118W	0.244989349904496	-0.124618007021701
YDL119C	0.174200928138006	-0.359483183432794
YDL121C	0.0447772673166664	-0.149746630895478
YDL122W	0.169559169632083	-0.065950361635469
YDL123W	0.0790262678935865	-0.101892739312499
YDL124W	-0.0601330024546827	-0.009468720765502
YDL125C	-0.0695350954469174	0.164133513600453
YDL127W	0.0490596983592664	-0.121697013659305
YDL128W	-0.0596764350867154	-0.0521146751026729
YDL129W	-0.0378431526272706	-0.213340019593987
YDL130W	-0.259008830204581	-0.43506469374279
YDL130W-A	0.072225897516854	-0.123030414066784
YDL131W	-0.0242913812792041	-0.187952618248113
YDL133C-A	0.02848313638809955	-0.041493082104582496
YDL133W	0.114242989433697	0.161791062989624
YDL134C	0.238868676149163	-0.122714559237539
YDL135C	-0.0790929169149712	0.019189985707556
YDL136W	-0.353090850638769	-0.162486489644131
YDL137W	-0.0486932835673128	-0.253938009345421
YDL138W	0.0369581643464202	-0.131011435586845
YDL142C	0.583677847000573	-0.0541873172588018
YDL144C	0.0612292865398996	-0.119424866978353
YDL146W	-0.0126361232491687	-0.146079661123424
YDL149W	0.150345161574934	-0.0504881403919984
YDL154W	0.227505680723909	0.216510812121296
YDL155W	0.0158356015372788	0.252767598502373
YDL156W	0.0295998100084071	0.046559434521219
YDL157C	-0.141537639270556	-0.0304994610298433
YDL161W	-0.079746135943638	-0.270172832422269
YDL162C	0.771191582484462	0.53447182902842
YDL167C	0.0201446504082432	-0.167526838600108
YDL168W	0.211014894813376	-0.112291169200763
YDL169C	0.00641211769678387	-0.153153629549563
