ORF	het | growth (pooled culture) | chromium trioxide [0.1 mM] | None | Holland S~Avery SV, 2007
YJL193W	-0.018
YJL194W	0.062
YJL195C	-0.000
YJL196C	-0.012
YJL197W	-0.004
YJL198W	-0.005
YJL199C	-0.066
YJL200C	-0.008
YJL201W	-0.017
YJL202C	0.013
YJL203W	-0.025
YJL204C	-0.007
YJL206C	-0.014
YJL205C	0.002
YJL207C	-0.007
YJL208C	-0.036
YJL209W	-0.033
YJL210W	-0.010
YJL211C	0.002
YJL212C	-0.018
YJL213W	0.007
YJL214W	-0.016
YJL215C	-0.001
YJL216C	-0.022
YJL217W	-0.003
YJL218W	0.000
YJR001W	-0.010
YJR002W	-0.017
YJR003C	-0.032
YJR004C	-0.013
YJR005W	-0.030
YJR007W	0.012
YJR008W	0.026
YJR009C	0.022
YJR011C	-0.024
YJR012C	-0.078
YJR013W	-0.102
YJR014W	-0.013
YJR015W	-0.031
YJR016C	-0.017
YJR017C	-0.012
YJR018W	0.299
YJR019C	-0.001
YJR020W	0.000
YJR021C	0.024
YJR022W	-0.017
YJR023C	-0.058
YJR025C	-0.000
YJR026W	-0.010
YJR031C	-0.008
YJR032W	-0.008
YJR033C	-0.007
YJR034W	-0.012
YJR036C	-0.021
YJR037W	-0.005
YJR038C	-0.004
YJR039W	0.013
YJR040W	0.008
YJR041C	0.030
YJR042W	-0.015
YJR043C	0.006
YJR044C	-0.000
YJR045C	0.001
YJR047C	0.059
YJR048W	-0.011
YJR050W	-0.013
YJR052W	-0.066
YJR053W	-0.009
YJR054W	-0.013
YJR055W	-0.003
YJR059W	-0.022
YJR060W	-0.003
YJR061W	-0.003
YJR062C	-0.002
YJR063W	-0.010
YJR064W	-0.016
YJR065C	-0.042
YJR066W	-0.014
YJR067C	-0.004
YJR068W	-0.003
YJR069C	-0.026
YJR070C	-0.014
YJR072C	-0.032
YJR073C	0.002
YJR074W	0.003
YJR075W	-0.012
YJR076C	-0.015
YJR077C	-0.022
YJR078W	0.003
YJR079W	-0.023
YJR080C	-0.009
YJR082C	0.012
YJR083C	-0.008
YJR084W	-0.030
YJR087W	-0.006
YJR088C	0.020
YJR090C	-0.006
YJR091C	-0.003
YJR092W	-0.007
YJR093C	-0.017
YJR094C	-0.016
YJR094W-A	-0.036
YJR095W	0.002
YJR097W	-0.012
YJR098C	-0.005
YJR099W	-0.009
YJR100C	-0.020
YJR102C	-0.012
YJR103W	-0.014
YJR104C	-0.014
YJR105W	-0.001
YJR106W	-0.009
YJR109C	-0.031
YJR110W	-0.011
YJR111C	-0.035
YJR112W	0.058
YJR113C	-0.023
YJR115W	0.004
YJR116W	-0.002
YJR117W	0.004
YJR118C	-0.007
YJR119C	0.016
YJR120W	-0.002
YJR121W	-0.003
YJR122W	-0.043
YJR124C	0.011
YJR125C	-0.053
YJR126C	0.014
YJR127C	-0.019
YJR128W	-0.002
YJR129C	-0.001
YJR133W	-0.019
YJR134C	0.013
YJR135C	-0.001
YJR137C	0.005
YJR139C	-0.003
YJR140C	0.005
YJR141W	-0.028
YJR142W	-0.018
YJR144W	-0.019
YJR145C	-0.015
YJR147W	-0.006
YJR148W	-0.004
YJR149W	0.030
YJR150C	0.005
YJR152W	-0.010
YJR153W	0.004
YJR154W	-0.031
YKL001C	-0.008
YKL002W	-0.003
YKL005C	0.007
YKL006C-A	-0.008
YKL006W	-0.001
YKL007W	0.065
YKL008C	-0.002
YKL010C	-0.002
YKL011C	0.003
YKL012W	-0.020
YKL013C	-0.040
YKL014C	0.001
YKL015W	-0.004
YKL016C	0.007
YKL017C	0.007
YKL018W	-0.004
YKL019W	-0.036
YKL020C	0.002
YKL021C	-0.003
YKL022C	-0.003
YKL023W	0.001
YKL024C	-0.003
YKL025C	-0.009
YKL026C	0.012
YKL027W	0.003
YKL028W	-0.095
YKL029C	0.005
YKL030W	0.003
YKL031W	-0.019
YKL032C	-0.009
YKL033W	-0.004
YKL033W-A	0.010
YKL034W	-0.076
YKL035W	-0.009
YKL036C	-0.002
YKL037W	-0.019
YKL038W	-0.009
YKL039W	0.005
YKL040C	0.031
YKL041W	0.007
YKL042W	0.018
YKL043W	0.005
YKL045W	-0.006
YKL046C	0.017
YKL047W	0.001
YKL048C	-0.014
YKL049C	0.033
YKL050C	-0.006
YKL051W	-0.050
YKL052C	-0.003
YKL053C-A	-0.003
YKL053W	0.010
YKL054C	-0.019
YKL055C	-0.000
YKL056C	0.001
YKL057C	0.013
YKL058W	-0.028
YKL059C	-0.014
YKL060C	-0.008
YKL061W	-0.005
YKL062W	0.000
YKL063C	-0.005
YKL064W	-0.001
YKL066W	0.024
YKL067W	-0.013
YKL068W	-0.026
YKL069W	-0.021
YKL070W	-0.012
YKL071W	0.007
YKL072W	-0.001
YKL074C	-0.012
YKL075C	0.006
YKL076C	0.001
YKL078W	-0.003
YKL079W	0.033
YKL080W	-0.024
YKL081W	0.016
YKL082C	-0.006
YKL083W	0.012
YKL084W	0.009
YKL085W	-0.008
YKL086W	-0.011
YKL087C	-0.004
YKL088W	-0.010
YKL089W	-0.013
YKL090W	-0.015
YKL091C	0.008
YKL092C	-0.002
YKL093W	-0.006
YKL094W	0.005
YKL095W	-0.003
YKL096W	-0.070
YKL096W-A	0.013
YKL097C	-0.030
YKL098W	0.013
YKL099C	-0.018
YKL100C	-0.063
YKL101W	-0.015
YKL102C	0.005
YKL103C	0.006
YKL104C	0.009
YKL106W	-0.005
YKL107W	0.013
YKL108W	-0.007
YKL109W	0.024
YKL110C	-0.012
YKL111C	-0.087
YKL112W	-0.107
YKL113C	0.011
YKL114C	0.016
YKL115C	-0.014
YKL116C	-0.004
YKL117W	0.007
YKL118W	-0.010
YKL120W	0.012
YKL121W	0.007
YKL122C	-0.008
YKL123W	0.005
YKL125W	0.018
YKL126W	-0.004
YKL127W	-0.002
YKL128C	0.016
YKL129C	0.009
YKL130C	0.003
YKL131W	-0.002
YKL132C	-0.006
YKL133C	-0.004
YKL134C	0.008
YKL136W	0.006
YKL139W	0.003
YKL140W	-0.019
YKL141W	0.004
YKL144C	-0.002
YKL145W	0.025
YKL146W	0.006
YKL147C	0.008
YKL148C	0.003
YKL149C	0.004
YKL150W	0.020
YKL151C	0.014
YKL152C	-0.042
YKL153W	0.003
YKL154W	0.015
YKL155C	-0.003
YKL156W	0.009
YKL157W	-0.008
YKL160W	-0.026
YKL161C	0.017
YKL162C	-0.009
YKL162C-A	0.010
YKL163W	-0.013
YKL164C	0.000
YKL165C	-0.007
YKL166C	-0.012
YKL167C	0.012
YKL169C	-0.007
YKL170W	0.011
YKL173W	0.001
YKL174C	-0.021
YKL175W	-0.002
YKL176C	-0.035
YKL177W	0.002
YKL178C	-0.017
YKL179C	-0.013
YKL181W	-0.011
YKL182W	0.011
YKL183W	0.001
YKL184W	0.016
YKL185W	-0.003
YKL186C	-0.001
YKL187C	-0.007
YKL189W	-0.004
YKL190W	0.002
YKL191W	-0.089
YKL192C	-0.124
YKL193C	-0.011
YKL194C	-0.018
YKL195W	-0.025
YKL196C	-0.000
YKL197C	0.002
YKL198C	-0.007
YKL201C	-0.009
YKL202W	0.007
YKL203C	0.006
YKL204W	0.010
YKL205W	0.030
YKL206C	-0.026
YKL207W	0.003
YKL208W	0.013
YKL209C	0.001
YKL210W	-0.079
YKL211C	-0.013
YKL212W	0.012
YKL213C	-0.011
YKL215C	0.013
YKL216W	-0.013
YKL217W	0.008
YKL218C	0.001
YKL220C	-0.003
YKL221W	0.025
YKL222C	0.032
YKR001C	0.003
YKR002W	0.003
YKR003W	0.010
YKR004C	-0.003
YKR005C	0.014
YKR006C	-0.006
YKR007W	0.005
YKR008W	-0.035
YKR009C	0.004
YKR010C	0.001
YKR011C	0.004
YKR012C	0.008
YKR013W	-0.001
YKR014C	0.007
YKR015C	-0.013
YKR016W	0.016
YKR017C	0.010
YKR018C	0.004
YKR019C	-0.002
YKR020W	0.011
YKR021W	0.001
YKR022C	-0.057
YKR023W	-0.005
YKR024C	-0.009
YKR025W	-0.042
YKR026C	0.004
YKR027W	-0.001
YKR028W	-0.005
YKR029C	0.045
YKR030W	-0.005
YKR031C	-0.004
YKR033C	0.004
YKR034W	0.003
YKR035C	0.035
YKR035W-A	0.024
YKR036C	0.009
YKR037C	-0.007
YKR038C	-0.005
YKR039W	-0.011
YKR040C	0.006
YKR041W	-0.026
YKR042W	-0.004
YKR043C	0.011
YKR044W	-0.007
YKR045C	-0.005
YKR046C	-0.020
YKR047W	-0.016
YKR048C	0.004
YKR049C	0.007
YKR050W	0.014
YKR051W	0.006
YKR052C	0.005
YKR053C	-0.003
YKR054C	-0.011
YKR055W	-0.016
YKR056W	-0.007
YKR058W	-0.007
YKR059W	0.015
YKR061W	-0.004
YKR062W	0.010
YKR063C	-0.006
YKR064W	0.027
YKR065C	-0.003
YKR066C	0.013
YKR067W	0.031
YKR069W	-0.004
YKR070W	-0.022
YKR071C	-0.059
YKR072C	0.123
YKR074W	-0.050
YKR075C	-0.010
YKR076W	-0.022
YKR077W	0.008
YKR079C	-0.003
YKR080W	0.003
YKR081C	0.014
YKR082W	0.013
YKR083C	-0.011
YKR084C	-0.003
YKR085C	-0.143
YKR086W	-0.001
YKR087C	-0.011
YKR088C	0.012
YKR089C	-0.042
YKR090W	-0.002
YKR091W	-0.005
YKR092C	-0.001
YKR093W	0.015
YKR094C	0.011
YKR095W	-0.140
YKR096W	0.016
YKR097W	0.016
YKR098C	-0.001
YKR099W	0.014
YKR100C	0.006
YKR101W	0.009
YKR102W	0.054
YKR103W	-0.002
YKR104W	0.011
YKR105C	-0.018
YKR106W	-0.022
YLL001W	-0.001
YLL002W	-0.023
YLL003W	-0.004
YLL004W	-0.003
YLL005C	-0.006
YLL006W	0.013
YLL008W	-0.015
YLL009C	-0.001
YLL010C	0.000
YLL011W	-0.012
YLL012W	-0.019
YLL013C	-0.010
YLL014W	-0.018
YLL015W	-0.009
YLL016W	-0.010
YLL017W	-0.004
YLL018C	-0.010
YLL018C-A	0.007
YLL019C	-0.007
YLL020C	0.007
YLL021W	-0.022
YLL023C	0.044
YLL024C	-0.008
YLL025W	-0.030
YLL026W	-0.011
YLL027W	-0.041
YLL028W	0.008
YLL030C	-0.005
YLL031C	-0.007
YLL032C	-0.004
YLL033W	0.057
YLL034C	-0.020
YLL035W	-0.025
YLL036C	-0.059
YLL037W	-0.008
YLL038C	-0.049
YLL039C	-0.011
YLL040C	0.009
YLL041C	0.010
YLL042C	-0.019
YLL043W	-0.010
YLL044W	-0.027
YLL045C	-0.009
YLL046C	-0.017
YLL047W	0.014
YLL048C	-0.013
YLL049W	-0.005
YLL050C	-0.035
YLL051C	-0.011
YLL052C	0.010
YLL053C	-0.005
YLL054C	-0.003
YLL055W	-0.011
YLL056C	-0.010
YLL057C	-0.020
YLL058W	0.004
YLL059C	0.013
YLL060C	-0.004
YLL061W	-0.020
YLL062C	-0.029
YLL063C	-0.009
YLR001C	-0.008
YLR002C	-0.008
YLR003C	-0.007
YLR004C	-0.005
YLR005W	-0.010
YLR006C	-0.015
YLR007W	-0.021
YLR008C	-0.012
YLR009W	-0.031
YLR010C	-0.005
YLR011W	-0.040
YLR012C	-0.026
YLR013W	0.000
YLR015W	0.027
YLR016C	-0.008
YLR017W	0.009
YLR018C	0.006
YLR019W	0.003
YLR020C	0.004
YLR021W	-0.007
YLR022C	-0.036
YLR023C	-0.024
YLR024C	-0.000
YLR025W	-0.008
YLR026C	-0.000
YLR027C	-0.002
YLR028C	0.002
YLR030W	-0.004
YLR031W	0.015
YLR032W	-0.075
YLR033W	-0.054
YLR034C	-0.005
YLR035C	-0.004
YLR036C	-0.018
YLR037C	-0.008
YLR038C	-0.042
YLR039C	0.015
YLR040C	0.005
YLR041W	-0.010
YLR042C	-0.018
YLR044C	-0.023
YLR045C	-0.019
YLR046C	0.006
YLR047C	-0.011
YLR048W	-0.012
YLR049C	-0.013
YLR050C	-0.003
YLR051C	-0.037
YLR052W	-0.060
YLR053C	-0.009
YLR055C	0.003
YLR056W	-0.012
YLR057W	-0.019
YLR058C	-0.002
YLR059C	-0.014
YLR060W	-0.016
YLR061W	-0.030
YLR062C	-0.014
YLR063W	-0.027
YLR064W	-0.028
YLR065C	-0.030
YLR067C	-0.015
YLR068W	-0.016
YLR070C	-0.005
YLR071C	0.025
YLR072W	-0.026
YLR074C	-0.010
YLR075W	-0.002
YLR076C	-0.013
YLR077W	-0.032
YLR078C	-0.011
YLR079W	-0.009
YLR080W	-0.006
YLR081W	0.066
YLR082C	0.001
YLR083C	-0.024
YLR085C	-0.003
YLR086W	0.016
YLR087C	-0.057
YLR088W	-0.026
YLR089C	-0.013
YLR090W	-0.050
YLR091W	0.000
YLR092W	-0.018
YLR094C	-0.013
YLR095C	0.010
YLR096W	-0.001
YLR097C	-0.006
YLR098C	-0.002
YLR099C	-0.008
YLR100W	-0.010
YLR101C	-0.008
YLR102C	-0.006
YLR103C	-0.020
YLR104W	-0.024
YLR106C	-0.016
YLR107W	0.093
YLR108C	-0.001
YLR109W	-0.006
YLR110C	-0.042
YLR111W	-0.020
YLR112W	-0.017
YLR113W	-0.020
YLR114C	0.005
YLR115W	0.011
YLR119W	-0.019
YLR120C	0.002
YLR121C	-0.013
YLR122C	-0.017
YLR123C	-0.025
YLR126C	-0.004
YLR127C	-0.015
YLR128W	0.120
YLR129W	-0.003
YLR130C	-0.012
YLR131C	0.029
YLR132C	-0.134
YLR135W	-0.003
YLR136C	0.004
YLR137W	-0.003
YLR138W	-0.015
YLR139C	0.131
YLR140W	-0.003
YLR141W	-0.006
YLR142W	-0.002
YLR143W	0.000
YLR144C	-0.029
YLR145W	-0.007
YLR146C	-0.002
YLR147C	-0.026
YLR148W	-0.020
YLR149C	-0.010
YLR150W	-0.037
YLR151C	-0.002
YLR152C	-0.006
YLR153C	0.012
YLR154C	0.034
YLR163C	-0.010
YLR164W	-0.012
YLR165C	-0.014
YLR166C	0.014
YLR167W	0.018
YLR169W	-0.007
YLR170C	0.004
YLR171W	-0.001
YLR172C	0.001
YLR173W	-0.003
YLR174W	0.005
YLR175W	-0.011
YLR176C	0.003
YLR177W	-0.015
YLR178C	-0.014
YLR179C	-0.022
YLR180W	0.005
YLR181C	-0.033
YLR182W	-0.037
YLR183C	0.005
YLR184W	0.002
YLR185W	0.008
YLR186W	-0.013
YLR187W	-0.010
YLR188W	-0.003
YLR189C	-0.015
YLR190W	0.028
YLR191W	-0.011
YLR192C	0.011
YLR193C	-0.007
YLR195C	-0.009
YLR196W	0.009
YLR198C	0.087
YLR199C	-0.010
YLR200W	0.024
YLR201C	-0.004
YLR202C	-0.011
YLR203C	-0.012
YLR204W	0.008
YLR205C	-0.006
YLR206W	-0.005
YLR207W	-0.019
YLR208W	0.017
YLR209C	-0.001
YLR210W	0.013
YLR211C	-0.002
YLR212C	-0.017
YLR213C	0.002
YLR214W	-0.012
YLR215C	-0.006
YLR216C	-0.014
YLR217W	-0.001
YLR218C	0.043
YLR219W	-0.009
YLR220W	0.016
YLR221C	-0.006
YLR222C	-0.013
YLR223C	-0.019
YLR224W	-0.025
YLR225C	0.009
YLR226W	-0.015
YLR227C	-0.044
YLR228C	0.043
YLR230W	0.003
YLR232W	-0.005
YLR233C	-0.026
YLR234W	-0.061
YLR235C	0.021
YLR236C	0.005
YLR237W	0.010
YLR238W	-0.004
YLR239C	-0.049
YLR240W	0.004
YLR241W	0.037
YLR242C	-0.002
YLR243W	-0.001
YLR244C	-0.021
YLR246W	0.006
YLR247C	-0.003
YLR248W	0.013
YLR249W	-0.013
YLR250W	0.014
YLR252W	-0.005
YLR253W	-0.013
YLR254C	-0.009
YLR255C	0.048
YLR258W	0.016
YLR259C	-0.004
YLR260W	0.016
YLR261C	-0.000
YLR262C	-0.016
YLR262C-A	-0.008
YLR263W	-0.003
YLR264W	0.006
YLR265C	0.029
YLR266C	-0.004
YLR267W	-0.002
YLR269C	-0.032
YLR270W	0.018
YLR271W	0.001
YLR272C	-0.003
YLR273C	-0.008
YLR274W	-0.005
YLR275W	0.000
YLR276C	-0.012
YLR277C	-0.014
YLR278C	-0.006
YLR279W	0.003
YLR280C	-0.003
YLR281C	-0.022
YLR282C	-0.033
YLR283W	-0.028
YLR284C	-0.004
YLR285W	-0.013
YLR286C	0.016
YLR287C	0.010
YLR287C-A	-0.005
YLR288C	-0.000
YLR289W	-0.007
YLR290C	0.029
YLR291C	0.006
YLR292C	0.003
YLR293C	0.012
YLR294C	0.001
YLR295C	-0.001
YLR296W	0.008
YLR297W	0.009
YLR298C	-0.001
YLR299W	-0.014
YLR300W	-0.004
YLR304C	-0.013
YLR305C	-0.002
YLR306W	0.014
YLR307W	-0.025
YLR308W	0.008
YLR309C	-0.008
YLR310C	0.029
YLR311C	-0.005
YLR312C	0.003
YLR312W-A	0.005
YLR313C	0.012
YLR314C	-0.051
YLR315W	-0.006
YLR316C	0.003
YLR317W	-0.011
YLR318W	0.009
YLR319C	-0.002
YLR320W	0.004
YLR322W	-0.050
YLR323C	-0.019
YLR324W	-0.010
YLR325C	0.008
YLR326W	0.002
YLR327C	0.013
YLR328W	0.013
YLR330W	0.012
YLR331C	0.012
YLR334C	-0.082
YLR335W	-0.019
YLR337C	0.002
YLR338W	-0.016
YLR339C	-0.015
YLR340W	-0.003
YLR341W	-0.002
YLR342W	0.062
YLR343W	-0.003
YLR344W	-0.007
YLR345W	-0.005
YLR346C	-0.013
YLR347C	-0.007
YLR348C	-0.001
YLR349W	0.013
YLR350W	0.054
YLR351C	0.022
YLR352W	0.014
YLR353W	0.003
YLR354C	0.007
YLR355C	0.045
YLR356W	0.002
YLR357W	0.008
YLR358C	-0.023
YLR359W	0.001
YLR360W	-0.007
YLR361C	0.000
YLR362W	0.015
YLR364W	0.004
YLR365W	-0.000
YLR366W	0.002
YLR367W	0.005
YLR368W	0.023
YLR369W	0.004
YLR370C	-0.010
YLR371W	-0.001
YLR372W	-0.061
YLR373C	-0.013
YLR374C	0.021
YLR375W	-0.023
YLR376C	-0.002
YLR377C	0.034
YLR378C	-0.020
YLR379W	0.006
YLR380W	-0.001
YLR381W	-0.010
YLR382C	-0.013
YLR384C	-0.030
YLR385C	-0.011
YLR386W	0.003
YLR387C	-0.009
YLR388W	0.013
YLR389C	-0.034
YLR390W	-0.021
YLR390W-A	-0.011
YLR392C	-0.008
YLR393W	-0.014
YLR394W	-0.009
YLR395C	0.007
YLR396C	-0.009
YLR397C	0.043
YLR398C	0.015
YLR399C	-0.005
YLR400W	0.002
YLR401C	-0.011
YLR402W	0.019
YLR404W	-0.013
YLR405W	0.022
YLR406C	0.017
YLR407W	-0.074
YLR408C	-0.019
YLR409C	-0.018
YLR410W	0.014
YLR412W	0.014
YLR413W	-0.008
YLR414C	-0.009
YLR415C	-0.013
YLR416C	-0.002
YLR417W	-0.000
YLR418C	0.010
YLR420W	0.012
YLR421C	-0.044
YLR422W	0.005
YLR423C	-0.000
YLR424W	0.033
YLR425W	-0.005
YLR426W	0.015
YLR427W	0.007
YLR428C	-0.022
YLR429W	0.011
YLR430W	-0.013
YLR431C	0.006
YLR432W	-0.003
YLR434C	0.060
YLR435W	-0.008
YLR436C	-0.022
YLR437C	-0.003
YLR438C-A	-0.008
YLR438W	-0.002
YLR439W	-0.005
YLR440C	-0.012
YLR441C	0.012
YLR442C	-0.000
YLR443W	0.013
YLR444C	-0.005
YLR445W	0.006
YLR446W	0.024
YLR447C	0.029
YLR448W	-0.003
YLR449W	-0.005
YLR450W	-0.016
YLR451W	-0.015
YLR452C	-0.004
YLR453C	-0.006
YLR454W	0.008
YLR455W	0.010
YLR456W	0.007
YLR457C	0.007
YLR458W	0.012
YLR459W	0.024
YLR460C	0.010
YLR461W	-0.080
YML001W	-0.009
YML002W	0.003
YML003W	0.004
YML004C	0.010
YML005W	-0.015
YML006C	0.014
YML007W	-0.021
YML008C	-0.006
YML009C	0.018
YML009C-A	0.021
YML010W	0.005
YML009W-B	0.001
YML011C	0.006
YML012W	0.012
YML012C-A	-0.005
YML013W	-0.004
YML014W	-0.001
YML015C	-0.010
YML016C	0.010
YML017W	-0.008
YML018C	0.035
YML019W	0.012
YML020W	0.019
YML021C	0.005
YML022W	-0.013
YML023C	-0.002
YML024W	-0.004
YML025C	-0.005
YML026C	-0.000
YML027W	0.000
YML028W	-0.001
YML029W	-0.021
YML030W	0.001
YML031W	0.016
YML032C	0.007
YML034W	0.017
YML035C	-0.004
YML034C-A	0.010
YML036W	-0.005
YML037C	0.011
YML038C	-0.043
YML041C	0.014
YML042W	0.009
YML043C	0.010
YML046W	0.012
YML047C	-0.002
YML048W	0.010
YML047W-A	0.034
YML050W	-0.004
YML051W	0.029
YML053C	0.010
YML054C	0.019
YML055W	0.030
YML056C	0.028
YML057W	0.016
YML057C-A	0.014
YML058W	0.028
YML059C	0.003
YML061C	0.010
YML062C	0.027
YML063W	0.016
YML064C	0.014
YML065W	0.012
YML066C	0.017
YML067C	-0.001
YML068W	-0.012
YML069W	0.004
YML070W	0.014
YML071C	0.016
YML072C	-0.020
YML073C	0.014
YML074C	0.007
YML075C	0.002
YML076C	-0.037
YML077W	-0.019
YML078W	0.036
YML079W	0.028
YML080W	0.040
YML081W	-0.005
YML082W	0.044
YML083C	0.010
YML084W	0.010
YML085C	0.147
YML086C	0.001
YML087C	0.020
YML088W	0.010
YML089C	-0.003
YML090W	-0.010
YML091C	0.002
YML093W	-0.027
YML094W	0.002
YML095C	-0.001
YML094C-A	0.003
YML096W	0.010
YML097C	0.003
YML098W	-0.019
YML099C	-0.002
YML100W	0.007
YML099W-A	-0.016
YML101C	-0.131
YML101C-A	-0.005
YML102W	0.009
YML103C	-0.006
YML104C	-0.011
YML105C	0.014
YML106W	-0.014
YML107C	-0.007
YML108W	-0.014
YML109W	-0.009
YML110C	-0.000
YML111W	-0.001
YML112W	-0.005
YML113W	-0.006
YML114C	0.003
YML115C	0.023
YML116W	0.001
YML117W	0.003
YML116W-A	0.021
YML118W	0.000
YML119W	0.016
YML120C	0.008
YML121W	-0.050
YML122C	-0.003
YML123C	-0.005
YML124C	0.002
YML125C	-0.025
YML126C	-0.003
YML127W	0.101
YML128C	-0.008
YML129C	-0.010
YML130C	0.069
YML131W	-0.003
YMR001C	0.006
YMR003W	-0.021
YMR004W	0.019
YMR005W	-0.007
YMR006C	-0.005
YMR007W	0.015
YMR008C	-0.001
YMR009W	0.002
YMR010W	-0.015
YMR011W	0.010
YMR012W	0.001
YMR013C	0.002
YMR015C	-0.013
YMR016C	0.019
YMR017W	0.020
YMR018W	0.011
YMR019W	-0.004
YMR020W	0.002
YMR021C	0.012
YMR022W	0.018
YMR023C	0.016
YMR025W	-0.012
YMR026C	0.014
YMR027W	-0.007
YMR028W	-0.021
YMR029C	-0.009
YMR030W	0.024
YMR031C	-0.000
YMR031W-A	0.045
YMR034C	-0.001
YMR035W	0.009
YMR036C	0.027
YMR037C	0.010
YMR038C	0.007
YMR039C	-0.002
YMR042W	-0.003
YMR043W	0.035
YMR044W	0.044
YMR047C	-0.004
YMR048W	-0.007
YMR052C-A	-0.011
YMR052W	-0.003
YMR053C	0.074
YMR054W	-0.032
YMR055C	-0.007
YMR056C	-0.027
YMR057C	-0.004
YMR058W	-0.024
YMR060C	-0.003
YMR063W	-0.018
YMR064W	-0.031
YMR065W	0.018
YMR066W	-0.022
YMR067C	0.023
YMR068W	-0.002
YMR069W	-0.005
YMR070W	-0.021
YMR071C	-0.020
YMR072W	0.019
YMR073C	0.007
YMR075C-A	0.002
YMR076C	-0.005
YMR077C	-0.005
YMR078C	-0.020
YMR079W	-0.001
YMR080C	0.013
YMR081C	0.071
YMR082C	0.004
YMR083W	-0.017
YMR084W	-0.004
YMR085W	0.000
YMR086C-A	-0.013
YMR086W	-0.007
YMR087W	0.007
YMR088C	-0.016
YMR089C	-0.055
YMR090W	-0.027
YMR092C	-0.008
YMR093W	0.006
YMR094W	0.007
YMR095C	0.008
YMR096W	-0.004
YMR097C	-0.004
YMR099C	-0.011
YMR100W	-0.006
YMR101C	-0.012
YMR102C	-0.014
YMR103C	0.016
YMR104C	-0.008
YMR105C	-0.010
YMR106C	-0.005
YMR107W	-0.002
YMR108W	0.001
YMR109W	-0.012
YMR110C	-0.015
YMR111C	0.030
YMR112C	-0.010
YMR113W	-0.015
YMR114C	-0.003
YMR116C	0.034
YMR117C	-0.017
YMR118C	-0.016
YMR119W	-0.005
YMR119W-A	-0.017
YMR120C	-0.006
YMR121C	0.006
YMR122C	-0.015
YMR123W	0.001
YMR124W	0.001
YMR125W	-0.021
YMR126C	0.022
YMR127C	-0.008
YMR128W	-0.002
YMR129W	0.002
YMR130W	0.012
YMR131C	-0.004
YMR132C	0.011
YMR133W	0.001
YMR134W	0.004
YMR135C	-0.009
YMR135W-A	-0.019
YMR136W	-0.090
YMR137C	-0.010
YMR138W	0.004
YMR139W	-0.010
YMR140W	0.000
YMR141C	-0.005
YMR142C	0.009
YMR143W	-0.010
YMR144W	0.003
YMR145C	-0.021
YMR146C	0.003
YMR147W	0.009
YMR148W	0.008
YMR149W	-0.008
YMR150C	-0.009
YMR151W	-0.054
YMR152W	0.002
YMR153C-A	-0.004
YMR153W	0.004
YMR154C	0.019
YMR155W	-0.003
YMR156C	-0.001
YMR157C	-0.005
YMR158C-A	-0.000
YMR158W	-0.004
YMR158W-B	0.016
YMR159C	0.002
YMR160W	-0.000
YMR161W	-0.002
YMR162C	-0.009
YMR163C	0.008
YMR164C	-0.015
YMR165C	0.005
YMR166C	0.021
YMR167W	-0.061
YMR169C	0.002
YMR170C	-0.018
YMR171C	0.007
YMR172C-A	0.014
YMR172W	-0.004
YMR173W	-0.021
YMR173W-A	0.008
YMR174C	-0.031
YMR175W	0.005
YMR176W	-0.007
YMR177W	-0.004
YMR178W	0.003
YMR179W	-0.002
YMR180C	-0.031
YMR181C	-0.003
YMR182C	0.012
YMR183C	-0.006
YMR184W	-0.003
YMR185W	-0.012
YMR186W	-0.004
YMR187C	-0.014
YMR188C	-0.013
YMR189W	-0.092
YMR190C	-0.019
YMR191W	-0.013
YMR192W	-0.013
YMR193C-A	-0.010
YMR193W	0.028
YMR194C-A	-0.010
YMR194W	-0.007
YMR195W	-0.029
YMR196W	-0.029
YMR197C	-0.004
YMR198W	0.001
YMR199W	-0.012
YMR200W	-0.006
YMR201C	-0.044
YMR202W	-0.012
YMR203W	0.015
YMR204C	-0.018
YMR205C	-0.002
YMR206W	-0.049
YMR208W	-0.004
YMR209C	-0.008
YMR211W	0.006
YMR213W	-0.012
YMR214W	-0.003
YMR216C	0.009
YMR217W	-0.003
YMR218C	-0.005
YMR219W	-0.006
YMR220W	-0.012
YMR221C	-0.009
YMR222C	0.007
YMR223W	0.005
YMR224C	-0.071
YMR225C	-0.019
YMR226C	0.013
YMR227C	-0.011
YMR228W	-0.014
YMR229C	-0.031
YMR231W	-0.014
YMR232W	-0.014
YMR233W	-0.057
YMR234W	-0.009
YMR235C	-0.011
YMR236W	0.003
YMR237W	-0.008
YMR238W	-0.021
YMR239C	-0.016
YMR240C	-0.011
YMR241W	-0.070
YMR242C	-0.009
YMR243C	0.028
YMR244C-A	0.004
YMR244W	-0.003
YMR245W	0.019
YMR246W	0.004
YMR247C	-0.007
YMR251W	0.010
YMR251W-A	-0.008
YMR252C	-0.015
YMR253C	0.015
YMR254C	0.011
YMR255W	-0.002
YMR256C	-0.026
YMR257C	-0.022
YMR258C	0.004
YMR259C	-0.005
YMR260C	0.004
YMR261C	0.009
YMR262W	-0.015
YMR263W	-0.000
YMR264W	-0.007
YMR265C	0.024
YMR267W	0.005
YMR268C	-0.016
YMR269W	-0.008
YMR270C	0.003
YMR271C	-0.010
YMR272C	-0.011
YMR273C	-0.005
YMR274C	-0.011
YMR275C	0.006
