ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013
YJR010W	0.242	0.130	-0.252	0.155	NaN	NaN	NaN	NaN
YJR011C	-0.158	-0.072	-0.204	-0.609	NaN	NaN	NaN	NaN
YJR012C	NaN	NaN	NaN	NaN	-0.053	-0.548	0.155	-0.292
YJR013W	NaN	NaN	NaN	NaN	-0.180	-0.288	-0.072	-0.239
YJR014W	-0.234	0.520	0.939	-0.511	NaN	NaN	NaN	NaN
YJR015W	-0.281	-0.924	-1.431	-1.583	NaN	NaN	NaN	NaN
YJR016C	NaN	NaN	NaN	NaN	-0.728	-0.098	-0.582	0.747
YJR017C	NaN	NaN	NaN	NaN	-0.382	-0.300	-0.012	-0.016
YJR018W	0.232	-0.003	0.358	-0.229	NaN	NaN	NaN	NaN
YJR019C	-0.390	-0.394	-0.252	0.233	NaN	NaN	NaN	NaN
YJR020W	0.109	-0.073	-0.424	0.042	NaN	NaN	NaN	NaN
YJR021C	0.155	0.208	0.170	0.129	NaN	NaN	NaN	NaN
YJR022W	NaN	NaN	NaN	NaN	-1.134	-0.488	-0.922	-0.557
YJR023C	-0.296	-0.011	-0.298	0.034	NaN	NaN	NaN	NaN
YJR024C	0.138	0.010	0.157	-0.166	NaN	NaN	NaN	NaN
YJR025C	-0.332	0.232	-0.279	-0.272	NaN	NaN	NaN	NaN
YJR026W	0.076	0.148	0.111	0.372	NaN	NaN	NaN	NaN
YJR030C	0.278	-0.388	0.339	-0.026	NaN	NaN	NaN	NaN
YJR031C	0.799	-0.160	0.171	1.209	NaN	NaN	NaN	NaN
YJR032W	-0.055	0.068	-0.081	-0.477	NaN	NaN	NaN	NaN
YJR033C	-0.815	-0.111	1.373	0.042	NaN	NaN	NaN	NaN
YJR034W	0.819	0.219	1.354	1.314	NaN	NaN	NaN	NaN
YJR035W	0.147	-0.111	0.112	-0.288	NaN	NaN	NaN	NaN
YJR036C	0.172	0.439	-0.297	0.066	NaN	NaN	NaN	NaN
YJR037W	1.013	0.014	0.318	0.866	NaN	NaN	NaN	NaN
YJR038C	-0.262	0.108	-0.084	0.368	NaN	NaN	NaN	NaN
YJR039W	0.025	-0.147	0.124	0.459	NaN	NaN	NaN	NaN
YJR040W	-0.717	-0.390	-0.775	-0.613	NaN	NaN	NaN	NaN
YJR041C	NaN	NaN	NaN	NaN	-0.267	-0.302	-0.126	0.721
YJR042W	NaN	NaN	NaN	NaN	-0.408	-0.056	-0.054	-0.169
YJR043C	-2.302	-1.504	-1.422	-2.756	NaN	NaN	NaN	NaN
YJR044C	-0.166	0.566	-0.484	-0.128	NaN	NaN	NaN	NaN
YJR045C	NaN	NaN	NaN	NaN	-0.259	-0.336	-0.062	0.117
YJR046W	NaN	NaN	NaN	NaN	0.149	0.288	0.198	-0.179
YJR047C	0.604	-0.105	0.228	-0.094	NaN	NaN	NaN	NaN
YJR048W	0.135	-0.521	-0.108	-0.005	NaN	NaN	NaN	NaN
YJR049C	-0.008	0.455	-0.224	-0.454	NaN	NaN	NaN	NaN
YJR050W	0.213	-0.424	-0.815	0.081	NaN	NaN	NaN	NaN
YJR051W	0.100	0.350	0.048	0.019	NaN	NaN	NaN	NaN
YJR052W	0.056	-0.380	-0.209	-0.279	NaN	NaN	NaN	NaN
YJR053W	0.245	-0.121	-0.307	0.245	NaN	NaN	NaN	NaN
YJR054W	-0.035	0.317	0.246	-0.428	NaN	NaN	NaN	NaN
YJR055W	0.603	0.836	1.252	0.557	NaN	NaN	NaN	NaN
YJR056C	0.017	0.117	-0.497	0.835	NaN	NaN	NaN	NaN
YJR057W	NaN	NaN	NaN	NaN	-0.001	-0.123	-0.167	-0.312
YJR058C	-0.198	-0.523	0.170	-0.010	NaN	NaN	NaN	NaN
YJR059W	0.852	0.442	0.237	-0.340	NaN	NaN	NaN	NaN
YJR060W	0.224	0.052	0.026	0.157	NaN	NaN	NaN	NaN
YJR061W	0.141	-0.002	0.132	0.480	NaN	NaN	NaN	NaN
YJR062C	0.049	-0.047	-0.313	0.142	NaN	NaN	NaN	NaN
YJR063W	0.006	-0.252	-0.109	-0.031	NaN	NaN	NaN	NaN
YJR064W	NaN	NaN	NaN	NaN	-0.308	-0.464	-0.352	-0.316
YJR065C	NaN	NaN	NaN	NaN	-0.079	-0.077	-0.282	-0.266
YJR066W	0.845	0.164	0.144	0.766	NaN	NaN	NaN	NaN
YJR067C	NaN	NaN	NaN	NaN	-0.328	-0.720	-0.722	-0.195
YJR068W	NaN	NaN	NaN	NaN	-0.290	-0.206	-0.130	-0.440
YJR069C	-0.100	-0.533	-0.763	0.155	NaN	NaN	NaN	NaN
YJR070C	0.134	0.629	-0.413	-0.166	NaN	NaN	NaN	NaN
YJR072C	NaN	NaN	NaN	NaN	-0.046	-0.112	-0.176	-0.254
YJR073C	0.174	-0.180	0.002	-0.179	NaN	NaN	NaN	NaN
YJR074W	-0.419	0.002	-0.448	-0.483	NaN	NaN	NaN	NaN
YJR075W	-0.043	0.516	0.662	-0.436	NaN	NaN	NaN	NaN
YJR076C	NaN	NaN	NaN	NaN	-0.080	-0.210	0.482	-0.565
YJR077C	0.186	0.207	-0.053	-0.074	NaN	NaN	NaN	NaN
YJR078W	0.296	-0.076	-0.232	-0.040	NaN	NaN	NaN	NaN
YJR079W	0.270	-0.204	0.051	-0.217	NaN	NaN	NaN	NaN
YJR080C	0.174	-0.055	0.228	-0.060	NaN	NaN	NaN	NaN
YJR082C	0.122	0.142	0.412	-0.170	NaN	NaN	NaN	NaN
YJR083C	0.855	0.236	-0.938	0.063	NaN	NaN	NaN	NaN
YJR084W	-0.619	-0.400	0.486	-0.182	NaN	NaN	NaN	NaN
YJR087W	-0.340	0.096	0.005	-0.003	NaN	NaN	NaN	NaN
YJR088C	-0.403	0.043	-0.037	-0.632	NaN	NaN	NaN	NaN
YJR090C	-0.239	-0.117	0.051	-0.058	NaN	NaN	NaN	NaN
YJR091C	0.324	0.228	0.242	-0.757	NaN	NaN	NaN	NaN
YJR092W	0.034	0.118	0.072	0.066	NaN	NaN	NaN	NaN
YJR093C	NaN	NaN	NaN	NaN	0.026	-0.110	-0.034	-0.339
YJR094C	0.086	-0.011	-0.274	-0.223	NaN	NaN	NaN	NaN
YJR094W-A	0.447	0.307	-0.102	0.225	NaN	NaN	NaN	NaN
YJR095W	0.053	0.112	-0.211	0.272	NaN	NaN	NaN	NaN
YJR096W	-0.229	0.074	0.108	-0.001	NaN	NaN	NaN	NaN
YJR097W	-0.077	-0.282	-0.106	0.431	NaN	NaN	NaN	NaN
YJR098C	-0.310	0.052	-0.242	0.176	NaN	NaN	NaN	NaN
YJR099W	0.062	0.023	-0.203	0.128	NaN	NaN	NaN	NaN
YJR100C	-0.732	-0.063	-0.589	-0.244	NaN	NaN	NaN	NaN
YJR102C	-2.398	-3.857	-2.755	-3.493	NaN	NaN	NaN	NaN
YJR103W	0.148	-0.009	-0.320	-0.377	NaN	NaN	NaN	NaN
YJR104C	0.445	0.374	0.143	-0.453	NaN	NaN	NaN	NaN
YJR105W	-0.040	0.340	0.009	0.254	NaN	NaN	NaN	NaN
YJR106W	0.229	-0.200	0.035	-0.085	NaN	NaN	NaN	NaN
YJR107W	0.354	-0.227	0.247	0.027	NaN	NaN	NaN	NaN
YJR108W	0.287	0.187	0.329	-0.076	NaN	NaN	NaN	NaN
YJR109C	0.484	0.268	-0.416	0.310	NaN	NaN	NaN	NaN
YJR110W	0.008	-0.261	-0.042	0.231	NaN	NaN	NaN	NaN
YJR111C	-0.073	0.803	0.237	-0.558	NaN	NaN	NaN	NaN
YJR112W	NaN	NaN	NaN	NaN	-0.100	0.223	-0.200	-0.081
YJR113C	1.252	0.602	0.701	0.379	NaN	NaN	NaN	NaN
YJR115W	-0.114	-0.183	-0.308	0.080	NaN	NaN	NaN	NaN
YJR116W	-0.008	-0.111	-0.238	-0.208	NaN	NaN	NaN	NaN
YJR117W	0.084	-0.006	-1.733	-0.686	NaN	NaN	NaN	NaN
YJR118C	-0.421	0.125	-0.156	-0.463	NaN	NaN	NaN	NaN
YJR119C	0.000	-0.157	-0.247	0.290	NaN	NaN	NaN	NaN
YJR120W	0.036	-0.193	-0.431	-0.090	NaN	NaN	NaN	NaN
YJR121W	-0.042	0.210	0.650	-0.005	NaN	NaN	NaN	NaN
YJR122W	0.362	0.140	0.333	0.311	NaN	NaN	NaN	NaN
YJR123W	NaN	NaN	NaN	NaN	-0.734	-0.353	0.113	-0.746
YJR124C	-0.287	-0.252	0.048	0.142	NaN	NaN	NaN	NaN
YJR125C	0.052	-0.096	0.147	-0.335	NaN	NaN	NaN	NaN
YJR126C	0.212	-0.059	-0.294	-0.538	NaN	NaN	NaN	NaN
YJR127C	0.606	-0.296	-1.194	0.461	NaN	NaN	NaN	NaN
YJR128W	0.113	-0.547	-0.462	0.820	NaN	NaN	NaN	NaN
YJR129C	-0.099	-0.427	-0.042	-0.656	NaN	NaN	NaN	NaN
YJR130C	0.131	-0.179	-0.212	0.362	NaN	NaN	NaN	NaN
YJR131W	0.351	0.271	0.344	0.040	NaN	NaN	NaN	NaN
YJR133W	0.188	-0.184	0.023	-0.066	NaN	NaN	NaN	NaN
YJR134C	-0.065	-0.325	-0.426	-0.074	NaN	NaN	NaN	NaN
YJR135C	-0.051	0.485	0.275	0.006	NaN	NaN	NaN	NaN
YJR137C	-0.175	0.281	-0.087	-0.037	NaN	NaN	NaN	NaN
YJR139C	-0.241	-0.208	0.177	-0.039	NaN	NaN	NaN	NaN
YJR140C	0.234	0.597	0.109	0.094	NaN	NaN	NaN	NaN
YJR141W	NaN	NaN	NaN	NaN	-0.332	0.201	-0.122	-0.581
YJR142W	-0.483	0.009	-0.438	-0.600	NaN	NaN	NaN	NaN
YJR144W	0.138	0.160	0.236	0.100	NaN	NaN	NaN	NaN
YJR145C	-0.294	0.044	-0.099	0.096	NaN	NaN	NaN	NaN
YJR146W	0.088	0.146	0.322	-0.052	NaN	NaN	NaN	NaN
YJR147W	0.113	-0.183	0.043	0.423	NaN	NaN	NaN	NaN
YJR148W	0.287	0.175	-0.091	0.076	NaN	NaN	NaN	NaN
YJR149W	-0.559	-0.005	-0.371	-0.431	NaN	NaN	NaN	NaN
YJR150C	0.003	0.258	-0.321	0.035	NaN	NaN	NaN	NaN
YJR152W	0.130	0.130	-0.244	0.045	NaN	NaN	NaN	NaN
YJR153W	-0.244	0.480	-0.522	-0.244	NaN	NaN	NaN	NaN
YJR154W	-0.290	-0.298	-0.075	0.103	NaN	NaN	NaN	NaN
YKL001C	0.449	0.024	0.457	-0.078	NaN	NaN	NaN	NaN
YKL002W	0.792	0.631	1.080	0.825	NaN	NaN	NaN	NaN
YKL003C	0.106	0.110	-0.017	0.034	NaN	NaN	NaN	NaN
YKL004W	NaN	NaN	NaN	NaN	-0.086	-0.012	0.131	-0.263
YKL005C	-0.019	0.406	-0.392	-0.567	NaN	NaN	NaN	NaN
YKL006C-A	NaN	NaN	NaN	NaN	-0.229	-0.244	-0.028	0.136
YKL006W	0.361	0.846	-0.040	0.352	NaN	NaN	NaN	NaN
YKL007W	-0.688	-0.426	-0.092	-0.802	NaN	NaN	NaN	NaN
YKL008C	0.291	0.174	-0.204	0.427	NaN	NaN	NaN	NaN
YKL009W	-0.165	-0.059	0.390	-0.278	NaN	NaN	NaN	NaN
YKL010C	0.202	-0.011	-0.383	-0.356	NaN	NaN	NaN	NaN
YKL011C	-0.275	0.504	0.096	-0.046	NaN	NaN	NaN	NaN
YKL012W	NaN	NaN	NaN	NaN	-0.216	-0.417	-0.286	0.048
YKL013C	NaN	NaN	NaN	NaN	0.065	-0.026	-0.008	-0.145
YKL014C	NaN	NaN	NaN	NaN	-0.065	0.369	-0.097	0.326
YKL015W	0.353	0.223	0.012	0.326	NaN	NaN	NaN	NaN
YKL016C	-0.225	-0.431	0.186	-0.099	NaN	NaN	NaN	NaN
YKL017C	0.011	0.044	-0.344	-0.198	NaN	NaN	NaN	NaN
YKL018W	NaN	NaN	NaN	NaN	-0.135	-0.444	-0.495	0.270
YKL019W	NaN	NaN	NaN	NaN	-0.147	-0.487	0.150	0.063
YKL020C	-0.652	-0.063	-0.075	0.066	NaN	NaN	NaN	NaN
YKL021C	NaN	NaN	NaN	NaN	-0.124	-0.130	-0.016	-0.454
YKL022C	NaN	NaN	NaN	NaN	-0.555	-0.604	-0.081	0.350
YKL023W	-0.802	-0.318	-1.634	-1.258	NaN	NaN	NaN	NaN
YKL024C	NaN	NaN	NaN	NaN	-0.140	-0.138	-0.423	-0.596
YKL025C	-0.048	-0.230	-0.742	0.488	NaN	NaN	NaN	NaN
YKL026C	0.048	0.265	-0.045	0.338	NaN	NaN	NaN	NaN
YKL027W	0.012	0.305	-0.422	-0.361	NaN	NaN	NaN	NaN
YKL028W	NaN	NaN	NaN	NaN	-0.420	-0.332	-0.316	-0.189
YKL029C	0.117	-0.039	-0.388	0.070	NaN	NaN	NaN	NaN
YKL030W	0.003	-0.642	-0.029	-0.491	NaN	NaN	NaN	NaN
YKL031W	0.378	-0.073	0.135	-0.191	NaN	NaN	NaN	NaN
YKL032C	-0.548	-0.198	-0.282	0.431	NaN	NaN	NaN	NaN
YKL033W	NaN	NaN	NaN	NaN	-0.262	-0.689	-0.303	0.340
YKL033W-A	0.045	-0.110	-0.013	0.215	NaN	NaN	NaN	NaN
YKL034W	0.066	-0.373	0.118	-0.451	NaN	NaN	NaN	NaN
YKL035W	NaN	NaN	NaN	NaN	-0.251	-0.026	0.409	-0.024
YKL036C	-1.620	-0.240	-1.090	-0.371	NaN	NaN	NaN	NaN
YKL037W	0.020	0.121	0.188	-0.100	NaN	NaN	NaN	NaN
YKL038W	-0.253	0.297	-0.226	0.068	NaN	NaN	NaN	NaN
YKL039W	0.337	-0.054	-0.633	0.015	NaN	NaN	NaN	NaN
YKL040C	-0.375	0.213	0.195	-0.004	NaN	NaN	NaN	NaN
YKL041W	0.743	0.919	1.767	2.015	NaN	NaN	NaN	NaN
YKL042W	NaN	NaN	NaN	NaN	0.101	-0.053	-0.116	0.304
YKL043W	0.243	0.565	-0.362	-0.325	NaN	NaN	NaN	NaN
YKL044W	0.486	-0.277	-0.210	0.504	NaN	NaN	NaN	NaN
YKL045W	NaN	NaN	NaN	NaN	-0.057	0.209	0.376	0.017
YKL046C	1.443	0.677	-0.616	0.177	NaN	NaN	NaN	NaN
YKL047W	0.100	-0.348	-0.277	-0.156	NaN	NaN	NaN	NaN
YKL048C	-0.034	-0.395	-0.594	-0.172	NaN	NaN	NaN	NaN
YKL049C	NaN	NaN	NaN	NaN	-0.334	-0.278	-0.792	-0.435
YKL050C	0.303	0.377	0.154	0.346	NaN	NaN	NaN	NaN
YKL051W	0.078	-0.070	-0.564	0.273	NaN	NaN	NaN	NaN
YKL052C	NaN	NaN	NaN	NaN	-0.320	-0.892	0.793	-0.282
YKL053C-A	0.733	0.669	0.434	0.375	NaN	NaN	NaN	NaN
YKL053W	-0.984	-0.688	-1.786	-1.641	NaN	NaN	NaN	NaN
YKL054C	0.332	0.035	0.237	0.038	NaN	NaN	NaN	NaN
YKL055C	0.083	0.057	0.243	0.065	NaN	NaN	NaN	NaN
YKL056C	0.083	-0.082	-0.522	0.092	NaN	NaN	NaN	NaN
YKL057C	0.032	0.097	0.472	-0.275	NaN	NaN	NaN	NaN
YKL058W	NaN	NaN	NaN	NaN	-0.146	-0.266	0.197	0.009
YKL059C	NaN	NaN	NaN	NaN	0.012	0.154	0.041	-0.225
YKL060C	NaN	NaN	NaN	NaN	0.280	0.285	0.316	0.449
YKL061W	-0.983	-0.155	-0.392	-0.734	NaN	NaN	NaN	NaN
YKL062W	0.172	0.124	-0.121	-0.284	NaN	NaN	NaN	NaN
YKL063C	-0.441	0.685	0.444	-0.900	NaN	NaN	NaN	NaN
YKL064W	-0.020	0.463	-0.037	-0.140	NaN	NaN	NaN	NaN
YKL065C	0.494	-0.015	0.264	0.012	NaN	NaN	NaN	NaN
YKL066W	0.050	-0.030	0.166	-0.433	NaN	NaN	NaN	NaN
YKL067W	-0.331	-0.254	0.025	-0.754	NaN	NaN	NaN	NaN
YKL068W	-0.054	-0.021	-0.316	0.228	NaN	NaN	NaN	NaN
YKL069W	0.290	-0.406	-0.079	0.437	NaN	NaN	NaN	NaN
YKL070W	-0.084	0.003	-0.455	0.006	NaN	NaN	NaN	NaN
YKL071W	-0.275	0.077	0.075	0.080	NaN	NaN	NaN	NaN
YKL072W	-0.070	-0.383	0.091	-0.878	NaN	NaN	NaN	NaN
YKL073W	0.151	0.085	-0.107	-0.092	NaN	NaN	NaN	NaN
YKL074C	-0.836	-0.483	-1.033	-0.800	NaN	NaN	NaN	NaN
YKL075C	0.049	0.487	-0.219	-0.336	NaN	NaN	NaN	NaN
YKL076C	0.314	0.298	0.476	0.108	NaN	NaN	NaN	NaN
YKL077W	0.513	0.727	0.935	-0.077	NaN	NaN	NaN	NaN
YKL078W	NaN	NaN	NaN	NaN	-0.473	0.365	-0.553	-0.244
YKL079W	0.248	0.487	-0.036	-0.113	NaN	NaN	NaN	NaN
YKL080W	-0.053	-0.047	0.305	0.029	NaN	NaN	NaN	NaN
YKL081W	0.174	0.199	-0.118	0.128	NaN	NaN	NaN	NaN
YKL082C	NaN	NaN	NaN	NaN	-0.401	-0.485	0.100	-0.140
YKL083W	0.293	-0.169	0.123	-0.148	NaN	NaN	NaN	NaN
YKL084W	-0.099	-0.348	-0.256	-0.119	NaN	NaN	NaN	NaN
YKL085W	0.287	-0.082	0.082	0.329	NaN	NaN	NaN	NaN
YKL086W	-0.517	-0.262	-0.040	-0.413	NaN	NaN	NaN	NaN
YKL087C	0.207	-0.187	0.357	0.106	NaN	NaN	NaN	NaN
YKL088W	NaN	NaN	NaN	NaN	0.061	-0.263	-0.222	-0.177
YKL089W	NaN	NaN	NaN	NaN	-0.789	-0.486	-0.693	0.148
YKL090W	0.129	0.161	0.394	0.110	NaN	NaN	NaN	NaN
YKL091C	0.014	-0.205	-0.430	-0.226	NaN	NaN	NaN	NaN
YKL092C	-0.206	0.105	0.634	-0.397	NaN	NaN	NaN	NaN
YKL093W	0.171	0.297	0.357	0.160	NaN	NaN	NaN	NaN
YKL094W	-0.050	0.527	0.145	-0.469	NaN	NaN	NaN	NaN
YKL095W	NaN	NaN	NaN	NaN	0.045	-0.078	-0.123	-0.084
YKL096W	0.280	0.259	0.272	0.164	NaN	NaN	NaN	NaN
YKL096W-A	-0.098	-0.013	-0.052	-0.352	NaN	NaN	NaN	NaN
YKL097C	0.327	0.207	0.349	-0.183	NaN	NaN	NaN	NaN
YKL098W	-0.047	0.075	-0.234	-0.133	NaN	NaN	NaN	NaN
YKL099C	NaN	NaN	NaN	NaN	0.239	0.307	-0.058	0.312
YKL100C	0.063	0.002	0.026	0.068	NaN	NaN	NaN	NaN
YKL101W	-0.327	-0.321	-0.135	-0.391	NaN	NaN	NaN	NaN
YKL102C	0.107	0.497	-0.335	0.729	NaN	NaN	NaN	NaN
YKL103C	-0.141	-0.182	0.055	0.276	NaN	NaN	NaN	NaN
YKL104C	NaN	NaN	NaN	NaN	0.033	0.138	-0.904	-0.096
YKL105C	-0.070	0.311	-0.046	0.274	NaN	NaN	NaN	NaN
YKL106W	0.233	0.086	0.238	0.290	NaN	NaN	NaN	NaN
YKL107W	-0.260	0.100	0.053	0.046	NaN	NaN	NaN	NaN
YKL108W	NaN	NaN	NaN	NaN	-0.106	0.315	0.065	0.020
YKL109W	0.216	-0.358	-0.119	0.053	NaN	NaN	NaN	NaN
YKL110C	-1.811	-0.373	-1.073	-0.841	NaN	NaN	NaN	NaN
YKL111C	-0.105	0.300	0.299	0.262	NaN	NaN	NaN	NaN
YKL112W	NaN	NaN	NaN	NaN	-0.162	0.236	-0.077	0.129
YKL113C	-0.131	-0.731	-0.136	0.357	NaN	NaN	NaN	NaN
YKL114C	0.125	-0.402	0.175	-0.028	NaN	NaN	NaN	NaN
YKL115C	-0.095	0.015	-0.185	-0.881	NaN	NaN	NaN	NaN
YKL116C	0.025	-0.404	0.210	0.220	NaN	NaN	NaN	NaN
YKL117W	-0.332	-0.273	0.116	-0.033	NaN	NaN	NaN	NaN
YKL118W	0.106	0.012	-0.040	-0.282	NaN	NaN	NaN	NaN
YKL119C	0.284	-0.406	0.270	-0.309	NaN	NaN	NaN	NaN
YKL120W	0.079	-0.576	-0.418	0.245	NaN	NaN	NaN	NaN
YKL121W	0.699	-0.138	-0.375	0.186	NaN	NaN	NaN	NaN
YKL122C	NaN	NaN	NaN	NaN	0.124	-0.118	0.545	-0.109
YKL123W	-0.201	0.222	-0.536	-0.250	NaN	NaN	NaN	NaN
YKL124W	-0.178	-0.053	0.112	-0.335	NaN	NaN	NaN	NaN
YKL125W	NaN	NaN	NaN	NaN	-0.151	0.355	0.104	0.159
YKL126W	0.406	0.415	0.442	-0.012	NaN	NaN	NaN	NaN
YKL127W	-0.393	0.183	-0.080	-0.097	NaN	NaN	NaN	NaN
YKL128C	-0.299	0.290	-0.220	-0.361	NaN	NaN	NaN	NaN
YKL129C	0.039	0.227	-0.064	-0.264	NaN	NaN	NaN	NaN
YKL130C	0.148	-0.016	-0.036	0.819	NaN	NaN	NaN	NaN
YKL131W	-0.560	-0.143	0.132	-0.623	NaN	NaN	NaN	NaN
YKL132C	-0.038	-0.244	0.178	-0.492	NaN	NaN	NaN	NaN
YKL133C	-0.114	-0.002	0.604	-0.184	NaN	NaN	NaN	NaN
YKL134C	0.280	-0.153	0.291	-0.085	NaN	NaN	NaN	NaN
YKL135C	-0.512	-0.257	-0.140	-0.132	NaN	NaN	NaN	NaN
YKL136W	-1.216	-0.117	-0.033	-0.566	NaN	NaN	NaN	NaN
YKL137W	-0.115	-0.062	0.392	-0.148	NaN	NaN	NaN	NaN
YKL138C	0.251	0.406	0.614	-0.099	NaN	NaN	NaN	NaN
YKL139W	0.490	0.530	0.664	0.523	NaN	NaN	NaN	NaN
YKL140W	0.181	0.383	-0.026	-0.228	NaN	NaN	NaN	NaN
YKL141W	NaN	NaN	NaN	NaN	-0.053	-0.290	-0.957	-0.141
YKL142W	0.088	0.298	-0.186	-0.249	NaN	NaN	NaN	NaN
YKL143W	-0.142	0.279	0.917	-1.660	NaN	NaN	NaN	NaN
YKL144C	NaN	NaN	NaN	NaN	0.043	-0.208	-0.455	-0.129
YKL145W	NaN	NaN	NaN	NaN	-0.141	0.120	-0.167	-0.726
YKL146W	-0.032	-0.029	0.067	-0.266	NaN	NaN	NaN	NaN
YKL147C	-0.063	0.081	0.369	0.199	NaN	NaN	NaN	NaN
YKL148C	0.007	-0.049	0.030	-0.104	NaN	NaN	NaN	NaN
YKL149C	-0.039	0.463	-0.300	-0.708	NaN	NaN	NaN	NaN
YKL150W	0.008	-0.074	0.651	0.401	NaN	NaN	NaN	NaN
YKL151C	-0.543	-0.004	-0.777	-0.269	NaN	NaN	NaN	NaN
YKL152C	NaN	NaN	NaN	NaN	-0.013	-0.070	-0.153	-0.788
YKL153W	-1.060	-0.343	-0.327	-0.453	NaN	NaN	NaN	NaN
YKL154W	NaN	NaN	NaN	NaN	0.070	0.058	0.376	-0.116
YKL155C	0.317	0.629	0.520	0.294	NaN	NaN	NaN	NaN
YKL156W	-0.871	-0.078	-0.589	-0.122	NaN	NaN	NaN	NaN
YKL157W	0.290	0.341	-0.139	-0.347	NaN	NaN	NaN	NaN
YKL158W	0.075	-0.441	-0.166	0.180	NaN	NaN	NaN	NaN
YKL159C	0.044	-0.018	0.544	-0.173	NaN	NaN	NaN	NaN
YKL160W	0.343	-0.024	0.194	1.048	NaN	NaN	NaN	NaN
YKL161C	0.097	0.650	-0.476	-0.177	NaN	NaN	NaN	NaN
YKL162C	-0.001	0.144	-0.215	-0.013	NaN	NaN	NaN	NaN
YKL162C-A	0.087	0.042	-0.045	0.232	NaN	NaN	NaN	NaN
YKL163W	0.015	-0.419	-0.452	0.435	NaN	NaN	NaN	NaN
YKL164C	-0.036	0.031	-0.330	0.303	NaN	NaN	NaN	NaN
YKL165C	NaN	NaN	NaN	NaN	-0.213	0.188	-0.416	-0.228
YKL166C	0.193	0.323	0.452	-0.153	NaN	NaN	NaN	NaN
YKL167C	-0.179	0.128	-0.380	-0.382	NaN	NaN	NaN	NaN
YKL168C	0.198	-0.198	0.065	-0.357	NaN	NaN	NaN	NaN
YKL169C	0.155	0.353	0.195	-0.457	NaN	NaN	NaN	NaN
YKL170W	0.837	0.087	0.920	-0.446	NaN	NaN	NaN	NaN
YKL171W	0.019	-0.746	0.347	-0.296	NaN	NaN	NaN	NaN
YKL172W	NaN	NaN	NaN	NaN	-0.054	0.382	-0.153	-0.137
YKL173W	NaN	NaN	NaN	NaN	-0.052	-0.339	0.190	-0.416
YKL174C	-0.408	0.025	0.014	-0.335	NaN	NaN	NaN	NaN
YKL175W	0.019	0.103	-0.004	-0.226	NaN	NaN	NaN	NaN
YKL176C	0.279	0.417	0.362	0.154	NaN	NaN	NaN	NaN
YKL177W	-0.063	-0.105	-0.505	0.447	NaN	NaN	NaN	NaN
YKL178C	0.297	-0.533	0.640	-0.163	NaN	NaN	NaN	NaN
YKL179C	0.146	0.023	-0.149	-0.521	NaN	NaN	NaN	NaN
YKL180W	NaN	NaN	NaN	NaN	-3.096	-2.888	-1.316	-1.004
YKL181W	0.084	-0.259	0.398	-0.460	NaN	NaN	NaN	NaN
YKL182W	NaN	NaN	NaN	NaN	-0.361	0.192	-0.240	-0.408
YKL183W	0.244	-0.365	0.066	0.071	NaN	NaN	NaN	NaN
YKL184W	0.007	-0.248	-0.289	0.043	NaN	NaN	NaN	NaN
YKL185W	-0.532	-0.416	-0.725	-0.466	NaN	NaN	NaN	NaN
YKL186C	NaN	NaN	NaN	NaN	-0.157	-0.398	-0.378	-0.489
YKL187C	-0.040	-0.225	0.350	-0.420	NaN	NaN	NaN	NaN
YKL188C	0.138	0.323	-0.268	0.071	NaN	NaN	NaN	NaN
YKL189W	NaN	NaN	NaN	NaN	-0.063	-0.063	-0.217	0.132
YKL190W	-0.591	-0.367	0.199	-0.902	NaN	NaN	NaN	NaN
YKL191W	-0.011	0.370	0.086	0.048	NaN	NaN	NaN	NaN
YKL192C	NaN	NaN	NaN	NaN	-0.292	-0.333	-0.106	-0.214
YKL193C	NaN	NaN	NaN	NaN	-1.163	-0.422	-1.154	-0.371
YKL194C	0.019	-0.122	0.251	0.362	NaN	NaN	NaN	NaN
YKL195W	NaN	NaN	NaN	NaN	-0.324	-0.123	0.227	-0.041
YKL196C	NaN	NaN	NaN	NaN	-1.026	-0.829	0.654	-1.138
YKL197C	0.196	-0.245	-0.946	-0.586	NaN	NaN	NaN	NaN
YKL198C	0.009	0.411	-0.202	0.504	NaN	NaN	NaN	NaN
YKL199C	0.290	0.177	-0.043	-0.121	NaN	NaN	NaN	NaN
YKL201C	0.800	0.236	0.021	0.692	NaN	NaN	NaN	NaN
YKL202W	0.459	0.226	-0.506	0.132	NaN	NaN	NaN	NaN
