ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013
YAL039C	0.082	0.182	0.089	-0.384	NaN	NaN	NaN	NaN
YAL040C	-0.506	-0.462	-0.454	-0.952	NaN	NaN	NaN	NaN
YAL041W	NaN	NaN	NaN	NaN	0.028	0.427	1.149	0.451
YAL042W	0.066	0.062	0.196	0.102	NaN	NaN	NaN	NaN
YAL043C	NaN	NaN	NaN	NaN	0.350	-0.557	-0.023	-0.202
YAL043C-A	0.347	0.097	-0.059	0.030	NaN	NaN	NaN	NaN
YAL044C	0.046	-0.087	0.367	0.199	NaN	NaN	NaN	NaN
YAL045C	0.143	0.060	0.005	-0.155	NaN	NaN	NaN	NaN
YAL046C	0.169	-0.010	-0.163	0.404	NaN	NaN	NaN	NaN
YAL047C	0.452	0.005	0.315	-0.184	NaN	NaN	NaN	NaN
YAL048C	-0.222	-0.012	0.320	-0.046	NaN	NaN	NaN	NaN
YAL049C	0.314	0.096	-0.116	-0.241	NaN	NaN	NaN	NaN
YAL051W	0.322	-0.622	-0.330	0.337	NaN	NaN	NaN	NaN
YAL053W	-0.001	-0.015	0.144	-0.212	NaN	NaN	NaN	NaN
YAL054C	-0.026	-0.237	-0.241	-0.678	NaN	NaN	NaN	NaN
YAL055W	0.454	-0.007	-0.144	-0.180	NaN	NaN	NaN	NaN
YAL056W	-0.039	-0.261	-0.126	-0.198	NaN	NaN	NaN	NaN
YAL058C-A	-0.171	-0.016	-0.405	-0.581	NaN	NaN	NaN	NaN
YAL058W	-0.059	-0.076	-0.196	-0.433	NaN	NaN	NaN	NaN
YAL059W	0.536	-0.509	0.525	-0.155	NaN	NaN	NaN	NaN
YAL060W	0.110	-0.069	-0.085	0.058	NaN	NaN	NaN	NaN
YAL061W	0.089	0.240	0.118	0.288	NaN	NaN	NaN	NaN
YAL062W	0.419	-0.157	-0.233	-0.015	NaN	NaN	NaN	NaN
YAL064C-A	0.182	0.134	-0.365	-0.355	NaN	NaN	NaN	NaN
YAL065C	0.291	0.027	0.470	0.526	NaN	NaN	NaN	NaN
YAL066W	0.012	0.246	-0.045	0.336	NaN	NaN	NaN	NaN
YAL067C	0.378	0.258	0.256	-0.117	NaN	NaN	NaN	NaN
YAL068C	-0.349	0.122	0.104	-0.359	NaN	NaN	NaN	NaN
YAR002C-A	0.072	-0.218	-0.180	0.408	NaN	NaN	NaN	NaN
YAR002W	0.068	0.083	0.177	-0.307	NaN	NaN	NaN	NaN
YAR003W	0.137	-0.654	0.318	0.162	NaN	NaN	NaN	NaN
YAR007C	NaN	NaN	NaN	NaN	-0.125	-0.397	0.334	0.386
YAR008W	NaN	NaN	NaN	NaN	-0.034	-0.176	0.039	0.171
YAR014C	0.486	0.225	0.019	-0.011	NaN	NaN	NaN	NaN
YAR015W	0.013	0.150	-0.015	-0.066	NaN	NaN	NaN	NaN
YAR018C	0.236	-0.214	-0.274	0.015	NaN	NaN	NaN	NaN
YAR019C	NaN	NaN	NaN	NaN	-0.061	-0.316	-0.036	0.333
YAR020C	0.588	0.015	0.181	0.166	NaN	NaN	NaN	NaN
YAR023C	0.300	-0.205	0.117	-0.017	NaN	NaN	NaN	NaN
YAR027W	0.208	-0.020	-0.048	-0.342	NaN	NaN	NaN	NaN
YAR028W	0.330	0.051	0.270	-0.421	NaN	NaN	NaN	NaN
YAR029W	0.349	0.082	-0.317	0.280	NaN	NaN	NaN	NaN
YAR030C	0.133	-0.131	-0.333	0.049	NaN	NaN	NaN	NaN
YAR031W	0.110	0.390	-0.196	0.256	NaN	NaN	NaN	NaN
YAR035W	0.259	-0.280	0.049	0.233	NaN	NaN	NaN	NaN
YAR042W	-0.009	-0.715	-0.449	-0.121	NaN	NaN	NaN	NaN
YAR044W	0.150	-0.367	-0.109	-0.625	NaN	NaN	NaN	NaN
YAR047C	0.651	0.252	-0.073	0.656	NaN	NaN	NaN	NaN
YAR050W	0.175	-0.134	0.518	0.065	NaN	NaN	NaN	NaN
YBL001C	-0.167	-0.360	-0.096	-0.187	NaN	NaN	NaN	NaN
YBL002W	-0.024	-0.051	-0.391	0.251	NaN	NaN	NaN	NaN
YBL003C	0.013	0.490	0.135	0.061	NaN	NaN	NaN	NaN
YBL004W	NaN	NaN	NaN	NaN	-0.287	-0.060	-0.573	-0.135
YBL005W	0.027	-0.193	0.152	-0.154	NaN	NaN	NaN	NaN
YBL006C	0.176	0.407	0.419	-0.195	NaN	NaN	NaN	NaN
YBL007C	-0.245	0.475	0.490	-0.549	NaN	NaN	NaN	NaN
YBL008W	-0.049	-0.069	0.143	-0.021	NaN	NaN	NaN	NaN
YBL009W	-0.130	-0.124	-0.242	0.043	NaN	NaN	NaN	NaN
YBL010C	-0.393	-0.248	-0.771	-0.537	NaN	NaN	NaN	NaN
YBL011W	0.349	0.410	0.179	-0.473	NaN	NaN	NaN	NaN
YBL012C	-0.065	0.127	0.294	-0.437	NaN	NaN	NaN	NaN
YBL013W	0.361	-0.033	0.362	0.076	NaN	NaN	NaN	NaN
YBL014C	NaN	NaN	NaN	NaN	-0.170	-0.466	-0.221	-0.337
YBL015W	-0.188	-0.800	-0.090	-0.365	NaN	NaN	NaN	NaN
YBL016W	-0.432	0.394	0.209	-0.019	NaN	NaN	NaN	NaN
YBL017C	0.167	0.239	0.125	-0.261	NaN	NaN	NaN	NaN
YBL018C	NaN	NaN	NaN	NaN	-0.120	0.142	-0.539	0.087
YBL019W	-0.174	0.013	-0.249	-0.212	NaN	NaN	NaN	NaN
YBL020W	NaN	NaN	NaN	NaN	-0.307	-0.436	-0.959	0.437
YBL021C	-0.473	-0.153	-0.099	0.509	NaN	NaN	NaN	NaN
YBL022C	0.260	0.248	-0.218	-0.273	NaN	NaN	NaN	NaN
YBL023C	NaN	NaN	NaN	NaN	-0.140	-0.388	-0.586	-0.462
YBL024W	0.521	-0.916	-0.441	-0.867	NaN	NaN	NaN	NaN
YBL025W	-0.268	0.314	-0.619	-0.222	NaN	NaN	NaN	NaN
YBL026W	NaN	NaN	NaN	NaN	0.793	-0.070	0.037	-0.099
YBL027W	0.497	0.428	0.548	-0.013	NaN	NaN	NaN	NaN
YBL028C	-0.417	-0.474	-0.656	0.065	NaN	NaN	NaN	NaN
YBL029W	-0.110	0.027	0.020	0.217	NaN	NaN	NaN	NaN
YBL030C	NaN	NaN	NaN	NaN	-0.163	-0.012	0.421	-0.429
YBL031W	-0.161	-0.837	0.047	-0.860	NaN	NaN	NaN	NaN
YBL032W	-0.621	-0.155	-0.578	-0.550	NaN	NaN	NaN	NaN
YBL033C	0.150	0.315	0.374	-0.498	NaN	NaN	NaN	NaN
YBL034C	NaN	NaN	NaN	NaN	-0.184	-0.337	-0.260	0.169
YBL035C	NaN	NaN	NaN	NaN	-0.231	-0.648	-0.603	0.106
YBL036C	-0.349	-0.176	0.493	-0.781	NaN	NaN	NaN	NaN
YBL037W	-0.227	-0.587	0.005	-0.284	NaN	NaN	NaN	NaN
YBL038W	-0.127	-0.172	0.010	-0.146	NaN	NaN	NaN	NaN
YBL039C	0.012	-0.238	-0.088	0.065	NaN	NaN	NaN	NaN
YBL040C	NaN	NaN	NaN	NaN	-0.647	0.222	-0.196	0.248
YBL041W	NaN	NaN	NaN	NaN	0.033	-0.436	0.623	0.288
YBL042C	0.122	0.215	0.292	0.292	NaN	NaN	NaN	NaN
YBL043W	-0.054	0.339	-0.578	0.053	NaN	NaN	NaN	NaN
YBL044W	0.570	0.502	0.110	0.552	NaN	NaN	NaN	NaN
YBL045C	0.342	0.043	0.121	-0.135	NaN	NaN	NaN	NaN
YBL046W	-0.326	-0.505	-0.406	-0.650	NaN	NaN	NaN	NaN
YBL047C	-0.225	-1.031	-1.255	-1.142	NaN	NaN	NaN	NaN
YBL048W	-0.232	-1.221	-0.336	-0.270	NaN	NaN	NaN	NaN
YBL049W	0.068	-0.139	0.174	-0.016	NaN	NaN	NaN	NaN
YBL050W	NaN	NaN	NaN	NaN	-0.774	-0.109	0.291	0.882
YBL051C	-0.348	0.351	-0.236	-0.741	NaN	NaN	NaN	NaN
YBL052C	0.133	0.028	-0.149	-0.047	NaN	NaN	NaN	NaN
YBL053W	0.287	0.244	-0.102	0.033	NaN	NaN	NaN	NaN
YBL054W	-0.040	0.024	0.194	0.327	NaN	NaN	NaN	NaN
YBL055C	0.056	-0.566	-0.032	0.011	NaN	NaN	NaN	NaN
YBL056W	0.362	-0.370	0.140	0.084	NaN	NaN	NaN	NaN
YBL057C	0.011	-0.221	0.023	0.159	NaN	NaN	NaN	NaN
YBL058W	-0.034	0.184	0.016	0.004	NaN	NaN	NaN	NaN
YBL059W	0.156	0.023	0.280	0.685	NaN	NaN	NaN	NaN
YBL060W	-0.318	-0.625	-0.136	0.149	NaN	NaN	NaN	NaN
YBL061C	-0.054	-0.055	0.253	-0.188	NaN	NaN	NaN	NaN
YBL062W	-0.473	0.126	0.330	-0.150	NaN	NaN	NaN	NaN
YBL063W	-0.072	0.072	-0.089	0.363	NaN	NaN	NaN	NaN
YBL064C	-0.374	-0.267	-0.669	-0.091	NaN	NaN	NaN	NaN
YBL065W	-0.046	-0.014	0.197	0.118	NaN	NaN	NaN	NaN
YBL066C	-0.223	-0.229	0.342	0.025	NaN	NaN	NaN	NaN
YBL067C	-0.119	0.155	0.245	-0.275	NaN	NaN	NaN	NaN
YBL068W	0.095	-0.535	0.025	0.125	NaN	NaN	NaN	NaN
YBL069W	0.193	-0.047	-0.035	-0.130	NaN	NaN	NaN	NaN
YBL070C	0.241	-0.111	0.116	0.582	NaN	NaN	NaN	NaN
YBL071C	-0.467	-0.428	-1.014	0.249	NaN	NaN	NaN	NaN
YBL072C	0.808	0.136	1.184	1.929	NaN	NaN	NaN	NaN
YBL073W	0.143	-0.272	-0.258	-0.261	NaN	NaN	NaN	NaN
YBL074C	NaN	NaN	NaN	NaN	-0.542	-0.763	-0.560	-0.224
YBL075C	0.025	0.081	-0.076	0.009	NaN	NaN	NaN	NaN
YBL076C	NaN	NaN	NaN	NaN	-0.544	-0.742	0.261	-0.122
YBL077W	0.009	-0.797	0.949	-0.017	NaN	NaN	NaN	NaN
YBL078C	-0.191	-0.179	-0.343	0.665	NaN	NaN	NaN	NaN
YBL079W	0.606	-0.039	0.474	1.156	NaN	NaN	NaN	NaN
YBL080C	0.129	0.154	0.171	0.260	NaN	NaN	NaN	NaN
YBL081W	-0.368	-0.527	-0.374	-0.366	NaN	NaN	NaN	NaN
YBL082C	-1.298	-1.259	-0.599	-1.406	NaN	NaN	NaN	NaN
YBL083C	-0.147	-0.561	0.023	-0.577	NaN	NaN	NaN	NaN
YBL084C	NaN	NaN	NaN	NaN	0.057	-0.288	-0.045	0.336
YBL085W	-0.237	-0.067	-0.079	0.062	NaN	NaN	NaN	NaN
YBL086C	-0.038	-0.143	-0.086	-0.190	NaN	NaN	NaN	NaN
YBL087C	0.346	0.246	0.582	0.757	NaN	NaN	NaN	NaN
YBL088C	0.071	-0.363	0.047	-0.465	NaN	NaN	NaN	NaN
YBL089W	1.414	0.282	0.770	0.825	NaN	NaN	NaN	NaN
YBL090W	0.110	0.152	0.017	-0.191	NaN	NaN	NaN	NaN
YBL091C	0.041	-0.017	-0.042	0.266	NaN	NaN	NaN	NaN
YBL091C-A	0.259	0.217	-0.074	0.226	NaN	NaN	NaN	NaN
YBL092W	NaN	NaN	NaN	NaN	0.795	0.178	-0.079	0.170
YBL093C	0.222	-0.219	0.222	-0.391	NaN	NaN	NaN	NaN
YBL094C	-0.468	-0.280	-0.583	-1.035	NaN	NaN	NaN	NaN
YBL095W	0.224	-0.437	0.148	-0.397	NaN	NaN	NaN	NaN
YBL096C	0.127	-0.081	0.156	0.328	NaN	NaN	NaN	NaN
YBL097W	NaN	NaN	NaN	NaN	-0.926	-0.371	-0.087	1.350
YBL098W	0.206	0.117	0.430	-0.219	NaN	NaN	NaN	NaN
YBL099W	0.139	0.412	0.457	0.071	NaN	NaN	NaN	NaN
YBL100C	0.239	0.111	0.159	-0.040	NaN	NaN	NaN	NaN
YBL101C	0.857	0.021	-1.043	1.345	NaN	NaN	NaN	NaN
YBL102W	0.325	0.170	-0.005	0.274	NaN	NaN	NaN	NaN
YBL103C	-0.091	0.005	-0.417	0.949	NaN	NaN	NaN	NaN
YBL104C	0.657	0.002	0.520	0.102	NaN	NaN	NaN	NaN
YBL105C	NaN	NaN	NaN	NaN	0.348	-0.074	0.155	0.075
YBL106C	0.287	0.194	-0.173	0.328	NaN	NaN	NaN	NaN
YBL107C	0.167	-0.111	0.084	0.217	NaN	NaN	NaN	NaN
YBR001C	-0.108	0.333	-0.303	-0.193	NaN	NaN	NaN	NaN
YBR002C	NaN	NaN	NaN	NaN	-0.260	-0.147	-0.146	0.029
YBR003W	0.264	0.396	0.346	0.196	NaN	NaN	NaN	NaN
YBR004C	NaN	NaN	NaN	NaN	-0.039	-0.588	0.280	-0.266
YBR005W	0.215	-0.094	-0.052	0.020	NaN	NaN	NaN	NaN
YBR006W	-1.682	-1.018	-1.588	-2.556	NaN	NaN	NaN	NaN
YBR007C	0.302	0.293	-0.163	0.104	NaN	NaN	NaN	NaN
YBR008C	-0.367	-0.011	-0.054	0.150	NaN	NaN	NaN	NaN
YBR009C	-0.246	-0.633	-0.176	-0.267	NaN	NaN	NaN	NaN
YBR010W	0.256	0.153	0.533	-0.028	NaN	NaN	NaN	NaN
YBR011C	NaN	NaN	NaN	NaN	-0.174	0.102	-0.260	-0.328
YBR012C	-0.037	0.605	-0.342	1.131	NaN	NaN	NaN	NaN
YBR013C	0.103	-0.059	0.259	-0.202	NaN	NaN	NaN	NaN
YBR014C	0.011	-0.067	-0.140	0.280	NaN	NaN	NaN	NaN
YBR015C	-0.279	-0.099	0.338	-0.435	NaN	NaN	NaN	NaN
YBR016W	0.023	-0.757	0.229	-0.375	NaN	NaN	NaN	NaN
YBR017C	0.057	0.310	0.197	-0.103	NaN	NaN	NaN	NaN
YBR018C	0.214	0.335	0.151	0.223	NaN	NaN	NaN	NaN
YBR019C	0.199	0.152	-0.110	0.201	NaN	NaN	NaN	NaN
YBR020W	0.143	0.326	0.692	0.071	NaN	NaN	NaN	NaN
YBR021W	-0.223	0.198	-0.028	-0.533	NaN	NaN	NaN	NaN
YBR022W	0.108	-0.139	-0.087	-0.230	NaN	NaN	NaN	NaN
YBR023C	0.203	0.173	0.137	-0.557	NaN	NaN	NaN	NaN
YBR024W	-0.281	0.370	0.445	-0.465	NaN	NaN	NaN	NaN
YBR025C	-0.362	-0.136	-0.284	-0.965	NaN	NaN	NaN	NaN
YBR026C	0.139	0.108	0.196	0.100	NaN	NaN	NaN	NaN
YBR027C	-0.096	0.055	-0.212	0.283	NaN	NaN	NaN	NaN
YBR028C	0.053	0.123	-0.159	0.610	NaN	NaN	NaN	NaN
YBR029C	NaN	NaN	NaN	NaN	0.080	0.135	-0.055	-0.214
YBR030W	0.468	0.245	0.432	-0.002	NaN	NaN	NaN	NaN
YBR031W	0.142	0.070	0.098	0.310	NaN	NaN	NaN	NaN
YBR032W	0.317	0.031	-0.003	0.038	NaN	NaN	NaN	NaN
YBR033W	-0.279	-0.029	-0.564	0.357	NaN	NaN	NaN	NaN
YBR034C	-0.093	-0.026	0.220	-0.063	NaN	NaN	NaN	NaN
YBR035C	0.019	0.126	0.331	-0.019	NaN	NaN	NaN	NaN
YBR036C	-0.020	0.024	-0.479	-0.117	NaN	NaN	NaN	NaN
YBR037C	0.243	0.597	0.124	0.336	NaN	NaN	NaN	NaN
YBR038W	NaN	NaN	NaN	NaN	-0.193	-0.161	0.050	0.178
YBR039W	0.980	0.505	0.653	0.721	NaN	NaN	NaN	NaN
YBR040W	-0.151	-0.045	-0.234	0.122	NaN	NaN	NaN	NaN
YBR041W	-0.150	0.284	-0.606	0.197	NaN	NaN	NaN	NaN
YBR042C	-0.575	0.621	0.356	-0.669	NaN	NaN	NaN	NaN
YBR043C	0.034	-0.228	-0.328	-0.028	NaN	NaN	NaN	NaN
YBR044C	-0.657	-0.120	0.144	-0.514	NaN	NaN	NaN	NaN
YBR045C	0.045	-0.099	0.372	0.264	NaN	NaN	NaN	NaN
YBR046C	-0.023	-0.438	0.197	0.183	NaN	NaN	NaN	NaN
YBR047W	0.163	-0.066	-0.201	0.014	NaN	NaN	NaN	NaN
YBR048W	-0.990	-0.345	0.319	-0.443	NaN	NaN	NaN	NaN
YBR049C	NaN	NaN	NaN	NaN	-0.064	-0.008	0.463	0.033
YBR050C	0.381	-0.079	-0.209	0.113	NaN	NaN	NaN	NaN
YBR051W	-0.008	0.223	-0.098	0.254	NaN	NaN	NaN	NaN
YBR052C	0.247	0.122	0.022	0.044	NaN	NaN	NaN	NaN
YBR053C	0.639	0.258	0.032	0.576	NaN	NaN	NaN	NaN
YBR054W	0.155	0.230	-0.071	0.001	NaN	NaN	NaN	NaN
YBR055C	NaN	NaN	NaN	NaN	0.086	-0.068	0.516	-0.097
YBR056W	-0.072	-0.110	0.462	0.080	NaN	NaN	NaN	NaN
YBR057C	0.127	-0.267	0.194	-0.149	NaN	NaN	NaN	NaN
YBR058C	-0.696	-0.643	-1.133	-0.932	NaN	NaN	NaN	NaN
YBR059C	-0.053	0.566	0.346	-0.103	NaN	NaN	NaN	NaN
YBR060C	NaN	NaN	NaN	NaN	-0.340	-0.091	-0.059	0.588
YBR061C	-0.101	-0.116	0.242	-0.102	NaN	NaN	NaN	NaN
YBR062C	0.583	-0.162	0.177	-0.121	NaN	NaN	NaN	NaN
YBR063C	-0.412	0.566	0.125	0.242	NaN	NaN	NaN	NaN
YBR064W	0.241	0.148	-0.236	0.241	NaN	NaN	NaN	NaN
YBR065C	0.323	-0.369	-0.374	0.343	NaN	NaN	NaN	NaN
YBR066C	-0.177	-0.437	0.298	0.252	NaN	NaN	NaN	NaN
YBR067C	0.229	-0.111	0.096	0.427	NaN	NaN	NaN	NaN
YBR068C	0.256	-0.088	0.015	0.539	NaN	NaN	NaN	NaN
YBR069C	0.153	-0.017	-0.435	0.027	NaN	NaN	NaN	NaN
YBR070C	NaN	NaN	NaN	NaN	0.065	0.871	0.227	0.201
YBR071W	0.229	-0.033	-0.216	-0.357	NaN	NaN	NaN	NaN
YBR072W	0.256	-0.184	0.356	0.252	NaN	NaN	NaN	NaN
YBR073W	0.209	0.061	-0.042	0.363	NaN	NaN	NaN	NaN
YBR074W	0.099	0.108	0.283	-0.580	NaN	NaN	NaN	NaN
YBR075W	0.666	0.174	0.240	0.523	NaN	NaN	NaN	NaN
YBR076W	-0.110	-0.002	0.331	-0.183	NaN	NaN	NaN	NaN
YBR077C	0.532	0.146	0.354	0.443	NaN	NaN	NaN	NaN
YBR078W	-0.257	-0.702	-0.447	-0.627	NaN	NaN	NaN	NaN
YBR079C	NaN	NaN	NaN	NaN	-0.380	0.275	-0.548	-0.218
YBR080C	NaN	NaN	NaN	NaN	-0.288	-0.268	-0.481	-0.512
YBR081C	0.117	0.174	-0.069	-0.124	NaN	NaN	NaN	NaN
YBR082C	-0.177	0.173	0.596	-0.611	NaN	NaN	NaN	NaN
YBR083W	0.322	0.093	0.369	0.064	NaN	NaN	NaN	NaN
YBR084C-A	0.908	0.558	0.955	0.555	NaN	NaN	NaN	NaN
YBR084W	0.182	-0.229	0.169	-0.115	NaN	NaN	NaN	NaN
YBR085W	0.064	-0.246	-0.038	-0.710	NaN	NaN	NaN	NaN
YBR086C	-0.035	0.259	-0.309	-0.029	NaN	NaN	NaN	NaN
YBR087W	NaN	NaN	NaN	NaN	-0.603	-0.870	0.050	-0.657
YBR088C	NaN	NaN	NaN	NaN	-0.269	0.222	-0.482	0.021
YBR089W	0.137	0.206	0.375	-0.281	NaN	NaN	NaN	NaN
YBR090C	0.062	0.008	-0.311	0.493	NaN	NaN	NaN	NaN
YBR090C-A	-0.115	-0.362	-0.599	-0.295	NaN	NaN	NaN	NaN
YBR091C	NaN	NaN	NaN	NaN	1.507	0.240	0.121	0.709
YBR092C	-0.027	0.238	0.002	-0.150	NaN	NaN	NaN	NaN
YBR093C	0.502	0.508	0.502	-0.191	NaN	NaN	NaN	NaN
YBR094W	0.093	-0.016	0.108	0.281	NaN	NaN	NaN	NaN
YBR095C	-0.353	0.411	-0.341	-0.290	NaN	NaN	NaN	NaN
YBR096W	-0.048	0.156	0.417	0.001	NaN	NaN	NaN	NaN
YBR097W	0.005	-0.021	0.314	0.058	NaN	NaN	NaN	NaN
YBR098W	-0.160	0.575	-0.058	-0.202	NaN	NaN	NaN	NaN
YBR099C	1.056	0.128	0.573	1.129	NaN	NaN	NaN	NaN
YBR100W	-0.172	-0.471	-0.111	-0.160	NaN	NaN	NaN	NaN
YBR101C	0.344	-0.090	-0.052	0.392	NaN	NaN	NaN	NaN
YBR102C	NaN	NaN	NaN	NaN	-0.106	-0.390	0.132	-0.378
YBR103W	0.261	-0.264	0.739	0.237	NaN	NaN	NaN	NaN
YBR104W	-0.094	-0.143	-0.243	-0.312	NaN	NaN	NaN	NaN
YBR105C	-0.600	-0.569	-0.996	-0.787	NaN	NaN	NaN	NaN
YBR106W	-0.318	0.102	0.430	-0.450	NaN	NaN	NaN	NaN
YBR107C	-0.041	-0.132	-0.240	-0.517	NaN	NaN	NaN	NaN
YBR108W	-0.194	-0.280	-0.187	0.065	NaN	NaN	NaN	NaN
YBR109C	NaN	NaN	NaN	NaN	-0.128	0.117	-0.035	-0.452
YBR110W	NaN	NaN	NaN	NaN	-0.278	-0.138	0.118	0.141
YBR111C	-0.024	-0.131	0.155	-0.261	NaN	NaN	NaN	NaN
YBR112C	0.395	0.498	0.221	-0.063	NaN	NaN	NaN	NaN
YBR113W	0.646	0.022	0.302	0.880	NaN	NaN	NaN	NaN
YBR114W	0.550	-0.416	-0.378	-0.445	NaN	NaN	NaN	NaN
YBR115C	-0.177	0.231	-0.077	-0.009	NaN	NaN	NaN	NaN
YBR116C	0.064	-0.164	0.067	-0.520	NaN	NaN	NaN	NaN
YBR117C	0.322	0.111	0.290	-0.055	NaN	NaN	NaN	NaN
YBR118W	0.052	-0.066	0.263	-0.200	NaN	NaN	NaN	NaN
YBR119W	-0.242	0.001	-0.277	0.256	NaN	NaN	NaN	NaN
YBR120C	0.272	-0.170	-0.288	0.681	NaN	NaN	NaN	NaN
YBR121C	NaN	NaN	NaN	NaN	0.576	0.471	0.673	0.546
YBR122C	0.555	-0.203	0.208	0.263	NaN	NaN	NaN	NaN
YBR123C	NaN	NaN	NaN	NaN	-0.275	0.071	0.061	-0.142
YBR124W	-0.223	-0.048	-0.172	-0.373	NaN	NaN	NaN	NaN
YBR125C	-0.082	0.043	0.034	-0.439	NaN	NaN	NaN	NaN
YBR126C	0.161	-0.142	0.180	-0.330	NaN	NaN	NaN	NaN
YBR127C	0.136	-0.021	0.471	0.117	NaN	NaN	NaN	NaN
YBR128C	-0.312	-0.196	-0.888	-0.029	NaN	NaN	NaN	NaN
YBR129C	0.102	0.194	0.304	-0.178	NaN	NaN	NaN	NaN
YBR130C	0.382	0.132	0.498	0.091	NaN	NaN	NaN	NaN
YBR131W	-0.400	0.351	0.163	0.050	NaN	NaN	NaN	NaN
YBR132C	0.093	-0.049	0.217	0.214	NaN	NaN	NaN	NaN
YBR133C	-0.224	-0.453	-0.134	-0.106	NaN	NaN	NaN	NaN
YBR134W	-0.019	-0.769	-0.263	0.665	NaN	NaN	NaN	NaN
YBR135W	NaN	NaN	NaN	NaN	-0.559	-0.071	0.071	-0.086
YBR136W	NaN	NaN	NaN	NaN	-0.036	-0.059	0.053	-0.150
YBR137W	0.619	0.139	-0.149	-0.150	NaN	NaN	NaN	NaN
YBR138C	0.765	-0.084	0.355	0.350	NaN	NaN	NaN	NaN
YBR139W	0.108	-0.134	-0.160	0.088	NaN	NaN	NaN	NaN
YBR140C	NaN	NaN	NaN	NaN	-0.727	-1.233	-0.423	-0.087
YBR141C	-0.125	-0.467	0.173	-0.566	NaN	NaN	NaN	NaN
YBR142W	NaN	NaN	NaN	NaN	-0.123	0.196	0.353	0.009
YBR143C	NaN	NaN	NaN	NaN	0.518	0.003	0.299	-0.238
YBR144C	0.437	0.206	0.360	0.913	NaN	NaN	NaN	NaN
YBR145W	-0.443	-0.248	-0.271	-0.095	NaN	NaN	NaN	NaN
YBR146W	-0.076	-0.068	0.268	0.100	NaN	NaN	NaN	NaN
YBR147W	-0.094	-0.755	-0.129	-0.328	NaN	NaN	NaN	NaN
YBR148W	0.469	-0.255	-0.528	-0.188	NaN	NaN	NaN	NaN
YBR149W	-0.159	-0.106	0.209	-0.015	NaN	NaN	NaN	NaN
YBR150C	0.512	0.347	-0.028	0.065	NaN	NaN	NaN	NaN
YBR151W	0.520	0.138	0.638	0.304	NaN	NaN	NaN	NaN
YBR152W	NaN	NaN	NaN	NaN	-0.066	0.037	-0.082	0.013
YBR153W	NaN	NaN	NaN	NaN	-0.517	-0.264	0.515	0.095
YBR154C	NaN	NaN	NaN	NaN	0.042	-0.066	0.151	-0.037
YBR155W	NaN	NaN	NaN	NaN	-0.039	-0.255	-0.164	-0.442
YBR156C	0.986	0.029	0.366	0.561	NaN	NaN	NaN	NaN
YBR157C	0.802	-0.192	0.509	0.891	NaN	NaN	NaN	NaN
YBR158W	0.027	-0.084	0.192	0.232	NaN	NaN	NaN	NaN
YBR159W	0.107	0.160	-0.047	0.231	NaN	NaN	NaN	NaN
YBR160W	NaN	NaN	NaN	NaN	-0.240	0.064	0.103	-0.206
YBR161W	0.164	-0.212	0.198	0.333	NaN	NaN	NaN	NaN
YBR162C	0.389	-0.706	0.341	0.562	NaN	NaN	NaN	NaN
YBR162W-A	-0.114	-0.251	0.294	-0.643	NaN	NaN	NaN	NaN
YBR163W	0.428	0.520	0.698	-0.262	NaN	NaN	NaN	NaN
YBR164C	-0.215	0.129	-0.527	-0.201	NaN	NaN	NaN	NaN
YBR165W	-0.292	-0.198	0.108	-0.034	NaN	NaN	NaN	NaN
YBR166C	0.358	0.341	0.178	0.086	NaN	NaN	NaN	NaN
YBR167C	NaN	NaN	NaN	NaN	0.082	-0.216	-0.103	0.183
YBR168W	0.222	-0.030	0.393	-0.376	NaN	NaN	NaN	NaN
YBR169C	0.109	-0.089	-0.150	0.013	NaN	NaN	NaN	NaN
YBR170C	0.348	0.066	0.547	-0.099	NaN	NaN	NaN	NaN
YBR171W	-0.400	-0.427	0.082	-0.174	NaN	NaN	NaN	NaN
YBR172C	0.113	0.292	0.245	0.127	NaN	NaN	NaN	NaN
YBR173C	-0.025	-0.863	0.024	-0.200	NaN	NaN	NaN	NaN
YBR174C	0.250	0.031	0.499	0.070	NaN	NaN	NaN	NaN
YBR175W	0.198	0.560	0.092	-0.158	NaN	NaN	NaN	NaN
YBR176W	-0.062	-0.178	0.228	0.318	NaN	NaN	NaN	NaN
YBR177C	-0.072	-0.086	-0.248	-0.269	NaN	NaN	NaN	NaN
YBR178W	-0.181	-0.338	0.003	-0.288	NaN	NaN	NaN	NaN
YBR179C	0.081	-0.144	0.064	-0.394	NaN	NaN	NaN	NaN
