orf	hom | growth (pooled culture, barseq) | POTASSIUM METABISULFITE [60 mg/L] | SD + His + Leu + Ura | Valero E~Gonzalez R, 2020
YIL005W	1.1624749
YIL006W	1.4581991
YIL007C	-2.006721
YIL008W	-0.5009866
YIL009C-A	-1.9611741
YIL009W	-1.0187492
YIL010W	-2.0673199
YIL011W	-0.48671144
YIL012W	-1.8301651
YIL013C	-1.468519
YIL014C-A	-2.3653548
YIL014W	-1.9077553
YIL015W	0.8415875
YIL016W	1.5746683
YIL017C	3.7841299
YIL018W	0.6308326
YIL020C	-0.27660465
YIL023C	-0.06913995
YIL024C	-1.6904515
YIL025C	-2.0944257
YIL027C	-3.075528
YIL028W	1.584259
YIL029C	3.295306
YIL030C	-2.2926462
YIL032C	-1.4484167
YIL033C	29.083769
YIL034C	0.2623338
YIL035C	-1.4054443
YIL036W	29.083769
YIL037C	-2.2145464
YIL038C	-2.02593
YIL039W	-1.8462002
YIL040W	29.083769
YIL041W	3.3910942
YIL042C	-1.5027368
YIL043C	0.20839988
YIL044C	-1.8035038
YIL045W	-0.5391591
YIL046W-A	-2.2637465
YIL047C	-2.3864374
YIL049W	29.083769
YIL050W	1.6594112
YIL052C	-5.5404305
YIL053W	1.8472912
YIL054W	-2.8024132
YIL055C	-0.67706645
YIL056W	2.584543
YIL057C	-0.39766684
YIL058W	-1.9485261
YIL059C	-2.2180982
YIL060W	-1.7017236
YIL064W	2.3301418
YIL065C	3.10694
YIL066C	-1.078897
YIL067C	-1.683138
YIL069C	-0.28498542
YIL070C	-2.6704102
YIL071C	-1.6532427
YIL072W	-2.0458443
YIL073C	2.0418077
YIL074C	-1.9086941
YIL076W	2.1377487
YIL077C	3.2870057
YIL079C	-2.0007012
YIL084C	-2.3002322
YIL085C	-1.8974072
YIL086C	-2.3560066
YIL087C	1.7304639
YIL088C	0.7769465
YIL089W	-1.5701691
YIL090W	-1.585673
YIL092W	0.1348376
YIL093C	-3.2918549
YIL094C	29.083769
YIL095W	2.3460166
YIL096C	1.8115532
YIL097W	-3.0056229
YIL098C	4.960294
YIL099W	-1.6098045
YIL100W	-1.0045588
YIL101C	-0.7979782
YIL102C	-1.0572716
YIL103W	29.083769
YIL105C	-3.2326572
YIL107C	0.30312383
YIL108W	-1.7778473
YIL110W	3.1627593
YIL111W	-0.60083926
YIL112W	-1.8024817
YIL113W	-1.8732686
YIL114C	-2.3680415
YIL116W	-0.9389759
YIL117C	-1.424039
YIL119C	-3.0035107
YIL120W	-2.1040933
YIL121W	-1.789189
YIL122W	29.083769
YIL123W	-2.5360172
YIL124W	-0.21266416
YIL125W	0.0017321984
YIL127C	-2.099333
YIL128W	29.083769
YIL130W	-1.2023305
YIL131C	1.4398825
YIL132C	1.6380734
YIL133C	1.9029727
YIL134C-A	29.083769
YIL134W	-2.4481633
YIL135C	-3.3081255
YIL136W	-1.1571943
YIL137C	-0.56525064
YIL138C	-2.1519415
YIL139C	-1.9335866
YIL140W	-1.826856
YIL141W	-1.8351021
YIL145C	-2.1792397
YIL146C	1.6778466
YIL148W	3.3486993
YIL149C	0.0561638
YIL152W	-2.120606
YIL153W	-5.4710283
YIL154C	0.5305321
YIL155C	-1.7678355
YIL156W	-3.7310987
YIL157C	29.083769
YIL158W	2.5109324
YIL159W	-0.91397667
YIL160C	-0.2153634
YIL161W	-0.8751729
YIL162W	-2.4171524
YIL163C	-1.9272035
YIL164C	-2.0952144
YIL165C	-0.36738047
YIL166C	-1.4737586
YIL167W	-1.89463
YIL168W	-1.9335918
YIL170W	-3.5041168
YIL173W	-2.0247235
YIR001C	-4.1450863
YIR002C	-3.0759938
YIR003W	-2.22987
YIR004W	-3.1071978
YIR005W	-1.2144023
YIR007W	-1.5761431
YIR009W	29.083769
YIR013C	-2.2373753
YIR014W	-1.8205134
YIR016W	-2.1177826
YIR017C	-1.6676719
YIR018C-A	-2.0413463
YIR018W	-2.0784624
YIR019C	-1.78649
YIR020C	0.52748364
YIR020W-B	-1.956845
YIR021W	-3.506774
YIR021W-A	-2.0026526
YIR023W	-5.0691833
YIR024C	-1.2145133
YIR025W	-2.628724
YIR026C	30.820726
YIR027C	-2.1226242
YIR028W	-1.9357277
YIR029W	-2.0045846
YIR030C	-1.5198324
YIR031C	-1.8231373
YIR032C	-2.4060044
YIR033W	-2.0242302
YIR034C	-1.0007079
YIR035C	-0.24763486
YIR036C	-2.184496
YIR037W	-3.2730622
YIR038C	-2.43778
YIR039C	-1.2236174
YIR042C	-1.8353633
YIR043C	-2.011147
YIR044C	-3.0007026
YJL003W	-2.2101548
YJL004C	-2.3557878
YJL006C	29.083769
YJL007C	-1.9482472
YJL012C	-0.007694549999999967
YJL013C	-2.0119188
YJL016W	0.96150415
YJL020C	-2.9726790000000003
YJL022W	-2.9415362
YJL023C	-2.3957596
YJL024C	-5.970328
YJL027C	-1.5551419
YJL028W	-1.6669495
YJL029C	-0.00070200546
YJL030W	-1.2300893
YJL036W	-6.063208
YJL037W	-1.9456677
YJL038C	-1.5454673
YJL042W	-1.4481663
YJL043W	-1.8835567
YJL044C	-2.0667796
YJL045W	-1.7956517
YJL046W	-0.7341761
YJL047C	-2.4716535
YJL047C-A	-2.3519313
YJL048C	-1.7833275
YJL049W	-1.622193
YJL051W	-2.690421
YJL052W	-3.3930218
YJL053W	-5.816624
YJL055W	-2.0098593
YJL056C	-2.773297
YJL057C	-0.55736107
YJL058C	-1.8962224
YJL059W	29.083769
YJL060W	-2.032256
YJL062W	-4.4381037
YJL062W-A	29.083769
YJL063C	-2.2230945
YJL064W	-0.19400927
YJL065C	-0.641003
YJL066C	-1.8632483
YJL067W	-1.8241444
YJL068C	-1.9654326
YJL070C	-1.8605136
YJL071W	0.8617924
YJL073W	-4.17895
YJL075C	29.083769
YJL077C	-1.5915232
YJL077W-B	-0.77328545
YJL078C	-1.1176249
YJL079C	-1.8481429
YJL080C	-5.38318
YJL082W	-0.3509817
YJL083W	-0.13665457
YJL084C	0.036123633
YJL088W	-0.41574255
YJL089W	-1.6610022
YJL092W	-0.86842936
YJL093C	-1.5321037
YJL094C	-5.1572137
YJL095W	-0.00070200546
YJL096W	30.083765
YJL098W	-0.15562518
YJL099W	-1.8624748
YJL100W	-1.5536933
YJL101C	-3.701142
YJL102W	-0.6818833
YJL103C	-2.7732947
YJL105W	0.42380878
YJL106W	-1.8737195
YJL107C	-1.8405964
YJL108C	-2.028831
YJL110C	0.97398794
YJL112W	-2.0456414
YJL115W	-0.7376753
YJL116C	-2.3262277
YJL117W	-2.942365
YJL118W	-1.9144623
YJL119C	-0.17360532
YJL120W	0.4847196
YJL121C	-3.5031993
YJL122W	-1.4305938
YJL123C	-1.1192303
YJL124C	-3.748071
YJL126W	-0.991804
YJL127C	29.083769
YJL127C-B	-2.2744691
YJL128C	-0.28883716
YJL129C	29.083769
YJL130C	-2.4044254
YJL131C	-1.797512
YJL132W	-1.77408765
YJL133W	1.5092739
YJL134W	0.55056113
YJL135W	-0.065257825
YJL136C	1.062478
YJL136W-A	-2.067805
YJL137C	-1.8053052
YJL138C	-2.3226235
YJL139C	13.29560335
YJL140W	13.33401615
YJL141C	-1.223094
YJL142C	-1.3704805
YJL144W	-0.21214876
YJL145W	-1.6332206
YJL146W	-2.7005875
YJL147C	-0.08693338
YJL148W	-3.7376688
YJL149W	-2.1959398
YJL150W	2.838206
YJL151C	-0.644558975
YJL152W	-2.3863592
YJL153C	-0.21208833
YJL154C	-5.5032053
YJL155C	-0.24357928
YJL157C	-0.8291922
YJL158C	0.6138283
YJL159W	-0.59300524
YJL160C	13.8488349
YJL161W	13.436022
YJL162C	3.6901314
YJL163C	-0.95910731892
YJL164C	1.7955605
YJL165C	12.8340085
YJL166W	-1.9811258
YJL168C	-0.5850773
YJL169W	-0.73846686
YJL170C	-2.138798
YJL171C	-2.6129746
YJL172W	13.90706565
YJL175W	0.58425975
YJL176C	-1.585664
YJL177W	0.1472613
YJL178C	-2.6827414
YJL179W	2.2402933
YJL180C	0.4429108
YJL181W	-1.443939
YJL182C	0.039359283
YJL183W	-2.3624787
YJL184W	29.083769
YJL185C	0.5891749
YJL186W	3.3646414
YJL187C	1.8127285
YJL188C	29.083769
YJL189W	1.584259
YJL190C	-1.5012178
YJL191W	-0.30290800000000007
YJL192C	-4.1609683
YJL193W	-2.1568036
YJL196C	13.5804953
YJL197W	-1.4004443
YJL198W	-1.2702392
YJL199C	-0.23213099
YJL200C	29.083769
YJL201W	-3.6636553
YJL204C	-4.399886
YJL205C	-2.3593864
YJL206C	13.63948695
YJL207C	-1.0965229
YJL208C	-1.6449455
YJL209W	-2.7213817
YJL210W	0.7502095
YJL211C	-2.1349404
YJL212C	0.7822955
YJL213W	-1.9902152
YJL214W	-1.928929
YJL215C	3.6459765
YJL216C	-1.8700982
YJL217W	0.13784254
YJL218W	-0.67574847
YJR001W	-2.4464703
YJR003C	-2.6329672
YJR004C	-1.5311226
YJR005C-A	-1.5088307
YJR005W	-3.0216138
YJR008W	-2.0869472
YJR009C	1.514391
YJR010C-A	-2.755586
YJR010W	29.083769
YJR011C	-0.4915561
YJR014W	-1.7443631
YJR015W	-2.087659
YJR018W	29.083769
YJR019C	-2.1052597
YJR020W	-2.0322666
YJR021C	-1.4496776
YJR024C	-1.7683789
YJR025C	-1.9254407
YJR026W	-1.6552843
YJR030C	-1.7691869
YJR031C	-2.6536925
YJR032W	-0.11618554
YJR033C	-1.8372056
YJR034W	-6.174915
YJR035W	-1.978681
YJR036C	-2.061221
YJR037W	-1.5367515
YJR038C	-1.903405
YJR039W	-2.5242715
YJR040W	-4.950749
YJR043C	-2.0787046
YJR044C	-2.8080556
YJR047C	-2.101797
YJR048W	-0.90760195
YJR049C	0.8798711
YJR050W	0.30296054
YJR051W	-2.9726887
YJR052W	-1.7439779
YJR053W	-1.88221
YJR054W	-3.7060757
YJR055W	-1.819423
YJR056C	1.5377939
YJR058C	-2.090432
YJR059W	1.584257
YJR060W	-2.223093
YJR061W	-2.176671
YJR062C	-2.0366805
YJR063W	29.083769
YJR066W	-2.1933446
YJR069C	-1.5492053
YJR070C	-2.3543391
YJR073C	-0.7376753
YJR074W	-1.6188958
YJR075W	-2.7929933
YJR077C	-1.5700657
YJR078W	-1.4683521
YJR079W	-1.9600536
YJR080C	-1.170891
YJR082C	-2.8990662
YJR083C	-4.248622
YJR084W	-1.8174646
YJR085C	-1.0006993
YJR086W	29.083769
YJR087W	-4.393019
YJR088C	-4.4845223
YJR090C	29.083769
YJR091C	-2.146301
YJR092W	-1.4662888
YJR094C	-1.5665736
YJR094W-A	-0.83884394
YJR095W	-2.0229106
YJR096W	-1.8545201
YJR097W	-1.8285328
YJR098C	-1.9061797
YJR099W	-1.6819109
YJR100C	-1.9598483
YJR101W	1.1624235
YJR102C	-4.3792152
YJR103W	-1.7075355
YJR104C	-0.00070325495
YJR105W	29.083769
YJR106W	-1.3737445
YJR107W	-2.1459892
YJR108W	-1.6191231
YJR109C	-2.4086523
YJR110W	-3.9054925
YJR111C	-2.7630637
YJR112W-A	-1.7487131
YJR113C	-1.0312936
YJR114W	-0.77122873
YJR115W	-1.8590065
YJR116W	-1.7358903
YJR117W	-0.61909777
YJR118C	-1.7747132
YJR119C	-0.102889895
YJR120W	-0.71310425
YJR121W	0.34342346
YJR122W	29.083769
YJR124C	-2.7239773
YJR125C	-1.1740764
YJR126C	-3.738739
YJR127C	1.6672693
YJR128W	-0.5373382
YJR129C	-2.7199254
YJR130C	-2.398408
YJR131W	-2.4502928
YJR133W	-1.4761175
YJR134C	-1.0013874
YJR135C	-2.122378
YJR135W-A	-1.2637255
YJR137C	0.8572685
YJR139C	29.083769
YJR140C	-3.13926
YJR142W	-3.9939404
YJR143C	-1.7921174
YJR144W	-2.2249749
YJR145C	-6.0450916
YJR146W	-1.6565835
YJR147W	-2.5160723
YJR148W	-2.2144942
YJR149W	-1.98001
YJR150C	-1.8793114
YJR151C	-1.3831552
YJR151W-A	-3.363275
YJR152W	-1.8481053
YJR153W	-1.7606351
YJR154W	-2.5856674
YKL001C	-3.3281689
YKL002W	-4.907598
YKL003C	0.72721475
YKL005C	-2.4784398
YKL006W	29.083769
YKL007W	-2.0323071
YKL008C	-1.4771386
YKL009W	-1.0007106
YKL010C	-1.647232
YKL011C	-2.5929692
YKL015W	-1.5818129
YKL016C	29.083769
YKL017C	-3.5841815
YKL018C-A	-1.5329266
YKL020C	-1.6770585
YKL023W	1.1436406
YKL025C	-1.7680081
YKL026C	-2.1502469
YKL027W	-2.025567
YKL029C	0.60870457
YKL030W	-1.8373415
YKL031W	-2.812526
YKL032C	-0.00070161506
YKL033W-A	-3.555791
YKL034W	-1.7935978
YKL037W	-3.2250803
YKL038W	-2.3816493
YKL039W	-1.9868233
YKL040C	-2.1212792
YKL041W	-4.663661
YKL043W	-1.9760708
YKL044W	-2.201232
YKL046C	-3.1826482
YKL047W	-1.4831233
YKL048C	-1.0007216
YKL050C	-1.1270115
YKL051W	-1.7398815
YKL053C-A	-2.170626
YKL053W	1.2204343
YKL054C	29.083769
YKL055C	-3.165284
YKL056C	29.083769
YKL057C	29.083769
YKL061W	-2.525135
YKL062W	-1.7070804
YKL063C	-3.097337
YKL064W	-1.5388633
YKL065C	-2.6929398
YKL066W	-1.4928097
YKL067W	-1.7922201
YKL068W	-1.8663331
YKL068W-A	29.083769
YKL069W	-1.6715925
YKL070W	-1.9873753
YKL071W	-1.9986823
YKL072W	-1.6420965
YKL073W	-4.8955326
YKL074C	0.8978117
YKL075C	-3.7376719
YKL076C	-3.1161866
YKL077W	-3.4601443
YKL079W	-2.6217396
YKL080W	29.083769
YKL081W	-1.8884507
YKL084W	-2.8822567
YKL085W	-2.157765
YKL086W	0.07882266
YKL087C	-1.8164754
YKL090W	-3.0671012
YKL091C	-1.9525839
YKL092C	-2.0906727
YKL093W	-2.2665133
YKL094W	-1.9083173
YKL096C-B	-3.4078784
YKL096W	-1.511102
YKL096W-A	-2.0328622
YKL097C	-1.3161762
YKL098W	-3.4067025
YKL100C	-1.9963453
YKL101W	-4.2889557
YKL102C	-1.9915794
YKL103C	-2.0039344
YKL105C	-2.3190653
YKL106C-A	-2.4015808
YKL106W	-1.8372096
YKL107W	-1.9698269
YKL109W	-2.1089578
YKL110C	1.5947851
YKL113C	2.014068
YKL114C	-1.7376734
YKL115C	-0.123420246
YKL116C	-5.4100914
YKL117W	-2.19703
YKL118W	29.083769
YKL119C	1.584259
YKL120W	-2.5424414
YKL121W	-0.15118389
YKL123W	-2.1595972
YKL124W	-2.2745714
YKL126W	-1.7376763
YKL127W	-2.3619215
YKL128C	-2.2101645
YKL129C	-2.211521
YKL130C	-1.9066925
YKL131W	-2.0320055
YKL132C	-2.344689
YKL133C	-2.204126
YKL134C	1.1919454
YKL135C	-2.3383505
YKL136W	-2.1063845
YKL137W	-2.3881242
YKL138C	29.083769
YKL140W	-2.2368464
YKL142W	-1.5450754
YKL143W	29.083769
YKL146W	-1.5907819
YKL147C	-1.5120385
YKL148C	29.083769
YKL149C	-2.3364444
YKL150W	-1.1785272
YKL151C	-1.8609577
YKL155C	29.083769
YKL156W	-1.6206839
YKL157W	-1.8940565500000002
YKL159C	-2.5357451
YKL160W	-4.790783
YKL161C	-1.712877
YKL162C	-1.812477
YKL162C-A	-1.667002
YKL163W	-1.6803213
YKL164C	-2.539862
YKL166C	-2.4044268
YKL167C	-2.415579
YKL168C	-1.8041172
YKL169C	-0.9664794
YKL170W	-4.5412574
YKL171W	-1.9434843
YKL174C	-1.6804953
YKL175W	-1.7901942
YKL176C	-2.8109097
YKL177W	29.083769
YKL178C	-1.3594124
YKL179C	-1.4028635
YKL181W	29.083769
YKL183W	-3.0378623
YKL184W	-2.5152676
YKL185W	-3.103049
YKL187C	-1.8101094
YKL188C	-2.1772811
YKL190W	-1.875171
YKL191W	-1.1826389
YKL194C	29.083769
YKL197C	-2.544143
YKL198C	-1.33757565
YKL201C	-1.040990935
YKL202W	-1.7596852
YKL204W	29.083769
YKL205W	-0.885059
YKL206C	-3.1223302
YKL207W	-3.4675927
YKL208W	-2.9816422
YKL209C	29.083769
YKL211C	31.668724
YKL212W	29.083769
YKL213C	-5.1706357
YKL214C	-1.8539234
YKL215C	-1.0582837
YKL216W	-0.9363195
YKL217W	-1.9435323
YKL218C	-1.9205251
YKL220C	-1.3011525
YKL221W	29.083769
YKL222C	-1.7527057
YKR001C	29.083769
YKR003W	-1.8885201
YKR004C	-1.1933475
YKR005C	-2.3682349
YKR006C	-0.5948668
YKR007W	-1.7011429
YKR009C	-1.8805006
YKR010C	-2.3100116
YKR011C	-2.6323035
YKR012C	-2.0604234
YKR013W	-1.9215884
YKR014C	-2.0870664
YKR015C	-1.6223985
YKR016W	-1.0885736
YKR017C	-2.90107
YKR018C	-2.3120568
YKR019C	-1.0801504
YKR020W	-1.694607
YKR021W	-1.9930401
YKR023W	-4.492558
YKR024C	29.083769
YKR026C	-5.2045774
YKR027W	-2.9138434
YKR028W	-1.0778993
YKR029C	-1.3150254
YKR030W	-2.025559
YKR031C	-1.9031626
YKR032W	-2.1695633
YKR033C	0.57573396
YKR034W	-2.737665
YKR035C	-2.6610858
YKR035W-A	-2.8602824
YKR036C	-2.0375316
YKR039W	-1.3795737
YKR040C	1.3977698
YKR041W	-0.34106448
YKR042W	-2.1418986
YKR043C	-1.8882335
YKR044W	-2.1249568
YKR045C	-1.087191
YKR046C	-2.6709056
YKR047W	-1.6846962
YKR048C	-1.2397927
YKR049C	-1.8277773
YKR050W	-1.7901958
YKR051W	-4.3632774
YKR052C	-1.8760661
YKR053C	-1.5348676
YKR054C	-0.38772732
YKR055W	-1.7312338
YKR056W	-2.6590834
YKR057W	0.8066537
YKR058W	-1.1656358
YKR059W	-0.4601338
YKR060W	-1.6778338
YKR061W	-2.521208
YKR064W	-1.9147545
YKR065C	-1.6064203
YKR066C	-1.6194541
YKR067W	0.091297776
YKR069W	2.5093336
YKR070W	-1.7410355
YKR072C	-4.923542
YKR073C	-5.508502
YKR074W	0.44934118
YKR075C	-2.0145152
YKR076W	-1.9318238
YKR077W	-1.0810837
YKR078W	-1.9023223
YKR080W	-1.801858
YKR082W	-2.0007036
YKR084C	29.083769
YKR085C	-1.3597811
YKR087C	-4.213711
YKR088C	-1.3874936
YKR089C	-1.4766678
YKR090W	-2.9240196
YKR091W	-2.0157633
YKR092C	-0.28917512
YKR093W	-2.8139682
YKR094C	1.600193
YKR095W	0.1405714
YKR096W	-1.8751774
YKR097W	-1.892587
YKR098C	-2.7894504
YKR099W	2.699724
YKR100C	-1.80356445
YKR101W	-1.9940517
YKR102W	-1.9719393
YKR103W	-1.8404856
YKR104W	-2.0265572
YKR105C	-1.9241387
YKR106W	-1.6283098
YLL001W	-2.4513617
YLL002W	29.083769
YLL005C	-1.9871489
YLL006W	-2.7376668
YLL006W-A	-3.8515518
YLL007C	0.030310629
YLL009C	-3.4444265
YLL010C	2.8401546
YLL012W	-1.3715675
YLL013C	-1.7933228
YLL014W	-3.2460034
YLL015W	-2.244758
YLL016W	-1.8655138
YLL017W	-1.7612034
YLL018C-A	-2.1633127
YLL019C	-2.6940365
YLL020C	-3.7231681
YLL021W	-3.5568607
YLL023C	-3.1234946
YLL024C	-2.466501
YLL025W	-2.0518582
YLL026W	-1.6478546
YLL027W	29.083769
YLL028W	-2.399464
YLL029W	-7.996945
YLL030C	-1.8189104
YLL032C	-2.9438052
YLL033W	0.48833153
YLL038C	-2.3568432
YLL039C	-7.534681
YLL040C	-6.547599
YLL041C	-2.1463628
YLL042C	-3.9434717
YLL043W	-1.4157393
YLL044W	-3.0318744
YLL045C	-1.2394024
YLL046C	-1.60331
YLL047W	-1.435634
YLL048C	-0.0988154
YLL049W	-2.6625414
YLL051C	-1.7318219
YLL052C	-1.8038685
YLL053C	-1.7822586
YLL054C	-1.2527105
YLL055W	-1.9134598
YLL056C	-1.7837952
YLL057C	-1.7471302
YLL058W	-2.0450869
YLL059C	-2.2745068
YLL060C	-1.7938429
YLL061W	-1.7727736
YLL062C	-1.7185805
YLL063C	-1.9510691
YLR001C	-1.7039181
YLR003C	-1.3655435
YLR004C	-1.1504251
YLR006C	1.8476185
YLR011W	-1.7679543
YLR012C	-2.0090623
YLR013W	-1.4810979
YLR014C	0.5842558
YLR015W	29.083769
YLR016C	-2.0743616
YLR017W	-2.287434
YLR018C	-0.5599401
YLR019W	0.35546237
YLR020C	-2.6450982
YLR021W	-2.5856555
YLR023C	-3.4226713
YLR024C	-1.875171
YLR025W	-2.5856621
YLR027C	29.083769
YLR028C	-0.6469957
YLR030W	-1.554162
YLR031W	-2.1536553
YLR032W	-1.5394475
YLR034C	-1.528965
YLR035C	-1.9603667
YLR036C	-2.1247633
YLR037C	-1.8176349
YLR038C	-3.3471532
YLR039C	-1.6449543
YLR040C	-2.2584956
YLR041W	-1.2783997
YLR042C	-1.7848704
YLR043C	-1.760282
YLR044C	-3.1599138
YLR046C	-1.5246779
YLR047C	-1.7223845
YLR048W	-3.1971033
YLR049C	-1.917082
YLR050C	-1.9608368
YLR052W	-2.415735
YLR053C	-1.9745673
YLR054C	-1.7541723
YLR055C	-4.6825385
YLR056W	-1.7376683
YLR057W	-1.9772127
YLR058C	-0.65279037
YLR059C	-1.6542635
YLR061W	29.083769
YLR062C	29.083769
YLR063W	-2.3441749
YLR064W	-2.6274827
YLR065C	0.6431413
YLR067C	-3.438103
YLR068W	-2.3919713
YLR069C	-2.7432046
YLR070C	-1.7179854
YLR072W	-1.7449464
YLR073C	-0.48177308
YLR074C	-1.9267074
YLR077W	-1.8034794
YLR079W	-1.8751774
YLR080W	0.61150783
YLR081W	-1.0108168
YLR082C	-2.789893
YLR083C	-3.0032732
YLR084C	-2.0526822
YLR085C	-6.0739512
YLR087C	0.99929684
YLR089C	30.95824
YLR090W	-2.1255155
YLR091W	0.7907121
YLR092W	-1.8156699
YLR093C	-1.2469368
YLR094C	-0.37184557
YLR095C	-1.4835867
YLR096W	-3.1732335
YLR097C	-1.9594793
YLR098C	-1.8440678
YLR099C	-2.1800144
YLR102C	-2.5256567
YLR104W	-1.0213146
YLR107W	-0.8074264
YLR108C	-2.5166433
YLR109W	-7.21016
YLR110C	-1.5856733
YLR111W	-1.6121309
YLR112W	-1.746123
YLR113W	1.3265212
YLR114C	-4.518044
YLR118C	-2.5725904
YLR119W	-2.1630764
YLR120C	-2.7236114
YLR121C	-0.73026586
YLR122C	-1.1978871
YLR123C	-1.9405804
YLR124W	-1.9723467
YLR125W	29.083769
YLR126C	-1.5785325
YLR128W	-1.3359262
YLR130C	-1.7821722
YLR131C	-1.9205303
YLR133W	-0.33020288
YLR134W	-1.4563816
YLR135W	-1.2001997
YLR136C	-2.047369
YLR137W	-2.3491473
YLR138W	-1.7952266
YLR139C	1.6431475
YLR142W	-1.7858155
YLR143W	-2.05457
YLR144C	-1.5250362
YLR146C	-2.3949008
YLR148W	29.083769
YLR149C	3.6794238
YLR150W	-0.4993665
YLR151C	-2.2688968
YLR152C	-1.8511219
YLR154C	-2.031622
YLR164W	-1.9746388
YLR165C	-1.6118225
YLR168C	-1.597582
YLR169W	-2.1598957
YLR170C	-2.1628494
YLR171W	-2.1317546
YLR172C	-1.8543106
YLR173W	-1.0595852
YLR174W	-1.9227062
YLR176C	1.098357
YLR177W	-1.7390149
YLR178C	-3.2435634
YLR179C	-1.7948422
YLR180W	-1.8876183
YLR181C	-1.0923253
YLR182W	0.58425975
YLR183C	0.0058446317
YLR184W	29.083769
YLR185W	-0.4381082
YLR187W	-1.6178299
YLR188W	-1.1988462
YLR189C	-2.4378207
YLR190W	-2.9855838
YLR191W	-1.6128757
YLR192C	-1.9235479
YLR193C	-1.6238849
YLR194C	-2.0657043
YLR199C	-2.2261114
YLR200W	-1.5856633
YLR201C	-5.742165
YLR202C	-5.0881686
YLR203C	-2.1913955
YLR204W	-2.4825182
YLR205C	-2.0566306
YLR206W	-1.6547374
YLR207W	-1.5000038
YLR209C	-2.2924113
YLR210W	-2.0019436
YLR211C	-1.8345613
YLR213C	-2.3902128
YLR214W	2.718795
YLR216C	-1.6254054
YLR217W	-1.9913199
YLR218C	-0.45223415
YLR219W	-1.5222315
YLR220W	-1.310232
YLR221C	-1.3699365
YLR224W	-1.8552166
YLR225C	-0.974874
YLR226W	29.083769
YLR227C	-2.22437
YLR228C	-2.7077863
YLR231C	-1.7409437
YLR232W	-1.9295118
YLR233C	-1.925806
YLR234W	29.083769
YLR235C	29.083769
YLR236C	-1.8695272
YLR237W	-3.47364
YLR238W	1.7744443
YLR239C	-1.3226517
YLR240W	29.083769
YLR241W	-1.6775985
YLR242C	29.083769
YLR244C	29.083769
YLR246W	-3.1129107
YLR247C	-1.0483797
YLR248W	-1.4160774
YLR250W	-1.1538543
YLR251W	29.083769
YLR252W	1.0098144
YLR253W	-1.2837474
YLR254C	-1.8135862
YLR255C	-1.9590327
YLR257W	-1.0006887
YLR258W	-1.3515778
YLR260W	-0.29809037
YLR261C	-1.7675985
YLR262C	-2.2494624
YLR262C-A	-2.1956139
YLR263W	-1.0229602
YLR264C-A	29.083769
YLR264W	-0.7327739
YLR265C	-1.7798276
YLR266C	0.067905635
YLR267W	-2.5304348
YLR268W	-0.73766625
YLR269C	-2.221702
YLR270W	1.8390976
YLR271W	-1.8353161
YLR273C	-0.9567036
YLR278C	-0.5702932
YLR279W	-2.3754144
YLR280C	-1.9450334
YLR281C	-2.0020185
YLR282C	-2.6276324
YLR283W	-2.298377
YLR284C	-0.9792053
YLR285C-A	-0.9909163
YLR285W	-1.413928
YLR286C	-1.3338236
YLR287C	-1.9003019
YLR287C-A	-1.7169092
YLR288C	-1.8273144
YLR289W	1.6194435
YLR290C	-1.6383594
YLR292C	-2.2038825
YLR294C	-2.0769186
YLR295C	-0.07871255
YLR296W	-1.7710555
YLR297W	-2.841817
YLR299W	-2.0366223
YLR300W	-1.6951162
YLR303W	-4.088157
YLR304C	29.083769
YLR306W	-1.6799865
YLR307C-A	-1.1342689
YLR307W	-1.5970628
YLR308W	-2.3632798
YLR309C	-2.18262
YLR311C	-1.3586509
YLR312C	-1.8275459
YLR312W-A	-1.803017
YLR313C	-1.57621965
YLR315W	-1.4714042
YLR318W	-1.7694671
YLR319C	-3.645699
YLR320W	29.083769
YLR322W	-1.7376655
YLR324W	-1.5268979
YLR325C	-3.2133133
YLR326W	-2.0019517
YLR327C	-2.1337562
YLR328W	-1.1293346
YLR329W	-1.6342926
YLR330W	-6.2983813
YLR331C	-1.2775465
YLR332W	-0.42310515
YLR333C	29.083769
YLR334C	-1.4911249
YLR335W	-2.9035602
YLR337C	29.083769
YLR338W	1.584259
YLR341W	-1.6069322
YLR342W	-5.129992
YLR342W-A	-2.814478
YLR343W	-1.7264346
YLR344W	-1.7715299
YLR345W	-1.530348
YLR346C	-2.2790415
YLR348C	0.3175188
YLR349W	0.34949487
YLR350W	-0.5990336
YLR351C	-2.6875813
YLR352W	-1.5879009
YLR353W	-1.3395523
YLR354C	-1.0728625
YLR356W	-0.31759238
YLR357W	-1.5267571
YLR358C	-0.30026907
YLR360W	-9.706913
YLR361C	1.5617591
YLR361C-A	-1.5629532
YLR362W	29.083769
YLR363C	-1.5147965
YLR363W-A	-1.903399
YLR364W	-1.7060654
YLR365W	-1.7382085
YLR366W	-1.4440242
YLR367W	-1.710808
YLR368W	-2.2697659
YLR369W	29.083769
YLR370C	29.083769
YLR371W	-5.1022453
YLR372W	-4.8914695
YLR373C	0.6513705
YLR374C	-1.1509025
YLR375W	-1.6487389
YLR376C	-0.28275436
YLR377C	-1.5634271
YLR380W	-2.1290243
YLR381W	-1.5629025
YLR382C	0.5663299
YLR384C	-0.3750188
YLR385C	-1.8117994
YLR386W	-1.0766486
YLR387C	-2.8769872
