ORF	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YBR156C	2.300	14.690
YNL083W	2.300	13.580
YHL042W	2.300	10.010
YNL068C	2.300	11.370
YDR336W	2.300	10.470
YDR379W	2.300	8.780
YML062C	2.300	8.570
YOR365C	2.300	8.170
YBL001C	2.300	7.850
YOR059C	2.300	8.040
YOR050C	2.300	8.460
YDR445C	2.300	13.300
YDL207W	2.300	10.520
YDR120C	2.300	9.910
YOR101W	2.300	9.480
YJR096W	2.300	7.220
YIL095W	2.300	9.770
YLR415C	2.300	8.150
YBR264C	2.300	8.000
YNL031C	2.300	14.340
YPR196W	2.300	10.270
YER074W	2.300	7.950
YGL060W	2.300	8.860
YJL169W	2.300	10.670
YOR213C	2.300	8.150
YLR227C	2.300	7.590
YNL332W	2.300	8.150
YER007W	2.300	9.270
YOR109W	2.300	7.930
YGL124C	2.300	12.720
YOR239W	2.390	7.745
YOR190W	2.300	9.460
YJL066C	2.300	8.630
YGL004C	2.300	8.120
YNL187W	2.300	8.860
YGL096W	2.300	8.520
YGL257C	2.300	8.930
YHR117W	2.300	12.050
YKL187C	2.300	9.400
YHR154W	2.300	8.500
YAL022C	2.300	7.730
YLR019W	2.300	9.660
YPL216W	2.300	6.960
YPR126C	2.300	11.310
YPR064W	2.300	13.530
YPL026C	2.300	10.540
YER019W	2.300	6.930
YHR160C	2.300	9.950
YNL105W	2.300	12.310
YHR159W	2.300	8.750
YER188W	2.300	6.920
YPR026W	2.300	11.660
YIL102C	2.300	14.170
YDR019C	2.300	11.600
YOL153C	2.300	9.010
YDR408C	2.300	8.970
YBL096C	2.300	10.880
YMR208W	2.300	7.900
YMR244C-A	2.300	7.230
YDR426C	2.300	7.080
YOR120W	2.300	7.280
YLL015W	2.300	9.060
YMR035W	2.300	7.400
YDR198C	2.300	8.900
YJR154W	2.300	9.420
YJR010C-A	2.300	11.060
YCR091W	2.300	8.810
YKR017C	2.300	10.180
YLL025W	2.310	8.680
YOR246C	2.310	7.600
YGR221C	2.310	8.130
YBR063C	2.310	11.640
YML109W	2.310	11.040
YFR024C-A	2.420	11.045
YPL019C	2.310	8.120
YHR199C	2.310	7.750
YLL039C	2.310	7.660
YLR165C	2.310	9.420
YDL091C	2.310	12.630
YGR093W	2.310	13.560
YAL068C	2.310	7.200
YEL052W	2.310	8.140
YIL079C	2.310	9.360
YBR244W	2.310	8.680
YPR079W	2.310	12.050
YLR168C	2.310	8.770
YMR130W	2.310	9.510
YNL043C	2.310	11.160
YER065C	2.310	8.820
YPR109W	2.310	10.200
YHR022C	2.310	10.120
YOL066C	2.310	12.280
YGR080W	2.310	13.040
YFR054C	2.310	8.710
YDR301W	2.310	9.660
YKL029C	2.310	8.200
YPL056C	2.310	9.150
YCR022C	2.310	8.750
YHR046C	2.310	9.090
YBR094W	2.310	9.240
YGR071C	2.310	9.030
YCR019W	2.310	9.140
YPL004C	2.310	10.080
YGL013C	2.310	7.620
YJL144W	2.310	8.930
YOR086C	2.310	9.020
YGR263C	2.310	8.850
YLR199C	2.310	8.710
YOR172W	2.310	8.170
YAL067C	2.310	7.980
YDR124W	2.310	7.720
YKL140W	2.310	7.470
YML051W	2.310	8.740
YDR203W	2.310	8.060
YBR207W	2.310	7.330
YLL062C	2.310	7.370
YGR110W	2.310	12.970
YDR433W	2.310	8.940
YOR238W	2.310	7.920
YPL111W	2.310	8.840
YIL099W	2.310	9.910
YKL073W	2.310	9.620
YKL132C	2.310	8.790
YOL083W	2.310	8.080
YCR004C	2.310	8.590
YDR007W	2.310	12.600
YGL256W	2.310	8.850
YBR162W-A	2.310	10.630
YDR503C	2.310	11.110
YOL045W	2.310	8.510
YDR294C	2.310	10.640
YLR220W	2.310	8.030
YHL036W	2.310	10.170
YHR114W	2.310	8.030
YBR272C	2.310	11.620
YIL083C	2.310	12.440
YMR034C	2.310	8.050
YGL026C	2.310	9.200
YIL067C	2.310	9.560
YJL193W	2.310	7.810
YLR350W	2.310	7.930
YNL295W	2.310	8.720
YDR179W-A	2.320	8.650
YDR153C	2.320	10.140
YLR114C	2.320	8.660
YHL022C	2.320	8.180
YIL108W	2.320	9.570
YDR321W	2.320	10.840
YPR023C	2.320	12.780
YEL066W	2.320	8.320
YLR011W	2.320	7.100
YOR280C	2.320	8.280
YHL032C	2.320	10.670
YPL100W	2.320	10.360
YCR082W	2.320	9.370
YLR325C	2.320	9.590
YDR418W	2.320	8.870
YKR016W	2.320	13.550
YDR140W	2.320	8.450
YGL015C	2.320	7.000
YHR130C	2.320	8.570
YMR193W	2.320	8.060
YIR019C	2.320	10.660
YGL261C	2.320	8.120
YER031C	2.320	11.710
YDR095C	2.320	8.000
YCR001W	2.320	8.960
YER005W	2.320	8.140
YOR308C	2.320	8.120
YLR429W	2.320	10.260
YPL068C	2.320	9.400
YDL010W	2.320	12.190
YEL007W	2.320	7.510
YKL008C	2.320	8.130
YHR075C	2.320	10.020
YJL083W	2.320	8.730
YGR247W	2.320	7.680
YNL330C	2.320	8.770
YOR268C	2.320	11.470
YPL165C	2.320	8.860
YCR048W	2.320	10.820
YPL001W	2.320	8.640
YFL020C	2.320	10.450
YML058W	2.320	8.970
YDR346C	2.320	7.080
YNL179C	2.320	7.490
YPR074C	2.320	11.150
YGL203C	2.320	10.940
YKL150W	2.320	8.380
YDR334W	2.320	10.450
YMR312W	2.320	10.050
YKR032W	2.320	9.180
YGR259C	2.320	13.830
YGR044C	2.320	8.900
YJL141C	2.320	9.100
YMR133W	2.320	11.670
YGR125W	2.320	8.640
YBR217W	2.320	8.080
YGL056C	2.320	8.770
YJL094C	2.320	11.800
YBR218C	2.320	8.500
YNL325C	2.320	7.370
YNR019W	2.320	9.250
YMR088C	2.320	10.470
YOR360C	2.320	10.520
YER063W	2.320	8.090
YEL041W	2.320	8.510
YOL075C	2.320	7.260
YPL155C	2.320	8.900
YGR238C	2.320	14.210
YDR130C	2.320	9.210
YGR096W	2.320	7.480
YJL181W	2.320	10.700
YLL040C	2.320	6.940
YGR107W	2.320	7.170
YPR193C	2.320	8.550
YLR400W	2.320	7.720
YBL069W	2.320	9.510
YBL032W	2.320	7.730
YOR037W	2.320	9.950
YKL026C	2.320	7.620
YBR098W	2.455	10.735
YIL073C	2.330	10.820
YPL117C	2.330	10.260
YPR084W	2.330	16.620
YBL024W	2.330	9.620
YNL217W	2.330	8.490
YNL231C	2.330	8.940
YBR004C	2.330	10.550
YJL110C	2.330	9.090
YIL001W	2.330	13.320
YCL039W	2.330	8.700
YOL068C	2.330	7.410
YOR286W	2.330	8.660
YKL097C	2.330	7.590
YIR027C	2.330	10.470
YPR120C	2.330	9.350
YHR137W	2.330	8.750
YER075C	2.330	9.220
YBR047W	2.330	9.250
YMR156C	2.330	8.460
YDL218W	2.330	9.430
YHL047C	2.330	9.810
YOR264W	2.330	7.310
YPR059C	2.330	15.040
YGR066C	2.330	8.780
YPR172W	2.330	9.450
YKL116C	2.330	9.950
YKL085W	2.330	8.970
YER019C-A	2.330	8.320
YPL163C	2.330	7.890
YER067C-A	2.330	9.210
YBR023C	2.330	11.290
YOR247W	2.330	8.970
YHR182W	2.330	7.780
YGR244C	2.330	8.230
YMR102C	2.330	10.430
YLR385C	2.330	8.280
YMR141C	2.330	7.970
YAL045C	2.330	8.970
YOR111W	2.330	8.430
YAL007C	2.330	7.550
YGL063W	2.330	7.920
YGR143W	2.330	8.220
YGR206W	2.330	7.370
YDL025C	2.330	12.460
YPL274W	2.330	8.330
YDR179C	2.330	8.110
YMR159C	2.330	7.900
YJR119C	2.330	9.890
YLR421C	2.330	8.490
YER144C	2.330	8.820
YIL130W	2.330	10.660
YMR246W	2.330	7.760
YOL080C	2.330	7.660
YBR068C	2.330	12.880
YDR147W	2.330	8.270
YPR179C	2.330	12.070
YDR210W	2.330	9.350
YBR186W	2.330	7.210
YPL104W	2.330	8.190
YJR148W	2.330	10.980
YFL034W	2.330	9.070
YNL339C	2.330	7.240
YBR082C	2.330	10.310
YHL016C	2.330	9.000
YGR023W	2.330	8.170
YKL171W	2.330	8.880
YHL028W	2.330	7.950
YPR024W	2.330	13.970
YBL088C	2.330	8.540
YPR192W	2.330	7.610
YHR105W	2.330	9.930
YML047C	2.330	10.240
YIR036C	2.330	9.840
YJL208C	2.330	9.470
YFL030W	2.330	10.070
YGR199W	2.330	8.450
YDR128W	2.330	6.730
YLR270W	2.330	8.720
YDR482C	2.330	12.920
YMR177W	2.330	7.250
YIR020C	2.330	10.810
YIL112W	2.330	12.580
YLR361C	2.330	9.860
YLR174W	2.330	7.350
YOR374W	2.330	9.150
YBL068W	2.330	10.340
YKL121W	2.340	8.180
YGR142W	2.340	7.880
YPL258C	2.340	8.080
YNL304W	2.340	7.520
YKR014C	2.340	10.180
YBR084W	2.340	10.840
YER090W	2.340	10.400
YBR228W	2.340	7.700
YLL056C	2.340	7.090
YMR173W	2.340	13.420
YNL143C	2.340	11.190
YFR006W	2.340	9.620
YOL128C	2.340	10.920
YJL190C	2.340	10.730
YJR039W	2.340	11.480
YMR058W	2.340	9.740
YNL242W	2.340	7.160
YHR118C	2.340	14.120
YBL029W	2.340	8.690
YDR068W	2.340	7.790
YML007W	2.340	9.260
YMR304C-A	2.340	7.370
YLR231C	2.340	8.120
YFL034C-A	2.365	10.170
YOR094W	2.340	7.920
YOL043C	2.340	8.740
YDL024C	2.340	11.640
YGR224W	2.340	11.400
YKL214C	2.340	12.010
YMR086W	2.340	11.600
YMR147W	2.340	8.180
YBR165W	2.340	11.210
YPR070W	2.340	14.080
YGL104C	2.340	10.150
YDR411C	2.340	8.260
YHR204W	2.340	7.730
YLR180W	2.340	9.450
YLR269C	2.340	8.960
YDR326C	2.340	10.530
YLR401C	2.340	8.080
YNL328C	2.340	8.320
YAL060W	2.340	7.750
YBR037C	2.340	20.040
YLR248W	2.340	7.250
YGR050C	2.340	11.160
YMR021C	2.340	8.660
YGL251C	2.340	8.040
YLR127C	2.340	14.360
YGR203W	2.340	7.930
YDR221W	2.340	6.710
YJR062C	2.340	11.340
YOR170W	2.340	8.500
YIR044C	2.340	11.530
YGR207C	2.340	8.820
YLR205C	2.340	9.440
YPL265W	2.340	7.910
YKR054C	2.340	10.890
YOR013W	2.340	8.370
YER010C	2.340	7.650
YPL133C	2.340	8.460
YBR031W	2.340	9.610
YDR519W	2.340	8.720
YBR184W	2.340	7.180
YLL041C	2.340	7.620
YPL103C	2.340	8.080
YLR177W	2.340	9.090
YEL065W	2.340	8.210
YGL082W	2.340	9.590
YCR065W	2.340	12.680
YOR349W	2.340	8.650
YCR007C	2.340	9.000
YHR112C	2.340	10.860
YDR250C	2.340	13.110
YBL063W	2.340	8.820
YGL045W	2.740	9.725
YOR373W	2.340	10.930
YJL207C	2.340	9.060
YJR060W	2.340	11.210
YDR191W	2.340	9.050
YLL006W	2.340	15.740
YNL136W	2.340	8.470
YMR055C	2.340	13.630
YER161C	2.340	10.880
YBR151W	2.340	15.470
YKL188C	2.340	7.520
YIL013C	2.340	11.340
YKR056W	2.340	11.340
YDR125C	2.340	7.370
YML065W	2.340	9.750
YNL030W	2.340	10.760
YGR100W	2.350	8.410
YDR289C	2.350	11.550
YDR021W	2.350	8.310
YBR067C	2.350	11.950
YNL274C	2.350	9.840
YHL039W	2.350	10.250
YLR348C	2.350	8.370
YGL050W	2.350	9.960
YGL229C	2.350	8.950
YJL055W	2.350	11.640
YER091C-A	2.350	8.460
YPL189W	2.350	7.910
YER080W	2.350	7.610
YPL195W	2.350	7.300
YMR196W	2.350	8.760
YPR105C	2.350	10.540
YPR121W	2.350	6.570
YOR115C	2.350	7.860
YFL032W	2.350	9.800
YDR107C	2.350	9.570
YKR076W	2.350	11.750
YER057C	2.350	10.070
YLR451W	2.350	9.440
YHR096C	2.350	7.390
YPL002C	2.350	9.000
YGR153W	2.350	7.640
YKL038W	2.350	8.810
YKL005C	2.350	11.120
YEL039C	2.350	7.880
YDR541C	2.350	8.460
YER032W	2.350	7.960
YER093C-A	2.350	11.610
YPL199C	2.350	7.890
YPL023C	2.350	10.390
YPR115W	2.350	9.460
YAL056C-A	2.350	10.010
YML047W-A	2.350	10.430
YDR192C	2.350	7.590
YBR215W	2.350	10.280
YDR274C	2.350	12.450
YEL010W	2.350	8.440
YPL170W	2.350	7.920
YDR055W	2.350	7.970
YNL168C	2.350	12.140
YJL213W	2.350	10.390
YFL053W	2.350	10.300
YHR009C	2.350	10.400
YDR406W	2.350	8.470
YPL017C	2.350	11.700
YBR210W	2.350	8.730
YNL123W	2.350	9.550
YDR111C	2.350	8.670
YGL204W	2.350	7.540
YOR100C	2.350	8.850
YBR050C	2.350	10.350
YMR209C	2.350	10.120
YGL017W	2.350	7.470
YHR038W	2.350	7.810
YBR214W	2.350	9.260
YIL043C	2.350	10.010
YGL083W	2.350	9.370
YHR086W	2.350	9.400
YHR087W	2.350	10.010
YLL005C	2.350	10.990
YKL071W	2.350	8.180
YOR171C	2.350	8.260
YMR271C	2.350	8.910
YJR082C	2.350	10.420
YKL183W	2.350	7.390
YDR220C	2.350	8.060
YPR154W	2.350	8.930
YLR413W	2.350	8.980
YHR146W	2.350	10.820
YAL056W	2.350	8.420
YOL054W	2.350	8.890
YHR080C	2.350	8.860
YBR180W	2.350	8.930
YOR127W	2.350	8.240
YDR018C	2.350	10.230
YDR229W	2.350	8.170
YOR095C	2.350	9.040
YLR375W	2.350	8.450
YOR097C	2.350	7.650
YER177W	2.350	15.910
YBR027C	2.350	11.030
YBR241C	2.350	7.740
YLL010C	2.360	8.040
YOL027C	2.360	12.610
YDR284C	2.360	9.620
YAR008W	2.360	10.640
YDR387C	2.360	7.410
YPR123C	2.360	9.750
YLR346C	2.360	12.060
YOL110W	2.360	12.590
YGR144W	2.360	8.450
YKL206C	2.360	10.060
YNL064C	2.360	15.030
YGR261C	2.360	10.280
YLR290C	2.360	12.010
YBR175W	2.360	10.680
YJR017C	2.360	14.600
YKL163W	2.360	7.970
YDL232W	2.360	9.480
YKL053W	2.360	7.870
YLR273C	2.360	8.280
YDR270W	2.360	10.460
YDR476C	2.360	11.190
YPR125W	2.360	8.510
YPL088W	2.360	9.730
YDR165W	2.360	8.050
YGR026W	2.360	8.900
YBR033W	2.360	10.270
YJR091C	2.360	9.690
YKL072W	2.360	8.510
YMR056C	2.360	11.750
YAL037W	2.360	6.870
YML043C	2.360	7.900
YJR103W	2.360	9.420
YPR163C	2.360	8.480
YDR287W	2.360	12.870
YGR012W	2.360	7.880
YKL147C	2.360	9.090
YML018C	2.360	7.590
YLL054C	2.360	7.670
YBL053W	2.360	8.470
YAL065C	2.360	8.680
YFR020W	2.360	8.830
YAR035W	2.360	8.080
YLR368W	2.360	8.690
YDR358W	2.360	8.710
YDR514C	2.360	10.840
YHR157W	2.360	9.080
YDL093W	2.360	12.920
YGR141W	2.360	7.780
YGR231C	2.360	8.420
YLR121C	2.360	7.880
YEL035C	2.360	9.700
YER087C-B	2.360	9.610
YDL135C	2.360	9.330
YDL034W	2.360	11.130
YHR057C	2.360	9.300
YKL047W	2.360	8.130
YPR152C	2.360	8.080
YPL264C	2.360	8.160
YBL011W	2.360	9.680
YMR320W	2.360	10.950
YPL036W	2.360	11.130
YNL107W	2.360	11.070
YLL029W	2.360	7.960
YBR197C	2.360	7.990
YGR275W	2.360	9.850
YGR271W	2.360	9.760
YHR136C	2.360	8.590
YCL009C	2.360	10.110
YDL037C	2.360	12.230
YDR504C	2.360	10.690
YFL042C	2.535	11.045
YOR027W	2.360	9.250
YGR136W	2.360	8.190
YCR100C	2.360	9.840
YNL323W	2.360	8.620
YDR163W	2.360	9.640
YDR182W	2.360	9.840
YBR291C	2.360	9.260
YFL007W	2.470	9.700
YJR133W	2.360	9.280
YKR102W	2.360	10.030
YOR357C	2.360	8.770
YNL026W	2.360	8.730
YNR061C	2.360	10.050
YPR127W	2.360	8.500
YCR076C	2.360	10.200
YEL043W	2.360	8.900
YNL104C	2.360	11.230
YDR154C	2.360	9.120
YDR384C	2.360	8.350
YJL157C	2.360	9.250
YDR049W	2.360	7.550
YFR053C	2.360	9.380
YGL238W	2.360	9.990
YNL314W	2.360	8.850
YBR294W	2.360	12.130
YIL092W	2.360	9.960
YNL198C	2.370	10.490
YHR123W	2.370	9.340
YKR089C	2.370	10.120
YOR148C	2.370	12.180
YLR377C	2.370	7.880
YDR089W	2.370	7.610
YDR258C	2.370	9.330
YHR138C	2.370	7.210
YGR088W	2.370	6.810
YPL009C	2.370	9.640
YPL141C	2.370	9.780
YDL096C	2.370	12.250
YOR015W	2.370	8.330
YOR300W	2.370	9.590
YPL272C	2.370	7.820
YCR102C	2.370	8.320
YIL014C-A	2.370	11.480
YLL046C	2.370	7.860
YLR432W	2.370	12.320
YBL072C	2.370	8.760
YCR061W	2.415	12.360
YDR322W	2.370	10.890
YOR052C	2.370	9.140
YJL163C	2.370	10.760
YOR348C	2.370	8.540
YNL050C	2.370	11.400
YKL220C	2.370	16.240
YGR034W	2.370	7.730
YKR087C	2.370	10.050
YJR129C	2.370	10.190
YDR093W	2.370	8.030
YIL089W	2.370	11.980
YLR455W	2.370	11.550
YDR273W	2.370	13.370
YJR098C	2.370	9.910
YKL198C	2.395	11.195
YBL043W	2.370	9.560
YBR273C	2.370	9.650
YLR028C	2.370	7.470
YOR277C	2.370	7.880
YDL051W	2.370	9.270
YHR132C	2.370	8.910
YDL052C	2.370	11.700
YGR286C	2.370	8.810
YCR023C	2.370	8.440
YER048W-A	2.370	12.530
YBR150C	2.370	10.340
YJL038C	2.370	12.770
YLR209C	2.370	9.280
YAL019W	2.370	8.570
YKL124W	2.370	8.080
YIL041W	2.370	11.080
YCR053W	2.370	10.180
YOR064C	2.370	7.870
YPR004C	2.370	8.990
YBR074W	2.475	11.625
YBR111C	2.370	10.120
YLL061W	2.370	8.760
YIL009C-A	2.370	12.160
YJL199C	2.370	8.620
YLR450W	2.370	11.250
YKR005C	2.370	10.780
YLR037C	2.370	9.870
YFR043C	2.370	7.770
YGR061C	2.370	8.890
YDR530C	2.370	14.070
YOL036W	2.370	8.810
YDR312W	2.370	12.240
YJR084W	2.370	10.630
YPL052W	2.370	9.520
YPL066W	2.370	9.630
YBR238C	2.370	9.080
YKL050C	2.370	7.760
YLR339C	2.370	10.460
YLL059C	2.370	10.150
YNR062C	2.370	10.280
YDL179W	2.370	10.470
YGR137W	2.370	8.550
YMR219W	2.370	8.920
YMR275C	2.370	7.620
YPL147W	2.370	8.980
YNL166C	2.370	8.020
YBR072W	2.370	9.090
YNR074C	2.370	11.560
YDR505C	2.370	10.500
YIR029W	2.370	13.000
YMR135W-A	2.370	11.640
YNL258C	2.370	9.830
YAR031W	2.370	7.120
YDR401W	2.370	8.680
YHR125W	2.370	8.960
YLR387C	2.370	7.640
YBR285W	2.370	9.680
YGR196C	2.370	11.540
YNL160W	2.370	11.550
YIL017C	2.370	10.750
YPL167C	2.370	7.740
YMR007W	2.370	8.320
YIL156W	2.370	10.300
YPL248C	2.370	9.950
YBR159W	2.370	11.330
YLR187W	2.370	7.660
YIL027C	2.370	9.940
YPL219W	2.370	7.580
YBR121C	2.370	11.500
YKR098C	2.380	11.570
YLR059C	2.380	8.540
YCR090C	2.380	7.220
YBL091C	2.380	8.730
YDR215C	2.380	8.760
YNL157W	2.380	10.270
YPR002W	2.380	9.190
YHR209W	2.380	9.540
YDR421W	2.380	10.200
YCL029C	2.380	8.760
YDR281C	2.380	11.140
YJR130C	2.380	13.240
YDR092W	2.380	7.630
YHR043C	2.380	8.570
YAR030C	2.380	7.710
YBR177C	2.380	8.160
YKL222C	2.380	12.000
YPR188C	2.380	9.290
YDL132W	2.380	14.840
YLR237W	2.380	9.900
YLR347C	2.380	10.730
YBR226C	2.380	7.560
YHR135C	2.380	8.310
YLR394W	2.380	15.310
YJR019C	2.380	8.820
YPR076W	2.380	9.090
YBL003C	2.380	8.660
YDR332W	2.380	10.020
YMR250W	2.380	8.540
YBR059C	2.380	10.740
YMR068W	2.380	10.440
YDR292C	2.380	10.740
YLR120C	2.380	7.970
YBR230C	2.380	8.590
YOL118C	2.380	10.860
YGL146C	2.380	15.110
YPR053C	2.380	10.970
YBR083W	2.380	11.040
YCL002C	2.380	7.850
YDR037W	2.380	10.300
YLR453C	2.380	13.430
YLR164W	2.380	9.730
YLR236C	2.380	8.270
YHL024W	2.380	11.260
YAR050W	2.380	11.420
YLR359W	2.380	11.290
YJL126W	2.380	9.600
YIL058W	2.380	9.580
YOL065C	2.380	8.140
YPR091C	2.380	9.680
YNR011C	2.380	10.080
YDL203C	2.380	8.300
YLR364W	2.380	7.740
YOL101C	2.380	10.400
YKL137W	2.380	10.110
YDR169C	2.380	9.110
YOL059W	2.380	8.990
YHR021W-A	2.380	9.850
YOR310C	2.380	10.160
YPL136W	2.380	8.610
YER064C	2.380	9.590
YER045C	2.380	8.390
YCL031C	2.380	13.920
YGR266W	2.380	12.800
YDR481C	2.380	9.650
YKR070W	2.380	8.960
YLR112W	2.380	7.560
YDR374C	2.380	9.120
YOR222W	2.380	8.190
YIL115C	2.380	8.620
YMR158W-B	2.380	7.410
YMR170C	2.380	8.750
YGR212W	2.380	9.010
YML075C	2.380	10.620
YLR140W	2.380	18.950
YNR058W	2.380	8.630
YGR134W	2.380	9.720
YHR106W	2.380	8.490
YPR147C	2.380	8.770
YER067W	2.380	8.490
YIR010W	2.380	10.830
YKL007W	2.380	7.790
YHL046C	2.390	9.280
YPR021C	2.390	11.790
YGL216W	2.390	10.060
YDR438W	2.390	11.270
YDR183W	2.390	8.650
YDL036C	2.390	11.590
YJL170C	2.390	8.210
YKR044W	2.390	10.610
YER060W	2.390	8.310
YLR133W	2.390	8.880
YFL015C	2.390	10.300
YKL151C	2.390	8.520
YML068W	2.390	13.910
YFL014W	2.390	11.130
YDR434W	2.390	13.190
YOL026C	2.390	9.320
YGR225W	2.390	9.850
YCR008W	2.390	7.900
YKR095W	2.390	12.350
YLL063C	2.390	8.010
YIL009W	2.390	10.630
YBR209W	2.390	8.270
YFR028C	2.390	13.160
YHR181W	2.390	11.010
YJR009C	2.390	9.530
YPL166W	2.390	8.070
YBL010C	2.390	8.340
YLR281C	2.390	8.870
YMR244W	2.390	8.190
YNL232W	2.390	9.880
YDL054C	2.390	10.520
YIL045W	2.390	10.490
YNL093W	2.390	11.860
YKR058W	2.390	12.310
YKL033W-A	2.390	10.210
YKR011C	2.390	10.690
YBL060W	2.390	8.380
YBR131W	2.390	19.810
YDR363W	2.390	8.420
YGR049W	2.390	9.880
YBR290W	2.390	10.040
YPL196W	2.390	8.360
YPR073C	2.390	9.690
YIL036W	2.390	11.670
YBR153W	2.390	11.690
YDR104C	2.390	8.190
YCL043C	2.390	9.800
YKR007W	2.390	7.830
YOL013W-B	2.390	11.560
YDR517W	2.390	12.920
YDL137W	2.390	8.630
YGR184C	2.390	7.850
YPL018W	2.390	8.820
YPL260W	2.390	10.050
YIL167W	2.390	11.240
YJL212C	2.390	8.090
YMR069W	2.390	10.640
YLR189C	2.390	8.740
YIR030C	2.390	10.670
YPR037C	2.390	9.530
YJR069C	2.390	9.480
YPR075C	2.390	10.220
YEL067C	2.390	7.960
YLR149C	2.390	9.060
YML063W	2.390	8.260
YHL006C	2.390	9.510
YCL023C	2.390	8.700
YMR075C-A	2.390	9.270
YNL069C	2.390	12.390
YBR185C	2.390	8.490
YCR026C	2.390	13.310
YNL316C	2.390	14.160
YIR021W	2.390	9.050
YLR446W	2.390	12.730
YKL043W	2.390	9.400
YLL012W	2.390	10.920
YMR173W-A	2.390	8.260
YMR145C	2.390	8.300
YNR032C-A	2.390	12.760
YNL297C	2.390	9.590
YGR174C	2.390	11.800
YJR053W	2.390	10.650
YDL087C	2.390	10.190
YDR061W	2.390	8.870
YML006C	2.390	8.790
YNL241C	2.390	11.860
YBR036C	2.390	10.070
YGL210W	2.390	7.760
YGR129W	2.390	7.730
YNL089C	2.390	9.120
YDL114W	2.390	11.110
YDR146C	2.390	13.240
YAL051W	2.390	7.110
YGR027C	2.400	8.340
YDL035C	2.400	10.230
YDR430C	2.400	8.180
YAL004W	2.400	8.650
YOR220W	2.400	8.850
YGR278W	2.400	11.350
YDL237W	2.400	10.220
YGR126W	2.400	7.870
YLR099C	2.400	6.430
YLL024C	2.400	7.140
YPR095C	2.400	10.700
YKR024C	2.400	15.700
YBR043C	2.400	10.620
YBR297W	2.400	12.250
YBR204C	2.400	9.020
YPR114W	2.400	9.890
YJR031C	2.400	10.500
YDR275W	2.400	11.610
YGL258W	2.400	8.530
YBR018C	2.400	10.710
YGR130C	2.400	7.970
YOR038C	2.400	9.810
YCL028W	2.400	9.850
YGL034C	2.400	12.010
YGR234W	2.400	8.070
YNR001C	2.400	11.890
YHR050W	2.400	7.180
YOR152C	2.400	7.860
YMR015C	2.400	8.600
YDL106C	2.400	12.560
YGR068C	2.400	10.410
YBL074C	2.400	9.480
YOL160W	2.400	8.830
YPR155C	2.400	8.020
YBR164C	2.400	11.430
YBR090C	2.400	9.940
YMR172W	2.400	10.030
YFR057W	2.400	8.050
YLR349W	2.400	8.230
YDR318W	2.400	9.790
YHR132W-A	2.400	11.890
YBR066C	2.400	8.090
YDR243C	2.400	9.910
YAR002W	2.400	7.720
YBR242W	2.400	10.730
YLR143W	2.400	9.890
YGL253W	2.400	8.350
YAR029W	2.400	8.040
YBR227C	2.400	8.020
YDR475C	2.500	11.605
YML121W	2.400	7.850
YDR536W	2.400	10.770
YDL168W	2.400	10.510
YGR213C	2.400	9.030
YBR270C	2.400	8.880
YJR141W	2.400	10.130
YKL117W	2.400	8.590
YBL052C	2.400	8.610
YML077W	2.400	8.810
YIR028W	2.400	10.340
YAL061W	2.400	7.880
YLR004C	2.400	6.600
YBR089C-A	2.400	9.810
YNR057C	2.400	10.860
YDR013W	2.400	11.940
YKL101W	2.400	7.290
YOR121C	2.400	8.150
YHL035C	2.400	9.130
YLL055W	2.400	8.080
YGR014W	2.400	9.700
YML050W	2.400	7.290
YBR144C	2.400	13.080
YGL226W	2.400	9.560
YDR121W	2.400	11.440
YDL088C	2.400	13.580
YML099C	2.400	11.070
YCR032W	2.400	10.360
YOR044W	2.400	9.350
YLR315W	2.400	9.210
YER056C	2.400	9.770
YHR108W	2.400	8.540
YIL133C	2.400	11.280
YNL101W	2.400	9.920
YNL142W	2.400	14.210
YBR013C	2.400	10.600
YHR065C	2.400	11.590
YKL106W	2.400	7.170
YCR021C	2.400	8.320
YGL262W	2.400	9.270
YDR277C	2.400	8.780
YDL229W	2.400	9.830
YLR001C	2.400	7.230
YMR172C-A	2.400	7.510
YHL020C	2.400	10.230
YDR269C	2.400	9.370
YBL030C	2.400	10.810
YLR194C	2.400	9.790
YER034W	2.400	8.000
YCR099C	2.400	10.000
YLL030C	2.400	8.950
YGR019W	2.410	8.820
YDL085W	2.410	11.010
YLR294C	2.410	9.280
YML101C	2.410	10.650
YIR023W	2.410	13.830
YKL100C	2.410	8.440
YPL051W	2.410	10.140
YPL057C	2.410	10.050
YDR126W	2.410	7.150
YIL072W	2.410	11.910
YLR077W	2.410	10.460
YMR090W	2.410	12.460
YJL020C	2.450	9.415
YBR125C	2.410	11.260
YML020W	2.410	8.090
YLR020C	2.410	7.810
YJR095W	2.410	9.110
YCL063W	2.540	8.335
YDR254W	2.410	9.990
YDR076W	2.410	8.950
YDL215C	2.410	9.190
YPL120W	2.410	9.230
YER002W	2.410	7.900
YGL094C	2.410	7.730
YJR142W	2.410	12.970
YCL047C	2.410	8.450
YKL216W	2.410	10.810
YOR377W	2.410	7.550
YBL101C	2.410	10.440
YCL016C	2.410	10.060
YER073W	2.410	8.780
YML059C	2.410	7.130
YNL034W	2.410	10.820
