ORF	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YKR081C	2.860	11.590
YDR388W	2.860	8.600
YGR009C	2.860	11.640
YNR073C	2.860	11.030
YNL245C	2.860	12.680
YGL171W	2.860	11.780
YGL003C	2.860	8.460
YIL061C	2.860	13.710
YLR458W	2.870	11.900
YGR140W	2.870	13.350
YGR291C	2.870	12.790
YGL163C	2.870	13.000
YLL011W	2.870	12.120
YPL005W	2.870	15.260
YHR004C	2.870	8.570
YIL137C	2.880	13.400
YNL037C	2.880	20.290
YHR005C-A	2.880	11.830
YNL014W	2.880	13.580
YLL019C	2.880	8.520
YOL077C	2.880	10.020
YJL029C	2.880	11.820
YBL103C	2.880	18.870
YJR046W	2.880	12.280
YPR133W-A	2.880	10.910
YER135C	2.880	14.130
YLL021W	2.880	7.120
YMR290C	2.880	8.140
YGL195W	2.880	7.890
YJL053W	2.880	9.800
YLR448W	2.890	10.530
YLR414C	2.890	11.980
YBR194W	2.890	9.280
YER118C	2.890	12.380
YFR031C	2.890	11.660
YER153C	2.890	17.080
YKL108W	2.900	11.910
YML030W	2.900	13.960
YDL205C	2.900	9.220
YJL047C	2.900	13.350
YPL233W	2.900	10.510
YGL145W	2.900	14.510
YNL172W	2.900	11.540
YGR075C	2.900	10.630
YIR016W	2.900	10.940
YBL080C	2.900	18.500
YPL231W	2.900	11.490
YKL113C	2.910	8.690
YPL063W	2.910	7.520
YBR007C	2.910	8.200
YER140W	2.910	9.520
YDR367W	2.910	11.870
YLR287C-A	2.910	7.170
YPR029C	2.910	14.250
YNL214W	2.910	4.600
YDR331W	2.910	12.660
YDL008W	2.910	13.460
YGR085C	2.920	8.080
YJR007W	2.920	18.560
YDR168W	2.920	11.970
YKL016C	2.920	12.470
YPL139C	2.920	9.320
YER017C	2.920	20.150
YJL124C	2.920	10.250
YPL016W	2.920	11.190
YPR043W	2.920	10.900
YKL203C	2.920	12.170
YKL060C	2.920	14.140
YGR188C	2.920	10.510
YOR154W	2.920	8.540
YPR040W	2.920	8.300
YCR034W	2.920	15.500
YDL195W	2.920	10.750
YDL100C	2.930	8.970
YML081W	2.930	9.880
YNL226W	2.930	7.550
YDL083C	2.930	9.430
YDL076C	2.930	13.160
YKL006W	2.930	7.050
YPL161C	2.930	9.240
YNL148C	2.930	11.120
YMR149W	2.940	11.290
YOR235W	2.940	6.550
YOL089C	2.940	11.760
YLR116W	2.940	12.200
YGL125W	2.940	13.390
YMR184W	2.940	6.620
YKL003C	2.940	16.270
YNL206C	2.940	7.810
YJR043C	2.940	12.210
YMR060C	2.940	10.360
YLR435W	2.950	9.380
YER154W	2.950	15.790
YIL110W	2.950	10.660
YNL091W	2.950	12.280
YDR488C	2.950	11.070
YJL138C	2.950	8.970
YJL102W	2.960	15.860
YDR382W	2.960	7.590
YDR225W	2.970	8.970
YML024W	2.970	6.760
YLR246W	2.970	13.970
YDR224C	2.970	9.750
YDR361C	2.970	11.180
YBR181C	2.970	7.340
YJR076C	2.980	11.710
YLL002W	2.980	10.020
YEL036C	2.980	14.420
YFL037W	2.980	15.360
YGR219W	2.980	16.070
YLR005W	2.980	12.480
YDL191W	2.980	9.950
YLR048W	2.980	5.810
YGR101W	2.980	14.620
YHR005C	2.980	11.470
YIL068C	2.980	13.200
YKL144C	2.990	15.300
YBR282W	2.990	13.980
YOR309C	2.990	9.690
YEL009C	2.990	10.530
YNL076W	2.990	16.210
YGL149W	2.990	10.350
YER084W	2.990	7.170
YDL082W	2.990	8.990
YML069W	3.000	12.590
YMR024W	3.000	25.350
YJR059W	3.000	15.180
YPR060C	3.000	17.460
YPR113W	3.000	12.600
YJR063W	3.000	8.310
YGL007W	3.000	11.430
YLL049W	3.000	10.710
YMR143W	3.000	5.710
YGL214W	3.010	11.700
YKR059W	3.010	10.790
YER139C	3.010	10.850
YJL014W	3.020	12.470
YPL183W	3.020	12.560
YOR147W	3.020	17.220
YOR014W	3.020	6.210
YER141W	3.020	11.700
YNL113W	3.030	8.880
YNL184C	3.030	16.500
YDR339C	3.040	7.360
YMR230W	3.040	7.320
YDR450W	3.040	11.620
YHR129C	3.050	9.620
YKL081W	3.050	11.080
YGR028W	3.050	11.470
YCR093W	3.060	12.160
YHR081W	3.060	15.010
YHL033C	3.060	6.760
YOR199W	3.060	11.320
YMR314W	3.060	13.630
YDL163W	3.060	14.600
YDL130W	3.060	10.530
YDR444W	3.070	14.440
YDR194C	3.070	13.880
YHR011W	3.070	18.230
YKL212W	3.070	14.530
YJL200C	3.070	13.820
YDR323C	3.080	9.680
YMR089C	3.090	17.930
YMR203W	3.090	12.810
YDR526C	3.090	15.680
YCL008C	3.090	8.420
YDR017C	3.100	12.790
YDR429C	3.100	15.830
YOL001W	3.100	9.150
YCL058C	3.100	7.700
YPL012W	3.100	11.970
YDL047W	3.100	11.390
YEL054C	3.100	6.870
YDL061C	3.110	10.650
YFL013C	3.110	9.870
YNR037C	3.110	14.350
YCR028C-A	3.120	18.360
YBR084C-A	3.120	8.380
YDR330W	3.120	12.010
YHR183W	3.130	9.580
YDR242W	3.130	12.420
YPR044C	3.130	10.830
YBR200W	3.130	7.560
YBR191W	3.130	11.430
YIR005W	3.130	9.660
YDR197W	3.130	14.460
YJR118C	3.140	12.810
YLR185W	3.140	6.370
YDR369C	3.140	9.600
YOR187W	3.150	14.090
YNR006W	3.150	9.450
YMR142C	3.150	13.940
YDR024W	3.150	7.570
YGR160W	3.160	7.860
YEL042W	3.160	9.120
YOR164C	3.160	9.280
YLR110C	3.170	12.600
YNR046W	3.190	9.600
YGL143C	3.190	17.260
YNL228W	3.190	6.570
YLR197W	3.210	11.410
YJR074W	3.210	9.600
YDR027C	3.210	10.800
YDL014W	3.210	8.720
YOR340C	3.210	10.830
YLR229C	3.210	10.900
YPR057W	3.220	10.160
YGR215W	3.220	13.310
YDL111C	3.230	8.090
YFR005C	3.230	14.020
YKL002W	3.240	15.960
YDR454C	3.240	13.230
YDR325W	3.250	14.610
YBR243C	3.250	14.460
YNL097C	3.260	13.660
YDL074C	3.290	18.630
YLR192C	3.300	10.410
YKR085C	3.300	11.930
YNR035C	3.330	14.460
YGL058W	3.330	17.580
YDL081C	3.340	12.160
YDR025W	3.340	9.600
YJL189W	3.340	10.890
YDR034C	3.340	17.630
YGL147C	3.340	9.350
YBR266C	3.340	8.630
YJR055W	3.340	11.080
YBR267W	3.340	7.740
YOL052C	3.350	16.930
YAL013W	3.350	10.770
YBR106W	3.360	17.110
YBL100C	3.360	11.050
YOL004W	3.360	12.710
YIL128W	3.360	16.520
YKL009W	3.370	6.700
YGR076C	3.390	12.900
YBL002W	3.390	11.720
YPR101W	3.390	10.250
YDR045C	3.390	14.610
YDR392W	3.400	9.530
YOR312C	3.400	6.740
YMR260C	3.400	8.550
YGR264C	3.400	11.680
YGL071W	3.410	13.310
YKL169C	3.410	11.610
YLR372W	3.430	14.090
YGL092W	3.440	9.740
YKL143W	3.460	9.230
YOR001W	3.480	9.250
YJL008C	3.500	16.840
YDL021W	3.530	15.190
YHR077C	3.540	14.100
YGR072W	3.560	11.770
YPL143W	3.570	8.050
YMR080C	3.580	13.570
YGL076C	3.580	7.900
YOR096W	3.610	8.930
YMR235C	3.620	14.320
YPL010W	3.630	12.580
YDR174W	3.670	8.860
YNL038W	3.670	13.520
YLR061W	3.690	9.440
YDR404C	3.700	17.230
YDR028C	3.720	10.680
YDL029W	3.780	14.520
YJR065C	3.840	16.990
YJL175W	3.910	15.790
YFR001W	4.060	10.990
YGR159C	4.060	6.850
YOL064C	4.210	23.700
