orf	hom | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012	het | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012
YBR001C	0.0275855	
YBR002C		-0.10896920000000002
YBR003W	0.7247255	
YBR004C		0.14121250000000002
YBR005W	0.0325451	
YBR006W	0.1546545	
YBR007C	-0.18632549999999998	
YBR008C	0.344636	
YBR009C	-0.12657000000000002	
YBR010W	-0.0012955000000000015	
YBR011C		0.027314000000000005
YBR012C	-0.0614681	
YBR013C	-0.1504635	
YBR014C	-0.1410756	
YBR015C	0.255137	
YBR016W	-0.218791	
YBR017C		
YBR018C	0.810098	
YBR019C	-0.08703759999999999	
YBR020W	-0.40477225	
YBR021W		1.131675
YBR022W	0.472807	
YBR023C	-0.13739485	
YBR024W	0.1103455	
YBR025C	0.1452836	
YBR026C	0.26275099999999996	
YBR027C	-0.6420435	
YBR028C	0.02343185	
YBR029C		-0.37490049999999997
YBR030W	0.3852495	
YBR031W	-0.022112349999999996	
YBR032W	-0.2118515	
YBR033W	-0.47826250000000003	
YBR034C	-0.0829357	
YBR035C	0.20325185	
YBR036C	0.18384	
YBR037C	1.7609050000000002	
YBR038W	-0.45499649999999997	
YBR039W		1.19577
YBR040W	0.09629075000000001	
YBR041W	-0.3861115	
YBR042C	0.052159000000000004	
YBR043C	-0.19945490000000002	
YBR044C	0.42114050000000003	
YBR045C	-0.2423845	
YBR046C	-0.695621	
YBR047W	0.0059764	
YBR048W	-0.6250745	
YBR049C		-0.41490115
YBR050C	-0.006966699999999999	
YBR051W	-0.0160427	
YBR052C	-0.15161	
YBR053C	-0.2163175	
YBR054W	-0.445118	
YBR055C		-0.005530650000000001
YBR056W	-0.0480453	
YBR056W-A		
YBR057C		
YBR058C	0.3508865	
YBR058C-A		
YBR059C	0.019118754999999998	
YBR060C		0.0823711
YBR061C		-0.28222650000000005
YBR062C	-0.1097169	
YBR063C	-0.03595485	
YBR064W	-0.2507125	
YBR065C	-0.1354323	
YBR066C	-0.12009394999999999	
YBR067C	0.061614195000000004	
YBR068C	-0.1781955	
YBR069C	-1.3964	
YBR070C		-0.5082139999999999
YBR071W	-0.1642845	
YBR072C-A		
YBR072W	-0.321098	
YBR073W	-0.403524	
YBR074W	0.48125375	
YBR076W	0.1283425	
YBR077C	-0.0851731	
YBR078W	1.1172279999999999	
YBR079C		0.2634613
YBR080C		0.3016135
YBR081C		
YBR082C		-0.322281
YBR083W	0.0469172	
YBR084C-A	-0.712569	
YBR084W	0.0382528	
YBR085C-A		
YBR085W		-0.206428
YBR086C		
YBR087W		-0.18519955
YBR088C		0.3754405
YBR089C-A	-0.09520680000000001	
YBR089W		-0.037275749999999996
YBR090C	0.0317672	
YBR091C		-0.11737979999999999
YBR092C	-0.011048099999999998	
YBR093C	-0.271116	
YBR094W	-0.11980265	
YBR095C		1.030475
YBR097W		-0.319862
YBR098W	-0.09138020000000002	
YBR099C	-0.0700703	
YBR101C	-0.6659465	
YBR102C		0.631006
YBR103W	-0.19830885	
YBR104W	0.3889575	
YBR105C	0.46430905	
YBR106W	-0.11205124999999999	
YBR107C		
YBR108W	0.105267	
YBR109C		0.508481
YBR110W		0.1153673
YBR111W-A	-0.63566	
YBR112C		
YBR113W	-0.08499755	
YBR114W	-0.007986500000000007	
YBR115C		-0.1664005
YBR116C	-0.022999899999999997	
YBR118W		
YBR119W	-0.7571285	
YBR120C	-0.426689	
YBR121C		-0.03308155
YBR122C		
YBR123C		-0.030708
YBR124W		-0.14221495
YBR125C	-0.16248	
YBR126C	-0.4019835	
YBR127C		
YBR128C	-0.3209575	
YBR129C	-0.0756855	
YBR130C	0.07263924999999999	
YBR131W	-0.3647405	
YBR133C		
YBR134W	0.465175	
YBR135W		-0.4632265
YBR136W		-0.5921879999999999
YBR137W	-0.2797615	
YBR138C	0.427312	
YBR139W	0.09064695	
YBR140C		-0.04926149999999999
YBR141C	0.0004165000000000002	
YBR142W		-0.07432085000000001
YBR143C		0.617257
YBR144C	0.03985665	
YBR145W	0.19805299999999998	
YBR146W	0.332926	
YBR147W	0.6383620000000001	
YBR148W	-0.07646515000000001	
YBR149W	0.17562275	
YBR150C	0.160353	
YBR151W	2.7049000000000003	
YBR152W		-0.0025280000000000025
YBR153W		0.3683265
YBR154C		
YBR155W		0.1441125
YBR156C	0.6103425	
YBR157C	-0.1208753	
YBR158W	-0.5233945	
YBR159W	-0.482386	
YBR160W		0.283693
YBR161W	0.1024366	
YBR162C	-0.2220995	
YBR162W-A	-0.22238650000000001	
YBR163W	0.18281889999999998	
YBR164C	-0.36099649999999994	
YBR165W		-0.1590515
YBR167C		-0.7177089999999999
YBR168W		
YBR169C	0.36409395	
YBR170C	0.7054385	
YBR171W	0.7994735	
YBR172C	-0.2184995	
YBR173C	-0.1322506	
YBR174C	-0.36943800000000004	
YBR175W	0.05897147999999999	
YBR176W	-0.725769	
YBR177C	-0.1401605	
YBR178W	-0.200526	
YBR179C		
YBR180W	0.15013510000000002	
YBR181C	-0.33944450000000004	
YBR182C	-0.37143349999999997	
YBR182C-A		
YBR183W	-0.5022305	
YBR184W	-0.25613400000000003	
YBR185C	0.08005609999999999	
YBR186W	-0.252603	
YBR187W	0.41810349999999996	
YBR188C	-0.89278	
YBR189W	-0.41937	
YBR190W		-0.2148613
YBR191W	-0.08231585	
YBR192W		0.8184125
YBR193C		-0.43991749999999996
YBR194W	-0.2585695	
YBR195C	-0.30666899999999997	
YBR196C		-0.09877694999999999
YBR196C-A		
YBR196C-B		
YBR197C	-0.41916800000000004	
YBR198C		-0.156957
YBR199W	0.0164482	
YBR200W		
YBR200W-A		
YBR201W	-0.27948399999999995	
YBR202W		
YBR203W	-0.24647550000000001	
YBR204C	0.1190041	
YBR205W	-0.649543	
YBR206W	-0.8096895000000001	
YBR207W	-0.0969528	
YBR208C	-0.5245005	
YBR209W		0.259282
YBR210W	-0.15605775	
YBR211C		0.15428119999999998
YBR212W	0.2243455	
YBR213W	0.0873565	
YBR214W	-0.0107912	
YBR215W	0.541589	
YBR216C	0.48399099999999995	
YBR217W	0.10891219999999999	
YBR218C	-0.13523765	
YBR219C	-0.08196415	
YBR220C	-0.219426	
YBR221C	-0.13118525	
YBR221W-A		
YBR222C	-0.12843055	
YBR223C	-0.25272	
YBR224W	0.3805775	
YBR225W	0.8309195	
YBR226C	-0.0454303	
YBR227C	-0.0783143	
YBR228W	-0.323528	
YBR229C	0.170772	
YBR230C	-0.319879	
YBR230W-A		
YBR231C	0.4623205	
YBR232C	-0.1598765	
YBR233W	0.1848979	
YBR233W-A	0.630811	
YBR234C		0.15098479999999997
YBR235W	0.4868345	
YBR236C		-0.0486535
YBR237W		-0.10490005000000001
YBR238C	-0.35735	
YBR239C	-0.02770305	
YBR240C	-0.6516715	
YBR241C	0.16291250000000002	
YBR242W	-0.27987865	
YBR243C		-0.1121861
YBR244W	-0.147222415	
YBR245C	-0.21926605000000002	
YBR246W	-0.1913105	
YBR247C		-0.1648901
YBR248C	0.025762350000000003	
YBR249C	-0.030153	
YBR250W	-0.5126025000000001	
YBR251W	-0.3399355	
YBR252W		0.21178835000000001
YBR253W		0.024348250000000002
YBR254C		0.7304250000000001
YBR255W	-0.5288425	
YBR256C		-0.17092225
YBR257W		-0.04612455
YBR258C	-0.3517875	
YBR259W	0.13330735000000002	
YBR260C	-0.19752999999999998	
YBR261C	-0.5558715000000001	
YBR262C	0.6837610000000001	
YBR263W	-0.977865	
YBR264C	1.984255	
YBR265W		-0.12122449999999999
YBR266C	-0.25278275	
YBR267W	0.07130375	
YBR268W	0.19797361	
YBR269C	-0.188803	
YBR270C	0.826444	
YBR271W	-0.39105199999999996	
YBR272C	-0.3485155	
YBR273C	-0.41393230000000003	
YBR274W		
YBR275C	-0.25446155	
YBR276C	0.330535	
YBR277C	0.04206195	
YBR278W	-0.328032	
YBR279W	0.4097285	
YBR280C	-0.2768855	
YBR281C	0.3514525	
YBR282W	1.44228	
YBR283C	-0.15391100000000002	
YBR284W	0.2918285	
YBR285W	-0.2737975	
YBR286W	0.309785	
YBR287W	0.0708455	
YBR288C	-0.4259365	
YBR289W	0.951039	
YBR290W	0.07892815	
YBR291C	0.61581	
YBR292C	0.6452415	
YBR293W	-0.2988667	
YBR294W	0.20024750000000002	
YBR295W	0.279348	
YBR296C		
YBR296C-A		
YBR297W	0.519274	
YBR298C	0.558769	
YBR299W	-0.07582665	
YBR300C	0.297325	
YBR301W	0.3932545	
YCL001W	0.11114355	
YCL001W-A	0.801768	
YCL001W-B		
YCL002C	-0.1130163	
YCL004W		0.143315475
YCL005W	-0.16045700000000002	
YCL005W-A		
YCL007C		
YCL008C	-0.14756965	
YCL009C	0.0814096	
YCL010C	0.3269115	
YCL011C	-0.23037000000000002	
YCL012C		
YCL014W	-0.027594639999999997	
YCL016C	0.02427678	
YCL017C		0.857432
YCL021W-A		
YCL022C	-0.03396225	
YCL023C	0.3894915	
YCL024W	0.19523649999999998	
YCL025C	-0.0966558	
YCL026C-A	0.45751	
YCL026C-B		
YCL027W	-0.38189649999999997	
YCL028W	0.11987244999999999	
YCL029C	0.1479857	
YCL030C	-0.1887581	
YCL031C		0.0822775
YCL032W	0.3574455	
YCL033C	-0.34638199999999997	
YCL034W	-0.1801885	
YCL035C	-0.32314350000000003	
YCL036W	0.2641015	
YCL037C	0.19760450000000002	
YCL038C	-0.19561505	
YCL039W	-0.08540550000000001	
YCL040W	0.13440815	
YCL041C		-0.1030284
YCL042W	-0.48349949999999997	
YCL043C		0.4961705
YCL044C	-0.058211845	
YCL045C	-0.1006809	
YCL046W	0.2911835	
YCL047C	-0.439753	
YCL048W	-0.558502	
YCL049C	0.3377425	
YCL050C	-0.324339	
YCL051W	0.433657	
YCL052C		-0.216154
YCL054W		-0.333995
YCL055W	-0.27016028	
YCL056C	-0.05772785	
YCL057C-A		
YCL057W	0.29684699999999997	
YCL058C	-0.3364025	
YCL059C		0.1978022
YCL061C	1.4569509999999999	
YCL063W	-0.0251677	
YCL064C	0.2809	
YCL069W	-0.1115299	
YCL076W	0.5087999999999999	
YCR001W	0.469206	
YCR002C	0.441274	
YCR003W	0.5605355	
YCR004C	-0.062681	
YCR005C	-0.359097	
YCR006C	-0.2263465	
YCR007C		
YCR008W	-0.1613145	
YCR009C	0.917135	
YCR010C	0.0650442	
YCR011C	-0.319969	
YCR012W		-0.23341665
YCR013C		0.07695132499999999
YCR014C	-0.378479	
YCR015C	-0.22771550000000002	
YCR016W	-0.09495400000000001	
YCR017C	0.9487635000000001	
YCR019W	0.295350655	
YCR020C	0.3655775	
YCR020C-A	0.013153999999999999	
YCR020W-B	0.666322	
YCR021C	0.213233	
YCR022C	0.0719384	
YCR023C	-0.08133545	
YCR024C	1.5575350000000001	
YCR024C-A	1.657445	
YCR025C	0.0611415	
YCR026C	1.136852	
YCR027C	-0.1764	
YCR028C	0.597612	
YCR028C-A	0.6751375	
YCR030C	0.7973685	
YCR031C	-0.22237849999999998	
YCR032W	-0.036314215	
YCR033W	0.764659	
YCR034W	0.421696	
YCR035C		0.18564845
YCR036W	-0.2145021	
YCR037C	-0.24214	
YCR043C	0.10642850000000001	
YCR044C	0.3763125	
YCR045C	0.44930879999999995	
YCR046C	0.09767395000000001	
YCR047C	-0.6314460000000001	
YCR048W	0.3256635	
YCR049C	0.251294	
YCR050C	0.0234121	
YCR051W	0.1687225	
YCR052W		0.5785724999999999
YCR053W	0.45690949999999997	
YCR054C		0.2065784
YCR057C		0.183667
YCR059C	0.13014884999999998	
YCR060W	0.3048245	
YCR061W	0.5784012500000001	
YCR063W	0.17498750000000002	
YCR064C		
YCR065W	0.548032	
YCR066W	0.2219295	
YCR067C	0.308454	
YCR068W	0.820343	
YCR069W	-0.0006669499999999995	
YCR071C		
YCR072C		0.8609755
YCR073C	-0.0507059	
YCR073W-A	-0.234899	
YCR075C	0.1814785	
YCR075W-A		
YCR076C	-0.16610035	
YCR077C	0.351499	
YCR079W	0.20594025000000002	
YCR081W	-0.20097350000000003	
YCR082W	0.0351033	
YCR083W	0.0846063	
YCR084C		
YCR085W	-0.0764698	
YCR086W	-0.017487850000000003	
YCR087C-A	0.847803	
YCR087W	0.7158545	
YCR088W	-0.23820550000000001	
YCR089W	-0.10551	
YCR090C	-0.240708	
YCR091W	-0.1429	
YCR092C	-0.3958625	
YCR093W		0.46208899999999997
YCR094W	-0.261569	
YCR095C	-0.29594699999999996	
YCR095W-A	0.383318	
YCR098C	-0.14563135000000002	
YCR099C	0.43397399999999997	
YCR100C	0.06738759999999999	
YCR101C	0.1570265	
YCR102C	0.441554	
YCR102W-A	0.26121105	
YCR105W	-0.35521650000000005	
YCR106W	0.3633765	
YCR107W	-0.38405849999999997	
YDL001W	-0.030552885	
YDL002C	-0.1959695	
YDL003W		0.12995545
YDL004W		0.6237809999999999
YDL006W	0.7371025	
YDL007W		0.1213331
YDL008W		-0.16386219999999999
YDL009C	-0.25584450000000003	
YDL010W	-0.6134585	
YDL011C	-0.4547575	
YDL012C	-0.2986955	
YDL013W	0.16971609999999998	
YDL014W		-0.13343460000000001
YDL015C		-0.13732875
YDL016C		0.00512665
YDL017W		-0.035662265
YDL018C	-0.07437564999999999	
YDL019C	-0.705756	
YDL020C	0.363306	
YDL021W	-0.050738200000000004	
YDL022W	-0.2935045	
YDL023C	-0.0567261	
YDL024C	-0.360344	
YDL025C	0.433224	
YDL026W	-0.017105899999999997	
YDL027C	-0.7538735000000001	
YDL028C		0.05137915
YDL029W		-0.10342485
YDL030W		0.224469
YDL031W		-0.2074
YDL032W	2.044965	
YDL033C	-0.198014	
YDL034W	-0.27868000000000004	
YDL035C	0.03933535	
YDL036C	-0.39424400000000004	
YDL037C	0.03709955	
YDL039C	-0.346121	
YDL040C	-0.4932325	
YDL041W	0.392022	
YDL043C		-0.219107
YDL044C	0.346618	
YDL045C		-0.243325
YDL045W-A	0.479882	
YDL046W	0.0120395	
YDL047W	0.007667999999999994	
YDL048C	-0.3130085	
YDL049C	-0.1249938	
YDL050C	0.2961515	
YDL051W	-0.10526930000000001	
YDL052C	-0.8493945	
YDL053C	-0.06558955	
YDL054C	-0.06831605	
YDL055C		-0.4947105
YDL056W	0.309338	
YDL057W	-0.3800395	
YDL058W		0.008353
YDL059C	-0.23237349999999998	
YDL060W		-0.06989735
YDL061C	-0.224021	
YDL062W	0.3240815	
YDL063C	-0.2994785	
YDL064W		-0.12263445
YDL065C	0.18792799999999998	
YDL066W	-0.103452	
YDL067C	1.40621	
YDL068W	1.76512	
YDL069C	1.157515	
YDL070W	0.002660135	
YDL071C	-0.5315065	
YDL072C	0.398005	
YDL073W	-0.4424775	
YDL074C	-0.07182430000000001	
YDL075W	-0.368323	
YDL076C	-0.297238	
YDL077C	-0.5074965	
YDL078C	-0.10196374999999999	
YDL079C	-0.12859135	
YDL080C	-0.24211749999999999	
YDL081C	-0.6339975	
YDL082W	0.0625336	
YDL083C	-1.008779	
YDL084W		-0.362238
YDL085C-A		
YDL085W	-0.11796300000000001	
YDL086W	-0.332734	
YDL087C		-0.496584
YDL088C	-0.12334795	
YDL089W	-0.2307225	
YDL090C	-0.1994995	
YDL091C	-0.37490650000000003	
YDL092W		-0.053753999999999996
YDL093W	-0.21285605	
YDL094C	0.150408	
YDL095W	-0.7277659999999999	
YDL096C	-0.5178675	
YDL097C		0.0947211
YDL098C		-0.31376499999999996
YDL099W	-0.2596635	
YDL100C	-0.1567068	
YDL101C	0.897287	
YDL102W		
YDL103C		-0.41116949999999997
YDL104C	0.8064015	
YDL105W		-0.1200185
YDL106C	-0.325521	
YDL107W		
YDL108W		-0.09717250000000001
YDL109C	-0.25857425	
YDL110C	-0.0679417	
YDL111C		-0.2724238
YDL112W	0.018277500000000002	
YDL113C	-0.19879915	
YDL114W	0.250842	
YDL115C	-0.5399514999999999	
YDL116W		
YDL117W	0.151627	
YDL118W	-0.60623	
YDL119C	-0.429569	
YDL120W		0.4847575
YDL121C	0.026733599999999996	
YDL122W	-0.1926135	
YDL123W	-0.7311605	
YDL124W	-0.044017650000000005	
YDL125C	-0.21257900000000002	
YDL126C		-0.17439095
YDL127W	-0.020655	
YDL128W	0.101240735	
YDL129W	-0.382668	
YDL130W	-0.2342435	
YDL130W-A	-0.21507700000000002	
YDL131W	0.25623355000000003	
YDL132W		
YDL133C-A	0.17911169999999998	
YDL133W	-0.239482	
YDL134C	-0.1626197	
YDL135C	-0.582765	
YDL136W	-0.1604505	
YDL137W	-0.36496850000000003	
YDL138W	-0.096186575	
YDL139C		-0.3229945
YDL140C		0.20679399999999998
YDL141W		0.39352750000000003
YDL142C	0.0585663	
YDL143W		-0.21994935
YDL144C	-0.390185	
YDL145C		-0.3414695
YDL146W	-0.554456	
YDL147W		0.48892599999999997
YDL148C		0.1164744
YDL149W	-0.224539	
YDL150W		0.376314
YDL151C		
YDL152W		0.208266
YDL153C		-0.13210625
YDL154W	-0.3429695	
YDL155W	0.381806	
YDL156W	-0.148759	
YDL157C	-0.399128	
YDL158C		0.0805122
YDL159W		
YDL159W-A	-0.2913652	
YDL160C	-0.5266875	
YDL160C-A	-0.1614092	
YDL161W	-0.1088658	
YDL162C	-0.3507325	
YDL163W		-0.2788895
YDL164C		-0.4196865
YDL165W		0.11828430000000001
YDL166C		-0.535868
YDL167C	0.1023065	
YDL168W	-0.15092804999999998	
YDL169C	0.555483	
YDL170W	0.5432805	
YDL171C	-0.11761595	
YDL172C	-0.3472845	
YDL173W	0.5582395	
YDL174C	-0.0036368240000000003	
YDL175C	0.48407500000000003	
YDL176W	-0.07510185	
YDL177C	0.33431	
YDL178W	-0.24701	
YDL179W	0.005805500000000005	
YDL180W	-0.2763555	
YDL181W		0.384536
YDL182W	-0.23480499999999999	
YDL183C	0.44980599999999993	
YDL184C	-0.4066965	
YDL185W	-0.27432999999999996	
YDL186W	-0.3562955	
YDL187C	0.0547849	
YDL188C	-0.02007865	
YDL189W	-0.32374	
YDL190C	-0.003232800000000001	
YDL191W	-0.0754324	
YDL192W	-0.3288505	
YDL193W		2.122665
YDL194W	-0.45448	
YDL195W		-0.33547249999999995
YDL196W		-0.3161324
YDL197C	0.2439135	
YDL198C	1.242445	
YDL199C	-0.18778845	
YDL200C	-0.0085971	
YDL201W	-0.1500035	
YDL202W	1.225015	
YDL203C	0.14053	
YDL204W	0.143377	
YDL205C	0.11269965000000001	
YDL206W		
YDL207W		0.989474
YDL208W		0.776305
YDL209C		0.1685718
YDL210W	0.13083405	
YDL211C	-0.8096369999999999	
YDL212W		-0.040646100000000004
YDL213C	-0.510256	
YDL214C	-0.4549225	
YDL215C	0.7280679999999999	
YDL216C	-0.01582075	
YDL217C		0.580863
YDL218W	0.7701135	
YDL219W	0.22066550000000001	
YDL220C		-0.12768865
YDL221W		0.23345749999999998
YDL222C	-0.090223	
YDL223C	-0.1655355	
YDL224C	-0.025953000000000004	
YDL225W	0.3977275	
YDL226C	-0.3482125	
YDL227C	0.21491105	
YDL229W	-0.27731685	
YDL230W	0.5053795	
YDL231C	-0.285453	
YDL232W		
YDL233W	0.30173174999999997	
YDL234C	0.761152	
YDL235C		0.1399484
YDL236W	0.3126155	
YDL237W	0.132367	
YDL238C	-0.231244	
YDL239C	0.053513599999999995	
YDL240W	0.219997	
YDL241W	1.326765	
YDL242W	-0.1415571	
YDL243C	-0.035135150000000004	
YDR001C	0.2694625	
YDR002W		0.31387149999999997
YDR003W	0.1153215	
YDR003W-A		
YDR004W	0.3668285	
YDR005C	-0.42399200000000004	
YDR006C	1.22509	
YDR007W	0.2826935	
YDR008C	1.10005	
YDR009W	0.21104	
YDR010C	0.43910649999999996	
YDR011W	0.5094045	
YDR013W		0.41665450000000004
YDR014W	0.5315965	
YDR015C	0.6587705	
YDR016C		0.131905
YDR017C		
YDR018C	-0.09442980000000001	
YDR019C	0.017157899999999997	
YDR020C	0.662801	
YDR021W		0.554014
YDR022C	0.4071395	
YDR023W		-0.011900599999999997
YDR024W	-0.1895885	
YDR025W	-0.427792	
YDR026C	0.02888635	
YDR027C		
YDR028C	0.30646450000000003	
YDR029W	0.2101515	
YDR030C	0.3828005	
YDR031W	0.2584085	
YDR032C	0.2461265	
YDR033W	-0.05928813	
YDR034C	0.0623486	
YDR034W-B		
YDR035W	1.20295	
YDR036C	-0.06044397525	
YDR037W		0.030251
YDR041W		-0.202035655
YDR042C	-0.559337	
YDR043C	0.6691355	
YDR044W		-0.20132229999999998
YDR045C		0.1447302
YDR046C	-0.2766145	
YDR047W		-0.18915200000000001
YDR048C	-0.7452099999999999	
YDR049W	-0.3006955	
YDR050C		-0.12482106999999999
YDR051C	-0.0510631	
YDR052C		-0.3934685
YDR053W		-0.123212
YDR054C		-0.04870855
YDR055W		
YDR056C	-0.33160500000000004	
YDR057W	0.2919935	
YDR058C	-0.07862125	
YDR059C	0.3291235	
YDR060W		0.108719424
YDR061W	-0.061385800000000004	
YDR062W		0.00816505
YDR063W	-0.5631615	
YDR064W		-0.12018005
YDR065W	0.075938	
YDR066C	0.8596440000000001	
YDR067C	-0.18229849	
YDR068W	-0.25612	
YDR069C	0.360224	
YDR070C	-0.0325083534	
YDR071C	0.4537105	
YDR072C	0.20158199999999998	
YDR073W	0.058952149999999995	
YDR074W	0.42904	
YDR075W	0.3473425	
YDR076W	-0.217715	
YDR077W	-0.2952445	
YDR078C	-0.357636	
YDR079C-A		
YDR079W		
YDR080W	-0.16816350000000002	
YDR081C		-0.2577175
YDR082W		
YDR083W	-0.423958	
YDR084C	0.027091350000000004	
YDR085C	-0.29729150000000004	
YDR086C		0.8181545
YDR087C		0.29774500000000004
YDR088C		-0.2617529
YDR089W	-0.12023275	
YDR090C	-0.08059815000000001	
YDR091C		0.1732537
YDR092W		
YDR093W	-0.2223866	
YDR094W	-0.129206	
YDR095C	-0.4828655	
YDR096W	-0.072890895	
YDR097C	-0.1692575	
YDR098C	0.355275	
YDR099W	-0.22029100000000001	
YDR100W	-0.1577412	
YDR101C	-0.196594	
YDR102C	0.32917	
YDR103W		-0.056921919999999994
YDR104C	0.004869499999999999	
YDR105C	0.032939285	
YDR107C	-0.0004723999999999978	
