orf	het | cell death (frequency of dead cells) | periodic starvation | grape juice | Davey HM~Griffith GW, 2012	het | growth (pooled culture, microarray) | periodic starvation | grape juice | Davey HM~Griffith GW, 2012
YGR179C	2.5382322491883347	0.0
YGR193C	2.5382322491883347	0.0
YGR195W	2.5382322491883347	0.0
YGR196C	0.0	-5.932455634115292
YGR200C	2.5382322491883347	0.0
YGR201C	2.5382322491883347	0.0
YGR205W	2.5382322491883347	0.0
YGR207C	2.5382322491883347	-5.932455634115292
YGR216C	2.5382322491883347	0.0
YGR220C	2.5382322491883347	0.0
YGR222W	2.5382322491883347	0.0
YGR227W	2.5382322491883347	0.0
YGR239C	2.5382322491883347	0.0
YGR243W	2.5382322491883347	0.0
YGR244C	2.5382322491883347	0.0
YGR245C	2.5382322491883347	0.0
YGR251W	2.5382322491883347	0.0
YGR252W	2.5382322491883347	0.0
YGR255C	0.0	-5.932455634115292
YGR258C	2.5382322491883347	0.0
YGR260W	2.5382322491883347	0.0
YGR262C	2.5382322491883347	0.0
YGR284C	2.5382322491883347	0.0
YGR285C	2.5382322491883347	0.0
YGR287C	2.5382322491883347	0.0
YHL006C	0.0	-5.932455634115292
YHL023C	2.5382322491883347	0.0
YHL041W	2.5382322491883347	0.0
YHL046C	2.5382322491883347	0.0
YHR003C	2.5382322491883347	0.0
YHR005C	2.5382322491883347	0.0
YHR006W	0.0	-5.932455634115292
YHR008C	2.5382322491883347	0.0
YHR010W	2.5382322491883347	0.0
YHR015W	2.5382322491883347	0.0
YHR024C	2.5382322491883347	0.0
YHR025W	2.5382322491883347	0.0
YHR028C	0.0	-5.932455634115292
YHR033W	2.5382322491883347	0.0
YHR041C	2.5382322491883347	0.0
YHR049W	2.5382322491883347	0.0
YHR064C	2.5382322491883347	0.0
YHR075C	2.5382322491883347	0.0
YHR088W	2.5382322491883347	0.0
YHR092C	2.5382322491883347	0.0
YHR101C	2.5382322491883347	0.0
YHR111W	2.5382322491883347	0.0
YHR113W	2.5382322491883347	0.0
YHR120W	2.5382322491883347	0.0
YHR121W	2.5382322491883347	0.0
YHR126C	2.5382322491883347	0.0
YHR131C	2.5382322491883347	0.0
YHR132C	2.5382322491883347	0.0
YHR140W	2.5382322491883347	0.0
YHR148W	2.5382322491883347	0.0
YHR170W	2.5382322491883347	0.0
YHR176W	0.0	-5.932455634115292
YHR178W	0.0	-5.932455634115292
YHR184W	0.0	-5.932455634115292
YHR193C	0.0	-5.932455634115292
YHR196W	2.5382322491883347	0.0
YHR209W	2.5382322491883347	0.0
YIL006W	2.5382322491883347	0.0
YIL010W	2.5382322491883347	0.0
YIL014W	2.5382322491883347	0.0
YIL017C	2.5382322491883347	0.0
YIL018W	2.5382322491883347	0.0
YIL022W	2.5382322491883347	0.0
YIL023C	2.5382322491883347	0.0
YIL029C	2.5382322491883347	0.0
YIL038C	0.0	-5.932455634115292
YIL047C	0.0	-5.932455634115292
YIL052C	2.5382322491883347	0.0
YIL054W	2.5382322491883347	0.0
YIL059C	2.5382322491883347	0.0
YIL070C	2.5382322491883347	0.0
YIL072W	2.5382322491883347	0.0
YIL073C	2.5382322491883347	0.0
YIL078W	2.5382322491883347	0.0
YIL085C	2.5382322491883347	0.0
YIL088C	2.5382322491883347	0.0
YIL091C	2.5382322491883347	0.0
YIL097W	0.0	-5.932455634115292
YIL108W	2.5382322491883347	0.0
YIL111W	2.5382322491883347	0.0
YIL116W	2.5382322491883347	0.0
YIL117C	0.0	-5.932455634115292
YIL120W	2.5382322491883347	0.0
YIL128W	0.0	-5.932455634115292
YIL132C	2.5382322491883347	0.0
YIL135C	2.5382322491883347	0.0
YIL164C	2.5382322491883347	0.0
YIR003W	0.0	-5.932455634115292
YIR009W	2.5382322491883347	0.0
YIR010W	2.5382322491883347	0.0
YIR011C	2.5382322491883347	0.0
YIR015W	2.5382322491883347	0.0
YIR016W	2.5382322491883347	0.0
YIR027C	2.5382322491883347	0.0
YJL001W	2.5382322491883347	0.0
YJL007C	2.5382322491883347	0.0
YJL011C	2.5382322491883347	0.0
YJL014W	2.5382322491883347	0.0
YJL019W	0.0	-5.932455634115292
YJL023C	2.5382322491883347	0.0
YJL025W	0.0	-5.932455634115292
YJL026W	0.0	-5.932455634115292
YJL027C	0.0	-5.932455634115292
YJL033W	2.5382322491883347	0.0
YJL038C	2.5382322491883347	0.0
YJL042W	2.5382322491883347	0.0
YJL050W	2.5382322491883347	0.0
YJL057C	0.0	-5.932455634115292
YJL058C	2.5382322491883347	0.0
YJL059W	2.5382322491883347	0.0
YJL061W	0.0	-5.932455634115292
YJL066C	2.5382322491883347	0.0
YJL071W	0.0	-5.932455634115292
YJL073W	2.5382322491883347	0.0
YJL074C	2.5382322491883347	0.0
YJL078C	0.0	-5.932455634115292
YJL079C	2.5382322491883347	0.0
YJL080C	2.5382322491883347	0.0
YJL094C	2.5382322491883347	0.0
YJL123C	2.5382322491883347	0.0
YJL127C	2.5382322491883347	0.0
YJL140W	2.5382322491883347	0.0
YJL158C	2.5382322491883347	0.0
YJL173C	2.5382322491883347	0.0
YJL187C	0.0	-5.932455634115292
YJL199C	2.5382322491883347	0.0
YJL213W	2.5382322491883347	0.0
YJL214W	2.5382322491883347	0.0
YJL216C	2.5382322491883347	0.0
YJR001W	2.5382322491883347	0.0
YJR006W	0.0	-5.932455634115292
YJR014W	2.5382322491883347	0.0
YJR022W	2.5382322491883347	0.0
YJR034W	2.5382322491883347	0.0
YJR056C	0.0	-5.932455634115292
YJR058C	0.0	-5.932455634115292
YJR059W	2.5382322491883347	0.0
YJR063W	2.5382322491883347	0.0
YJR078W	2.5382322491883347	0.0
YJR108W	2.5382322491883347	0.0
YJR113C	2.5382322491883347	0.0
YJR119C	2.5382322491883347	0.0
YJR121W	2.5382322491883347	0.0
YJR122W	2.5382322491883347	0.0
YJR135C	2.5382322491883347	0.0
YJR150C	2.5382322491883347	0.0
YKL015W	2.5382322491883347	0.0
YKL029C	2.5382322491883347	0.0
YKL031W	2.5382322491883347	0.0
YKL045W	2.5382322491883347	0.0
YKL052C	2.5382322491883347	0.0
YKL059C	0.0	-5.932455634115292
YKL061W	2.5382322491883347	0.0
YKL071W	2.5382322491883347	0.0
YKL080W	2.5382322491883347	0.0
YKL094W	2.5382322491883347	0.0
YKL097C	2.5382322491883347	0.0
YKL100C	2.5382322491883347	0.0
YKL102C	2.5382322491883347	0.0
YKL110C	2.5382322491883347	0.0
YKL113C	2.5382322491883347	0.0
YKL117W	2.5382322491883347	0.0
YKL127W	2.5382322491883347	0.0
YKL130C	2.5382322491883347	0.0
YKL133C	2.5382322491883347	0.0
YKL140W	2.5382322491883347	0.0
YKL151C	2.5382322491883347	0.0
YKL160W	2.5382322491883347	0.0
YKL162C	2.5382322491883347	0.0
YKL173W	2.5382322491883347	0.0
YKL193C	2.5382322491883347	0.0
YKL194C	2.5382322491883347	0.0
YKL201C	2.5382322491883347	0.0
YKL208W	2.5382322491883347	0.0
YKL210W	2.5382322491883347	0.0
YKL222C	2.5382322491883347	0.0
YKR005C	2.5382322491883347	0.0
YKR007W	2.5382322491883347	0.0
YKR009C	2.5382322491883347	0.0
YKR019C	2.5382322491883347	0.0
YKR029C	2.5382322491883347	0.0
YKR041W	2.5382322491883347	0.0
YKR042W	2.5382322491883347	0.0
YKR046C	2.5382322491883347	0.0
YKR048C	2.5382322491883347	0.0
YKR051W	2.5382322491883347	0.0
YKR054C	2.5382322491883347	0.0
YKR055W	2.5382322491883347	0.0
YKR065C	0.0	-5.932455634115292
YKR069W	2.5382322491883347	0.0
YKR071C	0.0	-5.932455634115292
YKR072C	2.5382322491883347	0.0
YKR076W	2.5382322491883347	0.0
YKR084C	2.5382322491883347	0.0
YKR086W	2.5382322491883347	0.0
YKR090W	2.5382322491883347	0.0
YKR092C	2.5382322491883347	0.0
YLL012W	2.5382322491883347	0.0
YLL013C	2.5382322491883347	0.0
YLL031C	2.5382322491883347	0.0
YLL041C	2.5382322491883347	0.0
YLL043W	2.5382322491883347	0.0
YLL045C	2.5382322491883347	0.0
YLL056C	2.5382322491883347	0.0
YLR002C	0.0	-5.932455634115292
YLR006C	0.0	-5.932455634115292
YLR008C	2.5382322491883347	0.0
YLR009W	2.5382322491883347	0.0
YLR022C	2.5382322491883347	0.0
YLR032W	2.5382322491883347	0.0
YLR054C	2.5382322491883347	0.0
YLR081W	2.5382322491883347	0.0
YLR088W	2.5382322491883347	0.0
YLR107W	2.5382322491883347	0.0
YLR111W	2.5382322491883347	0.0
YLR112W	2.5382322491883347	0.0
YLR122C	2.5382322491883347	0.0
YLR127C	0.0	-5.932455634115292
YLR135W	2.5382322491883347	0.0
YLR147C	0.0	-5.932455634115292
YLR149C	2.5382322491883347	0.0
YLR164W	2.5382322491883347	0.0
YLR165C	0.0	-5.932455634115292
YLR172C	2.5382322491883347	0.0
YLR177W	2.5382322491883347	0.0
YLR186W	2.5382322491883347	0.0
YLR187W	2.5382322491883347	0.0
YLR191W	2.5382322491883347	0.0
YLR197W	2.5382322491883347	0.0
YLR201C	2.5382322491883347	0.0
YLR203C	2.5382322491883347	0.0
YLR211C	2.5382322491883347	0.0
YLR219W	2.5382322491883347	0.0
YLR236C	2.5382322491883347	0.0
YLR239C	2.5382322491883347	0.0
YLR240W	2.5382322491883347	0.0
YLR243W	2.5382322491883347	0.0
YLR250W	2.5382322491883347	0.0
YLR253W	2.5382322491883347	0.0
YLR263W	2.5382322491883347	0.0
YLR267W	2.5382322491883347	0.0
YLR308W	2.5382322491883347	0.0
YLR311C	2.5382322491883347	0.0
YLR312W-A	2.5382322491883347	0.0
YLR321C	2.5382322491883347	0.0
YLR338W	0.0	-5.932455634115292
YLR344W	2.5382322491883347	0.0
YLR346C	2.5382322491883347	0.0
YLR348C	2.5382322491883347	0.0
YLR359W	2.5382322491883347	0.0
YLR360W	2.5382322491883347	0.0
YLR367W	2.5382322491883347	0.0
YLR368W	2.5382322491883347	0.0
YLR371W	2.5382322491883347	0.0
YLR373C	2.5382322491883347	0.0
YLR380W	2.5382322491883347	0.0
YLR390W-A	2.5382322491883347	0.0
YLR394W	2.5382322491883347	0.0
YLR398C	2.5382322491883347	0.0
YLR399C	2.5382322491883347	0.0
YLR404W	2.5382322491883347	0.0
YLR406C	2.5382322491883347	0.0
YLR407W	2.5382322491883347	0.0
YLR408C	2.5382322491883347	0.0
YLR415C	2.5382322491883347	0.0
YLR438C-A	2.5382322491883347	0.0
YLR450W	0.0	-5.932455634115292
YLR455W	0.0	-5.932455634115292
YML006C	2.5382322491883347	0.0
YML009C	2.5382322491883347	0.0
YML027W	0.0	-5.932455634115292
YML058W	2.5382322491883347	0.0
YML061C	2.5382322491883347	0.0
YML062C	2.5382322491883347	0.0
YML075C	2.5382322491883347	0.0
YML077W	0.0	-5.932455634115292
YML078W	2.5382322491883347	0.0
YML084W	2.5382322491883347	0.0
YML087C	2.5382322491883347	0.0
YML091C	2.5382322491883347	0.0
YML094W	2.5382322491883347	0.0
YML113W	2.5382322491883347	0.0
YMR004W	2.5382322491883347	0.0
YMR020W	2.5382322491883347	0.0
YMR028W	2.5382322491883347	0.0
YMR029C	2.5382322491883347	0.0
YMR037C	2.5382322491883347	0.0
YMR047C	2.5382322491883347	0.0
YMR057C	2.5382322491883347	0.0
YMR077C	2.5382322491883347	0.0
YMR091C	0.0	-5.932455634115292
YMR102C	2.5382322491883347	0.0
YMR117C	2.5382322491883347	0.0
YMR122C	2.5382322491883347	0.0
YMR123W	2.5382322491883347	0.0
YMR128W	2.5382322491883347	0.0
YMR129W	2.5382322491883347	0.0
YMR139W	0.0	-5.932455634115292
YMR140W	2.5382322491883347	0.0
YMR145C	2.5382322491883347	0.0
YMR148W	2.5382322491883347	0.0
YMR153W	2.5382322491883347	0.0
YMR159C	2.5382322491883347	0.0
YMR170C	2.5382322491883347	0.0
YMR171C	2.5382322491883347	0.0
YMR173W	2.5382322491883347	0.0
YMR175W	2.5382322491883347	0.0
YMR178W	2.5382322491883347	0.0
YMR189W	2.5382322491883347	0.0
YMR192W	2.5382322491883347	0.0
YMR194W	2.5382322491883347	0.0
YMR199W	2.5382322491883347	0.0
YMR203W	2.5382322491883347	0.0
YMR204C	0.0	-5.932455634115292
YMR206W	2.5382322491883347	0.0
YMR211W	2.5382322491883347	0.0
YMR215W	0.0	-5.932455634115292
YMR220W	2.5382322491883347	0.0
YMR232W	2.5382322491883347	0.0
YMR237W	2.5382322491883347	0.0
YMR238W	2.5382322491883347	0.0
YMR241W	2.5382322491883347	0.0
YMR244C-A	2.5382322491883347	0.0
YMR261C	0.0	-5.932455634115292
YMR262W	2.5382322491883347	0.0
YMR264W	2.5382322491883347	0.0
YMR269W	2.5382322491883347	0.0
YMR272C	2.5382322491883347	0.0
YMR276W	2.5382322491883347	0.0
YMR279C	2.5382322491883347	0.0
YMR287C	2.5382322491883347	0.0
YMR292W	2.5382322491883347	0.0
YMR294W	2.5382322491883347	0.0
YMR298W	2.5382322491883347	0.0
YMR301C	2.5382322491883347	0.0
YMR304W	2.5382322491883347	0.0
YMR305C	2.5382322491883347	0.0
YMR309C	2.5382322491883347	0.0
YMR312W	2.5382322491883347	0.0
YNL008C	0.0	-5.932455634115292
YNL010W	2.5382322491883347	0.0
YNL013C	0.0	-5.932455634115292
YNL028W	0.0	-5.932455634115292
YNL030W	0.0	-5.932455634115292
YNL037C	0.0	-5.932455634115292
YNL047C	2.5382322491883347	0.0
YNL080C	2.5382322491883347	0.0
YNL097C	2.5382322491883347	0.0
YNL102W	2.5382322491883347	0.0
YNL118C	2.5382322491883347	0.0
YNL121C	2.5382322491883347	0.0
YNL127W	2.5382322491883347	0.0
YNL134C	2.5382322491883347	0.0
YNL138W	2.5382322491883347	-5.932455634115292
YNL141W	2.5382322491883347	0.0
YNL182C	2.5382322491883347	0.0
YNL185C	2.5382322491883347	0.0
YNL196C	2.5382322491883347	0.0
YNL201C	2.5382322491883347	-5.932455634115292
YNL207W	2.5382322491883347	0.0
YNL211C	2.5382322491883347	0.0
YNL233W	2.5382322491883347	0.0
YNL238W	2.5382322491883347	0.0
YNL242W	2.5382322491883347	0.0
YNL244C	2.5382322491883347	0.0
YNL247W	0.0	-5.932455634115292
YNL249C	2.5382322491883347	0.0
YNL258C	2.5382322491883347	0.0
YNL259C	2.5382322491883347	0.0
YNL268W	2.5382322491883347	0.0
YNL270C	2.5382322491883347	0.0
YNL271C	2.5382322491883347	0.0
YNL277W	0.0	-5.932455634115292
YNL290W	2.5382322491883347	0.0
YNL306W	2.5382322491883347	0.0
YNL315C	2.5382322491883347	0.0
YNL320W	2.5382322491883347	0.0
YNL326C	2.5382322491883347	0.0
YNL327W	2.5382322491883347	0.0
YNL329C	2.5382322491883347	0.0
YNL335W	2.5382322491883347	0.0
YNL339C	2.5382322491883347	0.0
YNR001C	2.5382322491883347	0.0
YNR002C	2.5382322491883347	0.0
YNR004W	2.5382322491883347	0.0
YNR006W	2.5382322491883347	0.0
YNR008W	0.0	-5.932455634115292
YNR020C	0.0	-5.932455634115292
YNR024W	0.0	-5.932455634115292
YNR029C	2.5382322491883347	0.0
YNR034W	0.0	-5.932455634115292
YNR039C	0.0	-5.932455634115292
YNR043W	0.0	-5.932455634115292
YNR044W	2.5382322491883347	0.0
YNR048W	2.5382322491883347	0.0
YNR050C	0.0	-5.932455634115292
YNR056C	2.5382322491883347	0.0
YNR058W	2.5382322491883347	0.0
YNR063W	2.5382322491883347	0.0
YOL003C	2.5382322491883347	0.0
YOL005C	2.5382322491883347	0.0
YOL009C	2.5382322491883347	0.0
YOL010W	2.5382322491883347	0.0
YOL016C	2.5382322491883347	0.0
YOL036W	2.5382322491883347	0.0
YOL043C	2.5382322491883347	0.0
YOL053W	2.5382322491883347	0.0
YOL063C	2.5382322491883347	0.0
YOL072W	2.5382322491883347	0.0
YOL085C	2.5382322491883347	0.0
YOL087C	2.5382322491883347	0.0
YOL098C	2.5382322491883347	0.0
