ORF	growth;nicotinamide, 120 mM
YMR007W	0.924
YML047C	0.908
YMR021C	0.877
YMR190C	0.869
YLR449W	0.864
YMR224C	0.829
YLR441C	0.823
YLR454W	0.817
YLR435W	0.798
YML057W	0.789
YML013C-A	0.762
YMR027W	0.753
YLR432W	0.750
YML027W	0.749
YMR138W	0.748
YMR087W	0.744
YML102W	0.741
YML041C	0.726
YML060W	0.722
YML106W	0.706
YMR173W	0.700
YML035C	0.688
YML121W	0.683
YLR445W	0.680
YMR037C	0.675
YMR018W	0.673
YMR155W	0.669
YMR223W	0.664
YLR450W	0.661
YML006C	0.654
YML021C	0.653
YMR232W	0.646
YMR143W	0.641
YMR179W	0.640
YMR015C	0.638
YMR058W	0.634
YMR174C	0.633
YMR164C	0.633
YMR193C-A	0.628
YML007W	0.625
YML054C	0.620
YMR127C	0.619
YMR219W	0.618
YML124C	0.617
YMR163C	0.616
YML018C	0.609
YLR451W	0.605
YML072C	0.604
YML036W	0.601
YMR186W	0.601
YMR226C	0.600
YLR436C	0.599
YLR431C	0.595
YMR080C	0.595
YMR085W	0.594
YLR448W	0.592
YML066C	0.591
YMR119W	0.487
YMR156C	0.586
YMR154C	0.583
YMR063W	0.580
YMR162C	0.580
YML062C	0.579
YMR207C	0.576
YMR099C	0.573
YLR456W	0.569
YML076C	0.567
YMR040W	0.565
YMR086C-A	0.563
YMR209C	0.562
YMR215W	0.560
YML116W	0.560
YMR225C	0.559
YML042W	0.557
YMR092C	0.556
YMR038C	0.553
YMR135W-A	0.552
YMR198W	0.551
YMR002W	0.550
YMR137C	0.548
YML068W	0.547
YMR073C	0.547
YMR183C	0.545
YMR115W	0.544
YML117W-A	0.543
YLR446W	0.542
YML010C-B	0.540
YMR129W	0.540
YML016C	0.538
YML056C	0.537
YMR145C	0.536
YLR415C	0.533
YLR426W	0.532
YML032C	0.532
YMR189W	0.530
YMR041C	0.529
YMR004W	0.528
YMR194W	0.528
YMR139W	0.526
YML108W	0.524
YMR010W	0.524
YML122C	0.523
YML022W	0.523
YML052W	0.521
YML120C	0.516
YLR429W	0.513
YMR122C	0.512
YML059C	0.512
YMR191W	0.511
YMR106C	0.509
YML104C	0.508
YMR110C	0.508
YMR020W	0.506
YML053C	0.504
YML058W	0.502
YMR210W	0.500
YMR199W	0.500
YMR195W	0.500
YMR160W	0.498
YLR418C	0.497
YMR053C	0.496
YMR135C	0.495
YMR042W	0.494
YMR088C	0.493
YMR153C-A	0.493
YMR034C	0.492
YMR126C	0.491
YML026C	0.491
YML103C	0.491
YLR461W	0.490
YMR230W	0.489
YML131W	0.488
YMR157C	0.488
YMR057C	0.488
YMR177W	0.487
YMR096W	0.486
YMR172C-A	0.486
YMR173W-A	0.485
YMR026C	0.485
YML019W	0.485
YMR031C	0.484
YML035C-A	0.483
YML123C	0.483
YMR048W	0.483
YMR114C	0.482
YMR075C-A	0.481
YMR181C	0.480
YMR159C	0.479
YMR035W	0.479
YMR105C	0.479
YMR141C	0.478
YMR036C	0.477
YMR221C	0.477
YMR075W	0.475
YMR241W	0.475
YLR434C	0.474
YML109W	0.474
YML004C	0.473
YMR153W	0.473
YLR423C	0.471
YML067C	0.471
YLR416C	0.470
YMR003W	0.470
YLR460C	0.470
YMR100W	0.469
YMR180C	0.469
YMR019W	0.469
YMR016C	0.468
YML005W	0.468
YML095C	0.467
YML037C	0.467
YML048W	0.467
YMR206W	0.466
YMR044W	0.464
YMR170C	0.464
YML102C-A	0.463
YMR182C	0.463
YML107C	0.462
YML117W	0.462
YMR130W	0.461
YML017W	0.460
YMR022W	0.460
YMR124W	0.459
YMR237W	0.459
YLR428C	0.459
YMR243C	0.458
YMR148W	0.458
YMR222C	0.458
YMR172W	0.457
YML029W	0.457
YMR140W	0.455
YMR187C	0.455
YMR158W-A	0.455
YMR147W	0.454
YML013W	0.453
YMR214W	0.452
YML048W-A	0.452
YMR204C	0.452
YML002W	0.451
YML113W	0.451
YML028W	0.451
YML058C-A	0.450
YMR101C	0.450
YMR233W	0.449
YMR176W	0.449
YML119W	0.448
YMR234W	0.447
YMR052C-A	0.446
YMR171C	0.444
YMR111C	0.441
YML075C	0.441
YMR158C-B	0.440
YMR161W	0.438
YML051W	0.438
YMR052W	0.437
YML003W	0.436
YLR452C	0.434
YLR422W	0.434
YMR068W	0.433
YMR133W	0.433
YMR132C	0.433
YLR443W	0.432
YML020W	0.431
YML034W	0.429
YML038C	0.428
YMR055C	0.428
YMR178W	0.425
YMR039C	0.424
YMR238W	0.424
YMR188C	0.422
YMR025W	0.420
YMR119W-A	0.420
YMR120C	0.419
YLR438W	0.419
YMR192W	0.419
YMR244C-A	0.418
YML094W	0.417
YML055W	0.416
YMR023C	0.415
YMR008C	0.414
YMR196W	0.414
YLR427W	0.412
YLR421C	0.411
YLR420W	0.410
YML100W	0.409
YMR136W	0.409
YMR152W	0.406
YLR444C	0.406
YMR011W	0.405
YML118W	0.405
YMR107W	0.401
YMR030W	0.401
YML012W	0.401
YMR060C	0.400
YML100W-A	0.399
YMR086W	0.398
YML128C	0.398
YLR437C	0.398
YMR012W	0.398
YML101C	0.396
YML030W	0.394
YMR056C	0.393
YML070W	0.393
YMR054W	0.391
YMR029C	0.390
YLR442C	0.388
YLR425W	0.387
YMR095C	0.387
YMR109W	0.385
YMR017W	0.383
YLR453C	0.380
YML099C	0.378
YMR009W	0.376
YML074C	0.373
YMR121C	0.372
YML033W	0.371
YMR070W	0.363
YML090W	0.362
YML081C-A	0.356
YLR433C	0.331
YMR065W	0.326
YMR067C	0.304
YMR144W	0.298
YMR102C	0.264
YML011C	NaN
YMR006C	NaN
YMR216C	NaN
YMR300C	Inf
YNL041C	2.413
YMR304W	1.979
YNL170W	1.710
YNL069C	1.618
YNL236W	1.483
YNL171C	1.300
YNL205C	1.286
YNL141W	1.203
YNL070W	1.135
YNL130C	1.122
YNL134C	1.087
YNL223W	1.066
YMR307W	1.043
YNL022C	1.022
YNL155W	1.004
YMR312W	0.970
YNL199C	0.960
YNL106C	0.933
YMR256C	0.924
YNL322C	0.885
YNL058C	0.883
YNL135C	0.870
YNL291C	0.855
YNL228W	0.833
YNL201C	0.816
YNL040W	0.809
YNL302C	0.803
YNL097C	0.780
YNL051W	0.774
YMR278W	0.752
YNL257C	0.743
YNR006W	0.714
YNL156C	0.696
YNL078W	0.693
YNL315C	0.688
YNL083W	0.677
YMR245W	0.673
YNL159C	0.666
YNL056W	0.659
YMR315W	0.655
YMR247C	0.652
YNL234W	0.650
YMR251W-A	0.635
YNL274C	0.635
YNL015W	0.632
YNL099C	0.631
YNL198C	0.628
YNL203C	0.626
YNL136W	0.620
YNL183C	0.616
YNL003C	0.613
YNL294C	0.611
YNL273W	0.611
YNL046W	0.608
YNL067W	0.607
YNR010W	0.604
YNL108C	0.603
YNL024C	0.601
YNL162W	0.601
YMR269W	0.599
YNL166C	0.598
YNL238W	0.597
YNR007C	0.597
YNL202W	0.595
YNL120C	0.594
YNL318C	0.594
YNL192W	0.592
YNL079C	0.592
YNL076W	0.591
YNL190W	0.589
YNL219C	0.588
YNL224C	0.587
YMR313C	0.584
YNL030W	0.582
YNL095C	0.581
YMR250W	0.578
YMR253C	0.578
YNL082W	0.575
YNL179C	0.572
YNL305C	0.571
YNL281W	0.569
YNL043C	0.568
YMR262W	0.567
YNL325C	0.564
YNL089C	0.561
YNL229C	0.559
YNL125C	0.558
YNL098C	0.558
YNL241C	0.556
YMR305C	0.556
YNL323W	0.555
YNL197C	0.555
YNL217W	0.554
YNL037C	0.553
YMR282C	0.552
YNL283C	0.551
YNL286W	0.550
YNR013C	0.550
YNL122C	0.547
YNL271C	0.545
YMR306W	0.545
YNL242W	0.544
YNL328C	0.543
YNL265C	0.541
YMR299C	0.540
YNL028W	0.540
YNR004W	0.540
YNL168C	0.539
YNL031C	0.538
YMR302C	0.535
YNL085W	0.533
YNR002C	0.533
YMR317W	0.533
YNL008C	0.532
YNL259C	0.532
YNL001W	0.531
YMR259C	0.530
YNL100W	0.530
YNL119W	0.529
YNL045W	0.528
YNL231C	0.527
YNL280C	0.527
YNL195C	0.526
YNL074C	0.526
YNL154C	0.526
YNL233W	0.524
YNL010W	0.524
YNL123W	0.523
YNL054W	0.523
YMR318C	0.522
YMR273C	0.522
YMR316C-B	0.521
YNL300W	0.521
YNL335W	0.520
YNL206C	0.519
YMR316C-A	0.519
YNR001C	0.519
YNL212W	0.518
YMR275C	0.518
YMR311C	0.518
YNL289W	0.517
YNL249C	0.517
YNL215W	0.517
YNL327W	0.517
YNL121C	0.516
YNL176C	0.515
YNL065W	0.515
YNL016W	0.514
YNL196C	0.514
YNL296W	0.514
YNL032W	0.513
YMR264W	0.513
YNL301C	0.511
YMR291W	0.511
YNL173C	0.510
YNL268W	0.510
YMR279C	0.510
YMR295C	0.509
YNR005C	0.509
YNL143C	0.507
YMR274C	0.507
YNL336W	0.506
YNL211C	0.506
YMR283C	0.505
YNL077W	0.505
YNL013C	0.504
YNL329C	0.503
YNL021W	0.502
YNL191W	0.501
YNL101W	0.500
YNL304W	0.500
YNL049C	0.500
YMR322C	0.499
YNL090W	0.499
YNL309W	0.498
YNL164C	0.498
YNL094W	0.497
YMR276W	0.495
YNL009W	0.495
YNL093W	0.494
YNL320W	0.493
YMR271C	0.492
YNL107W	0.492
YNL153C	0.491
YNL204C	0.491
YMR244W	0.490
YNL087W	0.489
YNL285W	0.488
YNL299W	0.488
YNL169C	0.487
YMR292W	0.486
YNL092W	0.485
YMR258C	0.485
YNR014W	0.484
YNL254C	0.483
YNL167C	0.483
YNL255C	0.482
YNL068C	0.482
YMR263W	0.481
YNL187W	0.481
YMR294W	0.480
YNL330C	0.480
YNL208W	0.479
YMR285C	0.478
YNL012W	0.478
YMR320W	0.478
YNL307C	0.477
YNL117W	0.476
YNL230C	0.474
YNR008W	0.473
YNL034W	0.473
YNL165W	0.471
YNL298W	0.470
YNL200C	0.469
YMR304C-A	0.467
YNL311C	0.466
YNL194C	0.465
YNL035C	0.465
YNL303W	0.465
YNL288W	0.464
YNL105W	0.464
YNL129W	0.464
YNL044W	0.463
YNL239W	0.462
YNL193W	0.462
YMR280C	0.461
YNL140C	0.460
YMR294W-A	0.460
YMR310C	0.459
YNL218W	0.459
YNR012W	0.457
YNL293W	0.457
YNL127W	0.457
YNL237W	0.456
YNL057W	0.456
YNL316C	0.455
YNL080C	0.455
YNL295W	0.454
YMR289W	0.454
YMR319C	0.453
YNL279W	0.453
YNL020C	0.453
YNL334C	0.452
YNL278W	0.452
YNL104C	0.449
YNR009W	0.448
YNL214W	0.447
YNL266W	0.447
YNL066W	0.447
YNL338W	0.446
YNL326C	0.446
YMR254C	0.446
YNL063W	0.445
YNL027W	0.444
YNL324W	0.444
YMR265C	0.443
YNL115C	0.443
YNL144C	0.443
YNL246W	0.442
YMR251W	0.442
YMR252C	0.441
YNL333W	0.440
YMR284W	0.439
YMR261C	0.439
YMR306C-A	0.438
YNR015W	0.438
YNL071W	0.438
YNL128W	0.437
YNL253W	0.435
YNL050C	0.435
YMR303C	0.434
YNL116W	0.433
YNL175C	0.433
YNL332W	0.432
YMR297W	0.431
YNL314W	0.429
YNL029C	0.429
YNL321W	0.428
YNL146W	0.427
YMR326C	0.426
YNL270C	0.426
YMR266W	0.425
YNL235C	0.424
YNL292W	0.421
YNL145W	0.420
YNL319W	0.419
YMR316W	0.417
YNL004W	0.415
YMR255W	0.415
YNL157W	0.413
YNL072W	0.412
YNL226W	0.410
YNL277W	0.407
YNL297C	0.406
YNL142W	0.402
YNR018W	0.400
YNL275W	0.398
YMR246W	0.397
YNL339C	0.394
YNL091W	0.382
YNL023C	0.373
YNL052W	0.367
YMR272C	0.363
YNL064C	0.351
YNL227C	0.316
YNL081C	NaN
YOL081W	5.795
YOR026W	2.872
YOR068C	2.021
YOR106W	1.834
YOR035C	1.639
YOL115W	1.497
YOL001W	1.348
YOR080W	1.338
YOR070C	1.225
YOR113W	1.163
YOL018C	1.130
YOL012C	1.111
YNR047W	1.037
YOL009C	0.986
YOR006C	0.941
YNR051C	0.876
YOL090W	0.869
YOL138C	0.825
YOR085W	0.819
YOL031C	0.783
YOL116W	0.771
YOR014W	0.756
YOR038C	0.727
YOR039W	0.708
YOL124C	0.701
YOR109W	0.681
YOR069W	0.680
YNR049C	0.678
YOR171C	0.675
YOR028C	0.672
YOR129C	0.665
YOL054W	0.662
YNR019W	0.660
YOR186W	0.656
YOR089C	0.656
YNR042W	0.650
YOR001W	0.649
YOR058C	0.641
YOR162C	0.639
YOR185C	0.637
YOR184W	0.636
YOR123C	0.635
YOL017W	0.632
YOR170W	0.630
YNR039C	0.628
YOR040W	0.625
YOR008C	0.622
YOL004W	0.619
YNR059W	0.616
YOR002W	0.615
YNR061C	0.613
YNR058W	0.612
YOL067C	0.609
YNR055C	0.608
YNR065C	0.607
YOR091W	0.606
YOL015W	0.603
YNR022C	0.602
YOL155C	0.600
YNR060W	0.598
YOR175C	0.595
YOR124C	0.592
YOL093W	0.587
YOL137W	0.586
YOL111C	0.582
YNR025C	0.579
YOL104C	0.574
YOR126C	0.571
YOR024W	0.569
YOL087C	0.569
YOR108W	0.569
YNR031C	0.567
YOL106W	0.566
YOL002C	0.566
YOR189W	0.565
YOR049C	0.564
YOL108C	0.564
YOL013W-A	0.563
YOR066W	0.562
YOL131W	0.561
YOR003W	0.561
YOR164C	0.559
YOL119C	0.559
YOL114C	0.558
YNR056C	0.556
YNR062C	0.555
YOL058W	0.554
YOR053W	0.550
YOL105C	0.549
YOR120W	0.548
YOR015W	0.547
YOR154W	0.547
YOL162W	0.546
YOR156C	0.546
YOL118C	0.546
YNR073C	0.545
YOR008C-A	0.544
YOR133W	0.543
YOR043W	0.537
YOL088C	0.536
YOR050C	0.536
YOR190W	0.534
YOL163W	0.533
YOR132W	0.532
YOL063C	0.529
YOR191W	0.528
YOR121C	0.528
YNR029C	0.527
YOR167C	0.526
YOR052C	0.524
YOR152C	0.524
YOR027W	0.523
YOR078W	0.523
YOR005C	0.522
YOL091W	0.521
YNR074C	0.520
YOR083W	0.520
YOR105W	0.519
YOL117W	0.519
YOL059W	0.519
YOL016C	0.518
YOL132W	0.518
YOL036W	0.518
YNR027W	0.517
YOL129W	0.517
YOR041C	0.516
YOR011W	0.516
YOR107W	0.515
YOL147C	0.515
YOR153W	0.514
YNR075W	0.514
YNR050C	0.514
YOR193W	0.514
YOL007C	0.513
YNR024W	0.512
YOR112W	0.512
YOL152W	0.510
YOR062C	0.510
YOL103W	0.509
YOL092W	0.508
YOR067C	0.508
YOR013W	0.507
YNR028W	0.506
YOR161C	0.506
YNR064C	0.506
YOL160W	0.505
YNR069C	0.504
YOR012W	0.503
YOL136C	0.503
YNR034W	0.503
YOR033C	0.502
YOL030W	0.502
YOL126C	0.502
YOL098C	0.500
YOL039W	0.500
YOL042W	0.500
YOR061W	0.499
YOR076C	0.499
YNR057C	0.498
YOR092W	0.497
YNR032W	0.497
YOR188W	0.497
YOL032W	0.496
YOL110W	0.496
YOR064C	0.495
YOL055C	0.494
YOL151W	0.494
YNR045W	0.492
YOR127W	0.492
YOR172W	0.491
YOR140W	0.490
YOR141C	0.489
YOR118W	0.488
YOR111W	0.487
YOL112W	0.485
YOR019W	0.485
YOR082C	0.484
YOR034C	0.484
YOR131C	0.484
YOL019W	0.483
YNR040W	0.483
YOR192C	0.482
YOL035C	0.482
YOR031W	0.481
YOR137C	0.481
YOR177C	0.480
YOL113W	0.479
YNR021W	0.478
YOR136W	0.478
YOL068C	0.478
YOL003C	0.477
YOL037C	0.477
YOR021C	0.476
YOL056W	0.475
YOR065W	0.475
YOL121C	0.474
YNR067C	0.473
YOL083W	0.473
YOL053W	0.472
YOR090C	0.471
YOL158C	0.471
YOR007C	0.469
YOR165W	0.469
YOL159C	0.468
YNR063W	0.468
YNR048W	0.467
YOL141W	0.467
YOL101C	0.466
YOR135C	0.466
YOR016C	0.465
YOR163W	0.463
YOL024W	0.463
YOL028C	0.462
YOR051C	0.462
YOR142W	0.461
YOL006C	0.460
YOR047C	0.459
YOR071C	0.458
YOL122C	0.457
YOR097C	0.457
YOL046C	0.457
YOL075C	0.454
YOR045W	0.454
YOR094W	0.453
YOR059C	0.453
YOL053C-A	0.452
YOR104W	0.451
YOR030W	0.451
YOR182C	0.451
YOR009W	0.450
YOL150C	0.450
YOR022C	0.449
YOL020W	0.448
YOR088W	0.448
YOR144C	0.446
YOL057W	0.446
YOL084W	0.444
YOR055W	0.444
YOR134W	0.443
YOL049W	0.443
YOL099C	0.442
YOR101W	0.442
YOL050C	0.441
YOR023C	0.440
YOR087W	0.440
YOL047C	0.438
YOL085C	0.438
YOR086C	0.438
YOR018W	0.437
YOR044W	0.437
YOL061W	0.436
YOR081C	0.435
YOR099W	0.434
YOR042W	0.434
YOL043C	0.433
YOL082W	0.432
YOR079C	0.431
YOL071W	0.431
YOL048C	0.430
YOL062C	0.429
YOR072W	0.428
YOR100C	0.428
YOL025W	0.426
YOR183W	0.425
YNR071C	0.424
YOL109W	0.423
YOR114W	0.422
YOL070C	0.422
YOL052C	0.421
YOR178C	0.420
YOL011W	0.419
YOR025W	0.419
YOR139C	0.418
YNR032C-A	0.417
YOL045W	0.416
YOR115C	0.416
YOL107W	0.416
YOL079W	0.413
YNR072W	0.410
YOR032C	0.408
YOR166C	0.407
YOL008W	0.405
YOL027C	0.402
YOL060C	0.400
YOL065C	0.400
YOL089C	0.397
YOL128C	0.395
YNR066C	0.390
YOR138C	0.386
YNR020C	0.383
YOL029C	0.383
YOL014W	0.379
YOR017W	0.376
YOR037W	0.372
YOL080C	0.372
YNR030W	0.368
YOL013C	0.364
YOR195W	0.362
YOR093C	0.358
YOR084W	0.354
YOR010C	0.352
YOL064C	0.343
YOL041C	0.338
YOL044W	0.326
YOR173W	0.315
YOR029W	0.302
YOR196C	0.272
YOL095C	0.256
YOR306C	1.229
YPL123C	1.323
YPL008W	1.198
YPL022W	1.058
YPL161C	1.032
YPL213W	0.967
YPL080C	0.899
YPL224C	0.888
YOR243C	0.858
YOR357C	0.848
YPL024W	0.844
YPL145C	0.827
YPL051W	0.813
YOR309C	0.684
YOR364W	0.800
YPL069C	0.799
YPL172C	0.792
YOR343C	0.783
YPL025C	0.780
YPL038W	0.778
YOR267C	0.763
YOR230W	0.752
YPL101W	0.738
YPL004C	0.734
YPL090C	0.728
YPL195W	0.719
YPL181W	0.717
YOR288C	0.716
YOR312C	0.711
YPL114W	0.708
YOR226C	0.707
YPL253C	0.702
YPL105C	0.696
YOR270C	0.693
YOR209C	0.684
YOR229W	0.682
YPL066W	0.677
YPL245W	0.675
YPL036W	0.671
YPL178W	0.669
YOR311C	0.664
YOR269W	0.655
YOR273C	0.654
YPL030W	0.654
YPL230W	0.652
YOR268C	0.648
YOR299W	0.644
YOR313C	0.642
YPL079W	0.638
YPL073C	0.636
YPL250C	0.635
YPL165C	0.633
YPL103C	0.631
YPL127C	0.629
YPL033C	0.627
YOR225W	0.626
YOR351C	0.623
YPL150W	0.621
YPL166W	0.620
YPL137C	0.618
YPL219W	0.616
YPL120W	0.615
YPL155C	0.613
YPL206C	0.612
YPL149W	0.606
YPL026C	0.604
YOR293W	0.601
YPL240C	0.600
YPL194W	0.600
YPL177C	0.599
YPL074W	0.594
YPL184C	0.593
YOR284W	0.592
YPL047W	0.592
YPL139C	0.590
YPL034W	0.588
YOR252W	0.586
YPL156C	0.584
YOR344C	0.583
YOR315W	0.580
YPL154C	0.579
YPL054W	0.577
YPL163C	0.575
YOR349W	0.572
YPL216W	0.571
YPL048W	0.570
YPL189W	0.569
YPL092W	0.569
YPL164C	0.565
YOR386W	0.563
YOR283W	0.563
YOR328W	0.561
YOR384W	0.561
YPL109C	0.560
YOR320C	0.559
YPL081W	0.555
YPL099C	0.554
YOR363C	0.554
YOR338W	0.553
YOR317W	0.552
YOR300W	0.543
YPL185W	0.549
YPL086C	0.549
YPL125W	0.546
YPL208W	0.544
YPL200W	0.543
YPL113C	0.542
YPL102C	0.538
YOR216C	0.537
YPL055C	0.536
YOR381W	0.536
YPL064C	0.535
YPL170W	0.534
YPL021W	0.533
YPL027W	0.532
YOR247W	0.531
YPL197C	0.531
YPL226W	0.530
YOR371C	0.529
YOR378W	0.528
YOR316C	0.528
YPL041C	0.527
YOR246C	0.527
YPL182C	0.526
YOR375C	0.526
YPL152W	0.524
YOR365C	0.524
YPL176C	0.523
YPL249C	0.522
YPL147W	0.522
YPL009C	0.521
YPL199C	0.520
YOR212W	0.520
YPL221W	0.519
YOR382W	0.518
YPL241C	0.516
YOR359W	0.515
YOR324C	0.514
YOR237W	0.514
YPL229W	0.513
YOR352W	0.512
YOR197W	0.512
YPL232W	0.510
YOR368W	0.508
YOR304C-A	0.507
YOR289W	0.507
YPL186C	0.506
YOR242C	0.502
YOR213C	0.500
YPL257W	0.499
YPL198W	0.498
YPL133C	0.497
YOR321W	0.497
YPL180W	0.494
YOR337W	0.493
YPL107W	0.492
YOR214C	0.491
YOR215C	0.491
YOR234C	0.491
YOR239W	0.490
YOR276W	0.490
YPL003W	0.489
YPL167C	0.487
YOR303W	0.486
YPL144W	0.485
YOR380W	0.484
YPL098C	0.483
YPL017C	0.483
YPL223C	0.481
YPL087W	0.480
YOR227W	0.480
YOR360C	0.479
YPL053C	0.479
YPL112C	0.477
YOR304W	0.477
YPL203W	0.477
YPL032C	0.476
YOR322C	0.475
YOR356W	0.474
YPL070W	0.473
YOR233W	0.473
YOR280C	0.472
YOR274W	0.472
YOR347C	0.470
YPL115C	0.469
YOR348C	0.468
YPL001W	0.468
YPL225W	0.467
YOR298C-A	0.466
YOR275C	0.465
YOR271C	0.465
YPL227C	0.464
YPL095C	0.464
YPL057C	0.464
YOR307C	0.462
YPL134C	0.462
YPL108W	0.461
YPL110C	0.461
YOR255W	0.460
YPL141C	0.459
YPL091W	0.459
YPL202C	0.458
YPL236C	0.458
YOR385W	0.458
YPL014W	0.457
YOR342C	0.456
YPL183C	0.456
YOR253W	0.455
YOR279C	0.455
YPL130W	0.454
YPL168W	0.453
YPL159C	0.453
YOR238W	0.452
YOR292C	0.452
YOR298W	0.451
YPL116W	0.450
YPL258C	0.447
YOR383C	0.446
YPL256C	0.443
YOR334W	0.443
YPL196W	0.442
YOR223W	0.440
YPL111W	0.440
YPL052W	0.439
YPL220W	0.437
YOR339C	0.436
YOR266W	0.433
YOR296W	0.432
YOR277C	0.432
YPL068C	0.430
YOR327C	0.429
YPL259C	0.429
YOR245C	0.427
YOR301W	0.427
YOR286W	0.426
YPL171C	0.425
YOR358W	0.425
YPL058C	0.424
YOR265W	0.424
YOR376W	0.423
YOR228C	0.422
YOR221C	0.421
YPL207W	0.420
YPL244C	0.420
YPL121C	0.420
YOR302W	0.419
YPL056C	0.419
YPL037C	0.419
YOR291W	0.418
YOR354C	0.416
YOR367W	0.415
YPL138C	0.414
YPL179W	0.413
YOR374W	0.412
YOR251C	0.412
YPL062W	0.411
YOR318C	0.410
YOR231W	0.407
YPL100W	0.406
YPL088W	0.406
YPL135W	0.404
YOR208W	0.404
YPL239W	0.402
YPL071C	0.401
YOR355W	0.401
YOR219C	0.401
YPL089C	0.400
YPL018W	0.398
YOR285W	0.397
YPL260W	0.397
YPL183W-A	0.394
YPL222W	0.393
YPL162C	0.391
YPL212C	0.390
YPL246C	0.388
YOR222W	0.388
YPL106C	0.386
YOR346W	0.386
YOR308C	0.385
YOR350C	0.383
YOR377W	0.383
YOR314W	0.381
YPL136W	0.377
YPL192C	0.376
YPL157W	0.375
YOR263C	0.374
YPL039W	0.370
YPL140C	0.369
YPL247C	0.366
YPL067C	0.364
YPL060W	0.363
YPL187W	0.360
YPL061W	0.354
YPL191C	0.350
YPL019C	0.344
YPL046C	0.340
YPL023C	0.338
YPL096W	0.336
YPL201C	0.320
YOR297C	0.318
YOR264W	0.310
YPL174C	0.299
YPL248C	0.294
YOR235W	0.291
YPL119C	0.288
YPL214C	0.283
YPL205C	0.276
YPR120C	23.890
YOR128C	16.518
YMR165C	4.725
YGR061C	3.531
YJL029C	3.086
YPR050C	2.553
YGL042C	1.822
YGR055W	1.497
YPR160W	1.327
YML129C	1.172
YPR089W	1.095
YPR129W	0.987
YOR155C	0.937
YPR194C	0.918
YFL003C	0.884
YPR013C	0.853
YNL011C	0.843
YOR054C	0.820
YNL047C	0.801
YNL147W	0.771
YBR086C	0.746
YBR078W	0.742
YFL007W	0.719
YPR026W	0.714
YPR062W	0.706
YPL264C	0.700
YGL094C	0.698
YPR141C	0.687
YPR030W	0.681
YPR185W	0.677
YPR170C	0.668
YPR150W	0.661
YJL107C	0.650
YJL092W	0.649
YPR135W	0.649
YJR066W	0.641
YML111W	0.641
YOR158W	0.639
YOR220W	0.635
YAL024C	0.633
YPR032W	0.628
YPR196W	0.627
YGR276C	0.625
YPR119W	0.624
YPR084W	0.623
YPR051W	0.620
YKR104W	0.618
YPR201W	0.616
YPR063C	0.615
YJL177W	0.614
YDR477W	0.614
YPR173C	0.611
YJL082W	0.607
YPR004C	0.606
YPR193C	0.605
YOL086C	0.603
YPR195C	0.602
YPR054W	0.599
YPR096C	0.598
YPR111W	0.597
YGL063W	0.596
YDR034C	0.589
YPR083W	0.586
YPR189W	0.585
YPL158C	0.582
YPR029C	0.581
YPL274W	0.579
YDR032C	0.579
YIL094C	0.578
YDR502C	0.577
YPR008W	0.574
YMR074C	0.574
YPR028W	0.573
YPR007C	0.571
YPR015C	0.569
YNL284C	0.568
YPR117W	0.567
YPR060C	0.566
YOR240W	0.563
YGL029W	0.562
YPR127W	0.561
YPR073C	0.560
YJR034W	0.558
YPR037C	0.557
YOR366W	0.556
YPL263C	0.555
YPR154W	0.555
YFL013C	0.554
YPR044C	0.552
YDR031W	0.550
YPR126C	0.549
YPR091C	0.548
YDR026C	0.545
YFL010W-A	0.543
YFL001W	0.542
YPR128C	0.541
YPR046W	0.540
YPR040W	0.540
YOR379C	0.538
YPR145W	0.538
YPR164W	0.537
YPL272C	0.537
YOL153C	0.534
YPR149W	0.531
YNR033W	0.530
YGR292W	0.529
YPR023C	0.529
YGR291C	0.528
YIL085C	0.527
YDR271C	0.525
YNL096C	0.525
YJL106W	0.524
YPR011C	0.524
YPL072W	0.522
YIL122W	0.521
YFL033C	0.520
YPR199C	0.520
YJL119C	0.519
YDR269C	0.517
YLR308W	0.516
YPR200C	0.516
YDR043C	0.514
YPR179C	0.514
YIL102C	0.513
YPR079W	0.512
YPR147C	0.511
YCR107W	0.510
YPR003C	0.509
YJR044C	0.509
YPR184W	0.508
YPR042C	0.505
YGR255C	0.505
YOR325W	0.503
YGL037C	0.501
YPR075C	0.499
YDR029W	0.498
YNR044W	0.498
YMR118C	0.498
YIL111W	0.497
YPR021C	0.496
YPR109W	0.494
YPR022C	0.493
YGL096W	0.492
YPR065W	0.491
YPL265W	0.491
YPR167C	0.490
YJL117W	0.490
YJL120W	0.490
YIL131C	0.489
YFL012W	0.486
YPR130C	0.485
YGL071W	0.484
YPR012W	0.483
YPR155C	0.483
YIR004W	0.482
YGR254W	0.482
YPR070W	0.481
YDR042C	0.480
YOL073C	0.479
YPR058W	0.476
YNL109W	0.476
YPR121W	0.474
YPR115W	0.474
YPR158W	0.471
YPR078C	0.469
YPR098C	0.468
YBR118W	0.468
YPL269W	0.467
YPR018W	0.466
YPR043W	0.466
YPR024W	0.465
YGR067C	0.465
YJR039W	0.464
YDR046C	0.464
YDR033W	0.464
YPR020W	0.463
YPR076W	0.462
YPR125W	0.462
YNL053W	0.462
YPR017C	0.461
YPR027C	0.461
YPR114W	0.460
YPR064W	0.459
YGR271W	0.458
YJL079C	0.458
YDR493W	0.457
YPR052C	0.457
YNL014W	0.456
YOR248W	0.456
YIL151C	0.456
