ORF	hap a | abundance of a specific protein/peptide (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | number of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | size of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | peroxisome inheritance | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | transport to/from peroxisomes (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010
YHL027W	-1.140	0.000	0.000	0.000	0.000
YHL026C	0.450	0.000	0.000	0.000	0.000
YHL023C	0.570	0.000	0.000	0.000	0.000
YHL017W	0.557	0.000	0.000	0.000	0.000
YHR001W-A	0.616	0.000	0.000	0.000	0.000
YHR012W	-0.281	0.000	0.000	0.000	0.000
YHR013C	-0.833	0.000	0.000	0.000	0.000
YHL014C	-0.059	0.000	0.000	0.000	0.000
YHL013C	0.051	0.000	0.000	0.000	0.000
YHL012W	0.123	0.000	0.000	0.000	0.000
YHL010C	0.478	0.000	0.000	0.000	0.000
YHL009C	0.731	0.000	0.000	0.000	0.000
YHL008C	0.105	0.000	0.000	0.000	0.000
YHL006C	0.584	0.000	0.000	0.000	0.000
YHR014W	0.176	0.000	0.000	0.000	0.000
YHR033W	0.570	0.000	0.000	0.000	0.000
YHR034W	-1.596	0.000	0.000	0.000	0.000
YHR035W	-0.019	0.000	0.000	0.000	0.000
YHR018C	-2.419	0.000	0.000	0.000	0.000
YHR021C	-3.886	0.000	0.000	0.000	0.000
YHR022C	0.496	0.000	0.000	0.000	0.000
YHR028C	0.233	0.000	0.000	0.000	0.000
YHR029C	0.544	0.000	0.000	0.000	0.000
YHR030C	-0.595	0.000	0.000	0.000	0.000
YHR031C	-0.226	0.000	0.000	0.000	0.000
YHR037W	0.583	0.000	0.000	0.000	0.000
YHR049W	0.722	0.000	0.000	0.000	0.000
YHR049C-A	0.838	0.000	0.000	0.000	0.000
YHR050W	0.023	0.000	0.000	0.000	0.000
YHR039C	1.033	0.000	0.000	0.000	0.000
YHR043C	0.468	0.000	0.000	0.000	0.000
YHR044C	0.454	0.000	0.000	0.000	0.000
YHR046C	0.690	0.000	0.000	0.000	0.000
YHR047C	-1.520	0.000	0.000	0.000	0.000
YHR048W	0.002	0.000	0.000	0.000	0.000
YHR057C	0.902	0.000	0.000	0.000	0.000
YHR079C	-0.169	0.000	0.000	0.000	0.000
YHR080C	0.072	0.000	0.000	0.000	0.000
YHR081W	-1.843	0.000	0.000	0.000	0.000
YHR061C	0.252	0.000	0.000	0.000	0.000
YHR066W	0.297	0.000	0.000	0.000	0.000
YHR073W	0.597	0.000	0.000	0.000	0.000
YHR075C	0.356	0.000	0.000	0.000	0.000
YHR076W	-1.879	0.000	0.000	0.000	0.000
YHR077C	0.983	0.000	0.000	0.000	0.000
YHR078W	0.193	0.000	0.000	0.000	0.000
YHR082C	-0.447	0.000	0.000	0.000	0.000
YHR100C	-1.231	0.000	0.000	0.000	0.000
YHR103W	0.613	0.000	0.000	0.000	0.000
YHR104W	0.418	0.000	0.000	0.000	0.000
YHR086W	-0.044	0.000	0.000	0.000	0.000
YHR087W	0.212	0.000	0.000	0.000	0.000
YHR092C	0.705	0.000	0.000	0.000	0.000
YHR093W	0.645	0.000	0.000	0.000	0.000
YHR094C	0.090	0.000	0.000	0.000	0.000
YHR095W	0.109	0.000	0.000	0.000	0.000
YHR096W	-0.070	0.000	0.000	0.000	0.000
YHR097C	0.431	0.000	0.000	0.000	0.000
YHR105W	-1.580	0.000	0.000	0.000	0.000
YHR115C	1.091	0.000	0.000	0.000	0.000
YHR116W	-2.359	0.000	0.000	0.000	0.000
YHR117W	1.524	0.000	0.000	0.000	0.000
YHR106W	0.481	0.000	0.000	0.000	0.000
YHR108W	0.678	0.000	0.000	0.000	0.000
YHR109W	0.041	0.000	0.000	0.000	0.000
YHR110W	0.372	0.000	0.000	0.000	0.000
YHR111W	-1.993	0.000	0.000	0.000	0.000
YHR112C	0.528	0.000	0.000	0.000	0.000
YHR113W	0.403	0.000	0.000	0.000	0.000
YHR114W	0.340	0.000	0.000	0.000	0.000
YHR121W	0.765	0.000	0.000	0.000	0.000
YHR134W	0.160	0.000	0.000	0.000	0.000
YHR135C	-0.361	0.000	0.000	0.000	0.000
YHR136C	-0.322	0.000	0.000	0.000	0.000
YHR123W	0.057	0.000	0.000	0.000	0.000
YHR124W	-1.773	0.000	0.000	0.000	0.000
YHR125W	-1.195	0.000	0.000	0.000	0.000
YHR126C	0.743	0.000	0.000	0.000	0.000
YHR129C	-1.155	0.000	0.000	0.000	0.000
YHR130C	-1.760	0.000	0.000	0.000	0.000
YHR132C	0.144	0.000	0.000	0.000	0.000
YHR133C	0.126	0.000	0.000	0.000	0.000
YHR137W	0.793	0.000	0.000	0.000	0.000
YHR154W	-0.092	0.000	0.000	0.000	0.000
YHR155W	0.325	0.000	0.000	0.000	0.000
YHR156C	0.663	0.000	0.000	0.000	0.000
YHR138C	0.512	0.000	0.000	0.000	0.000
YHR139C	0.283	0.000	0.000	0.000	0.000
YHR139C-A	1.296	0.000	0.000	0.000	0.000
YHR142W	-0.115	0.000	0.000	0.000	0.000
YHR143W	-0.197	0.000	0.000	0.000	0.000
YHR151C	0.312	0.000	0.000	0.000	0.000
YHR152W	0.268	0.000	0.000	0.000	0.000
YHR153C	0.631	0.000	0.000	0.000	0.000
YHR157W	0.865	0.000	0.000	0.000	0.000
YHR179W	-0.402	0.000	0.000	0.000	0.000
YHR182W	0.941	0.000	0.000	0.000	0.000
YHR158C	0.817	0.000	0.000	0.000	0.000
YHR159W	0.388	0.000	0.000	0.000	0.000
YHR160C	1.164	0.000	0.000	0.000	0.000
YHR161C	0.557	0.000	0.000	0.000	0.000
YHR163W	0.441	0.000	0.000	0.000	0.000
YHR167W	-4.398	0.000	0.000	0.000	0.000
YHR178W	-0.254	0.000	0.000	0.000	0.000
YHR184W	0.172	0.000	0.000	0.000	0.000
YHR206W	-0.225	0.000	0.000	0.000	0.000
YHR207C	0.461	0.000	0.000	0.000	0.000
YHR209W	0.263	0.000	0.000	0.000	0.000
YHR189W	-0.486	0.000	0.000	0.000	0.000
YHR195W	0.503	0.000	0.000	0.000	0.000
YHR198C	1.298	0.000	0.000	0.000	0.000
YHR199C	0.396	0.000	0.000	0.000	0.000
YHR200W	0.227	0.000	0.000	0.000	0.000
YHR202W	0.140	0.000	0.000	0.000	0.000
YHR203C	-1.845	0.000	0.000	0.000	0.000
YHR204W	0.562	0.000	0.000	0.000	0.000
YHR210C	0.411	0.000	0.000	0.000	0.000
YCL011C	0.054	0.000	0.000	0.000	0.000
YCL014W	0.685	0.000	0.000	0.000	0.000
YCL013W	0.619	0.000	0.000	0.000	0.000
YCL001W	0.869	0.000	0.000	0.000	0.000
YCL002C	0.307	0.000	0.000	0.000	0.000
YCL004W	-4.292	0.000	0.000	0.000	0.000
YCL005W	0.020	0.000	0.000	0.000	0.000
YCL034W	-0.046	0.000	0.000	0.000	0.000
YCL036W	0.474	0.000	0.000	0.000	0.000
YCL037C	-2.013	0.000	0.000	0.000	0.000
YCL016C	-1.541	0.000	0.000	0.000	0.000
YCL024W	0.708	0.000	0.000	0.000	0.000
YCL025C	0.106	0.000	0.000	0.000	0.000
YCL026C	1.524	0.000	0.000	0.000	0.000
YCL027W	-0.000	0.000	0.000	0.000	0.000
YCL028W	-0.093	0.000	0.000	0.000	0.000
YCL029C	-0.747	0.000	0.000	0.000	0.000
YCL033C	-0.071	0.000	0.000	0.000	0.000
YCL039W	0.747	0.000	0.000	0.000	0.000
YCL050C	-0.358	0.000	0.000	0.000	0.000
YCL051W	-0.142	0.000	0.000	0.000	0.000
YCL055W	0.820	0.000	0.000	0.000	0.000
YCL040W	0.986	0.000	0.000	0.000	0.000
YCL042W	0.770	0.000	0.000	0.000	0.000
YCL044C	0.488	0.000	0.000	0.000	0.000
YCL045C	0.123	0.000	0.000	0.000	0.000
YCL046W	0.070	0.000	0.000	0.000	0.000
YCL047C	0.247	0.000	0.000	0.000	0.000
YCL048W	0.381	0.000	0.000	0.000	0.000
YCL049C	0.650	0.000	0.000	0.000	0.000
YCL056C	0.292	0.000	0.000	0.000	0.000
YCR004C	0.906	0.000	0.000	0.000	0.000
YCR005C	-0.802	0.000	0.000	0.000	0.000
YCR006C	-0.641	0.000	0.000	0.000	0.000
YCL057W	0.436	0.000	0.000	0.000	0.000
YCL061C	-0.038	0.000	0.000	0.000	0.000
YCL063W	-0.743	0.000	0.000	0.000	0.000
YCL064C	-0.116	0.000	0.000	0.000	0.000
YCL069W	0.588	0.000	0.000	0.000	0.000
YCR001W	-0.441	0.000	0.000	0.000	0.000
YCR007C	0.535	0.000	0.000	0.000	0.000
YCR019W	-0.907	0.000	0.000	0.000	0.000
YCR020C	-0.021	0.000	0.000	0.000	0.000
YCR020C-A	1.036	0.000	0.000	0.000	0.000
YCR008W	-1.464	0.000	0.000	0.000	-1.000
YCR009C	0.667	0.000	0.000	0.000	0.000
YCR010C	0.189	0.000	0.000	0.000	0.000
YCR011C	0.797	0.000	0.000	0.000	0.000
YCR014C	0.602	0.000	0.000	0.000	0.000
YCR015C	0.636	0.000	0.000	0.000	0.000
YCR016W	0.087	0.000	0.000	0.000	0.000
YCR017C	0.726	0.000	0.000	0.000	0.000
YCR021C	0.350	0.000	0.000	0.000	0.000
YLR133W	0.157	0.000	0.000	0.000	0.000
YLR134W	0.575	0.000	0.000	0.000	0.000
YLR135W	0.519	0.000	0.000	0.000	0.000
YCR022C	0.365	0.000	0.000	0.000	0.000
YCR023C	0.549	0.000	0.000	0.000	0.000
YLR420W	-0.532	0.000	0.000	0.000	0.000
YLR451W	-0.320	0.000	0.000	0.000	0.000
YLR126C	0.320	0.000	0.000	0.000	0.000
YLR128W	-0.397	0.000	0.000	0.000	0.000
YLR130C	0.278	0.000	0.000	0.000	0.000
YLR131C	-1.220	0.000	0.000	0.000	0.000
YLR136C	0.681	0.000	0.000	0.000	0.000
YLR152C	1.093	0.000	0.000	0.000	0.000
YLR154C	0.039	0.000	0.000	0.000	0.000
YLR164W	1.166	0.000	0.000	0.000	0.000
YLR137W	0.334	0.000	0.000	0.000	0.000
YLR138W	0.841	0.000	0.000	0.000	0.000
YLR142W	0.694	0.000	0.000	0.000	0.000
YLR143W	-0.197	0.000	0.000	0.000	0.000
YLR149C	-0.586	0.000	0.000	0.000	0.000
YLR150W	-0.253	0.000	0.000	0.000	0.000
YLR151C	0.448	0.000	0.000	0.000	0.000
YLR165C	0.483	0.000	0.000	0.000	0.000
YLR177W	0.533	0.000	0.000	0.000	0.000
YLR168C	0.101	0.000	0.000	0.000	0.000
YLR169W	-0.016	0.000	0.000	0.000	0.000
YLR170C	0.173	0.000	0.000	0.000	0.000
YLR171W	-0.881	0.000	0.000	0.000	0.000
YLR172C	-0.237	0.000	0.000	0.000	0.000
YLR173W	0.331	0.000	0.000	0.000	0.000
YLR174W	0.577	0.000	0.000	0.000	0.000
YLR176C	-0.267	0.000	0.000	0.000	0.000
YLR189C	0.348	0.000	0.000	0.000	0.000
YLR190W	-0.305	0.000	0.000	0.000	0.000
YLR191W	0.549	0.000	0.000	0.000	-1.000
YLR183C	0.925	0.000	0.000	0.000	0.000
YLR184W	-0.592	0.000	0.000	0.000	0.000
YLR185W	-0.534	0.000	0.000	0.000	0.000
YLR187W	0.516	0.000	0.000	0.000	0.000
YLR193C	-0.207	0.000	0.000	0.000	0.000
YLR210W	0.156	0.000	0.000	0.000	0.000
YLR211C	0.316	0.000	0.000	0.000	0.000
YLR213C	0.591	0.000	0.000	0.000	0.000
YLR194C	0.120	0.000	0.000	0.000	0.000
YLR199C	0.063	0.000	0.000	0.000	0.000
YLR205C	0.747	0.000	0.000	0.000	0.000
YLR206W	0.234	0.000	0.000	0.000	0.000
YLR207W	0.626	0.000	0.000	0.000	0.000
YLR209C	0.382	0.000	0.000	0.000	0.000
YLR214W	0.642	0.000	0.000	0.000	0.000
YLR227C	0.286	0.000	0.000	0.000	0.000
YKL001C	0.365	0.000	0.000	0.000	0.000
YLR216C	0.270	0.000	0.000	0.000	0.000
YLR217W	0.773	0.000	0.000	0.000	0.000
YLR218C	0.563	0.000	0.000	0.000	0.000
YLR219W	0.080	0.000	0.000	0.000	0.000
YLR220W	0.825	0.000	0.000	0.000	0.000
YLR221C	0.414	0.000	0.000	0.000	0.000
YLR224W	0.801	0.000	0.000	0.000	0.000
YLR225C	0.848	0.000	0.000	0.000	0.000
YKL006W	-1.139	0.000	0.000	0.000	0.000
YKL023W	0.607	0.000	0.000	0.000	0.000
YKL025C	0.440	0.000	0.000	0.000	0.000
YKL026C	0.254	0.000	0.000	0.000	0.000
YKL007W	-0.118	0.000	0.000	0.000	0.000
YKL008C	-1.183	0.000	0.000	0.000	0.000
YKL009W	-1.361	0.000	0.000	0.000	0.000
YKL010C	0.882	0.000	0.000	0.000	0.000
YKL011C	-0.387	0.000	0.000	0.000	0.000
YKL015W	0.724	0.000	0.000	0.000	0.000
YKL017C	0.454	0.000	0.000	0.000	0.000
YKL020C	0.660	0.000	0.000	0.000	0.000
YKL027W	-0.651	0.000	0.000	0.000	0.000
YKL041W	-3.782	0.000	0.000	0.000	0.000
YKL043W	0.191	0.000	0.000	0.000	0.000
YKL044W	0.398	0.000	0.000	0.000	0.000
YKL029C	0.468	0.000	0.000	0.000	0.000
YKL031W	0.499	0.000	0.000	0.000	0.000
YKL032C	0.676	0.000	0.000	0.000	0.000
YKL034W	0.690	0.000	0.000	0.000	0.000
YKL037W	0.006	0.000	0.000	0.000	0.000
YKL038W	0.029	0.000	0.000	0.000	0.000
YKL039W	0.428	0.000	0.000	0.000	0.000
YKL040C	-0.483	0.000	0.000	0.000	0.000
YKL046C	-0.176	0.000	0.000	0.000	0.000
YKL057C	-0.996	0.000	0.000	0.000	0.000
YKL061W	-0.147	0.000	0.000	0.000	0.000
YKL062W	-0.070	0.000	0.000	0.000	0.000
YKL047W	0.211	0.000	0.000	0.000	0.000
YKL048C	-1.828	0.000	0.000	0.000	0.000
YKL050C	0.302	0.000	0.000	0.000	-1.000
YKL051W	-0.042	0.000	0.000	0.000	0.000
YKL053W	-0.703	0.000	0.000	0.000	0.000
YKL055C	-0.940	0.000	0.000	0.000	0.000
YKL056C	-1.223	0.000	0.000	0.000	0.000
YKL063C	0.138	0.000	0.000	0.000	0.000
YKL072W	1.154	0.000	0.000	0.000	0.000
YKL073W	0.706	0.000	0.000	0.000	0.000
YKL074C	0.046	0.000	0.000	0.000	-0.500
YKL064W	-0.346	0.000	0.000	0.000	-0.500
YKL065C	-0.094	0.000	0.000	0.000	0.000
YKL066W	1.078	0.000	0.000	0.000	0.000
YKL067W	1.019	0.000	0.000	0.000	0.000
YKL069W	1.287	0.000	0.000	0.000	0.000
YKL070W	1.524	0.000	0.000	0.000	0.000
YKL071W	0.968	0.000	0.000	0.000	0.000
YKL075C	-2.256	0.000	0.000	0.000	0.000
YKL090W	0.193	0.000	0.000	0.000	0.000
YKL076C	-0.084	0.000	0.000	0.000	0.000
YKL077W	0.616	0.000	0.000	0.000	0.000
YKL079W	-0.496	0.000	0.000	0.000	0.000
YKL080W	-2.060	0.000	0.000	0.000	0.000
YKL084W	0.450	0.000	0.000	0.000	0.000
YKL085W	-0.833	0.000	0.000	0.000	0.000
YKL086W	-0.107	0.000	0.000	0.000	0.000
YKL103C	0.682	0.000	0.000	0.000	0.000
YKL105C	-0.008	0.000	0.000	0.000	0.000
YKL106W	0.598	0.000	0.000	0.000	0.000
YKL094W	0.667	0.000	0.000	0.000	0.000
YKL096W	0.437	0.000	0.000	0.000	0.000
YKL097C	0.557	0.000	0.000	0.000	0.000
YKL098W	0.085	0.000	0.000	0.000	0.000
YKL100C	0.649	0.000	0.000	0.000	0.000
YKL101W	-1.524	0.000	0.000	0.000	0.000
YKL102C	0.123	0.000	0.000	0.000	0.000
YKL107W	0.286	0.000	0.000	0.000	0.000
YKL121W	-1.047	0.000	0.000	0.000	0.000
YKL123W	-0.162	0.000	0.000	0.000	0.000
YKL124W	-0.281	0.000	0.000	0.000	0.000
YKL109W	-0.321	0.000	0.000	0.000	0.000
YKL110C	-1.222	0.000	0.000	0.000	0.000
YKL113C	-2.557	0.000	0.000	0.000	0.000
YKL116C	0.570	0.000	0.000	0.000	0.000
YKL117W	1.024	0.000	0.000	0.000	0.000
YKL118W	-1.883	0.000	0.000	0.000	0.000
YKL119C	0.711	0.000	0.000	0.000	0.000
YKL120W	0.254	0.000	0.000	0.000	0.000
YKL126W	-1.539	0.000	0.000	0.000	0.000
YKL137W	0.830	0.000	0.000	0.000	0.000
YKL140W	0.235	0.000	0.000	0.000	0.000
YKL142W	0.346	0.000	0.000	0.000	0.000
YKL127W	0.411	0.000	0.000	0.000	0.000
YKL128C	0.395	0.000	0.000	0.000	0.000
YKL129C	0.974	0.000	0.000	0.000	0.000
YKL130C	0.854	0.000	0.000	0.000	0.000
YKL131W	1.157	0.000	0.000	0.000	0.000
YKL132C	1.290	0.000	0.000	0.000	0.000
YKL133C	0.731	0.000	0.000	0.000	0.000
YKL136W	0.175	0.000	0.000	0.000	0.000
YKL143W	-2.518	0.000	0.000	0.000	0.000
YKL157W	0.326	0.500	0.000	0.000	0.000
YKL159C	0.014	0.000	0.000	0.000	0.000
YKL146W	0.510	0.000	0.000	0.000	0.000
YKL147W	-0.133	0.000	0.000	0.000	0.000
YKL148C	-2.136	0.000	0.000	0.000	0.000
YKL149C	-0.059	0.000	0.000	0.000	0.000
YKL150W	1.524	0.000	0.000	0.000	0.000
YKL151C	1.083	0.000	0.000	0.000	0.000
YKL156W	-0.221	0.000	0.000	0.000	0.000
YKL160W	-0.665	0.000	0.000	0.000	0.000
YKL174C	0.584	0.000	0.000	0.000	0.000
YKL175W	0.270	0.000	0.000	0.000	0.000
YKL176C	-2.236	0.000	0.000	0.000	0.000
YKL161C	0.363	0.000	0.000	0.000	0.000
YKL162C	0.105	0.000	0.000	0.000	0.000
YKL163W	0.213	0.000	0.000	-1.000	0.000
YKL164C	0.808	0.000	0.000	0.000	0.000
YKL166C	0.464	0.000	0.000	0.000	0.000
YKL167C	0.067	0.000	0.000	0.000	0.000
YKL168C	0.543	0.000	0.000	0.000	0.000
YKL171W	0.634	0.000	0.000	0.000	0.000
YKL179C	0.478	0.000	0.000	0.000	0.000
YGR033C	0.330	0.000	0.000	0.000	0.000
YGR034W	0.316	0.000	0.000	0.000	0.000
YGR035C	0.753	0.000	0.000	0.000	0.000
YKL183W	0.141	0.000	0.000	0.000	0.000
YKL184W	0.301	0.000	0.000	0.000	0.000
YKL185W	0.527	0.000	0.000	0.000	0.000
YKL187C	-0.889	0.000	0.000	0.000	0.000
YKL188C	0.889	0.000	0.000	0.000	0.000
YKL190W	0.051	0.000	0.000	0.000	0.000
YGR027C	-1.694	0.000	0.000	0.000	0.000
YGR031W	0.035	0.000	0.000	0.000	0.000
YGR049W	-0.191	0.000	0.000	0.000	0.000
YGR051C	0.379	0.000	0.000	0.000	0.000
YGR037C	-0.250	0.000	0.000	0.000	0.000
YGR039W	0.425	0.000	0.000	0.000	0.000
YGR041W	0.931	0.000	0.000	0.000	0.000
YGR042W	0.695	0.000	0.000	0.000	0.000
YGR044C	0.780	0.000	0.000	0.000	0.000
YGR045C	-0.031	0.000	0.000	0.000	0.000
YGR067C	-0.495	0.000	0.000	0.000	0.000
YGR068C	0.242	0.000	0.000	0.000	0.000
YGR069W	0.327	0.000	0.000	0.000	0.000
YGR059W	-0.138	0.000	0.000	0.000	0.000
YGR061C	-0.305	0.000	0.000	0.000	0.000
YGR064W	-0.984	0.000	0.000	0.000	0.000
YGR066C	0.279	0.000	0.000	0.000	0.000
YGR070W	-0.860	0.000	0.000	0.000	0.000
YGR084C	0.784	0.000	0.000	0.000	0.000
YGR085C	0.078	0.000	0.000	0.000	0.000
YGR087C	0.398	0.000	0.000	0.000	0.000
YGR071C	-0.676	0.000	0.000	0.000	0.000
YGR072W	0.139	0.000	0.000	0.000	0.000
YGR077C	1.066	0.000	0.000	0.000	-1.000
YGR079W	0.506	0.000	0.000	0.000	0.000
YGR080W	0.177	0.000	0.000	0.000	0.000
YGR081C	-0.736	0.000	0.000	0.000	0.000
YGR088W	-0.169	0.000	0.000	0.000	0.000
YGR109C	0.753	0.000	0.000	0.000	0.000
YGR111W	0.730	0.000	0.000	0.000	0.000
YGR112W	-0.801	0.000	0.000	0.000	0.000
YGR096W	0.344	0.000	0.000	0.000	0.000
YGR097W	-0.265	0.000	0.000	0.000	0.000
YGR100W	0.572	0.000	0.000	0.000	0.000
YGR118W	-1.037	0.000	0.000	0.000	0.000
YOR106W	-1.137	-1.000	0.000	0.000	0.000
YOR107W	0.836	0.000	0.000	0.000	0.000
YOR108W	0.660	0.000	0.000	0.000	0.000
YGR121C	0.311	0.000	0.000	0.000	0.000
YGR122W	0.866	0.000	0.000	0.000	0.000
YOR097C	0.457	0.000	0.000	0.000	0.000
YOR099W	0.219	0.000	0.000	0.000	0.000
YOR100C	0.363	0.000	0.000	0.000	0.000
YOR101W	0.415	0.000	0.000	0.000	0.000
YOR104W	0.159	0.000	0.000	0.000	0.000
YOR105W	0.442	0.000	0.000	0.000	0.000
YOR109W	1.005	0.000	0.000	0.000	0.000
YOR123C	0.641	0.000	0.000	0.000	0.000
YOR124C	0.954	0.000	0.000	0.000	0.000
YOR126C	0.909	0.000	0.000	0.000	0.000
YOR111W	0.677	0.000	0.000	0.000	0.000
YOR112W	-0.445	0.000	0.000	0.000	0.000
YOR113W	-0.394	0.000	0.000	0.000	0.000
YOR114W	0.100	0.000	0.000	0.000	0.000
YOR115C	0.587	0.000	0.000	0.000	0.000
YOR118W	-0.056	0.000	0.000	0.000	0.000
YOR120W	0.524	0.000	0.000	0.000	0.000
YOR121C	-0.025	0.000	0.000	0.000	0.000
YOR129C	1.524	0.000	0.000	0.000	0.000
YOR138C	0.709	0.000	0.000	0.000	0.000
YOR139C	1.277	0.000	0.000	0.000	0.000
YOR131C	-0.349	0.000	0.000	0.000	0.000
YOR132W	0.692	0.000	0.000	0.000	0.000
YOR133W	-0.614	0.000	0.000	0.000	0.000
YOR134W	0.042	0.000	0.000	0.000	0.000
YOR136W	-1.084	0.000	0.000	0.000	0.000
YOR137C	0.623	0.000	0.000	0.000	0.000
YOR142W	-0.083	0.000	0.000	0.000	0.000
YOR164C	0.557	0.000	0.000	-1.000	0.000
YOR165W	1.143	0.000	0.000	0.000	0.000
YOR166C	0.813	0.000	0.000	0.000	0.000
YOR144C	-0.233	0.000	0.000	0.000	0.000
YOR152C	-0.201	0.000	0.000	0.000	0.000
YOR153W	-0.109	0.000	0.000	-1.000	0.000
YOR154W	0.060	0.000	0.000	0.000	0.000
YOR156C	0.603	0.000	0.000	0.000	0.000
YOR161C	0.196	0.000	0.000	0.000	0.000
YOR162C	0.472	0.000	0.000	0.000	0.000
YOR163W	0.380	0.000	0.000	0.000	0.000
YOR167C	-0.553	0.000	0.000	0.000	0.000
YOR179C	0.022	0.000	0.000	0.000	0.000
YOR180C	0.542	0.000	0.000	0.000	0.000
YOR182C	-0.922	0.000	0.000	0.000	0.000
YOR170W	0.295	0.000	0.000	0.000	0.000
YOR171C	-0.002	0.000	0.000	0.000	0.000
YOR172W	0.261	0.000	0.000	0.000	0.000
YOR173W	0.120	0.000	0.000	0.000	0.000
YOR177C	0.430	0.000	0.000	0.000	0.000
YOR178C	0.488	0.000	0.000	0.000	0.000
YOR193W	-1.943	0.000	1.000	0.000	0.000
YOR195W	-2.595	0.000	0.000	0.000	0.000
YOR196C	-1.413	0.000	0.000	0.000	0.000
YOR184W	-0.100	0.000	0.000	0.000	0.000
YOR185C	0.323	0.000	0.000	0.000	0.000
YOR186W	-0.126	0.000	0.000	0.000	0.000
YOR188W	0.073	0.000	0.000	0.000	0.000
YOR189W	0.389	0.000	0.000	0.000	0.000
YOR190W	0.420	0.000	0.000	0.000	0.000
YOR191W	-2.313	0.000	0.000	0.000	0.000
YOR192C	-2.230	0.000	0.000	0.000	0.000
YOR197W	0.245	0.000	0.000	0.000	0.000
YOR213C	-1.387	0.000	0.000	0.000	0.000
YOR214C	-0.184	0.000	0.000	0.000	0.000
YOR198C	0.041	0.000	0.000	0.000	0.000
YOR201C	0.149	0.000	0.000	0.000	0.000
YOR202W	0.886	0.000	0.000	0.000	0.000
YOR208W	-1.292	0.000	0.000	0.000	0.000
YOR215C	0.372	0.000	0.000	0.000	0.000
YOR227W	0.309	0.000	0.000	0.000	0.000
YOR228C	-0.077	0.000	0.000	0.000	0.000
YOR229W	0.130	0.000	0.000	0.000	0.000
YOR216C	-0.214	0.000	0.000	0.000	0.000
YOR219C	0.580	0.000	0.000	0.000	0.000
YOR220W	0.553	0.000	0.000	0.000	0.000
YOR222W	0.851	0.000	0.000	0.000	0.000
YOR223W	1.524	0.000	0.000	0.000	0.000
YOR225W	0.828	0.000	0.000	0.000	0.000
YOR226C	0.166	0.000	0.000	0.000	0.000
YOR230W	-2.072	0.000	0.000	0.000	0.000
YOR242C	0.057	0.000	0.000	0.000	0.000
YOR243C	-1.495	0.000	0.000	0.000	0.000
YOR245C	-0.051	0.000	0.000	0.000	0.000
YOR231W	0.278	0.000	0.000	0.000	0.000
YOR233W	0.356	0.000	0.000	0.000	0.000
YOR234C	0.202	0.000	0.000	0.000	0.000
YOR235W	-2.019	0.000	0.000	-1.000	0.000
YOR237W	0.630	0.000	0.000	0.000	0.000
YOR238W	0.521	0.000	0.000	0.000	0.000
YOR239W	-0.557	0.000	0.000	0.000	0.000
YOR246C	-0.313	0.000	0.000	0.000	0.000
YOR264W	-0.023	0.000	0.000	0.000	0.000
YOR277C	-0.943	0.000	1.000	0.000	0.000
YOR247W	-0.273	0.000	0.000	0.000	0.000
YOR248W	-1.477	0.000	0.000	0.000	0.000
YOR251C	-2.647	0.000	0.000	0.000	0.000
YOR252W	0.595	0.000	0.000	0.000	0.000
YOR253W	1.081	0.000	0.000	0.000	0.000
YOR255W	1.288	0.000	0.000	0.000	0.000
YOR258W	0.183	0.000	-1.000	0.000	0.000
YOR263C	0.021	0.000	0.000	0.000	0.000
YOR280C	0.223	0.000	0.000	0.000	0.000
YJL215C	0.459	0.000	0.000	0.000	0.000
YJL214W	0.113	0.000	0.000	0.000	0.000
YJL212C	0.339	0.000	0.000	0.000	-1.000
YOR283W	0.293	0.000	0.000	0.000	0.000
YOR284W	0.505	0.000	0.000	0.000	0.000
YOR285W	0.539	0.000	-1.000	0.000	0.000
YOR286W	0.750	0.000	0.000	0.000	0.000
YOR288C	0.971	0.000	0.000	0.000	0.000
YJL218W	0.805	0.000	0.000	0.000	0.000
YJL217W	0.612	0.000	0.000	0.000	0.000
YJL216C	0.093	0.000	0.000	0.000	0.000
YJL210W	0.646	0.000	0.000	0.000	0.000
YJL190C	-2.767	0.000	0.000	0.000	0.000
YJL188C	-2.707	0.000	0.000	0.000	0.000
YJL187C	0.405	0.000	0.000	0.000	0.000
YJL211C	0.777	0.000	0.000	0.000	-1.000
YJL208C	0.433	0.000	0.000	0.000	0.000
YJL207C	0.262	0.000	0.000	0.000	0.000
YJL199C	0.664	0.000	0.000	0.000	0.000
YJL198W	1.156	0.000	0.000	0.000	0.000
YJL197W	0.693	0.000	0.000	0.000	0.000
YJL193W	-0.001	0.000	0.000	0.000	0.000
YJL192C	0.473	0.000	0.000	0.000	0.000
YJL186W	0.488	0.000	0.000	0.000	0.000
YJL171C	0.679	0.000	0.000	0.000	0.000
YJL170C	0.728	0.000	0.000	0.000	0.000
YJL169W	-2.551	0.000	0.000	0.000	0.000
YJL185C	0.445	0.000	0.000	0.000	0.000
YJL183W	-3.062	0.000	-1.000	0.000	0.000
