ORF	hap a | abundance of a specific protein/peptide (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | number of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | size of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | peroxisome inheritance | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | transport to/from peroxisomes (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010
YGL026C	-0.651	0.000	0.000	0.000	0.000
YGL027C	0.414	0.000	0.000	0.000	0.000
YGL028C	-1.674	0.000	0.000	0.000	0.000
YGL031C	-1.183	0.000	0.000	0.000	0.000
YGL032C	0.516	0.000	0.000	0.000	0.000
YGL033W	0.577	0.000	0.000	0.000	0.000
YGL034C	0.773	0.000	0.000	0.000	0.000
YGL035C	0.626	0.000	0.000	0.000	0.000
YGL041C	0.549	0.000	0.000	0.000	0.000
YGL056C	0.801	0.000	0.000	0.000	0.000
YGL057C	1.078	0.000	0.000	0.000	0.000
YGL058W	-1.577	0.000	0.000	0.000	0.000
YGL042C	-0.207	0.000	0.000	0.000	0.000
YGL043W	-0.387	0.000	0.000	0.000	0.000
YGL045W	0.736	0.000	0.000	0.000	0.000
YGL049C	0.690	0.000	0.000	0.000	0.000
YGL050W	0.316	0.000	0.000	0.000	0.000
YGL053W	0.591	0.000	0.000	0.000	0.000
YGL054C	0.080	0.000	0.000	0.000	0.000
YGL059W	0.499	0.000	0.000	0.000	0.000
YGL072C	-1.868	0.000	0.000	0.000	0.000
YGL076C	-0.346	0.000	0.000	0.000	0.000
YGL077C	0.063	0.000	0.000	0.000	0.000
YGL060W	-1.688	0.000	0.000	0.000	0.000
YGL062W	1.019	0.000	0.000	0.000	0.000
YGL063W	0.156	0.000	0.000	0.000	0.000
YGL064C	0.468	0.000	0.000	0.000	0.000
YGL066W	0.046	0.000	0.000	0.000	0.000
YGL071W	-1.479	0.000	0.000	0.000	0.000
YGL078C	-1.223	0.000	0.000	0.000	0.000
YGL086W	0.454	0.000	0.000	0.000	0.000
YGL087C	-0.435	0.000	0.000	0.000	0.000
YGL089C	0.254	0.000	0.000	0.000	0.000
YGL079W	0.533	0.000	0.000	0.000	0.000
YGL080W	0.286	0.000	0.000	0.000	0.000
YGL081W	-0.094	0.000	0.000	0.000	0.000
YGL082W	0.563	0.000	0.000	0.000	0.000
YGL083W	0.968	0.000	0.000	0.000	0.000
YGL084C	0.234	0.000	0.000	0.000	0.000
YGL085W	0.331	0.000	0.000	0.000	0.000
YNL217W	0.353	0.000	0.000	0.000	0.000
YNL215W	-0.503	0.000	0.000	0.000	0.000
YNL214W	0.419	0.000	0.000	0.000	-0.500
YNL241C	-0.161	0.000	0.000	0.000	0.000
YNL235C	-0.029	0.000	0.000	0.000	0.000
YNL233W	-0.083	0.000	0.000	0.000	0.000
YNL229C	-0.221	0.000	0.000	0.000	0.000
YNL228W	0.707	0.000	0.000	0.000	0.000
YNL226W	0.402	0.000	0.000	0.000	0.000
YNL224C	0.749	0.000	0.000	0.000	0.000
YNL218W	0.537	0.000	0.000	0.000	0.000
YNL200C	0.552	0.000	0.000	0.000	0.000
YNL199C	-0.283	0.000	0.000	0.000	0.000
YNL198C	1.080	0.000	0.000	0.000	0.000
YNL211C	-0.365	0.000	0.000	0.000	0.000
YNL210W	-0.057	0.000	0.000	0.000	0.000
YNL206C	0.016	0.000	0.000	0.000	0.000
YNL205C	0.321	0.000	0.000	0.000	0.000
YNL204C	0.663	0.000	0.000	0.000	0.000
YNL202W	0.678	0.000	0.000	0.000	0.000
YNL203C	0.727	0.000	0.000	0.000	0.000
YNL201C	0.593	0.000	0.000	0.000	0.000
YNL197C	0.109	0.000	0.000	0.000	0.000
YNL183C	1.020	0.000	0.000	0.000	0.000
YNL196C	0.037	0.000	0.000	0.000	0.000
YNL195C	0.241	0.000	0.000	0.000	0.000
YNL194C	0.432	0.000	0.000	0.000	0.000
YNL193W	0.387	0.000	0.000	0.000	0.000
YNL191W	0.804	0.000	0.000	0.000	0.000
YNL190W	1.524	0.000	0.000	0.000	0.000
YNL187W	0.503	0.000	0.000	0.000	0.000
YNL160W	0.276	0.000	0.000	0.000	0.000
YNL159C	-0.324	0.000	0.000	0.000	0.000
YNL157W	0.827	0.000	0.000	0.000	0.000
YNL179C	-2.745	0.000	0.000	0.000	0.000
YNL176C	-0.106	0.000	0.000	0.000	0.000
YNL175C	0.259	0.000	0.000	0.000	0.000
YNL173C	-1.484	0.000	0.000	0.000	0.000
YNL168C	0.775	0.000	0.000	0.000	0.000
YNL167C	-0.408	0.000	0.000	0.000	0.000
YNL155W	-0.251	0.000	0.000	0.000	0.000
YKL206C	0.219	0.000	0.000	0.000	0.000
YKL207W	0.070	0.000	0.000	0.000	0.000
YKL208W	-1.105	0.000	0.000	0.000	0.000
YNL154C	-0.559	0.000	0.000	0.000	0.000
YNL148C	-0.846	0.000	0.000	0.000	0.000
YKL191W	-0.903	0.000	0.000	0.000	0.000
YKL197C	-0.616	0.000	0.000	0.000	-0.500
YKL198C	0.496	0.000	0.000	0.000	0.000
YKL201C	0.105	0.000	0.000	0.000	0.000
YKL205W	0.198	0.000	0.000	0.000	0.000
YKL211C	-1.754	0.000	0.000	0.000	0.000
YKR001C	-1.336	0.000	0.000	0.000	0.000
YKR003W	0.457	0.000	0.000	0.000	0.000
YKR005C	1.155	0.000	0.000	0.000	0.000
YKL213C	-0.674	0.000	0.000	0.000	0.000
YKL214C	0.089	0.000	0.000	0.000	0.000
YKL216W	-0.457	0.000	0.000	0.000	0.000
YKL217W	0.610	0.000	0.000	0.000	0.000
YKL218C	1.288	0.000	0.000	0.000	0.000
YKL222C	0.927	0.000	0.000	0.000	0.000
YKR006C	0.163	0.000	0.000	-1.000	0.000
YKR017C	0.692	0.000	0.000	0.000	0.000
YKR018C	0.970	0.000	0.000	0.000	0.000
YKR020W	0.336	0.000	0.000	0.000	0.000
YKR007W	-1.580	0.000	0.000	0.000	0.000
YKR009C	0.053	0.000	0.000	0.000	0.000
YKR011C	-0.191	0.000	0.000	0.000	0.000
YKR012C	0.291	0.000	0.000	0.000	0.000
YKR013W	0.849	0.000	0.000	0.000	0.000
YKR014C	0.486	0.000	0.000	0.000	0.000
YKR015C	0.885	0.000	0.000	-1.000	0.000
YKR016W	0.579	0.000	0.000	0.000	0.000
YKR021W	-0.006	0.000	0.000	0.000	0.000
YKR042W	-1.015	0.000	0.000	0.000	0.000
YKR043C	0.370	0.000	0.000	0.000	0.000
YKR044W	0.307	0.000	0.000	0.000	0.000
YKR024C	0.145	0.000	0.000	0.000	0.000
YKR026C	0.127	0.000	0.000	0.000	0.000
YKR030W	0.180	0.000	0.000	0.000	0.000
YKR031C	0.644	0.000	0.000	0.000	0.000
YKR032W	0.629	0.000	0.000	0.000	0.000
YKR033C	0.565	0.000	0.000	0.000	0.000
YKR035C	-0.133	0.000	0.000	0.000	0.000
YKR045C	0.642	0.000	0.000	0.000	0.000
YKR057W	-1.361	0.000	0.000	0.000	0.000
YKR059W	-1.258	0.000	0.000	0.000	0.000
YKR047W	0.156	0.000	0.000	0.000	0.000
YKR048C	0.029	0.000	0.000	0.000	0.000
YKR049C	0.676	0.000	0.000	0.000	0.000
YKR050W	0.626	0.000	0.000	0.000	0.000
YKR051W	0.348	0.000	0.000	0.000	0.000
YKR052C	0.398	0.000	0.000	0.000	0.000
YKR054C	0.440	0.000	0.000	0.000	0.000
YKR056W	0.101	0.000	0.000	0.000	0.000
YKR060W	0.046	0.000	0.000	0.000	0.000
YDR249C	-0.534	0.000	0.000	0.000	0.000
YDR250C	-0.118	0.000	0.000	0.000	0.000
YDR251W	-0.387	0.000	0.000	0.000	0.000
YKR061W	0.191	0.000	0.000	0.000	0.000
YKR064W	0.533	0.000	0.000	0.000	0.000
YKR065C	-0.016	0.000	0.000	0.000	0.000
YDR242W	0.316	0.000	0.000	0.000	0.000
YDR245W	0.549	0.000	0.000	0.000	0.000
YDR247W	0.063	0.000	0.000	0.000	0.000
YDR248C	-0.435	0.000	0.000	0.000	0.000
YDR252W	0.254	0.000	0.000	0.000	0.000
YDR260C	-0.237	0.000	0.000	0.000	0.000
YDR261C	-0.094	0.000	0.000	0.000	0.000
YDR262W	-0.176	0.000	0.000	0.000	0.000
YDR253C	0.773	0.000	0.000	0.000	0.000
YDR254W	0.080	0.000	0.000	0.000	0.000
YDR255C	-0.881	0.000	0.000	0.000	0.000
YDR256C	0.882	0.000	0.000	0.000	0.000
YDR257C	0.577	0.000	0.000	0.000	0.000
YDR258C	0.382	0.000	0.000	0.000	0.000
YDR259C	0.499	0.000	0.000	0.000	0.000
YDR263C	1.019	0.000	0.000	0.000	0.000
YDR275W	-0.207	0.000	0.000	0.000	0.000
YDR276C	-0.769	0.000	0.000	0.000	0.000
YDR264C	-1.089	0.000	0.000	0.000	0.000
YDR265W	-0.651	0.000	0.000	0.000	-1.000
YDR266C	1.154	0.000	0.000	0.000	0.000
YDR268W	0.747	0.000	0.000	0.000	0.000
YDR270W	1.078	0.000	0.000	0.000	0.000
YDR272W	0.607	0.000	0.000	0.000	0.000
YDR273W	0.468	0.000	0.000	0.000	0.000
YDR274C	0.173	0.000	0.000	0.000	0.000
YDR289C	-0.592	0.000	0.000	0.000	0.000
YDR291W	0.006	0.000	0.000	0.000	0.000
YDR293C	-0.483	0.000	0.000	0.000	-1.000
YDR279W	0.563	0.000	0.000	0.000	0.000
YDR281C	0.483	0.000	0.000	0.000	0.000
YDR282C	0.516	0.000	0.000	0.000	0.000
YDR283C	0.825	0.000	0.000	0.000	-1.000
YDR284C	0.286	0.000	0.000	0.000	0.000
YDR285W	-0.070	0.000	0.000	0.000	0.000
YDR286C	0.270	0.000	0.000	0.000	0.000
YDR287W	0.120	0.000	0.000	0.000	0.000
YDR307W	0.365	0.000	0.000	0.000	0.000
YDR309C	0.660	0.000	0.000	0.000	0.000
YDR310C	-0.346	0.000	0.000	0.000	0.000
YDR295C	0.724	0.000	0.000	0.000	0.000
YDR297W	1.524	0.000	0.000	0.000	0.000
YDR300C	-0.703	0.000	0.000	0.000	0.000
YDR304C	0.591	0.000	0.000	0.000	0.000
YDR305C	0.690	0.000	0.000	0.000	0.000
YDR306C	0.428	0.000	0.000	0.000	0.000
YDR312W	0.706	0.000	0.000	0.000	0.000
YDR321W	-0.267	0.000	0.000	0.000	0.000
YDR313C	0.968	0.000	0.000	0.000	0.000
YDR314C	0.848	0.000	0.000	0.000	0.000
YDR315C	-0.305	0.000	0.000	0.000	0.000
YDR316W	0.331	0.000	0.000	0.000	0.000
YDR317W	-0.825	0.000	0.000	0.000	0.000
YDR318W	-0.042	0.000	0.000	0.000	0.000
YDR319C	0.414	0.000	0.000	0.000	0.000
YDR320C	0.454	0.000	0.000	0.000	0.000
YDR329C	-0.147	0.000	0.000	0.000	-1.000
YIL001W	0.138	0.000	0.000	0.000	-0.500
YIL002C	0.211	0.000	0.000	0.000	0.000
YIL005W	0.302	0.000	0.000	0.000	0.000
YDR330W	1.287	0.000	0.000	0.000	0.000
YDR332W	-0.940	0.000	0.000	0.000	0.000
YDR333C	0.925	0.000	0.000	0.000	0.000
YDR334W	0.234	0.000	0.000	0.000	0.000
YDR335W	-1.183	0.000	0.000	0.000	0.000
YDR336W	0.801	0.000	0.000	0.000	0.000
YIL011W	-0.620	0.000	0.000	0.000	0.000
YIL024C	0.090	0.000	0.000	0.000	0.000
YIL025C	0.255	0.000	0.000	0.000	0.000
YIL027C	0.591	0.000	0.000	0.000	0.000
YIL012W	-0.896	0.000	0.000	0.000	0.000
YIL013C	-0.263	0.000	0.000	0.000	0.000
YIL014W	-0.419	0.000	0.000	0.000	0.000
YIL015W	0.673	0.000	0.000	0.000	0.000
YIL016W	0.860	0.000	0.000	0.000	0.000
YIL017C	1.161	0.000	0.000	0.000	0.000
YIL020C	1.087	0.000	0.000	0.000	0.000
YIL023C	0.435	0.000	0.000	0.000	0.000
YIL028W	-1.005	0.000	0.000	0.000	0.000
YIL041W	0.126	0.000	0.000	0.000	0.000
YIL043C	-0.297	0.000	0.000	0.000	0.000
YIL044C	0.759	0.000	0.000	0.000	0.000
YIL029C	-0.842	0.000	0.000	0.000	0.000
YIL032C	-0.466	0.000	0.000	0.000	0.000
YIL034C	-0.953	0.000	0.000	0.000	0.000
YIL035C	0.834	0.000	0.000	0.000	0.000
YIL036W	0.328	0.000	0.000	0.000	0.000
YIL037C	0.315	0.000	0.000	0.000	0.000
YIL040W	-1.049	0.000	0.000	0.000	0.000
YIL045W	-0.728	0.000	0.000	0.000	0.000
YIL073C	-0.121	0.000	0.000	0.000	0.000
YIL076W	0.937	0.000	0.000	0.000	0.000
YIL077C	0.021	0.000	0.000	0.000	0.000
YIL050W	-0.375	0.000	0.000	0.000	0.000
YIL053W	-0.565	0.000	0.000	0.000	0.000
YIL057C	0.624	0.000	0.000	0.000	0.000
YIL064W	0.686	0.000	0.000	0.000	0.000
YIL065C	0.520	0.000	0.000	0.000	0.000
YIL072W	0.377	0.000	0.000	0.000	0.000
YIL079C	-0.205	0.000	0.000	0.000	0.000
YIL097W	-0.074	0.000	0.000	0.000	0.000
YFL007W	-0.302	0.000	0.000	0.000	0.000
YFL011W	0.657	0.000	0.000	0.000	0.000
YIL084C	-1.382	0.000	0.000	0.000	0.000
YIL086C	-0.022	0.000	0.000	0.000	0.000
YIL087C	-0.176	0.000	0.000	0.000	0.000
YIL088C	-0.336	0.000	0.000	0.000	0.000
YIL093C	0.488	0.000	0.000	0.000	0.000
YIL095W	1.524	0.000	0.000	0.000	0.000
YIL096C	-0.148	0.000	0.000	0.000	0.000
YFL015C	-0.049	0.000	0.000	0.000	0.000
YFL030W	0.144	0.000	0.000	0.000	0.000
YFL031W	0.896	0.000	0.000	0.000	0.000
YFL032W	0.788	0.000	0.000	0.000	0.000
YFL018C	0.285	0.000	0.000	0.000	0.000
YFL020C	0.214	0.000	0.000	0.000	0.000
YFL021W	0.716	0.000	-1.000	0.000	0.000
YFL025C	0.040	0.000	0.000	0.000	0.000
YFL026W	0.564	0.000	0.000	0.000	0.000
YFL027C	0.701	0.000	0.000	0.000	0.000
YFL028C	0.361	0.000	0.000	0.000	0.000
YFL034W	-0.001	0.000	0.000	0.000	0.000
YFL048C	0.072	0.000	0.000	0.000	0.000
YFL049W	0.109	0.000	0.000	0.000	0.000
YFL050C	0.607	0.000	0.000	0.000	0.000
YFL036W	NaN	0.000	0.000	0.000	0.000
YFL040W	0.236	0.000	0.000	0.000	0.000
YFL041W	0.473	0.000	0.000	0.000	0.000
YFL042C	0.431	0.000	0.000	0.000	0.000
YFL044C	1.294	0.000	0.000	0.000	0.000
YFL046W	0.195	0.000	0.000	0.000	0.000
YFL047W	0.408	0.000	0.000	0.000	0.000
YOR379C	0.344	0.000	0.000	0.000	0.000
YFR007W	0.178	0.000	0.000	0.000	0.000
YFR008W	-1.092	0.000	0.000	0.000	0.000
YFR009W	0.640	0.000	0.000	0.000	0.000
YFL051C	0.537	0.000	0.000	0.000	0.000
YFL052W	0.551	0.000	0.000	0.000	0.000
YFL053W	0.056	0.000	0.000	0.000	0.000
YFL054C	0.270	0.000	0.000	0.000	0.000
YFL055W	1.029	0.000	0.000	0.000	0.000
YFL056C	0.979	0.000	0.000	0.000	0.000
YFR006W	0.300	0.000	0.000	0.000	0.000
YFR010W	-0.676	0.000	0.000	0.000	0.000
YFR021W	-0.789	0.000	0.000	0.000	0.000
YFR022W	0.813	0.000	0.000	0.000	0.000
YFR023W	0.504	0.000	0.000	0.000	0.000
YFR012W	-0.097	0.000	0.000	0.000	0.000
YFR014C	-0.509	0.000	0.000	0.000	0.000
YFR015C	0.422	0.000	0.000	0.000	0.000
YFR016C	0.446	0.000	0.000	0.000	0.000
YFR017C	0.577	0.000	0.000	0.000	0.000
YFR018C	0.738	0.000	0.000	0.000	0.000
YFR020W	0.460	0.000	0.000	0.000	0.000
YFR024C-A	-0.157	0.000	0.000	0.000	0.000
YGR268C	0.270	0.000	0.000	0.000	0.000
YGR269W	0.599	0.000	0.000	0.000	0.000
YGR270W	0.059	0.000	0.000	0.000	0.000
YFR026C	-0.577	0.000	0.000	0.000	0.000
YFR031C-A	-0.223	0.000	0.000	0.000	0.000
YGR256W	0.021	0.000	0.000	0.000	0.000
YGR259C	0.717	0.000	0.000	0.000	0.000
YGR260W	0.636	0.000	0.000	0.000	0.000
YGR261C	0.190	0.000	0.000	0.000	0.000
YGR263C	0.368	0.000	0.000	0.000	0.000
YGR266W	0.233	0.000	0.000	0.000	0.000
YGR275W	-0.372	0.000	0.000	0.000	0.000
YGR288W	0.135	0.000	0.000	0.000	0.000
YGR290W	0.488	0.000	0.000	0.000	0.000
YHR021W-A	-0.080	0.000	0.000	0.000	0.000
YGR279C	-0.517	0.000	0.000	0.000	0.000
YGR281W	-0.132	0.000	0.000	0.000	0.000
YGR282C	0.286	0.000	0.000	0.000	0.000
YGR283C	0.076	0.000	0.000	0.000	0.000
YGR284C	-0.002	0.000	0.000	0.000	0.000
YGR286C	0.685	0.000	0.000	0.000	0.000
YGR287C	0.617	0.000	0.000	0.000	0.000
YIR024C	-0.469	0.000	0.000	0.000	0.000
YIR025W	0.116	0.000	0.000	0.000	0.000
YHR079C-A	-0.330	0.000	0.000	0.000	0.000
YIR017C	0.209	0.000	0.000	0.000	0.000
YIR018W	0.555	0.000	0.000	0.000	0.000
YIR019C	0.473	0.000	0.000	0.000	0.000
YIR020C	0.963	0.000	0.000	0.000	0.000
YIR020W-A	0.041	0.000	0.000	0.000	0.000
YIR026C	0.652	0.000	0.000	0.000	0.000
YIR037W	0.444	0.000	0.000	0.000	0.000
YIR038C	0.302	0.000	0.000	0.000	0.000
YIR039C	0.505	0.000	0.000	0.000	0.000
YIR027C	-0.288	0.000	0.000	0.000	0.000
YIR028W	0.583	0.000	0.000	0.000	0.000
YIR029W	-0.105	0.000	0.000	0.000	0.000
YIR031C	-0.024	0.000	0.000	0.000	0.000
YIR033W	1.074	0.000	0.000	0.000	0.000
YIR034C	0.764	0.000	0.000	0.000	0.000
YIR035C	0.523	0.000	0.000	0.000	0.000
YIR036C	0.333	0.000	0.000	0.000	0.000
YIR042C	0.171	0.000	0.000	0.000	-0.500
YKR073C	-0.693	0.000	0.000	0.000	0.000
YKR074W	-1.183	0.000	0.000	0.000	0.000
YKR075C	0.876	0.000	0.000	0.000	0.000
YKL033W-A	-0.161	0.000	0.000	0.000	0.000
YKL162C-A	0.253	0.000	0.000	0.000	0.000
YKR035W-A	-0.054	0.000	0.000	0.000	0.000
YKR066C	0.670	0.000	0.000	0.000	0.000
YKR067W	0.820	0.000	0.000	0.000	0.000
YKR069W	0.700	0.000	0.000	0.000	0.000
YKR070W	0.458	0.000	0.000	0.000	0.000
YKR072C	-0.873	0.000	0.000	0.000	0.000
YKR076W	-0.254	0.000	0.000	0.000	0.000
YMR065W	0.795	0.000	0.000	0.000	0.000
YMR067C	1.283	0.000	0.000	0.000	0.000
YKR077W	-0.816	0.000	0.000	0.000	0.000
YKR080W	0.540	0.000	0.000	0.000	0.000
YKR082W	-1.087	0.000	0.000	0.000	0.000
YKR084C	-0.992	0.000	0.000	0.000	0.000
YMR062C	-1.041	0.000	0.000	0.000	0.000
YMR063W	0.741	0.000	0.000	0.000	0.000
YMR068W	-0.192	0.000	0.000	0.000	0.000
YMR078C	-1.297	0.000	0.000	0.000	0.000
YMR080C	1.013	0.000	0.000	0.000	0.000
YMR081C	0.569	0.000	0.000	0.000	0.000
YMR069W	0.096	0.000	0.000	0.000	0.000
YMR071C	0.418	0.000	0.000	0.000	0.000
YMR073C	1.524	0.000	0.000	0.000	0.000
YMR075C-A	1.150	0.000	0.000	0.000	0.000
YMR075W	0.919	0.000	0.000	0.000	0.000
YMR082C	-0.419	0.000	0.000	0.000	0.000
YMR090W	0.432	0.000	0.000	0.000	0.000
YMR083W	-0.637	0.000	0.000	0.000	0.000
YMR084W	0.317	0.000	0.000	0.000	0.000
YMR085W	0.154	0.000	0.000	0.000	0.000
YMR086C-A	0.401	0.000	0.000	0.000	0.000
YMR086W	0.843	0.000	0.000	0.000	0.000
YMR087W	0.350	0.000	0.000	0.000	0.000
YMR088C	0.385	0.000	0.000	0.000	0.000
YMR092C	-0.205	0.000	0.000	0.000	0.000
YOL087C	0.328	0.000	0.000	0.000	0.000
YOL088C	0.377	0.000	0.000	0.000	0.000
YOL089C	-0.336	0.000	0.000	0.000	0.000
YNR070W	-0.022	0.000	0.000	0.000	0.000
YNR071C	-0.234	0.000	0.000	0.000	0.000
YNR072W	0.090	0.000	0.000	0.000	0.000
YNR073C	0.285	0.000	0.000	0.000	0.000
YNR074C	0.408	0.000	0.000	0.000	0.000
YNR075W	0.979	0.000	0.000	0.000	0.000
YOL013W-B	-0.049	0.000	0.000	0.000	0.000
YOL086C	-3.475	0.000	0.000	0.000	0.000
YOL090W	-0.074	0.000	0.000	0.000	0.000
YOL101C	-0.148	0.000	0.000	0.000	0.000
YOL103W	0.344	0.000	0.000	0.000	0.000
YOL104C	0.520	0.000	0.000	0.000	0.000
YOL091W	0.716	0.000	0.000	0.000	0.000
YOL092W	0.460	0.000	0.000	0.000	0.000
YOL093W	0.446	1.000	0.000	0.000	0.000
YOL098C	1.029	0.000	0.000	0.000	0.000
YOL099C	0.640	0.000	0.000	0.000	0.000
YOL105C	0.473	0.000	0.000	0.000	0.000
YOL113W	0.056	0.000	0.000	0.000	0.000
YOL114C	0.040	0.000	0.000	0.000	0.000
YOL115W	-2.669	0.000	0.000	0.000	0.000
YOL106W	-0.176	0.000	0.000	0.000	0.000
YOL107W	0.686	0.000	0.000	0.000	0.000
YOL108C	-0.375	0.000	0.000	0.000	0.000
YOL109W	0.834	0.000	0.000	0.000	0.000
YOL111C	0.214	0.000	0.000	0.000	0.000
YOL112W	0.161	0.000	0.000	0.000	0.000
YOL116W	0.607	0.000	0.000	0.000	0.000
YOL129W	-0.466	0.000	0.000	0.000	0.000
YOL131W	-0.121	0.000	0.000	0.000	0.000
YOL132W	-0.297	0.000	0.000	0.000	0.000
YOL117W	0.236	0.000	0.000	0.000	0.000
YOL118C	0.072	0.000	0.000	0.000	0.000
YOL119C	0.270	0.000	0.000	0.000	0.000
YOL121C	-0.842	0.000	0.000	0.000	0.000
YOL122C	0.300	0.000	0.000	0.000	0.000
YOL124C	0.178	0.000	0.000	0.000	0.000
YOL126C	0.315	0.000	0.000	0.000	0.000
YOL128C	0.361	0.000	0.000	0.000	0.000
YOL136C	1.294	0.000	0.000	0.000	0.000
YER088C	-0.789	0.000	0.000	0.000	0.000
YER090W	-1.504	0.000	0.000	0.000	-1.000
YER091C	-0.565	0.000	0.000	0.000	0.000
YOL137W	0.488	0.000	0.000	0.000	0.000
YOL138C	1.524	0.000	0.000	0.000	0.000
YBR232C	0.504	0.000	0.000	0.000	0.000
YDR424C	0.788	0.000	0.000	0.000	0.000
YEL011W	0.577	0.000	0.000	0.000	0.000
YER064C	0.937	0.000	0.000	0.000	0.000
YER078C	-1.005	0.000	0.000	0.000	0.000
YER092W	0.126	0.000	0.000	0.000	0.000
YHL025W	-0.263	0.000	0.000	0.000	0.000
YHR016C	0.551	0.000	0.000	0.000	0.000
YHR017W	0.591	0.000	0.000	0.000	0.000
YER093C-A	-0.728	0.000	0.000	0.000	0.000
YER095W	0.255	0.000	0.000	0.000	0.000
YER096W	1.087	0.000	0.000	0.000	0.000
YER097W	0.422	0.000	0.000	0.000	0.000
YER098W	0.738	0.000	0.000	0.000	0.000
YGR134W	0.393	0.000	0.000	0.000	0.000
YGR210C	0.564	0.000	0.000	0.000	0.000
YHL024W	0.195	0.000	0.000	0.000	0.000
YHR032W	1.161	0.000	0.000	0.000	0.000
YLL030C	-0.419	0.000	0.000	0.000	0.000
YLL044W	0.021	0.000	0.000	0.000	0.000
YLL048C	-0.896	0.000	0.000	0.000	0.000
YHR045W	0.860	0.000	0.000	0.000	0.000
YHR064C	-2.330	0.000	0.000	0.000	-1.000
YHR140W	-0.001	0.000	0.000	0.000	0.000
YHR162W	0.657	0.000	0.000	0.000	0.000
YHR181W	0.624	0.000	0.000	0.000	0.000
YHR191C	-0.620	0.000	0.000	0.000	0.000
YHR193C	-0.509	0.000	0.000	0.000	0.000
YLL049W	0.144	0.000	0.000	0.000	0.000
YLR037C	0.701	0.000	0.000	0.000	0.000
YLR038C	-2.494	0.000	0.000	0.000	0.000
YLR039C	-0.097	0.000	0.000	0.000	0.000
YLL059C	0.109	0.000	0.000	0.000	0.000
YLR030W	0.537	0.000	0.000	0.000	0.000
YLR031W	0.435	0.000	0.000	0.000	0.000
YLR032W	0.813	0.000	0.000	0.000	0.000
YLR034C	0.759	0.000	0.000	0.000	0.000
YLR035C	0.673	0.000	0.000	0.000	0.000
YLR036C	0.896	0.000	0.000	0.000	0.000
YLR040C	0.473	0.000	0.000	0.000	0.000
YMR271C	-0.599	0.000	0.000	0.000	0.000
YMR279C	0.021	0.000	0.000	0.000	0.000
YMR306W	0.183	0.000	0.000	0.000	0.000
YLR041W	-0.273	0.000	0.000	0.000	0.000
YLR050C	0.202	0.000	0.000	0.000	0.000
YLR052W	-0.658	0.000	0.000	0.000	0.000
YMR142C	-0.885	0.000	0.000	0.000	0.000
YMR158W	0.389	0.000	0.000	0.000	0.000
YMR181C	-0.001	0.000	0.000	0.000	0.000
YMR209C	-0.154	0.000	0.000	0.000	0.000
YMR311C	1.021	0.000	0.000	0.000	0.000
YMR319C	-0.542	0.000	0.000	0.000	0.000
YMR320W	0.130	0.000	0.000	0.000	0.000
YNL250W	-1.875	0.000	0.000	0.000	0.000
YMR312W	-0.708	0.000	0.000	0.000	0.000
YMR313C	0.488	0.000	0.000	0.000	0.000
YMR315W	0.539	0.000	0.000	0.000	0.000
YMR316C-A	0.459	0.000	0.000	0.000	0.000
YMR316C-B	0.805	0.000	0.000	0.000	0.000
YMR316W	0.505	0.000	0.000	0.000	0.000
YMR318C	-3.621	0.000	0.000	0.000	0.000
YPL134C	0.113	0.000	0.000	0.000	0.000
YML124C	-0.313	0.000	0.000	0.000	0.000
YNL279W	0.293	0.000	0.000	0.000	0.000
YNL300W	-0.490	0.000	0.000	0.000	0.000
YNL316C	0.323	0.000	0.000	0.000	0.000
YOL016C	0.521	0.000	0.000	0.000	0.000
YOR096W	-1.223	0.000	0.000	0.000	0.000
YOR306C	0.278	0.000	0.000	0.000	0.000
YOR317W	-0.244	0.000	0.000	0.000	0.000
YML070W	0.886	0.000	0.000	0.000	0.000
YML100W	-0.214	0.000	0.000	0.000	0.000
YML099W-A	0.445	0.000	0.000	0.000	0.000
YML101C	-0.051	0.000	0.000	0.000	0.000
YML071C	0.073	0.000	0.000	0.000	0.000
YML074C	0.339	0.000	0.000	0.000	0.000
YML090W	-0.354	0.000	0.000	0.000	0.000
YML094W	-2.767	0.000	0.000	0.000	0.000
YML095C	0.580	0.000	0.000	0.000	0.000
YML096W	1.156	0.000	0.000	0.000	0.000
YML097C	-0.443	0.000	0.000	0.000	0.000
YML099C	-0.184	0.000	0.000	0.000	0.000
YML101C-A	0.664	0.000	0.000	0.000	0.000
YML111W	0.093	0.000	0.000	0.000	0.000
YML112W	-0.077	0.000	0.000	0.000	0.000
YML113W	0.166	0.000	0.000	0.000	0.000
YML102W	0.372	0.000	0.000	0.000	0.000
YML103C	0.245	0.000	0.000	0.000	0.000
YML104C	0.679	0.000	0.000	0.000	0.000
YML106W	0.971	0.000	0.000	0.000	0.000
YML107C	1.081	0.000	0.000	0.000	0.000
YML108W	1.524	0.000	0.000	0.000	0.000
YML109W	0.693	0.000	0.000	0.000	0.000
YML116W	0.223	0.000	0.000	0.000	0.000
