orf	hap a | abundance of a specific protein/peptide (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | number of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | size of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | peroxisome inheritance | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | transport to/from peroxisomes (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010
YBR073W	0.07152435510159397	0.0	0.0	0.0	0.0
YBR074W	0.8131619188475148	0.0	0.0	0.0	0.0
YBR076W	0.673040377151589	0.0	0.0	0.0	0.0
YBR077C	-2.2465314367650504	0.0	0.0	0.0	0.0
YBR078W	0.02074136609916179	0.0	0.0	0.0	0.0
YBR081C	-1.5068388306844935	0.0	0.0	0.0	0.0
YBR083W	0.3625143402621213	0.0	0.0	0.0	0.0
YBR084C-A	-1.744404876678856	0.0	0.0	0.0	0.0
YBR084W	0.9264279463648363	0.0	0.0	0.0	0.0
YBR085W	0.28833483289462225	0.0	0.0	0.0	0.0
YBR089C-A	0.6087815654126484	0.0	0.0	0.0	0.0
YBR092C	0.6774402297391852	0.0	0.0	0.0	0.0
YBR093C	0.06658410995190722	0.0	0.0	0.0	0.0
YBR094W	-0.16869323097379363	0.0	0.0	0.0	0.0
YBR095C	-1.5698867534840573	0.0	0.0	0.0	0.0
YBR096W	0.21508885122440266	0.0	0.0	0.0	0.0
YBR097W	-1.2754718254965631	0.0	0.0	0.0	0.0
YBR098W	0.08055673782965302	0.0	0.0	0.0	0.0
YBR099C	0.5179806422015353	0.0	0.0	0.0	0.0
YBR101C	0.5009034273631616	0.0	0.0	0.0	0.0
YBR103W	-1.4528000591419548	0.0	0.0	0.0	0.0
YBR104W	0.5503420000717807	0.0	0.0	0.0	0.0
YBR105C	0.08442880892157695	0.0	0.0	0.0	0.0
YBR106W	-1.7104402509642067	0.0	0.0	0.0	0.0
YBR107C	0.15963068574850112	0.0	0.0	0.0	0.0
YBR108W	0.48464185440187646	0.0	0.0	0.0	0.0
YBR111C	0.12335995322131751	0.0	0.0	0.0	0.0
YBR113W	0.5922356950722273	0.0	0.0	0.0	0.0
YBR114W	0.38436343072053425	0.0	0.0	0.0	0.0
YBR115C	0.6616315051123518	0.0	0.0	0.0	0.0
YBR116C	0.5352063232282688	0.0	1.0	0.0	0.0
YBR119W	0.2729426648862595	0.0	0.0	0.0	0.0
YBR120C	0.1766312156848667	-1.0	0.0	0.0	0.0
YBR125C	0.021827838080890734	0.0	0.0	0.0	0.0
YBR126C	-1.3484476746110428	0.0	0.0	0.0	0.0
YBR127C	-3.4322434598276828	0.0	0.0	0.0	0.0
YBR129C	-0.29612048037495686	0.0	0.0	0.0	0.0
YBR130C	-1.302733269707122	0.0	0.0	0.0	0.0
YBR131W	-1.4507028397225652	0.0	0.0	0.0	0.0
YBR132C	-1.9949677182416656	0.0	0.0	0.0	0.0
YBR133C	0.40782750268892126	0.0	0.0	0.0	0.0
YBR134W	-1.6668423702229107	0.0	1.0	0.0	0.0
YBR137W	0.3040477683967465	0.0	0.0	0.0	0.0
YBR138C	0.18554206491157527	0.0	0.0	0.0	0.0
YBR139W	-0.9814934723479	0.0	0.0	0.0	0.0
YBR141C	-0.018095164943328367	0.0	0.0	0.0	0.0
YBR144C	-0.10153311681878847	0.0	0.0	0.0	0.0
YBR145W	-0.16080208534422089	0.0	0.0	0.0	0.0
YBR147W	0.03000357860137272	0.0	0.0	0.0	0.0
YBR148W	0.1081682648249578	0.0	0.0	0.0	0.0
YBR149W	-0.12980103756758213	0.0	0.0	0.0	0.0
YBR150C	0.21862220468937024	0.0	0.0	0.0	0.0
YBR151W	0.3908514793767115	0.0	0.0	0.0	0.0
YBR156C	-3.7775517038784696	0.0	0.0	0.0	0.0
YBR157C	0.7501151500789098	0.0	0.0	0.0	0.0
YBR158W	0.46675782432405183	0.0	0.0	0.0	0.0
YBR159W	0.3728434424615994	0.0	0.0	0.0	0.0
YBR161W	0.45172700363512336	0.0	0.0	0.0	0.0
YBR162C	-1.5976465542572316	0.0	0.0	0.0	0.0
YBR162W-A	0.12767951614253104	0.0	0.0	0.0	0.0
YBR163W	0.518709573364298	0.0	0.0	0.0	0.0
YBR164C	0.3544688307435318	0.0	0.0	0.0	0.0
YBR165W	0.00578382524091865	0.0	0.0	0.0	0.0
YBR166C	-1.7319018296716806	0.0	0.0	0.0	0.0
YBR168W	-2.216606902659303	0.0	0.0	0.0	0.0
YBR169C	0.4147462332256849	0.0	0.0	0.0	0.0
YBR170C	0.2059189665437579	0.0	0.0	0.0	0.0
YBR171W	-0.2259871230501137	0.0	0.0	0.0	0.0
YBR172C	0.1477587654632931	0.0	0.0	0.0	0.0
YBR173C	0.28535400159006064	0.0	0.0	0.0	0.0
YBR174C	0.44642177943783246	0.0	0.0	0.0	0.0
YBR175W	-0.3753101123361453	0.0	0.0	0.0	0.0
YBR176W	0.7163414586861464	0.0	0.0	0.0	0.0
YBR177C	1.2935234348435125	0.0	0.0	0.0	0.0
YBR178W	-1.049407108167242	0.0	0.0	0.0	0.0
YBR179C	0.6835593830000799	0.0	0.0	0.0	0.0
YBR180W	0.17752362640754676	0.0	0.0	0.0	0.0
YBR181C	-1.005261124075515	0.0	0.0	0.0	0.0
YBR182C	0.14419185149755628	0.0	0.0	0.0	0.0
YBR183W	0.07152435510159397	0.0	0.0	0.0	0.0
YBR184W	0.23599256745297478	0.0	0.0	0.0	0.0
YBR185C	1.0285977710649283	0.0	0.0	0.0	0.0
YBR186W	0.5773872400724399	0.0	0.0	0.0	0.0
YBR187W	0.8962659357856722	0.0	0.0	0.0	0.0
YBR188C	0.6863523886702751	0.0	0.0	0.0	0.0
YBR191W	-1.0671402894626274	0.0	0.0	0.0	0.0
YBR194W	-0.2967814903820503	0.0	0.0	0.0	0.0
YBR195C	0.30036984209402584	0.0	0.0	0.0	0.0
YBR197C	-0.14772018612562815	0.0	0.0	0.0	0.0
YBR199W	0.03974472649903312	0.0	0.0	0.0	0.0
YBR200W	-1.2885889182077641	0.0	0.0	0.0	0.0
YBR201W	0.4597587073622532	0.0	0.0	0.0	0.0
YBR203W	0.36072462600522226	0.0	0.0	0.0	0.0
YBR204C	0.8131619188475148	0.0	0.0	0.0	0.0
YBR205W	0.08970776254838829	0.0	0.0	0.0	0.0
YBR206W	0.48789252500028335	0.0	0.0	0.0	0.0
YBR207W	0.6242653588679581	0.0	0.0	0.0	0.0
YBR209W	-0.20486800489942447	0.0	0.0	0.0	0.0
YBR210W	0.5910228314927432	0.0	0.0	0.0	0.0
YBR213W	0.31465070728083644	0.0	0.0	0.0	0.0
YBR214W	0.19499901647145984	0.0	0.0	0.0	0.0
YBR215W	-0.7887879890965385	0.0	0.0	0.0	0.0
YBR216C	0.700557281214542	0.0	0.0	0.0	0.0
YBR217W	0.3768468584107278	0.0	0.0	0.0	0.0
YBR218C	0.3926490250855478	0.0	0.0	0.0	0.0
YBR219C	0.536720471160773	0.0	0.0	0.0	0.0
YBR220C	-0.6199950515393674	0.0	0.0	0.0	0.0
YBR221C	-0.41890151382589874	0.0	0.0	0.0	0.0
YBR222C	0.7382945062897811	0.0	0.0	0.0	0.0
YBR223C	0.23449256887867356	0.0	0.0	0.0	0.0
YBR224W	-0.2994514641972467	0.0	0.0	0.0	0.0
YBR225W	-0.18254075272090897	0.0	0.0	0.0	0.0
YBR226C	-1.6902188141922032	0.0	0.0	0.0	0.0
YBR227C	0.029475437699143535	0.0	0.0	0.0	0.0
YBR228W	0.42764457112295096	0.0	0.0	0.0	0.0
YBR229C	0.6823261792556431	0.0	0.0	0.0	0.0
YBR230C	0.7099685684729584	0.0	0.0	0.0	0.0
YBR231C	-0.7088651956464123	0.0	0.0	0.0	0.0
YBR232C	0.5038513489441515	0.0	0.0	0.0	0.0
YBR233W	0.7727911491835628	0.0	0.0	0.0	0.0
YBR235W	0.8422519763943581	0.0	0.0	0.0	0.0
YBR238C	-0.5553810412181901	0.0	0.0	0.0	0.0
YBR239C	0.21356718805333033	0.0	0.0	0.0	0.0
YBR240C	-1.4305073038736607	0.0	0.0	0.0	0.0
YBR241C	0.5515834988308254	0.0	0.0	0.0	0.0
YBR242W	0.3240926249237754	0.0	0.0	0.0	0.0
YBR244W	0.4146197075043886	0.0	0.0	0.0	0.0
YBR245C	0.5899073511203349	0.0	0.0	0.0	0.0
YBR246W	-0.033631334629756884	0.0	0.0	0.0	0.0
YBR248C	-0.33720686823406304	0.0	0.0	0.0	0.0
YBR249C	0.9879763824536472	0.0	0.0	0.0	0.0
YBR250W	1.0945161655010707	0.0	0.0	0.0	0.0
YBR251W	0.41146269567425925	0.0	0.0	0.0	0.0
YBR255W	-0.4166040587294188	0.0	0.0	0.0	0.0
YBR258C	0.6952880368922592	0.0	0.0	0.0	0.0
YBR259W	-0.08300998241526342	0.0	0.0	0.0	0.0
YBR260C	1.0370350923396736	0.0	0.0	0.0	0.0
YBR261C	0.008905945830531333	0.0	0.0	0.0	0.0
YBR262C	0.8704433628374244	0.0	0.0	0.0	0.0
YBR263W	0.6524439542426448	0.0	0.0	0.0	0.0
YBR264C	1.1672235771044708	0.0	0.0	0.0	0.0
YBR266C	-0.2658357821142467	0.0	0.0	0.0	0.0
YBR267W	-1.2616683160032405	0.0	0.0	0.0	0.0
YBR268W	-1.4066388090792352	0.0	0.0	0.0	0.0
YBR269C	0.05851152607912453	0.0	0.0	0.0	0.0
YBR270C	0.45706744248664666	0.0	0.0	0.0	0.0
YBR271W	0.458030439306051	0.0	0.0	0.0	0.0
YBR272C	0.12012469905209738	0.0	0.0	0.0	0.0
YBR273C	0.317491677698138	0.0	0.0	0.0	0.0
YBR274W	0.7946188213158053	0.0	0.0	0.0	0.0
YBR275C	-0.34883140920327554	0.0	0.0	0.0	0.0
YBR276C	-0.13774879327883904	0.0	0.0	0.0	0.0
YBR277C	0.5987455546928248	0.0	0.0	0.0	0.0
YBR278W	0.919347204485166	0.0	0.0	0.0	0.0
YBR280C	-0.3047759302667186	0.0	0.0	0.0	0.0
YBR281C	1.2830853859410705	0.0	0.0	0.0	0.0
YBR283C	0.6358355253229546	0.0	0.0	0.0	0.0
YBR284W	1.0131570035223176	0.0	0.0	0.0	0.0
YBR285W	0.5402370905976199	0.0	0.0	0.0	0.0
YBR286W	0.041408497607797336	0.0	0.0	0.0	0.0
YBR287W	0.04233555650952981	0.0	0.0	0.0	0.0
YBR288C	-0.2500009713123113	0.0	1.0	0.0	0.0
YBR289W	-1.7765131897811708	0.0	0.0	0.0	0.0
YBR290W	-0.13165324660102262	0.0	0.0	0.0	0.0
YBR291C	-1.4202118226295646	0.0	0.0	0.0	0.0
YBR292C	-1.2242168322995697	0.0	0.0	0.0	0.0
YBR293W	0.5053337323677509	0.0	0.0	0.0	0.0
YBR294W	-0.21759049540025002	0.0	0.0	0.0	0.0
YBR295W	1.1496177801256726	0.0	0.0	0.0	0.0
YBR296C	-0.5170047179355892	0.0	0.0	0.0	0.0
YBR297W	0.8758640861499725	0.0	0.0	0.0	0.0
YBR298C	0.3848380666190785	0.0	0.0	0.0	0.0
YBR299W	0.9203834106138623	0.0	0.0	0.0	0.0
YBR300C	-0.19192315521077874	0.0	0.0	0.0	0.0
YBR301W	0.052460251906538004	0.0	0.0	0.0	0.0
YCL001W	0.8685833107203907	0.0	0.0	0.0	0.0
YCL001W-A	-0.2540978608326148	0.0	0.0	0.0	0.0
YCL002C	0.30677311738012514	0.0	0.0	0.0	0.0
YCL004W	-4.291612373418661				
YCL005W	0.0204271413593273	0.0	0.0	0.0	0.0
YCL010C	0.4884080498528837	0.0	0.0	0.0	0.0
YCL011C	0.0543214311041402	0.0	0.0	0.0	0.0
YCL014W	0.6845779936217657	0.0	0.0	0.0	0.0
YCL016C	-1.5414707555501905	0.0	0.0	0.0	0.0
YCL022C	0.7314110727868657	0.0	0.0	0.0	0.0
YCL023C	0.8298697461401237	0.0	0.0	0.0	0.0
YCL024W	0.7082725989713767	0.0	0.0	0.0	0.0
YCL025C	0.1056701106851933	0.0	0.0	0.0	0.0
YCL026C-A	0.33873360939212493	0.0	0.0	0.0	0.0
YCL027W	-0.0004164701232755181				
YCL028W	-0.09312706630535336	0.0	0.0	0.0	0.0
YCL029C	-0.746679776323714	0.0	0.0	0.0	0.0
YCL032W	0.4066570221106325	0.0	0.0	0.0	0.0
YCL033C	-0.07130196268070876	0.0	0.0	0.0	0.0
YCL034W	-0.046315832872447164	0.0	0.0	0.0	0.0
YCL035C	0.7511814478553853	0.0	0.0	0.0	0.0
YCL036W	0.4738276534841631	0.0	0.0	0.0	0.0
YCL037C	-2.013492601094724	0.0	0.0	0.0	0.0
YCL038C	0.695398083049429	0.0	0.0	0.0	0.0
YCL039W	0.7470295865265137	0.0	0.0	0.0	0.0
YCL040W	0.9864090694048271	0.0	0.0	0.0	0.0
YCL042W	0.7703359775589004	0.0	0.0	0.0	0.0
YCL044C	0.48778496604662713	0.0	0.0	0.0	0.0
YCL045C	0.12284957890048907				
YCL046W	0.06972832033290148	0.0	0.0	0.0	0.0
YCL047C	0.24740082866842653	0.0	0.0	0.0	0.0
YCL048W	0.38094326027505476	0.0	0.0	0.0	0.0
YCL049C	0.6499558324346949	0.0	0.0	0.0	0.0
YCL050C	-0.35779230855395205	0.0	0.0	0.0	0.0
YCL051W	-0.14170193458016792	0.0	0.0	0.0	0.0
YCL055W	0.8201491724751729	0.0	0.0	0.0	0.0
YCL056C	0.2918919269454217	0.0	0.0	0.0	0.0
YCL057W	0.43589757857299644	0.0	0.0	0.0	0.0
YCL058C	-0.32058664985311414	0.0	0.0	0.0	0.0
YCL061C	-0.0378024437437605	0.0	0.0	0.0	0.0
YCL063W	-0.7425038051859293	0.0	0.0	0.0	0.0
YCL064C	-0.11602276828082653	0.0	0.0	0.0	0.0
YCL069W	0.5875609190163406	0.0	0.0	0.0	0.0
YCL076W	0.526650401202811	0.0	0.0	0.0	0.0
YCR001W	-0.4414888206170707	0.0	0.0	0.0	0.0
YCR002C	0.7832467083448912	0.0	0.0	0.0	0.0
YCR003W	0.061858679774219875	0.0	0.0	0.0	0.0
YCR004C	0.905857980974657	0.0	0.0	0.0	0.0
YCR005C	-0.8021337272953328				
YCR006C	-0.6405239492367848	0.0	0.0	0.0	0.0
YCR007C	0.5349517062805444	0.0	0.0	0.0	0.0
YCR008W	-1.4640118599749976	0.0	0.0	0.0	-1.0
YCR009C	0.6671404200246708	0.0	0.0	0.0	0.0
YCR010C	0.18884432080149824	0.0	0.0	0.0	0.0
YCR011C	0.7972475212018025	0.0	0.0	0.0	0.0
YCR014C	0.6017042052021055	0.0	0.0	0.0	0.0
YCR015C	0.6356121084363163	0.0	0.0	0.0	0.0
YCR016W	0.08683082415315159	0.0	0.0	0.0	0.0
YCR017C	0.7261206661739862	0.0	0.0	0.0	0.0
YCR019W	-0.9065085651585667	0.0	0.0	0.0	0.0
YCR020C	-0.020665035271542224	0.0	0.0	0.0	0.0
YCR020C-A	1.035551793211824	0.0	0.0	0.0	0.0
YCR020W-B	-0.4187179853429466	0.0	0.0	0.0	-1.0
YCR021C	0.34951981089583173	0.0	0.0	0.0	0.0
YCR022C	0.36541968364852456	0.0	0.0	0.0	0.0
YCR023C	0.5490417359850129	0.0	0.0	0.0	0.0
YCR024C-A	-0.02408663405139136	0.0	0.0	0.0	0.0
YCR025C	-0.6927413958385905	0.0	0.0	0.0	0.0
YCR026C	0.11641886245822902	0.0	0.0	0.0	0.0
YCR027C	0.09609028983990191	0.0	0.0	0.0	0.0
YCR028C	-0.7565117322326089	0.0	0.0	0.0	0.0
YCR030C	-0.32840591468205227	0.0	0.0	0.0	0.0
YCR031C	-0.33004636452779657	0.0	0.0	0.0	0.0
YCR032W	0.426080806393658	0.0	0.0	0.0	0.0
YCR033W	-1.3255185098114042	0.0	0.0	0.0	0.0
YCR034W	0.4012387080668778	0.0	1.0	0.0	0.0
YCR036W	-0.8156294619601164	0.0	0.0	0.0	0.0
YCR037C	0.9627458409653251	0.0	0.0	0.0	0.0
YCR043C	1.524271430050818	0.0	0.0	0.0	0.0
YCR045C	-0.6368510920297057	0.0	0.0	0.0	0.0
YCR048W	0.09071100260419215	0.0	0.0	0.0	0.0
YCR049C	0.2532603253918098	0.0	0.0	0.0	0.0
YCR050C	-1.7934076627377646	0.0	0.0	0.0	0.0
YCR051W	-1.2597128188250164	0.0	0.0	0.0	0.0
YCR059C	0.27005890723360354	0.0	0.0	0.0	0.0
YCR060W	-0.5259919936444856	0.0	0.0	0.0	0.0
YCR061W	0.38525792216060123	0.0	0.0	0.0	0.0
YCR065W	-0.0801587753509681	0.0	0.0	0.0	0.0
YCR066W	-0.5767098222161897	0.0	0.0	0.0	0.0
YCR067C	0.15144678803707304	0.0	0.0	0.0	0.0
YCR068W	-1.0867697578791213	0.0	0.0	0.0	0.0
YCR069W	0.13158445449283473	0.0	0.0	0.0	0.0
YCR073C	0.834607932679493	0.0	0.0	0.0	0.0
YCR073W-A	0.6704798614352184	0.0	0.0	0.0	0.0
YCR075C	0.81072533809528	0.0	0.0	0.0	0.0
YCR076C	0.5691946006001353	0.0	0.0	-1.0	0.0
YCR079W	-0.10450801199175411	0.0	0.0	0.0	0.0
YCR082W	0.2862217368485455	0.0	0.0	0.0	0.0
YCR083W	0.5693772014105873	0.0	0.0	0.0	0.0
YCR085W	0.33256824529294315	0.0	0.0	0.0	0.0
YCR086W	0.3500427685487012	0.0	0.0	0.0	0.0
YCR087C-A	0.6172432883896406	0.0	0.0	0.0	0.0
YCR087W	-0.8728344840119985	0.0	-1.0	0.0	0.0
YCR088W	-0.4739152434148498	0.0	0.0	0.0	0.0
YCR090C	0.18524165902462822	0.0	0.0	0.0	0.0
YCR091W	0.6022318663775673	0.0	0.0	0.0	0.0
YCR092C	0.40154682135438197	0.0	0.0	0.0	0.0
YCR094W	-0.24864104651694682	0.0	0.0	0.0	0.0
YCR095C	-0.49477294319889437	0.0	0.0	0.0	0.0
YCR098C	0.713753624509226	0.0	0.0	0.0	0.0
YCR099C	0.3081942484929928	0.0	0.0	0.0	0.0
YCR100C	0.3861524429535441	0.0	0.0	0.0	0.0
YCR101C	0.43036552175191584	0.0	0.0	0.0	0.0
YCR102C	0.670178691652854	0.0	0.0	0.0	0.0
YCR102W-A	0.7298375456149576	0.0	0.0	0.0	0.0
YCR105W	-0.16869323097379363	0.0	0.0	0.0	0.0
YCR106W	-0.32840591468205227	0.0	0.0	0.0	0.0
YCR107W	0.07944902124637979	0.0	0.0	0.0	0.0
YDL001W	-1.5109750510595716	0.0	0.0	0.0	-0.5
YDL002C	0.08618135222360442	0.0	0.0	0.0	0.0
YDL006W	-2.2960636615784087	0.0	0.0	0.0	0.0
YDL009C	0.23025974028391316	0.0	0.0	0.0	0.0
YDL010W	0.16666322818881846	0.0	0.0	0.0	0.0
YDL011C	0.3359998590870039	0.0	0.0	0.0	0.0
YDL013W	0.5531998360328919	0.0	0.0	0.0	0.0
YDL018C	0.8098085702299803	0.0	0.0	0.0	0.0
YDL019C	0.5680331654021662	0.0	0.0	0.0	0.0
YDL020C	-0.2584777834237707	0.0	0.0	0.0	0.0
