ORF	hom | growth (relative abundance in pooled culture) | camptothecin [50 uM] | Deng C~Brown JM, 2005
YOL090W	1.039
YDR284C	1.039
YJL060W	1.039
YPR071W	1.039
YIR043C	1.039
YPR184W	1.039
YCR102C	1.039
YPL136W	1.039
YGL164C	1.039
YOL151W	1.039
YPR089W	1.039
YDR214W	1.039
YFL018C	1.039
YKL068W	1.040
YNR048W	1.040
YOL162W	1.040
YHR076W	1.040
YBR249C	1.040
YDR098C	1.040
YHR161C	1.040
YIL007C	1.040
YPL246C	1.040
YGL114W	1.040
YOR277C	1.040
YNR004W	1.040
YDL169C	1.040
YPL219W	1.040
YOR104W	1.040
YDR495C	1.040
YLR206W	1.040
YDL011C	1.040
YBL078C	1.040
YNL336W	1.040
YBR120C	1.040
YER130C	1.040
YGL223C	1.040
YIL035C	1.040
YJL128C	1.040
YLR461W	1.040
YKL140W	1.040
YPL032C	1.041
YIR018W	1.041
YOR191W	1.041
YIR001C	1.041
YPL144W	1.041
YGR194C	1.041
YDR102C	1.041
YBR264C	1.041
YDR109C	1.041
YDR281C	1.041
YMR157C	1.041
YDR148C	1.041
YJL204C	1.041
YGL063W	1.041
YDR181C	1.041
YHR044C	1.041
YGR092W	1.041
YLR151C	1.041
YOR070C	1.041
YPL274W	1.041
YPL095C	1.041
YDR483W	1.041
YML048W-A	1.041
YDR491C	1.041
YNL035C	1.041
YOL014W	1.041
YOL112W	1.041
YDL170W	1.041
YCL037C	1.041
YKL038W	1.041
YLR312C	1.041
YER183C	1.041
YOL013C	1.042
YKL201C	1.042
YKL171W	1.042
YML078W	1.042
YBR281C	1.042
YDR042C	1.042
YMR058W	1.042
YNR069C	1.042
YHR126C	1.042
YLL057C	1.042
YDL146W	1.042
YMR195W	1.042
YPR199C	1.042
YNL034W	1.042
YDR225W	1.042
YIR028W	1.042
YBR222C	1.042
YJL100W	1.042
YIR004W	1.042
YGR053C	1.042
YJL166W	1.042
YOL053C-A	1.043
YPL250C	1.043
YNL237W	1.043
YGR201C	1.043
YPL030W	1.043
YDL186W	1.043
YJL150W	1.043
YBR026C	1.043
YFR021W	1.043
YIL074C	1.043
YLR303W	1.043
YBR106W	1.043
YOL055C	1.043
YGR221C	1.043
YPR075C	1.043
YML096W	1.043
YOL131W	1.043
YIL168W	1.043
YPR155C	1.043
YOL001W	1.043
YML058W	1.043
YGR072W	1.043
YDR071C	1.043
YMR019W	1.043
YJL206C-A	1.043
YKL188C	1.043
YMR272C	1.043
YDL104C	1.043
YMR310C	1.043
YIL032C	1.043
YMR259C	1.043
YOR220W	1.044
YLR265C	1.044
YLL028W	1.044
YNR002C	1.044
YLR004C	1.044
YDL095W	1.044
YNR014W	1.044
YOR328W	1.044
YER179W	1.044
YPR070W	1.044
YMR099C	1.044
YIL113W	1.044
YOR154W	1.044
YJR120W	1.044
YLR016C	1.044
YKL050C	1.044
YDR254W	1.044
YKL097C	1.044
YDL027C	1.044
YOR306C	1.044
YNL339C	1.044
YDR459C	1.044
YBL071C	1.044
YKL199C	1.044
YOR267C	1.044
YML048W	1.045
YML079W	1.045
YPL096W	1.045
YDR169C	1.045
YGR203W	1.045
YNR064C	1.045
YBR013C	1.045
YMR119W-A	1.045
YLR017W	1.045
YDR015C	1.045
YJR056C	1.045
YDR446W	1.045
YJR139C	1.045
YLR201C	1.045
YMR036C	1.045
YMR088C	1.045
YDL093W	1.045
YPR017C	1.045
YER161C	1.045
YML121W	1.045
YML101C	1.045
YPR023C	1.045
YIL013C	1.045
YKR061W	1.045
YJL153C	1.045
YBR292C	1.045
YDR251W	1.045
YJR062C	1.045
YOR067C	1.045
YCL064C	1.045
YLR300W	1.045
YKL065C	1.045
YDR530C	1.045
YLR427W	1.045
YLR063W	1.046
YCR023C	1.046
YGL197W	1.046
YHL013C	1.046
YER069W	1.046
YKR040C	1.046
YMR232W	1.046
YDR426C	1.046
YNL268W	1.046
YMR311C	1.046
YDR221W	1.046
YBR048W	1.046
YNL304W	1.046
YLR444C	1.046
YMR052W	1.046
YOR049C	1.046
YGR038W	1.046
YPR194C	1.046
YMR144W	1.046
YIR027C	1.046
YOR050C	1.046
YDL019C	1.046
YML022W	1.046
YDR051C	1.047
YLR451W	1.047
YLL045C	1.047
YGR089W	1.047
YGL041C	1.047
YPL168W	1.047
YNL301C	1.047
YOL105C	1.047
YGL154C	1.047
YJL161W	1.047
YJL149W	1.047
YDL172C	1.047
YML012W	1.047
YJL108C	1.047
YBL032W	1.047
YGL148W	1.047
YNL160W	1.047
YKL211C	1.047
YMR120C	1.047
YOR279C	1.047
YHR097C	1.047
YJR050W	1.047
YJR107W	1.047
YNL066W	1.047
YHR131C	1.048
YDL010W	1.048
YDR046C	1.048
YCL012W	1.048
YOR035C	1.048
YGL090W	1.048
YML083C	1.048
YHR087W	1.048
YGR287C	1.048
YDL188C	1.048
YGR141W	1.048
YJR011C	1.048
YGR137W	1.048
YLR266C	1.048
YDR110W	1.048
YLR432W	1.048
YBR185C	1.048
YOL147C	1.048
YNL202W	1.048
YPR096C	1.048
YKR055W	1.048
YLL021W	1.048
YER007W	1.048
YLR363C	1.048
YGR276C	1.049
YPL200W	1.049
YJL012C	1.049
YMR261C	1.049
YFR033C	1.049
YJL123C	1.049
YGR011W	1.049
YBR113W	1.049
YDR480W	1.049
YJR096W	1.049
YJL037W	1.049
YHR018C	1.049
YKL132C	1.049
YLR258W	1.049
YPR188C	1.049
YCR064C	1.049
YPL240C	1.049
YKL124W	1.049
YMR226C	1.049
YGL059W	1.049
YMR241W	1.049
YML006C	1.049
YJL158C	1.049
YPR077C	1.049
YDR452W	1.049
YBL029W	1.050
YPL139C	1.050
YDR344C	1.050
YNL079C	1.050
YDR032C	1.050
YPR026W	1.050
YDR522C	1.050
YLR349W	1.050
YDR444W	1.050
YDR445C	1.050
YOL126C	1.050
YDR438W	1.050
YLR269C	1.050
YIR033W	1.050
YBL019W	1.050
YGR193C	1.050
YGL096W	1.050
YMR122C	1.050
YLR446W	1.051
YER073W	1.051
YNR044W	1.051
YGL262W	1.051
YIL119C	1.051
YOL141W	1.051
YKL190W	1.051
YML097C	1.051
YGR059W	1.051
YDR294C	1.051
YJL162C	1.051
YDR539W	1.051
YDR314C	1.051
YMR184W	1.051
YEL001C	1.051
YFL032W	1.051
YIL020C	1.051
YNL011C	1.051
YKR033C	1.051
YOR304C-A	1.051
YOR188W	1.052
YCR085W	1.052
YGL049C	1.052
YGR197C	1.052
YJL105W	1.052
YJR058C	1.052
YOR129C	1.052
YDL022W	1.052
YDR073W	1.052
YKL162C	1.052
YDR265W	1.052
YDR005C	1.052
YIL016W	1.052
YDR447C	1.052
YIL123W	1.052
YLR330W	1.052
YKL023W	1.052
YPL185W	1.052
YBR094W	1.052
YPL202C	1.052
YER187W	1.052
YGL043W	1.052
YPR152C	1.052
YDR244W	1.052
YDR105C	1.052
YNL179C	1.052
YDR269C	1.052
YOL092W	1.052
YLR113W	1.052
YIR031C	1.052
YJL003W	1.052
YEL017W	1.052
YDR206W	1.053
YPR154W	1.053
YIL103W	1.053
YLR280C	1.053
YDR384C	1.053
YNR009W	1.053
YBR131W	1.053
YCL009C	1.053
YDL127W	1.053
YDR030C	1.053
YJR130C	1.053
YGL157W	1.053
YLR238W	1.053
YMR034C	1.053
YFL043C	1.053
YKR076W	1.053
YDL114W	1.053
YER051W	1.053
YML088W	1.053
YDL061C	1.053
YJL126W	1.053
YBR162C	1.053
YLR348C	1.053
YDL236W	1.053
YMR037C	1.053
YEL043W	1.054
YFR008W	1.054
YER001W	1.054
YML111W	1.054
YNL205C	1.054
YAL040C	1.054
YLR204W	1.054
YPR028W	1.054
YJL045W	1.054
YOL070C	1.054
YOR113W	1.054
YNL254C	1.054
YCR015C	1.054
YMR026C	1.054
YJR077C	1.054
YKL069W	1.054
YNL303W	1.054
YKL126W	1.054
YKL039W	1.054
YNL044W	1.054
YAL028W	1.054
YBR014C	1.054
YDL133W	1.054
YER052C	1.054
YNL020C	1.054
YMR075C-A	1.055
YLR254C	1.055
YBR108W	1.055
YOR268C	1.055
YER062C	1.055
YKL175W	1.055
YER182W	1.055
YDR340W	1.055
YGR111W	1.055
YDR014W	1.055
YDR490C	1.055
YGR214W	1.055
YKR075C	1.055
YGL156W	1.055
YLR283W	1.055
YCR010C	1.055
YMR133W	1.055
YJL058C	1.055
YOL110W	1.055
YKR054C	1.055
YDL168W	1.056
YGL170C	1.056
YKL041W	1.056
YJL135W	1.056
YPR185W	1.056
YCL050C	1.056
YFL010W-A	1.056
YGL082W	1.056
YGR205W	1.056
YDL068W	1.056
YBR285W	1.056
YBR044C	1.056
YOR339C	1.056
YGR004W	1.056
YMR155W	1.056
YDL085W	1.056
YMR010W	1.056
YHR134W	1.056
YER032W	1.057
YDR001C	1.057
YLR190W	1.057
YDR008C	1.057
YGR122C-A	1.057
YPL056C	1.057
YFR054C	1.057
YCL033C	1.057
YGR271W	1.057
YGR207C	1.057
YKL077W	1.057
YMR052C-A	1.057
YOL085C	1.057
YBR003W	1.057
YER081W	1.057
YGR021W	1.057
YDR512C	1.091
YKL151C	1.057
YPR189W	1.057
YLR428C	1.057
YPR029C	1.057
YML113W	1.057
YPL207W	1.057
YFR055W	1.057
YDR239C	1.057
YJL146W	1.058
YBR205W	1.058
YPR171W	1.058
YAR002C-A	1.058
YML020W	1.058
YER181C	1.058
YBR006W	1.058
YKR052C	1.058
YGR052W	1.058
YPR157W	1.058
YNL014W	1.058
YGR146C	1.058
YOL060C	1.058
YKL185W	1.058
YLR455W	1.058
YJR092W	1.058
YOR076C	1.058
YKL218C	1.058
YMR299C	1.058
YBR295W	1.058
YIL146C	1.058
YKR070W	1.058
YGR199W	1.059
YER067C-A	1.059
YJL179W	1.059
YGR170W	1.059
YHR051W	1.059
YNL022C	1.059
YHR139C-A	1.059
YGL026C	1.059
YPR090W	1.059
YKR044W	1.059
YER123W	1.059
YDL242W	1.059
YHL019C	1.059
YNR049C	1.059
YKL158W	1.059
YEL052W	1.059
YBR139W	1.059
YPL017C	1.059
YMR022W	1.059
YLR146C	1.059
YGL166W	1.060
YKL043W	1.060
YHL008C	1.060
YGR049W	1.060
YMR172W	1.060
YNL043C	1.060
YNL227C	1.060
YER056C	1.060
YGL007W	1.060
YGR149W	1.060
YNL196C	1.060
YER049W	1.060
YLR139C	1.060
YHR015W	1.061
YDR063W	1.061
YNL078W	1.061
YKR060W	1.061
YCR033W	1.061
YOL109W	1.061
YFL027C	1.061
YIL096C	1.061
YOL106W	1.061
YDR104C	1.061
YFR045W	1.061
YNL175C	1.061
YIL108W	1.061
YEL041W	1.061
YOR314W	1.061
YPR133W-A	1.061
YHL033C	1.061
YEL042W	1.061
YAL007C	1.062
YHR108W	1.062
YDR329C	1.062
YLR092W	1.062
YNR015W	1.062
YHR132C	1.062
YGR050C	1.062
YFR047C	1.062
YDL036C	1.062
YDR018C	1.062
YGR085C	1.062
YGL009C	1.062
YGR033C	1.062
YNL049C	1.062
YOL099C	1.062
YER141W	1.062
YMR057C	1.063
YBR031W	1.063
YDR317W	1.063
YDL194W	1.063
YDR003W	1.063
YKL220C	1.063
YNL176C	1.063
YER039C-A	1.063
YDR335W	1.063
YDR107C	1.063
YDR322W	1.063
YKL123W	1.063
YOL111C	1.063
YGR290W	1.063
YOR147W	1.063
YHR189W	1.063
YGR133W	1.063
YML035C	1.063
YHR003C	1.063
YOR002W	1.064
YKR069W	1.064
YDR152W	1.064
YKL159C	1.064
YFL010C	1.064
YGL056C	1.064
YNL050C	1.064
YFL046W	1.064
YKR039W	1.064
YDL144C	1.064
YDL072C	1.064
YLR180W	1.064
YNL279W	1.064
YIL120W	1.064
YIL098C	1.064
YGR043C	1.064
YOL107W	1.064
YLR311C	1.064
YGR268C	1.065
YER057C	1.065
YPR008W	1.065
YKL155C	1.065
YAL011W	1.065
YGR070W	1.065
YJL098W	1.065
YIL125W	1.065
YLR332W	1.065
YBR064W	1.065
YER007C-A	1.065
YDR273W	1.065
YDL243C	1.065
YGR196C	1.065
YGL062W	1.065
YER180C	1.065
YJL120W	1.065
YKL001C	1.065
YGR100W	1.065
YGR281W	1.065
YPR047W	1.065
YOR216C	1.065
YOL015W	1.065
YDL088C	1.065
YPL267W	1.065
YGL083W	1.065
YIL140W	1.066
YGL037C	1.066
YGR239C	1.066
YCR020C-A	1.066
YLR433C	1.066
YDR056C	1.066
YAL062W	1.066
YBR005W	1.066
YGR061C	1.066
YCR061W	1.066
YMR056C	1.066
YDL034W	1.066
YGL140C	1.066
YGL254W	1.066
YML102W	1.067
YFR032C	1.067
YGR212W	1.067
YBR042C	1.067
YGR054W	1.067
YDL037C	1.067
YLR210W	1.067
YLR014C	1.067
YGL153W	1.067
YPL259C	1.067
YBR250W	1.067
YMR194C-A	1.067
YLR278C	1.067
YER060W	1.067
YGL160W	1.067
YDL073W	1.067
YIR036C	1.067
YDR229W	1.067
YJL182C	1.067
YJR073C	1.068
YPL226W	1.068
YLR299W	1.068
YIL045W	1.068
YNR061C	1.068
YKR032W	1.068
YIR024C	1.068
YLR018C	1.068
YLR281C	1.068
YGR010W	1.068
YFR012W	1.068
YDR436W	1.068
YOR384W	1.068
YGL222C	1.068
YGR260W	1.069
YBR288C	1.069
YIL111W	1.069
YDR387C	1.069
YMR271C	1.069
YDR363W-A	1.069
YGR224W	1.069
YFR035C	1.069
YIL023C	1.069
YIL112W	1.069
YML100W	1.069
YKL197C	1.069
YLR168C	1.069
YPR045C	1.069
YDR380W	1.069
YDR036C	1.070
YNL214W	1.070
YER144C	1.070
YOR115C	1.070
YIL165C	1.070
YDR518W	1.070
YMR080C	1.070
YLR328W	1.070
YLR273C	1.070
YJR059W	1.070
YKL164C	1.070
YKL131W	1.070
YMR280C	1.070
YGL158W	1.070
YCR075C	1.070
YGR045C	1.070
YLR391W	1.071
YOR359W	1.071
YLR325C	1.071
YGR031W	1.071
YMR084W	1.071
YDR077W	1.071
YML120C	1.071
YMR009W	1.071
YDR307W	1.071
YKR094C	1.071
YOR235W	1.071
YOR324C	1.071
YGR284C	1.071
YHR004C	1.071
YMR322C	1.072
YPL092W	1.072
YNL086W	1.072
YER078C	1.072
YEL063C	1.072
YCR050C	1.072
YIL167W	1.072
YDL089W	1.072
YDR448W	1.072
YFL006W	1.072
YJL046W	1.072
YKL046C	1.072
YDL238C	1.072
YOR107W	1.072
YLR220W	1.072
YER087W	1.072
YLR405W	1.072
YAL009W	1.072
YGR266W	1.072
YGR097W	1.072
YOL024W	1.073
YDL136W	1.073
YHR032W	1.073
YDR374C	1.073
YDR536W	1.073
YOR253W	1.073
YIL030C	1.073
YNR018W	1.073
YNR028W	1.074
YLR366W	1.074
YCL011C	1.074
YLR453C	1.074
YAL022C	1.074
YLL041C	1.074
YJL175W	1.074
YKL094W	1.074
YOL093W	1.074
YLR345W	1.074
YJR040W	1.074
YJL136C	1.074
YMR300C	1.074
YOR247W	1.074
YKR036C	1.074
YDR537C	1.074
YGR222W	1.074
YMR129W	1.074
YFR006W	1.075
YLR095C	1.075
YFR053C	1.075
YOR139C	1.075
YGR035C	1.075
YFL003C	1.075
YHR061C	1.075
YPL042C	1.075
YER137C	1.075
YKR031C	1.075
YMR315W	1.075
YPR158W	1.075
YPR130C	1.075
YCR089W	1.075
YKL051W	1.075
YKR010C	1.075
YPR012W	1.075
YGL228W	1.076
YMR143W	1.076
YBL022C	1.076
YFR046C	1.076
YMR162C	1.076
YLR290C	1.076
YJL064W	1.076
YDR313C	1.076
YLR176C	1.076
YOL035C	1.076
YKR041W	1.076
YER124C	1.076
YER074W	1.076
YGL017W	1.076
YML082W	1.076
YKL163W	1.076
YKR014C	1.076
YNL119W	1.077
YGR063C	1.077
YNL057W	1.077
YMR103C	1.077
YIL025C	1.077
YOR318C	1.077
YKL105C	1.077
YDR085C	1.077
YGL159W	1.077
YNL319W	1.077
YDR099W	1.077
YHL028W	1.077
YLR268W	1.077
YDR078C	1.078
YML081C-A	1.078
YHR035W	1.078
YKR015C	1.078
YML110C	1.078
YLR227C	1.078
YBR181C	1.078
YER153C	1.078
YGR032W	1.078
YKL133C	1.078
YPR092W	1.078
YDR068W	1.078
YJR054W	1.078
YKR106W	1.078
YDR385W	1.078
YDR146C	1.078
YLR067C	1.078
YER185W	1.079
YML108W	1.079
YDR019C	1.079
YAL058C-A	1.079
YDL100C	1.079
YLR354C	1.079
YJR070C	1.079
YKL157W	1.079
YDR093W	1.079
YBR103W	1.079
YHR079C-B	1.079
YGR181W	1.079
YGR108W	1.079
YDR316W	1.079
YBR284W	1.079
YCR059C	1.079
YDR094W	1.079
YFL001W	1.079
YGR165W	1.079
YPL248C	1.080
YFR038W	1.080
YKL011C	1.080
YNL095C	1.080
YLR307W	1.080
YPR065W	1.080
YER005W	1.080
YPR037C	1.080
YML010W-A	1.080
YMR158W-A	1.080
YLR387C	1.080
YGR129W	1.080
YPL229W	1.080
YOR123C	1.080
YML103C	1.081
YGR204W	1.081
YOR355W	1.081
YDR323C	1.081
YNL213C	1.081
YNR030W	1.081
YFL054C	1.081
YER156C	1.081
YKR051W	1.081
YDL079C	1.081
YDR184C	1.081
YIL084C	1.081
YDL026W	1.081
YER046W-A	1.081
YML073C	1.081
YLR384C	1.081
YIR034C	1.081
YOL071W	1.082
YPL270W	1.082
YGL259W	1.082
YLR448W	1.082
YJL157C	1.082
YML067C	1.082
YNL241C	1.082
YMR127C	1.082
YKL147C	1.082
YLR351C	1.082
YLR218C	1.082
YER113C	1.082
YNR050C	1.082
YDR310C	1.083
YDR028C	1.083
YPR014C	1.083
YKR046C	1.083
YGR001C	1.083
YPL005W	1.083
YER129W	1.083
YER098W	1.083
YMR230W	1.083
YOL098C	1.083
YPR095C	1.083
YEL023C	1.083
YNL045W	1.084
YDR291W	1.084
YKR042W	1.084
YDR535C	1.084
YGR125W	1.084
YLR309C	1.084
YCR082W	1.084
YPL089C	1.084
YKL202W	1.084
YGL213C	1.084
YDR523C	1.084
YGR230W	1.084
YGL081W	1.084
YDL156W	1.084
YLR172C	1.085
YDR034C	1.085
YPL191C	1.085
YKR090W	1.085
YGL086W	1.085
YCR014C	1.085
YFL034C-A	1.085
YMR068W	1.085
YOR164C	1.085
YMR150C	1.085
YOL108C	1.085
YPL013C	1.085
YCR087C-A	1.085
YMR207C	1.086
YHR209W	1.086
YOR350C	1.086
YMR278W	1.086
YDR067C	1.086
YPR038W	1.086
YMR219W	1.086
YPR111W	1.086
YLR202C	1.086
YHL035C	1.086
YOR255W	1.086
YDR411C	1.086
YGR174C	1.086
YGL234W	1.087
YCR036W	1.087
YOR125C	1.087
YPR129W	1.087
YDR049W	1.087
YBR207W	1.087
YDR496C	1.087
YPL061W	1.087
YGR177C	1.088
YFR039C	1.088
YIL054W	1.088
YLR445W	1.088
YPL057C	1.088
YPR160W	1.088
YPR078C	1.088
YNL073W	1.088
YOR058C	1.088
YKL208W	1.088
YOR276W	1.088
YGL260W	1.089
YDL025C	1.089
YHR158C	1.089
YGR042W	1.089
YNR031C	1.089
YOR106W	1.089
YDL048C	1.089
YLR247C	1.089
YKL091C	1.089
YLR032W	1.089
YJL189W	1.090
YML081W	1.090
YPR021C	1.090
YDR084C	1.090
YBR037C	1.090
YMR191W	1.090
YGL077C	1.090
YKR003W	1.090
YNR063W	1.090
YHR207C	1.090
YKR028W	1.090
YGR273C	1.090
YOR105W	1.091
YHL024W	1.091
YOR007C	1.091
YHR034C	1.091
YHR082C	1.091
YGR096W	1.091
YNL224C	1.091
YKL215C	1.091
YKL160W	1.091
YIL039W	1.091
YGL028C	1.091
YKL047W	1.091
YOR065W	1.091
YOL042W	1.091
YIL069C	1.092
YFL020C	1.092
YBR062C	1.092
YDR116C	1.092
YLR200W	1.092
YAL058W	1.092
YHR143W	1.092
YDR097C	1.092
YJL024C	1.092
YNL041C	1.092
YER166W	1.092
YNL047C	1.093
YDL133C-A	1.093
YKL214C	1.093
YJR113C	1.093
YIL038C	1.093
YGR068C	1.093
YDL137W	1.093
YIR021W	1.093
YLR420W	1.093
YDL162C	1.093
YLR313C	1.093
YOL138C	1.093
YBR090C-A	1.093
YLR395C	1.093
YFL007W	1.093
YDR285W	1.094
YLR398C	1.094
YDL130W-A	1.094
YPR147C	1.094
YER056C-A	1.094
YDR026C	1.094
YNL180C	1.094
YPR039W	1.094
YCL022C	1.094
YKR045C	1.094
YCL061C	1.095
YIR020C	1.095
YLR297W	1.095
YDR204W	1.095
YOL136C	1.095
YOR251C	1.095
YOR245C	1.095
YLR128W	1.095
YDR420W	1.095
YKL109W	1.096
YMR067C	1.096
YNL077W	1.096
YDR234W	1.096
YNL300W	1.096
YGL014W	1.096
YER103W	1.096
YER178W	1.096
YGL004C	1.096
YKL102C	1.096
YGR012W	1.096
YDL086W	1.096
YHR112C	1.096
YPL009C	1.097
YGR261C	1.097
YDR072C	1.097
YOL113W	1.097
YOL020W	1.097
YDR059C	1.097
YBR251W	1.097
YDR108W	1.097
YIL066C	1.097
YPL161C	1.097
YIL053W	1.098
YPL222W	1.098
YPL192C	1.098
YDR370C	1.098
YHR009C	1.098
YLR284C	1.098
YGL219C	1.098
YGL085W	1.098
YNR060W	1.098
YDL130W	1.098
YNR062C	1.099
YKR080W	1.099
YKL156W	1.099
YNL053W	1.100
YOL088C	1.100
YDR319C	1.100
YIR020W-B	1.101
YNL121C	1.101
YCR087W	1.101
YOR189W	1.101
YCL001W-A	1.101
YFL013C	1.101
YDR421W	1.101
YPR051W	1.101
YPL111W	1.101
YLR294C	1.101
YHR067W	1.101
YDR450W	1.102
YIL124W	1.102
YPR083W	1.102
YJR150C	1.102
YKL217W	1.102
YIL102C	1.102
YGR279C	1.102
YMR086W	1.102
YBR291C	1.102
YGR269W	1.102
YNL055C	1.102
YOR290C	1.102
YGR202C	1.103
YGL141W	1.103
YLR324W	1.103
YOR363C	1.103
YLR111W	1.103
YKL129C	1.103
YGL067W	1.103
YKL074C	1.103
YIR030C	1.103
YLR257W	1.104
YDL174C	1.104
YJL209W	1.104
YMR089C	1.104
YIR017C	1.104
YKL206C	1.104
YLR028C	1.104
YDR541C	1.104
YER028C	1.104
YPR145W	1.104
YKL103C	1.104
YGR226C	1.104
YGL050W	1.105
YOR283W	1.105
YBL002W	1.105
YDL135C	1.105
YMR055C	1.105
YOL122C	1.105
YIL060W	1.105
YPR053C	1.105
YPR052C	1.105
YOL018C	1.105
YKL117W	1.106
YDL018C	1.106
YLR385C	1.107
YFR043C	1.107
YCR025C	1.107
YCR003W	1.107
YOL087C	1.107
YDR279W	1.107
YGL218W	1.107
YKL044W	1.108
YKL127W	1.108
YNR070W	1.108
YCR051W	1.108
YML055W	1.108
YLR435W	1.108
YPR042C	1.108
YJL183W	1.108
YGR081C	1.108
YGR183C	1.109
YGR259C	1.109
YIL135C	1.109
YOR349W	1.109
YDR066C	1.109
YKL098W	1.109
YPR170C	1.110
YGR058W	1.110
YCR066W	1.110
YFR048W	1.111
YNL315C	1.138
YOL036W	1.111
YPR087W	1.111
YOR307C	1.111
YGR112W	1.111
YDR419W	1.111
YML010C-B	1.112
YOR184W	1.112
YGL080W	1.112
YGL115W	1.112
YPL158C	1.112
YJR094W-A	1.112
YMR193W	1.112
YNR042W	1.112
YNL170W	1.113
YIL138C	1.113
YMR054W	1.113
YER091C-A	1.113
YDR326C	1.114
YDR230W	1.114
YKR049C	1.114
YKR048C	1.114
YJL022W	1.114
YLL044W	1.114
YDR090C	1.114
YPR007C	1.114
YGR051C	1.115
YOR284W	1.115
YLR350W	1.115
YNL198C	1.115
YJL129C	1.115
YPR127W	1.116
YMR306W	1.116
YDR020C	1.116
YOL037C	1.117
YKR007W	1.117
YNL109W	1.117
YOL153C	1.117
YBR201W	1.117
YKL207W	1.118
YOR061W	1.118
YKR006C	1.118
YDR194C	1.118
YMR092C	1.119
YDR440W	1.119
YBR078W	1.119
YNR029C	1.119
YIL121W	1.119
YMR035W	1.119
YHR111W	1.119
YIL156W	1.120
YPR031W	1.120
YOL096C	1.120
YKR064W	1.120
YDR156W	1.120
YLR006C	1.120
YIL137C	1.121
YGR270W	1.121
YHR136C	1.121
YGR055W	1.122
YPR027C	1.122
YAR014C	1.122
YGL220W	1.122
YMR116C	1.122
YDL176W	1.122
YCR068W	1.122
YPR106W	1.122
YKL073W	1.123
YOR179C	1.123
YLR287C-A	1.123
YNR072W	1.123
YLR326W	1.124
YGR163W	1.124
YKR056W	1.124
YGL226W	1.124
YBL039C	1.125
YAL012W	1.125
YKL142W	1.125
YOR200W	1.125
YDL081C	1.125
YCR046C	1.125
YDL009C	1.125
YKL176C	1.126
YPR046W	1.126
YJL080C	1.126
YHR100C	1.126
YPR032W	1.127
YGR110W	1.127
YGR064W	1.127
YPL086C	1.127
YCR031C	1.128
YKR053C	1.128
YOR014W	1.128
YDR100W	1.129
YLL018C-A	1.129
YDR136C	1.129
YPR057W	1.129
YNL024C	1.129
YDL002C	1.129
YHR147C	1.129
YIL036W	1.130
YKL093W	1.130
YNL284C	1.131
YMR194W	1.131
YMR075W	1.131
YGR039W	1.131
YKL081W	1.132
YNL089C	1.132
YOL080C	1.132
YGL202W	1.132
YDR315C	1.132
YMR275C	1.133
YKL200C	1.133
YPL132W	1.133
YBL006C	1.133
YDL062W	1.133
YML128C	1.134
YPR093C	1.134
YMR138W	1.135
YLR388W	1.135
YIL067C	1.135
YJL172W	1.135
YER167W	1.136
YPL174C	1.136
YNR025C	1.136
YFR032C-A	1.136
YOR183W	1.137
YLL007C	1.137
YGL237C	1.137
YPL183W-A	1.141
YCR026C	1.138
YLR292C	1.138
YBR268W	1.138
YDL192W	1.138
YBR238C	1.138
YGR192C	1.138
YPL102C	1.138
YPR098C	1.138
YLR460C	1.138
YDR358W	1.138
YER077C	1.138
YGR066C	1.138
YDL035C	1.139
YGR008C	1.139
YFR044C	1.140
YPR020W	1.140
YFR057W	1.140
YOL121C	1.140
YEL054C	1.140
YAL066W	1.141
YKL205W	1.141
YLR329W	1.141
YJL023C	1.141
YDR096W	1.141
YMR126C	1.141
YKR099W	1.141
YKR027W	1.141
YIL116W	1.142
YNR057C	1.143
YLR264W	1.143
YEL031W	1.143
YGL258W	1.143
YIL093C	1.144
YLR131C	1.144
YBR267W	1.144
YOR322C	1.144
YER058W	1.144
YDR305C	1.144
YLR327C	1.144
YBL042C	1.145
YGR093W	1.145
YGR228W	1.145
YGL057C	1.145
YPR009W	1.145
YDR080W	1.146
YER040W	1.146
YFR031C-A	1.147
YOR182C	1.147
YEL033W	1.147
YGR027C	1.147
YJR121W	1.148
YCR024C-A	1.149
YGL215W	1.149
YDL065C	1.150
YPL101W	1.150
YBL038W	1.150
YDL069C	1.151
YML014W	1.151
YGR257C	1.151
YPR097W	1.152
YIL087C	1.152
YKR047W	1.152
YLR418C	1.153
YNR012W	1.153
YOL150C	1.154
YHR021W-A	1.155
YLR331C	1.156
YBR007C	1.156
YPR015C	1.157
YKL146W	1.157
YIL057C	1.157
YDR231C	1.157
YPL214C	1.157
YKL116C	1.157
YIL148W	1.157
YGL031C	1.158
YKL031W	1.158
YPL193W	1.158
YGL015C	1.158
YDL173W	1.159
YDL074C	1.159
YDR140W	1.159
YDL040C	1.160
YNR032W	1.160
YDR070C	1.161
YOR308C	1.161
YBR036C	1.161
YBL090W	1.161
YOR309C	1.161
YPL187W	1.163
YKL136W	1.163
YGL060W	1.163
YNL204C	1.163
YIL064W	1.164
YGR040W	1.164
YDR241W	1.164
YNR020C	1.164
YGR286C	1.164
YOL033W	1.165
YPR006C	1.165
YPL261C	1.166
YGR227W	1.166
YGR057C	1.166
YKL138C	1.167
YAL054C	1.167
YOL155C	1.168
YDR494W	1.168
YKL110C	1.168
YHR203C	1.169
YDL056W	1.170
YNL148C	1.170
YDL160C	1.170
YDR442W	1.171
