ORF	het | growth (pooled culture) | macbecin II [200-400 uM], temperature [15 C] | YPD + DMSO | Franzosa EA~McClellan AJ, 2011
YEL067C	1.045
YFR042W	1.045
YCL048W	1.045
YER064C	1.045
YEL036C	1.045
YKL036C	1.045
YLR450W	1.045
YDR526C	1.045
YMR262W	1.045
YAL048C	1.045
YAR014C	1.045
YOL126C	1.045
YCL069W	1.045
YPL234C	1.045
YKR041W	1.045
YDR185C	1.045
YOR217W	1.045
YDR395W	1.046
YPL203W	1.046
YKR002W	1.046
YJL056C	1.046
YIL163C	1.046
YPL196W	1.046
YPR084W	1.046
YLR422W	1.046
YJL048C	1.046
YGL215W	1.046
YOR148C	1.046
YIL079C	1.046
YDR467C	1.046
YJR154W	1.046
YLR287C-A	1.046
YKL148C	1.047
YLR128W	1.047
YLR191W	1.047
YOL099C	1.047
YDL053C	1.047
YNL022C	1.047
YMR222C	1.047
YOL159C	1.047
YMR067C	1.047
YIL173W	1.047
YLR169W	1.047
YDR538W	1.047
YJL084C	1.047
YBR116C	1.047
YBR137W	1.047
YOL094C	1.048
YGL261C	1.048
YDR149C	1.048
YIL042C	1.048
YCL032W	1.048
YPR062W	1.048
YIL122W	1.048
YFR045W	1.048
YLR282C	1.048
YHR130C	1.048
YBL105C	1.048
YMR004W	1.048
YCR023C	1.048
YGL047W	1.048
YPR070W	1.049
YMR048W	1.049
YBR287W	1.049
YDL056W	1.049
YGR144W	1.049
YBR147W	1.049
YGR236C	1.049
YNR055C	1.049
YMR108W	1.049
YOR311C	1.049
YNL137C	1.049
YIL132C	1.049
YMR064W	1.049
YNR070W	1.049
YIR023W	1.049
YKL027W	1.049
YBR008C	1.050
YKR084C	1.050
YDR065W	1.050
YNL216W	1.050
YHR079C	1.050
YBR250W	1.050
YMR035W	1.050
YLR407W	1.050
YMR310C	1.050
YOR327C	1.050
YGR121C	1.050
YML013W	1.050
YJR061W	1.050
YIR031C	1.051
YBL042C	1.051
YPL171C	1.051
YBR001C	1.051
YKR028W	1.051
YNL284C	1.051
YMR010W	1.051
YEL006W	1.051
YMR038C	1.051
YLL043W	1.051
YNL068C	1.052
YDR402C	1.052
YML017W	1.052
YHL041W	1.052
YER062C	1.052
YNL146W	1.052
YOR169C	1.052
YAL068C	1.052
YMR216C	1.052
YIL140W	1.052
YPR195C	1.052
YMR007W	1.052
YIL097W	1.052
YOL066C	1.052
YGR284C	1.052
YBR015C	1.053
YML056C	1.053
YML005W	1.053
YGL136C	1.053
YCL009C	1.053
YOR109W	1.053
YDR297W	1.053
YOR221C	1.053
YPL077C	1.053
YPR049C	1.053
YBR243C	1.053
YDR068W	1.053
YPL113C	1.053
YAL029C	1.053
YBR146W	1.053
YER142C	1.054
YPL256C	1.054
YGL252C	1.054
YNL103W	1.054
YIL074C	1.054
YHR064C	1.054
YLR011W	1.054
YKR017C	1.054
YLR382C	1.054
YGR005C	1.054
YBR002C	1.054
YCR016W	1.054
YML016C	1.054
YAL043C	1.054
YNL138W	1.054
YOR074C	1.055
YDR088C	1.055
YMR069W	1.055
YMR071C	1.055
YNR035C	1.055
YOR099W	1.055
YLR288C	1.055
YDR197W	1.055
YBR084W	1.055
YKL109W	1.055
YOR054C	1.055
YMR276W	1.055
YMR028W	1.055
YLR167W	1.056
YOR122C	1.056
YAL040C	1.056
YMR158W-B	1.056
YNL072W	1.056
YLR172C	1.056
YLR065C	1.056
YJL060W	1.056
YMR302C	1.056
YJR051W	1.056
YLR375W	1.056
YNR025C	1.056
YGR012W	1.056
YOR376W	1.057
YNL214W	1.057
YKR064W	1.057
YPR119W	1.057
YDL128W	1.057
YGR165W	1.057
YOL034W	1.057
YER140W	1.057
YGL097W	1.057
YPR093C	1.057
YBR185C	1.057
YNL010W	1.057
YAL041W	1.058
YML113W	1.058
YGR077C	1.058
YDR072C	1.058
YIL013C	1.058
YAR029W	1.058
YMR015C	1.058
YOR316C	1.058
YML021C	1.058
YDR032C	1.058
YPL123C	1.058
YLR186W	1.058
YFL051C	1.058
YML043C	1.058
YDR192C	1.058
YEL042W	1.058
YDL137W	1.059
YOR215C	1.059
YBR091C	1.059
YOR141C	1.059
YER052C	1.059
YGL213C	1.059
YMR156C	1.059
YKL189W	1.059
YNL225C	1.060
YBR297W	1.060
YDR456W	1.060
YPR061C	1.060
YNR065C	1.060
YOR287C	1.060
YNL314W	1.060
YKL141W	1.060
YJR048W	1.060
YCL042W	1.060
YLR250W	1.060
YKR037C	1.060
YGL248W	1.060
YOL022C	1.060
YKR080W	1.061
YJL038C	1.061
YCR099C	1.061
YKL177W	1.061
YDR317W	1.061
YPL038W	1.061
YJL205C	1.061
YCR095C	1.061
YJL092W	1.061
YNR002C	1.061
YGL146C	1.061
YAL022C	1.061
YKL012W	1.061
YLR287C	1.061
YOL137W	1.062
YOL045W	1.062
YKR004C	1.062
YGR002C	1.062
YHR115C	1.062
YJR018W	1.062
YPR105C	1.062
YLR097C	1.062
YOL003C	1.062
YDL085W	1.062
YOL141W	1.062
YAR031W	1.062
YNL253W	1.062
YBR149W	1.062
YLR348C	1.062
YER046W	1.062
YER153C	1.062
YDR262W	1.062
YGR150C	1.062
YDL188C	1.063
YOL067C	1.063
YML042W	1.063
YKR097W	1.063
YCL013W	1.063
YNL131W	1.063
YJL215C	1.063
YFL037W	1.063
YOL139C	1.063
YDR054C	1.064
YKL127W	1.064
YDL009C	1.064
YJL043W	1.064
YEL063C	1.064
YBR251W	1.064
YGL240W	1.064
YDR180W	1.064
YIL065C	1.065
YML036W	1.065
YGL075C	1.065
YER093C	1.065
YEL061C	1.065
YBL002W	1.065
YER111C	1.065
YBR208C	1.065
YNR029C	1.065
YHR058C	1.065
YNR071C	1.065
YLR126C	1.065
YJR118C	1.065
YGL124C	1.065
YML002W	1.065
YMR036C	1.065
YJL138C	1.066
YPL151C	1.066
YFR007W	1.066
YNR024W	1.066
YLR443W	1.066
YML025C	1.066
YML105C	1.066
YMR238W	1.066
YFL009W	1.066
YDR523C	1.067
YNL093W	1.067
YLR093C	1.067
YKR029C	1.067
YMR006C	1.067
YNL288W	1.067
YOR262W	1.067
YKL077W	1.067
YDR487C	1.067
YNL038W	1.067
YEL053C	1.067
YFL034C-B	1.068
YIL123W	1.068
YLL055W	1.068
YJL154C	1.068
YBR273C	1.068
YCR035C	1.069
YPL050C	1.069
YML003W	1.069
YJR082C	1.069
YDR191W	1.069
YHR036W	1.069
YNR011C	1.069
YPL073C	1.069
YBL101C	1.069
YPR027C	1.069
YMR037C	1.070
YKL102C	1.070
YDR292C	1.070
YMR008C	1.070
YNL256W	1.070
YNL283C	1.070
YJL053W	1.070
YER093C-A	1.070
YCL033C	1.070
YAL003W	1.070
YNL219C	1.070
YNL070W	1.070
YPR159W	1.070
YGR014W	1.071
YFL047W	1.071
YOL013W-B	1.071
YJR141W	1.071
YFR032C	1.071
YLR322W	1.071
YBR099C	1.071
YCL047C	1.072
YHR160C	1.072
YCR012W	1.072
YPL206C	1.072
YHR194W	1.072
YNL081C	1.072
YJL063C	1.072
YMR017W	1.072
YOL108C	1.072
YCR093W	1.072
YLR056W	1.073
YAL031C	1.073
YDR181C	1.073
YML089C	1.073
YPR172W	1.073
YBR034C	1.073
YKR052C	1.073
YPL145C	1.073
YIL167W	1.073
YAR030C	1.073
YKL033W-A	1.073
YGR028W	1.073
YML034W	1.073
YGL246C	1.074
YBR233W	1.074
YOR212W	1.074
YLR451W	1.074
YAL001C	1.075
YPL149W	1.075
YOR319W	1.075
YDR177W	1.075
YDR358W	1.075
YCR020C-A	1.075
YNL098C	1.075
YGL167C	1.075
YHR104W	1.075
YDR362C	1.075
YOR230W	1.076
YDL041W	1.076
YPL035C	1.076
YKL018W	1.076
YAL032C	1.076
YGR063C	1.076
YBR145W	1.076
YGR130C	1.076
YNL043C	1.076
YER068W	1.076
YNL016W	1.077
YIL020C	1.077
YML001W	1.077
YLR284C	1.077
YMR012W	1.077
YDL029W	1.077
YFL028C	1.077
YIL104C	1.077
YOR008C	1.077
YLR292C	1.077
YLR145W	1.077
YGL021W	1.078
YBR245C	1.078
YPR115W	1.078
YLR285W	1.078
YMR098C	1.079
YIR030C	1.079
YFR036W	1.079
YLR446W	1.079
YDL194W	1.079
YLR174W	1.079
YLR122C	1.079
YCL057W	1.079
YNL049C	1.079
YPR010C	1.079
YGL196W	1.080
YHR047C	1.080
YLR402W	1.080
YKL015W	1.080
YJL218W	1.080
YPL156C	1.080
YHR158C	1.080
YKR053C	1.080
YBL107C	1.081
YKL013C	1.081
YNL319W	1.081
YLR082C	1.081
YGR267C	1.081
YPR053C	1.081
YDR219C	1.081
YPL138C	1.081
YDR248C	1.081
YIR018W	1.081
YHR110W	1.081
YDR224C	1.081
YOR340C	1.081
YGL260W	1.082
YLR052W	1.082
YDR349C	1.082
YDR037W	1.082
YER039C-A	1.083
YBR104W	1.083
YPL117C	1.083
YBL090W	1.083
YDR513W	1.083
YLR212C	1.083
YAL039C	1.084
YFL021W	1.084
YLR107W	1.084
YML058W	1.084
YGL222C	1.084
YPR017C	1.084
YGR209C	1.085
YKL051W	1.085
YPL270W	1.085
YHL045W	1.085
YPR106W	1.085
YNR054C	1.085
YPL060W	1.085
YPR092W	1.085
YOR043W	1.086
YHR209W	1.086
YLR361C	1.086
YAL033W	1.086
YML047W-A	1.086
YBR151W	1.087
YBR131W	1.087
YDR114C	1.087
YBR220C	1.087
YJR128W	1.087
YOR032C	1.087
YOR037W	1.087
YML087C	1.088
YNL272C	1.088
YML116W-A	1.088
YOL155C	1.088
YDR190C	1.088
YML046W	1.088
YKR040C	1.088
YMR077C	1.088
YER049W	1.088
YPL229W	1.088
YJL052W	1.089
YIL111W	1.089
YML012C-A	1.089
YPL023C	1.089
YGR202C	1.089
YPL250C	1.089
YFR051C	1.089
YMR018W	1.089
YPR174C	1.090
YOL051W	1.090
YCL046W	1.090
YGR117C	1.090
YCL034W	1.090
YJL106W	1.090
YGR107W	1.090
YOR015W	1.090
YBR155W	1.091
YGR101W	1.091
YGL194C	1.091
YJL135W	1.091
YDR133C	1.091
YCR098C	1.091
YBL079W	1.091
YGR123C	1.091
YCR002C	1.091
YNR037C	1.091
YOL033W	1.091
YOR219C	1.091
YDR309C	1.092
YDR074W	1.092
YPL224C	1.092
YDL202W	1.092
YDL105W	1.093
YBR260C	1.093
YIR028W	1.093
YOR265W	1.093
YGL163C	1.093
YAR002W	1.093
YKL042W	1.093
YDR126W	1.093
YER133W	1.093
YER050C	1.093
YGL230C	1.093
YOR274W	1.093
YLR111W	1.093
YDL185W	1.093
YLR200W	1.093
YHL023C	1.094
YIL094C	1.094
YGL087C	1.094
YJR078W	1.094
YMR121C	1.094
YDR168W	1.094
YFR031C	1.094
YAL026C	1.094
YOR095C	1.094
YGR079W	1.094
YLR307W	1.094
YGR181W	1.095
YLR360W	1.095
YKL192C	1.095
YOR174W	1.095
YHR125W	1.096
YAL064C-A	1.096
YPR087W	1.096
YAL007C	1.096
YMR126C	1.096
YNL058C	1.096
YGR084C	1.096
YLR290C	1.096
YCL052C	1.096
YJR004C	1.096
YDL162C	1.097
YBR123C	1.097
YGR187C	1.097
YMR188C	1.097
YNL184C	1.097
YJL085W	1.097
YKL004W	1.098
YLL051C	1.098
YOR131C	1.098
YOL046C	1.098
YDR194C	1.098
YDR416W	1.098
YBR166C	1.098
YKL202W	1.098
YAL027W	1.099
YBR055C	1.099
YNL316C	1.099
YNR067C	1.099
YAR023C	1.099
YPL199C	1.099
YML064C	1.099
YHR167W	1.099
YLR149C	1.099
YJR011C	1.099
YMR021C	1.100
YHR133C	1.100
YDR154C	1.100
YOR193W	1.100
YDR253C	1.100
YPL182C	1.100
YDR536W	1.101
YNL197C	1.101
YKL138C	1.101
YLR306W	1.101
YHR039C-A	1.101
YLR401C	1.101
YCR107W	1.102
YDR316W	1.102
YDR361C	1.102
YFL005W	1.102
YFL010C	1.102
YAL017W	1.103
YLR182W	1.103
YLR214W	1.103
YPR133C	1.103
YDR336W	1.103
YCR091W	1.104
YPR129W	1.104
YLR429W	1.104
YBR192W	1.104
YFR030W	1.104
YFL001W	1.104
YIL155C	1.104
YMR170C	1.104
YNL334C	1.104
YEL037C	1.104
YHR193C	1.104
YJL087C	1.104
YOR101W	1.104
YLR438W	1.105
YEL046C	1.105
YGR270W	1.105
YMR075C-A	1.105
YJL061W	1.106
YNL308C	1.106
YKR099W	1.106
YMR040W	1.107
YOR304C-A	1.107
YOL102C	1.107
YML004C	1.107
YPR188C	1.107
YCR102C	1.107
YGR099W	1.107
YEL052W	1.107
YLR334C	1.108
YCL050C	1.108
YNR001C	1.108
YGL251C	1.108
YML035C	1.108
YGR056W	1.109
YDR021W	1.109
YMR001C	1.109
YHR004C	1.109
YDR157W	1.109
YML006C	1.109
YOR072W	1.110
YGR082W	1.110
YDR160W	1.110
YMR023C	1.111
YNL326C	1.111
YNR056C	1.111
YOR078W	1.111
YEL024W	1.112
YCR020C	1.112
YOL077C	1.112
YNL166C	1.113
YPL004C	1.113
YLL005C	1.113
YPR046W	1.113
YER164W	1.113
YBR253W	1.113
YKR018C	1.113
YDR089W	1.113
YAL038W	1.113
YGL149W	1.114
YNL275W	1.114
YOR380W	1.114
YDR519W	1.114
YIR025W	1.114
YLR317W	1.114
YDR296W	1.114
YGR246C	1.114
YAL049C	1.114
YCR028C-A	1.114
YER108C	1.115
YOL076W	1.115
YIL145C	1.115
YER116C	1.115
YDL178W	1.115
YPL271W	1.115
YKR046C	1.115
YML116W	1.116
YPR020W	1.116
YKR069W	1.116
YKR098C	1.117
YGR047C	1.117
YGR103W	1.117
YER014W	1.117
YCR021C	1.118
YBR090C	1.118
YAL028W	1.118
YKL193C	1.118
YKL213C	1.118
YPR123C	1.119
YDR492W	1.119
YOR245C	1.119
YJL023C	1.119
YKL204W	1.119
YFL012W-A	1.120
YOL098C	1.120
YDR369C	1.121
YDL187C	1.121
YKL010C	1.121
YNL018C	1.121
YCR094W	1.121
YPL017C	1.121
YMR091C	1.121
YCL074W	1.121
YER030W	1.121
YOR365C	1.121
YDR540C	1.121
YLR136C	1.121
YDR227W	1.121
YPL018W	1.122
YOR013W	1.122
YIL006W	1.122
YMR266W	1.122
YGL023C	1.122
YOL106W	1.123
YLR217W	1.123
YBR289W	1.123
YHR206W	1.123
YLR264W	1.123
YNL248C	1.123
YER171W	1.124
YML009W-B	1.124
YGL066W	1.124
YNL136W	1.124
YDL108W	1.124
YLR319C	1.124
YAL009W	1.124
YOL083W	1.125
YFR035C	1.125
YNL180C	1.125
YJL168C	1.125
YFL063W	1.126
YNL003C	1.126
YBR096W	1.126
YKR086W	1.126
YLR370C	1.127
YPL200W	1.127
YMR081C	1.127
YGL121C	1.127
YAL042W	1.127
YDL213C	1.127
YCR068W	1.127
YLR231C	1.127
YLR420W	1.127
YJR049C	1.128
YPL273W	1.128
YGL151W	1.128
YBR043C	1.128
YAL053W	1.128
YOR014W	1.128
YOR188W	1.128
YLR405W	1.129
YNL279W	1.129
YDL189W	1.129
YPL162C	1.130
YOR158W	1.130
YDR258C	1.130
YJL126W	1.130
YCL017C	1.130
YKR096W	1.130
YEL008W	1.130
YOR305W	1.130
YPL042C	1.131
YLR246W	1.131
YPL104W	1.131
YDL126C	1.131
YMR047C	1.131
YGR226C	1.131
YLR320W	1.131
YPR197C	1.131
YPR138C	1.132
YPR139C	1.132
YHL008C	1.132
YNL273W	1.132
YGL198W	1.132
YIL064W	1.132
YJL130C	1.132
YDR435C	1.133
YMR308C	1.133
YPL272C	1.133
YNL139C	1.134
YBL006C	1.134
YER141W	1.134
YNL267W	1.135
YKR078W	1.135
YFL004W	1.135
YGR282C	1.135
YKL054C	1.136
YNR004W	1.137
YDR377W	1.137
YOR114W	1.137
YKR079C	1.138
YLL007C	1.138
YDL094C	1.138
YIL031W	1.138
YDR323C	1.138
YLR281C	1.138
YDR525W-A	1.138
YPR088C	1.138
YDR238C	1.139
YPL070W	1.139
YDR099W	1.139
YFR039C	1.139
YGL130W	1.140
YER147C	1.140
YDL004W	1.140
YLR294C	1.140
YMR119W	1.140
YBR258C	1.141
YDR371W	1.141
YKR032W	1.142
YLR139C	1.142
YPL153C	1.142
YGL208W	1.142
YOR310C	1.142
YAR037W	1.143
YAL051W	1.143
YAR008W	1.143
YKL160W	1.143
YBR265W	1.144
YGR157W	1.144
YDR273W	1.144
YDR365C	1.144
YNL102W	1.145
YFR017C	1.145
YOR354C	1.145
YMR016C	1.145
YFL026W	1.146
YDR520C	1.146
YDR087C	1.146
YMR305C	1.146
YOR238W	1.147
YNL144C	1.147
YOR125C	1.148
YEL035C	1.148
YMR165C	1.148
YOR157C	1.149
YLR277C	1.149
YOR201C	1.149
YDR426C	1.149
YBR028C	1.149
YAR007C	1.150
YMR068W	1.150
YGL216W	1.150
YDL066W	1.151
YDL129W	1.151
YPL010W	1.151
YKL216W	1.153
YNL107W	1.153
YER173W	1.153
YJR064W	1.153
YGL227W	1.153
YBL023C	1.154
YER094C	1.154
YLR266C	1.154
YBR082C	1.154
YBR157C	1.154
YKR044W	1.155
YDR346C	1.155
YER120W	1.156
YMR026C	1.156
YMR173W-A	1.157
YNR039C	1.157
YNL281W	1.157
YMR019W	1.157
YHR106W	1.157
YNL148C	1.157
YDR078C	1.158
YBR037C	1.158
YFL002C	1.158
YCL001W	1.158
YDL201W	1.159
YBL040C	1.159
YBL093C	1.159
YML032C	1.160
YPR194C	1.160
YHR082C	1.160
YDR439W	1.160
YKL167C	1.161
YOR130C	1.161
YMR152W	1.162
YOR045W	1.162
YNL116W	1.162
YIL156W	1.163
YBR109C	1.163
YLR403W	1.163
YIL032C	1.163
YLR192C	1.163
YLR311C	1.163
YLR313C	1.164
YFR008W	1.164
YMR020W	1.164
YPL254W	1.165
YAR028W	1.165
YOL103W	1.165
YJL069C	1.165
YIR004W	1.166
YDR112W	1.166
YGL044C	1.167
YJL143W	1.167
YLR296W	1.167
YJL076W	1.167
YER121W	1.167
YEL033W	1.168
YIL035C	1.168
YOR172W	1.168
YGL012W	1.169
YKL133C	1.169
YKR005C	1.169
YML127W	1.170
YDR006C	1.170
YIL100W	1.170
YGL226C-A	1.170
YBR165W	1.170
YJL198W	1.171
YBR225W	1.171
YJL123C	1.171
YAL014C	1.171
YOR137C	1.171
YHR091C	1.172
YMR280C	1.173
YJL098W	1.173
YML054C	1.174
YIL053W	1.174
YLR312W-A	1.175
YLR358C	1.175
YHR001W-A	1.175
YGL024W	1.176
YEL043W	1.176
YLR431C	1.176
YGR280C	1.176
YDR115W	1.177
YHR200W	1.177
YAL030W	1.177
YNL128W	1.177
YDL145C	1.177
YIL143C	1.177
YJL081C	1.178
YDR469W	1.178
YDR423C	1.178
YPL141C	1.179
YML110C	1.179
YBR261C	1.179
YLR310C	1.180
YIR026C	1.180
YBR070C	1.180
YPR124W	1.180
YIR002C	1.180
YLL001W	1.181
YIL134W	1.181
YOR160W	1.181
YMR062C	1.181
YNL035C	1.181
YOR301W	1.181
YPL210C	1.182
YOL081W	1.182
YBR143C	1.182
YGL022W	1.182
YOR105W	1.182
YJL014W	1.183
YFR040W	1.184
YMR030W	1.185
YML029W	1.185
YPL057C	1.186
YNL179C	1.186
YAR035W	1.187
YDR234W	1.187
YJR091C	1.187
YNL236W	1.188
YHR075C	1.188
YHR124W	1.188
YGR218W	1.189
YDR530C	1.189
YIL078W	1.189
YIR020W-A	1.190
YOR278W	1.190
YOL109W	1.191
YBL087C	1.193
YER077C	1.194
YHR029C	1.194
YNR057C	1.194
YLR188W	1.195
YOR378W	1.195
YJL145W	1.195
YOL148C	1.196
YLR043C	1.196
YIL086C	1.196
YEL017W	1.197
YPR116W	1.197
YFR037C	1.197
YFL033C	1.197
YNL091W	1.198
YLR283W	1.198
YPL173W	1.199
YOL104C	1.199
YOL038W	1.200
YGL211W	1.200
YOL090W	1.200
YJL176C	1.200
YKL191W	1.202
YGL025C	1.202
YIL159W	1.202
YHL027W	1.202
YOR368W	1.203
YDR186C	1.204
YDL156W	1.206
YMR122C	1.206
YEL015W	1.207
YDR432W	1.209
YIL033C	1.209
YDR321W	1.210
YHR081W	1.211
YDR413C	1.211
YJL187C	1.211
YDR507C	1.212
YER019C-A	1.212
YER002W	1.212
YDL166C	1.214
YGL108C	1.215
YKR103W	1.218
YGL074C	1.218
YFL022C	1.218
YDL206W	1.219
YPL040C	1.219
YOR164C	1.220
YHR077C	1.221
YPL119C	1.224
YER126C	1.226
YDR325W	1.227
YNL155W	1.228
YBR081C	1.228
YGR231C	1.231
YNL235C	1.232
YPR052C	1.232
YHR101C	1.234
YBL095W	1.234
YLR328W	1.235
YJL054W	1.236
YNR017W	1.236
YIL162W	1.237
YMR033W	1.238
YKL043W	1.241
YPL056C	1.242
YNL028W	1.242
YHR085W	1.243
YLR074C	1.244
YGL245W	1.244
YOR307C	1.244
YHR118C	1.244
YDR200C	1.245
YMR198W	1.245
YLL047W	1.247
YLR033W	1.248
YNL297C	1.250
YNL062C	1.252
YIL107C	1.253
YMR314W	1.253
YHR057C	1.254
YLR054C	1.255
YPR055W	1.256
YDR405W	1.256
YJL141C	1.257
YBR030W	1.260
YCL029C	1.261
YER157W	1.261
YLR379W	1.262
YOR377W	1.262
YGL173C	1.264
YDL170W	1.264
YGR198W	1.264
YIL114C	1.265
YDL229W	1.266
YAL037W	1.266
YNR010W	1.267
YGR116W	1.267
YPR130C	1.268
YOL149W	1.269
YJL194W	1.270
YLR150W	1.273
YFR009W	1.273
YNL149C	1.274
YIL021W	1.274
YGR093W	1.274
YNR019W	1.276
YIR001C	1.277
YER162C	1.278
YMR053C	1.278
YML009C-A	1.278
YPL062W	1.278
YAL067C	1.282
YHR092C	1.282
YOR358W	1.282
YDR228C	1.282
YMR089C	1.283
YDL043C	1.285
YPR113W	1.285
YOL002C	1.285
YPL233W	1.286
YLR180W	1.287
YJL009W	1.287
YGR064W	1.293
YDR496C	1.293
YEL034W	1.299
YOR002W	1.300
YKR100C	1.302
YNL185C	1.303
YER012W	1.305
YOL019W	1.307
YLR336C	1.309
YJL099W	1.309
YDL007W	1.310
YAL042C-A	1.311
YLR083C	1.313
YLL050C	1.315
YNL001W	1.318
YHR103W	1.320
YFL039C	1.324
YKL195W	1.325
YBR119W	1.326
YMR166C	1.331
YDR334W	1.334
YPR103W	1.338
YFR052W	1.339
YNR006W	1.339
YDR508C	1.339
YIR011C	1.342
YGR115C	1.348
YNL050C	1.349
YHL034C	1.351
YLR055C	1.352
YJL001W	1.353
YPL202C	1.358
YBL086C	1.359
YPL031C	1.361
YJL082W	1.361
YHR135C	1.361
YIL014C-A	1.364
YPL122C	1.365
YLR094C	1.365
YMR167W	1.366
YNR007C	1.368
YLR297W	1.372
YPL227C	1.372
YIL075C	1.372
YLR421C	1.383
YNL064C	1.383
YBR114W	1.383
YNL126W	1.385
YLR115W	1.393
YGL070C	1.394
YDR212W	1.394
YFR050C	1.397
YHR073W	1.399
YNR072W	1.410
YMR182C	1.410
YOL135C	1.411
YML010W	1.413
YEL009C	1.413
YKL145W	1.414
YGL072C	1.417
YAL059W	1.420
YNL027W	1.426
YGR289C	1.426
YBR017C	1.431
YDR404C	1.435
YBR148W	1.437
YML028W	1.437
YGL176C	1.437
YKL094W	1.444
YKL168C	1.445
YBR200W	1.449
YDR264C	1.450
YDR086C	1.450
YBL007C	1.452
YAL011W	1.459
YPL197C	1.474
YOR136W	1.479
YGL048C	1.481
YNL004W	1.489
YAL005C	1.492
YAR018C	1.492
YNL118C	1.502
YOR117W	1.504
YNR040W	1.517
YAL016W	1.520
YDR254W	1.526
YOR261C	1.534
YFL052W	1.536
YDR427W	1.544
YKL044W	1.545
YNR003C	1.546
YER021W	1.554
YOL050C	1.558
YCL037C	1.558
YIL160C	1.566
YOR202W	1.583
YGL093W	1.603
YAL045C	1.624
YMR203W	1.631
YMR079W	1.639
YER122C	1.659
YNR030W	1.661
YFR003C	1.663
YGL073W	1.673
YBL011W	1.675
YMR024W	1.686
YDR057W	1.689
YPR108W	1.726
YAL004W	1.736
YBL041W	1.744
YBR129C	1.747
YOR259C	1.759
YBR173C	1.770
YFR010W	1.772
YPR034W	1.773
YHR035W	1.777
YDR135C	1.782
YDR505C	1.787
YBR095C	1.844
YNL317W	1.862
YDR052C	1.884
YDL143W	1.929
YDL097C	1.941
YBR020W	1.968
YDR437W	1.998
YLR342W	2.086
YGL228W	2.112
YBL067C	2.130
YDL147W	2.179
YFR004W	2.185
YCR006C	2.190
YIL087C	2.253
YBL001C	2.266
YAL044C	2.296
YAR047C	2.392
YDR394W	2.475
YBR126C	2.632
YLL024C	2.734
YHR011W	2.866
YDR147W	2.872
YJL102W	3.252
YIL076W	3.940
YDR026C	4.137
