ORF	hap a | inorganic phosphate abundance | standard [standard] | Freimoser FM~Amrhein N, 2006
YDR184C	1.346
YDR203W	1.821
YDR098C	1.309
YDR111C	0.722
YDR125C	0.881
YDR137W	0.658
YDR151C	1.085
YDR165W	1.216
YDR185C	0.940
YDR204W	1.547
YDR099W	0.673
YDR112W	0.993
YDR126W	0.667
YDR138W	0.575
YDR152W	0.786
YDR169C	0.880
YDR186C	0.638
YDR206W	0.914
YDR100W	0.706
YDR114C	0.755
YDR127W	0.210
YDR139C	0.058
YDR153C	0.617
YDR171W	0.513
YDR191W	0.853
YDR207C	1.503
YDR209C	1.543
YDR223W	1.506
YDR244W	1.520
YDR257C	1.636
YDR272W	1.453
YDR285W	1.291
YDR304C	1.085
YDR318W	1.450
YDR210W	1.530
YDR225W	1.467
YDR245W	1.690
YDR258C	1.439
YDR273W	1.503
YDR286C	1.202
YDR305C	1.460
YDR319C	1.309
YDR213W	1.457
YDR226W	1.759
YDR247W	0.769
YDR259C	0.685
YDR274C	0.690
YDR287W	0.579
YDR306C	1.366
YDR320C	1.699
YDR214W	1.198
YDR227W	1.008
YDR248C	0.644
YDR260C	0.653
YDR275W	0.743
YDR289C	0.558
YDR307W	1.159
YDR321W	1.038
YDR215C	1.352
YDR229W	1.259
YDR249C	0.664
YDR261C	0.737
YDR276C	0.705
YDR291W	0.632
YDR309C	0.975
YDR322W	1.051
YDR216W	1.283
YDR230W	1.257
YDR250C	0.684
YDR262W	0.577
YDR277C	0.602
YDR293C	0.637
YDR310C	1.144
YDR323C	1.182
YDR217C	0.996
YDR231C	1.088
YDR251W	0.676
YDR263C	0.662
YDR278C	0.616
YDR294C	0.514
YDR312W	1.209
YDR329C	1.054
YDR218C	1.041
YDR233C	1.071
YDR252W	0.696
YDR264C	0.634
YDR279W	0.715
YDR295C	0.566
YDR313C	1.192
YDR330W	0.771
YDR219C	1.154
YDR234W	1.025
YDR253C	0.695
YDR265W	0.641
YDR281C	0.575
YDR296W	0.530
YDR314C	0.958
YDR332W	1.047
YDR220C	1.018
YDR237W	1.160
YDR254W	0.878
YDR266C	0.629
YDR282C	0.597
YDR297W	0.591
YDR315C	1.189
YDR333C	0.762
YDR221W	1.119
YDR239C	0.968
YDR255C	0.978
YDR268W	0.903
YDR283C	0.904
YDR298C	0.913
YDR316W	1.004
YDR334W	0.950
YDR222W	0.873
YDR241W	1.050
YDR256C	0.885
YDR270W	0.933
YDR284C	0.922
YDR300C	0.878
YDR317W	1.069
YDR335W	1.220
YDR336W	1.333
YDR352W	1.179
YDR372C	1.267
YDR387C	1.297
YDR405W	0.995
YDR422C	0.928
YDR439W	1.414
YDR455C	1.169
YDR337W	1.236
YDR354W	1.065
YDR374C	1.190
YDR388W	1.566
YDR406W	1.052
YDR423C	1.231
YDR440W	1.110
YDR456W	1.110
YDR338C	1.089
YDR357C	1.216
YDR375C	1.087
YDR389W	1.096
YDR408C	0.868
YDR425W	1.343
YDR441C	1.161
YDR457W	1.303
YDR340W	1.034
YDR358W	0.906
YDR377W	1.070
YDR391C	1.074
YDR409W	0.963
YDR426C	1.022
YDR442W	1.281
YDR458C	0.914
YDR344C	1.080
YDR359C	0.977
YDR378C	1.128
YDR392W	1.207
YDR410C	0.934
YDR428C	0.948
YDR443C	1.343
YDR459C	1.000
YDR345C	1.125
YDR360W	1.107
YDR379W	1.000
YDR393W	1.116
YDR411C	1.145
YDR430C	1.053
YDR446W	1.047
YDR462W	0.992
YDR346C	1.021
YDR363W	1.095
YDR380W	1.040
YDR395W	1.005
YDR414C	1.072
YDR431W	0.907
YDR447C	0.954
YDR463W	0.955
YDR347W	0.928
YDR364C	0.849
YDR382W	1.159
YDR399W	0.953
YDR415C	0.799
YDR432W	1.008
YDR448W	0.982
YDR465C	0.843
YDR348C	0.924
YDR368W	0.976
YDR383C	0.800
YDR400W	0.710
YDR418W	0.875
YDR433W	0.923
YDR450W	0.948
YDR466W	0.916
YDR349C	0.545
YDR369C	1.136
YDR384C	0.891
YDR401W	0.927
YDR419W	0.726
YDR435C	1.031
YDR451C	0.832
YDR467C	0.843
YDR350C	0.833
YDR370C	0.893
YDR385W	0.874
YDR402C	0.858
YDR420W	0.802
YDR436W	0.873
YDR452W	0.832
YDR469W	1.143
YDR351W	0.952
YDR371W	0.906
YDR386W	1.011
YDR403W	0.744
YDR421W	0.863
YDR438W	0.911
YDR453C	0.722
YDR470C	0.917
YDR471W	1.076
YDR486C	39.089
YDR504C	1.090
YDR518W	1.185
YDR534C	1.157
YGL015C	1.192
YGL029W	1.228
YGL043W	1.312
YDR474C	1.019
YDR488C	1.255
YDR505C	1.107
YDR519W	40.460
YGL002W	0.910
YGL016W	1.110
YGL031C	1.388
YGL045W	1.180
YDR475C	0.947
YDR490C	1.168
YDR521W	1.255
YGL003C	1.058
YGL017W	37.197
YGL032C	1.079
YGL046W	1.130
YDR476C	1.002
YDR491C	1.139
YDR507C	0.885
YDR522C	1.145
YGL004C	1.083
YGL019W	1.056
YGL033W	1.203
YGL049C	1.066
YDR477W	0.851
YDR492W	34.943
YDR508C	0.990
YDR523C	1.018
YGL005C	1.053
YGL020C	1.170
YGL034C	1.109
YGL050W	0.966
YDR479C	0.876
YDR494W	0.998
YDR509W	1.020
YDR524C	1.075
YGL006W	1.022
YGL021W	0.991
YGL035C	1.075
YGL051W	1.159
YDR480W	0.762
YDR495C	0.725
YDR511W	30.956
YDR525W	1.026
YGL007W	0.732
YGL023C	0.879
YGL036W	0.975
YGL053W	0.898
YDR481C	0.735
YDR496C	33.424
YDR528W	0.967
YGL009C	0.896
YGL024W	0.932
YGL037C	0.995
YGL054C	0.750
YDR482C	0.909
YDR497C	0.938
YDR513W	0.845
YDR529C	0.941
YGL010W	0.865
YGL025C	1.191
YGL038C	1.003
YGL056C	1.161
YDR483W	0.825
YDR514C	0.802
YDR530C	0.734
YGL012W	0.993
YGL026C	0.746
YGL039W	0.705
YGL057C	0.779
YDR484W	0.810
YDR501W	0.797
YDR516C	0.780
YDR532C	0.869
YGL013C	0.783
YGL027C	0.851
YGL041C	0.746
YGL058W	1.071
YDR485C	0.760
YDR503C	0.892
YDR517W	0.768
YDR533C	0.727
YGL014W	0.924
YGL028C	0.946
YGL042C	1.152
YGL059W	0.715
YGL060W	1.396
YGL079W	1.236
YGL094C	1.384
YGL117W	1.155
YGL136C	1.162
YGL152C	1.270
YGL165C	1.230
YGL181W	1.188
YGL062W	1.252
YGL080W	1.286
YGL095C	1.193
YGL118C	0.961
YGL138C	1.187
YGL153W	1.318
YGL166W	1.170
YGL194C	1.294
YGL063W	1.288
YGL081W	1.159
YGL096W	1.277
YGL121C	1.194
YGL139W	1.173
YGL154C	1.218
YGL167C	1.778
YGL195W	1.186
YGL064C	1.090
YGL082W	1.102
YGL101W	1.452
YGL124C	0.338
YGL140C	0.875
YGL156W	1.135
YGL168W	1.822
YGL196W	1.259
YGL066W	0.899
YGL083W	0.710
YGL104C	0.666
YGL125W	0.625
YGL141W	0.742
YGL157W	0.612
YGL170C	0.609
YGL197W	0.780
YGL067W	1.012
YGL084C	1.091
YGL105W	1.303
YGL126W	0.993
YGL143C	0.951
YGL158W	0.971
YGL173C	1.093
YGL198W	0.816
YGL070C	0.889
YGL085W	0.982
YGL107C	1.060
YGL127C	1.460
YGL144C	0.905
YGL159W	0.832
YGL174W	1.069
YGL200C	0.805
YGL071W	1.197
YGL086W	1.042
YGL108C	1.062
YGL129C	0.975
YGL146C	1.030
YGL160W	0.920
YGL175C	1.007
YGL202W	0.898
YGL072C	1.219
YGL087C	0.909
YGL109W	0.844
YGL131C	0.905
YGL147C	0.781
YGL161C	0.921
YGL176C	0.975
YGL203C	0.737
YGL076C	1.072
YGL088W	1.273
YGL110C	0.871
YGL132W	0.842
YGL148W	0.790
YGL162W	1.065
YGL177W	0.865
YGL205W	0.850
YGL077C	0.827
YGL089C	0.767
YGL114W	0.880
YGL133W	0.783
YGL149W	0.701
YGL163C	1.013
YGL179C	0.849
YGL206C	0.900
YGL078C	1.048
YGL090W	0.883
YGL115W	0.770
YGL135W	0.752
YGL151W	1.133
YGL164C	0.850
YGL180W	0.950
YGL208W	0.884
YGL209W	2.076
YGL226C-A	1.483
YGL241W	1.132
YGL255W	1.308
YGR006W	1.112
YGR023W	1.639
YGR043C	1.511
YGR061C	1.057
YGL210W	1.646
YGL226W	1.367
YGL242C	1.138
YGL256W	0.783
YGR007W	1.213
YGR026W	0.964
YGR044C	1.297
YGR062C	1.448
YGL211W	1.555
YGL227W	1.429
YGL243W	1.045
YGL257C	0.795
YGR008C	0.763
YGR027C	0.954
YGR045C	0.875
YGR064W	1.506
YGL212W	0.725
YGL228W	1.265
YGL244W	0.985
YGL258W	1.010
YGR010W	0.831
YGR031W	0.750
YGR049W	0.991
YGR066C	1.264
YGL213C	1.424
YGL229C	1.078
YGL246C	0.928
YGL259W	0.730
YGR012W	0.821
YGR033C	0.747
YGR051C	0.885
YGR067C	1.125
YGL215W	1.373
YGL230C	1.371
YGL248W	1.022
YGL260W	0.795
YGR014W	0.722
YGR034W	0.781
YGR052W	0.827
YGR068C	1.192
YGL216W	1.220
YGL231C	1.160
YGL249W	0.906
YGL261C	0.751
YGR015C	0.834
YGR035C	0.763
YGR054W	0.788
YGR069W	1.010
YGL220W	1.173
YGL232W	1.304
YGL250W	0.987
YGL262W	0.679
YGR016W	0.705
YGR036C	0.844
YGR055W	0.918
YGR070W	1.129
YGL221C	1.248
YGL234W	0.679
YGL251C	0.910
YGL263W	0.683
YGR017W	0.767
YGR037C	0.788
YGR056W	1.191
YGR071C	1.024
YGL222C	1.125
YGL236C	1.016
YGL252C	0.874
YGR001C	0.841
YGR019W	0.769
YGR039W	0.765
YGR057C	1.097
YGR072W	1.002
YGL223C	0.904
YGL237C	0.838
YGL253W	0.857
YGR003W	0.919
YGR020C	0.859
YGR041W	0.905
YGR058W	1.143
YGR076C	0.823
YGL224C	1.356
YGL240W	1.177
YGL254W	1.193
YGR004W	1.097
YGR021W	0.933
YGR042W	0.998
YGR059W	1.070
YGR077C	1.006
YGR078C	0.628
YGR102C	1.404
YGR124W	0.988
YGR138C	1.002
YGR153W	1.055
YGR169C	0.946
YGR184C	0.523
YGR205W	1.189
YGR079W	1.462
YGR104C	1.410
YGR125W	0.732
YGR139W	1.397
YGR154C	1.077
YGR170W	0.965
YGR187C	1.100
YGR206W	1.170
YGR080W	1.313
YGR105W	0.684
YGR126W	0.873
YGR141W	0.852
YGR157W	0.932
YGR171C	1.213
YGR189C	1.148
YGR207C	1.088
YGR081C	1.368
YGR107W	1.124
YGR127W	0.887
YGR142W	0.919
YGR159C	38.601
YGR173W	1.207
YGR192C	1.209
YGR208W	1.266
YGR084C	1.350
YGR108W	0.825
YGR129W	0.735
YGR143W	0.796
YGR160W	1.157
YGR174C	0.877
YGR193C	48.705
YGR209C	1.419
YGR085C	1.616
YGR109C	0.977
YGR130C	1.038
YGR144W	0.855
YGR161C	0.983
YGR176W	0.958
YGR194C	1.137
YGR212W	1.122
YGR087C	1.169
YGR111W	1.162
YGR131W	0.850
YGR146C	0.810
YGR163W	0.875
YGR177C	0.957
YGR196C	1.110
YGR213C	1.100
YGR088W	1.036
YGR112W	0.688
YGR132C	0.764
YGR148C	0.998
YGR164W	0.686
YGR178C	0.813
YGR197C	1.105
YGR214W	1.389
YGR096W	1.063
YGR118W	1.115
YGR133W	0.841
YGR149W	1.004
YGR165W	1.015
YGR180C	0.928
YGR199W	1.137
YGR215W	1.132
YGR097W	0.927
YGR121C	0.587
YGR135W	1.158
YGR150C	0.881
YGR166W	1.077
YGR181W	0.600
YGR200C	1.098
YGR217W	0.997
YGR100W	0.849
YGR122W	0.900
YGR136W	0.776
YGR151C	0.523
YGR167W	1.184
YGR182C	0.682
YGR202C	0.914
YHR142W	0.983
YGR101W	1.113
YGR123C	0.804
YGR137W	1.077
YGR152C	0.849
YGR168C	0.789
YGR183C	0.808
YGR203W	0.867
YHR143W	1.125
