ORF	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [48 h] | Thorsen M~Tamas MJ, 2009
YOL087C	-0.564	-0.774	-0.974	-0.017	-0.187	-0.149	0.411	-0.360	-0.864	0.315	1.234	-0.057
YOL088C	-0.318	-0.177	0.306	0.152	0.188	0.229	-0.241	-0.780	-1.058	-0.273	-0.433	-0.639
YOL089C	0.125	-0.192	-0.379	0.162	-0.003	-0.159	0.062	-0.537	-0.547	0.076	-0.007	-0.110
YOL090W	0.065	-0.073	0.146	0.298	0.042	0.122	-0.114	0.058	0.217	0.034	-0.076	0.309
YOL091W	0.028	-0.129	-0.046	-0.052	0.028	0.200	-0.111	-0.032	0.170	-0.010	-0.103	0.510
YOL092W	0.025	-0.197	-0.450	0.014	-0.051	-0.342	-0.259	-0.584	-0.379	0.045	-0.352	-0.022
YOL093W	0.266	0.030	-0.002	0.071	0.068	0.037	0.248	1.311	0.342	0.218	0.144	-0.050
YOL095C	0.210	0.057	-0.332	0.043	-0.025	-0.036	-0.212	-0.455	-0.154	-0.244	-0.245	-0.139
YOL096C	0.086	-0.191	-0.147	-0.091	-0.082	0.032	-0.059	-0.256	-0.575	-0.063	-0.262	-0.438
YOL098C	1.263	0.160	-0.110	0.229	-0.070	-0.195	-0.158	0.081	0.032	-0.183	-0.200	-0.029
YOL099C	-0.170	-0.177	-0.189	-0.329	-0.237	-0.166	-0.004	-0.183	-0.088	-0.137	-0.216	-0.233
YOL100W	0.098	-0.005	-0.034	-0.067	0.279	0.227	-0.438	-0.152	-0.671	-0.002	-0.176	-0.367
YOL101C	0.035	0.021	0.302	0.371	0.303	0.457	0.575	0.152	0.042	0.441	0.164	0.270
YOL103W	-0.617	-0.342	-0.393	-0.267	-0.154	-0.052	-0.510	-0.679	-0.402	-0.307	-0.249	0.075
YOL104C	-0.082	-0.368	-0.260	0.138	-0.024	-0.004	-0.312	-0.365	0.094	-0.024	-0.074	0.031
YOL105C	0.064	-0.009	0.228	0.114	0.308	0.245	0.414	0.034	0.401	0.427	0.077	0.284
YOL106W	0.434	-0.027	0.903	0.471	0.358	0.203	-0.084	-0.540	-0.544	-0.167	-0.041	-0.185
YOL107W	0.327	-0.017	-0.204	0.187	0.035	0.035	-0.361	-0.427	-0.465	-0.216	-0.211	-0.339
YOL108C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOL109W	0.340	-0.371	-0.123	-0.004	-0.185	-0.061	-0.427	-0.495	-0.591	-0.201	-0.469	-0.226
YOL110W	0.733	-0.040	1.224	0.429	0.032	-0.089	1.263	1.098	0.429	0.128	0.676	0.122
YOL111C	0.621	-0.149	0.000	0.239	-0.012	-0.131	0.366	0.640	-0.323	0.020	-0.212	-0.195
YOL112W	0.390	0.016	-0.010	0.001	-0.033	-0.046	-0.095	-0.117	-0.252	-0.028	-0.229	-0.176
YOL113W	0.189	0.058	0.440	0.063	0.226	0.153	-0.133	-0.174	0.059	-0.153	-0.200	0.009
YOL114C	-0.104	-0.042	0.260	0.042	0.000	-0.032	1.273	0.302	1.261	0.325	0.009	0.511
YOL115W	0.211	2.048	0.613	0.508	0.524	1.339	0.687	0.080	0.658	1.297	1.633	1.489
YOL116W	0.012	0.261	0.024	0.314	0.084	0.369	-0.158	0.241	0.898	-0.325	0.166	0.083
YOL117W	0.237	0.160	0.060	-0.052	0.197	0.005	1.662	0.313	1.120	0.744	0.134	0.273
YOL118C	-0.310	0.096	0.279	-0.233	-0.003	-0.006	-0.264	-0.118	0.202	-0.067	0.214	0.065
YOL119C	0.040	-0.021	-0.683	0.197	0.105	0.197	1.671	1.170	0.275	0.673	0.781	0.265
YOL121C	0.139	-0.264	-0.587	0.194	0.039	-0.416	0.061	-0.083	0.418	0.360	-0.187	0.008
YOL122C	0.310	0.087	-0.178	0.578	0.192	-0.070	-0.433	-0.719	-0.412	-0.166	-0.328	0.121
YOL124C	0.380	0.062	-0.982	0.272	0.146	0.021	-0.186	0.184	-0.089	0.081	0.414	0.457
YOL125W	-0.175	0.117	0.464	-0.126	0.059	0.071	1.034	0.102	-0.138	0.241	0.150	-0.069
YOL126C	0.303	0.225	-0.592	0.199	0.231	-0.007	1.361	-0.548	0.215	0.309	-0.168	0.271
YOL128C	0.322	0.028	-0.044	0.043	-0.065	-0.036	1.200	0.378	-1.340	0.486	0.372	-0.346
YOL129W	0.087	0.020	0.178	-0.081	0.011	-0.163	1.233	0.477	-0.815	0.458	0.436	-0.110
YOL131W	-0.172	0.028	0.442	-0.128	0.070	0.293	-0.206	0.294	0.932	0.150	0.313	0.637
YOL132W	-0.180	-0.302	0.446	-0.092	-0.300	0.243	0.577	0.540	0.014	0.097	0.663	0.001
YOL136C	-0.130	-0.043	0.083	-0.175	-0.157	0.189	0.192	0.379	1.126	1.463	0.970	0.007
YOL137W	0.348	0.112	0.387	0.458	0.055	0.276	-0.137	-0.006	-0.030	0.037	-0.199	-0.040
YOL138C	0.176	0.474	1.091	0.092	0.322	2.900	-0.159	-0.134	-0.208	0.230	0.262	0.276
YOL141W	0.758	-0.713	-0.462	-0.178	-0.425	-0.358	-0.167	-0.337	-1.561	-0.187	-0.143	0.138
YOL143C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOL147C	-0.161	0.127	0.443	-0.054	0.234	0.497	0.375	0.199	-0.182	0.282	0.335	-0.003
YOL148C	0.887	1.303	1.653	0.238	0.320	0.754	1.915	0.727	-0.324	0.209	-0.023	1.100
YOL150C	-0.039	-0.534	-0.761	-0.187	-0.366	-0.264	0.095	-0.229	-0.185	0.066	0.120	-0.256
YOL151W	0.067	-0.298	-0.371	0.090	-0.168	-0.290	0.043	-0.509	-0.570	-0.059	-0.131	0.017
YOL152W	0.224	-0.001	-0.193	0.178	-0.054	-0.244	-0.065	-0.328	-0.331	0.009	-0.123	-0.057
YOL153C	-0.668	-0.029	0.287	-0.074	0.071	0.356	-0.043	0.116	0.371	0.112	0.336	0.251
YOL155C	0.130	-0.096	-0.113	-0.051	-0.110	-0.256	0.394	-0.184	-0.324	0.142	-0.019	-0.109
YOL158C	0.184	0.044	0.093	-0.109	-0.220	-0.307	1.514	-0.435	0.078	-0.134	-0.316	-0.316
YOL159C	0.150	-0.463	0.849	-0.005	-0.336	-0.098	-0.303	0.434	-0.358	0.024	0.940	0.754
YOL160W	-1.154	-1.165	-0.790	-0.430	-0.225	-0.485	0.225	-0.832	-1.595	0.133	-0.102	-0.983
YOL162W	-0.097	-1.237	-2.445	-0.193	-0.578	-1.030	1.484	-0.727	-1.347	0.175	-0.388	-0.844
YOL163W	-0.232	0.178	0.531	0.099	-0.057	0.238	-0.167	0.471	0.194	-0.187	0.155	0.044
YOR001W	1.031	-0.009	-0.083	0.272	0.049	-0.194	0.079	0.391	0.290	0.587	0.433	0.291
YOR002W	-0.354	0.006	0.022	-0.142	-0.032	-0.084	0.159	0.053	0.111	0.063	0.106	0.186
YOR003W	-0.005	-0.133	0.006	-0.176	-0.082	-0.162	-0.317	0.318	0.079	1.050	-0.021	-0.197
YOR005C	0.120	0.026	-0.050	0.012	-0.028	-0.031	0.087	-0.023	0.204	-0.066	-0.033	-0.034
YOR006C	-0.148	-0.078	0.070	-0.140	-0.073	0.000	-0.127	-0.259	0.084	-0.050	-0.138	0.015
YOR007C	0.048	-0.045	-0.180	0.130	0.010	0.110	0.088	0.119	0.039	0.152	0.195	0.579
YOR008C	0.254	0.003	2.710	0.099	0.141	2.121	-0.101	-0.077	-0.498	-0.005	-0.142	-0.273
YOR008C-A	1.271	0.247	1.015	0.264	0.004	0.564	0.130	0.400	-0.484	-0.042	0.013	0.013
YOR009W	0.049	0.054	0.088	0.113	0.005	0.021	0.124	0.001	-0.432	0.029	0.064	-0.168
YOR010C	0.625	0.172	-0.106	0.540	0.081	-0.077	0.093	0.227	-0.129	0.406	0.362	0.082
YOR011W	0.073	0.097	0.185	0.201	0.146	0.217	0.010	0.168	-0.197	0.312	0.284	-0.102
YOR012W	-0.197	0.165	-0.063	-0.208	0.165	0.066	-0.329	-0.114	-0.489	-0.191	0.009	-0.111
YOR013W	-0.112	-0.218	-0.286	-0.053	-0.066	-0.032	-0.047	-0.089	-0.042	-0.072	0.023	-0.003
YOR014W	0.794	0.063	0.735	0.206	0.251	0.393	-0.253	-0.199	-0.282	0.196	-0.067	-0.293
YOR015W	1.401	0.084	-0.124	0.227	0.086	-0.086	0.205	0.256	0.199	0.314	0.123	0.026
YOR016C	0.413	0.138	-0.291	0.152	0.055	-0.212	0.286	0.380	0.404	0.250	0.103	0.147
YOR017W	-0.115	0.010	-0.431	-0.187	-0.268	-0.244	-0.098	-0.170	0.066	-0.091	-0.344	-0.249
YOR018W	0.274	0.081	0.093	0.010	-0.067	0.150	-0.159	-0.016	0.216	-0.073	0.035	0.002
YOR019W	-0.274	-0.259	-0.170	0.028	0.016	0.077	-0.172	-0.324	-0.369	-0.031	-0.111	0.161
YOR021C	0.178	-0.153	0.075	0.008	-0.072	0.070	0.280	0.011	0.083	0.103	-0.143	0.284
YOR022C	1.218	0.139	0.056	0.449	0.086	0.247	0.318	0.128	-0.149	0.412	0.024	0.353
YOR023C	-0.039	-0.247	-0.177	0.044	-0.145	-0.049	-0.132	-0.130	-0.384	0.254	-0.064	-0.118
YOR024W	0.253	-0.040	-0.021	0.259	-0.004	0.016	0.112	-0.053	-0.426	0.121	-0.004	-0.038
YOR025W	-0.016	0.059	0.049	-0.032	0.061	0.078	-0.107	0.096	-0.292	0.366	0.073	-0.029
YOR026W	0.399	0.208	0.571	0.001	0.121	-0.121	0.381	0.157	-0.216	0.882	0.017	-0.261
YOR027W	0.936	-0.236	-0.219	0.146	-0.094	-0.282	0.410	-0.325	-0.435	0.149	-0.227	-0.430
YOR028C	0.134	0.217	0.110	0.062	0.189	0.258	-0.030	0.238	0.167	0.302	0.165	0.018
YOR029W	0.238	-0.027	0.100	-0.135	-0.135	0.029	0.156	0.038	0.336	0.043	-0.113	0.036
YOR030W	0.206	0.478	0.207	0.137	0.329	0.434	-0.067	1.124	1.197	0.578	0.205	0.143
YOR031W	0.094	-0.015	-0.119	0.027	0.076	0.222	0.111	-0.106	0.011	0.102	-0.050	0.098
YOR032C	-0.345	-0.005	-0.256	-0.059	0.061	0.118	-1.203	-0.102	-0.656	-0.157	0.280	0.004
YOR033C	0.266	-0.011	-0.104	0.258	0.208	0.133	-0.089	-0.098	0.006	-0.102	-0.025	0.299
YOR034C	0.042	0.025	-0.119	0.001	-0.124	0.021	-0.285	0.034	-0.162	-0.212	0.056	0.279
YOR035C	-0.171	0.571	1.559	0.178	0.919	2.630	-1.163	0.423	0.120	-0.267	0.554	0.696
YOR036W	-1.248	1.103	1.912	2.930	4.172	6.123	-1.709	0.830	-0.309	1.822	2.365	6.192
YOR037W	-0.231	0.005	-0.200	-0.067	-0.029	0.030	-0.253	0.234	-0.157	-0.208	0.180	0.219
YOR038C	0.167	-0.025	-0.049	0.146	0.136	0.165	-0.200	0.367	-0.177	-0.108	0.193	0.131
YOR039W	0.049	-0.052	-0.126	0.015	0.085	-0.080	-0.003	0.925	0.008	0.141	0.659	0.460
YOR040W	-0.010	0.122	0.048	-0.197	0.104	0.038	-0.211	0.327	0.058	-0.271	0.058	0.076
YOR041C	-0.122	-0.051	-0.143	0.026	0.101	0.028	-0.266	0.342	0.280	-0.329	0.082	0.076
YOR042W	-0.102	-0.015	0.089	-0.194	0.074	0.143	-0.376	0.052	0.305	-0.161	0.036	0.061
YOR043W	-0.073	0.042	0.474	0.173	0.218	0.657	0.010	3.344	3.198	0.275	0.835	1.142
YOR044W	-0.358	0.385	-0.153	0.070	0.421	0.069	-1.261	-0.133	0.296	-0.079	0.048	0.331
YOR045W	-0.402	0.053	-0.261	0.062	0.274	-0.078	0.015	-0.170	-0.103	0.786	0.154	0.106
YOR047C	-0.289	0.172	1.095	-0.039	0.213	0.147	-0.106	-0.258	-0.144	0.423	-0.006	0.165
YOR049C	-0.592	0.106	0.732	-0.107	0.151	0.188	-0.316	-0.441	-0.247	-0.130	-0.059	0.007
YOR050C	0.614	-0.045	0.013	-0.029	-0.007	-0.030	0.789	-0.228	-0.342	0.597	-0.111	-0.140
YOR051C	-0.408	-0.008	0.043	-0.056	0.110	0.051	0.114	-0.023	0.102	0.334	0.167	0.176
YOR052C	-0.149	0.118	1.199	0.012	0.106	0.212	-0.151	-0.147	0.105	-0.243	0.138	0.039
YOR053W	-0.136	-0.028	0.348	-0.147	-0.037	-0.021	-0.276	0.002	-0.003	-0.129	0.145	0.076
YOR054C	-0.811	-0.589	0.482	-0.112	-0.051	-0.032	-1.228	-0.658	-1.147	-0.647	-0.203	-0.238
YOR055W	-0.292	-0.024	0.018	-0.156	0.010	-0.106	-0.320	-0.346	-0.220	-0.054	0.020	-0.068
YOR058C	-0.493	0.204	0.769	-0.149	0.132	0.189	-0.052	0.048	0.161	0.987	0.110	0.225
YOR059C	-0.134	0.358	0.248	-0.034	0.263	0.326	0.258	0.073	0.170	0.042	0.172	0.078
YOR061W	-0.465	0.065	-0.318	0.000	0.093	0.231	-1.423	-0.235	0.146	-0.229	-0.045	0.016
YOR062C	0.158	-0.042	-0.314	0.327	0.091	-0.125	-0.382	-0.314	-0.054	0.258	-0.103	0.086
YOR064C	0.245	-0.071	0.539	-0.192	0.073	-0.204	0.125	-0.168	-0.328	0.518	-0.065	-0.091
YOR065W	0.104	-0.319	-0.490	0.007	-0.243	-0.230	-0.140	-0.241	-0.131	0.350	-0.170	0.111
YOR066W	0.059	-0.199	2.169	0.019	-0.242	0.245	-0.341	-0.263	0.047	-0.428	-0.066	0.071
YOR067C	-0.214	-0.128	0.323	-0.345	-0.154	0.086	-0.127	-0.093	0.058	-0.196	-0.046	0.091
YOR068C	0.074	-0.035	0.379	0.123	-0.059	-0.112	0.606	0.021	1.296	2.385	0.307	0.621
YOR069W	-0.266	-0.071	-0.123	-0.106	-0.158	-0.187	0.032	-0.119	0.299	1.660	0.232	0.383
YOR070C	-0.365	-0.085	-0.150	-0.175	-0.220	-0.165	-0.166	0.042	0.108	-0.089	0.129	0.148
YOR071C	0.113	-0.205	-0.353	-0.121	-0.271	-0.338	0.037	-0.343	-0.272	0.029	-0.193	-0.182
YOR072W	0.105	-0.318	-0.196	-0.109	-0.317	-0.406	-0.010	-0.127	-0.133	-0.160	-0.195	-0.209
YOR073W	-0.397	-0.060	0.057	-0.246	0.029	0.000	-0.497	-0.306	0.736	-0.302	-0.042	-0.059
YOR076C	-0.060	-0.007	-0.102	0.085	0.128	0.179	-1.258	-0.183	-0.056	0.064	0.041	-0.134
YOR078W	-0.062	-0.206	-0.263	0.093	-0.223	-0.217	-0.259	0.059	-0.218	-0.012	0.005	0.000
YOR079C	0.088	-0.031	0.164	0.010	-0.120	0.150	-0.586	-0.365	-0.093	-0.377	-0.340	-0.149
YOR080W	0.910	0.092	0.908	-0.010	-0.010	1.588	0.239	-0.211	-0.156	1.052	-0.146	-0.167
YOR081C	0.499	0.091	0.333	0.174	-0.007	0.065	-0.120	-0.047	0.170	-0.045	-0.040	0.025
YOR082C	0.762	0.163	-0.066	0.288	-0.221	-0.162	0.078	0.189	0.349	0.122	0.034	0.108
YOR083W	-0.129	0.066	-0.084	-0.080	-0.064	-0.159	-0.105	-0.099	0.162	-0.033	-0.034	-0.053
YOR084W	-0.109	0.031	0.027	-0.121	-0.186	-0.096	-0.037	-0.081	0.104	-0.252	-0.164	-0.086
YOR085W	-0.400	-0.027	-0.154	-0.257	-0.137	-0.320	-0.387	0.016	1.628	-0.172	0.120	0.418
YOR086C	0.582	0.037	-0.202	-0.091	-0.060	-0.234	-0.199	-0.052	-0.017	-0.256	-0.084	0.094
YOR087W	-0.058	0.029	-0.149	0.042	-0.158	-0.105	-0.040	-0.065	-0.024	0.046	-0.019	-0.105
YOR088W	-0.166	-0.348	-0.070	-0.215	-0.177	0.053	0.055	-0.116	0.056	0.041	0.018	0.138
YOR089C	-0.306	-0.097	0.240	0.219	0.142	0.521	0.519	0.282	0.598	0.839	0.471	0.836
YOR090C	0.485	-0.198	-0.380	-0.138	-0.119	-0.183	0.373	-0.312	-0.565	-0.500	-0.344	-0.473
YOR091W	-0.358	-0.159	-0.267	-0.313	-0.143	-0.119	-0.638	-0.418	-0.457	-0.327	-0.424	-0.475
YOR092W	0.245	0.066	0.299	0.008	0.036	0.150	-0.194	0.183	-0.170	0.100	0.218	0.110
YOR093C	-0.032	0.012	-0.224	-0.178	0.113	-0.194	-0.827	0.001	-0.309	0.175	0.083	-0.015
YOR094W	0.396	0.186	0.300	0.347	0.235	0.166	0.210	0.134	0.031	0.197	0.184	0.207
YOR096W	-0.400	-0.176	-0.070	0.039	0.156	1.234	1.500	0.359	0.359	0.223	0.458	-0.251
YOR097C	-0.213	0.037	-0.342	-0.233	0.105	-0.203	-1.204	0.096	-0.207	0.050	0.009	-0.223
YOR099W	0.112	-0.032	-0.017	0.041	0.000	-0.042	0.096	0.137	0.022	0.333	0.138	0.124
YOR100C	-0.151	0.038	0.277	-0.134	0.111	0.176	-0.472	0.138	0.478	-0.230	0.191	0.119
YOR101W	0.311	-0.305	-0.594	-0.293	-0.190	-0.430	-0.511	-0.305	-0.253	-0.232	-0.307	-0.216
YOR104W	-0.393	-0.406	-0.123	-0.121	-0.165	0.037	0.081	-0.408	-0.297	0.026	-0.145	0.042
YOR105W	0.073	-0.139	1.050	0.005	-0.082	0.122	-0.229	-0.125	0.126	-0.139	-0.129	0.137
YOR106W	0.212	0.148	1.252	0.291	0.302	0.469	0.315	0.520	0.302	0.878	0.775	1.146
YOR107W	-0.035	0.027	0.388	0.046	0.170	0.274	-0.114	-0.014	-0.232	-0.124	-0.008	0.049
YOR108W	0.090	0.018	-0.391	-0.061	0.015	-0.217	0.649	-0.132	-0.379	0.065	-0.122	-0.275
YOR109W	-0.006	0.095	-0.111	-0.098	0.096	-0.133	-0.421	0.009	-0.404	-0.333	0.166	-0.115
YOR111W	0.096	0.127	-0.078	0.139	0.111	0.016	-0.521	-0.022	-0.079	0.666	0.058	0.043
YOR112W	0.250	0.040	-0.081	0.121	0.220	0.049	0.039	0.255	-0.159	0.167	0.250	0.157
YOR113W	-0.007	-0.175	-0.096	0.098	0.036	0.102	-1.413	-0.429	-0.169	-0.479	-0.239	0.054
YOR114W	0.153	0.021	-0.153	0.223	0.125	-0.108	0.136	0.323	0.103	0.154	0.345	0.194
YOR115C	0.000	-0.041	0.013	-0.113	-0.116	-0.124	-0.042	-0.311	0.064	-0.088	-0.146	-0.101
YOR118W	1.138	-0.277	-0.226	-0.374	-0.259	-0.284	0.378	-0.102	0.803	-0.374	-0.215	-0.072
YOR120W	-0.004	-0.158	1.108	0.039	-0.059	0.238	-0.073	-0.138	0.071	-0.214	-0.136	0.088
YOR121C	0.080	-0.003	0.885	-0.018	-0.006	0.250	0.022	-0.079	0.042	-0.015	0.005	-0.009
YOR123C	-0.626	-0.525	-0.795	-0.133	-0.137	-0.182	-1.258	-0.524	-0.597	-0.272	-0.111	-0.186
YOR124C	0.278	0.176	2.619	0.243	0.119	0.569	0.365	0.115	0.093	1.481	-0.030	0.066
YOR125C	-0.498	0.067	0.190	-0.184	-0.029	0.238	0.030	-0.100	-0.335	-0.073	-0.108	-0.291
YOR126C	0.077	-0.019	-0.294	0.140	-0.073	-0.060	0.181	0.072	-0.455	0.079	0.017	-0.157
YOR127W	0.517	0.168	0.384	0.008	0.235	0.313	0.787	-0.037	-0.185	0.176	0.133	0.006
YOR128C	-0.060	-0.259	0.100	0.101	-0.068	0.185	-0.675	-0.347	-0.556	-0.248	-0.185	-0.150
YOR129C	-0.064	-0.010	0.063	-0.052	-0.036	-0.017	-0.098	-0.055	-0.236	-0.055	-0.046	-0.157
YOR130C	-0.753	-0.939	-0.795	-0.472	-0.436	-0.480	-0.344	-0.670	-0.990	0.043	-0.298	-0.574
YOR131C	0.189	0.131	0.005	0.017	0.009	-0.074	0.231	0.253	0.325	0.269	0.030	0.074
YOR132W	-0.473	-0.062	0.071	-0.232	0.047	0.027	-0.649	0.154	0.545	0.584	-0.006	0.306
YOR133W	0.586	-0.314	-0.457	-0.045	-0.096	-0.204	-0.314	-0.395	0.448	0.122	-0.054	0.108
YOR134W	-0.310	0.038	0.342	-0.095	0.082	0.366	0.179	0.218	0.309	0.114	0.196	0.248
YOR135C	-0.538	-0.368	-0.444	-0.150	-0.172	-0.015	-0.178	-0.260	-0.094	0.039	-0.147	0.276
YOR136W	0.780	0.097	-0.001	-0.063	-0.085	-0.212	0.814	0.183	0.070	0.599	-0.112	0.178
YOR137C	0.643	0.187	-0.219	0.361	0.084	0.001	0.295	0.102	-0.039	0.220	-0.118	0.051
YOR138C	1.042	-0.115	-0.503	0.128	-0.189	-0.087	-0.455	-0.360	-0.549	-0.061	-0.311	-0.261
YOR139C	1.314	2.775	2.045	-0.647	0.856	0.162	0.850	3.049	1.328	-0.522	1.462	2.505
YOR140W	0.044	2.067	1.718	-0.269	0.614	0.707	-0.565	1.533	3.717	1.165	2.122	4.216
YOR141C	-0.686	-0.840	1.320	-0.134	0.215	0.313	-0.890	-1.125	-1.345	0.168	0.010	0.265
YOR142W	0.418	0.133	-0.060	0.053	0.021	-0.106	0.162	0.142	-0.007	0.840	-0.172	-0.091
YOR144C	-0.122	0.164	1.105	-0.158	0.089	0.208	-1.020	0.247	-0.219	-0.145	-0.147	-0.267
YOR147W	-0.458	-0.486	-0.470	-0.490	-0.443	-0.489	-0.326	1.424	-0.348	-0.220	-0.353	-0.107
YOR150W	0.791	-0.102	0.646	0.272	0.043	0.230	0.511	0.151	0.614	-0.159	-0.024	-0.069
YOR152C	-0.400	-0.165	0.069	-0.124	0.063	0.232	0.027	0.012	0.056	0.040	0.153	0.208
YOR153W	0.176	0.073	0.018	0.109	0.203	0.337	0.165	0.369	0.581	0.164	0.304	0.156
YOR154W	-0.570	-0.098	-0.119	0.080	0.123	0.244	-1.309	0.184	-0.383	-0.243	0.237	0.139
YOR155C	-0.039	0.090	-0.198	0.124	0.126	0.215	-0.457	0.398	-0.499	-0.280	0.297	0.022
YOR156C	0.071	0.089	0.059	-0.110	0.251	0.226	-0.500	0.746	0.211	-0.428	0.351	0.389
YOR158W	0.152	0.167	0.042	0.175	0.155	0.204	-0.616	0.162	-0.477	-0.131	-0.006	-0.069
YOR161C	0.131	0.208	0.054	0.212	0.197	0.171	-0.312	0.203	0.354	-0.172	0.177	0.574
YOR162C	0.089	0.153	0.016	0.063	0.010	-0.024	-0.395	0.341	-0.192	-0.339	0.069	0.144
YOR163W	0.144	0.127	0.270	0.083	0.121	0.093	-0.031	0.391	0.003	-0.259	0.131	0.093
YOR164C	-0.158	0.085	-0.144	-0.098	-0.029	-0.144	-1.261	0.385	-0.147	-0.414	0.207	-0.042
YOR165W	-0.367	-0.152	0.143	-0.235	-0.013	0.179	-0.832	-0.100	-0.272	-0.574	-0.057	0.017
YOR166C	-0.340	-0.124	-0.120	-0.013	0.025	0.181	-0.641	-0.060	0.105	-0.359	-0.014	0.024
YOR167C	-0.386	0.062	0.003	-0.025	0.090	0.181	-0.301	0.299	0.325	-0.195	0.257	0.166
YOR170W	-0.426	-0.268	0.237	-0.070	0.088	0.350	-0.668	-0.122	-0.026	-0.347	0.096	0.150
YOR171C	-0.808	0.303	-0.363	0.223	0.285	0.258	-0.325	-0.242	-1.697	0.185	0.140	0.073
YOR172W	-0.331	-0.079	0.694	0.239	0.150	0.219	0.368	0.531	-1.558	0.284	0.199	0.009
YOR173W	0.076	0.076	0.032	0.074	0.135	0.296	-0.679	-0.213	-1.136	0.163	-0.034	-0.100
YOR175C	-0.443	0.137	-0.055	0.083	0.150	-0.027	0.815	-0.076	-0.622	0.282	0.114	0.056
YOR177C	0.206	0.173	0.109	0.132	0.217	0.027	0.313	-0.078	-0.334	0.202	0.073	-0.055
YOR178C	-0.332	0.014	-0.184	0.204	-0.008	0.042	0.087	-0.018	-1.258	0.032	0.123	0.021
YOR179C	-0.268	-0.285	3.206	0.013	-0.071	-0.110	-1.009	-0.199	-0.833	-0.121	0.060	-0.176
YOR180C	0.097	-0.557	2.264	0.336	0.132	0.060	-1.426	-0.621	-0.718	-0.021	-0.210	-0.129
YOR182C	-0.395	-0.105	-0.351	0.076	-0.151	-0.201	0.050	-0.048	-1.121	0.081	0.118	0.010
YOR183W	0.165	0.161	-0.392	0.158	-0.049	-0.215	0.295	0.087	-0.947	0.226	0.171	0.186
YOR184W	1.901	3.195	4.971	0.978	1.816	3.378	3.246	2.159	1.333	0.716	0.567	0.432
YOR185C	-0.886	-0.041	-0.256	-0.145	-0.142	-0.122	-0.602	-0.096	-1.789	-0.100	-0.019	0.114
YOR186W	-0.354	-0.250	-0.428	0.015	-0.064	-0.035	-0.016	-0.075	-0.380	0.037	0.012	-0.043
YOR187W	0.173	0.120	-0.281	0.335	0.361	0.238	0.222	0.003	0.454	0.153	0.136	0.113
YOR188W	0.126	0.046	-0.047	0.308	0.141	0.478	-0.789	-0.384	0.011	0.083	0.113	0.242
YOR189W	-0.285	-0.913	-0.915	0.028	-0.160	-0.109	-0.626	-0.298	-2.242	0.000	-0.102	-0.245
YOR190W	0.260	0.079	0.049	-0.063	0.063	0.075	-0.164	-0.210	-0.480	-0.343	-0.218	-0.225
YOR191W	0.391	-0.277	-0.179	0.059	-0.058	-0.113	-0.484	0.086	-0.511	0.336	0.155	0.496
YOR192C	-0.314	-0.079	0.005	-0.040	-0.074	0.022	-0.025	-0.149	0.132	-0.172	-0.008	-0.118
YOR193W	-0.498	0.123	-0.140	0.006	0.033	0.043	-0.056	0.041	0.676	-0.251	0.085	0.075
YOR195W	0.028	-0.116	-0.329	0.065	-0.023	0.099	-0.872	-0.388	-1.335	-0.250	-0.126	-0.157
YOR196C	-0.663	-0.097	-0.270	-0.173	-0.129	-0.076	-0.598	-0.016	0.339	0.013	0.168	0.123
YOR197W	-0.676	-0.108	-0.428	-0.177	-0.177	-0.218	-0.112	-0.212	-0.737	-0.173	-0.111	-0.044
YOR198C	0.230	-0.028	0.836	-0.093	-0.155	-0.014	0.265	0.151	0.680	0.073	0.160	-0.038
YOR199W	-0.198	-0.374	-0.070	-0.156	-0.188	0.152	-0.052	-0.156	0.073	-0.130	-0.169	-0.030
YOR200W	-0.085	-0.039	0.970	0.002	0.134	0.517	-0.832	-0.324	0.223	-0.103	-0.002	0.074
YOR201C	-0.078	-0.105	-0.129	0.302	0.316	0.347	0.057	-0.058	-0.785	0.234	0.140	0.170
