Plate,Row,Column,ORF,Name,Thiamethoxam,Actara,Acetamiprid,Mospilan,DMSO+Pyrrolidone,Confidor 
2,2,17,YDL081C,RPP1A,0.367,0.373,0.175,0.801,0.359,0.508
2,2,18,YCR065W,HCM1,0.078,-0.139,-0.46,-0.331,0.131,-0.445
2,2,19,YDL080C,THI3,-0.082,-0.686,0.013,0.035,-0.069,0.018
2,2,20,YCR063W,BUD31,0.345,-0.306,-0.225,0.486,0.122,-0.885
2,2,21,YDL079C,MRK1,0.042,0.293,0.007,0.079,0.382,0.337
2,2,22,YCR062W,,0.203,-0.755,0.461,-0.301,-0.101,-0.282
2,2,23,YDL078C,MDH3,-0.047,0.275,-0.64,0.199,0.12,-0.025
2,3,2,YBR235W,,0.093,0.199,0.226,0.035,0.152,0.838
2,3,3,YCL036W,GFD2,-0.143,0.205,-0.859,-0.34,0.543,
2,3,4,YBR233W,PBP2,-0.155,0.103,-0.673,-0.402,0.434,
2,3,5,YCL035C,GRX1,0.119,0.239,-0.415,-0.415,0.422,-0.1
2,3,6,YBR232C,,0.33,0.037,-0.361,-0.011,0.309,0.367
2,3,7,YCL034W,LSB5,0.018,0.072,-0.058,0.009,0.34,0.081
2,3,8,YBR231C,SWC5,0.106,0.213,-0.799,-0.116,-4.69,-5.62
2,3,9,YCL033C,,0.211,-0.017,-0.797,-0.056,0.432,0.598
2,3,10,YBR230C,,0.361,-0.167,-0.823,0,0.333,0.039
2,3,11,YCL032W,STE50,-0.602,0.039,-0.997,-0.184,0.316,-0.843
2,3,12,YBR229C,ROT2,-0.507,-1.109,0.506,-0.144,0.103,0.334
2,3,13,YCL030C,HIS4,-0.089,0.071,0.619,-0.004,0.062,0.486
2,3,14,YBR228W,SLX1,-0.489,-0.07,-0.614,0.079,0.201,-0.194
2,3,15,YCL029C,BIK1,-0.678,0.073,0.24,0.129,0.158,0.415
2,3,16,YBR227C,MCX1,-0.561,0.307,-1.099,-0.642,0.357,-0.536
2,3,17,YCL028W,RNQ1,0.117,0.085,0.05,-0.055,-0.07,0.469
2,3,18,YBR226C,,-0.049,0.664,0.118,-0.074,0.1,-0.347
2,3,19,YCL027W,FUS1,-0.075,0.268,0.664,0.264,0.285,-0.302
2,3,20,YBR225W,,-0.051,0.631,-0.18,-0.309,0.238,-0.077
2,3,21,YCL026C-A,FRM2,0.007,0.224,-0.343,-0.355,0.297,-0.436
2,3,22,YBR224W,,0.072,0.055,-0.404,0.02,0.505,-0.212
2,3,23,YCL026C,,0.283,0.299,0.074,0.164,0.083,-0.379
2,4,2,YCR089W,FIG2,0.5,0.758,-1.578,-1.056,0.37,-0.001
2,4,3,YDL110C,,-0.142,0.938,-1.045,-0.056,0.283,-0.246
2,4,4,YCR088W,ABP1,0.137,0.527,-0.761,0.095,0.216,
2,4,5,YDL109C,,-0.159,0.936,-0.451,0.373,0.219,1.091
2,4,6,YCR087W,,0.157,0.913,-1.363,-0.168,0.198,0.033
2,4,7,YDL106C,PHO2,0.144,1.053,-0.294,0.54,0.176,0.854
2,4,8,YCR087C-A,,0.108,0.838,-0.212,0.081,0.26,0.207
2,4,9,YDL104C,QRI7,0.287,0.897,-0.629,0.584,0.339,0.426
2,4,10,YCR086W,CSM1,-0.509,1.06,-1.229,-0.14,-0.096,0.337
2,4,11,YDL100C,ARR4,-0.623,0.896,0.46,0.309,-0.359,-0.446
2,4,12,YCR085W,,0.254,0.676,-0.919,0.302,0.093,0.714
2,4,13,YDL099W,,-0.427,1.126,0.128,0.057,-0.775,-0.266
2,4,14,YCR083W,TRX3,0.263,1.234,-0.546,-0.082,0.248,0.545
2,4,15,YDL096C,,-0.669,0.718,-0.512,0.239,0.09,-0.23
2,4,16,YCR082W,AHC2,-0.659,0.635,-0.621,0.299,-0.219,-1.016
2,4,17,YDL095W,PMT1,0.652,1.025,-0.789,0.205,0.215,0.25
2,4,18,YCR081W,SRB8,1.019,0.897,-0.21,0.326,0.209,1.548
2,4,19,YDL094C,,0.218,0.7,-0.534,0.372,-0.008,0.023
2,4,20,YCR079W,,0.128,0.879,-0.779,0.449,0.154,0.025
2,4,21,YDL093W,PMT5,0.048,0.652,0.484,0.378,-0.075,-0.003
2,4,22,YCR077C,PAT1,-0.089,1.057,-0.115,0.762,-0.788,0.578
2,4,23,YDL091C,UBX3,0.07,0.545,0.662,0.609,-0.053,0.391
2,5,2,YBR250W,,-0.447,0.383,-0.111,-0.066,0.417,0.42
2,5,3,YCL049C,,-0.109,0.318,-0.777,-0.453,0.252,
2,5,4,YBR249C,ARO4,-0.125,-0.007,-0.434,-0.241,0.314,-0.317
2,5,5,YCL048W,SPS22,0.036,0.439,0.25,0,0.18,0.147
2,5,6,YBR248C,HIS7,-0.14,-0.454,-0.418,-0.237,0.056,0.856
2,5,7,YCL047C,,0.11,-0.036,-0.155,-0.233,0.208,-0.078
2,5,8,YBR246W,,-0.03,0.444,0.075,-0.203,-0.092,-0.113
2,5,9,YCL046W,,-0.681,0.563,-0.991,-0.677,0.438,-0.426
2,5,10,YBR245C,ISW1,0.318,0.151,-0.747,-0.214,0.226,-1.398
2,5,11,YCL045C,,0.144,0.351,-0.233,-0.438,0.17,0.747
2,5,12,YBR244W,GPX2,0.119,0.354,-0.417,-0.473,0.35,0.09
2,5,13,YCL044C,,-0.471,-0.002,-0.51,-0.243,0.226,-0.623
2,5,14,YBR242W,,-0.716,0.311,-0.648,-0.199,0.362,0.357
2,5,15,YCL042W,,0.137,0.328,-0.897,-0.445,0.369,-0.131
2,5,16,YBR241C,,-0.798,-0.362,-0.383,-0.037,0.237,-0.317
2,5,17,YCL040W,GLK1,-0.612,0.552,-0.601,-0.091,-0.292,-0.335
2,5,18,YBR240C,THI2,0.106,0.256,-0.474,-0.151,0.26,-0.453
2,5,19,YCL039W,GID7,0.151,0.027,-0.84,-0.044,0.232,-0.687
2,5,20,YBR239C,,0.51,0.105,0.421,-0.003,0.487,-0.199
2,5,21,YCL038C,ATG22,0.131,-0.138,0.27,-0.001,-0.06,-0.588
2,5,22,YBR238C,,-0.126,-0.176,-1.475,-0.182,-0.145,-0.804
2,5,23,YCL037C,SRO9,0.274,0.19,-1.087,-0.059,-0.476,-0.809
2,6,2,YCR105W,ADH7,0.028,0.08,0.137,-0.131,0.387,0.497
2,6,3,YDL125C,HNT1,0.169,0.409,-0.345,-0.266,0.449,-0.555
2,6,4,YCR102W-A,,0.034,0.161,-0.254,-0.504,0.334,-0.533
2,6,5,YDL124W,,0.169,0.265,-0.699,-0.217,0.328,0.099
2,6,6,YCR102C,,-0.173,0.11,-0.299,-0.141,0.279,0.004
2,6,7,YDL123W,SNA4,-0.107,0.318,-0.76,-0.61,0.334,-0.632
2,6,8,YCR101C,,0.031,0.235,0.242,-0.104,0.374,-0.271
2,6,9,YDL122W,UBP1,0.16,0.173,-0.115,-0.553,0.347,-0.264
2,6,10,YCR100C,,0.042,0.539,-0.165,0.009,0.217,0.48
2,6,11,YDL121C,,0.127,-0.153,-0.854,-0.398,0.227,-0.988
2,6,12,YCR099C,,-0.05,0.277,-1.049,-0.689,0.384,-0.012
2,6,13,YDL119C,,0.185,-0.046,-0.083,-0.064,0.362,0.033
2,6,14,YCR098C,GIT1,-0.008,0.043,-0.548,-0.226,0.201,-0.259
2,6,15,YDL118W,,0.206,0.399,-0.607,0.602,0.503,0.187
2,6,16,YCR095C,,-0.723,0.29,-0.315,-0.295,-0.301,0.257
2,6,17,YDL117W,CYK3,0.469,0.726,-0.185,-0.05,0.206,0.369
2,6,18,YCR092C,MSH3,-0.342,0.524,0.093,-0.195,0.21,-0.11
2,6,19,YDL114W,,-0.12,0.084,0.22,-0.058,0.161,-0.129
2,6,20,YCR091W,KIN82,-0.138,0.199,-0.323,-0.191,0.156,-0.054
2,6,21,YDL113C,ATG20,-0.077,0.483,-0.67,0.106,0.064,0.195
2,6,22,YCR090C,,0.102,0.134,-0.424,-0.301,0.231,0.578
2,6,23,YDL112W,TRM3,-0.097,0.553,-0.711,-0.122,0.171,0.024
2,7,2,YBR269C,FMP21,-0.035,0.28,-1.052,-0.75,0.325,0.064
2,7,3,YCL069W,VBA3,0.286,-0.109,0.49,-0.046,0.348,-0.154
2,7,4,YBR267W,REI1,0.035,-1.774,0.377,0.552,0.45,0.211
2,7,5,YCL064C,CHA1,0.054,0.071,-0.217,-0.391,0.221,-0.303
2,7,6,YBR266C,,0.387,0.166,0.416,0.169,0.654,-0.618
2,7,7,YCL063W,VAC17,-0.092,0.223,-0.086,-0.176,0.333,0.345
2,7,8,YBR264C,YPT10,-0.128,-0.426,0.056,-0.566,0.182,0.476
2,7,9,YCL062W,,-0.153,0.138,-0.185,-0.421,0.454,0.42
2,7,10,YBR263W,SHM1,0.03,-0.014,0.056,-0.169,0.419,-0.195
2,7,11,YCL061C,MRC1,0.041,0.035,-0.538,-0.23,0.194,-1.243
2,7,12,YBR262C,FMP51,-0.021,0.274,-0.528,-0.253,0.428,-0.29
2,7,13,YCL060C,,0.13,0.157,-0.422,-0.186,0.023,-0.904
2,7,14,YBR261C,,-0.047,0.203,-0.842,-0.436,0.4,-0.687
2,7,15,YCL057W,PRD1,0.105,-0.016,0.297,-0.109,0.362,0
2,7,16,YBR260C,RGD1,0.144,0.058,-0.266,-0.049,0.264,0.4
2,7,17,YCL056C,,0.36,0.281,-0.817,-0.015,0.234,-0.627
2,7,18,YBR259W,,0.06,0.506,0.272,-0.212,0.272,-0.064
2,7,19,YCL055W,KAR4,-0.086,0.013,-0.019,-0.132,0.087,-0.125
2,7,20,YBR258C,SHG1,0.042,0.665,-1.098,0.001,0.081,-0.488
2,7,21,YCL051W,LRE1,-0.039,0.105,-0.532,-0.037,0.205,-0.349
2,7,22,YBR255W,,0.283,0.059,-0.25,-0.073,0.132,-0.426
2,7,23,YCL050C,APA1,0.212,0.688,0.204,0.187,0.186,-0.266
2,8,2,YDL020C,RPN4,0.069,0.293,-1.178,-1.092,-0.142,-1.708
2,8,3,YDL135C,RDI1,0.023,-0.152,-0.011,0.027,0.519,-0.112
2,8,4,YDL019C,OSH2,-0.053,0.486,0.211,-0.091,0.342,-0.009
2,8,5,YDL134C-A,,-0.041,0.159,-0.128,0.013,0.463,0.13
2,8,6,YDL018C,ERP3,-0.159,0.169,-0.392,-0.621,0.061,0.052
2,8,7,YDL134C,PPH21,-0.121,0.347,-0.357,-0.638,0.516,-0.928
2,8,8,YDL013W,HEX3,0.139,0.105,-0.534,-0.091,0.539,-0.526
2,8,9,YDL133W,,0.217,0.152,-0.009,-0.431,0.484,-0.408
2,8,10,YDL012C,,-0.307,0.315,-0.238,-0.626,-0.091,0.351
2,8,11,YDL133C-A,RPL41B,-0.088,0.296,-0.798,-0.83,0.633,0.79
2,8,12,YDL011C,,-0.405,-0.08,-0.064,-0.626,0.034,-0.38
2,8,13,YDL131W,LYS21,-0.064,0.307,-0.121,-0.148,0.424,-0.363
2,8,14,YDL010W,,0.114,0.783,0.011,-0.476,0.448,-0.282
2,8,15,YDL130W-A,STF1,0.065,-0.117,-0.836,-0.218,0.363,0.827
2,8,16,YDL006W,PTC1,-0.024,-0.026,-0.235,-0.66,0.324,-0.556
2,8,17,YDL130W,RPP1B,-0.114,0.542,-0.398,-0.135,0.415,0.677
2,8,18,YDL002C,NHP10,0.182,0.035,0.09,0.086,0.255,1.012
2,8,19,YDL129W,,-0.137,0.559,-0.339,0.354,0.231,-0.848
2,8,20,YDL001W,RMD1,0.035,-0.114,0.185,-0.137,0.061,0.157
2,8,21,YDL128W,VCX1,0.016,0.5,-2.328,-0.487,0.426,-0.33
2,8,22,YCR106W,RDS1,-0.193,0.195,0.421,0.1,-0.234,-0.049
2,8,23,YDL127W,PCL2,0.252,0.499,-0.593,-0.236,0.056,0.057
2,9,2,YBR281C,,0.105,-0.246,-0.327,-0.367,0.452,0.806
2,9,3,YCR011C,ADP1,-0.028,0.207,0.238,0.024,0.356,0.311
2,9,4,YBR280C,,-0.087,0.111,-0.02,-0.098,0.387,
2,9,5,YCR010C,ADY2,-0.078,0.129,-0.157,-0.106,0.462,
2,9,6,YBR278W,DPB3,0.159,0.311,0.025,-0.069,0.411,0.34
2,9,7,YCR009C,RVS161,-0.24,0.492,-0.765,-4.277,0.502,-0.787
2,9,8,YBR277C,,-0.022,-0.035,0.267,-0.037,0.517,0.084
2,9,9,YCR008W,SAT4,-0.059,0.196,-0.111,-0.653,0.408,-0.791
2,9,10,YBR276C,PPS1,-0.137,0.093,-0.391,-0.086,0.368,-0.326
2,9,11,YCR007C,,-0.113,0.196,-0.408,-0.715,0.455,-0.348
2,9,12,YBR275C,RIF1,-0.006,0.468,-0.585,-0.374,0.422,-0.583
2,9,13,YCR006C,,-0.065,0.051,-0.171,-0.208,0.402,-0.426
2,9,14,YBR274W,CHK1,0.009,-0.005,0.051,-0.071,0.483,-0.08
2,9,15,YCR005C,CIT2,-0.133,-0.026,-0.513,-0.423,0.485,0.48
2,9,16,YBR273C,UBX7,0.075,0.093,-0.444,-0.105,0.443,-0.53
2,9,17,YCR001W,,0.061,0.314,0.075,-0.333,0.52,0.088
2,9,18,YBR272C,HSM3,-0.006,0.077,0.293,-0.052,0.252,0.422
2,9,19,YCL076W,,-0.282,0.261,0.017,-0.521,0.63,-0.478
2,9,20,YBR271W,,0.016,0.364,-0.417,-0.691,0.399,-0.182
2,9,21,YCL075W,,-0.165,0.697,-0.603,-0.563,0.456,-0.922
2,9,22,YBR270C,BIT2,0.027,0.275,-0.156,-0.077,-0.083,-0.927
2,9,23,YCL074W,,0.048,0.544,-1.328,-0.428,-0.009,-0.175
2,10,2,YDL038C,,0.049,0.246,-0.191,-0.31,0.553,0.263
2,10,3,YDL157C,,-0.383,-0.052,-0.062,-0.231,0.521,0.407
2,10,4,YDL037C,BSC1,0.101,0.27,-0.236,0.055,0.416,0.457
2,10,5,YDL156W,,0.102,0.128,-0.202,-0.536,0.457,-0.419
2,10,6,YDL036C,,-0.01,-0.639,0.235,-0.006,0.419,-0.288
2,10,7,YDL155W,CLB3,-0.02,-0.086,-0.912,-1.247,0.442,0.361
2,10,8,YDL035C,GPR1,0.015,0.697,-0.059,-0.197,-0.384,-0.206
2,10,9,YDL154W,MSH5,-0.15,0.168,0.34,-0.139,0.447,
2,10,10,YDL034W,,-0.05,0.111,-0.189,-0.001,0.487,
2,10,11,YDL149W,ATG9,0.016,0.124,-0.251,-0.189,0.549,0.918
2,10,12,YDL033C,SLM3,-0.94,0.897,2.957,2.42,2.812,-0.454
2,10,13,YDL146W,,0.148,0.395,-0.874,-0.841,0.171,-0.386
2,10,14,YDL027C,,-0.034,-0.275,0.024,-0.122,0.518,-0.352
2,10,15,YDL144C,,0.019,0.369,0.056,-0.412,0.326,-0.417
2,10,16,YDL026W,,-0.041,0.383,-0.695,-0.502,0.555,-0.457
2,10,17,YDL142C,CRD1,0.113,0.24,0.645,0.167,0.574,0.44
2,10,18,YDL025C,,0.156,-0.376,-1.366,-0.035,-0.449,-0.732
2,10,19,YDL138W,RGT2,-0.072,-0.058,-0.784,-0.426,0.351,-0.141
2,10,20,YDL024C,DIA3,0.029,0.217,-0.08,-0.312,0.503,-0.448
2,10,21,YDL137W,ARF2,-0.243,0.327,-1.241,-0.854,0.387,-0.388
2,10,22,YDL023C,SRF4,0.473,0.287,-0.813,-0.439,0.21,-0.665
2,10,23,YDL136W,RPL35B,-0.184,0.192,-0.76,0.246,0.743,0.442
2,11,2,YBR293W,VBA2,0.195,0.237,-0.223,0.094,0.47,0.178
2,11,3,YCR024C-A,PMP1,0.016,-0.304,-1.367,-0.644,0.449,0.167
2,11,4,YBR292C,,0.113,0.347,-0.013,-0.064,0.512,0.234
2,11,5,YCR023C,,-0.078,0.308,0.286,-0.105,-0.131,-0.176
2,11,6,YBR291C,CTP1,-0.123,-0.048,-0.03,-0.445,0.048,0.032
2,11,7,YCR022C,,-0.059,0.711,0.034,-0.279,-0.257,
2,11,8,YBR290W,BSD2,-0.164,-0.118,-0.719,-0.714,0.475,
2,11,9,YCR021C,HSP30,-0.103,0.189,-0.149,-0.1,0.543,
2,11,10,YBR289W,SNF5,0.073,-2.321,-1.943,-1.441,0.43,-4.603
2,11,11,YCR020C-A,MAK31,-0.042,0.05,-0.605,-0.951,0.182,-0.74
2,11,12,YBR288C,APM3,-0.064,-0.015,-0.575,-0.392,0.228,-0.236
2,11,13,YCR020C,PET18,-0.076,0.441,-0.799,-0.449,-0.353,-0.604
2,11,14,YBR287W,ZSP1,0.053,-0.012,0.324,0.097,0.481,0.557
2,11,15,YCR019W,MAK32,0.057,0.644,0.289,-0.233,0.437,-0.418
2,11,16,YBR286W,APE3,-0.057,-0.08,-0.347,-0.341,0.574,0.544
2,11,17,YCR017C,CWH43,-0.226,0.648,-0.51,-0.803,0.612,-1.006
2,11,18,YBR285W,,-0.03,0.275,-0.746,-0.21,0.287,0.279
2,11,19,YCR016W,,0.081,0.187,0.1,0.063,0.13,0.379
2,11,20,YBR284W,,-0.065,0.213,-0.272,-0.29,0.083,-0.349
2,11,21,YCR015C,,0.164,0.428,-0.396,-0.453,0.218,0.095
2,11,22,YBR283C,SSH1,0.027,0.019,0.535,0.054,0.195,-0.196
2,11,23,YCR014C,POL4,-0.157,0.457,-0.088,0.046,-0.133,0.021
2,12,2,YDL054C,MCH1,-0.273,0.247,0.522,-0.026,-0.182,0.546
2,12,3,YDL173W,,0.324,0.59,-0.99,-0.905,0.507,-0.996
2,12,4,YDL053C,PBP4,0.023,0.189,0.472,-0.079,-0.193,-0.091
2,12,5,YDL172C,,-0.064,0.133,-0.921,-1.013,0.695,-0.715
2,12,6,YDL042C,SIR2,0.016,0.183,-1.109,-0.9,-0.266,-1.664
2,12,7,YDL171C,GLT1,-0.175,-0.112,-0.362,-0.406,0.637,-0.261
2,12,8,YDL052C,SLC1,0.026,-0.129,-0.295,-0.061,0.469,
2,12,9,YDL170W,UGA3,-0.054,0.112,0.348,0.069,0.505,0.013
2,12,10,YDL051W,LHP1,-0.17,-0.171,-0.229,-0.054,0.533,0.043
2,12,11,YDL169C,UGX2,-0.121,0.302,-0.464,-0.53,0.55,-0.811
2,12,12,YDL048C,STP4,-0.098,-0.01,-0.295,-0.084,0.549,-0.308
2,12,13,YDL168W,SFA1,0.118,0.542,-0.024,-0.472,-0.232,0.386
2,12,14,YDL050C,,-0.056,-0.199,-0.76,-0.02,0.476,-0.272
2,12,15,YDL167C,NRP1,0.085,0.217,-0.935,-0.643,0.499,-0.358
2,12,16,YDL046W,NPC2,-0.051,0.271,-0.597,-0.143,0.265,-0.779
2,12,17,YDL162C,,0.029,0.223,-0.521,-0.321,0.124,-1.501
2,12,18,YDL041W,,0.066,-0.195,-1.049,-0.309,0.276,0.008
2,12,19,YDL161W,ENT1,0.082,0.805,-0.351,-0.412,0.458,0.613
2,12,20,YDL040C,NAT1,0.165,-0.279,-0.759,-0.327,0.299,0.877
2,12,21,YDL160C,DHH1,-0.156,0.459,-0.974,-0.638,0.255,-1.189
2,12,22,YDL039C,PRM7,-0.088,0.131,0.438,0.006,0.275,0.323
2,12,23,YDL159W,STE7,-0.037,0.852,0.028,-0.006,0.041,0.076
2,13,2,YCL006C,,-0.181,0.295,-0.207,-0.405,-0.142,0.17
2,13,3,YCR037C,PHO87,-0.301,-0.119,-0.445,-0.115,-0.425,-0.096
2,13,4,YCL002C,,-0.432,0.28,0.062,-0.12,0.078,-0.799
2,13,5,YCR036W,RBK1,-0.04,0.182,-0.534,-0.378,0.017,0.157
2,13,6,YCL001W-A,,-0.042,-0.21,0.428,-0.14,0.43,0.165
2,13,7,YCR034W,FEN1,0.15,-2.205,-5.286,-3.256,-0.283,-1.719
2,13,8,YCL001W,RER1,-0.097,0.803,-0.418,-0.569,-0.737,-0.616
2,13,9,YCR033W,SNT1,-0.262,0.572,-0.595,-0.441,0.183,-2.904
2,13,10,YBR301W,DAN3,-0.144,-0.402,0.363,-0.14,0.387,-0.108
2,13,11,YCR032W,BPH1,-0.232,0.011,-0.767,-0.772,0.609,-0.206
2,13,12,YBR300C,,-0.096,-0.014,-0.41,-0.057,0.548,-0.216
2,13,13,YCR031C,RPS14A,0.057,0.296,-0.036,0.16,0.438,-0.101
2,13,14,YBR298C,MAL31,0.131,0.023,0.012,-0.217,0.422,-0.237
2,13,15,YCR030C,SYP1,0.108,0.365,-0.25,-0.22,0.594,-0.448
2,13,16,YBR297W,MAL33,-0.116,0.493,-0.07,-0.303,0.393,0.794
2,13,17,YCR028C-A,RIM1,-0.43,0.897,-0.393,-0.259,0.28,-0.892
2,13,18,YBR296C,PHO89,0.115,0.148,0.144,-0.184,0.494,0.256
2,13,19,YCR027C,RHB1,0.034,0.014,-0.657,-0.074,-0.136,-0.364
2,13,20,YBR295W,PCA1,-0.028,0.015,-1.146,-0.2,0.529,0.355
2,13,21,YCR026C,NPP1,-0.13,-0.114,-0.45,-0.062,0.222,0.283
2,13,22,YBR294W,SUL1,-0.019,0.063,-0.703,0.128,0.144,0.773
2,13,23,YCR025C,,0.054,0.705,-0.628,-0.403,0.494,0.13
2,14,2,YDL077C,VAM6,-0.001,-0.141,-0.701,-0.61,0.036,-0.506
2,14,3,YDL184C,RPL41A,-0.044,0.354,-0.777,-0.861,-0.234,0.491
2,14,4,YDL076C,RXT3,-0.012,0.137,-0.526,-0.302,-0.643,-0.72
2,14,5,YDL183C,,0.047,0.326,-0.315,0.325,-0.953,0.136
2,14,6,YDL074C,BRE1,0.021,-2.364,-0.603,0.057,0.212,0.035
2,14,7,YDL182W,LYS20,0.199,-0.297,-0.47,-0.263,0.117,-0.902
2,14,8,YDL071C,,0.322,0.799,0.31,0.206,-0.698,0.653
2,14,9,YDL181W,INH1,0.153,-2.631,0.36,0.195,0.122,-0.012
2,14,10,YDL070W,BDF2,-0.071,0.354,-0.36,-0.113,-0.584,-0.434
2,14,11,YDL180W,,-0.078,-0.469,-0.183,0.028,-0.507,-0.137
2,14,12,YDL066W,IDP1,-0.115,0.226,-0.299,-0.076,0.498,-0.351
2,14,13,YDL179W,PCL9,-0.113,0.474,-0.683,-0.601,0.389,-1.132
2,14,14,YDL065C,PEX19,-0.227,0.009,0.087,-0.088,-0.121,0.185
2,14,15,YDL178W,DLD2,-0.014,-0.089,-0.264,-0.175,0.308,-0.364
2,14,16,YDL062W,,-0.905,0.897,2.407,-0.649,0.832,0.202
2,14,17,YDL177C,,-0.001,0.087,-0.628,-0.164,0.35,0.314
2,14,18,YDL061C,RPS29B,0.279,-1.473,-0.019,0.472,0.128,-0.37
2,14,19,YDL176W,,-0.091,-0.488,-0.281,-0.016,0.244,0.471
2,14,20,YDL059C,RAD59,-0.101,0.502,0.4,0.076,0.459,0.164
2,14,21,YDL175C,AIR2,-0.018,-0.048,-0.076,-0.01,-0.4,0.808
2,14,22,YDL056W,MBP1,-0.113,0.486,-0.006,-0.051,-0.017,-0.333
2,14,23,YDL174C,DLD1,-0.061,0.445,-1.005,-0.331,0.462,-0.467
2,15,2,YCL025C,AGP1,-0.224,0.362,-0.478,-0.312,-0.157,-0.45
2,15,3,YCR061W,,-0.247,0.384,-0.379,-0.197,-0.477,-0.897
2,15,4,YCL024W,KCC4,0.111,0.428,-0.321,-0.528,-0.276,-0.215
2,15,5,YCR060W,TAH1,0.028,0.124,0.017,-0.103,-0.413,-0.142
2,15,6,YCL023C,,0.198,0.298,-0.526,-0.583,-0.492,-0.723
2,15,7,YCR059C,YIH1,-0.028,0.005,0.299,-0.045,0.544,0.12
2,15,8,YCL022C,,-0.058,-0.071,0.015,-0.125,0.273,-0.02
2,15,9,YCR053W,THR4,-0.138,-0.436,0.257,-0.308,0.37,0.671
2,15,10,YCL016C,DCC1,0.027,-0.416,-1.18,-0.024,-0.249,-1.163
2,15,11,YCR051W,,-0.121,0.032,-0.724,-0.032,0.458,0.122
2,15,12,YCL014W,BUD3,-0.373,0.524,-0.473,-0.388,0.48,-0.001
2,15,13,YCR050C,,-0.038,0.167,-0.329,-0.308,0.337,
2,15,14,YCL013W,,-0.043,0.059,-0.387,-0.089,0.374,-0.419
2,15,15,YCR049C,,-0.04,0.09,0.154,-0.025,0.349,-0.63
2,15,16,YCL012W,,-0.009,0.269,0.626,0.002,-0.18,0.351
2,15,17,YCR048W,ARE1,0.029,0.49,-0.308,-0.529,0.502,0.842
2,15,18,YCL011C,GBP2,0.017,0.111,-0.649,-0.249,0.312,-2.063
2,15,19,YCR045C,,-0.033,0.164,-0.906,-0.142,0.432,-0.227
2,15,20,YCL010C,SGF29,-0.083,-0.406,-0.192,-0.248,-0.015,-2.1
2,15,21,YCR044C,PER1,-0.238,-0.288,-1.78,-0.725,0.138,0.106
2,15,22,YCL009C,ILV6,-0.025,0.44,-0.254,-0.214,0.1,-0.378
2,15,23,YCR043C,,-0.145,-0.28,-0.13,0.254,-0.117,-0.213
3,2,2,YDR199W,,0.055,-0.022,0.263,0.168,0.519,0.372
3,2,3,YDR316W,OMS1,-0.028,-0.32,0.37,-0.224,0.123,0.298
3,2,4,YDR198C,,0.216,0.055,0.223,-0.121,0.217,0.187
3,2,5,YDR315C,IPK1,0.189,0.154,-0.007,-0.08,0.21,0.153
3,2,6,YDR193W,,0.103,0.294,-1.049,-0.751,0.509,-0.012
3,2,7,YDR314C,,0.314,-0.47,-0.336,-1.093,0.462,0.188
3,2,8,YDR192C,NUP42,0.3,-0.249,0.256,-0.126,0.542,0.371
3,2,9,YDR313C,PIB1,0.202,0.059,-0.179,0.107,0.668,0.534
3,2,10,YDR191W,HST4,0.333,-0.423,-0.149,-0.235,0.519,0.276
3,2,11,YDR312W,SSF2,0.105,-0.231,-0.663,-0.789,0.614,0.213
3,2,12,YDR186C,,0.159,-0.282,0.612,-0.055,0.738,-0.254
3,2,13,YDR310C,SUM1,-0.067,-0.2,-0.177,-0.22,0.296,-0.321
3,2,14,YDR185C,,0.064,-0.546,0.075,-0.017,-0.013,0.475
3,2,15,YDR309C,GIC2,0.434,0.195,-0.251,-0.122,0.497,
3,2,16,YDR184C,ATC1,0.312,-1.096,-0.332,-0.142,0.234,-0.054
3,2,17,YDR307W,,0.134,-0.148,-0.512,-0.696,0.596,-0.746
3,2,18,YDR183W,PLP1,0.138,-0.115,-1.068,-0.605,0.523,-0.179
3,2,19,YDR306C,,0.286,0.056,-0.184,0.31,0.287,-0.376
3,2,20,YDR181C,SAS4,-0.066,-0.077,-0.518,-0.51,0.184,-1.201
3,2,21,YDR305C,HNT2,-0.22,-0.172,-0.525,-0.332,0.053,-0.669
3,2,22,YDR179W-A,,0.279,-0.084,0.162,0.007,-0.204,-0.327
3,2,23,YDR304C,CPR5,0.219,-0.233,0.721,-0.177,0.12,-0.419
3,3,2,YDL199C,,0.199,0.404,-0.337,-0.674,0.723,0.072
3,3,3,YDR090C,,0.019,-0.379,0.44,0.153,0.545,-0.399
3,3,4,YDL197C,ASF2,-0.178,-0.314,0.267,0.07,0.436,0.245
3,3,5,YDR089W,,0.275,-0.512,0.344,0.121,0.706,0.271
3,3,6,YDL194W,SNF3,0.16,0.064,-0.522,-0.688,0.693,0.138
3,3,7,YDR085C,AFR1,0.236,-0.266,0.408,0.182,0.75,0.426
3,3,8,YDL192W,ARF1,0.165,-0.807,-0.106,-0.483,0.25,-0.109
3,3,9,YDR084C,TVP23,0.274,-0.661,0.374,-0.049,0.318,0.214
3,3,10,YDL191W,RPL35A,0.126,-0.545,0.539,0.156,-0.242,0.167
3,3,11,YDR083W,RRP8,-0.357,0.326,0.257,-0.199,0.738,0.491
3,3,12,YDL190C,UFD2,0.009,-0.018,-0.939,-0.876,0.56,-0.918
3,3,13,YDR080W,VPS41,0.696,-1.085,-0.938,-0.658,0.726,-0.611
3,3,14,YDL189W,RBS1,-0.084,0.323,-0.709,-0.72,0.326,-0.732
