ORF	hom | cell cycle progression in G1 phase | YPD [standard] | Hoose SA~Polymenis M, 2012
YGR225W	0.411
YKL119C	0.412
YMR304C-A	0.412
YPL101W	0.412
YPL068C	0.413
YLR017W	0.414
YKL106W	0.414
YJL166W	0.414
YKR074W	0.415
YNL322C	0.415
YLR278C	0.415
YGR020C	0.415
YMR078C	0.416
YGR276C	0.416
YJR142W	0.416
YLR016C	0.417
YGR059W	0.418
YLR031W	0.418
YLL045C	0.419
YHR021C	0.419
YDR418W	0.420
YLR267W	0.420
YGR155W	0.420
YDR024W	0.420
YBR105C	0.421
YDR241W	0.422
YPL129W	0.422
YCR031C	0.423
YBR048W	0.424
YDL160C	0.425
YMR304W	0.425
YPL157W	0.427
YHL005C	0.428
YML026C	0.428
YGL014W	0.429
YDL157C	0.429
YGR214W	0.431
YML024W	0.431
YML131W	0.431
YPL226W	0.432
YOR295W	0.432
YLR373C	0.433
YBR255W	0.433
YGR027C	0.433
YOR183W	0.434
YCR063W	0.434
YEL054C	0.435
YGR183C	0.436
YAL068C	0.439
YPL234C	0.439
YBR267W	0.440
YPL090C	0.440
YHR039C-B	0.441
YLR264W	0.442
YPL178W	0.442
YGL250W	0.442
YLR263W	0.443
YBR084W	0.443
YPR131C	0.445
YHR060W	0.449
YDR161W	0.449
YMR086C-A	0.450
YGR056W	0.451
YOR312C	0.451
YLR034C	0.451
YGL015C	0.452
YBR266C	0.452
YGR112W	0.453
YMR216C	0.453
YLR388W	0.454
YPR013C	0.454
YDR378C	0.454
YHL033C	0.455
YPL193W	0.458
YNL003C	0.459
YLR447C	0.459
YDR083W	0.459
YOR309C	0.459
YJR055W	0.459
YBR189W	0.460
YPR191W	0.460
YEL013W	0.461
YNL248C	0.463
YDR433W	0.463
YOR125C	0.463
YJR055W	0.464
YDL083C	0.464
YOR199W	0.464
YDR450W	0.465
YGR174C	0.467
YCR028C-A	0.469
YML036W	0.470
YMR269W	0.473
YKL118W	0.473
YGR270W	0.475
YDL068W	0.476
YGR289C	0.478
YBR069C	0.478
YPL174C	0.480
YOR332W	0.480
YJR145C	0.482
YPL125W	0.482
YGR118W	0.483
YLR062C	0.483
YMR230W	0.485
YBR179C	0.488
YGR160W	0.490
YGR159C	0.490
YLR030W	0.491
YJL136C	0.493
YBR181C	0.494
YLR425W	0.494
YHR116W	0.495
YPR139C	0.497
YJL189W	0.498
YJL102W	0.499
YAL035W	0.500
YBR026C	0.502
YLR061W	0.502
YCL058C	0.505
YGL076C	0.508
YPR036W	0.515
YHR067W	0.516
YHR010W	0.516
YHL011C	0.517
YKL055C	0.517
YDR512C	0.519
YHR064C	0.520
YPR132W	0.523
YGR285C	0.525
YLR068W	0.527
YMR014W	0.528
YHR038W	0.528
YEL045C	0.528
YOR293W	0.533
YKL009W	0.534
YJL188C	0.537
YML110C	0.541
YDR174W	0.541
YDR375C	0.542
YLR048W	0.542
YDR226W	0.544
YMR060C	0.546
YIR026C	0.546
YMR063W	0.547
YDL069C	0.548
YEL024W	0.549
YFR001W	0.551
YLR035C	0.552
YEL027W	0.554
YOR096W	0.560
YER074W	0.566
YHL025W	0.567
YOR136W	0.570
YOR078W	0.573
YML063W	0.576
YGR165W	0.576
YDR140W	0.582
YDR463W	0.593
YGL218W	0.599
YPL271W	0.619
YER072W	0.645
YHR194W	0.654
YLR403W	0.703
YGL135W	0.716
