orf	hap a | abundance of a lysin-related metabolite | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of arginine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of biotin | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of N-acetyl ornithine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of leucine + isoleucine + citrulline | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glutamine + valine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of methionine + proline | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of threonine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of alanine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of serine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of asparagine + tyrosine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glycine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of lysine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of ornithine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glutamate | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of aspartic acid | minimal complete [standard] | Cooper SJ~Fields S, 2010
YLR112W	0.0	0.961659425		0.404234032	0.738100914	1.043184753	0.959215092	0.511793839	0.902677319	0.890465598	0.892631058	0.938389793	0.4354423795	0.736559002	3.538983099	
YLR113W	0.0	1.888544841	0.815533981	0.59360493	0.872983711	0.977174891	1.620728698	0.436497943	1.455164298	1.073943392	0.953282882	1.458285749	0.41125417350000004	0.735393561	4.797780995	1.690984171
YLR114C	3.516426867	0.353181661	0.643328126	1.005883157	1.146831904	0.642607344	2.06139685	1.143078989	0.94190513	0.60447797	1.223991229	0.690812476	3.0499380525	1.761777896	4.986048689	2.170414633
YLR118C	0.326145774	0.659215024	0.35890473	0.396950536	1.135865792	1.182604923	0.503677865	1.032346595	0.71451498	0.549636979	1.470308809	0.531328225	0.8572915615000001	0.817608988	2.14719997	0.646928617
YLR119W		1.061555671	4.648543689	2.490955659	1.09018673	1.353647321	0.11321616	6.364140015	0.526199845	0.389890312	0.388478769	0.505890139	0.38517470600000003	0.216772111	7.998910566	8.83964212
YLR120C		1.739332728	0.706796117	0.604530174	0.903297576	1.20076899	1.971101491	1.358599849	0.396935721	1.191608499	0.879323485	0.896372339	0.3085457965	0.632834712	5.339129313	2.281486579
YLR121C		1.450392322	1.318446602	0.53897871	0.854906635	1.288909326	1.50778404	1.041047595	0.387563787	1.111835545	0.8985171	0.883206871	0.34277717900000004	0.707422966	6.013531916	
YLR123C		2.208465729		0.651872899	0.912753278	1.071801745	1.560048095	0.518341308	0.450652908	1.366111836	1.348671352	1.243436504	0.5340443535	1.311121641	5.386089649	
YLR124W	0.0	1.02931068	0.842718447	0.608171923	0.769805324	0.973868039	1.259224341	1.087971124	0.387906662	1.064968935	0.882138548	0.831665461	0.45028500250000003	0.754040624	4.139031837	
YLR125W		0.096945723		0.506202977	1.008700834	0.669001683		0.4986989	0.451224368	0.542456087		1.938405184	0.21005938899999999	0.734228119	1.201401929	0.465244322
YLR126C		0.888212743		1.333982202	0.958438576	0.998158938	0.980864775		1.125517808	0.974711572	0.973142689	0.85766854	0.7943783259999999	0.707548573	2.263306509	3.658882402
YLR131C		0.438492667	4.314916009	1.197163515	0.646153846	0.638628888	0.458696357	0.0	0.532019251	0.088392961	0.489640625	0.517798932			0.891430185	0.940366972
YLR133W		0.502738392		4.24137931	0.883122847	0.92356343	0.608150922	1.799262272	0.329377961	0.382239832	0.800901849	0.576015439	0.164208427	0.211044661	0.19565156	2.051709758
YLR134W		0.434750198		0.0	0.663605052	0.692418846	0.403342814	1.346973249	0.345177112	0.439575807	0.597607106	0.447693138	0.435644782	0.451367193	14.54883524	
YLR135W		0.553261729	2.638737098		0.590585534	0.58483893	0.531394009	1.088320463	0.285758565	0.518412772	0.453170343	0.644481331	0.35779577949999997	0.67705079	0.113454751	1.5558799
YLR136C	17.48006932	2.433852614	4.563853471	1.869855395	1.035132032	1.044337109	1.667248704	2.392891616	0.782401454	0.922153595	0.618189344	1.356608603	0.9209592665	3.602398167	1.222532825	0.453085905
YLR137W	18.6169844	2.720775269	4.298320178	1.402391546	1.090241102	1.114619271	1.833678355	2.70384032	0.77106728	1.316338422	0.747099155	1.365218087	2.750452048	2.894849594	1.179697868	0.991659716
YLR138W		1.58244082	1.510220603		0.909299656	0.886519402	1.583480343	2.195015168	0.744620875	0.800314649	0.549581882	1.360708357	1.014273495		0.837018213	0.598415346
YLR139C		0.285473728	1.551825677	0.0	0.499212086	0.567351331	0.665051822		0.614197676	0.545641588	0.982819543	0.734051047	0.5150860715000001		0.455561167	0.134263215
YLR143W		0.612517495	2.124266343		0.733869116	0.736313482	0.646898401	1.266409266	0.509007443	0.642640718	0.576663775	0.710897346	0.554898165	1.091820643	1.589524213	1.709758132
YLR146C	7.194610778	1.409634661	2.419457583	1.967495306	0.90115915	1.048879038	0.741727551	0.973431654	1.214756282	1.006879529	0.984584131	0.969427094	1.151405176	1.18244739	1.805351485	2.278981979
YLR149C		1.040406499	2.68852459	0.969132369	0.850516648	0.972278864	1.200064804	1.975937672	0.770723821	0.929320592	0.801985125	1.535357879	0.8955293655000001	1.044244101	0.578850769	0.547122602
YLR150W		0.366762003		2.200500556	0.728817451	0.709418503	0.399283554	0.221904302	0.280950127	1.815639203	0.521777805	0.371437714	0.135771309	0.10979202	0.780290837	0.726647206
YLR151C		0.441611392	2.555757944		0.817451206	0.796954048	0.440614199	1.626827082	0.255877561	0.339237851	0.67235313	0.58749475	0.1942642905	0.206165015	0.979415502	1.547331109
YLR152C		0.490887239		3.922135706	0.724225029	0.724642076	0.485266057	1.05581219	0.333156019	0.518412772	0.357119896	0.396446213	0.3511642115	1.315064417	1.184328674	1.81234362
YLR165C	13.69378428	0.719859107	0.297861026	0.0	1.385630799	1.401922359	2.364997187	1.520243429	1.562516795	2.275704867	1.091949353	1.687760071	1.069740146	1.035725504	3.286872532	2.280788907
YLR168C	13.62888483	2.270865995	0.570550697	3.561571549	1.074177102	1.300482671	2.229813501	1.207863027	1.677664919	7.703740507	1.071931452	1.641361288	1.7196578869999999	1.30262412	2.171799871	1.316155064
YLR169W	0.0	1.43573943	0.839045143	0.494696339	0.894313222	1.016234732	1.167329991	0.626543017	1.074452801	5.560960136	1.02030877	1.127178974	0.9051525315	1.345692981	1.347268594	1.162013344
YLR170C		1.636682263	0.599917277	3.175510808	1.015859837	1.097816308	1.448014986	1.233220083	1.273345319	5.98364513	1.09603783	1.328323774	1.0823972695	1.329786326	1.449696212	1.24265782
YLR171W		1.66136992	0.952316237	3.232353442	0.941061436	1.055290118	1.633895933	1.068057431	1.346376302	1.10299481	0.533150682	2.59354099	1.1601418909999999	1.708145482	1.906824703	1.275231395
YLR172C		1.775328667	2.030489246	1.181364393	1.422134967	1.434286535	1.640940846	1.298419284	1.428852523	2.265745546	1.070596825	1.471759982	1.0857074525	1.227915227	2.701483767	2.134192163
YLR173W		0.959801514	2.129229791	0.199355241	0.955626342	0.905640405	1.086251033	1.044700337	0.849941897	5.278165659	0.945089529	0.986964757	0.8884901665	1.429812251	0.990729589	0.953094594
YLR174W		0.975361566		1.063227953	0.79208349	0.946540222	0.862017996	0.90949527	0.769236052	0.585110114	0.916395371	0.784190902	0.8036623585	0.743436074	0.915920516	1.080956655
YLR176C		0.500099989	1.225005909		0.918829757	0.806065277	0.326603038	0.683097692	0.302922268	1.444101557	0.823299711	0.225027282	0.9185151665	0.221706916	0.483277019	
YLR177W		1.131955574	0.553769794	2.325811148	0.976103411	1.114424118	0.972832931	1.07386395	1.116051752	0.649845701	0.913247153	0.770186271	1.037516237	1.198702747	1.429286574	1.481411771
YLR178C		0.896530294	1.581600095	0.557456323	0.847800787	0.875830421	0.729277256	0.859529933	0.685074913	0.629927058	0.835563652	0.5871872	0.7149764455000001	0.733379773	1.111816042	1.305963321
YLR179C		0.855908478	0.868411723	0.889715058	1.04608877	0.899766122	0.949338327	1.284381383	1.733544717	1.486428672	1.1648498	1.113546179	1.009714096	1.504861242	2.997754363	0.655243944
YLR180W		2.654718257	2.982805483	1.063227953	1.070788619	1.341362453	1.245089472	1.132417876	1.618463023	1.591001543	0.925201018	0.917872283	1.409604468	1.939317418	0.864346614	0.512675204
YLR181C		1.238710447	1.472568584	1.521006656	1.313937407	1.26904455	1.749514028	1.292776739	1.259259776	1.628348997	1.371626992	1.040511495	2.132306311	1.771677946	3.029182875	0.494873396
YLR182W		2.032477873	1.736823446	0.391326955	1.221430435	1.127954905	1.141294338	0.914176833	1.687512176	2.21096928	0.890116012	0.748855205	2.984184178	1.768407827	5.116709923	0.411594203
YLR183C		1.404250572	1.862680217	3.436051582	0.968990278	1.10287829	1.412843537	1.302314671	1.276490645	0.91874737	1.597161823	1.252030679	1.331928864	1.031946463	1.891972866	1.731087862
YLR184W		0.667713431	5.024370072	0.0	0.991243581	0.736668809	1.076828474	0.835363341	0.9398864	0.283840651	0.822503227	0.967332032	0.739330447	0.710203162	1.26345814	1.62767586
YLR185W		0.486308426	3.424517071	0.568531614	1.132477965	0.965586958	0.582767693	0.768001789	0.930563447	0.729520269	0.624338491	0.677541477	0.1913368	2.980296432	1.200592308	1.364905744
YLR187W		0.250838796		1.831114809	0.771940506	0.679455357	0.39826417	0.679362001	0.361478018	1.369406649	0.761859434	0.498248216	0.8345702355	0.470963212	0.604965477	0.731723027
YLR188W		0.760782988	1.721038664	1.37702787	0.8345462299999999	0.800116814	0.912530255	0.890831792	0.694011112	0.751928742	0.44703239	1.39007882	1.2163734215	0.526879391	1.018544681	1.104833013
YLR189C		0.998025901	0.285275349	0.450395175	0.916182437	0.826348562	1.092067424	1.260789863	0.818725008	0.786786366	0.889634469	0.720303413	1.0551601874999998	0.893919894	1.090170245	1.234025692
YLR190W		1.095860015	0.38176554	0.65344218	0.976701987	1.252507291	1.081652277	0.581967213	1.516550148	1.190138869	1.183644104	0.510276524	1.0736544095	2.182765096	1.984477115	0.759574351
YLR191W		0.356012295	0.427913023	0.863872712	0.822226916	0.989542365	0.397933934	0.74607076	0.847444639	1.498877823	0.913156116	0.56757293	0.8670035365	0.308290682	0.491389583	
YLR192C		0.599099603	0.583151779	0.0	1.143486747	0.864426977	0.683986773	0.494030147	0.83980442	0.457893156	0.957161868	0.647311116	1.180663459	0.42265458	1.14301445	1.743028822
YLR193C	0.961627369	1.82409533		0.734660982	1.298198161	1.295874158	1.790442722	1.482348461	1.712434394	1.854923552	1.106667435	1.110692957	0.7982515675	1.412547313	4.200877756	4.258612007
YLR194C		1.596403393	3.85290698	0.926632696	0.832056308	1.072803773	1.064745882	1.567832529	1.58575867	1.528755786	1.981470755	1.430567577	1.9264365575000002	1.685759687	3.899783734	0.706079739
YLR199C		0.994593987		6.21399177	1.156008254	0.884515677	1.281151201	1.303465574	1.184309455	0.0	1.143058641	1.092648799	1.0008675340000002	1.424003411	1.669440072	1.26654381
YLR200W		1.591275044	1.199834554	0.694051581	1.106742131	0.860250031	0.896919971	1.027314888	0.872803429	1.573572731	0.986500446	0.34402853	1.8229311105	1.697566564	4.05744087	3.582393988
YLR201C		0.451309089	1.291519435	0.0	0.686735536	0.869420951	0.555546028		0.719101051	0.525432641	0.702434484	0.799498354	0.492291504		0.518565712	0.404359975
YLR202C		0.624646526	1.491755006	0.0	0.62295205	0.843669414	0.72991715		0.813856044	0.632695517	0.711633469	0.764047729	0.4946408585		0.489374927	
YLR203C		0.748233354	0.971142521		0.769228845	1.137359566	0.714611848	7.792212799	0.817385916	0.47257847	0.878319075	0.94080504	0.5199846365		0.786698263	0.13818904
YLR204W		1.189744743			1.336545597	1.148825856	0.904342024	1.101745095	1.257939903		0.352339645	2.223365399	0.8347520135	2.400341079	1.167528671	1.082258335
YLR205C		1.118302875	0.545379343	0.649750416	1.074959943	0.963744125	0.965213206	0.962483612	1.080527597		0.530553411	2.030483713	0.652435077	0.423079766	1.742026391	1.451921275
YLR206W		0.813491207	0.583136374	0.65344218	0.980199006	0.920301824	0.945424943	1.090878209	0.825577924		0.963831046	0.829555318	0.6594586065000001	0.574921202	1.368327163	1.171795294
YLR207W		0.7737938600000001		0.94139975	0.909527041	0.820242998	0.767813847	1.049911705	0.76620874	0.63988638	0.911164117	0.810945945	1.6343515665	0.314850058	0.751283107	0.992087424
YLR209C		0.691190485		0.967242097	0.946015317	0.756908487	0.899906269	1.084475479	0.679877048	0.674744003	0.443622315	0.838062317	0.6661140895	0.804986928	0.822739452	1.217617172
YLR210W		0.673636263	0.797092886	0.974625624	0.849575666	0.815990207	0.893287379	0.768484903	0.634430807	1.085565998	0.659714973	0.832638015	0.955346734	0.738585762	1.445195305	1.692109501
YLR211C		0.900743028	0.247518317	0.43562812	0.880450764	0.934540168	0.988458836	0.919714148	0.941932231	0.754418572	0.774144213	0.860146654	0.8294433535	0.935349689	1.379536554	1.43940095
YLR213C		0.530074436	0.461474829		1.100566607	1.021463087	0.62117322	0.976616231	0.499798688	2.076518446	1.091332919	0.610576496	0.854135223	0.670368249	1.045361801	1.333870102
YLR214W	4.023765996	2.102129796	2.057910954	0.897098586	1.152956437	1.163446869	1.813817439	1.279937721	1.080899251	1.488918502	0.944479244	1.199893677	0.9276478565	1.623273227	4.147926421	2.254882846
YLR216C		0.78179972	1.416430595	0.424552829	0.89695319	0.830581741	1.171312511	0.90421161	0.832379759		0.977800076	1.218044938	0.6474783445	0.669264486	1.444411562	1.453762925
YLR217W		0.908715835	0.306251477	3.105747751	0.860010829	0.780097725	1.219250996	1.177324963	0.772931312		0.971557716	1.209976807	0.8808058460000001	0.827180634	1.331040499	1.58255786
YLR218C		0.874251368	1.68613592	0.524230449	1.0464664	0.896080791	0.824269443	1.249773723	0.865154611		1.273115068	0.880454904	0.860484932	0.688945285	1.47668963	0.965576349
YLR219W		0.928703585	1.987327114	0.56483985	1.007539048	0.821878631	0.916005743	1.137678604	0.894197423		1.125818851	0.905888973	0.7270335864999999	0.567816732	1.493761997	1.134938199
YLR220W		0.635773803	0.688017017	0.952475042	0.86325004	0.826719862	0.54786091	0.804240798	0.62474836		0.835971768	0.751079527	0.95995352	0.529997598	1.453307869	2.172302738
YLR221C		0.710446987	0.956511463		1.015432597	0.872589134	0.662452674	0.866680196	0.668549906		1.031428649	0.849320433	0.9559431679999999	0.585096358	1.602810832	1.768330649
YLR224W		0.691323547	0.516012763	0.0	0.865673224	0.705453548	0.837554067	1.005126201	0.59588228		0.904806407	0.660350975	0.6939452205000001	0.488831003	1.486541744	0.781597009
YLR225C		0.592933277	0.310446703	0.0	0.987797292	0.85345601	0.610880339	1.044754688	0.614506921		1.082405124	0.606441767	0.818749709	0.794219601	0.816532721	1.004135286
YLR227C		0.616316706		1.181364393	0.886187701	0.911215889	0.4217109	0.919513533	0.862198844	0.756908402	1.074052841	0.729948465	0.8716815015	0.631011992	1.376817981	1.775952764
YLR228C	0.926584373	1.006756859	0.60076322	0.420005001	0.897552952	0.998631121	1.030101463	0.466884969	1.102813369	0.851975297	0.942831506	0.804349471	0.8227803555	0.408635579	3.217533636	1.569795097
YLR231C	0.595174203	1.040833887	0.418923012	0.385796449	0.927351995	1.059698239	1.045721274	0.396957854	1.025772252	0.836471511	1.078805458	0.705807634	0.799444272	0.591917098	3.007548635	1.406761981
YLR232W	0.802518002	1.794774275	0.21636683	6.985966492	1.244201267	1.25750506	1.755742791	1.082708355	1.110463063	1.257114228	1.817549313	1.121378038	0.88991212	0.804697755	2.699021224	1.262790331
YLR233C	1.81039604	0.240384232	7.971014493	0.497328152	0.675040456	0.845649581	0.661407263	0.31327724	0.936337392	0.39922657	0.625905754	0.654883738	0.2512601775	0.526788953	0.762357815	0.774930418
YLR234W	0.193069307	1.248812697	12.02898551	0.660553801	0.774213279	1.360810143	1.19495594	0.755341866	1.364557378	1.102627282	0.781279298	0.790156372	0.6745915849999999	1.186127243	1.317798285	1.135573581
YLR235C	5.428571429	0.808858725		0.571289774	0.615865961	0.937531812	0.862321704	0.593696565	1.129341506	0.698961673	0.667338191	0.783264422	0.599832244	1.01800383	1.13440761	0.630359212
YLR236C	0.868800036	0.825783037	0.729662608	0.448512128	0.890645563	0.890303109	1.096183226	1.323735057	0.679425138	0.818233057	1.051175594	0.666269027	0.613929457	0.326908463	2.946561532	0.321736355
YLR237W	44.39469914	0.525755219		0.0	0.902314723	0.915347028	0.612947313		0.835762755	0.630651379	0.900834293	0.465897693	0.12961959	0.154656007	2.92187844	6.019796954
YLR238W	0.5	0.482860936		0.100725181	0.630475529	0.696948365	0.745187326	0.43412144	0.884574786	0.521434816	0.631917753	0.450456654	0.5356636315000001	0.457962003	0.96145594	0.225662305
YLR239C		0.407018841		0.0	0.46812314	1.667555595	0.473135463	1.344251411	1.119756944	0.784394054	0.459781157	2.785307672	0.6696847484999999	0.069216926	0.558005384	0.242371982
YLR240W	2.358415842	0.316672391	3.972257251	2.88705368	1.147049599	0.438603541	2.533968953		0.710396552	0.697452229	1.20896959	0.52582214	1.5088836644999999	1.522742811	1.526663505	1.203502255
YLR241W	0.889194508	0.800839792	0.87927797	6.459714929	1.155823958	1.358072206	0.969412841	0.64007555	0.912978986	0.804738567	1.241572389	0.562297405	1.6746500420000001	0.790955405	1.810518102	0.815234924
YLR242C	0.941584158	0.981148634		0.902604576	0.750495577	0.897998128	1.348108652	0.776309537	1.131485511	1.132410092	0.658001635	1.371100179	0.28279714349999996	1.183416255	1.156896049	1.252720907
YLR244C		0.569113623		0.400412922	0.64947326	1.273543353	0.767758254	1.321431972	1.041138322	0.78977065	0.62114936	0.953343164	0.298270731	0.686054115	0.420344681	4.389339513
YLR246W		0.893440241		0.0	1.392664256	1.188581851	0.652190891	0.784767455	0.926530415	1.174085015	1.150313118	0.601805416	2.8384770440000002		2.364705882	3.491708968
YLR247C	1.0	1.064907873			0.904217094	1.255447942	1.149344605	0.869546847	1.00628348	0.602244389	0.883039053	0.601062325	1.367892081	1.137409326	1.08884726	0.929460581
YLR248W	3.184936715	1.237184645		7.107776944	0.933675542	1.158098147	1.260536417	1.277002115	0.516036713	1.17866005	0.990143091	1.145118497	0.4772724065		14.82644044	
YLR250W	0.675052552	0.965890724		0.4048012	0.869105516	1.089722745	0.814688704	1.202146572	0.794462733	0.727331709	0.962836775	0.788465102	1.106291552	0.545492228	3.235169639	57.40667343
YLR251W	0.795719844	0.82028127		0.383895974	0.750339969	0.999461034	0.87748418	1.350996086	1.262619519	0.913874416	1.007941005	0.899472175	0.883888989	0.379136442	2.41156376	4.987698555
YLR252W	0.714141956	0.408946767		0.427606902	0.858125801	1.093090685	0.692401518	1.452234583	1.302923414	0.774617255	1.137432956	1.057777061	0.8776490285	0.527599309	2.703568858	54.39317866
YLR253W	0.936781609	0.890439052	0.121994064	0.385796449	0.996946584	0.938638098	0.79775474	1.197830769	0.696218167	0.608250363	1.009812722	0.696252034	0.8359102565000001	0.614162349	3.386770182	0.335142036
YLR254C	0.933382531	0.802844576	2.5006227	3.901935484	0.827886709	0.92872956	0.965747288	1.493257161	1.140897601	0.855954957	0.980413122	0.919799619	0.6609440195	0.646079447	3.277250231	1.489570023
YLR255C	0.770226754	0.785830554	2.139410188	0.338284571	0.88144335	0.965586432	1.168957267	1.667651374	0.808351951	0.541669331	1.081024999	0.552390219	0.9356070405	0.689602763	2.52335703	1.377366163
YLR257W	0.5	1.366556668	0.771094554	0.0	1.194176031	1.533011033	0.395976358	2.085256422	1.555483775	0.357128013	0.965993625	0.523004741	1.7525702925	1.030535406	4.043923726	1.114905841
YLR258W		1.745688218	0.93578289	1.851260722	0.932406848	0.979417645	2.340479686	0.682803339	1.358345388	1.732190348	0.861726723	1.079370408	0.7435108699999999	0.888772085	4.745509352	4.022379633
YLR260W	3.201288245	1.181862213	1.430645522		1.393736459	1.014136293	2.768215753	1.027868308	1.686340334	1.438763683	0.99321552	2.421985045	1.7873331559999999	0.892013889	1.011083841	1.287336353
YLR261C	1.716233933	0.584644973	3.598910609	0.353154662	1.067971695	1.029875879	1.972681088	0.494277424	1.225394423	1.112113586	1.182977462	0.714960535	1.6844775644999999	0.73845774	4.995014994	3.806731003
YLR262C	0.243385637	0.249497023	1.987339579	0.217755444	0.870894505	0.915108597	1.595664203	0.585206393	0.938381514	0.923679614	1.250114262	0.399652689	0.4854565435	1.150442137	0.632127213	2.692723374
YLR262C-A		1.799306038	0.325702806	1.696995836	1.362054003	1.334524503	0.466024268	8.402799878	1.674776745	1.012821521	1.995895515	1.781856545	0.7133973875	1.294182821	4.27920391	4.302495977
YLR263W	0.329787539	0.991262806	2.253664058	0.221943049	0.938178917	0.894453288	1.579961658	0.492669146	1.011841782	1.188037165	0.828355227	0.899457935	0.69153423	0.845138192	1.012100353	0.527661478
YLR264W	1.173118772	0.97164386	1.391543609	3.523687338	1.193731819	1.183907625	1.826566907	0.565935141	1.38786883	1.623244971	1.209221192	1.109065708	1.6868973195	1.548950506	3.783149912	2.841742933
YLR265C	1.511701254	1.5086195	0.682488273	0.287548855	1.058848429	1.036292763	0.869325326	0.549494967	1.157170644	1.354628295	0.943872407	0.99730811	0.8798280395	1.221467967	5.233466997	4.86074621
YLR266C	1.258571008	0.955957639	3.260808914	0.258235623	0.990661024	1.089637322	0.486622335	0.433162862	0.963698161	1.376188619	1.015416675	0.692776225	1.340456517	1.051359899	4.568128991	4.69487158
YLR267W	1.552197524	1.526940293	0.497207952	0.29173646	1.027653117	1.158927995	0.656660339	0.514827642	1.049715034	1.555647803	1.053926369	0.831176168	1.011711202	1.229508281	5.1254786	3.578463359
YLR268W		2.125427975	0.820862184	3.458868543	1.739610006	1.264494923	0.889634817	1.125437171	1.313194597	2.446980039	0.930113793	0.681332186	0.43084726800000006	0.785069444	1.484443037	1.490599988
YLR269C	1.112272363	0.362141725	4.839010733	0.750977108	1.233101769	1.110396045	0.377669544	1.686671184	0.662870782	0.790129087	1.420634307	0.623782875	1.3397823825	0.670471154	7.253311041	1.964964554
YLR271W	2.307715103	1.137052822	4.036453414	1.251061035	0.938627509	1.147938703	0.948765287	0.519652476	1.517319819	1.352628866	0.728952125	1.042490495	0.87706505	1.130153554	6.785992018	6.750100976
YLR273C	1.878787182	0.962211718	2.882528329	1.352249236	0.958028367	1.156377459	0.726068534	0.528766051	1.325476301	1.30762462	0.895586685	0.924678496	0.8165909255000001	0.919852303	0.608922422	5.675163396
YLR278C	1.678846799	1.223259933	0.452646862	1.903481224	0.906172772	1.239150925	0.756928303	1.560525372	1.167066459	1.217045975	0.765086807	1.012526608	1.1527134905	1.229058927	6.041984023	5.209839221
YLR279W	0.612114878	1.034052582	0.462028144	0.406197655	0.952137099	1.062297098	0.710651267	1.474740109	0.899042546	1.129911836	0.855357772	0.921359737	0.674262314	1.123109849	5.644331424	5.08757476
YLR280C	0.147248311	1.098514811	1.208158441	0.195421552	0.871971064	0.931900033	1.779411582	0.519831173	1.178458332	1.169902543	0.755575349	1.085129936	0.8929264585	1.146604545	1.292584462	0.679931707
YLR281C	0.542749971	1.240460432	6.460020214	0.265214964	0.881223267	1.001977006	1.616367881	0.456036148	1.152971065	1.246969877	0.806806674	0.986271743	0.7358595295	1.162391709	6.560314689	6.130488832
YLR282C	0.5439669	1.193605585	1.291192236	0.224734785	0.898131877	0.929557821	1.626089863	0.509824111	1.114391455	1.231362109	0.844177456	1.151281995	0.785432846	1.322628245	6.550467712	1.38192956
YLR283W	1.545979252	1.369430188	1.176806253	0.249860413	0.925790946	1.018256661	1.651843187	0.487129522	1.152802647	1.289888348	0.872225031	1.022188371	0.7779916585	1.388391107	7.064125615	0.342681641
YLR284C	0.63767037	1.149356727	0.670761671	0.254048018	1.009720861	1.029210232	1.341913015	0.49820877	1.042998795	1.225536068	1.007017654	0.924589201	0.723390993	1.054825886	6.716693182	0.278836012
YLR285W	1.35958523	1.813130247	1.599366873	0.304299274	0.951320594	1.180455057	0.801725289	0.540917484	1.221631587	1.431856751	0.906875026	0.913296258	0.860390481	1.434236603	6.2222279	0.544642303
YLR286C	16.65419162	4.089368598	0.763326457	4.794092094	1.646841131	2.822831681	0.720101803	1.986827123	2.128709272	1.0	2.326014975	2.657760314	0.37995351250000003	1.178260639	1.991392452	1.705295089
YLR287C	0.440528004	0.786896484	0.394013849	0.336404243	0.85366508	0.870395799	0.770330543	0.267510233	0.916440436	0.857077878	0.779911262	0.670334818	0.640083231	0.980632404	6.067070823	1.388574951
YLR287C-A	2.129332604	0.875583779	2.034452416	3.110634479	1.132743077	1.131872783	0.712854597	0.511611086	1.281049871	1.154649952	0.975949078	1.151410803	1.312514278	1.409372449	6.31550904	6.855449878
YLR288C	1.404176006	0.981314585	0.785682377	0.35455053	0.988753138	0.908859949	1.394029762	0.468366279	1.081393129	1.156175811	0.84559603	1.051299501	0.8891144015	1.085416295	6.417033845	1.808201984
YLR289W	1.546681052	1.049469867	0.682488273	0.279173646	1.004036591	0.959608605	0.818666488	0.532697397	1.128740532	1.044007354	0.869163729	1.118048958	0.8454266785	1.199697911	7.090478569	6.467318637
YLR290C	0.916346925	0.23550677	1.823072658	0.35455053	0.633653552	0.68068236	1.130216565	0.215687943	0.965077239	0.868466247	0.590140353	0.824266408	0.6430474895	1.065263268	6.510666448	5.711856743
YLR292C	2.017666934	1.482353052		0.569514238	0.989593344	0.968743612	1.306217097		1.362012171	1.206064964	0.865355196	1.284948371	0.8594747915	1.452371389	13.69435156	
YLR294C		0.27176618			0.924955682	0.640269634	0.395161757	0.117940383	0.452175401	3.076574372	1.075559029	0.57412957	1.5415301035	0.167708333	0.475259283	1.058013278
YLR295C	1.758454106	1.272450939	0.853696672		1.025802639	0.906171223	0.670524915	1.202277117	1.320379111	1.0298519	1.1165893	1.546099961	0.8184824875000001	1.11724537	1.32982345	1.803313272
YLR296W	0.396718589	0.879628446	0.394013849	0.293132328	0.823811466	0.909580838	0.589862997	1.258825783	0.731374594	0.916069564	0.884337208	0.812149083	0.7525465455	0.788301481	5.371921884	0.15505367
YLR297W	0.520845264	1.019027449		0.385259631	0.814412739	0.868112708	0.920323823	1.214155554	0.756851286	0.866060345	0.788109987	0.822072816	0.629252111	1.01297799	6.659480745	2.25330422
YLR299W	1.490062779	1.36412763	1.676799765	0.312674484	1.010808031	1.126664322	1.664501367	0.525728193	1.171452605	1.340304039	1.07177332	0.909237888	0.7390071765	1.207683656	6.157605146	0.363529193
YLR300W	1.465484503	1.346858971	1.50896882	0.397822446	1.082398382	1.103749976	1.622727971	0.485878639	1.073704373	1.306279131	1.084597917	0.763889192	0.8592498555	1.176345557	6.504027242	0.508159087
YLR303W	0.40280323	0.616619	1.943790766	0.422948074	1.240894662	1.012450703	0.547596371	0.61632785	1.053283779	1.10492325	1.230355843	0.735738561	0.8833622685	0.352430556	6.544495502	
YLR304C	0.0	0.170154489	1.036631673	2.364580486	3.249556825	0.314034623	0.202789513	0.684054222	1.528056493	1.176973599	1.298537328	2.664977642	3.524705448	0.524189815	0.336790436	2.496494385
YLR306W	1.714226461	0.986305247	1.573324607	1.186116425	0.874356033	0.905758325	0.549047099	1.048421595	1.161957272	0.880822678	1.011176045	0.892888818	1.897435936	0.771296296	4.549955406	3.861273552
YLR307W	0.582908602	1.079819875	0.644963145	0.242881072	0.852020297	0.912684059	0.892470162	1.139984787	0.993771331	0.989730002	0.833239404	1.150380329	0.797708893	1.184425653	6.640842663	6.679730931
YLR308W	0.593860955	0.969032618		0.480178671	0.778241516	0.896297669	1.225853239	1.186719582	1.013712643	0.972007857	0.823059104	1.262930641	0.7539554015000001	1.369392286	10.49542683	8.488646871
