ORF	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011
YKL167C	0.284	2.756	0.990	-0.102	-0.009	-0.762	1.382	-0.542	-0.187	0.912	-0.478	0.358
YKL168C	-0.042	-0.874	-1.002	0.492	0.509	-0.667	3.873	-3.002	-1.233	-0.442	-1.046	3.671
YKL169C	NaN	NaN	NaN	NaN	NaN	NaN	0.000	0.201	0.778	0.660	0.105	-0.344
YKL170W	NaN	NaN	NaN	NaN	NaN	NaN	-0.271	-0.306	0.335	-0.549	0.287	-0.088
YKL171W	-0.187	0.221	-1.085	0.081	-0.153	1.083	NaN	NaN	NaN	NaN	NaN	NaN
YKL172W	NaN	NaN	NaN	NaN	NaN	NaN	0.674	-1.020	0.158	0.929	-0.797	-1.572
YKL173W	NaN	NaN	NaN	NaN	NaN	NaN	0.146	-0.426	0.338	-0.287	0.191	-0.793
YKL174C	-0.552	-0.341	-0.368	1.798	-0.409	1.732	-0.678	0.213	0.160	0.756	-1.213	1.039
YKL175W	-0.808	-0.658	-0.604	0.356	-0.167	-0.139	0.140	0.452	0.819	-0.291	-0.403	-1.444
YKL176C	-1.746	NaN	NaN	1.331	0.855	NaN	1.437	-1.829	-1.391	-0.273	-0.875	-0.243
YKL177W	NaN	NaN	NaN	NaN	NaN	NaN	-2.098	-1.829	-1.492	-0.107	0.057	-0.042
YKL178C	NaN	NaN	NaN	NaN	NaN	NaN	-0.575	0.967	0.819	0.486	-0.065	-0.089
YKL179C	0.503	-1.542	-0.362	-0.243	0.629	0.478	-0.096	0.157	0.354	-0.885	-1.066	0.742
YKL180W	NaN	NaN	NaN	NaN	NaN	NaN	-1.144	1.048	-0.070	0.217	0.748	-0.826
YKL181W	NaN	NaN	NaN	NaN	NaN	NaN	-0.540	0.389	0.293	0.444	-0.105	0.495
YKL182W	NaN	NaN	NaN	NaN	NaN	NaN	0.104	-0.265	-0.432	1.653	-0.225	-0.368
YKL183W	0.476	0.121	-0.661	-0.582	0.040	0.101	-0.748	0.107	-0.059	-0.578	-0.931	0.483
YKL184W	-0.351	-0.278	-1.625	-0.174	-0.609	-0.678	1.156	-0.134	-0.205	-1.015	1.195	0.105
YKL185W	-0.128	0.219	-0.028	0.404	1.267	0.342	-0.041	-1.105	0.208	0.281	0.574	-0.017
YKL186C	NaN	NaN	NaN	NaN	NaN	NaN	1.869	0.767	-0.235	-0.989	0.195	1.101
YKL187C	NaN	NaN	NaN	NaN	NaN	NaN	-1.506	-0.426	-0.861	-1.439	1.428	0.829
YKL188C	-0.175	-0.804	0.406	0.954	-0.416	-0.355	NaN	NaN	NaN	NaN	NaN	NaN
YKL189W	NaN	NaN	NaN	NaN	NaN	NaN	-0.146	0.291	-0.353	0.351	-0.628	-0.207
YKL190W	-1.053	-0.331	-0.414	-1.589	0.008	-1.881	0.081	-0.048	-0.911	0.041	0.331	-0.045
YKL191W	0.899	1.731	1.519	-1.536	-1.070	0.027	0.031	-0.414	-0.604	-0.480	-0.260	0.377
YKL192C	NaN	NaN	NaN	NaN	NaN	NaN	-0.516	-0.434	-0.455	-1.270	0.082	0.952
YKL193C	NaN	NaN	NaN	NaN	NaN	NaN	-0.809	-0.508	-0.265	-0.763	0.195	-1.021
YKL194C	NaN	NaN	NaN	NaN	NaN	NaN	-0.270	-0.592	0.188	0.034	-0.408	-0.442
YKL195W	NaN	NaN	NaN	NaN	NaN	NaN	-0.104	-0.363	-0.397	-0.240	-0.093	-0.055
YKL196C	NaN	NaN	NaN	NaN	NaN	NaN	-0.007	0.147	0.634	-0.203	0.187	-0.043
YKL197C	1.520	0.952	0.765	NaN	1.292	-0.192	-0.641	-0.820	-0.533	-0.159	-0.882	0.216
YKL198C	-0.372	-0.186	0.135	0.079	-0.162	0.571	-0.267	-0.637	-0.438	0.209	-0.149	-0.568
YKL201C	0.080	-1.488	-0.292	0.480	0.054	1.112	0.146	-0.517	0.471	0.718	-0.562	0.260
YKL202W	-0.698	-0.190	0.071	-0.259	-0.021	0.592	0.407	-0.262	0.286	-0.278	0.240	-0.189
YKL203C	NaN	NaN	NaN	NaN	NaN	NaN	0.562	0.362	0.499	-0.643	-0.009	0.277
YKL204W	NaN	NaN	NaN	NaN	NaN	NaN	-0.164	-0.344	0.719	0.229	-0.858	0.059
YKL205W	-0.523	-0.028	-1.741	-0.115	-1.352	0.045	-0.029	0.043	-0.253	-0.080	0.157	-0.051
YKL206C	-1.086	-2.272	-0.909	0.187	-1.082	0.217	-0.074	-0.146	-0.982	0.733	-0.204	-0.584
YKL207W	-0.432	-0.418	-0.877	-0.042	-1.146	-0.648	0.182	0.138	0.170	-0.348	0.713	0.664
YKL208W	NaN	NaN	NaN	NaN	NaN	NaN	-0.523	0.200	-0.090	0.710	-0.086	-0.498
YKL209C	NaN	NaN	NaN	NaN	NaN	NaN	-0.228	-0.373	-0.227	-0.012	0.042	0.092
YKL210W	NaN	NaN	NaN	NaN	NaN	NaN	0.582	0.802	0.201	0.190	0.665	1.140
YKL211C	NaN	NaN	NaN	NaN	NaN	NaN	0.366	0.965	0.652	0.109	0.294	1.204
YKL212W	NaN	NaN	NaN	NaN	NaN	NaN	0.472	-0.248	0.331	-0.094	0.182	-0.397
YKL213C	-0.814	-3.214	-4.994	-7.281	-4.080	NaN	-0.276	-0.079	0.589	-0.265	-0.260	0.787
YKL214C	-0.854	-0.977	-1.798	0.164	0.279	-0.263	NaN	NaN	NaN	NaN	NaN	NaN
YKL215C	-0.530	0.016	-0.429	0.552	0.179	0.364	0.212	-0.172	-0.565	-0.505	-0.740	0.059
YKL216W	-0.341	-1.960	-2.067	0.682	-0.482	-0.044	0.429	-0.299	0.183	0.898	0.984	0.223
YKL217W	-0.263	-0.757	-0.407	0.131	-0.044	-0.143	-0.243	-0.015	0.406	0.699	-0.525	-0.138
YKL218C	0.231	-0.277	0.027	0.699	-0.145	0.019	-0.028	0.426	0.370	0.521	0.478	-0.336
YKL220C	-0.302	-0.290	-0.507	0.130	-0.023	-0.023	-0.396	0.719	0.286	0.634	0.074	0.047
YKL221W	-0.417	0.219	-1.014	0.560	-0.333	0.930	-0.294	-0.042	-0.397	0.245	-0.281	0.381
YKL222C	-0.731	-0.359	0.212	-0.075	-1.194	0.103	-0.112	0.620	-0.325	-0.955	0.099	-0.361
YKR001C	NaN	NaN	NaN	NaN	NaN	NaN	-0.089	0.638	-1.775	0.177	-0.698	-0.453
YKR002W	NaN	NaN	NaN	NaN	NaN	NaN	-0.305	0.114	0.506	0.187	-0.499	-0.269
YKR003W	0.004	0.165	-0.582	0.175	0.077	0.160	-0.785	-0.789	-0.167	0.428	-0.053	-0.420
YKR004C	NaN	NaN	NaN	NaN	NaN	NaN	0.211	0.945	0.440	-0.137	0.290	0.658
YKR005C	-0.842	0.120	-0.266	0.406	0.120	-0.171	-0.822	-0.171	-0.366	0.034	-0.427	-0.608
YKR006C	0.468	-1.202	0.123	1.321	-0.931	-0.091	0.659	0.286	-0.324	-0.110	-0.789	-0.038
YKR007W	NaN	NaN	NaN	NaN	NaN	NaN	0.045	-0.299	-0.332	-0.738	-0.640	0.213
YKR008W	NaN	NaN	NaN	NaN	NaN	NaN	-0.453	0.238	-0.768	0.172	0.068	-0.670
YKR009C	0.265	0.344	-0.736	-0.323	0.160	-0.286	0.674	-1.076	0.779	0.340	0.873	-0.072
YKR010C	0.495	-1.908	-0.475	-0.150	-0.100	-0.051	0.348	-0.444	0.495	0.562	0.449	0.526
YKR011C	-0.325	-0.920	0.517	0.571	0.177	-0.122	-0.539	-0.266	0.722	0.140	-0.423	-0.121
YKR012C	-0.090	0.133	-0.394	-0.187	0.108	-0.066	0.084	0.087	0.043	-0.053	0.430	0.407
YKR013W	-0.281	-0.581	-0.171	0.150	-0.222	-0.019	-0.084	-0.923	-0.209	-0.119	-0.830	-0.225
YKR014C	-0.154	0.567	0.310	0.477	0.250	-0.087	0.012	-0.794	-0.299	-0.214	0.047	-0.506
YKR015C	-0.126	-0.693	-1.081	0.798	0.423	-0.033	-1.049	0.110	-0.091	0.085	0.468	-0.687
YKR016W	0.403	0.162	-0.360	-0.158	-0.905	-0.805	-1.055	-0.050	-0.486	-0.035	-0.171	-0.726
YKR017C	-0.315	-1.771	0.113	-0.217	-0.307	-0.119	-0.170	-0.401	-0.772	-0.071	0.182	-0.104
YKR018C	-0.407	0.091	-0.023	0.447	0.316	-0.070	-0.017	0.311	-0.375	0.323	0.622	-0.338
YKR019C	-1.977	0.081	-0.664	-0.855	0.025	-1.402	-0.487	0.091	0.423	-0.019	0.833	-0.140
YKR020W	NaN	NaN	NaN	NaN	NaN	NaN	0.098	0.427	-1.169	0.486	1.750	-0.209
YKR021W	-0.064	-0.118	-0.309	0.685	0.114	0.091	-0.649	0.116	-0.025	-0.127	-0.151	0.232
YKR022C	NaN	NaN	NaN	NaN	NaN	NaN	-0.051	0.177	-0.775	-0.308	-0.601	-0.748
YKR023W	-0.516	-1.549	-0.307	-0.417	-0.503	0.300	-0.262	-0.424	0.261	-0.213	-1.087	-1.132
YKR024C	NaN	NaN	NaN	NaN	NaN	NaN	-0.075	-0.095	-0.205	0.364	0.262	-0.314
YKR025W	NaN	NaN	NaN	NaN	NaN	NaN	-0.755	0.481	-0.589	-0.038	-0.468	-0.087
YKR026C	-0.498	-0.088	-4.169	-6.566	-7.277	-6.514	0.147	0.103	-0.241	0.348	-0.563	-0.901
YKR027W	-0.784	-0.325	0.501	-1.593	0.725	0.027	0.263	1.097	0.210	-0.008	0.696	-0.283
YKR028W	0.234	-0.694	-2.045	-0.831	-0.461	0.346	0.762	-0.177	0.117	0.370	-0.361	0.322
YKR029C	0.033	-0.935	-0.279	-0.780	-0.490	-0.548	-0.323	-0.354	-0.039	-0.303	-0.058	0.148
YKR030W	0.465	0.225	0.291	0.076	0.440	-0.036	-0.395	0.382	0.453	0.409	0.199	0.826
YKR031C	-0.173	1.160	0.890	1.334	0.162	-0.044	0.344	0.083	0.085	-1.053	-0.596	-0.124
YKR032W	-0.312	-0.552	-0.198	0.189	-0.303	0.407	-0.030	-0.342	-0.161	0.539	-0.513	0.033
YKR033C	-0.571	0.394	0.765	0.157	-0.404	0.209	-0.475	-0.175	0.554	-0.123	0.669	0.133
YKR034W	-0.753	-0.263	0.054	-0.352	0.444	0.159	-0.269	0.328	-0.028	0.147	-0.040	-0.190
YKR035C	-0.633	-0.859	-1.141	-1.384	-1.591	-1.082	0.605	-0.549	-0.166	0.120	0.201	-0.068
YKR035W-A	-0.124	-0.965	-0.591	-0.731	-2.014	-2.424	-0.769	-0.191	0.656	0.653	0.820	0.304
YKR036C	0.007	-0.555	-0.317	-0.282	-0.131	-0.382	-0.128	-0.235	0.008	0.020	0.271	-0.484
YKR037C	NaN	NaN	NaN	NaN	NaN	NaN	-0.559	0.316	0.015	1.459	-0.430	1.406
YKR038C	NaN	NaN	NaN	NaN	NaN	NaN	-0.185	-0.561	-0.232	-0.326	-0.221	-0.493
YKR039W	-0.195	0.557	-0.023	0.173	0.288	0.284	0.621	0.279	0.158	-0.580	0.320	-0.312
YKR040C	-0.759	-0.179	0.435	-0.132	-0.472	-0.282	-0.878	0.276	-0.151	0.189	0.290	-1.342
YKR041W	-0.641	-0.523	-0.077	0.672	-0.362	0.422	-0.160	-0.171	-0.271	-0.179	-0.558	0.290
YKR042W	-1.488	-0.534	0.166	-1.742	-0.172	-0.566	1.246	0.166	0.424	0.201	0.201	0.031
YKR043C	-0.026	0.871	0.135	0.276	0.097	0.160	0.676	0.386	0.263	1.717	1.108	0.667
YKR044W	0.031	0.306	-0.566	0.626	-0.432	0.142	0.118	0.174	-0.739	-0.567	-0.359	-0.440
YKR045C	0.059	0.893	0.194	-0.290	0.129	-0.014	-1.039	-0.304	-0.035	0.859	-0.032	0.400
YKR046C	-0.317	0.331	-0.566	0.405	-0.771	-0.069	0.375	0.032	0.591	-0.477	1.106	0.399
YKR047W	-1.152	0.165	-0.061	-0.944	0.398	-0.738	0.968	0.373	0.186	-0.015	0.359	1.309
YKR048C	0.489	1.568	0.070	0.313	0.897	0.896	0.243	1.309	0.298	0.118	-0.203	0.662
YKR049C	-0.216	-0.647	-0.023	0.489	0.090	-0.085	0.574	-0.681	-0.673	-1.323	0.049	0.219
YKR050W	-0.801	-1.193	-0.680	0.603	-0.685	-0.137	0.447	-0.924	-0.888	0.827	-2.399	0.246
YKR051W	-1.061	0.949	-0.970	-0.469	0.169	-0.381	0.332	-0.090	-0.213	0.219	-0.751	-0.012
YKR052C	0.608	0.245	0.242	0.514	0.255	-0.270	-0.409	0.069	0.402	1.337	1.140	-0.267
YKR053C	-0.638	0.393	-0.025	0.698	-0.390	0.044	0.037	-0.424	0.494	0.643	-0.209	0.011
YKR054C	-0.768	-1.820	-0.778	0.460	-1.547	-0.534	-1.389	0.658	-0.022	-0.075	-0.738	-1.227
YKR055W	-0.370	-0.248	-0.402	-0.131	-0.234	0.043	-1.001	-0.017	1.225	-0.256	-0.170	-0.420
YKR056W	0.353	-1.147	-0.217	0.843	0.153	0.528	-0.004	0.544	-0.738	-0.657	-0.002	-0.592
YKR057W	NaN	NaN	NaN	NaN	NaN	NaN	0.028	NaN	2.981	0.061	NaN	-0.631
YKR058W	-0.606	-0.326	-0.741	-0.371	-0.337	-0.060	-0.129	-0.438	0.142	-0.137	-0.349	0.317
YKR059W	-0.748	0.545	-0.729	-0.186	1.148	0.597	2.026	-1.095	0.228	1.515	-1.332	0.628
YKR060W	-0.566	-0.022	0.240	0.226	-1.511	1.061	NaN	NaN	NaN	NaN	NaN	NaN
YKR061W	0.323	-0.375	0.263	0.209	-0.507	0.133	0.111	-0.180	0.555	-0.711	0.263	0.599
YKR062W	NaN	NaN	NaN	NaN	NaN	NaN	0.754	0.162	-0.037	-0.977	-0.639	0.846
YKR063C	NaN	NaN	NaN	NaN	NaN	NaN	-0.151	1.173	0.857	0.183	-0.456	0.048
YKR064W	-0.531	-0.308	-0.714	-0.122	-0.537	0.241	-0.936	-0.021	-1.139	-0.047	-0.404	0.159
YKR065C	0.728	-0.365	0.444	0.921	-0.241	-0.025	-0.109	-0.663	0.074	2.471	0.448	0.651
YKR066C	-0.011	-0.589	-0.237	1.765	0.323	1.704	0.867	2.602	0.141	2.402	0.942	0.570
YKR067W	-0.653	-0.548	-0.278	0.082	-0.549	0.526	1.894	0.171	0.540	-0.319	-0.803	0.099
YKR069W	0.123	-1.078	-0.921	-0.173	-1.005	-0.296	0.818	0.074	0.558	1.049	-1.567	0.425
YKR070W	-0.260	-0.355	-0.379	-0.647	-0.029	-0.461	-0.862	-0.045	-1.615	0.934	0.047	1.214
YKR071C	NaN	NaN	NaN	NaN	NaN	NaN	1.261	0.654	-0.556	-0.976	1.137	0.318
YKR072C	-1.052	0.040	-2.827	-0.392	-0.590	0.096	0.292	-0.552	0.311	-0.024	-0.174	0.618
YKR073C	-2.042	1.114	0.593	1.135	-0.031	-1.471	1.002	3.132	-1.559	-1.672	0.886	1.585
YKR074W	NaN	NaN	NaN	NaN	NaN	NaN	-0.267	0.818	-0.086	0.973	0.649	0.837
YKR075C	0.322	0.027	0.507	0.471	0.462	0.076	-0.429	0.013	0.007	0.636	0.755	0.469
YKR076W	-0.048	-0.070	0.052	0.147	-0.071	0.753	0.299	0.129	-0.195	-0.423	0.027	0.901
YKR077W	-0.057	0.115	-0.171	0.581	-0.283	0.430	0.005	0.070	0.962	0.080	0.729	0.498
YKR078W	-0.469	-0.224	-0.216	0.236	-0.022	-0.081	-1.472	-0.173	-0.166	0.475	-0.420	0.483
YKR079C	NaN	NaN	NaN	NaN	NaN	NaN	0.444	1.120	0.669	0.313	-0.966	0.361
YKR080W	-0.635	-0.147	-0.561	0.024	0.236	0.362	0.536	0.314	0.363	0.521	1.141	-0.202
YKR081C	NaN	NaN	NaN	NaN	NaN	NaN	0.259	-0.052	-0.227	0.700	1.609	-0.051
YKR082W	NaN	NaN	NaN	NaN	NaN	NaN	-0.988	-0.011	2.222	1.193	3.582	-0.709
YKR083C	NaN	NaN	NaN	NaN	NaN	NaN	0.344	-0.551	0.382	1.916	-1.269	0.405
YKR084C	-3.884	0.334	-1.643	1.563	-0.816	NaN	0.109	0.086	0.153	0.830	0.289	-1.113
YKR085C	NaN	NaN	NaN	NaN	NaN	NaN	0.293	-0.643	0.145	-0.041	-0.893	-0.022
YKR086W	NaN	NaN	NaN	NaN	NaN	NaN	-0.082	-0.568	-0.805	-0.413	-0.693	-0.266
YKR087C	-0.156	-0.703	-0.300	0.018	0.015	-0.123	-0.506	0.271	0.475	0.554	-0.245	-0.139
YKR088C	-0.226	-0.017	-0.013	0.154	-0.180	-0.454	0.202	-0.270	0.421	0.253	0.111	0.534
YKR089C	-0.437	-0.588	-0.015	-0.672	0.010	-0.187	0.162	0.350	0.494	-0.106	-0.118	0.172
YKR090W	-0.163	-0.612	-0.169	-0.119	0.069	0.099	0.449	-0.273	-0.138	0.690	0.353	0.191
YKR091W	-0.008	-0.883	0.089	-0.205	-0.261	-0.138	-0.091	-0.246	-0.974	-1.125	-0.453	0.554
YKR092C	-3.262	-0.889	0.050	-0.465	-1.585	NaN	-0.300	0.039	-0.341	0.078	-0.127	0.604
YKR093W	0.245	-0.352	-0.174	0.170	-0.379	-0.077	-0.481	-0.188	-0.304	0.354	0.343	-1.049
YKR094C	0.379	0.272	0.816	0.430	-0.115	0.189	1.181	1.554	2.286	-0.516	-0.581	1.046
YKR095W	-0.060	-0.484	-0.149	-1.306	-1.243	-1.095	-0.056	0.486	-0.077	-0.783	-0.329	-0.680
YKR096W	0.710	-0.298	-0.501	0.083	-0.552	-0.371	-0.165	0.263	0.718	0.149	0.637	-0.061
YKR097W	0.180	-0.295	-0.047	0.024	-0.364	-0.088	1.358	-2.411	-0.157	0.671	0.736	-0.304
YKR098C	-0.117	-0.392	-0.161	0.347	0.233	0.549	-0.226	-0.033	-0.196	-0.335	0.115	0.868
YKR099W	-0.285	-1.098	-0.213	-1.503	-0.357	-1.288	0.192	-0.434	0.678	1.049	0.405	0.477
YKR100C	0.514	1.072	-0.092	0.569	0.758	-0.511	-0.467	-0.108	-0.317	-0.315	0.693	0.543
YKR101W	0.275	-0.093	0.320	0.112	0.153	0.059	0.732	0.737	0.415	1.092	1.152	-0.239
YKR102W	0.571	0.297	0.046	0.242	0.692	0.015	0.778	-0.391	1.061	-0.019	-0.132	0.201
YKR103W	-0.377	-0.445	0.024	0.325	0.378	-0.220	-0.289	0.031	-0.485	-0.669	0.240	0.489
YKR104W	0.133	0.176	0.173	0.196	0.527	-0.711	-0.264	-0.243	-0.229	-0.113	-0.294	-0.381
YKR105C	0.351	0.246	0.132	0.281	0.479	0.204	0.949	0.427	0.743	-0.249	-0.283	0.952
YKR106W	-0.715	-0.501	-0.800	0.019	-0.338	0.521	-0.364	-0.158	0.256	0.147	0.102	-0.409
YLL001W	0.316	-1.180	0.146	0.350	0.144	0.155	0.589	-0.188	0.437	0.206	0.952	0.487
YLL002W	NaN	NaN	NaN	NaN	NaN	NaN	-0.687	-0.089	0.954	-0.554	-0.206	0.439
YLL003W	NaN	NaN	NaN	NaN	NaN	NaN	0.498	0.096	-0.034	-0.620	0.352	-0.944
YLL004W	NaN	NaN	NaN	NaN	NaN	NaN	-0.801	0.347	0.395	-0.576	0.392	0.584
YLL005C	0.030	0.745	0.360	2.639	0.143	NaN	0.143	-0.136	-0.856	-0.019	0.089	0.759
YLL006W	NaN	NaN	NaN	NaN	NaN	NaN	0.367	1.139	-0.224	0.014	0.367	-0.378
YLL007C	-2.198	-1.019	-1.250	-1.882	0.016	-0.082	-0.697	1.481	0.585	1.413	-0.627	0.554
YLL008W	NaN	NaN	NaN	NaN	NaN	NaN	0.227	-0.159	-0.550	0.229	0.506	-0.328
YLL009C	2.116	2.901	-0.846	NaN	NaN	NaN	-1.769	0.069	-2.290	0.815	-0.191	-0.924
YLL010C	0.742	0.994	0.563	0.822	0.367	0.239	-0.212	0.780	0.312	1.054	0.966	0.097
YLL011W	NaN	NaN	NaN	NaN	NaN	NaN	-1.145	-0.088	-0.796	-0.091	-0.499	-0.272
YLL012W	0.032	-0.222	0.233	0.516	0.322	-0.545	-1.225	2.008	-1.215	1.086	0.534	1.602
YLL013C	0.066	-0.395	-0.149	0.359	0.413	1.296	-0.719	1.168	0.283	0.098	0.431	0.983
YLL014W	0.551	1.696	-1.010	0.081	0.120	NaN	0.222	0.389	1.005	0.267	0.480	0.337
YLL015W	0.359	0.856	0.012	0.064	1.002	0.073	-0.312	0.385	0.101	0.387	0.989	1.114
YLL016W	0.487	0.863	0.395	-0.098	0.707	-0.086	1.802	0.524	0.267	0.672	-0.632	0.191
YLL017W	-0.035	-0.035	-0.069	-0.027	-0.235	0.160	1.031	-0.193	0.249	-0.076	0.345	-1.155
YLL018C	NaN	NaN	NaN	NaN	NaN	NaN	-0.056	-0.692	-0.426	-0.834	0.055	0.620
YLL018C-A	NaN	NaN	NaN	NaN	NaN	NaN	0.347	0.894	-0.204	-0.412	0.071	0.064
YLL019C	-0.848	0.889	0.286	-0.483	0.275	-1.669	0.750	-0.241	0.039	0.869	0.483	0.454
YLL020C	-0.562	0.143	-0.409	-0.932	0.345	-0.740	-0.519	-1.550	-0.176	-0.176	-0.688	-0.332
YLL021W	0.864	0.319	0.356	1.564	0.712	0.404	1.747	2.166	-0.468	0.037	-1.402	-0.240
YLL023C	-0.398	-0.976	-0.573	-0.553	-0.170	-0.580	0.564	-1.253	-0.771	-0.090	0.871	-0.241
YLL024C	-0.334	0.967	0.205	0.959	0.758	-0.262	-0.081	2.005	-0.201	-0.927	1.579	0.051
YLL025W	0.223	0.729	-0.060	-0.032	0.538	-0.398	-0.111	1.794	-0.325	0.684	0.094	0.095
YLL026W	-0.403	0.130	-0.011	-0.095	0.471	-0.267	-0.631	-0.069	-0.171	-0.660	-0.391	0.194
YLL027W	NaN	NaN	NaN	NaN	NaN	NaN	-0.059	0.319	-0.894	0.289	-0.065	-1.024
YLL028W	-0.146	-0.027	0.264	-0.338	0.234	-0.379	0.389	1.598	0.424	1.169	-0.471	0.283
YLL029W	1.266	1.396	-1.451	2.005	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YLL030C	0.049	0.498	0.503	0.643	0.567	0.055	-0.825	-0.155	0.170	0.369	0.249	0.452
YLL031C	NaN	NaN	NaN	NaN	NaN	NaN	-0.571	-1.002	-1.163	-1.502	0.713	0.177
YLL032C	0.070	-0.366	-0.266	0.113	0.030	0.476	0.471	-0.354	-0.073	0.917	-0.294	0.139
YLL033W	NaN	NaN	NaN	NaN	NaN	NaN	1.263	0.376	-0.852	0.918	1.131	0.264
YLL034C	NaN	NaN	NaN	NaN	NaN	NaN	0.678	0.126	-0.209	0.636	-0.182	0.350
YLL035W	NaN	NaN	NaN	NaN	NaN	NaN	-0.347	0.277	0.379	-0.966	-0.361	0.619
YLL036C	NaN	NaN	NaN	NaN	NaN	NaN	1.456	0.286	-1.202	0.163	0.320	0.237
YLL037W	NaN	NaN	NaN	NaN	NaN	NaN	1.061	0.724	-0.697	0.609	0.843	0.312
YLL038C	-0.016	-0.011	-0.918	0.156	-0.327	0.397	1.032	-1.280	-0.728	-1.568	0.281	-0.344
YLL039C	1.511	-1.339	-3.166	-7.035	-7.204	-7.336	-0.005	0.127	-0.433	0.209	-0.361	-2.014
YLL040C	1.876	2.462	-0.205	0.845	-0.970	0.234	-0.079	-0.504	-0.527	-0.487	-0.041	0.740
YLL041C	-0.083	-2.204	-1.523	-0.525	-1.377	-1.156	-0.783	-1.097	-0.565	0.813	3.381	-0.454
YLL042C	-0.462	-0.869	-2.389	-4.526	-4.180	-4.383	0.004	0.577	0.239	-1.041	0.254	-0.362
YLL043W	NaN	NaN	NaN	NaN	NaN	NaN	0.485	-0.550	-1.128	0.392	-0.486	0.259
YLL044W	NaN	NaN	NaN	NaN	NaN	NaN	-0.031	-0.131	0.281	-0.516	0.262	-0.409
YLL045C	-1.511	4.215	-0.281	5.004	NaN	2.121	1.082	1.407	0.311	0.238	-0.677	0.245
YLL046C	0.124	-0.448	-0.124	0.096	-0.023	0.015	0.119	0.265	-0.548	0.697	-0.121	0.267
YLL047W	-0.474	-0.373	-0.860	-0.087	0.219	0.205	-1.236	0.811	1.222	0.888	0.484	0.800
YLL048C	0.567	-0.886	-0.534	-0.098	-1.000	-0.468	-0.247	-0.455	-0.270	-0.462	-0.865	0.072
YLL049W	-0.432	0.725	-0.214	-0.334	-0.249	-0.172	0.060	1.079	-0.121	0.563	-0.047	0.937
YLL050C	NaN	NaN	NaN	NaN	NaN	NaN	-0.418	0.447	-1.817	-0.378	0.091	0.327
YLL051C	1.205	0.234	0.490	1.110	0.586	0.507	3.711	-1.769	-0.164	0.189	-1.017	-0.091
YLL052C	0.127	0.079	0.301	-0.284	0.035	-0.128	0.089	1.312	-0.660	0.797	-0.476	1.024
YLL053C	0.349	-0.377	0.270	0.300	0.521	-0.128	0.679	0.038	0.301	-0.400	0.380	0.418
YLL054C	0.409	0.250	0.810	0.139	0.708	-0.424	-1.198	-0.138	0.189	0.520	0.502	1.353
YLL055W	-0.287	-0.403	-0.191	0.125	0.548	0.348	1.347	1.366	0.416	1.810	0.249	-0.122
YLL056C	0.098	-0.413	-0.340	0.448	-0.184	-0.480	-0.522	0.091	0.251	0.280	1.022	0.896
YLL057C	0.317	0.109	0.115	0.014	0.360	0.405	-0.467	-0.485	1.748	-0.265	-0.341	-1.294
YLL058W	-0.380	0.221	0.164	1.773	0.457	0.284	-0.179	-0.364	0.308	-0.599	-0.757	-0.268
YLL059C	0.497	-0.139	0.092	-0.468	-0.085	0.402	-2.248	-0.379	-1.578	0.206	-1.850	-0.763
YLL060C	0.333	0.520	1.008	2.669	0.634	0.754	1.094	0.450	-0.232	-0.675	0.458	0.620
YLL061W	0.302	0.040	0.531	0.223	0.847	-0.054	1.416	0.758	0.753	0.517	1.605	-0.088
YLL062C	0.197	0.005	-0.064	0.376	-0.058	-0.073	-0.380	0.649	2.362	1.605	1.040	-0.429
YLL063C	0.593	0.017	0.599	0.811	0.733	0.156	-0.254	-0.187	1.210	-0.299	-3.130	0.613
YLR001C	0.356	-0.254	0.432	0.219	0.876	-0.041	-0.302	0.548	-0.102	1.561	0.719	0.332
YLR002C	NaN	NaN	NaN	NaN	NaN	NaN	-1.509	0.943	0.398	0.821	0.996	-1.806
YLR003C	-0.556	0.224	-0.285	-0.146	-0.138	-0.236	-0.067	-0.980	-0.092	0.198	-0.237	-0.672
