ORF	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011
YNL236W	NaN	NaN	NaN	NaN	NaN	NaN	0.821	0.282	2.124	0.859	0.633	0.106
YNL237W	-0.052	1.305	0.549	NaN	2.348	-0.085	0.955	-0.148	0.397	0.475	-0.077	-0.760
YNL238W	NaN	NaN	NaN	NaN	NaN	NaN	0.428	0.099	-1.074	-0.143	-0.953	0.777
YNL239W	-0.622	-0.076	0.031	0.126	-0.423	-1.132	-0.488	-0.226	-0.197	-0.015	0.049	0.280
YNL240C	NaN	NaN	NaN	NaN	NaN	NaN	-0.234	-0.551	1.026	0.163	0.014	-0.529
YNL241C	NaN	NaN	NaN	NaN	NaN	NaN	0.222	0.596	0.035	-0.309	-0.684	0.445
YNL242W	0.019	0.524	-2.107	-3.272	-5.016	-5.860	0.991	-1.011	-0.215	1.471	0.207	0.196
YNL243W	NaN	NaN	NaN	NaN	NaN	NaN	0.046	-0.245	-0.039	-0.210	-0.076	-0.271
YNL246W	NaN	NaN	NaN	NaN	NaN	NaN	0.423	0.472	1.532	-1.081	0.122	0.752
YNL247W	NaN	NaN	NaN	NaN	NaN	NaN	0.324	0.133	-1.735	-2.045	-0.789	1.295
YNL248C	NaN	NaN	NaN	NaN	NaN	NaN	0.286	-0.952	-1.006	-0.244	0.248	0.938
YNL249C	-0.734	-0.253	-0.386	-0.409	-0.198	-0.174	0.545	-0.017	-0.793	0.130	-0.469	0.032
YNL250W	NaN	NaN	NaN	NaN	NaN	NaN	-0.603	0.934	-0.210	0.635	0.392	0.007
YNL251C	NaN	NaN	NaN	NaN	NaN	NaN	-0.163	-0.647	0.575	0.367	-0.267	-0.786
YNL252C	NaN	NaN	NaN	NaN	NaN	NaN	-3.275	0.746	-0.981	1.458	-1.045	0.416
YNL253W	0.136	0.078	0.628	0.159	0.865	-0.418	0.630	-0.842	-1.102	1.082	0.114	-0.337
YNL254C	-0.138	-0.584	-0.015	0.137	0.280	0.430	0.007	-0.871	0.293	1.149	0.994	0.838
YNL255C	0.272	-0.139	-0.069	-0.598	0.062	-0.041	0.779	-0.983	-0.996	-1.080	-0.147	-1.078
YNL256W	NaN	NaN	NaN	NaN	NaN	NaN	0.784	0.614	-0.288	0.039	-0.281	-0.576
YNL257C	1.168	0.009	0.497	0.693	-1.016	-0.884	0.509	-0.006	0.793	-0.621	0.012	-0.265
YNL258C	NaN	NaN	NaN	NaN	NaN	NaN	1.113	0.563	0.086	0.131	0.795	0.069
YNL259C	0.449	-0.075	0.749	0.789	-0.031	-0.317	0.605	-0.788	0.576	0.333	-0.958	-0.413
YNL260C	NaN	NaN	NaN	NaN	NaN	NaN	0.090	-1.246	0.911	0.490	-0.754	-0.794
YNL261W	NaN	NaN	NaN	NaN	NaN	NaN	0.202	-0.437	-0.795	0.213	0.401	-0.028
YNL263C	NaN	NaN	NaN	NaN	NaN	NaN	-0.087	0.649	0.899	0.616	0.377	0.903
YNL264C	-0.453	0.508	1.457	2.148	-0.125	2.261	2.054	-0.148	0.467	1.070	-0.293	0.664
YNL265C	0.574	0.048	0.719	0.046	-0.032	-0.099	0.354	0.105	0.041	1.496	0.934	0.393
YNL266W	1.306	0.160	0.126	0.424	0.308	-0.247	-0.659	-0.036	0.068	0.371	-0.562	-0.065
YNL267W	NaN	NaN	NaN	NaN	NaN	NaN	0.048	-1.324	0.072	-0.218	-1.393	0.354
YNL268W	0.448	0.235	0.459	0.426	0.163	0.514	0.236	-0.062	-0.137	-0.217	0.691	0.753
YNL269W	0.143	-0.164	-0.288	0.081	-0.168	0.247	-0.509	-0.965	-0.603	-1.020	-0.677	-0.087
YNL270C	-0.662	-0.634	-0.655	-0.897	-0.588	0.050	0.047	0.133	-0.150	0.725	-0.680	-0.439
YNL271C	NaN	NaN	NaN	NaN	NaN	NaN	0.340	-0.556	-0.226	-0.238	0.373	-0.234
YNL272C	NaN	NaN	NaN	NaN	NaN	NaN	0.525	0.264	1.351	0.561	-0.337	-0.580
YNL273W	0.200	0.026	-0.399	0.491	-0.466	-0.118	-0.808	-0.796	-0.866	-0.895	-0.742	0.309
YNL274C	-0.021	-0.189	-0.481	-0.370	0.247	-0.381	-0.719	0.120	-0.360	0.279	0.175	-0.013
YNL275W	-0.384	0.254	-0.587	-0.022	-0.043	0.372	0.694	0.913	0.316	1.235	-0.220	0.029
YNL276C	NaN	NaN	NaN	NaN	NaN	NaN	-0.418	0.119	0.063	-0.732	0.425	-0.375
YNL277W	NaN	NaN	NaN	NaN	NaN	NaN	-1.609	-1.667	-1.286	-1.577	-1.826	-1.892
YNL278W	-1.063	-0.488	-0.426	0.112	-0.449	0.180	-0.289	1.048	-0.001	-0.116	-0.094	-0.203
YNL279W	0.259	-0.027	-0.079	-0.520	-0.242	0.331	-0.636	1.345	1.012	-1.393	0.410	1.844
YNL280C	NaN	NaN	NaN	NaN	NaN	NaN	-0.547	0.517	-0.057	1.077	-0.081	-0.225
YNL281W	-0.594	0.638	0.466	0.448	-0.329	0.630	1.010	-0.202	-0.494	-0.112	0.191	0.227
YNL282W	NaN	NaN	NaN	NaN	NaN	NaN	-0.634	-0.735	-0.039	-0.590	-1.682	-0.397
YNL283C	-0.209	-0.006	-0.408	0.185	-0.287	-0.024	-0.727	-0.196	-0.067	0.172	-0.284	0.048
YNL284C	0.271	1.718	0.146	-2.642	0.078	-2.437	0.911	0.592	1.839	1.139	1.123	1.171
YNL285W	-0.133	0.918	0.060	0.143	0.226	-1.178	-0.160	0.058	-0.201	-0.265	0.055	0.083
YNL286W	0.241	-0.052	0.833	0.101	-0.053	-0.917	0.649	-0.487	0.443	-0.177	-0.272	-0.273
YNL287W	NaN	NaN	NaN	NaN	NaN	NaN	-1.279	2.092	-0.786	-2.202	-0.253	0.286
YNL288W	-0.059	-0.820	-0.756	-0.363	-0.124	-0.412	-0.357	-0.348	-0.089	-0.155	0.095	0.011
YNL289W	-1.295	-0.957	-0.474	-0.352	-0.255	-0.072	-1.942	-1.582	-2.170	-1.820	-2.007	-2.118
YNL290W	NaN	NaN	NaN	NaN	NaN	NaN	-0.390	-0.065	-0.022	-0.539	-0.240	-0.705
YNL291C	-0.533	-0.725	-0.133	-0.296	-0.424	0.107	-0.468	-0.204	-0.617	-0.257	-0.977	0.060
YNL292W	-0.363	-0.373	-0.876	0.190	-0.248	0.793	0.172	-0.539	0.633	-0.178	-0.076	0.134
YNL293W	-0.315	-0.113	-0.769	0.095	-1.009	0.058	-0.109	-0.384	0.024	-0.214	-0.472	-0.336
YNL294C	0.775	0.110	0.147	-0.247	-0.131	-0.182	-0.311	-0.407	-0.573	-0.690	-0.737	-0.399
YNL295W	-0.579	-0.108	0.016	-0.670	-0.289	0.849	-0.172	-0.797	0.247	-0.705	-1.540	-0.083
YNL296W	NaN	NaN	NaN	NaN	NaN	NaN	-0.074	-0.501	-0.485	0.262	-0.051	-0.432
YNL297C	NaN	NaN	NaN	NaN	NaN	NaN	0.090	0.099	-0.642	0.092	0.045	0.318
YNL298W	NaN	NaN	NaN	NaN	NaN	NaN	-0.303	0.153	-1.057	-0.679	-0.110	0.408
YNL299W	-0.560	0.085	0.259	1.064	-0.617	1.144	0.367	-0.434	-0.180	0.050	-0.069	0.150
YNL300W	-0.236	-0.330	-0.101	-0.174	-0.148	-0.128	0.158	-0.059	0.600	0.244	0.195	0.181
YNL301C	-0.417	-0.623	0.344	-0.277	0.074	-0.109	-0.087	0.310	0.340	0.405	0.046	0.375
YNL302C	NaN	NaN	NaN	NaN	NaN	NaN	0.959	1.202	2.135	1.660	1.510	0.625
YNL303W	0.197	0.020	-0.024	0.279	0.179	0.246	-0.249	0.171	-0.425	-0.589	-0.073	0.080
YNL304W	-0.189	0.592	-0.470	0.184	-0.288	0.389	0.262	0.344	-0.558	-0.431	-0.675	0.293
YNL305C	-0.364	-1.326	-0.839	0.057	0.154	-0.547	-0.247	-0.315	-0.891	-0.681	-0.228	-0.355
YNL306W	NaN	NaN	NaN	NaN	NaN	NaN	-0.559	-0.235	-0.799	0.017	-0.200	0.328
YNL307C	NaN	NaN	NaN	NaN	NaN	NaN	0.035	-0.192	-0.135	-0.482	-0.534	-0.249
YNL308C	NaN	NaN	NaN	NaN	NaN	NaN	0.118	-1.394	-2.816	-1.734	-1.422	-1.209
YNL310C	NaN	NaN	NaN	NaN	NaN	NaN	-0.784	-0.698	-0.015	-0.471	-0.584	-0.287
YNL311C	-3.002	-4.023	-1.242	-0.943	-1.483	-1.621	-0.341	0.115	-0.030	-0.433	0.086	0.904
YNL312W	NaN	NaN	NaN	NaN	NaN	NaN	0.230	-0.316	0.229	-0.014	0.184	-0.275
YNL313C	NaN	NaN	NaN	NaN	NaN	NaN	0.008	0.098	-0.454	0.072	0.148	-0.106
YNL314W	-0.436	-1.727	-1.407	0.074	-1.281	0.125	-0.026	0.126	0.060	1.054	0.156	0.184
YNL315C	NaN	NaN	NaN	NaN	NaN	NaN	0.678	0.679	0.841	0.286	0.761	1.288
YNL316C	-5.098	NaN	-3.461	NaN	NaN	-3.058	0.258	-0.553	0.489	-0.499	0.464	0.773
YNL317W	NaN	NaN	NaN	NaN	NaN	NaN	-0.771	NaN	-1.807	-1.431	NaN	-0.714
YNL318C	0.044	-0.024	-0.180	0.419	0.021	0.466	-0.256	-0.607	-0.344	0.157	-0.402	0.289
YNL319W	-0.477	-0.491	0.264	0.358	-0.185	-0.077	-0.499	-0.045	-0.301	-0.571	-0.678	-0.649
YNL320W	NaN	NaN	NaN	NaN	NaN	NaN	-0.256	-0.263	-0.078	0.118	-0.038	0.344
YNL321W	-0.090	-0.051	-0.005	-0.575	0.260	0.126	0.035	-0.310	-0.328	0.108	0.463	-0.443
YNL322C	0.374	-0.002	0.110	1.525	1.009	-0.071	0.293	-0.255	0.390	0.170	-0.340	0.133
YNL323W	0.366	0.278	-0.421	NaN	2.243	0.275	-0.419	0.012	-0.490	-0.086	0.216	0.037
YNL324W	0.344	2.585	0.150	0.775	1.287	-1.579	-0.295	-0.418	-0.558	-0.239	-0.325	0.058
YNL325C	0.080	0.013	0.460	-0.095	-0.785	0.343	0.008	-0.236	-0.434	0.072	-0.103	0.015
YNL326C	-1.798	0.129	-1.126	-1.915	0.002	-0.980	0.080	-0.051	0.053	0.093	0.166	-0.156
YNL327W	0.150	-0.080	-0.199	0.331	0.326	-0.146	-0.393	-0.174	0.042	-0.775	-0.679	-0.482
YNL328C	0.101	-0.478	-0.794	-0.001	0.404	0.059	-0.212	0.277	0.065	-0.298	-1.050	-0.135
YNL329C	0.401	-0.472	-0.243	1.029	-0.043	1.532	-0.709	0.140	-0.277	-0.270	-0.376	-0.737
YNL330C	NaN	NaN	NaN	NaN	NaN	NaN	0.740	0.457	0.794	1.002	0.145	0.222
YNL331C	NaN	NaN	NaN	NaN	NaN	NaN	-2.168	-1.031	-2.732	0.982	-0.385	1.946
YNL332W	-0.074	-0.148	-0.926	-0.196	-0.041	-0.344	-0.518	-0.156	0.818	-0.075	-0.091	0.381
YNL333W	-0.696	-0.111	0.285	0.072	-0.750	-0.446	-0.895	0.225	0.042	-0.704	-0.188	0.526
YNL334C	-1.971	-1.003	-2.245	-1.906	-1.145	-0.593	-2.105	-1.662	-1.619	-1.483	-1.697	-1.388
YNL335W	0.244	1.163	0.349	1.256	0.323	0.087	-0.321	0.798	0.018	0.047	0.094	-0.282
YNL336W	-0.486	-0.758	-0.167	0.057	0.130	-0.050	0.533	0.202	-0.501	0.383	0.482	0.670
YNL338W	-0.181	-0.497	0.077	0.338	-0.161	0.517	0.177	0.060	-0.466	-0.110	-0.223	0.105
YNL339C	0.048	0.500	0.355	0.227	0.692	-0.792	-0.770	-0.590	-0.027	-0.358	-0.006	-0.260
YNR001C	-0.968	0.428	0.686	0.280	-0.210	-0.298	-0.236	0.929	-0.134	0.360	2.052	-0.560
YNR002C	-0.325	-0.083	0.088	-0.169	-0.114	0.145	-2.637	NaN	1.185	-0.317	-1.204	NaN
YNR003C	NaN	NaN	NaN	NaN	NaN	NaN	-1.419	0.720	-0.823	0.502	-0.480	-0.910
YNR004W	NaN	NaN	NaN	NaN	NaN	NaN	-1.581	-0.438	0.119	0.114	0.166	0.270
YNR005C	-1.953	-1.338	-1.665	0.021	-0.652	-1.073	0.865	0.349	-0.716	0.478	-0.837	0.903
YNR007C	-0.136	-0.869	-2.308	-5.194	-4.501	NaN	-0.821	0.585	0.648	1.819	-0.563	-0.446
YNR008W	0.100	-0.214	-0.280	0.031	-0.228	-0.075	0.683	NaN	-1.034	3.459	NaN	1.102
YNR009W	-0.950	-0.131	-0.345	0.402	0.042	0.611	0.052	0.546	0.197	-0.489	0.472	-0.569
YNR010W	NaN	NaN	NaN	NaN	NaN	NaN	-0.235	-0.318	0.121	0.281	-0.147	0.549
YNR012W	-0.164	NaN	0.093	-0.675	-1.755	NaN	0.659	-1.054	0.186	-0.152	-0.298	-0.161
YNR013C	-0.902	0.888	0.621	0.316	0.870	NaN	-0.514	0.713	0.628	-0.250	-0.342	0.577
YNR014W	-0.377	0.281	-0.034	-0.548	-0.004	-0.150	1.989	-0.119	0.526	-0.566	-1.005	0.473
YNR015W	-0.872	0.397	-0.247	-0.237	-0.428	-0.058	1.340	0.448	-1.357	0.619	-3.016	-0.231
YNR016C	NaN	NaN	NaN	NaN	NaN	NaN	-0.037	-0.835	-0.894	1.173	-1.031	0.777
YNR017W	NaN	NaN	NaN	NaN	NaN	NaN	0.213	-0.699	1.655	-0.086	-1.038	1.512
YNR018W	-0.029	0.105	0.178	0.535	0.182	-0.238	NaN	NaN	NaN	NaN	NaN	NaN
YNR019W	1.350	1.282	0.516	1.127	0.583	1.423	NaN	NaN	NaN	NaN	NaN	NaN
YNR021W	-0.144	-1.223	-0.880	0.099	0.037	-0.839	-1.240	2.546	-1.028	1.455	2.693	1.739
YNR022C	NaN	NaN	NaN	NaN	NaN	NaN	-0.062	0.162	1.332	0.855	0.079	0.187
YNR023W	NaN	NaN	NaN	NaN	NaN	NaN	0.706	-0.874	1.018	-0.402	-0.021	-0.421
YNR024W	0.689	0.910	0.758	-0.088	0.612	0.718	NaN	NaN	NaN	NaN	NaN	NaN
YNR025C	0.029	0.264	-0.469	-0.630	-0.615	0.004	0.684	0.109	-0.022	2.031	0.117	0.572
YNR027W	-0.888	-1.001	-1.165	-0.420	-0.655	0.160	0.965	0.890	-1.461	-0.482	0.360	0.281
YNR028W	0.731	0.910	0.849	0.410	0.632	-0.001	0.272	NaN	3.560	-0.520	-0.244	-0.463
YNR029C	-1.147	-0.117	-0.124	0.048	0.676	-0.520	NaN	NaN	NaN	NaN	NaN	NaN
YNR030W	-0.186	-0.832	-0.045	-0.296	0.249	-0.258	-0.606	0.011	2.184	0.088	0.080	-0.461
YNR031C	0.930	0.280	0.895	0.267	0.063	0.686	0.488	0.435	0.378	0.787	0.944	0.557
YNR032C-A	-0.377	0.204	-0.220	-0.433	0.199	-0.367	-0.334	1.548	-0.997	-0.908	0.713	0.876
YNR032W	-0.935	-0.759	-0.377	-0.733	-2.949	NaN	0.146	-0.046	-0.206	-0.979	1.318	1.042
YNR033W	0.012	0.219	-0.108	0.480	0.167	0.063	NaN	NaN	NaN	NaN	NaN	NaN
YNR034W	0.060	0.075	0.043	0.397	-0.035	0.617	0.137	-0.536	-0.125	-0.284	-0.805	-0.074
YNR036C	NaN	NaN	NaN	NaN	NaN	NaN	0.285	-0.094	0.324	1.126	-1.285	0.211
YNR037C	NaN	NaN	NaN	NaN	NaN	NaN	-0.824	-0.032	-0.565	0.800	0.368	0.645
YNR039C	0.411	0.029	-0.337	0.419	-0.769	0.333	2.661	0.581	-0.552	0.987	0.642	-1.526
YNR040W	0.410	0.141	-0.801	0.477	-0.492	0.432	0.215	0.187	-0.095	-0.381	-1.594	-1.036
YNR041C	NaN	NaN	NaN	NaN	NaN	NaN	0.805	0.896	-2.642	-0.451	-0.615	0.108
YNR042W	NaN	NaN	NaN	NaN	NaN	NaN	0.305	1.730	0.635	-0.321	0.328	1.298
YNR043W	NaN	NaN	NaN	NaN	NaN	NaN	-0.060	-3.346	0.583	NaN	-2.092	-0.708
YNR044W	NaN	NaN	NaN	NaN	NaN	NaN	-0.233	0.124	-0.682	0.337	-1.133	-0.315
YNR046W	NaN	NaN	NaN	NaN	NaN	NaN	-1.800	-0.459	-2.298	-0.458	-0.135	-1.171
YNR047W	NaN	NaN	NaN	NaN	NaN	NaN	0.714	-0.765	0.419	1.462	1.818	0.670
YNR048W	0.206	-1.328	-0.451	0.108	-0.274	0.075	0.277	0.264	-0.377	-0.170	-0.412	0.412
YNR049C	-0.091	0.233	0.660	0.538	0.546	0.349	0.327	0.354	0.989	-1.819	-0.241	1.179
YNR050C	NaN	NaN	NaN	NaN	NaN	NaN	0.152	-0.633	-0.361	0.498	-0.542	-0.729
YNR051C	-1.476	1.562	-5.660	NaN	-0.937	-0.710	0.839	0.516	-0.811	-0.404	-0.664	-0.312
YNR052C	NaN	NaN	NaN	NaN	NaN	NaN	-2.772	-3.895	-2.799	-3.678	-0.765	-2.359
YNR053C	NaN	NaN	NaN	NaN	NaN	NaN	1.200	2.012	1.040	0.647	2.880	1.171
YNR054C	NaN	NaN	NaN	NaN	NaN	NaN	0.253	-0.438	0.134	0.163	0.580	-0.527
YNR055C	0.514	0.373	0.141	0.352	0.771	0.026	0.477	0.271	0.076	0.262	0.116	-0.462
YNR056C	-0.169	-0.684	0.182	-0.272	0.126	-0.273	-1.025	0.540	0.435	-0.879	-0.040	0.102
YNR057C	0.064	-0.531	-0.102	0.078	0.173	-0.364	-2.420	0.559	0.844	0.441	-0.433	3.599
YNR058W	-0.138	0.176	0.381	-0.035	0.539	-0.204	0.569	0.608	-0.493	-0.058	-0.469	0.260
YNR059W	0.406	-0.134	-0.043	-0.213	-0.174	0.283	-0.842	0.762	-0.311	-0.714	-0.235	0.027
YNR060W	-0.610	-0.257	0.186	-0.176	0.089	-0.014	-0.613	-1.250	-0.341	0.840	0.243	0.231
YNR061C	0.297	0.089	0.373	0.139	0.505	0.193	-0.884	0.042	-0.159	0.704	0.355	0.368
YNR062C	0.245	-0.007	0.144	-0.044	-0.008	0.110	-1.043	0.312	-0.334	-0.371	0.530	0.488
YNR063W	-0.119	-0.351	-0.435	-0.389	-0.249	0.094	1.045	-1.107	0.157	0.006	0.991	-0.476
YNR064C	0.570	-0.092	0.197	0.447	0.938	0.126	-0.968	0.350	0.355	0.970	1.239	1.392
YNR065C	-0.024	-0.530	0.252	0.089	0.315	0.082	0.164	0.761	-0.631	0.040	-0.699	-0.432
YNR066C	0.192	-0.160	-0.361	0.173	0.481	-0.163	-0.857	0.245	-0.213	0.221	-0.092	0.579
YNR067C	-0.044	-0.233	-0.118	0.093	0.005	-0.041	0.107	0.641	0.222	0.614	0.651	0.232
YNR068C	NaN	NaN	NaN	NaN	NaN	NaN	1.897	1.226	0.680	-0.154	1.603	1.334
YNR069C	0.473	-0.160	-0.051	-0.266	0.104	-0.155	0.258	1.034	0.393	NaN	-1.664	0.408
YNR070W	-0.084	-0.387	0.114	0.444	-0.158	0.534	-0.372	-0.294	-0.156	-0.536	-0.519	-0.444
YNR071C	0.131	-0.687	-0.064	0.491	0.530	0.103	-2.133	-0.827	0.355	-0.405	-1.088	-2.598
YNR072W	-0.789	-0.064	-0.318	-0.084	0.420	0.469	-0.548	-0.475	-2.589	-1.474	-0.938	1.570
YNR073C	-0.126	0.009	0.401	0.922	-0.431	-0.602	0.279	-0.062	-1.041	1.286	-0.849	-0.311
YNR074C	NaN	NaN	NaN	NaN	NaN	NaN	-0.717	0.516	-0.026	-0.448	-0.581	-0.339
YNR075W	-0.123	-0.396	-0.468	0.555	-0.131	0.025	-0.385	1.015	-0.667	-0.220	-0.054	-0.023
YOL001W	NaN	NaN	NaN	NaN	NaN	NaN	-0.894	0.691	0.867	0.945	0.084	-0.797
YOL002C	-1.172	-1.618	-1.983	-1.942	-1.654	-1.145	-1.596	-2.167	0.153	-3.782	-0.490	-1.030
YOL003C	-0.386	-0.423	-0.082	-0.392	0.715	-0.504	0.801	-1.043	-0.682	-0.059	1.238	-0.898
YOL004W	NaN	NaN	NaN	NaN	NaN	NaN	1.178	0.711	1.882	0.942	1.509	0.057
YOL005C	NaN	NaN	NaN	NaN	NaN	NaN	0.534	0.424	-0.802	-0.479	-1.875	0.276
YOL006C	NaN	NaN	NaN	NaN	NaN	NaN	-2.412	0.500	-0.924	-2.448	-0.490	-1.346
YOL007C	1.127	1.048	0.250	0.517	0.472	0.240	-0.695	1.147	-0.013	2.987	0.211	-0.813
YOL008W	-1.392	0.581	1.244	4.031	-5.410	-1.172	-0.680	1.248	0.073	0.869	-0.336	-0.223
YOL009C	0.357	3.132	1.520	NaN	1.875	0.929	-0.809	0.095	0.349	0.611	0.352	0.927
YOL010W	NaN	NaN	NaN	NaN	NaN	NaN	0.794	0.261	-1.438	0.340	-1.153	-0.721
YOL011W	0.666	0.366	0.492	0.388	0.160	0.510	1.185	0.581	0.828	0.804	-0.031	-0.340
YOL012C	NaN	NaN	NaN	NaN	NaN	NaN	0.295	-0.390	-0.185	0.252	-0.484	-0.124
YOL013C	-0.209	-0.384	-0.235	-0.070	-0.138	1.644	-0.491	-0.501	-0.669	-0.204	-0.906	0.556
YOL013W-B	-0.211	-0.115	-0.152	0.238	-0.118	1.316	-0.590	0.253	-0.797	-1.213	-0.393	0.440
YOL014W	-1.388	-0.852	-0.239	0.863	-0.026	-0.045	-0.908	-0.241	0.493	0.303	-0.052	-0.718
YOL015W	0.532	0.206	-0.326	0.950	0.098	0.795	NaN	NaN	NaN	NaN	NaN	NaN
YOL016C	-0.236	0.236	-0.136	-0.100	0.642	-0.624	0.140	-0.133	-0.389	0.166	0.368	-0.264
YOL017W	0.092	0.481	0.275	0.569	0.176	-0.703	-0.515	1.200	-0.157	-0.027	1.818	0.486
YOL019W	0.437	-0.011	-0.042	0.241	-0.423	-0.619	1.642	1.181	1.186	0.698	0.189	0.314
YOL020W	-0.687	-0.788	0.031	-0.636	1.269	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOL021C	NaN	NaN	NaN	NaN	NaN	NaN	2.387	1.428	0.740	-0.617	1.321	-1.329
YOL022C	NaN	NaN	NaN	NaN	NaN	NaN	-2.827	-0.604	-1.455	-1.757	-1.217	-1.175
YOL023W	NaN	NaN	NaN	NaN	NaN	NaN	0.305	-0.328	0.713	-1.440	0.170	0.074
YOL024W	-0.208	-0.436	-0.487	0.083	-0.025	0.347	-0.793	1.316	-2.088	-0.244	-0.574	1.024
YOL025W	-0.020	0.187	0.114	0.033	0.153	-0.364	-0.583	-0.502	0.214	-0.700	-0.368	-0.960
YOL026C	NaN	NaN	NaN	NaN	NaN	NaN	-0.403	-1.480	-0.991	-0.890	-0.253	-0.712
YOL027C	NaN	NaN	NaN	NaN	NaN	NaN	0.794	-0.015	-0.823	0.073	-0.250	0.520
YOL028C	0.552	-0.147	-0.598	0.842	-0.242	1.589	1.290	-0.481	-0.322	-0.272	0.332	-1.168
YOL029C	0.615	0.617	0.460	0.350	0.494	-0.186	0.581	-0.684	-0.629	0.777	0.592	0.149
YOL030W	1.356	0.199	1.762	1.376	0.858	0.983	NaN	NaN	NaN	NaN	NaN	NaN
YOL031C	-0.005	0.603	0.143	0.847	0.394	0.664	0.643	0.585	0.860	0.825	1.121	0.635
YOL032W	0.529	1.226	0.184	0.426	0.339	-0.325	1.900	0.377	0.210	0.485	-0.569	0.238
YOL033W	NaN	NaN	NaN	NaN	NaN	NaN	-0.668	-0.056	-1.693	0.913	0.350	0.142
YOL034W	NaN	NaN	NaN	NaN	NaN	NaN	0.123	-0.544	0.326	-0.571	-0.169	0.190
YOL035C	-0.968	-0.983	-0.458	0.892	-0.145	0.862	-1.053	-1.626	-1.593	-0.028	0.244	-0.449
YOL036W	-0.546	0.050	0.099	-0.939	0.228	-0.410	-1.064	-0.999	-0.207	0.597	0.089	-0.608
YOL037C	-0.055	0.434	0.121	-0.042	0.709	-0.397	1.721	0.881	0.475	0.464	0.554	-0.023
YOL038W	NaN	NaN	NaN	NaN	NaN	NaN	-1.763	-0.298	1.042	-0.916	-2.433	-0.857
YOL039W	2.835	NaN	3.160	2.090	2.820	NaN	-0.196	0.361	-0.443	-0.049	-0.210	-1.065
YOL041C	NaN	NaN	NaN	NaN	NaN	NaN	-0.516	0.253	-0.360	-0.009	-0.466	-1.281
YOL042W	0.070	-3.048	-0.765	-0.643	1.310	-0.446	1.409	3.651	-1.146	-0.424	0.173	0.594
YOL043C	0.210	0.365	-0.302	-0.696	-0.485	-0.598	-0.057	0.112	-1.212	0.260	-0.694	1.223
YOL044W	NaN	NaN	NaN	NaN	NaN	NaN	0.191	-0.102	0.767	0.259	1.184	0.567
YOL045W	-0.504	-0.419	-0.341	-0.660	-0.279	0.002	-0.141	-0.276	-0.216	0.639	-0.640	0.015
YOL046C	-0.594	-0.043	-0.944	0.529	-0.158	-0.173	-0.966	-0.736	-1.175	-0.321	1.040	0.393
YOL047C	-0.948	-0.435	-0.612	-0.661	-0.466	-0.975	0.463	0.804	-0.996	-0.811	-0.786	-0.800
YOL048C	0.278	0.224	0.191	0.078	-0.364	0.089	0.492	-0.285	1.011	-2.126	1.032	1.952
YOL049W	-0.269	-0.015	0.991	1.010	0.464	-0.758	0.098	0.517	0.573	-0.092	1.038	0.668
YOL050C	NaN	NaN	NaN	NaN	NaN	NaN	-0.638	0.086	0.562	0.335	0.372	-1.138
YOL051W	NaN	NaN	NaN	NaN	NaN	NaN	1.037	0.425	0.984	0.690	0.223	0.368
YOL052C	-0.017	-0.933	0.113	-0.528	0.249	-0.753	0.747	0.298	0.744	-0.632	-0.016	-0.115
YOL052C-A	0.394	-1.404	-1.159	1.653	0.543	0.601	-0.035	0.475	0.013	-1.444	0.192	0.565
YOL053W	0.599	0.675	0.515	0.714	0.690	-0.161	0.186	-0.102	0.467	-0.781	-0.526	-0.570
YOL054W	0.416	1.809	1.411	1.729	-1.681	0.071	-0.552	0.212	-0.458	-0.807	1.771	1.761
YOL055C	0.892	0.068	0.593	0.772	0.251	0.341	0.812	0.243	-0.089	0.857	1.843	0.550
YOL056W	-0.527	0.287	-0.533	0.410	0.761	0.236	-0.180	1.940	0.171	0.446	0.446	-1.844
YOL057W	0.071	-0.444	-0.003	0.563	0.133	0.009	-0.160	0.185	0.718	-0.412	-0.319	1.443
YOL058W	-1.520	NaN	-2.490	NaN	-3.514	NaN	1.606	0.477	0.824	0.430	-0.282	1.017
