ORF	hap a | protein aggregates (synphilin-1) | standard [standard] | Zhao L~Liu B, 2016
YLR428C	0.347
YLR427W	0.499
YLR426W	0.984
YLR425W	0.167
YLR416C	0.343
YLR415C	0.080
YLR441C	0.364
YLR438W	0.192
YLR437C	0.767
YLR435W	0.331
YLR434C	0.108
YLR433C	0.416
YLR432W	0.928
YLR431C	0.203
YLR429W	0.359
YLR454W	0.081
YLR453C	0.971
YLR451W	0.142
YLR450W	0.489
YLR449W	0.376
YLR444C	0.079
YML006C	0.183
YML005W	0.442
YML004C	0.337
YML003W	0.275
YML002W	0.154
YLR461W	0.089
YLR460C	0.712
YLR456W	0.108
YLR455W	0.701
YML018C	0.525
YML016C	0.724
YML013W	0.069
YML013C-A	0.115
YML010C-B	0.198
YML009C	0.228
YML034W	0.580
YML033W	0.419
YML030W	0.292
YML029W	0.113
YML027W	0.268
YML026C	0.742
YML021C	0.128
YML020W	0.538
YML048W-A	0.105
YML048W	0.068
YML047C	0.707
YML042W	0.263
YML041C	0.437
YML038C	0.123
YML037C	0.103
YML035C-A	0.254
YMR157C	0.070
YMR155W	0.809
YMR154C	0.077
YMR153W	0.918
YMR153C-A	0.328
YMR152W	0.905
YMR148W	0.614
YMR147W	0.147
YMR145C	0.473
YMR169C	0.432
YMR164C	0.099
YMR162C	0.741
YMR161W	0.108
YMR160W	0.254
YMR159C	0.522
YMR158W-A	0.612
YMR178W	0.789
YMR175W	0.256
YMR174C	0.804
YMR173W-A	0.528
YMR173W	0.095
YMR172W	0.079
YMR171C	0.396
YMR192W	0.858
YMR191W	0.773
YMR189W	0.302
YMR187C	0.122
YMR186W	0.548
YMR183C	0.762
YMR181C	0.818
YMR180C	0.070
YMR205C	0.522
YMR199W	0.094
YMR196W	0.080
YMR195W	0.309
YMR194W	0.141
YMR193C-A	0.116
YMR222C	0.093
YMR221C	0.734
YMR215W	0.191
YMR214W	0.856
YMR244C-A	0.523
YMR243C	0.397
YMR241W	0.079
YMR238W	0.378
YMR233W	0.251
YMR232W	0.771
YMR230W	0.791
YMR226C	0.118
YMR225C	0.779
YMR044W	0.197
YMR042W	0.268
YMR041C	0.406
YMR040W	0.305
YMR037C	0.412
YMR035W	0.173
YMR034C	0.289
YMR031W-A	0.631
YMR063W	0.679
YMR060C	0.053
YMR058W	0.418
YMR057C	0.716
YMR056C	0.251
YMR055C	0.210
YMR053C	0.060
YMR052W	0.107
YMR052C-A	0.186
YMR086C-A	0.263
YMR085W	0.342
YMR080C	0.348
YMR075W	0.370
YMR073C	0.262
YMR068W	0.360
YMR065W	0.835
YMR102C	0.867
YMR101C	0.502
YMR099C	0.097
YMR096W	0.853
YMR095C	0.069
YMR092C	0.082
YMR086W	0.300
YMR119W	0.351
YMR115W	0.057
YMR114C	0.351
YMR111C	0.079
YMR110C	0.166
YMR109W	0.134
YMR107W	0.623
YMR105C	0.625
YMR104C	0.346
YMR132C	0.680
YMR130W	0.112
YMR129W	0.788
YMR127C	0.154
YMR126C	0.757
YMR124W	0.155
YMR123W	0.656
YMR121C	0.496
YMR120C	0.155
YMR119W-A	0.203
YMR140W	0.351
YMR138W	0.864
YMR137C	0.180
YMR136W	0.916
YMR135W-A	0.529
YMR135C	0.077
YNL035C	0.369
YNL034W	0.199
YNL032W	0.187
YNL031C	0.470
YNL030W	0.091
YNL029C	0.519
YNL028W	0.080
YNL027W	0.079
YNL024C	0.867
YNL023C	0.642
YNL022C	0.364
YNL052W	0.134
YNL050C	0.104
YNL049C	0.653
YNL046W	0.281
YNL045W	0.129
YNL044W	0.053
YNL043C	0.386
YNL041C	0.094
YNL040W	0.770
YNL067W	0.468
YNL066W	0.836
YNL065W	0.077
YNL063W	0.120
YNL058C	0.072
YNL057W	0.238
YNL056W	0.083
YNL054W	0.759
YNL081C	0.082
YNL080C	0.181
YNL078W	0.249
YNL077W	0.117
YNL074C	0.088
YNL072W	0.889
YNL070W	0.193
YNL069C	0.854
YNL095C	0.484
YNL094W	0.240
YNL093W	0.061
YNL092W	0.082
YNL091W	0.364
YNL090W	0.795
YNL089C	0.382
YNL087W	0.080
YNL085W	0.430
YNL083W	0.646
YNL115C	0.363
YNL108C	0.377
YNL107W	0.055
YNL104C	0.238
YNL101W	0.133
YNL100W	0.267
YNL128W	0.903
YNL127W	0.257
YNL125C	0.073
YNL123W	0.122
YNL122C	0.546
YNL121C	0.083
YNL117W	0.135
YNL116W	0.527
YMR254C	0.381
YMR253C	0.119
YMR251W-A	0.971
YMR251W	0.450
YMR250W	0.128
YMR247C	0.348
YMR246W	0.553
YMR245W	0.655
YMR244W	0.917
YMR271C	0.324
YMR265C	0.409
YMR262W	0.398
YMR261C	0.737
YMR259C	0.656
YMR256C	0.066
YMR283C	0.201
YMR282C	0.198
YMR280C	0.180
YMR279C	0.090
YMR278W	0.407
YMR275C	0.382
YMR274C	0.908
YMR273C	0.178
YMR302C	0.141
YMR300C	0.068
YMR294W-A	0.442
YMR291W	0.238
YMR289W	0.157
YMR285C	0.263
YMR313C	0.237
YMR312W	0.105
YMR310C	0.278
YMR306W	0.077
YMR306C-A	0.409
YMR303C	0.706
YNL339C	0.483
YMR326C	0.444
YMR322C	0.170
YMR320W	0.307
YMR319C	0.922
YMR318C	0.744
YMR317W	0.105
YMR316W	0.290
YMR316C-B	0.371
YMR316C-A	0.330
YNL020C	0.072
YNL016W	0.134
YNL015W	0.124
YNL013C	0.871
YNL012W	0.316
YNL009W	0.398
YNL008C	0.807
YNL004W	0.902
YNL274C	0.652
YNL268W	0.320
YNL259C	0.343
YNL257C	0.399
YNL255C	0.118
YNL254C	0.315
YNL289W	0.306
YNL288W	0.160
YNL286W	0.183
YNL285W	0.493
YNL283C	0.556
YNL281W	0.571
YNL280C	0.830
YNL279W	0.195
YNL278W	0.118
YNL277W	0.083
YNL275W	0.634
YNL301C	0.352
YNL300W	0.941
YNL299W	0.229
YNL297C	0.156
YNL295W	0.096
YNL294C	0.215
YNL293W	0.311
YNL292W	0.425
YNL318C	0.425
YNL316C	0.643
YNL315C	0.184
YNL314W	0.278
YNL311C	0.094
YNL309W	0.642
YNL307C	0.225
YNL305C	0.714
YNL304W	0.058
YNL303W	0.118
YNL328C	0.822
YNL327W	0.850
YNL325C	0.510
YNL324W	0.326
YNL323W	0.196
YNL322C	0.430
YNL321W	0.080
YNL320W	0.093
YNL319W	0.339
YNR004W	0.343
YNR002C	0.183
YNR001C	0.333
YNL001W	0.861
YNL338W	0.058
YNL336W	0.521
YNL335W	0.318
YNL334C	0.057
YNL333W	0.065
YNL332W	0.292
YNL330C	0.702
YNR018W	0.553
YNR015W	0.104
YNR014W	0.096
YNR013C	0.200
YNR012W	0.125
YNR010W	0.811
YNR009W	0.316
YNR008W	0.288
YNR007C	0.433
YNR006W	0.342
YNR005C	0.803
YNL146W	0.570
YNL145W	0.051
YNL144C	0.316
YNL143C	0.914
YNL142W	0.697
YNL135C	0.267
YNL130C	0.918
YNL167C	0.422
YNL166C	0.173
YNL165W	0.541
YNL164C	0.968
YNL159C	0.282
YNL157W	0.130
YNL156C	0.204
YNL155W	0.792
YNL154C	0.975
YNL187W	0.483
YNL183C	0.603
YNL179C	0.067
YNL176C	0.318
YNL173C	0.078
YNL170W	0.067
YNL169C	0.285
YNL168C	0.063
YNL200C	0.905
YNL196C	0.652
YNL195C	0.560
YNL194C	0.415
YNL193W	0.055
YNL192W	0.463
YNL191W	0.166
YNL215W	0.122
YNL212W	0.741
YNL208W	0.481
YNL205C	0.548
YNL204C	0.599
YNL203C	0.197
YNL202W	0.123
YNL231C	0.134
YNL230C	0.340
YNL227C	0.066
YNL224C	0.079
YNL223W	0.602
YNL219C	0.203
YNL218W	0.186
YNL253W	0.424
YNL249C	0.140
YNL246W	0.291
YNL239W	0.624
YNL238W	0.901
YNL237W	0.312
YNL234W	0.698
YOL055C	0.633
YOL053W	0.160
YOL048C	0.253
YOL046C	0.271
YOL045W	0.161
YOL065C	0.167
YOL063C	0.451
YOL062C	0.571
YOL061W	0.161
YOL060C	0.569
YOL059W	0.328
YOL057W	0.315
YOL056W	0.073
YOL085C	0.722
YOL083W	0.108
YOL082W	0.280
YOL080C	0.068
YOL075C	0.846
YOL071W	0.197
YOL070C	0.063
YOL068C	0.904
YOL101C	0.619
YOL098C	0.238
YOL095C	0.308
YOL093W	0.153
YOL092W	0.092
YOL090W	0.115
YOL089C	0.121
YOL088C	0.094
YOL087C	0.267
YOL113W	0.219
YOL111C	0.487
YOL110W	0.720
YOL108C	0.166
YOL107W	0.459
YOL106W	0.233
YOL105C	0.320
YOL104C	0.492
YOL103W	0.378
YOL128C	0.249
YOL126C	0.281
YOL124C	0.082
YOL121C	0.392
YOL119C	0.703
YOL116W	0.316
YOL115W	0.853
YOL152W	0.074
YOL151W	0.088
YOL150C	0.858
YOL147C	0.367
YOL137W	0.328
YOL136C	0.144
YOL131W	0.117
YOL129W	0.414
YNR030W	0.173
YNR029C	0.066
YNR028W	0.474
YNR024W	0.437
YNR022C	0.341
YNR021W	0.291
YNR020C	0.059
YNR019W	0.257
YNR049C	0.642
YNR048W	0.120
YNR047W	0.817
YNR045W	0.195
YNR042W	0.401
YNR040W	0.858
YNR032W	0.394
YNR032C-A	0.182
YNR064C	0.569
YNR063W	0.225
YNR062C	0.445
YNR061C	0.095
YNR060W	0.546
YNR059W	0.300
YNR058W	0.850
YNR057C	0.087
YNR056C	0.104
YOL002C	0.465
YOL001W	0.133
YNR075W	0.534
YNR074C	0.291
YNR072W	0.152
YNR071C	0.239
YNR069C	0.904
YNR067C	0.072
YNR066C	0.072
YNR065C	0.108
YOL014W	0.756
YOL013W-A	0.749
YOL007C	0.386
YOL003C	0.116
YOL029C	0.800
YOL028C	0.269
YOL027C	0.122
YOL025W	0.081
YOL020W	0.064
YOL019W	0.459
YOL017W	0.279
YOL043C	0.269
YOL037C	0.451
YOL032W	0.079
YOL031C	0.126
YOL030W	0.314
YOR097C	0.276
YOR094W	0.153
YOR093C	0.125
YOR092W	0.058
YOR090C	0.155
YOR087W	0.218
YOR086C	0.071
YOR085W	0.930
YOR112W	0.932
YOR111W	0.440
YOR109W	0.059
YOR107W	0.902
YOR106W	0.144
YOR105W	0.902
YOR104W	0.080
YOR101W	0.066
YOR100C	0.734
YOR099W	0.231
YOR126C	0.938
YOR124C	0.058
YOR121C	0.069
YOR120W	0.129
YOR115C	0.749
YOR114W	0.190
YOR113W	0.061
YOR138C	0.278
YOR137C	0.357
YOR132W	0.584
YOR164C	0.579
YOR163W	0.087
YOR162C	0.471
YOR161C	0.056
YOR156C	0.205
YOR153W	0.055
YOR152C	0.082
YOR144C	0.159
YOR142W	0.068
YOR178C	0.327
YOR177C	0.125
YOR175C	0.265
YOR173W	0.374
YOR170W	0.301
YOR167C	0.153
YOR166C	0.294
YOR195W	0.072
YOR192C	0.764
YOR191W	0.154
YOR190W	0.680
YOR186W	0.188
YOR184W	0.940
YOR006C	0.656
YOR005C	0.396
YOR003W	0.947
YOR002W	0.270
YOL163W	0.453
YOL160W	0.702
YOL159C	0.178
YOL158C	0.703
YOL155C	0.960
YOR016C	0.216
YOR015W	0.119
YOR013W	0.059
YOR012W	0.099
YOR010C	0.265
YOR009W	0.123
YOR008C-A	0.335
YOR028C	0.195
YOR027W	0.536
YOR024W	0.245
YOR023C	0.193
YOR022C	0.160
YOR018W	0.207
YOR017W	0.067
YOR040W	0.152
YOR038C	0.111
YOR034C	0.446
YOR032C	0.893
YOR031W	0.150
YOR029W	0.103
YOR052C	0.097
YOR050C	0.192
YOR049C	0.154
YOR047C	0.366
YOR045W	0.254
YOR042W	0.849
YOR041C	0.106
YOR068C	0.404
YOR067C	0.173
YOR066W	0.836
YOR065W	0.762
YOR064C	0.877
YOR062C	0.774
YOR061W	0.507
YOR059C	0.162
YOR055W	0.054
YOR084W	0.857
YOR081C	0.115
YOR076C	0.150
YOR071C	0.221
YOR327C	0.251
YOR324C	0.519
YOR322C	0.425
YOR321W	0.132
YOR318C	0.256
YOR317W	0.097
YOR316C	0.250
YOR314W	0.065
YOR313C	0.274
YOR348C	0.061
YOR347C	0.129
YOR346W	0.061
YOR344C	0.072
YOR343C	0.185
YOR339C	0.229
YOR337W	0.059
YOR334W	0.289
YOR328W	0.634
YOR359W	0.242
YOR358W	0.084
YOR356W	0.108
YOR355W	0.092
YOR350C	0.183
YOR378W	0.436
YOR376W	0.072
YOR371C	0.063
YOR364W	0.245
YOR363C	0.801
YPL004C	0.186
YOR386W	0.093
YOR383C	0.143
YOR380W	0.285
YPL025C	0.123
YPL021W	0.249
YPL018W	0.190
YPL017C	0.910
YPL009C	0.464
YPL041C	0.266
YPL038W	0.165
YPL036W	0.316
YPL033C	0.563
YPL032C	0.384
YPL030W	0.288
YPL027W	0.169
YOR219C	0.693
YOR215C	0.072
YOR214C	0.702
YOR213C	0.462
YOR209C	0.052
YOR208W	0.378
YOR197W	0.985
YOR234C	0.254
YOR233W	0.470
YOR231W	0.068
YOR230W	0.547
YOR228C	0.501
YOR226C	0.391
YOR225W	0.257
YOR223W	0.311
YOR222W	0.055
YOR252W	0.181
YOR251C	0.102
YOR247W	0.282
YOR246C	0.747
YOR245C	0.126
YOR243C	0.299
YOR242C	0.077
YOR239W	0.793
YOR238W	0.196
YOR271C	0.074
YOR270C	0.066
YOR268C	0.599
YOR267C	0.353
YOR266W	0.354
YOR265W	0.102
YOR264W	0.165
YOR263C	0.227
YOR255W	0.553
YOR253W	0.328
YOR286W	0.387
YOR285W	0.390
YOR284W	0.264
YOR283W	0.969
YOR280C	0.263
YOR279C	0.194
YOR277C	0.112
YOR276W	0.669
YOR275C	0.774
YOR274W	0.081
YOR273C	0.886
YOR300W	0.137
YOR299W	0.163
YOR298W	0.591
YOR298C-A	0.474
YOR297C	0.067
YOR296W	0.082
YOR293W	0.072
YOR292C	0.102
YOR291W	0.175
YOR289W	0.282
YOR288C	0.543
YOR312C	0.058
YOR311C	0.629
YOR309C	0.046
YOR308C	0.233
YOR307C	0.978
YOR306C	0.276
YOR303W	0.444
YOR304W	0.223
YOR304C-A	0.143
YOR302W	0.277
YOR301W	0.437
YPL168W	0.956
YPL167C	0.094
YPL163C	0.916
YPL162C	0.222
YPL161C	0.697
YPL159C	0.580
YPL183C	0.152
YPL182C	0.431
YPL181W	0.291
YPL177C	0.864
YPL171C	0.167
YPL196W	0.827
YPL194W	0.596
YPL192C	0.515
YPL191C	0.974
YPL189W	0.204
YPL187W	0.082
YPL186C	0.528
YPL185W	0.469
YPL184C	0.153
YPL183W-A	0.634
YPL208W	0.794
YPL205C	0.348
YPL202C	0.490
YPL201C	0.328
YPL200W	0.081
YPL199C	0.417
YPL198W	0.092
YPL197C	0.718
YPL223C	0.261
YPL222W	0.246
YPL221W	0.195
YPL219W	0.394
YPL216W	0.429
YPL213W	0.204
YPL212C	0.166
YPL244C	0.287
YPL240C	0.220
YPL239W	0.170
YPL236C	0.488
YPL232W	0.196
YPL230W	0.307
YPL229W	0.745
YPL226W	0.646
YPL260W	0.177
YPL259C	0.103
YPL258C	0.369
YPL248C	0.095
YPL060W	0.341
YPL058C	0.294
YPL054W	0.064
YPL053C	0.988
YPL052W	0.137
YPL051W	0.113
YPL048W	0.106
YPL047W	0.096
YPL074W	0.126
YPL073C	0.769
YPL071C	0.718
YPL070W	0.551
YPL068C	0.104
YPL067C	0.293
YPL066W	0.070
YPL095C	0.730
YPL092W	0.065
YPL091W	0.262
YPL089C	0.096
YPL088W	0.095
YPL087W	0.089
YPL086C	0.060
YPL081W	0.219
YPL107W	0.213
YPL105C	0.275
YPL102C	0.117
YPL100W	0.270
YPL099C	0.385
YPL098C	0.566
YPL096W	0.844
YPL121C	0.148
YPL120W	0.174
YPL119C	0.227
YPL116W	0.161
YPL115C	0.071
YPL114W	0.518
YPL113C	0.822
YPL112C	0.133
YPL111W	0.142
YPL110C	0.551
YPL109C	0.108
YPL139C	0.151
YPL138C	0.088
YPL136W	0.428
YPL135W	0.872
YPL134C	0.877
YPL133C	0.398
YPL130W	0.187
YPL127C	0.136
YPL125W	0.217
YPL123C	0.615
YPL156C	0.684
YPL154C	0.414
YPL150W	0.283
YPL147W	0.638
YPL145C	0.864
YPL141C	0.120
YPL140C	0.584
YPR117W	0.054
YPR115W	0.764
YPR114W	0.064
YPR111W	0.162
YPR109W	0.101
YPR106W	0.060
YPR098C	0.466
YPR097W	0.075
YPR096C	0.150
YPR134W	0.731
YPR132W	0.468
YPR130C	0.169
YPR129W	0.129
YPR128C	0.097
YPR126C	0.141
YPR123C	0.605
YPR121W	0.714
YPR148C	0.993
YPR147C	0.958
YPR145W	0.148
YPR138C	0.993
YPR170C	0.091
YPR167C	0.855
YPR160W	0.110
YPR158W	0.587
YPR157W	0.840
YPR156C	0.173
YPR155C	0.319
YPR154W	0.097
YPR153W	0.681
YPR193C	0.050
YPR192W	0.140
YPR191W	0.237
YPR188C	0.382
YPR185W	0.203
YPR179C	0.072
YPR173C	0.905
YPR172W	0.109
YJL082W	0.639
YJL079C	0.286
YPR201W	0.434
YPR200C	0.304
YPR199C	0.196
YPR198W	0.331
YPR197C	0.846
YPR196W	0.099
YJR034W	0.063
YJL117W	0.456
YJL106W	0.065
YPL274W	0.531
YPL273W	0.065
YPL264C	0.096
YPL263C	0.113
YPL262W	0.778
YPL261C	0.960
YPR008W	0.236
YPR007C	0.995
YPR001W	0.190
YPR027C	0.073
YPR026W	0.138
YPR023C	0.077
YPR022C	0.101
YPR014C	0.074
YPR040W	0.093
YPR037C	0.062
YPR031W	0.337
YPR061C	0.161
YPR054W	0.089
YPR053C	0.438
YPR052C	0.703
YPR051W	0.329
YPR050C	0.400
YPR074C	0.122
YPR073C	0.074
YPR070W	0.133
YPR068C	0.864
YPR064W	0.456
YPR063C	0.074
YPR095C	0.082
YPR093C	0.207
YPR079W	0.311
YPR078C	0.102
YFL013C	0.763
YFL012W	0.434
YFL010W-A	0.125
YFL010C	0.134
YFL007W	0.089
YFL004W	0.077
YFL003C	0.116
YGR255C	0.207
YGR254W	0.576
YGR122C-A	0.847
YGL096W	0.620
YGL094C	0.152
YGL037C	0.129
YGL029W	0.086
YGR292W	0.159
YGR291C	0.190
YGR289C	0.090
YGR276C	0.452
YGR273C	0.112
YGR272C	0.261
YGR271W	0.995
YIR004W	0.236
YIL158W	0.182
YIL136W	0.074
YIL131C	0.060
YIL111W	0.155
YIL102C	0.077
YMR074C	0.172
YJR066W	0.221
YJR044C	0.306
YJR039W	0.081
YJL103C	0.273
YJL029C	0.074
YNL053W	0.070
YNL047C	0.182
YNL014W	0.127
YNL011C	0.594
YMR165C	0.573
YMR118C	0.459
YOR125C	0.194
YOL153C	0.073
YOL073C	0.076
YNR044W	0.353
YNR033W	0.193
YNL284C	0.122
YNL147W	0.064
YNL111C	0.056
YNL109W	0.057
YNL096C	0.141
YOR379C	0.819
YOR366W	0.110
YOR345C	0.111
YOR333C	0.296
YOR325W	0.055
YOR128C	0.351
YPR151C	0.340
YPR118W	0.522
YPR083W	0.149
YPR011C	0.127
YML050W	0.284
YLR308W	0.268
YOL086C	0.667
YDR461W	0.332
YGL049C	0.716
YGR068C	0.885
YGR067C	0.274
YGR061C	0.067
YGR055W	0.785
YGL071W	0.299
YGL063W	0.324
YOR155C	0.434
YOR054C	0.136
YNL180C	0.057
YNL042W	0.063
YKL087C	0.487
YAL048C	0.150
YOR248W	0.173
YOR220W	0.538
YOR180C	0.441
YOR179C	0.091
YOR158W	0.141
YDR033W	0.801
YDR032C	0.656
YDR031W	0.724
YDR030C	0.984
YDR029W	0.839
YDR026C	0.133
YAL046C	0.207
YLR227C	0.650
YKR104W	0.602
YDR046C	0.863
YDR042C	0.058
YDR036C	0.570
YDR035W	0.525
YDR034C	0.128
YPR039W	0.290
YPL072W	0.201
YPL035C	0.769
YPL015C	0.789
YOR240W	0.248
YMR194C-A	0.269
YML129C	0.279
YML112W	0.076
YLR238W	0.900
YBR086C	0.186
YBR085W	0.362
YAL024C	0.338
YDR271C	0.208
YDR242W	0.856
YCR107W	0.533
YBR299W	0.060
YBR118W	0.524
YER089C	0.127
YDR515W	0.550
YDR493W	0.799
YDR444W	0.100
YDR326C	0.395
YDR290W	0.398
YFL063W	0.855
YFL033C	0.106
YBR271W	0.042
YIL098C	0.036
YPR029C	0.005
YIL124W	0.001
YBR161W	0.048
YMR177W	0.038
YOR030W	0.006
YBR225W	0.018
YPR009W	0.015
YPL179W	0.005
YOR083W	0.002
YPL224C	0.003
YIL165C	0.014
YGR183C	0.050
YBR242W	0.009
YER083C	0.026
YGR161C	0.045
YPR004C	0.007
YPL037C	0.029
YLR043C	0.002
YIL100W	0.008
YMR188C	0.028
YER096W	0.010
YOL112W	0.034
YIL074C	0.000
YML011C	0.034
YOL044W	0.010
YPL257W	0.006
YMR252C	0.037
YPL195W	0.025
YPR149W	0.033
YIL164C	0.022
YPR127W	0.036
YBR284W	0.002
YHR113W	0.031
YMR234W	0.040
YLR353W	0.033
YIL112W	0.042
YMR237W	0.010
YBR264C	0.027
YPL220W	0.001
YGR087C	0.029
YGR247W	0.028
YGR176W	0.044
YPL166W	0.007
YHR139C-A	0.019
YLR057W	0.001
YOR037W	0.011
YOR320C	0.015
YLR130C	0.028
YBR033W	0.028
YMR305C	0.036
YGR256W	0.026
YPL034W	0.002
YAR028W	0.034
YBR169C	0.013
YLR046C	0.026
YOL084W	0.032
YNR027W	0.038
YBR186W	0.014
YLR446W	0.020
YOL042W	0.027
YNL010W	0.038
YMR176W	0.037
YIL113W	0.000
YFL015C	0.046
YML036W	0.029
YGR194C	0.028
YOR019W	0.020
YLR394W	0.024
YER130C	0.005
YMR315W	0.045
YPL023C	0.009
YGR124W	0.020
YOR044W	0.005
YLR144C	0.029
YIL133C	0.020
YPL214C	0.004
YBR241C	0.033
YGR142W	0.043
YPR184W	0.023
YGR014W	0.036
YLR143W	0.044
YPL019C	0.002
YLR030W	0.041
YFL013W-A	0.041
YOL114C	0.029
YOR382W	0.046
YOL117W	0.013
YPR038W	0.034
YOR357C	0.002
YJL163C	0.048
YOL099C	0.021
YPL039W	0.012
YNR025C	0.004
YLR207W	0.017
YOR091W	0.045
YLR375W	0.050
YIL077C	0.007
YMR206W	0.005
YLR445W	0.016
YFR023W	0.043
YMR163C	0.007
YDR122W	0.040
YPR152C	0.030
YPL227C	0.001
YGL202W	0.046
YDR112W	0.040
YPR195C	0.030
YDR165W	0.045
YBL107C	0.026
YPL080C	0.033
YOL162W	0.031
YMR295C	0.017
YGR121C	0.046
YJR126C	0.050
YMR258C	0.015
YHR158C	0.032
YDR049W	0.029
YIL105C	0.004
YGR069W	0.012
YLL024C	0.028
YMR219W	0.004
YPR020W	0.029
YPL090C	0.050
YDR077W	0.049
YLR423C	0.013
YDR097C	0.033
YPL176C	0.011
YGR242W	0.046
YJL182C	0.034
YLR448W	0.044
YLR422W	0.010
YKR098C	0.034
YGR137W	0.011
YLR174W	0.010
YDR178W	0.049
YOR351C	0.032
YBR008C	0.018
YPR005C	0.023
YGR089W	0.015
YBR260C	0.001
YIL141W	0.030
YGR241C	0.013
YDR019C	0.026
YER084W	0.015
YLR104W	0.010
YOR072W	0.029
YLR014C	0.029
YFR035C	0.026
YOR385W	0.019
YDR098C	0.039
YLR004C	0.013
YML121W	0.043
YPR194C	0.047
YER101C	0.040
YOR129C	0.031
YPR150W	0.010
YPR077C	0.025
YGR266W	0.044
YNR073C	0.038
YOR051C	0.009
YGR173W	0.011
YAR040C	0.026
YBR290W	0.039
YDR093W	0.032
YOL047C	0.009
YPR125W	0.015
YLR168C	0.008
YLR089C	0.018
YOR033C	0.012
YJL134W	0.045
YLR377C	0.019
YBR272C	0.013
YOL015W	0.010
YMR122C	0.048
YJL107C	0.044
YDR070C	0.019
YOR367W	0.001
YLR165C	0.015
YDR063W	0.022
YOL091W	0.017
YGR231C	0.047
YDL130W	0.041
YGR153W	0.008
YPL014W	0.018
YOL011W	0.022
YJL188C	0.025
YLR365W	0.041
YLL001W	0.047
YHR008C	0.049
YFR039C	0.049
YNR055C	0.006
YLR001C	0.027
YFL044C	0.022
YGR234W	0.050
YPR171W	0.010
YOR154W	0.048
YGL032C	0.035
YGR126W	0.007
YJL164C	0.024
YPR042C	0.015
YLR351C	0.007
YGR202C	0.013
YGR187C	0.022
YNR034W	0.002
YLR125W	0.020
YBR273C	0.002
YGR123C	0.039
YJR111C	0.032
YOR381W	0.015
YML116W	0.045
YHR136C	0.037
YOR131C	0.026
YAL042W	0.011
YNR041C	0.030
YOR338W	0.002
YOL122C	0.010
YFR007W	0.016
YGR205W	0.010
YBR226C	0.002
YBR145W	0.003
YPL137C	0.035
YHR092C	0.008
YMR088C	0.050
YLR221C	0.008
YPL249C	0.006
YAR042W	0.033
YOR368W	0.001
YOR134W	0.028
YBR227C	0.026
YLR344W	0.011
YMR004W	0.040
YER056C-A	0.001
YLR136C	0.027
YDR105C	0.019
YPL272C	0.008
YJL197W	0.030
YOR193W	0.024
YOL016C	0.014
YLR047C	0.000
YBR007C	0.018
YOR118W	0.025
YBR267W	0.009
YPL149W	0.034
YGR199W	0.041
YPR006C	0.001
YLL016W	0.019
YAR037W	0.012
YNL228W	0.033
YPR090W	0.021
YGR230W	0.018
YLR334C	0.006
YOR229W	0.034
YOL008W	0.001
YPR012W	0.033
YPL270W	0.008
YDR220C	0.035
YMR054W	0.050
YJL187C	0.021
YOL141W	0.015
YEL041W	0.045
YJR127C	0.044
YPL265W	0.005
YPR092W	0.043
YML060W	0.027
YOR172W	0.039
YPR140W	0.007
YPL003W	0.015
YMR311C	0.014
YJL183W	0.020
YLL005C	0.023
YGL139W	0.030
YLR017W	0.005
YLR121C	0.005
YOL132W	0.004
YLR097C	0.033
YML131W	0.047
YPR028W	0.026
YGR249W	0.009
YFL042C	0.014
YPR021C	0.038
YFR040W	0.026
YHL012W	0.039
YLR151C	0.004
YPR059C	0.001
YFL031W	0.016
YDR043C	0.040
YPR071W	0.002
YDR134C	0.016
YLR390W-A	0.013
YDR059C	0.012
YER081W	0.022
YOR133W	0.031
YEL005C	0.047
YFR031C-A	0.013
YPL250C	0.006
YLR090W	0.040
YMR210W	0.003
YOR185C	0.021
YLR185W	0.015
YGR134W	0.032
YOR088W	0.020
YEL067C	0.038
YDL080C	0.043
YPR084W	0.026
YLR013W	0.020
YPR122W	0.013
YKR096W	0.045
YKR097W	0.029
YOR235W	0.044
YGL017W	0.017
YOR342C	0.014
YFL032W	0.048
YHR109W	0.033
YLR095C	0.017
YPR030W	0.010
YHR017W	0.036
YGR149W	0.009
YPR174C	0.011
YMR022W	0.020
YEL016C	0.035
YLR061W	0.000
YPL267W	0.012
YIL122W	0.050
YOL036W	0.003
YMR087W	0.027
YBR246W	0.000
YLR172C	0.009
YGR152C	0.006
YLR184W	0.005
YMR182C	0.002
YIL024C	0.040
YGR206W	0.017
YPL079W	0.012
YOR374W	0.003
YLL019C	0.010
YOR237W	0.016
YMR027W	0.018
YAR043C	0.022
YJL119C	0.014
YDR083W	0.023
YGR059W	0.005
YFR053C	0.014
YHL019C	0.049
YOR171C	0.013
YKL027W	0.014
YML122C	0.042
YKL175W	0.011
YLR190W	0.021
YPR076W	0.020
YGR168C	0.005
YDR338C	0.045
YML058C-A	0.026
YPL001W	0.012
YGL151W	0.035
YML068W	0.017
YPR075C	0.037
YAR047C	0.005
YLR408C	0.041
YAL043C-A	0.006
YJL177W	0.040
YGR210C	0.006
YPR017C	0.028
YDR272W	0.040
YOL053C-A	0.004
YML094W	0.037
YPR091C	0.042
YLR364W	0.012
YOL079W	0.019
YOR188W	0.012
YPR003C	0.000
YDL200C	0.012
YPR058W	0.003
YOL013C	0.018
YIL151C	0.040
YLR119W	0.012
YEL015W	0.032
YGR086C	0.021
YPL245W	0.014
