ORF	hom | growth (relative abundance in pooled culture) | arsenic [1-5 mM] | Haugen AC~Van Houten B, 2004
YOR078W	0.970
YGL031C	0.970
YMR064W	0.970
YDR439W	0.971
YJL062W	0.971
YDR237W	0.971
YJL177W	0.971
YHR111W	0.971
YGL251C	0.972
YNL141W	0.972
YKL211C	0.972
YPL214C	0.972
YIR009W	0.973
YKL184W	0.973
YJL101C	0.973
YGL064C	0.973
YBR231C	0.974
YGR171C	0.974
YOL050C	0.974
YBR031W	0.974
YPL061W	0.974
YML128C	0.975
YFR031C-A	0.975
YMR193C-A	0.975
YLR386W	0.975
YLR388W	0.976
YMR116C	0.976
YJL148W	0.976
YGR092W	0.976
YER156C	0.977
YMR216C	0.977
YJL180C	0.977
YNR037C	0.977
YGR118W	0.977
YPL183W-A	0.739
YJL023C	0.978
YKL055C	0.978
YGR063C	0.978
YPL102C	0.979
YML026C	0.979
YDL061C	0.979
YBL090W	0.979
YDL082W	0.980
YKL053C-A	0.980
YGR102C	0.980
YGR220C	0.980
YEL054C	0.981
YFL016C	0.981
YKL048C	0.981
YKR057W	0.981
YPL174C	0.981
YLR184W	0.982
YBR162C	0.982
YMR312W	0.982
YER087W	0.982
YDR123C	0.983
YJL046W	0.983
YOR235W	0.983
YPL178W	0.983
YML014W	0.984
YJR070C	0.984
YGL147C	0.984
YNL177C	0.984
YIL133C	0.984
YOL095C	0.985
YNL315C	0.990
YHR100C	0.985
YDR083W	0.985
YDR392W	0.986
YBR168W	0.986
YOL006C	0.986
YPL086C	0.986
YGL212W	0.987
YNL119W	0.987
YIL103W	0.987
YMR194W	0.987
YPR166C	0.987
YHL033C	0.988
YKL016C	0.988
YMR179W	0.988
YLR448W	0.988
YDR140W	0.989
YNL184C	0.989
YLR287C-A	0.989
YEL033W	0.989
YDR332W	0.990
YPL078C	0.990
YGL211W	0.990
YLR192C	0.990
YHR067W	0.990
YOL049W	0.991
YHR203C	0.991
YMR098C	0.991
YPR057W	0.991
YNL120C	0.992
YEL050C	0.992
YNL226W	0.992
YDR337W	0.992
YBR251W	0.993
YOR295W	0.993
YML047C	0.993
YOR141C	0.993
YML013C-A	0.994
YHR026W	0.994
YLR068W	0.994
YDR417C	0.994
YOR182C	0.995
YNL227C	0.995
YMR072W	0.995
YBR039W	0.995
YLR185W	0.996
YHR066W	0.996
YBR181C	0.996
YKL138C	0.996
YJL117W	0.997
YGL219C	0.997
YBR026C	0.997
YER056C-A	0.997
YMR282C	0.997
YCR064C	0.998
YNL148C	0.998
YBR267W	0.998
YPR106W	0.998
YIL060W	0.999
YDR241W	0.999
YPR024W	0.999
YMR287C	0.999
YML035C	1.000
YLL033W	1.000
YOL148C	0.500
YNL284C	0.500
YNL220W	0.500
YNL059C	0.500
YOR270C	0.500
YNL138W	0.500
YJR055W	0.500
YIL033C	0.500
YGR272C	0.500
YGR162W	0.500
YNL080C	0.500
YNL073W	0.500
YCR084C	0.500
YCR047C	0.500
YCR046C	0.500
YCR028C-A	0.500
YBR112C	0.500
YPR067W	0.500
YPR043W	0.500
YPL268W	0.500
YNR052C	0.500
YLR439W	0.500
YKR085C	0.500
YFR019W	0.500
YKL204W	0.500
YKL139W	0.500
YJL189W	0.500
YJL184W	0.500
YJL140W	0.500
YJL129C	0.500
YGR086C	0.500
YDR174W	0.500
YBR189W	0.500
YJR122W	0.500
YJR113C	0.500
YJR104C	0.500
YJR090C	0.500
YAL047C	0.500
YAL016W	0.500
YJR030C	0.500
YJL029C	0.500
YJL024C	0.500
YJL006C	0.500
YMR198W	0.500
YML036W	0.500
YLR370C	0.500
YGR155W	0.500
YBR191W	0.500
YOL143C	0.500
YHR194W	0.500
YHR059W	0.500
YHR025W	0.500
YHR008C	0.500
YGR188C	0.500
YMR125W	0.500
YMR097C	0.500
YML112W	0.500
YML094W	0.500
YOR096W	0.500
YMR158W	0.500
YMR142C	0.500
YLR052W	0.500
YHR191C	0.500
YHR168W	0.500
YHR064C	0.500
YHL025W	0.500
YER077C	0.500
YOL121C	0.500
YOL086C	0.500
YMR089C	0.500
YMR078C	0.500
YMR066W	0.500
YER154W	0.500
YER122C	0.500
YMR060C	0.500
YML010C-B	0.500
YLR447C	0.500
YLR435W	0.500
YLR423C	0.500
YKR082W	0.500
YIR033W	0.500
YIR026C	0.500
YHR039C-B	0.500
YGR285C	0.500
YGR262C	0.500
YGR261C	0.500
YGR219W	0.500
YCR071C	0.500
YCR063W	0.500
YCR028C	0.500
YBR282W	0.500
YBR279W	0.500
YBR274W	0.500
YFR001W	0.500
YFL036W	0.500
YFL023W	0.500
YPR191W	0.500
YPR163C	0.500
YPR159W	0.500
YPR148C	0.500
YPR139C	0.500
YPR135W	0.500
YPR132W	0.500
YPR131C	0.500
YPR125W	0.500
YPR116W	0.500
YPR101W	0.500
YPR100W	0.500
YPR099C	0.500
YPR072W	0.500
YPR047W	0.500
YPR044C	0.500
YNR036C	0.500
YNR023W	0.500
YNL005C	0.500
YNL003C	0.500
YLR403W	0.500
YLR399C	0.500
YLR373C	0.500
YLR369W	0.500
YLR357W	0.500
YLR342W	0.500
YLR338W	0.500
YLR337C	0.500
YLR333C	0.500
YLR322W	0.500
YLR320W	0.500
YLR312W-A	0.500
YLR304C	0.500
YLR295C	0.500
YLR270W	0.500
YLR260W	0.500
YLR251W	0.500
YLR244C	0.500
YLR242C	0.500
YLR240W	0.500
YLR235C	0.500
YLR234W	0.500
YLR233C	0.500
YKR024C	0.500
YKL181W	0.500
YKL170W	0.500
YKL169C	0.500
YKL143W	0.500
YKL134C	0.500
YKL119C	0.500
YKL118W	0.500
YKL080W	0.500
YKL073W	0.500
YKL057C	0.500
YKL054C	0.500
YKL009W	0.500
YKL006W	0.500
YKL003C	0.500
YGR215W	0.500
YGR180C	0.500
YGR167W	0.500
YGR165W	0.500
YGR160W	0.500
YGR159C	0.500
YGR104C	0.500
YGR101W	0.500
YGR036C	0.500
YGR020C	0.500
YGR016W	0.500
YGR006W	0.500
YGL246C	0.500
YGL240W	0.500
YGL220W	0.500
YGL218W	0.500
YGL206C	0.500
YGL200C	0.500
YGL195W	0.500
YGL167C	0.500
YGL143C	0.500
YGL135W	0.500
YGL129C	0.500
YGL118C	0.500
YGL105W	0.500
YGL104C	0.500
YGL088W	0.500
YGL076C	0.500
YGL071W	0.500
YGL070C	0.500
YGL058W	0.500
YGL041C	0.500
YGL038C	0.500
YGL036W	0.500
YGL025C	0.500
YGL023C	0.500
YGL020C	0.500
YDR533C	0.500
YDR532C	0.500
YDR529C	0.500
YDR519W	0.500
YDR509W	0.500
YDR507C	0.500
YDR470C	0.500
YDR450W	0.500
YDR448W	0.500
YDR446W	0.500
YDR433W	0.500
YDR432W	0.500
YDR418W	0.500
YDR405W	0.500
YDR401W	0.500
YDR388W	0.500
YDR382W	0.500
YDR378C	0.500
YDR377W	0.500
YDR369C	0.500
YDR363W	0.500
YDR359C	0.500
YDR350C	0.500
YDR347W	0.500
YLR226W	0.500
YLR149C	0.500
YLR139C	0.500
YDR138W	0.500
YDR129C	0.500
YDR115W	0.500
YDR114C	0.500
YDR101C	0.500
YDR092W	0.500
YDR080W	0.500
YDR076W	0.500
YDR069C	0.500
YDR065W	0.500
YDR027C	0.500
YDR025W	0.500
YDR024W	0.500
YDL232W	0.500
YDL206W	0.500
YDL198C	0.500
YDL191W	0.500
YDL151C	0.500
YDL117W	0.500
YDL116W	0.500
YDL115C	0.500
YDL107W	0.500
YDL106C	0.500
YDL090C	0.500
YDL083C	0.500
YDL081C	0.500
YDL077C	0.500
YDL075W	0.500
YDL056W	0.500
YDL047W	0.500
YDL045W-A	0.500
YDL044C	0.500
YDL032W	0.500
YDL013W	0.500
YDL006W	0.500
YDR322W	0.500
YDR320C	0.500
YDR300C	0.500
YDR298C	0.500
YDR296W	0.500
YDR268W	0.500
YDR264C	0.500
YDR245W	0.500
YDR226W	0.500
YDR194C	0.500
YDR192C	0.500
YDR191W	0.500
YDR186C	0.500
YDR185C	0.500
YDR176W	0.500
YDR175C	0.500
YDR173C	0.500
YDR171W	0.500
YDR161W	0.500
YDR159W	0.500
YBR268W	0.500
YBR266C	0.500
YBR194W	0.500
YBR179C	0.500
YBR178W	0.500
YBR171W	0.500
YBR170C	0.500
YBR163W	0.500
YBR156C	0.500
YBR146W	0.500
YBR127C	0.500
YBR126C	0.500
YBR097W	0.500
YBR081C	0.500
YBR038W	0.500
YBR035C	0.500
YBR021W	0.500
YBR017C	0.500
YBL100C	0.500
YBL099W	0.500
YBL093C	0.500
YBL058W	0.500
YBL045C	0.500
YBL038W	0.500
YBL033C	0.500
YNL054W	0.500
YNL064C	0.500
YNL081C	0.500
YNL133C	0.500
YNL139C	0.500
YHR183W	0.500
YHR178W	0.500
YHR147C	0.500
YPL005W	0.500
YPL024W	0.500
YPL029W	0.500
YPL031C	0.500
YPL040C	0.500
YPL045W	0.500
YPL050C	0.500
YPL059W	0.500
YPL069C	0.500
YPL090C	0.500
YLR091W	0.500
YLR089C	0.500
YLR074C	0.500
YLR069C	0.500
YLR062C	0.500
YLR048W	0.500
YJR105W	0.500
YOR258W	0.500
YOR241W	0.500
YOR201C	0.500
YOR199W	0.500
YOR196C	0.500
YOR153W	0.500
YIL134W	0.500
YIL128W	0.500
YPL097W	0.500
YPL104W	0.500
YPL106C	0.500
YPL118W	0.500
YPL125W	0.500
YPL129W	0.500
YPL157W	0.500
YPL173W	0.500
YNL225C	0.500
YNL228W	0.500
YNL229C	0.500
YNL243W	0.500
YHR120W	0.500
YHR091C	0.500
YHR050W	0.500
YOR080W	0.500
YOR073W	0.500
YOR035C	0.500
YOR026W	0.500
YOR001W	0.500
YOL072W	0.500
YOL067C	0.500
YOL051W	0.500
YOL033W	0.500
YOL023W	0.500
YOL009C	0.500
YOR383C	0.500
YOR331C	0.500
YOR323C	0.500
YOR312C	0.500
YOR301W	0.500
YOR293W	0.500
YOR291W	0.500
YLL027W	0.500
YLL006W	0.500
YLL002W	0.500
YIL090W	0.500
YIL070C	0.500
YIL049W	0.500
YIL040W	0.500
YIL036W	0.500
YIL034C	0.500
YIL015C-A	0.500
YIL008W	0.500
YJL056C	0.500
YJL059W	0.500
YJL063C	0.500
YJL075C	0.500
YJL088W	0.500
YJL096W	0.500
YJL102W	0.500
YJL115W	0.500
YJL120W	0.500
YJL127C	0.500
YJL176C	0.500
YJL188C	0.500
YNL246W	0.500
YNL248C	0.500
YNL277W	0.500
YNL280C	0.500
YNL297C	0.500
YPL188W	0.500
YPL193W	0.500
YPL213W	0.500
YPL239W	0.500
YPL254W	0.500
YPL260W	0.500
YPL271W	0.500
YHR038W	0.500
YHR021C	0.500
YHR011W	0.500
YHR010W	0.500
YMR304W	0.500
YMR293C	0.500
YMR267W	0.500
YMR266W	0.500
YMR257C	0.500
YMR228W	0.500
YMR224C	0.500
YMR205C	0.500
YMR202W	0.500
YMR193W	0.500
YMR188C	0.500
YMR165C	0.500
YMR041C	0.500
YMR032W	0.500
YMR024W	0.500
YMR014W	0.500
YMR002W	0.500
YML008C	0.500
YML024W	0.500
YML032C	0.500
YML034W	0.500
YML061C	0.500
YML063W	0.500
YAL010C	0.500
YAL013W	0.500
YAL035W	0.500
YAL039C	0.500
YER014W	0.500
YER004W	0.500
YEL051W	0.500
YEL046C	0.500
YEL045C	0.500
YEL044W	0.500
YEL029C	0.500
YER086W	0.500
YER070W	0.500
YER068W	0.500
YER054C	0.500
YER050C	0.500
YER044C	0.500
YER028C	0.500
YER017C	0.500
YER014C-A	0.500
