orf	hap a | transport to mitochondria (Om14-GFP) | standard | SD + Met | Sauerwald J~Rapaport D, 2015	hap a | protein insertion into the MOM (Ura3-HA-Om14-SL17) | standard | SD + Met | Sauerwald J~Rapaport D, 2015
YBL067C	0.0	-1.140703569148836
YBL072C	0.0	-1.0022287368362972
YBL075C	0.0	-1.0142732314598832
YBL080C	-5.697271637335632	0.0
YBL083C	0.0	-0.8646679298195503
YBL085W	0.0	-1.3960456757813833
YBL094C	0.0	-1.6858515923754485
YBL101C	0.0	-1.1483336933571897
YBL102W	0.0	-1.341545394144272
YBR013C	0.0	-1.4388927029354615
YBR014C	0.0	-1.3825086122860824
YBR024W	0.0	-1.1258432869204702
YBR025C	0.0	-1.9474046044029758
YBR042C	0.0	-1.7774090578409392
YBR051W	0.0	-1.2389271830250275
YBR052C	0.0	-1.5265199260658824
YBR053C	0.0	-1.0341079079862097
YBR054W	0.0	-1.2850400854235215
YBR065C	0.0	-0.9432741052576914
YBR066C	0.0	-1.930421424713415
YBR067C	0.0	-1.569340989278283
YBR089C-A	0.0	-0.754619284206153
YBR098W	0.0	-0.754619284206153
YBR099C	0.0	-1.1963476456926816
YBR103W	0.0	-1.0690439859587169
YBR106W	0.0	-1.9504989973125144
YBR107C	-5.697271637335632	-0.8146458181770972
YBR121C	0.0	-1.0583075327281417
YBR141C	0.0	-2.0859394847974966
YBR156C	0.0	-0.9432741052576914
YBR157C	0.0	-1.8692404287675355
YBR158W	0.0	-1.0690439859587169
YBR161W	0.0	-0.8335910697626109
YBR171W	0.0	-0.949870427672081
YBR172C	0.0	-0.9758007985424393
YBR174C	0.0	-1.3475344360824162
YBR175W	0.0	-1.4039428543370291
YBR178W	0.0	-0.9873523344753407
YBR179C	0.0	-2.263857852618459
YBR180W	0.0	-1.661547047793365
YBR181C	0.0	-1.9591077570736666
YBR182C	0.0	-1.6564813555744824
YBR183W	0.0	-1.5448898731779515
YBR184W	0.0	-1.5644546135981225
YBR185C	0.0	-0.8240095632136153
YBR186W	0.0	-1.0017070144329465
YBR187W	0.0	-1.078027548865933
YBR188C	0.0	-1.3495016396387411
YBR194W	0.0	-1.6639120862930707
YBR195C	0.0	-1.7328294674363516
YBR196C-A	-5.697271637335632	0.0
YBR197C	0.0	-1.6091146501454738
YBR199W	0.0	-1.8464088868873962
YBR200W	0.0	-2.053008346737329
YBR201W	-5.697271637335632	-1.7536927027326097
YBR202W	-5.697271637335632	0.0
YBR203W	0.0	-1.4006191259886933
YBR204C	0.0	-1.6886585380836996
YBR205W	0.0	-1.5886721772761119
YBR206W	0.0	-1.2073908547298449
YBR207W	0.0	-1.2073908547298449
YBR208C	0.0	-0.8384658713401701
YBR209W	0.0	-1.8646116034163667
YBR210W	0.0	-1.6258057749156958
YBR212W	-5.697271637335632	-1.4777960982370502
YBR213W	0.0	-1.2397316811958232
YBR214W	0.0	-1.6940432910750378
YBR215W	0.0	-1.629977653885291
YBR216C	0.0	-1.6879641883558687
YBR217W	0.0	-1.682597052621828
YBR218C	0.0	-1.7624331966656865
YBR219C	0.0	-1.5518380441336213
YBR220C	0.0	-1.0256961144549654
YBR221C	0.0	-1.8613942343751777
YBR222C	0.0	-1.7118678206528475
YBR223C	0.0	-1.7817399765978617
YBR224W	0.0	-1.8540215172306351
YBR225W	0.0	-1.7979184288133179
YBR226C	0.0	-1.7200880742934375
YBR227C	0.0	-1.2480242008024842
YBR228W	0.0	-1.5813712941084825
YBR229C	0.0	-2.0138612799366666
YBR230C	0.0	-1.7344072257964005
YBR231C	0.0	-1.5903133675418932
YBR233W	0.0	-1.1897150877124036
YBR235W	0.0	-1.0061590456082043
YBR238C	0.0	-1.547936993243391
YBR239C	0.0	-1.8125659277500736
YBR240C	0.0	-1.5751761757701257
YBR241C	0.0	-1.569010392903883
YBR242W	0.0	-1.7583361962085122
YBR244W	0.0	-1.964077589029714
YBR245C	0.0	-1.9437163381067581
YBR246W	0.0	-1.8318656536888502
YBR248C	0.0	-2.3926952913853636
YBR249C	0.0	-1.9445958477620098
YBR250W	0.0	-1.2327938801387648
YBR255W	0.0	-1.756441437376391
YBR258C	0.0	-1.8865482105153828
YBR259W	0.0	-1.8110862820947675
YBR260C	0.0	-1.3974431189002836
YBR261C	0.0	-1.9700237950514614
YBR262C	0.0	-1.9749801578832915
YBR263W	0.0	-2.040266953594414
YBR264C	0.0	-2.3674330484898922
YBR266C	0.0	-1.9763838395875442
YBR274W	0.0	-1.3596743859570326
YBR277C	0.0	-1.5748576366041458
YBR278W	-5.697271637335632	-1.8865482105153828
YBR285W	-5.697271637335632	0.0
YBR294W	0.0	-1.2993444628715218
YBR295W	0.0	-1.1866996808080637
YBR296C	0.0	-1.82569181662779
YBR301W	0.0	-0.8928701454347612
YCL001W	0.0	-1.7200880742934375
YCL005W	0.0	-1.652678597641575
YCL008C	0.0	-1.5355624969311255
YCL009C	0.0	-1.8426749963173505
YCL010C	0.0	-1.3335944246746672
YCL011C	0.0	-1.37494191613833
YCL014W	0.0	-1.6027312230927147
YCL023C	0.0	-1.695159261622518
YCL024W	0.0	-1.5092385684123064
YCL025C	0.0	-1.4624404732677387
YCL027W	0.0	-1.7063047509120024
YCL028W	0.0	-1.5822662410774178
YCL029C	0.0	-1.440113137798002
YCL030C	0.0	-1.4528589667187433
YCL032W	0.0	-1.3520262175360243
YCL033C	0.0	-1.1349964843751084
YCL034W	0.0	-1.5870961136081791
YCL036W	0.0	-0.9283015004123313
YCL037C	0.0	-1.7210615253824544
YCL038C	-5.697271637335632	0.0
YCL039W	0.0	-1.7586466369211196
YCL040W	0.0	-1.569340989278283
YCL042W	0.0	-1.7281357653576026
YCL045C	0.0	-1.7328294674363516
YCL046W	0.0	-1.5930851555463235
YCL047C	0.0	-1.6879641883558687
YCL048W	0.0	-1.758887053412838
YCL049C	0.0	-1.3986478112441632
YCL050C	0.0	-0.8765779564010872
YCL051W	0.0	-0.82536484210048
YCL055W	0.0	-1.7817399765978617
YCL056C	0.0	-1.6388196576194236
YCL057C-A	-5.697271637335632	0.0
YCL057W	0.0	-1.9208490870702077
YCL058C	0.0	-2.008260998290569
YCL061C	0.0	-1.9503787890666555
YCL063W	0.0	-1.8219594909928118
YCL064C	0.0	-2.1172771283481997
YCL069W	0.0	-1.9574710755723523
YCR001W	0.0	-1.5031034522805489
YCR004C	0.0	-1.7493447042960824
YCR005C	0.0	-1.7851208873693947
YCR006C	0.0	-1.390088155116598
YCR007C	0.0	-1.5031034522805489
YCR008W	0.0	-1.8865482105153828
YCR010C	0.0	-2.0533858073636817
YCR011C	0.0	-2.132619716234781
YCR014C	0.0	-2.143804784676571
YCR015C	0.0	-1.787256199435626
YCR016W	0.0	-1.9858402215951403
YCR017C	-5.697271637335632	-1.8419840795583267
YCR019W	0.0	-1.547936993243391
YCR020C	0.0	-1.646442074631607
YCR020C-A	0.0	-1.4542142456056075
YCR021C	0.0	-1.718106406005081
YCR022C	0.0	-1.741429117398815
YCR023C	0.0	-1.987356130161243
YCR025C	-5.697271637335632	0.0
YCR027C	0.0	-0.9432741052576914
YCR028C	0.0	-1.1570829024494347
YCR031C	0.0	-1.4392223461663745
YCR034W	0.0	-0.8411361448157756
YCR048W	0.0	-1.3072145080736512
YCR051W	-5.697271637335632	0.0
YCR053W	0.0	-2.40106135883776
YCR059C	-5.697271637335632	0.0
YCR060W	0.0	-1.0984964263760457
YCR065W	0.0	-1.1760300533082906
YCR066W	0.0	-0.8269800374861952
YCR068W	0.0	-0.8114185851679068
YCR079W	0.0	-1.163371396484486
YCR081W	0.0	-3.1720722123709977
YCR086W	0.0	-0.8843194736790857
YCR087C-A	0.0	-0.9303525421719696
YCR091W	0.0	-1.114778488031817
YCR092C	0.0	-0.8049272364865635
YCR099C	0.0	-1.323033809971827
YCR100C	0.0	-1.127028801087112
YCR101C	0.0	-0.7431856586878783
YCR106W	0.0	-2.1049906348908483
YDL001W	0.0	-2.1492321385618283
YDL020C	0.0	-1.17522675409155
YDL022W	0.0	-1.1845767833468683
YDL037C	0.0	-1.2576988070102555
YDL049C	0.0	-1.0010255810897948
YDL050C	0.0	-1.2576988070102555
YDL051W	0.0	-0.851989514426302
YDL052C	0.0	-0.9432741052576914
YDL056W	0.0	-1.298934833469608
YDL065C	0.0	-1.2801577142782956
YDL077C	0.0	-0.8830651198157111
YDL099W	0.0	-2.5782825543710235
YDL104C	0.0	-1.119490146899238
YDL113C	0.0	-1.4331916638023838
YDL114W	0.0	-2.002643485008637
YDL127W	0.0	-0.9978436815949133
YDL128W	0.0	-1.9021395180403033
YDL129W	0.0	-1.1155241592612697
YDL130W	0.0	-1.158406795930498
YDL135C	-5.697271637335632	0.0
YDL137W	-5.697271637335632	0.0
YDL142C	-5.697271637335632	-0.9674606207771194
YDL144C	-5.697271637335632	-1.9068336751445805
YDL149W	0.0	-1.1433625518275046
YDL169C	0.0	-0.9432741052576914
YDL172C	-5.697271637335632	0.0
YDL179W	0.0	-0.7897178555645791
YDL185W	0.0	-0.9247785345663643
YDL200C	0.0	-1.3511764210448012
YDL201W	0.0	-1.4557616112638387
YDL203C	0.0	-1.078027548865933
YDL204W	0.0	-1.407424855463857
YDL208W	-5.697271637335632	0.0
YDL219W	0.0	-1.0256961144549654
YDL222C	0.0	-1.9048642125592214
YDL234C	0.0	-1.2970018947293258
YDL236W	0.0	-1.7024947265626624
YDL242W	-5.697271637335632	0.0
YDR001C	0.0	-0.8232210373158033
YDR003W	0.0	-0.9642357520411956
YDR004W	0.0	-0.7830954836101588
YDR005C	0.0	-0.8946517286980168
YDR010C	0.0	-1.6700590716037818
YDR024W	0.0	-1.5205015428034432
YDR025W	-5.697271637335632	0.0
YDR026C	0.0	-1.1901713542848724
YDR034W-B	-5.697271637335632	0.0
YDR036C	0.0	-1.1209924149439232
YDR050C	0.0	-1.7438680937537154
YDR051C	0.0	-1.718106406005081
YDR055W	0.0	-1.633711852405074
YDR056C	0.0	-1.5963100242822472
YDR057W	0.0	-1.720531967990029
YDR059C	0.0	-1.8412710534630137
YDR061W	0.0	-2.006329049278264
YDR063W	0.0	-1.9763838395875442
YDR066C	0.0	-1.1117159097679934
YDR070C	0.0	-1.3720350621930057
YDR072C	0.0	-1.7755747863674192
YDR073W	0.0	-1.9032433274225986
YDR075W	0.0	-1.5801856806026282
YDR076W	0.0	-1.6388196576194236
YDR077W	0.0	-1.451190931165679
YDR078C	0.0	-1.65072968420096
YDR080W	0.0	-3.124595473666103
YDR084C	0.0	-0.818690732865166
YDR085C	0.0	-1.6601624252535367
YDR089W	0.0	-1.9003186354096555
YDR090C	0.0	-2.203267983083659
YDR092W	0.0	-2.040266953594414
YDR093W	0.0	-1.9723004019024457
YDR094W	0.0	-1.7462264427910983
YDR095C	0.0	-1.384622539827804
YDR096W	0.0	-1.5214098471898247
YDR097C	0.0	-1.3010677313899193
YDR098C	0.0	-1.106396694888721
YDR099W	0.0	-1.0038513413751577
YDR100W	0.0	-1.704880605058346
YDR101C	0.0	-1.3936662456059585
YDR102C	0.0	-1.7694521146902904
YDR104C	0.0	-1.9092777070276168
YDR105C	0.0	-1.5584528695561857
YDR107C	0.0	-1.2784872170434824
YDR108W	0.0	-1.643992012020548
YDR109C	0.0	-2.1593021686621854
YDR110W	0.0	-1.5696081111487987
YDR111C	0.0	-1.1079727585566532
YDR112W	0.0	-1.5644546135981225
YDR117C	0.0	-1.576816414759126
YDR119W	0.0	-1.7555379181184814
YDR120C	0.0	-1.814542553625483
YDR121W	0.0	-1.806834905845719
YDR122W	0.0	-1.5963100242822472
YDR123C	0.0	-2.1246562370852855
YDR124W	0.0	-1.1948138666597425
YDR125C	0.0	-1.2814289731802602
YDR126W	0.0	-1.451190931165679
YDR128W	0.0	-1.968572045755182
YDR129C	0.0	-1.7266712435225537
YDR130C	0.0	-2.1862801691953972
YDR131C	0.0	-1.9913564444329042
YDR132C	0.0	-2.0511463765335036
YDR133C	0.0	-2.0416069675440442
YDR135C	0.0	-1.8156253454584135
YDR136C	0.0	-1.9208490870702077
YDR137W	0.0	-1.0113454324412363
YDR139C	0.0	-1.8316002043838668
YDR140W	0.0	-1.7325442749631066
YDR142C	0.0	-1.9375359999887716
YDR143C	0.0	-1.9333221330901447
YDR144C	0.0	-2.234834033995146
YDR146C	0.0	-2.145948589461248
YDR147W	0.0	-1.4226429128476656
YDR150W	0.0	-0.8017829894690378
YDR151C	0.0	-1.0090839265547398
YDR152W	0.0	-0.9432741052576914
YDR153C	0.0	-0.9552142838052572
YDR154C	0.0	-1.478645894728273
YDR155C	0.0	-0.896110399994807
YDR156W	0.0	-1.7024947265626624
YDR157W	0.0	-1.2883743876690419
YDR158W	0.0	-1.0136676952022954
YDR162C	0.0	-0.7717697224835659
YDR163W	0.0	-1.1217313684145518
YDR165W	0.0	-0.8552351887669737
YDR168W	-5.697271637335632	0.0
YDR169C	0.0	-1.1576545837253485
YDR169C-A	-5.697271637335632	0.0
YDR171W	0.0	-0.9321767628428951
YDR173C	0.0	-1.127028801087112
YDR178W	0.0	-1.7056463273152778
YDR179C	0.0	-1.1097342414796367
YDR185C	0.0	-0.8673784875932797
YDR186C	0.0	-0.9091798604893412
YDR194C	-5.697271637335632	0.0
YDR194W-A	0.0	-1.0158336518159756
YDR195W	-5.697271637335632	-1.320583747360768
YDR206W	0.0	-1.3161964259409646
YDR207C	-5.697271637335632	0.0
YDR209C	0.0	-0.8877873931837098
YDR213W	0.0	-0.7382145171581932
YDR214W	0.0	-1.1790926315721142
YDR226W	-5.697271637335632	0.0
YDR240C	-5.697271637335632	0.0
YDR241W	-5.697271637335632	0.0
YDR242W	0.0	-0.7362139358108809
YDR246W-A	0.0	-1.0326369152294725
YDR277C	0.0	-1.0158336518159756
YDR278C	0.0	-1.3720350621930057
YDR282C	0.0	-0.9190875897382635
YDR284C	0.0	-0.898356290721611
YDR286C	0.0	-2.003001803757073
YDR289C	-5.697271637335632	0.0
YDR290W	-5.697271637335632	0.0
YDR291W	0.0	-1.4264145006335822
YDR295C	0.0	-1.116528532754002
YDR297W	0.0	-1.1217313684145518
YDR305C	0.0	-0.8749209092245255
YDR306C	-5.697271637335632	-1.1814746368884217
YDR310C	0.0	-1.033725046857744
YDR314C	-5.697271637335632	0.0
YDR316W	0.0	-1.1609527449325434
YDR317W	0.0	-1.0564669978886145
YDR318W	0.0	-0.7971330466966409
YDR320C	0.0	-2.088024232997608
YDR323C	0.0	-1.5214098471898247
YDR333C	-5.697271637335632	0.0
YDR334W	-5.697271637335632	0.0
YDR336W	0.0	-1.2093257759713991
YDR338C	0.0	-2.3043743242536894
YDR339C	-5.697271637335632	0.0
YDR340W	0.0	-2.2955202002075286
YDR344C	0.0	-2.0202406033865516
YDR345C	0.0	-1.7493447042960824
YDR346C	0.0	-1.8153577120053686
YDR348C	0.0	-1.5938079709526511
YDR349C	0.0	-1.8865482105153828
YDR351W	0.0	-1.7150438277412574
YDR352W	0.0	-1.8865482105153828
YDR354W	0.0	-1.9014029208344017
YDR357C	0.0	-2.049950024024589
YDR358W	0.0	-2.133964369271499
YDR359C	0.0	-1.9018860008447764
YDR360W	0.0	-2.016158392917203
YDR363W	0.0	-1.338840665527046
YDR363W-A	0.0	-0.982038794514857
YDR371W	0.0	-0.8902811779960235
YDR372C	0.0	-1.6573414185836075
YDR374C	0.0	-1.5518380441336213
YDR379W	0.0	-1.5853346306851954
YDR383C	0.0	-1.8595975217937346
YDR384C	0.0	-1.7498418184490505
YDR385W	0.0	-1.5496646014947788
YDR386W	0.0	-1.3448660510604709
YDR387C	0.0	-1.4777960982370502
YDR388W	0.0	-1.762614386466927
YDR389W	0.0	-1.481028501713011
YDR391C	0.0	-0.9966669791402025
YDR393W	0.0	-0.8749209092245255
YDR395W	0.0	-1.9959133241684486
YDR399W	0.0	-1.7457610306261753
YDR400W	0.0	-1.7021487613672626
YDR401W	0.0	-1.9147056464932246
YDR402C	0.0	-1.8225974237182514
YDR403W	0.0	-1.799476754645442
YDR404C	-5.697271637335632	0.0
YDR406W	0.0	-1.4790537970440603
YDR408C	0.0	-1.0976280497544046
YDR409W	0.0	-0.9517720701699228
YDR411C	0.0	-1.741429117398815
YDR415C	0.0	-1.65072968420096
YDR418W	0.0	-1.0871633755512375
YDR419W	0.0	-1.685316401393742
YDR420W	0.0	-1.5963100242822472
YDR421W	0.0	-1.572123508762819
YDR422C	0.0	-1.4805821398981485
YDR423C	0.0	-1.762614386466927
YDR425W	0.0	-1.7225005400357845
YDR426C	-5.697271637335632	-1.3010677313899193
YDR428C	0.0	-0.90429583644539
YDR430C	0.0	-1.7797624627503612
YDR431W	0.0	-1.6700590716037818
YDR433W	0.0	-1.720531967990029
YDR435C	0.0	-1.6446830553211031
YDR436W	0.0	-1.7678144070563728
YDR441C	0.0	-1.5501869016638028
YDR448W	0.0	-1.9763838395875442
YDR453C	0.0	-1.9208490870702077
YDR455C	0.0	-1.055411586302312
YDR458C	0.0	-0.7604690460992242
YDR461W	0.0	-0.9095857443556311
YDR471W	0.0	-1.6373814657303323
YDR475C	0.0	-1.0586361996637714
YDR476C	0.0	-1.4557616112638387
YDR490C	0.0	-0.9769624661597517
YDR491C	0.0	-2.1414871578823265
YDR492W	0.0	-1.7607783298143573
YDR493W	0.0	-1.1246729716534016
YDR502C	0.0	-1.787256199435626
YDR505C	0.0	-0.7779580249547973
YDR506C	0.0	-1.055639045695912
YDR517W	0.0	-0.7362139358108809
YDR518W	0.0	-1.2828527831504601
YDR519W	0.0	-1.2828527831504601
YDR524C-B	0.0	-0.9846457765409234
YDR525W	0.0	-1.3022191187628307
YDR525W-A	0.0	-1.0861944242361294
YDR536W	0.0	-0.9662807907517815
YDR537C	0.0	-1.2443190324675928
YDR540C	0.0	-0.8049272364865635
YDR541C	0.0	-1.7225005400357845
YEL001C	0.0	-1.7453779362591295
YEL003W	0.0	-1.6224314610432296
YEL005C	0.0	-1.5625954874975898
YEL006W	0.0	-1.2303575285969888
YEL007W	0.0	-1.266879090273104
YEL008W	0.0	-1.9913564444329042
YEL009C	0.0	-1.629291636354194
YEL010W	0.0	-1.291690666659181
YEL011W	0.0	-1.0408541851119353
YEL013W	0.0	-1.661547047793365
YEL014C	0.0	-1.9014029208344017
YEL015W	0.0	-1.9235393518980373
YEL016C	0.0	-1.9291019295495644
YEL017C-A	0.0	-2.1357149553004335
YEL017W	0.0	-1.8865482105153828
YEL020C	0.0	-1.4149111578865372
YEL024W	0.0	-1.9742946389114473
YEL025C	0.0	-2.0886783759277456
YEL027W	-5.697271637335632	-1.4916892827330936
YEL028W	0.0	-1.3866935564472047
YEL030W	0.0	-2.0123180912164083
YEL031W	-5.697271637335632	-1.7771830968623172
YEL033W	0.0	-2.031667303631951
YEL037C	0.0	-2.4119160666082746
YEL038W	0.0	-2.0554928263824324
YEL039C	0.0	-1.5252942978635011
YEL040W	0.0	-1.1954364898315295
YEL041W	0.0	-1.8045243752755837
YEL042W	0.0	-1.803072625979304
YEL043W	0.0	-1.2041797088396062
YEL047C	0.0	-1.9749801578832915
YEL048C	0.0	-1.9014029208344017
YEL049W	0.0	-2.1166150654562834
YEL052W	0.0	-1.5870961136081791
YEL054C	0.0	-0.8646679298195503
YEL056W	0.0	-0.8049272364865635
YEL057C	0.0	-1.6978933894638444
YEL059W	0.0	-0.8534384761855303
YEL060C	0.0	-0.9987608173316731
YEL061C	0.0	-1.4884692303148892
YEL063C	0.0	-2.325881355429924
YEL064C	0.0	-2.0554928263824324
YEL065W	0.0	-1.7468038986253542
YEL066W	0.0	-1.534818883131159
YEL067C	0.0	-1.2775050874356135
YEL071W	0.0	-1.4323791968727908
YER001W	0.0	-1.6258057749156958
YER002W	0.0	-1.1878266510652409
YER004W	0.0	-1.0931400845976986
YER005W	0.0	-1.2694530014682952
YER007C-A	0.0	-1.4926535291989844
YER007W	0.0	-0.8264877874638821
YER010C	0.0	-1.5170181486618544
YER011W	0.0	-1.7468038986253542
YER019C-A	0.0	-1.814542553625483
YER019W	0.0	-1.8248963082109584
YER020W	0.0	-1.5987696699282905
YER024W	0.0	-1.6170413232988998
YER028C	-5.697271637335632	0.0
YER030W	0.0	-1.4023898202061253
YER032W	0.0	-1.3596743859570326
YER033C	0.0	-1.345190897932708
YER034W	0.0	-0.8858574205898319
YER035W	0.0	-1.460553453302232
YER039C	0.0	-1.7573325796581647
YER039C-A	0.0	-1.3026166215463357
YER040W	0.0	-2.112933995777229
YER041W	0.0	-1.7643976069568328
YER042W	0.0	-2.025823581761485
YER044C-A	0.0	-1.440113137798002
YER045C	0.0	-1.4443884736758401
YER046W-A	0.0	-1.7915421855253997
YER047C	0.0	-1.6331312867148091
YER048C	0.0	-1.6678179832092515
YER049W	0.0	-1.2883743876690419
YER051W	0.0	-1.1018777158762414
YER052C	0.0	-1.3444366557695833
YER053C	0.0	-1.784177377386641
YER054C	0.0	-1.7498418184490505
YER055C	0.0	-1.1016339915418294
YER056C	0.0	-2.1660368342954395
YER056C-A	0.0	-1.8275935789367772
YER057C	0.0	-1.9605304932806917
YER059W	0.0	-1.5567320897959105
YER060W	0.0	-1.5886721772761119
YER060W-A	0.0	-1.4490877559031203
YER062C	0.0	-1.741429117398815
YER063W	-5.697271637335632	-1.2447328399276756
YER064C	-5.697271637335632	0.0
YER065C	0.0	-1.6388196576194236
YER066C-A	0.0	-1.318752147156384
YER066W	0.0	-0.7618752388619814
YER067C-A	0.0	-1.6487480159126036
YER067W	0.0	-1.6769317426803403
YER068W	0.0	-1.8865482105153828
YER069W	0.0	-1.6713044549532252
YER071C	0.0	-1.8716935001963642
YER072W	0.0	-1.3569908180900123
YER073W	0.0	-0.9146900414620038
YER074W	0.0	-1.569340989278283
YER075C	0.0	-1.953132265004161
YER079W	0.0	-1.2576988070102555
YER080W	0.0	-1.6307450633268563
YER081W	0.0	-2.019403718298156
YER083C	0.0	-1.9068336751445805
YER084W	0.0	-1.5822662410774178
YER085C	0.0	-1.9437163381067581
YER087C-B	0.0	-1.9311123414724392
YER090W	0.0	-1.1873380345901012
YER093C-A	0.0	-1.5385441716824484
YER095W	0.0	-0.8681460791752206
YER123W	0.0	-1.0034830906996717
YER129W	0.0	-0.9331313729430926
YER130C	0.0	-0.9829074710248212
YER131W	0.0	-0.9873523344753407
YER132C	0.0	-0.9842860228775913
YER134C	0.0	-0.8158046315742197
YER135C	0.0	-0.8575219138706287
YER137C	0.0	-0.754619284206153
YER139C	0.0	-1.3339229771320886
YER144C	0.0	-1.1963476456926816
YER145C	0.0	-1.1253094589039128
YER149C	0.0	-1.3219607898501953
YER150W	0.0	-1.6573414185836075
YER151C	0.0	-1.9474046044029758
YER152C	0.0	-1.135267949690673
YER164W	0.0	-0.746326764599492
YFL007W	0.0	-1.4538536668191941
YFL010C	0.0	-1.2048543193207486
YFL010W-A	0.0	-1.1191387689498034
YFL011W	0.0	-0.9432741052576914
YFL012W	0.0	-1.4738657894651428
YFL013C	0.0	-0.7692720858412242
YFL020C	0.0	-1.1022528870426958
YFL021W	0.0	-0.7768139690357461
YFL023W	0.0	-1.393143293919052
YFL030W	0.0	-0.9432741052576914
YFL032W	0.0	-1.0181371294844925
YFL034W	-5.697271637335632	0.0
YFL037W	-5.697271637335632	0.0
YFL040W	0.0	-0.8820225399812178
YFL041W	0.0	-1.4048763269795406
YFL041W-A	0.0	-0.754619284206153
YFL042C	0.0	-0.9074535696149941
YFL044C	-5.697271637335632	0.0
YFL046W	-5.697271637335632	0.0
YFL049W	0.0	-1.1678631779380941
YFL050C	0.0	-0.9737023022014879
YFL055W	0.0	-1.150334274704502
YFR001W	0.0	-1.033725046857744
YFR009W	0.0	-0.898356290721611
YFR011C	0.0	-1.6900327719200303
YFR012W-A	0.0	-0.9995097943225482
YFR013W	0.0	-1.0241261714226366
YFR021W	-5.697271637335632	0.0
YFR022W	0.0	-0.8085206616494499
YFR024C-A	0.0	-0.9563751344973815
YFR032C	0.0	-1.1043209037163217
YFR032C-B	0.0	-1.1513145094248014
YFR033C	0.0	-1.576816414759126
YFR039C	0.0	-1.9564203664603974
YFR040W	0.0	-0.9190875897382635
YFR041C	0.0	-0.9432741052576914
YFR043C	0.0	-0.8439820941779346
YFR046C	0.0	-1.140703569148836
YFR047C	0.0	-1.0376015157834606
YFR048W	0.0	-1.127028801087112
YFR055W	0.0	-0.9724475311934963
YFR056C	0.0	-1.3794115947854413
YGL005C	0.0	-0.7806406388339514
