orf	hom | growth (relative abundance in pooled culture) | UVB [6,400 J/m2] | Birrell GW~Brown JM, 2001	hom | growth (relative abundance in pooled culture) | UVC [200 J/m2] | Birrell GW~Brown JM, 2001
YBR159W	-0.115	-0.11
YBR161W	0.015	0.013999999999999999
YBR162C	0.026000000000000002	0.063
YBR162W-A	0.142	0.121
YBR164C	0.24	0.285
YBR165W		
YBR168W		
YBR169C	0.067	0.121
YBR171W	0.076	0.402
YBR172C	0.017	0.026000000000000002
YBR173C		
YBR174C	-0.006999999999999999	-0.039
YBR175W	0.032	0.139
YBR176W	0.016	-0.013999999999999999
YBR177C	-0.040999999999999995	0.048
YBR180W	0.049	0.109
YBR181C	0.14800000000000002	0.42
YBR182C	-0.026000000000000002	-0.031
YBR183W	0.036000000000000004	0.01
YBR184W	-0.066	-0.08199999999999999
YBR185C	-0.027999999999999997	0.032
YBR186W	0.021	-0.013000000000000001
YBR187W	-0.02	-0.038
YBR188C	-0.039	-0.051
YBR195C	-0.077	-0.253
YBR197C	-0.125	0.031
YBR199W	-0.033	-0.047
YBR201W	-0.027000000000000003	-0.10300000000000001
YBR203W	-0.084	-0.095
YBR204C	0.021	-0.039
YBR205W	-0.062	0.002
YBR206W	-0.018000000000000002	-0.026000000000000002
YBR207W	-0.059000000000000004	-0.063
YBR208C	-0.14	-0.091
YBR210W	-0.040999999999999995	-0.01
YBR212W	-0.064	-0.065
YBR213W	-0.111	-0.177
YBR214W	-0.049	-0.08
YBR215W	-0.11900000000000001	-0.121
YBR216C	-0.033	-0.043
YBR217W	-0.038	-0.008
YBR218C	-0.002	-0.064
YBR219C	-0.153	-0.079
YBR220C	-0.008	-0.07200000000000001
YBR221C	-0.039	0.115
YBR222C	0.009000000000000001	-0.037000000000000005
YBR223C	-0.031	-0.085
YBR224W	-0.01	0.059000000000000004
YBR225W	0.017	0.094
YBR226C	0.055	0.076
YBR227C	-0.046	-0.079
YBR228W	-0.09	0.001
YBR229C	0.04	0.099
YBR230C	-0.019	-0.063
YBR231C	-0.317	-0.41100000000000003
YBR232C	-0.013999999999999999	-0.047
YBR233W	-0.032	0.055999999999999994
YBR235W	-0.031	0.006
YBR238C	0.10099999999999999	0.158
YBR239C	-0.008	-0.023
YBR240C	-0.048	0.011000000000000001
YBR241C	0.011000000000000001	-0.013000000000000001
YBR242W	0.023	-0.016
YBR244W	-0.055	-0.094
YBR245C	-0.013000000000000001	-0.006999999999999999
YBR246W	0.063	0.027000000000000003
YBR248C	0.067	-0.048
YBR249C	-0.040999999999999995	-0.07
YBR250W	0.01	-0.035
YBR255W	0.055999999999999994	-0.04
YBR258C	0.06	0.004
YBR259W	-0.098	-0.071
YBR260C	-0.037000000000000005	-0.048
YBR261C	0.038	-0.024
YBR262C	-0.021	-0.016
YBR263W	0.035	0.008
YBR264C	-0.01	0.022000000000000002
YBR267W		
YBR269C	0.1	0.04
YBR270C	0.248	0.237
YBR271W	0.268	0.23199999999999998
YBR272C	0.05	0.102
YBR273C	0.223	0.165
YBR275C	-0.051	-0.042
YBR276C	-0.036000000000000004	-0.004
YBR277C	0.026000000000000002	-0.048
YBR278W	-0.055	0.059000000000000004
YBR280C	-0.055999999999999994	0.10400000000000001
YBR281C	0.006999999999999999	0.031
YBR284W	-0.003	-0.003
YBR285W		
YBR286W	-0.025	0.001
YBR287W	-0.073	-0.087
YBR288C	0.163	0.2
YBR290W	-0.121	-0.10800000000000001
YBR291C	0.067	0.087
YBR292C	-0.022000000000000002	-0.102
YBR293W	0.013000000000000001	-0.08
YBR294W	0.053	-0.02
YBR295W	-0.037000000000000005	-0.006
YBR296C	0.001	-0.091
YBR297W	0.012	0.002
YBR298C	0.015	0.006
YBR299W	-0.003	-0.053
YBR300C	0.015	-0.003
YBR301W	0.0	-0.027000000000000003
YCL001W	0.034	0.0
YCL001W-A	0.04	0.121
YCL002C	-0.047	-0.023
YCL005W	0.034	-0.046
YCL008C	0.102	0.12300000000000001
YCL009C	-0.054000000000000006	-0.012
YCL010C	-0.052000000000000005	-0.075
YCL011C	-0.035	-0.073
YCL014W	-0.014000000000000002	-0.0295
YCL016C	-0.583	-0.519
YCL022C	-0.004	-0.034
YCL023C	-0.004	-0.036000000000000004
YCL024W	-0.004	-0.065
YCL025C	-0.039	-0.046
YCL026C-A	-0.012	-0.048
YCL027W	-0.062	-0.063
YCL028W	-0.023	-0.03
YCL030C	0.018000000000000002	0.019
YCL032W	-0.098	-0.076
YCL033C	-0.017	-0.03
YCL034W	0.013000000000000001	-0.012
YCL035C	-0.03	-0.024
YCL036W	-0.133	-0.295
YCL037C	-0.508	-0.47600000000000003
YCL038C	-0.04	-0.05
YCL039W	-0.005	-0.023
YCL040W	-0.028999999999999998	-0.063
YCL042W	0.005	-0.09
YCL044C	0.003	-0.008
YCL045C	0.094	0.035
YCL046W	-0.09	-0.155
YCL047C	0.001	0.005
YCL048W	0.018000000000000002	0.031
YCL049C	0.038	0.047
YCL050C	0.221	0.248
YCL051W	0.33399999999999996	0.34299999999999997
YCL055W	0.069	0.001
YCL056C	0.027999999999999997	0.0
YCL057W	-0.017	0.031
YCL058C		
YCL061C	-0.162	-0.203
YCL063W	0.066	0.134
YCL064C	0.136	0.10400000000000001
YCL069W	0.006	0.027000000000000003
YCL076W	0.02	0.004
YCR001W	-0.013000000000000001	0.023
YCR002C		
YCR003W	-0.067	0.258
YCR004C	0.034	0.07
YCR005C	0.062	0.021
YCR006C	-0.009000000000000001	-0.045
YCR007C	-0.03	-0.04
YCR008W	-0.027999999999999997	-0.046
YCR009C		
YCR010C	-0.039	0.001
YCR011C	0.006999999999999999	-0.037000000000000005
YCR014C	0.008	-0.08800000000000001
YCR015C	-0.024	-0.018000000000000002
YCR016W	0.026000000000000002	0.046
YCR017C	0.11	-0.023
YCR019W	-0.015	-0.052000000000000005
YCR020C	-0.004	-0.044000000000000004
YCR020C-A	-0.03	-0.04
YCR021C	-0.032	-0.064
YCR022C	0.011000000000000001	-0.036000000000000004
YCR023C	-0.068	-0.069
YCR024C		
YCR024C-A	0.013000000000000001	0.077
YCR025C	-0.028999999999999998	-0.008
YCR026C	0.025	0.11
YCR027C	0.013999999999999999	-0.011000000000000001
YCR030C	0.003	-0.047
YCR031C	0.182	0.447
YCR032W	-0.032	-0.035
YCR033W	0.196	0.20199999999999999
YCR034W	0.16899999999999998	0.385
YCR036W	-0.019	0.09
YCR037C	0.005	0.019
YCR043C	0.001	0.019
YCR045C	-0.019	0.051
YCR048W	-0.046	0.024
YCR049C	-0.063	0.005
YCR050C	-0.006	0.013999999999999999
YCR051W	0.174	0.174
YCR053W	-0.013999999999999999	-0.07
YCR059C	0.021	-0.002
YCR060W	0.002	0.099
YCR061W	0.022	0.0165
YCR064C		
YCR065W	0.057	0.11199999999999999
YCR066W	-1.6680000000000001	-1.546
YCR067C	-0.027000000000000003	0.062
YCR068W	0.11	0.153
YCR069W	-0.033	-0.048
YCR071C		
YCR073C	-0.036000000000000004	0.0
YCR073W-A	-0.132	-0.183
YCR075C	0.048	0.01
YCR076C	-0.004	0.036000000000000004
YCR077C	-0.127	-0.32299999999999995
YCR079W	-0.006	0.013999999999999999
YCR081W	-0.032	0.065
YCR082W	-0.013000000000000001	0.006999999999999999
YCR083W	0.009000000000000001	0.019
YCR085W	0.006	0.064
YCR086W	-0.15	-0.157
YCR087C-A	0.184	0.20600000000000002
YCR087W	0.09	0.13699999999999998
YCR088W	0.063	0.134
YCR089W	0.151	0.105
YCR090C	-0.012	-0.017
YCR091W	0.017	-0.044000000000000004
YCR092C	0.065	-0.001
YCR094W	-0.27399999999999997	-0.304
YCR095C	0.027999999999999997	-0.062
YCR098C	-0.244	-0.278
YCR099C	0.023	0.011000000000000001
YCR100C	-0.02	0.004
YCR101C	-0.018000000000000002	-0.013999999999999999
YCR102C	0.035	-0.02
YCR102W-A	-0.006	-0.003
YCR105W	-0.006	0.001
YCR106W	-0.006	-0.043
YCR107W	-0.076	-0.11199999999999999
YDL001W	-0.003	-0.10300000000000001
YDL002C	-0.002	-0.006999999999999999
YDL006W	-0.49200000000000005	-0.595
YDL009C	0.013999999999999999	-0.04
YDL010W	-0.034	-0.019
YDL011C	0.001	0.003
YDL012C	0.015	0.012
YDL018C	0.024	0.034
YDL019C	-0.053	-0.09699999999999999
YDL020C	-0.114	0.037000000000000005
YDL021W	-0.02	-0.02
YDL022W	0.073	0.078
YDL023C	0.276	0.24100000000000002
YDL024C	0.321	0.295
YDL025C	-0.018000000000000002	-0.028999999999999998
YDL026W	0.095	0.08199999999999999
YDL027C	0.07	-0.002
YDL034W	0.158	0.149
YDL035C	0.147	0.312
YDL036C	0.077	-0.008
YDL037C	0.10400000000000001	0.042
YDL039C	0.03	-0.0185
YDL040C		
YDL041W	-0.32	-0.39799999999999996
YDL046W	0.013000000000000001	0.015
YDL048C	0.102	0.049
YDL049C	0.02	0.005
YDL050C	0.031	0.027999999999999997
YDL051W	-0.019	-0.207
YDL052C	0.08800000000000001	0.09699999999999999
YDL053C	0.052000000000000005	0.017
YDL054C	-0.083	-0.073
YDL056W		
YDL057W	0.023	-0.061
YDL059C	-1.133	-1.266
YDL061C		
YDL062W	0.16399999999999998	0.314
YDL063C	0.254	0.32
YDL065C	0.033	0.036000000000000004
YDL066W	-0.142	-0.145
YDL067C	-0.036000000000000004	0.09699999999999999
YDL068W		
YDL069C		
YDL070W	-0.03	-0.022000000000000002
YDL071C	0.033	-0.027999999999999997
YDL072C	0.017	-0.027000000000000003
YDL073W	-0.016	-0.067
YDL074C	-0.031	-0.113
YDL076C	-0.034	-0.096
YDL077C	0.17800000000000002	0.19699999999999998
YDL078C	-0.031	-0.049
YDL079C	-0.001	-0.024
YDL080C	-0.027999999999999997	-0.10400000000000001
YDL082W	0.239	0.6
YDL085W	-0.048	-0.059000000000000004
YDL086W	0.006	-0.025
YDL088C	0.094	0.098
YDL089W	-0.057999999999999996	-0.077
YDL091C	0.009000000000000001	0.013000000000000001
YDL093W	0.022000000000000002	-0.018000000000000002
YDL094C	-0.019	-0.094
YDL095W	0.069	0.13699999999999998
YDL096C	0.057999999999999996	0.22
YDL099W	0.022000000000000002	0.013000000000000001
YDL100C	0.006	-0.004
YDL101C	-0.6859999999999999	-1.0290000000000001
YDL104C	0.091	0.049
YDL109C	-0.067	-0.086
YDL110C	0.008	-0.026000000000000002
YDL112W	-0.052000000000000005	-0.027000000000000003
YDL113C	0.005	-0.028999999999999998
YDL114W	-0.006999999999999999	-0.044000000000000004
YDL117W	-0.057	-0.168
YDL118W	0.057999999999999996	0.34600000000000003
YDL119C	0.048	0.075
YDL121C	0.036000000000000004	-0.006
YDL122W	-0.03	-0.045
YDL123W	-0.027000000000000003	-0.048
YDL124W	0.025	-0.027999999999999997
YDL125C	-0.03	-0.057
YDL127W	0.038	0.008
YDL128W	0.026000000000000002	-0.003
YDL129W	-0.034	-0.075
YDL130W	0.162	0.257
YDL130W-A	0.028999999999999998	-0.002
YDL131W	-0.006999999999999999	-0.043
YDL133C-A	0.0020000000000000018	-0.017
YDL133W	-0.02	-0.111
YDL134C	-0.022000000000000002	-0.04
YDL135C	0.001	0.054000000000000006
YDL136W	0.327	0.41700000000000004
YDL137W	-0.016	-0.052000000000000005
YDL138W	0.028999999999999998	0.039
YDL142C	0.006999999999999999	-0.049
YDL144C	0.042	0.022000000000000002
YDL146W	0.08199999999999999	0.121
YDL149W	0.005	-0.057
YDL154W	0.011000000000000001	-0.016
YDL155W	0.018000000000000002	-0.023
YDL156W	0.001	-0.019
YDL157C	-0.018000000000000002	-0.01
YDL160C	-0.207	-0.348
YDL161W	0.024	0.047
YDL162C	-0.027000000000000003	-0.015
YDL167C	-0.027000000000000003	-0.039
YDL168W	0.008	0.028999999999999998
YDL169C	-0.042	-0.048
YDL170W	-0.034	0.025
YDL171C	-0.019	-0.021
YDL172C	-0.036000000000000004	-0.038
YDL173W	0.013999999999999999	0.11699999999999999
YDL174C	-0.006	0.013000000000000001
YDL175C		
YDL176W	-0.018000000000000002	0.008
YDL177C	-0.026000000000000002	0.03
YDL178W	-0.022000000000000002	0.025
YDL179W	-0.042	0.045
YDL180W	-0.023	0.028999999999999998
YDL182W	-0.051	-0.027000000000000003
YDL183C	-0.163	-0.121
YDL184C	-0.037000000000000005	-0.04
YDL186W	0.049	0.085
YDL187C	0.249	0.268
YDL188C	0.222	0.23
YDL189W	0.068	0.055999999999999994
YDL190C	-0.049	-0.049
YDL192W	0.33299999999999996	0.701
YDL194W	0.272	0.365
YDL197C	0.11599999999999999	0.114
YDL199C	0.115	0.105
YDL200C	0.048	0.049
YDL201W	0.09699999999999999	0.069
YDL203C	0.0	-0.011000000000000001
YDL204W	0.008	-0.018000000000000002
YDL210W	-0.008	0.036000000000000004
YDL211C	-0.027999999999999997	0.009000000000000001
YDL213C	0.182	-0.016
YDL214C	-0.013999999999999999	-0.061
YDL215C	-0.024	-0.027999999999999997
YDL216C	-0.065	0.033
YDL218W	-0.006	0.031
YDL219W	0.006	0.026000000000000002
YDL222C	-0.001	0.015
YDL223C	-0.091	-0.24
YDL224C	0.008	0.042
YDL225W	-0.044000000000000004	-0.011000000000000001
YDL226C	0.006	0.005
YDL227C	-0.02	-0.017
YDL229W	-0.028999999999999998	-0.04
YDL230W	0.004	0.04
YDL231C	-0.040999999999999995	-0.048
YDL233W	0.017	0.003
YDL234C	0.019	-0.023
YDL236W	-0.038	-0.038
YDL237W	0.011000000000000001	0.023
YDL238C	-0.004	-0.043
YDL239C	0.048	0.023
YDL240W	0.051	0.051
YDL241W	-0.071	-0.08
YDL242W	-0.025	0.025
YDL243C	0.032	0.002
YDR001C	-0.024	-0.086
YDR003W	0.003	0.008
YDR004W	-0.628	-0.8440000000000001
YDR005C	-0.086	-0.048
YDR006C	0.01	-0.05
YDR007W	-0.01	0.021
YDR008C	-0.036000000000000004	-0.038
YDR009W	-0.01	-0.025
YDR010C	-0.043	-0.05
YDR011W	-0.024	-0.032
YDR014W	-0.06	-0.061
YDR015C	-0.024	0.03
YDR018C	0.039	0.009000000000000001
YDR019C	-0.011000000000000001	0.009000000000000001
YDR020C	0.055	0.017
YDR022C	0.027000000000000003	0.036000000000000004
YDR026C	0.045	0.067
YDR028C	-0.018000000000000002	-0.013000000000000001
YDR029W	0.023	-0.01
YDR030C	-0.016	-0.013999999999999999
YDR031W	-0.015	-0.045
YDR032C	-0.018000000000000002	-0.022000000000000002
YDR033W	-0.032	-0.053
YDR034C	0.018000000000000002	-0.027000000000000003
YDR035W	0.005	-0.027000000000000003
YDR036C	-0.023	-0.049
YDR042C	-0.009000000000000001	0.055
YDR043C	0.01	0.11199999999999999
YDR046C	-0.005	0.002
YDR049W	-0.018000000000000002	-0.158
YDR051C	-0.006999999999999999	0.022000000000000002
YDR055W	0.006999999999999999	0.022000000000000002
YDR056C	-0.013999999999999999	-0.016
YDR057W	-0.062	-0.066
YDR058C	-0.008	-0.065
YDR059C	0.022000000000000002	-0.037000000000000005
YDR061W	-0.005	-0.008
YDR063W	0.037000000000000005	0.0
YDR066C	0.034	-0.01
YDR067C	0.031	-0.008
YDR068W	0.018000000000000002	-0.032
YDR070C	0.013999999999999999	-0.022000000000000002
YDR071C	-0.059000000000000004	-0.042
YDR072C	-0.02	-0.063
YDR073W	0.003	-0.027999999999999997
YDR075W	-0.22399999999999998	-0.289
YDR076W	-0.8	-0.757
YDR077W	0.019	-0.017
YDR078C	-0.14300000000000002	-0.23199999999999998
YDR079W		
YDR080W	0.10099999999999999	0.052000000000000005
YDR083W	0.262	0.387
YDR084C	-0.018000000000000002	0.001
YDR085C	0.001	-0.151
YDR089W	0.003	-0.028999999999999998
YDR090C	0.040999999999999995	-0.005
YDR093W	-0.011000000000000001	-0.078
YDR094W	0.027999999999999997	0.002
YDR095C	-0.084	-0.083
YDR096W	0.051	0.004
YDR097C	0.008	-0.040999999999999995
YDR098C	0.004	-0.040999999999999995
YDR099W	-0.032	-0.053
YDR100W	0.018000000000000002	-0.026000000000000002
YDR101C	0.163	0.25
YDR102C	-0.013000000000000001	-0.03
YDR104C	-0.039	-0.034
YDR105C	-0.066	-0.142
YDR107C	0.006999999999999999	-0.043
YDR108W	-0.013999999999999999	-0.022000000000000002
YDR109C	0.003	-0.025
YDR110W	-0.032	-0.02
YDR111C	-0.006	-0.027999999999999997
YDR112W	-0.027000000000000003	-0.027000000000000003
YDR114C		
YDR115W		
YDR116C		
YDR117C	0.12	0.165
YDR119W	0.27899999999999997	0.257
YDR120C	0.004	0.075
YDR121W	0.069	0.022000000000000002
YDR122W	0.18600000000000003	0.151
YDR123C	0.155	0.179
YDR124W	0.138	0.145
YDR125C	0.21	0.263
YDR126W	0.772	0.755
YDR127W		
YDR128W	0.159	0.11900000000000001
YDR130C	0.08199999999999999	0.059000000000000004
YDR131C	0.02	0.033
YDR132C	0.017	-0.003
YDR133C	0.016	0.023
YDR135C	0.040999999999999995	0.015
YDR136C	-0.078	0.071
YDR137W	-0.08	0.07200000000000001
YDR139C	0.017	-0.004
YDR142C	-0.035	-0.077
YDR143C	0.017	0.005
YDR144C	-0.003	-0.018000000000000002
YDR146C	0.046	0.078
YDR147W	-0.083	-0.175
YDR148C	-0.078	-0.043
YDR149C	-0.244	-0.111
YDR150W	-0.39399999999999996	-0.113
YDR151C	-0.084	-0.121
YDR152W	-0.016	-0.043
YDR153C	0.015	-0.039
YDR154C	-0.013000000000000001	0.052000000000000005
YDR155C	-0.057	-0.054000000000000006
YDR156W	0.002	0.033
YDR157W	0.01	-0.040999999999999995
YDR158W	-0.084	-0.079
YDR162C	-0.314	-0.37200000000000005
YDR163W	0.042	0.07
YDR165W		
YDR169C	0.013999999999999999	0.065
YDR176W	0.135	0.159
YDR178W	0.012	0.033
YDR179C		
YDR179W-A	-0.127	-0.042
YDR181C	0.015	0.067
YDR183W	0.03	0.052000000000000005
YDR184C	0.153	0.24
YDR193W	0.172	0.20800000000000002
YDR195W		
YDR197W	0.096	0.159
YDR198C	0.044000000000000004	0.064
YDR199W	0.16699999999999998	0.193
YDR200C		
YDR202C	0.057999999999999996	0.109
YDR203W	0.084	0.078
YDR204W	-0.065	0.10300000000000001
YDR205W	-0.057999999999999996	-0.14
YDR206W	0.07	0.071
YDR207C		
YDR209C	-0.038	-0.046
YDR210W	0.001	-0.003
YDR213W	0.028999999999999998	-0.033
YDR214W	0.034	0.062
YDR215C	-0.008	-0.032
YDR216W	-0.009000000000000001	-0.07400000000000001
YDR217C	-0.5379999999999999	-0.9179999999999999
YDR218C	0.008	0.015
YDR219C	-0.033	0.019
YDR220C	-0.053	-0.006999999999999999
YDR221W	-0.066	-0.111
YDR222W	-0.016	-0.033
