ORF	hom | growth (relative abundance in pooled culture) | UVB [6,400 J/m2] | Birrell GW~Brown JM, 2001	hom | growth (relative abundance in pooled culture) | UVC [200 J/m2] | Birrell GW~Brown JM, 2001
YFR026C	-0.031	-0.051
YML122C	NaN	NaN
YOR205C	0.232	0.435
YCR079W	-0.006	0.014
YDR481C	-0.048	-0.074
YDR504C	0.146	0.128
YFR015C	-0.015	-0.078
YGL006W	-0.035	-0.084
YJR082C	0.046	0.073
YKL127W	-0.007	0.064
YLR058C	-0.015	0.065
YLR287C	-0.022	-0.060
YNR002C	0.021	-0.017
YOL067C	-0.038	-0.017
YPR015C	-0.021	-0.017
YDR056C	-0.014	-0.016
YGL021W	0.003	-0.019
YGL033W	0.026	-0.010
YGR026W	0.109	0.138
YKR011C	0.108	0.092
YMR092C	0.021	0.023
YDR536W	-0.017	0.024
YGR027C	0.029	0.088
YGR291C	-0.046	-0.012
YNR014W	-0.047	-0.048
YOL098C	-0.079	-0.061
YPR013C	-0.015	0.001
YKL034W	-0.032	-0.017
YKR029C	0.013	0.021
YKR045C	0.020	0.043
YKR069W	0.007	0.003
YNL012W	-0.039	-0.056
YPR196W	-0.017	0.010
YDR134C	0.037	0.015
YDR476C	-0.009	-0.010
YDR506C	0.108	0.126
YGL151W	0.020	-0.039
YKL025C	-0.010	0.034
YLR297W	0.037	-0.073
YML021C	0.054	0.004
YOL124C	0.007	0.037
YOR302W	-0.059	-0.046
YOR344C	0.019	-0.029
YPR022C	-0.048	-0.047
YFL034W	-0.035	-0.011
YFR024C	-0.042	-0.026
YLR406C	0.161	0.208
YDR077W	0.019	-0.017
YDR116C	NaN	NaN
YDR395W	0.018	0.015
YFR014C	-0.013	-0.085
YHR131C	0.000	-0.069
YKL017C	0.046	0.007
YNR012W	0.074	0.089
YGR210C	-0.029	-0.123
YNR065C	0.001	-0.026
YOL091W	-0.037	-0.036
YDR525W-A	-0.069	-0.009
YFL047W	-0.045	-0.087
YFR006W	-0.055	-0.091
YGL013C	-0.051	-0.051
YKL096W-A	-0.042	-0.166
YKR009C	0.116	0.109
YOL013W-A	-0.034	-0.044
YPR121W	-0.017	0.008
YBR238C	0.101	0.158
YGL214W	-0.027	0.004
YJL206C	-0.007	0.036
YKL162C-A	0.021	-0.022
YOR234C	0.352	0.493
YPR199C	-0.055	-0.061
YBL032W	0.074	0.102
YBL087C	0.008	0.032
YDR428C	0.318	0.290
YDR482C	0.029	0.004
YDR491C	-0.022	-0.030
YDR497C	0.021	0.027
YDR516C	-0.053	-0.192
YFL054C	-0.006	0.005
YJL120W	-0.056	0.096
YMR062C	-0.055	-0.011
YFR025C	-0.011	-0.010
YNR057C	-0.004	-0.009
YOL112W	0.235	0.268
YDR066C	0.034	-0.010
YFR016C	-0.040	-0.069
YGR254W	-0.015	-0.016
YIR020W-B	-0.017	-0.064
YOL104C	-0.052	-0.047
YDR541C	0.004	-0.010
YER156C	0.173	0.350
YGR177C	0.007	-0.006
YKR070W	-0.007	-0.074
YLR380W	0.001	-0.009
YPR167C	-0.083	-0.051
YDR156W	0.002	0.033
YDR431W	0.098	0.132
YGR287C	0.006	-0.017
YLR216C	-0.028	-0.004
YLR296W	0.050	-0.041
YLR309C	-0.006	-0.018
YOL108C	-0.025	-0.007
YOL110W	-0.032	-0.040
YDR492W	-0.020	-0.037
YKL073W	NaN	NaN
YLR405W	-0.024	-0.038
YMR064W	NaN	NaN
YNL147W	-0.154	-0.177
YNR048W	0.218	0.245
YOL092W	0.002	-0.042
YPR117W	-0.019	-0.032
YGR011W	0.009	-0.002
YGR022C	0.181	0.194
YGR271W	-0.024	-0.060
YKR058W	-0.002	-0.023
YLR228C	-0.038	-0.023
YNR067C	-0.001	0.023
YBR078W	0.075	0.230
YDL128W	0.026	-0.003
YGL210W	0.039	0.016
YLR300W	-0.008	-0.023
YLR390W	-0.005	-0.051
YPR028W	-0.037	-0.048
YFR009W	0.003	-0.047
YIR039C	0.198	0.223
YNR059W	-0.046	-0.015
YPR049C	0.013	-0.004
YPR200C	-0.009	-0.053
YBR255W	0.056	-0.040
YCR087W	0.090	0.137
YFL043C	-0.038	-0.055
YFR008W	0.018	0.103
YLR143W	-0.052	0.055
YOL150C	0.041	-0.063
YPL080C	0.361	0.569
YDR538W	0.012	-0.014
YGR032W	0.047	-0.004
YGR286C	0.008	-0.042
YPL017C	-0.006	-0.013
YPR007C	-0.032	-0.093
YPR014C	-0.043	-0.046
YPR185W	0.004	-0.022
YPR195C	-0.004	-0.025
YDR539W	0.022	0.018
YER188W	-0.040	-0.051
YGR288W	0.007	-0.024
YIR031C	-0.055	-0.024
YNR056C	-0.012	-0.048
YPR027C	-0.010	-0.040
YIR042C	0.172	0.203
YNR064C	-0.018	-0.023
YPR193C	-0.080	-0.064
YBR226C	0.055	0.076
YDR535C	0.026	0.000
YFL019C	-0.046	-0.072
YFR012W	-0.026	-0.011
YIL110W	0.088	0.098
YJR014W	0.054	0.151
YKR084C	0.013	0.112
YMR070W	-0.035	-0.075
YPR092W	-0.003	0.001
YGL164C	0.005	0.031
YGR072W	0.312	0.377
YKL023W	0.014	0.018
YMR067C	-0.050	-0.070
YMR287C	0.627	1.082
YPL104W	0.254	0.449
YPR194C	-0.023	0.021
YGL056C	0.000	-0.044
YIR017C	0.014	-0.079
YBR246W	0.063	0.027
YDR143C	0.017	0.005
YDR244W	0.011	0.028
YFR038W	-0.008	0.017
YGR217W	-0.010	-0.095
YLR307W	0.010	-0.020
YLR393W	NaN	NaN
YCR026C	0.025	0.110
YGL067W	0.011	-0.035
YMR107W	0.008	-0.074
YNL044W	0.024	-0.004
YOL131W	0.001	-0.028
YGL060W	0.165	0.182
YGR181W	0.064	0.088
YKL166C	0.062	0.031
YKR080W	-0.020	0.015
YLR210W	0.063	-0.058
YLR401C	0.004	-0.015
YNR066C	-0.024	-0.039
YPR021C	-0.008	-0.020
YDR480W	-0.009	-0.008
YFR035C	-0.032	-0.065
YLR364W	-0.059	-0.037
YDR006C	0.010	-0.050
YDR268W	NaN	NaN
YGR033C	0.015	-0.029
YGR263C	-0.006	-0.128
YGR290W	-0.014	0.001
YNR062C	0.010	-0.015
YNR074C	-0.057	-0.066
YOL087C	0.020	0.054
YPR008W	-0.023	-0.053
YCR033W	0.196	0.202
YGR031W	0.008	-0.070
YGR096W	-0.007	0.010
YHR021W-A	0.020	-0.033
YKL065C	-0.040	-0.022
YNR060W	-0.009	-0.072
YPL205C	0.338	0.387
YPR115W	-0.023	-0.058
YBL038W	0.192	0.316
YCR087C-A	0.184	0.206
YIR018W	-0.015	-0.046
YKL156W	0.381	0.357
YOR251C	0.229	0.342
YER039C-A	0.006	0.008
YGR081C	0.272	0.387
YJL151C	0.021	-0.004
YPR053C	0.016	0.010
YJL200C	-0.010	0.027
YJR059W	0.042	0.027
YLR392C	-0.003	-0.044
YOR235W	0.551	0.655
YPR029C	-0.039	-0.021
YIR019C	-0.040	-0.042
YPR078C	0.005	-0.005
YDL242W	-0.025	0.025
YGR266W	0.012	-0.043
YLR180W	-0.002	0.040
YJL023C	0.307	0.540
YLR367W	0.050	0.106
YNR032C-A	-0.014	-0.026
YDR181C	0.015	0.067
YGL017W	0.004	-0.032
YGL131C	0.159	0.111
YGR028W	-0.050	-0.103
YPR020W	-0.028	-0.057
YCR107W	-0.076	-0.112
YML086C	0.014	-0.028
YOL103W	-0.057	-0.076
YKL015W	0.064	0.046
YKR056W	0.025	-0.003
YLR306W	-0.056	-0.035
YPR097W	0.004	-0.016
YDR070C	0.014	-0.022
YGL077C	0.069	0.063
YJL163C	0.004	-0.015
YBR103W	-0.006	0.019
YDL129W	-0.034	-0.075
YGR276C	0.017	0.002
YLR387C	-0.013	-0.010
YML042W	0.022	-0.010
YNR055C	0.006	0.001
YER144C	-0.028	0.018
YFR039C	-0.006	-0.060
YGL007W	-0.009	-0.060
YIR009W	0.232	-0.044
YLR398C	0.003	-0.011
YOR127W	0.131	0.239
YPR052C	0.042	0.023
YDR059C	0.022	-0.037
YDR496C	0.067	0.014
YER117W	0.118	0.207
YGL136C	0.162	0.234
YGR269W	0.002	-0.034
YNL046W	0.006	-0.047
YDR139C	0.017	-0.004
YKR064W	0.003	-0.020
YDL038C	0.000	-0.079
YGR255C	NaN	NaN
YHR079C-B	0.005	-0.020
YKL074C	0.012	-0.131
YOL136C	-0.006	-0.025
YPR024W	0.126	0.160
YBL079W	NaN	NaN
YPL226W	0.128	0.115
YPR017C	-0.018	-0.031
YPR050C	-0.013	0.015
YCR048W	-0.046	0.024
YKL216W	-0.026	-0.039
YLR238W	0.089	0.061
YNR069C	-0.010	-0.026
YGL104C	-0.047	-0.033
YGR076C	0.583	0.627
YKL158W	0.388	0.367
YLR385C	0.014	0.015
YMR129W	-0.001	-0.029
YNL252C	0.212	0.395
YOL118C	0.022	0.027
YER091C-A	0.014	0.012
YPR170C	-0.087	-0.116
YKR005C	0.284	0.329
YLR231C	0.033	-0.017
YNR061C	-0.054	-0.040
YOR201C	0.391	0.731
YPR192W	-0.030	-0.069
YGL086W	0.015	-0.052
YGR292W	0.015	-0.019
YGR295C	0.009	-0.004
YNL043C	-0.002	-0.020
YNR008W	0.217	0.288
YPR111W	-0.012	-0.062
YNR058W	0.017	-0.005
YGL016W	0.075	-0.026
YNL031C	0.050	0.121
YNL177C	0.324	0.710
YNR050C	0.145	0.217
YLR422W	0.035	0.077
YPR188C	-0.021	-0.014
YKL191W	-0.032	0.017
YOL105C	-0.030	-0.052
YPR087W	0.117	0.141
YJL172W	0.040	-0.031
YJL191W	0.016	0.003
YNL053W	0.004	-0.001
YDR200C	NaN	NaN
YLR018C	0.187	0.154
YPL061W	0.242	0.412
YOL101C	-0.079	-0.062
YBR258C	0.060	0.004
YDR345C	0.079	0.026
YEL050C	0.292	0.657
YHR004C	0.151	0.127
YKL007W	0.656	0.768
YKR092C	0.177	0.311
YFR011C	-0.009	-0.038
YMR216C	0.171	0.345
YPR030W	-0.056	-0.058
YBR101C	-0.012	0.002
YDR436W	0.171	0.150
YLR168C	0.033	0.048
YOL106W	-0.042	-0.051
YBR048W	NaN	NaN
YDR315C	0.003	0.018
YML034W	0.042	-0.035
YNR029C	0.064	0.074
YNR063W	0.019	-0.037
YMR127C	-0.047	-0.021
YNL001W	0.083	0.077
YDR490C	0.020	0.005
YGR021W	0.130	0.054
YKL220C	0.001	-0.066
YLR241W	0.028	0.023
YDR242W	-0.002	-0.071
YLR172C	-0.035	0.030
YLR366W	0.070	0.130
YBR262C	-0.021	-0.016
YLR239C	-0.002	0.060
YNL184C	0.312	0.454
YGR025W	0.079	0.062
YGR122C-A	0.019	-0.004
YGR275W	-0.038	-0.051
YMR037C	0.061	0.013
YMR116C	0.300	0.383
YML124C	0.283	0.450
YPR198W	-0.010	0.011
YMR267W	0.503	0.900
YIL058W	-0.040	-0.117
YPR095C	0.021	-0.031
YER151C	0.145	0.282
YLR400W	-0.017	-0.007
YPL101W	0.258	0.515
YBR090C	0.036	-0.001
YFR013W	0.049	-0.027
YNL016W	-0.028	-0.010
YPR189W	-0.005	0.046
YOL109W	-0.062	-0.063
YBR025C	0.117	0.113
YGR192C	0.091	0.071
YJL196C	-0.047	-0.126
YMR275C	-0.034	0.047
YER007C-A	0.140	0.265
YGR018C	0.142	0.126
YML054C	-0.054	0.072
YGR273C	-0.006	-0.031
YOL100W	-0.089	-0.139
YGR279C	0.043	-0.011
YKR106W	0.001	-0.033
YNL067W	0.156	0.230
YNL096C	0.143	0.287
YLR391W	0.041	0.031
YGR110W	0.028	0.059
YNL109W	NaN	NaN
YBR125C	0.017	-0.044
YMR143W	0.238	0.455
YJL161W	0.001	-0.029
YOR167C	0.401	0.508
YDR146C	0.046	0.078
YHR132W-A	-0.031	-0.010
YNR032W	0.072	0.045
YJR094W-A	0.152	0.154
YLR384C	0.169	0.357
YGR200C	0.225	0.291
YIR030C	-0.028	0.020
YKL110C	0.156	0.369
YMR072W	0.125	0.388
YEL061C	0.111	0.449
YPR120C	-0.252	-0.140
YDR486C	-0.002	-0.038
YHL033C	NaN	NaN
YKL053W	0.205	0.330
YLL033W	0.531	1.258
YOL006C	0.213	0.235
YDR444W	0.004	-0.020
YFL025C	0.027	0.294
YFL034C-A	0.007	0.005
YBL027W	0.195	0.424
YGR197C	-0.015	-0.108
YGR281W	-0.007	0.001
YOR303W	-0.016	-0.016
YGR148C	0.149	0.229
YCL062W	0.107	0.222
YJR145C	NaN	NaN
YOL155C	-0.018	-0.039
YNL120C	0.070	0.417
YJL124C	-0.340	-0.617
YJL137C	0.045	0.008
YIR024C	-0.029	-0.020
YML108W	0.138	0.175
YIR025W	0.016	0.036
YPL178W	0.191	0.116
YAL058C-A	0.201	0.342
YGR240C	NaN	NaN
YDR199W	0.167	0.193
YGL213C	0.034	0.028
YOR359W	0.099	0.148
YBR031W	0.080	0.251
YGR270W	0.133	0.150
YML081W	0.027	-0.017
YBR299W	-0.003	-0.053
YNL179C	0.160	0.224
YGR034W	0.052	-0.016
YMR322C	0.007	-0.018
YDR385W	0.085	0.338
YAL012W	-0.017	0.096
YLR192C	0.158	0.274
YCR051W	0.174	0.174
YPL102C	0.134	0.308
YPL214C	0.456	0.529
YKR074W	0.155	0.266
YIR028W	0.012	-0.013
YNL055C	0.143	0.305
YDR073W	0.003	-0.028
YDR120C	0.004	0.075
YGL014W	0.008	0.036
YKL016C	-0.010	0.160
YBL072C	0.249	0.241
YEL013W	0.406	0.595
YIL030C	-0.020	-0.027
YML123C	0.017	-0.025
YDR237W	0.226	0.529
YNL024C	0.002	0.007
YCL058C	NaN	NaN
YLL007C	0.241	0.312
YLR389C	-0.026	-0.006
YDR347W	NaN	NaN
YGR283C	0.028	0.060
YLR402W	0.196	0.211
YOR308C	0.166	0.157
YDR440W	-0.030	-0.062
YGR037C	0.043	0.082
YOL039W	0.528	0.543
YKR094C	0.133	0.165
YML047C	0.148	0.135
YOL041C	0.062	0.200
YIR029W	-0.025	-0.051
YIL133C	0.255	0.354
YGL078C	0.196	0.250
YPL086C	0.328	0.569
YPL118W	0.576	0.975
YGL219C	0.357	0.485
YGR102C	0.342	0.582
YMR269W	0.296	0.500
YMR080C	0.048	0.212
YML026C	0.299	0.442
YML035C	-0.026	-0.016
YNR037C	0.339	0.661
YBR106W	NaN	NaN
YER056C-A	0.318	0.600
YPR057W	0.239	0.328
YLR214W	-0.079	-0.098
YNL119W	0.140	0.437
YIR027C	-0.025	0.023
YKR099W	0.086	0.367
YDR083W	0.262	0.387
YDR447C	0.148	0.274
YHR111W	0.250	0.346
YHR203C	0.221	0.414
YJL139C	0.075	0.292
YKL032C	-0.013	0.043
YGL211W	0.116	0.421
YKL138C	NaN	NaN
YCR031C	0.182	0.447
YPL078C	0.086	0.257
YPR166C	0.418	0.522
YDR471W	NaN	NaN
YOR006C	0.132	0.282
YFR032C-A	0.117	0.203
YGR063C	0.057	0.085
YGR085C	NaN	NaN
YGR214W	0.311	0.340
YDL035C	0.147	0.312
YLR441C	0.125	0.177
YFR031C-A	0.211	0.363
YNR051C	0.025	0.110
YJL136C	NaN	NaN
YOR295W	0.044	0.305
YJL177W	0.209	0.385
YDR101C	0.163	0.250
YMR194W	0.426	0.596
YKL053C-A	0.412	0.554
YLL045C	0.243	0.405
YNR004W	0.087	0.136
YOR309C	0.278	0.422
YGR118W	0.199	0.346
YOR183W	0.309	0.485
YGL244W	-0.295	-0.248
YMR193C-A	0.388	0.650
YGL064C	0.272	0.541
YEL054C	NaN	NaN
YDR363W-A	0.115	0.046
YGL031C	0.165	0.332
YDL130W	0.162	0.257
YOL121C	0.247	0.446
YLR264W	0.201	0.471
YGR064W	0.020	0.186
YBR181C	0.148	0.420
YDR417C	0.332	0.338
YOR078W	NaN	NaN
YDR126W	0.772	0.755
YBR069C	-0.403	-0.480
YDL061C	NaN	NaN
YDL063C	0.254	0.320
YHL011C	NaN	NaN
YLR448W	0.244	0.475
YLL044W	0.368	0.473
YOR182C	0.279	0.713
YGL147C	0.224	0.380
YLR287C-A	0.076	0.346
YDL136W	0.327	0.417
YNL069C	0.155	0.308
YLR388W	0.134	0.370
YNL226W	0.235	0.494
YHR034C	NaN	NaN
YDL082W	0.239	0.600
YDL062W	0.164	0.314
YIR005W	0.175	0.189
YLR068W	0.158	0.379
YPR106W	0.409	0.667
YNL227C	NaN	NaN
YFR034C	-0.025	-0.030
YKR057W	0.250	0.486
YDR500C	0.333	0.468
YAL046C	NaN	NaN
YAL048C	NaN	NaN
YAL056W	NaN	NaN
YBL103C	NaN	NaN
YBR021W	NaN	NaN
YBR061C	NaN	NaN
YBR082C	NaN	NaN
YBR084C-A	NaN	NaN
YBR085W	NaN	NaN
YBR086C	NaN	NaN
YBR095C	NaN	NaN
YBR115C	NaN	NaN
YBR118W	NaN	NaN
YBR165W	NaN	NaN
YBR168W	NaN	NaN
YBR267W	NaN	NaN
YBR285W	NaN	NaN
YCR002C	NaN	NaN
YCR024C	NaN	NaN
YCR064C	NaN	NaN
YCR071C	NaN	NaN
YDL040C	NaN	NaN
YDL056W	NaN	NaN
YDL068W	NaN	NaN
YDL069C	NaN	NaN
YDL175C	NaN	NaN
YDR079W	NaN	NaN
YDR115W	NaN	NaN
YDR127W	NaN	NaN
YDR375C	NaN	NaN
YDR475C	NaN	NaN
YDR525W	NaN	NaN
YER074W	NaN	NaN
YFL018C	NaN	NaN
YGL107C	NaN	NaN
YGR062C	NaN	NaN
YHR046C	NaN	NaN
YHR047C	NaN	NaN
YHR048W	NaN	NaN
YHR049C-A	NaN	NaN
YHR051W	NaN	NaN
YHR067W	NaN	NaN
YHR073W	NaN	NaN
YHR076W	NaN	NaN
YHR078W	NaN	NaN
YHR079C	NaN	NaN
YHR080C	NaN	NaN
YHR092C	NaN	NaN
YJL003W	NaN	NaN
YJL102W	NaN	NaN
YJL180C	NaN	NaN
YJR144W	NaN	NaN
YKL194C	NaN	NaN
YLR056W	NaN	NaN
YLR067C	NaN	NaN
YLR182W	0.091	0.116
YLR193C	NaN	NaN
YML073C	NaN	NaN
YML110C	NaN	NaN
YMR097C	NaN	NaN
YMR138W	NaN	NaN
YMR256C	NaN	NaN
YNL042W	NaN	NaN
YNL050C	NaN	NaN
YNL073W	NaN	NaN
YNL166C	NaN	NaN
YNL180C	NaN	NaN
YNL213C	NaN	NaN
YNL218W	NaN	NaN
YNL241C	NaN	NaN
YNL276C	NaN	NaN
YNL298W	NaN	NaN
YNR044W	NaN	NaN
YOL095C	NaN	NaN
YOR034C	NaN	NaN
YOR054C	NaN	NaN
