ORF	hom | growth (relative abundance in pooled culture) | UVB [6,400 J/m2] | Birrell GW~Brown JM, 2001	hom | growth (relative abundance in pooled culture) | UVC [200 J/m2] | Birrell GW~Brown JM, 2001
YGR209C	0.011	-0.041
YJL071W	-0.010	-0.012
YJL181W	-0.029	-0.043
YJL198W	-0.056	-0.039
YML101C	-0.011	-0.044
YNL301C	0.009	-0.023
YNR021W	-0.041	0.025
YNR033W	-0.007	0.007
YOR032C	-0.036	-0.002
YOR065W	0.113	0.118
YOR348C	-0.039	-0.018
YAR002C-A	0.158	0.153
YDL051W	-0.019	-0.207
YJL110C	-0.037	-0.040
YKL185W	-0.033	-0.052
YLR099C	0.019	0.127
YOR253W	0.343	0.335
YPL112C	0.206	0.165
YPR124W	-0.088	0.140
YDL071C	0.033	-0.028
YDR026C	0.045	0.067
YER149C	-0.017	-0.035
YJR021C	0.055	0.043
YLL058W	-0.029	-0.025
YML131W	-0.042	-0.057
YNL041C	-0.006	-0.044
YNL056W	0.033	0.067
YOR017W	0.046	0.103
YOR240W	0.385	0.393
YDL169C	-0.042	-0.048
YDR198C	0.044	0.064
YFL014W	-0.121	-0.102
YHR009C	0.006	-0.049
YJR100C	0.025	0.009
YLR348C	0.040	0.015
YMR252C	-0.021	0.002
YNL155W	-0.010	0.025
YNL242W	0.007	0.001
YNL281W	0.049	0.056
YOR042W	-0.015	0.022
YOR068C	0.005	0.038
YPL071C	0.108	0.102
YIL167W	-0.022	-0.002
YJL103C	-0.011	0.066
YJR036C	0.008	0.015
YKL109W	0.014	0.026
YKL174C	-0.006	0.009
YLR034C	0.022	0.031
YOL043C	0.317	0.305
YPL015C	0.010	-0.064
YPL176C	0.031	0.019
YAL066W	-0.004	-0.073
YBR159W	-0.115	-0.110
YDL010W	-0.034	-0.019
YDL020C	-0.114	0.037
YDL070W	-0.030	-0.022
YEL056W	-0.041	0.040
YGL140C	0.430	0.361
YGL259W	-0.023	-0.048
YLR044C	-0.083	-0.058
YLR273C	-0.020	-0.036
YLR288C	-0.510	-0.885
YLR325C	-0.061	-0.039
YML066C	-0.035	0.009
YMR254C	0.255	0.310
YNL266W	0.052	0.058
YOL060C	-0.053	-0.035
YOR219C	0.027	0.007
YOR351C	-0.032	-0.023
YPL001W	-0.041	0.053
YPL079W	0.308	0.399
YDL184C	-0.037	-0.040
YLR015W	-0.049	0.074
YLR154C	0.077	0.066
YML083C	0.011	-0.017
YMR238W	0.050	-0.001
YMR302C	0.046	0.094
YOR124C	-0.037	-0.039
YBR278W	-0.055	0.059
YDL157C	-0.018	-0.010
YDR057W	-0.062	-0.066
YFL021W	0.154	0.193
YGR121C	-0.005	-0.008
YGR219W	NaN	NaN
YGR248W	-0.010	0.018
YHR160C	-0.036	-0.044
YJL107C	-0.079	-0.033
YKR007W	0.371	0.490
YNL072W	-0.017	-0.048
YOR101W	0.114	0.138
YOR246C	0.260	0.242
YPR066W	0.004	-0.021
YBL064C	0.048	0.006
YCR060W	0.002	0.099
YEL006W	0.009	-0.029
YER163C	-0.023	-0.053
YFR054C	-0.022	-0.038
YGL216W	-0.001	-0.047
YGR166W	0.090	0.146
YHR124W	-0.023	-0.003
YJL030W	0.018	0.021
YJR073C	0.103	0.064
YKR034W	-0.035	-0.077
YLR111W	0.089	0.192
YLR343W	-0.017	-0.029
YMR291W	0.129	0.128
YNL257C	0.023	0.085
YOL042W	0.361	0.350
YOR338W	0.040	0.063
YPL144W	-0.086	-0.080
YPL147W	0.028	0.000
YBL010C	-0.039	-0.102
YBR009C	0.082	0.165
YDR107C	0.007	-0.043
YDR230W	-0.009	0.133
YEL066W	-0.041	0.027
YIL112W	0.132	0.128
YKR047W	-0.104	-0.039
YLL013C	-0.029	-0.037
YLL054C	-0.009	-0.037
YLR098C	-0.052	-0.030
YLR345W	0.077	-0.024
YML100W	-0.046	-0.046
YNL202W	0.210	0.199
YOR200W	0.218	0.512
YPR154W	-0.067	-0.048
YAR015W	0.270	0.732
YBL052C	0.160	0.177
YBR057C	-0.058	-0.081
YBR216C	-0.033	-0.043
YCR014C	0.008	-0.088
YDR374C	-0.018	0.032
YDR522C	NaN	NaN
YER027C	0.028	0.022
YKL085W	-0.023	-0.059
YLL016W	-0.018	0.005
YNR045W	0.132	-0.016
YOL003C	0.006	0.047
YOR115C	0.052	0.040
YPL133C	0.265	0.241
YPL187W	0.159	0.142
YDL094C	-0.019	-0.094
YDL142C	0.007	-0.049
YDR093W	-0.011	-0.078
YDR098C	0.004	-0.041
YDR251W	-0.028	-0.002
YHR138C	0.119	0.106
YHR143W	0.006	0.087
YIL024C	0.142	0.114
YIL032C	-0.068	-0.070
YLR415C	0.007	-0.019
YOR126C	0.015	0.038
YOR188W	0.005	0.004
YOR365C	0.156	0.169
YPL081W	0.150	0.160
YPR002W	0.009	-0.016
YDL168W	0.008	0.029
YHR153C	-0.052	-0.017
YHR163W	0.043	0.041
YHR206W	0.007	0.084
YIL094C	-0.022	-0.039
YLL060C	-0.069	-0.084
YML088W	0.003	-0.004
YOR071C	0.048	0.059
YOR386W	-0.035	-0.070
YPL066W	0.102	0.121
YPL100W	-0.003	-0.015
YPL265W	-0.103	-0.161
YBR128C	0.037	0.039
YBR145W	-0.008	0.027
YCR030C	0.003	-0.047
YCR090C	-0.012	-0.017
YDL231C	-0.041	-0.048
YDR090C	0.041	-0.005
YDR278C	-0.071	-0.014
YDR537C	-0.090	-0.174
YJR075W	0.084	0.158
YJR120W	0.335	0.304
YMR258C	-0.076	-0.015
YBR186W	0.021	-0.013
YCR043C	0.001	0.019
YGL124C	0.022	0.050
YGR007W	-0.031	-0.051
YHR086W	0.048	0.051
YHR094C	0.039	0.040
YHR136C	0.067	0.025
YIL123W	-0.026	0.063
YJL088W	0.007	-0.005
YPL054W	0.143	0.188
YPL109C	-0.008	0.028
YPR011C	0.001	-0.007
YPR147C	-0.010	0.012
YCL046W	-0.090	-0.155
YCR023C	-0.068	-0.069
YDR336W	-0.067	-0.099
YDR399W	0.074	0.038
YFL011W	-0.071	-0.041
YGR231C	0.055	0.050
YHR112C	-0.016	-0.060
YLR043C	0.013	-0.007
YLR450W	-0.128	-0.212
YOL068C	-0.019	0.017
YOR140W	0.108	0.097
YOR152C	0.007	0.000
YOR248W	0.097	0.115
YOR318C	-0.036	-0.037
YPL067C	0.135	0.119
YPL105C	-0.013	-0.023
YBR203W	-0.084	-0.095
YBR223C	-0.031	-0.085
YCL022C	-0.004	-0.034
YDR340W	0.055	0.016
YGL004C	0.005	-0.030
YGR053C	-0.025	-0.082
YIL168W	-0.001	-0.077
YKL116C	-0.041	-0.047
YLR328W	-0.056	-0.036
YMR230W	0.237	0.427
YOR377W	0.026	0.034
YBL019W	0.034	0.055
YBR046C	-0.015	-0.026
YDR209C	-0.038	-0.046
YHR106W	-0.027	0.021
YHR182W	-0.024	-0.007
YIL092W	-0.044	-0.081
YJR066W	0.013	0.002
YJR094C	-0.005	-0.013
YJR110W	-0.015	-0.014
YLR084C	0.149	0.139
YLR137W	0.027	-0.007
YLR436C	-0.002	0.019
YML103C	-0.042	-0.029
YML106W	-0.040	-0.033
YNL108C	-0.045	-0.036
YNL144C	-0.006	-0.064
YNL268W	0.125	0.130
YOR274W	0.031	0.156
YOR275C	0.016	-0.025
YPL032C	-0.022	-0.060
YAL055W	-0.009	-0.012
YBR164C	0.240	0.285
YDR219C	-0.033	0.019
YHR139C	0.034	0.052
YIL085C	-0.001	-0.016
YJL070C	-0.030	-0.018
YKL090W	-0.013	0.000
YKR019C	-0.066	-0.025
YLR049C	-0.099	-0.157
YLR350W	-0.052	-0.072
YML084W	0.006	-0.025
YNL253W	0.073	0.079
YOR166C	0.355	0.315
YPL114W	0.207	0.206
YPL161C	-0.023	-0.109
YCR020C	-0.004	-0.044
YDR451C	-0.068	-0.121
YER002W	-0.035	0.026
YGR224W	-0.068	0.007
YIL101C	0.040	-0.017
YKL091C	-0.020	-0.079
YKL179C	-0.001	-0.008
YLR232W	-0.004	0.014
YMR232W	-0.003	-0.022
YNL211C	0.015	0.036
YOL027C	0.047	0.079
YOR380W	0.019	0.009
YPR060C	0.046	-0.005
YDL187C	0.249	0.268
YHR110W	-0.049	-0.025
YHR171W	-0.026	0.022
YIL069C	0.002	0.018
YJR096W	0.026	-0.008
YPL025C	-0.040	-0.078
YBL054W	0.256	0.199
YBR296C	0.001	-0.091
YCL002C	-0.047	-0.023
YGR058W	0.126	0.089
YHR117W	-0.022	-0.036
YJR031C	0.001	0.008
YLL029W	0.144	0.154
YLL057C	-0.032	-0.046
YLR028C	0.005	-0.009
YPL052W	-0.014	-0.047
YPR003C	-0.066	-0.067
YDL091C	0.009	0.013
YDR121W	0.069	0.022
YDR178W	0.012	0.033
YGL082W	-0.008	-0.044
YGL252C	-0.058	0.017
YLR037C	0.022	0.067
YLR437C	-0.026	-0.029
YMR075C-A	-0.013	-0.028
YOR193W	0.049	0.079
YPL158C	0.064	0.116
YEL030W	-0.037	0.014
YIL148W	0.067	0.118
YJL209W	0.114	0.235
YLR266C	-0.013	-0.034
YMR031C	-0.022	-0.040
YOR223W	0.025	0.001
YOR283W	0.061	-0.002
YPR091C	-0.017	-0.021
YBL055C	0.072	0.175
YBR113W	-0.002	-0.029
YBR139W	0.026	0.029
YBR173C	NaN	NaN
YCR095C	0.028	-0.062
YDR015C	-0.024	0.030
YDR036C	-0.023	-0.049
YER174C	0.027	-0.033
YGL230C	0.005	-0.043
YGL256W	-0.040	-0.014
YNL076W	0.062	0.091
YNL323W	0.001	0.168
YOL072W	0.064	0.104
YOR011W	0.032	-0.027
YPL036W	-0.004	-0.011
YPL053C	0.080	0.078
YPL113C	0.135	0.127
YBL009W	-0.052	-0.097
YBL061C	0.039	-0.056
YBL065W	-0.044	-0.115
YDL110C	0.008	-0.026
YIR004W	-0.001	0.016
YIR016W	-0.061	-0.063
YJL121C	0.040	0.052
YKL097C	0.037	-0.026
YKL159C	0.278	0.280
YLR050C	-0.071	0.031
YLR271W	-0.073	-0.062
YMR272C	0.144	0.138
YNL121C	0.147	0.211
YNL249C	0.314	0.301
YOL058W	-0.042	-0.052
YOL085C	0.025	-0.024
YOR222W	-0.005	0.026
YOR376W	0.016	-0.049
YBL095W	-0.030	-0.050
YDL078C	-0.031	-0.049
YDR371W	-0.059	-0.080
YLR041W	-0.007	0.017
YPL092W	-0.020	-0.010
YBL094C	-0.024	-0.046
YDL086W	0.006	-0.025
YGL114W	0.002	-0.035
YGR055W	0.014	-0.043
YIL067C	0.007	-0.010
YJL027C	-0.019	-0.049
YLR110C	-0.032	0.079
YOL160W	-0.046	-0.036
YOR208W	0.107	0.094
YOR226C	0.028	0.007
YBL015W	-0.006	-0.040
YBR230C	-0.019	-0.063
YDR205W	-0.058	-0.140
YGL039W	0.013	-0.035
YGL260W	0.016	-0.014
YGL263W	-0.012	-0.030
YGR193C	0.027	0.013
YHR157W	-0.068	-0.062
YHR202W	0.021	0.044
YIL054W	0.169	0.130
YJR079W	-0.063	-0.042
YJR148W	-0.004	-0.047
YKL150W	-0.201	-0.233
YLR152C	-0.008	0.041
YML096W	-0.226	-0.459
YOR327C	-0.062	-0.032
YOR381W	0.049	0.077
YPL111W	0.156	0.146
YPR077C	0.038	-0.002
YBL017C	0.014	0.009
YDL011C	0.001	0.003
YDR415C	-0.057	-0.020
YHR126C	0.024	-0.022
YML100W-A	-0.034	-0.038
YPR046W	-0.009	-0.086
YBL002W	0.015	-0.079
YBL069W	0.039	-0.025
YCL001W	0.034	0.000
YCL013W	-0.002	-0.039
YDR346C	-0.100	-0.221
YDR457W	-0.055	-0.072
YJL007C	-0.063	-0.203
YKL151C	0.005	-0.019
YMR139W	-0.039	-0.030
YMR310C	0.009	-0.011
YNL300W	-0.041	-0.030
YPL019C	0.045	0.045
YPL064C	0.124	0.115
YPL132W	0.207	0.270
YBR120C	0.026	-0.088
YBR147W	-0.022	-0.015
YBR188C	-0.039	-0.051
YCL027W	-0.062	-0.063
YDL178W	-0.022	0.025
YEL052W	0.004	0.027
YIL096C	-0.026	0.025
YIL131C	-0.023	-0.074
YLR136C	-0.004	-0.039
YML090W	-0.007	-0.039
YOR005C	-0.023	-0.021
YOR013W	-0.081	-0.037
YOR271C	-0.027	-0.077
YDL113C	0.005	-0.029
YDR508C	0.207	0.118
YER152C	-0.015	-0.035
YHR006W	0.012	-0.045
YLL062C	-0.049	-0.040
YDL186W	0.049	0.085
YHL002W	0.074	0.078
YHR113W	-0.020	-0.048
YJL175W	-0.047	0.067
YJR077C	0.074	0.151
YLR012C	-0.070	-0.063
YLR221C	0.026	0.086
YLR352W	-0.026	-0.018
YML038C	-0.010	-0.024
YMR105C	0.004	-0.029
YOR366W	-0.034	-0.061
YPL221W	-0.022	-0.061
YBR107C	-0.011	-0.051
YBR280C	-0.056	0.104
YGL009C	-0.005	-0.060
YGR203W	0.013	-0.026
YIL047C	0.302	0.287
YIL137C	0.023	0.010
YJL100W	0.011	-0.001
YJL122W	0.011	0.003
YLR332W	-0.108	-0.130
YMR257C	NaN	NaN
YOR180C	0.021	-0.032
YOR304W	-0.009	0.007
YOR347C	0.012	0.023
YPL089C	-0.093	-0.072
YBR137W	0.000	0.031
YBR295W	-0.037	-0.006
YCL012W	-0.017	-0.046
YDL009C	0.014	-0.040
YDL048C	0.102	0.049
YDR163W	0.042	0.070
YDR333C	0.009	-0.050
YLR040C	0.055	0.053
YLR258W	-0.041	-0.033
YLR262C-A	-0.017	0.006
YNL295W	0.016	-0.004
YBR149W	-0.116	-0.101
YCL025C	-0.039	-0.046
YCL034W	0.013	-0.012
YDL012C	0.015	0.012
YER047C	NaN	NaN
YER182W	-0.009	-0.058
YFL015C	-0.127	-0.094
YGR235C	0.072	0.071
YJL049W	-0.012	0.027
YLR363C	0.054	0.108
YMR054W	-0.063	-0.029
YOR022C	0.268	0.281
YPR153W	-0.058	-0.051
YAL061W	0.027	-0.016
YBR161W	0.015	0.014
YDL176W	-0.018	0.008
YDR295C	-0.035	-0.054
YDR307W	-0.044	-0.054
YDR512C	0.013	0.024
YGL229C	-0.142	-0.240
YGR054W	0.037	0.065
YKR033C	0.017	0.057
YLL017W	0.001	-0.010
YLR020C	0.103	0.169
YLR151C	-0.005	0.043
YLR433C	0.004	-0.003
YOR321W	-0.046	-0.053
YAL062W	0.045	-0.031
YCR005C	0.062	0.021
YDR265W	0.012	-0.009
YDR493W	-0.041	-0.007
YGR087C	-0.012	-0.027
YGR213C	0.044	0.023
YHR116W	0.029	0.030
YKR021W	0.010	-0.025
YML016C	0.252	0.281
YOR009W	-0.018	-0.076
YOR202W	0.065	0.034
YOR280C	-0.028	-0.001
YOR328W	-0.036	-0.065
YPR062W	0.029	0.045
YBR041W	0.078	0.095
YDL022W	0.073	0.078
YDL109C	-0.067	-0.086
YDR231C	0.041	0.033
YDR281C	-0.163	-0.251
YER178W	0.000	0.098
YHR087W	0.029	0.030
YLR053C	-0.023	-0.019
YOR255W	0.262	0.206
YBL063W	-0.020	-0.010
YBR010W	0.114	0.118
YDR218C	0.008	0.015
YGR143W	-0.019	-0.062
YHR198C	-0.012	0.039
YIL089W	-0.085	-0.061
YLR225C	-0.044	-0.031
YLR446W	0.010	0.020
YOR108W	-0.060	-0.045
YOR192C	0.053	0.112
YPL257W	0.051	0.071
YBL066C	-0.024	-0.013
YDL079C	-0.001	-0.024
YDL114W	-0.007	-0.044
YDR275W	-0.072	-0.045
YDR514C	-0.014	0.019
YFL035C-B	-0.016	-0.052
YHR125W	0.018	-0.095
YJL058C	-0.007	-0.068
YJR137C	-0.035	-0.038
YKR032W	-0.016	-0.019
YLR194C	-0.072	-0.012
YLR218C	0.034	0.004
YLR381W	-0.033	0.048
YLR443W	-0.074	-0.101
YMR056C	-0.075	-0.115
YOL070C	0.010	-0.036
YOR003W	0.063	-0.114
YOR105W	0.144	0.109
YOR190W	-0.018	0.036
YOR349W	0.137	0.244
YPL056C	0.120	0.141
YDL214C	-0.014	-0.061
YDR029W	0.023	-0.010
YDR466W	-0.015	-0.015
YER037W	0.007	-0.017
YFR018C	-0.014	-0.001
YGR042W	-0.007	-0.022
YKL030W	-0.019	0.005
YLL028W	0.061	0.052
YLR144C	0.418	0.411
YPL264C	0.005	0.002
YBL056W	0.046	0.133
YBL070C	-0.003	-0.001
YBR054W	-0.029	-0.079
YBR241C	0.011	-0.013
YBR297W	0.012	0.002
YFR053C	0.003	-0.019
YHL007C	0.008	0.015
YJL060W	0.002	0.027
YJL211C	0.024	0.011
YJR037W	0.052	0.062
YJR038C	-0.039	0.059
YMR118C	0.015	-0.011
YOL063C	0.005	-0.016
YOR021C	0.485	0.388
YDL189W	0.068	0.056
YDR043C	0.010	0.112
YDR277C	-0.003	0.033
YEL017W	0.167	0.163
YHR177W	-0.036	-0.019
YIL130W	0.059	-0.011
YIR013C	-0.010	-0.004
YJR121W	-0.004	0.148
YKR053C	0.022	-0.027
YKR054C	-0.022	-0.039
YLR011W	0.269	0.278
YLR224W	-0.006	-0.064
YLR331C	-0.066	-0.102
YLR353W	-0.032	-0.003
YML014W	0.584	0.732
YOR131C	0.031	0.015
YOR239W	0.394	0.380
YOR369C	0.053	0.159
YBR005W	0.096	0.036
YDR030C	-0.016	-0.014
YDR408C	0.038	0.127
YGL197W	0.094	0.042
YGL205W	-0.016	-0.109
YGL232W	-0.036	0.017
YIL020C	0.011	-0.038
YIL045W	0.338	0.246
YJL099W	-0.008	0.056
YLR083C	0.193	0.154
YLR429W	0.013	0.020
YMR095C	0.026	-0.012
YNL057W	0.009	-0.001
YNL142W	-0.011	-0.050
YOR284W	0.083	0.052
YPL026C	-0.017	0.052
YBL005W	-0.033	-0.023
YBR071W	-0.110	-0.093
YBR284W	-0.003	-0.003
YDL124W	0.025	-0.028
YDR326C	-0.066	-0.120
YHR114W	-0.034	-0.043
YHR150W	0.041	0.035
YKL044W	0.016	-0.020
YKR036C	0.025	0.000
YKR048C	-0.273	-0.225
YKR049C	-0.042	-0.015
YKR104W	-0.006	-0.034
YLR013W	-0.036	-0.012
YML087C	0.025	-0.005
YNL065W	-0.084	0.042
YNL145W	-0.004	-0.028
YPL270W	0.152	0.188
YPR059C	0.083	-0.004
YBL059W	0.122	0.176
YBR042C	0.044	0.048
YBR053C	-0.026	-0.035
YBR171W	0.076	0.402
YDR222W	-0.016	-0.033
YDR283C	-0.029	-0.105
YDR344C	0.038	0.052
YEL010W	0.019	0.026
YER180C	0.013	-0.043
YKL096W	-0.060	-0.104
YLR036C	-0.049	-0.043
YOR155C	0.105	0.076
YOR179C	-0.077	-0.242
YOR300W	-0.015	-0.042
YPR068C	0.018	0.025
YBR066C	-0.001	0.061
YDR360W	-0.064	-0.091
YDR380W	0.042	0.007
YDR422C	-0.053	-0.042
YIL173W	-0.014	-0.049
YLL026W	0.050	0.055
YLR351C	0.068	0.038
YMR135W-A	-0.008	-0.015
YPL136W	0.020	0.012
YPR140W	-0.004	-0.032
YBR094W	-0.013	-0.037
YDR035W	0.005	-0.027
YGL198W	-0.017	-0.049
YGR173W	-0.012	-0.036
YJL067W	-0.015	-0.013
YJR091C	-0.008	-0.054
YKL093W	-0.003	-0.035
YKR023W	0.016	-0.015
YKR040C	0.049	0.044
YKR101W	-0.011	-0.076
YMR115W	0.051	-0.021
YPR158W	-0.006	-0.034
YDL156W	0.001	-0.019
YEL016C	0.045	0.090
YER183C	-0.005	-0.046
YGL121C	-0.013	-0.032
YKR102W	0.003	-0.022
YLR014C	-0.058	0.056
YLR445W	0.027	-0.002
YMR096W	0.026	-0.046
YNL175C	0.086	0.064
YOR076C	0.067	0.046
YCL009C	-0.054	-0.012
YDL211C	-0.028	0.009
YDR411C	-0.005	-0.065
YDR461W	-0.037	-0.051
YDR511W	0.043	-0.079
YER179W	-0.013	-0.032
YGL141W	-0.023	-0.027
YHR210C	-0.021	-0.009
YNL196C	-0.013	0.130
YOR012W	0.033	-0.004
YOR225W	-0.008	-0.014
YOR343C	-0.018	-0.036
YOR364W	0.060	-0.089
YBL057C	0.061	0.125
YDR402C	-0.059	-0.045
YEL053C	0.016	0.116
YFL004W	-0.111	-0.095
YGL160W	0.008	-0.011
YGL257C	-0.063	-0.071
YGR111W	-0.047	-0.006
YGR169C	-0.024	0.018
YHR156C	0.032	0.024
YIL125W	0.074	-0.079
YKL040C	0.014	0.020
YBL003C	-0.040	-0.063
YBR014C	0.113	0.087
YBR034C	0.043	0.026
YCL028W	-0.023	-0.030
YDL039C	0.060	0.042
YDL155W	0.018	-0.023
YEL064C	-0.026	-0.083
YER020W	0.104	0.230
YFR040W	0.025	0.063
YHR199C	0.048	0.023
YKR103W	0.000	-0.007
YLR341W	0.010	0.067
YLR418C	-0.159	-0.173
YMR123W	0.171	0.339
YNL013C	0.049	-0.046
YOL093W	0.031	-0.029
YOR384W	0.004	-0.001
YBL044W	0.118	0.103
YBR028C	-0.012	0.072
YBR067C	0.000	0.035
YCL049C	0.038	0.047
YCR088W	0.063	0.134
YDR193W	0.172	0.208
YFL012W	-0.058	-0.040
YFL033C	-0.004	0.045
YGL080W	0.002	-0.037
YKL041W	0.051	0.117
YKL187C	0.012	-0.109
YKL208W	0.032	0.059
YKL211C	-0.075	-0.060
YLL030C	0.015	0.008
YML111W	-0.041	0.024
YNL115C	-0.073	-0.011
YBR030W	-0.063	0.011
YBR239C	-0.008	-0.023
YBR248C	0.067	-0.048
YDR003W	0.003	0.008
YGR199W	0.003	0.009
YHR132C	0.192	0.159
YHR162W	0.030	0.022
YKL069W	0.013	0.004
YKL071W	-0.075	-0.090
YKL147C	-0.058	-0.056
YOR263C	0.044	0.079
YBL102W	0.030	0.047
YBR151W	0.025	0.003
YCR061W	0.120	0.159
YDL019C	-0.053	-0.097
YDR009W	-0.010	-0.025
YDR034C	0.018	-0.027
YGR067C	-0.037	-0.055
YIL079C	-0.014	-0.050
YJR025C	0.016	0.011
YKL005C	-0.033	-0.054
YMR052C-A	0.044	0.017
YMR099C	0.039	-0.002
YOR125C	NaN	NaN
YOR247W	0.192	0.148
YDL112W	-0.052	-0.027
YFR007W	-0.098	-0.110
YGR043C	-0.037	-0.009
YKL039W	-0.052	-0.044
YKL072W	-0.016	-0.030
YLR365W	-0.004	0.008
YML104C	-0.022	0.000
YNR042W	-0.003	0.063
YDL188C	0.222	0.230
YDR097C	0.008	-0.041
YDR259C	0.036	-0.008
YDR313C	0.003	-0.013
YDR423C	-0.014	0.004
YER187W	-0.021	-0.044
YGR069W	-0.025	-0.090
YGR080W	0.103	0.101
YHR139C-A	0.045	0.056
YJR146W	-0.015	-0.039
YKL171W	-0.013	-0.137
YLR080W	0.150	0.222
YBR084W	0.011	0.023
YBR271W	0.268	0.232
YCL023C	-0.004	-0.036
YCR091W	0.017	-0.044
YDL002C	-0.002	-0.007
YDL054C	-0.083	-0.073
YDR117C	0.120	0.165
YDR391C	-0.008	-0.058
YGR010W	-0.017	0.021
YGR097W	0.036	-0.047
YGR144W	-0.036	-0.087
YMR102C	0.031	0.005
YDL177C	-0.026	0.030
YDR124W	0.138	0.145
YDR213W	0.029	-0.033
YGL037C	-0.011	-0.035
YGR124W	-0.012	-0.065
YGR164W	-0.046	-0.194
YIL042C	0.003	0.017
YLR042C	0.013	-0.002
YOL111C	-0.006	-0.046
YOR018W	0.081	0.010
YOR285W	0.120	0.116
YPR023C	-0.094	-0.103
YBL043W	0.143	0.099
YBL053W	0.153	0.238
YCR021C	-0.032	-0.064
YDL037C	0.104	0.042
YDL149W	0.005	-0.057
YDR058C	-0.008	-0.065
YGL003C	0.004	0.012
YGL138C	0.001	-0.064
YGL196W	0.076	0.030
YHR130C	0.280	0.255
YJR070C	0.023	0.026
YLL015W	-0.002	-0.002
YLR095C	-0.042	-0.036
YPL006W	-0.026	0.002
YAL054C	0.023	-0.010
YBR213W	-0.111	-0.177
YCR001W	-0.013	0.023
YDL123W	-0.027	-0.048
YDL174C	-0.006	0.013
YDR008C	-0.036	-0.038
YDR055W	0.007	0.022
YDR420W	-0.017	-0.055
YDR521W	0.056	0.004
YGL108C	-0.021	-0.069
YGL132W	-0.058	-0.086
YMR053C	-0.016	-0.060
YOR334W	-0.007	-0.008
YBR090C-A	-0.012	-0.043
YBR105C	0.010	0.006
YCL057W	-0.017	0.031
YCR102C	0.035	-0.020
YDR285W	0.004	-0.018
YDR424C	-0.006	-0.094
YDR426C	0.109	0.094
YDR488C	-0.058	-0.106
YGL046W	-0.010	-0.067
YLR257W	-0.005	-0.094
YLR263W	0.005	-0.033
YNL215W	0.220	0.133
YOL061W	-0.022	-0.052
YOR214C	0.049	0.021
YOR252W	0.239	0.248
YPR152C	0.016	0.005
YCR027C	0.014	-0.011
YDL121C	0.036	-0.006
YDR019C	-0.011	0.009
YER185W	0.001	-0.024
YKL206C	-0.015	-0.020
YKR051W	0.010	-0.020
YML095C-A	0.430	0.554
YOR189W	-0.019	0.039
YOR221C	0.132	0.427
YPL179W	0.006	-0.031
YBR158W	0.103	0.070
YDR046C	-0.005	0.002
YDR122W	0.186	0.151
YGR015C	-0.007	0.037
YGR189C	0.031	0.014
YLR187W	-0.010	-0.065
YNR018W	-0.029	-0.145
YBR177C	-0.041	0.048
YDL049C	0.020	0.005
YDR152W	-0.016	-0.043
YDR400W	0.000	0.030
YER184C	0.003	-0.038
YGL015C	0.014	-0.055
YGL208W	0.040	-0.010
YHR093W	-0.010	-0.047
YKR039W	-0.018	-0.139
YMR251W	-0.006	0.035
YNL236W	0.113	0.178
YOL128C	-0.064	-0.083
YOR237W	0.176	0.137
YOR382W	-0.016	0.029
YPR130C	0.037	0.013
YBL090W	0.172	0.506
YCL006C	-0.012	-0.033
YCR007C	-0.030	-0.040
YCR100C	-0.020	0.004
YDL067C	-0.036	0.097
YDL073W	-0.016	-0.067
YDR197W	0.096	0.159
YDR262W	0.011	-0.033
YDR406W	-0.018	-0.022
YGL043W	0.028	-0.078
YHR077C	0.197	0.287
YKL142W	-0.058	-0.035
YLL021W	0.013	0.056
YLR126C	-0.046	-0.042
YLR416C	-0.003	0.014
YML074C	0.016	-0.007
YMR255W	0.216	0.269
YNL023C	-0.038	-0.023
YOR273C	0.009	-0.035
YCR101C	-0.018	-0.014
YER186C	-0.011	-0.040
YGR003W	-0.011	0.016
YGR068C	-0.049	-0.131
YGR252W	0.045	0.038
YKL046C	-0.003	-0.021
YNL087W	0.105	0.091
YPL107W	0.055	0.014
YPR156C	-0.056	-0.030
YPR197C	-0.011	0.007
YBR052C	-0.006	-0.020
YBR260C	-0.037	-0.048
YCL001W-A	0.040	0.121
YCR045C	-0.019	0.051
YDL104C	0.091	0.049
YDR108W	-0.014	-0.022
YDR155C	-0.057	-0.054
YDR233C	0.024	0.039
YIL007C	0.013	-0.022
YJR039W	0.015	-0.025
YKL221W	-0.093	-0.092
YLL025W	0.106	0.124
YLR019W	0.064	0.119
YLR308W	0.050	0.043
YOR164C	0.065	0.043
YBL068W	0.044	0.007
YBR225W	0.017	0.094
YBR250W	0.010	-0.035
YCR083W	0.009	0.019
YDR020C	0.055	0.017
YDR032C	-0.018	-0.022
YER153C	-0.027	0.168
YGL125W	-0.043	-0.018
YGL242C	-0.041	0.000
YHR176W	-0.041	-0.044
YJR095W	-0.018	-0.036
YKR095W	-0.002	-0.049
YLR253W	-0.032	-0.036
YNR001C	0.036	-0.019
YOR002W	0.000	0.105
YOR352W	-0.071	-0.142
YPL003W	-0.113	-0.058
YPR118W	0.005	0.052
YPR138C	-0.033	-0.021
YBR016W	0.118	0.093
YCL069W	0.006	0.027
YER158C	-0.011	-0.028
YGL199C	0.017	0.041
YGR093W	0.013	0.058
YGR168C	-0.024	-0.045
YGR239C	0.060	-0.005
YGR289C	0.048	0.034
YIL138C	0.051	-0.009
YJL105W	0.040	0.034
