orf	hap a | hemolysis | n-butanol [vapors] | blood agar | Shuster A~Rosenberg M, 2007	hap a | growth (spot assay) | n-butanol [vapors] | blood agar | Shuster A~Rosenberg M, 2007
YDL044C	0.0	-3.119917812110841
YDL045W-A	0.0	-3.119917812110841
YDL047W	-5.3888421438512255	3.1835896041947347
YDL049C	0.0	-3.119917812110841
YDL057W	-5.3888421438512255	3.1835896041947347
YDL067C	0.0	-3.119917812110841
YDL069C	0.0	-3.119917812110841
YDL104C	0.0	-3.119917812110841
YDL106C	-5.3888421438512255	3.1835896041947347
YDL107W	0.0	-3.119917812110841
YDL113C	0.0	-3.119917812110841
YDL115C	-5.3888421438512255	3.1835896041947347
YDL118W	-2.6944210719256128	3.1835896041947347
YDL119C	-2.6944210719256128	3.1835896041947347
YDL136W	0.0	-3.119917812110841
YDL146W	0.0	-3.119917812110841
YDL167C	0.0	-3.119917812110841
YDL176W	-5.3888421438512255	3.1835896041947347
YDL177C	-5.3888421438512255	3.1835896041947347
YDL181W	0.0	-3.119917812110841
YDL185W	0.0	-3.119917812110841
YDL202W	0.0	-3.119917812110841
YDR005C	-2.6944210719256128	3.1835896041947347
YDR008C	-5.3888421438512255	3.1835896041947347
YDR079W	-2.6944210719256128	3.1835896041947347
YDR095C	-5.3888421438512255	3.1835896041947347
YDR148C	0.0	-3.119917812110841
YDR173C	-5.3888421438512255	3.1835896041947347
YDR175C	0.0	-3.119917812110841
YDR176W	-5.3888421438512255	3.1835896041947347
YDR178W	0.0	-3.119917812110841
YDR194C	0.0	-3.119917812110841
YDR195W	-2.6944210719256128	3.1835896041947347
YDR197W	0.0	-3.119917812110841
YDR203W	-2.6944210719256128	3.1835896041947347
YDR204W	0.0	-3.119917812110841
YDR213W	-5.3888421438512255	3.1835896041947347
YDR225W	-5.3888421438512255	3.1835896041947347
YDR230W	0.0	-3.119917812110841
YDR231C	0.0	-3.119917812110841
YDR237W	0.0	-3.119917812110841
YDR247W	-2.6944210719256128	3.1835896041947347
YDR264C	-5.3888421438512255	3.1835896041947347
YDR268W	0.0	-3.119917812110841
YDR269C	-5.3888421438512255	3.1835896041947347
YDR270W	-5.3888421438512255	3.1835896041947347
YDR271C	-5.3888421438512255	3.1835896041947347
YDR279W	-2.6944210719256128	3.1835896041947347
YDR281C	-5.3888421438512255	3.1835896041947347
YDR285W	-5.3888421438512255	3.1835896041947347
YDR295C	0.0	-3.119917812110841
YDR296W	0.0	-3.119917812110841
YDR298C	0.0	-3.119917812110841
YDR322W	0.0	-3.119917812110841
YDR323C	-2.6944210719256128	3.1835896041947347
YDR337W	0.0	-3.119917812110841
YDR377W	0.0	-3.119917812110841
YDR388W	-2.6944210719256128	3.1835896041947347
YDR393W	-2.6944210719256128	3.1835896041947347
YDR405W	0.0	-3.119917812110841
YDR470C	0.0	-3.119917812110841
YDR477W	0.0	-3.119917812110841
YDR493W	-2.6944210719256128	3.1835896041947347
YDR507C	0.0	-3.119917812110841
YDR518W	0.0	-3.119917812110841
YDR529C	-2.6944210719256128	3.1835896041947347
YEL006W	-2.6944210719256128	3.1835896041947347
YEL024W	0.0	-3.119917812110841
YEL027W	0.0	-3.119917812110841
YEL029C	0.0	-3.119917812110841
YEL036C	0.0	-3.119917812110841
YEL050C	0.0	-3.119917812110841
YEL051W	0.0	-3.119917812110841
YEL062W	-5.3888421438512255	3.1835896041947347
YEL063C	-5.3888421438512255	3.1835896041947347
YEL066W	-5.3888421438512255	3.1835896041947347
YER001W	-2.6944210719256128	3.1835896041947347
YER017C	0.0	-3.119917812110841
YER019W	-5.3888421438512255	3.1835896041947347
YER039C	-5.3888421438512255	3.1835896041947347
YER040W	0.0	-3.119917812110841
YER041W	-5.3888421438512255	3.1835896041947347
YER044C	-2.6944210719256128	3.1835896041947347
YER050C	0.0	-3.119917812110841
YER058W	0.0	-3.119917812110841
YER061C	0.0	-3.119917812110841
YER070W	0.0	-3.119917812110841
YER077C	-2.6944210719256128	3.1835896041947347
YER078C	-2.6944210719256128	3.1835896041947347
YER083C	-2.6944210719256128	3.1835896041947347
YER086W	-2.6944210719256128	3.1835896041947347
YER092W	-2.6944210719256128	3.1835896041947347
YER103W	0.0	-3.119917812110841
YER132C	0.0	-3.119917812110841
YER141W	0.0	-3.119917812110841
YER145C	0.0	-3.119917812110841
YER153C	0.0	-3.119917812110841
YER154W	-5.3888421438512255	3.1835896041947347
YER178W	0.0	-3.119917812110841
YFL001W	-5.3888421438512255	3.1835896041947347
YFL016C	0.0	-3.119917812110841
YFL036W	0.0	-3.119917812110841
YFR033C	-5.3888421438512255	3.1835896041947347
YFR034C	0.0	-3.119917812110841
YGL045W	-2.6944210719256128	3.1835896041947347
YGL058W	-5.3888421438512255	3.1835896041947347
YGL070C	0.0	-3.119917812110841
YGL076C	-5.3888421438512255	3.1835896041947347
YGL094C	-2.6944210719256128	3.1835896041947347
YGL107C	0.0	-3.119917812110841
YGL127C	-2.6944210719256128	3.1835896041947347
YGL129C	0.0	-3.119917812110841
YGL135W	0.0	-3.119917812110841
YGL136C	-2.6944210719256128	3.1835896041947347
YGL167C	0.0	-3.119917812110841
YGL219C	-5.3888421438512255	3.1835896041947347
YGL220W	0.0	-3.119917812110841
YGL237C	-5.3888421438512255	3.1835896041947347
YGL240W	0.0	-3.119917812110841
YGL246C	-2.6944210719256128	3.1835896041947347
YGR026W	0.0	-3.119917812110841
YGR063C	-5.3888421438512255	3.1835896041947347
YGR064W	-2.6944210719256128	3.1835896041947347
YGR076C	0.0	-3.119917812110841
YGR102C	0.0	-3.119917812110841
YGR105W	0.0	-3.119917812110841
YGR150C	0.0	-3.119917812110841
YGR155W	0.0	-3.119917812110841
YGR157W	-5.3888421438512255	3.1835896041947347
YGR159C	0.0	-3.119917812110841
YGR165W	-5.3888421438512255	3.1835896041947347
YGR171C	0.0	-3.119917812110841
YGR174C	-5.3888421438512255	3.1835896041947347
YGR180C	0.0	-3.119917812110841
YGR183C	-5.3888421438512255	3.1835896041947347
YGR200C	-2.6944210719256128	3.1835896041947347
YGR215W	0.0	-3.119917812110841
YGR220C	0.0	-3.119917812110841
YGR222W	-5.3888421438512255	3.1835896041947347
YGR233C	0.0	-3.119917812110841
YGR250C	-5.3888421438512255	3.1835896041947347
YGR257C	0.0	-3.119917812110841
YHL025W	0.0	-3.119917812110841
YHL038C	0.0	-3.119917812110841
YHR001W-A	-5.3888421438512255	3.1835896041947347
YHR010W	0.0	-3.119917812110841
YHR037W	0.0	-3.119917812110841
YHR039C-A	0.0	-3.119917812110841
YHR051W	-2.6944210719256128	3.1835896041947347
YHR060W	0.0	-3.119917812110841
YHR067W	0.0	-3.119917812110841
YHR091C	0.0	-3.119917812110841
YHR113W	-2.6944210719256128	3.1835896041947347
YHR116W	-5.3888421438512255	3.1835896041947347
YHR120W	0.0	-3.119917812110841
YHR130C	-2.6944210719256128	3.1835896041947347
YHR147C	0.0	-3.119917812110841
YHR168W	0.0	-3.119917812110841
YIL006W	-5.3888421438512255	3.1835896041947347
YIL008W	-5.3888421438512255	3.1835896041947347
YIL036W	0.0	-3.119917812110841
YIL070C	-5.3888421438512255	3.1835896041947347
YIL072W	-5.3888421438512255	3.1835896041947347
YIL077C	-5.3888421438512255	3.1835896041947347
YIL089W	-2.6944210719256128	3.1835896041947347
YIL092W	-2.6944210719256128	3.1835896041947347
YIL098C	-5.3888421438512255	3.1835896041947347
YJL027C	0.0	-3.119917812110841
YJL046W	0.0	-3.119917812110841
YJL053W	0.0	-3.119917812110841
YJL063C	0.0	-3.119917812110841
YJL075C	-5.3888421438512255	3.1835896041947347
YJL079C	-5.3888421438512255	3.1835896041947347
YJL096W	0.0	-3.119917812110841
YJL099W	-2.6944210719256128	3.1835896041947347
YJL101C	-5.3888421438512255	3.1835896041947347
YJL102W	0.0	-3.119917812110841
YJL117W	-5.3888421438512255	3.1835896041947347
YJL140W	-2.6944210719256128	3.1835896041947347
YJL166W	0.0	-3.119917812110841
YJL176C	0.0	-3.119917812110841
YJL184W	0.0	-3.119917812110841
YJL206C	-5.3888421438512255	3.1835896041947347
YJL213W	-2.6944210719256128	3.1835896041947347
YJR004C	0.0	-3.119917812110841
YJR040W	-5.3888421438512255	3.1835896041947347
YJR048W	-5.3888421438512255	3.1835896041947347
YJR055W	-2.6944210719256128	3.1835896041947347
YJR074W	0.0	-3.119917812110841
YJR075W	-5.3888421438512255	3.1835896041947347
YJR103W	-5.3888421438512255	3.1835896041947347
YJR105W	-2.6944210719256128	3.1835896041947347
YJR113C	0.0	-3.119917812110841
YJR120W	0.0	-3.119917812110841
YJR121W	-5.3888421438512255	3.1835896041947347
YJR129C	-5.3888421438512255	3.1835896041947347
YJR144W	0.0	-3.119917812110841
YKL002W	0.0	-3.119917812110841
YKL053C-A	-2.6944210719256128	3.1835896041947347
YKL055C	-2.6944210719256128	3.1835896041947347
YKL080W	0.0	-3.119917812110841
YKL081W	-5.3888421438512255	3.1835896041947347
YKL087C	0.0	-3.119917812110841
YKL106W	-2.6944210719256128	3.1835896041947347
YKL109W	-5.3888421438512255	3.1835896041947347
YKL118W	0.0	-3.119917812110841
YKL134C	0.0	-3.119917812110841
YKL137W	-5.3888421438512255	3.1835896041947347
YKL138C	0.0	-3.119917812110841
YKL148C	0.0	-3.119917812110841
YKL167C	-5.3888421438512255	3.1835896041947347
YKL168C	-2.6944210719256128	3.1835896041947347
YKL169C	0.0	-3.119917812110841
YKL170W	-2.6944210719256128	3.1835896041947347
YKL194C	-5.3888421438512255	3.1835896041947347
YKL208W	-5.3888421438512255	3.1835896041947347
YKL212W	-2.6944210719256128	3.1835896041947347
YKR006C	0.0	-3.119917812110841
YKR055W	0.0	-3.119917812110841
YKR067W	-2.6944210719256128	3.1835896041947347
YKR085C	0.0	-3.119917812110841
YLL009C	0.0	-3.119917812110841
YLL018C-A	0.0	-3.119917812110841
YLL027W	-2.6944210719256128	3.1835896041947347
YLL029W	-2.6944210719256128	3.1835896041947347
YLL041C	0.0	-3.119917812110841
YLR027C	-2.6944210719256128	3.1835896041947347
YLR067C	0.0	-3.119917812110841
YLR069C	0.0	-3.119917812110841
YLR091W	0.0	-3.119917812110841
YLR139C	0.0	-3.119917812110841
YLR148W	0.0	-3.119917812110841
YLR202C	0.0	-3.119917812110841
YLR203C	0.0	-3.119917812110841
YLR204W	0.0	-3.119917812110841
YLR240W	0.0	-3.119917812110841
YLR244C	0.0	-3.119917812110841
YLR252W	-2.6944210719256128	3.1835896041947347
YLR260W	0.0	-3.119917812110841
YLR295C	0.0	-3.119917812110841
YLR304C	0.0	-3.119917812110841
YLR312W-A	0.0	-3.119917812110841
YLR318W	-5.3888421438512255	3.1835896041947347
YLR322W	-5.3888421438512255	3.1835896041947347
YLR324W	-2.6944210719256128	3.1835896041947347
YLR337C	-5.3888421438512255	3.1835896041947347
YLR368W	-5.3888421438512255	3.1835896041947347
YLR369W	0.0	-3.119917812110841
YLR372W	-2.6944210719256128	3.1835896041947347
YLR382C	0.0	-3.119917812110841
YLR393W	0.0	-3.119917812110841
YLR396C	0.0	-3.119917812110841
YLR404W	-2.6944210719256128	3.1835896041947347
YLR410W	-5.3888421438512255	3.1835896041947347
YLR418C	-5.3888421438512255	3.1835896041947347
YLR438W	0.0	-3.119917812110841
YML008C	-2.6944210719256128	3.1835896041947347
YML009W-B	-5.3888421438512255	3.1835896041947347
YML024W	-2.6944210719256128	3.1835896041947347
YML034W	-2.6944210719256128	3.1835896041947347
YML061C	0.0	-3.119917812110841
YML081C-A	-5.3888421438512255	3.1835896041947347
YML088W	0.0	-3.119917812110841
YML110C	0.0	-3.119917812110841
YML120C	-5.3888421438512255	3.1835896041947347
YML129C	0.0	-3.119917812110841
YMR058W	0.0	-3.119917812110841
YMR063W	-2.6944210719256128	3.1835896041947347
YMR064W	0.0	-3.119917812110841
YMR066W	0.0	-3.119917812110841
YMR071C	-5.3888421438512255	3.1835896041947347
YMR072W	0.0	-3.119917812110841
YMR088C	0.0	-3.119917812110841
YMR091C	-2.6944210719256128	3.1835896041947347
YMR097C	0.0	-3.119917812110841
YMR098C	0.0	-3.119917812110841
YMR142C	-5.3888421438512255	3.1835896041947347
YMR150C	0.0	-3.119917812110841
YMR151W	0.0	-3.119917812110841
YMR158W	0.0	-3.119917812110841
YMR166C	-5.3888421438512255	3.1835896041947347
YMR184W	0.0	-3.119917812110841
YMR193W	0.0	-3.119917812110841
YMR207C	-5.3888421438512255	3.1835896041947347
YMR267W	0.0	-3.119917812110841
YMR275C	-5.3888421438512255	3.1835896041947347
YMR282C	0.0	-3.119917812110841
YMR285C	-5.3888421438512255	3.1835896041947347
YMR286W	0.0	-3.119917812110841
YMR287C	0.0	-3.119917812110841
YMR293C	0.0	-3.119917812110841
YMR303C	-2.6944210719256128	3.1835896041947347
YMR307W	-5.3888421438512255	3.1835896041947347
YMR312W	-5.3888421438512255	3.1835896041947347
YNL001W	-2.6944210719256128	3.1835896041947347
YNL003C	0.0	-3.119917812110841
YNL005C	0.0	-3.119917812110841
YNL052W	-5.3888421438512255	3.1835896041947347
YNL071W	-5.3888421438512255	3.1835896041947347
YNL073W	-2.6944210719256128	3.1835896041947347
YNL081C	0.0	-3.119917812110841
YNL117W	-5.3888421438512255	3.1835896041947347
YNL136W	-2.6944210719256128	3.1835896041947347
YNL139C	-2.6944210719256128	3.1835896041947347
YNL160W	0.0	-3.119917812110841
YNL169C	-2.6944210719256128	3.1835896041947347
YNL170W	0.0	-3.119917812110841
YNL177C	0.0	-3.119917812110841
YNL184C	0.0	-3.119917812110841
YNL213C	0.0	-3.119917812110841
YNL225C	0.0	-3.119917812110841
YNL238W	-5.3888421438512255	3.1835896041947347
YNL252C	-5.3888421438512255	3.1835896041947347
YNL284C	-2.6944210719256128	3.1835896041947347
YNR020C	0.0	-3.119917812110841
YNR031C	-2.6944210719256128	3.1835896041947347
YNR036C	0.0	-3.119917812110841
YNR037C	0.0	-3.119917812110841
YNR039C	-2.6944210719256128	3.1835896041947347
YNR041C	0.0	-3.119917812110841
YNR047W	-5.3888421438512255	3.1835896041947347
YOL008W	-5.3888421438512255	3.1835896041947347
YOL023W	-2.6944210719256128	3.1835896041947347
YOL032W	-5.3888421438512255	3.1835896041947347
YOL042W	-5.3888421438512255	3.1835896041947347
YOL044W	-2.6944210719256128	3.1835896041947347
YOL086C	-2.6944210719256128	3.1835896041947347
YOL095C	0.0	-3.119917812110841
YOL096C	0.0	-3.119917812110841
YOL100W	0.0	-3.119917812110841
YOL116W	-5.3888421438512255	3.1835896041947347
YOL143C	0.0	-3.119917812110841
YOR026W	-5.3888421438512255	3.1835896041947347
YOR033C	0.0	-3.119917812110841
YOR037W	-5.3888421438512255	3.1835896041947347
YOR065W	0.0	-3.119917812110841
YOR125C	0.0	-3.119917812110841
YOR133W	-5.3888421438512255	3.1835896041947347
YOR150W	0.0	-3.119917812110841
YOR158W	0.0	-3.119917812110841
YOR183W	-5.3888421438512255	3.1835896041947347
YOR187W	0.0	-3.119917812110841
YOR199W	0.0	-3.119917812110841
YOR200W	0.0	-3.119917812110841
YOR201C	0.0	-3.119917812110841
YOR205C	0.0	-3.119917812110841
YOR211C	0.0	-3.119917812110841
YOR221C	-5.3888421438512255	3.1835896041947347
YOR241W	0.0	-3.119917812110841
YOR270C	-2.6944210719256128	3.1835896041947347
YOR290C	0.0	-3.119917812110841
YOR297C	-5.3888421438512255	3.1835896041947347
YOR302W	0.0	-3.119917812110841
YOR304C-A	0.0	-3.119917812110841
YOR330C	0.0	-3.119917812110841
YOR333C	-2.6944210719256128	3.1835896041947347
YOR334W	0.0	-3.119917812110841
YOR350C	-2.6944210719256128	3.1835896041947347
YOR358W	-5.3888421438512255	3.1835896041947347
YOR374W	-5.3888421438512255	3.1835896041947347
YPL005W	0.0	-3.119917812110841
YPL029W	0.0	-3.119917812110841
YPL031C	0.0	-3.119917812110841
YPL040C	0.0	-3.119917812110841
YPL045W	0.0	-3.119917812110841
YPL059W	0.0	-3.119917812110841
YPL060W	0.0	-3.119917812110841
YPL061W	-2.6944210719256128	3.1835896041947347
YPL084W	-5.3888421438512255	3.1835896041947347
YPL097W	0.0	-3.119917812110841
YPL098C	-2.6944210719256128	3.1835896041947347
YPL104W	0.0	-3.119917812110841
YPL118W	0.0	-3.119917812110841
YPL132W	-5.3888421438512255	3.1835896041947347
YPL134C	-5.3888421438512255	3.1835896041947347
YPL148C	0.0	-3.119917812110841
YPL172C	0.0	-3.119917812110841
YPL208W	-2.6944210719256128	3.1835896041947347
YPL214C	-5.3888421438512255	3.1835896041947347
YPL215W	0.0	-3.119917812110841
YPL229W	-5.3888421438512255	3.1835896041947347
YPL232W	-5.3888421438512255	3.1835896041947347
YPL234C	0.0	-3.119917812110841
YPL246C	-5.3888421438512255	3.1835896041947347
YPL247C	-5.3888421438512255	3.1835896041947347
YPL262W	-5.3888421438512255	3.1835896041947347
YPL271W	0.0	-3.119917812110841
YPR036W	0.0	-3.119917812110841
YPR047W	0.0	-3.119917812110841
YPR049C	-5.3888421438512255	3.1835896041947347
YPR067W	0.0	-3.119917812110841
YPR099C	-5.3888421438512255	3.1835896041947347
YPR100W	-5.3888421438512255	3.1835896041947347
YPR101W	-5.3888421438512255	3.1835896041947347
YPR123C	-2.6944210719256128	3.1835896041947347
YPR124W	0.0	-3.119917812110841
YPR134W	-5.3888421438512255	3.1835896041947347
YPR163C	-5.3888421438512255	3.1835896041947347
YPR166C	0.0	-3.119917812110841
YPR191W	0.0	-3.119917812110841
YPR194C	0.0	-3.119917812110841
