orf	hap a | growth (exponential growth rate) | paraquat [400 ug/mL] | SC | Stenberg S~Warringer J, 2022
YBR209W	0.1534882593048
YBR210W	-0.11049991841305001
YBR212W	-0.5779040070821669
YBR213W	-0.05219071005615001
YBR214W	-0.0117295401282167
YBR215W	-0.789628600316333
YBR216C	-1.051024096902
YBR217W	-0.10618100214205001
YBR218C	-0.5396607152481671
YBR219C	-0.00714185745831667
YBR220C	-0.0176413217482
YBR221C	0.043864110772329996
YBR222C	-0.0236013598462067
YBR223C	-0.707424012106
YBR224W	-0.5790597562965
YBR225W	-0.5610776718963331
YBR226C	-0.10714604360006699
YBR227C	-0.47010367178350004
YBR228W	0.028789822132655
YBR229C	0.0252348975840167
YBR230C	-0.04438902922029
YBR231C	-0.11684178490834199
YBR232C	0.11538756005680001
YBR233W	-1.6270744461000002
YBR235W	-0.101997499193867
YBR238C	0.0412593760272167
YBR239C	-0.139778719210228
YBR240C	-0.025241571665849998
YBR241C	0.095107302916065
YBR242W	-0.13030036389896701
YBR244W	-0.270960065617383
YBR245C	-0.0496192016391667
YBR246W	-0.12401054577106699
YBR248C	0.08901852222130001
YBR249C	-0.6764146947005001
YBR250W	-0.22276938461800003
YBR251W	-0.145925316996625
YBR255W	-0.7864024681225
YBR258C	-0.0298305465915033
YBR259W	-0.00447987125818333
YBR260C	0.0447599197941117
YBR261C	-0.7550403339335
YBR262C	-0.049140207069650006
YBR263W	-0.1187837046294
YBR264C	-0.544199017451767
YBR266C	-0.282556884552167
YBR267W	-0.32801016100333297
YBR268W	-0.0648214163173562
YBR269C	-0.9001930979341669
YBR270C	-0.102161842138433
YBR271W	-0.663945524661833
YBR272C	-0.182827063568133
YBR273C	-0.0192422853929167
YBR274W	0.0725780974441
YBR275C	-0.8032508866865
YBR276C	-0.0259360891055717
YBR277C	0.023759108612900003
YBR278W	-0.07037348637533501
YBR280C	0.040562326897800004
YBR281C	-0.1476906109824
YBR282W	-0.5708352225337441
YBR283C	-0.0402459663769618
YBR284W	-0.183205718557817
YBR285W	-0.35001781775979995
YBR286W	-0.159778216438383
YBR287W	-0.0155617445831983
YBR288C	-0.37150300177400003
YBR289W	-1.38345126199167
YBR290W	0.09029494158545001
YBR291C	-0.0910633117845833
YBR292C	-0.0791670000606333
YBR293W	0.0189916555599
YBR294W	0.0645440353057833
YBR295W	-0.140653337039133
YBR296C	-0.0481989257295333
YBR297W	-0.0667758909834333
YBR298C	-0.0665833711487517
YBR299W	-2.99938179229667
YBR300C	0.0326858162204583
YBR301W	0.00362203459275
YCL001W	-0.6405746544575
YCL001W-A	-0.0814832372574383
YCL002C	-0.00404889698518333
YCL009C	-0.744029206903667
YCL010C	-0.478608766356
YCL011C	0.0318105889929
YCL014W	-0.32467682873002485
YCL016C	-0.199121925880167
YCL022C	-0.0708002857496983
YCL023C	-0.5458906268114999
YCL024W	-0.582524557796667
YCL025C	-0.603607844021333
YCL026C-A	-0.608644821443333
YCL027W	-0.16692620553686702
YCL028W	0.02124037938045
YCL029C	-0.0359310909885302
YCL030C	-0.0377998053446333
YCL032W	-0.177690776563333
YCL033C	-0.14114869728926002
YCL034W	0.069296175742405
YCL035C	-0.552615909587333
YCL036W	-0.107089134771717
YCL037C	-0.38311773050683295
YCL038C	-0.149910771717267
YCL039W	-0.00951280155126667
YCL040W	-0.105769722703372
YCL042W	-0.4591032380003329
YCL044C	-0.0793766266459667
YCL045C	-0.0744996958433333
YCL046W	-0.43140993267105
YCL047C	-0.132823753079983
YCL048W	0.0948471569086667
YCL049C	-0.657734878457167
YCL050C	-0.15312660749971696
YCL051W	-0.0256184138493167
YCL055W	-0.12558390983875
YCL056C	0.004613592695
YCL057W	-0.0109963232021267
YCL061C	-0.6982919985784171
YCL063W	-0.709943612537425
YCL064C	0.03419894928325
YCL069W	-0.0225882405070333
YCL076W	-0.5543893810213331
YCR001W	-0.148528509566904
YCR002C	-0.09541340143732499
YCR003W	0.10544168166096
YCR004C	0.134056567329588
YCR005C	-0.667254481602333
YCR006C	-0.0786081083813
YCR007C	-0.821865959423167
YCR008W	-1.45107759065833
YCR009C	-1.18224568345667
YCR010C	-0.129950595282667
YCR011C	0.0605662688481817
YCR014C	-0.0539861256647967
YCR015C	-0.8221067710795
YCR016W	-0.10073925336256
YCR017C	-0.6160370251806669
YCR019W	-0.09746970228785001
YCR020C	-0.461105598663333
YCR020C-A	-0.890817091143
YCR020W-B	
YCR021C	-0.06019686414255001
YCR022C	-0.06784113727305001
YCR023C	-0.0432479799721483
YCR024C	-0.07638979030899999
YCR024C-A	-0.10338023827985
YCR025C	-0.650158115340333
YCR026C	-0.07381112746319
YCR027C	-0.0493747887735783
YCR028C	-0.7916360800573249
YCR028C-A	0.0706039676683
YCR030C	-0.0572892981992667
YCR031C	0.0281211974115167
YCR032W	-0.1876015724405
YCR033W	-0.7232630931905
YCR034W	-0.380160367324
YCR036W	-0.105351601020967
YCR037C	0.01912356126305
YCR043C	-0.00817798526115
YCR044C	0.0173833399112333
YCR045C	-0.0861037686324
YCR046C	-0.20126150223905603
YCR047C	-0.544080163901738
YCR048W	-0.5911360607213331
YCR049C	0.0008043988230499999
YCR050C	-0.0638621642350167
YCR051W	-0.0524050701805
YCR053W	-0.166489050150283
YCR059C	0.059041235922290006
YCR060W	0.00598371300906667
YCR061W	-0.29820251863819147
YCR063W	-0.3241538827845
YCR065W	-0.141939050714933
YCR067C	-0.4890364629863329
YCR068W	-0.0180835588993167
YCR069W	-0.0136770622445167
YCR071C	0.10802103121525
YCR073C	-0.619716655537
YCR073W-A	-0.06447441650335
YCR075C	-0.555316218348833
YCR076C	-0.18334698689663298
YCR077C	-0.179079206610167
YCR079W	0.0603908322673333
YCR081W	-0.313343889942428
YCR082W	-0.05037029048795
YCR083W	-0.29202459983183304
YCR085W	0.0162307010176833
YCR086W	-0.42390081805183294
YCR087C-A	-0.0855043269077
YCR087W	-0.5314090961055
YCR088W	-0.0539493310106333
YCR089W	-0.5173358457398329
YCR090C	-0.0141632040596833
YCR091W	0.0036359654863500003
YCR092C	-0.143251996937133
YCR095C	0.049194092477000004
YCR098C	-0.0720098649570717
YCR099C	-0.622056318963167
YCR100C	-0.0271482194153167
YCR101C	-0.0639311245895
YCR102C	0.0893716946318
YCR102W-A	-0.8014475345604999
YCR105W	-0.40560936196450004
YCR106W	0.0341998570502087
YCR107W	-0.1158944054383
YDL001W	-0.0549095172138333
YDL002C	-0.0194639175622828
YDL006W	-0.7530054930145
YDL010W	-0.7146264568798331
YDL011C	-0.0273285473045667
YDL012C	-0.5652753836755
YDL013W	-0.147294680814967
YDL018C	-0.594856121409833
YDL019C	-0.020926097971349998
YDL020C	-0.786269113757667
YDL021W	0.13784803864368697
YDL022W	0.0087841429116775
YDL023C	-0.6814067554861669
YDL024C	-0.8027770217555
YDL025C	0.0407157413689667
YDL026W	-0.582119824405
YDL027C	0.00948771665779167
YDL032W	-0.348223606109875
YDL033C	0.19250839020370003
YDL034W	-0.0243005166245017
YDL035C	0.0147330202231167
YDL036C	0.0655043825789183
YDL037C	0.0643605653489733
YDL039C	-0.31316938613219314
YDL040C	-0.5555889459593331
YDL041W	-0.026752418095455
YDL042C	-0.724010117876167
YDL044C	0.0901893778026375
YDL045W-A	-0.132676313131443
YDL046W	-0.0934897123020833
YDL047W	-0.12048917928977498
YDL048C	0.0035627270217725
YDL049C	-0.214096817446356
YDL050C	-0.0939666788725333
YDL051W	0.0917861857322733
YDL052C	0.130832776069312
YDL053C	-0.0637119368708583
YDL054C	-0.0396165109893542
YDL056W	-0.519736006079833
YDL057W	-0.20805802511998697
YDL059C	-0.00012740951711333302
YDL061C	-0.252620486121667
YDL062W	0.0493308481690667
YDL065C	0.052934852145849996
YDL066W	0.03693260478763
YDL070W	-0.0350497059375333
YDL071C	-0.324343384119683
YDL072C	-0.2761199852605
YDL073W	0.0305960657805175
YDL074C	-0.7983278512404879
YDL075W	-0.8273648142623851
YDL076C	-0.412385851720167
YDL077C	-1.8415956191716698
YDL078C	-0.0260574013551833
YDL079C	-0.211487246204333
YDL080C	0.0733043830147167
YDL081C	-0.2652443245005
YDL082W	-0.1209951365361
YDL083C	-0.125664946192383
YDL085W	0.11636082100147
YDL086W	0.0133447351643333
YDL088C	-0.1337904157559
YDL089W	-0.00690355581846667
YDL090C	-0.195712369574667
YDL091C	0.0335875362866
YDL093W	-0.10614252510025
YDL094C	-0.0260487627480833
YDL095W	-0.11046232190371699
YDL096C	0.0327430697880467
YDL099W	-0.14757275345945
YDL100C	-0.47162621773866703
YDL104C	0.08885262323185
YDL106C	0.010677855059050001
YDL107W	0.0471385611534137
YDL109C	-0.80808426111
YDL110C	-0.541980225771333
YDL112W	-0.7334196446526671
YDL113C	0.0245065327079533
YDL114W	-0.0699255414421333
YDL116W	-0.2982372772705
YDL117W	0.0279889490873062
YDL118W	0.135296275993167
YDL119C	0.0619299601082
YDL121C	-0.277449042197333
YDL122W	-0.8775510379591671
YDL123W	-0.6684444103798329
YDL124W	-0.14324940470303302
YDL125C	-0.608606089851667
YDL127W	-0.46778561648616707
YDL128W	-0.7394658142139999
YDL129W	0.10520167148635
YDL130W	-0.45418139653266704
YDL130W-A	-0.0663928004159333
YDL131W	-0.16777748855383298
YDL133C-A	-0.3796800889021302
YDL133W	-0.572743098849667
YDL134C	-0.37548045000508296
YDL135C	-0.11694417002914999
YDL136W	-0.337362002857167
YDL137W	-0.42428768992616706
YDL138W	-0.159629796697917
YDL142C	0.0640919889607783
YDL144C	-0.5345041377075
YDL146W	-0.965355185819167
YDL149W	-0.11455356367280001
YDL151C	-0.114511577035619
YDL154W	-0.0330215100798333
YDL155W	0.015945156947520002
YDL156W	-0.9408777082161669
YDL157C	-0.105028367394367
YDL159W	-0.0866597474654667
YDL160C	-0.7696533244293331
YDL161W	-0.233128902777333
YDL162C	-0.47344876826483295
YDL167C	-0.656013102499
YDL168W	-0.674516373397833
YDL169C	-0.4921439229158
YDL170W	-0.0435960857505
YDL171C	-0.587623812566667
YDL172C	-0.8898973359035001
YDL173W	-0.741206994757
YDL174C	-0.7381334654666669
YDL175C	-0.24236180644016697
YDL176W	-0.19761846326250002
YDL177C	0.004045821479033329
YDL178W	-0.047827304399300004
YDL179W	-0.7717228929015
YDL180W	-0.00883186175261833
YDL181W	-0.0558621554369
YDL182W	-0.13870418574728302
YDL183C	-0.06646469105105
YDL184C	-0.6666203099375
YDL185W	-0.20288259217303303
YDL186W	-0.0837259057512
YDL187C	-0.44143179296350005
YDL188C	-0.46146500384583294
YDL189W	-0.056095950183849996
YDL190C	-0.5440872994041671
YDL191W	0.0213889885723383
YDL192W	-0.00558846981869
YDL194W	-0.44899827634716705
YDL197C	-0.0563784085151483
YDL198C	-0.0754421511719643
YDL199C	-0.659266185424167
YDL200C	-0.10549280147199999
YDL201W	-0.07856097919435001
YDL203C	-0.49417706328
YDL204W	-0.300804967619
YDL206W	-0.737879282021333
YDL210W	-0.0186157527150833
YDL211C	0.0114192365878833
YDL213C	-0.5620587002055
YDL214C	-0.5973320512021669
YDL215C	0.0077152614359065
YDL216C	-0.0358600447380667
YDL218W	-0.124689091170667
YDL219W	-0.627122601849167
YDL222C	-0.752171663935167
YDL223C	-0.871180696958833
YDL224C	-0.218806763935
YDL225W	-0.1060906868598
YDL226C	-0.46155707101166704
YDL227C	-0.19020274971866702
YDL229W	-0.042864285932400006
YDL230W	0.09586491061085001
YDL231C	0.0335173780239667
YDL232W	-0.2930479164705
YDL233W	-0.0535415286503817
YDL234C	0.0428943376074667
YDL236W	-0.11675368859511699
YDL237W	-0.0714467459293333
YDL238C	-0.948429631698667
YDL239C	0.1056007895379
YDL240W	-0.0104326003333217
YDL241W	-0.820055584513
YDL242W	-0.643973628234333
YDL243C	0.00129394584286667
YDR001C	-0.252963893726667
YDR003W	-0.838445124132167
YDR004W	-0.8967572151808331
YDR005C	-0.128735877882938
YDR006C	0.0045720047978166705
YDR007W	-0.468738422161833
YDR008C	-0.0772324664029133
YDR009W	-0.825285994073667
YDR010C	-0.06281009149450001
YDR011W	-0.5881793966409999
YDR014W	-0.705057709344833
YDR015C	-0.0635099506577833
YDR017C	-0.23252371107268102
YDR018C	-0.143156514166548
YDR019C	-0.0670742554543683
YDR020C	-0.0219253263394333
YDR022C	0.0457419900549878
YDR024W	0.0990020520438933
YDR025W	-0.32805320577533303
YDR026C	-0.678766477269833
YDR029W	-0.516413769600333
YDR030C	-0.112265704782768
YDR031W	-0.0377854206811833
YDR032C	-0.0676514878552667
YDR033W	-0.165586163014933
YDR034C	-0.621007356349333
YDR035W	-0.0606656841631833
YDR036C	-0.14556945554533302
YDR042C	0.035427061825300005
YDR043C	-0.12680457386405
YDR046C	0.176121264634017
YDR048C	0.0614525187521167
YDR049W	-0.0596732796716833
YDR051C	-0.0277331512712767
YDR055W	2.9280159044999604e-05
YDR056C	-0.633987296165167
YDR057W	-0.0791812635482367
YDR058C	-0.659945521200333
YDR059C	-0.0438425684365667
YDR061W	0.10976572960210002
YDR063W	0.0175430780253333
YDR066C	0.007992326886311659
YDR067C	-0.0875413119753033
YDR068W	-0.0639069770822167
YDR070C	0.0859279449344833
YDR071C	-0.645569732123667
YDR072C	-0.367359783876
YDR073W	-0.47693403232879994
YDR074W	-1.24958472724333
YDR075W	-0.0319425593164667
YDR076W	-0.7675040300454999
YDR077W	-0.116110851551167
YDR080W	-1.3645908838616698
YDR083W	-0.848570801640833
YDR084C	0.0739606687848833
YDR085C	0.11851703481665
YDR089W	0.0430070983645883
YDR090C	-0.13133174685024998
YDR092W	-1.461382221482
YDR093W	-0.10616483978291699
YDR094W	-0.0519839445978807
YDR095C	0.00296410148118833
YDR096W	0.00599869180228333
YDR097C	-0.6806748211676671
YDR098C	-0.2435191843425
YDR099W	-0.0987421876198833
YDR100W	0.0539162249726457
YDR101C	-0.0889020954665333
YDR102C	0.0599376934717833
YDR103W	-1.03286066731167
YDR104C	-0.2280903320786
YDR105C	-0.15249820286345
YDR107C	0.00192689599109167
YDR108W	-0.20197177960610002
YDR109C	-0.8924535590783331
YDR110W	-0.0695108341500833
YDR111C	-0.10975611167549999
YDR112W	0.12080498461391699
YDR114C	0.0416172940040993
YDR115W	0.06509594353027501
YDR116C	-0.0154985343698217
YDR117C	-0.2029518293225
YDR119W	-0.06739930638248
YDR120C	-0.123605081204533
YDR121W	-0.6464189327025
YDR122W	-0.0225574179777667
YDR123C	-2.45498083027667
YDR124W	-0.13783932863155
YDR125C	0.0468150445227333
YDR126W	-1.25665062866333
YDR127W	-0.178995520516667
YDR128W	-0.426101568091
YDR129C	-0.49079831238087496
YDR130C	0.0101117594041833
YDR131C	-0.1208541000331
YDR132C	-0.38519270941116707
YDR133C	-0.0891207364605667
YDR135C	-1.04626746733633
YDR136C	-0.298517881604
YDR137W	-0.10755495799720001
YDR139C	-0.0942232835831667
YDR140W	-1.0758910450086898
YDR142C	-0.8204487362935
YDR143C	-0.781973130478333
YDR144C	-0.340441389104833
YDR146C	-0.295475360557
YDR147W	-0.049638734454269993
YDR148C	-0.23703416370900002
YDR149C	-0.20014428314899999
YDR150W	-0.2233296179465
YDR151C	-0.35554008150349997
YDR152W	0.0155225221414917
YDR153C	-0.783190495090667
YDR154C	0.007564678778316671
YDR155C	0.10912009829656698
YDR156W	-0.207762695559757
YDR157W	-0.0446962282341333
YDR158W	-0.39647526948983297
YDR159W	-0.4860513582785
YDR161W	-0.25316152318716695
YDR162C	-0.8042388787655
YDR163W	-0.0359153134544067
YDR165W	0.00743874319375
YDR169C	0.07310953048657001
YDR171W	0.0207963583282733
YDR173C	-0.19919122247200002
YDR174W	-0.18470469832816697
YDR175C	-0.0641107969443938
YDR176W	-0.875556216444753
YDR178W	-0.0977717016965833
YDR179C	-0.00932808490323333
YDR179W-A	-0.0783627790009167
YDR181C	-0.581517680505667
YDR183W	-0.6319349996461671
YDR184C	-0.01709413913036
YDR185C	0.0189529900187667
YDR186C	-0.1922470355476
YDR191W	-0.14638775589361702
YDR192C	-0.015074318582899999
YDR193W	-0.6613270589736671
YDR198C	-0.118050878204783
YDR199W	-0.0071084698428766704
YDR202C	-0.257393699683667
YDR203W	-0.187524014509833
YDR204W	-0.240143626609375
YDR205W	-0.705156021651167
YDR206W	-0.20782117342466702
YDR207C	-0.36156582995183295
YDR209C	-0.10262306641460002
YDR210W	0.049843647717470005
YDR213W	0.149952267807333
YDR214W	0.02410195684109
YDR215C	-0.2618335205245
YDR216W	-0.102821890689217
YDR217C	-0.329286664722167
YDR218C	-0.04237478325735
YDR219C	0.00569987174855
YDR220C	-0.6881998712773331
YDR221W	-0.867385285273667
YDR222W	-0.857424066108333
YDR223W	-0.0311972698305833
YDR225W	0.13881204878303302
YDR226W	-0.80500149591225
YDR227W	-0.22061946525266699
YDR229W	0.0114828376105667
YDR230W	-0.170557272851625
YDR231C	-0.17109710525424998
YDR233C	-0.15394823974993302
YDR234W	0.103612035141217
YDR237W	-0.0943087288315937
YDR239C	-0.611330668342333
YDR241W	-0.132527003179767
YDR242W	0.0362511743619667
YDR244W	-0.9057706355211669
YDR245W	0.0599557084958667
YDR247W	-0.179684703147167
YDR248C	-0.848240220621667
YDR249C	-0.146956661867117
YDR250C	0.0888851638774333
YDR251W	-0.607954270892333
YDR252W	-0.0266193524083867
YDR253C	-1.4118003440066698
YDR254W	-0.2877050877624
YDR255C	-0.11479660337503302
YDR256C	-0.1795160563865
YDR257C	-0.21519203227371697
YDR258C	-0.94872943933
YDR259C	-0.0388903294084667
YDR260C	-0.11044729628925
YDR261C	0.0194634126224417
YDR262W	0.0361223887348083
YDR263C	-0.117491091271633
YDR264C	-1.07737375811778
YDR265W	-0.719329471994667
YDR266C	-0.17607259716543303
YDR268W	-0.12355354823199902
YDR269C	-0.591192575333333
YDR270W	-0.24811186135466698
YDR271C	-0.504335567107333
YDR272W	-0.8062224551355
YDR273W	-0.9121870175210001
YDR274C	-0.18796449260908302
YDR275W	-0.00245871609576667
YDR276C	
YDR277C	-0.640810070481167
YDR278C	0.0489959417080333
